molregno,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,cx_most_apka,cx_most_bpka,cx_logp,cx_logd,molecular_species,full_mwt,aromatic_rings,heavy_atoms,qed_weighted,mw_monoisotopic,full_molformula,hba_lipinski,hbd_lipinski,num_lipinski_ro5_violations
625,205.21,0.86,3,0,38.77,0,Y,0,,,1.30,1.30,NEUTRAL,205.21,1,15,0.63,205.0739,C11H11NO3,4,0,0
626,290.32,0.52,5,0,51.24,2,N,0,,4.23,1.21,1.21,NEUTRAL,290.32,1,21,0.79,290.1267,C15H18N2O4,6,0,0
627,942.03,-2.52,13,11,376.45,27,N,3,3.44,,-3.35,-12.87,ACID,942.03,0,66,0.04,941.4706,C41H67N9O16,25,11,3
628,928.01,-2.91,13,11,376.45,26,N,3,3.44,,-3.79,-13.32,ACID,928.01,0,65,0.04,927.4549,C40H65N9O16,25,11,3
629,913.98,-3.30,13,11,376.45,25,N,3,3.44,,-4.49,-14.02,ACID,913.98,0,64,0.04,913.4393,C39H63N9O16,25,11,3
630,426.58,6.37,4,2,67.43,4,N,1,11.22,,6.08,6.08,NEUTRAL,426.58,2,30,0.56,426.1977,C24H30N2O3S,5,2,1
631,449.67,5.22,4,3,84.55,3,N,1,6.19,7.06,6.21,6.01,ACID,449.67,2,29,0.34,449.1265,C21H27N3O2S3,5,3,1
632,435.53,2.80,7,2,102.60,7,N,0,,7.27,3.17,2.93,NEUTRAL,435.53,3,32,0.59,435.2270,C24H29N5O3,8,3,0
633,421.50,2.76,7,2,102.60,6,N,0,,7.27,2.88,2.64,NEUTRAL,421.50,3,31,0.63,421.2114,C23H27N5O3,8,3,0
634,319.75,2.29,5,0,64.43,2,N,0,,2.86,1.86,1.86,NEUTRAL,319.75,2,22,0.80,319.0724,C15H14ClN3O3,6,0,0
635,303.29,1.77,5,0,64.43,2,N,0,,2.87,1.39,1.39,NEUTRAL,303.29,2,22,0.79,303.1019,C15H14FN3O3,6,0,0
636,233.66,1.90,3,1,68.87,2,N,0,11.79,,1.48,1.48,NEUTRAL,233.66,2,16,0.86,233.0356,C11H8ClN3O,4,2,0
637,967.95,-2.75,13,11,376.45,25,N,3,3.44,,-3.36,-12.89,ACID,967.95,0,67,0.04,967.4110,C39H60F3N9O16,25,11,3
638,984.48,-3.32,14,11,393.52,28,N,3,3.44,,-4.22,-13.75,ACID,984.48,0,66,0.03,983.3673,C38H62ClN9O17S,26,11,3
639,1958.13,,,,,,,,,,,,,1958.13,,,,1956.8775,C85H128N20O31S,,,
640,274.32,1.29,4,0,42.01,2,N,0,,6.51,1.83,1.78,NEUTRAL,274.32,1,20,0.81,274.1317,C15H18N2O3,5,0,0
641,724.13,,,,,,,,,,,,,724.13,,,,724.1481,C22H21B2F8N5Pt+4,,,
642,177.25,1.43,2,1,35.25,1,Y,0,,10.00,1.84,-0.62,BASE,177.25,1,13,0.70,177.1154,C11H15NO,2,2,0
643,498.51,3.98,6,3,115.65,8,N,0,3.40,1.81,4.87,1.60,ACID,498.51,4,37,0.31,498.1703,C28H23FN4O4,8,3,0
644,360.42,2.64,5,2,78.35,5,N,0,12.82,1.83,3.47,3.47,NEUTRAL,360.42,3,27,0.68,360.1586,C21H20N4O2,6,2,0
645,407.29,3.26,5,1,75.19,4,N,0,6.80,4.62,3.08,2.55,NEUTRAL,407.29,3,24,0.72,406.0099,C16H15BrN4O2S,6,1,0
646,511.45,6.99,2,0,12.47,9,N,2,,9.26,7.34,5.49,BASE,511.45,3,30,0.17,511.1372,C27H30INO,2,0,2
647,320.74,1.48,6,1,94.07,5,N,0,12.14,3.80,0.47,0.47,NEUTRAL,320.74,2,22,0.84,320.0676,C14H13ClN4O3,7,1,0
648,393.66,4.43,4,1,67.77,4,N,0,12.14,3.80,3.42,3.42,NEUTRAL,393.66,3,25,0.71,391.9998,C17H11Cl3N4O,5,1,0
649,368.39,2.18,5,1,84.94,5,N,0,,,1.35,1.35,NEUTRAL,368.39,2,27,0.87,368.1372,C20H20N2O5,7,1,0
650,430.54,2.48,6,3,104.06,3,N,0,12.57,,2.47,2.47,NEUTRAL,430.54,0,31,0.36,430.2355,C25H34O6,6,3,0
651,1916.10,,,,,,,,,,,,,1916.10,,,,1914.8669,C83H126N20O30S,,,
652,576.65,2.13,8,3,180.29,11,N,1,9.76,,2.14,2.14,NEUTRAL,576.65,1,41,0.26,576.2908,C27H40N6O8,14,3,2
653,691.74,1.09,10,5,246.69,15,N,1,4.18,,0.96,-2.09,ACID,691.74,1,49,0.13,691.3177,C31H45N7O11,18,5,2
654,422.49,4.54,5,2,78.35,6,N,0,12.82,1.82,5.52,5.52,NEUTRAL,422.49,4,32,0.45,422.1743,C26H22N4O2,6,2,0
656,225.63,1.49,3,1,47.56,0,Y,0,11.07,,2.04,2.04,NEUTRAL,225.63,1,15,0.73,225.0193,C10H8ClNO3,4,1,0
657,281.31,2.43,3,0,38.77,2,Y,0,,,3.02,3.02,NEUTRAL,281.31,2,21,0.85,281.1052,C17H15NO3,4,0,0
658,205.21,1.15,3,1,47.56,0,Y,0,11.24,,1.95,1.95,NEUTRAL,205.21,1,15,0.69,205.0739,C11H11NO3,4,1,0
659,348.83,4.21,5,0,56.85,8,N,0,,3.29,3.86,3.86,NEUTRAL,348.83,2,24,0.67,348.1241,C18H21ClN2O3,5,0,0
660,314.39,3.55,5,0,56.85,8,N,0,,3.99,3.26,3.26,NEUTRAL,314.39,2,23,0.70,314.1630,C18H22N2O3,5,0,0
661,464.56,3.24,6,2,85.22,4,N,0,12.59,,3.77,3.77,NEUTRAL,464.56,1,34,0.67,464.2199,C28H32O6,6,2,0
662,473.35,4.03,8,1,95.54,14,N,0,,2.73,3.66,3.66,NEUTRAL,473.35,2,31,0.33,472.1168,C21H26Cl2N2O6,8,1,0
663,510.66,5.13,7,2,88.10,8,N,2,6.20,9.16,3.54,3.51,ZWITTERION,510.66,2,36,0.48,510.2188,C28H34N2O5S,7,2,2
664,320.38,2.89,7,2,103.60,2,N,0,,1.77,3.09,3.09,NEUTRAL,320.38,4,23,0.58,320.0844,C16H12N6S,6,4,0
665,441.55,4.55,6,2,84.86,5,N,0,6.61,,5.07,4.24,NEUTRAL,441.55,2,31,0.71,441.1610,C24H27NO5S,6,2,0
666,441.55,4.37,6,2,84.86,5,N,0,6.61,,5.50,4.67,NEUTRAL,441.55,2,31,0.72,441.1610,C24H27NO5S,6,2,0
667,1067.76,,,,,,,,,,,,,1067.76,,,,1065.2783,C39H59Cl4N9O17,,,
668,1023.02,,,,,,,,,,,,,1023.02,,,,1022.4193,C43H62N10O19,,,
669,383.28,4.86,5,0,56.85,8,N,0,,2.77,4.47,4.47,NEUTRAL,383.28,2,25,0.61,382.0851,C18H20Cl2N2O3,5,0,0
670,434.62,4.90,5,2,83.83,12,N,0,,,4.65,4.65,NEUTRAL,434.62,0,31,0.34,434.3032,C26H42O5,5,2,0
671,445.52,2.76,10,1,117.55,14,N,0,,,3.86,3.86,NEUTRAL,445.52,3,32,0.30,445.2325,C22H31N5O5,10,1,0
672,292.43,3.51,2,0,6.48,2,N,0,,8.28,3.72,2.78,NEUTRAL,292.43,2,22,0.84,292.1939,C20H24N2,2,0,0
673,293.41,2.70,3,1,32.50,1,Y,0,,8.26,2.53,1.62,NEUTRAL,293.41,2,22,0.82,293.1892,C19H23N3,3,2,0
674,294.40,2.83,3,1,26.71,1,Y,0,10.05,8.08,3.06,2.29,NEUTRAL,294.40,2,22,0.88,294.1732,C19H22N2O,3,1,0
675,208.69,2.34,2,1,24.92,1,Y,0,,10.54,1.84,-1.04,BASE,208.69,1,14,0.72,208.0767,C11H13ClN2,2,1,0
676,401.47,1.30,8,1,103.04,4,N,0,,7.27,1.16,0.92,NEUTRAL,401.47,2,29,0.82,401.2063,C20H27N5O4,9,2,0
678,448.64,5.29,5,2,83.83,12,N,1,,,5.10,5.10,NEUTRAL,448.64,0,32,0.24,448.3189,C27H44O5,5,2,1
679,773.99,,,,,,,,,,,,,773.99,,,,773.0321,C21H17B2BrF8N4Pt+4,,,
680,264.37,2.78,2,1,15.27,1,Y,0,,8.98,2.98,1.39,BASE,264.37,2,20,0.85,264.1626,C18H20N2,2,1,0
681,393.44,2.77,5,2,87.74,7,N,0,,1.80,1.76,1.76,NEUTRAL,393.44,2,29,0.71,393.1689,C22H23N3O4,7,2,0
682,388.47,3.42,5,2,78.35,7,N,0,12.82,1.83,4.32,4.32,NEUTRAL,388.47,3,29,0.61,388.1899,C23H24N4O2,6,2,0
683,481.51,4.12,7,2,121.49,8,N,0,12.82,1.82,5.16,5.16,NEUTRAL,481.51,4,36,0.22,481.1750,C27H23N5O4,9,2,0
684,759.96,,,,,,,,,,,,,759.96,,,,759.0164,C20H15B2BrF8N4Pt+4,,,
686,324.77,3.12,4,1,67.77,4,N,0,12.19,3.80,2.21,2.21,NEUTRAL,324.77,3,23,0.80,324.0778,C17H13ClN4O,5,1,0
687,247.38,3.37,2,1,23.47,5,N,0,10.03,11.02,3.27,1.14,BASE,247.38,1,18,0.86,247.1936,C16H25NO,2,1,0
688,368.39,2.18,5,1,84.94,5,N,0,,,1.35,1.35,NEUTRAL,368.39,2,27,0.87,368.1372,C20H20N2O5,7,1,0
689,174.20,1.83,3,2,59.14,0,Y,0,12.24,3.00,2.11,2.11,NEUTRAL,174.20,2,13,0.60,174.0793,C10H10N2O,3,3,0
690,175.19,1.95,3,2,53.35,0,Y,0,8.59,0.58,2.63,2.60,NEUTRAL,175.19,2,13,0.64,175.0633,C10H9NO2,3,2,0
691,543.53,0.00,12,6,206.07,5,N,3,8.00,9.03,0.53,0.10,BASE,543.53,2,39,0.24,543.1741,C27H29NO11,12,7,3
695,375.42,2.66,7,2,97.99,0,N,0,12.58,,2.23,2.23,NEUTRAL,375.42,2,27,0.73,375.1682,C20H25NO6,7,2,0
696,241.29,3.43,3,1,42.35,0,N,0,12.25,0.22,3.84,3.84,NEUTRAL,241.29,2,18,0.77,241.1103,C15H15NO2,3,1,0
697,172.23,1.74,2,1,16.96,0,Y,0,,8.46,1.60,0.51,NEUTRAL,172.23,2,13,0.64,172.1000,C11H12N2,2,1,0
699,202.26,1.75,3,1,26.19,1,Y,0,,8.47,1.44,0.34,NEUTRAL,202.26,2,15,0.76,202.1106,C12H14N2O,3,1,0
700,202.26,1.75,3,1,26.19,1,Y,0,,8.49,1.44,0.32,NEUTRAL,202.26,2,15,0.76,202.1106,C12H14N2O,3,1,0
701,173.22,1.14,3,1,29.85,0,Y,0,,7.39,0.94,0.65,NEUTRAL,173.22,2,13,0.65,173.0953,C10H11N3,3,1,0
702,341.41,4.28,5,0,57.53,0,N,0,,,4.10,4.10,NEUTRAL,341.41,2,25,0.72,341.1627,C20H23NO4,5,0,0
703,356.47,4.72,5,0,56.85,10,N,0,,3.73,4.56,4.56,NEUTRAL,356.47,2,26,0.58,356.2100,C21H28N2O3,5,0,0
704,407.29,3.26,5,1,75.19,4,N,0,5.92,4.60,2.50,1.84,ACID,407.29,3,24,0.72,406.0099,C16H15BrN4O2S,6,1,0
705,320.38,2.89,7,2,103.60,2,N,0,,1.77,3.09,3.09,NEUTRAL,320.38,4,23,0.58,320.0844,C16H12N6S,6,4,0
706,280.37,4.86,2,2,40.46,2,N,0,9.09,,5.04,5.03,NEUTRAL,280.37,2,21,0.82,280.1463,C19H20O2,2,2,0
707,240.30,4.05,2,2,40.46,2,N,0,8.64,,4.30,4.28,NEUTRAL,240.30,2,18,0.78,240.1150,C16H16O2,2,2,0
708,332.24,5.32,1,1,20.23,2,N,1,9.16,,5.20,5.19,NEUTRAL,332.24,2,23,0.74,332.0636,C16H10F6O,1,1,1
709,327.41,3.10,4,1,62.30,4,N,0,6.92,4.64,2.34,1.86,NEUTRAL,327.41,3,23,0.80,327.1041,C17H17N3O2S,5,1,0
710,376.87,3.46,5,1,75.19,4,N,0,5.96,4.60,3.10,2.45,ACID,376.87,3,25,0.75,376.0761,C17H17ClN4O2S,6,1,0
711,186.21,1.78,3,1,37.53,1,Y,0,,5.02,1.30,1.30,NEUTRAL,186.21,2,14,0.74,186.0793,C11H10N2O,3,1,0
713,373.66,3.70,7,2,103.60,2,N,0,,1.76,3.91,3.91,NEUTRAL,373.66,3,22,0.66,371.9518,C12H7Cl3N6S,6,4,0
714,247.30,1.87,4,2,63.25,2,N,0,12.99,10.54,1.47,-1.42,BASE,247.30,1,18,0.84,247.1321,C13H17N3O2,5,2,0
715,209.68,1.74,3,1,37.81,1,Y,0,,10.38,1.22,-1.57,BASE,209.68,1,14,0.72,209.0720,C10H12ClN3,3,1,0
716,297.28,4.12,3,1,42.24,1,N,0,,3.65,3.14,3.14,NEUTRAL,297.28,2,21,0.81,297.0977,C15H14F3NO2,3,1,0
717,430.38,2.88,5,2,107.26,5,N,0,11.78,,2.71,2.71,NEUTRAL,430.38,2,29,0.56,430.0610,C18H14F4N2O4S,6,2,0
718,729.53,,,,,,,,,,,,,729.53,,,,729.0826,C21H17B2ClF8N4Pt+4,,,
719,412.56,6.06,4,2,67.43,4,N,1,11.20,,5.56,5.56,NEUTRAL,412.56,2,29,0.60,412.1821,C23H28N2O3S,5,2,1
721,284.75,3.15,2,0,32.67,1,N,0,,2.92,3.08,3.08,NEUTRAL,284.75,2,20,0.79,284.0716,C16H13ClN2O,3,0,0
722,265.74,1.87,3,2,54.02,3,Y,0,11.92,10.53,1.21,-1.51,BASE,265.74,1,18,0.82,265.0982,C13H16ClN3O,4,2,0
723,360.87,4.36,3,1,49.41,4,N,0,7.52,4.62,4.16,3.95,NEUTRAL,360.87,3,24,0.75,360.0699,C18H17ClN2O2S,4,1,0
725,276.29,1.35,4,1,75.71,4,N,0,,,0.16,0.16,NEUTRAL,276.29,1,20,0.84,276.1110,C14H16N2O4,6,1,0
726,312.55,2.66,3,1,68.87,2,N,0,11.79,,2.25,2.25,NEUTRAL,312.55,2,17,0.93,310.9461,C11H7BrClN3O,4,2,0
727,435.64,4.92,4,3,84.55,3,N,0,6.68,5.07,5.10,4.50,NEUTRAL,435.64,2,28,0.36,435.1109,C20H25N3O2S3,5,3,0
728,388.84,2.70,5,2,115.04,5,N,0,7.73,,1.97,1.83,NEUTRAL,388.84,3,26,0.70,388.0397,C17H13ClN4O3S,7,3,0
729,326.32,2.58,6,0,113.19,3,N,0,,2.87,1.67,1.56,NEUTRAL,326.32,2,24,0.37,326.1127,C15H14N6O3,9,0,0
730,354.37,3.36,6,0,113.19,2,N,0,,2.87,2.37,2.26,NEUTRAL,354.37,2,26,0.36,354.1440,C17H18N6O3,9,0,0
731,406.31,3.86,4,1,62.30,4,N,0,6.91,4.62,3.32,2.83,NEUTRAL,406.31,3,24,0.67,405.0147,C17H16BrN3O2S,5,1,0
732,362.84,3.15,5,1,75.19,4,N,0,5.97,4.60,2.35,1.70,ACID,362.84,3,24,0.77,362.0604,C16H15ClN4O2S,6,1,0
733,268.10,2.55,3,1,68.87,2,N,0,11.79,,2.09,2.09,NEUTRAL,268.10,2,17,0.91,266.9966,C11H7Cl2N3O,4,2,0
734,286.09,2.69,3,1,68.87,2,N,0,11.79,,2.23,2.23,NEUTRAL,286.09,2,18,0.92,284.9872,C11H6Cl2FN3O,4,2,0
735,348.24,5.13,2,2,40.46,2,N,1,8.20,,5.03,4.97,NEUTRAL,348.24,2,24,0.58,348.0585,C16H10F6O2,2,2,1
736,1066.04,,,,,,,,,,,,,1066.04,,,,1065.4251,C44H63N11O20,,,
737,1004.13,,,,,,,,,,,,,1004.13,,,,1003.4644,C41H69N11O16S,,,
738,263.68,1.90,4,1,78.10,3,N,0,11.79,,1.33,1.33,NEUTRAL,263.68,2,18,0.92,263.0462,C12H10ClN3O2,5,2,0
739,347.73,1.58,5,1,103.01,3,N,0,11.76,,0.61,0.61,NEUTRAL,347.73,2,22,0.91,346.9943,C12H8ClF2N3O3S,6,2,0
740,178.20,0.12,3,2,57.26,1,Y,0,11.15,5.26,-0.38,-0.38,NEUTRAL,178.20,1,13,0.64,178.0855,C8H10N4O,5,2,0
741,248.67,1.55,4,1,67.77,2,N,0,12.11,3.80,0.49,0.49,NEUTRAL,248.67,2,17,0.88,248.0465,C11H9ClN4O,5,1,0
742,262.70,1.89,4,0,58.98,2,N,0,,3.80,0.71,0.71,NEUTRAL,262.70,2,18,0.83,262.0621,C12H11ClN4O,5,0,0
743,216.63,2.06,4,0,62.46,1,N,0,,3.80,1.27,1.27,NEUTRAL,216.63,2,15,0.73,216.0203,C10H5ClN4,4,0,0
744,342.42,2.81,5,1,75.19,4,N,0,6.04,4.60,1.66,1.02,ACID,342.42,3,24,0.79,342.1150,C17H18N4O2S,6,1,0
745,449.37,4.32,7,0,82.76,6,N,0,,4.64,4.18,4.18,NEUTRAL,449.37,3,29,0.41,448.0752,C18H18Cl2N8S,8,0,0
746,420.59,4.51,5,2,83.83,12,N,0,,,4.21,4.21,NEUTRAL,420.59,0,30,0.36,420.2876,C25H40O5,5,2,0
747,368.39,2.18,5,1,84.94,5,N,0,,,1.35,1.35,NEUTRAL,368.39,2,27,0.87,368.1372,C20H20N2O5,7,1,0
748,1741.94,,,,,,,,,,,,,1741.94,,,,1740.8029,C77H116N18O26S,,,
749,956.06,-2.13,13,11,376.45,28,N,3,3.44,,-2.90,-12.43,ACID,956.06,0,67,0.04,955.4862,C42H69N9O16,25,11,3
750,1021.05,,,,,,,,,,,,,1021.05,,,,1020.4400,C44H64N10O18,,,
751,972.02,-3.75,15,11,402.75,26,N,3,3.44,,-3.80,-13.32,ACID,972.02,0,68,0.02,971.4448,C41H65N9O18,27,11,3
752,992.88,-2.92,13,11,376.45,26,N,3,3.44,,-3.77,-13.30,ACID,992.88,0,65,0.03,991.3498,C39H62BrN9O16,25,11,3
753,376.87,3.46,5,1,75.19,4,N,0,5.93,4.60,3.10,2.44,ACID,376.87,3,25,0.75,376.0761,C17H17ClN4O2S,6,1,0
754,225.63,1.49,3,1,47.56,0,Y,0,10.94,,2.04,2.04,NEUTRAL,225.63,1,15,0.73,225.0193,C10H8ClNO3,4,1,0
755,236.18,0.75,5,1,90.70,1,N,0,10.58,,1.37,1.37,NEUTRAL,236.18,1,17,0.57,236.0433,C10H8N2O5,7,1,0
756,263.68,2.37,5,0,64.97,3,N,0,,3.79,1.78,1.78,NEUTRAL,263.68,2,18,0.80,263.0462,C12H10ClN3O2,5,0,0
757,211.27,1.79,2,1,31.39,0,Y,0,,10.35,1.54,-0.76,BASE,211.27,2,16,0.71,211.1109,C13H13N3,3,1,0
758,387.48,2.36,7,2,102.60,7,N,0,,7.27,2.22,1.98,NEUTRAL,387.48,2,28,0.75,387.2270,C20H29N5O3,8,3,0
759,420.33,4.17,4,1,62.30,4,N,0,6.50,4.61,4.09,3.54,ACID,420.33,3,25,0.69,419.0303,C18H18BrN3O2S,5,1,0
761,423.47,2.01,6,1,88.18,5,N,0,,3.10,1.19,1.19,NEUTRAL,423.47,2,31,0.79,423.1794,C23H25N3O5,8,1,0
762,713.08,,,,,,,,,,,,,713.08,,,,713.1122,C21H17B2F9N4Pt+4,,,
763,394.43,2.74,5,1,84.94,7,N,0,,,2.08,2.08,NEUTRAL,394.43,2,29,0.73,394.1529,C22H22N2O5,7,1,0
764,200.20,0.64,4,1,81.76,2,N,0,12.98,3.75,-0.56,-0.56,NEUTRAL,200.20,2,15,0.77,200.0698,C10H8N4O,5,2,0
765,230.23,0.65,5,1,90.99,3,N,0,12.20,3.90,-0.12,-0.12,NEUTRAL,230.23,2,17,0.84,230.0804,C11H10N4O2,6,2,0
766,407.29,3.26,5,1,75.19,4,N,0,6.41,4.62,2.55,1.98,ACID,407.29,3,24,0.67,406.0099,C16H15BrN4O2S,6,1,0
767,361.85,3.76,4,1,62.30,4,N,0,6.96,4.62,3.16,2.71,NEUTRAL,361.85,3,24,0.72,361.0652,C17H16ClN3O2S,5,1,0
768,270.08,1.60,3,1,47.56,0,Y,0,11.06,,2.20,2.20,NEUTRAL,270.08,1,15,0.78,268.9688,C10H8BrNO3,4,1,0
769,391.43,2.22,5,2,87.74,6,N,0,,1.34,1.26,1.26,NEUTRAL,391.43,2,29,0.74,391.1532,C22H21N3O4,7,2,0
770,301.65,2.91,3,1,68.87,2,N,0,11.79,,2.36,2.36,NEUTRAL,301.65,2,20,0.93,301.0230,C12H7ClF3N3O,4,2,0
771,248.72,1.69,4,1,41.05,1,N,0,,8.71,2.29,0.97,BASE,248.72,2,17,0.83,248.0829,C12H13ClN4,4,1,0
772,126.20,1.16,2,1,38.38,1,Y,0,,11.72,0.67,-1.74,BASE,126.20,0,9,0.56,126.1157,C7H14N2,2,2,0
773,695.09,,,,,,,,,,,,,695.09,,,,695.1216,C21H18B2F8N4Pt+4,,,
774,798.21,,,,,,,,,,,,,798.21,,,,798.1849,C25H27B2F8N5O2Pt+4,,,
775,380.53,3.73,5,2,83.83,12,N,0,,,3.50,3.50,NEUTRAL,380.53,0,27,0.40,380.2563,C22H36O5,5,2,0
776,193.20,1.08,3,1,47.56,2,Y,0,11.09,,1.61,1.61,NEUTRAL,193.20,1,14,0.71,193.0739,C10H11NO3,4,1,0
777,239.66,1.45,3,1,47.56,1,Y,0,11.09,,2.16,2.16,NEUTRAL,239.66,1,16,0.75,239.0349,C11H10ClNO3,4,1,0
778,768.18,,,,,,,,,,,,,768.18,,,,768.1743,C24H25B2F8N5OPt+4,,,
779,850.08,,,,,,,,,,,,,850.08,,,,849.0634,C27H21B2BrF8N4Pt+4,,,
780,785.21,,,,,,,,,,,,,785.21,,,,785.1685,C28H24B2F8N4Pt+4,,,
781,409.50,2.00,6,0,97.82,8,N,0,,,2.62,2.62,NEUTRAL,409.50,1,28,0.48,409.1559,C20H27NO6S,7,0,0
782,346.40,3.16,5,0,61.81,7,N,0,,,-2.42,-2.42,NEUTRAL,426.31,3,25,0.37,346.1649,C19H24BrNO5,6,0,0
783,327.39,0.72,5,3,132.35,4,N,0,7.17,2.06,0.24,-0.12,NEUTRAL,327.39,2,21,0.71,327.0347,C12H13N3O4S2,7,5,0
784,232.26,1.18,4,1,41.05,1,N,0,,8.75,1.61,0.24,BASE,232.26,2,17,0.80,232.1124,C12H13FN4,4,1,0
785,244.30,1.05,5,1,50.28,2,N,0,,8.74,1.31,-0.05,BASE,244.30,2,18,0.86,244.1324,C13H16N4O,5,1,0
786,1001.06,,,,,,,,,,,,,1001.06,,,,1000.4502,C45H64N10O16,,,
787,1066.00,,,,,,,,,,,,,1066.00,,,,1065.4078,C44H60F5N9O16,,,
788,1112.04,,,,,,,,,,,,,1112.04,,,,1111.4297,C46H63F6N9O16,,,
789,267.37,1.61,4,2,50.72,9,N,0,,9.67,1.76,-0.47,BASE,267.37,1,19,0.71,267.1834,C15H25NO3,4,2,0
790,297.28,3.95,3,1,42.24,1,N,0,,3.71,3.34,3.34,NEUTRAL,297.28,2,21,0.81,297.0977,C15H14F3NO2,3,1,0
791,297.28,3.95,3,1,42.24,0,N,0,,3.64,3.10,3.10,NEUTRAL,297.28,2,21,0.75,297.0977,C15H14F3NO2,3,1,0
792,322.46,1.96,5,0,32.78,2,N,0,,4.11,2.26,2.26,NEUTRAL,322.46,1,21,0.83,322.0810,C15H18N2O2S2,4,0,0
793,365.84,2.21,4,2,92.50,3,N,0,8.85,,1.80,1.78,NEUTRAL,365.84,2,24,0.87,365.0601,C16H16ClN3O3S,6,3,0
794,246.22,1.91,5,1,72.81,3,N,0,,,1.09,1.09,NEUTRAL,246.22,3,18,0.71,246.0528,C13H10O5,5,1,0
795,313.35,3.53,5,0,55.82,3,N,0,,8.51,2.58,1.43,BASE,349.81,3,23,0.69,313.1314,C18H20ClNO4,5,0,0
796,207.25,1.49,2,1,60.16,1,N,0,9.98,,1.57,1.57,NEUTRAL,207.25,2,14,0.77,207.0354,C10H9NO2S,3,2,0
798,332.24,5.43,1,1,20.23,2,N,1,8.50,,5.34,5.30,NEUTRAL,332.24,2,23,0.57,332.0636,C16H10F6O,1,1,1
799,269.22,3.17,3,1,42.24,0,N,0,,3.75,2.40,2.40,NEUTRAL,269.22,2,19,0.75,269.0664,C13H10F3NO2,3,1,0
800,200.26,-0.16,3,2,86.18,3,N,0,10.50,9.62,-0.31,-2.23,BASE,200.26,1,13,0.71,200.0619,C8H12N2O2S,4,4,0
801,356.88,3.84,5,1,41.05,3,N,0,,8.72,4.85,3.52,BASE,356.88,3,24,0.77,356.0862,C18H17ClN4S,4,1,0
802,381.84,1.18,5,3,112.73,4,N,0,8.85,,0.75,0.74,NEUTRAL,381.84,2,25,0.74,381.0550,C16H16ClN3O4S,7,4,0
803,258.67,1.77,4,1,92.66,2,N,0,11.78,,1.34,1.34,NEUTRAL,258.67,2,18,0.89,258.0308,C12H7ClN4O,5,2,0
805,112.18,1.08,1,1,27.09,0,Y,0,,12.77,0.25,-2.16,BASE,112.18,0,8,0.50,112.1000,C6H12N2,2,1,0
806,194.32,2.87,2,1,38.38,2,Y,0,,11.47,2.48,0.07,BASE,194.32,0,14,0.72,194.1783,C12H22N2,2,2,0
807,188.27,2.14,2,1,38.38,2,Y,0,,11.38,2.01,-0.40,BASE,188.27,1,14,0.76,188.1313,C12H16N2,2,2,0
808,349.27,5.16,2,2,40.46,6,N,1,9.92,,5.47,5.47,NEUTRAL,349.27,2,21,0.71,348.0725,C18H21BrO2,2,2,1
809,337.22,4.27,3,1,42.24,0,N,0,,2.68,2.97,2.97,NEUTRAL,337.22,2,23,0.58,337.0537,C14H9F6NO2,3,1,0
810,282.13,2.86,3,1,68.87,2,N,0,12.14,,2.60,2.60,NEUTRAL,282.13,2,18,0.92,281.0123,C12H9Cl2N3O,4,2,0
811,246.29,1.36,5,1,81.76,3,N,0,12.58,3.82,0.66,0.66,NEUTRAL,246.29,2,17,0.83,246.0575,C11H10N4OS,5,2,0
812,370.49,5.11,5,0,56.85,10,N,1,,3.47,4.84,4.84,NEUTRAL,370.49,2,27,0.55,370.2256,C22H30N2O3,5,0,1
813,442.65,6.75,4,2,50.69,4,N,1,6.27,7.13,7.98,7.80,ACID,442.65,2,30,0.24,442.1749,C24H30N2O2S2,4,1,1
815,1081.79,,,,,,,,,,,,,1081.79,,,,1079.2940,C40H61Cl4N9O17,,,
816,1047.34,,,,,,,,,,,,,1047.34,,,,1045.3329,C40H62Cl3N9O17,,,
817,948.42,-3.08,13,11,376.45,26,N,3,3.44,,-3.95,-13.48,ACID,948.42,0,65,0.03,947.4003,C39H62ClN9O16,25,11,3
818,635.71,5.16,11,1,147.55,4,N,3,11.97,0.09,6.75,6.75,NEUTRAL,635.71,2,46,0.35,635.2730,C35H41NO10,11,1,3
819,387.23,4.91,3,1,42.24,1,N,0,,2.82,3.56,3.56,NEUTRAL,387.23,2,26,0.56,387.0506,C15H9F8NO2,3,1,0
820,992.05,-1.64,14,11,385.68,26,N,3,3.44,,-2.21,-11.74,ACID,992.05,1,70,0.05,991.4498,C44H65N9O17,26,11,3
821,345.79,2.68,5,0,64.43,3,N,0,,2.86,2.28,2.28,NEUTRAL,345.79,2,24,0.80,345.0880,C17H16ClN3O3,6,0,0
822,249.35,2.15,3,2,41.49,8,N,0,,9.67,2.69,0.47,BASE,249.35,1,18,0.69,249.1729,C15H23NO2,3,2,0
823,309.29,4.42,3,1,42.24,0,N,0,,2.93,3.28,3.28,NEUTRAL,309.29,2,22,0.73,309.0977,C16H14F3NO2,3,1,0
824,311.30,4.15,3,0,33.45,1,N,0,,2.82,3.77,3.77,NEUTRAL,311.30,2,22,0.74,311.1133,C16H16F3NO2,3,0,0
825,228.30,1.35,4,1,41.05,1,N,0,,8.76,1.98,0.61,BASE,228.30,2,17,0.80,228.1375,C13H16N4,4,1,0
