assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid,relationship_type,confidence_score,curated_by,activity_count,assay_source,src_id,src_assay_id,chembl_id,updated_on,updated_by,orig_description,mc_tax_id,mc_organism,mc_target_type,mc_target_name,mc_target_accession,cell_id,bao_format,tissue_id,curation_comment,variant_id,aidx,job_id,log_id,ridx,tid_fixed
799,11752,The ability to inhibit [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cortex,B,,,,,,,,,104744,H,4,Autocuration,6,ORIGINAL,1,,CHEMBL615403,2010-10-26 17:10:29,SQL-abbr-desc,The ability of the compound to inhibit [3H]5-HT binding to 5-hydroxytryptamine 1 receptor in rat cortex,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
800,11642,The binding affinity was measured on serotonin 5-hydroxytryptamine 1 receptor in rat brain tissue,B,,,,,,Brain,,,104744,H,4,Autocuration,4,ORIGINAL,1,,CHEMBL615404,2010-10-26 17:10:29,SQL-abbr-desc,The binding affinity of the compound was measured on serotonin 5-hydroxytryptamine 1 receptor in rat brain tissue,,,,,,,BAO_0000221,955,,,CLD0,0,0,CLD0,
801,11642,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1 receptor by displacing [3H]5-HT radioligand in rat cerebral cortex,B,,,,,,Cerebral cortex,,,104744,H,4,Autocuration,31,ORIGINAL,1,,CHEMBL615781,2006-11-28 17:04:09,BautoJPO,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1 receptor by displacing [3H]serotonin radioligand in rat cerebral cortex,,,,,,,BAO_0000221,956,,,CLD0,0,0,CLD0,
802,9231,Tested for 5-hydroxytryptamine 1 receptor binding ability by displacement of [3H]5-HT from rat brain synaptosomes,B,,,,,,Brain,,,104744,H,4,Autocuration,60,ORIGINAL,1,,CHEMBL615782,2004-11-10 00:00:00,rmitter,Tested for 5-hydroxytryptamine 1 receptor binding ability by displacement of [3H]-5-HT from rat brain synaptosomes,,,,,,,BAO_0000220,955,,,CLD0,0,0,CLD0,
803,11351,Inhibition constant (1 uM) was measured on 5-hydroxytryptamine 1 receptor/uptake using [3H]- serotonin as radioligand in rat brain cortex.,B,,,,,,Brain,,,104744,H,4,Autocuration,1,ORIGINAL,1,,CHEMBL615783,2011-01-19 17:05:09,LJB Desc Spelling,Inhibition constant of the compound (1 uM) was measured on 5-hydroxytryptamine 1 receptor/uptake using [3H] serotonin as radioligand in rat brain cortex.,,,,,,,BAO_0000221,955,,,CLD0,0,0,CLD0,
804,4639,Compound was tested for binding affinity against 5-HT1 receptor,B,,,,,,,,,22226,U,0,Autocuration,1,ORIGINAL,1,,CHEMBL873481,2006-04-20 15:44:07,admin_actype,Compound was tested for binding affinity against 5-HT1 receptor,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
805,1205,Inhibitory concentration against 5-hydroxytryptamine 1 receptor,B,,,,,,,,,22226,U,0,Autocuration,3,ORIGINAL,1,,CHEMBL615784,2006-04-20 15:42:47,admin_actype,Inhibitory concentration of the compound was determined against 5-hydroxytryptamine 1 receptor,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
806,10025,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor at 1 uM,B,,,,,,,,,10576,H,8,Expert,5,ORIGINAL,1,,CHEMBL615785,2006-11-28 16:58:32,BautoJPO,Concentration of the compound necessary to acheive half maximal inhibition of [3H]-8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor at 1uM,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
807,13241,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",F,,,,,,,,,10576,H,8,Autocuration,2,ORIGINAL,1,,CHEMBL615786,2006-04-20 15:42:24,admin_actype,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",,,,,,,BAO_0000249,,,,CLD0,0,0,CLD0,
808,16245,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,F,In vivo,,,,,,,,10576,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615787,2006-04-20 15:42:24,admin_actype,Agonistic activity (induction of fore-paw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,,,,,,,BAO_0000218,,,,CLD0,0,0,CLD0,
809,16245,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while subcutaneous administration,F,In vivo,,,,,,,,10576,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615788,2006-04-20 15:42:24,admin_actype,Agonistic activity (induction of fore-paw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while subcutaneous administration,,,,,,,BAO_0000218,,,,CLD0,0,0,CLD0,
810,12438,Inhibition of forskolin stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor,F,,,,,,,,,10576,H,8,Autocuration,6,ORIGINAL,1,,CHEMBL767044,2006-04-20 15:42:24,admin_actype,Inhibition of forskolin stimulated adenylate cyclase at 5-hydroxytryptamine 1A receptor,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
811,16245,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,F,In vivo,,,,,,,,10576,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615789,2006-04-20 15:42:35,admin_actype,Agonistic activity (induction of fore-paw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while iv administration,,,,,,,BAO_0000218,,,,CLD0,0,0,CLD0,
812,16245,Agonistic activity (induction of forepaw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while subcutaneous administration,F,In vivo,,,,,,,,10576,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615790,2006-04-20 15:42:35,admin_actype,Agonistic activity (induction of fore-paw treading in rats)on postsynaptic 5-hydroxytryptamine 1A receptor while subcutaneous administration,,,,,,,BAO_0000218,,,,CLD0,0,0,CLD0,
813,15740,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats,F,,,,,,,,,10576,H,8,Autocuration,3,ORIGINAL,1,,CHEMBL615813,2011-06-09 17:19:30,F_type_fix,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY293284 trained rats,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
814,15535,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 10 uM concentration,F,,,,,,,GH4ZD10,,10576,H,8,Autocuration,3,ORIGINAL,1,,CHEMBL615814,2011-01-19 17:05:06,LJB Desc Spelling,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 10 uM concentration,,,,,,,BAO_0000219,,,,CLD0,0,0,CLD0,
815,15535,Percent inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation in GH4ZD10 cells expressing 5-HT1A receptor at 50 uM relative to 5-HT,F,,,,,,,GH4ZD10,,51,H,8,Expert,17,ORIGINAL,1,,CHEMBL615815,2006-11-23 12:25:29,BautoJPO,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 50 uM concentration,,,,,,,BAO_0000219,,,,CLD0,0,0,CLD0,
816,15535,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 50 uM concentration; No effect,F,,,,,,,GH4ZD10,,10576,H,8,Autocuration,3,ORIGINAL,1,,CHEMBL615816,2011-01-19 17:04:22,LJB Desc Spelling,Percent of maximum response by 5-HT when tested for inhibition of vasoactive intestinal polypeptide-induced (VIP-induced) cAMP formation assessed in GH4ZD10 cells at 50 uM concentration; No effect,,,,,,,BAO_0000219,,,,CLD0,0,0,CLD0,
817,9888,Binding affinity at [3H]8-OH-DPAT-Labeled 5-hydroxytryptamine 1A receptor sites in rat brain hippocampal membranes expressed as Hill values,B,,,,,,Brain,,,10576,H,8,Expert,15,ORIGINAL,1,,CHEMBL615817,2005-03-17 00:00:00,rmyers,Compound was evaluated for binding affinity at [3H]-8-OH-DPAT-Labeled 5-hydroxytryptamine 1A receptor sites in rat brain hippocampal membranes expressed as Hill values,,,,,,,BAO_0000249,955,,,CLD0,0,0,CLD0,
818,10085,Ability to bind at 5-hydroxytryptamine 1A receptor of rat hippocampus by displacing [3H]8-OH-DPAT,B,,,,,,Hippocampus,,,10576,H,8,Autocuration,4,ORIGINAL,1,,CHEMBL615818,2006-11-28 16:58:32,BautoJPO,Ability to bind at 5-hydroxytryptamine 1A receptor of rat hippocampus by displacing [3H]8-OH-DPAT,,,,,,,BAO_0000221,10000000,,,CLD0,0,0,CLD0,
819,10085,Ability to bind at serotonin 5-hydroxytryptamine 1A receptors of rat hippocampus by displacing [3H]8-OH-DPAT,B,,,,,,Hippocampus,,,10576,H,8,Autocuration,8,ORIGINAL,1,,CHEMBL615819,2006-11-28 16:58:32,BautoJPO,Ability to bind at serotonin 5-hydroxytryptamine 1A receptors of rat hippocampus by displacing [3H]8-OH-DPAT,,,,,,,BAO_0000221,10000000,,,CLD0,0,0,CLD0,
820,17331,Binding affinity against 5-hydroxytryptamine 1A receptor (5-HT1A) by displacement of [3H]8-OH-DPAT from rat hippocampus membranes,B,,,,,,Hippocampus,,Membrane,10576,H,8,Expert,102,ORIGINAL,1,,CHEMBL615820,2006-11-23 12:25:29,BautoJPO,Binding affinity against 5-hydroxytryptamine 1A receptor by displacement of [3H]-8-OH-DPAT from rat hippocampus mambranes,,,,,,,BAO_0000249,10000000,,,CLD0,0,0,CLD0,
821,10845,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]8-OH-DPAT,B,,,Rattus norvegicus,10116,,Hippocampus,,,10576,D,9,Expert,1,ORIGINAL,1,,CHEMBL615821,2006-11-28 16:58:32,BautoJPO,Binding affinity against 5-hydroxytryptamine 1A receptor using in rat hippocampal tissue using [3H]8-OH-DPAT as radioligand,,,,,,,BAO_0000221,10000000,,,CLD0,0,0,CLD0,
822,10845,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]5-HT,B,,,Rattus norvegicus,10116,,Hippocampus,,,10576,D,9,Expert,1,ORIGINAL,1,,CHEMBL615822,2006-11-23 12:25:29,BautoJPO,"Binding affinity against 5-hydroxytryptamine 1A receptor, in rat hippocampal tissue using [3H]5-HT as radioligand",,,,,,,BAO_0000221,10000000,,,CLD0,0,0,CLD0,
823,10845,Binding affinity against 5-hydroxytryptamine 1A receptor using in rat hippocampal tissue using [3H]8-OH-DPAT as radioligand,B,,,,,,Hippocampus,,,10576,H,8,Expert,7,ORIGINAL,1,,CHEMBL615823,2006-11-28 16:58:32,BautoJPO,"Binding affinity against 5-hydroxytryptamine 1A receptorusing in rat hippocampal tissue
using [3H]8-OH-DPAT as radioligand",,,,,,,BAO_0000221,10000000,,,CLD0,0,0,CLD0,
824,10845,Displacement of [3H]8-OH-DPAT from rat hippocampal 5-hydroxytryptamine 1A receptor; IA-Inactive,B,,,Rattus norvegicus,10116,,Hippocampus,,,10576,D,9,Expert,13,ORIGINAL,1,,CHEMBL615824,2013-12-05 18:44:55,george_spelling,"Binding affinity against 5-hydroxytryptamine 1A receptorusing in rat hippocampal tissue
using [3H]8-OH-DPAT as radioligand;IA-Inactive",,,,,,,BAO_0000221,10000000,,,CLD0,0,0,CLD0,
825,10845,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue with [3H]5-HT,B,,,Rattus norvegicus,10116,,Hippocampus,,,10576,D,9,Expert,1,ORIGINAL,1,,CHEMBL615825,2006-11-28 16:58:32,BautoJPO,"Binding affinity against5-hydroxytryptamine 1A receptor, in rat hippocampal tissue using [3H]5-HTas radioligand",,,,,,,BAO_0000221,10000000,,,CLD0,0,0,CLD0,
826,13730,Binding affinity towards rat 5-hydroxytryptamine 1A receptor was evaluated using [3H]8-OH-DPAT as radioligand,B,,,,,,,,,10576,H,8,Expert,19,ORIGINAL,1,,CHEMBL615826,2006-04-20 15:42:47,admin_actype,Binding affinity of compound towards rat 5-hydroxytryptamine 1A receptor was evaluated using [3H]-8-OH-DPAT as radioligand,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
827,13508,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampus membranes using [3H]8-OH-DPAT as radioligand,B,,,,,,Hippocampus,,,10576,H,8,Expert,16,ORIGINAL,1,,CHEMBL615827,2006-04-20 15:42:47,admin_actype,Binding affinity of the compound against 5-hydroxytryptamine 1A receptor in rat hippocampus membrane using [3H]-8-OH-DPAT as radioligand,,,,,,,BAO_0000249,10000000,,,CLD0,0,0,CLD0,
828,13508,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus membrane using [3H]8-OH-DPAT as radioligand,B,,,,,,Hippocampus,,,10576,H,8,Expert,10,ORIGINAL,1,,CHEMBL615828,2006-04-20 15:42:47,admin_actype,Binding affinity of the compound against serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus membrane using [3H]-8-OH-DPAT as radioligand,,,,,,,BAO_0000249,10000000,,,CLD0,0,0,CLD0,
829,12073,Binding affinity by measuring displacement of [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,,,Hippocampus,,,10576,H,8,Expert,25,ORIGINAL,1,,CHEMBL615829,2010-10-26 17:10:29,SQL-abbr-desc,Binding affinity of the compound by measuring displacement of [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,,,,,,,BAO_0000221,10000000,,,CLD0,0,0,CLD0,
830,4671,Binding affinity to 5-hydroxytryptamine 1A receptor of rat hippocampus with [3H]8-OH-DPAT as radioligand,B,,,,,,Hippocampus,,,10576,H,8,Autocuration,6,ORIGINAL,1,,CHEMBL615830,2010-10-26 17:10:29,SQL-abbr-desc,Binding affinity of the compound to 5-hydroxytryptamine 1A receptor of rat hippocampus with [3H]8-OH-DPAT as radioligand,,,,,,,BAO_0000221,10000000,,,CLD0,0,0,CLD0,
831,13631,Binding affinity towards serotonin 5-HT1A receptor was determined in rat hippocampus using [3H]8-OH-DPAT as ligand,B,,,,,,Hippocampus,,,10576,H,8,Expert,58,ORIGINAL,1,,CHEMBL615831,2006-11-28 16:58:32,BautoJPO,Binding affinity of the compound towards serotonin 5HT1A receptor was determined in rat hippocampus using [3H]-8-OH-DPAT as ligand,,,,,,,BAO_0000221,10000000,,,CLD0,0,0,CLD0,
832,12438,Binding affinity was measured against serotonin 5-hydroxytryptamine 1A receptor,B,,,,,,,,,10576,H,8,Autocuration,6,ORIGINAL,1,,CHEMBL615832,2010-10-26 17:10:29,SQL-abbr-desc,Binding affinity of the compound was measured against serotonin 5-hydroxytryptamine 1A receptor,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
833,10483,Binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]-8-OH- DPAT as radioligand,B,,,,,,,,,10576,H,8,Autocuration,4,ORIGINAL,1,,CHEMBL615833,2006-11-28 17:04:09,BautoJPO,Binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]-8-OH DPAT as radioligand,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
834,10483,Binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]-8-OH- DPAT as radioligand,B,,,,,,Hippocampus,,,10576,H,8,Autocuration,3,ORIGINAL,1,,CHEMBL615834,2006-11-28 17:05:09,BautoJPO,Binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]-8-OH DPAT as radioligand,,,,,,,BAO_0000221,10000000,,,CLD0,0,0,CLD0,
835,12352,Binding affinity against 5-hydroxytryptamine 1A (5-HT1A) receptor in rat hippocampus membranes,B,,,,,,Hippocampus,,,10576,H,8,Intermediate,44,ORIGINAL,1,,CHEMBL615835,2006-11-28 16:58:32,BautoJPO,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,,,,,,,BAO_0000249,10000000,,,CLD0,0,0,CLD0,
836,14732,Binding affinity was measured at the serotonin 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat hippocampal membrane.,B,,,,,,Hippocampus,,,10576,H,8,Autocuration,3,ORIGINAL,1,,CHEMBL615836,2006-04-20 15:42:47,admin_actype,Binding affinity was measured at the serotonin 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand in rat hippocampal membrane.,,,,,,,BAO_0000249,10000000,,,CLD0,0,0,CLD0,
837,11049,Binding affinity to 5-hydroxytryptamine 1A receptor in the rat brain using [3H]8-hydroxy-2-(di-n-propylamine)tetralin as radioligand.,B,,,Rattus norvegicus,10116,,Brain,,,10576,D,9,Expert,8,ORIGINAL,1,,CHEMBL615837,2006-04-20 15:42:47,admin_actype,Compound was evaluated In vitro for its activity by binding to 5-hydroxytryptamine 1A receptor in the rat brain using [3H]-8-hydroxy-2-(di-n-propylamine)tetralin as radioligand.,,,,,,,BAO_0000221,955,,,CLD0,0,0,CLD0,
838,11049,Binding affinity to 5-hydroxytryptamine 1A receptor in the rat brain using [3H]8-hydroxy-2-(di-n-propylamine)tetralin as radioligand; ND-Not determined,B,,,Rattus norvegicus,10116,,Brain,,,10576,D,9,Expert,6,ORIGINAL,1,,CHEMBL615838,2006-04-20 15:42:47,admin_actype,Compound was evaluated In vitro for its activity by binding to 5-hydroxytryptamine 1A receptor in the rat brain using [3H]-8-hydroxy-2-(di-n-propylamine)tetralin as radioligand;ND-Not determined,,,,,,,BAO_0000221,955,,,CLD0,0,0,CLD0,
839,13657,"Binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,3H-8-OH-DPAT and buspirone for nonspecific binding (NSB)",B,,,,,,Hippocampus,,,10576,H,8,Expert,22,ORIGINAL,1,,CHEMBL615839,2006-04-20 15:42:47,admin_actype,"Compound was evaluated for binding affinity on 5-hydroxytryptamine 1A receptor in rat hippocampus membranes,3H-8-OH-DPAT and buspirone for nonspecific binding",,,,,,,BAO_0000249,10000000,,,CLD0,0,0,CLD0,
840,11473,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor in rat cortex using [3H]-8-OH-DPAT as radioligand,B,,,,,,,,,10576,H,8,Autocuration,6,ORIGINAL,1,,CHEMBL884525,2006-11-23 12:25:26,BautoJPO,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor in rat cortex using [3H]-8-0H-DPAT as radioligand,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
841,2014,Compound was evaluated for its ability to displace [3H]8-OH-DPAT from serotonin 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes,B,,,,,,Cerebral cortex,,,10576,H,8,Autocuration,3,ORIGINAL,1,,CHEMBL615840,2006-04-20 15:42:47,admin_actype,Compound was evaluated for its ability to displace [3H]-8-OH-DPAT from serotonin 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes,,,,,,,BAO_0000249,956,,,CLD0,0,0,CLD0,
842,3086,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,,,Hippocampus,,,10576,H,8,Expert,24,ORIGINAL,1,,CHEMBL615405,2006-11-23 12:25:28,BautoJPO,Compound was evaluated for its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,,,,,,,BAO_0000221,10000000,,,CLD0,0,0,CLD0,
843,15854,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,B,,,,,,Frontal cortex,,,10576,H,8,Expert,19,ORIGINAL,1,,CHEMBL615406,2006-11-23 12:25:28,BautoJPO,Compound was evaluated for its binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,,,,,,,BAO_0000221,1870,,,CLD0,0,0,CLD0,
844,10922,Affinity for 5-hydroxytryptamine 1A receptor labeled with [3H]8-OH-DPAT radioligand in hippocampus tissue,B,,,,,,Hippocampus,,,10576,H,8,Expert,28,ORIGINAL,1,,CHEMBL615900,2006-04-20 15:42:47,admin_actype,Compound was measured for affinity at 5-hydroxytryptamine 1A receptor labeled with [3H]-8-OH-DPAT radioligand in hippocampus tissue,,,,,,,BAO_0000221,10000000,,,CLD0,0,0,CLD0,
845,13346,Inhibition of [3H]8-OH-DPAT binding at serotonin 5-hydroxytryptamine 1A receptor from rat hippocampus tissue.,B,,,,,,Hippocampus,,,10576,H,8,Expert,21,ORIGINAL,1,,CHEMBL615901,2006-04-20 15:42:47,admin_actype,Compound was tested in vitro for its ability to displace [3H]-8-OH-DPAT from serotonin 5-hydroxytryptamine 1A receptor from rat hippocampus tissue,,,,,,,BAO_0000221,10000000,,,CLD0,0,0,CLD0,
846,15311,In vitro inhibition of [3H]8-OH-DPAT binding to rat 5-HT 1a receptors.,B,,,,,,,,,10576,H,8,Expert,20,ORIGINAL,1,,CHEMBL615902,2006-04-20 15:42:47,admin_actype,Compound was tested in vitro for its inhibitory activity against 5-hydroxytryptamine 1A receptor by using [3H]-8-OH-DPAT radioligand binding assay,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
847,10922,Compound was measured for affinity at 5-hydroxytryptamine 1A receptor labeled with [3H]8-OH-DPAT radioligand in hippocampus tissue,B,,,,,,Hippocampus,,,10576,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615903,2006-04-20 15:42:47,admin_actype,Compoundwas measured for affinity at 5-hydroxytryptamine 1A receptor labeled with [3H]-8-OH-DPAT radioligand in hippocampus tissue,,,,,,,BAO_0000221,10000000,,,CLD0,0,0,CLD0,
848,10025,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor<br>at 1 uM,B,,,,,,,,,10576,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615904,2010-10-26 17:10:29,SQL-abbr-desc,"Concentration of the compound necessary to acheive half maximal inhibition of [3H]-8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor
at 1uM",,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
849,10025,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor at 1 uM,B,,,,,,,,,10576,H,8,Expert,14,ORIGINAL,1,,CHEMBL615905,2006-11-23 12:25:29,BautoJPO,Concentration of the compound necessary to acheive half maximal inhibition of [3H]-8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor at 1uM,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
850,9742,In vitro Inhibitory activity tested at 5-hydroxytryptamine 1A receptor binding site in rat,B,,,,,,,,,10576,H,8,Autocuration,4,ORIGINAL,1,,CHEMBL615906,2006-04-20 15:42:47,admin_actype,In vitro Inhibitory activity tested at 5-hydroxytryptamine 1A receptor binding site in rat,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
851,9742,In vitro Inhibitory activity tested at 5-hydroxytryptamine 1A receptor binding site in rat,F,,,,,,,,,10576,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615907,2006-04-20 15:42:47,admin_actype,In vitro Inhibitory activity tested at 5-hydroxytryptamine 1A receptor binding site in rat,,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
852,12304,In vitro ability to inhibit binding of radioligand [3H]8-OH-DPAT to 5-hydroxytryptamine 1A receptor in rat cerebral cortex,B,,,,,,Cerebral cortex,,,10576,H,8,Expert,15,ORIGINAL,1,,CHEMBL615908,2010-10-26 17:10:29,SQL-abbr-desc,In vitro ability of the compound to inhibit binding of radioligand [3H]-8-OH-DPAT to 5-hydroxytryptamine 1A receptor in rat cerebral cortex,,,,,,,BAO_0000221,956,,,CLD0,0,0,CLD0,
853,15789,In vitro affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT in rat hippocampus,B,,,,,,Hippocampus,,,10576,H,8,Autocuration,8,ORIGINAL,1,,CHEMBL615909,2006-04-20 15:42:47,admin_actype,In vitro affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT in rat hippocampus,,,,,,,BAO_0000221,10000000,,,CLD0,0,0,CLD0,
854,9912,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]-8-OH-DPAT as the radioligand",B,,,,,,,,,10576,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615910,2006-04-20 15:42:47,admin_actype,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]-8-OH-DPAT as the radioligand",,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
855,9912,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]8-OH-DPAT as the radioligand.",B,,,,,,,,,10576,H,8,Autocuration,3,ORIGINAL,1,,CHEMBL615911,2006-04-20 15:42:47,admin_actype,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]-8-OH-DPAT as the radioligand.",,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
856,9912,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]8-OH-DPAT as the radioligand",B,,,,,,,,,10576,H,8,Autocuration,1,ORIGINAL,1,,CHEMBL615912,2013-12-05 14:36:44,george_spelling,"In vitro binding activity against 5-hydroxytryptamine 1A receptor receptor from homogenized rat brain, using [3H]-8-OH-DPAT as the radioligand",,,,,,,BAO_0000019,,,,CLD0,0,0,CLD0,
857,16693,In vitro binding affinity for serotonin 5-hydroxytryptamine 1A receptor fof rat cerebral cortex using [3H]8-OH-DPAT as radioligand,B,,,,,,Cerebral cortex,,,10576,H,8,Expert,20,ORIGINAL,1,,CHEMBL615913,2006-11-23 12:25:29,BautoJPO,In vitro binding affinity for serotonin 5-hydroxytryptamine 1A receptor fof rat cerebral cortex using [3H]8OH-DPAT as radioligand,,,,,,,BAO_0000221,956,,,CLD0,0,0,CLD0,
858,13276,In vitro binding affinity measured on serotonin 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,B,,,,,,,,,10576,H,8,Expert,31,ORIGINAL,1,,CHEMBL615914,2006-04-20 15:42:47,admin_actype,In vitro binding affinity of the compound was measured on serotonin 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand.,,,,,,,BAO_0000357,,,,CLD0,0,0,CLD0,
859,12678,In vitro binding affinity to 5-hydroxytryptamine 1A receptor using [125I](R)-(+)-trans-8-OH-PIPAT as radioligand in rat hippocampal homogenate,B,,,,,,Hippocampus,,,10576,H,8,Autocuration,2,ORIGINAL,1,,CHEMBL615915,2006-04-20 15:42:47,admin_actype,In vitro binding affinity to 5-hydroxytryptamine 1A receptor using [125I]-(R)-(+)-trans-8-OH-PIPAT as radioligand in rat hippocampal homogenate,,,,,,,BAO_0000221,10000000,,,CLD0,0,0,CLD0,
