drugind_id,record_id,molregno,max_phase_for_ind,mesh_id,mesh_heading,efo_id,efo_term
108706,1343645,51182,1,D015477,"Leukemia, Myelomonocytic, Chronic",EFO:1001779,chronic myelomonocytic leukemia
108707,1344368,641189,2,D017676,"Lichen Planus, Oral",EFO:0008517,oral lichen planus
108708,1344368,641189,4,D011565,Psoriasis,EFO:1001494,psoriasis vulgaris
108709,1344937,240769,2,D002386,Cataract,EFO:0001059,cataract
108710,1344937,240769,3,D051437,Renal Insufficiency,,
108711,1344862,1031157,1,D006967,Hypersensitivity,EFO:0003785,allergy
108712,1344862,1031157,0,D011472,Prostatitis,EFO:0003830,prostatitis
108713,1344862,1031157,4,D006255,"Rhinitis, Allergic, Seasonal",EFO:0003956,seasonal allergic rhinitis
108714,1343124,1673259,3,D007239,Infection,EFO:0000544,infection
108715,1343124,1673259,1,D009369,Neoplasms,EFO:0000616,neoplasm
108716,1343124,1673259,3,D014552,Urinary Tract Infections,EFO:0003103,urinary tract infection
108717,1699654,411450,2,D012559,Schizophrenia,EFO:0000692,schizophrenia
108718,1699654,411450,2,D058729,Peripheral Arterial Disease,EFO:0004265,peripheral arterial disease
108719,1699654,411450,2,D016757,"Death, Sudden, Cardiac",EFO:0004278,sudden cardiac arrest
108720,1699654,411450,3,D014397,"Tuberculosis, Pulmonary",EFO:1000049,pulmonary tuberculosis
108721,1699654,411450,2,D005693,Galactosemias,Orphanet:79239,Classic galactosemia
108722,1705842,705988,2,D014947,Wounds and Injuries,EFO:0000546,injury
108723,1344293,674489,4,D003093,"Colitis, Ulcerative",EFO:0000729,ulcerative colitis
108724,1344620,445395,1,D007024,"Hypotension, Orthostatic",EFO:0005252,orthostatic hypotension
108725,1344620,445395,2,D001778,Blood Coagulation Disorders,EFO:0009314,blood coagulation disease
108726,1344620,445395,2,D006323,Heart Arrest,EFO:0009492,cardiac arrest
108727,1344620,445395,1,D054971,Orthostatic Intolerance,EFO:1000645,orthostatic intolerance
108728,1343967,467361,2,D018442,"Lymphoma, B-Cell, Marginal Zone",EFO:0000191,MALT lymphoma
108729,1343967,467361,2,D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",EFO:0000339,chronic myelogenous leukemia
108730,1343967,467361,4,D007154,Immune System Diseases,EFO:0000540,immune system disease
108731,1343967,467361,1,D009101,Multiple Myeloma,EFO:0001378,multiple myeloma
108732,1343967,467361,1,D006086,Graft vs Host Disease,EFO:0004599,acute graft vs. host disease
108733,1343967,467361,2,D008415,Mastocytosis,EFO:0009001,Mastocytosis
108734,1344298,675050,3,D015658,HIV Infections,EFO:0000764,HIV infection
108735,1344177,27609,2,D014947,Wounds and Injuries,EFO:0000546,injury
108736,1344177,27609,3,D012600,Scoliosis,EFO:0004273,scoliosis
108737,1344177,27609,1,D007024,"Hypotension, Orthostatic",EFO:0005252,orthostatic hypotension
108738,1344177,27609,2,D002189,Marijuana Abuse,EFO:0007191,cannabis dependence
108739,1344177,27609,3,D003693,Delirium,EFO:0009267,delirium
108740,1344177,27609,2,D002056,Burns,EFO:0009516,burn
108741,1344177,27609,3,D005242,Fecal Incontinence,EFO:0009523,fecal incontinence
108742,1344177,27609,1,D054971,Orthostatic Intolerance,EFO:1000645,orthostatic intolerance
108743,1702854,9459,0,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
108744,1344950,674727,3,D006962,"Hyperparathyroidism, Secondary",EFO:1001173,secondary hyperparathyroidism
108745,3129322,92706,2,D014376,Tuberculosis,Orphanet:3389,Tuberculosis
108746,1343565,27152,3,D017676,"Lichen Planus, Oral",EFO:0008517,oral lichen planus
108747,1343565,27152,3,D011565,Psoriasis,EFO:1001494,psoriasis vulgaris
108748,1343565,27152,2,D019547,Neck Pain,HP:0030833,neck pain
108749,1343565,27152,2,D008269,Macular Edema,,
108750,1343111,366278,2,D012164,Retinal Diseases,EFO:0003839,retinopathy
108751,1344580,717,2,D010051,Ovarian Neoplasms,EFO:0001075,ovarian carcinoma
108752,1344580,717,2,D005185,Fallopian Tube Neoplasms,EFO:1000251,Fallopian Tube Carcinoma
108753,1344580,717,2,D010534,Peritoneal Neoplasms,EFO:1001100,peritoneal neoplasm
108754,1343971,14440,2,D006331,Heart Diseases,EFO:0003777,heart disease
108755,1343971,14440,3,D014657,Vasculitis,EFO:0006803,vasculitis
108756,1343971,14440,3,D000072657,ST Elevation Myocardial Infarction,EFO:0008585,ST Elevation Myocardial Infarction
108757,1343211,255347,3,D003424,Crohn Disease,EFO:0000384,Crohn's disease
108758,1343211,255347,2,D018088,"Tuberculosis, Multidrug-Resistant",EFO:0007381,multidrug-resistant tuberculosis
108759,1343977,48701,3,D003586,Cytomegalovirus Infections,EFO:0001062,cytomegalovirus infection
108760,1344824,674490,2,D009765,Obesity,EFO:0001073,obesity
108761,1344824,674490,1,D007011,Hypoparathyroidism,EFO:0009451,hypoparathyroidism
108762,1699678,421007,3,D005356,Fibromyalgia,EFO:0005687,fibromyalgia
108763,1343869,93617,1,D003920,Diabetes Mellitus,EFO:0000400,diabetes mellitus
108764,1343869,93617,3,D004541,Eisenmenger Complex,EFO:0009200,Eisenmenger syndrome
108765,1344141,56644,1,D008224,"Lymphoma, Follicular",EFO:0000096,neoplasm of mature B-cells
108766,1344141,56644,1,D006528,"Carcinoma, Hepatocellular",EFO:0000182,hepatocellular carcinoma
108767,1344141,56644,1,D009373,"Neoplasms, Germ Cell and Embryonal",EFO:0000514,germ cell tumor
108768,1344141,56644,1,D000163,Acquired Immunodeficiency Syndrome,EFO:0000765,AIDS
108769,1344141,56644,1,D010051,Ovarian Neoplasms,EFO:0001075,ovarian carcinoma
108770,1344141,56644,2,D002292,"Carcinoma, Renal Cell",EFO:0002890,renal carcinoma
108771,1344141,56644,2,D010954,Plasmacytoma,EFO:0006738,plasmacytoma
108772,1344141,56644,2,D006646,"Histiocytosis, Langerhans-Cell",EFO:1000318,Langerhans Cell Histiocytosis
108773,1344141,56644,2,D004820,Epidermolysis Bullosa,EFO:1000690,epidermolysis bullosa
108774,1344141,56644,2,D015477,"Leukemia, Myelomonocytic, Chronic",EFO:1001779,chronic myelomonocytic leukemia
108775,1344141,56644,1,D002817,Chordoma,Orphanet:178,Chordoma
108776,1344141,56644,1,D012175,Retinoblastoma,Orphanet:790,Retinoblastoma
108777,1702882,190417,1,D009369,Neoplasms,EFO:0000616,neoplasm
108778,1344540,175106,3,D006938,Hyperlipoproteinemia Type II,EFO:0004911,familial hypercholesterolemia
108779,1344540,175106,3,D006938,Hyperlipoproteinemia Type II,Orphanet:391665,Homozygous familial hypercholesterolemia
108780,1343876,313314,2,D044342,Malnutrition,EFO:0008572,malnutrition
108781,1343876,313314,2,D013224,Status Asthmaticus,EFO:0008590,Status Asthmaticus
108782,1343876,313314,2,D017564,Radiation Pneumonitis,EFO:1001411,Radiation Pneumonitis
108783,1343876,313314,2,D004940,Esophageal Stenosis,HP:0002043,esophageal stricture
108784,1343300,674335,2,D017676,"Lichen Planus, Oral",EFO:0008517,oral lichen planus
108785,1343300,674335,4,D011565,Psoriasis,EFO:1001494,psoriasis vulgaris
108786,1344688,674684,2,D051437,Renal Insufficiency,EFO:1002048,kidney failure
108787,1699687,430493,1,D009369,Neoplasms,EFO:0000616,neoplasm
108788,1343557,674912,3,D012220,Rhinitis,EFO:0008521,rhinitis
108789,1344075,78303,1,D008180,"Lupus Erythematosus, Systemic",EFO:0002690,systemic lupus erythematosus
108790,1702914,795084,3,D000072657,ST Elevation Myocardial Infarction,EFO:0008585,ST Elevation Myocardial Infarction
108791,1343535,421334,1,D002189,Marijuana Abuse,EFO:0007191,cannabis dependence
108792,1699697,675239,2,D014947,Wounds and Injuries,EFO:0000546,injury
108793,1699697,675239,0,D017180,"Tachycardia, Ventricular",EFO:0005306,ventricular tachycardia
108794,1344617,126356,1,D062027,Linear IgA Bullous Dermatosis,EFO:0009313,Linear IgA Dermatosis
108795,1344617,126356,2,D011658,Pulmonary Fibrosis,EFO:0009448,pulmonary fibrosis
108796,1343920,674617,1,D012594,"Scleroderma, Localized",EFO:1001361,localised scleroderma
108797,1343920,674617,4,D011565,Psoriasis,EFO:1001494,psoriasis vulgaris
108798,1702930,675842,3,D049288,"Muscular Dystrophies, Limb-Girdle",Orphanet:263,Limb-girdle muscular dystrophy
108799,1344813,674610,2,D011225,Pre-Eclampsia,EFO:0000668,preeclampsia
108800,1344813,674610,2,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
108801,1702937,15890,4,D014355,Chagas Disease,EFO:0008559,American trypanosomiasis
108802,1344292,255373,2,D003324,Coronary Artery Disease,EFO:0000378,coronary artery disease
108803,1344292,255373,2,D009203,Myocardial Infarction,EFO:0000612,myocardial infarction
108804,1344292,255373,3,D008268,Macular Degeneration,EFO:0009606,macular degeneration
108805,1344292,255373,2,D017202,Myocardial Ischemia,EFO:1001375,Myocardial Ischemia
108806,1344912,1926758,2,D020181,"Sleep Apnea, Obstructive",EFO:0003918,obstructive sleep apnea
108807,1702940,119942,3,D004827,Epilepsy,EFO:0000474,epilepsy
108808,1702940,119942,2,D002189,Marijuana Abuse,EFO:0007191,cannabis dependence
108809,1702940,119942,1,D014012,Tinnitus,HP:0000360,tinnitus
108810,1702940,119942,3,D001416,Back Pain,HP:0003418,back pain
108811,1702940,119942,2,D059350,Chronic Pain,HP:0012532,chronic pain
108812,1702940,119942,3,D019547,Neck Pain,HP:0030833,neck pain
108813,1344463,626453,2,D049950,"Hyperparathyroidism, Primary",EFO:0008519,primary hyperparathyroidism
108814,1699705,1243552,3,D001416,Back Pain,HP:0003418,back pain
108815,1344178,1337005,3,D007592,Joint Diseases,EFO:1000999,joint disease
108816,1343301,13494,3,D019522,Vaginal Discharge,EFO:0009365,vaginal discharge
108817,1699706,1615,2,D013587,Syphilis,EFO:0007504,syphilis
108818,1344474,405364,3,D007246,Infertility,EFO:0000545,infertility
108819,1702951,151923,2,D010146,Pain,EFO:0003843,pain
108820,1344809,30072,0,D004417,Dyspnea,HP:0002094,"Dyspnea {http://www.co-ode.org/patterns#createdBy=""http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern""}"
108821,1344809,30072,3,D059350,Chronic Pain,HP:0012532,chronic pain
108822,1344357,91783,3,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
108823,1344357,91783,2,D009463,Neuroma,EFO:0009619,neuroma
108824,1344357,91783,2,D005157,Facial Pain,EFO:0009625,facial pain
108825,1344357,91783,2,D013716,Tennis Elbow,EFO:1001896,lateral epicondylitis
108826,1343838,33889,2,D017093,Liver Failure,HP:0001399,hepatic failure
108827,1344812,16485,2,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
108828,1344812,16485,1,D009290,Narcolepsy,EFO:0000614,narcolepsy with cataplexy
108829,1344812,16485,1,D008545,Melanoma,EFO:0002617,metastatic melanoma
108830,1344812,16485,3,D000860,Hypoxia,EFO:0009444,hypoxia
108831,1344812,16485,0,D014832,Voice Disorders,EFO:0009692,voice disorders
108832,1344812,16485,2,D004417,Dyspnea,HP:0002094,"Dyspnea {http://www.co-ode.org/patterns#createdBy=""http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern""}"
108833,1344812,16485,3,D001416,Back Pain,HP:0003418,back pain
108834,1344812,16485,1,D059350,Chronic Pain,HP:0012532,chronic pain
108835,1344812,16485,3,D019547,Neck Pain,HP:0030833,neck pain
108836,1344812,16485,3,D004412,Dysmenorrhea,HP:0100607,dysmenorrhea
108837,1344629,421038,3,D004412,Dysmenorrhea,HP:0100607,dysmenorrhea
108838,1344629,421038,3,D008796,Metrorrhagia,HP:0100608,metrorrhagia
108839,1705856,328137,2,D020528,"Multiple Sclerosis, Chronic Progressive",EFO:0008520,primary progressive multiple sclerosis
108840,1705856,328137,2,D020528,"Multiple Sclerosis, Chronic Progressive",EFO:0008522,secondary progressive multiple sclerosis
108841,1705857,560084,2,D004415,Dyspepsia,EFO:0008533,dyspepsia
108842,1344611,2197400,3,D004932,Esophageal and Gastric Varices,EFO:0009545,esophageal varices
108843,1344135,28331,2,D002056,Burns,EFO:0009516,burn
108844,1344135,28331,2,D065626,Non-alcoholic Fatty Liver Disease,EFO:1001249,non-alcoholic steatohepatitis
108845,1344135,28331,2,D006816,Huntington Disease,Orphanet:399,Huntington disease
108846,1344099,428747,2,D015658,HIV Infections,EFO:0000764,HIV infection
108847,1344099,428747,3,D004412,Dysmenorrhea,HP:0100607,dysmenorrhea
108848,1344658,675066,2,D012772,"Shock, Septic",EFO:0006834,septic shock
108849,1344658,675066,1,D010048,Ovarian Cysts,HP:0000138,ovarian cyst
108850,1344658,675066,1,D060825,Cognitive Dysfunction,HP:0100543,cognitive impairment
108851,1344337,365281,2,D015658,HIV Infections,EFO:0000180,HIV-1 infection
108852,1344337,365281,2,D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",EFO:0000339,chronic myelogenous leukemia
108853,1344337,365281,4,D009103,Multiple Sclerosis,EFO:0003885,multiple sclerosis
108854,1344337,365281,3,D008575,Meniere Disease,EFO:0006862,Meniere disease
108855,1344337,365281,3,D017676,"Lichen Planus, Oral",EFO:0008517,oral lichen planus
108856,1344337,365281,2,D001749,Urinary Bladder Neoplasms,EFO:0008528,urothelial carcinoma
108857,1344337,365281,3,D003236,"Conjunctivitis, Viral",EFO:0008571,viral conjunctivitis
108858,1344337,365281,3,D009437,Neuralgia,EFO:0009430,neuralgia
108859,1344337,365281,3,D008258,Waldenstrom Macroglobulinemia,EFO:0009441,Waldenstrom macroglobulinemia
108860,1344337,365281,2,D011658,Pulmonary Fibrosis,EFO:0009448,pulmonary fibrosis
108861,1344337,365281,3,D007718,Knee Injuries,EFO:0009507,knee injury
108862,1344337,365281,3,D001762,Blepharitis,EFO:0009536,blepharitis
108863,1344337,365281,3,D010032,Otitis Externa,EFO:0009560,otitis externa
108864,1344337,365281,2,D009362,Neoplasm Metastasis,EFO:0009708,metastasis
108865,1344337,365281,4,D011565,Psoriasis,EFO:1001494,psoriasis vulgaris
108866,1344337,365281,3,D013285,Strabismus,HP:0000486,"Strabismus {http://www.co-ode.org/patterns#createdBy=""http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern""}"
108867,1344337,365281,3,D004417,Dyspnea,HP:0002094,"Dyspnea {http://www.co-ode.org/patterns#createdBy=""http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern""}"
108868,1344337,365281,3,D001416,Back Pain,HP:0003418,back pain
108869,1344337,365281,2,D014069,Tonsillitis,HP:0011110,tonsillitis
108870,1344337,365281,2,D005221,Fatigue,HP:0012378,fatigue
108871,1344337,365281,2,D019547,Neck Pain,HP:0030833,neck pain
108872,1699722,407453,3,D004412,Dysmenorrhea,HP:0100607,dysmenorrhea
108873,1343686,123693,3,D001749,Urinary Bladder Neoplasms,EFO:0000292,bladder carcinoma
108874,1343686,123693,2,D010032,Otitis Externa,EFO:0009560,otitis externa
108875,1343686,123693,3,D013180,Sprains and Strains,EFO:0009582,sprain
108876,1343686,123693,1,D059350,Chronic Pain,HP:0012532,chronic pain
108877,1343125,23199,1,D001714,Bipolar Disorder,EFO:0000289,bipolar disorder
108878,1344578,721,2,D014947,Wounds and Injuries,EFO:0000546,injury
108879,1344578,721,3,D013226,Status Epilepticus,EFO:0008526,status epilepticus
108880,1344578,721,2,D000070636,Rotator Cuff Injuries,EFO:1001250,rotator cuff tear
108881,1343749,564990,1,D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,EFO:0000220,acute lymphoblastic leukemia
108882,1343286,688684,1,D011014,Pneumonia,EFO:0003106,pneumonia
108883,1343286,688684,2,D006949,Hyperlipidemias,EFO:0003774,hyperlipidemia
108884,1343286,688684,2,D044342,Malnutrition,EFO:0008572,malnutrition
108885,1343286,688684,2,D006473,Postpartum Hemorrhage,EFO:0009579,postpartum hemorrhage
108886,1343952,674755,3,D013276,Stomach Ulcer,EFO:0009454,gastric ulcer
108887,1343952,674755,2,D004412,Dysmenorrhea,HP:0100607,dysmenorrhea
108888,1699725,364745,3,D004415,Dyspepsia,EFO:0008533,dyspepsia
108889,1343458,421032,3,D004412,Dysmenorrhea,HP:0100607,dysmenorrhea
108890,1343850,374052,4,D003876,"Dermatitis, Atopic",EFO:0000274,atopic eczema
108891,1343850,374052,2,D001281,Atrial Fibrillation,EFO:0000275,atrial fibrillation
108892,1343850,374052,4,D003424,Crohn Disease,EFO:0000384,Crohn's disease
108893,1343850,374052,2,D016403,"Lymphoma, Large B-Cell, Diffuse",EFO:0000403,diffuse large B-cell lymphoma
108894,1343850,374052,2,D008569,Memory Disorders,EFO:0001072,memory impairment
108895,1343850,374052,4,D010003,Osteoarthritis,EFO:0002506,osteoarthritis
108896,1343850,374052,1,D014029,Tobacco Use Disorder,EFO:0003768,nicotine dependence
108897,1343850,374052,2,D008228,"Lymphoma, Non-Hodgkin",EFO:0005952,non-Hodgkins lymphoma
108898,1343850,374052,3,D006323,Heart Arrest,EFO:0009492,cardiac arrest
108899,1343850,374052,4,D010032,Otitis Externa,EFO:0009560,otitis externa
108900,1343850,374052,2,D000306,Adrenal Cortex Neoplasms,EFO:1000796,adrenal cortex carcinoma
108901,1343850,374052,3,D011565,Psoriasis,EFO:1001494,psoriasis vulgaris
108902,1702997,77456,2,D006984,Hypertrophy,EFO:0002460,hypertrophy
108903,1702997,77456,1,D008545,Melanoma,EFO:0002617,metastatic melanoma
108904,1702997,77456,2,D005356,Fibromyalgia,EFO:0005687,fibromyalgia
108905,1702997,77456,2,D009437,Neuralgia,EFO:0009430,neuralgia
108906,1702997,77456,1,D014832,Voice Disorders,EFO:0009692,voice disorders
108907,1706393,567195,2,D009447,Neuroblastoma,EFO:0000621,neuroblastoma
108908,1706393,567195,2,D012509,Sarcoma,EFO:0000691,sarcoma
108909,1706393,567195,3,D018197,Hepatoblastoma,EFO:1000292,Hepatoblastoma
108910,1706393,567195,1,D006330,"Heart Defects, Congenital",HP:0030680,"Abnormality of cardiovascular system morphology {http://www.co-ode.org/patterns#createdBy=""http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern""}"
108911,1699732,446432,1,D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",EFO:0000339,chronic myelogenous leukemia
108912,1699732,446432,3,D009748,Nutrition Disorders,EFO:0001069,nutritional disorder
108913,1699732,446432,2,D018275,"Carcinoma, Lobular",EFO:0008509,lobular breast carcinoma
108914,1699732,446432,3,D007410,Intestinal Diseases,EFO:0009431,intestinal disease
108915,1699732,446432,3,D002100,Cachexia,HP:0004326,cachexia
108916,1344223,674804,2,D006965,Hyperplasia,EFO:0000536,hyperplasia
108917,1344223,674804,3,D007247,"Infertility, Female",EFO:0008560,female infertility
108918,1344223,674804,0,D010048,Ovarian Cysts,HP:0000138,ovarian cyst
108919,1344327,27626,1,D015658,HIV Infections,EFO:0000180,HIV-1 infection
108920,1344327,27626,3,D007889,Leiomyoma,EFO:0000731,uterine fibroid
108921,1344327,27626,2,D015352,Dry Eye Syndromes,EFO:1000906,dry eye syndrome
108922,1344327,27626,3,D004412,Dysmenorrhea,HP:0100607,dysmenorrhea
108923,1702467,418736,1,D020528,"Multiple Sclerosis, Chronic Progressive",EFO:0008520,primary progressive multiple sclerosis
108924,1702690,78759,2,D009190,Myelodysplastic Syndromes,EFO:0000198,myelodysplastic syndrome
108925,1702690,78759,2,D015470,"Leukemia, Myeloid, Acute",EFO:0000222,acute myeloid leukemia
108926,1702690,78759,2,D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",EFO:0000339,chronic myelogenous leukemia
108927,1702690,78759,2,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
108928,1702690,78759,1,D020339,Optic Nerve Glioma,EFO:0009254,optic nerve glioblastoma
108929,1702690,78759,1,D009362,Neoplasm Metastasis,EFO:0009708,metastasis
108930,1702690,78759,3,D005185,Fallopian Tube Neoplasms,EFO:1000251,Fallopian Tube Carcinoma
108931,1702690,78759,1,D013945,Thymoma,EFO:1000576,Thymic Carcinoma
108932,1702690,78759,1,D013945,Thymoma,EFO:1000581,Thymoma
108933,1702690,78759,3,D010534,Peritoneal Neoplasms,EFO:1001100,peritoneal neoplasm
108934,1702690,78759,3,D020250,Postoperative Nausea and Vomiting,HP:0002017,Nausea and vomiting
108935,1343583,31811,0,D003866,Depressive Disorder,EFO:0003761,unipolar depression
108936,1705257,61717,2,D006073,Gout,EFO:0004274,gout
108937,1705257,61717,1,D004820,Epidermolysis Bullosa,EFO:1000690,epidermolysis bullosa
108938,1705257,61717,2,D013921,Thrombocytopenia,HP:0001873,thrombocytopenia
108939,1702697,317541,2,D013180,Sprains and Strains,EFO:0009582,sprain
108940,1343206,2197390,2,D016584,Panic Disorder,EFO:0004262,panic disorder
108941,1344315,29090,2,D012131,Respiratory Insufficiency,EFO:0009686,respiratory failure
108942,1343972,4496,1,D020329,Essential Tremor,EFO:0003108,essential tremor
108943,1343972,4496,3,D002189,Marijuana Abuse,EFO:0007191,cannabis dependence
108944,1343972,4496,0,D007592,Joint Diseases,EFO:1000999,joint disease
108945,1343972,4496,2,D059350,Chronic Pain,HP:0012532,chronic pain
108946,1343972,4496,0,D060825,Cognitive Dysfunction,HP:0100543,cognitive impairment
108947,1343972,4496,1,D000755,"Anemia, Sickle Cell",Orphanet:232,Sickle cell anemia
108948,1343972,4496,2,D014256,Trichotillomania,,
108949,1344238,550657,3,D050723,"Fractures, Bone",EFO:0003931,bone fracture
108950,1344238,550657,2,D014012,Tinnitus,HP:0000360,tinnitus
108951,1344078,674883,0,D002292,"Carcinoma, Renal Cell",EFO:0000681,renal cell carcinoma
108952,1344078,674883,0,D001749,Urinary Bladder Neoplasms,EFO:0008528,urothelial carcinoma
108953,1343356,479129,1,D059350,Chronic Pain,HP:0012532,chronic pain
108954,1344953,238127,1,D006331,Heart Diseases,EFO:0003777,heart disease
108955,1343203,674937,2,D003693,Delirium,EFO:0009267,delirium
108956,3130604,75507,2,D001714,Bipolar Disorder,EFO:0000289,bipolar disorder
108957,3130604,75507,2,D003922,"Diabetes Mellitus, Type 1",EFO:0001359,type I diabetes mellitus
108958,3130604,75507,2,D003924,"Diabetes Mellitus, Type 2",EFO:0001360,type II diabetes mellitus
108959,3130604,75507,2,D034381,Hearing Loss,EFO:0004238,hearing loss
108960,3130604,75507,2,D008575,Meniere Disease,EFO:0006862,Meniere disease
108961,1702720,84592,2,D012010,"Red-Cell Aplasia, Pure",HP:0012410,pure red cell aplasia
108962,1699920,1160052,2,D013224,Status Asthmaticus,EFO:0008590,Status Asthmaticus
108963,1344207,674650,3,D008223,Lymphoma,EFO:0000574,lymphoma
108964,1344207,674650,3,D054990,Idiopathic Pulmonary Fibrosis,EFO:0000768,idiopathic pulmonary fibrosis
108965,1344207,674650,2,D015427,Reperfusion Injury,EFO:0002687,ischemia reperfusion injury
108966,1344207,674650,4,D011014,Pneumonia,EFO:0003106,pneumonia
108967,1344207,674650,3,D008193,Lyme Disease,EFO:0008510,Lyme disease
108968,1344207,674650,2,D017676,"Lichen Planus, Oral",EFO:0008517,oral lichen planus
108969,1344207,674650,2,D001762,Blepharitis,EFO:0009536,blepharitis
108970,1344207,674650,3,D010996,Pleural Effusion,EFO:0009637,pleural effusion
108971,1344207,674650,2,D000783,Aneurysm,EFO:0009659,aneurysm
108972,1344207,674650,2,D000686,Amyloidosis,EFO:1001875,amyloidosis
108973,1344207,674650,2,D004485,Eczema,HP:0000964,Eczema
108974,1344207,674650,2,D028226,"Amyloidosis, Familial",Orphanet:85443,AL amyloidosis
108975,1343957,622931,2,D008224,"Lymphoma, Follicular",EFO:0000096,neoplasm of mature B-cells
108976,1343957,622931,2,D013274,Stomach Neoplasms,EFO:0000178,gastric carcinoma
108977,1343957,622931,2,D006689,Hodgkin Disease,EFO:0000183,Hodgkins lymphoma
108978,1343957,622931,1,D000544,Alzheimer Disease,EFO:0000249,Alzheimer's disease
108979,1343957,622931,2,D001749,Urinary Bladder Neoplasms,EFO:0000292,bladder carcinoma
108980,1343957,622931,0,D001943,Breast Neoplasms,EFO:0000305,breast carcinoma
108981,1343957,622931,2,D009369,Neoplasms,EFO:0000311,cancer
108982,1343957,622931,2,D002292,"Carcinoma, Renal Cell",EFO:0000349,clear cell renal carcinoma
108983,1343957,622931,2,D018263,"Adenocarcinoma, Follicular",EFO:0000501,follicular thyroid carcinoma
108984,1343957,622931,2,D013274,Stomach Neoplasms,EFO:0000503,gastric adenocarcinoma
108985,1343957,622931,2,D005909,Glioblastoma,EFO:0000519,glioblastoma multiforme
108986,1343957,622931,3,D008223,Lymphoma,EFO:0000574,lymphoma
108987,1343957,622931,2,D009369,Neoplasms,EFO:0000616,neoplasm
108988,1343957,622931,2,D013964,Thyroid Neoplasms,EFO:0000641,papillary thyroid carcinoma
108989,1343957,622931,1,D001172,"Arthritis, Rheumatoid",EFO:0000685,rheumatoid arthritis
108990,1343957,622931,2,D012509,Sarcoma,EFO:0000691,sarcoma
108991,1343957,622931,1,D008545,Melanoma,EFO:0000756,melanoma
108992,1343957,622931,2,D002583,Uterine Cervical Neoplasms,EFO:0001061,cervical carcinoma
108993,1343957,622931,2,D008175,Lung Neoplasms,EFO:0001071,lung carcinoma
108994,1343957,622931,2,D002583,Uterine Cervical Neoplasms,EFO:0001416,cervical adenocarcinoma
108995,1343957,622931,1,D019337,Hematologic Neoplasms,EFO:0001642,lymphoid neoplasm
108996,1343957,622931,1,D011471,Prostatic Neoplasms,EFO:0001663,prostate carcinoma
108997,1343957,622931,2,D010190,Pancreatic Neoplasms,EFO:0002618,pancreatic carcinoma
108998,1343957,622931,2,D002292,"Carcinoma, Renal Cell",EFO:0002890,renal carcinoma
108999,1343957,622931,2,D002289,"Carcinoma, Non-Small-Cell Lung",EFO:0003060,non-small cell lung carcinoma
109000,1343957,622931,2,D014523,Urethral Neoplasms,EFO:0003846,urethral neoplasm
109001,1343957,622931,0,D001943,Breast Neoplasms,EFO:0003869,breast neoplasm
109002,1343957,622931,2,D006394,Hemangiosarcoma,EFO:0003968,angiosarcoma
109003,1343957,622931,1,D006258,Head and Neck Neoplasms,EFO:0006859,head and neck malignant neoplasia
109004,1343957,622931,1,D018442,"Lymphoma, B-Cell, Marginal Zone",EFO:1000630,marginal zone B-cell lymphoma
109005,1343957,622931,1,D009182,Mycosis Fungoides,EFO:1001051,mycosis fungoides
109006,1343957,622931,1,D018316,Gliosarcoma,EFO:1001465,gliosarcoma
109007,1343957,622931,2,D006623,von Hippel-Lindau Disease,Orphanet:892,Von Hippel-Lindau disease
109008,1343956,624161,1,D011471,Prostatic Neoplasms,EFO:0000196,metastatic prostate cancer
109009,1343956,624161,2,D015456,"Leukemia, Biphenotypic, Acute",EFO:0000209,T-cell acute lymphoblastic leukemia
109010,1343956,624161,2,D016411,"Lymphoma, T-Cell, Peripheral",EFO:0000211,unspecified peripheral T-cell lymphoma
109011,1343956,624161,2,D007119,Immunoblastic Lymphadenopathy,EFO:0000255,angioimmunoblastic T-cell lymphoma
109012,1343956,624161,2,D002051,Burkitt Lymphoma,EFO:0000309,Burkitts lymphoma
109013,1343956,624161,1,D008175,Lung Neoplasms,EFO:0001071,lung carcinoma
109014,1343956,624161,4,D009369,Neoplasms,EFO:0002422,benign neoplasm
109015,1343956,624161,2,D011087,Polycythemia Vera,EFO:0002429,polycythemia vera
109016,1343956,624161,1,D007947,"Leukemia, Megakaryoblastic, Acute",EFO:0003025,acute megakaryoblastic leukaemia
109017,1343956,624161,2,D017728,"Lymphoma, Large-Cell, Anaplastic",EFO:0003032,anaplastic large cell lymphoma
109018,1343956,624161,0,D001932,Brain Neoplasms,EFO:0003833,brain neoplasm
