cell_id,cell_name,cell_description,cell_source_tissue,cell_source_organism,cell_source_tax_id,clo_id,efo_id,cellosaurus_id,cl_lincs_id,chembl_id,cell_ontology_id
646,A549,A549 (Lung carcinoma cells),Lung carcinoma cells,Homo sapiens,9606,CLO_0001601,EFO_0001086,CVCL_0023,LCL-1601,CHEMBL3307651,
647,GH3,GH3 (Pituitary adenoma cells),Pituitary adenoma cells,Rattus norvegicus,10116,CLO_0003487,,CVCL_0273,,CHEMBL3307652,
648,H9c2,H9c2 (Cardiomyoblast cells),Cardiomyoblast cells,Rattus norvegicus,10116,CLO_0003614,,CVCL_0286,,CHEMBL3307653,
649,HL-60,HL-60 (Promyeloblast leukemia cells),Promyeloblast leukemia cells,Homo sapiens,9606,CLO_0003775,EFO_0002793,CVCL_0002,LCL-1054,CHEMBL3307654,
650,LLC-PK1,LLC-PK1 (Renal epithelial cells),Renal epithelial cells,Sus scrofa,9823,CLO_0007331,,CVCL_0391,,CHEMBL3307655,
651,HT-1080,HT-1080 (Fibrosarcoma cells),Fibrosarcoma cells,Homo sapiens,9606,CLO_0004276,EFO_0002059,CVCL_0317,,CHEMBL3308396,
652,IMR-32,IMR-32 (Neuroblastoma cells),Neuroblastoma cells,Homo sapiens,9606,CLO_0006948,EFO_0001195,CVCL_0346,LCL-1965,CHEMBL3307656,
653,JAR,JAR (Choriocarcinoma cells),Choriocarcinoma cells,Homo sapiens,9606,CLO_0007011,EFO_0002211,CVCL_0360,LCL-1491,CHEMBL3307657,
654,JIYOYE,JIJOYE (Burkitts lymphoma cells),Burkitts lymphoma cells,Homo sapiens,9606,CLO_0007025,EFO_0002215,CVCL_1317,,CHEMBL3307658,
655,K562,K562 (Erythroleukemia cells),Erythroleukemia cells,Homo sapiens,9606,CLO_0007059,EFO_0002067,CVCL_0004,LCL-1103,CHEMBL3308378,
656,KB 3-1,KB 3-1 (Cervical epithelial carcinoma cells),Cervical epithelial carcinoma cells,Homo sapiens,9606,CLO_0007076,,CVCL_2088,,CHEMBL3307659,
657,UACC-62,UACC-62 (Melanoma cells),Melanoma cells,Homo sapiens,9606,,EFO_0005377,CVCL_1780,,CHEMBL3307660,
658,Panel NCI-51 (51 carcinoma cell lines),Panel NCI-51 (51 carcinoma cell lines),Carcinoma cell lines,Homo sapiens,9606,,,,,CHEMBL3307661,
659,TZM,TZM (Cervical carcinoma cells),Cervical carcinoma cells,Homo sapiens,9606,,,CVCL_B478,,CHEMBL3307662,
660,Raji,Raji (B-lymphoblastic cells),B-lymphoblastic cells,Homo sapiens,9606,CLO_0008734,EFO_0002324,CVCL_0511,LCL-2025,CHEMBL3307663,
661,Ramos,Ramos (Burkitts lymhoma B-cells),Burkitts lymhoma B-cells,Homo sapiens,9606,CLO_0008739,EFO_0002077,CVCL_0597,,CHEMBL3307664,
662,Rat1,Rat1 (Fibroblast cells),Fibroblast cells,Rattus norvegicus,10116,,,CVCL_0492,,CHEMBL3307665,
663,RBL-2H3,RBL-2H3 (Basophilic leukemia cells),Basophilic leukemia cells,Rattus norvegicus,10116,CLO_0008763,,CVCL_0591,,CHEMBL3307666,
664,Eosinophil,eosinophils (Eosinophils),Eosinophils,,,,,,,CHEMBL3307667,CL_0000771
665,KETR3,KETR3 (Renal carcinoma cells),Renal carcinoma cells,Homo sapiens,9606,,,CVCL_H579,,CHEMBL3307668,
666,Ehrlich,Ehrlich (Ehrlich ascites carcinoma cells),Ehrlich ascites carcinoma cells,Mus musculus,10090,CLO_0002900,,CVCL_3873,,CHEMBL3307669,
667,DMS-114,DMS-114 (Lung carcinoma cells),Lung carcinoma cells,Homo sapiens,9606,CLO_0002795,EFO_0002162,CVCL_1174,,CHEMBL3307670,
668,HOP-62,HOP-62 (Non-small cell lung carcinoma cells),Non-small cell lung carcinoma cells,Homo sapiens,9606,,,CVCL_1285,LCL-1666,CHEMBL3307671,
669,Hs-578T,Hs-578T (Breast carcinoma cells),Breast carcinoma cells,Homo sapiens,9606,CLO_0004009,EFO_0001192,CVCL_0332,,CHEMBL3307672,
670,7TDI,7TDI (IL-6-dependent B-cell hybridoma),IL-6-dependent B-cell hybridoma,Mus musculus,10090,CLO_0001503,,CVCL_1935,,CHEMBL3307673,
671,WiDr,WiDr (Colon adenocarcinoma cells),Colon adenocarcinoma cells,Homo sapiens,9606,CLO_0009600,EFO_0002389,CVCL_2760,LCL-1169,CHEMBL3307674,
672,Ishikawa,Ishikawa (Uterine carcinoma cells),Uterine carcinoma cells,Homo sapiens,9606,,,CVCL_2529,LCL-1497,CHEMBL3307675,
673,C6,C6 (Glioma cells),Glioma cells,Rattus norvegicus,10116,CLO_0002140,,CVCL_0194,,CHEMBL3308345,
674,Adipocyte,Adipocytes,Adipocytes,,,,,,,CHEMBL3308426,CL_0000136
675,P12-Ichikawa,P12-Ichikawa (T-cell leukemia cells),T-cell leukemia cells,Homo sapiens,9606,CLO_0008298,,CVCL_1630,LCL-1020,CHEMBL3307676,
676,NCI-H460,NCI-H460 (Non-small cell lung carcinoma),Non-small cell lung carcinoma,Homo sapiens,9606,CLO_0008089,EFO_0003044,CVCL_0459,LCL-1784,CHEMBL3307677,
677,HS27,HS27 (Fibroblast cells),Fibroblast cells,Homo sapiens,9606,CLO_0004251,,CVCL_0335,,CHEMBL3307678,
678,Ovarian carcinoma cell,Ovarian carcinoma cells,Ovarian carcinoma cells,Homo sapiens,9606,,,,,CHEMBL3307679,
679,Panc430,Panc430 (Pancreatic carcinoma cells),Pancreatic carcinoma cells,Homo sapiens,9606,,,CVCL_H598,,CHEMBL3307680,
680,Rhabdomyosarcoma cell,Rhabdomyosarcoma cells,Rhabdomyosarcoma cells,Homo sapiens,9606,,,,,CHEMBL3307681,
681,Skut1B,Skut1B (Rb positve sarcoma cells),Rb positve sarcoma cells,Homo sapiens,9606,CLO_0009066,,CVCL_2250,,CHEMBL3307682,
682,iNKT,iNKT (Invariant natural killer T-cells),Invariant natural killer T-cells,,,,,,,CHEMBL3307683,
684,LLC-MK2,LLC-MK2 (Kidney cells),Kidney cells,Macaca mulatta,9544,CLO_0007330,,CVCL_3009,,CHEMBL3307684,
685,Panel prostate (Carcinoma cell lines),Panel prostate (Carcinoma cell lines),Carcinoma cell lines,Homo sapiens,9606,,,,,CHEMBL3308427,
686,Lymphoblastoid cell,Lymphoblastoid cells,Lymphoblastoid cells,Homo sapiens,9606,,,,,CHEMBL3307685,
687,MDA-MB-435,MDA-MB-435 (Breast metastasis of melanoma cells,Breast metastasis of melanoma cells,Homo sapiens,9606,,EFO_0001213,CVCL_0417,,CHEMBL3307686,
688,B-cell,B-cells,B-cells,,,,,,,CHEMBL3307687,CL_0000236
689,BE-NQ,BE-NQ (Colon adenocarcinoma cells),Colon adenocarcinoma cells,Homo sapiens,9606,,,CVCL_H585,,CHEMBL3307688,
690,KM12,KM12 (Colon adenocarcinoma cells),Colon adenocarcinoma cells,Homo sapiens,9606,,,CVCL_1331,LCL-1192,CHEMBL3307689,
691,L1210,L1210 (Lymphocytic leukemia cells),Lymphocytic leukemia cells,Mus musculus,10090,CLO_0007156,EFO_0005284,CVCL_0382,,CHEMBL3308391,
692,L5178Y,L5178Y (Lymphoma cells),Lymphoma cells,Mus musculus,10090,CLO_0007195,,CVCL_2097,,CHEMBL3307690,
693,LoVo,LoVo (Colon adenocarcinoma cells),Colon adenocarcinoma cells,Homo sapiens,9606,CLO_0007378,,CVCL_0399,LCL-1181,CHEMBL3307691,
694,MIA PaCa-2 ,MIA PaCa-2  (Pancreatic carcinoma cells),Pancreatic carcinoma cells,Homo sapiens,9606,CLO_0007726,EFO_0002236,CVCL_0428,LCL-1738,CHEMBL3308500,
695,CNS carcinoma cell,CNS carcinoma cells,CNS carcinoma cells,Homo sapiens,9606,,,,,CHEMBL3307692,
696,HMEC,HMEC (Microvascular endothelial cells),Microvascular endothelial cells,Homo sapiens,9606,,EFO_0001188,,,CHEMBL3307693,CL_2000008
697,HEp-2,HEp-2 (Laryngeal carcinoma cells),Laryngeal carcinoma cells,Homo sapiens,9606,CLO_0003707,,CVCL_1906,,CHEMBL3307694,
698,HOS,HOS (Osteosarcoma cells),Osteosarcoma cells,Homo sapiens,9606,CLO_0003795,EFO_0002196,CVCL_0312,LCL-1421,CHEMBL3308811,
699,Renal cell,Renal cells,Renal cells,Homo sapiens,9606,,,,,CHEMBL3307695,CL_1000497
700,MC-38,Mouse colon 38 cell line,Colon carcinoma,Mus musculus,10090,CLO_0002118,,CVCL_B288,,CHEMBL3307696,
701,NCI-H226,NCI-H226 (Non-small cell lung carcinoma cells),Non-small cell lung carcinoma cells,Homo sapiens,9606,CLO_0008068,EFO_0002285,CVCL_1544,LCL-1597,CHEMBL3307697,
702,RBL-1,RBL-1 (Basophilic leukemia cells),Basophilic leukemia cells,Rattus norvegicus,10116,CLO_0008762,,CVCL_0496,,CHEMBL3307698,
703,SW-1736,SW-1736 (Thyroid carcinoma cells),Thyroid carcinoma cells,Homo sapiens,9606,,,CVCL_3883,,CHEMBL3307699,
704,T-24,T-24 (Bladder carcinoma cells),Bladder carcinoma cells,Homo sapiens,9606,CLO_0009245,EFO_0002864,CVCL_0554,,CHEMBL3307700,
705,8701-BC,8701-BC (Breast carcinoma cells),Breast carcinoma cells,Homo sapiens,9606,,,CVCL_H610,,CHEMBL3307701,
706,COLO357,Carcinoma tumor cell line,Pancreatic carcinoma cells,Homo sapiens,9606,CLO_0002548,EFO_0002710,CVCL_0221,,CHEMBL3307702,
707,Pancreatic beta cell,Pancreatic beta cells,Pancreatic beta cells,,,,,,,CHEMBL3307703,CL_0000169
708,BV-2,BV-2 (Microglial cells),Microglial cells,Mus musculus,10090,,,CVCL_0182,,CHEMBL3307704,
709,CNS cell,CNS cells,CNS cells,Homo sapiens,9606,,,,,CHEMBL3307705,
710,NCI-H157,NCI-H157 (Non-small cell lung carcinoma cells),Non-small cell lung carcinoma cells,Homo sapiens,9606,,EFO_0003118,CVCL_0463,LCL-1596,CHEMBL3307706,
711,H35,H35 (Reuber hepatoma cells),Reuber hepatoma cells,Rattus norvegicus,10116,CLO_0003604,,CVCL_0285,,CHEMBL3307707,
712,TSGH 9201,TSGH 9201 (Gastric carcinoma cells),Gastric carcinoma cells,Homo sapiens,9606,,,CVCL_5379,,CHEMBL3307708,
713,BE,BE (Colon adenocarcinoma cells),Colon adenocarcinoma cells,Homo sapiens,9606,,,CVCL_H580,,CHEMBL3307709,
714,DBTRG-05MG,DBTRG-05MG (Glioblastoma cells),Glioblastoma cells,Homo sapiens,9606,CLO_0002723,EFO_0002159,CVCL_1169,LCL-1349,CHEMBL3308485,
715,NCI-H322M,NCI-H322M (Non-small cell lung carcinoma cells),Non-small cell lung carcinoma cells,Homo sapiens,9606,,,CVCL_1557,LCL-1674,CHEMBL3307710,
716,H4,H4 (Hepatoma cells),Hepatoma cells,Rattus norvegicus,10116,,,,,CHEMBL3307711,
717,NCI-H69,NCI-H69 (Small cell lung carcinoma cells),Small cell lung carcinoma cells,Homo sapiens,9606,CLO_0008105,EFO_0002823,CVCL_1579,LCL-1859,CHEMBL3307712,
718,H9,H9 (T-lymphoid cells),T-lymphoid cells,Homo sapiens,9606,CLO_0003612,EFO_0003045,CVCL_1240,LCL-1144,CHEMBL3308402,
719,HBL-100,HBL-100 (Breast epithelial cells),Breast epithelial cells,Homo sapiens,9606,CLO_0003626,EFO_0001167,CVCL_4362,,CHEMBL3307713,
720,Bladder carcinoma cell,Bladder carcinoma cells,Bladder carcinoma cells,Homo sapiens,9606,,,,,CHEMBL3307714,
721,HCT-116,HCT-116 (Colon carcinoma cells),Colon carcinoma cells,Homo sapiens,9606,CLO_0003665,EFO_0002824,CVCL_0291,,CHEMBL3308372,
722,HEK293,HEK293 (Embryonic kidney fibroblasts),Embryonic kidney fibroblasts,Homo sapiens,9606,CLO_0001230,EFO_0001182,CVCL_0045,,CHEMBL3307715,
723,NIH3T3,NIH3T3 (Fibroblasts),Fibroblasts,Mus musculus,10090,CLO_0009227,EFO_0001222,CVCL_0594,,CHEMBL3307716,
725,HT1197,HT1197 (Bladder carcinoma cells),Bladder carcinoma cells,Homo sapiens,9606,CLO_0004278,EFO_0002202,CVCL_1291,LCL-1713,CHEMBL3308506,
726,HepG2,HepG2 (Hepatoblastoma cells),Hepatoblastoma cells,Homo sapiens,9606,CLO_0003713,EFO_0001187,CVCL_0027,LCL-1925,CHEMBL3307718,
727,Leukemia cell,Leukemia cells,Leukemia cells,Homo sapiens,9606,,,,,CHEMBL3307719,
728,Prostate cell,Prostate cells,Prostate cells,Homo sapiens,9606,,,,,CHEMBL3307720,
729,Renal carcinoma cell,Renal carcinoma cells,Renal carcinoma cells,Homo sapiens,9606,,,,,CHEMBL3308428,
730,SF-539,SF-539 (Glioblastoma cells),Glioblastoma cells,Homo sapiens,9606,,EFO_0005453,CVCL_1691,,CHEMBL3307721,
731,FEPD,FEPD (Anaplastic lymphoma cells),Anaplastic lymphoma cells,Homo sapiens,9606,,,CVCL_H614,,CHEMBL3307722,
732,MC9,MC9 (Mast cells),Mast cells,Mus musculus,10090,,,,,CHEMBL3307723,
733,SVR,SVR (Endothelial cells),Endothelial cells,Mus musculus,10090,CLO_0009178,,CVCL_6455,,CHEMBL3307724,
734,Spermatozoa,Spermatozoa,Spermatozoa,,,,,,,CHEMBL3307725,
735,Astrocyte,Astrocytes,Astrocytes,,,,,,,CHEMBL3307726,CL_0000127
736,Y-1,Y-1 (Adrenocortical cells),Adrenocortical cells,Mus musculus,10090,CLO_0009701,,CVCL_0585,,CHEMBL3307727,
737,MEXF514,MEXF514 (Xenograft melanoma cells),Xenograft melanoma cells,Homo sapiens,9606,,,CVCL_D129,,CHEMBL3307728,
738,RH7777,RH7777 (Hepatoma cells),Hepatoma cells,Rattus norvegicus,10116,CLO_0007595,,CVCL_0444,,CHEMBL3307729,
739,RIF-1,RIF-1 (Radiation-induced fibrosarcoma cells),Radiation-induced fibrosarcoma cells,Mus musculus,10090,,,CVCL_H611,,CHEMBL3307730,
740,RKO,RKO (Colon carcinoma),Colon carcinoma,Homo sapiens,9606,CLO_0008825,EFO_0001232,CVCL_0504,LCL-1168,CHEMBL3307731,
741,RPMI-8226,RPMI-8226 (Multiple myeloma cells),Multiple myeloma cells,Homo sapiens,9606,CLO_0008873,EFO_0002322,CVCL_0014,,CHEMBL3307732,
742,RPTEC,RPTEC (Renal proximal tubule epithelial cells),Renal proximal tubule epithelial cells,Homo sapiens,9606,,,,,CHEMBL3307733,CL_0002306
743,RXF 393,RXF 393 (Renal carcinoma cells),Renal carcinoma cells,Homo sapiens,9606,,,CVCL_1673,,CHEMBL3307734,
744,RXF 631,RXF 631 (Renal carcinoma cells),Renal carcinoma cells,Homo sapiens,9606,,,CVCL_A780,,CHEMBL3307735,
745,SACC-LM,SACC-LM (Salivary adenoid cystic carcinoma cells),Salivary adenoid cystic carcinoma cells,Homo sapiens,9606,,,CVCL_H590,,CHEMBL3307736,
746,SAOS-2,SAOS-2 (Osteosarcoma cells),Osteosarcoma cells,Homo sapiens,9606,CLO_0008947,,CVCL_0548,LCL-1430,CHEMBL3307737,
747,SF-295,SF-295 (Glioblastoma cells),Glioblastoma cells,Homo sapiens,9606,,EFO_0005452,CVCL_1690,,CHEMBL3307738,
748,SGC-7901,SGC-7901 (Gastric carcinoma cells),Gastric carcinoma cells,Homo sapiens,9606,,,CVCL_0520,,CHEMBL3307739,
749,SH-SY5Y,SH-SY5Y (Bone marrow neuroblastoma cells),Bone marrow neuroblastoma cells,Homo sapiens,9606,CLO_0009015,EFO_0002717,CVCL_0019,,CHEMBL3307740,
750,SK-HEP1,SK_HEP1 (Hepatoma cells),Hepatoma cells,Homo sapiens,9606,CLO_0009037,,CVCL_0525,,CHEMBL3307741,
751,SK-MEL,SK-MEL (Melanoma cells),Melanoma cells,Homo sapiens,9606,,,,,CHEMBL3307742,
752,SK-MEL-1,SK-MEL-1 (Metastatic melanoma cells),Metastatic melanoma cells,Homo sapiens,9606,CLO_0009040,EFO_0002332,CVCL_0068,LCL-1265,CHEMBL3308365,
753,SK-MEL-2,SK-MEL-2 (Melanoma cells),Melanoma cells,Homo sapiens,9606,CLO_0009041,EFO_0002079,CVCL_0069,LCL-1256,CHEMBL3307743,
754,SK-MEL-28,SK-MEL-28 (Melanoma cells),Melanoma cells,Homo sapiens,9606,CLO_0009043,EFO_0003081,CVCL_0526,,CHEMBL3308494,
755,SK-MEL-5,SK-MEL-5 (Melanoma cells),Melanoma cells,Homo sapiens,9606,CLO_0009047,EFO_0002080,CVCL_0527,LCL-1282,CHEMBL3307744,
756,SK-N-SH,SK-N-SH (Neuroblastoma cells),Neuroblastoma cells,Homo sapiens,9606,CLO_0009059,EFO_0003072,CVCL_0531,LCL-1971,CHEMBL3307745,
757,SK-OV-3,SK-OV-3 (Ovarian carcinoma cells),Ovarian carcinoma cells,Homo sapiens,9606,CLO_0009063,EFO_0002340,CVCL_0532,LCL-1517,CHEMBL3307746,
758,SNU-638,SNU-638 (Gastric carcinoma cells),Gastric carcinoma cells,Homo sapiens,9606,,,CVCL_0102,,CHEMBL3307747,
759,SV3T3,SV3T3 (SV40-transformed 3T3 fibroblast cells),SV40-transformed 3T3 fibroblast cells,Mus musculus,10090,CLO_0009165,,,,CHEMBL3307748,
761,PA-1,PA-1 (Ovarian carcinoma cells),Ovarian carcinoma cells,Homo sapiens,9606,CLO_0008350,,CVCL_0479,LCL-1416,CHEMBL3308812,
762,BRISTOL8,BRISTOL8 (B-lymphoblastoid cells),B-lymphoblastoid cells,Homo sapiens,9606,CLO_0002028,,CVCL_2318,,CHEMBL3308429,
763,NCI-H23,NCI-H23 (Non-small cell lung carcinoma cells),Non-small cell lung carcinoma cells,Homo sapiens,9606,CLO_0008071,EFO_0002286,CVCL_1547,LCL-1619,CHEMBL3307750,
764,H22,H227 (Hepatomaa cells),Hepatoma cells,Mus musculus,10090,,,CVCL_H613,,CHEMBL3307751,
765,NSO,NSO (Myeloma cells),Myeloma cells,Mus musculus,10090,CLO_0008206,,CVCL_3940,,CHEMBL3307752,
766,DOV13,DOV13 (Ovarian carcinoma cells),Ovarian carcinoma cells,Homo sapiens,9606,,,CVCL_6774,,CHEMBL3307753,
767,Panel ovarian (Carcinoma cell lines),Panel ovarian (Carcinoma cell lines),Carcinoma cell lines,Homo sapiens,9606,,,,,CHEMBL3307754,
768,TERT-RPE1,TERT-RPE1 (Retinal pigmented epithelial cells),Retinal pigmented epithelial cells,Homo sapiens,9606,,,CVCL_4388,,CHEMBL3307755,
769,TS/A,TS/A (Mammary adenocarcinoma cells),Mammary adenocarcinoma cells,Mus musculus,10090,CLO_0009405,,CVCL_F736,,CHEMBL3308478,
770,U-251,U-251 (Glioma cells),Brain glioma cells,Homo sapiens,9606,CLO_0009456,,CVCL_0021,,CHEMBL3307756,
771,U2OS,U2OS (Osteosarcoma cells),Osteosarcoma cells,Homo sapiens,9606,CLO_0009454,EFO_0002869,CVCL_0042,LCL-1431,CHEMBL3307757,
773,SW480,SW480 (Colon adenocarcinoma cells),Colon adenocarcinoma cells,Homo sapiens,9606,CLO_0009218,EFO_0002083,CVCL_0546,,CHEMBL3307758,
774,JM1,JM1 (B-cell leukemia cells),B-cell leukemia cells,Homo sapiens,9606,CLO_0007030,EFO_0002212,CVCL_3532,LCL-1947,CHEMBL3308496,
776,NCI-H446,NCI-H446 (Small cell lung carcinoma cells),Small cell lung carcinoma cells,Homo sapiens,9606,CLO_0008088,EFO_0002293,CVCL_1562,LCL-1855,CHEMBL3307760,
777,Panc203,Panc203 (Pancreatic carcinoma cells),Pancreatic carcinoma cells,Homo sapiens,9606,CLO_0008374,,CVCL_1633,,CHEMBL3307761,
778,Hs 683,Hs 683 (Glioma cells),Glioma cells,Homo sapiens,9606,CLO_0004046,,CVCL_0844,LCL-1402,CHEMBL3308452,
779,B16-F10,B16-F10 (Melanoma cells),Melanoma cells,Mus musculus,10090,CLO_0001794,,CVCL_0159,,CHEMBL3307762,
780,Cortical neurone,Cortical neurones,Cortical neurones,Rattus norvegicus,10116,,,,,CHEMBL3307763,CL_0002609
781,R2-CCRF-CEM,R2-CCRF-CEM (Lymphoblastic leukemia),Lymphoblastic leukemia,Homo sapiens,9606,,,CVCL_S650,,CHEMBL3307764,
782,MES-SA/Dx5,MES-SA/Dx5 (Uterine sarcoma cells),Uterine sarcoma cells,Homo sapiens,9606,CLO_0007678,,CVCL_2598,,CHEMBL3308373,
783,A20,A20 (Sarcoma B-lymphocytes),Sarcoma B-lymphocytes,Mus musculus,10090,CLO_0001564,EFO_0005285,CVCL_1940,,CHEMBL3307765,
784,BT-20,BT-20 (Breast carcinoma cells),Breast carcinoma cells,Homo sapiens,9606,CLO_0002041,EFO_0001092,CVCL_0178,LCL-1476,CHEMBL3307766,
785,BMEC,BMEC (Brain microvessel endothelial cells),Brain microvessel endothelial cells,Bos taurus,9913,,,,,CHEMBL3307767,
786,HT-29,HT-29 (Colon adenocarcinoma cells),Colon adenocarcinoma cells,Homo sapiens,9606,CLO_0004283,EFO_0001193,CVCL_0320,LCL-1180,CHEMBL3307768,
787,TK-10,TK-10 (Renal carcinoma cells),Renal carcinoma cells,Homo sapiens,9606,,,CVCL_1773,,CHEMBL3308453,
788,Beta-TC3,Beta-TC3 (Insulinoma cells),Insulinoma cells,Mus musculus,10090,CLO_0001932,,CVCL_0172,,CHEMBL3308357,
789,BT-549,BT-549 (Breast ductal carcinoma cells),Breast ductal carcinoma cells,Homo sapiens,9606,CLO_0002044,EFO_0001096,CVCL_1092,LCL-1310,CHEMBL3308490,
790,M21,M21 (Melanoma cells),Melanoma cells,Homo sapiens,9606,,,CVCL_D031,,CHEMBL3307769,
791,Bel-7402,Bel-7402 (Hepatoma cells),Hepatoma cells,Homo sapiens,9606,,,CVCL_5492,,CHEMBL3307770,
792,MCF7-DOX,MCF7-DOX (Breast carcinoma cells),Breast carcinoma cells,Homo sapiens,9606,,,,,CHEMBL3307771,
793,TRAMP-C1A,TRAMP-C1A (Prostate carcinoma cells),Prostate carcinoma cells,Mus musculus,10090,,,CVCL_H593,,CHEMBL3307772,
794,MIP,MIP (Colon carcinoma cells),Colon carcinoma cells,Homo sapiens,9606,,,,,CHEMBL3307773,
795,Colon carcinoma cell,Colon carcinoma cells,Colon carcinoma cells,Homo sapiens,9606,,,,,CHEMBL3307774,
796,EOL1,EOL1 (Eosinophilic cells),Eosinophilic cells,Homo sapiens,9606,CLO_0002933,,CVCL_0258,,CHEMBL3308381,
797,A-427,A-427 (Lung carcinoma cells),Lung carcinoma cells,Homo sapiens,9606,CLO_0001590,EFO_0002104,CVCL_1055,LCL-1600,CHEMBL3307775,
798,B16,B16 (Melanoma cells),Melanoma cells,Mus musculus,10090,,,CVCL_F936,,CHEMBL3308454,
799,COS-1,COS-1 (Kidney cells),Kidney cells,Chlorocebus aethiops,9534,CLO_0002596,,CVCL_0223,,CHEMBL3308351,
800,J82,J82 (Bladder carcinoma cells),Bladder carcinoma cells,Homo sapiens,9606,CLO_0007006,EFO_0002210,CVCL_0359,LCL-1714,CHEMBL3308508,
801,L2987,L2987 (Lung adenocarcinoma cells),Lung adenocarcinoma cells,Homo sapiens,9606,,,CVCL_H586,,CHEMBL3307776,
802,T98G,T98G (Glioblastoma cells),Glioblastoma cells,Homo sapiens,9606,CLO_0009258,EFO_0002085,CVCL_0556,LCL-1357,CHEMBL3307777,
803,L6,L6 (Skeletal muscle myoblast cells),Skeletal muscle myoblast cells,Rattus norvegicus,10116,CLO_0007203,,CVCL_0385,,CHEMBL3308469,
804,HN5,HN5 (Squamous cell carcinoma),Squamous cell carcinoma,Homo sapiens,9606,,,CVCL_8128,,CHEMBL3308481,
805,Mixed cortical cell,Mixed cortical cells,Mixed cortical cells,Rattus norvegicus,10116,,,,,CHEMBL3307778,
806,F5.12,F5.12 (IL3-dependent haematopoietic cells),IL3-dependent haematopoietic cells,Mus musculus,10090,,,,,CHEMBL3307779,
807,PPC-1,PPC-1 (Primary prostatic carcinoma cells),Primary prostatic carcinoma cells,Homo sapiens,9606,,,CVCL_4778,,CHEMBL3307780,
808,BJ,BJ (Foreskin fibroblast cells),Foreskin fibroblast cells,Homo sapiens,9606,CLO_0001980,EFO_0002779,CVCL_3653,,CHEMBL3307781,
809,KM-20L2,KM-20L2 (Colon carcinoma cells),Colon carcinoma cells,Homo sapiens,9606,,,CVCL_D889,,CHEMBL3307782,
810,HOP-18,HOP-18 (Non-small cell lung adenocarcinoma cells),Non-small cell lung adenocarcinoma cells,Homo sapiens,9606,,,CVCL_H642,,CHEMBL3307783,
811,SN12K1,SN12K1 (Lung metastasis of renal carcinoma cells),Lung metastasis of renal carcinoma cells,Homo sapiens,9606,,,CVCL_D106,,CHEMBL3307784,
812,CHO-M19,CHO-M19 (S2P-deficient ovarian cells),S2P-deficient ovarian cells,Cricetulus griseus,10029,,,CVCL_H628,,CHEMBL3307785,
813,Clone 62,Clone 62 cell line,,,,,,,,CHEMBL3307786,
814,D54 cell line,D54 cell line,,,,,EFO_0002782,CVCL_7185,,CHEMBL3308484,
815,Epithelial cell line,Epithelial cell line,,,,,,,,CHEMBL3308430,
817,Fibrosarcoma cell line,Fibrosarcoma cell line,,,,,,,,CHEMBL3307787,
819,GHOST CXCR4,GHOST CXCR4 cell line,,,,,,CVCL_S492,,CHEMBL3307789,
820,Granta,Granta cell line,,Homo sapiens,9606,,,,,CHEMBL3307790,
821,NCI-H596,NCI-H596,,Homo sapiens,9606,CLO_0008098,,CVCL_1571,,CHEMBL3307791,
822,HNO199 cell line,HNO199 cell lines,,,,,,CVCL_D213,,CHEMBL3307792,
824,Colon cancer cell line,Colon cancer cell line,,Homo sapiens,9606,,,,,CHEMBL3308431,
825,Hepatoma cell line,Hepatoma cell line,,Homo sapiens,9606,,,,,CHEMBL3307793,
826,KG-1,KG-1,Leukemia cells,Homo sapiens,9606,CLO_0007094,EFO_0002218,CVCL_0374,,CHEMBL3307794,
827,KU-2 cell line,KU-2 cell line,,,,,,CVCL_D267,,CHEMBL3307795,
828,QG-56,QG-56,,,,,EFO_0002848,CVCL_6943,,CHEMBL3307796,
829,Lymphocytoid cell line,lymphocytoid cell lines,,,,,,,,CHEMBL3307797,
830,M4Beu cell line,M4Beu cell line,Melanoma,Homo sapiens,9606,,,CVCL_8337,,CHEMBL3307798,
831,OVXF1353 cell line,OVXF1353 cell line,,,,,,CVCL_D167,,CHEMBL3307799,
832,1-87 tumor cell line,1-87 tumor cell line,,,,,,CVCL_D231,,CHEMBL3307800,
833,3EM 37,3EM 37 cell line,,,,,,,,CHEMBL3307801,
836,Small cell lung cancer cell line,Small cell lung cancer cell line,,,,,,,,CHEMBL3307802,
837,Abelson 8.1,Abelson 8.1,,,,CLO_0001642,,CVCL_3487,,CHEMBL3307803,
838,KATO III stomach cancer cell line,KATO III stomach cancer cell lines,,,,CLO_0007073,EFO_0002217,CVCL_0371,,CHEMBL3308432,
839,KYSE-520 cell line,KYSE-520 cell line,,,,CLO_0007136,,CVCL_1355,,CHEMBL3307804,
840,MAXF401 cell line,MAXF401 cell line,,,,,,CVCL_D131,,CHEMBL3307805,
841,Melanoma tumor cell line,Melanoma tumor cell line,,,,,,,,CHEMBL3307806,
842,GLC4 cell line,GLC4 cell line,,,,,,CVCL_0279,,CHEMBL3307807,
843,PAC-2 cell line,PAC-2 cell line,,,,,EFO_0001224,CVCL_5853,,CHEMBL3307808,
844,3677 melanoma cell line,3677 melanoma cell line,,,,,,CVCL_H603,,CHEMBL3307809,
847,3LL cell line,3LL cell line,,,,,,CVCL_5653,,CHEMBL3307811,
850,6C3HED,6C3HED lymphosarcoma cell line,,,,,,,,CHEMBL3307812,
854,833K,833K cell line,,,,,,CVCL_2292,,CHEMBL3307813,
