mecref_id,mec_id,ref_type,ref_id,ref_url
12166,6444,PubMed,26691888,http://europepmc.org/abstract/MED/26691888
12167,6444,PubMed,26765576,http://europepmc.org/abstract/MED/26765576
12168,6444,PubMed,8720602,http://europepmc.org/abstract/MED/8720602
12169,6444,PubMed,9077372,http://europepmc.org/abstract/MED/9077372
12170,6449,PubMed,24016684,http://europepmc.org/abstract/MED/24016684
12171,6449,PubMed,3556128,http://europepmc.org/abstract/MED/3556128
12172,6449,PubMed,8050541,http://europepmc.org/abstract/MED/8050541
12173,6449,PubMed,8869417,http://europepmc.org/abstract/MED/8869417
12174,6449,PubMed,9216944,http://europepmc.org/abstract/MED/9216944
12175,6449,PubMed,9516073,http://europepmc.org/abstract/MED/9516073
12176,6449,PubMed,9516074,http://europepmc.org/abstract/MED/9516074
12177,6449,PubMed,9847266,http://europepmc.org/abstract/MED/9847266
12178,6450,PubMed,13743751,http://europepmc.org/abstract/MED/13743751
12179,6450,PubMed,14443986,http://europepmc.org/abstract/MED/14443986
12180,6450,PubMed,240648,http://europepmc.org/abstract/MED/240648
12181,6450,PubMed,4401084,http://europepmc.org/abstract/MED/4401084
12182,6450,PubMed,7152084,http://europepmc.org/abstract/MED/7152084
12183,6450,PubMed,809244,http://europepmc.org/abstract/MED/809244
12184,6456,PubMed,1683227,http://europepmc.org/abstract/MED/1683227
12185,6456,PubMed,20653465,http://europepmc.org/abstract/MED/20653465
12186,6456,PubMed,23536974,http://europepmc.org/abstract/MED/23536974
12187,6456,PubMed,2868741,http://europepmc.org/abstract/MED/2868741
12188,6456,PubMed,412475,http://europepmc.org/abstract/MED/412475
12189,6456,PubMed,8096167,http://europepmc.org/abstract/MED/8096167
12190,6456,PubMed,8996213,http://europepmc.org/abstract/MED/8996213
12191,6457,PubMed,15889535,http://europepmc.org/abstract/MED/15889535
12192,6457,PubMed,19367399,http://europepmc.org/abstract/MED/19367399
12193,6457,PubMed,19849767,http://europepmc.org/abstract/MED/19849767
12194,6457,PubMed,21332976,http://europepmc.org/abstract/MED/21332976
12195,6457,PubMed,26408353,http://europepmc.org/abstract/MED/26408353
12196,6457,PubMed,28280379,http://europepmc.org/abstract/MED/28280379
12197,6457,PubMed,28398972,http://europepmc.org/abstract/MED/28398972
12198,6457,PubMed,8308699,http://europepmc.org/abstract/MED/8308699
12199,6459,PubMed,1141709,http://europepmc.org/abstract/MED/1141709
12200,6459,PubMed,25208745,http://europepmc.org/abstract/MED/25208745
12201,6459,PubMed,25653027,http://europepmc.org/abstract/MED/25653027
12202,6459,PubMed,2578530,http://europepmc.org/abstract/MED/2578530
12203,6459,PubMed,2989375,http://europepmc.org/abstract/MED/2989375
12204,6459,PubMed,4015968,http://europepmc.org/abstract/MED/4015968
12205,6459,PubMed,6309924,http://europepmc.org/abstract/MED/6309924
12206,6459,PubMed,6693604,http://europepmc.org/abstract/MED/6693604
12207,6459,PubMed,8073848,http://europepmc.org/abstract/MED/8073848
12208,6464,PubMed,4151270,http://europepmc.org/abstract/MED/4151270
12209,6464,PubMed,4152789,http://europepmc.org/abstract/MED/4152789
12210,6464,PubMed,4380496,http://europepmc.org/abstract/MED/4380496
12211,6464,PubMed,6125575,http://europepmc.org/abstract/MED/6125575
12212,6465,PubMed,23981808,http://europepmc.org/abstract/MED/23981808
12213,6465,PubMed,6139756,http://europepmc.org/abstract/MED/6139756
12214,6466,DOI,10.1179/bjms.1967.014,https://www.tandfonline.com/doi/abs/10.1179/bjms.1967.014
12215,6466,PubMed,13426552,http://europepmc.org/abstract/MED/13426552
12216,6466,PubMed,13536415,http://europepmc.org/abstract/MED/13536415
12217,6466,PubMed,13629072,http://europepmc.org/abstract/MED/13629072
12218,6466,PubMed,13651708,http://europepmc.org/abstract/MED/13651708
12219,6466,PubMed,8583359,http://europepmc.org/abstract/MED/8583359
12220,6466,PubMed,9890792,http://europepmc.org/abstract/MED/9890792
12221,6467,PubMed,13402737,http://europepmc.org/abstract/MED/13402737
12222,6467,PubMed,13422724,http://europepmc.org/abstract/MED/13422724
12223,6467,PubMed,14585449,http://europepmc.org/abstract/MED/14585449
12224,6467,PubMed,17057145,http://europepmc.org/abstract/MED/17057145
12225,6467,PubMed,4209003,http://europepmc.org/abstract/MED/4209003
12226,6469,PubMed,2478,http://europepmc.org/abstract/MED/2478
12227,6469,PubMed,2575401,http://europepmc.org/abstract/MED/2575401
12228,6469,PubMed,4560728,http://europepmc.org/abstract/MED/4560728
12229,6469,PubMed,4812408,http://europepmc.org/abstract/MED/4812408
12230,6469,PubMed,5064,http://europepmc.org/abstract/MED/5064
12231,6469,PubMed,8835,http://europepmc.org/abstract/MED/8835
12232,6469,PubMed,8840,http://europepmc.org/abstract/MED/8840
12233,6473,PubMed,23114763,http://europepmc.org/abstract/MED/23114763
12234,6473,PubMed,24462750,http://europepmc.org/abstract/MED/24462750
12235,6473,PubMed,24827034,http://europepmc.org/abstract/MED/24827034
12236,6473,PubMed,25385100,http://europepmc.org/abstract/MED/25385100
12237,6473,PubMed,25784402,http://europepmc.org/abstract/MED/25784402
12238,6473,PubMed,26076455,http://europepmc.org/abstract/MED/26076455
12239,6473,PubMed,26350447,http://europepmc.org/abstract/MED/26350447
12240,6473,PubMed,27158908,http://europepmc.org/abstract/MED/27158908
12241,6473,FDA,label/2017/209570lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209570lbl.pdf
12242,6474,PubMed,22641643,http://europepmc.org/abstract/MED/22641643
12243,6474,PubMed,24745839,http://europepmc.org/abstract/MED/24745839
12244,6474,PubMed,24992293,http://europepmc.org/abstract/MED/24992293
12245,6475,PubMed,15294772,http://europepmc.org/abstract/MED/15294772
12246,6475,PubMed,23594315,http://europepmc.org/abstract/MED/23594315
12247,6478,PubMed,11126022,http://europepmc.org/abstract/MED/11126022
12248,6478,PubMed,19721711,http://europepmc.org/abstract/MED/19721711
12249,6478,PubMed,7504976,http://europepmc.org/abstract/MED/7504976
12250,6485,PubMed,11577981,http://europepmc.org/abstract/MED/11577981
12251,6485,PubMed,21449940,http://europepmc.org/abstract/MED/21449940
12252,6485,PubMed,24244398,http://europepmc.org/abstract/MED/24244398
12253,6485,PubMed,24316697,http://europepmc.org/abstract/MED/24316697
12254,6485,PubMed,24377593,http://europepmc.org/abstract/MED/24377593
12255,6485,PubMed,25573606,http://europepmc.org/abstract/MED/25573606
12256,6486,PubMed,28331610,http://europepmc.org/abstract/MED/28331610
12257,6486,PubMed,350346,http://europepmc.org/abstract/MED/350346
12258,6486,PubMed,4087569,http://europepmc.org/abstract/MED/4087569
12259,6486,PubMed,6887650,http://europepmc.org/abstract/MED/6887650
12260,6488,PubMed,14607020,http://europepmc.org/abstract/MED/14607020
12261,6488,PubMed,21258344,http://europepmc.org/abstract/MED/21258344
12262,6488,PubMed,22881467,http://europepmc.org/abstract/MED/22881467
12263,6488,PubMed,27126280,http://europepmc.org/abstract/MED/27126280
12264,6488,PubMed,9165205,http://europepmc.org/abstract/MED/9165205
12265,6490,PubMed,166748,http://europepmc.org/abstract/MED/166748
12266,6490,PubMed,3816971,http://europepmc.org/abstract/MED/3816971
12267,6490,PubMed,408861,http://europepmc.org/abstract/MED/408861
12268,6491,PubMed,23207754,http://europepmc.org/abstract/MED/23207754
12269,6491,PubMed,25904581,http://europepmc.org/abstract/MED/25904581
12270,6491,PubMed,27356144,http://europepmc.org/abstract/MED/27356144
12271,6491,PubMed,27859922,http://europepmc.org/abstract/MED/27859922
12272,6491,PubMed,28062458,http://europepmc.org/abstract/MED/28062458
12273,6491,PubMed,28402558,http://europepmc.org/abstract/MED/28402558
12274,6491,PubMed,8072713,http://europepmc.org/abstract/MED/8072713
12275,6492,PubMed,17119083,http://europepmc.org/abstract/MED/17119083
12276,6492,PubMed,24014789,http://europepmc.org/abstract/MED/24014789
12277,6492,PubMed,25120566,http://europepmc.org/abstract/MED/25120566
12278,6495,PubMed,12025911,http://europepmc.org/abstract/MED/12025911
12279,6495,PubMed,1425054,http://europepmc.org/abstract/MED/1425054
12280,6495,PubMed,24769512,http://europepmc.org/abstract/MED/24769512
12281,6495,PubMed,25712660,http://europepmc.org/abstract/MED/25712660
12282,6495,PubMed,26361726,http://europepmc.org/abstract/MED/26361726
12283,6648,PubMed,25451841,http://europepmc.org/abstract/MED/25451841
12284,6648,PubMed,26065546,http://europepmc.org/abstract/MED/26065546
12285,6648,PubMed,26458283,http://europepmc.org/abstract/MED/26458283
12286,6648,PubMed,27370817,http://europepmc.org/abstract/MED/27370817
12287,6648,PubMed,27955803,http://europepmc.org/abstract/MED/27955803
12288,6655,PubMed,23580157,http://europepmc.org/abstract/MED/23580157
12289,6655,PubMed,24076166,http://europepmc.org/abstract/MED/24076166
12290,6655,PubMed,26159351,http://europepmc.org/abstract/MED/26159351
12291,6655,PubMed,26997568,http://europepmc.org/abstract/MED/26997568
12292,6655,PubMed,28814855,http://europepmc.org/abstract/MED/28814855
12293,6662,PubMed,10350276,http://europepmc.org/abstract/MED/10350276
12294,6662,PubMed,23950762,http://europepmc.org/abstract/MED/23950762
12295,6662,PubMed,27557881,http://europepmc.org/abstract/MED/27557881
12296,6662,PubMed,7058512,http://europepmc.org/abstract/MED/7058512
12297,6663,PubMed,20003941,http://europepmc.org/abstract/MED/20003941
12298,6663,PubMed,24357857,http://europepmc.org/abstract/MED/24357857
12299,6663,PubMed,24935547,http://europepmc.org/abstract/MED/24935547
12300,6663,PubMed,25271964,http://europepmc.org/abstract/MED/25271964
12301,6663,PubMed,27725511,http://europepmc.org/abstract/MED/27725511
12302,6664,PubMed,15811057,http://europepmc.org/abstract/MED/15811057
12303,6664,PubMed,16178130,http://europepmc.org/abstract/MED/16178130
12304,6664,PubMed,16178131,http://europepmc.org/abstract/MED/16178131
12305,6664,PubMed,17635245,http://europepmc.org/abstract/MED/17635245
12306,6665,PubMed,13990803,http://europepmc.org/abstract/MED/13990803
12307,6665,PubMed,14001251,http://europepmc.org/abstract/MED/14001251
12308,6665,PubMed,28988529,http://europepmc.org/abstract/MED/28988529
12309,6665,PubMed,29085865,http://europepmc.org/abstract/MED/29085865
12310,6665,PubMed,29099542,http://europepmc.org/abstract/MED/29099542
12311,6665,PubMed,29137881,http://europepmc.org/abstract/MED/29137881
12312,6666,PubMed,26755506,http://europepmc.org/abstract/MED/26755506
12313,6666,PubMed,28275979,http://europepmc.org/abstract/MED/28275979
12314,6666,PubMed,29137881,http://europepmc.org/abstract/MED/29137881
12315,6667,PubMed,10784112,http://europepmc.org/abstract/MED/10784112
12316,6667,PubMed,7689400,http://europepmc.org/abstract/MED/7689400
12317,6667,PubMed,9311085,http://europepmc.org/abstract/MED/9311085
12318,6668,PubMed,22354770,http://europepmc.org/abstract/MED/22354770
12319,6668,PubMed,24628024,http://europepmc.org/abstract/MED/24628024
12320,6668,PubMed,27316554,http://europepmc.org/abstract/MED/27316554
12321,6670,PubMed,23610959,http://europepmc.org/abstract/MED/23610959
12322,6670,PubMed,28642751,http://europepmc.org/abstract/MED/28642751
12323,6670,PubMed,28930155,http://europepmc.org/abstract/MED/28930155
12324,6670,PubMed,6236746,http://europepmc.org/abstract/MED/6236746
12325,6673,PubMed,25057393,http://europepmc.org/abstract/MED/25057393
12326,6673,PubMed,27134543,http://europepmc.org/abstract/MED/27134543
12327,6673,PubMed,3490870,http://europepmc.org/abstract/MED/3490870
12328,6673,PubMed,6980501,http://europepmc.org/abstract/MED/6980501
12329,6679,PubMed,1164639,http://europepmc.org/abstract/MED/1164639
12330,6679,PubMed,12775314,http://europepmc.org/abstract/MED/12775314
12331,6679,PubMed,23225089,http://europepmc.org/abstract/MED/23225089
12332,6679,PubMed,2533778,http://europepmc.org/abstract/MED/2533778
12333,6679,PubMed,26840685,http://europepmc.org/abstract/MED/26840685
12334,6679,PubMed,6824626,http://europepmc.org/abstract/MED/6824626
12335,6679,PubMed,6986899,http://europepmc.org/abstract/MED/6986899
12336,6679,PubMed,7028089,http://europepmc.org/abstract/MED/7028089
12337,6684,PubMed,20024932,http://europepmc.org/abstract/MED/20024932
12338,6684,PubMed,24561300,http://europepmc.org/abstract/MED/24561300
12339,6684,PubMed,25553437,http://europepmc.org/abstract/MED/25553437
12340,6684,Other,http://www.sciencedirect.com/topics/neuroscience/coumarins,http://www.sciencedirect.com/topics/neuroscience/coumarins
12341,6686,PubMed,3622303,http://europepmc.org/abstract/MED/3622303
12342,6686,PubMed,3622305,http://europepmc.org/abstract/MED/3622305
12343,6686,PubMed,3622306,http://europepmc.org/abstract/MED/3622306
12344,6686,PubMed,3622308,http://europepmc.org/abstract/MED/3622308
12345,6686,PubMed,3622309,http://europepmc.org/abstract/MED/3622309
12346,6686,PubMed,3622311,http://europepmc.org/abstract/MED/3622311
12347,6686,PubMed,7649498,http://europepmc.org/abstract/MED/7649498
12348,6686,PubMed,9527112,http://europepmc.org/abstract/MED/9527112
12349,6687,PubMed,11986901,http://europepmc.org/abstract/MED/11986901
12350,6687,PubMed,3044503,http://europepmc.org/abstract/MED/3044503
12351,6687,PubMed,3207655,http://europepmc.org/abstract/MED/3207655
12352,6687,PubMed,983625,http://europepmc.org/abstract/MED/983625
12353,6691,PubMed,12508052,http://europepmc.org/abstract/MED/12508052
12354,6691,PubMed,19525487,http://europepmc.org/abstract/MED/19525487
12355,6691,PubMed,26506926,http://europepmc.org/abstract/MED/26506926
12356,6691,PubMed,9523323,http://europepmc.org/abstract/MED/9523323
12357,6693,PubMed,22845415,http://europepmc.org/abstract/MED/22845415
12358,6693,PubMed,23159268,http://europepmc.org/abstract/MED/23159268
12359,6693,PubMed,28502123,http://europepmc.org/abstract/MED/28502123
12360,6693,PubMed,28607648,http://europepmc.org/abstract/MED/28607648
12361,6693,PubMed,385281,http://europepmc.org/abstract/MED/385281
12362,6698,PubMed,23390364,http://europepmc.org/abstract/MED/23390364
12363,6698,PubMed,23574025,http://europepmc.org/abstract/MED/23574025
12364,6698,PubMed,23574026,http://europepmc.org/abstract/MED/23574026
12365,6698,PubMed,25328491,http://europepmc.org/abstract/MED/25328491
12366,6700,PubMed,12397207,http://europepmc.org/abstract/MED/12397207
12367,6700,PubMed,14979387,http://europepmc.org/abstract/MED/14979387
12368,6700,PubMed,1520794,http://europepmc.org/abstract/MED/1520794
12369,6700,PubMed,26952868,http://europepmc.org/abstract/MED/26952868
12370,6700,PubMed,9178149,http://europepmc.org/abstract/MED/9178149
12371,6701,PubMed,19232080,http://europepmc.org/abstract/MED/19232080
12372,6701,PubMed,28488042,http://europepmc.org/abstract/MED/28488042
12373,6745,PubMed,10329302,http://europepmc.org/abstract/MED/10329302
12374,6745,PubMed,10806046,http://europepmc.org/abstract/MED/10806046
12375,6745,PubMed,18050202,http://europepmc.org/abstract/MED/18050202
12376,6745,PubMed,26849131,http://europepmc.org/abstract/MED/26849131
12377,6745,PubMed,9558181,http://europepmc.org/abstract/MED/9558181
12378,6755,PubMed,1163482,http://europepmc.org/abstract/MED/1163482
12379,6755,PubMed,1880988,http://europepmc.org/abstract/MED/1880988
12380,6755,PubMed,7192783,http://europepmc.org/abstract/MED/7192783
12381,6755,PubMed,9089445,http://europepmc.org/abstract/MED/9089445
12382,6758,PubMed,12913463,http://europepmc.org/abstract/MED/12913463
12383,6758,PubMed,13608052,http://europepmc.org/abstract/MED/13608052
12384,6758,PubMed,14406934,http://europepmc.org/abstract/MED/14406934
12385,6782,PubMed,21771,http://europepmc.org/abstract/MED/21771
12386,6782,PubMed,4211871,http://europepmc.org/abstract/MED/4211871
12387,6782,PubMed,631972,http://europepmc.org/abstract/MED/631972
12388,6782,PubMed,938027,http://europepmc.org/abstract/MED/938027
12389,6783,PubMed,17220780,http://europepmc.org/abstract/MED/17220780
12390,6783,PubMed,22812199,http://europepmc.org/abstract/MED/22812199
12391,6783,PubMed,26432128,http://europepmc.org/abstract/MED/26432128
12392,6783,PubMed,27254807,http://europepmc.org/abstract/MED/27254807
12393,6783,DailyMed,setid=3b94f67c-d675-4e16-846a-3ca39b0405e0,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3b94f67c-d675-4e16-846a-3ca39b0405e0
12394,6789,PubMed,1502488,http://europepmc.org/abstract/MED/1502488
12395,6789,PubMed,18613358,http://europepmc.org/abstract/MED/18613358
12396,6789,PubMed,2241901,http://europepmc.org/abstract/MED/2241901
12397,6789,PubMed,25945334,http://europepmc.org/abstract/MED/25945334
12398,6789,PubMed,4648183,http://europepmc.org/abstract/MED/4648183
12399,6789,PubMed,9149351,http://europepmc.org/abstract/MED/9149351
12400,6896,PubMed,2847634,http://europepmc.org/abstract/MED/2847634
12401,6896,PubMed,9690942,http://europepmc.org/abstract/MED/9690942
12402,6897,PubMed,16373194,http://europepmc.org/abstract/MED/16373194
12403,6897,PubMed,9142411,http://europepmc.org/abstract/MED/9142411
12405,6922,FDA,label/2017/761052lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/761052lbl.pdf
12406,6916,FDA,label/2017/209363s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209363s000lbl.pdf
12408,6929,FDA,label/2018/208700s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/208700s000lbl.pdf
12409,6927,FDA,label/2018/210251s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210251s000lbl.pdf
12410,6909,FDA,label/2017/208587s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208587s000lbl.pdf
12411,6898,FDA,label/2017/208743lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208743lbl.pdf
12412,6899,FDA,label/2017/210259s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/210259s000lbl.pdf
12413,6921,FDA,label/2017/209360s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209360s000lbl.pdf
12414,6902,FDA,label/2017/209936s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209936s000lbl.pdf
12415,7253,FDA,label/2017/209936s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209936s000lbl.pdf
12416,6904,FDA,"label/2017/208610s000,208611s000lbl.pdf","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208610s000,208611s000lbl.pdf"
12417,7254,FDA,"label/2017/208610s000,208611s000lbl.pdf","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208610s000,208611s000lbl.pdf"
12418,6905,FDA,label/2017/208082s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208082s000lbl.pdf
12419,6906,FDA,label/2017/209176lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209176lbl.pdf
12420,6907,FDA,label/2017/209606s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209606s000lbl.pdf
12421,6908,FDA,label/2017/209394s003lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209394s003lbl.pdf
12422,6910,FDA,"label/2017/209939Orig1s000,209940Orig1s000lbl.pdf","https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209939Orig1s000,209940Orig1s000lbl.pdf"
12423,6923,FDA,label/2017/205598s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/205598s000lbl.pdf
12424,6931,Other,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Public_assessment_report/human/004059/WC500208435.pdf,http://www.ema.europa.eu/docs/en_GB/document_library/EPAR_-_Public_assessment_report/human/004059/WC500208435.pdf
12425,6924,FDA,label/2017/208254lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208254lbl.pdf
12427,6925,FDA,label/2017/208945lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208945lbl.pdf
12428,7255,FDA,label/2017/208945lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208945lbl.pdf
12429,7256,FDA,label/2017/208945lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208945lbl.pdf
12430,7257,FDA,label/2017/208945lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208945lbl.pdf
12431,6913,FDA,label/2017/209394s003lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209394s003lbl.pdf
12432,6917,FDA,label/2017/208794s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208794s000lbl.pdf
12433,6930,FDA,label/2018/210251s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210251s000lbl.pdf
12434,6918,FDA,label/2017/209776lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209776lbl.pdf
12435,6919,FDA,label/2017/209241lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209241lbl.pdf
12436,6926,FDA,label/2017/761047s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/761047s000lbl.pdf
12437,6920,FDA,label/2017/209195s002lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/209195s002lbl.pdf
12438,7258,PubMed,27246781,http://europepmc.org/abstract/MED/27246781
12439,7259,PubMed,27246781,http://europepmc.org/abstract/MED/27246781
12440,7258,DailyMed,setid=bfd09049-1777-43e7-bf79-ceea4bdce13b,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bfd09049-1777-43e7-bf79-ceea4bdce13b
12441,7259,DailyMed,setid=bfd09049-1777-43e7-bf79-ceea4bdce13b,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bfd09049-1777-43e7-bf79-ceea4bdce13b
12444,7351,FDA,label/2018/210656s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210656s000lbl.pdf
12445,7352,FDA,label/2018/211192s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/211192s000lbl.pdf
12446,7353,FDA,label/2018/210923s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210923s000lbl.pdf
12447,7354,FDA,label/2018/210867lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210867lbl.pdf
12448,7355,FDA,label/2018/210166s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210166s000lbl.pdf
12449,7356,FDA,label/2018/210598s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210598s000lbl.pdf
12450,7358,FDA,label/2018/207078s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/207078s000lbl.pdf
12451,7359,FDA,label/2018/210493s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210493s000lbl.pdf
12452,7360,FDA,label/2018/0210589s000lbledt.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/0210589s000lbledt.pdf
12453,7361,FDA,label/2018/210922s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210922s000lbl.pdf
12454,7364,FDA,label/2018/761108s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761108s000lbl.pdf
12455,7366,FDA,label/2019/211371lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/211371lbl.pdf
12456,7368,FDA,label/2018/209229s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209229s000lbl.pdf
12457,7369,FDA,label/2018/761092s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761092s000lbl.pdf
12458,7370,FDA,label/2018/210868s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210868s000lbl.pdf
12459,7371,FDA,label/2018/761094s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761094s000lbl.pdf
12460,7372,FDA,label/2018/210868s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210868s000lbl.pdf
12461,7373,FDA,label/2018/211109lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/211109lbl.pdf
12462,7377,FDA,label/2018/210910s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210910s000lbl.pdf
12464,7379,FDA,label/2019/212018s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212018s000lbl.pdf
12465,7380,FDA,label/2019/208711s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/208711s000lbl.pdf
12466,7381,FDA,label/2019/761105s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761105s000lbl.pdf
12467,7382,FDA,label/2019/211230s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/211230s000lbl.pdf
12468,7383,FDA,label/2019/209884s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/209884s000lbl.pdf
12469,7387,FDA,label/2019/210557s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/210557s000lbl.pdf
12470,7388,FDA,label/2019/212320Orig1s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212320Orig1s000lbl.pdf
12471,7389,FDA,label/2019/211810s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/211810s000lbl.pdf
12472,7390,FDA,label/2019/761121s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/761121s000lbl.pdf
12473,7391,FDA,label/2019/212819s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212819s000lbl.pdf
12474,7392,FDA,label/2018/208623lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/208623lbl.pdf
12475,7393,FDA,label/2018/209816_209817lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/209816_209817lbl.pdf
12476,7394,FDA,label/2018/210303orig1s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210303orig1s000lbl.pdf
12477,7396,FDA,label/2018/211172lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/211172lbl.pdf
12478,7397,FDA,label/2018/761097s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761097s000lbl.pdf
12479,7398,FDA,label/2018/761089s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761089s000lbl.pdf
12480,7399,FDA,label/2018/761079s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761079s000lbl.pdf
12481,7400,FDA,label/2018/761107lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761107lbl.pdf
12482,7401,FDA,label/2018/761102s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761102s000lbl.pdf
12483,7402,FDA,label/2018/761092s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/761092s000lbl.pdf
12484,7403,FDA,label/2018/210450s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210450s000lbl.pdf
12485,7404,FDA,label/2019/212819s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212819s000lbl.pdf
12486,7405,FDA,label/2019/212819s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212819s000lbl.pdf
12487,7406,FDA,label/2019/212819s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212819s000lbl.pdf
12488,7407,FDA,label/2019/212819s000lbl.pdf,https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212819s000lbl.pdf
