who_name,level1,level2,level3,level4,level5,level1_description,level2_description,level3_description,level4_description
aniracetam,N,N06,N06B,N06BX,N06BX11,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
acetylcarnitine,N,N06,N06B,N06BX,N06BX12,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
idebenone,N,N06,N06B,N06BX,N06BX13,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
prolintane,N,N06,N06B,N06BX,N06BX14,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
pipradrol,N,N06,N06B,N06BX,N06BX15,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
pramiracetam,N,N06,N06B,N06BX,N06BX16,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
adrafinil,N,N06,N06B,N06BX,N06BX17,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
vinpocetine,N,N06,N06B,N06BX,N06BX18,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
mebicar,N,N06,N06B,N06BX,N06BX21,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
phenibut,N,N06,N06B,N06BX,N06BX22,NERVOUS SYSTEM,PSYCHOANALEPTICS,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",Other psychostimulants and nootropics
amitriptyline and psycholeptics,N,N06,N06C,N06CA,N06CA01,NERVOUS SYSTEM,PSYCHOANALEPTICS,PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION,Antidepressants in combination with psycholeptics
melitracen and psycholeptics,N,N06,N06C,N06CA,N06CA02,NERVOUS SYSTEM,PSYCHOANALEPTICS,PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION,Antidepressants in combination with psycholeptics
fluoxetine and psycholeptics,N,N06,N06C,N06CA,N06CA03,NERVOUS SYSTEM,PSYCHOANALEPTICS,PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION,Antidepressants in combination with psycholeptics
tacrine,N,N06,N06D,N06DA,N06DA01,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Anticholinesterases
donepezil,N,N06,N06D,N06DA,N06DA02,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Anticholinesterases
rivastigmine,N,N06,N06D,N06DA,N06DA03,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Anticholinesterases
galantamine,N,N06,N06D,N06DA,N06DA04,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Anticholinesterases
ipidacrine,N,N06,N06D,N06DA,N06DA05,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Anticholinesterases
donepezil and memantine,N,N06,N06D,N06DA,N06DA52,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Anticholinesterases
"donepezil, memantine and Ginkgo folium",N,N06,N06D,N06DA,N06DA53,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Anticholinesterases
memantine,N,N06,N06D,N06DX,N06DX01,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Other anti-dementia drugs
Ginkgo folium,N,N06,N06D,N06DX,N06DX02,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Other anti-dementia drugs
combinations,N,N06,N06D,N06DX,N06DX30,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTI-DEMENTIA DRUGS,Other anti-dementia drugs
neostigmine,N,N07,N07A,N07AA,N07AA01,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,PARASYMPATHOMIMETICS,Anticholinesterases
pyridostigmine,N,N07,N07A,N07AA,N07AA02,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,PARASYMPATHOMIMETICS,Anticholinesterases
distigmine,N,N07,N07A,N07AA,N07AA03,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,PARASYMPATHOMIMETICS,Anticholinesterases
ambenonium,N,N07,N07A,N07AA,N07AA30,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,PARASYMPATHOMIMETICS,Anticholinesterases
"neostigmine, combinations",N,N07,N07A,N07AA,N07AA51,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,PARASYMPATHOMIMETICS,Anticholinesterases
carbachol,N,N07,N07A,N07AB,N07AB01,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,PARASYMPATHOMIMETICS,Choline esters
bethanechol,N,N07,N07A,N07AB,N07AB02,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,PARASYMPATHOMIMETICS,Choline esters
pilocarpine,N,N07,N07A,N07AX,N07AX01,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,PARASYMPATHOMIMETICS,Other parasympathomimetics
choline alfoscerate,N,N07,N07A,N07AX,N07AX02,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,PARASYMPATHOMIMETICS,Other parasympathomimetics
cevimeline,N,N07,N07A,N07AX,N07AX03,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,PARASYMPATHOMIMETICS,Other parasympathomimetics
nicotine,N,N07,N07B,N07BA,N07BA01,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in nicotine dependence
varenicline,N,N07,N07B,N07BA,N07BA03,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in nicotine dependence
cytisine,N,N07,N07B,N07BA,N07BA04,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in nicotine dependence
disulfiram,N,N07,N07B,N07BB,N07BB01,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in alcohol dependence
calcium carbimide,N,N07,N07B,N07BB,N07BB02,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in alcohol dependence
acamprosate,N,N07,N07B,N07BB,N07BB03,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in alcohol dependence
naltrexone,N,N07,N07B,N07BB,N07BB04,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in alcohol dependence
nalmefene,N,N07,N07B,N07BB,N07BB05,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in alcohol dependence
buprenorphine,N,N07,N07B,N07BC,N07BC01,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in opioid dependence
methadone,N,N07,N07B,N07BC,N07BC02,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in opioid dependence
levacetylmethadol,N,N07,N07B,N07BC,N07BC03,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in opioid dependence
lofexidine,N,N07,N07B,N07BC,N07BC04,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in opioid dependence
levomethadone,N,N07,N07B,N07BC,N07BC05,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in opioid dependence
diamorphine,N,N07,N07B,N07BC,N07BC06,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in opioid dependence
"buprenorphine, combinations",N,N07,N07B,N07BC,N07BC51,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,DRUGS USED IN ADDICTIVE DISORDERS,Drugs used in opioid dependence
betahistine,N,N07,N07C,N07CA,N07CA01,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,ANTIVERTIGO PREPARATIONS,Antivertigo preparations
cinnarizine,N,N07,N07C,N07CA,N07CA02,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,ANTIVERTIGO PREPARATIONS,Antivertigo preparations
flunarizine,N,N07,N07C,N07CA,N07CA03,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,ANTIVERTIGO PREPARATIONS,Antivertigo preparations
acetylleucine,N,N07,N07C,N07CA,N07CA04,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,ANTIVERTIGO PREPARATIONS,Antivertigo preparations
"cinnarizine, combinations",N,N07,N07C,N07CA,N07CA52,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,ANTIVERTIGO PREPARATIONS,Antivertigo preparations
tirilazad,N,N07,N07X,N07XX,N07XX01,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
riluzole,N,N07,N07X,N07XX,N07XX02,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
xaliproden,N,N07,N07X,N07XX,N07XX03,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
sodium oxybate,N,N07,N07X,N07XX,N07XX04,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
amifampridine,N,N07,N07X,N07XX,N07XX05,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
tetrabenazine,N,N07,N07X,N07XX,N07XX06,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
fampridine,N,N07,N07X,N07XX,N07XX07,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
tafamidis,N,N07,N07X,N07XX,N07XX08,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
laquinimod,N,N07,N07X,N07XX,N07XX10,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
pitolisant,N,N07,N07X,N07XX,N07XX11,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
patisiran,N,N07,N07X,N07XX,N07XX12,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
valbenazine,N,N07,N07X,N07XX,N07XX13,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
edaravone,N,N07,N07X,N07XX,N07XX14,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
"dextromethorphan, combinations",N,N07,N07X,N07XX,N07XX59,NERVOUS SYSTEM,OTHER NERVOUS SYSTEM DRUGS,OTHER NERVOUS SYSTEM DRUGS,Other nervous system drugs
broxyquinoline,P,P01,P01A,P01AA,P01AA01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Hydroxyquinoline derivatives
clioquinol,P,P01,P01A,P01AA,P01AA02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Hydroxyquinoline derivatives
chlorquinaldol,P,P01,P01A,P01AA,P01AA04,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Hydroxyquinoline derivatives
tilbroquinol,P,P01,P01A,P01AA,P01AA05,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Hydroxyquinoline derivatives
"clioquinol, combinations",P,P01,P01A,P01AA,P01AA52,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Hydroxyquinoline derivatives
metronidazole,P,P01,P01A,P01AB,P01AB01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Nitroimidazole derivatives
tinidazole,P,P01,P01A,P01AB,P01AB02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Nitroimidazole derivatives
ornidazole,P,P01,P01A,P01AB,P01AB03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Nitroimidazole derivatives
azanidazole,P,P01,P01A,P01AB,P01AB04,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Nitroimidazole derivatives
propenidazole,P,P01,P01A,P01AB,P01AB05,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Nitroimidazole derivatives
nimorazole,P,P01,P01A,P01AB,P01AB06,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Nitroimidazole derivatives
secnidazole,P,P01,P01A,P01AB,P01AB07,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Nitroimidazole derivatives
"metronidazole, combinations",P,P01,P01A,P01AB,P01AB51,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Nitroimidazole derivatives
diloxanide,P,P01,P01A,P01AC,P01AC01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Dichloroacetamide derivatives
clefamide,P,P01,P01A,P01AC,P01AC02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Dichloroacetamide derivatives
etofamide,P,P01,P01A,P01AC,P01AC03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Dichloroacetamide derivatives
teclozan,P,P01,P01A,P01AC,P01AC04,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Dichloroacetamide derivatives
arsthinol,P,P01,P01A,P01AR,P01AR01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Arsenic compounds
difetarsone,P,P01,P01A,P01AR,P01AR02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Arsenic compounds
glycobiarsol,P,P01,P01A,P01AR,P01AR03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Arsenic compounds
"glycobiarsol, combinations",P,P01,P01A,P01AR,P01AR53,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Arsenic compounds
chiniofon,P,P01,P01A,P01AX,P01AX01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Other agents against amoebiasis and other protozoal diseases
emetine,P,P01,P01A,P01AX,P01AX02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Other agents against amoebiasis and other protozoal diseases
phanquinone,P,P01,P01A,P01AX,P01AX04,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Other agents against amoebiasis and other protozoal diseases
mepacrine,P,P01,P01A,P01AX,P01AX05,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Other agents against amoebiasis and other protozoal diseases
atovaquone,P,P01,P01A,P01AX,P01AX06,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Other agents against amoebiasis and other protozoal diseases
trimetrexate,P,P01,P01A,P01AX,P01AX07,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Other agents against amoebiasis and other protozoal diseases
tenonitrozole,P,P01,P01A,P01AX,P01AX08,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Other agents against amoebiasis and other protozoal diseases
dehydroemetine,P,P01,P01A,P01AX,P01AX09,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Other agents against amoebiasis and other protozoal diseases
fumagillin,P,P01,P01A,P01AX,P01AX10,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Other agents against amoebiasis and other protozoal diseases
nitazoxanide,P,P01,P01A,P01AX,P01AX11,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Other agents against amoebiasis and other protozoal diseases
"emetine, combinations",P,P01,P01A,P01AX,P01AX52,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,Other agents against amoebiasis and other protozoal diseases
chloroquine,P,P01,P01B,P01BA,P01BA01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,Aminoquinolines
hydroxychloroquine,P,P01,P01B,P01BA,P01BA02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,Aminoquinolines
primaquine,P,P01,P01B,P01BA,P01BA03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,Aminoquinolines
amodiaquine,P,P01,P01B,P01BA,P01BA06,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,Aminoquinolines
proguanil,P,P01,P01B,P01BB,P01BB01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,Biguanides
cycloguanil embonate,P,P01,P01B,P01BB,P01BB02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,Biguanides
"proguanil, combinations",P,P01,P01B,P01BB,P01BB51,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,Biguanides
quinine,P,P01,P01B,P01BC,P01BC01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,Methanolquinolines
mefloquine,P,P01,P01B,P01BC,P01BC02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,Methanolquinolines
pyrimethamine,P,P01,P01B,P01BD,P01BD01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,Diaminopyrimidines
"pyrimethamine, combinations",P,P01,P01B,P01BD,P01BD51,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,Diaminopyrimidines
artemisinin,P,P01,P01B,P01BE,P01BE01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,"Artemisinin and derivatives, plain"
artemether,P,P01,P01B,P01BE,P01BE02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,"Artemisinin and derivatives, plain"
artesunate,P,P01,P01B,P01BE,P01BE03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,"Artemisinin and derivatives, plain"
artemotil,P,P01,P01B,P01BE,P01BE04,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,"Artemisinin and derivatives, plain"
artenimol,P,P01,P01B,P01BE,P01BE05,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,"Artemisinin and derivatives, plain"
artemether and lumefantrine,P,P01,P01B,P01BF,P01BF01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,"Artemisinin and derivatives, combinations"
artesunate and mefloquine,P,P01,P01B,P01BF,P01BF02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,"Artemisinin and derivatives, combinations"
artesunate and amodiaquine,P,P01,P01B,P01BF,P01BF03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,"Artemisinin and derivatives, combinations"
"artesunate, sulphamethopyrazine and pyrimethamine",P,P01,P01B,P01BF,P01BF04,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,"Artemisinin and derivatives, combinations"
artenimol and piperaquine,P,P01,P01B,P01BF,P01BF05,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,"Artemisinin and derivatives, combinations"
artesunate and pyronaridine,P,P01,P01B,P01BF,P01BF06,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,"Artemisinin and derivatives, combinations"
halofantrine,P,P01,P01B,P01BX,P01BX01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,Other antimalarials
arterolane and piperaquine,P,P01,P01B,P01BX,P01BX02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,ANTIMALARIALS,Other antimalarials
benznidazole,P,P01,P01C,P01CA,P01CA02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,Nitroimidazole derivatives
fexinidazole,P,P01,P01C,P01CA,P01CA03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,Nitroimidazole derivatives
meglumine antimonate,P,P01,P01C,P01CB,P01CB01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,Antimony compounds
sodium stibogluconate,P,P01,P01C,P01CB,P01CB02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,Antimony compounds
nifurtimox,P,P01,P01C,P01CC,P01CC01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,Nitrofuran derivatives
nitrofural,P,P01,P01C,P01CC,P01CC02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,Nitrofuran derivatives
melarsoprol,P,P01,P01C,P01CD,P01CD01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",ANTIPROTOZOALS,AGENTS AGAINST LEISHMANIASIS AND TRYPANOSOMIASIS,Arsenic compounds
