protein_class_id,protein_class_desc,l1,l2,l3,l4,l5,l6,l7,l8
718,transporter  electrochemical  slc  slc31,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC31 family of copper transporters,,,,
719,transporter  electrochemical  slc  slc32,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC32 vesicular inhibitory amino acid transporter,,,,
720,transporter  electrochemical  slc  slc33,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC33 acetylCoA transporter,,,,
721,transporter  electrochemical  slc  slc34,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC34 family of sodium phosphate co-transporters,,,,
722,transporter  electrochemical  slc  slc35,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC35 family of nucleotide sugar transporters,,,,
723,transporter  electrochemical  slc  slc36,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC36 family of proton-coupled amino acid transporters,,,,
724,transporter  electrochemical  slc  slc37,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC37 family of phosphosugar/phosphate exchangers,,,,
725,transporter  electrochemical  slc  slc38,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC38 family of sodium-dependent neutral amino acid transporters,,,,
726,transporter  electrochemical  slc  slc39,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC39 family of metal ion transporters,,,,
727,transporter  electrochemical  slc  slc40,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC40 iron transporter,,,,
728,transporter  electrochemical  slc  slc41,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC41 family of divalent cation transporters,,,,
729,transporter  electrochemical  slc  slc42,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC42 Rh ammonium transporter,,,,
730,transporter  electrochemical  slc  slc43,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC43 family of large neutral amino acid transporters,,,,
731,transporter  electrochemical  slc  slc44,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC44 choline transporter-like family,,,,
732,transporter  electrochemical  slc  slc45,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC45 family of putative sugar transporters,,,,
733,transporter  electrochemical  slc  slc46,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC46 family of folate transporters,,,,
734,transporter  electrochemical  slc  slc47,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC47 family of multidrug and toxin extrusion transporters,,,,
735,transporter  electrochemical  slc  slc48,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC48 haem transporter,,,,
736,transporter  electrochemical  slc  slc49,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC49 family of FLVCR-related haem transporters,,,,
737,transporter  electrochemical  slc  slc50,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC50 sugar transporter,,,,
738,transporter  electrochemical  slc  slc51,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC51 family of steroid-derived molecule transporters,,,,
739,transporter  electrochemical  slc  slc52,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC52 family of riboflavin transporters,,,,
740,transporter  electrochemical  slc  slc03 and slc07  slc03,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC03 and SLC07 families of heteromeric amino acid transporters (HATs),SLC03 Heavy subunits of the heteromeric amino acid transporters,,,
741,transporter  electrochemical  slc  slc03 and slc07  slc07,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC03 and SLC07 families of heteromeric amino acid transporters (HATs),SLC07 Cationic amino acid transporter/glycoprotein-associated family,,,
742,transporter  electrochemical  slc  slc28 and slc29  slc28,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC28 and SLC29 families of nucleoside transporters,SLC28 Na+-coupled nucleoside transport family,,,
743,transporter  electrochemical  slc  slc28 and slc29  slc29,Transporter,Electrochemical transporter,SLC superfamily of solute carriers,SLC28 and SLC29 families of nucleoside transporters,SLC29 Facilitative nucleoside transporter family,,,
744,transporter  ntpase  oxidoreduction,Transporter,Primary active transporter,Oxidoreduction-driven transporters,,,,,
745,transporter  ntpase  f-type and v-type,Transporter,Primary active transporter,F-type and V-type ATPases,,,,,
746,transporter  ntpase  atp binding cassette  abca,Transporter,Primary active transporter,ATP-binding cassette,ABCA subfamily,,,,
747,transporter  ntpase  atp binding cassette  abcd,Transporter,Primary active transporter,ATP-binding cassette,ABCD subfamily,,,,
748,transporter  ntpase  atp binding cassette  abce,Transporter,Primary active transporter,ATP-binding cassette,ABCE subfamily,,,,
749,transporter  ntpase  atp binding cassette  abcf,Transporter,Primary active transporter,ATP-binding cassette,ABCF subfamily,,,,
750,transporter  ntpase  atp binding cassette  abcg,Transporter,Primary active transporter,ATP-binding cassette,ABCG subfamily,,,,
751,transporter  ntpase  p-type atpase  cu atpase,Transporter,Primary active transporter,P-type ATPase,Copper ATPase,,,,
752,transporter  ntpase  p-type atpase  phospholipid atpase,Transporter,Primary active transporter,P-type ATPase,Phospholipid-transporting ATPase,,,,
753,transporter  ntpase  p-type atpase  cation atpase,Transporter,Primary active transporter,P-type ATPase,Probable cation-transporting ATPase (V subfamily),,,,
754,transporter  group translocator,Transporter,Group translocator,,,,,,
763,ion channel  other  misc,Ion channel,Other ion channel,Miscellaneous ion channel,,,,,
764,ion channel  other  misc  sodium-leak,Ion channel,Other ion channel,Miscellaneous ion channel,"Sodium leak channel, non-selective",,,,
765,ion channel  other  misc  tweety,Ion channel,Other ion channel,Miscellaneous ion channel,Anion channel tweety family,,,,
766,ion channel  other  misc  bestrophin,Ion channel,Other ion channel,Miscellaneous ion channel,Anion channel-forming bestrophin family,,,,
767,ion channel  other  misc  bcl-2,Ion channel,Other ion channel,Miscellaneous ion channel,Bcl-2 family,,,,
768,ion channel  other  misc  crac-c,Ion channel,Other ion channel,Miscellaneous ion channel,Ca2+ release-activated Ca2+ channel family,,,,
769,ion channel  other  misc  calhm-c,Ion channel,Other ion channel,Miscellaneous ion channel,Calcium homeostasis modulator Ca2+ channel family,,,,
770,ion channel  other  misc  cd20,Ion channel,Other ion channel,Miscellaneous ion channel,CD20 Ca2+ channel family,,,,
771,ion channel  other  misc  chup dsrna,Ion channel,Other ion channel,Miscellaneous ion channel,Cholesterol uptake protein and double stranded RNA uptake family,,,,
772,ion channel  other  misc  mit,Ion channel,Other ion channel,Miscellaneous ion channel,CorA metal ion transporter family,,,,
773,ion channel  other  misc  gphr,Ion channel,Other ion channel,Miscellaneous ion channel,Golgi pH regulator family,,,,
774,ion channel  other  misc  tric,Ion channel,Other ion channel,Miscellaneous ion channel,Homotrimeric cation channel family,,,,
776,ion channel  other  misc  mmgt,Ion channel,Other ion channel,Miscellaneous ion channel,Membrane Mg2+ transporter family,,,,
777,ion channel  other  misc  piezo,Ion channel,Other ion channel,Miscellaneous ion channel,Mechanical nociceptor piezo family,,,,
778,ion channel  other  misc  mcu,Ion channel,Other ion channel,Miscellaneous ion channel,Mg2+/Ca2+ uniporter family,,,,
780,ion channel  other  misc  micu,Ion channel,Other ion channel,Miscellaneous ion channel,Mitochondrial EF hand Ca2+ uptake porter/regulator family,,,,
781,ion channel  other  misc  nscc2,Ion channel,Other ion channel,Miscellaneous ion channel,Non-selective cation channel-2 family,,,,
782,ion channel  other  misc  plasmolipin,Ion channel,Other ion channel,Miscellaneous ion channel,Plasmolipin family,,,,
783,ion channel  other  misc  presenilin,Ion channel,Other ion channel,Miscellaneous ion channel,Presenilin ER Ca2+ leak channel family,,,,
784,ion channel  other  misc  flower,Ion channel,Other ion channel,Miscellaneous ion channel,Synaptic vesicle-associated Ca2+ channel flower family,,,,
785,ion channel  other  misc  tegt,Ion channel,Other ion channel,Miscellaneous ion channel,Testis-enhanced gene transfer family,,,,
786,ion channel  other  misc  m2-c,Ion channel,Other ion channel,Miscellaneous ion channel,Type A influenza virus matrix-2 channel family,,,,
787,ion channel  other  toxin,Ion channel,Other ion channel,Pore-forming toxins (proteins and peptides),,,,,
789,ion channel  other  mpp,Ion channel,Other ion channel,Mitochondrial and plastid porin family,,,,,
790,ion channel  other  mpp  vdac,Ion channel,Other ion channel,Mitochondrial and plastid porin family,Voltage-dependent anion-selective channel,,,,
791,ion channel  other  npc,Ion channel,Other ion channel,Nuclear pore complex family,,,,,
792,ion channel  other  plm,Ion channel,Other ion channel,Phospholemman family,,,,,
793,ion channel  other  vesicle,Ion channel,Other ion channel,Vesicle fusion pores,,,,,
795,ion channel  other  paracellular  claudin,Ion channel,Other ion channel,Paracellular channels,Claudin tight junction family,,,,
796,ion channel  other  paracellular,Ion channel,Other ion channel,Paracellular channels,,,,,
797,transporter  1-electron,Transporter,Transmembrane 1-electron transfer carriers,,,,,,
799,transporter  electrochemical  met,Transporter,Electrochemical transporter,4 TMS multidrug endosomal transporter family,,,,,
800,transporter  electrochemical  apc,Transporter,Electrochemical transporter,Amino acid-polyamine-organocation family,,,,,
801,transporter  electrochemical  arsb,Transporter,Electrochemical transporter,Arsenite-antimonite efflux family,,,,,
802,transporter  electrochemical  dmt,Transporter,Electrochemical transporter,Drug/metabolite transporter superfamily,,,,,
803,transporter  electrochemical  gph,Transporter,Electrochemical transporter,Glycoside-pentoside-hexuronide:cation symporter family,,,,,
804,transporter  electrochemical  lct,Transporter,Electrochemical transporter,Lysosomal cystine transporter family,,,,,
806,transporter  electrochemical  letm1,Transporter,Electrochemical transporter,Mitochondrial inner membrane K+/H+ and Ca2+/H+ exchanger family,,,,,
807,transporter  electrochemical  mpc,Transporter,Electrochemical transporter,Mitochondrial pyruvate carrier family,,,,,
808,transporter  electrochemical  mtc,Transporter,Electrochemical transporter,Mitochondrial tricarboxylate carrier family,,,,,
809,transporter  electrochemical  cpa2,Transporter,Electrochemical transporter,Monovalent cation:proton antiporter-2 family,,,,,
810,transporter  electrochemical  mop,Transporter,Electrochemical transporter,Multidrug/oligosaccharidyl-lipid/polysaccharide flippase superfamily,,,,,
811,transporter  electrochemical  rfc,Transporter,Electrochemical transporter,Reduced folate carrier family,,,,,
812,transporter  electrochemical  stra6,Transporter,Electrochemical transporter,Vitamin A receptor/transporter family,,,,,
813,transporter  ntpase  errt,Transporter,Primary active transporter,Endoplasmic reticular retrotranslocon family,,,,,
814,transporter  ntpase  sec,Transporter,Primary active transporter,General secretory pathway family,,,,,
815,transporter  ntpase  mpt,Transporter,Primary active transporter,Mitochondrial protein translocase family,,,,,
816,transporter  ntpase  nrna-e,Transporter,Primary active transporter,Nuclear mRNA exporter family,,,,,
817,transporter  ntpase  ppi,Transporter,Primary active transporter,Peroxisomal protein importer family,,,,,
818,transporter  ntpase  trc,Transporter,Primary active transporter,TMS recognition/insertion complex family,,,,,
823,transporter  electrochemical  aahs,Transporter,Electrochemical transporter,Aromatic acid:H+ symporter family,,,,,
824,transporter  electrochemical  vnt,Transporter,Electrochemical transporter,Vesicular neurotransmitter transporter family,,,,,
825,auxiliary transport protein,Auxiliary transport protein,,,,,,,
826,auxiliary transport protein  kv beta,Auxiliary transport protein,Voltage-gated potassium channel beta-subunit family,,,,,,
827,auxiliary transport protein  basigin,Auxiliary transport protein,Basigin family,,,,,,
828,auxiliary transport protein  ankyrin,Auxiliary transport protein,Ankyrin family,,,,,,
829,auxiliary transport protein  mink,Auxiliary transport protein,Slow voltage-gated potassium channel accessory protein family,,,,,,
830,auxiliary transport protein  fabp,Auxiliary transport protein,Fatty acid binding protein family,,,,,,
831,auxiliary transport protein  slo beta,Auxiliary transport protein,Calcium-activated potassium channel auxiliary subunit slowpoke-beta family,,,,,,
832,auxiliary transport protein  ca gamma,Auxiliary transport protein,Calcium channel auxiliary subunit gamma family,,,,,,
833,auxiliary transport protein  ca beta,Auxiliary transport protein,Calcium channel auxiliary subunit beta family,,,,,,
834,auxiliary transport protein  ca alpha2delta,Auxiliary transport protein,Calcium channel auxiliary subunit alpha2delta family,,,,,,
835,auxiliary transport protein  na beta,Auxiliary transport protein,Sodium channel auxiliary subunit beta family,,,,,,
836,epigenetic regulator,Epigenetic regulator,,,,,,,
837,epigenetic regulator  reader,Epigenetic regulator,Reader,,,,,,
838,epigenetic regulator  writer,Epigenetic regulator,Writer,,,,,,
839,epigenetic regulator  eraser,Epigenetic regulator,Eraser,,,,,,
840,epigenetic regulator  eraser  hdac,Epigenetic regulator,Eraser,Histone deacetylase,,,,,
841,epigenetic regulator  eraser  hdac  hdac class i,Epigenetic regulator,Eraser,Histone deacetylase,HDAC class I,,,,
842,epigenetic regulator  eraser  hdac  hdac class iia,Epigenetic regulator,Eraser,Histone deacetylase,HDAC class IIa,,,,
843,epigenetic regulator  eraser  hdac  hdac class iib,Epigenetic regulator,Eraser,Histone deacetylase,HDAC class IIb,,,,
844,epigenetic regulator  eraser  hdac  hdac class iii,Epigenetic regulator,Eraser,Histone deacetylase,HDAC class III,,,,
845,epigenetic regulator  eraser  hdac  hdac class iv,Epigenetic regulator,Eraser,Histone deacetylase,HDAC class IV,,,,
846,epigenetic regulator  eraser  kdm,Epigenetic regulator,Eraser,Lysine demethylase,,,,,
847,epigenetic regulator  eraser  kdm  lsd,Epigenetic regulator,Eraser,Lysine demethylase,Lysine-specific demethylase,,,,
848,epigenetic regulator  eraser  kdm  jumonji,Epigenetic regulator,Eraser,Lysine demethylase,Jumonji domain-containing,,,,
849,epigenetic regulator  writer  hat,Epigenetic regulator,Writer,Histone acetyltransferase,,,,,
850,epigenetic regulator  writer  hat  myst,Epigenetic regulator,Writer,Histone acetyltransferase,MYST family,,,,
851,epigenetic regulator  writer  hat  gnat,Epigenetic regulator,Writer,Histone acetyltransferase,GNAT family,,,,
852,epigenetic regulator  writer  hat  p300 cbp,Epigenetic regulator,Writer,Histone acetyltransferase,p300/CBP family,,,,
853,epigenetic regulator  writer  pmt,Epigenetic regulator,Writer,Protein methyltransferase,,,,,
854,epigenetic regulator  writer  pmt  prmt,Epigenetic regulator,Writer,Protein methyltransferase,Protein arginine methyltransferase,,,,
855,epigenetic regulator  writer  pmt  prdm,Epigenetic regulator,Writer,Protein methyltransferase,PR domain,,,,
856,epigenetic regulator  writer  pmt  set,Epigenetic regulator,Writer,Protein methyltransferase,SET domain,,,,
857,epigenetic regulator  reader  brd,Epigenetic regulator,Reader,Bromodomain,,,,,
858,epigenetic regulator  reader  methyl-lysine,Epigenetic regulator,Reader,Methyl-lysine/arginine binding protein,,,,,
859,epigenetic regulator  reader  phd,Epigenetic regulator,Reader,Plant homeodomain,,,,,
860,epigenetic regulator  reader  methyl-lysine  tudor,Epigenetic regulator,Reader,Methyl-lysine/arginine binding protein,Tudor domain,,,,
861,epigenetic regulator  reader  methyl-lysine  mbt,Epigenetic regulator,Reader,Methyl-lysine/arginine binding protein,MBT domain,,,,
862,epigenetic regulator  reader  methyl-lysine  chromo,Epigenetic regulator,Reader,Methyl-lysine/arginine binding protein,Chromodomain,,,,
863,epigenetic regulator  reader  methyl-lysine  wdr,Epigenetic regulator,Reader,Methyl-lysine/arginine binding protein,WDR domain,,,,
864,epigenetic regulator  reader  methyl-lysine  pwwp,Epigenetic regulator,Reader,Methyl-lysine/arginine binding protein,PWWP domain,,,,
883,auxiliary transport protein  bk gamma,Auxiliary transport protein,Calcium-activated potassium channel auxiliary subunit gamma family,,,,,,
886,epigenetic regulator  writer  hat  src,Epigenetic regulator,Writer,Histone acetyltransferase,SRC family,,,,
889,epigenetic regulator  writer  dnmt,Epigenetic regulator,Writer,DNA methyltransferase,,,,,
890,enzyme  lyase  guanylate cyclase  soluble guanylate cyclase,Enzyme,Lyase,Guanylate cyclase,Soluble guanylate cyclase,,,,
894,epigenetic regulator  reader  mbd,Epigenetic regulator,Reader,Methyl-CpG-binding domain,,,,,
903,enzyme  protease  serine  sj,Enzyme,Protease,Serine protease,Serine protease SJ clan,,,,
904,enzyme  protease  serine  sk,Enzyme,Protease,Serine protease,Serine protease SK clan,,,,
905,enzyme  protease  serine  st,Enzyme,Protease,Serine protease,Serine protease ST clan,,,,
906,enzyme  protease  serine  so,Enzyme,Protease,Serine protease,Serine protease SO clan,,,,
907,enzyme  protease  serine  sp,Enzyme,Protease,Serine protease,Serine protease SP clan,,,,
908,enzyme  protease  serine  ss,Enzyme,Protease,Serine protease,Serine protease SS clan,,,,
909,enzyme  protease  serine  pas  s1c,Enzyme,Protease,Serine protease,Serine protease PA clan,Serine protease S1C subfamily,,,
910,enzyme  protease  serine  st  s54,Enzyme,Protease,Serine protease,Serine protease ST clan,Serine protease S54 family,,,
911,enzyme  protease  serine  sj  s16,Enzyme,Protease,Serine protease,Serine protease SJ clan,Serine protease S16 family,,,
912,enzyme  protease  serine  sk  s14,Enzyme,Protease,Serine protease,Serine protease SK clan,Serine protease S14 family,,,
913,enzyme  protease  serine  sf  s26b,Enzyme,Protease,Serine protease,Serine protease SF clan,Serine protease S26B subfamily,,,
914,enzyme  protease  serine  sf  s26c,Enzyme,Protease,Serine protease,Serine protease SF clan,Serine protease S26C subfamily,,,
915,enzyme  protease  serine  sc  s9c,Enzyme,Protease,Serine protease,Serine protease SC clan,Serine protease S9C subfamily,,,
916,enzyme  protease  metallo  mae  m3,Enzyme,Protease,Metallo protease,Metallo protease MAE clan,Metallo protease M3 family,,,
917,enzyme  protease  metallo  mc  m14c,Enzyme,Protease,Metallo protease,Metallo protease MC clan,Metallo protease M14C subfamily,,,
918,enzyme  protease  metallo  mc  m14d,Enzyme,Protease,Metallo protease,Metallo protease MC clan,Metallo protease M14D subfamily,,,
919,enzyme  protease  metallo  md,Enzyme,Protease,Metallo protease,Metallo protease MD clan,,,,
920,enzyme  protease  metallo  md  m15,Enzyme,Protease,Metallo protease,Metallo protease MD clan,Metallo protease M15 family,,,
921,enzyme  protease  metallo  md  m15  m15d,Enzyme,Protease,Metallo protease,Metallo protease MD clan,Metallo protease M15 family,Metallo protease M15D subfamily,,
922,enzyme  protease  metallo  mp,Enzyme,Protease,Metallo protease,Metallo protease MP clan,,,,
923,enzyme  protease  metallo  mp  m67,Enzyme,Protease,Metallo protease,Metallo protease MP clan,Metallo protease M67 family,,,
924,enzyme  protease  metallo  mp  m67  m67a,Enzyme,Protease,Metallo protease,Metallo protease MP clan,Metallo protease M67 family,Metallo protease M67A subfamily,,
925,enzyme  protease  threonine  pbt  t1b,Enzyme,Protease,Threonine protease,Threonine protease PBT clan,Threonine protease T1B subfamily,,,
926,enzyme  protease  cysteine  ce,Enzyme,Protease,Cysteine protease,Cysteine protease CE clan,,,,
927,enzyme  protease  cysteine  ce  c48,Enzyme,Protease,Cysteine protease,Cysteine protease CE clan,Cysteine protease C48 family,,,
928,enzyme  protease  cysteine  ca  c1,Enzyme,Protease,Cysteine protease,Cysteine protease CA clan,Cysteine protease C1 family,,,
929,enzyme  cytochrome p450  cyp_27,Enzyme,Cytochrome P450,Cytochrome P450 family 27,,,,,
930,enzyme  cytochrome p450  cyp_27  cyp_27a,Enzyme,Cytochrome P450,Cytochrome P450 family 27,Cytochrome P450 family 27A,,,,
931,enzyme  cytochrome p450  cyp_27  cyp_27b,Enzyme,Cytochrome P450,Cytochrome P450 family 27,Cytochrome P450 family 27B,,,,
932,enzyme  cytochrome p450  cyp_2  cyp_2b  cyp_2b11,Enzyme,Cytochrome P450,Cytochrome P450 family 2,Cytochrome P450 family 2B,Cytochrome P450 2B11,,,
933,enzyme  cytochrome p450  cyp_2  cyp_2b  cyp_2b10,Enzyme,Cytochrome P450,Cytochrome P450 family 2,Cytochrome P450 family 2B,Cytochrome P450 2B10,,,
934,enzyme  cytochrome p450  cyp_2  cyp_2b  cyp_2b4,Enzyme,Cytochrome P450,Cytochrome P450 family 2,Cytochrome P450 family 2B,Cytochrome P450 2B4,,,
935,enzyme  cytochrome p450  cyp_2  cyp_2c  cyp_2c5,Enzyme,Cytochrome P450,Cytochrome P450 family 2,Cytochrome P450 family 2C,Cytochrome P450 2C5,,,
936,enzyme  cytochrome p450  cyp_2  cyp_2c  cyp_2c6,Enzyme,Cytochrome P450,Cytochrome P450 family 2,Cytochrome P450 family 2C,Cytochrome P450 2C6,,,
937,enzyme  cytochrome p450  cyp_2  cyp_2d  cyp_2d15,Enzyme,Cytochrome P450,Cytochrome P450 family 2,Cytochrome P450 family 2D,Cytochrome P450 2D15,,,
938,enzyme  cytochrome p450  cyp_2  cyp_2d  cyp_2d4,Enzyme,Cytochrome P450,Cytochrome P450 family 2,Cytochrome P450 family 2D,Cytochrome P450 2D4,,,
939,enzyme  cytochrome p450  cyp_3  cyp_3a  cyp_3a12,Enzyme,Cytochrome P450,Cytochrome P450 family 3,Cytochrome P450 family 3A,Cytochrome P450 3A12,,,
940,enzyme  cytochrome p450  cyp_3  cyp_3a  cyp_3a11,Enzyme,Cytochrome P450,Cytochrome P450 family 3,Cytochrome P450 family 3A,Cytochrome P450 3A11,,,
941,enzyme  cytochrome p450  cyp_3  cyp_3a  cyp_3a6,Enzyme,Cytochrome P450,Cytochrome P450 family 3,Cytochrome P450 family 3A,Cytochrome P450 3A6,,,
942,enzyme  cytochrome p450  cyp_27  cyp_27a  cyp_27a1,Enzyme,Cytochrome P450,Cytochrome P450 family 27,Cytochrome P450 family 27A,Cytochrome P450 27A1,,,
943,enzyme  cytochrome p450  cyp_27  cyp_27a  cyp_27b1,Enzyme,Cytochrome P450,Cytochrome P450 family 27,Cytochrome P450 family 27B,Cytochrome P450 27B1,,,
944,enzyme  cytochrome p450  cyp_4  cyp_4x,Enzyme,Cytochrome P450,Cytochrome P450 family 4,Cytochrome P450 family 4X,,,,
945,enzyme  cytochrome p450  cyp_4  cyp_4x  cyp_4x1,Enzyme,Cytochrome P450,Cytochrome P450 family 4,Cytochrome P450 family 4X,Cytochrome P450 4X1,,,
946,enzyme  kinase  protein kinase  ck1  vrk,Enzyme,Kinase,Protein Kinase,CK1 protein kinase group,CK1 protein kinase VRK family,,,
947,enzyme  protease  serine  pas  s1e,Enzyme,Protease,Serine protease,Serine protease PA clan,Serine protease S1E subfamily,,,
1005,ion channel,Ion channel,,,,,,,
1006,transporter,Transporter,,,,,,,
1014,ion channel  lgic  ip3,Ion channel,Ligand-gated ion channel,IP3 receptor,,,,,
1015,ion channel  vgc  k  kir,Ion channel,Voltage-gated ion channel,Potassium channels,Inwardly rectifying potassium channel,,,,
1016,ion channel  lgic  ryr,Ion channel,Ligand-gated ion channel,Ryanodine receptor,,,,,
1018,ion channel  vgc  trp,Ion channel,Voltage-gated ion channel,Transient receptor potential channel,,,,,
1019,ion channel  vgc,Ion channel,Voltage-gated ion channel,,,,,,
1020,membrane receptor  7tm1,Membrane receptor,Family A G protein-coupled receptor,,,,,,
1021,membrane receptor  7tm2,Membrane receptor,Family B G protein-coupled receptor,,,,,,
1022,membrane receptor  7tm3,Membrane receptor,Family C G protein-coupled receptor,,,,,,
1023,ion channel  lgic  asic,Ion channel,Ligand-gated ion channel,Acid-sensing ion channel,,,,,
1024,ion channel  lgic,Ion channel,Ligand-gated ion channel,,,,,,
1027,transporter  ntpase,Transporter,Primary active transporter,,,,,,
1028,enzyme  protease,Enzyme,Protease,,,,,,
1030,enzyme  phosphatase,Enzyme,Phosphatase,,,,,,
1031,enzyme  cytochrome p450,Enzyme,Cytochrome P450,,,,,,
1032,transporter  electrochemical,Transporter,Electrochemical transporter,,,,,,
1033,transcription factor  nuclear receptor,Transcription factor,Nuclear receptor,,,,,,
1034,enzyme  phosphodiesterase,Enzyme,Phosphodiesterase,,,,,,
1035,enzyme  aminoacyltransferase,Enzyme,Aminoacyltransferase,,,,,,
1038,membrane receptor  7tm3  ion,Membrane receptor,Family C G protein-coupled receptor,Ion receptor (family C GPCR),,,,,
1040,transcription factor  nuclear receptor  nr0,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 0,,,,,
1041,transcription factor  nuclear receptor  nr1,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 1,,,,,
1042,transcription factor  nuclear receptor  nr2,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 2,,,,,
1043,transcription factor  nuclear receptor  nr3,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 3,,,,,
1044,transcription factor  nuclear receptor  nr4,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 4,,,,,
1045,transcription factor  nuclear receptor  nr5,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 5,,,,,
1046,transcription factor  nuclear receptor  nr6,Transcription factor,Nuclear receptor,Nuclear hormone receptor subfamily 6,,,,,
1047,ion channel  lgic  p2x,Ion channel,Ligand-gated ion channel,P2X receptor,,,,,
1053,ion channel  lgic  glut,Ion channel,Ligand-gated ion channel,Ionotropic glutamate receptor,,,,,
1054,enzyme  cytochrome p450  cyp_1,Enzyme,Cytochrome P450,Cytochrome P450 family 1,,,,,
1055,enzyme  cytochrome p450  cyp_2,Enzyme,Cytochrome P450,Cytochrome P450 family 2,,,,,
1056,enzyme  cytochrome p450  cyp_3,Enzyme,Cytochrome P450,Cytochrome P450 family 3,,,,,
1057,enzyme  cytochrome p450  cyp_4,Enzyme,Cytochrome P450,Cytochrome P450 family 4,,,,,
1058,enzyme  cytochrome p450  cyp_5,Enzyme,Cytochrome P450,Cytochrome P450 family 5,,,,,
1059,enzyme  cytochrome p450  cyp_7,Enzyme,Cytochrome P450,Cytochrome P450 family 7,,,,,
1060,enzyme  cytochrome p450  cyp_8,Enzyme,Cytochrome P450,Cytochrome P450 family 8,,,,,
1061,enzyme  phosphodiesterase  pde_1,Enzyme,Phosphodiesterase,Phosphodiesterase 1,,,,,
1062,enzyme  phosphodiesterase  pde_2,Enzyme,Phosphodiesterase,Phosphodiesterase 2,,,,,
1063,enzyme  phosphodiesterase  pde_3,Enzyme,Phosphodiesterase,Phosphodiesterase 3,,,,,
1064,enzyme  phosphodiesterase  pde_4,Enzyme,Phosphodiesterase,Phosphodiesterase 4,,,,,
1065,enzyme  phosphodiesterase  pde_5,Enzyme,Phosphodiesterase,Phosphodiesterase 5,,,,,
1066,enzyme  phosphodiesterase  pde_6,Enzyme,Phosphodiesterase,Phosphodiesterase 6,,,,,
1067,enzyme  phosphodiesterase  pde_7,Enzyme,Phosphodiesterase,Phosphodiesterase 7,,,,,
1068,enzyme  phosphodiesterase  pde_8,Enzyme,Phosphodiesterase,Phosphodiesterase 8,,,,,
1069,enzyme  phosphodiesterase  pde_9,Enzyme,Phosphodiesterase,Phosphodiesterase 9,,,,,
1070,enzyme  cytochrome p450  cyp_11,Enzyme,Cytochrome P450,Cytochrome P450 family 11,,,,,
1071,enzyme  cytochrome p450  cyp_17,Enzyme,Cytochrome P450,Cytochrome P450 family 17,,,,,
1072,enzyme  cytochrome p450  cyp_19,Enzyme,Cytochrome P450,Cytochrome P450 family 19,,,,,
1073,enzyme  cytochrome p450  cyp_21,Enzyme,Cytochrome P450,Cytochrome P450 family 21,,,,,
1074,enzyme  cytochrome p450  cyp_24,Enzyme,Cytochrome P450,Cytochrome P450 family 24,,,,,
1075,enzyme  cytochrome p450  cyp_26,Enzyme,Cytochrome P450,Cytochrome P450 family 26,,,,,
1076,enzyme  cytochrome p450  cyp_51,Enzyme,Cytochrome P450,Cytochrome P450 family 51,,,,,
1077,enzyme  phosphodiesterase  pde_10,Enzyme,Phosphodiesterase,Phosphodiesterase 10,,,,,
1078,enzyme  phosphodiesterase  pde_11,Enzyme,Phosphodiesterase,Phosphodiesterase 11,,,,,
1079,enzyme  protease  serine,Enzyme,Protease,Serine protease,,,,,
1081,enzyme  protease  metallo,Enzyme,Protease,Metallo protease,,,,,
1082,membrane receptor  7tm1  peptide,Membrane receptor,Family A G protein-coupled receptor,Peptide receptor (family A GPCR),,,,,
1083,membrane receptor  7tm2  peptide,Membrane receptor,Family B G protein-coupled receptor,Peptide receptor (family B GPCR),,,,,
