protclasssyn_id,protein_class_id,protein_class_synonym,syn_type
42964,503,CRF Receptors,UMLS
42965,503,CRH Receptors,UMLS
42966,503,Corticotropin Releasing-Factor Receptors,UMLS
42967,503,Corticotropin Releasing Hormone Receptor,UMLS
42968,503,RECEPT CRF,UMLS
42969,503,"Receptor, CRF",UMLS
42970,503,ConceptWiki:6c3463ee-7f09-4cc8-a822-5416fb058782,CW_XREF
42971,503,MESH:D018019,MESH_XREF
42972,504,gastric inhibitory polypeptide receptor,CONCEPT_WIKI
42974,504,"receptor, gastric inhibitory polypeptide",CONCEPT_WIKI
42975,504,glucose-dependent insulinotropic polypeptide receptor,CONCEPT_WIKI
42976,504,gastric inhibitory polypeptide receptors,CONCEPT_WIKI
42977,504,GIP receptor,CONCEPT_WIKI
42978,504,gastric inhibitory polypeptide receptor,UMLS
42979,504,"receptor, gastric inhibitory polypeptide",UMLS
42980,504,glucose-dependent insulinotropic polypeptide receptor,UMLS
42981,504,GIP receptor,UMLS
42982,504,gastric inhibitory polypeptide receptors,UMLS
42983,504,ConceptWiki:6cde8fd0-631c-48c7-8026-d064e8de2a11,CW_XREF
42984,504,MESH:C041086,MESH_XREF
43005,506,"Receptors, Formyl Peptide",CONCEPT_WIKI
43006,506,F Chemotactic Peptide Receptor,CONCEPT_WIKI
43007,506,N formyl Hexapeptide Receptor,CONCEPT_WIKI
43008,506,RECEPT CHEMOTACTIC PEPTIDE,CONCEPT_WIKI
43009,506,fMet-Leu-Phe Receptor,CONCEPT_WIKI
43010,506,CHEMOATTRACTANT RECEPT,CONCEPT_WIKI
43011,506,F CHEMOTACTIC PEPTIDE RECEPT,CONCEPT_WIKI
43012,506,"Peptide Receptors, Formyl",CONCEPT_WIKI
43013,506,"Peptide Receptor, Chemotactic",CONCEPT_WIKI
43014,506,RECEPT FORMYL PEPTIDE,CONCEPT_WIKI
43015,506,N Formylmethionyl Peptide Receptor,CONCEPT_WIKI
43016,506,"Receptor, Chemotactic Peptide",CONCEPT_WIKI
43017,506,N FORMYL HEXAPEPTIDE RECEPT,CONCEPT_WIKI
43018,506,fMet Leu Phe Receptor,CONCEPT_WIKI
43019,506,"Receptor, N-Formylmethionyl Peptide",CONCEPT_WIKI
43020,506,Formyl Peptide Receptors,CONCEPT_WIKI
43021,506,N-formyl Hexapeptide Receptor,CONCEPT_WIKI
43022,506,Chemotactic Peptide Receptor,CONCEPT_WIKI
43023,506,N FORMYLMETHIONYL PEPTIDE RECEPT,CONCEPT_WIKI
43024,506,CHEMOTACTIC PEPTIDE RECEPT,CONCEPT_WIKI
43025,506,FMET LEU PHE RECEPT,CONCEPT_WIKI
43026,506,"Receptor, FMLP",CONCEPT_WIKI
43027,506,Chemoattractant Receptor,CONCEPT_WIKI
43028,506,"Receptor, Formyl Peptide",CONCEPT_WIKI
43030,506,N-Formylmethionyl Peptide Receptor,CONCEPT_WIKI
43031,506,FORMYL PEPTIDE RECEPT,CONCEPT_WIKI
43032,506,"Peptide Receptor, N-Formylmethionyl",CONCEPT_WIKI
43033,506,"Receptor, fMet-Leu-Phe",CONCEPT_WIKI
43034,506,"Hexapeptide Receptor, N-formyl",CONCEPT_WIKI
43035,506,"Receptor, Chemoattractant",CONCEPT_WIKI
43036,506,"Receptor, N-formyl Hexapeptide",CONCEPT_WIKI
43037,506,"Receptor, F-Chemotactic Peptide",CONCEPT_WIKI
43038,506,FMLP RECEPT,CONCEPT_WIKI
43039,506,F-Chemotactic Peptide Receptor,CONCEPT_WIKI
43040,506,FMLP Receptor,CONCEPT_WIKI
43041,506,Formyl Peptide Receptor,CONCEPT_WIKI
43042,506,F Chemotactic Peptide Receptor,UMLS
43043,506,N formyl Hexapeptide Receptor,UMLS
43044,506,RECEPT CHEMOTACTIC PEPTIDE,UMLS
43045,506,fMet-Leu-Phe Receptor,UMLS
43046,506,CHEMOATTRACTANT RECEPT,UMLS
43047,506,F CHEMOTACTIC PEPTIDE RECEPT,UMLS
43048,506,"Peptide Receptors, Formyl",UMLS
43049,506,"Peptide Receptor, Chemotactic",UMLS
43050,506,RECEPT FORMYL PEPTIDE,UMLS
43051,506,N Formylmethionyl Peptide Receptor,UMLS
43052,506,"Receptor, Chemotactic Peptide",UMLS
43053,506,N FORMYL HEXAPEPTIDE RECEPT,UMLS
43054,506,fMet Leu Phe Receptor,UMLS
43055,506,"Receptor, N-Formylmethionyl Peptide",UMLS
43056,506,N-formyl Hexapeptide Receptor,UMLS
43057,506,Formyl Peptide Receptors,UMLS
43058,506,Chemotactic Peptide Receptor,UMLS
43059,506,N FORMYLMETHIONYL PEPTIDE RECEPT,UMLS
43060,506,CHEMOTACTIC PEPTIDE RECEPT,UMLS
43061,506,FMET LEU PHE RECEPT,UMLS
43062,506,"Receptor, FMLP",UMLS
43063,506,Chemoattractant Receptor,UMLS
43064,506,"Receptor, Formyl Peptide",UMLS
43065,506,"Receptors, Formyl Peptide",UMLS
43066,506,N-Formylmethionyl Peptide Receptor,UMLS
43067,506,FORMYL PEPTIDE RECEPT,UMLS
43068,506,"Peptide Receptor, N-Formylmethionyl",UMLS
43069,506,"Hexapeptide Receptor, N-formyl",UMLS
43070,506,"Receptor, fMet-Leu-Phe",UMLS
43071,506,"Receptor, Chemoattractant",UMLS
43072,506,"Receptor, N-formyl Hexapeptide",UMLS
43073,506,"Receptor, F-Chemotactic Peptide",UMLS
43074,506,FMLP RECEPT,UMLS
43075,506,F-Chemotactic Peptide Receptor,UMLS
43076,506,FMLP Receptor,UMLS
43077,506,Formyl Peptide Receptor,UMLS
43078,506,ConceptWiki:2d8f78fe-da56-40b8-ad9d-57ef4f34c6f8,CW_XREF
43079,506,MESH:D044042,MESH_XREF
43080,507,"Receptors, Angiotensin",CONCEPT_WIKI
43081,507,Angiotensin Receptors,CONCEPT_WIKI
43082,507,RECEPT ANGIOTENSIN,CONCEPT_WIKI
43084,507,ANGIOTENSIN RECEPT,CONCEPT_WIKI
43085,507,Angiotensin Receptors,UMLS
43086,507,RECEPT ANGIOTENSIN,UMLS
43087,507,"Receptors, Angiotensin",UMLS
43088,507,ANGIOTENSIN RECEPT,UMLS
43089,507,ConceptWiki:97055284-4b8c-4960-9477-4d019873620a,CW_XREF
43090,507,MESH:D011945,MESH_XREF
43091,508,"Receptors, Bombesin",CONCEPT_WIKI
43092,508,"Receptors, Gastrin Releasing Peptide",CONCEPT_WIKI
43093,508,Gastrin Releasing Peptide Receptors,CONCEPT_WIKI
43094,508,RECEPT GASTRIN RELEASING PEPTIDE,CONCEPT_WIKI
43095,508,"Receptor, Neuromedin B",CONCEPT_WIKI
43096,508,Bombesin Receptor,CONCEPT_WIKI
43097,508,"B Receptors, Neuromedin",CONCEPT_WIKI
43098,508,GASTRIN RELEASING PEPTIDE RECEPT,CONCEPT_WIKI
43099,508,"Receptor, Bombesin",CONCEPT_WIKI
43100,508,"Peptide Receptor, Gastrin-Releasing",CONCEPT_WIKI
43101,508,"B Receptor, Neuromedin",CONCEPT_WIKI
43102,508,NEUROMEDIN B RECEPT,CONCEPT_WIKI
43103,508,BOMBESIN RECEPT,CONCEPT_WIKI
43104,508,Gastrin-Releasing Peptide Receptor,CONCEPT_WIKI
43105,508,"Receptors, Gastrin-Releasing Peptide",CONCEPT_WIKI
43106,508,Gastrin Releasing Peptide Receptor,CONCEPT_WIKI
43107,508,"Receptor, Gastrin-Releasing Peptide",CONCEPT_WIKI
43109,508,RECEPT NEUROMEDIN B,CONCEPT_WIKI
43110,508,Neuromedin B Receptor,CONCEPT_WIKI
43111,508,Neuromedin B Receptors,CONCEPT_WIKI
43112,508,RECEPT BOMBESIN,CONCEPT_WIKI
43113,508,Bombesin Receptors,CONCEPT_WIKI
43114,508,"Peptide Receptors, Gastrin-Releasing",CONCEPT_WIKI
43115,508,"Receptors, Neuromedin B",CONCEPT_WIKI
43116,508,Gastrin-Releasing Peptide Receptors,CONCEPT_WIKI
43117,508,"Receptors, Gastrin Releasing Peptide",UMLS
43118,508,Gastrin Releasing Peptide Receptors,UMLS
43119,508,RECEPT GASTRIN RELEASING PEPTIDE,UMLS
43120,508,"Receptor, Neuromedin B",UMLS
43121,508,Bombesin Receptor,UMLS
43122,508,GASTRIN RELEASING PEPTIDE RECEPT,UMLS
43123,508,"B Receptors, Neuromedin",UMLS
43124,508,"Receptor, Bombesin",UMLS
43125,508,"Peptide Receptor, Gastrin-Releasing",UMLS
43126,508,"B Receptor, Neuromedin",UMLS
43127,508,NEUROMEDIN B RECEPT,UMLS
43128,508,BOMBESIN RECEPT,UMLS
43129,508,Gastrin-Releasing Peptide Receptor,UMLS
43130,508,"Receptors, Gastrin-Releasing Peptide",UMLS
43131,508,Gastrin Releasing Peptide Receptor,UMLS
43132,508,"Receptor, Gastrin-Releasing Peptide",UMLS
43133,508,RECEPT NEUROMEDIN B,UMLS
43134,508,"Receptors, Bombesin",UMLS
43135,508,Neuromedin B Receptor,UMLS
43136,508,Neuromedin B Receptors,UMLS
43137,508,RECEPT BOMBESIN,UMLS
43138,508,Bombesin Receptors,UMLS
43139,508,"Peptide Receptors, Gastrin-Releasing",UMLS
43140,508,"Receptors, Neuromedin B",UMLS
43141,508,Gastrin-Releasing Peptide Receptors,UMLS
43142,508,ConceptWiki:b9610601-404b-4d1a-8a3d-77c676d213dc,CW_XREF
43143,508,MESH:D018004,MESH_XREF
43144,509,"Receptors, Neurotensin",CONCEPT_WIKI
43146,509,"Receptor, Neurotensin",CONCEPT_WIKI
43147,509,Neurotensin Receptor,CONCEPT_WIKI
43148,509,RECEPT NEUROTENSIN,CONCEPT_WIKI
43149,509,NEUROTENSIN RECEPT,CONCEPT_WIKI
43150,509,Neurotensin Receptors,CONCEPT_WIKI
43151,509,"Receptors, Neurotensin",UMLS
43152,509,"Receptor, Neurotensin",UMLS
43153,509,Neurotensin Receptor,UMLS
43154,509,RECEPT NEUROTENSIN,UMLS
43155,509,NEUROTENSIN RECEPT,UMLS
43156,509,Neurotensin Receptors,UMLS
43157,509,ConceptWiki:47b04f5d-f1d3-4a42-8c25-058b263d95d5,CW_XREF
43158,509,MESH:D018028,MESH_XREF
43159,51,Calpain,CONCEPT_WIKI
43160,51,Calcium-Activated Neutral Proteinase,CONCEPT_WIKI
43161,51,"Protease, Calcium-Dependent Neutral",CONCEPT_WIKI
43162,51,Calcium-Dependent Neutral Protease,CONCEPT_WIKI
43163,51,Desminase,CONCEPT_WIKI
43164,51,Ca2+-Activated Protease,CONCEPT_WIKI
43165,51,Calcium-Activated Protease,CONCEPT_WIKI
43166,51,Calcium Dependent Neutral Proteinase,CONCEPT_WIKI
43167,51,Ca2+ Activated Protease,CONCEPT_WIKI
43168,51,Calcium Activated Neutral Protease,CONCEPT_WIKI
43169,51,Calcium Dependent Neutral Protease,CONCEPT_WIKI
43170,51,Calcium-Dependent Neutral Proteinase,CONCEPT_WIKI
43171,51,"Neutral Proteinase, Calcium-Dependent",CONCEPT_WIKI
43172,51,"Proteinase, Calcium-Activated Neutral",CONCEPT_WIKI
43173,51,"Neutral Proteinase, Calcium-Activated",CONCEPT_WIKI
43174,51,"Neutral Protease, Calcium-Dependent",CONCEPT_WIKI
43175,51,"Neutral Protease, Calcium-Activated",CONCEPT_WIKI
43176,51,Calcium-Activated Neutral Protease,CONCEPT_WIKI
43177,51,"Protease, Calcium-Activated Neutral",CONCEPT_WIKI
43179,51,Calcium Activated Neutral Proteinase,CONCEPT_WIKI
43180,51,"Protease, Ca2+-Activated",CONCEPT_WIKI
43181,51,"Proteinase, Calcium-Dependent Neutral",CONCEPT_WIKI
43182,51,"Protease, Calcium-Activated",CONCEPT_WIKI
43183,51,Calcium Activated Protease,CONCEPT_WIKI
43184,51,Calcium-Activated Neutral Proteinase,UMLS
43185,51,"Protease, Calcium-Dependent Neutral",UMLS
43186,51,Calcium-Dependent Neutral Protease,UMLS
43187,51,Desminase,UMLS
43188,51,Ca2+-Activated Protease,UMLS
43189,51,Calcium-Activated Protease,UMLS
43190,51,Calcium Dependent Neutral Proteinase,UMLS
43191,51,Ca2+ Activated Protease,UMLS
43192,51,Calcium Activated Neutral Protease,UMLS
43193,51,Calcium Dependent Neutral Protease,UMLS
43194,51,Calcium-Dependent Neutral Proteinase,UMLS
43195,51,"Neutral Proteinase, Calcium-Dependent",UMLS
43196,51,"Proteinase, Calcium-Activated Neutral",UMLS
43197,51,"Neutral Proteinase, Calcium-Activated",UMLS
43198,51,"Neutral Protease, Calcium-Dependent",UMLS
43199,51,"Neutral Protease, Calcium-Activated",UMLS
43200,51,Calpain,UMLS
43201,51,Calcium-Activated Neutral Protease,UMLS
43202,51,"Protease, Calcium-Activated Neutral",UMLS
43203,51,Calcium Activated Neutral Proteinase,UMLS
43204,51,"Protease, Calcium-Activated",UMLS
43205,51,"Protease, Ca2+-Activated",UMLS
43206,51,"Proteinase, Calcium-Dependent Neutral",UMLS
43207,51,Calcium Activated Protease,UMLS
43208,51,ConceptWiki:4ce5f753-6172-4746-8c85-2b2c693d603b,CW_XREF
43209,51,MESH:D002154,MESH_XREF
43210,510,"Receptors, Calcitonin Gene-Related Peptide",CONCEPT_WIKI
43212,510,CGRP RECEPT,CONCEPT_WIKI
43213,510,CGRP Receptor,CONCEPT_WIKI
43214,510,CGRP Receptors,CONCEPT_WIKI
43215,510,Calcitonin Gene Related Peptide Receptor,CONCEPT_WIKI
43216,510,"Receptors, CGRP",CONCEPT_WIKI
43217,510,Calcitonin Gene Related Peptide Receptors,CONCEPT_WIKI
43218,510,RECEPT CALCITONIN GENE RELAT PEPTIDE,CONCEPT_WIKI
43219,510,Calcitonin Gene-Related Peptide Receptors,CONCEPT_WIKI
43220,510,RECEPT CGRP,CONCEPT_WIKI
43221,510,CALCITONIN GENE RELAT PEPTIDE RECEPT,CONCEPT_WIKI
43222,510,"Receptors, Calcitonin Gene Related Peptide",CONCEPT_WIKI
43223,510,Calcitonin-Gene Related Peptide Receptor,CONCEPT_WIKI
43224,510,CGRP Receptor,UMLS
43225,510,CGRP RECEPT,UMLS
43226,510,"Receptors, Calcitonin Gene-Related Peptide",UMLS
43227,510,CGRP Receptors,UMLS
43228,510,Calcitonin Gene Related Peptide Receptor,UMLS
43229,510,"Receptors, CGRP",UMLS
43230,510,Calcitonin Gene Related Peptide Receptors,UMLS
43231,510,RECEPT CALCITONIN GENE RELAT PEPTIDE,UMLS
43232,510,Calcitonin Gene-Related Peptide Receptors,UMLS
43233,510,RECEPT CGRP,UMLS
43234,510,CALCITONIN GENE RELAT PEPTIDE RECEPT,UMLS
43235,510,"Receptors, Calcitonin Gene Related Peptide",UMLS
43236,510,Calcitonin-Gene Related Peptide Receptor,UMLS
43237,510,ConceptWiki:31cf019e-db51-4f3f-85fc-eacafee32db8,CW_XREF
43238,510,MESH:D018015,MESH_XREF
43257,515,"Receptors, Melanocortin",CONCEPT_WIKI
43259,515,RECEPT MELANOCORTIN,CONCEPT_WIKI
43260,515,Melanocortin Receptor,CONCEPT_WIKI
43261,515,"Receptor, Melanocortin",CONCEPT_WIKI
43262,515,MELANOCORTIN RECEPT,CONCEPT_WIKI
43263,515,Melanocortin Receptors,CONCEPT_WIKI
43264,515,"Receptors, Melanocortin",UMLS
43265,515,RECEPT MELANOCORTIN,UMLS
43266,515,Melanocortin Receptor,UMLS
43267,515,"Receptor, Melanocortin",UMLS
43268,515,MELANOCORTIN RECEPT,UMLS
43269,515,Melanocortin Receptors,UMLS
43270,515,ConceptWiki:413b2b9c-aa1e-4d01-be8d-2c46c9d27327,CW_XREF
43271,515,MESH:D044101,MESH_XREF
43272,516,"Receptors, Neuropeptide",CONCEPT_WIKI
43273,516,Neuropeptides Receptors,CONCEPT_WIKI
43274,516,"Receptor, Neuropeptide",CONCEPT_WIKI
43275,516,Neuropeptide Receptors,CONCEPT_WIKI
43277,516,NEUROPEPTIDE RECEPT,CONCEPT_WIKI
43278,516,Neuropeptide Receptor,CONCEPT_WIKI
43279,516,"Receptors, Neuropeptides",CONCEPT_WIKI
43280,516,RECEPT NEUROPEPTIDES,CONCEPT_WIKI
43281,516,RECEPT NEUROPEPTIDE,CONCEPT_WIKI
43282,516,Neuropeptides Receptors,UMLS
43283,516,"Receptor, Neuropeptide",UMLS
43284,516,"Receptors, Neuropeptide",UMLS
43285,516,Neuropeptide Receptors,UMLS
43286,516,NEUROPEPTIDE RECEPT,UMLS
43287,516,"Receptors, Neuropeptides",UMLS
43288,516,Neuropeptide Receptor,UMLS
43289,516,RECEPT NEUROPEPTIDES,UMLS
43290,516,RECEPT NEUROPEPTIDE,UMLS
43291,516,ConceptWiki:68aaf714-379a-46f8-8d35-e7e72bc88405,CW_XREF
43292,516,MESH:D018013,MESH_XREF
43293,517,"Receptors, Somatostatin",CONCEPT_WIKI
43294,517,SRIH Receptors,CONCEPT_WIKI
43295,517,Somatostatin Receptors,CONCEPT_WIKI
43296,517,"Receptors, Somatotropin Release Inhibiting Hormone",CONCEPT_WIKI
43297,517,RECEPT SOMATOTROPIN RELEASE INHIB HORMONE,CONCEPT_WIKI
43299,517,RECEPT SOMATOSTATIN,CONCEPT_WIKI
43300,517,"Receptors, SRIH",CONCEPT_WIKI
43301,517,SRIH RECEPT,CONCEPT_WIKI
43302,517,"Receptor, Somatostatin",CONCEPT_WIKI
43303,517,RECEPT SRIH,CONCEPT_WIKI
43304,517,Somatostatin Receptor,CONCEPT_WIKI
43305,517,SOMATOSTATIN RECEPT,CONCEPT_WIKI
43306,517,Somatostatin Receptors,UMLS
43307,517,SRIH Receptors,UMLS
43308,517,RECEPT SOMATOTROPIN RELEASE INHIB HORMONE,UMLS
43309,517,"Receptors, Somatotropin Release Inhibiting Hormone",UMLS
43310,517,"Receptors, Somatostatin",UMLS
43311,517,"Receptors, SRIH",UMLS
43312,517,RECEPT SOMATOSTATIN,UMLS
43313,517,"Receptor, Somatostatin",UMLS
43314,517,SRIH RECEPT,UMLS
43315,517,RECEPT SRIH,UMLS
43316,517,Somatostatin Receptor,UMLS
43317,517,SOMATOSTATIN RECEPT,UMLS
43318,517,ConceptWiki:231f5e6f-3770-40ab-8783-73157043f152,CW_XREF
43319,517,MESH:D017481,MESH_XREF
43320,518,somatotropin releasing hormone receptor,CONCEPT_WIKI
43321,518,GHRH receptors,CONCEPT_WIKI
43322,518,GHRH receptor,CONCEPT_WIKI
43323,518,SRH receptor,CONCEPT_WIKI
43324,518,somatotropin releasing hormone receptors,CONCEPT_WIKI
43325,518,"receptor, GHRH",CONCEPT_WIKI
43327,518,"receptor, SRH",CONCEPT_WIKI
43328,518,growth hormone-releasing hormone receptor,CONCEPT_WIKI
43329,518,"receptor, somatotropin releasing hormone",CONCEPT_WIKI
43330,518,GHRH receptors,UMLS
43331,518,GHRH receptor,UMLS
43332,518,SRH receptor,UMLS
43333,518,somatotropin releasing hormone receptors,UMLS
43334,518,"receptor, GHRH",UMLS
43335,518,somatotropin releasing hormone receptor,UMLS
43336,518,growth hormone-releasing hormone receptor,UMLS
43337,518,"receptor, SRH",UMLS
43338,518,"receptor, somatotropin releasing hormone",UMLS
43339,518,ConceptWiki:62c4bf52-eddc-4ba3-a19a-c142c75995ba,CW_XREF
43340,518,MESH:C048250,MESH_XREF
43371,52,asparaginylendopeptidase,CONCEPT_WIKI
43372,52,Peptidase C13 family,CONCEPT_WIKI
43373,52,legumain,CONCEPT_WIKI
43374,52,asparaginyl endopeptidase,CONCEPT_WIKI
43376,52,legumain,UMLS
43377,52,asparaginyl endopeptidase,UMLS
43378,52,asparaginylendopeptidase,UMLS
43379,52,ConceptWiki:ee6a2af4-9519-40f8-b853-ed336ff98cb8,CW_XREF
43380,52,MESH:C069586,MESH_XREF
43570,528,C5a anaphylatoxin chemotactic receptor,CONCEPT_WIKI
43573,528,ConceptWiki:6edfc468-e8a1-49cb-adea-bf66a329d695,CW_XREF
43575,53,Caspases,CONCEPT_WIKI
43577,53,Caspases,UMLS
43578,53,ConceptWiki:cd0beeec-7582-495a-b186-b9961240efd7,CW_XREF
43579,53,MESH:D020169,MESH_XREF
43635,533,"Receptors, Adrenomedullin",CONCEPT_WIKI
43636,533,Adrenomedullin Receptor,CONCEPT_WIKI
43637,533,Adrenomedullin Receptors,CONCEPT_WIKI
43639,533,"Receptor, Adrenomedullin",CONCEPT_WIKI
43640,533,Adrenomedullin Receptor,UMLS
43641,533,Adrenomedullin Receptors,UMLS
43642,533,"Receptors, Adrenomedullin",UMLS
43643,533,"Receptor, Adrenomedullin",UMLS
43644,533,ConceptWiki:3d8f3047-0ffc-421f-9914-9ffefffb9596,CW_XREF
43645,533,MESH:D058265,MESH_XREF
43646,534,"Receptors, Neuropeptide Y",CONCEPT_WIKI
43647,534,RECEPT NEUROPEPTIDE Y,CONCEPT_WIKI
43648,534,Neuropeptide Y Receptor,CONCEPT_WIKI
43649,534,NEUROPEPTIDE Y RECEPT,CONCEPT_WIKI
43651,534,"Receptor, Neuropeptide Y",CONCEPT_WIKI
43652,534,Neuropeptide Y Receptors,CONCEPT_WIKI
43653,534,RECEPT NEUROPEPTIDE Y,UMLS
43654,534,"Receptors, Neuropeptide Y",UMLS
43655,534,NEUROPEPTIDE Y RECEPT,UMLS
43656,534,Neuropeptide Y Receptor,UMLS
43657,534,"Receptor, Neuropeptide Y",UMLS
43658,534,Neuropeptide Y Receptors,UMLS
43659,534,ConceptWiki:8199f9c6-a604-489b-948d-f5d7993dd404,CW_XREF
43660,534,MESH:D017476,MESH_XREF
43661,535,"Receptors, Dopamine",CONCEPT_WIKI
43662,535,Dopamine Receptors,CONCEPT_WIKI
43663,535,Dopamine Receptor,CONCEPT_WIKI
43664,535,DOPAMINE RECEPT,CONCEPT_WIKI
43666,535,RECEPT DOPAMINE,CONCEPT_WIKI
43667,535,"Receptor, Dopamine",CONCEPT_WIKI
43668,535,Dopamine Receptors,UMLS
43669,535,Dopamine Receptor,UMLS
43670,535,DOPAMINE RECEPT,UMLS
43671,535,"Receptors, Dopamine",UMLS
43672,535,RECEPT DOPAMINE,UMLS
43673,535,"Receptor, Dopamine",UMLS
43674,535,ConceptWiki:99b6483c-9835-4fb1-8175-e439416a5c81,CW_XREF
43675,535,MESH:D011954,MESH_XREF
43728,54,gingipain,CONCEPT_WIKI
43729,54,Peptidase C25 family,CONCEPT_WIKI
43731,54,gingipain,UMLS
43732,54,ConceptWiki:24b264d1-caee-44a3-b8f9-71bb8f3775aa,CW_XREF
43733,54,MESH:C076657,MESH_XREF
43734,540,"Receptors, Cholecystokinin",CONCEPT_WIKI
43735,540,CCK Receptor,CONCEPT_WIKI
43736,540,CHOLECYSTOKININ RECEPT,CONCEPT_WIKI
43737,540,Cholecystokinin Receptor,CONCEPT_WIKI
43738,540,CCK RECEPT,CONCEPT_WIKI
43739,540,"Receptors, CCK",CONCEPT_WIKI
43740,540,"Receptor, Cholecystokinin",CONCEPT_WIKI
43741,540,Cholecystokinin Receptors,CONCEPT_WIKI
43742,540,"Receptors, Pancreozymin",CONCEPT_WIKI
43743,540,RECEPT CCK,CONCEPT_WIKI
43744,540,"Receptor, CCK",CONCEPT_WIKI
43745,540,RECEPT CHOLECYSTOKININ,CONCEPT_WIKI
43746,540,CCK Receptors,CONCEPT_WIKI
43747,540,RECEPT PANCREOZYMIN,CONCEPT_WIKI
43748,540,Pancreozymin Receptors,CONCEPT_WIKI
43749,540,PANCREOZYMIN RECEPT,CONCEPT_WIKI
43751,540,CCK Receptor,UMLS
43752,540,CHOLECYSTOKININ RECEPT,UMLS
43753,540,Cholecystokinin Receptor,UMLS
43754,540,CCK RECEPT,UMLS
43755,540,"Receptors, CCK",UMLS
43756,540,"Receptor, Cholecystokinin",UMLS
43757,540,Cholecystokinin Receptors,UMLS
43758,540,"Receptors, Pancreozymin",UMLS
43759,540,RECEPT CCK,UMLS
43760,540,"Receptor, CCK",UMLS
43761,540,RECEPT CHOLECYSTOKININ,UMLS
43762,540,CCK Receptors,UMLS
43763,540,RECEPT PANCREOZYMIN,UMLS
43764,540,Pancreozymin Receptors,UMLS
43765,540,PANCREOZYMIN RECEPT,UMLS
43766,540,"Receptors, Cholecystokinin",UMLS
43767,540,ConceptWiki:a1624251-01b8-4c73-a972-bc9ebbfeea5c,CW_XREF
43768,540,MESH:D011949,MESH_XREF
43769,541,"Receptors, Histamine",CONCEPT_WIKI
43771,541,"Receptor, Histamine",CONCEPT_WIKI
43772,541,Histamine Receptor,CONCEPT_WIKI
43773,541,RECEPT HISTAMINE,CONCEPT_WIKI
43774,541,Histamine Receptors,CONCEPT_WIKI
43775,541,HISTAMINE RECEPT,CONCEPT_WIKI
43776,541,"Receptors, Histamine",UMLS
43777,541,"Receptor, Histamine",UMLS
43778,541,RECEPT HISTAMINE,UMLS
43779,541,Histamine Receptor,UMLS
43780,541,Histamine Receptors,UMLS
43781,541,HISTAMINE RECEPT,UMLS
43782,541,ConceptWiki:ba819ee8-3c11-435a-b3ed-bd83d764b97d,CW_XREF
43783,541,MESH:D011968,MESH_XREF
43784,542,"Receptors, Serotonin",CONCEPT_WIKI
43785,542,"Receptors, 5-HT",CONCEPT_WIKI
43786,542,5-Hydroxytryptamine Receptors,CONCEPT_WIKI
43787,542,"Receptors, 5-Hydroxytryptamine",CONCEPT_WIKI
43788,542,Serotonin Receptors,CONCEPT_WIKI
43789,542,5 HT RECEPT,CONCEPT_WIKI
43790,542,RECEPT 5 HYDROXYTRYPTAMINE,CONCEPT_WIKI
43791,542,5 Hydroxytryptamine Receptors,CONCEPT_WIKI
43792,542,5-HT Receptors,CONCEPT_WIKI
43793,542,HYDROXYTRYPTAMINE RECEPTORS 05,CONCEPT_WIKI
43794,542,"Receptors, 5 Hydroxytryptamine",CONCEPT_WIKI
43795,542,RECEPT SEROTONIN,CONCEPT_WIKI
43796,542,RECEPT 5 HT,CONCEPT_WIKI
43797,542,5 HT Receptors,CONCEPT_WIKI
43798,542,"Receptors, 5 HT",CONCEPT_WIKI
43799,542,SEROTONIN RECEPT,CONCEPT_WIKI
43801,542,HT 05 RECEPTORS,CONCEPT_WIKI
43802,542,5 HYDROXYTRYPTAMINE RECEPT,CONCEPT_WIKI
43803,542,"Receptors, 5-HT",UMLS
43804,542,5-Hydroxytryptamine Receptors,UMLS
43805,542,"Receptors, 5-Hydroxytryptamine",UMLS
43806,542,Serotonin Receptors,UMLS
43807,542,5 HT RECEPT,UMLS
43808,542,RECEPT 5 HYDROXYTRYPTAMINE,UMLS
43809,542,5 Hydroxytryptamine Receptors,UMLS
43810,542,5-HT Receptors,UMLS
43811,542,HYDROXYTRYPTAMINE RECEPTORS 05,UMLS
43812,542,"Receptors, 5 Hydroxytryptamine",UMLS
43813,542,RECEPT SEROTONIN,UMLS
43814,542,RECEPT 5 HT,UMLS
43815,542,5 HT Receptors,UMLS
43816,542,"Receptors, 5 HT",UMLS
43817,542,SEROTONIN RECEPT,UMLS
43818,542,"Receptors, Serotonin",UMLS
43819,542,HT 05 RECEPTORS,UMLS
43820,542,5 HYDROXYTRYPTAMINE RECEPT,UMLS
43821,542,ConceptWiki:da174bb7-ff83-4718-9cb7-91ff3067bc93,CW_XREF
43822,542,MESH:D011985,MESH_XREF
43843,544,"Receptors, Adrenergic",CONCEPT_WIKI
43844,544,ADREN RECEPT,CONCEPT_WIKI
43845,544,"Receptor, Adrenergic",CONCEPT_WIKI
43846,544,Adrenergic Receptors,CONCEPT_WIKI
43847,544,Epinephrine Receptors,CONCEPT_WIKI
43848,544,EPINEPHRINE RECEPT,CONCEPT_WIKI
43850,544,RECEPT EPINEPHRINE,CONCEPT_WIKI
43851,544,RECEPT ADREN,CONCEPT_WIKI
43852,544,"Receptors, Epinephrine",CONCEPT_WIKI
43853,544,Adrenoceptors,CONCEPT_WIKI
43854,544,Adrenergic Receptor,CONCEPT_WIKI
