mol_atc_id,level5,molregno
40781,R06AA56,1383214
40782,S01XA05,2197378
40783,R01AC05,1377886
40784,J01DD54,83724
40785,N07BB02,1763638
40786,B03XA01,1381358
40787,C05BA53,1380517
40788,V04CD01,86284
40789,G03BB01,429213
40790,S01KA51,1383114
40791,J01MA22,15423
40792,J05AH03,228354
40793,L01BC09,82983
40794,L01XE46,1763574
40795,L02BB05,1672700
40796,L03AA17,2335771
40797,L03AB15,2335790
40798,A16AB17,1926770
40799,M01AH07,277493
40800,S01XA11,1377176
40801,H01BA02,366868
40802,J01AA01,454084
40803,L03AX13,675604
40804,M01AB15,5080
40805,A10BB08,341224
40806,L01XX48,1378007
40807,J01XX11,706046
40808,S01AD08,675519
40809,S03AA03,2197609
40810,A06AD19,2197351
40811,C07AB09,43354
40812,C08CA14,451341
40813,J01EC02,2131
40814,J01ED03,516057
40815,J01DD11,675155
40816,A16AX09,1378015
40817,A07DA02,1380180
40818,S01AA01,674680
40819,V08AB06,674506
40820,S01BA02,439720
40821,C05CA03,393440
40822,N02BA11,77652
40823,V04CG02,675274
40824,B05CA02,48849
40825,C10AB05,28331
40826,N07BC05,267966
40827,A11HA32,1377056
40828,B01AB02,1380840
40829,C01CA07,84505
40830,S01GX03,1377886
40831,J01FA03,1248707
40832,L01AB02,452239
40833,P01BD51,2080
40834,R01AD06,674327
40835,J06BB07,1380965
40836,D10AD54,13928
40837,N06AA10,2262
40838,A02BX04,1160184
40839,V08AC03,1378642
40840,S01AE07,1788
40841,L04AD01,72873
40842,M01AB13,66507
40843,M03BA52,230249
40844,C01DX13,772957
40845,C01AA06,465355
40846,R06AB01,54051
40847,D08AJ04,182325
40848,C03XA01,227437
40849,A04AA55,663629
40850,P03AX02,1152063
40851,J07AJ52,1381485
40852,S01BA01,365281
40853,L01XD04,20917
40854,N05AE05,699372
40855,A16AX06,122901
40856,R06AC01,10661
40857,H02AB01,674335
40858,J01FA13,1592294
40859,L01BC05,75901
40860,P01BE05,420212
40861,A06AX06,122247
40862,C05CA01,378065
40863,L03AA12,1381241
40864,D10AD51,2208
40865,A09AB04,240769
40866,A01AB07,130007
40867,A01AC02,1337005
40868,N03AB54,66016
40869,B01AD05,675522
40870,C04AC07,1376791
40871,C05AA05,419410
40872,R02AX02,11674
40873,S01HA04,209007
40874,D07AC07,674963
40875,G04BX12,763100
40876,L01BA03,374007
40877,N05AC01,418410
40878,R01AD06,674489
40879,M05BA04,70674
40880,P02CC01,1049174
40881,M01AE14,317909
40882,L04AA18,1248731
40883,D11AC08,1377757
40884,N02CX01,65404
40885,J01DF02,1037673
40886,R07AX02,1331852
40887,C02DG01,674289
40888,A05AA04,574221
40889,S03BA02,27370
40890,R05DB01,798263
40891,R06AA07,418482
40892,L01XC06,675579
40893,S01CB02,674860
40894,S01AE08,675711
40895,N05AX14,13949
40896,A07AX02,754676
40897,G01AE01,2096405
40898,C10AX14,1381980
40899,A02BX03,6772
40900,C10AD03,1078593
40901,D10AD03,244450
40902,G01AC02,8193
40903,C10AX11,456123
40904,R05DA01,1092901
40905,R05DA09,77456
40906,J02AC01,13758
40907,L01XX39,246935
40908,L01AA02,11002
40909,J01MA06,246
40910,M02AX02,43448
40911,N06AF06,150717
40912,N05CA10,2198
40913,R03BA04,674489
40914,R03DA04,381693
40915,J06BB22,1926775
40916,N06AA17,155045
40917,C01DX52,31171
40918,S01JA01,2335038
40919,L01BB05,624161
40920,L04AA13,93895
40921,M01AB09,758576
40922,A03AX08,418413
40923,R02AA19,13456
40924,A11HA08,1380372
40925,L04AC11,1121941
40926,A05BA07,2039355
40927,S01AX14,38432
40928,V09DB07,1380160
40929,R05DA10,1377021
40930,G03BB02,34933
40931,J01GA01,334866
40932,N05BA23,418452
40933,C03DA02,795084
40934,C05AA01,674919
40935,A10BF02,445681
40936,V08AC09,675212
40937,V08DA05,1160053
40938,D07AA02,674446
40939,D07AA03,674860
40940,D07XC01,674327
40941,G03AD01,328164
40942,N05AH02,2261
40943,A03CA02,674901
40944,A03FA04,418421
40945,A02BX77,1377355
40946,N04BA04,752782
40947,A16AB02,675396
40948,C02AA07,2197466
40949,C05AA12,674829
40950,R06AX32,1377775
40951,A03AB04,1383140
40952,N06BX02,453831
40953,R03CC05,1013780
40954,A16AX04,281549
40955,C03AX01,2045
40956,J01XE03,2039225
40957,R06AB05,208661
40958,L01DB09,624185
40959,M03BX09,1243552
40960,D01AE16,499440
40961,D10AF52,12506
40962,L01XC13,1328912
40963,M09AA01,1363842
40964,N07BC04,20130
40965,N01AA01,17033
40966,L04AX02,5028
40967,A05AA03,343964
40968,D10AX03,230691
40969,C01BD02,624251
40970,R05DB03,898773
40971,J02AX06,84251
40972,S01BA15,105252
40973,A06AB01,826568
40974,D11AX06,13474
40975,A11CC05,125294
40976,H03AA04,60268
40977,H05AA02,675370
40978,N02BG08,1376022
40979,B05AA07,1380714
40980,C01DX14,1383224
40981,N04BC03,2039260
40982,V08AD02,1376663
40983,D08AG02,675675
40984,N01AH01,19915
40985,P01BE02,573926
40986,C01CA24,28976
40987,S03BA02,674860
40988,G02CB03,675038
40989,M01AB01,173
40990,A01AB14,1376525
40991,A06AD15,466350
40992,R06AE05,469632
40993,R03DX09,1380695
40994,B02BB01,1381338
40995,C03BA82,1378437
40996,P01CD01,118669
40997,B03AB03,1086440
40998,L04AA36,1380307
40999,L04AC14,1380996
41000,A05AA01,404691
41001,C10AX12,282991
41002,C02AA53,1941483
41003,A10BF03,490151
41004,A01AB04,8873
41005,V03AE02,675749
41006,D09AA02,372428
41007,N05CA07,674753
41008,L01XX54,624225
41009,J05AP06,1378005
41010,C01BG01,139866
41011,S01AD07,74284
41012,G02CA02,186531
41013,L01AB03,453498
41014,L01DB06,158277
41015,N05AB09,1078575
41016,M04AA01,395607
41017,A02BX06,153476
41018,D10AB02,1377757
41019,M01AE06,219327
41020,M01CB03,308917
41021,N02BA77,907761
41022,C05AA01,674446
41023,V03AE06,1376070
41024,G03DC06,674575
41025,G01AA09,2197764
41026,N06AA02,605
41027,C02DC01,51042
41028,L01XC02,675578
41029,N05AG02,364141
41030,J01MA12,1795
41031,L01XX50,1927281
41032,G01AA07,421157
41033,N05BA13,95970
41034,S02DA04,147956
41035,C01BC09,1318954
41036,S01AB04,2525
41037,N05AB08,608817
41038,M03AA04,1378111
41039,C01CA01,139072
41040,C10AX08,2039323
41041,J02AC05,433556
41042,J02AX01,393942
41043,D07AB09,674400
41044,L01CA02,142808
41045,S02AA04,2039212
41046,R03DX08,1380150
41047,D04AA32,27629
41048,J01FA02,497011
41049,N05AB04,37266
41050,N06BX04,2096398
41051,L01XX51,1380993
41052,C07AB07,27417
41053,D10AA03,954312
41054,R03AC10,1383220
41055,B01AC11,7494
41056,C03BX03,321738
41057,B01AA04,394229
41058,J01MA21,2197375
41059,V08CA11,1248762
41060,V09EA01,1369665
41061,S01XA12,674930
41062,G03DB02,675090
41063,J05AE10,267163
41064,R01AD53,365281
41065,A03AB09,675183
41066,A05AA02,442013
41067,A16AB18,2039353
41068,L01XX56,1592376
41069,A05AX02,10550
41070,B05CX03,44010
41071,C01CA51,139072
41072,A02AB06,2039270
41073,D09AA03,70239
41074,H01BA04,1407411
41075,G03GA06,675667
41076,P02DA01,378218
41077,N06AX19,50290
41078,N02BE74,1078605
41079,V03AX03,1369604
41080,G04BA01,674890
41081,N02CB01,1377202
41082,L01XE17,716337
41083,R05DA06,267841
41084,D07AC21,674859
41085,A01AD01,28976
41086,G01AA08,624269
41087,M03BA03,675068
41088,C01BA03,11143
41089,N02BA08,2039185
41090,A02BA04,1672366
41091,D09AA09,675675
41092,R03DC04,23745
41093,A12CB01,674880
41094,C07AG01,1785
41095,J01MA11,17136
41096,N06AB09,1122107
41097,D07XC01,27152
41098,J05AB14,675265
41099,J06BB01,1381025
41100,J01MB02,147
41101,C04AE02,796834
41102,A01AB13,373985
41103,D07AB10,674940
41104,B02AB04,598444
41105,B01AA11,1377671
41106,D08AX03,13616
41107,L01XE31,522730
41108,V04CC03,164064
41109,R06AC53,668237
41110,A07AA10,1451060
41111,R01AX08,312304
41112,P03AX05,1380466
41113,A07BA01,1378319
41114,A12CC06,2039252
41115,A03AC02,2039333
41116,J01FF02,378207
41117,N05AA07,80719
41118,D01AE17,658310
41119,N02BA14,1377367
41120,R03CC06,675164
41121,J05AP09,1626743
41122,C01DA59,1383604
41123,A10BB12,405366
41124,R05DB11,1377170
41125,S01EE03,674914
41126,L03AX01,1380475
41127,M05BA01,70675
41128,N01BX03,13456
41129,L01AX04,5772
41130,D01AA04,442650
41131,N06BA07,317124
41132,V04CD05,1381128
41133,A10AE05,1376661
41134,J01AA12,373970
41135,G01AF17,242303
41136,A02BA05,2335157
41137,B01AX05,675153
41138,C01DA63,1379853
41139,D01AC19,1376147
41140,V08AD03,674772
41141,S02DA02,333370
41142,B03BA05,1536559
41143,L01XE39,608601
41144,M02AA28,1379236
41145,J01XA05,1076140
41146,N06AA01,6243
41147,N03AD03,31857
41148,C01AA07,465356
41149,D08AX02,428535
41150,P02CX02,1152068
41151,V09IB01,674593
41152,G04BE04,15191
41153,N05AL04,27616
41154,L01XX27,1539205
41155,J01DH05,43449
41156,A12CC04,2197351
41157,A07AA03,674607
41158,D01AE12,1362
41159,J01ED04,674310
41160,R03AC02,34094
41161,P03BX04,1152052
41162,V03AB33,1376007
41163,D08AJ03,114108
41164,H02AA02,674961
41165,N02AA59,6167
41166,C07AA15,62182
41167,C01CA08,44648
41168,C01AX02,610502
41169,V10BX02,1369669
41170,V08AC07,674721
41171,N05AD02,14882
41172,L02BG04,374548
41173,N05CE03,1103232
41174,B05XA04,674890
41175,C01BB02,15958
41176,S01AX18,675675
41177,V08AC01,1038438
41178,J04AK05,373981
41179,D04AA09,668237
41180,N05AF01,80542
41181,L01AA05,1470
41182,B01AC01,1376576
41183,B01AC16,191902
41184,B01AD01,1380413
41185,C05AD02,32027
41186,A07EA02,674919
41187,V08AA09,1383418
41188,P01CC01,56480
41189,L01XX22,33216
41190,M01AB05,29890
41191,N05CD05,27419
41192,R03CB53,1381409
41193,R06AX31,661644
41194,C02AA57,2197466
41195,B01AA02,33727
41196,A01AB19,2039304
41197,V03AF07,675388
41198,V08AA03,675190
41199,A06AB58,1078532
41200,D01AE18,134040
41201,J01MA15,1853
41202,N06AA18,752797
41203,M02AA19,16308
41204,B02AB01,675554
41205,D06BB11,674404
41206,D04AB02,147956
41207,P01AA02,8193
41208,P01BA02,429737
41209,M04AB03,374182
41210,A02BB02,1376464
41211,D10AX05,126356
41212,N06AG02,139099
41213,N03AG03,10909
41214,V04CJ01,675540
41215,A14AA07,149457
41216,D03AX06,675377
41217,V03AB36,20131
41218,M02AB02,141088
41219,B01AC13,675576
41220,C07AB08,36502
41221,R02AD01,16735
41222,R03DA08,1383200
41223,D05BA02,1063
41224,J07AM52,1381141
41225,P01AX04,586457
41226,J01EB08,1379759
41227,C04AX19,418491
41228,A02BX09,348947
41229,C01AA52,1362532
41230,C02CA03,488012
41231,A01AA51,426045
41232,S01BA05,674829
41233,D08AE05,419430
41234,G03BA03,674286
41235,J06BC01,1381447
41236,L01XX23,504310
41237,A03AX05,936833
41238,J01XB01,1451060
41239,V08AA08,1378659
41240,P02BA01,99024
41241,L01XX02,1381255
41242,C02DB04,1378831
41243,R05CA07,2039230
41244,S01AA26,12428
41245,A07BC02,2096416
41246,N05AE02,3799
41247,P01AA04,373953
41248,L01XX24,1380812
41249,H03AA02,675070
41250,L03AX02,8816
41251,N02AA02,1380180
41252,C09AA06,454141
41253,L03AB01,1380772
41254,N03AG01,15217
41255,R06AE03,27546
41256,G03CC04,342897
41257,P01CX01,314132
41258,N01BB08,150423
41259,C01CA18,78400
41260,M01AB12,913546
41261,V09EB01,1380259
41262,S02AA02,70239
41263,N03AA04,2096352
41264,A02AD05,2096373
41265,L01XE38,1420377
41266,J01CE09,1051276
41267,A16AX05,1674277
41268,C01EB13,975608
41269,A10BX05,1376028
41270,D05AX01,516838
41271,H04AA01,40542
41272,D07XB03,1379033
41273,R03CB02,1331758
41274,M09AX06,1380544
41275,M05BX02,1381282
41276,L01XC11,1153495
41277,J01DI03,566893
41278,C01CE04,442681
41279,C03BA07,1205829
41280,A10AC04,675366
41281,D10AX04,2039181
41282,J05AX13,686453
41283,C08CA09,453548
41284,D05BA01,402531
41285,B05AA09,1381229
41286,B01AC03,706010
41287,A07EB01,7725
41288,S01AE02,246
41289,S01GA52,245084
41290,D04AA13,26443
41291,N07BC51,446784
41292,N05CD10,674423
41293,A07DA53,62259
41294,S01XA23,923
41295,R05DB12,1378353
41296,R06AA09,111498
41297,D07AB05,1379671
41298,D07XC04,454305
41299,N04BD02,75752
41300,M03BX04,611591
41301,N01BB52,6723
41302,N02AB52,22528
41303,M03AC09,674599
41304,N06AB05,6643
41305,N06BA01,543
41306,D06AX12,333157
41307,H01BA05,1171648
41308,N05CF02,80965
41309,G04BX10,21436
41310,R02AA03,1673728
41311,G01AF05,52874
41312,J01AA06,421157
41313,G03BA01,377718
41314,D08AK04,2096432
41315,L01XC32,2039198
41316,S01XA26,429204
41317,C01CX09,429156
41318,A07XA06,1380450
41319,A03BA04,1381172
41320,L04AC16,1540520
41321,R06AX03,1377728
41322,D06BA03,1148
41323,H02AB01,674489
41324,P01AX08,633554
41325,M03BX07,1377797
41326,J07BL01,1381082
41327,N02AC01,2096440
41328,A16AA07,1380123
41329,C02DA01,364859
41330,M03AX01,675360
41331,N06AX18,14263
41332,N06DA01,9333
41333,C01DA13,1379853
41334,A01AC02,365281
41335,A16AX11,304398
41336,V03AB26,63949
41337,J01BA02,698632
41338,G02AB01,675307
41339,L01AD05,561038
41340,A01AC54,27370
41341,A06AB06,1380824
41342,M01AC56,20496
41343,J01DF01,61680
41344,C10AX05,74669
41345,N06BX07,53624
41346,N02BE54,1078605
41347,C03AA03,2045
41348,V09CA01,1369665
41349,M01AE15,1037646
41350,A06AB09,1378274
41351,R03DC01,21523
41352,C02AA01,503213
41353,V04CD06,22393
41354,A03AX12,459125
41355,P03AC53,746768
41356,S01XA14,675473
41357,M01AH03,67010
41358,N04AA11,2335058
41359,M04AB01,77474
41360,R03DA01,581819
41361,A16AX03,575670
41362,J06AA01,1380683
41363,L01AX03,53686
41364,A02BX01,454298
41365,C07AB13,255378
41366,C10AC04,675572
41367,N06AA08,866306
41368,S01LA05,1121853
41369,R01AC02,1038389
41370,D07AC18,674337
41371,L01XX36,1380590
41372,D07AC14,1078542
41373,M03AC11,675199
41374,N02AD02,65590
41375,A03FA01,7736
41376,C07AB11,242993
41377,N07AB01,892
41378,N05CA19,2166
41379,B05CX04,30180
41380,B05XA12,674630
41381,V03AB17,563451
41382,R01AB07,42520
41383,R05DB14,1376861
41384,D06AX13,496769
41385,N05AL01,1333
41386,R01AD06,674713
41387,R01AD06,27152
41388,D02AE51,102073
41389,L01BC53,24522
41390,S01CB04,674713
41391,N01AF02,2367
41392,N01AX63,696929
41393,N02AA79,6167
41394,N05CE02,674741
41395,N05CA02,2366
41396,N05CA05,2407
41397,G01AF14,1152054
41398,H02AB02,1337005
41399,G03DC01,1377888
41400,N05AD03,955018
41401,A10AB03,675594
41402,S01EB58,26732
41403,S01AX04,70239
41404,N02AA10,2096385
41405,V08CA02,2096377
41406,A07DA06,1425665
41407,J01DI01,2335072
41408,C04AX27,1215321
41409,C03BA02,428791
41410,S03BA01,365281
41411,V09XA03,675408
41412,L01AG01,453486
41413,N06BX03,53623
41414,R01BA51,94091
41415,C03BA11,619
41416,C05BB01,172066
41417,A08AX01,16088
41418,R06AX07,65539
41419,V08CA09,1449133
41420,L01BB04,467361
41421,J01CA18,675067
41422,D10AD04,13928
41423,N04AA10,1377457
41424,A11CC06,1926758
41425,L03AX19,1540514
41426,P03BX06,875063
41427,D07XA02,674860
41428,G02CC04,1037646
41429,J04AK02,67617
41430,C10AX01,15990
41431,V03AN05,1381155
41432,D08AE03,13456
41433,H02AB06,182546
41434,D07XA01,439720
41435,J01DD13,674967
41436,N05BX03,1378497
41437,R02AB03,1381454
41438,C05AA11,419542
41439,N04AB01,2039186
41440,G03AC07,1248690
41441,J05AC02,93858
41442,S01BA12,1310878
41443,L02BX03,438435
41444,C01BG11,1383552
41445,G03GA09,1380451
41446,J07AF01,1381387
41447,N05AD08,152751
41448,R01AD53,954312
41449,S01BC02,2197547
41450,N01AF03,2166
41451,N05CC02,1376386
41452,V08CA03,674297
41453,V09BA03,674284
41454,P02CB02,29569
41455,N02CA04,484020
41456,B01AC15,1380488
41457,V09CX02,674714
41458,C10AA01,138562
41459,C10AA02,9495
41460,A12CE02,185238
41461,V09GX01,674486
41462,D04AA03,1377728
41463,G01AG02,259959
41464,G03AC04,1377561
41465,R05CA02,178545
41466,L01XD03,624125
41467,J01ED06,1377769
41468,N05BB02,1383249
41469,N05BC04,674873
41470,R01AX06,35271
41471,B05XA15,674615
41472,L01XC14,1121953
41473,J05AB11,297372
41474,N05AC03,148004
41475,N01AF01,2216
41476,D05BB01,4193
41477,G04BD02,418484
41478,J05AF06,321707
41479,P02CA02,26590
41480,J01DH02,26386
41481,N03AX12,1051353
41482,J01DC13,1248743
41483,A07AA12,704780
41484,C05AA08,421059
41485,B01AB01,1380517
41486,S01FA05,1040969
41487,S02AA01,674680
41488,J06BB14,1381476
41489,S01CB03,150313
41490,N01AB07,674684
41491,B01AB51,675515
41492,C01BA12,2197633
41493,A16AB13,1380577
41494,R06AX22,111060
41495,G04BX16,264400
41496,N05AX17,1383541
41497,J01ED05,2516
41498,N06AX13,139173
41499,B03BB01,469217
41500,C04AX02,41434
41501,L04AD03,1449192
41502,S01ED05,62182
41503,D08AX04,1078497
41504,A07AA02,444572
41505,M01AB55,29890
41506,N02BE01,16450
41507,R03AC14,74690
41508,A07AX01,373973
41509,D11AH05,1380941
41510,B01AC22,675723
41511,B01AE06,1376019
41512,J05AP07,1339281
41513,N06BX14,1383487
41514,N03AX12,88316
41515,R03CC03,583322
41516,C02DB01,50889
41517,R03AC19,603199
41518,S02BA07,674335
41519,B03BA01,1383003
41520,G03CA04,328137
41521,L01XX17,7501
41522,C02BB01,880
41523,N07AX01,14406
41524,N03AX07,83000
41525,V03AG01,675430
41526,M01AE18,1376101
41527,R05DB28,1383302
41528,D04AA10,27368
41529,D05AC01,66687
41530,P01BB01,320522
41531,P01BC01,255947
41532,S01BA01,954312
41533,A01AD02,9913
41534,C05BB03,675620
41535,C02AC02,66029
41536,J01DC07,255510
41537,N06AX24,312971
41538,B05CA07,1378711
41539,A12CA01,674525
41540,C05AX05,1763652
41541,R06AB02,675304
41542,S01GX10,152610
41543,G04BD09,1228747
41544,J04AB02,365189
41545,S01BA02,150313
41546,S01BA13,674568
41547,J01CA11,12465
41548,R03AC18,625589
41549,C02AA06,2197412
41550,J01XA03,497165
41551,S01ED04,255221
41552,L01XC07,675483
41553,J01XE02,1078527
41554,D01AC03,52874
41555,R03BA07,187696
41556,V04CD03,675506
41557,B01AE07,561520
41558,D10AA02,675032
41559,R06AD01,57833
41560,R06AX18,226880
41561,L01CA06,1592339
41562,P01AB03,873560
41563,A10BB04,452837
41564,A07EA04,419410
41565,A10AB02,675451
41566,A10AC03,675594
41567,S03BA01,954312
41568,R06AE06,12890
41569,S02AA03,63997
41570,V10XA53,2096355
41571,L04AC13,1121905
41572,C07AA03,8543
41573,C09CA01,408842
41574,J01DC10,1674197
41575,L02BA01,6968
41576,R03AC15,624233
41577,B05XA09,136282
41578,H02AB15,675099
41579,R01AD53,1337005
41580,L01XC10,675787
41581,L04AA15,675480
41582,V03AB38,1763545
41583,L02AE03,675198
41584,C01DX07,1116882
41585,A07EA03,27229
41586,S01AA01,27340
41587,D07AB08,675060
41588,J06AA02,1380373
41589,J01FA07,374015
41590,N05AH04,34234
41591,L04AB03,1381153
41592,A03AC05,1376958
41593,R03BA04,674713
41594,B05CX02,513323
41595,C02AC01,27609
41596,D05AX03,63252
41597,G03DC02,187962
41598,G04BE01,8130
41599,C01EB18,341382
41600,L04AA33,1121958
41601,D08AJ58,368083
41602,M03BX05,1086104
41603,M01AB11,314587
41604,L02BA02,495109
41605,N06BX06,1041291
41606,N02BG03,244737
41607,C01DX51,1379050
41608,B06AA07,1381087
41609,V08AD04,91369
41610,S01BA06,419410
41611,N02AC04,685193
41612,A06AG07,513323
41613,J01CE03,1377882
41614,S02BA01,439720
41615,B05BB03,674342
41616,C01CA27,1376097
41617,R06AA04,469763
41618,L01AC02,139949
41619,D02BB01,255373
41620,J01GB05,2197622
41621,N01BB06,147956
41622,J01EB05,2484
41623,C03DA03,887229
41624,R05DB13,756430
41625,D07AC04,105252
41626,C01CA06,219334
41627,V04CK03,674319
41628,P01AR01,1152048
41629,L01XC25,1121912
41630,N06BX05,418438
41631,N05CA04,2256
41632,C01CA14,123372
41633,A07EC03,1369
41634,V03AB21,178545
41635,R06AE51,675222
41636,D03AX10,387585
41637,D04AB06,32027
41638,G03AC09,429174
41639,J05AE08,188196
41640,J06AA04,1381381
41641,J01CE06,1379258
41642,J01DB08,454446
41643,R03CB03,44647
41644,C04AX01,904871
41645,D04AB05,209565
41646,D06AX02,27340
41647,G03CA53,421038
41648,N05BA12,27648
41649,S01CB03,674513
41650,M01AE12,139225
41651,J01XD03,873560
41652,M01AE05,16456
41653,M01AE08,314827
41654,N07AA51,14126
41655,C01AA05,581814
41656,A12CC09,2039253
41657,D07XC01,674335
41658,C03AH01,62615
41659,C01EB07,620556
41660,L01XE23,1340894
41661,A03AB02,674978
41662,A05BA01,1376784
41663,J01DB02,134695
41664,B05AA05,1380292
41665,C01CA16,123375
41666,S01AA22,325035
41667,S01KA02,1381222
41668,M03BC01,674346
41669,B06AC04,1380616
41670,J01DB01,674495
41671,D01AC05,995747
41672,A12AA05,1378381
41673,B05XA13,694171
41674,A10AB05,675441
41675,D04AA16,208661
41676,V09EX02,674624
41677,H05BX01,675235
41678,C09AA12,598323
41679,D10AA01,674551
41680,N03AE01,2465
41681,B01AC06,1280
41682,R06AE01,675222
41683,R05DB26,1377418
41684,C01EB22,1376978
41685,L01XC08,675778
41686,D01AE23,105442
41687,J01CA03,218758
41688,D10AF01,581843
41689,N05CX02,22572
41690,N05BC03,1376478
41691,S01EC03,366274
41692,L01AD06,229629
41693,N01AB01,85649
41694,M01AE02,51056
41695,N05CM02,139608
41696,N03AB52,921
41697,A06AD65,466350
41698,R06AA54,469763
41699,G03CB02,860
41700,P01BE01,575613
