ap_id,activity_id,type,relation,value,units,text_value,standard_type,standard_relation,standard_value,standard_units,standard_text_value,comments,result_flag
806,17126326,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
807,17126326,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
808,17126326,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
809,17126326,TIME,=,6.000000000000000000000000000000,hr,,TIME,=,6.000000000000000000000000000000,hr,,,0
810,17126326,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
811,17126327,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
812,17126327,ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),,0
813,17126327,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
814,17126327,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
815,17126327,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
816,17126327,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
817,17126327,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
818,17126327,TIME,=,6.000000000000000000000000000000,hr,,TIME,=,6.000000000000000000000000000000,hr,,,0
819,17126327,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
820,17126328,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
821,17126328,ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),,0
822,17126328,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
823,17126328,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
824,17126328,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
825,17126328,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
826,17126328,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
827,17126328,TIME,=,6.000000000000000000000000000000,hr,,TIME,=,6.000000000000000000000000000000,hr,,,0
828,17126328,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
829,17126329,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
830,17126329,ACTIVITY_TEST,,,,PLAT (Platelets),ACTIVITY_TEST,,,,PLAT (Platelets),,0
831,17126329,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
832,17126329,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
833,17126329,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
834,17126329,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
835,17126329,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
836,17126329,TIME,=,6.000000000000000000000000000000,hr,,TIME,=,6.000000000000000000000000000000,hr,,,0
837,17126329,N_ANIMALS,=,4.000000000000000000000000000000,,,N_ANIMALS,=,4.000000000000000000000000000000,,,,0
838,17126330,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
839,17126330,ACTIVITY_TEST,,,,WBC (Leukocytes),ACTIVITY_TEST,,,,WBC (Leukocytes),,0
840,17126330,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
841,17126330,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
842,17126330,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
843,17126330,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
844,17126330,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
845,17126330,TIME,=,6.000000000000000000000000000000,hr,,TIME,=,6.000000000000000000000000000000,hr,,,0
846,17126330,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
847,17126331,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
848,17126331,ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),ACTIVITY_TEST,,,,NEUTLE (Neutrophils/Leukocytes),,0
849,17126331,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
850,17126331,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
851,17126331,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
852,17126331,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
853,17126331,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
854,17126331,TIME,=,6.000000000000000000000000000000,hr,,TIME,=,6.000000000000000000000000000000,hr,,,0
855,17126331,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
856,17126332,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
857,17126332,ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),ACTIVITY_TEST,,,,EOSLE (Eosinophils/Leukocytes),,0
858,17126332,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
859,17126332,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
860,17126332,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
861,17126332,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
862,17126332,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
863,17126332,TIME,=,6.000000000000000000000000000000,hr,,TIME,=,6.000000000000000000000000000000,hr,,,0
864,17126332,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
865,17126333,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
866,17126333,ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),ACTIVITY_TEST,,,,BASOLE (Basophils/Leukocytes),,0
867,17126333,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
868,17126333,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
869,17126333,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
870,17126333,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
871,17126333,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
872,17126333,TIME,=,6.000000000000000000000000000000,hr,,TIME,=,6.000000000000000000000000000000,hr,,,0
873,17126333,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
874,17126334,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
875,17126334,ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),ACTIVITY_TEST,,,,MONOLE (Monocytes/Leukocytes),,0
876,17126334,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
877,17126334,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
878,17126334,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
879,17126334,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
880,17126334,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
881,17126334,TIME,=,6.000000000000000000000000000000,hr,,TIME,=,6.000000000000000000000000000000,hr,,,0
882,17126334,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
883,17126335,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
884,17126335,ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),ACTIVITY_TEST,,,,LYMLE (Lymphocytes/Leukocytes),,0
885,17126335,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
886,17126335,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
887,17126335,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
888,17126335,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
889,17126335,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
890,17126335,TIME,=,6.000000000000000000000000000000,hr,,TIME,=,6.000000000000000000000000000000,hr,,,0
891,17126335,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
892,17126336,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
893,17126336,ACTIVITY_TEST,,,,PT (Prothrombin Time),ACTIVITY_TEST,,,,PT (Prothrombin Time),,0
894,17126336,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
895,17126336,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
896,17126336,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
897,17126336,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
898,17126336,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
899,17126336,TIME,=,6.000000000000000000000000000000,hr,,TIME,=,6.000000000000000000000000000000,hr,,,0
900,17126336,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
901,17126337,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
902,17126337,ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),ACTIVITY_TEST,,,,APTT (Activated Partial Thromboplastin Time),,0
903,17126337,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
904,17126337,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
905,17126337,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
906,17126337,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
907,17126337,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
908,17126337,TIME,=,6.000000000000000000000000000000,hr,,TIME,=,6.000000000000000000000000000000,hr,,,0
909,17126337,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
910,17126338,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
911,17126338,ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),ACTIVITY_TEST,,,,FIBRINO (Fibrinogen),,0
912,17126338,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
913,17126338,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
914,17126338,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
915,17126338,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
916,17126338,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
917,17126338,TIME,=,6.000000000000000000000000000000,hr,,TIME,=,6.000000000000000000000000000000,hr,,,0
918,17126338,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
919,17126339,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
920,17126339,ACTIVITY_TEST,,,,RBC (Erythrocytes),ACTIVITY_TEST,,,,RBC (Erythrocytes),,0
921,17126339,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
922,17126339,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
923,17126339,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
924,17126339,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
925,17126339,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
926,17126339,TIME,=,9.000000000000000000000000000000,hr,,TIME,=,9.000000000000000000000000000000,hr,,,0
927,17126339,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
928,17126340,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
929,17126340,ACTIVITY_TEST,,,,HGB (Hemoglobin),ACTIVITY_TEST,,,,HGB (Hemoglobin),,0
930,17126340,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
931,17126340,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
932,17126340,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
933,17126340,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
934,17126340,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
935,17126340,TIME,=,9.000000000000000000000000000000,hr,,TIME,=,9.000000000000000000000000000000,hr,,,0
936,17126340,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
937,17126341,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
938,17126341,ACTIVITY_TEST,,,,HCT (Hematocrit),ACTIVITY_TEST,,,,HCT (Hematocrit),,0
939,17126341,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
940,17126341,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
941,17126341,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
942,17126341,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
943,17126341,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
944,17126341,TIME,=,9.000000000000000000000000000000,hr,,TIME,=,9.000000000000000000000000000000,hr,,,0
945,17126341,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
946,17126342,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
947,17126342,ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),ACTIVITY_TEST,,,,MCV (Ery. Mean Corpuscular Volume),,0
948,17126342,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
949,17126342,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
950,17126342,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
951,17126342,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
952,17126342,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
953,17126342,TIME,=,9.000000000000000000000000000000,hr,,TIME,=,9.000000000000000000000000000000,hr,,,0
954,17126342,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
955,17126343,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
956,17126343,ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),ACTIVITY_TEST,,,,MCH (Ery. Mean Corpuscular Hemoglobin),,0
957,17126343,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
958,17126343,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
959,17126343,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
960,17126343,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
961,17126343,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
962,17126343,TIME,=,9.000000000000000000000000000000,hr,,TIME,=,9.000000000000000000000000000000,hr,,,0
963,17126343,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
964,17126344,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
965,17126344,ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),ACTIVITY_TEST,,,,MCHC (Ery. Mean Corpuscular HGB Concentration),,0
966,17126344,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
967,17126344,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
968,17126344,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
969,17126344,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
970,17126344,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
971,17126344,TIME,=,9.000000000000000000000000000000,hr,,TIME,=,9.000000000000000000000000000000,hr,,,0
972,17126344,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
973,17126345,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
974,17126345,ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),ACTIVITY_TEST,,,,RETIRBC (Reticulocytes/Erythrocytes),,0
975,17126345,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
976,17126345,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
977,17126345,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
978,17126345,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
979,17126345,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
980,17126345,TIME,=,9.000000000000000000000000000000,hr,,TIME,=,9.000000000000000000000000000000,hr,,,0
981,17126345,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
982,17126346,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
983,17126346,ACTIVITY_TEST,,,,PLAT (Platelets),ACTIVITY_TEST,,,,PLAT (Platelets),,0
984,17126346,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
985,17126346,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
986,17126346,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
987,17126346,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
988,17126346,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
989,17126346,TIME,=,9.000000000000000000000000000000,hr,,TIME,=,9.000000000000000000000000000000,hr,,,0
990,17126346,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
991,17126347,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
992,17126347,ACTIVITY_TEST,,,,WBC (Leukocytes),ACTIVITY_TEST,,,,WBC (Leukocytes),,0
993,17126347,TISSUE,,,,Blood,TISSUE,,,,Blood,,0
994,17126347,ROUTE,,,,Gavage,ROUTE,,,,Gavage,,0
995,17126347,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,SRC_ACTIVITY_ID,=,6.000000000000000000000000000000,,,,0
996,17126347,DOSE,=,300.000000000000000000000000000000,mg/kg,,DOSE,=,300.000000000000000000000000000000,mg.kg-1,,,0
997,17126347,DOSE_LEVEL,,,,Low,DOSE_LEVEL,,,,Low,,0
998,17126347,TIME,=,9.000000000000000000000000000000,hr,,TIME,=,9.000000000000000000000000000000,hr,,,0
999,17126347,N_ANIMALS,=,5.000000000000000000000000000000,,,N_ANIMALS,=,5.000000000000000000000000000000,,,,0
1000,17126348,DATASET,,,,Hematology,DATASET,,,,Hematology,,0
