tid,target_type,pref_name,tax_id,organism,chembl_id,species_group_flag
107076,ORGANISM,Avena sterilis subsp. ludoviciana,83445,Avena sterilis subsp. ludoviciana,CHEMBL2366945,0
107077,ORGANISM,Spirodela polyrhiza,29656,Spirodela polyrhiza,CHEMBL2366946,0
107078,ORGANISM,Erwinia billingiae,182337,Erwinia billingiae,CHEMBL2366947,0
107079,ORGANISM,Erwinia tasmaniensis,338565,Erwinia tasmaniensis,CHEMBL2366948,0
107080,ORGANISM,Sitophilus granarius,7046,Sitophilus granarius,CHEMBL2366949,0
107081,ORGANISM,Euphorbia helioscopia,154990,Euphorbia helioscopia,CHEMBL2366950,0
107082,ORGANISM,Viola arvensis,97415,Viola arvensis,CHEMBL2366951,0
107083,ORGANISM,Echinochloa oryzicola,338574,Echinochloa oryzicola,CHEMBL2366952,0
107084,ORGANISM,Schoenoplectiella juncoides,280076,Schoenoplectiella juncoides,CHEMBL2366953,0
107085,ORGANISM,Deroceras panormitanum,381125,Deroceras panormitanum,CHEMBL2366954,0
107086,ORGANISM,Calystegia sepium,47519,Calystegia sepium,CHEMBL2366955,0
107087,ORGANISM,Beta vulgaris,161934,Beta vulgaris,CHEMBL2366956,0
107088,ORGANISM,Pectobacterium carotovorum subsp. carotovorum,555,Pectobacterium carotovorum subsp. carotovorum,CHEMBL2366957,0
107089,ORGANISM,Senna occidentalis,126820,Senna occidentalis,CHEMBL2366958,0
107090,ORGANISM,Lagenaria siceraria,3668,Lagenaria siceraria,CHEMBL2366959,0
107091,ORGANISM,Orobanche ramosa,46066,Orobanche ramosa,CHEMBL2366960,0
107092,ORGANISM,Amaranthus blitum,338571,Amaranthus blitum,CHEMBL2366961,0
107093,ORGANISM,Cytospora,117544,Cytospora,CHEMBL2366962,0
107094,ORGANISM,Dactylis glomerata,4509,Dactylis glomerata,CHEMBL2366963,0
107095,ORGANISM,Daphnia,6668,Daphnia,CHEMBL2366964,0
107096,ORGANISM,Xanthomonas campestris pv. sesami,487889,Xanthomonas campestris pv. sesami,CHEMBL2366965,0
107097,ORGANISM,Human poliovirus 1 strain Sabin,12082,Human poliovirus 1 strain Sabin,CHEMBL2366966,0
107098,ORGANISM,Brassica rapa,3711,Brassica rapa,CHEMBL2366967,0
107099,ORGANISM,Acinetobacter radioresistens,40216,Acinetobacter radioresistens,CHEMBL2366968,0
107100,ORGANISM,Pichia membranifaciens,4926,Pichia membranifaciens,CHEMBL2366969,0
107101,ORGANISM,Agrostis stolonifera var. palustris,62759,Agrostis stolonifera var. palustris,CHEMBL2366970,0
107102,ORGANISM,Agrilus planipennis,224129,Agrilus planipennis,CHEMBL2366971,0
107103,ORGANISM,Brassica oleracea var. italica,36774,Brassica oleracea var. italica,CHEMBL2366972,0
107104,ORGANISM,Uromyces appendiculatus,5264,Uromyces appendiculatus,CHEMBL2366973,0
107105,ORGANISM,Fusarium oxysporum f. sp. dianthi,42551,Fusarium oxysporum f. sp. dianthi,CHEMBL2366974,0
107106,ORGANISM,Aspergillus awamori,105351,Aspergillus awamori,CHEMBL2366975,0
107107,ORGANISM,Anastrepha obliqua,95512,Anastrepha obliqua,CHEMBL2366976,0
107108,ORGANISM,Diaporthe longicolla,54899,Diaporthe longicolla,CHEMBL2366977,0
107109,ORGANISM,Nitrosomonas sp. TK794,79974,Nitrosomonas sp. TK794,CHEMBL2366978,0
107110,ORGANISM,Muhlenbergia,58090,Muhlenbergia,CHEMBL2366979,0
107111,ORGANISM,Crotalaria juncea,3829,Crotalaria juncea,CHEMBL2366980,0
107112,ORGANISM,Belonolaimus,57561,Belonolaimus,CHEMBL2366981,0
107113,ORGANISM,Blatta orientalis,6976,Blatta orientalis,CHEMBL2366982,0
107114,ORGANISM,Paralobesia,581690,Paralobesia,CHEMBL2366983,0
107115,ORGANISM,Trialeurodes vaporariorum,88556,Trialeurodes vaporariorum,CHEMBL2366984,0
107116,ORGANISM,Euphorbia hirta,318062,Euphorbia hirta,CHEMBL2366985,0
107117,ORGANISM,Aleurodicus dispersus,267823,Aleurodicus dispersus,CHEMBL2366986,0
107118,ORGANISM,Glomerella cingulata,5457,Glomerella cingulata,CHEMBL2366987,0
107119,ORGANISM,Phasmarhabditis hermaphrodita,359295,Phasmarhabditis hermaphrodita,CHEMBL2366988,0
107120,ORGANISM,Ipomoea lacunosa,89647,Ipomoea lacunosa,CHEMBL2366989,0
107121,ORGANISM,Streptomyces scabiei,1930,Streptomyces scabiei,CHEMBL2366990,0
107122,ORGANISM,Enterobacter asburiae,61645,Enterobacter asburiae,CHEMBL2366991,0
107123,ORGANISM,Serratia marcescens subsp. marcescens,211759,Serratia marcescens subsp. marcescens,CHEMBL2366992,0
107124,ORGANISM,Elsinoe ampelina,302913,Elsinoe ampelina,CHEMBL2366993,0
107125,ORGANISM,Cercospora theae,29002,Cercospora theae,CHEMBL2366994,0
107126,ORGANISM,Leveillula taurica,62718,Leveillula taurica,CHEMBL2366995,0
107127,ORGANISM,Phytophthora porri,129359,Phytophthora porri,CHEMBL2366996,0
107128,ORGANISM,Enterococcus faecalis ATCC 29212,1201292,Enterococcus faecalis ATCC 29212,CHEMBL2366997,0
107129,ORGANISM,Xanthomonas campestris pv. Phaseoli,29445,Xanthomonas campestris pv. Phaseoli,CHEMBL2366998,0
107130,ORGANISM,Candida aaseri,45518,Candida aaseri,CHEMBL2366999,0
107131,ORGANISM,Aegopodium podagraria,40902,Aegopodium podagraria,CHEMBL2367000,0
107132,ORGANISM,Hylobius abietis,201999,Hylobius abietis,CHEMBL2367001,0
107133,ORGANISM,Aspergillus niger ATCC 1015,380704,Aspergillus niger ATCC 1015,CHEMBL2367002,0
107134,ORGANISM,Meloidogyne,189290,Meloidogyne,CHEMBL2367003,0
107135,ORGANISM,Lolium perenne,4522,Lolium perenne,CHEMBL2367004,0
107136,ORGANISM,Lepidoptera,7088,Lepidoptera,CHEMBL2367005,0
107137,ORGANISM,Empoasca,139594,Empoasca,CHEMBL2367006,0
107138,ORGANISM,Poaceae,4479,Poaceae,CHEMBL2367007,0
107139,ORGANISM,Eleusine indica,29674,Eleusine indica,CHEMBL2367008,0
107140,ORGANISM,Cucurbita pepo,3663,Cucurbita pepo,CHEMBL2367009,0
107141,ORGANISM,Armillaria mellea,47429,Armillaria mellea,CHEMBL2367010,0
107142,ORGANISM,Leptocorisa acuta,236728,Leptocorisa acuta,CHEMBL2367011,0
107143,ORGANISM,Medicago polymorpha,47084,Medicago polymorpha,CHEMBL2367012,0
107144,ORGANISM,Phalaris minor,222563,Phalaris minor,CHEMBL2367013,0
107145,ORGANISM,Alternaria porri,48098,Alternaria porri,CHEMBL2367014,0
107146,ORGANISM,Brassica oleracea,3712,Brassica oleracea,CHEMBL2367015,0
107147,ORGANISM,Corticium,39180,Corticium,CHEMBL2367016,0
107148,ORGANISM,Phomopsis asparagi,83181,Phomopsis asparagi,CHEMBL2367017,0
107149,ORGANISM,Synedrella nodiflora,183085,Synedrella nodiflora,CHEMBL2367018,0
107150,ORGANISM,Ageratum conyzoides,68299,Ageratum conyzoides,CHEMBL2367019,0
107151,ORGANISM,Cyperus rotundus,512623,Cyperus rotundus,CHEMBL2367020,0
107152,ORGANISM,Cenchrus americanus,4543,Cenchrus americanus,CHEMBL2367021,0
107154,ORGANISM,Lipaphis erysimi,223995,Lipaphis erysimi,CHEMBL2367023,0
107155,ORGANISM,Frankliniella fusca,407009,Frankliniella fusca,CHEMBL2367024,0
107156,ORGANISM,Cerastium arvense,271558,Cerastium arvense,CHEMBL2367025,0
107157,ORGANISM,Vigna radiata var. radiata,3916,Vigna radiata var. radiata,CHEMBL2367026,0
107158,ORGANISM,Cryptolestes ferrugineus,58000,Cryptolestes ferrugineus,CHEMBL2367027,0
107159,ORGANISM,Polygonum humifusum,669781,Polygonum humifusum,CHEMBL2367028,0
107160,ORGANISM,Leucania,134393,Leucania,CHEMBL2367029,0
107161,ORGANISM,Botryosphaeria dothidea,55169,Botryosphaeria dothidea,CHEMBL2367030,0
107162,ORGANISM,Podosphaera fuliginea,92473,Podosphaera fuliginea,CHEMBL2367031,0
107163,ORGANISM,Medicago truncatula,3880,Medicago truncatula,CHEMBL2367032,0
107164,ORGANISM,Lupinus albus,3870,Lupinus albus,CHEMBL2367033,0
107165,ORGANISM,Human herpesvirus 1 strain KOS,10306,Human herpesvirus 1 strain KOS,CHEMBL2367034,0
107166,ORGANISM,Thlaspi arvense,13288,Thlaspi arvense,CHEMBL2367035,0
107167,ORGANISM,Centaurea diffusa,124929,Centaurea diffusa,CHEMBL2367036,0
107168,ORGANISM,Liposcelis paeta,209927,Liposcelis paeta,CHEMBL2367037,0
107169,ORGANISM,Golovinomyces cichoracearum,62708,Golovinomyces cichoracearum,CHEMBL2367038,0
107170,ORGANISM,Geranium dissectum,326028,Geranium dissectum,CHEMBL2367039,0
107171,ORGANISM,Sesbania herbacea,498362,Sesbania herbacea,CHEMBL2367040,0
107172,ORGANISM,Eleocharis kuroguwai,280063,Eleocharis kuroguwai,CHEMBL2367041,0
107173,ORGANISM,Orobanche crenata,223102,Orobanche crenata,CHEMBL2367042,0
107174,ORGANISM,Fusarium oxysporum f. sp. gladioli,113634,Fusarium oxysporum f. sp. gladioli,CHEMBL2367043,0
107175,ORGANISM,Bombus terrestris,30195,Bombus terrestris,CHEMBL2367044,0
107176,ORGANISM,Amaranthus tuberculatus,277990,Amaranthus tuberculatus,CHEMBL2367045,0
107177,ORGANISM,Tetranychus evansi,178897,Tetranychus evansi,CHEMBL2367046,0
107178,ORGANISM,Sitophilus,7045,Sitophilus,CHEMBL2367047,0
107179,ORGANISM,Cyperus esculentus,1053340,Cyperus esculentus,CHEMBL2367048,0
107180,ORGANISM,Micrococcus lylae,1273,Micrococcus lylae,CHEMBL2367049,0
107181,ORGANISM,Pseudomonas oleovorans,301,Pseudomonas oleovorans,CHEMBL2367050,0
107182,ORGANISM,Schwanniomyces occidentalis,27300,Schwanniomyces occidentalis,CHEMBL2367051,0
107183,ORGANISM,Entamoeba histolytica HM-1:IMSS,294381,Entamoeba histolytica HM-1:IMSS,CHEMBL2367052,0
107184,ORGANISM,Theba pisana,145622,Theba pisana,CHEMBL2367053,0
107185,ORGANISM,Magnaporthe salvinii,165778,Magnaporthe salvinii,CHEMBL2367054,0
107186,ORGANISM,Nigrospora,114230,Nigrospora,CHEMBL2367055,0
107187,ORGANISM,Laetisaria fuciformis,234799,Laetisaria fuciformis,CHEMBL2367056,0
107188,ORGANISM,Bemisia argentifolii,77855,Bemisia argentifolii,CHEMBL2367057,0
107189,ORGANISM,Cryphonectria parasitica,5116,Cryphonectria parasitica,CHEMBL2367058,0
107190,ORGANISM,Fusarium oxysporum f. sp. lini,120040,Fusarium oxysporum f. sp. lini,CHEMBL2367059,0
107191,ORGANISM,Sagittaria latifolia,15008,Sagittaria latifolia,CHEMBL2367060,0
107192,ORGANISM,Aphidius colemani,78482,Aphidius colemani,CHEMBL2367061,0
107193,ORGANISM,Persicaria longiseta,467333,Persicaria longiseta,CHEMBL2367062,0
107194,ORGANISM,Citrus,2706,Citrus,CHEMBL2367063,0
107195,ORGANISM,Pycnoporus coccineus,158605,Pycnoporus coccineus,CHEMBL2367064,0
107196,ORGANISM,Pestalotiopsis theae,218556,Pestalotiopsis theae,CHEMBL2367065,0
107197,ORGANISM,Earias,656906,Earias,CHEMBL2367066,0
107198,ORGANISM,Schistocerca americana,7009,Schistocerca americana,CHEMBL2367067,0
107199,ORGANISM,Diaprepes abbreviatus,13040,Diaprepes abbreviatus,CHEMBL2367068,0
107200,ORGANISM,Aulacophora femoralis,131591,Aulacophora femoralis,CHEMBL2367069,0
107201,ORGANISM,Puccinia coronata,27344,Puccinia coronata,CHEMBL2367070,0
107202,ORGANISM,Polygonum aviculare,137693,Polygonum aviculare,CHEMBL2367071,0
107203,ORGANISM,Raphanus raphanistrum,109996,Raphanus raphanistrum,CHEMBL2367072,0
107204,ORGANISM,Cricetomys gambianus,10085,Cricetomys gambianus,CHEMBL2367073,0
107205,ORGANISM,Rhabditis sp.,35561,Rhabditis sp.,CHEMBL2367074,0
107206,ORGANISM,Anastrepha serpentina,43388,Anastrepha serpentina,CHEMBL2367075,0
107207,ORGANISM,Mycogone perniciosa,494059,Mycogone perniciosa,CHEMBL2367076,0
107208,ORGANISM,Hemiptera,7524,Hemiptera,CHEMBL2367077,0
107209,ORGANISM,Botryotinia squamosa,139640,Botryotinia squamosa,CHEMBL2367078,0
107210,ORGANISM,Crocidolomia,1178244,Crocidolomia,CHEMBL2367079,0
107211,ORGANISM,Veronica hederifolia,202477,Veronica hederifolia,CHEMBL2367080,0
107212,ORGANISM,Alisma canaliculatum,120010,Alisma canaliculatum,CHEMBL2367081,0
107213,ORGANISM,Streptomyces alboniger,132473,Streptomyces alboniger,CHEMBL2367082,0
107214,ORGANISM,Encarsia formosa,32400,Encarsia formosa,CHEMBL2367083,0
107215,ORGANISM,Pieris rapae crucivora,930006,Pieris rapae crucivora,CHEMBL2367084,0
107216,ORGANISM,Autographa nigrisigna,254368,Autographa nigrisigna,CHEMBL2367085,0
107217,ORGANISM,Rhizoctonia solani AG-4,457000,Rhizoctonia solani AG-4,CHEMBL2367086,0
107218,ORGANISM,Thrips tabaci,161014,Thrips tabaci,CHEMBL2367087,0
107219,ORGANISM,Aspergillus pterus,5052,Aspergillus pterus,CHEMBL2367088,0
107220,ORGANISM,Unidentified Influenza A virus (H1N2),1323429,Unidentified Influenza A virus (H1N2),CHEMBL2367089,0
107221,ORGANISM,Poa annua,93036,Poa annua,CHEMBL2367090,0
107222,ORGANISM,Diaporthe ampelina,1214573,Diaporthe ampelina,CHEMBL2367091,0
107223,ORGANISM,Pseudococcidae,30190,Pseudococcidae,CHEMBL2367092,0
107224,ORGANISM,Blumeria graminis f. sp. tritici,62690,Blumeria graminis f. sp. tritici,CHEMBL2367093,0
107225,ORGANISM,Ammannia baccifera,162022,Ammannia baccifera,CHEMBL2367094,0
107226,ORGANISM,Chromolaena odorata,103745,Chromolaena odorata,CHEMBL2367095,0
107227,ORGANISM,Eclipta prostrata,53719,Eclipta prostrata,CHEMBL2367096,0
107228,ORGANISM,Commelina diffusa,428226,Commelina diffusa,CHEMBL2367097,0
107229,ORGANISM,Calopogonium mucunoides,132433,Calopogonium mucunoides,CHEMBL2367098,0
107230,ORGANISM,Cannabis sativa,3483,Cannabis sativa,CHEMBL2367099,0
107231,ORGANISM,Colletotrichum capsici,5456,Colletotrichum capsici,CHEMBL2367100,0
107232,ORGANISM,Ipomoea grandifolia,129204,Ipomoea grandifolia,CHEMBL2367101,0
107233,ORGANISM,Mimosa pudica,76306,Mimosa pudica,CHEMBL2367102,0
107234,ORGANISM,Abelmoschus esculentus,455045,Abelmoschus esculentus,CHEMBL2367103,0
107235,ORGANISM,Cyperus iria,388567,Cyperus iria,CHEMBL2367104,0
107236,ORGANISM,Cercospora canescens,132095,Cercospora canescens,CHEMBL2367105,0
107237,ORGANISM,Neofusicoccum parvum,310453,Neofusicoccum parvum,CHEMBL2367106,0
107238,ORGANISM,Plasmodium falciparum D6,478860,Plasmodium falciparum D6,CHEMBL2367107,0
107239,ORGANISM,Rumex confertus,1215406,Rumex confertus,CHEMBL2367108,0
107240,ORGANISM,Pythium dissimile,289616,Pythium dissimile,CHEMBL2367109,0
107241,ORGANISM,Deroceras reticulatum,145610,Deroceras reticulatum,CHEMBL2367110,0
107242,ORGANISM,Ascochyta,5453,Ascochyta,CHEMBL2367111,0
107243,ORGANISM,Diplotaxis erucoides,3732,Diplotaxis erucoides,CHEMBL2367112,0
107244,ORGANISM,Buffalopox virus,32605,Buffalopox virus,CHEMBL2367113,0
107245,ORGANISM,Leptochloa,160553,Leptochloa,CHEMBL2367114,0
107246,ORGANISM,Listeria monocytogenes ATCC 19115,176281,Listeria monocytogenes ATCC 19115,CHEMBL2367115,0
107247,ORGANISM,Trogoderma granarium,591392,Trogoderma granarium,CHEMBL2367116,0
107248,ORGANISM,Chenopodium murale,46091,Chenopodium murale,CHEMBL2367117,0
107249,ORGANISM,Ceratitis capitata,7213,Ceratitis capitata,CHEMBL2367118,0
107250,ORGANISM,Chironomus riparius,315576,Chironomus riparius,CHEMBL2367119,0
107251,ORGANISM,Linaria genistifolia subsp. dalmatica,1071897,Linaria genistifolia subsp. dalmatica,CHEMBL2367120,0
107252,ORGANISM,Consolida regalis,984867,Consolida regalis,CHEMBL2367121,0
107253,ORGANISM,Oncorhynchus mykiss,8022,Oncorhynchus mykiss,CHEMBL2367122,0
107254,ORGANISM,Rotala indica,162024,Rotala indica,CHEMBL2367123,0
107255,ORGANISM,Amaranthus blitum subsp. oleraceus,124762,Amaranthus blitum subsp. oleraceus,CHEMBL2367124,0
107256,ORGANISM,Bionectria ochroleuca,29856,Bionectria ochroleuca,CHEMBL2367125,0
107257,ORGANISM,Ustilaginoidea,124426,Ustilaginoidea,CHEMBL2367126,0
107258,ORGANISM,Cyperus serotinus,1249733,Cyperus serotinus,CHEMBL2367127,0
107259,ORGANISM,Nitrosomonas europaea,915,Nitrosomonas europaea,CHEMBL2367128,0
107260,ORGANISM,Desmanthus illinoensis,196648,Desmanthus illinoensis,CHEMBL2367129,0
107261,ORGANISM,Bactrocera dorsalis,27457,Bactrocera dorsalis,CHEMBL2367130,0
107262,ORGANISM,Plasmodium falciparum NF54,5843,Plasmodium falciparum NF54,CHEMBL2367131,0
107263,ORGANISM,Cryptococcus gastricus,92955,Cryptococcus gastricus,CHEMBL2367132,0
107264,ORGANISM,Bacillus fortis,254758,Bacillus fortis,CHEMBL2367133,0
107265,ORGANISM,Sogatella furcifera,113103,Sogatella furcifera,CHEMBL2367134,0
107266,ORGANISM,Rhodococcus rhodochrous,1829,Rhodococcus rhodochrous,CHEMBL2367135,0
107267,ORGANISM,Xanthogaleruca luteola,200915,Xanthogaleruca luteola,CHEMBL2367136,0
107268,ORGANISM,Carnation Italian ringspot virus,39443,Carnation Italian ringspot virus,CHEMBL2367137,0
107269,ORGANISM,Lepinotus reticulatus,209981,Lepinotus reticulatus,CHEMBL2367138,0
107270,ORGANISM,Amblyseius andersoni,714357,Amblyseius andersoni,CHEMBL2367139,0
107271,ORGANISM,Streptomyces albus,1888,Streptomyces albus,CHEMBL2367140,0
107272,ORGANISM,Colletotrichum lindemuthianum,290576,Colletotrichum lindemuthianum,CHEMBL2367141,0
107273,ORGANISM,Fuchsia,13069,Fuchsia,CHEMBL2367142,0
107274,ORGANISM,Anthrenocerus australis,910045,Anthrenocerus australis,CHEMBL2367143,0
107275,ORGANISM,Sclerotium cepivorum,38492,Sclerotium cepivorum,CHEMBL2367144,0
107276,ORGANISM,Pseudococcus affinis,13232,Pseudococcus affinis,CHEMBL2367145,0
107277,ORGANISM,Citrus x paradisi,37656,Citrus x paradisi,CHEMBL2367146,0
107278,ORGANISM,Pseudomonas stutzeri,316,Pseudomonas stutzeri,CHEMBL2367147,0
107279,ORGANISM,Cyperus microiria,1249730,Cyperus microiria,CHEMBL2367148,0
107280,ORGANISM,Popillia japonica,7064,Popillia japonica,CHEMBL2367149,0
107281,ORGANISM,Cacopsylla melanoneura,428564,Cacopsylla melanoneura,CHEMBL2367150,0
107282,ORGANISM,Mamestra brassicae,55057,Mamestra brassicae,CHEMBL2367151,0
107283,ORGANISM,Acutodesmus obliquus,3088,Acutodesmus obliquus,CHEMBL2367152,0
107284,ORGANISM,Synechococcus,1129,Synechococcus,CHEMBL2367153,0
107285,ORGANISM,[Brevibacterium] frigoritolerans,450367,[Brevibacterium] frigoritolerans,CHEMBL2367154,0
107286,ORGANISM,Valsa ceratosperma,117550,Valsa ceratosperma,CHEMBL2367155,0
107287,ORGANISM,Rosellinia necatrix,77044,Rosellinia necatrix,CHEMBL2367156,0
107288,ORGANISM,Misumenops,231350,Misumenops,CHEMBL2367157,0
107289,ORGANISM,Anas platyrhynchos,8839,Anas platyrhynchos,CHEMBL2367158,0
107290,ORGANISM,Phytoseiulus persimilis,44414,Phytoseiulus persimilis,CHEMBL2367159,0
107291,ORGANISM,Podosphaera pannosa,62728,Podosphaera pannosa,CHEMBL2367160,0
107292,ORGANISM,Podosphaera leucotricha,79249,Podosphaera leucotricha,CHEMBL2367161,0
107293,ORGANISM,Botryosphaeria berengeriana f.sp. pyricola,760146,Botryosphaeria berengeriana f.sp. pyricola,CHEMBL2367162,0
107294,ORGANISM,Phytolacca acinosa,3528,Phytolacca acinosa,CHEMBL2367163,0
107295,ORGANISM,Phytophthora nicotianae,4790,Phytophthora nicotianae,CHEMBL2367164,0
107296,ORGANISM,Harmonia axyridis,115357,Harmonia axyridis,CHEMBL2367165,0
107297,ORGANISM,Agrotis ipsilon,56364,Agrotis ipsilon,CHEMBL2367166,0
107298,ORGANISM,Amphimallon majalis,221092,Amphimallon majalis,CHEMBL2367167,0
107299,ORGANISM,Leuciscus idus,69811,Leuciscus idus,CHEMBL2367168,0
107300,ORGANISM,Mycosphaerella nawae,798215,Mycosphaerella nawae,CHEMBL2367169,0
107301,ORGANISM,Bacillus cereus ATCC 10876,526980,Bacillus cereus ATCC 10876,CHEMBL2367170,0
107302,ORGANISM,Aspergillus sydowii,75750,Aspergillus sydowii,CHEMBL2367171,0
107303,ORGANISM,Pyrrhocoris apterus,37000,Pyrrhocoris apterus,CHEMBL2367172,0
107304,ORGANISM,Tetranychus cinnabarinus,93129,Tetranychus cinnabarinus,CHEMBL2367173,0
107305,ORGANISM,Blumeria graminis f. sp. hordei,62688,Blumeria graminis f. sp. hordei,CHEMBL2367174,0
107306,ORGANISM,Echinochloa colona,90396,Echinochloa colona,CHEMBL2367175,0
107307,ORGANISM,Festuca arundinacea,4606,Festuca arundinacea,CHEMBL2367176,0
107308,ORGANISM,Nephotettix cincticeps,94400,Nephotettix cincticeps,CHEMBL2367177,0
107309,ORGANISM,Bacillus subtilis subsp. spizizenii ATCC 6633,703612,Bacillus subtilis subsp. spizizenii ATCC 6633,CHEMBL2367178,0
107310,ORGANISM,Aspergillus clavatus,5057,Aspergillus clavatus,CHEMBL2367179,0
107311,ORGANISM,Conyza canadensis,72917,Conyza canadensis,CHEMBL2367180,0
107312,ORGANISM,Mucor fuscus,708069,Mucor fuscus,CHEMBL2367181,0
107313,ORGANISM,Asteraceae,4210,Asteraceae,CHEMBL2367182,0
107314,ORGANISM,Amaranthus tricolor,29722,Amaranthus tricolor,CHEMBL2367183,0
107315,ORGANISM,Urochloa decumbens,240449,Urochloa decumbens,CHEMBL2367184,0
107316,ORGANISM,Phleum pratense,15957,Phleum pratense,CHEMBL2367185,0
107317,ORGANISM,Fusarium oxysporum f. sp. cucumerinum,5508,Fusarium oxysporum f. sp. cucumerinum,CHEMBL2367186,0
107318,ORGANISM,Alternaria brassicicola,29001,Alternaria brassicicola,CHEMBL2367187,0
107319,ORGANISM,Eutypa lata,97096,Eutypa lata,CHEMBL2367188,0
107320,ORGANISM,Togninia minima,65417,Togninia minima,CHEMBL2367189,0
107321,ORGANISM,Xanthomonas vesicatoria,56460,Xanthomonas vesicatoria,CHEMBL2367190,0
107322,ORGANISM,Encarsia inaron,121801,Encarsia inaron,CHEMBL2367191,0
107323,ORGANISM,Cyperus difformis,421870,Cyperus difformis,CHEMBL2367192,0
107324,ORGANISM,Senna tora,362788,Senna tora,CHEMBL2367193,0
107325,ORGANISM,Solanum nigrum,4112,Solanum nigrum,CHEMBL2367194,0
107326,ORGANISM,Sinapis arvensis,29728,Sinapis arvensis,CHEMBL2367195,0
107327,ORGANISM,Pseudomonas fluorescens A506,1037911,Pseudomonas fluorescens A506,CHEMBL2367196,0
107328,ORGANISM,Bacopa monnieri,263974,Bacopa monnieri,CHEMBL2367197,0
107329,ORGANISM,Silene noctiflora,39899,Silene noctiflora,CHEMBL2367198,0
107330,ORGANISM,Scenedesmus acutus,104103,Scenedesmus acutus,CHEMBL2367199,0
107331,ORGANISM,Myosotis arvensis,192338,Myosotis arvensis,CHEMBL2367200,0
107332,ORGANISM,Bassia scoparia,83154,Bassia scoparia,CHEMBL2367201,0
107333,ORGANISM,Daphnia magna,35525,Daphnia magna,CHEMBL2367202,0
107334,ORGANISM,Ammannia multiflora,162021,Ammannia multiflora,CHEMBL2367203,0
107335,ORGANISM,Lindernia procumbens,929486,Lindernia procumbens,CHEMBL2367204,0
107336,ORGANISM,Cercospora kikuchii,84275,Cercospora kikuchii,CHEMBL2367205,0
107337,ORGANISM,Pythium ultimum var. sporangiiferum,115421,Pythium ultimum var. sporangiiferum,CHEMBL2367206,0
107338,ORGANISM,Echinochloa crus-galli var. crus-galli,338575,Echinochloa crus-galli var. crus-galli,CHEMBL2367207,0
107339,ORGANISM,Chenopodium ficifolium,887860,Chenopodium ficifolium,CHEMBL2367208,0
107340,ORGANISM,Persicaria maculosa,457184,Persicaria maculosa,CHEMBL2367209,0
107341,ORGANISM,Attelabidae,122737,Attelabidae,CHEMBL2367210,0
107342,ORGANISM,Amaranthus viridis,56196,Amaranthus viridis,CHEMBL2367211,0
107343,ORGANISM,Papaver rhoeas,33128,Papaver rhoeas,CHEMBL2367212,0
107344,ORGANISM,Galium aparine,29788,Galium aparine,CHEMBL2367213,0
107345,ORGANISM,Epilachna,77530,Epilachna,CHEMBL2367214,0
107346,ORGANISM,Orobanche cernua var. cumana,78542,Orobanche cernua var. cumana,CHEMBL2367215,0
107347,ORGANISM,Ceutorhynchus obstrictus,307131,Ceutorhynchus obstrictus,CHEMBL2367216,0
107348,ORGANISM,Zeuzera pyrina,1101072,Zeuzera pyrina,CHEMBL2367217,0
107349,ORGANISM,Fusarium lateritium,5523,Fusarium lateritium,CHEMBL2367218,0
107350,ORGANISM,Poria,81051,Poria,CHEMBL2367219,0
107351,ORGANISM,Papio ursinus,36229,Papio ursinus,CHEMBL2367220,0
107352,ORGANISM,Secale cereale,4550,Secale cereale,CHEMBL2367221,0
107354,ORGANISM,Ochrobactrum,528,Ochrobactrum,CHEMBL2367223,0
107356,ORGANISM,Scopulariopsis,40374,Scopulariopsis,CHEMBL2367225,0
107357,ORGANISM,Metaphire posthuma,320987,Metaphire posthuma,CHEMBL2367226,0
107358,ORGANISM,Mayaro virus,59301,Mayaro virus,CHEMBL2367227,0
107359,ORGANISM,Setaria cervi,65603,Setaria cervi,CHEMBL2367228,0
107360,ORGANISM,Colletotrichum,5455,Colletotrichum,CHEMBL2367229,0
107361,ORGANISM,Hanseniaspora osmophila,56408,Hanseniaspora osmophila,CHEMBL2367230,0
107362,ORGANISM,Saccharomyces cerevisiae FL100 ATCC 28383,947036,Saccharomyces cerevisiae FL100 ATCC 28383,CHEMBL2367231,0
107363,ORGANISM,Lemna aequinoctialis,161097,Lemna aequinoctialis,CHEMBL2367232,0
107364,ORGANISM,Cucumis melo,3656,Cucumis melo,CHEMBL2367233,0
107365,ORGANISM,Pseudococcus viburni,249563,Pseudococcus viburni,CHEMBL2367234,0
107366,ORGANISM,Persea americana,3435,Persea americana,CHEMBL2367235,0
107367,ORGANISM,Orius insidiosus,83647,Orius insidiosus,CHEMBL2367236,0
107368,ORGANISM,Bromus diandrus var. rigidus,468977,Bromus diandrus var. rigidus,CHEMBL2367237,0
107369,ORGANISM,Vigna mungo,3915,Vigna mungo,CHEMBL2367238,0
107370,ORGANISM,Bacillus licheniformis DSM 13=ATCC 14580,279010,Bacillus licheniformis DSM 13=ATCC 14580,CHEMBL2367239,0
107371,ORGANISM,Dendroctonus ponderosae,77166,Dendroctonus ponderosae,CHEMBL2367240,0
107372,ORGANISM,Bipolaris setariae,74419,Bipolaris setariae,CHEMBL2367241,0
107373,ORGANISM,Neofusicoccum ribis,45134,Neofusicoccum ribis,CHEMBL2367242,0
107374,ORGANISM,Anastrepha suspensa,28587,Anastrepha suspensa,CHEMBL2367243,0
