accountid,districtid,frequency,date
1799,9,"POPLATEK MESICNE",1996-09-13
1800,51,"POPLATEK MESICNE",1996-03-14
1801,46,"POPLATEK MESICNE",1993-02-13
1802,75,"POPLATEK MESICNE",1995-03-10
1803,24,"POPLATEK MESICNE",1995-07-29
1804,20,"POPLATEK TYDNE",1993-09-23
1805,1,"POPLATEK MESICNE",1993-02-02
1806,40,"POPLATEK MESICNE",1993-01-19
1807,21,"POPLATEK MESICNE",1997-10-15
1808,28,"POPLATEK MESICNE",1997-05-16
1809,1,"POPLATEK TYDNE",1993-11-12
1810,50,"POPLATEK MESICNE",1995-09-03
1811,40,"POPLATEK MESICNE",1993-09-22
1812,31,"POPLATEK MESICNE",1996-10-08
1813,47,"POPLATEK MESICNE",1994-02-11
1814,17,"POPLATEK MESICNE",1997-09-23
1815,66,"POPLATEK MESICNE",1993-04-17
1816,44,"POPLATEK MESICNE",1993-10-08
1817,10,"POPLATEK MESICNE",1996-12-16
1818,54,"POPLATEK MESICNE",1997-02-25
1819,55,"POPLATEK TYDNE",1996-10-21
1820,10,"POPLATEK MESICNE",1994-04-22
1821,70,"POPLATEK MESICNE",1995-04-07
1822,30,"POPLATEK MESICNE",1993-05-05
1823,3,"POPLATEK MESICNE",1996-09-28
1824,52,"POPLATEK MESICNE",1994-01-17
1825,3,"POPLATEK MESICNE",1995-12-05
1826,5,"POPLATEK MESICNE",1994-05-22
1827,10,"POPLATEK MESICNE",1993-09-06
1828,1,"POPLATEK MESICNE",1994-09-28
1829,43,"POPLATEK MESICNE",1993-02-27
1830,10,"POPLATEK MESICNE",1993-02-08
1831,1,"POPLATEK MESICNE",1993-09-21
1832,70,"POPLATEK MESICNE",1996-04-01
1833,54,"POPLATEK MESICNE",1997-11-15
1834,62,"POPLATEK MESICNE",1993-08-03
1835,74,"POPLATEK MESICNE",1994-12-24
1836,42,"POPLATEK MESICNE",1996-02-15
1837,23,"POPLATEK MESICNE",1993-06-24
1838,68,"POPLATEK MESICNE",1994-05-26
1839,5,"POPLATEK MESICNE",1997-06-22
1840,21,"POPLATEK MESICNE",1997-01-22
1841,36,"POPLATEK MESICNE",1997-06-12
1843,12,"POPLATEK MESICNE",1993-01-30
1844,44,"POPLATEK MESICNE",1993-01-06
1845,47,"POPLATEK MESICNE",1997-08-20
1846,6,"POPLATEK MESICNE",1995-06-17
1847,47,"POPLATEK MESICNE",1996-04-04
1848,1,"POPLATEK MESICNE",1994-08-04
1851,55,"POPLATEK MESICNE",1993-05-23
1852,35,"POPLATEK MESICNE",1993-07-05
1853,7,"POPLATEK MESICNE",1997-01-29
1854,32,"POPLATEK MESICNE",1997-02-02
1855,34,"POPLATEK MESICNE",1996-10-27
1856,26,"POPLATEK MESICNE",1994-06-19
1857,37,"POPLATEK MESICNE",1997-08-18
1858,72,"POPLATEK MESICNE",1995-02-18
1859,50,"POPLATEK MESICNE",1996-02-02
1860,70,"POPLATEK MESICNE",1997-01-02
1861,54,"POPLATEK MESICNE",1993-07-02
1862,19,"POPLATEK TYDNE",1995-04-15
1863,62,"POPLATEK MESICNE",1997-04-01
1865,1,"POPLATEK MESICNE",1994-05-04
1866,4,"POPLATEK MESICNE",1997-11-17
1867,52,"POPLATEK MESICNE",1995-11-15
1868,16,"POPLATEK TYDNE",1997-11-29
1869,1,"POPLATEK MESICNE",1996-06-14
1870,10,"POPLATEK MESICNE",1994-06-25
1871,48,"POPLATEK MESICNE",1994-05-10
1872,61,"POPLATEK MESICNE",1997-09-17
1874,9,"POPLATEK MESICNE",1993-03-27
1875,44,"POPLATEK MESICNE",1993-08-21
1876,1,"POPLATEK MESICNE",1997-09-20
1877,76,"POPLATEK MESICNE",1993-12-13
1878,52,"POPLATEK TYDNE",1994-09-13
1879,10,"POPLATEK MESICNE",1994-05-13
1880,76,"POPLATEK MESICNE",1994-02-25
1881,60,"POPLATEK MESICNE",1997-08-17
1882,1,"POPLATEK MESICNE",1993-12-21
1884,54,"POPLATEK MESICNE",1996-12-24
1885,47,"POPLATEK MESICNE",1996-08-13
1886,32,"POPLATEK MESICNE",1996-03-05
1887,68,"POPLATEK MESICNE",1993-05-09
1888,6,"POPLATEK MESICNE",1996-10-21
1889,59,"POPLATEK MESICNE",1995-02-06
1890,1,"POPLATEK TYDNE",1997-07-20
1891,32,"POPLATEK MESICNE",1993-04-10
1892,28,"POPLATEK MESICNE",1993-07-13
1893,48,"POPLATEK MESICNE",1996-07-20
1894,6,"POPLATEK MESICNE",1996-08-29
1895,35,"POPLATEK MESICNE",1996-07-12
1896,74,"POPLATEK MESICNE",1993-10-05
1897,61,"POPLATEK PO OBRATU",1996-03-05
1898,70,"POPLATEK MESICNE",1993-04-01
1899,26,"POPLATEK MESICNE",1996-11-05
1900,27,"POPLATEK MESICNE",1996-07-27
1901,15,"POPLATEK MESICNE",1995-12-01
1902,50,"POPLATEK TYDNE",1993-07-17
1903,11,"POPLATEK MESICNE",1996-07-05
1904,70,"POPLATEK MESICNE",1996-05-18
1905,34,"POPLATEK MESICNE",1996-05-25
1906,1,"POPLATEK MESICNE",1996-08-01
1907,1,"POPLATEK MESICNE",1997-03-25
1908,20,"POPLATEK MESICNE",1994-09-13
1909,14,"POPLATEK MESICNE",1993-01-12
1910,60,"POPLATEK MESICNE",1996-09-06
1911,68,"POPLATEK MESICNE",1994-08-21
1912,64,"POPLATEK MESICNE",1993-08-15
1913,48,"POPLATEK MESICNE",1996-06-06
1914,27,"POPLATEK MESICNE",1995-01-24
1915,2,"POPLATEK MESICNE",1997-04-14
1916,72,"POPLATEK MESICNE",1996-02-16
1917,73,"POPLATEK MESICNE",1995-12-13
1918,24,"POPLATEK MESICNE",1994-04-10
1919,18,"POPLATEK MESICNE",1994-12-04
1920,40,"POPLATEK MESICNE",1996-04-08
1921,42,"POPLATEK MESICNE",1997-06-27
1922,60,"POPLATEK MESICNE",1996-02-09
1924,66,"POPLATEK MESICNE",1996-05-16
1925,12,"POPLATEK MESICNE",1993-08-03
1926,37,"POPLATEK MESICNE",1993-01-06
1927,42,"POPLATEK MESICNE",1995-08-04
1928,70,"POPLATEK MESICNE",1997-03-02
1929,1,"POPLATEK MESICNE",1997-07-06
1930,3,"POPLATEK MESICNE",1993-06-27
1931,20,"POPLATEK MESICNE",1993-11-23
1932,35,"POPLATEK MESICNE",1996-04-03
1933,35,"POPLATEK MESICNE",1997-04-04
1934,46,"POPLATEK MESICNE",1994-10-05
1935,38,"POPLATEK MESICNE",1996-08-15
1936,70,"POPLATEK MESICNE",1995-07-18
1937,36,"POPLATEK MESICNE",1993-05-18
1938,1,"POPLATEK MESICNE",1994-06-25
1939,6,"POPLATEK TYDNE",1996-04-19
1940,52,"POPLATEK MESICNE",1993-12-22
1941,60,"POPLATEK MESICNE",1993-11-15
1943,9,"POPLATEK MESICNE",1996-11-26
1944,72,"POPLATEK MESICNE",1993-02-12
1945,56,"POPLATEK MESICNE",1995-11-09
1946,46,"POPLATEK MESICNE",1997-09-16
1947,35,"POPLATEK MESICNE",1993-11-12
1948,64,"POPLATEK MESICNE",1996-04-08
1949,41,"POPLATEK MESICNE",1994-05-04
1950,70,"POPLATEK MESICNE",1997-08-01
1951,23,"POPLATEK MESICNE",1997-08-07
1952,70,"POPLATEK MESICNE",1993-11-28
1953,9,"POPLATEK TYDNE",1997-05-15
1954,72,"POPLATEK MESICNE",1996-06-05
1955,49,"POPLATEK MESICNE",1995-01-07
1956,63,"POPLATEK MESICNE",1997-05-23
1957,33,"POPLATEK MESICNE",1996-09-18
1958,40,"POPLATEK MESICNE",1994-10-24
1959,62,"POPLATEK MESICNE",1993-12-24
1960,31,"POPLATEK MESICNE",1997-12-04
1961,13,"POPLATEK MESICNE",1995-08-30
1962,77,"POPLATEK MESICNE",1996-02-24
1963,42,"POPLATEK MESICNE",1996-02-03
1964,25,"POPLATEK MESICNE",1996-02-12
1965,57,"POPLATEK PO OBRATU",1993-02-08
1966,27,"POPLATEK MESICNE",1993-02-12
1967,26,"POPLATEK TYDNE",1995-02-13
1968,16,"POPLATEK TYDNE",1997-10-14
1969,5,"POPLATEK MESICNE",1994-04-02
1970,8,"POPLATEK MESICNE",1993-12-08
1971,41,"POPLATEK MESICNE",1995-08-04
1972,77,"POPLATEK MESICNE",1993-01-02
1973,71,"POPLATEK MESICNE",1996-06-05
1974,42,"POPLATEK MESICNE",1995-06-01
1975,19,"POPLATEK MESICNE",1994-09-07
1976,26,"POPLATEK MESICNE",1997-03-25
1977,41,"POPLATEK MESICNE",1996-02-03
1978,57,"POPLATEK TYDNE",1993-06-11
1979,26,"POPLATEK MESICNE",1993-01-11
1980,49,"POPLATEK MESICNE",1996-03-16
1981,64,"POPLATEK MESICNE",1993-10-08
1982,6,"POPLATEK MESICNE",1997-05-08
1983,54,"POPLATEK MESICNE",1997-12-25
1984,73,"POPLATEK MESICNE",1993-11-07
1985,20,"POPLATEK MESICNE",1996-07-29
1986,46,"POPLATEK MESICNE",1995-04-04
1987,54,"POPLATEK MESICNE",1994-03-17
1988,72,"POPLATEK MESICNE",1996-12-30
1989,48,"POPLATEK MESICNE",1994-09-21
1990,1,"POPLATEK MESICNE",1993-06-09
1991,1,"POPLATEK MESICNE",1996-11-16
1992,48,"POPLATEK MESICNE",1997-09-27
1993,68,"POPLATEK MESICNE",1994-10-30
1994,42,"POPLATEK MESICNE",1995-07-19
1995,54,"POPLATEK MESICNE",1997-07-18
1996,6,"POPLATEK TYDNE",1996-05-08
1997,74,"POPLATEK MESICNE",1996-09-05
1998,1,"POPLATEK MESICNE",1993-06-17
1999,70,"POPLATEK MESICNE",1993-06-06
2000,5,"POPLATEK MESICNE",1997-08-06
2001,75,"POPLATEK MESICNE",1994-05-19
2002,1,"POPLATEK MESICNE",1993-04-08
2003,32,"POPLATEK MESICNE",1995-11-27
2004,42,"POPLATEK MESICNE",1996-08-04
2005,16,"POPLATEK MESICNE",1997-05-11
2006,25,"POPLATEK MESICNE",1997-06-16
2007,45,"POPLATEK MESICNE",1997-09-29
2008,52,"POPLATEK MESICNE",1993-04-16
2009,17,"POPLATEK MESICNE",1994-04-14
2010,1,"POPLATEK MESICNE",1993-12-27
2011,75,"POPLATEK MESICNE",1993-03-25
2012,4,"POPLATEK MESICNE",1996-04-08
2013,54,"POPLATEK MESICNE",1996-08-15
2015,68,"POPLATEK MESICNE",1995-11-25
2016,1,"POPLATEK MESICNE",1997-02-23
2017,54,"POPLATEK MESICNE",1996-02-21
2018,42,"POPLATEK MESICNE",1995-06-04
2019,64,"POPLATEK MESICNE",1997-06-11
2020,13,"POPLATEK MESICNE",1993-09-04
2021,69,"POPLATEK MESICNE",1997-02-05
2022,72,"POPLATEK MESICNE",1993-06-11
2023,68,"POPLATEK MESICNE",1993-01-26
2024,20,"POPLATEK MESICNE",1997-03-02
2025,19,"POPLATEK MESICNE",1994-10-02
2026,64,"POPLATEK MESICNE",1996-09-14
2027,19,"POPLATEK MESICNE",1994-11-28
2028,7,"POPLATEK TYDNE",1994-11-26
2029,55,"POPLATEK MESICNE",1993-05-29
2030,51,"POPLATEK MESICNE",1994-09-13
2032,36,"POPLATEK MESICNE",1996-11-14
2033,71,"POPLATEK MESICNE",1996-03-20
2034,54,"POPLATEK MESICNE",1996-08-21
2035,53,"POPLATEK MESICNE",1996-05-10
2036,70,"POPLATEK MESICNE",1997-10-03
2037,20,"POPLATEK MESICNE",1993-05-06
2038,42,"POPLATEK MESICNE",1993-08-06
2039,44,"POPLATEK MESICNE",1993-03-12
2040,75,"POPLATEK MESICNE",1996-06-25
2041,48,"POPLATEK MESICNE",1995-07-05
2042,31,"POPLATEK MESICNE",1997-02-12
2043,46,"POPLATEK MESICNE",1995-11-27
2044,6,"POPLATEK MESICNE",1994-11-23
2045,34,"POPLATEK MESICNE",1996-09-09
2046,68,"POPLATEK MESICNE",1996-10-17
2047,20,"POPLATEK MESICNE",1995-02-21
2048,76,"POPLATEK MESICNE",1997-03-30
2049,67,"POPLATEK MESICNE",1997-12-19
2050,1,"POPLATEK MESICNE",1993-10-22
2051,64,"POPLATEK TYDNE",1995-11-08
2052,61,"POPLATEK MESICNE",1993-10-20
2053,5,"POPLATEK MESICNE",1997-10-16
2054,1,"POPLATEK MESICNE",1995-01-24
2055,37,"POPLATEK MESICNE",1997-04-17
2056,58,"POPLATEK MESICNE",1993-04-07
2057,1,"POPLATEK MESICNE",1997-06-20
2058,34,"POPLATEK MESICNE",1996-09-09
2059,37,"POPLATEK MESICNE",1994-10-08
2060,13,"POPLATEK MESICNE",1996-12-05
2061,24,"POPLATEK MESICNE",1993-05-12
2062,70,"POPLATEK MESICNE",1996-03-06
2063,1,"POPLATEK MESICNE",1993-12-04
2064,54,"POPLATEK MESICNE",1996-12-30
2065,61,"POPLATEK MESICNE",1996-08-28
2066,25,"POPLATEK MESICNE",1996-08-07
2067,76,"POPLATEK MESICNE",1994-04-07
2068,21,"POPLATEK MESICNE",1993-06-02
2069,72,"POPLATEK MESICNE",1997-10-08
2070,72,"POPLATEK MESICNE",1993-01-29
2071,35,"POPLATEK MESICNE",1997-05-08
2072,41,"POPLATEK MESICNE",1993-10-17
2073,59,"POPLATEK MESICNE",1997-08-14
2074,12,"POPLATEK MESICNE",1996-02-18
2075,33,"POPLATEK MESICNE",1996-01-01
2076,18,"POPLATEK MESICNE",1996-09-17
2077,29,"POPLATEK MESICNE",1995-01-04
2078,62,"POPLATEK MESICNE",1993-07-08
2079,55,"POPLATEK MESICNE",1997-09-06
2080,74,"POPLATEK MESICNE",1997-04-27
2081,36,"POPLATEK MESICNE",1997-07-02
2082,36,"POPLATEK MESICNE",1993-09-03
2083,1,"POPLATEK MESICNE",1996-09-28
2084,44,"POPLATEK MESICNE",1996-09-08
2085,25,"POPLATEK MESICNE",1997-02-13
2086,70,"POPLATEK TYDNE",1996-08-09
2087,7,"POPLATEK TYDNE",1993-01-08
2088,4,"POPLATEK MESICNE",1993-07-28
2089,29,"POPLATEK TYDNE",1997-03-05
2090,40,"POPLATEK MESICNE",1996-11-26
2091,1,"POPLATEK MESICNE",1996-09-25
2092,1,"POPLATEK MESICNE",1994-04-29
2093,64,"POPLATEK MESICNE",1997-07-07
2094,73,"POPLATEK MESICNE",1996-08-23
2095,56,"POPLATEK MESICNE",1995-12-19
2096,32,"POPLATEK MESICNE",1995-06-17
2097,46,"POPLATEK MESICNE",1997-10-11
2099,3,"POPLATEK TYDNE",1993-01-12
2101,9,"POPLATEK MESICNE",1996-08-04
2102,41,"POPLATEK MESICNE",1996-08-05
2103,48,"POPLATEK MESICNE",1997-02-01
2104,48,"POPLATEK MESICNE",1996-06-12
2105,70,"POPLATEK MESICNE",1996-03-09
2106,1,"POPLATEK MESICNE",1996-02-01
2107,70,"POPLATEK MESICNE",1996-11-09
2108,74,"POPLATEK MESICNE",1996-07-06
2109,34,"POPLATEK MESICNE",1996-02-02
2110,64,"POPLATEK MESICNE",1993-02-23
2111,42,"POPLATEK TYDNE",1995-01-25
2112,44,"POPLATEK MESICNE",1996-07-12
2113,7,"POPLATEK MESICNE",1996-08-28
2114,30,"POPLATEK MESICNE",1996-08-11
2115,8,"POPLATEK MESICNE",1996-12-05
2116,70,"POPLATEK MESICNE",1996-05-02
2117,48,"POPLATEK MESICNE",1996-08-07
2118,42,"POPLATEK MESICNE",1997-05-11
2119,74,"POPLATEK MESICNE",1995-09-21
2121,64,"POPLATEK MESICNE",1994-12-05
2122,68,"POPLATEK MESICNE",1993-01-08
2123,64,"POPLATEK MESICNE",1993-07-26
2124,69,"POPLATEK MESICNE",1993-02-20
2125,43,"POPLATEK TYDNE",1997-11-20
2126,1,"POPLATEK MESICNE",1997-02-09
2127,1,"POPLATEK MESICNE",1997-05-09
2128,22,"POPLATEK MESICNE",1993-12-10
2130,46,"POPLATEK MESICNE",1996-11-04
2131,70,"POPLATEK MESICNE",1996-07-11
2132,76,"POPLATEK MESICNE",1993-10-08
2133,11,"POPLATEK MESICNE",1997-10-07
2134,52,"POPLATEK MESICNE",1996-08-06
2135,51,"POPLATEK MESICNE",1997-06-17
2136,75,"POPLATEK MESICNE",1997-10-02
2137,4,"POPLATEK PO OBRATU",1993-08-17
2138,75,"POPLATEK MESICNE",1997-08-11
2139,8,"POPLATEK MESICNE",1995-06-09
2140,75,"POPLATEK MESICNE",1993-10-21
2141,21,"POPLATEK MESICNE",1997-05-09
2142,42,"POPLATEK MESICNE",1997-09-01
2143,1,"POPLATEK MESICNE",1996-01-13
2144,55,"POPLATEK PO OBRATU",1995-07-21
2146,31,"POPLATEK MESICNE",1993-06-05
2147,28,"POPLATEK MESICNE",1996-07-10
2148,1,"POPLATEK MESICNE",1995-09-22
2149,7,"POPLATEK MESICNE",1996-08-11
2150,37,"POPLATEK MESICNE",1993-09-12
2151,38,"POPLATEK MESICNE",1995-02-08
2152,22,"POPLATEK MESICNE",1997-10-23
2153,31,"POPLATEK TYDNE",1996-01-07
2154,63,"POPLATEK MESICNE",1994-04-21
2155,58,"POPLATEK MESICNE",1994-06-08
2156,1,"POPLATEK MESICNE",1996-09-11
2157,77,"POPLATEK MESICNE",1995-11-08
2158,38,"POPLATEK MESICNE",1997-03-29
2159,1,"POPLATEK MESICNE",1996-01-01
2160,72,"POPLATEK MESICNE",1996-11-10
2161,15,"POPLATEK TYDNE",1993-12-30
2162,50,"POPLATEK MESICNE",1997-11-21
2163,17,"POPLATEK MESICNE",1995-01-05
2164,63,"POPLATEK MESICNE",1996-09-12
2165,51,"POPLATEK MESICNE",1997-04-08
2166,71,"POPLATEK MESICNE",1997-04-12
2167,16,"POPLATEK MESICNE",1993-08-08
2169,57,"POPLATEK MESICNE",1997-07-09
2170,1,"POPLATEK PO OBRATU",1994-05-19
2172,1,"POPLATEK MESICNE",1997-09-02
2173,64,"POPLATEK MESICNE",1997-05-02
2174,18,"POPLATEK MESICNE",1997-10-24
2175,1,"POPLATEK MESICNE",1993-04-27
2176,67,"POPLATEK MESICNE",1993-06-06
2177,62,"POPLATEK MESICNE",1993-01-04
2178,64,"POPLATEK MESICNE",1995-05-15
2179,1,"POPLATEK TYDNE",1994-01-14
2180,45,"POPLATEK MESICNE",1993-10-27
2182,22,"POPLATEK MESICNE",1997-07-12
2183,54,"POPLATEK MESICNE",1997-07-17
2184,6,"POPLATEK MESICNE",1997-05-07
2185,67,"POPLATEK MESICNE",1995-01-18
2186,63,"POPLATEK MESICNE",1993-07-07
2187,9,"POPLATEK TYDNE",1996-02-26
2189,75,"POPLATEK MESICNE",1993-04-22
2190,41,"POPLATEK TYDNE",1996-06-04
2191,1,"POPLATEK MESICNE",1996-08-08
2192,59,"POPLATEK MESICNE",1996-03-22
2193,44,"POPLATEK MESICNE",1996-11-03
2194,54,"POPLATEK MESICNE",1997-02-25
2195,73,"POPLATEK MESICNE",1994-10-08
2196,11,"POPLATEK MESICNE",1997-07-24
2197,46,"POPLATEK MESICNE",1997-07-26
2199,1,"POPLATEK MESICNE",1993-08-04
2200,1,"POPLATEK MESICNE",1997-06-26
2201,8,"POPLATEK MESICNE",1993-10-05
2203,47,"POPLATEK MESICNE",1995-04-04
2204,9,"POPLATEK MESICNE",1997-07-20
2205,51,"POPLATEK MESICNE",1996-04-13
2206,45,"POPLATEK MESICNE",1995-08-10
2207,35,"POPLATEK MESICNE",1996-01-25
2208,7,"POPLATEK MESICNE",1997-07-02
2209,65,"POPLATEK MESICNE",1996-08-15
2210,31,"POPLATEK MESICNE",1996-08-13
2211,61,"POPLATEK PO OBRATU",1997-11-10
2212,33,"POPLATEK MESICNE",1996-02-12
2213,68,"POPLATEK MESICNE",1993-07-11
2214,45,"POPLATEK MESICNE",1996-01-27
2215,48,"POPLATEK MESICNE",1997-10-17
2216,74,"POPLATEK MESICNE",1993-04-17
2217,73,"POPLATEK MESICNE",1996-01-27
2218,19,"POPLATEK MESICNE",1994-11-21
2219,60,"POPLATEK MESICNE",1993-03-11
2220,16,"POPLATEK MESICNE",1993-02-10
2221,58,"POPLATEK MESICNE",1997-11-15
2222,47,"POPLATEK MESICNE",1993-05-01
2223,44,"POPLATEK MESICNE",1996-01-05
2224,46,"POPLATEK PO OBRATU",1997-03-08
2225,15,"POPLATEK MESICNE",1996-01-24
2226,2,"POPLATEK MESICNE",1996-02-17
2227,31,"POPLATEK TYDNE",1994-05-22
2228,34,"POPLATEK MESICNE",1994-03-19
2229,1,"POPLATEK MESICNE",1997-01-27
2230,7,"POPLATEK MESICNE",1996-02-11
2231,2,"POPLATEK MESICNE",1997-10-14
2232,1,"POPLATEK MESICNE",1996-05-07
2233,43,"POPLATEK MESICNE",1996-01-03
2234,3,"POPLATEK MESICNE",1996-11-21
2235,45,"POPLATEK MESICNE",1995-10-22
2236,73,"POPLATEK MESICNE",1995-08-27
2237,26,"POPLATEK MESICNE",1995-12-13
2239,25,"POPLATEK MESICNE",1995-01-05
2240,36,"POPLATEK MESICNE",1996-10-07
2241,6,"POPLATEK MESICNE",1993-02-08
2242,7,"POPLATEK TYDNE",1993-02-25
2243,25,"POPLATEK MESICNE",1996-01-24
2244,46,"POPLATEK MESICNE",1995-07-19
2245,29,"POPLATEK MESICNE",1993-03-30
2246,1,"POPLATEK MESICNE",1996-04-25
2247,24,"POPLATEK MESICNE",1996-04-13
2250,35,"POPLATEK MESICNE",1993-11-02
2252,1,"POPLATEK MESICNE",1996-10-05
2253,74,"POPLATEK MESICNE",1993-07-24
2254,1,"POPLATEK MESICNE",1996-04-17
2255,52,"POPLATEK MESICNE",1995-10-14
2256,48,"POPLATEK MESICNE",1993-02-06
2257,57,"POPLATEK MESICNE",1993-12-21
2258,3,"POPLATEK MESICNE",1996-11-12
2259,64,"POPLATEK MESICNE",1994-05-14
2260,1,"POPLATEK MESICNE",1994-06-07
2261,1,"POPLATEK TYDNE",1996-12-27
2262,13,"POPLATEK MESICNE",1997-02-08
2263,36,"POPLATEK MESICNE",1996-03-12
2264,41,"POPLATEK MESICNE",1996-11-22
2265,65,"POPLATEK MESICNE",1995-08-03
2266,50,"POPLATEK MESICNE",1996-07-19
2267,54,"POPLATEK TYDNE",1994-09-20
2268,1,"POPLATEK MESICNE",1995-02-11
2269,6,"POPLATEK MESICNE",1993-11-04
2270,14,"POPLATEK MESICNE",1997-03-08
2271,68,"POPLATEK MESICNE",1993-11-13
2272,48,"POPLATEK MESICNE",1997-10-08
2274,66,"POPLATEK MESICNE",1996-01-21
2275,1,"POPLATEK MESICNE",1996-09-16
2276,31,"POPLATEK MESICNE",1993-10-22
2278,1,"POPLATEK MESICNE",1996-08-03
2279,2,"POPLATEK TYDNE",1996-10-30
2280,68,"POPLATEK MESICNE",1995-08-17
2281,1,"POPLATEK MESICNE",1995-07-13
2282,29,"POPLATEK TYDNE",1993-09-17
2285,36,"POPLATEK MESICNE",1996-11-21
2286,70,"POPLATEK MESICNE",1996-12-06
2287,1,"POPLATEK MESICNE",1996-04-21
2288,69,"POPLATEK MESICNE",1996-01-01
2289,1,"POPLATEK MESICNE",1996-03-07
2290,37,"POPLATEK MESICNE",1996-10-22
2291,49,"POPLATEK MESICNE",1996-07-27
2292,41,"POPLATEK MESICNE",1995-06-29
2293,31,"POPLATEK MESICNE",1993-02-13
2294,46,"POPLATEK MESICNE",1996-09-29
2295,57,"POPLATEK MESICNE",1996-06-25
2296,29,"POPLATEK MESICNE",1997-11-05
2297,46,"POPLATEK MESICNE",1995-06-18
2298,31,"POPLATEK MESICNE",1993-07-03
2299,1,"POPLATEK MESICNE",1997-01-21
2300,36,"POPLATEK MESICNE",1997-01-13
2301,22,"POPLATEK MESICNE",1995-10-10
2302,24,"POPLATEK MESICNE",1993-09-10
2303,41,"POPLATEK MESICNE",1996-11-24
2304,49,"POPLATEK MESICNE",1996-02-19
2305,1,"POPLATEK MESICNE",1993-12-11
2306,38,"POPLATEK MESICNE",1993-12-08
2307,60,"POPLATEK MESICNE",1995-07-12
2309,18,"POPLATEK MESICNE",1995-12-03
2310,15,"POPLATEK MESICNE",1995-07-19
2311,28,"POPLATEK MESICNE",1997-10-19
2312,65,"POPLATEK MESICNE",1997-09-26
2313,26,"POPLATEK TYDNE",1993-04-13
2314,2,"POPLATEK MESICNE",1996-09-07
2315,75,"POPLATEK MESICNE",1994-02-13
2316,1,"POPLATEK MESICNE",1997-07-21
2317,68,"POPLATEK MESICNE",1997-08-28
2318,73,"POPLATEK MESICNE",1993-11-08
2319,58,"POPLATEK MESICNE",1996-07-02
2321,35,"POPLATEK MESICNE",1993-05-13
2322,33,"POPLATEK MESICNE",1995-01-02
2323,72,"POPLATEK MESICNE",1995-05-08
2324,1,"POPLATEK MESICNE",1997-05-24
2325,55,"POPLATEK MESICNE",1997-02-26
2326,70,"POPLATEK MESICNE",1994-01-24
2327,19,"POPLATEK MESICNE",1993-06-08
2328,35,"POPLATEK MESICNE",1995-06-14
2329,1,"POPLATEK MESICNE",1996-08-07
2330,54,"POPLATEK MESICNE",1993-01-19
2331,8,"POPLATEK MESICNE",1995-04-29
2332,77,"POPLATEK MESICNE",1996-09-24
2333,45,"POPLATEK MESICNE",1994-10-08
2334,50,"POPLATEK MESICNE",1996-03-19
2335,70,"POPLATEK MESICNE",1996-04-04
2336,39,"POPLATEK MESICNE",1993-07-08
2337,65,"POPLATEK MESICNE",1997-07-07
2338,59,"POPLATEK MESICNE",1997-08-08
2339,63,"POPLATEK MESICNE",1996-09-22
2340,14,"POPLATEK MESICNE",1997-06-22
2341,33,"POPLATEK MESICNE",1995-11-25
2342,51,"POPLATEK MESICNE",1993-02-11
2343,68,"POPLATEK MESICNE",1994-12-09
2344,13,"POPLATEK MESICNE",1996-07-02
2345,5,"POPLATEK MESICNE",1993-10-25
2346,27,"POPLATEK MESICNE",1996-05-08
2347,38,"POPLATEK MESICNE",1996-08-30
2348,65,"POPLATEK MESICNE",1996-02-05
2349,72,"POPLATEK MESICNE",1996-09-11
2350,18,"POPLATEK MESICNE",1996-08-04
2351,74,"POPLATEK MESICNE",1997-09-08
2352,70,"POPLATEK MESICNE",1995-01-21
2353,51,"POPLATEK MESICNE",1995-09-21
2354,7,"POPLATEK MESICNE",1997-03-17
2355,1,"POPLATEK MESICNE",1995-01-03
2356,34,"POPLATEK TYDNE",1996-12-23
2357,19,"POPLATEK MESICNE",1993-01-04
2358,7,"POPLATEK MESICNE",1995-09-13
2359,54,"POPLATEK MESICNE",1996-07-14
2360,26,"POPLATEK MESICNE",1996-08-27
2361,28,"POPLATEK MESICNE",1994-02-25
2362,16,"POPLATEK MESICNE",1996-12-30
2363,47,"POPLATEK MESICNE",1994-10-07
2364,33,"POPLATEK MESICNE",1995-05-03
2365,42,"POPLATEK MESICNE",1994-11-04
2366,68,"POPLATEK MESICNE",1997-05-20
2367,28,"POPLATEK MESICNE",1995-03-04
2369,49,"POPLATEK MESICNE",1997-07-19
2370,51,"POPLATEK MESICNE",1997-10-01
2371,15,"POPLATEK TYDNE",1997-10-23
2372,1,"POPLATEK MESICNE",1997-06-15
2373,14,"POPLATEK MESICNE",1996-09-29
2374,1,"POPLATEK MESICNE",1995-12-07
2375,29,"POPLATEK MESICNE",1994-05-16
2376,71,"POPLATEK MESICNE",1996-12-14
2377,77,"POPLATEK MESICNE",1994-11-13
2378,16,"POPLATEK MESICNE",1993-01-01
2379,44,"POPLATEK MESICNE",1993-01-10
2380,46,"POPLATEK MESICNE",1997-02-27
2381,1,"POPLATEK MESICNE",1997-02-13
2382,59,"POPLATEK MESICNE",1994-03-08
2383,68,"POPLATEK MESICNE",1996-08-05
2384,40,"POPLATEK MESICNE",1994-12-23
2385,60,"POPLATEK MESICNE",1996-11-15
2386,12,"POPLATEK MESICNE",1996-12-17
2387,70,"POPLATEK MESICNE",1996-06-22
2388,30,"POPLATEK MESICNE",1993-06-09
