directorid,genre,prob
23357,Adventure,0.117647
23357,Comedy,0.117647
23357,Crime,0.0588235
23357,Drama,0.352941
23357,Family,0.0588235
23357,Mystery,0.0588235
23357,Short,0.176471
23357,Thriller,0.117647
23359,Animation,1
23359,Short,1
23360,Action,0.5
23360,Drama,0.5
23361,Drama,1
23363,Drama,1
23363,Short,1
23365,Comedy,0.3
23365,Crime,0.3
23365,Drama,0.3
23365,Musical,0.1
23365,Romance,0.1
23365,War,0.1
23366,Short,1
23367,Drama,1
23368,Animation,0.25
23368,Drama,0.5
23368,Family,0.25
23368,Musical,0.25
23368,Short,0.25
23369,Comedy,1
23370,Drama,1
23371,Drama,1
23373,Comedy,0.333333
23373,Documentary,0.333333
23373,Drama,0.666667
23373,Romance,0.333333
23374,Short,1
23375,Short,1
23376,Documentary,1
23376,Short,1
23377,Thriller,1
23378,Comedy,1
23378,Drama,0.5
23378,Short,0.5
23379,Horror,1
23379,Thriller,1
23380,Romance,1
23381,Action,0.5
23381,Comedy,0.5
23383,Romance,1
23384,Drama,1
23385,Documentary,1
23385,Short,1
23386,Documentary,0.333333
23386,Drama,0.666667
23386,Short,1
23386,Thriller,0.333333
23388,Documentary,1
23389,Short,1
23390,Documentary,1
23390,Short,1
23391,Documentary,1
23392,Documentary,1
23393,Adventure,1
23393,Comedy,1
23393,Family,1
23394,Drama,1
23395,Short,1
23396,Animation,1
23396,Short,1
23397,Comedy,1
23397,Short,1
23398,Documentary,1
23398,Short,1
23400,Fantasy,1
23402,Documentary,0.222222
23402,Drama,0.444444
23402,Short,0.444444
23403,Documentary,1
23406,Drama,1
23407,Drama,1
23408,Comedy,0.5
23408,Drama,0.5
23408,Musical,0.5
23409,Horror,1
23409,Thriller,1
23410,Comedy,0.5
23410,Drama,0.5
23410,Horror,0.5
23410,Short,0.5
23410,Thriller,0.5
23411,Drama,1
23411,Romance,1
23411,Short,1
23412,Short,1
23413,Crime,0.333333
23413,Drama,0.666667
23413,Thriller,0.333333
23414,Short,1
23415,Documentary,1
23416,Comedy,0.5
23416,Drama,0.5
23416,Thriller,0.5
23417,Drama,1
23418,Drama,1
23419,Action,1
23419,Comedy,1
23419,Crime,1
23422,Drama,1
23423,Drama,1
23424,Drama,1
23425,Documentary,1
23426,Comedy,0.666667
23426,Crime,0.333333
23426,Drama,0.666667
23426,Romance,0.666667
23427,Short,1
23429,Animation,1
23429,Short,1
23430,Comedy,0.571429
23430,Drama,0.428571
23430,Family,0.714286
23432,Sci-Fi,1
23433,Comedy,0.980392
23433,Short,0.588235
23435,Short,1
23438,Drama,0.75
23438,Thriller,0.25
23439,Documentary,1
23440,Animation,1
23440,Comedy,1
23440,Short,1
23443,Comedy,0.954545
23443,Short,0.454545
23443,War,0.0151515
23443,Western,0.0151515
23444,Action,1
23444,Crime,0.5
23445,Crime,1
23445,Drama,1
23445,Thriller,1
23448,Documentary,1
23449,Documentary,1
23450,Comedy,1
23450,Short,1
23453,Comedy,0.111111
23453,Documentary,0.111111
23453,Drama,0.444444
23453,Horror,0.111111
23453,Sci-Fi,0.111111
23453,Thriller,0.555556
23454,Crime,0.666667
23454,Drama,0.666667
23454,Thriller,0.333333
23458,Comedy,0.5
23458,Drama,1
23458,Romance,0.5
23458,Short,1
23459,Comedy,0.5
23459,Drama,0.5
23460,Animation,1
23460,Short,1
23461,Short,1
23462,Documentary,1
23462,Short,1
23465,Drama,1
23467,Documentary,0.5
23467,Drama,0.25
23467,Short,0.5
23468,Comedy,0.5
23468,Horror,0.5
23469,Drama,0.6
23469,Short,1
23471,Short,1
23472,Comedy,1
23472,Fantasy,1
23475,Animation,1
23475,Short,1
23476,Comedy,1
23478,Documentary,1
23480,Documentary,1
23481,Documentary,1
23482,Comedy,1
23482,Romance,1
23482,Short,1
23483,Documentary,1
23486,Short,1
23487,Adventure,0.2
23487,Crime,0.4
23487,Drama,0.4
23487,Family,0.2
23487,Fantasy,0.2
23487,Music,0.2
23488,Documentary,1
23492,Documentary,1
23496,Short,1
23498,Documentary,1
23499,Drama,1
23500,Comedy,1
23500,Short,1
23501,Short,1
23503,Drama,1
23503,Short,1
23504,Action,0.0545455
23504,Adventure,0.127273
23504,Comedy,0.218182
23504,Drama,0.545455
23504,Musical,0.0363636
23504,Romance,0.309091
23504,Sci-Fi,0.0181818
23504,War,0.0545455
23507,Adventure,0.2
23507,Documentary,0.1
23507,Drama,0.4
23507,Family,0.5
23507,Fantasy,0.2
23507,Short,0.1
23509,Documentary,1
23509,Drama,0.5
23510,Documentary,1
23511,Drama,1
23511,Horror,1
23512,Short,1
23513,Action,0.5
23513,Sci-Fi,1
23514,Documentary,1
23515,Short,1
23517,Short,1
23518,Short,1
23519,Action,1
23520,Comedy,0.5
23520,Documentary,1
23520,Short,0.5
23522,Comedy,0.5
23522,Romance,0.5
23523,Drama,0.166667
23523,Horror,0.166667
23523,Sci-Fi,0.166667
23523,Short,0.666667
23525,Short,1
23526,Comedy,1
23526,Romance,1
23527,Drama,1
23528,Music,1
23529,Comedy,1
23530,Comedy,0.166667
23530,Crime,0.333333
23530,Drama,0.666667
23530,Music,0.166667
23530,Mystery,0.333333
23530,Short,0.166667
23531,Comedy,0.153846
23531,Drama,0.769231
23531,Short,0.0769231
23533,Action,0.5
23533,Comedy,0.166667
23533,Drama,0.0833333
23533,Horror,0.333333
23533,Romance,0.0833333
23533,Sci-Fi,0.166667
23533,Thriller,0.333333
23534,Comedy,0.333333
23534,Drama,0.666667
23535,Drama,1
23536,Action,0.375
23536,Crime,0.5
23536,Drama,0.625
23536,Thriller,0.25
23538,Drama,1
23542,Documentary,1
23542,Short,1
23543,Drama,1
23543,Short,1
23544,Drama,1
23544,Romance,1
23547,Documentary,1
23548,Drama,0.5
23548,Short,1
23549,Comedy,1
23549,Family,0.5
23550,Documentary,1
23550,Short,0.5
23551,Documentary,0.5
23551,Musical,0.5
23553,Comedy,1
23555,Documentary,1
23555,Short,0.333333
23556,Drama,1
23556,Romance,1
23560,Short,1
23561,Comedy,0.333333
23561,Documentary,0.333333
23561,Music,0.333333
23561,Short,0.333333
23562,Short,1
23565,Comedy,0.0769231
23565,Short,1
23565,Western,0.820513
23566,Short,1
23568,Drama,0.333333
23568,Short,1
23569,Drama,1
23569,Short,0.5
23570,Short,1
23571,Documentary,1
23571,Short,1
23572,Short,1
23574,Comedy,1
23575,Comedy,1
23576,Drama,1
23577,Animation,1
23577,Short,1
23579,Documentary,1
23580,Adventure,0.125
23580,Comedy,0.125
23580,Crime,0.375
23580,Drama,0.5
23580,Thriller,0.375
23581,Comedy,0.5
23581,Drama,0.5
23581,Romance,0.5
23581,Short,1
23582,Comedy,0.5
23582,Fantasy,0.5
23584,Comedy,0.8
23584,Drama,0.2
23585,Short,1
23588,Documentary,0.333333
23588,Short,0.666667
23589,Documentary,0.5
23589,Drama,0.5
23589,Short,0.5
23590,Animation,1
23590,Short,1
23591,Comedy,0.333333
23591,Documentary,0.666667
23591,Short,0.333333
23593,Documentary,1
23593,Drama,1
23593,Family,1
23593,Short,1
23594,Action,1
23594,Comedy,1
23594,Documentary,1
23596,Comedy,1
23596,Short,1
23597,Documentary,1
23597,Short,1
23599,Documentary,1
23599,Drama,1
23599,War,1
23600,Documentary,1
23600,Short,0.5
23601,Comedy,0.5
23601,Musical,0.5
23601,Short,0.5
23602,Short,1
23603,Short,1
23604,Short,1
23606,Comedy,0.142857
23606,Documentary,0.142857
23606,Drama,0.571429
23606,Romance,0.142857
23606,Thriller,0.142857
23606,War,0.142857
23607,Documentary,1
23607,Short,1
23608,Documentary,1
23608,Short,1
23610,Comedy,1
23610,Drama,0.5
23610,Short,1
23615,Drama,1
23615,Short,0.5
23616,Short,1
23617,Comedy,1
23617,Romance,1
23617,Short,1
23618,Documentary,1
23618,Short,1
23619,Documentary,1
23619,Short,1
23621,Comedy,0.4
23621,Documentary,0.6
23621,Drama,0.2
23621,Romance,0.2
23621,Short,0.2
23622,Drama,0.25
23622,Western,0.75
23623,Drama,1
23623,Short,0.666667
23624,War,1
23626,Drama,1
23628,Comedy,0.5
23628,Drama,0.5
23628,Horror,0.25
23631,Drama,1
23631,Thriller,0.5
23632,Comedy,1
23632,Crime,0.5
23632,Drama,0.5
23632,Short,1
23632,Thriller,0.5
23633,Horror,1
23634,Documentary,1
23635,Documentary,1
23636,Comedy,0.538462
23636,Drama,0.153846
23636,Short,0.769231
23636,Western,0.384615
23638,Short,1
23640,Documentary,1
23642,Drama,1
23643,Documentary,1
23643,Short,1
23644,Short,1
23645,Adventure,0.5
23645,Comedy,1
23646,Documentary,1
23646,Drama,1
23648,Drama,1
23649,Drama,1
23650,Comedy,0.5
23650,Family,0.5
23651,Documentary,1
23651,Short,1
23652,Comedy,0.5
23652,Documentary,0.5
23652,Drama,0.5
23652,Romance,0.5
23654,Documentary,0.785714
23654,Short,1
23655,Drama,1
23656,Comedy,0.25
23656,Drama,0.25
23656,Family,0.5
23656,War,0.25
23657,Comedy,0.5
23657,Horror,0.5
23658,Action,0.111111
23658,Adventure,0.333333
23658,Crime,0.222222
23658,Drama,0.555556
23658,Mystery,0.111111
23658,Thriller,0.111111
23660,Drama,0.5
23660,Short,1
23661,Short,1
23662,Adventure,0.333333
23662,Comedy,0.333333
23662,Crime,0.333333
23662,Drama,0.333333
23662,Romance,0.333333
23662,Thriller,0.666667
23663,Drama,1
23667,Drama,1
23667,Short,1
23668,Thriller,1
23669,Musical,1
23670,Short,1
23671,Short,1
23673,Documentary,1
23673,Short,1
23675,Music,0.5
23675,War,0.5
23676,Crime,0.333333
23676,Drama,0.333333
23676,Fantasy,0.333333
23676,Mystery,0.333333
23677,Action,0.214286
23677,Adventure,0.285714
23677,Crime,0.142857
23677,Drama,0.571429
23677,Family,0.0714286
23677,Mystery,0.0714286
23677,Romance,0.0714286
23677,War,0.0714286
23678,Short,1
23679,Action,1
23679,Drama,0.333333
23680,Short,1
23681,Documentary,0.5
23681,Drama,0.5
23681,Short,1
23681,Thriller,0.5
23682,Short,1
23683,Documentary,1
23684,Action,0.222222
23684,Adventure,0.111111
23684,Comedy,0.111111
23684,Drama,0.444444
23684,War,0.444444
23685,Drama,1
23687,Animation,1
23687,Short,1
23689,Documentary,0.5
23689,Short,1
23692,Short,1
23694,Comedy,0.5
23694,Short,0.5
23695,Comedy,0.416667
23695,Documentary,0.166667
23695,Drama,0.25
23695,Short,0.25
23696,Comedy,0.5
23696,Short,0.5
23697,Documentary,1
23700,Drama,1
23701,Comedy,0.2
23701,Drama,0.8
23701,Music,0.2
23702,Short,1
23706,Short,1
23707,Crime,1
23707,Mystery,1
23707,Thriller,1
23708,Animation,1
23708,Comedy,1
23708,Short,1
23709,Drama,1
23709,Music,1
23709,Romance,1
23712,Short,1
23713,Comedy,0.5
23713,Short,0.5
23714,Drama,1
23714,Short,1
23715,Drama,1
23715,Sci-Fi,0.5
23715,Short,1
23717,Drama,0.625
23717,Romance,0.125
23717,Short,0.625
23718,Comedy,1
23719,Comedy,0.25
23719,Drama,0.75
23719,Music,0.125
23719,Short,0.125
23720,Action,0.1
23720,Comedy,0.1
23720,Crime,0.2
23720,Drama,0.8
23720,Thriller,0.2
23721,Adventure,0.5
23721,Documentary,0.5
23721,Drama,0.5
23721,Family,0.5
23722,Crime,1
23722,Drama,1
23722,Mystery,1
23723,Family,0.333333
23723,Short,0.666667
23724,Short,1
23726,Adventure,0.2
23726,Animation,1
23726,Comedy,0.4
23726,Family,0.8
23726,Musical,0.2
23726,Mystery,0.2
23727,Documentary,1
23729,Adventure,0.333333
23729,Comedy,1
23729,Drama,0.333333
23729,Family,0.333333
23729,Romance,0.333333
23731,Drama,1
23731,Short,1
23732,Short,1
23735,Documentary,1
23735,Short,1
23736,Drama,0.5
23736,Short,0.5
23737,Animation,1
23737,Family,0.5
23738,Drama,1
23739,Documentary,1
23739,Drama,0.5
23740,Musical,1
23741,Comedy,1
23742,Short,1
23743,Comedy,1
23743,Crime,1
23745,Short,1
23746,Documentary,1
23746,Short,1
23747,Comedy,1
23747,Drama,1
23747,Musical,0.5
23747,Romance,1
23748,Drama,1
23749,Documentary,1
23751,Action,1
23753,Action,1
23754,Drama,1
23757,Drama,1
23758,Action,0.166667
23758,Drama,1
23760,Drama,1
23760,Mystery,1
23761,Action,0.0625
23761,Adventure,0.1875
23761,Comedy,0.125
23761,Documentary,0.5
23761,Drama,0.3125
23761,Short,0.25
23763,Documentary,0.4
23763,Drama,0.4
23763,Short,0.4
23764,Short,1
23765,Drama,0.333333
23765,Short,1
23767,Documentary,0.0909091
23767,Drama,0.909091
23767,War,0.0909091
23770,War,1
23771,Adventure,1
23772,Comedy,1
23774,Western,1
23775,Comedy,1
23775,Short,1
23776,Documentary,1
23777,Action,0.1
23777,Comedy,0.3
23777,Crime,0.3
23777,Drama,0.4
23777,Short,0.1
23778,Adventure,0.125
23778,Comedy,0.125
23778,Drama,0.75
23779,Documentary,1
23781,Crime,0.5
23781,Drama,0.5
23782,Short,1
23783,Short,1
23784,Short,1
23787,Comedy,0.333333
23787,Crime,0.333333
23787,Documentary,0.333333
23787,Drama,0.333333
23789,Comedy,1
23789,Short,1
23790,Comedy,1
23791,Documentary,1
23794,Adventure,0.333333
23794,Crime,0.333333
23794,Drama,0.333333
23794,Family,0.333333
23794,Fantasy,0.333333
23794,Mystery,0.333333
23794,Short,0.333333
23794,Thriller,0.333333
23796,Drama,1
23797,Drama,0.5
23797,Short,1
23798,Comedy,0.5
23798,Drama,0.5
23800,Action,0.5
23800,Comedy,0.5
23800,Drama,0.25
23800,Short,0.5
23801,Drama,1
23802,Short,1
23803,Comedy,0.166667
23803,Documentary,0.166667
23803,Drama,0.5
23803,Short,0.5
23804,Action,0.454545
23804,Adventure,0.181818
23804,Comedy,0.0909091
23804,Crime,0.0909091
23804,Drama,0.636364
23804,Family,0.0909091
23804,Musical,0.0909091
23804,Sci-Fi,0.0909091
23804,Thriller,0.0909091
23805,Comedy,0.333333
23805,Drama,0.333333
23805,Mystery,0.333333
23805,Romance,0.333333
23805,Sci-Fi,0.333333
23805,Short,0.666667
23805,Thriller,0.333333
23806,Drama,1
23808,Crime,0.2
23808,Documentary,0.2
23808,Drama,0.5
23808,Musical,0.2
23809,Thriller,1
23811,Drama,1
23811,Romance,1
23811,Short,1
23811,War,1
23812,Drama,1
23813,Documentary,1
23813,Short,1
23814,Crime,0.5
23814,Drama,0.5
23815,Documentary,0.2
23815,Drama,0.8
23816,Comedy,0.5
23816,Drama,1
23817,Short,1
23818,Comedy,1
23818,Short,1
23820,Adventure,0.142857
23820,Comedy,0.571429
23820,Crime,0.142857
23820,Drama,0.142857
23821,Adventure,0.25
23821,Comedy,0.333333
23821,Crime,0.166667
23821,Documentary,0.0833333
23821,Drama,0.166667
23821,Family,0.0833333
23821,Musical,0.25
23822,Documentary,1
23823,Action,1
23823,Comedy,1
23823,Musical,1
23826,Drama,1
23827,Documentary,1
23827,Short,1
23828,Action,1
23829,Mystery,1
23830,Comedy,1
23830,Romance,0.2
23831,Comedy,1
23831,Short,1
23833,Short,1
23834,Documentary,0.5
23834,Drama,0.5
23835,Action,0.666667
23835,Adventure,0.333333
23835,Sci-Fi,0.666667
23836,Comedy,0.25
23836,Documentary,0.5
23836,Drama,0.25
23838,Short,1
23839,Documentary,0.285714
23839,Music,0.714286
23839,Short,0.571429
23841,Drama,1
23841,Musical,1
23842,Drama,0.1
23842,Short,0.9
23844,Documentary,1
23844,Short,1
23846,Documentary,1
23847,Short,1
23849,Drama,1
23850,Drama,0.666667
23850,Romance,0.5
23850,War,0.5
23851,Documentary,0.5
23851,Short,1
23852,Drama,1
23853,Comedy,0.5
23853,Drama,0.5
23853,Musical,0.5
23855,Drama,0.5
23855,Short,1
23856,Comedy,0.5
23856,Drama,0.5
23856,Short,0.5
23857,Documentary,1
23858,Short,1
23859,Short,1
23860,Drama,0.333333
23860,Short,0.333333
23860,Thriller,0.333333
23861,Drama,0.5
23861,Thriller,0.5
23862,Comedy,1
23862,Crime,1
23862,Drama,1
23865,Action,0.157895
23865,Comedy,0.0526316
23865,Crime,0.105263
23865,Documentary,0.105263
23865,Drama,0.210526
23865,Fantasy,0.0526316
23865,Horror,0.473684
23865,Mystery,0.0526316
23865,Romance,0.105263
23865,Thriller,0.157895
23865,War,0.0526316
23867,Drama,0.5
23867,Family,0.5
23867,Fantasy,0.5
23867,Short,1
23868,Adventure,1
23869,Crime,0.333333
23869,Mystery,0.666667
23869,Thriller,0.333333
23870,Crime,0.5
23870,Documentary,0.5
23870,Drama,1
23870,Fantasy,0.5
23870,Short,0.5
23871,Drama,0.875
23871,Romance,0.125
23871,Short,0.25
23871,Western,0.125
23872,Documentary,1
23872,Short,1
23874,Documentary,0.673077
23874,Drama,0.0192308
23874,Short,0.538462
23874,War,0.0384615
23875,Short,1
23876,Drama,1
23877,Short,1
23878,Comedy,0.5
23878,Documentary,0.5
23878,Music,0.5
23879,Comedy,1
23880,Documentary,1
23882,Documentary,1
23883,Short,1
23886,Sci-Fi,1
23887,Animation,1
23887,Short,1
23888,Documentary,1
23888,Drama,1
23889,Crime,1
23889,Documentary,1
23889,Horror,1
23890,Short,1
23893,Short,1
23894,Drama,1
23894,Family,1
23894,Fantasy,1
23895,Documentary,1
23898,Drama,1
23899,Music,0.5
23899,Short,0.5
23903,Adventure,0.25
23903,Animation,0.125
23903,Comedy,1
23903,Crime,0.125
23903,Drama,0.125
23903,Romance,0.375
23904,Adventure,0.222222
23904,Animation,0.111111
23904,Comedy,1
23904,Crime,0.111111
23904,Drama,0.111111
23904,Romance,0.333333
23905,Short,1
23906,Crime,1
23906,Mystery,1
23906,Thriller,1
23910,Horror,1
23911,Documentary,1
23911,Short,1
23912,Action,0.130435
23912,Adventure,0.130435
23912,Comedy,0.0434783
23912,Crime,0.108696
23912,Drama,0.826087
23912,Fantasy,0.0217391
23912,Film-Noir,0.108696
23912,Musical,0.0217391
23912,Mystery,0.0652174
23912,Romance,0.0652174
23912,Short,0.0217391
23912,Thriller,0.0652174
23912,War,0.152174
23912,Western,0.0869565
23913,Comedy,1
23914,Documentary,1
23914,Music,1
23917,Documentary,0.5
23917,Drama,0.5
23918,Documentary,0.5
23918,Short,0.5
23921,Drama,0.5
23921,Romance,0.5
23922,Comedy,0.25
23922,Crime,0.25
23922,Drama,0.25
23922,Fantasy,0.25
23922,Thriller,0.25
23923,Short,1
23924,Documentary,0.25
23924,Drama,0.5
23924,Romance,0.25
23926,Action,0.25
23926,Crime,0.25
23926,Horror,0.75
23926,Music,0.25
23931,Short,1
23934,Comedy,0.153846
23934,Crime,0.102564
23934,Documentary,0.0512821
23934,Drama,0.74359
23934,Romance,0.0512821
23934,Sci-Fi,0.025641
23934,Short,0.0769231
23934,Thriller,0.025641
23934,Western,0.025641
23936,Comedy,1
23936,Short,1
23939,Adventure,1
23939,Family,1
23940,Drama,1
23940,Musical,1
23943,Crime,1
23943,Mystery,1
23944,Short,1
23945,Documentary,1
23947,Drama,0.5
23947,Musical,0.25
23947,Romance,0.75
23947,War,0.25
23948,Comedy,1
23948,Drama,1
23950,Action,1
23950,Adventure,1
23953,Animation,1
23953,Short,1
23954,Short,1
23955,Crime,1
23955,Drama,1
23956,Drama,0.333333
23956,Musical,0.333333
23956,Short,0.666667
23957,Comedy,1
23957,Short,1
23958,Comedy,0.166667
23958,Drama,0.833333
23958,Romance,0.166667
23958,Short,0.166667
23959,Documentary,1
23960,Action,0.285714
23960,Comedy,0.142857
23960,Crime,0.142857
23960,Documentary,0.285714
23960,Thriller,0.285714
23961,Short,1
23962,Comedy,1
23962,Short,1
23963,Comedy,0.777778
23963,Drama,0.111111
23963,Short,0.555556
23964,Horror,1
23966,Comedy,0.5
23966,Thriller,0.5
23967,Drama,1
23968,Documentary,0.25
23968,Drama,0.25
23968,Short,0.75
23970,Comedy,0.2
23970,Crime,0.2
23970,Drama,0.4
23970,Horror,0.2
23970,Short,0.2
23971,Adventure,0.2
23971,Drama,0.4
23971,Family,0.2
23971,Short,0.2
23971,Thriller,0.2
23977,Animation,1
23977,Family,1
23978,Drama,1
23979,Drama,1
23979,Romance,1
23981,Short,1
23982,Comedy,1
23983,Documentary,1
23984,Action,0.0769231
23984,Adventure,0.0769231
23984,Comedy,0.0769231
23984,Drama,0.846154
23984,Romance,0.0769231
23985,Comedy,0.5
23985,Crime,0.25
23985,Drama,0.5
23985,Thriller,0.25
23986,Documentary,1
23986,Drama,1
23987,Animation,1
23987,Short,1
23988,Adventure,0.1
23988,Comedy,0.1
23988,Documentary,0.1
23988,Drama,0.7
23988,Fantasy,0.1
23988,Horror,0.1
23988,Short,0.2
23989,Comedy,0.5
23989,Horror,0.5
23991,Short,1
23992,Documentary,0.5
23992,Drama,0.5
23993,Short,1
23994,Documentary,1
23995,Adventure,0.25
23995,Comedy,0.75
23995,Crime,0.25
23995,Drama,0.25
23995,Family,0.25
23995,Fantasy,0.5
23996,Documentary,0.6
23996,Drama,0.4
23998,Comedy,1
23999,Comedy,0.666667
23999,Drama,1
24000,Comedy,1
24001,Adventure,0.166667
24001,Drama,0.333333
24001,Horror,0.333333
24001,Short,0.333333
24001,Thriller,0.333333
24002,Adventure,0.142857
24002,Comedy,0.714286
24002,Drama,0.142857
24002,Musical,0.428571
24002,Romance,0.428571
24003,Comedy,1
24003,Drama,0.5
24005,Comedy,1
24005,Short,1
24006,Comedy,1
24007,Comedy,1
24007,Short,1
24010,Comedy,0.714286
24010,Drama,0.285714
24010,Family,0.142857
24011,Documentary,0.5
24011,Drama,0.5
24012,Documentary,1
24014,Short,1
24015,Comedy,1
24015,Romance,1
24016,Crime,0.5
24016,Drama,0.5
24017,Documentary,1
24017,Music,1
24019,Comedy,0.833333
24019,Drama,0.5
24019,Horror,0.166667
24019,Mystery,0.333333
24019,Romance,0.5
24019,Thriller,0.333333
24021,Action,0.5
24021,Documentary,0.5
24021,Drama,0.5
24021,Family,0.5
24021,War,0.5
24022,Short,1
24023,Musical,1
24024,Animation,1
24024,Short,1
24025,Comedy,0.111111
24025,Drama,0.444444
24025,Music,0.222222
24025,Sci-Fi,0.333333
24025,Thriller,0.111111
24025,Western,0.111111
24026,Drama,1
24026,Short,1
24027,Drama,1
24028,Horror,1
24029,Documentary,1
24031,Crime,0.1
24031,Documentary,0.9
24035,Documentary,1
24036,Comedy,1
24036,Documentary,1
24036,Horror,1
24037,Comedy,1
24037,Drama,0.5
24037,Fantasy,0.5
24037,Horror,0.5
24037,Romance,0.5
24038,Short,1
24039,Short,1
24040,Drama,0.8
24040,Short,0.4
24041,Documentary,1
24042,Comedy,1
24042,Crime,0.5
24042,Romance,0.5
24043,Short,1
24044,Short,1
24045,Short,1
24047,Drama,1
24048,Drama,1
24048,Family,1
24049,Animation,1
24049,Comedy,0.5
24049,Family,0.5
24049,Short,1
24050,Action,0.5
24050,Crime,0.5
24051,Crime,1
24051,Horror,1
24051,Short,1
24053,Documentary,0.833333
24053,Short,1
24056,Animation,1
24056,Short,1
24057,Comedy,1
24057,Drama,1
24057,Romance,1
24059,Thriller,1
24061,Adventure,0.0769231
24061,Crime,0.153846
24061,Drama,0.769231
24061,Musical,0.0769231
24062,Action,1
24062,Adventure,1
24062,Comedy,1
24062,Sci-Fi,1
24063,Comedy,0.5
24063,Drama,0.5
24063,Romance,0.5
24064,Documentary,0.571429
24064,Short,0.857143
24065,Animation,1
24066,Comedy,1
24067,Short,1
24068,Horror,1
24068,Sci-Fi,1
24068,Thriller,1
24069,Crime,0.333333
24069,Documentary,0.333333
24069,Drama,0.333333
24070,Drama,1
24070,Romance,1
24074,Short,1
24075,Thriller,1
24076,Drama,0.666667
24076,Short,0.666667
24079,Short,1
24080,Drama,1
24083,Animation,1
24083,Family,1
24084,Drama,1
24085,Crime,0.333333
24085,Mystery,0.333333
24085,Romance,0.333333
24085,Sci-Fi,0.333333
24085,Short,0.666667
24085,Thriller,0.333333
24086,Short,1
24087,Animation,1
24087,Short,1
24088,Comedy,1
24088,Short,1
24090,Comedy,0.5
24090,Romance,0.5
24090,Short,1
24092,War,1
24094,Documentary,1
24096,Documentary,1
24096,Short,1
24097,Comedy,0.5
24097,Short,1
24098,Documentary,1
24098,Drama,1
24099,Documentary,1
24100,Documentary,1
24101,Comedy,0.25
24101,Drama,0.5
24101,Short,0.75
24102,Documentary,1
24102,Short,1
24103,Documentary,1
24103,Music,1
24104,Action,1
24106,Animation,1
24106,Comedy,1
24107,Action,0.0454545
24107,Adventure,0.0227273
24107,Comedy,0.204545
24107,Crime,0.136364
24107,Documentary,0.136364
24107,Drama,0.409091
24107,Film-Noir,0.0909091
24107,Horror,0.0227273
24107,Music,0.0227273
24107,Musical,0.136364
24107,Mystery,0.0227273
24107,Romance,0.0681818
24107,Sci-Fi,0.0454545
24107,Short,0.5
24107,Western,0.0454545
24108,Short,1
24109,Crime,0.5
24109,Short,0.5
24110,Documentary,1
24110,Short,0.5
24111,Short,1
24112,Animation,1
24112,Comedy,1
24112,Sci-Fi,1
24113,Action,1
24113,Adventure,1
24113,Comedy,1
24114,Adventure,1
24116,Comedy,1
24116,Short,0.5
24117,Comedy,0.5
24117,Romance,1
24117,Short,0.5
24118,Action,0.142857
24118,Comedy,0.0714286
24118,Drama,0.857143
24118,Family,0.142857
24118,War,0.142857
24119,Adventure,0.666667
24119,Comedy,0.333333
24120,Comedy,0.0714286
24120,Crime,0.0714286
24120,Documentary,0.0714286
24120,Drama,0.642857
24120,Musical,0.142857
24120,Romance,0.142857
24120,Short,0.0714286
24120,Thriller,0.0714286
24121,Drama,1
24123,Comedy,1
24124,Documentary,0.333333
24124,Drama,0.666667
24124,Short,0.333333
24124,War,0.333333
24126,Documentary,1
24128,Comedy,1
24129,Short,1
24130,Drama,1
24132,Comedy,1
24132,Drama,1
24132,Fantasy,1
24132,Short,1
24133,Comedy,1
24134,Drama,0.5
24134,Short,0.5
24135,Comedy,1
24135,Short,1
24136,Comedy,0.5
24136,Short,0.5
24137,Fantasy,0.5
24137,Horror,0.5
24137,Sci-Fi,0.5
24137,Short,0.5
24138,Documentary,1
24139,Comedy,1
24141,Comedy,1
24141,Sci-Fi,1
24143,Comedy,1
24143,Short,1
24144,Documentary,0.833333
24144,Drama,0.166667
24145,Short,1
24146,Comedy,0.333333
24146,Drama,0.666667
24146,Thriller,0.333333
24147,Comedy,1
24147,Drama,1
24147,Romance,1
24148,Documentary,1
24149,Adventure,0.5
24149,Comedy,1
24150,Thriller,1
24151,Drama,0.5
24151,Horror,0.5
24151,Thriller,0.5
24152,Documentary,1
24153,Documentary,1
24153,Short,1
24154,Animation,0.25
24154,Comedy,0.25
24154,Documentary,0.75
24154,Family,0.25
24154,Fantasy,0.25
24154,Musical,0.5
24154,Short,0.5
24156,Short,1
24157,Music,1
24157,Short,1
24159,Comedy,1
24159,Drama,0.166667
24161,Animation,1
24161,Comedy,0.125
24161,Short,1
24162,Action,0.5
24162,Documentary,0.5
24163,Documentary,0.666667
24163,Drama,0.333333
24163,Short,0.666667
24165,Comedy,1
24165,Romance,1
24167,Horror,1
24167,Thriller,1
24168,Comedy,0.181818
24168,Documentary,0.636364
24168,Drama,0.181818
24168,Fantasy,0.0909091
24168,Short,0.636364
24168,War,0.0909091
24170,Short,1
24172,Animation,0.666667
24172,Comedy,0.666667
24172,Family,0.333333
24172,Short,0.666667
24174,Comedy,0.5
24174,Drama,0.5
24174,Music,0.5
24175,Drama,1
24175,Short,1
24176,Comedy,0.416667
24176,Documentary,0.0833333
24176,Drama,0.625
24176,Fantasy,0.0833333
24176,Horror,0.0416667
24176,Music,0.0416667
24176,Mystery,0.0416667
24176,Romance,0.0833333
24176,War,0.0416667
24178,Short,1
24179,Drama,1
24179,Romance,1
24180,Comedy,1
24180,Western,1
24182,Action,0.5
