id,name,year,rank
49451,"Bum Magnet",1997,NULL
49452,"Bum Mistake, A",1914,NULL
49453,"Bum Rap",1988,7.1
49454,"Bum Rap",1990,NULL
49455,"Bum Runner",2002,5.7
49456,"Bum Shoe",1999,NULL
49457,"Bum Slickers",1923,NULL
49458,"Bum Steer, A",1928,NULL
49459,"Bum Steer, A",1957,NULL
49460,"Bum Voyage",1934,NULL
49461,"Bum's Halloween, The",1913,NULL
49462,"Bum's Rush, The",1927,NULL
49463,"Buma, Il",2002,NULL
49464,"Bumazhnyye glaza Prishvina",1989,NULL
49465,Bumbarash,1971,NULL
49466,"Bumble Boogie",1948,6.4
49467,"Bumble's Job",1916,NULL
49468,"Bumblebee Flies Anyway, The",1999,6.2
49469,"Bumbledown: The Lives and Times of Ronald Reagan",1989,NULL
49470,"Bumbles Goes Butterflying",1914,NULL
49471,"Bumblz: Clubhouse Friends",2004,NULL
49472,Bumer,2003,6.7
49473,Bumerang,1959,NULL
49474,Bumerang,1966,NULL
49475,Bumerang,1979,NULL
49476,Bumerang,1982,NULL
49477,Bumerang,1987,NULL
49478,Bumerang,1997,4
49479,Bumerang,2003,NULL
49480,"Bumerang - Bumerang",1989,NULL
49481,Bumerangul,1974,NULL
49482,"Bumfights: A Cause for Concern",2002,NULL
49483,Bummer!,1972,2.4
49485,"Bump in the Night",1991,NULL
49486,"Bump, The",1920,NULL
49487,"Bumper Crop, A",1926,NULL
49488,"Bumping Along",1928,NULL
49489,"Bumping Heads",2002,4
49490,"Bumping Into Broadway",1919,7.5
49491,"Bumping Race (Cambridge May Races)",1899,NULL
49492,"Bumping the Bumps",1916,NULL
49493,"Bumping the Odds",1997,NULL
49494,Bumps,1912,NULL
49495,Bumps,1923,NULL
49496,"Bumps and Boarders",1918,NULL
49497,"Bumps and Things",1922,NULL
49498,"Bumptious as Romeo",1911,NULL
49499,Bums,1993,NULL
49500,"Bums Away",1995,NULL
49501,"Bums in the Mist",2002,NULL
49502,"Bums, der Scheidungsgrund",1934,NULL
49504,"Bumsfidele Heiratsbro, Das",1972,NULL
49505,"Bumsfidele Huschen, Das",1971,NULL
49506,"Bumsfidele Internat, Das",1969,NULL
49508,"Bumsladen-Bo, Der",1973,NULL
49509,"Bumunot ka't lumaban",1964,NULL
49510,"Bun Busters",1984,NULL
49511,"Bun Busters 15",1994,NULL
49512,"Bun Busters 7",1993,NULL
49514,Bun-Bun,2003,6.2
49515,Bun-ryegi,1971,NULL
49516,Buna,1975,NULL
49517,"Buna (Matija Gubec)",1969,NULL
49518,"Buna seara, Irina",1980,NULL
49519,Bunar,1982,NULL
49520,"Bunari Radosa Modricanina",1981,NULL
49521,Bunarman,2003,NULL
49522,Bunben,1968,NULL
49523,Bunbuku-chagama,1928,NULL
49524,Bunbury,1976,NULL
49525,"Bunch of Flowers, A",1914,NULL
49526,"Bunch of Keys, A",1915,NULL
49527,"Bunch of Kisses, A",1921,NULL
49528,"Bunch of Matches, A",1915,NULL
49529,"Bunch of Violets, A",1912,NULL
49530,"Bunch of Violets, A",1916,NULL
49531,Bunco,1977,NULL
49532,"Bunco Bill's Visit",1914,NULL
49533,"Bunco Busters",1955,NULL
49534,"Bunco Game at Lizardhead, The",1911,NULL
49535,"Bunco On the Seashore",1899,NULL
49536,"Bunco Squad",1950,6.1
49537,Buncoed,1912,NULL
49538,"Buncoed Stage Johnnie",1908,NULL
49539,Buncru,1984,NULL
49540,"Bund, Shanghai, The",1901,NULL
49541,BundesAlltag,2000,NULL
49542,"Bundet til en stok",1973,NULL
49543,Bundfald,1957,6.2
49544,"Bundle in Good Standing",2003,NULL
49545,"Bundle of Bliss, A",1940,NULL
49546,"Bundle of Blues, A",1933,7.7
49547,"Bundle of Joy",1956,5.1
49548,"Bundle of Trouble, A",1917,NULL
49549,"Bundle, The",1997,NULL
49550,"Bung-ho Babes",1991,NULL
49552,"Bungala Boys",1961,NULL
49553,Bungalow,2002,5.8
49554,"Bungalow 13",1948,NULL
49556,"Bungalow Bungle",1915,NULL
49557,"Bungalow Capers",1965,NULL
49558,"Bungalow Troubles",1920,NULL
49559,Bungalowing,1917,NULL
49560,"Bungawan soro",1951,NULL
49566,"Bungle Abbey",1981,NULL
49567,"Bungle in the Jungle",1949,NULL
49568,"Bungle Uncle",1962,NULL
49569,"Bungled Bungalow",1950,NULL
49570,"Bungled Bungalows",1920,NULL
49571,"Bungles Enforces the Law",1916,NULL
49572,"Bungles Lands a Job",1916,NULL
49573,"Bungles' Elopement",1916,NULL
49574,"Bungles' Rainy Day",1916,NULL
49575,"Bunglin' Builder, The",1971,NULL
49576,"Bungling Bill's Bow-Wow",1916,NULL
49577,"Bungling Bill's Dream",1916,NULL
49578,"Bungling Bill's Dress Suit",1916,NULL
49579,"Bungling Bill's Peeping Ways",1916,NULL
49580,"Bungling Bill, Burglar",1916,NULL
49581,"Bungling Bill, Detective",1916,NULL
49582,"Bungling Bill, Doctor",1916,NULL
49583,"Bungling Burglar's Bungle, The",1915,NULL
49584,"Bungling Waiter, The",1897,NULL
49585,"Bungs and Bunglers",1919,NULL
49586,"Bunicul si doi delincventi minori",1976,NULL
49587,"Bunicul si o biata cinste",1984,NULL
49588,"Bunin: Chopin & Debussy",1987,NULL
49589,Buniyaad,1972,NULL
49590,"Bunk Bed Boys",2004,NULL
49591,"Bunk Bed Brothers",1996,NULL
49592,"Bunk Witch Project, The",2000,7
49593,"Bunked and Paid For",1917,NULL
49594,Bunker,1991,NULL
49595,"Bunker - Die letzten Tage",2003,NULL
49596,"Bunker - Eine todsichere Falle, Der",1999,NULL
49597,"Bunker Bean",1936,5.3
49598,"Bunker de la dernire rafale, Le",1981,6.2
49599,"Bunker Hill Bunny",1950,7.2
49600,"Bunker Palace Htel",1989,5.9
49601,"Bunker, De",1992,6.8
49602,"Bunker, Der",1992,NULL
49603,"Bunker, Le",1972,NULL
49604,"Bunker, Le",1976,NULL
49605,"Bunker, The",1981,NULL
49606,"Bunker, The",2001,5.4
49607,Bunkered,1919,NULL
49608,Bunkie,1912,NULL
49609,"Bunko nikki",1978,NULL
49611,Bunnebacke,1974,NULL
49612,"Bunnicula, the Vampire Rabbit",1979,2.6
49613,"Bunnies Abundant",1962,NULL
49614,"Bunnies and Bonnets",1933,NULL
49615,Bunno,1970,NULL
49616,"Bunnoui se eolgul",1972,NULL
49617,"Bunnoui woinbal",1974,NULL
49618,Bunny,1998,7.4
49619,Bunny,2000,7.4
49620,"Bunny All at Sea",1912,NULL
49621,"Bunny and Claude: We Rob Carrot Patches",1968,5.8
49622,"Bunny and Clod",1970,NULL
49623,"Bunny and the Bunny Hug",1913,NULL
49624,"Bunny and the Dogs",1912,NULL
49625,"Bunny and the Twins",1912,NULL
49626,"Bunny as a Reporter",1913,NULL
49627,"Bunny at the Derby",1912,NULL
49628,"Bunny Backslides",1914,NULL
49629,"Bunny Blarneyed; or, The Blarney Stone",1913,NULL
49630,"Bunny Bleu: A Gang Bang Fantasy",1994,NULL
49631,"Bunny Buys a Harem",1914,NULL
49632,"Bunny Buys a Hat for His Bride",1914,NULL
49633,"Bunny for the Cause",1913,NULL
49634,"Bunny Girl's Tale, A",1998,NULL
49635,"Bunny Hugged",1951,7.9
49636,"Bunny in Bunnyland",1915,NULL
49637,"Bunny Lake Is Missing",1965,6.9
49639,"Bunny Mooning",1937,NULL
49640,"Bunny O'Hare",1971,4.3
49641,"Bunny Versus Cutey",1913,NULL
49642,"Bunny Yeager's Nude Camera",1963,NULL
49643,"Bunny Yeager's Nude Las Vegas",1964,NULL
49644,"Bunny Years, The",1999,NULL
49645,"Bunny's Birthday",1914,NULL
49646,"Bunny's Birthday Surprise",1913,NULL
49647,"Bunny's Dilemma",1913,NULL
49648,"Bunny's Honeymoon",1913,NULL
49649,"Bunny's Lesson in Pain",1992,NULL
49650,"Bunny's Little Brother",1914,NULL
49651,"Bunny's Mistake",1914,NULL
49652,"Bunny's Office Fantasies",1984,NULL
49653,"Bunny's Scheme",1914,NULL
49654,"Bunny's Suicide",1912,NULL
49655,"Bunny's Swell Affair",1914,NULL
49656,"Bunny's Tale, A",1985,NULL
49657,"Bunny, The",1995,NULL
49658,Bunnyeo,1968,NULL
49659,"Buns and Roses",1990,NULL
49660,Bunshinsaba,2004,NULL
49661,Bunt,1991,NULL
49662,"Bunt krwi i zelaza",1927,NULL
49663,"Bunt na kuklite",1957,NULL
49664,"Buntat na robite",1933,NULL
49665,"Bunte Blumen",1988,NULL
49666,"Bunte Hunde",1995,7.4
49667,"Bunte Tierwelt",1931,NULL
49668,"Bunte Traum, Der",1952,2.6
49669,"Bunte Welt am groen Strom",1957,NULL
49670,"Bunting's Blink",1915,NULL
49671,"Buntkarierten, Die",1949,6.2
49672,Buntovnik,1981,NULL
49673,"Bunty Pulls the Strings",1921,NULL
49674,"Bunuel Mexican, Un",1997,NULL
49676,"Buon funerale, amigos!... paga Sartana",1970,5
49677,"Buon Natale... Buon anno",1989,5.4
49678,"Buon soldato, Il",1982,NULL
49679,"Buon viaggio pover'uomo",1951,NULL
49680,"Buona come il pane",1981,NULL
49681,"Buona fortuna, La",1945,NULL
49682,"Buona parte di Paolina",1973,NULL
49683,"Buona sera alla finestra",1906,NULL
49684,"Buona sera bambina e burattinaio",1906,NULL
49685,"Buona sera fotografo!",1906,NULL
49686,"Buona sera pittore!",1906,NULL
49687,"Buona sera signorina",1906,NULL
49688,"Buona sera signorina Bonelli!",1906,NULL
49689,"Buona Sera, Mrs. Campbell",1969,6.4
49690,"Buonanotte... avvocato!",1955,5.4
49691,"Buone notizie, Le",1979,6.6
49692,"Buongiorno natura",1955,NULL
49693,"Buongiorno primo amore!",1957,NULL
49694,"Buongiorno, elefante!",1952,NULL
49695,"Buongiorno, notte",2003,7.4
49696,"Buono, il brutto, il cattivo, Il",1966,8.7
49697,"Buonomo - Bustaman",2000,NULL
49698,"Buppah Rahtree",2003,7.4
49699,"Buque embotellado, El",1939,NULL
49700,"Buque fantasma, El",1969,NULL
49701,"Buque maldito, El",1975,3.5
49702,Bura,1958,NULL
49703,Bura,1969,NULL
49704,"Burabo! Wakadaish",1970,NULL
49705,"Burador (Ang babaing sugo)",2000,NULL
49706,"Burai barase!",1969,NULL
49707,"Burai heiya",1995,NULL
49708,"Burai hijou",1968,NULL
49709,"Burai Hitokiri Goro",1968,NULL
49710,"Burai kurodosu",1968,NULL
49711,"Burai yori daikanbu",1968,NULL
49712,Buraikan,1970,5.9
49713,"Burakku comedi",1969,NULL
49714,"Burakku jakku",1996,7
49715,"Buraku majikku M-66",1987,NULL
49716,"Burari burabura monogatari",1962,NULL
49717,"Burattinaio, Il",1994,2.8
49718,Burattini!,1992,NULL
49719,"Burattino di nome Pinocchio, Un",1972,NULL
49720,"Burbero, Il",1987,4
49721,Burbujas,1974,NULL
49722,"Burbujas de amor",1991,NULL
49723,"Burbujas; Rockola",1981,NULL
49724,Burburock,1986,NULL
49725,"Burcht der Verschrikkingen",1944,NULL
49726,Burdel,1982,NULL
49727,Burden,2005,NULL
49728,"Burden Bearer, The (1913/I)",1913,NULL
49729,"Burden Bearer, The (1913/II)",1913,NULL
49730,"Burden Bearer, The",1915,NULL
49731,"Burden of Desire",2005,NULL
49732,"Burden of Dreams",1982,7.6
49733,"Burden of Proof, The",1918,NULL
49734,"Burden of Proof, The",1992,NULL
49735,"Burden of Race, The",1921,NULL
49736,"Burden They Carry, The",1970,NULL
49737,"Burden, The",1914,NULL
49738,Burdus,1970,NULL
49739,"Burdus kondukter",1972,NULL
49740,"Bure baruta",1998,7.2
49741,"Bureau des mariages, Le",1962,NULL
49742,"Bureau of D Agency",1988,NULL
49743,"Bureau of Discipline",1992,NULL
49744,"Bureau of Discipline 2",1992,NULL
49745,"Bureau of Discipline 3",1992,NULL
49746,"Bureau of Missing Persons",1933,6.4
49747,"Bureau of Missing Persons",1954,NULL
49748,"Bureau, The",1981,NULL
49749,"Bureaukratiets slagmark",2000,NULL
49750,Bureauslaven,1964,NULL
49751,Burebista,1980,7.4
49752,"Burei zhizni smyatiye",1918,NULL
49753,Buren,1978,NULL
49754,Buren,2004,NULL
49755,"Burg Wutzenstein",1988,NULL
49756,"Burgemeester van Veurne, De",1984,NULL
49757,"Burgenland 1945 - Historische Spurensuche",1995,NULL
49758,"Burger & the King: The Life & Cuisine of Elvis Presley, The",1996,NULL
49759,"Burger Boys",1999,NULL
49760,BurgerTime,1982,NULL
49761,Burgertime,1984,NULL
49762,Burgerwacht,1924,NULL
49763,Burglar,1987,4.3
49764,"Burglar Alarm, The",1918,NULL
49765,"Burglar Alarm, The",1923,NULL
49766,"Burglar and Fairy",1903,NULL
49767,"Burglar and Little Phyllis, The",1910,NULL
49768,"Burglar and Old Maid",1903,NULL
49769,"Burglar and the Baby, The",1913,NULL
49770,"Burglar and the Bundle, The",1899,NULL
49771,"Burglar and the Child, The",1909,NULL
49772,"Burglar and the Lady, The",1914,NULL
49773,"Burglar and the Rose, The",1912,NULL
49774,"Burglar as Father Christmas, The",1911,NULL
49775,"Burglar at the Ball, The",1913,NULL
49776,"Burglar Bill",1905,NULL
49777,"Burglar by Proxy",1919,NULL
49778,"Burglar by Request",1917,NULL
49779,"Burglar Caught in the Act",1897,NULL
49780,"Burglar for a Night, A",1918,NULL
49781,"Burglar from Hell",1993,NULL
49782,"Burglar Helped, The",1912,NULL
49783,"Burglar in the Bed Chamber",1898,NULL
49784,"Burglar on the Roof, The (1898/I)",1898,NULL
49785,"Burglar on the Roof, The (1898/II)",1898,NULL
49786,"Burglar Proof",1920,NULL
49787,"Burglar to the Rescue, A",1931,NULL
49788,"Burglar Who Robbed Death, The",1913,NULL
49789,"Burglar's Baby, The",1915,NULL
49790,"Burglar's Bride, A",1917,NULL
49791,"Burglar's Daughter, The",1912,NULL
49792,"Burglar's Dilemma, The",1912,5.2
49793,"Burglar's Godfather, The",1915,NULL
49794,"Burglar's Misfortune, The",1910,NULL
49795,"Burglar's Mistake, A",1909,NULL
49796,"Burglar's Reformation, The",1912,NULL
49797,"Burglar's Slide for Life, The",1905,3.6
49798,"Burglar, The (1898/I)",1898,NULL
49799,"Burglar, The (1898/II)",1898,NULL
49800,"Burglar, The",1903,NULL
49801,"Burglar, The",1916,NULL
49802,"Burglar, The",1917,NULL
49803,"Burglar, The",1924,NULL
49804,"Burglar, The",1928,NULL
49805,"Burglar, The",1957,6.6
49806,"Burglar-Proof Bed, The",1900,NULL
49807,"Burglarious Billy",1915,NULL
49808,"Burglarized Burglar, The",1911,NULL
49809,"Burglarizing Billy",1913,NULL
49810,"Burglars (1918/I)",1918,NULL
49811,"Burglars (1918/II)",1918,NULL
49812,Burglars,2000,NULL
49813,"Burglars Bold, The",1921,NULL
49814,"Burglars in the Pantry",1897,NULL
49815,"Burglars' Picnic, The",1916,NULL
49816,"Burglary in the Year 2000",1909,NULL
49817,"Burglary, The",1989,NULL
49818,"Burgomaster of Stilemonde, The",1929,NULL
49819,"Burgomeister, The",1935,NULL
49820,Burgos,1970,NULL
49821,"Burgos de Norte a Sur",1965,NULL
49822,"Burgos hoy",1965,NULL
49823,Burgtheater,1936,7.8
49825,Burial,2003,NULL
49826,"Burial of Maine Sailors",1903,NULL
49827,"Burial of the 'Maine' Victims",1898,3
49828,"Burial of the Rats",1995,NULL
49830,"Burial Society, The",2002,6.7
49831,"Buridan, hros de la tour de Nesle",1952,NULL
49832,"Buridan, le hros de la Tour de Nesle",1923,NULL
49833,"Buried & Unseen",1998,NULL
49834,Buried,1997,NULL
49835,Buried,2003,NULL
49836,"Buried Alive",1908,NULL
49837,"Buried Alive",1917,NULL
49838,"Buried Alive",1939,4.3
49840,"Buried Alive (1990/II)",1990,NULL
49841,"Buried Alive 2",1997,NULL
49842,"Buried Alive Bukkake",2000,NULL
49843,"Buried Alive in a Coal Mine",1913,NULL
49844,"Buried Country",2000,NULL
49845,"Buried Gold",1926,NULL
49846,"Buried Hand, The",1915,NULL
49847,"Buried in Light",1994,NULL
49848,"Buried in Time: The Journeyman Project 2",1995,NULL
49849,"Buried Loot",1935,5.7
49850,"Buried Man, The",1963,NULL
49851,"Buried on Sunday",1992,4.7
49852,"Buried Past, A",1911,NULL
49853,"Buried Past, The",1913,NULL
49854,"Buried Secret of M. Night Shyamalan, The",2004,NULL
49855,"Buried Secrets",1996,NULL
49856,"Buried Treasure",1915,NULL
49857,"Buried Treasure",1921,NULL
49858,"Buried Treasure",1925,6.5
49859,"Buried Treasure",1926,NULL
49861,"Buried Treasure",1938,NULL
49862,"Buried Treasure",2001,NULL
49863,"Buried Treasure of Cobre, The",1916,NULL
49864,"Buried Treasure, The",1919,NULL
49865,"Buried Trust",1996,NULL
49866,"Buriki no kod",1999,NULL
49867,"Buriki no kunsho",1981,NULL
49868,Burilo,1985,NULL
49869,"Burim i madh kursimesh",1980,NULL
49870,"Buripalem Bullodu",1979,NULL
49871,Burisuta,2000,6.4
49872,Buriti,1983,NULL
49873,"Burke & Wills",1985,5.9
49874,"Burke and Hare",1971,5.3
49875,Burkhawali,1926,NULL
49876,Burkhewala,1932,NULL
49877,"Burkittsville 7, The",2000,NULL
49878,Burl's,2003,7
49879,"Burla al marito",1899,NULL
49880,"Burla, La",1970,NULL
49881,Burlada,1951,NULL
49882,"Burlando la ley",1993,NULL
49883,Burlanga,1992,NULL
49884,"Burles King Daw, O!",2002,NULL
49885,"Burlesk King",1999,6.1
49886,"Burlesk Queen",1977,6.2
49887,"Burlesk Queen Ngayon",2001,NULL
49888,"Burleska o Grku",1968,NULL
49889,Burlesque,1932,NULL
49890,Burlesque,1980,NULL
49891,"Burlesque Cake Walk",1897,NULL
49893,"Burlesque in Harlem",1954,NULL
49894,"Burlesque in Hawaii",1952,NULL
49895,"Burlesque Lions and Their Tamer, Hagenbeck's Circus",1903,NULL
49896,"Burlesque on Carmen",1915,6.6
49897,"Burlesque on Carmen",1916,6.5
49898,"Burlesque on Romeo and Juliet",1902,NULL
49899,"Burlesque Queen and Country Photographer",1899,NULL
49900,"Burlesque Queen, A",1899,NULL
49901,"Burlesque Queen, The",1910,NULL
49902,"Burlesque Suicide, No. 2, The",1902,NULL
49903,"Burlesque Suicide, The",1902,NULL
49904,"Burlesque Thieves, The",1902,NULL
49905,"Burlesque: The Way It Was, 1946",1995,NULL
49906,Burlesxxx,1996,NULL
49908,Burlexxx,1984,NULL
49909,"Burlington Flyer",1902,NULL
49910,"Burma - kako je prijatelji vide",1955,NULL
49911,"Burma Bridge Busters",2003,NULL
49912,"Burma Convoy",1941,NULL
49913,"Burma Diary",1997,NULL
49914,"Burma Rani",1944,NULL
49915,"Burma Road Volume #1, The",1995,NULL
49916,"Burma Victory",1945,NULL
49917,"Burma: Anatomy of Terror",2003,NULL
49918,"Burmah Road",1962,NULL
49919,"Burn 'Em Up Barnes",1921,NULL
49920,"Burn 'Em Up Barnes (1934/I)",1934,9.8
49921,"Burn 'Em Up Barnes (1934/II)",1934,NULL
49922,"Burn 'Em Up O'Connor",1939,4.6
49923,Burn,1983,NULL
49924,Burn,1990,NULL
49926,Burn,1998,4.5
49927,"Burn (2001/I)",2001,NULL
49928,"Burn (2001/II)",2001,NULL
49929,Burn,2002,NULL
49930,"Burn Out",1998,NULL
49931,"Burn Out. Medizin an den Grenzen",1990,NULL
49932,"Burn the Butterflies",1979,NULL
49933,"Burn the Floor",1999,7.6
49934,"Burn Up W",1996,NULL
49935,"Burn Up!",1991,NULL
49936,"Burn Your Phone",1996,6.5
49937,"Burn: Cycle",1994,NULL
49938,"Burn: The Robert Wraight Story",2003,NULL
49939,"Burna noc",1970,NULL
49940,BurnBabyBurn,2001,NULL
49941,Burndown,1989,3.5
49942,"Burned at the Stake",1981,3.9
49943,"Burned Hand, The",1915,NULL
49944,"Burning an Illusion",1981,NULL
49945,"Burning Annie",2003,5
49946,"Burning Band, The",1916,NULL
49947,"Burning Barrel, The",1997,NULL
49948,"Burning Bed, The",1984,NULL
49949,"Burning Boy, The",2001,NULL
49950,"Burning Brand, The",1913,NULL
49951,"Burning Bridges",1928,NULL
49952,"Burning Bridges",1990,NULL
49953,"Burning Bright",1959,NULL
49954,"Burning Bush, The",1967,NULL
49955,"Burning City",1998,NULL
49956,"Burning Clean",2002,NULL
49957,"Burning Cross, The",1947,NULL
49958,"Burning Daylight",1914,NULL
49959,"Burning Daylight",1920,NULL
49960,"Burning Daylight",1928,NULL
49961,"Burning Daylight: The Adventures of 'Burning Daylight' in Alaska",1914,NULL
49962,"Burning Daylight: The Adventures of 'Burning Daylight' in Civilization",1914,NULL
49964,"Burning Desire",1992,NULL
49966,"Burning Desires",2002,2
49967,"Burning Down the House",2001,4.9
49968,"Burning Down Tomorrow",1990,NULL
49971,"Burning Gold",1927,NULL
49972,"Burning Gold",1936,NULL
49973,"Burning Heart",2000,NULL
49974,"Burning Hell, The",1974,NULL
49975,"Burning Hills, The",1956,5.6
49976,"Burning House of Love",2002,NULL
49977,"Burning Land, The",2003,NULL
49978,"Burning Life",1994,7.8
49979,"Burning Man",1997,NULL
49980,"Burning Man",1998,NULL
49981,"Burning Man 2020",1998,NULL
49982,"Burning Man Festival, Das",1997,NULL
49983,"Burning Man, Where's the Fire?",1998,NULL
49984,"Burning Man: The Burning Sensation",2002,3.9
49985,"Burning Moon, The",1992,4.2
49986,"Burning of Durland's Riding Academy",1902,NULL
49987,"Burning of St. Pierre (Martinique)",1902,NULL
49988,"Burning of the 'Nutmeg State', The",1898,NULL
49989,"Burning of the Bremen and Main (Another View)",1900,NULL
49990,"Burning of the Bremen and Main (Hoboken)",1900,NULL
49991,"Burning of the Bremen and Main (Hoboken)",1900,NULL
49992,"Burning of the Saale [Hoboken]",1900,NULL
49993,"Burning of the Standard Oil Co.'s Tanks, Bayonne, N.J.",1900,3.2
49994,"Burning of the Standard Oil Tanks",1900,NULL
49997,"Burning Power",1985,NULL
49998,"Burning Question, The",1919,NULL
49999,"Burning Questions",1999,NULL
50000,"Burning Rage",1984,NULL
50001,"Burning Rangers",1998,NULL
50002,"Burning Raven",1985,NULL
50003,"Burning Rivet, The",1913,NULL
50004,"Burning Rubber",1981,2.9
50005,"Burning Sands",1922,NULL
50006,"Burning Season, The",1993,5.9
50007,"Burning Season, The",1994,NULL
50008,"Burning Secret",1988,5.9
50009,"Burning Silence",1917,NULL
50010,"Burning Stable, The",1896,4.3
50011,"Burning the Candle",1917,NULL
50012,"Burning the Grump",2001,9.3
50013,"Burning the Rubbish",1903,NULL
50014,"Burning the Wind",1929,NULL
50015,"Burning Times, The",1990,7.4
50016,"Burning Trail, The",1925,NULL
50017,"Burning Train, The",1980,4.2
50018,"Burning Up",1930,NULL
50019,"Burning Up Broadway",1928,NULL
50020,"Burning Vengeance",1988,6.8
50021,"Burning Wall, The",2002,NULL
50022,"Burning Words",1923,NULL
50023,"Burning Youth",1929,NULL
50024,"Burning, The",1968,6.2
50025,"Burning, The",1981,4.4
50026,"Burningman: Inside the Kaleidoscope",1997,NULL
50027,"Burningman: Journey to the Flame",2001,NULL
50028,"Burnings: She Paints with Fire",2002,NULL
50029,Burnout,1979,NULL
50030,"Burns Bog: A Road Runs Through It",1999,NULL
50031,"Burnt Cork",1912,NULL
50032,"Burnt Eden",1997,6.6
50033,"Burnt Evidence",1954,NULL
50034,"Burnt Fingers",1927,NULL
50035,"Burnt In",1920,NULL
50036,"Burnt Offering: The Cult of the Wicker Man",2001,NULL
50037,"Burnt Offerings",1976,5.3
50038,"Burnt Up",1927,NULL
50039,"Burnt Wings",1916,NULL
50040,"Burnt Wings",1920,NULL
50041,"Burnzy's Last Call",1995,6.1
50042,Burp!,1986,NULL
50043,"Burr's Novelty Review No. 1",1922,NULL
50044,"Burr's Novelty Review No. 2",1922,NULL
50045,"Burr's Novelty Review No. 3",1922,NULL
50046,"Burr's Novelty Review No. 4",1922,NULL
50047,"Burr's Novelty Review No. 5",1922,NULL
50048,"Burr's Novelty Review No. 6",1922,NULL
50049,"Burrerita de Ypacara, La",1962,NULL
50050,Burro,1989,3.3
50051,"Burro Pack Train on Main Street, Dawson City",1901,NULL
50053,"Burro Sem Rabo",1997,NULL
50054,Burroughs,1985,7.5
50055,Bursa,1990,NULL
50056,"Burschenlied aus Heidelberg, Ein",1930,NULL
50057,Burshi,1987,NULL
50058,"Burston Rebellion, The",1985,NULL
50059,"Burt Bacharach in Shangri-La",1973,NULL
50060,"Burt Bacharach... This Is Now",1996,NULL
50061,"Burt Bacharach: Opus No. 3",1973,NULL
50062,"Burti da moedani",1961,NULL
50063,"Burturhugur - Faroese observations",2002,NULL
50064,"Buru kurisumasu",1978,NULL
50065,"Buruk aci",1969,NULL
50066,"Burung Besi",1999,NULL
50067,"Burusera-shop of Horrors",1996,NULL
50068,Buruuba,1955,NULL
50069,"Bury It",2002,NULL
50070,"Bury Me an Angel",1971,4.6
50071,"Bury Me Dead",1947,7.6
50072,"Bury Me Happy",1997,NULL
50073,"Bury Me in Kern County",1998,7.6
50074,"Bury Me Not on the Lone Prairie",1941,NULL
50075,"Bury the Axis",1938,NULL
50076,"Bury the Evidence",1998,2.3
50077,"Bury the Hatchet",1937,NULL
50078,"Burya na mladostta",1930,NULL
50079,"Burya nad Aziyej",1964,NULL
50080,Buryan,1967,NULL
50081,"Burying Dvorak",2003,9.2
50082,"Burying Lana",1997,NULL
50084,Burza,1968,NULL
50085,"Burak tarlasi",1966,NULL
50086,"Burcrata, El",1964,NULL
50087,Bus,1986,NULL
50089,"Bus - For Us, A",1972,NULL
50090,"Bus Conductor",1959,NULL
50091,"Bus II",1983,NULL
50092,"Bus Is Coming, The",1971,5.1
50093,"Bus No. 9",1998,NULL
50094,"Bus Pests",1945,NULL
50095,"Bus Rider's Union",1999,6.6
50096,"Bus Riley's Back in Town",1965,5.6
50097,"Bus Stop",1956,7
50098,"Bus Stop",1967,NULL
50099,"Bus Stop",1982,NULL
50100,"Bus Stop (1998/II)",1998,8.4
50101,"Bus Stop",1999,NULL
50102,"Bus Stop (2002/II)",2002,NULL
50103,"Bus Stop Movie, The",1999,NULL
50111,"Bus Stop, The (1998/I)",1998,4.8
50112,"Bus Stop, The",2000,NULL
50113,"Bus Stop, The (2002/I)",2002,NULL
50114,"Bus Stops Here, The",2003,NULL
50115,"Bus to Queens",1999,2.8
50116,"Bus Way to Travel, The",1964,NULL
50117,"Bus, El",1995,NULL
50118,"Bus, jeong ryu-jang",2002,7.1
50119,"Bus, Le",1995,NULL
50120,"Bus, The",1965,5.4
50121,Busabos,1957,NULL
50122,"Busan daek",1962,NULL
50123,Busby,1997,NULL
50124,"Busby Berkeley",1974,NULL
50125,"Busby Berkeley's Tribute to Mae West",2004,NULL
50126,"Busby Berkeley: Going Through the Roof",1998,NULL
50127,"Busca, La",1967,NULL
50128,"Buscabullas, El",1974,NULL
50129,"Buscador de fortuna",1927,NULL
50130,"Buscadores de perlas",1924,NULL
50131,"Buscando a la nia Heidi",1988,NULL
50132,"Buscando a Mnica",1962,NULL
50133,"Buscando a Perico",1981,NULL
50134,"Buscando a Reynols",2004,NULL
50135,"Buscando al Chino",1998,NULL
50136,"Buscando al culpable",1990,NULL
50137,"Buscando la muerte",1989,NULL
50138,"Buscando olvido",1936,NULL
50139,"Buscando salida",1995,NULL
50140,"Buscando trboles",1978,NULL
50141,"Buscando un campeon",1980,NULL
50142,"Buscando un sueo",1997,5.8
50143,"Buscando un tesoro",1926,NULL
50144,"Buscando una sonrisa",1970,NULL
50145,"Busch singt",1981,NULL
50146,"Buschgespenst, Das",1986,NULL
50147,"Busco tonta para fin de semana",1973,NULL
50148,"Busco un marido para mi mujer",1938,NULL
50149,"Buscona, La",1970,NULL
50150,"Buscn, El",1979,NULL
50151,"Buse, The",2000,6.7
50152,"Busen Extra 1",1989,NULL
50153,"Busen Extra 2",1990,NULL
