GeneID,Essential,Class,Complex,Phenotype,Motif,Chromosome,Function,Localization
G235723,Essential,?,"Intracellular transport complexes","Cell morphology and organelle mutants",?,13,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","transport vesicles"
G235723,Essential,?,"Intracellular transport complexes","Cell morphology and organelle mutants",?,13,"PROTEIN DESTINATION","transport vesicles"
G235724,Non-Essential,?,?,"Cell cycle defects",?,13,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235724,Non-Essential,?,?,"Cell cycle defects",?,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235724,Non-Essential,?,?,"Cell cycle defects",?,13,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",cytoskeleton
G235724,Non-Essential,?,Cytoskeleton,"Cell cycle defects",?,13,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235724,Non-Essential,?,Cytoskeleton,"Cell cycle defects",?,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235724,Non-Essential,?,Cytoskeleton,"Cell cycle defects",?,13,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",cytoskeleton
G235725,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00179,13,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G235725,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00179,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235725,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00190,13,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G235725,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00190,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235725,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00752,13,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G235725,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00752,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235725,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00753,13,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G235725,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00753,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235726,Essential,?,"Mitochondrial translocase complex",?,?,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",mitochondria
G235726,Essential,?,"Mitochondrial translocase complex",?,?,13,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",mitochondria
G235726,Essential,?,"Mitochondrial translocase complex",?,?,13,"PROTEIN DESTINATION",mitochondria
G235726,Essential,?,"Mitochondrial translocase complex",?,?,13,"TRANSPORT FACILITATION",mitochondria
G235728,Essential,?,"Intracellular transport complexes",?,?,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",golgi
G235728,Essential,?,"Intracellular transport complexes",?,?,13,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",golgi
G235729,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",?,13,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235729,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",?,13,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G235729,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",?,13,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)",nucleus
G235729,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell cycle defects",?,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235729,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell morphology and organelle mutants",?,13,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235729,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell morphology and organelle mutants",?,13,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G235729,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell morphology and organelle mutants",?,13,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)",nucleus
G235729,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell morphology and organelle mutants",?,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235729,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,13,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235729,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,13,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus
G235729,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,13,"CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle)",nucleus
G235729,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235733,Non-Essential,?,"Intracellular transport complexes","Cell morphology and organelle mutants",?,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",vacuole
G235733,Non-Essential,?,"Intracellular transport complexes","Cell morphology and organelle mutants",?,13,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",vacuole
G235733,Non-Essential,?,"Intracellular transport complexes","Cell morphology and organelle mutants",?,13,"PROTEIN DESTINATION",vacuole
G235733,Non-Essential,?,"Intracellular transport complexes","Mating and sporulation defects",?,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",vacuole
G235733,Non-Essential,?,"Intracellular transport complexes","Mating and sporulation defects",?,13,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",vacuole
G235733,Non-Essential,?,"Intracellular transport complexes","Mating and sporulation defects",?,13,"PROTEIN DESTINATION",vacuole
G235733,Non-Essential,?,"Intracellular transport complexes","Stress response defects",?,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",vacuole
G235733,Non-Essential,?,"Intracellular transport complexes","Stress response defects",?,13,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",vacuole
G235733,Non-Essential,?,"Intracellular transport complexes","Stress response defects",?,13,"PROTEIN DESTINATION",vacuole
G235735,Essential,?,"Histone acetyltransferase complexes",?,?,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235735,Essential,?,"Histone acetyltransferase complexes",?,?,13,TRANSCRIPTION,nucleus
G235735,Essential,?,"Transcription complexes/Transcriptosome",?,?,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235735,Essential,?,"Transcription complexes/Transcriptosome",?,?,13,TRANSCRIPTION,nucleus
G235737,?,?,"Translation complexes",?,?,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoplasm
G235737,?,?,"Translation complexes",?,?,13,"PROTEIN SYNTHESIS",cytoplasm
G235741,Non-Essential,?,"Alpha, alpha-trehalose-phosphate synthase",?,PS00213,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoplasm
G235741,Non-Essential,?,"Alpha, alpha-trehalose-phosphate synthase",?,PS00213,13,ENERGY,cytoplasm
G235741,Non-Essential,?,"Alpha, alpha-trehalose-phosphate synthase",?,PS00213,13,METABOLISM,cytoplasm
G235744,Ambiguous-Essential,?,"Transcription complexes/Transcriptosome",?,?,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235744,Ambiguous-Essential,?,"Transcription complexes/Transcriptosome",?,?,13,TRANSCRIPTION,nucleus
G235749,Essential,?,"Translation complexes",?,?,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoplasm
G235749,Essential,?,"Translation complexes",?,?,13,"PROTEIN SYNTHESIS",cytoplasm
G235750,Essential,?,Proteasome,?,PS00388,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235750,Essential,?,Proteasome,?,PS00388,13,"PROTEIN DESTINATION",nucleus
G235750,Essential,?,Proteasome,?,PS00402,13,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235750,Essential,?,Proteasome,?,PS00402,13,"PROTEIN DESTINATION",nucleus
G235754,Essential,?,"Transcription complexes/Transcriptosome",?,?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235754,Essential,?,"Transcription complexes/Transcriptosome",?,?,14,TRANSCRIPTION,nucleus
G235756,Essential,?,"Translation complexes","Conditional phenotypes",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoplasm
G235756,Essential,?,"Translation complexes","Conditional phenotypes",?,14,"PROTEIN SYNTHESIS",cytoplasm
G235756,Essential,?,"Translation complexes","Conditional phenotypes",?,14,TRANSCRIPTION,cytoplasm
G235758,?,?,"Translation complexes",?,PS00783,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoplasm
G235758,?,?,"Translation complexes",?,PS00783,14,"PROTEIN SYNTHESIS",cytoplasm
G235759,Non-Essential,?,"Mitochondrial translocase complex",?,?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",mitochondria
G235759,Non-Essential,?,"Mitochondrial translocase complex",?,?,14,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",mitochondria
G235759,Non-Essential,?,"Mitochondrial translocase complex",?,?,14,"PROTEIN DESTINATION",mitochondria
G235759,Non-Essential,?,"Mitochondrial translocase complex",?,?,14,"TRANSPORT FACILITATION",mitochondria
G235762,?,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00058,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235762,?,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",PS00058,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235763,Essential,?,"Replication complexes","Nucleic acid metabolism defects",PS00177,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235763,Essential,?,"Replication complexes","Nucleic acid metabolism defects",PS00177,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235763,Essential,?,"Replication complexes","Sensitivity to aminoacid analogs and other drugs",PS00177,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235763,Essential,?,"Replication complexes","Sensitivity to aminoacid analogs and other drugs",PS00177,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235765,Non-Essential,?,"Mitochondrial translocase complex",?,?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",mitochondria
G235765,Non-Essential,?,"Mitochondrial translocase complex",?,?,14,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",mitochondria
G235765,Non-Essential,?,"Mitochondrial translocase complex",?,?,14,"PROTEIN DESTINATION",mitochondria
G235765,Non-Essential,?,"Mitochondrial translocase complex",?,?,14,"TRANSPORT FACILITATION",mitochondria
G235766,Essential,?,?,"Cell cycle defects",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235766,Essential,?,?,"Cell cycle defects",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235766,Essential,?,?,"Cell morphology and organelle mutants",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235766,Essential,?,?,"Cell morphology and organelle mutants",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235766,Essential,?,Cytoskeleton,"Cell cycle defects",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235766,Essential,?,Cytoskeleton,"Cell cycle defects",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235766,Essential,?,Cytoskeleton,"Cell morphology and organelle mutants",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235766,Essential,?,Cytoskeleton,"Cell morphology and organelle mutants",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235769,Non-Essential,?,Cytoskeleton,"Cell morphology and organelle mutants",PS01088,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235769,Non-Essential,?,Cytoskeleton,"Cell morphology and organelle mutants",PS01088,14,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION",cytoskeleton
G235769,Non-Essential,?,Cytoskeleton,"Cell morphology and organelle mutants",PS01088,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235769,Non-Essential,?,Cytoskeleton,"Cell morphology and organelle mutants",PS01089,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235769,Non-Essential,?,Cytoskeleton,"Cell morphology and organelle mutants",PS01089,14,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION",cytoskeleton
G235769,Non-Essential,?,Cytoskeleton,"Cell morphology and organelle mutants",PS01089,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235769,Non-Essential,?,Cytoskeleton,"Conditional phenotypes",PS01088,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235769,Non-Essential,?,Cytoskeleton,"Conditional phenotypes",PS01088,14,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION",cytoskeleton
G235769,Non-Essential,?,Cytoskeleton,"Conditional phenotypes",PS01088,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235769,Non-Essential,?,Cytoskeleton,"Conditional phenotypes",PS01089,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235769,Non-Essential,?,Cytoskeleton,"Conditional phenotypes",PS01089,14,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION",cytoskeleton
G235769,Non-Essential,?,Cytoskeleton,"Conditional phenotypes",PS01089,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235769,Non-Essential,?,Cytoskeleton,"Stress response defects",PS01088,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235769,Non-Essential,?,Cytoskeleton,"Stress response defects",PS01088,14,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION",cytoskeleton
G235769,Non-Essential,?,Cytoskeleton,"Stress response defects",PS01088,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235769,Non-Essential,?,Cytoskeleton,"Stress response defects",PS01089,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235769,Non-Essential,?,Cytoskeleton,"Stress response defects",PS01089,14,"CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION",cytoskeleton
G235769,Non-Essential,?,Cytoskeleton,"Stress response defects",PS01089,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235772,Essential,?,"Anaphase promoting complex (APC)","Cell cycle defects",PS00066,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235772,Essential,?,"Anaphase promoting complex (APC)","Cell cycle defects",PS00066,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235772,Essential,?,"Anaphase promoting complex (APC)","Cell cycle defects",PS00066,14,"PROTEIN DESTINATION",nucleus
G235772,Essential,?,"Anaphase promoting complex (APC)","Cell morphology and organelle mutants",PS00066,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235772,Essential,?,"Anaphase promoting complex (APC)","Cell morphology and organelle mutants",PS00066,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235772,Essential,?,"Anaphase promoting complex (APC)","Cell morphology and organelle mutants",PS00066,14,"PROTEIN DESTINATION",nucleus
G235776,Non-Essential,?,"Transcription complexes/Transcriptosome",?,?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235776,Non-Essential,?,"Transcription complexes/Transcriptosome",?,?,14,METABOLISM,nucleus
G235776,Non-Essential,?,"Transcription complexes/Transcriptosome",?,?,14,TRANSCRIPTION,nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell morphology and organelle mutants",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell morphology and organelle mutants",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell morphology and organelle mutants",?,14,METABOLISM,nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome","Cell morphology and organelle mutants",?,14,TRANSCRIPTION,nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome","Conditional phenotypes",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome","Conditional phenotypes",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome","Conditional phenotypes",?,14,METABOLISM,nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome","Conditional phenotypes",?,14,TRANSCRIPTION,nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,14,METABOLISM,nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome","Nucleic acid metabolism defects",?,14,TRANSCRIPTION,nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs",?,14,METABOLISM,nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome","Sensitivity to aminoacid analogs and other drugs",?,14,TRANSCRIPTION,nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome",Unknown,?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome",Unknown,?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome",Unknown,?,14,METABOLISM,nucleus
G235780,Non-Essential,?,"Transcription complexes/Transcriptosome",Unknown,?,14,TRANSCRIPTION,nucleus
G235781,Non-Essential,?,Cytoskeleton,"Cell morphology and organelle mutants",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235781,Non-Essential,?,Cytoskeleton,"Cell morphology and organelle mutants",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235781,Non-Essential,?,Cytoskeleton,"Cell morphology and organelle mutants",?,14,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",cytoskeleton
G235781,Non-Essential,?,Cytoskeleton,"Cell morphology and organelle mutants",?,14,METABOLISM,cytoskeleton
G235781,Non-Essential,?,Cytoskeleton,"Cell morphology and organelle mutants",?,14,"PROTEIN DESTINATION",cytoskeleton
G235781,Non-Essential,?,Cytoskeleton,"Conditional phenotypes",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton
G235781,Non-Essential,?,Cytoskeleton,"Conditional phenotypes",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoskeleton
G235781,Non-Essential,?,Cytoskeleton,"Conditional phenotypes",?,14,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",cytoskeleton
G235781,Non-Essential,?,Cytoskeleton,"Conditional phenotypes",?,14,METABOLISM,cytoskeleton
G235781,Non-Essential,?,Cytoskeleton,"Conditional phenotypes",?,14,"PROTEIN DESTINATION",cytoskeleton
G235782,Essential,?,"Translation complexes","Sensitivity to antibiotics",PS01118,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",cytoplasm
G235782,Essential,?,"Translation complexes","Sensitivity to antibiotics",PS01118,14,"PROTEIN SYNTHESIS",cytoplasm
G235785,Essential,?,"Replication complexes","Conditional phenotypes",PS00017,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235785,Essential,?,"Replication complexes","Conditional phenotypes",PS00017,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235785,Essential,?,"Replication complexes","Conditional phenotypes",PS00017,14,TRANSCRIPTION,nucleus
G235785,Essential,?,"Replication complexes","Conditional phenotypes",PS00339,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235785,Essential,?,"Replication complexes","Conditional phenotypes",PS00339,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235785,Essential,?,"Replication complexes","Conditional phenotypes",PS00339,14,TRANSCRIPTION,nucleus
G235785,Essential,?,"Replication complexes","Nucleic acid metabolism defects",PS00017,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235785,Essential,?,"Replication complexes","Nucleic acid metabolism defects",PS00017,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235785,Essential,?,"Replication complexes","Nucleic acid metabolism defects",PS00017,14,TRANSCRIPTION,nucleus
G235785,Essential,?,"Replication complexes","Nucleic acid metabolism defects",PS00339,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235785,Essential,?,"Replication complexes","Nucleic acid metabolism defects",PS00339,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235785,Essential,?,"Replication complexes","Nucleic acid metabolism defects",PS00339,14,TRANSCRIPTION,nucleus
G235785,Essential,?,"Replication complexes",Unknown,PS00017,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235785,Essential,?,"Replication complexes",Unknown,PS00017,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235785,Essential,?,"Replication complexes",Unknown,PS00017,14,TRANSCRIPTION,nucleus
G235785,Essential,?,"Replication complexes",Unknown,PS00339,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235785,Essential,?,"Replication complexes",Unknown,PS00339,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235785,Essential,?,"Replication complexes",Unknown,PS00339,14,TRANSCRIPTION,nucleus
G235788,Essential,?,"Intracellular transport complexes","Cell morphology and organelle mutants",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","transport vesicles"
G235788,Essential,?,"Intracellular transport complexes","Cell morphology and organelle mutants",?,14,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","transport vesicles"
G235788,Essential,?,"Intracellular transport complexes","Conditional phenotypes",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","transport vesicles"
G235788,Essential,?,"Intracellular transport complexes","Conditional phenotypes",?,14,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","transport vesicles"
G235788,Essential,?,"Intracellular transport complexes","Sensitivity to aminoacid analogs and other drugs",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)","transport vesicles"
G235788,Essential,?,"Intracellular transport complexes","Sensitivity to aminoacid analogs and other drugs",?,14,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS","transport vesicles"
G235793,Essential,?,"Replication complexes","Conditional phenotypes",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235793,Essential,?,"Replication complexes","Conditional phenotypes",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235793,Essential,?,"Replication complexes","Nucleic acid metabolism defects",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235793,Essential,?,"Replication complexes","Nucleic acid metabolism defects",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235796,Essential,?,"Mitochondrial translocase complex",?,?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",mitochondria
G235796,Essential,?,"Mitochondrial translocase complex",?,?,14,"CELLULAR TRANSPORT AND TRANSPORTMECHANISMS",mitochondria
G235796,Essential,?,"Mitochondrial translocase complex",?,?,14,"PROTEIN DESTINATION",mitochondria
G235796,Essential,?,"Mitochondrial translocase complex",?,?,14,"TRANSPORT FACILITATION",mitochondria
G235801,Non-Essential,?,"RNA processing complexes","Auxotrophies, carbon and",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235801,Non-Essential,?,"RNA processing complexes","Auxotrophies, carbon and",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235801,Non-Essential,?,"RNA processing complexes","Auxotrophies, carbon and",?,14,METABOLISM,nucleus
G235801,Non-Essential,?,"RNA processing complexes","Auxotrophies, carbon and",?,14,TRANSCRIPTION,nucleus
G235801,Non-Essential,?,"RNA processing complexes","Cell cycle defects",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235801,Non-Essential,?,"RNA processing complexes","Cell cycle defects",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235801,Non-Essential,?,"RNA processing complexes","Cell cycle defects",?,14,METABOLISM,nucleus
G235801,Non-Essential,?,"RNA processing complexes","Cell cycle defects",?,14,TRANSCRIPTION,nucleus
G235801,Non-Essential,?,"RNA processing complexes","Conditional phenotypes",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235801,Non-Essential,?,"RNA processing complexes","Conditional phenotypes",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235801,Non-Essential,?,"RNA processing complexes","Conditional phenotypes",?,14,METABOLISM,nucleus
G235801,Non-Essential,?,"RNA processing complexes","Conditional phenotypes",?,14,TRANSCRIPTION,nucleus
G235801,Non-Essential,?,"RNA processing complexes","Mating and sporulation defects",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
G235801,Non-Essential,?,"RNA processing complexes","Mating and sporulation defects",?,14,"CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle)",nucleus
G235801,Non-Essential,?,"RNA processing complexes","Mating and sporulation defects",?,14,METABOLISM,nucleus
G235801,Non-Essential,?,"RNA processing complexes","Mating and sporulation defects",?,14,TRANSCRIPTION,nucleus
G235801,Non-Essential,?,"RNA processing complexes","Sensitivity to aminoacid analogs and other drugs",?,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus
