id,titleBook,titleSeriesBook,authorName,hasSeries,seriesNumber,avgRating,totalRating,voters,score
928,Six of Crows ,Six of Crows,Leigh Bardugo,TRUE,1,4.46,3830,1,0
929,Broken Promises ,Past Imperfect Mystery Book,Anne  Willow,TRUE,1,4.3,1082,1,0
930,The Broken Realm ,The Saga of Roland Inness,Wayne Grant,TRUE,3,4.44,0,1,0
931,Tragedy of Me ,Legend of Me,Rebekah L. Purdy,TRUE,2,4.56,0,1,0
932,Found ,The Missing,Margaret Peterson Haddix,TRUE,1,3.98,6593,1,0
933,Elemental Explosions ,The Alchemists Academy,Kailin Gow,TRUE,2,4.12,0,1,0
934,Ashes of Twilight ,Ashes Trilogy,Kassy Tayler,TRUE,1,3.65,1249,1,0
935,Fade ,Wake,Lisa McMann,TRUE,2,3.95,7091,3,0
936,Hunger ,Gone,Michael  Grant,TRUE,2,4.03,4698,1,0
937,The Watcher in the Shadows ,Niebla,Carlos Ruiz Zafón,TRUE,3,3.78,3739,1,0
938,So Over You,NA,Gwen Hayes,FALSE,0,3.84,7820,1,0
939,This Blood ,Grace Allen,Alisha Basso,TRUE,1,3.69,0,1,0
940,Timespell: Perilous Waters ,Timespell,Diana Paz,TRUE,2,4.45,0,1,0
941,Thaw,NA,Monica M. Roe,FALSE,0,3.72,0,1,0
942,Lone Wolf Rising ,The Winters Family Saga,Jami Brumfield,TRUE,1,3.7,0,1,0
943,Gem Stone,NA,Dale Mayer,FALSE,0,4.44,0,1,0
944,Lamplighter ,Monster Blood Tattoo,D.M. Cornish,TRUE,2,4.21,4159,1,0
945,The Final Reckoning ,Deptford Mice,Robin Jarvis,TRUE,3,4.09,1041,1,0
946,If I Was Your Girl,NA,Meredith Russo,FALSE,0,4,7698,1,0
947,The Way to Game the Walk of Shame,NA,Jenn P. Nguyen,FALSE,0,3.79,3657,1,0
948,Enlightened Ascent ,The Pearson Prophecy,Jen L. Grey,TRUE,2,4.36,0,1,0
949,Crooked Kingdom ,Six of Crows,Leigh Bardugo,TRUE,2,4.6,7849,1,0
950,Reversione: Reset the Future,NA,Chris A. Jones,FALSE,0,4.19,0,1,0
951,Longbow ,The Saga of Roland Inness,Wayne Grant,TRUE,1,4.34,1365,1,0
952,The Quantum Games ,The Alchemists Academy,Kailin Gow,TRUE,3,4.16,0,1,0
953,Outside In ,Insider,Maria V. Snyder,TRUE,2,3.83,3539,1,0
954,Lies ,Gone,Michael  Grant,TRUE,3,4.09,8670,1,0
955,Crossing the Line ,Pushing the Limits.1,Katie McGarry,TRUE,1,3.77,840,1,0
956,Martin Rides the Moor,NA,Vian Smith,FALSE,0,4.25,0,1,0
957,Foundling ,Monster Blood Tattoo,D.M. Cornish,TRUE,1,3.89,7445,1,0
958,Single-Handed ,Single Girls,Veronica Blade,TRUE,1,3.52,0,1,0
959,Reigning Ascent ,The Pearson Prophecy,Jen L. Grey,TRUE,3,4.19,0,1,0
960,Mistress Suffragette,NA,Diana   Forbes,FALSE,0,4.34,6590,1,0
961,A Court of Thorns and Roses ,A Court of Thorns and Roses,Sarah J. Maas,TRUE,1,4.25,4143,1,0
962,Warbow ,The Saga of Roland Inness,Wayne Grant,TRUE,2,4.36,1059,1,0
963,Winter's Passage ,Iron Fey.5,Julie Kagawa,TRUE,1,3.96,3472,2,0
964,Forgotten ,Fade,Kailin Gow,TRUE,3,3.88,0,1,0
965,Destiny's Fire ,Kythan Guardians,Trisha Wolfe,TRUE,1,3.88,1546,1,0
966,Plague ,Gone,Michael  Grant,TRUE,4,4.18,7773,1,0
967,Where You Are ,Between the Lines,Tammara Webber,TRUE,2,3.94,9190,1,0
968,Flight ,The Crescent Chronicles,Alyssa Rose Ivy,TRUE,1,3.87,1297,2,0
969,Horse Thief,NA,Hugh Galt,FALSE,0,4,0,1,0
970,Days of Blood & Starlight ,Daughter of Smoke & Bone,Laini Taylor,TRUE,2,4.17,474,1,0
971,Factotum ,Monster Blood Tattoo,D.M. Cornish,TRUE,3,4.24,2550,1,0
972,This Other Eden,NA,Ben Elton,FALSE,0,3.73,2687,1,0
973,Croak ,Croak,Gina Damico,TRUE,1,3.92,655,1,0
974,The Third Witch,NA,Rebecca Reisert,FALSE,0,3.74,0,1,0
975,A Monster Calls,NA,Patrick Ness,FALSE,0,4.37,905,1,0
976,The Lie Tree,NA,Frances Hardinge,FALSE,0,3.86,8733,1,0
977,Areion ,Lunar Medallion Series,Lela Grayce,TRUE,1,4.47,0,1,0
978,A Court of Wings and Ruin ,A Court of Thorns and Roses,Sarah J. Maas,TRUE,3,4.47,4001,1,0
979,We Need to Talk About Kevin,NA,Lionel Shriver,FALSE,0,4.08,9072,1,0
980,Killing November ,Killing November,Adriana Mather,TRUE,1,4.14,2506,1,0
981,The Baker's Daughter,NA,D.P. Cornelius,FALSE,0,3.9,0,1,0
982,Academy 7,NA,Anne Osterlund,TRUE,7,3.81,6504,3,0
983,Passion ,Desire,Kailin Gow,TRUE,3,3.75,0,1,0
984,The Last Days ,Peeps,Scott Westerfeld,TRUE,2,3.53,9366,1,0
985,Redeeming Love,NA,Francine Rivers,FALSE,0,4.5,1093,1,0
986,Soulbound ,Legacy of Tril,Heather Brewer,TRUE,1,4.06,4076,1,0
987,Fear ,Gone,Michael  Grant,TRUE,5,4.24,3290,1,0
988,Good For You ,Between the Lines,Tammara Webber,TRUE,3,4.04,4753,1,0
989,Lost & Found ,Lost & Found,Nicole  Williams,TRUE,1,4.11,5135,1,0
990,The Queen of Attolia ,The Queen's Thief,Megan Whalen Turner,TRUE,2,4.19,4587,1,0
991,The Luthier's Apprentice ,Violinist Detective Series,Mayra Calvani,TRUE,1,3.85,0,1,0
992,Dreams of Gods and Monsters ,Daughter of Smoke and Bone,Laini Taylor,TRUE,3,4.19,337,1,0
993,The First Casualty,NA,Ben Elton,FALSE,0,3.91,4550,1,0
994,Bite Me ,A Love Story,Christopher Moore,TRUE,3,3.86,5085,1,0
995,The Vanishing Girl ,The Vanishing Girl,Laura Thalassa,TRUE,1,3.89,4698,1,0
996,From The Falls ,The Falls Trilogy,Heather  Renee,TRUE,2,4.62,0,1,0
997,A Court of Mist and Fury ,A Court of Thorns and Roses,Sarah J. Maas,TRUE,2,4.65,4900,1,0
998,Maisie Dobbs ,Maisie Dobbs,Jacqueline Winspear,TRUE,1,3.92,6809,1,0
999,Salt to the Sea,NA,Ruta Sepetys,FALSE,0,4.36,9550,1,0
1000,The Zenia Wood,NA,Carrie Looper Stephens,FALSE,0,4.5,0,1,0
1001,NA,NA,Caroline Pitcher,TRUE,1,3.15,0,1,0
1002,Moon Spell ,The Tale of Lunarmorte,Samantha Young,TRUE,1,4,2119,1,0
1003,Spring Frost ,Frost,Kailin Gow,TRUE,7,4.15,0,1,0
1004,Never the Bride,NA,Rene Gutteridge,FALSE,0,3.84,0,1,0
1005,Here Without You ,Between the Lines,Tammara Webber,TRUE,4,4.17,5267,1,0
1006,Send,NA,Patty Blount,FALSE,0,3.84,2085,1,0
1007,Goliath ,Leviathan,Scott Westerfeld,TRUE,3,4.25,8904,1,0
1008,Geography Club ,Russel Middlebrook,Brent Hartinger,TRUE,1,3.74,4245,1,0
1009,Star Ka'at,NA,Andre Norton,FALSE,0,3.73,0,1,0
1010,Gridlock,NA,Ben Elton,FALSE,0,3.56,4155,1,0
1011,Champion ,Legend,Marie Lu,TRUE,3,4.35,9479,1,0
1012,A Face Like Glass,NA,Frances Hardinge,FALSE,0,4.18,5571,1,0
1013,To The Falls ,The Falls Trilogy,Heather  Renee,TRUE,1,4.08,0,1,0
1014,Illuminae ,The Illuminae Files,Amie Kaufman,TRUE,1,4.3,1885,1,0
1015,Brainwalker,NA,Robyn Mundell,FALSE,0,4.36,7888,1,0
1016,Angels & Demons ,Robert Langdon,Dan Brown,TRUE,1,3.9,2556852,1,0
1017,Fallen Leaves,NA,Tessa Emily Hall,FALSE,0,4.51,0,1,0
1018,The Spook's Mistake ,The Last Apprentice / Wardstone Chronicles,Joseph Delaney,TRUE,5,4.2,4256,1,0
1019,Shadow Light ,Beautiful Beings,Kailin Gow,TRUE,3,4.06,0,1,0
1020,Masque of the Red Death ,Masque of the Red Death,Bethany Griffin,TRUE,1,3.7,3804,1,0
1021,Of Poseidon ,The Syrena Legacy,Anna Banks,TRUE,1,4.02,4741,1,0
1022,The Stillburrow Crush,NA,Linda Kage,FALSE,0,3.64,7632,1,0
1023,Appaloosa Summer ,Island Series,Tudor Robins,TRUE,1,4.24,0,1,0
1024,Blind Faith,NA,Ben Elton,FALSE,0,3.71,5380,1,0
1025,Cuckoo Song,NA,Frances Hardinge,FALSE,0,3.95,5939,1,0
1026,Illusionary,NA,LeAnn Mason,FALSE,0,4.42,0,1,0
1027,Empire of Storms ,Throne of Glass,Sarah J. Maas,TRUE,5,4.56,5145,1,0
1028,Everything and a Happy Ending,NA,Tia Shurina,FALSE,0,4.27,0,1,0
1029,Dear John,NA,Nicholas Sparks,FALSE,0,4.03,3487,1,0
1030,Purple Moon,NA,Tessa Emily Hall,FALSE,0,4.28,0,1,0
1031,Keys to the Repository ,Blue Bloods.5,Melissa de la Cruz,TRUE,4,3.71,2692,2,0
1032,The Hidden City ,The House War,Michelle West,TRUE,1,4.09,1631,1,0
1033,Blood Rights ,Pulse,Kailin Gow,TRUE,7,4.2,0,1,0
1034,Behemoth ,Leviathan,Scott Westerfeld,TRUE,2,4.18,6166,1,0
1035,Ender’s Game ,Ender’s Saga,Orson Scott Card,TRUE,1,4.3,1079419,1,0
1036,The Order of the Poison Oak ,Russel Middlebrook,Brent Hartinger,TRUE,2,3.94,3255,1,0
1037,Turning on a Dime,NA,Maggie Dana,FALSE,0,4.44,0,1,0
1038,Two Brothers,NA,Ben Elton,FALSE,0,4.34,9105,1,0
1039,The Prince in Waiting,NA,John Christopher,FALSE,0,3.85,0,1,0
1040,The 5th Wave ,Theth Wave,Rick Yancey,TRUE,5,4.06,9477,1,0
1041,Uncaged ,The Singular Menace,John Sandford,TRUE,1,3.86,4289,1,0
1042,Bone Music ,Burning Girl,Christopher  Rice,TRUE,1,3.87,2345,1,0
1043,Everything We Keep ,Everything,Kerry Lonsdale,TRUE,1,3.86,8007,1,0
1044,Tell Me Three Things,NA,Julie Buxbaum,FALSE,0,4.08,3834,1,0
1045,Mind of Mine,NA,C.F.E. Black,FALSE,0,4.19,0,1,0
1046,Fire Stones ,Fire Wars,Kailin Gow,TRUE,2,4.2,0,1,0
1047,"Love, Stargirl ",Stargirl,Jerry Spinelli,TRUE,2,3.82,8116,1,0
1048,Merrow,NA,Ananda Braxton-Smith,FALSE,0,3.29,0,1,0
1049,Listed ,Listed-6,Noelle  Adams,TRUE,1,4.07,1816,1,0
1050,Stotan!,NA,Chris Crutcher,FALSE,0,4.02,1611,1,0
1051,Biggles Learns to Fly,NA,W.E. Johns,FALSE,0,3.99,0,1,0
1052,UnStrung ,Unwind.5,Neal Shusterman,TRUE,1,3.92,6614,1,0
1053,NA,NA,Mike A. Lancaster,FALSE,0,3.59,5748,1,0
1054,Skylark ,Skylark,Meagan Spooner,TRUE,1,3.7,4812,1,0
1055,Fifth Grave Past the Light ,Charley Davidson,Darynda Jones,TRUE,5,4.47,67,1,0
1056,Suzanne's Diary for Nicholas,NA,James Patterson,FALSE,0,4.17,6879,1,0
1057,"Forgive Me, Leonard Peacock",NA,Matthew Quick,FALSE,0,3.9,9327,1,0
1058,Return To The Tower ,The Scepter and Tower,Mark E. Fisher,TRUE,3,5,0,1,0
1059,Curse of the Bane ,The Last Apprentice / Wardstone Chronicles,Joseph Delaney,TRUE,2,4.11,5853,1,0
1060,Circus Summer ,Circus of Curiosities,Kailin Gow,TRUE,1,3.92,0,1,0
1061,The Natural,NA,Bernard Malamud,FALSE,0,3.63,9766,1,0
1062,Predestined ,Existence,Abbi Glines,TRUE,2,4.08,6093,2,0
1063,After Tuesday ,These Days,Renee Ericson,TRUE,1,3.77,2064,1,0
1064,Into That Forest,NA,Louis Nowra,FALSE,0,3.81,1367,1,0
1065,This Song Will Save Your Life,NA,Leila Sales,FALSE,0,3.92,5369,1,0
1066,Devour ,Devoured,Shelly Crane,TRUE,1,3.76,7588,1,0
1067,The Riddle-Master of Hed ,Riddle-Master,Patricia A. McKillip,TRUE,1,4.01,1363,1,0
1068,UnDivided ,Unwind,Neal Shusterman,TRUE,4,4.47,8696,1,0
1069,The Adoration of Jenna Fox ,Jenna Fox Chronicles,Mary E. Pearson,TRUE,1,3.69,5667,1,0
1070,Get Even ,Don't Get Mad,Gretchen McNeil,TRUE,1,3.79,1899,1,0
1071,The Girl With All the Gifts ,The Girl With All the Gifts,M.R. Carey,TRUE,1,3.94,40,1,0
1072,The Vanishing Year,NA,Kate Moretti,FALSE,0,3.64,2907,1,0
1073,Radio Silence,NA,Alice Oseman,FALSE,0,4.2,4541,1,0
1074,Into The Druid's Lair ,The Scepter and Tower,Mark E. Fisher,TRUE,2,5,0,1,0
1075,Revenge of the Witch ,The Last Apprentice / Wardstone Chronicles,Joseph Delaney,TRUE,1,3.99,902,1,0
1076,Immortal Devices ,Steampunk Scarlett,Kailin Gow,TRUE,2,3.73,0,1,0
1077,Breaking Beautiful,NA,Jennifer Shaw Wolf,FALSE,0,3.97,5614,1,0
1078,Sometimes Never ,Sometimes Never,Cheryl McIntyre,TRUE,1,3.93,7224,1,0
1079,Mermaid,NA,Carolyn Turgeon,FALSE,0,3.63,5636,1,0
1080,Travels with Gannon and Wyatt: Greenland,NA,Patti Wheeler,FALSE,0,4.5,0,1,0
1081,Consume ,Devoured,Shelly Crane,TRUE,2,4.04,3806,1,0
1082,Popcorn,NA,Ben Elton,FALSE,0,3.5,6021,1,0
1083,Cloud Warrior ,Amtrak Wars,Patrick Tilley,TRUE,1,3.89,1217,1,0
1084,All Our Yesterdays,NA,Cristin Terrill,FALSE,0,4.03,758,1,0
1085,Breathe ,Breathe,Sarah Crossan,TRUE,1,3.69,6638,1,0
1086,The Handmaid's Tale,NA,Margaret Atwood,FALSE,0,4.11,1340321,1,0
1087,The Sun Is Also a Star,NA,Nicola Yoon,FALSE,0,4.08,8053,1,0
1088,Quest For The Scepter ,The Scepter and Tower,Mark E. Fisher,TRUE,1,4.62,0,1,0
1089,Blood Legacy ,Pulse,Kailin Gow,TRUE,6,4.2,0,1,0
1090,You Wish,NA,Mandy Hubbard,FALSE,0,3.79,4433,1,0
1091,The Vincent Brothers ,The Vincent Boys,Abbi Glines,TRUE,2,4.12,7095,2,0
1092,Vacant,NA,Evelyn R. Baldwin,FALSE,0,3.4,0,1,0
1093,"That Was Then, This Is Now",NA,S.E. Hinton,FALSE,0,3.91,8404,1,0
1094,So Far From Skye,NA,Judith O'Neill,FALSE,0,3.8,0,1,0
1095,Guitar Notes,NA,Mary Amato,FALSE,0,4.05,5414,1,0
1096,High Society,NA,Ben Elton,FALSE,0,3.78,6642,1,0
1097,Black Unicorn,NA,Tanith Lee,FALSE,0,3.88,3928,1,0
1098,I Was a Teenage Popsicle,NA,Bev Katz Rosenbaum,FALSE,0,3.55,0,1,0
1099,Slaughterhouse-Five,NA,Kurt Vonnegut Jr.,FALSE,0,4.08,1081287,1,0
1100,They Both Die at the End,NA,Adam Silvera,FALSE,0,4.13,5129,1,0
1101,The Medallion,NA,Mark E. Fisher,FALSE,0,4.73,0,1,0
1102,Stupid and Contagious,NA,Caprice Crane,FALSE,0,3.84,6146,1,0
1103,Supernatural Devices ,Steampunk Scarlett,Kailin Gow,TRUE,1,3.58,0,1,0
1104,Forgive My Fins ,Fins,Tera Lynn Childs,TRUE,1,3.85,6866,1,0
1105,Forever Changed,NA,Tiffany King,FALSE,0,3.92,2075,1,0
1106,Windlord ,The De Danann Tales,Michael Scott,TRUE,1,4.37,0,1,0
1107,The Naturals ,The Naturals,Jennifer Lynn Barnes,TRUE,1,4.17,5135,1,0
1108,Dead Famous,NA,Ben Elton,FALSE,0,3.65,9558,1,0
1109,Broken Symmetry,NA,Dan Rix,FALSE,0,3.85,1099,1,0
1110,Deadly Design,NA,Debra Dockter,FALSE,0,3.88,0,1,0
1111,Snow Crash,NA,Neal Stephenson,FALSE,0,4.03,5547,1,0
1112,The Bonfires of Beltane,NA,Mark E. Fisher,FALSE,0,4.18,0,1,0
1113,Captivate ,Need,Carrie Jones,TRUE,2,3.94,8984,1,0
1114,Blood Bond ,Pulse,Kailin Gow,TRUE,5,4.15,0,1,0
1115,Fly on the Wall: How One Girl Saw Everything,NA,E. Lockhart,FALSE,0,3.38,6527,1,0
1116,Existence ,Existence,Abbi Glines,TRUE,1,3.94,6088,2,0
1117,Shattered,NA,Elizabeth   Lee,FALSE,0,3.87,3240,1,0
1118,"The Secret Diary of Adrian Mole, Aged 13 3/4  ",Adrian Mole,Sue Townsend,TRUE,1,3.88,9954,1,0
1119,October Moon,NA,Michael Scott,FALSE,0,3.7,0,1,0
1120,Stark,NA,Ben Elton,FALSE,0,3.68,6905,1,0
1121,Fair Coin ,Coin,E.C. Myers,TRUE,1,3.47,1255,1,0
1122,The Princess & The Pauper,NA,Kate Brian,FALSE,0,3.5,5215,1,0
1123,NA,Space Odyssey,Arthur C. Clarke,TRUE,2,4.15,5071,1,0
1124,The Pros of Cons,NA,Alison Cherry,FALSE,0,4.14,0,1,0
1125,Blaze,NA,Hope Bolinger,FALSE,0,4.37,0,1,0
1126,Frost Fire ,Frost,Kailin Gow,TRUE,6,4.05,0,1,0
1127,Through the Looking-Glass and What Alice Found There ,Alice's Adventures in Wonderland,Lewis Carroll,TRUE,2,4.07,3652,1,0
1128,Captivate ,Submerged Sun,Vanessa Garden,TRUE,1,3.81,1538,1,0
1129,The Last Ride of Caleb O'Toole,NA,Eric Pierpoint,FALSE,0,3.98,0,1,0
1130,Cress ,The Lunar Chronicles,Marissa Meyer,TRUE,3,4.44,4941,1,0
1131,Last Human ,Red Dwarf,Doug Naylor,TRUE,3,3.86,7597,1,0
1132,Quantum Coin ,Coin,E.C. Myers,TRUE,2,3.75,0,1,0
1133,Dead City ,Dead City,James Ponti,TRUE,1,4.26,2726,1,0
1134,A Game of Thrones ,A Song of Ice and Fire,George R.R. Martin,TRUE,1,4.45,1908858,1,0
1135,The Wolf Fey ,The Wolf Fey,Kailin Gow,TRUE,1,3.88,0,1,0
1136,The Looking Glass Wars,NA,Frank Beddor,FALSE,0,3.93,1259,1,0
1137,The Dead I Know,NA,Scot Gardner,FALSE,0,3.82,1252,1,0
1138,The Elephant of Surprise ,Russel Middlebrook,Brent Hartinger,TRUE,4,3.87,0,2,0
1139,Banned Books ,Calling Anthony Parker,R.J. Astruc,TRUE,1,3.54,0,1,0
1140,Collide ,Collide,Shelly Crane,TRUE,1,3.86,5258,1,0
1141,Infinity Welcomes Careful Drivers ,Red Dwarf,Grant Naylor,TRUE,1,4.06,5320,1,0
1142,The Farm ,The Farm,Emily McKay,TRUE,1,3.67,4523,1,0
1143,Heaven and Hell ,Beautiful Beings,Kailin Gow,TRUE,2,4.03,0,1,0
1144,Teenage Mermaid,NA,Ellen Schreiber,FALSE,0,3.66,1218,1,0
1145,Finnglas and the Stones of Choosing,NA,Fay Sampson,FALSE,0,3.88,0,1,0
1146,Love Letters to the Dead,NA,Ava Dellaira,FALSE,0,3.81,697,1,0
1147,Uprising ,Collide,Shelly Crane,TRUE,2,4.23,2320,1,0
1148,The Hitchhiker's Guide to the Galaxy ,Hitchhiker's Guide to the Galaxy,Douglas Adams,TRUE,1,4.22,1348768,1,0
1149,Rot & Ruin ,Rot & Ruin,Jonathan Maberry,TRUE,1,4.1,2010,1,0
1150,The Book of Tomorrow,NA,Cecelia Ahern,FALSE,0,3.67,3084,1,0
1151,Wicked ,Celestra,Addison Moore,TRUE,4,4.1,7011,1,0
1152,Tiger Eyes,NA,Judy Blume,FALSE,0,3.88,4962,1,0
1153,Finnglas of the Horses,NA,Fay Sampson,FALSE,0,3.72,0,1,0
1154,That Stranger Next Door,NA,Goldie Alexander,FALSE,0,3.38,0,1,0
1155,Catalyst ,Collide,Shelly Crane,TRUE,3,4.32,1907,1,0
1156,Backwards ,Red Dwarf,Rob Grant,TRUE,4,3.97,9284,1,0
1157,So You Want to Be a Wizard,NA,Diane Duane,FALSE,0,3.83,5369,1,0
1158,Everlost ,Skinjacker,Neal Shusterman,TRUE,1,3.95,9600,1,0
1159,Angel Star ,Angel Star,Jennifer Murgia,TRUE,1,3.29,1763,2,0
1160,"Love, Rosie",NA,Cecelia Ahern,FALSE,0,3.94,8688,1,0
1161,Shattered ,Desire,Kailin Gow,TRUE,2,3.65,0,1,0
1162,Hexbound ,Dark Elite,Chloe Neill,TRUE,2,3.8,6112,1,0
1163,North of Beautiful,NA,Justina Chen,FALSE,0,3.92,4989,1,0
1164,Vex ,Celestra,Addison Moore,TRUE,5,4.09,6302,1,0
1165,Starring Sally J. Freedman as Herself,NA,Judy Blume,FALSE,0,3.93,3704,1,0
1166,The Magic in the Pool of Making,NA,Beth Webb,FALSE,0,4.21,0,1,0
1167,Revolution ,Collide,Shelly Crane,TRUE,4,4.38,1501,1,0
1168,Amanda/Miranda,NA,Richard Peck,FALSE,0,3.48,0,1,0
1169,High Wizardry ,Young Wizards,Diane Duane,TRUE,3,4.04,601,1,0
1170,Mothership ,Ever-Expanding Universe,Martin Leicht,TRUE,1,3.83,1265,1,0
1171,The Anomalies,NA,Joey Goebel,FALSE,0,3.65,1005,1,0
1172,Fade ,Fade,Kailin Gow,TRUE,1,3.55,0,1,0
1173,Expel ,Celestra,Addison Moore,TRUE,6,4.12,5317,1,0
1174,I Woke Up in Love This Morning,NA,Jennifer Kathleen Gibbons,FALSE,0,3.59,0,1,0
1175,Sophie & Carter,NA,Chelsea Fine,FALSE,0,3.82,3766,1,0
1176,Fleabag and the Fire Cat ,The Fleabag Trilogy,Beth Webb,TRUE,2,4.06,0,1,0
1177,Impulse ,Submerged Sun,Vanessa Garden,TRUE,2,3.99,0,1,0
1178,House of Stairs,NA,William Sleator,FALSE,0,3.85,4061,1,0
1179,They All Fall Down,NA,Roxanne St. Claire,FALSE,0,3.59,4222,1,0
1180,Falling ,Fade,Kailin Gow,TRUE,2,3.88,0,1,0
1181,Ella Bella,NA,Jennifer Kathleen Gibbons,FALSE,0,3.76,0,1,0
1182,Between ,Crossroads Saga,Mary Ting,TRUE,2,4.31,0,2,0
1183,Ironman,NA,Chris Crutcher,FALSE,0,3.94,2680,1,0
1184,The Wolves of Willoughby Chase ,The Wolves Chronicles,Joan Aiken,TRUE,1,4.08,7598,1,0
1185,Accordance ,Significance,Shelly Crane,TRUE,2,4.27,7426,1,0
1186,Lorali,NA,Laura Dockrill,FALSE,0,3.45,0,1,0
1187,How Do You Lose Those Ninth Grade Blues?,NA,Barthe DeClements,FALSE,0,3.74,0,1,0
1188,Hide and Seek,NA,Jane McFann,FALSE,0,3.7,0,1,0
1189,The Thirteenth Chime ,Sense of Truth,Emma  Michaels,TRUE,1,3.62,0,2,0
1190,"Drums, Girls & Dangerous Pie",NA,Jordan Sonnenblick,FALSE,0,4.25,5160,1,0
1191,The Red Wolf ,The Wolf Fey,Kailin Gow,TRUE,2,4.24,0,1,0
1192,Fins Are Forever ,Fins,Tera Lynn Childs,TRUE,2,3.92,7485,1,0
1193,Big Time,NA,Cynthia D. Grant,FALSE,0,5,0,1,0
1194,Athletic Shorts: Six Short Stories,NA,Chris Crutcher,FALSE,0,3.8,2236,1,0
1195,Under the Hawthorn Tree ,Children of the Famine,Marita Conlon-McKenna,TRUE,1,4.2,2453,1,0
1196,Defiance ,Significance,Shelly Crane,TRUE,3,4.3,4738,1,0
1197,The Foreshadowing,NA,Marcus Sedgwick,FALSE,0,3.8,1940,1,0
1198,Seventeen and In-Between,NA,Barthe DeClements,FALSE,0,3.82,0,1,0
1199,Final Exam,NA,A. Bates,FALSE,0,3.54,0,1,0
1200,Sight ,Wicked Woods,Kailin Gow,TRUE,5,4.18,0,1,0
1201,Hold Still,NA,Nina LaCour,FALSE,0,3.99,753,1,0
1202,The Sledding Hill,NA,Chris Crutcher,FALSE,0,3.7,1789,1,0
1203,The Summer I Became a Nerd ,Nerd,Leah Rae Miller,TRUE,1,3.86,351,1,0
1204,Independence ,Significance,Shelly Crane,TRUE,4,4.31,6969,1,0
1205,A Rose for the ANZAC Boys,NA,Jackie French,FALSE,0,4.01,1866,1,0
1206,Mirror X ,The Van Winkle Project,Karri Thompson,TRUE,1,3.48,0,1,0
1207,Squashed,NA,Joan Bauer,FALSE,0,3.8,2195,1,0
1208,Shimmer ,Wicked Woods,Kailin Gow,TRUE,2,3.93,0,1,0
1209,The Day Before,NA,Lisa Schroeder,FALSE,0,4,6766,1,0
1210,Pink Smog ,Weetzie Bat,Francesca Lia Block,FALSE,0,3.73,1309,1,0
1211,Chinese Handcuffs,NA,Chris Crutcher,FALSE,0,3.96,1637,1,0
1212,Timesnatch,NA,Robert Swindells,FALSE,0,3.14,0,1,0
1213,Words in Deep Blue,NA,Cath Crowley,FALSE,0,4.09,595,1,0
1214,Mrs. Frisby and the Rats of NIMH ,Rats of NIMH,Robert C. O'Brien,TRUE,1,4.14,712,1,0
1215,In the Blood ,Outlands Trilogy,Jackie French,TRUE,1,3.86,0,1,0
1216,Immortal Darkness ,The Phantom Diaries,Kailin Gow,TRUE,3,4.34,0,1,0
1217,Airel: The Awakening ,The Airel Saga: Book Part,Aaron M. Patterson,TRUE,1,3.45,4321,1,0
1218,"I Heart You, You Haunt Me",NA,Lisa Schroeder,FALSE,0,3.85,3032,1,0
1219,The Cat Ate My Gymsuit,NA,Paula Danziger,FALSE,0,3.83,8446,1,0
1220,Death and the Girl Next Door ,Darklight,Darynda Jones,TRUE,1,3.61,6534,2,0
1221,Magic's Price ,Valdemar: Last Herald-Mage,Mercedes Lackey,TRUE,3,4.27,9491,1,0
1222,Phantom Patrol,NA,A.R. Channel,FALSE,0,4.25,0,1,0
1223,Seizure ,Virals,Kathy Reichs,TRUE,2,4.15,3784,1,0
1224,Flora's War,NA,Pamela Rushby,FALSE,0,3.75,0,1,0
1225,Only Ever Yours,NA,Louise O'Neill,FALSE,0,3.77,2367,1,0
1226,Frost Kisses ,Frost,Kailin Gow,TRUE,4,3.99,1019,1,0
1227,Love and Leftovers,NA,Sarah Tregay,FALSE,0,3.76,6101,1,0
1228,Take a Thief ,Valdemar,Mercedes Lackey,TRUE,2,4.12,2599,1,0
1229,The Time-Travelling Cat,NA,Julia Jarman,FALSE,0,3.56,0,1,0
1230,Valentine Joe ,Rose,Rebecca  Stevens,TRUE,1,3.83,0,1,0
1231,"Peach Girl, Vol. 1 ",Peach Girl,Miwa Ueda,TRUE,1,3.84,5266,1,0
1232,Silence ,Wicked Woods,Kailin Gow,TRUE,4,4.02,0,1,0
1233,Firespell ,Dark Elite,Chloe Neill,TRUE,1,3.7,1159,1,0
1234,"Sweet, Hereafter ",Heaven,Angela Johnson,TRUE,3,3.57,0,1,0
1235,Arrows of the Queen ,Heralds of Valdemar,Mercedes Lackey,TRUE,1,4.14,2452,1,0
1236,A Creature of Moonlight,NA,Rebecca   Hahn,FALSE,0,3.61,2246,1,0
1237,Eventual Poppy Day,NA,Libby Hathorn,FALSE,0,3.66,0,1,0
1238,Peach Girl: Volume 2,NA,Miwa Ueda,TRUE,2,4.07,1685,1,0
1239,Midnight Frost ,Frost,Kailin Gow,TRUE,5,4.05,0,1,0
1240,Two-Way Street,NA,Lauren Barnholdt,FALSE,0,3.8,4861,1,0
1241,Rodeo Rocky ,The Horses of Half Moon Ranch,Jenny Oldfield,TRUE,2,3.66,0,1,0
1242,The One ,The Selection,Kiera Cass,TRUE,3,4.2,7712,1,0
1243,The Horses Didn't Come Home,NA,Pamela Rushby,FALSE,0,4.35,0,1,0
