gid,rank,votes,title,category,year,authors,avgRating,pages,published,publisher,5stars,4stars,3stars,2stars,1stars,ratings
30078650,7,10651,"A Hope More Powerful Than the Sea: One Refugee's Incredible Story of Love, Loss, and Survival",History & Biography,2017,Melissa Fleming,4.33,276,24/01/2017,Flatiron Books,1945,1383,434,69,36,3867
30334134,8,7772,The Undoing Project: A Friendship That Changed Our Minds,History & Biography,2017,Michael   Lewis,3.98,368,06/12/2016,W. W. Norton & Company,13623,16355,8166,1877,773,40794
33917107,9,7582,On Tyranny: Twenty Lessons from the Twentieth Century,History & Biography,2017,Timothy Snyder,4.21,126,28/03/2017,Tim Duggan Books,16081,11428,4619,1265,639,34032
30753852,10,7327,The Blood of Emmett Till,History & Biography,2017,Timothy B. Tyson,4.25,291,31/01/2017,Simon & Schuster,2303,2175,674,89,38,5279
30753828,11,3019,The Road to Jonestown: Jim Jones and Peoples Temple,History & Biography,2017,Jeff Guinn,4.15,531,11/04/2017,Simon  Schuster,3103,4085,1305,190,47,8730
34684622,12,2487,Leonardo da Vinci,History & Biography,2017,Walter Isaacson,4.17,600,17/10/2017,Simon & Schuster,20980,14813,6295,1728,1140,44956
30199426,13,2283,Get Well Soon: History's Worst Plagues and the Heroes Who Fought Them,History & Biography,2017,Jennifer   Wright,4.24,336,07/02/2017,Henry Holt and Co.,3145,2792,833,173,85,7028
29635592,14,1640,Churchill's Ministry of Ungentlemanly Warfare: The Mavericks Who Plotted Hitler's Defeat,History & Biography,2017,Giles Milton,4.33,368,07/02/2017,Picador,1599,1135,364,59,19,3176
31159759,15,1558,The Gatekeepers: How the White House Chiefs of Staff Define Every Presidency,History & Biography,2017,Chris Whipple,4.28,384,04/04/2017,Crown Publishing Group,1869,1911,504,45,19,4348
30107571,16,1253,All the Gallant Men: An American Sailor's Firsthand Account of Pearl Harbor,History & Biography,2017,"Donald Stratton, Ken Gire",4.46,320,22/11/2016,William Morrow,1545,797,246,34,10,2632
34928902,17,1227,Huế 1968: A Turning Point of the American War in Vietnam,History & Biography,2017,Mark Bowden,4.4,608,06/06/2017,Atlantic Monthly Press,2402,1725,404,57,17,4605
34184069,18,1221,The Storm Before the Storm: The Beginning of the End of the Roman Republic,History & Biography,2017,Mike Duncan,4.22,327,24/10/2017,PublicAffairs,2274,2383,758,123,16,5554
34593560,19,1089,Killing England: The Brutal Struggle for American Independence,History & Biography,2017,"Bill O'Reilly, Martin Dugard",4.24,340,19/09/2017,Henry Holt and Co.,4153,3124,977,217,211,8682
30688762,20,550,"Last Hope Island: Britain, Occupied Europe, and the Brotherhood That Helped Turn the Tide of War",History & Biography,2017,Lynne Olson,4.3,576,25/04/2017,Random House,1107,999,264,29,18,2417
32191710,1,42173,Astrophysics for People in a Hurry,Science & Technology,2017,Neil deGrasse Tyson,4.09,224,02/05/2017,W. W. Norton  Company,34590,39707,17131,2851,1006,95285
31869108,2,9945,Inferior: How Science Got Women Wrong—and the New Research That's Rewriting the Story,Science & Technology,2017,Angela Saini,4.06,200,30/05/2017,Beacon Press,1491,2083,861,128,31,4594
28512671,3,8766,"Everybody Lies: Big Data, New Data, and What the Internet Can Tell Us About Who We Really Are",Science & Technology,2017,"Seth Stephens-Davidowitz, Steven Pinker",3.91,338,09/05/2017,Dey Street Books,7911,9961,5133,1403,715,25123
31625636,4,8511,We Have No Idea: A Guide to the Unknown Universe,Science & Technology,2017,"Jorge Cham, Daniel Whiteson",4.26,368,09/05/2017,Riverhead Books,1811,1473,503,90,32,3909
30231729,5,8262,The Death and Life of the Great Lakes,Science & Technology,2017,Dan Egan,4.33,364,07/03/2017,W. W. Norton  Company,2632,2143,601,77,23,5476
28116739,6,7638,"Other Minds: The Octopus, the Sea, and the Deep Origins of Consciousness",Science & Technology,2017,Peter Godfrey-Smith,3.86,257,06/12/2016,"Farrar, Straus and Giroux",2443,4155,2661,495,57,9811
29889716,7,7097,The Case Against Sugar,Science & Technology,2017,Gary Taubes,3.83,384,27/12/2016,Knopf Publishing Group,1981,2792,1891,471,117,7252
28110850,8,6981,Cannibalism: A Perfectly Natural History,Science & Technology,2017,"Bill Schutt, Patricia J. Wynne",3.87,332,14/02/2017,Algonquin Books,833,1671,918,152,26,3600
30231812,9,5736,"The Nature Fix: Why Nature Makes Us Happier, Healthier, and More Creative",Science & Technology,2017,Florence   Williams,3.97,304,07/02/2017,W. W. Norton  Company,1581,2241,1100,238,51,5211
30901608,10,5588,Hit Makers: The Science of Popularity in an Age of Distraction,Science & Technology,2017,Derek   Thompson,3.94,352,07/02/2017,Penguin Press,1071,1719,844,185,29,3848
31170723,11,2003,Behave: The Biology of Humans at Our Best and Worst,Science & Technology,2017,Robert M. Sapolsky,4.41,790,02/05/2017,Penguin Press,5005,2444,848,214,64,8575
31751591,12,1679,Barking Up the Wrong Tree: The Surprising Science Behind Why Everything You Know About Success Is (Mostly) Wrong,Science & Technology,2017,Eric Barker,4.19,320,16/05/2017,HarperOne,3534,3128,1231,242,77,8212
30962055,13,1398,Irresistible: The Rise of Addictive Technology and the Business of Keeping Us Hooked,Science & Technology,2017,Adam Alter,3.85,368,07/03/2017,Penguin Press,1439,2557,1636,277,45,5954
30213950,14,1119,Pandora's Lab: Seven Stories of Science Gone Wrong,Science & Technology,2017,Paul A. Offit,4.18,288,04/04/2017,National Geographic Society,1386,1490,503,90,25,3494
30753821,15,959,The Greatest Story Ever Told—So Far: Why Are We Here?,Science & Technology,2017,Lawrence M. Krauss,3.79,322,21/03/2017,Atria Books,520,849,521,162,37,2089
30971755,16,892,A Crack in Creation: Gene Editing and the Unthinkable Power to Control Evolution,Science & Technology,2017,"Jennifer A. Doudna, Samuel H. Sternberg",4.11,304,13/06/2017,Houghton Mifflin Harcourt,1058,1265,493,96,17,2929
28450775,17,766,Whiplash: How to Survive Our Faster Future,Science & Technology,2017,"Joichi Ito, Jeff   Howe",3.87,320,06/12/2016,Grand Central Publishing,319,456,280,72,14,1141
34490192,18,758,Soonish: Ten Emerging Technologies That'll Improve and/or Ruin Everything,Science & Technology,2017,"Kelly Weinersmith, Zach Weinersmith",3.96,368,17/10/2017,Penguin Press,1063,1606,852,137,27,3685
32940866,19,519,Caesar's Last Breath: Decoding the Secrets of the Air Around Us,Science & Technology,2017,Sam Kean,4.22,384,18/07/2017,"Little, Brown and Company",1014,1043,354,43,12,2466
34274957,20,498,Life 3.0: Being Human in the Age of Artificial Intelligence,Science & Technology,2017,Max  Tegmark,4.05,364,29/08/2017,Knopf Publishing Group,4217,4783,2230,524,109,11863
34016988,1,23994,"The Pioneer Woman Cooks: Come and Get It! Simple, Scrumptious Recipes for Crazy Busy Lives",Food & Cookbooks,2017,Ree Drummond,4.06,400,24/10/2017,William Morrow Cookbooks,1437,922,445,175,147,3126
35069206,2,13295,5 Ingredients – Quick  Easy Food,Food & Cookbooks,2017,Jamie Oliver,4.13,320,24/10/2017,HarperCollins Publishers,1479,1023,502,155,86,3245
31423449,3,12148,Stirring Up Fun with Food: Over 100 Amazing and Easy Food Crafting Projects,Food & Cookbooks,2017,"Sarah Michelle Gellar, Gia Russo",3.8,288,18/04/2017,Grand Central Life & Style,90,86,100,21,3,300
32148009,4,11987,Give a Girl a Knife,Food & Cookbooks,2017,Amy Thielen,3.67,320,16/05/2017,Clarkson Potter Publishers,414,750,567,163,53,1947
31329547,5,10853,"Whole New You: How Real Food Transforms Your Life, for a Healthier, More Gorgeous You",Food & Cookbooks,2017,"Tia Mowry, Jessica Porter",3.93,320,14/03/2017,Ballantine Books,172,143,102,31,14,462
34129998,6,10519,Smitten Kitchen Every Day: Triumphant and Unfussy New Favorites,Food & Cookbooks,2017,Deb Perelman,3.96,352,24/10/2017,Knopf Publishing Group,1337,944,551,235,148,3215
32191664,7,7603,BraveTart: Iconic American Desserts,Food & Cookbooks,2017,"Stella Parks, J. Kenji López-Alt",4.29,400,15/08/2017,W. W. Norton  Company,861,418,162,62,41,1544
29100223,8,7475,The Cooking Gene: A Journey Through African American Culinary History in the Old South,Food & Cookbooks,2017,Michael W. Twitty,4.03,444,01/08/2017,Amistad,960,969,477,130,50,2586
30760782,9,7320,"Food, Health and Happiness: 115 On-Point Recipes for Great Meals and a Better Life",Food & Cookbooks,2017,Oprah Winfrey,3.7,240,03/01/2017,Flatiron Books,283,335,287,83,46,1034
30753841,10,5612,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Food & Cookbooks,2017,"Samin Nosrat, Wendy MacNaughton",4.54,480,25/04/2017,Simon  Schuster,9209,3383,872,211,164,13839
31624473,11,2600,"Cork Dork: A Wine-Fueled Adventure Among the Obsessive Sommeliers, Big Bottle Hunters, and Rogue Scientists Who Taught Me to Live for Taste",Food & Cookbooks,2017,Bianca Bosker,3.91,329,28/03/2017,Penguin Books,2832,3552,1750,510,284,8928
31915218,12,2211,Grocery: The Buying and Selling of Food in America,Food & Cookbooks,2017,Michael Ruhlman,3.71,307,16/05/2017,Harry N. Abrams,421,842,579,150,41,2033
28814765,13,2199,The Wellness Mama Cookbook: 200 Easy-To-Prepare Recipes and Time-Saving Advice for the Busy Cook,Food & Cookbooks,2017,Katie  Wells,3.89,336,27/12/2016,Harmony,121,114,83,25,9,352
33516589,14,1674,Coming to My Senses: The Making of a Counterculture Cook,Food & Cookbooks,2017,Alice Waters,3.34,304,05/09/2017,Clarkson Potter Publishers,548,962,1056,509,216,3291
32894542,15,1605,"Ready or Not!: 150+ Make-Ahead, Make-Over, and Make-Now Recipes by Nom Nom Paleo",Food & Cookbooks,2017,"Michelle Tam, Henry Fong",4.48,352,01/08/2017,Andrews McMeel Publishing,587,275,74,23,3,962
31451086,16,1502,Love Real Food: More Than 100 Feel-Good Vegetarian Favorites to Delight the Senses and Nourish the Body,Food & Cookbooks,2017,Kathryne Taylor,4.45,272,16/05/2017,Rodale Books,533,242,97,13,4,889
29430845,17,1254,Eight Flavors: The Untold Story of American Cuisine,Food & Cookbooks,2017,Sarah Lohman,3.94,304,06/12/2016,Simon  Schuster,535,834,391,73,34,1867
32714100,18,984,A Really Big Lunch: Meditations on Food and Life from the Roving Gourmand,Food & Cookbooks,2017,Jim Harrison,4.03,275,24/03/2017,Grove Press,186,171,78,23,16,474
34063669,19,936,Sweet,Food & Cookbooks,2017,"Yotam Ottolenghi, Helen Goh",4.34,368,03/10/2017,Ten Speed Press,503,282,113,19,11,928
33571767,20,855,Half Baked Harvest Cookbook: Recipes from My Barn in the Mountains,Food & Cookbooks,2017,Tieghan Gerard,4.37,304,12/09/2017,Clarkson Potter Publishers,513,266,103,21,9,912
30754980,1,26647,"Big Mushy Happy Lump (Sarah's Scribbles, #2)",Graphic Novels & Comics,2017,Sarah Andersen,4.28,128,07/03/2017,Andrews McMeel Publishing,8687,6818,2620,318,74,18517
31223882,2,22585,"Wonder Woman, Volume 1: The Lies",Graphic Novels & Comics,2017,"Greg Rucka, Liam Sharp, Jodi Wynne, Matthew Clark, Sean Parsons, Laura   Martin, Jeremy Colwell",3.9,176,28/02/2017,DC Comics,1716,2093,1399,288,100,5596
29237211,3,21597,"Saga, Vol. 7",Graphic Novels & Comics,2017,"Brian K. Vaughan, Fiona Staples",4.51,152,04/04/2017,Image Comics,18012,9476,2060,181,84,29813
29772863,4,17871,"Wires and Nerve (Wires and Nerve, #1)",Graphic Novels & Comics,2017,"Marissa Meyer, Douglas Holgate, Stephen Gilpin",4.15,238,31/01/2017,Feiwel & Friends,7011,7626,3034,458,121,18250
33540347,5,13846,"Monstress, Vol. 2: The Blood",Graphic Novels & Comics,2017,"Marjorie M. Liu, Sana Takeda",4.33,152,05/07/2017,Image Comics,5990,5252,1399,160,32,12833
31145178,6,10937,"Real Friends (Real Friends, #1)",Graphic Novels & Comics,2017,"Shannon Hale, LeUyen Pham, Jane Poole",4.16,224,02/05/2017,First Second,9307,6198,2931,739,586,19761
29775583,7,10574,"Ms. Marvel, Vol. 6: Civil War II",Graphic Novels & Comics,2017,"G. Willow Wilson, Takeshi Miyazawa, Adrian Alphona",4.22,136,14/12/2016,Marvel,2156,2237,759,88,22,5262
32497911,8,9627,Everyone's a Aliebn When Ur a Aliebn Too,Graphic Novels & Comics,2017,"Jomny Sun, Jonny Sun",4.07,304,27/06/2017,Harper Perennial,13504,6827,4087,1610,1441,27469
29936927,9,8880,The Best We Could Do,Graphic Novels & Comics,2017,Thi Bui,4.38,329,07/03/2017,Harry N. Abrams,8553,6561,1618,161,54,16947
31338724,10,8728,"Paper Girls, Vol. 2",Graphic Novels & Comics,2017,"Brian K. Vaughan, Cliff Chiang, Matt Wilson, Jared K. Fletcher",4.15,128,30/11/2016,Image Comics,6751,9601,3121,277,39,19789
28953803,11,3679,"Band Together (Lumberjanes, Vol. 5)",Graphic Novels & Comics,2017,"Noelle Stevenson, Shannon Watters, Carolyn Nowak, Grace Ellis, Brooke A. Allen, Kate Leyh, Marta Laiho",4,112,13/12/2016,BOOM! Box,1971,2434,1465,221,24,6115
29069374,12,3064,"My Favorite Thing Is Monsters, Vol. 1 (My Favorite Thing Is Monsters, #1)",Graphic Novels & Comics,2017,Emil Ferris,4.18,416,14/02/2017,Fantagraphics,7611,4258,1820,732,554,14975
33161035,13,2633,"The Legend of Korra: Turf Wars, Part One (The Legend of Korra: Turf Wars #1)",Graphic Novels & Comics,2017,"Michael Dante DiMartino, Irene Koh",4.28,76,26/07/2017,Dark Horse,2727,1629,607,154,122,5239
29507117,14,1669,"The Vision, Volume 2: Little Better than a Beast",Graphic Novels & Comics,2017,"Tom King, Michael        Walsh, Gabriel Hernandez Walta, Jordie Bellaire, Mike del Mundo, Clayton Cowles",4.43,136,13/12/2016,Marvel,2774,1684,448,62,19,4987
31387199,15,1208,"The Black Monday Murders, Vol. 1: All Hail, God Mammon",Graphic Novels & Comics,2017,"Jonathan Hickman, Tomm Coker, Michael Garland, Rus Wooton",4.17,240,25/01/2017,Image Comics,949,944,353,67,25,2338
25893783,16,891,"Black Hammer, Vol. 1: Secret Origins",Graphic Novels & Comics,2017,"Jeff Lemire, Dean Ormston, Dave    Stewart",4.2,184,25/04/2017,Dark Horse,1842,1966,640,106,19,4573
29972029,17,773,"Bitch Planet, Vol. 2: President Bitch",Graphic Novels & Comics,2017,"Kelly Sue DeConnick, Taki Soma, Valentine De Landro",4.28,144,06/06/2017,Image Comics,2529,2011,595,129,62,5326
33585540,18,749,"Imperial Phase, Part I (The Wicked + The Divine #5)",Graphic Novels & Comics,2017,"Kieron Gillen, Jamie McKelvie, Matt Wilson, Kevin Wada",4,200,07/06/2017,Image Comics,1545,2266,1055,197,26,5089
36206433,19,674,Username: Uprising,Graphic Novels & Comics,2017,"Joe Sugg, Amrit Birdi",3.97,,,None,131,92,83,23,4,333
31145185,20,458,"Spill Zone (Spill Zone, #1)",Graphic Novels & Comics,2017,"Scott Westerfeld, Alex Puvilland, Hilary Sycamore",4.03,224,02/05/2017,First Second,1381,2170,880,146,26,4603
35606560,1,35856,The Sun and Her Flowers,Poetry,2017,Rupi Kaur,4.17,256,03/10/2017,Andrews McMeel Publishing,54025,33764,16973,5190,2645,112597
34594982,2,22625,Depression & Other Magic Tricks,Poetry,2017,Sabrina Benaim,3.79,75,22/08/2017,None,3119,2625,2143,946,327,9160
33004293,3,7924,Solo,Poetry,2017,"Kwame Alexander, Mary Rand Hess",3.97,464,25/07/2017,Blink,2987,3572,2100,383,124,9166
33208115,4,7546,Love Her Wild,Poetry,2017,Atticus Poetry,4.02,225,11/07/2017,Atria Books,7123,4061,2699,1139,605,15627
22552026,5,6903,Long Way Down,Poetry,2017,Jason Reynolds,4.33,306,24/10/2017,Atheneum/Caitlyn Dlouhy Books,22172,15501,4803,942,391,43809
34753166,6,5716,We Come Apart,Poetry,2017,"Sarah Crossan, Brian Conaghan",3.68,,,None,618,856,765,229,70,2538
33921696,7,5609,New American Best Friend,Poetry,2017,Olivia Gatwood,4.32,55,28/03/2017,Button Poetry,1492,851,343,83,25,2794
30304222,8,5501,There Are More Beautiful Things Than Beyoncé,Poetry,2017,Morgan  Parker,4.02,85,14/02/2017,Tin House Books,1371,1468,772,164,66,3841
34451544,9,4127,Plum,Poetry,2017,Hollie McNish,4.05,125,15/06/2017,Picador,199,189,87,20,15,510
34144863,10,3798,Electric Arches,Poetry,2017,Eve L. Ewing,4.29,94,12/09/2017,Haymarket Books,1176,912,344,46,10,2488
30231755,11,1617,Magdalene,Poetry,2017,Marie Howe,4.11,96,28/03/2017,W. W. Norton  Company,257,228,101,30,9,625
34466674,12,1616,Adultolescence,Poetry,2017,Gabbie Hanna,3.46,248,19/09/2017,Atria/Keywords Press,2456,1637,1606,949,1030,7678
33631747,13,1358,Broken Wishbones and Empty Spaces,Poetry,2017,Pyrokardia,3.42,128,22/01/2017,CreateSpace Independent Publishing Platform,51,48,67,27,17,210
31944953,14,1210,When I Grow Up I Want to Be a List of Further Possibilities,Poetry,2017,"Chen  Chen, Jericho Brown",4.29,96,11/04/2017,BOA Editions Ltd.,706,530,190,32,11,1469
32311036,15,1061,Nature Poem,Poetry,2017,Tommy Pico,4.4,78,09/05/2017,Tin House Books,594,339,88,27,9,1057
33606259,16,921,"Exits, Desires, and Slow Fires",Poetry,2017,J.R. Rogue,4.22,81,21/09/2017,None,90,44,33,6,2,175
34376890,17,867,Magic with Skin On,Poetry,2017,"Morgan Nikola-Wren, Kimberly Ito, Julie Guzzetta, Alysia Nicole Harris",4.07,144,,Luminarium Press,138,105,70,17,4,334
32566407,18,866,Portrait of the Alcoholic,Poetry,2017,Kaveh Akbar,4.46,45,26/01/2017,"Sibling Rivalry Press, LLC",278,143,35,10,2,468
33375618,19,796,Don't Call Us Dead,Poetry,2017,Danez Smith,4.52,96,05/09/2017,Graywolf Press,2869,1155,318,67,41,4450
31944749,20,781,Hard Child,Poetry,2017,Natalie Shapero,4.14,96,11/04/2017,Copper Canyon Press,129,76,44,13,7,269
32075671,1,74925,The Hate U Give,Debut Goodreads Author,2017,Angie Thomas,4.51,464,28/02/2017,Balzer + Bray,254196,113036,28178,5235,2834,403479
27883214,2,40849,"Caraval (Caraval, #1)",Debut Goodreads Author,2017,Stephanie Garber,3.95,407,31/01/2017,Flatiron Books,44923,42193,24155,8465,3199,122935
25489134,3,23863,"The Bear and the Nightingale (Winternight Trilogy, #1)",Debut Goodreads Author,2017,Katherine Arden,4.12,323,10/01/2017,Del Rey Books,37775,38953,15404,3591,1226,96949
30267929,4,13151,We Were the Lucky Ones,Debut Goodreads Author,2017,Georgia Hunter,4.4,403,14/02/2017,Viking,43239,27068,7157,1186,654,79304
32620349,5,12368,Midnight at the Bright Ideas Bookstore,Debut Goodreads Author,2017,Matthew J. Sullivan,3.79,328,13/06/2017,Scribner,4371,11396,6524,1115,181,23587
28220971,6,11918,"The Dry (Aaron Falk, #1)",Debut Goodreads Author,2017,Jane Harper,4.04,328,10/01/2017,Flatiron Books,41077,61988,23936,3697,1305,132003
32283423,7,7326,American War,Debut Goodreads Author,2017,Omar El Akkad,3.79,333,04/04/2017,Knopf Publishing Group,6723,11091,7084,1998,469,27365
30269104,8,6955,The Chilbury Ladies' Choir,Debut Goodreads Author,2017,Jennifer    Ryan,3.97,371,14/02/2017,Crown Publishing Group,6317,10494,4469,841,245,22366
33572350,9,5250,My Absolute Darling,Debut Goodreads Author,2017,Gabriel Tallent,3.63,417,29/08/2017,Riverhead Books,9546,11846,7823,3619,2525,35359
30753987,10,5166,The Leavers,Debut Goodreads Author,2017,Lisa Ko,3.87,338,02/05/2017,Algonquin Books,7188,14328,7563,1338,315,30732
32969150,11,2181,Stay with Me,Debut Goodreads Author,2017,Ayọ̀bámi Adébáyọ̀,4.03,260,22/08/2017,Knopf Publishing Group,9820,14814,6214,961,204,32013
30153293,12,2174,All Our Wrong Todays,Debut Goodreads Author,2017,Elan Mastai,3.76,373,07/02/2017,Dutton Books,4927,7937,5044,1549,527,19984
27746288,13,1897,"Goodbye, Vitamin",Debut Goodreads Author,2017,Rachel Khong,3.73,208,11/07/2017,Henry Holt and Co.,3808,7376,5284,1298,289,18055
30090925,14,1881,The Animators,Debut Goodreads Author,2017,Kayla Rae Whitaker,3.97,369,31/01/2017,Random House,3569,4103,1842,539,322,10375
29875926,15,1468,I Liked My Life,Debut Goodreads Author,2017,Abby Fabiaschi,4.16,272,31/01/2017,St. Martin's Press,4181,4957,1647,275,76,11136
33280160,16,1221,What We Lose,Debut Goodreads Author,2017,Zinzi Clemmons,3.62,213,11/07/2017,Viking,1580,3869,3224,781,150,9604
30841984,17,1086,"Kings of the Wyld (The Band, #1)",Debut Goodreads Author,2017,Nicholas Eames,4.33,502,21/02/2017,Orbit,10500,6547,2237,552,213,20049
34484359,18,1081,"The Coppersmith Farmhouse (Jamison Valley, #1)",Debut Goodreads Author,2017,Devney Perry,3.92,,,None,3763,3800,2012,642,432,10649
31450913,19,864,The Idea of You,Debut Goodreads Author,2017,Robinne Lee,4.13,372,13/06/2017,St. Martin's Griffin,3702,2894,1284,435,137,8452
31212988,20,612,The Caledonian Gambit,Debut Goodreads Author,2017,Dan Moren,3.87,293,23/05/2017,Talos,287,405,245,62,16,1015
32075671,1,59571,The Hate U Give,Young Adult Fiction,2017,Angie Thomas,4.51,464,28/02/2017,Balzer + Bray,254196,113036,28178,5235,2834,403479
35504431,2,52517,Turtles All the Way Down,Young Adult Fiction,2017,John Green,3.97,288,10/10/2017,Dutton Books for Young Readers,90712,101375,58032,14455,4089,268663
32682118,3,21394,One of Us Is Lying,Young Adult Fiction,2017,Karen M. McManus,4.06,361,30/05/2017,Delacorte Press,54809,68551,29093,5787,1706,159946
29283884,4,20990,"The Gentleman's Guide to Vice and Virtue (Montague Siblings, #1)",Young Adult Fiction,2017,Mackenzi Lee,4.13,513,27/06/2017,Katherine Tegen Books,30856,28823,12086,2800,1085,75650
35247769,5,19487,"Always and Forever, Lara Jean (To All the Boys I've Loved Before, #3)",Young Adult Fiction,2017,Jenny Han,4.14,325,02/05/2017,Simon  Schuster Books for Young Readers,50297,45716,21726,4185,946,122870
30724132,6,15150,"Geekerella (Once Upon a Con, #1)",Young Adult Fiction,2017,Ashley Poston,4,320,04/04/2017,Quirk Books,11969,15650,7495,1580,394,37088
31931941,7,12173,Eliza and Her Monsters,Young Adult Fiction,2017,Francesca Zappia,4.24,385,30/05/2017,Greenwillow Books,18720,14455,5210,1222,500,40107
32078787,8,11334,Once and for All,Young Adult Fiction,2017,Sarah Dessen,3.76,358,06/06/2017,Viking Books for Young Readers,6008,9416,7085,1749,410,24668
28458598,9,9036,"When Dimple Met Rishi (Dimple and Rishi, #1)",Young Adult Fiction,2017,Sandhya Menon,3.72,380,30/05/2017,Simon Pulse,8844,15238,10646,3084,1023,38835
30256248,10,8395,By Your Side,Young Adult Fiction,2017,Kasie West,3.86,346,31/01/2017,HarperTeen,9599,12557,8798,2056,514,33524
30653853,11,4248,The Upside of Unrequited (Simonverse #2),Young Adult Fiction,2017,Becky Albertalli,3.98,336,11/04/2017,Balzer + Bray,18442,20706,11197,2891,912,54148
30102870,12,4161,History Is All You Left Me,Young Adult Fiction,2017,Adam Silvera,4.06,292,17/01/2017,Soho Teen,12272,11217,5625,1514,553,31181
23447923,13,4142,The Inexplicable Logic of My Life,Young Adult Fiction,2017,Benjamin Alire Sáenz,4.14,452,07/03/2017,Clarion Books,7441,6283,2859,703,216,17502
25613472,14,2895,A List of Cages,Young Adult Fiction,2017,Robin Roe,4.29,310,10/01/2017,Disney-Hyperion,8726,6239,2184,497,133,17779
33385229,15,2398,They Both Die at the End,Young Adult Fiction,2017,Adam Silvera,4.13,373,05/09/2017,Quill Tree Books,31303,25210,12267,3251,994,73025
31694016,16,1855,Stranger Than Fanfiction,Young Adult Fiction,2017,Chris Colfer,3.82,295,28/02/2017,"Little, Brown Books for Young Readers",1441,1482,1043,378,155,4499
28243032,17,1604,We Are Okay,Young Adult Fiction,2017,Nina LaCour,3.96,236,14/02/2017,Dutton Books for Young Readers,12937,15815,8517,2096,573,39938
30649795,18,1433,Goodbye Days,Young Adult Fiction,2017,Jeff Zentner,4.17,399,07/03/2017,Crown Books for Young Readers,3817,3546,1327,308,109,9107
28919058,19,1286,Autoboyography,Young Adult Fiction,2017,Christina Lauren,4.28,407,12/09/2017,Simon & Schuster Books for Young Readers,10814,8169,2657,559,228,22427
33163378,20,1053,Moxie,Young Adult Fiction,2017,Jennifer Mathieu,4.31,330,19/09/2017,Roaring Brook Press,7057,5438,1662,288,82,14527
23766634,1,71165,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Young Adult Fantasy,2017,Sarah J. Maas,4.47,699,02/05/2017,Bloomsbury Childrens Books,127253,48994,16631,4882,2048,199808
30312891,2,40104,"Lord of Shadows (The Dark Artifices, #2)",Young Adult Fantasy,2017,Cassandra Clare,4.5,701,23/05/2017,Margaret K. McElderry Books,50543,21843,6311,1187,465,80349
30227022,3,24789,"King's Cage (Red Queen, #3)",Young Adult Fantasy,2017,Victoria Aveyard,4,507,07/02/2017,HarperTeen,38478,39920,21499,5423,1900,107220
28449207,4,24705,"Strange the Dreamer (Strange the Dreamer, #1)",Young Adult Fantasy,2017,Laini Taylor,4.32,536,28/03/2017,"Little, Brown Books for Young Readers",37191,21875,7586,2163,934,69749
27883214,5,21976,"Caraval (Caraval, #1)",Young Adult Fantasy,2017,Stephanie Garber,3.95,407,31/01/2017,Flatiron Books,44923,42193,24155,8465,3199,122935
31450852,6,19127,"Tower of Dawn (Throne of Glass, #6)",Young Adult Fantasy,2017,Sarah J. Maas,4.39,664,05/09/2017,Bloomsbury USA Childrens,58639,31857,10776,2187,820,104279
29385546,7,16838,"Warcross (Warcross, #1)",Young Adult Fantasy,2017,Marie Lu,4.18,353,12/09/2017,G.P. Putnam’s Sons Books for Young Readers,29151,25722,10004,2376,816,68069
28954189,8,15775,"Scythe (Arc of a Scythe, #1)",Young Adult Fantasy,2017,Neal Shusterman,4.36,435,22/11/2016,Simon  Schuster Books for Young Readers,56065,36127,10427,2346,814,105779
30117284,9,13723,"Carve the Mark (Carve the Mark, #1)",Young Adult Fantasy,2017,Veronica Roth,3.78,468,17/01/2017,Katherine Tegen Books,15206,20003,12917,4279,1945,54350
32075662,10,12839,"Our Dark Duet (Monsters of Verity, #2)",Young Adult Fantasy,2017,Victoria Schwab,4.2,512,13/06/2017,Greenwillow Books,12657,11304,4434,864,169,29428
24763621,11,4630,"Wintersong (Wintersong, #1)",Young Adult Fantasy,2017,S. Jae-Jones,3.56,436,07/02/2017,Thomas Dunne Books,5950,7542,6734,3082,1270,24578
23308087,12,3973,"Flame in the Mist (Flame in the Mist, #1)",Young Adult Fantasy,2017,Renée Ahdieh,3.9,392,16/05/2017,G.P. Putnam's Sons,9503,12577,6488,1992,738,31298
34128219,13,3261,"La Belle Sauvage (The Book of Dust, #1)",Young Adult Fantasy,2017,Philip Pullman,4.17,449,19/10/2017,Alfred A. Knopf,26888,27327,9909,1895,639,66658
34076952,14,2723,"The Language of Thorns: Midnight Tales and Dangerous Magic (Grishaverse, #0.5, 2.5, 2.6)",Young Adult Fantasy,2017,"Leigh Bardugo, Sara Kipin",4.42,281,26/09/2017,Imprint,16055,9642,2878,400,99,29074
29739361,15,2670,"Traitor to the Throne (Rebel of the Sands, #2)",Young Adult Fantasy,2017,Alwyn Hamilton,4.33,518,07/03/2017,Viking,8160,6627,1887,235,53,16962
28260402,16,2421,"The Song Rising (The Bone Season, #3)",Young Adult Fantasy,2017,Samantha Shannon,4.16,384,07/03/2017,Bloomsbury USA,3493,3665,1502,232,44,8936
30025336,17,2312,All the Crooked Saints,Young Adult Fantasy,2017,Maggie Stiefvater,3.84,320,10/10/2017,Scholastic Press,4970,6309,4075,1174,394,16922
