author,bookName
Robert Louis Stevenson,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 15"
Robert Louis Stevenson,Vailima Letters
Robert Louis Stevenson,Across The Plains
Robert Louis Stevenson,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 11"
Robert Louis Stevenson,Island Nights' Entertainments
Robert Louis Stevenson,Underwoods
Robert Louis Stevenson,"Letters of Robert Louis Stevenson, Volume 1"
Robert Louis Stevenson,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 10"
Robert Louis Stevenson,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 12"
Robert Louis Stevenson,"Letters of Robert Louis Stevenson, Volume 2"
Robert Louis Stevenson,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 13"
Robert Louis Stevenson,A Footnote to History
Robert Louis Stevenson,Catriona
Robert Louis Stevenson,St. Ives
Robert Louis Stevenson,Prayers Written At Vailima
Robert Louis Stevenson,Treasure Island
Robert Louis Stevenson,The Dynamiter
Robert Louis Stevenson,Ballads
Robert Louis Stevenson,Records of a Family of Engineers
Robert Louis Stevenson,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 8"
Robert Louis Stevenson,"The Works of Robert Louis Stevenson - Swanston Edition, Volume 9"
Robert Louis Stevenson,Moral Emblems
Robert Louis Stevenson,Travels with a Donkey in the Cevennes
Robert Louis Stevenson,Weir of Hermiston
Benjamin Disraeli,Venetia
Benjamin Disraeli,Tancred
Benjamin Disraeli,The Infernal Marriage
Benjamin Disraeli,The Voyage of Captain Popanilla
Benjamin Disraeli,The Young Duke
Benjamin Disraeli,Alroy
Benjamin Disraeli,Lothair
Benjamin Disraeli,Sketches
Benjamin Disraeli,Ixion In Heaven
Benjamin Disraeli,Endymion
Benjamin Disraeli,Lord George Bentinck
Benjamin Disraeli,Sybil
Benjamin Disraeli,Coningsby
Benjamin Disraeli,Henrietta Temple
Benjamin Disraeli,The Rise of Iskander
Benjamin Disraeli,Count Alarcos
Benjamin Disraeli,Vivian Grey
Frank Richard Stockton,The Great War Syndicate
Frank Richard Stockton,Ting-a-ling
Frank Richard Stockton,Rudder Grange
Frank Richard Stockton,A Jolly Fellowship
Frank Richard Stockton,Pomona's Travels
Frank Richard Stockton,Round-about Rambles in Lands of Fact and Fancy
Frank Richard Stockton,The Rudder Grangers Abroad and Other Stories
Frank Richard Stockton,The Captain's Toll-Gate
Frank Richard Stockton,The Bee-Man of Orn and Other Fanciful Tales
Frank Richard Stockton,A Bicycle of Cathay
Frank Richard Stockton,John Gayther's Garden and the Stories Told Therein
Frank Richard Stockton,The Magic Egg and Other Stories
Frank Richard Stockton,The Great Stone of Sardis
Frank Richard Stockton,Amos Kilbright; His Adscititious Experiences
Frank Richard Stockton,The Girl at Cobhurst
Frank Richard Stockton,The Adventures of Captain Horn
Frank Richard Stockton,Buccaneers and Pirates of Our Coasts
Frank Richard Stockton,A Chosen Few
Frank Richard Stockton,What Might Have Been Expected
Frank Richard Stockton,My Terminal Moraine
Frank Richard Stockton,"The Lady, or the Tiger?"
Frank Richard Stockton,Kate Bonnet
Frank Richard Stockton,The Stories of the Three Burglars
Frank Richard Stockton,The Associate Hermits
Frank Richard Stockton,Mrs. Cliff's Yacht
Frank Richard Stockton,Stories of New Jersey
Frank Richard Stockton,The Dusantes
Frank Richard Stockton,The House of Martha
Frank Richard Stockton,The Squirrel Inn
Frank Richard Stockton,The Late Mrs. Null
Frank Richard Stockton,The Vizier of the Two-Horned Alexander
Frank Richard Stockton,The Casting Away of Mrs. Lecks and Mrs. Aleshine
Benjamin Franklin,"Autobiography of Benjamin Franklin, Version 1"
Benjamin Franklin,"Autobiography of Benjamin Franklin, Version 2"
Benjamin Franklin,"Autobiography of Benjamin Franklin, Version 3"
Benjamin Franklin,"Autobiography of Benjamin Franklin, Version 4"
Edgar Rice Burroughs,"Thuvia, Maid of Mars"
Edgar Rice Burroughs,The Monster Men
Edgar Rice Burroughs,The People that Time Forgot
Edgar Rice Burroughs,The Mucker
Edgar Rice Burroughs,Warlord of Mars
Edgar Rice Burroughs,The Outlaw of Torn
Edgar Rice Burroughs,Tarzan and the Jewels of Opar
Edgar Rice Burroughs,The Mad King
Edgar Rice Burroughs,The Gods of Mars
Edgar Rice Burroughs,The Oakdale Affair
Edgar Rice Burroughs,The Efficiency Expert
Edgar Rice Burroughs,At the Earth's Core
Edgar Rice Burroughs,The Land That Time Forgot
Edgar Rice Burroughs,Pellucidar
Edgar Rice Burroughs,The Return of Tarzan
Edgar Rice Burroughs,The Chessmen of Mars
Edgar Rice Burroughs,The Beasts of Tarzan
Edgar Rice Burroughs,The Son of Tarzan
Edgar Rice Burroughs,Tarzan of the Apes
Edgar Rice Burroughs,The Lost Continent
Edgar Rice Burroughs,Jungle Tales of Tarzan
Edgar Rice Burroughs,Tarzan the Terrible
Edgar Rice Burroughs,Out of Time's Abyss
Edgar Rice Burroughs,Tarzan the Untamed
Edgar Rice Burroughs,A Princess of Mars
Mary Stewart Daggett,The Higher Court
Mary Stewart Daggett,Mariposilla
Lewis Carroll,Three Sunsets and Other Poems
Lewis Carroll,The Hunting of the Snark
Lewis Carroll,Feeding the Mind
Lewis Carroll,Alice's Adventures in Wonderland
Lewis Carroll,Through the Looking-Glass
Lewis Carroll,A Tangled Tale
Lewis Carroll,Alice's Adventures Under Ground
Lewis Carroll,Rhyme? And Reason?
Lewis Carroll,Songs From Alice in Wonderland and Through the Looking-Glass
Lewis Carroll,Eight or Nine Wise Words about Letter-Writing
Lewis Carroll,The Game of Logic
Lewis Carroll,Symbolic Logic
Lewis Carroll,Sylvie and Bruno
Lewis Carroll,Phantasmagoria and Other Poems
Hector Hugh Munro,Reginald in Russia
Hector Hugh Munro,When William Came
Hector Hugh Munro,The Toys of Peace
Hector Hugh Munro,Reginald
Hector Hugh Munro,The Chronicles of Clovis
Hector Hugh Munro,The Unbearable Bassington
Hector Hugh Munro,Beasts and Super-Beasts
Philip Kindred Dick,The Variable Man
Philip Kindred Dick,Beyond the Door
Philip Kindred Dick,Beyond Lies the Wub
Philip Kindred Dick,The Eyes Have It
Philip Kindred Dick,Piper in the Woods
Philip Kindred Dick,The Skull
Philip Kindred Dick,Mr. Spaceship
Philip Kindred Dick,The Defenders
Philip Kindred Dick,The Crystal Crypt
Philip Kindred Dick,The Gun
Philip Kindred Dick,Second Variety
T S Eliot,Ezra Pound: His Metric and Poetry
T S Eliot,Eeldrop and Appleplex
T S Eliot,Prufrock and Other Observations
T S Eliot,The Waste Land
T S Eliot,Poems
Abraham Lincoln,"The Writings of Abraham Lincoln, Volume 2: 1843-1858"
Abraham Lincoln,"Speeches and Letters of Abraham Lincoln, 1832-1865"
Abraham Lincoln,Lincoln's Second Inaugural Address
Abraham Lincoln,Lincoln's First Inaugural Address
Abraham Lincoln,The Life and Public Service of General Zachary Taylor: An Address
Abraham Lincoln,The Emancipation Proclamation
Abraham Lincoln,"The Writings of Abraham Lincoln, Volume 5: 1858-1862"
Abraham Lincoln,Lincoln Letters
Abraham Lincoln,"Lincoln's Inaugurals, Addresses and Letters (Selections)"
Abraham Lincoln,"The Writings of Abraham Lincoln, Volume 1: 1832-1843"
Abraham Lincoln,"The Writings of Abraham Lincoln, Volume 4"
Abraham Lincoln,State of the Union Addresses
Abraham Lincoln,"Lincoln's Gettysburg Address, given November 19, 1863"
Abraham Lincoln,"The Writings of Abraham Lincoln, Volume 3"
Abraham Lincoln,"The Writings of Abraham Lincoln, Volume 7: 1863-1865"
Abraham Lincoln,"The Writings of Abraham Lincoln, Volume 6: 1862-1863"
Isaac Asimov,Youth
Bram Stoker,The Lair of the White Worm
Bram Stoker,Dracula
Bram Stoker,The Lady of the Shroud
Bram Stoker,The Man
Bram Stoker,Dracula's Guest
Bram Stoker,The Jewel of Seven Stars
John Bunyan,The Pilgrim's Progress
John Bunyan,The Works of John Bunyan
John Bunyan,Miscellaneous Pieces
John Bunyan,The Jerusalem Sinner Saved
John Bunyan,The Holy War
John Bunyan,The Heavenly Footman
John Bunyan,The Pharisee And The Publican
John Bunyan,The Life and Death of Mr. Badman
John Bunyan,Grace Abounding to the Chief of Sinners
Charles Darwin,Geological Observations On South America
Charles Darwin,The Variation of Animals and Plants under Domestication Volume I
Charles Darwin,The Descent of Man and Selection in Relation to Sex Volume I (1st edition)
Charles Darwin,Insectivorous Plants
Charles Darwin,The Formation of Vegetable Mould through the action of worms with observations of their habits
Charles Darwin,The Different Forms of Flowers on Plants of the Same Species
Charles Darwin,A Monograph on the Sub-class Cirripedia (Volume 1 of 2)
Charles Darwin,A Naturalist's Voyage Round the World
Charles Darwin,The Movements and Habits of Climbing Plants
Charles Darwin,The Descent of Man and Selection in Relation to Sex
Charles Darwin,On the Origin of Species 1st Edition
Charles Darwin,Coral Reefs
Charles Darwin,The Variation of Animals and Plants under Domestication Volume II
Charles Darwin,Volcanic Islands
Charles Darwin,The Effects of Cross & Self-Fertilisation in the Vegetable Kingdom
Charles Darwin,On the Origin of Species 6th Edition
Charles Darwin,On the Origin of Species by Means of Natural Selection or the Preservation of Favoured Races in the Struggle for Life. (2nd edition)
Charles Darwin,The Descent of Man and Selection in Relation to Sex Volume II (1st Edition)
Charles Darwin,The Autobiography of Charles Darwin
Charles Darwin,The Expression of Emotion in Man and Animals
Sir Winston Churchill,Sir Liberalism and the Social Problem
Sir Winston Churchill,Sir London to Ladysmith via Pretoria
Sir Winston Churchill,Sir The Story of the Malakand Field Force
Sir Winston Churchill,Sir The River War
Washington Irving,Astoria
Washington Irving,Abbotsford and Newstead Abbey
Washington Irving,The Adventures of Captain Bonneville
Washington Irving,"Bracebridge Hall, or The Humorists"
Washington Irving,The Legend of Sleepy Hollow
Washington Irving,Oliver Goldsmith
Washington Irving,Tales of a Traveller
Washington Irving,The Sketch Book of Geoffrey Crayon
Washington Irving,Chronicle of the Conquest of Granada
Washington Irving,"The Life of George Washington, Volume I"
Washington Irving,Little Britain
Washington Irving,Old Christmas
Washington Irving,The Life and Voyages of Christopher Columbus (Vol. II)
Washington Irving,Knickerbocker's History of New York
Washington Irving,The Crayon Papers
Washington Irving,Wolfert's Roost and Miscellanies
Washington Irving,The Student's Life of Washington
Rafael Sabatini,The Sea-Hawk
Rafael Sabatini,The Snare
Rafael Sabatini,The Tavern Knight
Rafael Sabatini,The Suitors of Yvonne
Rafael Sabatini,"The Historical Nights' Entertainment, Second Series"
Rafael Sabatini,The Lion's Skin
Rafael Sabatini,The Strolling Saint
Rafael Sabatini,The Trampling of the Lilies
Rafael Sabatini,Mistress Wilding
Rafael Sabatini,Bardelys the Magnificent
Rafael Sabatini,Love-at-Arms
Rafael Sabatini,St. Martin's Summer
Rafael Sabatini,Captain Blood
Rafael Sabatini,"The Historical Nights' Entertainment, First Series"
Rafael Sabatini,The Life of Cesare Borgia
Rafael Sabatini,Scaramouche
Rafael Sabatini,The Shame of Motley
Mary Shelley,Frankenstein
Mary Shelley,Mathilda
Mary Shelley,The Last Man
Mary Shelley,Notes to the Complete Poetical Works of Percy Bysshe Shelley
Mary Shelley,Proserpine and Midas
Charlotte Mary Yonge,Love and Life
Charlotte Mary Yonge,Young Folks' History of England
Charlotte Mary Yonge,Two Penniless Princesses
Charlotte Mary Yonge,Pioneers and Founders
Charlotte Mary Yonge,The Heir of Redclyffe
Charlotte Mary Yonge,Sowing and Sewing
Charlotte Mary Yonge,The Herd Boy and His Hermit
Charlotte Mary Yonge,Nuttie's Father
Charlotte Mary Yonge,Young Folks' History of Rome
Charlotte Mary Yonge,The Pigeon Pie
Charlotte Mary Yonge,Beechcroft at Rockstone
Charlotte Mary Yonge,A Reputed Changeling
Charlotte Mary Yonge,Under the Storm
Charlotte Mary Yonge,Stray Pearls
Charlotte Mary Yonge,Dynevor Terrace (Vol. II)
Charlotte Mary Yonge,The Stokesley Secret
Charlotte Mary Yonge,A Modern Telemachus
Charlotte Mary Yonge,Abbeychurch
Charlotte Mary Yonge,A Book of Golden Deeds
Charlotte Mary Yonge,The Chaplet of Pearls
Charlotte Mary Yonge,Aunt Charlotte's Stories of Greek History
Charlotte Mary Yonge,Magnum Bonum
Charlotte Mary Yonge,The Trial
Charlotte Mary Yonge,Modern Broods
Charlotte Mary Yonge,John Keble's Parishes
Charlotte Mary Yonge,Little Lucy's Wonderful Globe
Charlotte Mary Yonge,Grisly Grisell
Charlotte Mary Yonge,Friarswood Post-Office
Charlotte Mary Yonge,The Caged Lion
Charlotte Mary Yonge,The Dove in the Eagle's Nest
Charlotte Mary Yonge,Old Times at Otterbourne
Charlotte Mary Yonge,Henrietta's Wish
Charlotte Mary Yonge,The Carbonels
Charlotte Mary Yonge,Heartsease
Charlotte Mary Yonge,That Stick
Charlotte Mary Yonge,"Lady Hester, or Ursula's Narrative"
Charlotte Mary Yonge,The Two Sides of the Shield
Charlotte Mary Yonge,More Bywords
Charlotte Mary Yonge,The Daisy Chain
Charlotte Mary Yonge,My Young Alcides
Charlotte Mary Yonge,Hopes and Fears
Charlotte Mary Yonge,The Long Vacation
Charlotte Mary Yonge,Dynevor Terrace (Vol. I)
Charlotte Mary Yonge,"The Pillars of the House, V1"
Charlotte Mary Yonge,"Cameos from English History, from Rollo to Edward II"
Charlotte Mary Yonge,Countess Kate
Charlotte Mary Yonge,The Prince and the Page
Charlotte Mary Yonge,Life of John Coleridge Patteson
Charlotte Mary Yonge,The Young Step-Mother
Charlotte Mary Yonge,Chantry House
Charlotte Mary Yonge,The Little Duke
Charlotte Mary Yonge,Scenes and Characters
Charlotte Mary Yonge,History of France
Charlotte Mary Yonge,The Lances of Lynwood
Charlotte Mary Yonge,The Armourer's Prentices
Charlotte Mary Yonge,Unknown to History
Charlotte Mary Yonge,The Two Guardians
Charlotte Mary Yonge,The Chosen People
Charlotte Mary Yonge,The Three Brides
Charlotte Mary Yonge,The Clever Woman of the Family
Walter de la Mare,Collected Poems 1901-1918 in Two Volumes Volume 2
Walter de la Mare,Henry Brocken
Walter de la Mare,Collected Poems 1901-1918 in Two Volumes Volume 1
Walter de la Mare,The Three Mulla-mulgars
Walter de la Mare,The Listeners and Other Poems
Walter de la Mare,"Peacock Pie, A Book of Rhymes"
Walter de la Mare,Down-Adown-Derry
Walter de la Mare,Songs of Childhood
Walter de la Mare,The Return
Walter de la Mare,Memoirs of a Midget
Herman Melville,Israel Potter
Herman Melville,Redburn. His First Voyage
Herman Melville,"Bartleby, The Scrivener"
Herman Melville,White Jacket
Herman Melville,Pierre; or The Ambiguities
Herman Melville,Omoo: Adventures in the South Seas
Herman Melville,Typee
Herman Melville,I and My Chimney
Herman Melville,The Piazza Tales
Herman Melville,Battle-Pieces and Aspects of the War
Herman Melville,The Confidence-Man
Herman Melville,John Marr and Other Poems
Herman Melville,Moby Dick
Herman Melville,"Mardi: and A Voyage Thither, Volume 2"
Herman Melville,"Mardi: and A Voyage Thither, Volume 1"
Lord Tennyson,Lady Clare
Lord Tennyson,Becket and other plays
Lord Tennyson,The Suppressed Poems of Alfred Lord Tennyson
Lord Tennyson,Idylls of the King
Lord Tennyson,The Princess
Lord Tennyson,"Enoch Arden, &c"
Lord Tennyson,The Early Poems of Alfred Lord Tennyson
Lord Tennyson,Beauties of Tennyson
Lord Tennyson,The Last Tournament
Lord Tennyson,Queen Mary and Harold
Edmund Burke,Thoughts on the Present Discontents
Edmund Burke,"The Works of the Right Honourable Edmund Burke, Vol. 09 (of 12)"
Edmund Burke,"The Works of the Right Honourable Edmund Burke, Vol. 10 (of 12)"
Edmund Burke,Burke's Speech on Conciliation with America
Edmund Burke,"The Works of the Right Honourable Edmund Burke, Vol. 05 (of 12)"
Edmund Burke,"The Works of the Right Honourable Edmund Burke, Vol. 06 (of 12)"
Edmund Burke,Selections from the Speeches and Writings of Edmund Burke
Edmund Burke,"The Works of the Right Honourable Edmund Burke, Vol. 03 (of 12)"
Edmund Burke,"The Works of the Right Honourable Edmund Burke, Vol. 04 (of 12)"
Edmund Burke,"The Works of the Right Honourable Edmund Burke, Vol. 11 (of 12)"
Edmund Burke,"The Works of the Right Honourable Edmund Burke, Vol. 08 (of 12)"
Edmund Burke,"The Works of the Right Honourable Edmund Burke, Vol. 01 (of 12)"
Edmund Burke,"The Works of the Right Honourable Edmund Burke, Vol. 02 (of 12)"
Edmund Burke,"The Works of the Right Honourable Edmund Burke, Vol. 12 (of 12)"
Edmund Burke,"The Works of the Right Honourable Edmund Burke, Vol. 07 (of 12)"
Eugene O_Neill,Anna Christie
Eugene O_Neill,The Hairy Ape
Eugene O_Neill,The Straw
Eugene O_Neill,The First Man
George Eliot,The Lifted Veil
George Eliot,The Essays of George Eliot
George Eliot,Daniel Deronda
George Eliot,How Lisa Loved the King
George Eliot,Silas Marner
George Eliot,Adam Bede
George Eliot,Scenes of Clerical Life
George Eliot,Romola
George Eliot,Brother Jacob
George Eliot,The Mill on the Floss
George Eliot,Tom and Maggie Tulliver
George Eliot,Impressions of Theophrastus Such
George Eliot,Middlemarch
Henry James,A Small Boy and Others
Henry James,Embarrassments
Henry James,"The Bostonians, Volume 2"
Henry James,"The Wings of the Dove, Volume 1"
Henry James,Pandora
Henry James,The Madonna of the Future
Henry James,The Author Of Beltraffio
Henry James,"The Bostonians, Volume 1"
Henry James,The Pension Beaurepas
Henry James,"The Wings of the Dove, Volume 2"
Henry James,Eugene Pickering
Henry James,Notes of a Son and Brother
Henry James,The Golden Bowl
Henry James,Picture and Text
Henry James,The Pupil
Henry James,Sir Dominick Ferrand
Henry James,The Altar of the Dead
Henry James,Nona Vincent
Henry James,"The Portrait of a Lady, Volume 2"
Henry James,The Patagonia
Henry James,The Path Of Duty
Henry James,Roderick Hudson
Henry James,"The Portrait of a Lady, Volume 1"
Henry James,A  Passionate Pilgrim
Henry James,The Sacred Fount
Henry James,Georgina's Reasons
Henry James,Glasses
Henry James,The Finer Grain
Henry James,The Aspern Papers
Henry James,"The Letters of Henry James, Volume 2"
Henry James,The Europeans
Henry James,The Ambassadors
Henry James,The Outcry
Henry James,The Real Thing
Henry James,"The Letters of Henry James, Volume 1"
Henry James,Greville Fane
Henry James,Four Meetings
Henry James,The Coxon Fund
Henry James,The Point of View
Henry James,The Reverberator
Henry James,The Lesson of the Master
Henry James,Some Short Stories
Henry James,What Maisie Knew
Henry James,Washington Square
Henry James,An International Episode
Henry James,Italian Hours
Henry James,The Middle Years
Henry James,The Spoils of Poynton
Henry James,The Death of the Lion
Henry James,Louisa Pallant
Henry James,The American
Henry James,The Turn of the Screw
Henry James,A London Life and Other Tales
Henry James,In the Cage
Henry James,The Jolly Corner
Henry James,The Diary of a Man of Fifty
Henry James,Lady Barbarina
Henry James,The Chaperon
Henry James,The Figure in the Carpet
Henry James,The Beldonald Holbein
Henry James,Confidence
Henry James,The Tragic Muse
Henry James,Madame de Mauves
Henry James,"A Little Tour in France, Version 2"
Henry James,The Marriages
Henry James,The Awkward Age
Henry James,Daisy Miller
Henry James,A Bundle of Letters
Henry James,The Beast in the Jungle
Henry James,Within the Rim and Other Essays
Henry James,Hawthorne
Henry James,"A Little Tour in France, Version 1"
Thornton Waldo Burgess,Blacky the Crow
Thornton Waldo Burgess,The Adventures of Lightfoot the Deer
Thornton Waldo Burgess,The Adventures of Prickly Porky
Thornton Waldo Burgess,The Adventures of Unc' Billy Possum
Thornton Waldo Burgess,Old Mother West Wind
Thornton Waldo Burgess,The Adventures of Reddy Fox
Thornton Waldo Burgess,Mother West Wind's Children
Thornton Waldo Burgess,The Adventures of Johnny Chuck
Thornton Waldo Burgess,Mother West Wind 'Why' Stories
Thornton Waldo Burgess,Whitefoot the Wood Mouse
Thornton Waldo Burgess,Old Granny Fox
Thornton Waldo Burgess,The Adventures of Chatterer the Red Squirrel
Thornton Waldo Burgess,The Adventures of Jerry Muskrat
Thornton Waldo Burgess,The Burgess Animal Book for Children
Thornton Waldo Burgess,Happy Jack
Thornton Waldo Burgess,Mother West Wind's Animal Friends
Thornton Waldo Burgess,The Burgess Bird Book for Children
Thornton Waldo Burgess,"Mother West Wind ""How"" Stories"
Thornton Waldo Burgess,The Adventures of Jimmy Skunk
Thornton Waldo Burgess,The Adventures of Poor Mrs. Quack
Thornton Waldo Burgess,The Adventures of Grandfather Frog
Thornton Waldo Burgess,The Boy Scouts in A Trapper's Camp
Thornton Waldo Burgess,The Adventures of Mr. Mocker
Thornton Waldo Burgess,The Adventures of Paddy the Beaver
Thornton Waldo Burgess,"Mother West Wind ""Where"" Stories"
Thornton Waldo Burgess,The Adventures of Danny Meadow Mouse
Thornton Waldo Burgess,Bowser The Hound
Thornton Waldo Burgess,The Adventures of Buster Bear
Thornton Waldo Burgess,The Adventures of Old Mr. Toad
Thornton Waldo Burgess,Mrs. Peter Rabbit
Thornton Waldo Burgess,Lightfoot the Deer
Thomas Robert Malthus,"Observations on the Effects of the Corn Laws, and of a Rise or Fall in the Price of Corn on the Agriculture and General Wealth of the Country"
Thomas Robert Malthus,Nature and Progress of Rent
Thomas Robert Malthus,An Essay on the Principle of Population
Thomas Robert Malthus,The Grounds of an Opinion on the Policy of Restricting the Importation of Foreign Corn
Wilkie Collins,The Woman in White
Wilkie Collins,The Law and the Lady
Wilkie Collins,Rambles Beyond Railways
Wilkie Collins,The Guilty River
Wilkie Collins,The Black Robe
Wilkie Collins,Miss or Mrs.?
Wilkie Collins,The Legacy of Cain
Wilkie Collins,The Moonstone
Wilkie Collins,Jezebel's Daughter
Wilkie Collins,A Fair Penitent
Wilkie Collins,The Queen of Hearts
Wilkie Collins,The Two Destinies
Wilkie Collins,A Rogue's Life
Wilkie Collins,Armadale
Wilkie Collins,Antonina
Wilkie Collins,The Fallen Leaves
Wilkie Collins,Man and Wife
Wilkie Collins,The New Magdalen
Wilkie Collins,Hide and Seek
Wilkie Collins,The Frozen Deep
Wilkie Collins,Little Novels
Wilkie Collins,I Say No
Wilkie Collins,Poor Miss Finch
Wilkie Collins,The Dead Alive
Wilkie Collins,The Evil Genius
Wilkie Collins,Basil
Wilkie Collins,Heart and Science
Wilkie Collins,No Name
Wilkie Collins,My Lady's Money
Wilkie Collins,Blind Love
Wilkie Collins,After Dark
Wilkie Collins,The Haunted Hotel
Lyman Frank Baum,Mary Louise and the Liberty Girls
Lyman Frank Baum,The Tin Woodman of Oz
Lyman Frank Baum,The Sea Fairies
Lyman Frank Baum,Aunt Jane's Nieces in Society
Lyman Frank Baum,Aunt Jane's Nieces Abroad
Lyman Frank Baum,The Life and Adventures of Santa Claus
Lyman Frank Baum,Aunt Jane's Nieces Out West
Lyman Frank Baum,Mary Louise in the Country
Lyman Frank Baum,Aunt Jane's Nieces and Uncle John
Lyman Frank Baum,American Fairy Tales
Lyman Frank Baum,Mary Louise
Lyman Frank Baum,Mary Louise Solves a Mystery
Lyman Frank Baum,The Woggle-Bug Book
Lyman Frank Baum,A Kidnapped Santa Claus
Lyman Frank Baum,The Wonderful Wizard of Oz
Lyman Frank Baum,Twinkle and Chubbins
Lyman Frank Baum,Aunt Jane's Nieces at Work
Lyman Frank Baum,Ozma of Oz
Lyman Frank Baum,The Surprising Adventures of the Magical Monarch of Mo and His People
Lyman Frank Baum,The Master Key
Lyman Frank Baum,The Lost Princess of Oz
Lyman Frank Baum,Aunt Jane's Nieces on Vacation
Lyman Frank Baum,The Marvellous Land of Oz
Lyman Frank Baum,Tik-Tok of Oz
Lyman Frank Baum,Aunt Jane's Nieces
Lyman Frank Baum,Dot and Tot of Merryland
Lyman Frank Baum,The Road to Oz
Lyman Frank Baum,Mother Goose in Prose
Lyman Frank Baum,Sky Island
Lyman Frank Baum,The Patchwork Girl of Oz
Lyman Frank Baum,Little Wizard Stories of Oz
Lyman Frank Baum,Aunt Jane's Nieces at Millville
Lyman Frank Baum,Dorothy and the Wizard in Oz
Lyman Frank Baum,The Emerald City of Oz
Lyman Frank Baum,Glinda of Oz
Lyman Frank Baum,Policeman Bluejay
Lyman Frank Baum,Aunt Jane's Nieces in the Red Cross
Lyman Frank Baum,Aunt Jane’s Nieces on the Ranch
Lyman Frank Baum,The Magic of Oz
Lyman Frank Baum,The Scarecrow of Oz
Lyman Frank Baum,Rinkitink in Oz
Lyman Frank Baum,The Enchanted Island of Yew
charles-dickens,Hard Times
charles-dickens,The Old Curiosity Shop
charles-dickens,Dombey and Son
charles-dickens,A Christmas Carol
charles-dickens,A Tale of Two Cities by Charles Dickens
charles-dickens,Pickwick Papers
charles-dickens,NELL AND HER GRANDFATHER
charles-dickens,Bleak House
charles-dickens,Our Mutual Friend
charles-dickens,Hunted Down: The Detective Stories
charles-dickens,Children Stories
charles-dickens,Nicholas Nickleby
charles-dickens,David Copperfield
charles-dickens,Little Dorrit
Percival Lowell,The Soul of the Far East
Percival Lowell,"Noto, An Unexplored Corner of Japan"
Alfred Russel Wallace,Darwinism
Alfred Russel Wallace,Is Mars Habitable?
Alfred Russel Wallace,Contributions to the Theory of Natural Selection
Alfred Russel Wallace,Island Life
Alfred Russel Wallace,"he Malay Archipelago, Volume 2"
Alfred Russel Wallace,"he Malay Archipelago, Volume 1"
Sir Richard Francis Burton,"Personal Narrative of a Pilgrimage to Al-Madinah & Meccah, Volume 2"
Sir Richard Francis Burton,"Personal Narrative of a Pilgrimage to Al-Madinah & Meccah, Volume 1"
Sir Richard Francis Burton,"The Land of Midian, Volume 2"
Sir Richard Francis Burton,"The Land of Midian, Volume 1"
Sir Richard Francis Burton,First Footsteps in East Africa
Sir Richard Francis Burton,The Kasidah of Haji Abdu El-Yezdi
Sir Richard Francis Burton,Vikram and the Vampire
Sir Richard Francis Burton,"To the Gold Coast for Gold, Volume 1"
Sir Richard Francis Burton,"Two Trips to Gorilla Land and the Cataracts of the Congo, Volume 1"
Sir Richard Francis Burton,"To the Gold Coast for Gold, Volume 2"
Sir Richard Francis Burton,"Two Trips to Gorilla Land and the Cataracts of the Congo, Volume 2"
George Alfred Henty,Bonnie Prince Charlie
George Alfred Henty,The Tiger of Mysore
George Alfred Henty,Wulf the Saxon
George Alfred Henty,Jack Archer
George Alfred Henty,Facing Death
George Alfred Henty,In The Heart Of The Rockies
George Alfred Henty,The Curse of Carne's Hold
George Alfred Henty,With Moore At Corunna
George Alfred Henty,With Kitchener in the Soudan
George Alfred Henty,The Boy Knight
George Alfred Henty,For Name and Fame
George Alfred Henty,The Lion of the North
George Alfred Henty,Sturdy and Strong
George Alfred Henty,The Lost Heir
George Alfred Henty,The Queen's Cup
George Alfred Henty,"Rujub, the Juggler"
George Alfred Henty,The Cat of Bubastes
George Alfred Henty,In Freedom's Cause
George Alfred Henty,The Cornet of Horse
George Alfred Henty,"Friends, though divided"
George Alfred Henty,In Times of Peril
George Alfred Henty,In the Irish Brigade
George Alfred Henty,March to Magdala
George Alfred Henty,Tales of Daring and Danger
George Alfred Henty,The Bravest of the Brave
George Alfred Henty,For the Temple
George Alfred Henty,The Lion of Saint Mark
George Alfred Henty,With Wolfe in Canada
George Alfred Henty,True to the Old Flag
George Alfred Henty,The Dash for Khartoum
George Alfred Henty,Maori and Settler
George Alfred Henty,"In the Hands of the Malays, and Other Stories"
George Alfred Henty,The Young Carthaginian
George Alfred Henty,Through Three Campaigns
George Alfred Henty,Through Russian Snows
George Alfred Henty,With Clive in India
George Alfred Henty,Under Wellington's Command
George Alfred Henty,Winning His Spurs
George Alfred Henty,On the Irrawaddy
George Alfred Henty,"Dorothy's Double, Volume 2"
George Alfred Henty,One of the 28th
George Alfred Henty,Captain Bayley's Heir
George Alfred Henty,The Young Colonists
George Alfred Henty,By Conduct and Courage
George Alfred Henty,"Dorothy's Double, Volume 3"
George Alfred Henty,With Cochrane the Dauntless
George Alfred Henty,On the Pampas
George Alfred Henty,"Dorothy's Double, Volume 1"
George Alfred Henty,A Girl of the Commune
George Alfred Henty,Both Sides the Border
George Alfred Henty,Under Drake's Flag
