budget,homepage,id,originallanguage,originaltitle,overview,popularity,revenue,runtime,status,tagline,title,voteaverage,votecount
0.00,,10786,en,Robin and Marian,"Whatever became of Robin Hood after his famed tale of good deeds ended? Now you can find out, in this sequel that takes place years after Robin and his merry men bested the Sheriff of Nottingham. After following Richard the Lionhearted to the crusades, Robin (Sean Connery) returns to Sherwood Forest to find things drastically changed. Audrey Hepburn plays the stalwart Marian … who's joined a nunnery!",3.199904,0,106,Released,Love is the greatest adventure of all.,Robin and Marian,6.6,50
5000000.00,,12484,en,The Forsaken,A young man is in a race against time as he searches for a cure after becoming infected with a virus that will eventually turn him into a blood-sucking vampire.,2.739307,0,90,Released,The night... has an appetite.,The Forsaken,4.9,47
5000000.00,,17339,en,Force 10 from Navarone,"Mallory and Miller are back. The survivors of Navarone are sent on a mission along with a unit called Force 10, which is led by Colonel Barnsby. But Force 10 has a mission of their own which the boys know nothing about.",5.348446,7230000,118,Released,,Force 10 from Navarone,6.4,91
5000000.00,,11959,en,UHF,The eccentric new manager of a UHF television channel tries to save the station from financial ruin with an odd array of programming.,4.070044,0,97,Released,"A lot of TV stations have forgotten what quality means, but not Channel 62. They NEVER knew what it meant.",UHF,6.7,89
0.00,,9900,en,Grandma's Boy,"Even though he's 35, Alex acts more like he's 13, spending his days as the world's oldest video game tester and his evenings developing the next big Xbox game. But he gets kicked out of his apartment and is forced to move in with his grandmother.",9.974681,6538177,94,Released,A movie that proves you're never too old to come of age.,Grandma's Boy,6.6,220
5000000.00,,14662,en,Slums of Beverly Hills,"In 1976, a lower-middle-class teenager struggles to cope living with her neurotic family of nomads on the outskirts of Beverly Hills.",6.308298,0,91,Released,Growing Up is Hard to Do,Slums of Beverly Hills,6.5,44
5000000.00,,335,it,C'era una volta il West,This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.,49.333137,5321508,175,Released,There were three men in her life. One to take her... one to love her... and one to kill her.,Once Upon a Time in the West,8.1,1128
5000000.00,,15745,en,Made,Two aspiring boxers lifelong friends get involved in a money-laundering scheme through a low-level organized crime group.,4.149628,5476060,94,Released,Welcome to disorganized crime.,Made,6.3,55
5000000.00,http://www.sonyclassics.com/moon/,17431,en,Moon,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",46.114184,9760104,97,Released,The last place you'd ever expect to find yourself.,Moon,7.6,1794
0.00,,21014,en,Keeping Up with the Steins,"All hilarity breaks loose in this heartwarming coming-of-age comedy when three generations of Fiedlers collide in a crazy family reunion. As they prepare for the biggest Bar Mitzvah on the block, they begin to see that they're much more alike than they'd originally thought.",3.562563,0,90,Released,A 13-year-old boy uses his upcoming bar mitzvah to reconcile the strained relationship between his father and grandfather.,Keeping Up with the Steins,5.2,18
5000000.00,,78394,en,Sea Rex 3D: Journey to a Prehistoric World,"Through the power of IMAX 3D, experience a wondrous adventure from the dinosaur age. Join Julie, an imaginative young woman, in a unique voyage through time and space. Explore an amazing underwater universe inhabited by larger-than-life creatures which were ruling the seas before dinosaurs conquered the earth. See science come alive in an entertaining manner and get ready for a face-to-face encounter with the T-Rex of the seas!",4.498368,4074023,41,Released,The T-Rex of the Seas come alive.,Sea Rex 3D: Journey to a Prehistoric World,5.9,11
5000000.00,,10217,en,The Sweet Hereafter,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.",7.673124,3263585,112,Released,There is no such thing as the simple truth.,The Sweet Hereafter,6.8,103
4000000.00,http://www.sonyclassics.com/ofgodsandmen/,46332,fr,Des hommes et des dieux,"French drama based on the 1996 kidnapping and killing of seven monks in Algeria. A group of Trappist monks reside in the monastery of Tibhirine in Algeria, where they live in harmony with the largely muslim population. When a bloody conflict between Algeria's army and Muslim Jihadi insurgents disrupts the peace, they are forced to consider fleeing the monastery and deserting the villagers they have ministered to. In the face of deadly violence the monks wrestle with their faith and their convictions, eventually deciding to stay and help their neighbours keep the army and the insurgents at bay.",4.992475,41424067,120,Released,"In the face of terror, their greatest weapon was faith...",Of Gods and Men,6.5,91
5000000.00,http://www.bottleshockthemovie.com/,13996,en,Bottle Shock,"Paris-based wine expert Steven Spurrier heads to California in search of cheap wine that he can use for a blind taste test in the French capital. Stumbling upon the Napa Valley, the stuck-up Englishman is shocked to discover a winery turning out top-notch chardonnay. Determined to make a name for himself, he sets about getting the booze back to Paris.",6.174435,4040588,110,Released,"Based on a true story of love, victory, and fermentation",Bottle Shock,6.6,60
0.00,,3028,en,Jekyll and Hyde ... Together Again,Dr. Jekyll (Mark Blankfield) inhales white powder and becomes an obnoxious Southern Californian.,0.805312,0,87,Released,The comedy that examines modern living through chemistry,Jekyll and Hyde ... Together Again,4.6,5
5000000.00,http://www.miramax.com/movie/heavenly-creatures,1024,en,Heavenly Creatures,"Based on the true story of Juliet Hulme and Pauline Parker, two close friends who share a love of fantasy and literature, who conspire to kill Pauline's mother when she tries to end the girls' intense and obsessive relationship.",8.753409,3049135,99,Released,From a secret world no one could see... came a crime no one could believe.,Heavenly Creatures,7,294
5000000.00,,343795,en,90 Minutes in Heaven,"A man involved in a horrific car crash is pronounced dead, only to come back to life an hour and a half later, claiming to have seen Heaven.",3.943706,4842699,121,Released,Hope lives,90 Minutes in Heaven,5.4,40
5000000.00,http://www.everythingmustgo-themovie.com,45658,en,Everything Must Go,"When an alcoholic relapses, causing him to lose his wife and his job, he holds a yard sale on his front lawn in an attempt to start over. A new neighbor might be the key to his return to form.",9.169411,2614773,97,Released,Lost is a good place to find yourself,Everything Must Go,6,208
5000000.00,,16148,en,Zero Effect,"Daryl Zero is a private investigator. Along with his assistant, Steve Arlo he solves impossible crimes and puzzles. Though a master investigator, when he is not working, Zero doesn't know what to do with himself. He has no social skills, writes bad music, and drives Arlo crazy. In his latest case, Zero must find out who is blackmailing a rich executive, and when his client won't tell him, why.",2.732031,1980338,116,Released,The world's most private detective.,Zero Effect,6,55
5000000.00,,4553,en,The Machinist,"The Machinist is the story of Trevor Reznik, a lathe-operator who is dying of insomnia. In a machine shop, occupational hazards are bad enough under normal circumstances; yet for Trevor the risks are compounded by fatigue. Trevor has lost the ability to sleep. This is no ordinary insomnia...",35.252056,8203235,101,Released,A little guilt goes a long way...,The Machinist,7.3,1247
5000000.00,,36351,en,Light Sleeper,"A drug dealer with upscale clientele is having moral problems going about his daily deliveries. A reformed addict, he has never gotten over the wife that left him, and the couple that use him for deliveries worry about his mental well-being and his effectiveness at his job. Meanwhile someone is killing women in apparently drug-related incidents.",6.063868,0,103,Released,He was a good man in a deadly business. She was his only way out.,Light Sleeper,5.7,15
5000000.00,,245916,en,Kill the Messenger,A reporter becomes the target of a vicious smear campaign that drives him to the point of suicide after he exposes the CIA's role in arming Contra rebels in Nicaragua and importing cocaine into California. Based on the true story of journalist Gary Webb.,21.343093,2450846,112,Released,Can you keep a national secret?,Kill the Messenger,6.6,355
5000000.00,http://www.rabbitholefilm.com/,27585,en,Rabbit Hole,Life for a happy couple is turned upside down after their young son dies in an accident.,10.095184,5129058,91,Released,The only way out is through.,Rabbit Hole,6.9,165
5000000.00,,1415,en,Party Monster,"The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.",4.129165,742898,98,Released,'Til death do they party...,Party Monster,5.9,58
5000000.00,http://greenroom-movie.com/,313922,en,Green Room,A young punk rock band find themselves trapped in a secluded venue after stumbling upon a horrific act of violence.,30.001024,3220371,95,Released,One way in. No way out.,Green Room,6.7,683
5000000.00,,14474,en,The Oh in Ohio,"Priscilla and Jack appear to be the perfect couple, but they have a secret: She is sexually frustrated. They separate in the hope of resolving the situation. While Jack moves into a bachelor pad and begins an affair with a student, Priscilla discovers the joys of self-pleasuring and finds an unusual bed-mate.",6.759235,0,88,Released,One woman's story is about to climax.,The Oh in Ohio,5.8,27
5000000.00,http://www.atlasshruggedmovie.com/,199933,en,Atlas Shrugged Part III: Who is John Galt?,"Approaching collapse, the nation's economy is quickly eroding. As crime and fear take over the countryside, the government continues to exert its brutal force against the nation's most productive who are mysteriously vanishing - leaving behind a wake of despair. One man has the answer. One woman stands in his way. Some will stop at nothing to control him. Others will stop at nothing to save him. He swore by his life. They swore to find him.",1.731035,846704,99,Released,Who is John Galt?,Atlas Shrugged Part III: Who is John Galt?,3.9,15
7000000.00,,13685,en,Bottle Rocket,"Upon his release from a mental hospital following a nervous breakdown, the directionless Anthony joins his friend Dignan, who seems far less sane than the former. Dignan has hatched a hair-brained scheme for an as-yet-unspecified crime spree that somehow involves his former boss, the (supposedly) legendary Mr. Henry.",11.700578,560069,91,Released,"They're not really criminals, but everyone's got to have a dream.",Bottle Rocket,6.8,281
6000000.00,,8744,en,Albino Alligator,Three petty thieves who the police believe to be major criminals are chased into a basement bar where they take five hostages including all the bar employees. The rest of the movie deals with the cops lurking outside the bar while the trio try to get hold of the situation inside.,2.388683,0,97,Released,They Planned The Perfect Crime... Until It All Went Perfectly Wrong!,Albino Alligator,5.6,45
0.00,http://gandhimyfather.erosentertainment.com/,38428,hi,"Gandhi, My Father","With Gandhi My Father, producer Anil Kapoor and director Feroz Abbas Khan have shed light onto Gandhi the person, rather than Gandhi the icon. Using Gandhi’s political career as a canvas, the film paints a picture of his intricate, complex, and strained relationship with his son Harilal Gandhi.",0.080704,0,136,Released,To the People...He was a Father. To his Son...he was a Father he never had.,"Gandhi, My Father",6,2
0.00,http://www.sonyclassics.com/standardoperatingprocedure/,8847,en,Standard Operating Procedure,Errol Morris examines the incidents of abuse and torture of suspected terrorists at the hands of U.S. forces at the Abu Ghraib prison.,0.888986,0,117,Released,,Standard Operating Procedure,6.6,14
0.00,,39269,en,Out of the Blue,"Dennis Hopper is a hard-drinking truck driver who loses control of his truck under the influence and slams it into a busload of screaming children. After serving his five year jail sentence, Hopper finds his daughter, Cebe (Linda Manz), the love of his live, grown into a rebellious punk in a backwater town, having barely been looked after by her junkie mon (Sharron Farrell). Cebe's hopes of once again becoming a normal family painfully proves to be doomed, as she desperately tries to hold everyone together. Hopper's loose, naturalistic style and sympathetic, yet critical attitude infuses the drama with a painful power that finally erupts in a devastating and thrillling conclusion.",0.679351,0,94,Released,A harrowing drama from the director of Easy Rider,Out of the Blue,6.5,17
5000000.00,,46838,en,Tucker and Dale vs Evil,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",19.940245,5476793,89,Released,Evil just messed with the wrong hillbillies.,Tucker and Dale vs Evil,7.3,847
0.00,,51384,en,"Lovely, Still",A holiday fable that tells the story of an elderly man discovering love for the first time.,1.286991,0,92,Released,"Something mysterious, new, unexpected and lovely is happening to Robert Malone.","Lovely, Still",6.2,13
0.00,,56930,en,Tycoon,"Engineer Johnny Munroe is enlisted to build a railroad tunnel through a mountain to reach mines. His task is complicated, and his ethics are compromised, when he falls in love with his boss's daughter",0.042442,0,128,Released,Breath-taking Adventure !,Tycoon,6.6,4
0.00,,41730,en,Desert Blue,"An academic obsessed with roadside attractions and his tv-star daughter finally discover the world's largest ice cream cone, the centerpiece for an old gold-rush town struggling to stay on the map. They end up staying longer than expected because of an accident that spilled an unknown cola ingredient all over the highway. They spend the next few days with the various residents of the town which include a teenage girl who loves to blow things up and a boy trying to keep alive his fathers dream of building a beachside resort in the middle of the desert.",1.116206,0,90,Released,"Once You Get There, You'll Never Want To Leave",Desert Blue,5.5,9
5000000.00,,18442,en,Decoys,"Luke and Roger are just another couple of college guys trying to lose their virginity. But when Luke sees something unusual, he begins to suspect that the girls on campus aren't exactly...human.",3.05434,0,95,Released,They can seduce anyone... Prey it isn't you!,Decoys,4.7,33
5000000.00,http://www.stayinyourroom.com/,298312,en,The Visit,"The terrifying story of a brother and sister who are sent to their grandparents' remote Pennsylvania farm for a weeklong trip. Once the children discover that the elderly couple is involved in something deeply disturbing, they see their chances of getting back home are growing smaller every day.",38.94708,98450062,94,Released,No one loves you like your grandparents.,The Visit,6,1360
5000000.00,,11600,en,Redacted,Redacted is a film written and directed by Brian De Palma that is a fictional drama loosely based on the Mahmudiyah killings in Iraq.,3.792015,782102,90,Released,,Redacted,6.2,37
0.00,,71547,de,Fascination,"Young Scott Doherty (Adam Garcia) gets suspicious when his mother (Jacqueline Bisset) plans to wed Oliver Vance (Stuart Wilson) soon after her husband's untimely death. Scott investigates with Oliver's pretty daughter, Kelly (Alice Evans), who shared Scott's doubts about the upcoming nuptials. Along the way, he falls in love with Kelly, but a fatal explosion turns Scott's life upside down - and the evidence points to him as the murderer. Has he been framed?",0.219799,0,95,Released,,Fascination,3.8,4
5000000.00,,57876,en,Area 51,"Three young conspiracy theorists attempt to uncover the mysteries of Area 51, the government's secret location rumored to have hosted encounters with alien beings. What they find at this hidden facility exposes unimaginable secrets.",7.794,0,91,Released,,Area 51,4.2,151
5000000.00,http://www.mientrasduermeslapelicula.com/,77495,es,Mientras duermes,"Apartment concierge Cesar is a miserable person who believes he was born without the ability to be happy. As a result, he decides his mission is to make life hell for everyone around him. A majority of the tenants are easy to agitate, but Clara proves to be harder than the most. So Cesar goes to creepy extremes to make this young woman mentally break down. Things get even more complicated in this twisted relationship when her boyfriend, Marcos, shows up.",9.136965,0,107,Released,Someone is watching over you,Sleep Tight,7,202
0.00,,13849,en,The Cottage,"In a remote part of the countryside, a bungled kidnapping turns into a living nightmare for four central characters when they cross paths with a psychopathic farmer and all hell breaks loose.",8.39685,0,92,Released,Sleeps Six Bloody Comfortably,The Cottage,6.3,80
0.00,,14849,en,Dead Like Me: Life After Death,"When George and her colleagues get a new boss whose focus is on moving souls quickly and enjoying life without consequences, the team begins to break the strict reaper rules. While her friends fall victim to their desires for money, success, and fame, George breaks another rule by revealing her true identity to her living family.",7.864905,0,87,Released,,Dead Like Me: Life After Death,5.8,65
0.00,,12486,en,Farce of the Penguins,"In this spoof of March of the Penguins, nature footage of penguins near the South Pole gets a soundtrack of human voices. Carl and Jimmy, best friends, walk 70 miles to the mating grounds where the female penguins wait. The huddled masses of females - especially Melissa and Vicki - talk about males, mating, and what might happen this year. Carl, Jimmy, and the other males make the long trek talking about food, fornication and flatulence. Until this year, Carl's sex life has been dismal, but he falls hard for Melissa. She seems to like him. A crisis develops when Jimmy comes upon something soft in the dark. Can friends forgive? Does parenthood await Carl and Melissa?",1.963219,0,80,Released,What Happens In Antarctica... Stays in Antarctica,Farce of the Penguins,3.2,13
0.00,,19615,en,Flying By,"A real estate developer goes to his 25th high school reunion without his wife, and finds his old teenage band playing. They get him up on stage for a couple of songs, and convince him come to a rehearsal. His wife is outraged that he played. His daughter thinks it's kind of cool. His Mother, in a retirement home, encourages him to enjoy life. He feels some temporary relief from the pressures of business complexities and the stress of marriage tensions. The band gets booked at a popular bar, which leads to a last minute booking to open for a reunion tour, with the possibility of additional tour dates. But the band has internal conflicts. He faces a tough decision to give it a shot even though it will affect his marriage, his family, particularly his daughter, and his business.",1.546169,0,95,Released,It's about the music,Flying By,7,2
5000000.00,,244403,en,Rudderless,"A grieving father in a downward spiral stumbles across a box of his recently deceased son's demo tapes and lyrics. Shocked by the discovery of this unknown talent, he forms a band in the hope of finding some catharsis.",10.619574,0,105,Released,The way back begins with a single chord.,Rudderless,7.4,105
5000000.00,,292481,en,Henry & Me,"Henry &amp; Me tells the courageous story of Jack (AUSTIN WILLIAMS), a brave young boy who is dealt a life changing blow. Low on confidence and filled with self-doubt, hope seems lost until a mysterious stranger named Henry (RICHARD GERE) appears. With the touch of his pin, Henry sweeps Jack away to a magical world where illness no longer exists and New York Yankee legends play forever. The incredible journey brings Jack face to face with Babe Ruth (CHAZZ PALMINTERI), Thurman Munson (PAUL SIMON), Lefty Gomez (LUIS GUZMAN) and Mickey Mantle (DAVID MANTLE) – who all teach Jack to face his fears and never give up. The movie climaxes at Yankee stadium, where Jack must test his newfound courage to save the season and find his way home. Featuring an all star-cast of unforgettable characters, Henry &amp; Me is heartwarming movie experience for the entire family with a message of hope… when life throws a curve… swing away!",0.999655,0,67,Released,,Henry & Me,3,3
0.00,http://www.thestuckmovie.com/#menu,340816,en,Christmas Eve,"Hilarity, romance, and transcendence prevail after a power outage traps six different groups of New Yorkers inside elevators on Christmas Eve.",1.985243,0,95,Released,They'll be home for Christmas...if only in their dreams.,Christmas Eve,6.1,24
0.00,,78814,en,We Have Your Husband,"American-born Jayne Valseca, her husband Eduardo, the son of a legendary Mexican newspaper publisher, and their two children live an idyllic life on their 1,000 acre ranch outside of a peaceful Mexico town. But in the summer of 2007, their peaceful life is turned into a real-life nightmare when Eduardo is ambushed and kidnapped by strangers. With kidnapping becoming a pervasive and lucrative business in Mexico, Jayne is at the mercy of the kidnappers when they demand millions for the husband's safe release. She's pushed to the limit to do everything she possibly can to raise the money necessary to bring Eduardo back alive. As Eduardo is starved and tortured, he looses hope of ever seeing his family again but despite the dire and bleak times, Jayne refuses to give up and decides to turn the tables on the kidnappers and makes demands of her own. The film is based on a true story from the book, We Have Your Husband: One Woman's Terrifying Story of a Kidnapping in Mexico.",0.102003,0,89,Released,,We Have Your Husband,5,3
15000000.00,,297596,en,Dying of the Light,"Evan Lake, a veteran CIA agent, has been ordered to retire. But when his protégé uncovers evidence that Lake's nemesis, the terrorist Banir, has resurfaced, Lake goes rogue, embarking on a perilous, intercontinental mission to eliminate his sworn enemy.",10.48009,0,94,Released,,Dying of the Light,4.5,118
0.00,,299552,en,Born Of War,"Mina, a young college student, has her life ripped away after her family is killed. When she finds out their murder was part of a botched kidnapping to return her to her real father—a terrorist in the middle east.",1.136568,0,109,Released,,Born Of War,4.1,7
5000000.00,,11935,en,Capricorn One,"In order to protect the reputation of the American space program, a team of scientists stages a phony Mars landing. Willingly participating in the deception are a trio of well-meaning astronauts, who become liabilities when their space capsule is reported lost on re-entry. Now, with the help of a crusading reporter,they must battle a sinister conspiracy that will stop at nothing to keep the truth",11.095219,0,123,Released,The mission was a sham. The murders were real.,Capricorn One,6.4,131
0.00,http://www.romeothemovie.com/,113406,en,Should've Been Romeo,"A self-centered, middle-aged pitchman for a potato chip company loses his job and his livelihood just as his octogenarian grandfather is dropped on his doorstep unexpectedly by his mother on her way to a singles cruise.",0.40703,0,0,Released,Even Shakespeare didn't see this one coming.,Should've Been Romeo,0,0
0.00,,447027,en,Running Forever,"After being estranged since her mother's death in the 9/11 attacks, both daughter and father must work together to re-establish their relationship. When the difficulty nearly consumes them both, a bond with a beautiful horse that has also gone through its own tragic loss brings Taylor Sims, back to what is important - family, friendship and faith. With help from the community and from above, they repair the pieces of their lives and learn to stop running, forever.",0.028756,0,88,Released,,Running Forever,0,0
5000000.00,http://www.yogahosers.com/,290825,en,Yoga Hosers,Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans.,8.618793,0,88,Released,Do your 'wurst...,Yoga Hosers,4.7,102
0.00,,361159,en,Navy Seals vs. Zombies,"A team of highly skilled Navy SEALS find themselves embarking on the battle of their lives when they come face-to-face with the undead. After a deadly outbreak occurs in New Orleans, the SEALS must fight for their lives, and the city, against an army of zombies.",2.394613,0,97,Released,,Navy Seals vs. Zombies,3.5,36
0.00,http://www.anglickykral.cz/,12555,cs,Obsluhoval jsem anglického krále,"Jan Dítě has been released from a Czech prison just before the very end of his 15-year sentence. Settling in a town near the border, he occupies his time with rebuilding a deserted house, and recalling his past. His main wish in life was to be a millionaire. Jan begins his career as a frankfurter vendor, and slowly learns the power of money and the influence it exerts over people.",2.387463,0,120,Released,,I Served the King of England,7,22
5000000.00,http://www.soul-kitchen-film.com/?l=en,31175,de,Soul Kitchen,"SOUL KITCHEN film centers on a likable but hopelessly disorganized restauranteur, Zinos, whose cafe is second home to a motley crew of lovable eccentrics. When his girlfriend Nadine up and moves to Shanghai, a love-sick Zinos decides to fly after her, leaving his restaurant in the hands of his unreliable ex-con brother Illias. Both decisions turn out disastrous: Illias gambles away the restaurant to a shady real estate agent, and Zinos finds Nadine with a new lover. If the brothers can stop arguing and get it together, the Soul Kitchen might still have one last chance at staying in business. The mayhem that follows is a hilariously entertaining story of self-realization, set to an irresistibly soulful soundtrack.",5.461487,17872796,99,Released,,Soul Kitchen,7.1,116
1000000.00,,12498,en,Sling Blade,"Karl Childers is a mentally disabled man who has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized, Karl is deemed fit to be released into the outside world.",14.805264,24475416,135,Released,A simple man. A difficult choice.,Sling Blade,7.4,231
4798235.00,,77949,en,The Awakening,1921 England is overwhelmed by the loss and grief of World War I. Hoax exposer Florence Cathcart (Hall) visits a boarding school to explain sightings of a child ghost.,25.30216,209696,107,Released,Sometimes dead does not mean gone.,The Awakening,6.3,458
4800000.00,http://www.hostelfilm.com/,1690,en,Hostel,"Three backpackers head to a Slovakian city that promises to meet their hedonistic expectations, with no idea of the hell that awaits them.",38.83192,80578934,94,Released,Welcome To Your Worst Nightmare,Hostel,5.7,887
0.00,http://www.tristramshandymovie.com/,8435,en,A Cock and Bull Story,"Steve Coogan, an arrogant actor with low self-esteem and a complicated love life, is playing the eponymous role in an adaptation of The Life and Opinions of Tristram Shandy, Gentleman being filmed at a stately home. He constantly spars with actor Rob Brydon, who is playing Uncle Toby and believes his role to be of equal importance to Coogan's.",3.500741,0,94,Released,Because everyone loves an accurate period piece.,A Cock and Bull Story,6.2,43
5000000.00,http://www.sonyclassics.com/takeshelter/,64720,en,Take Shelter,"Plagued by a series of apocalyptic visions, a young husband and father questions whether to shelter his family from a coming storm, or from himself.",19.807295,3099314,120,Released,,Take Shelter,7.1,471
0.00,,49365,en,Lady in White,"Locked in a school closet during Halloween 1962, young Frank witnesses the ghost of a young girl and the man who murdered her years ago. Shortly afterward he finds himself stalked by the killer and is soon drawn to an old house where a mysterious Lady In White lives. As he discovers the secret of the woman he soon finds that the killer may be someone close to him.",1.435742,0,112,Released,"The year is 1962. The place is Willowpoint Falls. Nobody talks about what happened in the school cloakroom 10 years ago. Now, in the dead of night, Frankie Scarlatti is going to find out why.",Lady in White,6.3,25
0.00,,11404,en,Driving Lessons,"A shy teenage boy trying to escape the influence of his domineering mother, has his world changed when he begins to work for a retired actress.",7.667888,0,98,Released,,Driving Lessons,6.3,47
5000000.00,,300706,en,Let's Kill Ward's Wife,"Everyone hates Ward’s wife and wants her dead, Ward (Donald Faison) most of all. But when his friends’ murderous fantasies turn into an (accidental) reality, they have to deal with a whole new set of problems — like how to dispose of the body and still make their 3 p.m. tee time. Scott Foley's directorial debut, also starring Foley, Patrick Wilson, Amy Acker, and Nicolette Sheridan, is a blackly comic caper about helping a friend out of a bad relationship by any means necessary.",8.496364,0,81,Released,Real Friends Do the Dirty Work.,Let's Kill Ward's Wife,5.5,76
4700000.00,,16337,en,The Texas Chainsaw Massacre 2,A radio host is victimized by the cannibal family as a former Texas Marshall hunts them.,9.617777,8025872,101,Released,After a decade of silence... The buzzz is back!,The Texas Chainsaw Massacre 2,5.9,139
4638783.00,,11577,en,Pat Garrett & Billy the Kid,An aging Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons--his sole purpose being to bring down his old friend Billy the Kid.,4.495256,1.10E+07,106,Released,Best of enemies. Deadliest of friends.,Pat Garrett & Billy the Kid,7.2,65
4800000.00,,77987,en,Only God Forgives,"Julian, who runs a Thai boxing club as a front organization for his family's drug smuggling operation, is forced by his mother Jenna to find and kill the individual responsible for his brother's recent death.",35.754865,10337387,90,Released,Time to Meet The Devil,Only God Forgives,5.6,862
0.00,,40185,fr,Camping Sauvage,"Un camping au bord d'un lac pendant les vacances d'été. Camille, 17 ans, y traîne son ennui coincée entre ses parents et son petit ami. Elle rencontre Blaise, la quarantaine, tout juste embauché comme moniteur de voile. Camille et Blaise connaissent tous deux ce même mal de vivre qui les rapproche et les éloigne des autres. Mais leur complicité alimente la rumeur d'une liaison qui exaspère leur entourage et déchaîne les passions. Ils se lancent alors à corps perdus dans une dangereuse histoire d'amour...",0.20323,0,80,Released,,Camping Sauvage,4.8,4
4.00,,68202,en,Without Men,The women of a remote Latin American town are forced to pick up the pieces and remake their world when all the town's men are forcibly recruited by communist guerrillas.,0.28076,0,83,Released,,Without Men,4.6,8
0.00,,8981,en,Dear Frankie,"Nine-year-old Frankie and his single mum Lizzie have been on the move ever since Frankie can remember, most recently arriving in a seaside Scottish town. Wanting to protect her deaf son from the truth that they've run away from his father, Lizzie has invented a story that he is away at sea on the HMS Accra. Every few weeks, Lizzie writes Frankie a make-believe letter from his father, telling of his adventures in exotic lands. As Frankie tracks the ship's progress around the globe, he discovers that it is due to dock in his hometown. With the real HMS Accra arriving in only a fortnight, Lizzie must choose between telling Frankie the truth or finding the perfect stranger to play Frankie's father for just one day...",3.11319,0,105,Released,,Dear Frankie,7,46
0.00,http://allhatthemovie.com/,10914,en,All Hat,"An ex-con returns to his rural Ontario roots and outwits a corrupt and wealthy thoroughbred owner trying to take over a slew of local farms. Ray Dokes, a charming ex-ballplayer, returns from jail to discover the rural landscape of his childhood transformed by urban development. Determined to stay out of trouble, Ray heads to the farm of his old friend Pete Culpepper, a crusty Texas cowboy who trains losing racehorses and whose debts are growing faster than his corn.",0.137535,0,89,Released,,All Hat,1,1
4600000.00,http://www.namesoflovemovie.com/,50848,fr,Le Nom des gens,"Bahia Benmahmoud, a free-spirited young woman, has a particular way of seeing political engagement, as she doesn't hesitate to sleep with those who don't agree with her to convert them to her cause - which is a lot of people, as all right-leaning people are concerned. Generally, it works pretty well. Until the day she meets Arthur Martin, a discreet forty-something who doesn't like taking risks. She imagines that with a name like that, he's got to be slightly fascist. But names are deceitful and appearances deceiving..",6.368933,0,100,Released,"Make Love, Not War",The Names of Love,7.3,93
4700000.00,,166624,en,Treading Water,"At first glance, Mica seems a perfectly normal boy. But first glances can often be deceiving... For one, Mica's house is now a museum honouring Guillermo Garibai, the legendary Mexican crooner. Mica spends most of his time there, giving guided tours to aging Garibai fans. But stranger still, Mica smells. He smells like fish. Numerous doctors, his life-long therapist and even his own parents are at a loss. No one wants to be Mica's friend. Girls won't talk to him. His life appears pointless, uneventful, doomed. That is, until Laura walks into it.",0.217538,0,92,Released,Mica is a perfectly normal boy. Well he would be if he didn't smell of fish.,Treading Water,5.6,6
4600000.00,,10822,en,Savage Grace,"This examination of a famous scandal from the 1970s explores the relationship between Barbara Baekeland and her only son, Antony. Barbara, a lonely social climber unhappily married to the wealthy but remote plastics heir Brooks Baekeland, dotes on Antony, who is homosexual. As Barbara tries to cure Antony of his sexuality -- sometimes by seducing him herself -- the groundwork is laid for a murderous tragedy.",3.531877,0,97,Released,Truth is more shocking than fiction.,Savage Grace,5.7,60
0.00,,10844,en,Out of the Blue,"Ordinary people find extraordinary courage in the face of madness. On 13–14 November 1990 that madness came to Aramoana, a small New Zealand seaside town, in the form of a lone gunman with a high-powered semi-automatic rifle. As he stalked his victims the terrified and confused residents were trapped for 24 hours while a handful of under-resourced and under-armed local policemen risked their lives trying to find him and save the survivors. Based on true events.",0.706355,0,103,Released,The true story of a small town massacre,Out of the Blue,5.9,18
