actorid,movieid,role
10046,156564,
10046,169166,"Le chanteur des rues"
10046,169660,"L'emplo-é de la douane"
10046,200966,Standardiste
10046,201343,
10046,206718,"Le brigadier"
10046,220271,"Le complice de Colorado"
10046,235821,
10046,235822,"Un membre de la maréchaussée"
10046,240477,
10046,248422,"Le chanteur du 14 juillet"
10046,258957,Victor
10046,265223,"Le protonotaire apostolique"
10046,265715,"Le chef de gare"
10046,280552,"Un huissier"
10046,280788,Cat
10046,284146,Sud-Américain
10046,302242,"Le sculpteur"
10046,307476,
10046,322750,"Le brigadier"
10046,324619,
10046,328048,
10046,336849,
10046,347757,
10046,355280,
10046,377955,
10047,407817,"Herself: Swedish Participant "
10048,207651,Silvestre
10049,269496,
10050,129552,Napoleon
10051,167563,Tommy
10051,168735,"Recording Secretary/Voice of "
10051,185146,"Soldier At Roadblock"
10051,200979,John
10051,233479,"Fred Barber"
10051,346327,Alan
10052,117704,Vito
10053,227617,
10054,68644,Martocchia
10054,86833,
10054,90684,
10054,92073,
10054,160249,"La Rosa"
10054,197342,"Il garzone"
10054,202424,Porcello
10054,247516,
10054,249918,"Stefano Peluso"
10054,251618,
10054,251620,
10054,266118,
10054,312982,
10054,320627,
10054,356207,
10055,88038,Michael
10055,277341,"Seth Gellar"
10055,297671,"Randy Tulane"
10055,305517,Frank
10055,350182,"Officer Reynolds"
10056,382365,"Himself (regular performer)"
10057,13321,Himself
10058,110299,Crearure
10059,36855,Himself
10059,381917,"Himself - Evictee #9: 6 July "
10060,81522,"Masetto da Lamporecchio"
10061,63756,Bongo
10061,241159,Antonio
10061,276295,Pietro
10062,207651,Walter
10063,196978,
10064,17287,bidello
10065,27168,"Ether Van Boss"
10065,29888,"Cal Minton"
10065,49396,"Mr. Kent"
10065,58522,Peter
10065,91953,Ochoa
10065,93975,"Det. Fox"
10065,192159,
10065,212620,"Lawyer Hayes"
10065,245219,"Arson Investigator"
10065,260318,"Boy Friend"
10065,335016,"Cop #1"
10065,337281,Emilio
10065,348303,"Miami Reporter"
10065,368853,"Henry's Dad"
10066,27331,"Arika's Father"
10066,28105,"Ryôhei Amano"
10066,28106,"Kôhei Kumagai"
10066,28132,
10066,50185,"Baron Zen"
10066,50776,
10066,63710,
10066,102678,
10066,125251,Môrôkô
10066,130520,
10066,130522,
10066,144501,
10066,144506,
10066,146349,Nikaido
10066,167549,Miyamoto
10066,168103,
10066,168104,
10066,168106,
10066,172340,"Daijô Yûki"
10066,174872,Eizo
10066,176574,
10066,178419,
10066,180622,"Insp. Senzo"
10066,182410,
10066,202826,
10066,204123,
10066,210200,Denzo
10066,232531,"Seikichi Hanayama"
10066,232537,
10066,232538,
10066,232540,
10066,232552,
10066,232574,
10066,244510,
10066,334962,
10066,358411,
10066,370268,Okuma
10066,370344,
10066,370357,
10066,373291,
10066,400282,"Kongo of Koga"
10067,294546,Retainer
10068,202070,commissario
10069,111299,Fedele
10069,328897,
10070,305575,"Member of Pregnant Family"
10071,305575,"Surrell Board Member"
10072,3993,"Marine #1"
10073,148194,Bibek
10074,110159,
10075,133164,"Le régisseur du son"
10076,249358,
10077,184422,Pedro
10078,204354,"Prison Scene Cast"
10079,46920,
10079,310280,Miguel
10080,55194,"Artistas invitados"
10081,387552,
10082,155187,
10083,72877,"Gallery Spectator (segment "P"
10084,234415,dancer-himself
10085,194726,Self
10086,58149,
10086,91415,
10086,103187,
10086,115752,
10086,153829,
10086,191072,
10086,308280,
10086,376727,
10087,17329,"Prof. Garcia"
10088,83868,
10088,379905,"Fernando Castañeda Eslava"
10088,383568,"Romualdo Reyes"
10088,404161,"José Julián"
10088,405415,"Cástulo Campos Ortiz"
10088,410477,"Paco/Pablo Rivera"
10089,128350,Minion
10090,170072,
10091,148443,
10092,323966,"Guest Starring"
10093,104057,"El camarero"
10093,202841,
10093,249671,
10093,256657,Camarero
10093,307297,
10094,181109,"Boat Man"
10095,84154,
10096,181618,
10097,254002,"Le petit Bougnat"
10097,393718,Zamore
10098,296405,"The police chief"
10098,341876,"Mr. Spak 'Spock'"
10099,245468,"Helicopter pilot"
10100,237984,
10101,198112,Heraut
10101,356453,
10102,104694,"Boogie Boy"
10102,403619,"Boogy (2000-2001)"
10103,236318,"Tom Broken"
10104,199385,Musician
10105,89808,
10106,105216,"Little Boy"
10107,385824,"Andrew Shawn Donovan (#2) (19"
10108,9226,Ajit
10108,18183,"Police Officer"
10108,58585,Amarnath
10108,222440,Madhav
10108,264958,
10108,287397,"Sangliana Impostor"
10108,312483,"Ambikeswara Maharaju"
10108,400076,
10109,13492,
10110,212283,"(segment Illyuziya)"
10111,121135,"Eric Amber Sr."
10112,336705,"Luther Strickland"
10113,370898,"Prime Minister (The Beast)"
10114,80759,Keith
10114,154984,Policeman
10114,238687,Bryan
10114,372317,Aron
10117,53732,"Himself (ABC)"
10118,325793,Brenda
10118,387629,"Johann Engels"
10119,2890,"Bob Hall of the 1961 Yankees"
10121,311500,Doctor
10122,7446,"Le journaliste #1"
10122,249713,
10123,16980,"Meudon City Hall Clerk"
10123,107143,"Mr. Boulanger"
10123,199307,
10123,280513,Clergyman
10124,166565,Dancers
10124,195157,Danseur
10124,217172,Rangachari
10125,310750,"Senor Santangelo"
10126,218052,L'interviewé
10127,356405,
10128,284224,Lycéen
10129,48368,"Bert Svanlund"
10129,65210,Ole
10129,101126,Bengt
10129,114033,"Karl-Magnus Stridh, art direc"
10129,116133,Exell
10129,129275,
10129,142219,
10129,158624,
10129,164786,"Åke, agency manager"
10129,172579,"Chaplain Agrell"
10129,180392,Stig
10129,199518,Martin
10129,214357,Alfred
10129,215269,Philinte
10129,225665,Carlson
10129,270935,Lelle
10129,272510,Merchant
10129,272511,Handelsmannen
10129,275884,"Chief Editor"
10129,281940,Ove
10129,286778,"Sven's Colleague"
10129,303706,Officer
10129,303843,Sixten
10129,304406,
10129,309064,"Ola Ullsten"
10129,320623,Ridderwall
10129,320689,Otto
10129,322818,Evelyn
10129,342302,"Fredrik Wahlgren"
10129,355642,Jeweller
10129,377444,"Anna's father"
10129,393273,"Staffan Arbman"
10129,399878,
10130,135671,Lorenz
10130,209306,Sardini
10130,219842,"Harald Bothner"
10130,242449,Balletinstruktør
10130,272755,"Angry man on the phone"
10130,293314,"Professor in Zurich"
10130,304161,Tourist
10130,314843,"(Norwegian version)"
10130,315378,Gjendøperen
10131,48632,Narrator
10131,89307,Frank
10131,315701,Zipper
10132,14272,
10133,35784,
10133,45424,Burke
10133,47747,"Rodeo Rider"
10133,117915,Cheyenne
10134,128268,Motorcyclist
10135,364170,Guide
10136,8339,"Charles Sheridan"
10136,14598,"Col. Blondin"
10136,23224,"Dr. Lardner"
10136,24209,"Paul Levington"
10136,31069,
10136,36776,Stoltenhoff
10136,39889,"Sir John"
10136,46283,"The press agent"
10136,53753,"Garth Hope"
10136,54026,"Police Inspector"
10136,54608,"Randolph Potts"
10136,54609,"Prof. Ebbart"
10136,64712,"Dr. A.H. Llewellyn"
10136,65435,"Insp. Fleming"
10136,67854,"Sir Charles Bailey"
10136,70076,"Lt. Cmdr. Ashton, RNR"
10136,95255,"Small boat owner"
10136,110996,Bateman
10136,113602,Inspector
10136,116199,Sheepshead
10136,126293,"Mr. Perry"
10136,127193,"Yacht Port Manager"
10136,129086,"Geroge Bums"
10136,137545,Pinsent
10136,138656,"Mr. Mossup"
10136,141032,Subeditor
10136,143608,Bradshaw
10136,154863,Dugan
10136,166359,
10136,168615,"Trustee of Georgia"
10136,185169,Ellis
10136,193868,"Shipping office cashier"
10136,200443,Businessman
10136,209619,Gridley
10136,214551,"Julian Briant"
10136,215674,"Insp. Thorne"
10136,221547,"Sir George Driscoll"
10136,222655,
10136,231107,"Mr Vemon"
10136,241023,"Insp. Marsh"
10136,252234,"Lord Mayor"
10136,253977,"Police Chief"
10136,262955,Spectator
10136,263785,
10136,269456,
10136,277540,"Mr. Preston"
10136,301959,"Cornelius Smit"
10136,307103,"Tom Walker"
10136,308082,"Mr. Burton"
10136,308160,Matthews
10136,330236,Blakemore
10136,340474,"Lord Redhill"
10136,346030,"Hotel Manager"
10136,368493,
10136,370896,Atherton
10137,355518,Sitter
10138,187074,"Murphy Henchman"
10139,315701,Boy
10140,54734,"Dino Alfano"
10140,236954,"Dr. Cross/King Sherbert"
10140,320797,"The Prince"
10141,234803,"Bus Driver"
10142,273310,"Moro Warrior"
10143,103326,"Guy who dropped the tool box"
10144,267163,"The Spitter"
10145,115335,Aicha
10146,68439,
10147,342118,"Giocatore di basket ebreo"
10148,21163,
10148,218259,"M. Beulemeester"
10148,289327,
10149,220268,Molenaar
10150,234098,"Clean Shave Kid"
10151,23084,
10152,245204,Darriel
10153,9873,Roberto
10153,14091,Pieface
10153,16660,
10153,37472,"Terrorist #4"
10153,134063,Miguel
10153,149208,Diego
10153,152319,"Spanish Husband"
10153,161505,"Taxi Driver"
10153,166697,Jose
10153,166879,"Father De Cordoba"
10153,212025,"Boy with radio"
10153,214162,Jose
10153,313206,"Hector Andujar, Southside Mur"
10153,342512,"G.I. (Segment #1)"
10153,358587,Cowboy
10153,372570,"Vaquero #1"
10154,240724,Jimmy
10155,118788,Heseltine
10155,337759,"Lancashire Railwayman"
10155,367670,
10156,79165,Jürgen
10156,306388,"Günther Arnold"
10156,312748,
10156,347613,Joe
10156,392509,Stefan
10157,82997,"Father Genaro"
10157,102303,
10157,162066,
10157,264043,Townsman
10157,311813,"The Doctor"
10157,331626,Baldori
10157,357563,"Don Antonio"
10157,362854,"Father Mariani"
10158,280803,"Man on phone"
10159,84168,
10159,110388,"Nino Diamanti"
10160,396308,Benoit
10161,129449,"Magyk Band"
10162,131372,Kern
10163,33267,Schladitz
10163,43344,
10163,98263,
10163,129493,
10163,216382,Policeman
10163,216700,"Muff Potter"
10163,380968,"Muff Potter"
10163,395334,"Col. Munroe"
10163,400138,Jukcic
10164,12940,Himself
10164,13556,Wolferl
10164,13557,Himself
10164,24460,
10164,34598,
10164,90512,Himself
10164,110566,
10164,144722,Himself
10164,145063,
10164,147263,Himself
10164,325860,
10164,360114,
10165,52651,Himself
10165,80395,Patient
10165,176279,Himself
10165,210706,"Chief Insuza"
10165,254685,Himself
10165,300156,"Asst. Director"
10165,307004,"Himself (Orchestra Leader)"
10166,78496,"Himself - Special Performer"
10166,212334,"Himself - Performer (performi"
10167,46292,Albert
10167,65597,
10167,389416,"Edwin Borman"
10168,40744,"Office Worker"
10169,14192,Superman
10170,72464,"Man with beer"
10171,72464,"Man with beer"
10171,382704,"Chad Hoppus (1998-1999)"
10171,386460,"John Olden"
10172,53208,"Calendar Man"
10173,75536,"Young Boy"
10174,187411,
10174,284257,"Le Marquis de Blacons (segmen"
10175,189404,"Mortuary Attendant"
10176,311342,"Young George"
10177,40228,"Kyle Brody"
10178,234659,"Homeless Man"
10178,321126,"Second Hobo"
10179,109934,Himself
10179,280001,"Comets musician"
10179,282443,"Comets musician"
10180,311342,"Young Robert"
10181,302714,"Nazi Guard #1"
10182,411245,"Buzz (Episode 2: Just Friends"
10183,199397,
10183,219526,Dora
10183,260495,
10183,292593,David
10183,319687,Himself
10183,324080,Himself
10184,393427,"Winston Churchill, as a boy"
10185,12394,"Dr. Darren Bulloch/Dr. Morrow"
10185,23501,
10185,32466,"Tech Support Advisor"
10185,72418,Russell
10185,85021,Charlie
10186,75536,Porter
10187,76203,Himself
10187,120654,Himself
10187,161481,Himself
10187,185219,Himself
10187,188965,"Himself (historian)"
10187,217577,"Himself (Founder: National D-"
10187,263443,Himself
10187,299770,Himself
10187,360272,Himself
10187,383911,Himself/panelist
10187,411420,Himself
10188,59470,"James Usher"
10188,154372,"Bank Robber"
10189,390771,"Police Officer (2003)"
10190,37965,Reporter
10191,384502,Regular
10193,353201,
10194,197990,Fascist
10194,243257,Demon
10195,344871,
10196,360064,"1st Sergeant"
10197,140283,Coiffeur
10198,197577,
10199,340554,"The Coach"
10200,28237,"L'homme en colère"
10200,50993,Ludo
10200,51420,
10200,59743,Junkie
10200,67637,Narbonne
10200,68816,"Jean-Louis Volin, le réalisat"
10200,89281,"Jean-Paul (flic n°1)"
10200,149744,"Angelo Bastiani"
10200,193877,Plumier
10200,195170,"Police inspector"
10200,197540,"M. Bonart"
10200,202829,
10200,247170,Lebretti
10200,249678,"(segments Pas d'histoire & Pe"
10200,254094,"The business man"
10200,255657,Malfait
10200,338112,
10200,374212,"Nick Nosh"
10200,377008,Charlie
10200,380622,Thierry
10200,382577,Dimeglio
10200,389242,"René Nieves, dit 'Néné'"
10200,397947,"Capitaine Picpus"
10201,290928,
10202,33675,
10202,57961,Beethoven
10202,186562,Scognamiglio
10202,199820,"Alberto Improta"
10202,234824,
10202,253031,
10202,270822,
10202,270850,Viscontelli
10202,279739,Sagrestano
10203,6674,
10204,51951,
10205,357107,Doctor
10206,287414,
10207,88085,"Richard (Father of Chris)"
10208,314578,
10211,96115,
10212,176685,Himself
10213,252925,"Merchant Prince #3"
10213,330999,Proctor
10214,2987,
10214,9454,
10214,19393,
10214,19670,
10214,19764,"Az õrmester"
10214,28053,
10214,28538,
10214,35060,Mirzaga
10214,43187,Hauler
10214,51093,Csörgõ
10214,74431,"Jankó bátyja"
10214,84821,
10214,99524,
10214,99561,
10214,102541,Õrnagy
10214,110706,
10214,110915,
10214,117777,
10214,138970,
10214,144677,"Büky legénye"
10214,147948,"Sándor Borda"
10214,153678,
10214,170394,
10214,170395,
10214,170396,
10214,171606,Ügyvéd
10214,177136,Bányamentõ
10214,177975,"Rendõr I."
10214,180223,Paraszt
10214,187732,
10214,197906,
10214,200615,"Kis Dani"
10214,209835,Rendõr
10214,216250,
10214,225486,"Muran Mihály, altiszt"
10214,226706,
10214,256683,
10214,258345,II.szakaszvezetõ
10214,270220,
10214,276070,"Igazoltató rendõr"
10214,306936,
10214,307081,
10214,309342,
10214,322080,Börtönõr
10214,326341,
10214,326980,
10214,340280,
10214,343747,
10214,348999,
10214,349781,
10214,354609,
10214,355244,Csordás
10214,357937,
10214,376612,
10214,376615,"Férfi a kocsmában"
10214,377137,
10214,378268,
10214,378575,Parish
10214,378582,Bogár
10214,380862,"Maire de Zambrow"
10214,401347,
10214,402164,
10214,410482,
10214,412078,
10215,349627,
10216,246283,
10217,198339,"Jules Renard"
10218,63673,
10219,244086,
10219,302821,
10220,303783,"Himself - Tax Attorney"
10221,145491,"Policeman #1"
10221,210931,Olsen
10221,388307,"Runar Marcussen (1997)"
10222,3305,Himself
10222,114524,Himself
10223,77120,
10223,299520,
10224,175010,Himself
10224,394337,
10225,382418,Humanoide
10225,396774,Fotógrafo
10226,1382,Himself
10226,2815,"Himself - Best Supporting Act"
10226,10348,"Charlie Dwyer"
10226,13912,Himself
10226,42304,"Cmdr. Taylor"
10226,58022,Himself
10226,62170,"Armand Beller"
10226,65717,"Prisoner in the Black Hole"
10226,66556,"Arthur Selwyn"
10226,66557,"Arthur 'Art' Selwyn"
10226,67610,"Frank Simpson"
10226,68232,"Mortimer Duke"
10226,69490,"'Mitch' Mitchell"
10226,71110,"Grandpa Harry"
10226,78528,"Man in Stoke-Hold"
10226,92117,"Ricardo Quintana"
10226,110995,"Prof. John Hathaway"
10226,111792,"Sen. A.S. Simon"
10226,112248,"Peter Nostrand"
10226,113836,
10226,116466,"Harry Aldrich"
10226,118382,"Chris Bernic"
10226,124482,Dick
10226,127484,"Otis Ramsey"
10226,128468,"Pedro Sullivan"
10226,134149,"Kenneth Harvey"
10226,135412,"Joseph Jefferson Parker"
10226,138848,"Lew Marsh"
10226,138850,"Jimmy Hall"
10226,139607,"Dr. Wallace Wrightwood"
10226,141620,"Henry Van Cleve"
10226,147665,"Michael Linnett 'Mike' Connor"
10226,148570,Shadow
10226,157870,"Jack O'Leary"
10226,163562,"Don, A Singing Waiter (cameo "
10226,169167,"David Brossard Jr."
10226,175528,Himself
10226,175530,Himself
10226,178134,"Lloyd Lloyd"
10226,183373,"Dr. Rudi Imre"
10226,190858,"Edward Solomon"
10226,195764,"Marty Canavan"
10226,196155,"Tracy Egan"
10226,200473,"Dwight Dawson"
10226,207510,"Frank Aherne"
10226,213070,"Tibor Czerny/Baron Czerny"
10226,218717,"Phil O'Neil (Credits)/Phil 'M"
10226,232017,Himself
10226,238251,"G. Paul Siebriese"
10226,241444,"Robert 'Bob' Harris (reporter"
10226,243930,"Father Clemente"
10226,244917,"John 'Papa' McGuire Sr."
10226,247216,"Art Riddle"
10226,254446,
10226,255323,"Edward Shelley"
10226,271855,Alessandro
10226,278537,Host/Ringmaster
10226,296840,"Justin Pettit"
10226,302917,"Karl Freyman/Mario Signarelli"
10226,304755,"Richard W. Courtland"
10226,304961,"John Gayle"
10226,306424,"Hiram Stephen Maxim"
10226,308112,"Ken Douglas"
10226,315644,"Alexander Graham Bell"
10226,319283,Jake
10226,319760,"Col. Flanders"
10226,320812,"Stephen Foster"
10226,329480,"Larry Martin/Baron Manuel Dua"
10226,329593,"Joe Grange"
10226,330412,Gino
10226,331521,D'Artagnan
10226,337384,"Mortimer Duke"
10226,366130,"Cmdr. Bingo Harper"
10226,372133,"George Macrae"
10226,384579,"Himself (1953)"
10226,387120,"Harry Graves"
10226,389228,Himself
10226,389229,"Co-host (1951-52)"
10226,391773,"Host (1950-1951)"
10226,392924,Host
10226,405113,"Dr. Hewitt"
10226,406403,"Himself (Co-Host, 1950-1951)"
10226,407395,Host
10226,408365,"Himself/panelist (1956-1961)"
10227,291321,Himself
10227,315697,"Alexander Graham Bell"
10228,56654,"Brian Ellis"
10228,154620,Musician
10228,212960,"Piano player"
10229,389037,Himself
10229,394756,Himself
10230,40838,"Man on Couch"
10231,208220,
10232,76966,"Hotel Receptionist Roma"
10233,131473,"Tom Cermak"
10234,12217,Himself
10234,50639,"Evan Treborn at 13"
10234,131473,"Corner Store Clerk"
10234,158731,Manni
10234,191608,Jimmy
10234,221267,"David Harris"
10234,345690,"Hostage Boy"
10234,403607,Kyle
10235,33445,Terry
10236,301678,Coroner
10237,174517,"Bully #2"
10238,302714,Charlie
10239,202194,Himself
10240,325128,Mooty
10241,136127,"Arnold D'Mello"
10241,225985,
10242,70615,
10242,210692,
10242,319793,Peregrino
10243,177015,Yardie
10244,177015,"Yardie Leader"
10245,23076,"National fighter 2"
10245,79518,Ahimaz
10245,166856,"Another Workman"
10245,320219,Said
10246,43036,"Iuri Belnikov"
10247,81641,Uncredited
10248,192728,Cook
10248,305660,"Angry customer"
10249,173377,
10249,273069,
10249,357128,
10250,341216,
10252,113529,
10252,168145,Himself
10253,296746,"Dr. Munroe"
10254,234490,
10255,109980,"Dr. Crisafulli"
10255,113530,Friend
10255,219572,"Il marchese"
10255,249919,Lawyer
10255,284829,
10256,44450,"Young Billy"
10256,136857,"Mirón de la fiesta"
10256,257108,"Patrick Gavin"
10256,379716,"Scott Parker Chandler #1 (198"
10256,395580,"Kevin McGibbon"
10257,388852,"Himself - Host"
10257,399137,"Frk. Kanin"
10258,229775,
10259,241102,Porter
10259,344666,Ketchup
10260,121297,
10261,39404,"Vagrant #1"
10262,49028,Barman
10263,142759,"Gern Fletcher"
10263,185650,Scott
10264,149759,Pastor
10264,194066,
10265,18881,
10267,26686,Ciccilio
10267,89853,Zenone
10267,234729,
10268,12681,Mauro
10268,12690,"Michele Croce"
10268,13203,"Marco Coccia"
10268,23518,
10268,46973,
10268,54859,Lupone
10268,56929,"Manlio Germano"
10268,89850,"Insp. Sciarra"
10268,119071,Serpente
10268,127945,Luciano
10268,132952,"Antonio Nunziante"
10268,147066,Renato
10268,153241,Maggionari
10268,167041,Barabbas
10268,194148,
10268,204231,"Dario Campisi"
10268,205284,Antonino
10268,205366,Edoardo
10268,211652,Pietro
10268,212558,Braccio
10268,216324,Fabio
10268,248513,Sergio
10268,249445,Nord
10268,249903,Trepalle
10268,259713,"Lorenzo Ferri/Lazzaro"
10268,275124,Coconnas
10268,287894,Nicola
10268,291063,"Angelo Mandolesi"
10268,307334,"Claudio Scanna"
10268,309419,Paolo
10268,315422,Davide
10268,328890,"Sandro Nardella"
10268,344666,Principe
10268,349534,"Mario Marchetti"
10268,349537,"Alessio Liberatore"
10268,351602,
10268,388569,"Antonio Stasi"
10268,392654,
10268,398993,"Maréchal Joachim Murat"
10268,399715,Nostromo
10268,400132,
10268,401809,
10268,402258,
10268,406294,"Isp. Massimo Spada"
10269,1366,"Dubbing Voice"
10269,10439,"Dustin Hoffman"
10269,28962,Alfredo
10269,62351,"Howard, City Mayor"
10269,75251,
10269,90760,Fabrizio
10269,93741,Roberto
10269,108751,Cipolla
10269,116492,
10269,127389,"Un collegiale"
10269,132986,"De Concini"
10269,135878,
10269,183082,
10269,183283,
10269,183489,Tisba
10269,199072,
10269,205887,Ferruccio
10269,227580,Agostino
10269,263054,"Alfredo Pinelli"
10269,263055,"Alfredo Martucci"
10269,278015,Sandro
10269,295136,
10269,301382,
10269,302186,
10269,315422,Settimio
10269,338720,
10269,346383,
10269,349542,"Nando Nardini"
10269,353152,Pasquale
10269,354720,
10269,402629,
10270,153538,"Big Frank"
10271,82419,
10272,312245,
10273,41518,Sanchez
10273,44561,"Dr. Cheever"
10273,58769,"Alberto Cortessi"
10273,64672,Washam
10273,67573,Clergyman
10273,72504,"Carl Jasper"
10273,72706,"Casino Boss"
10273,78773,
10273,92817,Theldag
10273,107990,Doctor
10273,108306,
10273,116535,LaPlante
10273,117442,Ajis-Aka
10273,146738,Rabin
10273,193701,"Chucho Montoya"
10273,208470,"Street Bum"
10273,209824,"Father Tirmaco"
10273,224313,"Dr. Bartonio"
10273,277055,Zangara
10273,296665,Daley
10273,331541,Harvey
10273,365642,Lieutenant
10273,366683,Grodnik
10273,387029,
10273,395166,"Sicilian Mayor"
10273,406113,"Additional Voices"
10274,1019,"Prof. Nathan Rosenbluth"
10274,43883,"Bank worker"
10274,45001,"Infinity Attorney"
10274,71736,Ralph
10274,97360,Salesman
10274,110319,"Male Survivor"
10274,118721,Ellis
10274,223772,"Father Gardiner"
10274,262626,Judge
10274,292526,Executive
10274,303837,"Det. Carlson"
10274,342561,"Pa Falcone"
10274,345850,Romaine
10274,358567,"Father Coturri"
10274,360290,Announcer
10274,366908,"Police officer"
10274,396636,"Dino Forresti"
10274,406952,"Albert Xavier 'Big Al' Kenned"
10275,313489,"Additional Voices"
10275,313498,"Rogue Ten"
10276,1218,Victim
10277,25025,
10277,353626,
10278,122211,"Secretary General Olrov"
10278,389546,Michel
10278,394031,"Various characters"
10278,397844,Mo
10278,409326,"Earth Federation University P"
10279,31643,"Beach boy"
10279,31691,"Big Boy"
10279,45103,"Ben Liam"
10279,222931,"Beach boy"
10279,242708,"Seaman Kingsley"
10279,331636,"Personnel Clerk"
10281,89328,Himself
10281,202330,Himself
10281,219965,"Himself (Bass)"
10281,221474,"Himself (Pearl Jam)"
10281,221475,"Himself (Pearl Jam)"
10281,251485,"Himself (Pearl Jam)"
10281,251486,"Himself (Pearl Jam)"
10281,251487,Himself
10281,251488,"Himself (Bass)"
10281,302789,"Himself (Citizen Dick)"
10282,275789,Transvestite
10283,139764,"Deputy Jake Barker"
10283,342375,"Michael Calliger"
10284,51402,Adolescent
10285,5097,"Guy in disco bathroom laughin"
10285,145446,Bosco
10285,194183,Himself
10285,197432,Waiter
10285,226484,"Boy in the bar #1"
10285,369748,"Herself- Presenter: Best New "
10285,369754,"Nominee: Best Director"
10285,369870,"Himself - Presenter: Best New"
10285,369994,"Himself - Winner: Best Direct"
10285,369996,"Himself - Presenter: Best Fil"
10286,289697,
10287,54362,Jerome
10287,87294,Manager
10287,115713,"Mr. Bowman"
10287,383851,"Peter Costello"
10288,118007,"Departing customer #2"
10289,87561,"Melchisidech, the Cabalist"
10289,92993,"Mr. Parkes"
10289,124603,Mallarmé
10289,142930,Chapuys
10289,183797,"L'adversaire du duel"
10289,202980,Chapuys
10289,211787,Suheil
10289,278885,Suheil
10289,337477,Aedile
10289,338786,"Ben Gunn"
10289,363612,"Lord Chancellor"
10289,383953,"Hotel Receptionist"
10289,389146,Palu
10289,392483,Minester
10289,392545,"Carlton Hotel clerk"
10289,411064,"French agent"
10290,20036,
10291,210700,"Dancing man"
10292,212049,
10293,318215,
10294,367061,"Stage Hand #1"
10295,16980,Guadet
10295,161995,"Le chauffeur de taxi"
10295,166126,"Bistro Patron"
10295,206008,"Le tapeur"
10295,231305,"Le Clochard"
10295,246470,
10295,287598,Christian
10295,293694,Fonctionnaire
10295,346642,"Un supporter"
10295,351822,Tariquet
10295,376910,Lafort
10295,384816,"Second gendarme"
10296,348137,
10297,255131,
10298,344611,
10299,224091,"Wierd Maddonna"
10300,86329,
10301,63764,Paul
10301,224031,"Blond hustler"
10301,319515,
10301,395768,Performers
10302,335183,Indian
10303,116549,
10303,175582,"Chief Sitting Bull"
10303,294786,"Indian Chief"
10303,308397,"Stone Forehead"
10303,386966,Chief
10304,304048,Panhandler
10305,331496,
10306,96533,
10307,402685,
10308,365544,Themselves
10309,153656,
10309,218893,Grandfather
10309,249294,"Master Ohan"
10309,329163,Nikoghos-agha
10309,373890,Hatyun-Aper
10310,12068,"Don Alfredo"
10310,346138,"Cesar's Gaucho"
10311,121774,
10312,96011,"Other Soldier"
10312,160256,
10312,213275,
10312,223341,
10312,232122,Teddy
10313,11239,Himself
10314,80650,
10316,123921,
10317,154455,
10318,321952,
10319,119795,Himself
10319,273441,Himself
10319,402993,"Himself/Paris (2003)"
10319,403000,"Himself/Real Worlders"
10320,178931,Indian
10321,88192,
10321,230334,
10324,105497,Himself
10324,278573,Bibliothekar
10325,384800,Himself
10326,384206,Himself
10327,312197,Himself
10327,384590,"Himself (CIA double agent)"
10329,1663,
10330,73891,Bartender
10331,118948,"Urchin #1"
10331,142341,"Neg 5 Clubgoer"
10332,160520,"Talk Show Host"
10332,185567,"Brad Lollar"
10333,127793,
10334,20625,Extra
10335,139611,"Policeman #2"
10335,297261,Guest
10336,16409,Ferrovius
10336,73099,
10336,313711,"Mr. Smith"
10336,380050,Himself
10336,385657,"Mingo (1964-1968)"
10337,74160,
10338,36949,Paulmeyer
10338,80800,"Prof. Anton Gunther"
10338,109548,"Joe Fenwick, Bootmaker"
10338,128251,"Mr. Hillaby"
10338,140800,"George Eagle"
10338,152551,"Leonard Ustick (mob leader)"
10338,177251,"Josiah Sweet, Undertaker"
10338,188408,
10338,203650,"Doc Hughes"
10338,326408,"J.L. Ballentine"
10338,329098,"Wilson (general store owner)"
10338,329395,"Sen. Winston"
10338,355831,"Señor Espejo"
10338,379301,"Insp. Richard Queen"
10338,379302,"Insp. Richard Queen"
10338,382259,"J.C. Dithers"
10339,51770,"Dan Carter"
10339,118052,"Jim Walling"
10339,195935,
10339,339869,Servant
10340,380050,Himself
10341,271882,Draftee
10342,522,"Secret Agent"
10342,1370,"Capt. von Hindburg"
10342,6154,"Arthur Donnithome"
10342,10394,"Lt. Denis Allen"
10342,13387,Dorrington
10342,17591,"Nigel Ennison"
10342,20883,"Arsene Lupin"
10342,25574,Wilderspin
10342,45085,"Cherry Ricardo"
10342,47890,"Lt. Lancelot Pleydell"
10342,68892,"Bob Armstrong"
10342,83119,
10342,101386,
10342,117607,"John Redstone"
10342,117983,"Will Martindale"
10342,123286,"Dennis Laurenny"
10342,123393,"Hon. Paul Walmsley"
10342,130055,"Gentleman Jeff"
10342,133898,"Jack Leroy"
10342,142299,Hinson
10342,153631,"Aubrey Viveash"
10342,162459,"Victor Standish"
10342,168521,"Ezra Blott"
10342,177575,Montrose
10342,177585,
10342,177589,"Edward Farley"
10342,190499,
10342,192151,
10342,195664,Orlando
10342,196494,Bothwell
10342,201169,
10342,203291,
10342,207229,"Fencing Master"
10342,208969,"Harry Masterman"
10342,213043,"Julian Chandler"
10342,215802,"Capt. Harry Wyndham"
10342,220990,"A.J. Raffles"
