bookrank,id,title,bookauthor,publicationyear,publisher,languagecode,numpages,averagerating,ratingscount
4044,12983880,Blackjack (Cross Novels #1),Andrew Vachss,2012,Vintage Crime/Black Lizard,eng,240,3.26,313
4044,40133569,The Black Ascot (Inspector Ian Rutledge #21),Charles Todd,,,eng,,4.17,2214
4044,6412074,The Secret House,Edgar Wallace,,,eng,98,3.25,152
4044,885328,Murder on Monday,Ann Purser,2003,Berkley,eng,288,3.47,1052
4044,51211810,Desecrating Solomon 3,Lucian Bane,,,eng,,4.15,3
4044,43262893,The Wives,Tarryn Fisher,2019,Graydon House,eng,256,3.74,29629
4044,28016509,The Girl Before,J.P. Delaney,2017,Ballantine Books,eng,341,3.69,76994
4143,746917,"The Temple of the Muses (SPQR, #4)",John Maddox Roberts,1999,Minotaur Books,eng,240,4.07,740
4143,1033693,Millions,Frank Cottrell Boyce,,,eng,,3.66,121
4143,30013,Prelude to Foundation,Isaac Asimov,1994,Voyager,eng,464,4.12,54939
4143,6581590,Delta Blues,Carolyn Haines,2009,Bleak House Books,eng,400,3.85,97
4143,610721,The Hand of Mary Constable,Paul Gallico,1976,Ulverscroft,eng,,3.72,121
4143,2848984,"The Fire (The Eight, #2)",Katherine Neville,,,eng,,3.25,5197
4143,1268348,The Secret Between Us,Barbara Delinsky,2008,Doubleday,eng,343,3.72,13255
4143,5528673,Miss Match (Allie Fortune Mystery #2),Sara  Mills,2009,Moody Publishers,eng,317,3.95,143
4143,225384,"Green River, Running Red: The Real Story of the Green River Killer - America's Deadliest Serial Murderer",Ann Rule,2005,Pocket Books,eng,665,3.95,10764
4143,139054,Tropic Moon,Georges Simenon,2005,NYRB Classics,en-GB,134,3.68,416
4143,6348514,"The Cold Room (Taylor Jackson, #4)",J.T. Ellison,2010,Mira Books,eng,401,4.15,2336
4143,878129,My Friend Maigret (Maigret #31),Georges Simenon,2006,Penguin Group(CA),eng,208,3.61,631
4143,6275434,"If He's Wicked (Wherlocke, #1)",Hannah Howell,2009,Zebra,eng,357,4.08,2348
4143,8814568,S.O.S. - Season of Shambles,Lee Ashe,2010,Createspace,eng,290,5,2
4143,502195,The Enemy Within,Noel Hynd,2006,Forge Books,eng,432,3.79,128
4143,7670,"The Andromeda Strain (Andromeda, #1)",Michael Crichton,2003,Avon Books,eng,327,3.89,204146
4143,7670620,"Fourth Day (Charlie Fox, #8)",Zoë Sharp,2010,Allison & Busby,eng,448,4,483
4143,952358,"The Killing Of The Tinkers (Jack Taylor, #2)",Ken Bruen,2004,Minotaur Books,en-US,256,4,2135
4143,1156950,"Born Guilty (Joe Sixsmith, #2)",Reginald Hill,1999,,eng,223,3.78,177
4143,3321635,"Like Clockwork (Clare Hart, #1)",Margie Orford,,,eng,,3.63,195
4143,88581,"Accounting for Murder (John Putnam Thatcher, #3)",Emma Lathen,1995,Scribner Book Company,eng,192,4.01,114
4143,351397,Cold and Pure and Very Dead (A Karen Pelletier Mystery #4),Joanne Dobson,2001,Bantam,eng,304,3.71,280
4143,11089344,"If You See Her (The Ash Trilogy, #2)",Shiloh Walker,2012,Ballantine Books,eng,372,3.96,1837
4143,15765289,Traffic Jam,Melissa Groeling,2012,Black Opal Books,eng,300,4.22,50
4143,7679,The Terminal Man,Michael Crichton,2002,Avon,eng,266,3.36,21592
4143,7190,"The Three Musketeers (The D'Artagnan Romances, #1)",Alexandre Dumas,2001,Modern Library,eng,625,4.07,227304
4143,11331421,The Art of Hearing Heartbeats,Jan-Philipp Sendker,2012,Other Press,eng,325,4.01,52107
4143,2232995,The Mother,Brett McBean,2006,Lothian Books,eng,396,3.82,42
4143,1055473,The Emperor's Pearl,Robert van Gulik,2008,University of Chicago Press,eng,192,4.06,643
4143,485558,Alfred Hitchcock Presents: Stories That Scared Even Me,Alfred Hitchcock,1967,Random House Trade,eng,463,3.92,623
4143,811240,"Stalking Ivory (Jade del Cameron Mysteries, #2)",Suzanne Arruda,,,eng,,3.7,525
4143,11757362,"Six Degrees of Lust (By Degrees, #1)",Taylor V. Donovan,2011,MLR Press,eng,389,4.15,1830
4143,13091513,"The Wild Beasts of Wuhan (Ava Lee, #3)",Ian  Hamilton,2012,House of Anansi,eng,352,3.87,1053
4143,16069080,Bordello Nights,James T. Barrett,2011,RDB Publishing,eng,491,4.2,4
4143,5529723,"Knock Out (FBI Thriller, #13)",Catherine Coulter,2009,G. P. Putnam's Sons,eng,417,4.14,8909
4143,1137682,"My Spy (SEAL and Code Name, #3)",Christina Skye,2002,Dell,en-US,384,3.89,700
4143,11645906,Sidney Sheldon Collection 6 Books Set,Sidney Sheldon,2012,Harper,eng,,4.36,157
4143,18394751,Among the Shrouded,Amalie Jahn,2013,Bermlord,eng,312,3.97,354
4143,12453388,"Kings of Midnight (Crissa Stone, #2)",Wallace Stroby,,,eng,,3.87,254
4143,7932,Baby Island,Carol Ryrie Brink,1993,Aladdin,eng,160,4.04,1641
4143,604786,Try This One for Size,James Hadley Chase,,,eng,,3.69,84
4143,13625720,"The Whispering Statue (Nancy Drew, #14)",Carolyn Keene,1937,,eng,,3.91,9
4143,71084,"Poseidon's Gold (Marcus Didius Falco, #5)",Lindsey Davis,1995,Fawcett Books,eng,352,4.1,3212
4143,20922728,"The Immigrant and the Golden Coin (Mike McBride, #3)",Dorothy May Mercer,,,eng,,4.82,36
4143,4722204,"Dearest Dorothy: Slow Down, You'Re Wearing Us Out! & Are We There Yet?",Charlene Ann Baumbich,2002,Penguin Books,eng,499,4.4,15
4143,12598982,Afterwards,Rosamund Lupton,2012,Crown,eng,386,3.8,12773
4143,2219606,Switch,William Bayer,1985,Signet,eng,352,3.59,131
4143,18879454,"After the Evil (Jake Roberts, #1)",Cary Allen Stone,2013,CreateSpace,eng,289,4.09,46
4143,18039705,The Fingerprint Murders (Carson Reno Mystery #10),Gerald W. Darnell,2013,cr Press,eng,204,5,2
4143,22749744,"The Ghost Fields (Ruth Galloway, #7)",Elly Griffiths,2015,Houghton Mifflin Harcourt,eng,370,4.07,6606
4143,17385160,Death Was in the Blood,Linda L. Richards,2013,Five Star (ME),eng,331,4.14,20
4143,18956,Homicide: A Year on the Killing Streets,David Simon,2006,Holt McDougal,eng,646,4.38,12162
4143,357625,Dare Truth or Promise,Paula Boock,1999,HMH Books for Young Readers,en-US,176,3.81,4372
4143,22045468,The Chocolate Box,Agatha Christie,,,eng,,3.94,275
4143,8811139,"Light (Gone, #6)",Michael  Grant,2013,Katherine Tegen Books,eng,411,4.38,28555
4143,9230131,"Fatal Consequences (Fatal, #3)",Marie Force,2011,Carina Press,eng,312,4.44,4098
4143,10327303,"Uncommon Criminals (Heist Society, #2)",Ally Carter,2011,"Little, Brown Books for Young Readers",eng,298,4.13,38714
4143,23745103,Ugly Young Thing (Strangers #2),Jennifer Jaynes,2015,Thomas & Mercer,eng,,4.2,3975
4143,23020954,"The Saint-Fiacre Affair (Maigret, #14)",Georges Simenon,2014,Penguin Classics,eng,151,3.6,390
4143,22574072,"Twisted Innocence (Moonlighters, #3)",Terri Blackstock,2015,Zondervan,eng,320,4.31,1483
4143,4692,"The Physician (Cole Family Trilogy, #1)",Noah Gordon,2001,"Little, Brown Book Group",eng,714,4.37,23358
4143,29632713,El silencio de Lucía,Raúl Garbantes,,,spa,188,3.82,94
4143,18505815,One Night in Winter (Moscow Trilogy #3),Simon Sebag Montefiore,2014,Harper,eng,467,3.93,2130
4143,30241164,Coulrophobia & Fata Morgana,Jacob M. Appel,2016,Black Lawrence Press,eng,182,4.23,241
4143,8732194,"A Deadly Cliché (A Books by the Bay Mystery, #2)",Ellery Adams,2011,Berkley Prime Crime,eng,278,4.11,2210
4143,33864047,Live and Let Bite  (Love at First Bite #3),Declan Finn,2017,,eng,216,4.59,35
4143,18353714,"The Target (Will Robie, #3)",David Baldacci,2014,Grand Central Publishing,eng,420,4.07,25883
4143,11424443,Martin Swans Diary: Black Water Crossing,Kyle Keyes,2011,Createspace Independent Publishing Platform,eng,306,4.43,2921
4143,37558742,سيناريو روح واحدة,محمد   عادل,17,,ara,100,4,3
4143,33784373,"Hunting Prince Dracula (Stalking Jack the Ripper, #2)",Kerri Maniscalco,2017,"Little, Brown & Company",eng,435,4.31,20133
4143,128757,"Bones to Ashes (Temperance Brennan, #10)",Kathy Reichs,2007,Scribner Book Company,eng,310,3.93,21905
4143,15818107,Orphan Train,Christina Baker Kline,2013,William Morrow Paperbacks,eng,278,4.17,304569
4143,40513544,"One Step Ahead (Gamekeeper Turned Poacher, #1)",Denver Murphy,2018,,eng,240,4.15,2
4143,39930839,"Broken, Brought, & Betrayed",R. Coxton,,,eng,,3.91,191
4143,29986740,"A Merciful Death (Mercy Kilpatrick, #1)",Kendra Elliot,,,eng,353,4.15,41190
4143,35113953,Sweet Little Lies,Caz Frear,2017,Zaffre,eng,479,3.8,9052
4143,37839105,Hot Flashes/Cold Cases (The Peg Shaw series Book 1),Sue Hawley,,,eng,,4.66,18
4143,29430007,"Home (Myron Bolitar, #11)",Harlan Coben,2016,Dutton,eng,387,4.18,21600
4143,33283157,Wolves of Winter (Navajo Nation Mystery #6),R. Allen Chappell,,,eng,,4.27,765
4143,23172673,"The Secret Place (Dublin Murder Squad, #5)",Tana French,2014,Penguin Group (USA),eng,464,3.85,51
4143,166908,While I Was Gone,Sue Miller,2000,Ballantine Books,eng,266,3.69,135
4143,41633811,"Vendetta in Death (In Death, #49)",J.D. Robb,2019,,eng,,4.35,966
4143,17978527,Urban Renewal (Cross Novels #2),Andrew Vachss,2014,Vintage Crime/Black Lizard,eng,272,3.48,139
4143,41880603,"The Body in the Castle Well (Bruno, Chief of Police, #12)",Martin  Walker,2019,Knopf Publishing Group,eng,352,4.17,151
4143,12504224,The Green Archer,Edgar Wallace,,,eng,,3.71,134
4143,44211477,A Book of Bones (Charlie Parker #17),John Connolly,,,eng,,4.25,397
4143,28598168,"City of Darkness and Light (Molly Murphy, #13)",Rhys Bowen,2014,Audible Studios,eng,,3.86,13
4143,34066623,The Last Mrs. Parrish,Liv Constantine,2017,Harper,eng,390,3.89,2472
4231,45337,Night Has a Thousand Eyes,Cornell Woolrich,2008,Pegasus Books,eng,344,3.76,705
4231,588747,Lady Audley's Secret,Mary Elizabeth Braddon,1987,Oxford University Press,eng,455,3.76,16447
4231,441854,Plague Maker,Tim Downs,2007,WestBow Press,eng,476,4.05,1087
4231,8570886,Plain Jane,Carolyn McCray,,,eng,,3.54,9
4231,78480,"Lonely Hearts (Charlie Resnick, #1)",John Harvey,1995,Arrow,eng,368,3.81,1237
4231,7989568,One of Your Own: The Life and Death of Myra Hindley,Carol Ann Lee,2010,Mainstream Publishing,eng,464,4.26,556
4231,567945,"The Empress File (Kidd & LuEllen, #2)",John Camp,1992,Berkley,eng,356,3.98,3830
4231,8459455,If He's Wild (Wherlocke #3),Hannah Howell,2010,Zebra Books,en-GB,351,4.26,441
4231,8946626,Sentry of Deceit - Roadstead,Lee Ashe,,,eng,,5,2
4231,294044,Ice Hunt,James Rollins,2007,Harper,eng,509,4.04,14697
4231,13052433,The Perfect Crime: A Story of Truth or Fantasy,Peter Hindley,2011,RoseDog Books,eng,293,3.29,7
4231,9605373,Other Eyes,Barbara D'Amato,2011,Forge Books,eng,384,3.14,78
4231,6916253,Secrets to Die for,L.J. Sellers,2009,Spellbinder Press,eng,,3.92,368
4231,644740,"The Valley of Horses (Earth's Children, #2)",Jean M. Auel,1982,Crown,eng,502,4,1026
4231,462835,A Five-Year Plan,Philip Kerr,1999,Pocket Star Books,eng,400,3.22,284
4231,1249977,"Killing the Lawyers (Joe Sixsmith, #3)",Reginald Hill,,,eng,,3.77,228
4231,6429321,"The Cloud Pavilion (Sano Ichiro, #14)",Laura Joh Rowland,2009,Minotaur Books,eng,295,3.88,555
4231,374166,"Chopping Spree (A Goldy Bear Culinary Mystery, #11)",Diane Mott Davidson,2002,Bantam Books,eng,304,3.85,5821
4231,10370491,"If You Hear Her (The Ash Trilogy, #1)",Shiloh Walker,2011,Ballantine Books,en-US,400,3.87,2390
4231,1158260,"Heat (87th Precinct, #35)",Ed McBain,2006,Thorndike Press,eng,351,3.9,755
4231,325148,Starvation Heights: A True Story of Murder and Malice in the Woods of the Pacific Northwest,Gregg Olsen,2005,Broadway Books,eng,436,3.68,3652
4231,476443,"Goodnight, Irene (Irene Kelly #1)",Jan Burke,2002,Pocket Books,eng,384,3.92,2337
4231,1323558,Близкие люди,Tatjana Ustinova,,ЭКСМО,rus,,4.04,10
4231,1525380,"The Things That Are Not There (Teddy London, #1)",C.J. Henderson,2006,Elder Signs Press,eng,202,3.34,58
4231,5466267,The Disappearance of Lady Frances Carfax,Arthur Conan Doyle,,,eng,23,3.77,589
4231,17845663,The Fatal Diners' Club,James T. Barrett,2013,RDB Publishing,eng,550,5,3
4231,13547387,Scorched (Tracers #6),Laura Griffin,2012,Pocket Books,eng,387,4.19,1932
4231,30161,"The Target (FBI Thriller, #3)",Catherine Coulter,1999,Jove,eng,381,4.1,9156
4231,673945,Bridge of Dreams (Draycott Abbey #2),Christina Skye,1995,Avon Books,eng,,4.05,310
4231,1149593,"Atlantis (Jack Howard, #1)",David Gibbins,2005,Headline Publishing,eng,337,3.39,6493
4231,342236,Badwater,Clinton McKinzie,2006,Dell,eng,384,4.08,71
4231,2153405,Still Alice,Lisa Genova,2007,iUniverse,eng,292,4.31,259093
4231,9627683,"Cold Shot to the Heart (Crissa Stone, #1)",Wallace Stroby,2011,Minotaur Books,eng,304,3.66,410
4231,32982,"The Haunted Bridge (Nancy Drew Mystery Stories, #15)",Carolyn Keene,1972,Grosset & Dunlap,eng,180,3.93,7666
4231,7199,The Way the Crow Flies,Ann-Marie MacDonald,2004,Harper Perennial,en-US,848,4.09,11404
4231,19444826,After the Goode (Jake Roberts #3),Cary Allen Stone,,CreateSpace,eng,,4.26,13
4231,17662247,Dead Men Don't Remember (Carson Reno Mystery #9),Gerald W. Darnell,2011,cr Press,eng,187,5,2
4231,13105217,Pro Luce Habere Volumes 1 and 2 Combined Edition,Krisi Keley,2011,TreasureLine Publishing,eng,530,5,3
4231,20613525,Bad Country,C.B. McKenzie,2014,Minotaur Books,eng,292,3.63,1050
4231,6651952,"Hand of Fate (Triple Threat, #2)",Lis Wiehl,2010,Thomas Nelson Publishers,eng,311,3.77,1207
4231,448135,The Coldest Winter: America and the Korean War,David Halberstam,2007,Hyperion,eng,734,4.22,5922
4231,17824586,The Mystery of Hunter's Lodge,Agatha Christie,2013,Witness Impulse,eng,100,3.74,392
4231,10145519,"Fatal Flaw (Fatal, #4)",Marie Force,2012,Carina Press,eng,406,4.43,3713
4231,18804857,The Killing Season (Carter Blake #1),Mason Cross,2014,Orion,eng,384,3.9,1151
4231,25632020,Kentucky Bloodbath: Ten Bizarre Tales of Murder from the Bluegrass State,Kevin M. Sullivan,,,eng,,3.68,162
4231,22668547,Half the World in Winter,Maggie Joel,2014,Allen & Unwin,eng,432,3.51,130
4231,17737096,"Death of a Nightingale (Nina Borg, #3)",Lene Kaaberbøl,2013,Soho Crime,eng,368,3.62,1699
4231,22536122,"Wilderness Rising (The Church Builder Series, #2)",A.L. Shields,2015,Zondervan,eng,352,4,28
4231,29527405,"A Divided Spy (Thomas Kell, #3)",Charles Cumming,2016,HarperFiction,eng,432,3.99,1017
4231,30971759,The Black Hand: The Epic War Between a Brilliant Detective and the Deadliest Secret Society in American History,Stephan Talty,2017,Houghton Mifflin Harcourt,eng,298,3.61,1014
4231,30051575,"Presidential Deceit (The Die-Hard Patriots, a Political Thriller Series Book 2)",Hyrum Laney,,,eng,,3.85,6
4231,7689099,"A Killer Plot (A Books by the Bay Mystery, #1)",Ellery Adams,2010,Berkley Books,eng,313,3.79,3851
4231,27313056,Ghost Girls,Cath Ferla,2016,Echo Publishing,eng,278,3.77,115
4231,35671864,Astounding Frontiers #1: Give us 10 minutes and we will give you a world,John C. Wright,,,eng,,4.06,16
4231,37562877,سيناريو ليلي,محمد   عادل,2017,mohamed adel,eng,,3,2
4231,20891705,The Mary Russell Series Books 1-4: The Beekeeper's Apprentice;  A Monstrous Regiment of Women;  A Letter of Mary; The Moor,Laurie R. King,2014,Minotaur Books,eng,1328,4.43,143
4231,30145126,The Lost City of the Monkey God: A True Story,Douglas Preston,2017,Grand Central Publishing,eng,328,3.91,16313
4231,22535533,"Moriarty (Sherlock Holmes, #2)",Anthony Horowitz,2014,Harper,eng,285,3.77,12972
4231,9166559,These Things Hidden,Heather Gudenkauf,2011,Mira,eng,337,3.87,31036
4231,29083354,Magpie Speaks (Navajo Nation Mystery #5),R. Allen Chappell,,,eng,,4.32,780
4231,2495633,The Suspect (Karl Alberg #1),L.R. Wright,1986,Seal Books,eng,224,3.7,391
4231,45161073,"Rich and Gone (Red Farlow Mysteries, #1)",W.F. Ranew,2019,TirgearrPublishing,eng,,4.54,26
4231,40765428,The Tale Teller,Anne Hillerman,2019,Harper,eng,302,4.08,238
4231,4446214,The Black Abbot,Edgar Wallace,1964,Penelope Wallace,eng,,3.52,129
4295,908471,The New Sonia Wayward,Michael Innes,2008,House of Stratus,eng,186,3.51,68
4295,32101,Duplicate Keys,Jane Smiley,2004,Anchor,eng,320,3.23,1718
4295,640722,Anonymous Rex / Casual Rex,Eric Garcia,2004,Ace Books,en-GB,565,3.64,149
4295,452283,"Before She Dies (Bill Gastner Mystery, #4)",Steven F. Havill,2001,Poisoned Pen Press,eng,218,4.19,345
4295,6746249,Strong Women,Roberta Kray,2011,"Little, Brown UK",eng,544,3.99,28
4295,25761,Black & White,Dani Shapiro,2007,Knopf,eng,272,3.62,1183
4295,593105,"Abomination (Rock Harbor, #4)",Colleen Coble,2007,Thomas Nelson,eng,336,4.2,1902
4295,8563193,"The Survivor (Jacob Striker, #1)",Sean Slater,2011,Simon & Schuster,eng,,3.57,287
4295,8848595,Fatale,Jean-Patrick Manchette,2011,NYRB Classics,eng,98,3.6,1282
4295,413267,"Gone to Ground (Will Grayson and Helen Walker, #1)",John Harvey,2007,William Heinemann,eng,464,3.52,325
4295,9362099,"So Close the Hand of Death (Taylor Jackson, #6)",J.T. Ellison,2011,Brilliance Audio on CD,eng,,4.29,1435
4295,85207,"The Hot Kid (Carl Webster, #1)",Elmore Leonard,2006,HarperTorch,eng,387,3.76,3357
4295,113311,"Pursuit and Persuasion (Ben Reese, #3)",Sally Wright,2000,Multnomah,eng,354,3.65,72
4295,7801098,Three Sisters in Black,Norman J. Zierold,1968,"Little, Brown and Company",eng,240,3.23,3
4295,43325,Nothing Lasts Forever,Sidney Sheldon,1995,Grand Central,eng,384,3.84,26189
4295,10482769,If He's Dangerous (Wherlocke #4),Hannah Howell,2011,Zebra,en-US,,4.2,446
4295,8814569,Scream of the Crocodile,Lee Ashe,2010,Createspace,eng,284,5,2
4295,6287290,Altar of Eden,James Rollins,2009,William Morrow,eng,398,4.01,14495
4295,644748,"The Mammoth Hunters (Earth's Children, #3)",Jean M. Auel,1988,Crown,en-US,645,3.91,484
4295,414196,A Philosophical Investigation,Philip Kerr,2010,Penguin Books,eng,329,3.54,937
4295,1241100,"A Dangerous Mourning (William Monk, #2)",Anne Perry,1992,Fawcett Books,eng,344,4.01,5470
4295,241601,The Mystery of Breathing,Perri Klass,2005,Mariner Books,eng,352,2.99,177
4295,167048,Kiss Mommy Goodbye,Joy Fielding,1982,Signet,eng,316,3.84,1226
4295,5532610,Chains,Shiloh Walker,2009,Berkley,en-US,355,3.9,447
4295,3420100,"Three Novels of Suspense: Madam, Will You Talk?, Nine Coaches Waiting & My Brother Michael",Mary  Stewart,1960,M.S. Mill/William Morrow & Company,eng,639,4.39,77
4295,336409,My Brother Michael,Mary  Stewart,2001,HarperTorch,eng,400,4,4178
4295,918786,A Study in Scarlet / The Hound of the Baskervilles,Arthur Conan Doyle,1986,The Reader's Digest Association,eng,,4.28,994
4295,3706391,Kungsholmsmordene,Lars Bill Lundholm,2008,Modtryk,dan,346,3.37,4
4295,83763,Prey,Michael Crichton,2006,Avon,eng,507,3.75,150182
4295,108531,"Full Dark House (Bryant & May, #1)",Christopher Fowler,2005,Bantam,eng,496,3.69,5257
4295,30893,"The Eiger Sanction (Jonathan Hemlock, #1)",Trevanian,2005,Broadway Books,eng,336,4.06,10447
4295,133430,Centennial,James A. Michener,1987,Fawcett,eng,1056,4.24,35883
4295,3756452,Мой генерал,Tatjana Ustinova,2008,Эксмо,rus,,4.18,36
4295,930,Memoirs of a Geisha,Arthur Golden,2005,Random House Large Print Publishing,eng,434,4.11,1301127
4295,13459892,Changes (The Randall Lee Mysteries #1),Charles Colyott,2012,,eng,225,4,185
4295,1862797,The Empire of the Wolves,Jean-Christophe Grangé,2005,Ecco,eng,384,3.88,16
4295,19057,I Am the Messenger,Markus Zusak,2006,Alfred A. Knopf Borzoi Books,eng,357,4.07,111859
4295,9828946,Winterland,Alan Glynn,2011,St. Martins Press-3PL,eng,468,3.52,291
4295,14439526,Pagan Moon (Mike Gage Thrillers #1),William G.  Davis,2000,Authorhouse,eng,456,3.81,18
4295,16069040,Hidden Agenda,James T. Barrett,2011,RDB Publishing,eng,391,4.75,4
4295,16130500,Exposed (Tracers #7),Laura Griffin,2013,Pocket Books,eng,374,4.1,1478
4295,5354,The Brethren,John Grisham,2005,Delta,eng,384,3.73,76377
4295,77791,"Blind Side (FBI Thriller, #8)",Catherine Coulter,2003,Putnam,eng,512,4.1,8131
4295,982164,Chase the Moon,Dinah McCall,2003,HarperTorch,en-US,320,4.03,361
4295,342238,Crossing the Line,Clinton McKinzie,2005,Dell,eng,464,4.02,84
4295,18394864,Cut (Jack Grogan #1),Frank McGrath,2013,Longboat Publishing,eng,327,3.25,4
4295,18225969,A Model Murder (Alicia Allen Investigates Trilogy #1),Celia Conrad,2011,Barcham Books,eng,356,3.73,36
4295,117645,"The Sign of the Twisted Candles (Nancy Drew Mystery Stories, #9)",Carolyn Keene,1959,Grosset & Dunlap,eng,192,3.96,11753
4295,17662237,The Illegals (Carson Reno Mystery #8),Gerald W. Darnell,2012,cr Press,eng,205,5,3
4295,18277930,Game,Anders de la Motte,2013,Blue Door,eng,368,3.49,303
4295,18629835,"Vingede (The Friar Tobe Fairy Tale Files, #2)",Krisi Keley,2013,Krisi Keley,en-US,,4.89,9
4295,476898,Agnes Quill: An Anthology of Mystery,Dave Roman,2006,SLG Publishing,eng,130,3.45,300
4295,10634346,"Waking Hours (East Salem, #1)",Lis Wiehl,,,en-US,,3.86,1155
4295,17824585,The Adventure of the Cheap Flat: A Short Story,Agatha Christie,2013,Witness Impulse,eng,100,3.5,302
4295,15835898,"Fatal Deception (Fatal, #5)",Marie Force,2012,Carina Press,eng,384,4.49,3349
4295,23497722,Man Overboard: The Counterfeit Resurrection of Phil Champagne,Burl Barer,,,eng,,3.69,78
4295,538238,"The Body in the Belfry (Faith Fairchild, #1)",Katherine Hall Page,2004,Robert Hale,eng,240,3.67,1831
4295,17657646,To Know You,Shannon Ethridge,2013,Thomas Nelson,eng,368,4.05,130
4295,33015553,True Crime: Homicide & True Crime Stories of 2016 (Annual True Crime Anthology),Jack Rosewood,,,eng,,3.56,222
4295,18812892,Out of the Ruins (Golden Gate Chronicles #1),Karen   Barnett,2014,Abingdon Press,eng,320,4.13,229
4295,24475882,"The Redeemers (Quinn Colson, #5)",Ace Atkins,,,eng,,3.97,502
4295,25893956,"The Other Side of Silence (Bernie Gunther, #11)",Philip Kerr,2016,Marian Wood Books/Putnam,eng,416,4.04,1918
4295,32961565,Bitter Harvest (A Greenhouse Mystery #2),Wendy Tyson,2017,Dreamscape Media,eng,,4.09,202
4295,34219838,"Bluebird, Bluebird (Highway 59, #1)",Attica Locke,2017,Mulholland Books,eng,307,3.84,3409
4295,29372165,Out of the Ice,Ann   Turner,2016,Simon & Schuster,eng,360,3.59,499
4295,28605618,Pius Tales: The complete short stories of the Pius Trilogy,Declan Finn,,,eng,,4.44,11
4295,89717,The Haunting of Hill House,Shirley Jackson,2006,Penguin Classics,eng,182,3.84,112844
4295,18774964,A Man Called Ove,Fredrik Backman,2014,Atria Books,eng,337,4.36,396208
4295,12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,2012,Knopf,eng,315,4,517801
4295,35523247,Breathe In,Michelle Bellon,,,eng,274,4.31,308
4295,128755,"Cross Bones (Temperance Brennan, #8)",Kathy Reichs,2006,Pocket Star,eng,453,3.88,20197
4295,233637,The Hidden Staircase (Nancy Drew Mystery Stories #2),Carolyn Keene,1992,Grosset  and Dunlap,eng,182,3.96,29400
4295,32203290,The Twelve Lives of Samuel Hawley,Hannah Tinti,,,eng,,3.91,1586
4295,867621,The Way Some People Die,Ross Macdonald,2007,Vintage Crime,eng,245,4.02,1934
4295,20961995,The Well House,M.S. Matassa,2014,Outskirts Press,eng,308,4.37,1480
4295,10913,Keeping Faith,Jodi Picoult,2006,William Morrow Paperbacks,eng,422,3.8,67926
4295,13148,"Kiss the Girls (Alex Cross, #2)",James Patterson,2000,Grand Central Publishing,eng,481,3.96,298352
4295,52359219,Apprehension,Mark  Bergin,,,eng,,4.6,3
4295,31451035,Perish the Day,John Farrow,2017,Minotaur Books,eng,304,3.72,74
4295,1583390,"The Barrakee Mystery (Bony, #1)",Arthur W. Upfield,1972,,eng,328,3.72,245
4295,51169341,The Night Swim,Megan Goldin,,,eng,,4.39,419
4295,24764519,Service Before Self,Tegon Maus,2015,Smashwords Edition,eng,,4.64,14
4295,26779731,"A Girl Like You (Henrietta and Inspector Howard, #1)",Michelle  Cox,2016,She Writes Press,eng,288,3.76,494
4295,27834600,"In a Dark, Dark Wood",Ruth Ware,2016,Gallery/Scout Press,eng,308,3.69,66816
4379,359265,"Blind Man with a Pistol (Harlem Cycle, #8)",Chester Himes,1989,Vintage Crime/Black Lizard,eng,192,3.62,587
4379,462833,Dark Matter: The Private Life of Sir Isaac Newton,Philip Kerr,2003,Broadway Books,eng,352,3.41,823
4379,77849,Armadillo,William  Boyd,1998,Knopf,eng,337,3.57,1832
4379,442783,"The Empty Hours (87th Precinct, #15)",Ed McBain,2005,Orion,eng,224,3.8,407
4379,460911,Briarpatch,Ross Thomas,2003,St. Martin's Griffin,eng,336,3.99,829
4379,2868920,The Dawn Patrol (Boone Daniels #1),Don Winslow,2008,Knopf Publishing Group,eng,303,3.97,4024
4379,271294,"A Taint In The Blood (Kate Shugak, #14)",Dana Stabenow,2005,St. Martin's Paperbacks,en-US,352,4.23,2873
4379,3401779,Catch Me When I Fall,Nicci French,2005,Michael Joseph,eng,298,3.57,45
4379,141271,813,Maurice Leblanc,2003,Wildside Press,eng,472,4,691
4379,32529,"The Next Accident (Quincy & Rainie, #3)",Lisa Gardner,2001,Orion,eng,389,4.17,13562
4379,181666,"Love, Lies and Liquor (Agatha Raisin, #17)",M.C. Beaton,2006,St Martin's,eng,231,3.78,4049
4379,593045,"Web of Lies (Hidden Faces, #4)",Brandilyn Collins,2006,Zondervan,eng,346,4.21,717
4379,148605,"Pride and Predator (Ben Reese, #2)",Sally Wright,1999,Ballantine Books,eng,336,3.82,100
4379,6815767,American Homicide,Randolph Roth,2009,Belknap Press,eng,655,3.79,28
4379,8814567,Felinine Wiles,Lee Ashe,2010,Createspace,eng,282,5,2
4379,294045,Deep Fathom,James Rollins,2007,Harper,eng,450,4.09,15031
4379,9299387,The Dinosaur Hunter,Homer Hickam,2010,Thomas Dunne Books,en-US,311,3.39,485
4379,2608020,"The Roar of the Butterflies (Joe Sixsmith, #5)",Reginald Hill,2008,HarperCollins,eng,313,3.61,265
4379,732804,Hard Knocks (Charlie Fox #3),Zoë Sharp,2004,Piatkus Books,eng,400,4.29,463
4379,29205,"A Certain Justice (Abe Glitsky, #1)",John Lescroart,2006,Signet,eng,624,4.01,2999
