id,title,authors,language,categories,averageRating,maturityRating,publisher,publishedDate,pageCount
655,How Mentally Handicapped Children Learn Under Classroom Conditions: Brief screening instruments for evaluating the academic skills and personal adjustment of educable mentally handicapped children,['Chicago (Ill.). Board of Education'],en,['Children with mental disabilities'],,NOT_MATURE,,1961,
656,The life of Elisha Williams Keyes,['Richard Watson Hantke'],en,['Biography & Autobiography'],,NOT_MATURE,,1942,692
657,Capitol Threat,['William Bernhardt'],en,['Fiction'],,NOT_MATURE,Ballantine Books,27/02/2007,400
658,Outrageous fortune,['Roger Keyes'],en,['Biography & Autobiography'],,NOT_MATURE,David & Charles,01/10/1984,521
659,Film Noir,"['Alain Silver', 'James Ursini']",en,['Art'],,NOT_MATURE,Taschen,2004,191
660,History of an idea,['Allan Michael Hoffman'],en,['Education'],,NOT_MATURE,,01/11/1981,305
661,Assignment to catastrophe,['Sir Edward Louis Spears (bart.)'],en,['History'],,NOT_MATURE,,1954,
662,Assignment to catastrophe,['Sir Edward Spears'],en,['History'],,NOT_MATURE,,1954,638
663,Destiny,,en,['African American periodicals'],,NOT_MATURE,,1995,
664,Henry Wilson and the Coming of the Civil War,['John L. Myers'],en,['Biography & Autobiography'],,NOT_MATURE,University Press of Amer,01/01/2005,565
665,The Hotline,,en,['Political campaigns'],,NOT_MATURE,,1995,
666,Bulletin,,en,['Geology'],,NOT_MATURE,,1937,
667,The University Geological Survey of Kansas,['Kansas Geological Survey'],en,['Coal'],,NOT_MATURE,,1898,347
668,State Geological Survey of Kansas,['Kansas Geological Survey'],en,['Geology'],,NOT_MATURE,,1898,
669,Reports on the University Geological Survey of Kansas,['Kansas Geological Survey'],en,['Geology'],,NOT_MATURE,,1898,
670,Special Report on Coal,['Erasmus Haworth'],en,['Coal'],,NOT_MATURE,,1898,347
671,State Geological Survey of Kansas. [Reports],['Kansas Geological Survey'],en,['Geology'],,NOT_MATURE,,1898,
672,State Geological Survey of Kansas,,en,['Geology'],,NOT_MATURE,,1898,
673,Proceedings of the Board of Regents,,en,,,NOT_MATURE,UM Libraries,1996,
674,Language Planning Processes,['Rubin Jernudd'],en,['Language Arts & Disciplines'],4,NOT_MATURE,Walter de Gruyter,1977,285
675,The life of Elisha Williams Keyes,['Richard Watson Hantke'],en,['Biography & Autobiography'],,NOT_MATURE,,1942,692
676,Sexual Symmetry,['David Konstan'],en,['History'],,NOT_MATURE,Princeton University Press,14/07/2014,286
677,Beginning Blender,['Lance Flavell'],en,['Computers'],4,NOT_MATURE,Apress,30/12/2010,448
678,Molecular Symmetry and Spectroscopy,"['Philip R. Bunker', 'Per Jensen']",en,['Molecular spectra'],4,NOT_MATURE,NRC Research Press,2006,752
679,Identification and System Parameter Estimation,,en,['System identification'],,NOT_MATURE,Pergamon,1985,1258
680,Proceedings of the ... Midwest Symposium on Circuits and Systems,"['Akādīmīyah al-ʻArabīyah lil-ʻUlūm wa-al-Tiknūlūjiyā (Egypt)', 'IEEE Circuits and Systems Society']",en,['Electrical engineering'],,NOT_MATURE,,2003,
681,The Development of Optically Active Three-fold Symmetric Ligands and Their Application to Stereoselective Organic Transformations,['Michael Charles Keyes'],en,,,NOT_MATURE,,1997,416
682,Solid State Physics,,en,['Technology & Engineering'],,NOT_MATURE,Academic Press,14/05/2014,437
683,Journal of Electronics,,en,['Electronics'],,NOT_MATURE,,1956,
684,Acta Numerica 1994:,['Arieh Iserles'],en,['Mathematics'],,NOT_MATURE,Cambridge University Press,29/07/1994,578
685,Refined techniques for blind equalization of phase shift keyed (PSK) and quadrature amplitude modulated (QAM) digital communications signals,['Roy Axford'],en,,,NOT_MATURE,,1995,374
686,"Grief Counseling and Grief Therapy, Fifth Edition","['J. William Worden, PhD, ABPP']",en,['Social Science'],,NOT_MATURE,Springer Publishing Company,28/05/2018,352
687,Advanced Practice Nursing in the Care of Older Adults,"['Laruie Kennedy-Malone', 'Lori Martin-Plank', 'Evelyn Duffy']",en,['Medical'],,NOT_MATURE,F.A. Davis,31/10/2018,544
688,Small Treasons,['Mark Powell'],en,['Fiction'],,NOT_MATURE,Simon and Schuster,06/06/2017,384
689,Sammy Keyes and the Power of Justice Jack,['Wendelin Van Draanen'],en,['Juvenile Fiction'],,NOT_MATURE,Knopf Books for Young Readers,10/07/2012,304
690,Sammy Keyes and the Psycho Kitty Queen,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4,NOT_MATURE,Yearling,24/12/2008,320
691,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,['Juvenile Fiction'],3.5,NOT_MATURE,Yearling,24/12/2008,320
692,Angels,['Marian Keyes'],en,['Fiction'],3,NOT_MATURE,Penguin UK,31/03/2005,528
693,Arranging Grief,['Dana Luciano'],en,['Literary Criticism'],,NOT_MATURE,NYU Press,01/11/2007,345
694,Principles and Practice of Grief Counseling,"['Howard R. Winokuer, PhD', 'Darcy L. Harris, PhD, FT']",en,['Social Science'],,NOT_MATURE,Springer Publishing Company,14/02/2012,256
695,Charles Henry Keyes,['Fenton Keyes'],en,['College presidents'],,NOT_MATURE,,1990,348
696,"Transforming Engagement, Happiness and Well-Being","['William Scott-Jackson', 'Andrew Mayo']",en,['Business & Economics'],,NOT_MATURE,Springer,01/08/2017,255
697,"The Army of the Potomac: Birth of command, November 1860-September 1861",['Russel Harrison Beatie'],en,['History'],,NOT_MATURE,Da Capo Press,2002,676
698,The Army of the Potomac,['Russell H. Beatie'],en,['History'],2,NOT_MATURE,Da Capo Press,2002,676
699,Sammy Keyes and the Hollywood Mummy,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4,NOT_MATURE,Yearling,16/01/2009,288
700,Sammy Keyes and the Kiss Goodbye,['Wendelin Van Draanen'],en,['Juvenile Fiction'],5,NOT_MATURE,Knopf Books for Young Readers,09/09/2014,240
701,Sammy Keyes and the Art of Deception,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4,NOT_MATURE,Yearling,16/01/2009,304
702,Beauty and Sadness,['Yasunari Kawabata'],en,['Fiction'],,NOT_MATURE,Vintage,20/02/2013,224
703,Sushi for Beginners,['Marian Keyes'],en,['Fiction'],3.5,NOT_MATURE,Penguin UK,31/03/2005,608
704,Look Back In Sadness: One Man's Experience with Psychiatry,,en,,,NOT_MATURE,Dorrance Publishing,,
705,The Hope and the Sadness,['Siobhán Lankford'],en,['Cork (Ireland : County)'],,NOT_MATURE,,1980,274
706,Stabilizing the Prices of Certain Agricultural Products,['United States. Congress. Senate. Committee on Agriculture and Forestry'],en,['Agricultural prices'],,NOT_MATURE,,1922,
707,Translocal Geographies,"['Katherine Brickell', 'Ayona Datta']",en,['Social Science'],,NOT_MATURE,"Ashgate Publishing, Ltd.",2011,226
708,Department of Agriculture and Related Agencies Appropriations for Fiscal Year 1970,['United States. Congress. Senate. Committee on Appropriations'],en,,,NOT_MATURE,,1969,
709,Department of Agriculture and Related Agencies Appropriations for Fiscal Year 1970: Program payments made to producers during calendar year 1968; subsidy payments for agricultural exports,['United States. Congress. Senate. Committee on Appropriations'],en,,,NOT_MATURE,,1969,
710,Pacific Rural Press,,en,,,NOT_MATURE,,1878,
711,"Agricultural Appropriation Bill for 1933, Hearings Before ... 72-1, on H.R. 7912",['United States. Congress. Senate. Appropriations Committee'],en,,,NOT_MATURE,,1932,229
712,The Chemist,,en,,,NOT_MATURE,,1945,
713,Poultry Tribune,,en,['Poultry'],,NOT_MATURE,,1961,
714,"Report of the Auditor of the State of South Dakota, for the Fiscal Year Ending ...","[""South Dakota. Auditor's Office""]",en,['Finance'],,NOT_MATURE,,1929,
715,"Proceedings of the 8th Pacific Science Congress of the Pacific Science Association Held at the University of the Philippines, Diliman, Quezon City, 16th to 28th November 1953",,en,['Pacific Area'],,NOT_MATURE,,1954,
716,Poultry Success,,en,['Poultry'],,NOT_MATURE,,1923,
717,Cumulated Index Medicus,,en,['Medicine'],,NOT_MATURE,,1989,
718,American Poultry Journal,,en,['Poultry'],,NOT_MATURE,,1922,
719,Poultry Processing and Marketing,,en,['Eggs'],,NOT_MATURE,,1962,
720,American Poultry Advocate,,en,['Poultry'],,NOT_MATURE,,1914,
721,Governor's Budget,['California. Governor'],en,['Budget'],,NOT_MATURE,,1964,
722,Budget Submitted to the California Legislature,['California. Governor'],en,['Budget'],,NOT_MATURE,,1964,
723,Extension Echoes,,en,,,NOT_MATURE,,1940,
724,Albany City Directory,,en,['Albany (N.Y.)'],,NOT_MATURE,,1922,
725,Canadian Poultry Review,,en,['Canada'],,NOT_MATURE,,1954,
726,Institute Of Biblical Studies The Book Of Genesis,['Terry Puett'],en,,,NOT_MATURE,Lulu.com,,
727,International Monetary Fund Annual Report 2007,['International Monetary Fund'],en,['Business & Economics'],,NOT_MATURE,International Monetary Fund,10/10/2007,54
728,Mitteilungen der Münchner Entomologischen Gesellschaft,,de,['Entomology'],,NOT_MATURE,,1986,
729,الانا الواقعية والذاتية,['ديفيد هاوكينز'],ar,,,NOT_MATURE,دارالخيال,07/01/2017,544
730,نحو تقويم جديد للكتابة العربية,['طالب عبد الرحمن'],ar,['Arabic alphabet'],,NOT_MATURE,,1999,156
731,The Ways of Men (Arabic Edition),['Eliot Gregory'],en,,,NOT_MATURE,Createspace Independent Publishing Platform,29/06/2016,178
732,مقامات الحريري - [اصفر],['الحريري'],en,['Arabic literature'],,NOT_MATURE,,2008,568
733,Tales and Fantasies (Arabic Edition),['Robert Stevenson'],en,,,NOT_MATURE,Createspace Independent Publishing Platform,19/07/2016,128
734,Genetics of Psychological Well-Being,['Michael Pluess'],en,['Psychology'],,NOT_MATURE,OUP Oxford,18/06/2015,296
735,Encyclopedia of Genetics,['Eric C.R. Reeve'],en,['Reference'],,NOT_MATURE,Routledge,14/01/2014,972
736,Compendium of Problems in Genetics,"['John Kuspira', 'Ramesh Bhambhani']",en,['Science'],,NOT_MATURE,William C Brown Pub,1994,362
737,Studies in the Genetics of Drosophila,['John Thomas Patterson'],en,['Drosophila'],,NOT_MATURE,,1952,
738,Bioethical and Evolutionary Approaches to Medicine and the Law,['W. Noel Keyes'],en,['Medical'],,NOT_MATURE,American Bar Association,2007,1174
739,Sammy Keyes and the Psycho Kitty Queen,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4,NOT_MATURE,Yearling,24/12/2008,320
740,Cardiovascular Genetics and Genomics in Clinical Practice,"['Donna K. Arnett, PhD', 'Sanjiv J. Shah, MD']",en,['Medical'],,NOT_MATURE,Demos Medical Publishing,10/11/2014,246
741,American Men and Women of Science,,en,['Medical research personnel'],,NOT_MATURE,,01/01/1977,1720
742,"Reproductive Genetics, Gender and the Body",['Elizabeth Ettorre'],en,['Medical'],,NOT_MATURE,Routledge,15/04/2013,168
743,Molecular Genetics of Sex Determination,['Stephen S. Wachtel'],en,['Medical'],,NOT_MATURE,,1994,518
744,"Bibliography of North American Geology, 1933 and 1934",['Emma Mertins Thom'],en,['Geology'],,NOT_MATURE,,1935,389
745,"Contributions to Economic Geology (short Papers and Preliminary Reports, 1925",['Gerald Francis Loughlin'],en,['Antimony'],,NOT_MATURE,,1926,167
746,Bulletin,,en,['Geology'],,NOT_MATURE,,1927,
747,Invisible Master,['Leo Lyon Zagami'],en,"['Body, Mind & Spirit']",,NOT_MATURE,CCC Publishing,06/08/2018,304
748,Enochian Magic for Beginners,['Donald Tyson'],en,"['Body, Mind & Spirit']",4,NOT_MATURE,Llewellyn Worldwide,01/09/2002,384
749,The Mexican American and the Law,['Carlos E. Cortes'],en,['Social Science'],,NOT_MATURE,New York : Arno Press,1931,142
750,Justice for Salcido,"['S. Guy Endore', 'Civil Rights Congress of Los Angeles']",en,['Mexican Americans'],,NOT_MATURE,,1948,31
751,Annual,['United Fresh Fruit and Vegetable Association'],en,['Fruit trade'],,NOT_MATURE,,1974,
752,Yale journal of law & the humanities,,en,,,NOT_MATURE,,1991,
753,Merit and the Millennium,['Anthony R. Walker'],en,['Lahu (Asian people)'],,NOT_MATURE,,2003,907
754,Man of the Mist,['Elizabeth Mayne'],en,['Fiction'],3,NOT_MATURE,Harlequin,15/07/2011,304
755,A Historical Guide to Henry David Thoreau,['William E. Cain'],en,['Literary Criticism'],,NOT_MATURE,Oxford University Press,02/11/2000,304
756,Soul to soul,['Mary Keyes Burgess'],en,['Cooking'],,NOT_MATURE,Woodbridge Press Publishing Company,01/01/1976,158
757,The Lutheran,,en,['Lutheran Church'],,NOT_MATURE,,1979,
758,Let's Go Soul Winning,['Jack Hyles'],en,,,NOT_MATURE,Sword of the Lord Publishers,01/01/1980,
759,Sammy Keyes and the Night of Skulls,['Wendelin Van Draanen'],en,['Juvenile Fiction'],3,NOT_MATURE,Knopf Books for Young Readers,11/10/2011,320
760,The Science of the Soul in Colonial New England,['Sarah Rivett'],en,['History'],,NOT_MATURE,UNC Press Books,01/12/2012,384
761,The Keyes of the Kingdom of Heaven,['John Cotton'],en,['Congregational churches'],,NOT_MATURE,,1852,108
762,Sammy Keyes and the Kiss Goodbye,['Wendelin Van Draanen'],en,['Juvenile Fiction'],5,NOT_MATURE,Knopf Books for Young Readers,09/09/2014,240
763,Kahlil Gibran,"['Jean Gibran', 'Kahlil Gibran']",en,['Biography & Autobiography'],5,NOT_MATURE,Interlink Publishing Group Incorporated,1998,456
764,How to Teach Meditation to Children,"['David Fontana', 'Ingrid Slack']",en,"['Body, Mind & Spirit']",,NOT_MATURE,Duncan Baird Publishers,21/09/2017,224
765,Human Rights in Thailand,['Don F. Selby'],en,['Political Science'],,NOT_MATURE,University of Pennsylvania Press,04/04/2018,256
766,Thailand's International Meditation Centers,['Brooke Schedneck'],en,['Social Science'],,NOT_MATURE,Routledge,15/05/2015,198
767,Collected poems,"['Sidney Keyes', 'Michael Leverson Meyer']",en,['Poetry'],,NOT_MATURE,Carcanet Press Ltd.,2002,135
768,Astral Travel,"['Gavin Frost', 'Yvonne Frost']",en,['Astral projection'],,NOT_MATURE,Motilal Banarsidass Publ.,2000,240
769,Making Fields of Merit,['Monica Lindberg Falk'],en,['History'],,NOT_MATURE,,2007,283
770,Meditation For Dummies,['Stephan Bodian'],en,"['Body, Mind & Spirit']",4,NOT_MATURE,John Wiley & Sons,03/03/2011,384
771,"A meditation upon the Lord's prayer, written by the kings maiestie for the benefit of all his subjects, especially of such as follow the court",['James I (king of Gt. Britain.)'],en,"[""Lord's prayer""]",,NOT_MATURE,,1619,
772,Letters on Occult Meditation,['Alice Bailey'],en,['Meditation'],,NOT_MATURE,,1922,357
773,Bottom Line's Health News,,en,,,NOT_MATURE,,2006,
774,Yoga Journal,,en,,,NOT_MATURE,,1987-03,72
775,Yoga Journal,,en,,,NOT_MATURE,,1990-11,112
776,Yoga Journal,,en,,,NOT_MATURE,,1987-01,92
777,Yoga Journal,,en,,5,NOT_MATURE,,1987-09,96
778,Yoga and Science in Pain Care,"['Neil Pearson', 'Shelly Prosko', 'Marlysa Sullivan']",en,['Health & Fitness'],,NOT_MATURE,Singing Dragon,21/08/2019,312
779,Yoga Journal,,en,,,NOT_MATURE,,1987-01,92
780,Canadiana,,en,['Canadian literature'],,NOT_MATURE,,1978,
781,Yoga Journal,,en,,,NOT_MATURE,,1990-09,112
782,Anatomy of Hatha Yoga,['David Coulter'],en,['Hatha yoga'],4,NOT_MATURE,Motilal Banarsidass Publ.,2001,623
783,Yoga Journal,,en,,,NOT_MATURE,,1984-09,64
784,Agriculture in Northern Ireland,,en,['Agriculture'],,NOT_MATURE,,1972,
785,Scottish Agriculture,,en,['Agriculture'],,NOT_MATURE,,1969,
786,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,['Juvenile Fiction'],3.5,NOT_MATURE,Yearling,24/12/2008,320
787,Poultry Digest,,en,['Poultry'],,NOT_MATURE,,1970,
788,Sammy Keyes and the Art of Deception,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4,NOT_MATURE,Yearling,16/01/2009,304
789,Sammy Keyes and the Psycho Kitty Queen,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4,NOT_MATURE,Yearling,24/12/2008,320
790,National Poultry Digest,,en,['Poultry'],,NOT_MATURE,,1970,
791,Building a Dune Buggy - The Essential Manual,['Paul Shakespeare'],en,['Transportation'],,NOT_MATURE,Veloce Publishing Ltd,15/07/2006,144
792,The Color Correction Handbook,['Alexis Van Hurkman'],en,['Computers'],,NOT_MATURE,Pearson Education,15/11/2010,544
793,The Art and Science of Digital Compositing,['Ron Brinkmann'],en,['Computers'],5,NOT_MATURE,Morgan Kaufmann,24/05/2008,704
794,Records and Briefs of the United States Supreme Court,,en,"['Law reports, digests, etc']",,NOT_MATURE,,1832,
795,"Helium Production at the Bureau of Mines Keyes, Okla., Plant","['W. M. Deaton', 'Robert D. Haynes']",en,['Helium'],,NOT_MATURE,,1961,16
796,Decisions and Orders of the National Labor Relations Board,['United States. National Labor Relations Board'],en,['Labor laws and legislation'],,NOT_MATURE,,1973,
797,Road Test,,en,['Automobiles'],,NOT_MATURE,,1976,
798,Motor World Wholesale,,en,,,NOT_MATURE,,1920,
799,"Motor World for Jobbers, Dealers and Garagemen",,en,['Automobile dealers'],,NOT_MATURE,,1919,
800,Standard Directory of Advertising Agencies,,en,['Advertising'],,NOT_MATURE,,1987,
801,Sammy Keyes and the Psycho Kitty Queen,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4,NOT_MATURE,Yearling,24/12/2008,320
802,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,['Juvenile Fiction'],3.5,NOT_MATURE,Yearling,24/12/2008,320
803,Transit Journal ...,,en,,5,NOT_MATURE,,1916,
804,Automotive News,,en,['Automobile industry and trade'],,NOT_MATURE,,1977-01,
805,Reports of Cases Determined in the Courts of Appeal of the State of California,,en,"['Law reports, digests, etc']",,NOT_MATURE,,2012,
806,Sammy Keyes and the Search for Snake Eyes,['Wendelin Van Draanen'],en,['Juvenile Fiction'],3.5,NOT_MATURE,Yearling,24/12/2008,320
807,Journal,"['East India Association (London, England)']",en,['India'],,NOT_MATURE,,1934,
808,Catalog of Copyright Entries. Third Series,,en,['Copyright'],,NOT_MATURE,"Copyright Office, Library of Congress",1954,1058
809,United States Investor,,en,['Banks and banking'],,NOT_MATURE,,1918,
810,The National Monthly Stock Summary,,en,['Stocks'],,NOT_MATURE,,1922,
811,The ... Book of Lists,,en,['Business enterprises'],,NOT_MATURE,,1990,
812,Index of Patents Issued from the United States Patent Office,['United States. Patent Office'],en,['Patents'],,NOT_MATURE,,1953,
813,Science Abstracts,,en,['Electrical engineering'],,NOT_MATURE,,1965,
814,The Boston Medical and Surgical Journal,,en,['Medicine'],,NOT_MATURE,,1889,
815,Down East,,en,['Maine'],,NOT_MATURE,,1985,
816,Documents of the Assembly of the State of New York,['New York (State). Legislature. Assembly'],en,['Government publications'],,NOT_MATURE,,1911,
817,"Annual Report of the Public Service Commission, Second District",,en,['Electric utilities'],,NOT_MATURE,,1913,
818,Annual Report,['New York (State). Public Service Commission. 2d District'],en,,,NOT_MATURE,,1913,
819,Documents of the Senate of the State of New York,['New York (State). Legislature. Senate'],en,['New York (State)'],,NOT_MATURE,,1913,
820,24 Volumes Combined: NEETS - U.S. Navy Electricity and Electronics Training Series ,,en,,,NOT_MATURE,,01/01/1999,4976
821,Specifications and Drawings of Patents Relating to Electricity Issued by the U. S.,,en,['Electric apparatus and appliances'],,NOT_MATURE,,1889,
822,Specifications and Drawings of Patents Relating to Electricity,,en,['Electric apparatus and appliances'],,NOT_MATURE,,1882,
823,Sammy Keyes and the Skeleton Man,,en,['Juvenile Fiction'],3.5,NOT_MATURE,Knopf Books for Young Readers,09/09/2003,176
824,Flowers for Algernon: A Novel by Daniel Keyes (Trivia-On-Books),['Trivion Books'],en,['Study Aids'],,NOT_MATURE,,07/09/2016,
825,"Art Book News Annual, volume 4: 2008Art Book News Annual, volume 4: 2008",,en,,,NOT_MATURE,Book News Inc.,,
826,Report to Congress,['United States Information Agency'],en,"['Communication, International']",,NOT_MATURE,,,
827,The Reporter’s Notebook,['Dennis Bloodworth'],en,['Travel'],,NOT_MATURE,Marshall Cavendish International Asia Pte Ltd,02/09/2010,483
828,The Rotarian,,en,,,NOT_MATURE,,1963-12,64
829,Far Eastern Economic Review,,en,['East Asia'],,NOT_MATURE,,1989-10,
830,Publications of the Navy Records Society,,en,['Naval history'],,NOT_MATURE,,1980,
831,Directory of Foreign Manufacturers in the United States,"['Jeffrey S Arpan', 'David A Ricks']",en,['Technology & Engineering'],,NOT_MATURE,Georgia State University Business Press,01/02/1994,419
832,The Hollywood Reporter,,en,['Motion pictures'],,NOT_MATURE,,2007,
833,Directory of American Firms Operating in Foreign Countries,['Juvenal Londoño Angel'],en,"['Corporations, American']",,NOT_MATURE,,1991,1398
834,Let's Draw Manga,"['Makoto Nakajima', 'Big Mouth Factory']",en,['Art'],,NOT_MATURE,"Digital Manga, Inc.",2004,131
835,Manga,['Toni Johnson-Woods'],en,['Literary Criticism'],,NOT_MATURE,Bloomsbury Publishing USA,15/04/2010,368
836,"Comics, Manga, and Graphic Novels",['Robert S. Petersen'],en,['Comics & Graphic Novels'],,NOT_MATURE,ABC-CLIO,2011,274
837,Manga for the Beginner Shoujo,['Christopher Hart'],en,['Art'],5,NOT_MATURE,Watson-Guptill,05/07/2011,192
838,The Mineral Resources of New Mexico,['Fayette Alexander Jones'],en,['Mines and mineral resources'],,NOT_MATURE,,1915,77
839,Bulletin,,en,['Mines and mineral resources'],,NOT_MATURE,,1958,
840,Bulletin - New Mexico Bureau of Mines & Mineral Resources,,en,['Geology'],,NOT_MATURE,,1918,
841,"Watching Anime, Reading Manga",['Fred Patten'],en,['Performing Arts'],5,NOT_MATURE,"Stone Bridge Press, Inc.",2004,383
842,Manga from the Floating World,['Adam L. Kern'],en,['Design'],,NOT_MATURE,Harvard Univ Council on East Asian,2006,567
843,Japanese Religions,,en,['Japan'],,NOT_MATURE,,2005,
844,"Global Children, Global Media","['D. Buckingham', 'Liesbeth de Block']",en,['Social Science'],,NOT_MATURE,Springer,12/11/2007,222
845,U.S. News & World Report,,en,['United States'],,NOT_MATURE,,2000-01,
846,Ideas que pegan,"['Chip Heath', 'Dan Heath']",en,['Business & Economics'],,NOT_MATURE,LID Editorial,01/05/2011,260
847,Cyber Ireland,['C. Lynch'],en,['Social Science'],,NOT_MATURE,Springer,13/11/2014,178
848,Creating High-quality Classroom Assignments,['Lindsay Clare Matsumura'],en,['Education'],5,NOT_MATURE,R&L Education,2005,155
849,Made to Stick,"['Chip Heath', 'Dan Heath']",en,['Business & Economics'],4,NOT_MATURE,Random House,02/01/2007,336
850,"Children's Books in Print, 2007",,en,['Authors'],,NOT_MATURE,,2006,
851,Television Guide,,en,['Television programs'],,NOT_MATURE,,2002,
852,Business Periodicals Index,,en,['Business'],,NOT_MATURE,,1999,
853,På egen hand,['Marian Keyes'],sv,,,NOT_MATURE,Norstedts,11/06/2018,717
854,The Shining Wall,['Melissa Ferguson'],en,['Fiction'],,NOT_MATURE,Transit Lounge ,01/04/2019,298
855,Programming Android,"['Zigurd Mednieks', 'Laird Dornin', 'G. Blake Meike', 'Masumi Nakamura']",en,['Computers'],5,NOT_MATURE,"""O'Reilly Media, Inc.""",29/07/2011,504
856,Raspberry Pi Android Projects,['Gokhan Kurt'],en,['Computers'],,NOT_MATURE,Packt Publishing Ltd,25/09/2015,138
857,How to Build an Android,['David F. Dufty'],en,['Technology & Engineering'],4,NOT_MATURE,Henry Holt and Company,05/06/2012,288
858,Unlocking Android,"['W. Frank Ableson', 'Charlie E. Collins', 'Robi Sen']",en,['Computers'],,NOT_MATURE,Manning Publications,2009,392
859,Stranger in a Strange Land,['Robert A. Heinlein'],en,['Fiction'],4,NOT_MATURE,Penguin,15/05/1987,448
860,Red-haired android,['Jeremy Reed'],en,['Poetry'],,NOT_MATURE,,21/10/1992,280
861,Enterprise 2.0,['Jessica Keyes'],en,['Business & Economics'],,NOT_MATURE,CRC Press,19/04/2016,425
862,Almost Human,['William F. Nolan'],en,['Androids'],,NOT_MATURE,,1965,227
863,Flowers for Algernon,['Daniel Keyes'],en,['Fiction'],4,NOT_MATURE,Houghton Mifflin Harcourt,11/04/2005,311
864,iPhone: The Missing Manual,['David Pogue'],en,['Computers'],4.5,NOT_MATURE,"""O'Reilly Media, Inc.""",05/08/2008,376
865,Beginning iPhone Development,"['Jack Nutting', 'Fredrik Olsson', 'David Mark', 'Jeff LaMarche', 'Kim Topley']",en,['Computers'],,NOT_MATURE,Apress,17/11/2014,771
866,Beginning iPhone Development with Swift,"['Kim Topley', 'Fredrik Olsson', 'Jack Nutting', 'David Mark', 'Jeff LaMarche']",en,['Computers'],,NOT_MATURE,Apress,22/11/2014,828
867,Beginning iPhone Development with Swift 3,"['Molly Maskrey', 'Kim Topley', 'David Mark', 'Fredrik Olsson', 'JEFF LAMARCHE']",en,['Computers'],,NOT_MATURE,Apress,17/11/2016,774
868,Beginning iPhone Development with Swift 4,['Molly K. Maskrey'],en,['Computers'],,NOT_MATURE,Apress,24/10/2017,552
869,Beginning iPhone 4 Development,"['David Mark', 'Jeff LaMarche', 'Jack Nutting']",en,['Computers'],,NOT_MATURE,Apress,05/08/2011,676
870,iPhone Advanced Projects,"['David Mark', 'Dylan Bruzenak', 'Joachim Bondo', 'Owen Goss', 'Peter Honeder', 'Ray Kiddy', 'Steve Finkelstein', 'Tom Harrington', 'Jonathan Saggau', 'Noel Llopis', 'Ben Smith', 'Joe Pezzillo', 'Florian Pflug', 'Roderick Smith']",en,['Computers'],,NOT_MATURE,Apress,30/04/2010,392
871,IPhone Fully Loaded,['Andy Ihnatko'],en,['Computers'],,NOT_MATURE,John Wiley & Sons,03/12/2008,272
872,The IPhone Book,"['Scott Kelby', 'Terry White']",en,['Computers'],4.5,NOT_MATURE,,2007,219
873,The Collector,['Scott Wittenburg'],en,['Fiction'],,NOT_MATURE,Lulu.com,2012-02,347
874,Android Mobile Computing Using Samsung Tablets and Smartphones Running Android 2.3,['Rene Djurup'],en,['Computers'],,NOT_MATURE,Rebidu,2013-01,375
875,Android Mobile Computing Using Samsung Tablets and Smartphones Running Android 2.3 - Kindle version,['René Djurup'],en,,,NOT_MATURE,Rebidu,2013,
876,My Samsung Galaxy S5,['Steve Schwartz'],en,['Computers'],,NOT_MATURE,Que Publishing,12/08/2014,656
877,My Samsung Galaxy S 4,['Steve Schwartz'],en,['Computers'],,NOT_MATURE,Que Publishing,07/08/2013,544
878,My Samsung Galaxy Tab 4,"['Eric Butow', 'Lonzell Watson']",en,['Computers'],5,NOT_MATURE,Que Publishing,01/10/2014,496
879,How to Do Everything Samsung Galaxy Tab,['Guy Hart-Davis'],en,['Computers'],,NOT_MATURE,McGraw Hill Professional,28/03/2011,336
880,The PC and Gadget Help Desk,['Mark Edward Soper'],en,['Computers'],,NOT_MATURE,Que Publishing,04/10/2014,696
881,Android Tips and Tricks,['Guy Hart-Davis'],en,['Computers'],,NOT_MATURE,Que Publishing,15/12/2014,544
882,Teach Yourself VISUALLY Android Phones and Tablets,"['Paul McFedries', 'Guy Hart-Davis']",en,['Computers'],,NOT_MATURE,John Wiley & Sons,17/06/2013,320
883,"The Healthy PC: Preventive Care, Home Remedies, and Green Computing, 2nd Edition",['Guy Hart-Davis'],en,['Computers'],,NOT_MATURE,McGraw Hill Professional,03/11/2011,304
884,Bullying in North American Schools,"['Dorothy L. Espelage', 'Susan M. Swearer']",en,['Education'],,NOT_MATURE,Routledge,18/10/2010,336
885,Reports of the Treasurer and the County Commissioners,['Berkshire County (Mass.)'],en,"['Finance, Public']",,NOT_MATURE,,1891,
886,Wilson Library Bulletin,"['Stanley Kunitz', 'Marie D. Loizeaux']",en,['Libraries'],,NOT_MATURE,,1943,
887,The Boston Directory,,en,['Boston (Mass.)'],5,NOT_MATURE,,1873,
