id,compound_id,text,created_on,datatype,datatype_id
4980,142890,Has been used in the literature but is not correct.,2019-01-12 00:00:00,CompoundName,1017146
4981,17412,SIB submission for a particularly generic compound. Do not confuse with organic disulfide (CHEBI:35489),2019-01-16 00:00:00,General,17412
4982,142944,"This is the entry for material with unspecified configutation. There are separate entries for the individual enantiomers [(R)-fluindapyr and (S)-fluindapyr] and for the racemate, which is the fungicide fluindapyr.",2019-01-17 00:00:00,General,142944
4983,83261,"Relevant references: (1) Takagaki, M., Ozaki, M., Fujimoto, S. and Fukumoto, S. (2014) Development of a novel fungicide, pyribencarb. J. Pestic. Sci., 39(3), 177-178. (2) Kataoka, S., Takagaki, M., Kaku, K. and Shimizu, T (2010) Mechanism of action and selectivity of a novel fungicide, pyribencarb. J. Pestic. Sci., 35(2), 99-106.",2019-01-24 00:00:00,General,83261
4984,142982,This is the entry for material with unspecified stereochemistry. There are separate entries for the (E) and (Z)-isomers.,2019-01-24 00:00:00,General,142982
4985,8047,"For revision of the structure, see Tetrahedron Lett., 1984, 25, 3931-3934. For other relevant articles, see Mitchell, R.E. (1989) Current research into chemical synthesis of phaseolotoxin. in: Graniti A., Durbin R.D., Ballio A. (eds) Phytotoxins and Plant Pathogenesis, 27, 1-6.",2019-01-29 00:00:00,General,8047
4986,93771,"Relevant Articles: Tanabe, K., Ikegami, Y., Ishida, R. and Andoh, T. (1991) Inhibition of topoisomerase II by antitumor agents bis(2,6-dioxopiperazine) derivatives. Cancer Research, 51(18), 4903-4908",2019-01-29 00:00:00,General,93771
4987,143013,"Not recommended because demethylspheroidene already has a hydroxy group at position 1, but sometimes used in the literature.",2019-02-01 00:00:00,CompoundName,1017689
4988,31486,"Relavant articles: Kunnari, T., Kantola, J., Ylihonko, K., Klika, K.D., Maentsaelae, P. and Hakala, J. (1999) Hybrid compounds derived from the combination of anthracycline and actinorhodin biosynthetic pathways. J. Chem. Soc. Perkin Trans. 2, 8, 1649-1652.",2019-02-22 00:00:00,General,31486
4989,143155,Note that this is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers and for the racemate.,2019-02-27 00:00:00,General,143155
4990,143197,"Relevant Articles: 1) Barton, D.H.R (1968) The constitution and stereochemistry of culmorin. J. Chem. Soc. C., 0, 148-155. 2) Roberts, B.W., Poonian, M.S. and Welch S.C. (1969) Total synthesis of culmorin. J. Am. Chem. Soc., 91(12), 3400-3401.",2019-03-04 00:00:00,General,143197
4991,50169,The name 'allopregnanolone' is commonly used in the literature when this compound is discussed as an endogenous neurosteroid. The name 'brexanolone' is used in the literature when the compound is discussed in the context of its use as a medication. Zulresso is the brand name of the medication.,2019-03-31 00:00:00,General,50169
4992,90799,The generic structure of the dipeptide zwitterion shown does not apply to all cases. E.g. non-proteinogenic amino acid dipeptide zwitterions do not conform to this generic structure.,2019-04-03 00:00:00,General,90799
4994,143522,This is material with unspecified stereochemistry. There are separate entries for the racemate 'pyrimisulfan' and the individual enantiomers.,2019-04-05 00:00:00,General,143522
4995,143521,"Relevant articles: (1) Yoshimura, T., Nakatani, M., Asakura, S., Hanai, R., Hiraoka, M. and Kuwahara, S. (2011) Synthesis and herbicidal activity of sulfonanilides having apyrimidinyl-containing group at the 2-position. J. Pestic. Sci., 36(2), 212-220. (2) Yoshimura, T., Ikeuchi, T., Ohno, S., Asakura, S. and Hamada, Y. (2013) Research and development of a novel rice herbicide, pyrimisulfan, J. Pestic. Sci., 38(3), 171-172.",2019-04-05 00:00:00,General,143521
4996,143544,This is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers [(R)-monastrol and (S)-monastrol] and for the racemate (monastrol).,2019-04-25 00:00:00,General,143544
4997,143565,"This is material with unspecified stereochemistry. There are separate entries for (R)-lisofylline, (S)-lisofylline and the racemate.",2019-05-02 00:00:00,General,143565
4998,143551,The structure is based on PMID:15075399 but personal communication between Swiss-Prot biocurator and Dr. Koellner has clarified that the structures for sesquisabinene A and B were swapped in the article.,2019-05-08 00:00:00,General,143551
4999,143550,The structure is based on PMID:15075399 but personal communication between Swiss-Prot biocurator and Dr. Koellner has clarified that the structures for sesquisabinene A and B were swapped in the article.,2019-05-08 00:00:00,General,143550
5000,141415,This is material with unspecified stereochemistry.,2019-05-10 00:00:00,General,141415
5001,133764,"This is material with unspecified stereochemistry. There are separate entries for (R)-mefenpyr, (S)-mefenpyr and the racemate.",2019-05-15 00:00:00,General,133764
5002,142491,This entry has been created for SIB use only.,2019-05-20 00:00:00,General,142491
5003,143782,"This is the material with unspecified stereochemistry. There are separate entries for the racemate bopindolol and its individual enantiomers, (R)-bopindolol and (S)-bopindolol.",2019-05-23 00:00:00,General,143782
5004,143821,"Relevant article: Xie, S., Uesato, S., Inouye, H., Fukita, T., Murai, F., Tagawa, M. and Shingu, T. (1988) Absolute structure of nepetaside, a new iridoid glucoside from Nepeta cataria. Phytochemistry, 27(2), 469-472.",2019-06-03 00:00:00,General,143821
5005,143244,This is material with unspecified stereochemistry.,2019-06-10 00:00:00,General,143244
5006,143897,"This is material with unspecified stereochemistry. There are separate entries for triaziflam and its individual enantiomers, (R)-triaziflam and (S)-triaziflam.",2019-06-17 00:00:00,General,143897
5007,144037,This is material with unspecified stereochemistry.,2019-07-02 00:00:00,General,144037
5008,144093,"This is material with unspecified stereochemistry. There are separate entries for the racemate bicalutamide and its individual enantiomers, (R)-bicalutamide and (S)-bicalutamide.",2019-07-18 00:00:00,General,144093
5009,144441,ambiguous - The name is used by several chemical suppliers.,2019-08-08 00:00:00,CompoundName,1020745
5010,143237,"Name not recommended since it is wrong and does not match structure, but widely used by other databases.",2019-08-08 00:00:00,CompoundName,1020758
5011,144421,The structure of iron(III) citrate is not well defined. Several different complexes exist and the ratio between iron(3+) and citrate(3-) is not always 1:1.,2019-08-09 00:00:00,General,144421
5012,144539,This is material with unspecified stereochemistry. There are separate entries for the racemate mefentrifluconazole and its individual enantiomers (R)-mefentrifluconazole and (S)-mefentrifluconazole.,2019-08-15 00:00:00,General,144539
5013,144551,Note that this is the entry for material with unspecified configuration. There are separate entries for the individual enantiomers [(R)-oxybutynin and esoxybutynin] and for the racemate (oxybutynin).,2019-08-16 00:00:00,General,144551
5014,17006,Ambiguous synonym,2019-08-16 00:00:00,CompoundName,825956
5015,62870,Ambiguous synonym,2019-08-16 00:00:00,CompoundName,829531
5019,144861,"Name is ambiguous - it has also been used for 7,8-dihydroxy-4'-methoxyisoflavone.",2019-09-16 00:00:00,CompoundName,1022563
5020,144861,"Name is ambiguous - it has also been used for 7,8-dihydroxy-4'-methoxyisoflavone.",2019-09-16 00:00:00,CompoundName,1022565
5021,4752,Both enantiomeric forms of echitovenine occur naturally.,2019-09-24 00:00:00,General,4752
5022,86910,This is material with unspecified stereochemistry.,2019-10-09 00:00:00,General,86910
5023,29585,This is material with unspecified stereochemistry. There are separate entries for the racemate and the individual enantiomers.,2019-10-10 00:00:00,General,29585
5024,145055,"For the crystal structure of this compound, see PMID:31553484 (p. S5) reports.",2019-10-10 00:00:00,General,145055
5025,144086,"Relevant article: Baoquan, Bao., Qishi, Sun., Xinsheng, Yao., Jongki, Hong., Chong-O, Lee., Hee Young, Cho. and Jee H, Jung. Bisindole Alkaloids of the Topsentin and Hamacanthin Classes from a Marine Sponge Spongosorites sp. Journal of Natural Products, 2007, 70(1) , 2-8. DOI: 10.1021/np060206z",2019-10-23 00:00:00,General,144086
5026,6941,Evidence for the hydroxy group to be in the R-configuration is found in Fig. S10 of PMID:31009114.,2019-10-24 00:00:00,General,6941
5027,145195,Evidence for the hydroxy group to be in the S-configuration is found in Fig. S10 of PMID:31009114.,2019-10-24 00:00:00,General,145195
5028,28344,"Impossible stereochemistry at the 5,6 positions. Entry no longer present in Kegg",2019-10-28 00:00:00,General,28344
5029,90039,Please note that the structure provided in HMDB and FooDB for histidylproline diketopiperazine is incorrect.,2019-11-04 00:00:00,General,90039
5031,145406,Note that this is the entry for material with unspecified configuration. There are separate entries for the individual enantiomers (R)- and (S)-diclofop and the racemate (diclofop).,2019-11-18 00:00:00,General,145406
5032,145412,Note that this is the entry for material with unspecified configuration. There are separate entries for the individual enantiomers (R)- and (S)-diclofop-methyl and the racemate (diclofop-methyl).,2019-11-18 00:00:00,General,145412
5033,145418,"The structure shown for this compound in the Supporting Information for PMID:30580515 is wrong, as it shows 1,3-thiazol-4-yl instead of 1,3-thiazol-5-yl.",2019-11-19 00:00:00,General,145418
5034,124939,This is material with unspecified double bond configuration.,2019-11-19 00:00:00,General,124939
5035,145482,This entry is that with unspecified stereochemistry. There are separate entries for the racemate (rac-metamifop) and for the individual enantiomers.,2019-11-26 00:00:00,General,145482
5036,145499,Note that this is the entry for material with unspecified configuration. There are separate entries for the individual enantiomers [(R)-donepezil and (S)-donepezil] and for the racemate (donepezil).,2019-11-26 00:00:00,General,145499
5037,145511,This is material with unspecified stereochemistry. There are separate entries for the racemate (tolpyralate) and the individual enantiomers.,2019-11-26 00:00:00,General,145511
5038,145528,Note that is the entry for material with unspecified stereochemistry. There are separate entries for the individual enantiomers [(R)-fasnall and (S)-Fasnall] and for the racemate (Fasnall).,2019-11-27 00:00:00,General,145528
5039,145558,"Enlist Duo is a mixture of 2,4-D choline and glyphosate (the active ingredient in Roundup).",2019-12-02 00:00:00,CompoundName,1026050
5040,145562,This is material with unspecified stereochemistry. There are separate entries for the racemate (cinmethylin) and the individual enantiomers.,2019-12-03 00:00:00,General,145562
5041,145568,Note that the name 'cilazapril' is used to refer to the monohydrate as well as to anhydrous cilazapril (INN).,2019-12-05 00:00:00,General,145568
5042,145600,"Relevant citation: Methods in Biotechnology (book series) v10, pp 323-331. Abstract available here.",2019-12-11 00:00:00,General,145600
5043,145689,This is material with unspecified stereochemistry. There are separate entries for the racemate (propyromazine) and the individual enantiomers.,2019-12-16 00:00:00,General,145689
5044,81948,"The structure of tralkoxydim indicates that E/Z isomerism is possible about the C-N bond.  In the solid state, tralkoxydim exists in a twisted enol form (E-isomer).  In non-polar solvents it exists as two tautomeric forms in rapid equilibrium: a planar enol form and an aminoenone form, with the latter predominating.   In polar solvents tralkoxydim equilibrates between the two tautomers and the Z-oxime isomer.",2019-12-20 00:00:00,General,81948
5045,65404,The stereochemistry at position 2 of the oxaspiro ring is unknown according to PMID:18260638. The optical rotation of this compound is opposite to that of amomol B (CHEBI:65405).,2020-01-13 00:00:00,General,65404
5046,85241,Please note that this is material with unspecified stereochemistry. There is a separate entry for the racemate (CHEBI:84309).,2020-01-14 00:00:00,General,85241
5047,145810,This entry is for insulin which is not species specific.,2020-01-16 00:00:00,General,145810
5048,34858,Synonym is ambiguous and used by some chemical suppliers to mean the dihydrate form.,2020-01-17 00:00:00,CompoundName,1027403
5049,145867,"Please note that this is material with unspecified stereochemistry. There are separate entries for the racemate fluoxapiprolin and its individual enantiomers, (R)- and (S)-fluoxapiprolin.",2020-01-23 00:00:00,General,145867
5050,145892,Please note that this is material with unspecified stereochemistry. There are separate entries for the racemate (4-iodo-DL-phenylalanine) and its individual enantiomers (4-iodo-L-phenylalanine and 4-iodo-D-phenylalanine).,2020-01-24 00:00:00,General,145892
5051,34652,"Total synthesis of this compound is described in the following article: Danishefsky, S.J. and Simoneau. (1989) Total syntheses of ML-236A and compactin by combining the lactonic (silyl) enolate rearrangement and aldehyde-diene cyclocondensation technologies. J. Am. Chem. Soc., 111(7), 2599-2604.",2020-01-30 00:00:00,General,34652
5052,145981,Structure taken from CAS.,2020-02-03 00:00:00,General,145981
5053,144400,Structure taken from CAS.,2020-02-03 00:00:00,General,144400
5054,146008,"This is compound 10 in pmid:31045362. For a total synthesis, see Tetrahedron, 1009, v65, pp 4007-4012",2020-02-06 00:00:00,General,146008
5055,146004,"Published in Acta Pharm. Sin. B, 2013, 3, 163-166 (https://doi.org/10.1016/j.apsb.2013.04.005). See also See also J. Antibiot., 2011, 64, 503-508.",2020-02-06 00:00:00,General,146004
5056,146178,This is material with unspecified stereochemistry. There are separate entries for the racemate (racemethorphan) and its individual enantiomers (dextromethorphan and levomethorphan).,2020-02-14 00:00:00,General,146178
5057,145760,synonym provided by HMDB is ambiguous.,2020-02-20 00:00:00,CompoundName,1028924
5058,31479,"Although most sources refer to this compound as sodium 2,6-di-tert-butylnaphthalene sulfonate, it is a mixture of at least two isomers (2,6- and 2,7- isomers).",2020-02-24 00:00:00,General,31479
5059,146221,"This is material with unspecified stereochemistry. There are separate entries for the racemate, efonidipine and its individual enantiomers, (R)- and (S)-efonidipine.",2020-02-25 00:00:00,General,146221
5060,146226,"This is material with unspecified stereochemistry. There are separate entries for the racemate, clorprenaline and its individual enantiomers, (R)- and (S)-clorprenaline.",2020-02-26 00:00:00,General,146226
5061,146249,"This is material with unspecified stereochemistry. There are separate entries for the racemate, flufiprole and its individual enantiomers, (R)- and (S)-flufiprole.",2020-03-04 00:00:00,General,146249
5062,146240,Incorrect synonym but sometimes used in the literature.,2020-03-04 00:00:00,CompoundName,1029208
5063,146251,"WURCS=2.0/4,12,11/[a2122h-1x\_1-5\_2*NCC/3=O][a1122h-1a\_1-5][a2122h-1b\_1-5\_2*NCC/3=O][a1122h-1b\_1-5]/1-2-2-2-2-2-3-4-2-2-2-2/a4-g1\_g4-h1\_h3-i1\_h6-j1\_j3-k1\_j6-l1\_b1-a2|g2|h2|i2|j2|k2|l2}\_c1-a2|g2|h2|i2|j2|k2|l2}\_d1-a2|g2|h2|i2|j2|k2|l2}\_e1-a2|g2|h2|i2|j2|k2|l2}\_f1-a2|g2|h2|i2|j2|k2|l2}  (GlyTouCan)",2020-03-11 00:00:00,General,146251
5064,146279,"For synthesis of the natural [(-)-]enantiomer see Tetrahedron, 1985, v41(15), 3049-3062.",2020-03-09 00:00:00,General,146279
5065,146251,"WURCS=2.0/4,12,11/[a2122h-1x\_1-5\_2*NCC/3=O][a2122h-1b\_1-5\_2*NCC/3=O][a1122h-1b\_1-5][a1122h-1a\_1-5]/1-2-3-4-4-4-4-4-4-4-4-4/a4-b1\_b4-c1\_c3-d1\_c6-e1\_e3-f1\_e6-g1\_h1-a2|b2|c2|d2|e2|f2|g2}\_i1-a2|b2|c2|d2|e2|f2|g2}\_j1-a2|b2|c2|d2|e2|f2|g2}\_k1-a2|b2|c2|d2|e2|f2|g2}\_l1-a2|b2|c2|d2|e2|f2|g2} (GlyGen)",2020-03-11 00:00:00,General,146251
5066,146304,"WURCS=2.0/2,7,6/[uxxxxh\_2*NCC/3=O][uxxxxh]/1-1-1-1-1-2-2/a?|b?|c?|d?|e?|f?|g?}-{a?|b?|c?|d?|e?|f?|g?\_a?|b?|c?|d?|e?|f?|g?}-{a?|b?|c?|d?|e?|f?|g?\_a?|b?|c?|d?|e?|f?|g?}-{a?|b?|c?|d?|e?|f?|g?\_a?|b?|c?|d?|e?|f?|g?}-{a?|b?|c?|d?|e?|f?|g?\_a?|b?|c?|d?|e?|f?|g?}-{a?|b?|c?|d?|e?|f?|g?\_a?|b?|c?|d?|e?|f?|g?}-{a?|b?|c?|d?|e?|f?|g? (GlyTouCan)",2020-03-11 00:00:00,General,146304
5067,146303,"WURCS=2.0/3,10,9/[uxxxxh\_2*NCC/3=O][u2122h\_2*NCC/3=O][u1122h]/1-1-2-2-2-2-2-3-3-3/a?|b?|c?|d?|e?|f?|g?|h?|i?|j?}-{a?|b?|c?|d?|e?|f?|g?|h?|i?|j?\_a?|b?|c?|d?|e?|f?|g?|h?|i?|j?}-{a?|b?|c?|d?|e?|f?|g?|h?|i?|j?\_a?|b?|c?|d?|e?|f?|g?|h?|i?|j?}-{a?|b?|c?|d?|e?|f?|g?|h?|i?|j?\_a?|b?|c?|d?|e?|f?|g?|h?|i?|j?}-{a?|b?|c?|d?|e?|f?|g?|h?|i?|j?\_a?|b?|c?|d?|e?|f?|g?|h?|i?|j?}-{a?|b?|c?|d?|e?|f?|g?|h?|i?|j?\_a?|b?|c?|d?|e?|f?|g?|h?|i?|j?}-{a?|b?|c?|d?|e?|f?|g?|h?|i?|j?\_a?|b?|c?|d?|e?|f?|g?|h?|i?|j?}-{a?|b?|c?|d?|e?|f?|g?|h?|i?|j?\_a?|b?|c?|d?|e?|f?|g?|h?|i?|j?}-{a?|b?|c?|d?|e?|f?|g?|h?|i?|j?\_a?|b?|c?|d?|e?|f?|g?|h?|i?|j?}-{a?|b?|c?|d?|e?|f?|g?|h?|i?|j?",2020-03-11 00:00:00,General,146303
5069,146244,"One of the ""HU cannabinoids"" synthesised by Raphael Mechoulam's research group at Hebrew University.",2020-03-12 00:00:00,General,146244
5070,67157,Typo in original Table S2 of PMID:31537530. For GlcNAb read GlcNAc.,2020-03-12 00:00:00,CompoundName,1029486
5071,146780,This is an abbreviation used in some journal articles.,2020-03-23 00:00:00,CompoundName,1030514
5072,147361,This is material with unspecified stereochemistry. There are separate entries for the racemate (imazaquin) and its individual enantiomers (R)- and (S)-imazaquin.,2020-04-01 00:00:00,General,147361
5074,147370,Aqueous solution of 20\% imazaquin-ammonium.,2020-04-02 00:00:00,CompoundName,1032216
5075,147378,"This is the entry for material with unspecified stereochemistry. There are separate entries for the racemate (imazapic) and its individual enantiomers, (R)- and (S)-imazapic.",2020-04-02 00:00:00,General,147378
5076,147408,"Please note that the structure shown is generic. Ammonium polyphosphate (APP) is a polymeric compound which can be linear or branched. Depending on the polymerization degree there are two main types of ammonium polyphosphates. APP Phase I are short, linear chain APPs where n<100, are highly water soluble and less thermally stable, decomposing at temperatures above 150degreeC. APP Phase II have a high polymerization degree, where n>1000 and is branched (cross-linked), it also has higher thermal stability, decomposition starts around 300degreeC.",2020-04-03 00:00:00,General,147408
5077,147438,"This is an entry for material with unspecified stereochemistry. There are separate entries for the racemate (furilazole) and its individual enantiomers, (R)- and (S)-furilazole.",2020-04-06 00:00:00,General,147438
5079,148439,Formulated as a suspension concentrate with ethephon.,2020-04-09 00:00:00,CompoundName,1037891
5080,149445,This is an entry for material with unspecified stereochemistry. There are separate entries for the racemate (cyclaniliprole) and its individual enantiomers (R)- and (S)-cyclaniliprole.,2020-04-09 00:00:00,General,149445
5081,149462,"This is the entry for material for unspecified stereochemistry. There are separate entries for the (3aR,8bS)-3-(2R) and the (3aS,8bR)-3-(2S) stereoisomers [(+)-GR24 and (-)-GR24 respectively].",2020-04-09 00:00:00,General,149462
5082,36163,The structure was updated due to new evidence found in PMID:16204889 which showed that the stereoconfiguration of the hydroxy group is (S).,2020-04-15 00:00:00,General,36163
5083,36183,The structure was updated due to new evidence found in PMID:16204889 which showed that the stereoconfiguration of the hydroxy group is (S).,2020-04-15 00:00:00,General,36183
5084,83281,The structure was updated due to new evidence found in PMID:16204889 which showed that the stereoconfiguration of the hydroxy group is (S).,2020-04-15 00:00:00,General,83281
5085,147369,Not recommended,2020-04-16 00:00:00,CompoundName,1038197
5086,149485,Not recommended,2020-04-16 00:00:00,CompoundName,1038200
5087,149501,synonym is ambiguous.,2020-04-20 00:00:00,CompoundName,1038334
5088,91238,"The term ""calcium ammonium nitrate"" is applied to multiple different, but closely related formulations.",2020-04-24 00:00:00,General,91238
5089,149641,The structure shown is that of human neocasomorphin. Bovine neocasomorphin has sequence Tyr-Pro-Val-Glu-Pro-Phe.,2020-05-05 00:00:00,General,149641
5090,145731,Reported in DOI:10.1021/acscatal.9b00621 and in patent: WO 2019/002459 (ref. 20).,2020-05-07 00:00:00,General,145731
5091,149677,This is the entry for material with unspecified stereochemistry. There are separate entries for the racemate (methcathinone) and its individual enantiomers (R)- and (S)-methcathinone.,2020-05-07 00:00:00,General,149677
5092,145808,Reported in DOI:10.1021/acscatal.9b00621 and in patent: WO 2019/002459 (ref. 20).,2020-05-07 00:00:00,General,145808
5093,149764,"This is the entry for material with unspecified stereochemistry. There are separate entries for the racemate (flufenprox) and its individual enantiomers, (R)- and (S)-flufenprox.",2020-05-18 00:00:00,General,149764
5094,149767,"This is the entry for unspecified stereochemistry. There are separate entries fro the racemate (rac-phenylacetylcarbinol) and its individual enatiomers, (R)- and (S)-phenylacetylcarbinol.",2020-05-18 00:00:00,General,149767
5095,78310,"It was previously thought that it contains alpha-D-glucopyranosyl residue which was later redetermined to be the beta-D-glucopyranosyl anomer. See J.Org.Chem. 1981, 46, 7, 1511.",2020-05-19 00:00:00,General,78310
5096,149786,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149786
5097,149787,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149787
5098,149788,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149788
5099,149789,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149789
5100,149790,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149790
5101,149791,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149791
5102,149792,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149792
5103,149793,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149793
5104,149794,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149794
5105,149795,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149795
5106,149796,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149796
5107,149797,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149797
5108,149798,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149798
5109,149799,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149799
5110,149800,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149800
5111,149801,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149801
5112,149802,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149802
5113,149803,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149803
5114,149804,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149804
5115,149805,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149805
5116,149806,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149806
5117,149807,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149807
5118,149808,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149808
5119,149809,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149809
5120,149810,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149810
5121,149811,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149811
5122,149812,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149812
5123,149813,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149813
5124,149814,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149814
5125,149815,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149815
5126,149816,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149816
5127,149817,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149817
5128,149818,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149818
5129,149819,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149819
5130,149820,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149820
5131,149821,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149821
5132,149822,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149822
5133,149823,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149823
5134,149824,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149824
5135,149825,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149825
5136,149826,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149826
5137,149827,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149827
5138,149828,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149828
5139,149829,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149829
5140,149830,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149830
5141,149831,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149831
5142,149832,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149832
5143,149833,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149833
5144,149834,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149834
5145,149835,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149835
5146,149837,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149837
5147,149838,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149838
5148,149839,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149839
5149,149840,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149840
5150,149841,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149841
5151,149842,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149842
5152,149843,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149843
5153,149844,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149844
5154,149845,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149845
5155,149846,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149846
5156,149848,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149848
5157,149849,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149849
5158,149850,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149850
5159,149851,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149851
5160,149852,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149852
5161,149853,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149853
5162,149854,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149854
5163,149855,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149855
5164,149856,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149856
5165,149857,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149857
5166,149858,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149858
5167,149859,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149859
5168,149860,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149860
5169,149861,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149861
5170,149862,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149862
5171,149863,anti-coronaviral activity data of this compound obtained from ChEMBL,2020-05-22 00:00:00,General,149863
