ACO;ShotsDate;Sex;ReceiptNumber;PitNumber;Name;KennelNumber;EnteredBy;DispositionDate;DateImpounded;Color;Code;Breed;ApproxWeight;AnimalID;Age category;Source;Status
0;2004-12-11;F/S;15380 BC3;20078;Trixie;200;;;2004-12-05;White w/ Black Spots;;Dalmatian;60lbs.;9699;;BROUGHT-IN;Sold
0;;F;Jez;40093;Emma;400;;;2004-12-05;Black;;Retreiver X;55 lbs;9701;;HOLDING STRAY;Ride Home Free
5;;M/N;Amy;40005;Baxter;400;;;2004-12-06;Black & Tan;;Rottweiler X;75lbs;9703;;HOLDING STRAY;Ride Home Free
22;2004-12-04;F/S;15388Jez;20073;Claire;200;;;2004-11-24;Black & White & Grey;;Cattle Dog X Husky;40lbs;9709;;HOLDING STRAY;Sold
12;2004-12-04;M/N;16452 ARD;20037;Atticus;200;;;2004-11-27;Black & Tan;;Shepherd;;9715;;HOLDING STRAY;Sold
22;;F;;20021;Leah;200;;;2004-12-15;Brindle;;Mastiff;90 lbs;9720;;BROUGHT-IN;Redeemed
12;2003-08-16;M/N;15921 - skj;20041;Merlin;200;;;2003-08-02;Black & Tan;;German Shepherd;45 lbs;9721;;HOLDING STRAY;Sold
21;;M/N;16475KM;20072;;200;;;2005-01-08;Black;;Lab X;100lbs;9725;;HOLDING STRAY;Redeemed
21;;M;16466 - skj;20052;Peppy;200;;;2005-01-05;Red;;Dachshund Long Hair;15lbs;9738;;HOLDING STRAY;Redeemed
14;;M/N;Amy;40099;Roscoe;400;;;2005-01-12;Tri -Colour;;Bassett Hound;;9749;;HOLDING STRAY;Ride Home Free
12;;F/S;N/C;40028;Socks;400;;;2004-10-29;Tan & White;;Pitbull;70lbs;9751;;POLICE-NIGHT;Ride Home Free
5;;F/S;;40055;Chutney;400;;;2005-01-13;Black;;Labrador X;30 lbs;9752;;HOLDING STRAY;Ride Home Free
12;;F;;40005;Ginger;400;;;2004-12-18;Red;;Chow Chow;49.8 lbs;9753;;HOLDING STRAY;Behavior
21;;M;BC3;40023;Eddie;400;;;2005-01-13;Black & Tan;;German Shepherd;65lbs;9756;;PATROL;Ride Home Free
0;2004-11-27;M/N;16459,MC;20053;Bailey;200;;;2004-11-15;Red & Black;;Collie X;70 lbs;9759;;HOLDING STRAY;Sold
12;;M/N;16492,MC;20010;Gulliver;200;;;2005-01-15;Black & Tan;;Miniature Pincher;10 lbs;9762;;HOLDING STRAY;Redeemed
0;2005-01-22;M/N;15927,JF;20052;Nyles (Now Cooper);200;;;2005-01-15;Beige;;Wheaten Terrier X;20 lbs;9764;;COMPLAINT;Sold
6;;M;15933 - skj;20073;Brian;200;;;2005-01-31;Golden;;Golden Retriever;;9767;;HOLDING STRAY;Redeemed
3;2004-12-04;F/S;16465gp;20035;Joy;200;;;2004-11-29;Black & Grey;;Lab X Whippet;35;9768;;OWNER-SURRENDERED;Sold
20;2005-01-08;F/S;16484,JS;20001;Willow;200;;;2004-12-23;Brown & White;;Am Staff X Boxer;25 lbs;9771;;BROUGHT-IN;Sold
5;;M;;40052;Judo;400;;;2005-01-02;Black & White;;Border Collie X Lab;70lbs;9773;;HOLDING STRAY;Ride Home Free
5;;F/S;;40093;Junebug;400;;;2005-01-03;Tan;;Shep X;;9775;;BROUGHT-IN;Ride Home Free
0;;M/N;FRH ks;40003;Chevy;400;;;2005-01-04;Red & Black & Tan;;Rotty X;85lbs.;9776;;HOLDING STRAY;Ride Home Free
0;;F;16458 BC;20031;Lucie;200;;;2005-01-04;Black & White;;Border Collie  X;50 lbs;9777;;BROUGHT-IN;Redeemed
0;;F;RHF  ks;40073;Bam Bam;400;;;2005-01-04;Tri -Colour;;Yorkie;10lbs.;9778;;HOLDING STRAY;Ride Home Free
14;2004-02-10;F/S;15930#17KM;20013;Gemma;200;;;2004-11-22;Tan;;Pitbull;30 lbs.;9781;;OWNER-SURRENDERED;Sold
14;;F;;40077;Katty;400;;;2005-01-21;Gold;;Lab X Husky;75;9787;;PATROL;Ride Home Free
0;;F/S;Jez;40011;Hana;400;;;2005-01-21;Tri- Colour;;Beagle;25lbs;9788;;HOLDING STRAY;Ride Home Free
12;;F/S;15505 jn;20055;Chutney;200;;;2005-01-22;Black;;Lab X;50 lbs;9794;;HOLDING STRAY;Redeemed
0;;M/N;15931#17KM;20066;Bonsai;200;;;2005-01-29;Black;;Lab X;85 lbs;9815;;PATROL;Redeemed
12;;F/S;jn122;40013;Leah;400;;;2005-01-29;Black & White;;Border Collie X;60 lbs;9816;;HOLDING STRAY;Ride Home Free
20;;M;16460,MC;20032;Charlie;200;;;2005-01-01;White & Tan;;Terrier X;16 lbs;9819;;BROUGHT-IN;Redeemed
20;;M/N;N/C;20001;Lucky (now Stewart);200;;;2005-01-01;Blonde;;Domestic Rat;12 oz;9821;;BROUGHT-IN;Sold
0;;F;Jez;40077;Summer;400;;;2005-01-30;Sable;;Sheltie;20lbs;9824;;COMPLAINT;Ride Home Free
14;;F;16427 - skj;20055;Casey;200;;;2005-02-17;Tan & White;;Jack Russell;15lbs;9827;;HOLDING STRAY;Redeemed
20;;M;16432,MC;20013;JD;200;;;2005-02-17;Black & Tan;;Rottweiler X Shep;80;9829;;COMPLAINT;Redeemed
0;;M;15957,MC;20045;Topazio;200;;;2005-02-18;Black & White;;Border Collie X;55 lbs;9831;;PATROL;Redeemed
5;;M/N;15959 - skj;20089;Thor;200;;;2005-02-20;Brindle;;Wolfhound X;90lbs;9839;;POLICE-DAY;Redeemed
20;;M/N;;40077;Tkaya;400;;;2004-12-17;Red;;Chow X;65 lbs;9843;;OTHER;Transferred
0;;M/N;15967 ks;20029;Murphy;200;;;2005-02-22;Tan with Brown;;Lhasa X Shih Tzu;12lbs.;9847;;HOLDING STRAY;Redeemed
5;;M;15943 - skj;20082;Sasha;200;;;2005-01-17;Black & White;;Malamute X Shep;60lbs;9849;;COMPLAINT;Redeemed
0;;F;15970 Amy;20056;Kona;200;;;2005-02-24;Tan;;Jindo;55lbs;9852;;HOLDING STRAY;Redeemed
14;;M/N;;40063;Chemo;400;;;2005-02-25;White;;West Highland Terrier;10;9853;;HOLDING STRAY;Ride Home Free
13;;F;;40045;Rudy;400;;;2005-02-25;Liver & White;;English Springer Spaniel;45;9854;;HOLDING STRAY;Ride Home Free
20;;M;16418 - skj;20063;Domie;200;;;2005-02-12;Brindle Brown & White;;Pit Bull X;50 lbs;9869;;POLICE-NIGHT;Redeemed
5;;M/N;;40077;Angus;400;;;2005-02-13;Silver & Grey;;Cairn Terrier;;9873;;COMPLAINT;Ride Home Free
12;;F/S;Jez;40035;Jenna;400;;;2005-02-25;Black;;Lab X Rotty;65 lbs;9879;;COMPLAINT;Ride Home Free
0;;M/N;15974,Jez;20056;Nike;200;;;2005-02-25;Black;;Lab X Shep;60lbs;9880;;COMPLAINT;Redeemed
0;;F/S;15978JF;20045;Kaya;200;;;2005-02-26;Black;;Labrador Retriever;65 lbs;9882;;HOLDING STRAY;Redeemed
5;;M;;40066;Ravage;400;;;2005-02-27;Black & Tan;;Doberman;;9884;;HOLDING STRAY;Ride Home Free
8;;M;RHF;40044;Shinto;400;;;2005-02-28;Black & Tan;;German Shepherd;90lbs;9887;;HOLDING STRAY;Ride Home Free
14;2004-02-01;M/N;16404JF13;20094;Banjo;200;;;2004-12-06;Black;;Retriever X Chow X BC;40 lbs.;9890;;BROUGHT-IN;Sold
0;;M;15934 - skj;20053;Dingo;200;;;2005-01-25;Black with White Patches;;Lab X Border Collie;60;9892;;HOLDING STRAY;Redeemed
0;;F;Katie Ernst;40028;;400;;;2005-02-03;Black & Tan;;German Shepherd  X;25lbs;9895;;BROUGHT-IN;Transferred
19;2005-02-12;M/N;15961 - skj;20058;Ryder;200;;;2005-02-04;Tan;;Lab X;60;9900;;HOLDING STRAY;Sold
13;;F/S;15942-KM17;20037;Hunter;200;;;2005-02-05;Black;;Lab;70 lbs;9901;;HOLDING STRAY;Redeemed
21;;M/N;16412 - skj;20023;Rex;200;;;2005-02-05;Tan;;Shep X Lab;70 lbs;9902;;HOLDING STRAY;Redeemed
21;;F/S;16412 - skj;20079;Happy;200;;;2005-02-05;Black & Tan;;Rotty;55 lbs;9903;;HOLDING STRAY;Redeemed
0;;M;15945#17KM;20017;;200;;;2005-02-05;Black;;Black Lab X Pit;50 lbs;9904;;POLICE-NIGHT;Redeemed
1;;M/N;16408 - skj;20017;Sweetness;200;;;2005-02-06;Grey & Tan;;Yorkshire Terrier;10;9909;;POLICE-NIGHT;Redeemed
5;;F;16405JF13;20024;Jessy;200;;;2005-02-07;White with Brown Ear;;Husky X Lab;60lbs;9912;;HOLDING STRAY;Redeemed
5;;M/N;;40004;Zack;400;;;2005-02-08;Grey & White;;Terrier X;;9914;;;Ride Home Free
0;;F;15948  JS06;20024;Bali;200;;;2005-02-08;Black & Tan;;Shep X;50 lbs;9916;;;Redeemed
22;;M;16413gp;20082;Berry;200;;;2005-02-09;Black & Tan;;German Shepherd;70lbs;9917;;HOLDING STRAY;Redeemed
12;;M/N;16409 gp;20064;Max;200;;;2005-02-09;Tan;;Shepherd X;85lbs;9918;;HOLDING STRAY;Redeemed
12;;M;15971 - skj;20029;Bruno;200;;;2005-02-23;Black & Tan;;Min. Pinscher;15 lbs;9926;;HOLDING STRAY;Redeemed
12;;M;16352 - skj;20066;Lucky;200;;;2005-03-02;Black & Tan;;Shep  X;60;9931;;POLICE-DAY;Redeemed
12;;M/N;16352 - skj;20032;Rusty;200;;;2005-03-02;Gold;;Chow  X;80;9932;;POLICE-DAY;Redeemed
22;2004-11-27;M/N;15988,MC;20038;Luke;200;;;2004-11-09;Black & Tan;;Husky X Collie;80 lbs;9937;;COMPLAINT;Sold
0;;M;;40017;;400;;;2005-03-18;Black & White Brindle;;Lab X Pit Bull;35 lbs;9942;;HOLDING STRAY;Transferred
5;;F;;40089;Princess;400;;;2005-03-03;Black & Tan;;Rottweiler;90lbs;9943;;POLICE-DAY;Ride Home Free
0;;M;ks19;40063;Roman;400;;;2005-03-04;Liver & White;;German Short Haired Pointer;85 lbs;9948;;HOLDING STRAY;Ride Home Free
21;;M;16442,MC;20030;Champ;200;;;2005-03-26;Yellow;;Lab X;;9950;;POLICE-NIGHT;Redeemed
0;;F/S;Guy;40037;Stella;400;;;2005-03-26;Tri Colour;;Husky;75lbs;9955;;HOLDING STRAY;Ride Home Free
0;2005-02-26;M/N;16376 - skj;20058;Mel;200;;;2005-02-22;Black & White & Brown;;Malamute X;82 lbs;9957;;BROUGHT-IN;Sold
8;2005-02-26;F/S;15991 DT;20070;Irie;200;;;2005-02-22;Tan;;Cocker Spaniel;20 lbs;9958;;HOLDING STRAY;Sold
5;;M;16435,MC;20010;Charlie;200;;;2005-03-05;Black;;Dacshund;12 lbs;9961;;COMPLAINT;Redeemed
17;;F/S;KM;40017;Abby;400;;;2005-03-06;Black & White;;Lab X;;9965;;HOLDING STRAY;Ride Home Free
22;;F;FHF;40016;April;400;;;2005-03-07;Black & White;;Border Collie X;60;9966;;HOLDING STRAY;Ride Home Free
13;;M/N;16362,KS;20063;Boots;200;;;2005-03-08;Tan;;Maltese  X;12;9970;;HOLDING STRAY;Redeemed
21;;F/S;16369 - skj;20035;Toffee;200;;;2005-03-10;Tan;;Collie X Golden Retriever;50lbs;9974;;HOLDING STRAY;Redeemed
12;;M/N;zz;40002;Wesley;400;;;2005-03-26;Tan;;Cocker Spaniel;;9978;;HOLDING STRAY;Ride Home Free
0;;F;16304 - skj;20028;Rosey;200;;;2005-03-28;Wheaton;;CairnTerrier;20 lbs;9981;;BROUGHT-IN;Redeemed
0;;M;16304 - skj;20037;Joey;200;;;2005-03-28;Wheaton;;Cairn Terrier;20 lbs;9982;;BROUGHT-IN;Redeemed
8;;F/S;JN12;40021;Angel;400;;;2005-03-29;White;;West Highland Terrier X Bichon;5 kg;9983;;HOLDING STRAY;Ride Home Free
8;;F;;40002;Jump;400;;;2005-03-30;Brown & White;;Chihuahua X Pomeranian;10 lbs;9984;;HOLDING STRAY;Ride Home Free
20;;M/N;16445gp;20001;Motis;200;;;2005-03-10;Black & Tan;;Shepherd  X;60lbs;9991;;HOLDING STRAY;Redeemed
14;;M/N;MC;40070;Charlie;400;;;2005-03-11;Tri Colour;;Beagle;25 lbs;9993;;BROUGHT-IN;Ride Home Free
0;;M;16365 DT;20070;Charlie;200;;;2005-03-11;Chocolate;;Labrador;80 lbs;9994;;PATROL;Redeemed
6;;F/S;;40020;Hunter;400;;;2005-03-11;Black;;Lab X;60 lbs;9995;;HOLDING STRAY;Ride Home Free
0;;M/N;;40067;Rocky;400;;;2005-03-11;Tan;;Dobie  X;75 lbs;9999;;HOLDING STRAY;Ride Home Free
20;;F;;40026;Mengay;400;;;2005-03-11;Black & Tan;;Rottweiler X;55 lbs;10000;;HOLDING STRAY;Ride Home Free
21;;F;16366#17KM;20002;;200;;;2005-03-12;Brown & Tan;;Rottweiler X;45lbs;10001;;POLICE-EMERGENCY;Redeemed
5;;M/N;15985 - skj;20067;Tuck;200;;;2005-03-01;Black & White;;Husky;70lbs;10006;;SPCA;Redeemed
12;;F/S;JN12;40003;Tina;400;;;2005-03-12;Tri -Colour;;Beagle;20 lbs;10009;;HOLDING STRAY;Ride Home Free
0;2005-12-03;F/S;16377 - skj;20073;Talula-Jain (was Viva);200;;;2005-03-01;Black & Tan;;Shep X Border Collie;50lbs;10011;;BROUGHT-IN;Sold
17;;M/N;16434,TU;20032;Miata;200;;;2005-03-01;Red & Brown;;Pomeranian;15;10012;;HOLDING STRAY;Redeemed
22;;F;15986 - skj;20089;Casey;200;;;2005-03-02;White & Brown;;Jack Russell;15lbs;10013;;HOLDING STRAY;Redeemed
5;;M/N;16368 - skj;20026;Tuk;200;;;2005-03-13;Black  & White;;Husky;60;10016;;COMPLAINT;Redeemed
14;;M;16374,MC;20030;Pico;200;;;2005-03-17;Tri Colour;;Beagle X Hound;40lbs;10024;;HOLDING STRAY;Redeemed
6;;M;;40035;Chomper;400;;;2005-03-17;Grey & White;;Husky X Shep;60 lbs;10026;;HOLDING STRAY;Ride Home Free
6;;M;;40030;Bo-Dacious;400;;;2005-03-17;Chocolate & White;;Pitbull;50 lbs.;10027;;POLICE-NIGHT;Ride Home Free
13;;M/N;16387 - skj;20005;Rudy;200;;;2005-03-20;Black;;Flat Coat Retreiver X;90;10031;;HOLDING STRAY;Redeemed
0;2005-02-19;F/S;16379 ks;20017;Lira;200;;;2005-02-10;Black with White Paws;;Akita  X;60lbs;10036;;BROUGHT-IN;Sold
14;;F;16385 KM;20037;Teeka;200;;;2005-03-18;Black & Blonde;;Shep  X;40;10038;;HOLDING STRAY;Redeemed
0;;M/N;16383JF13;20029;Sammy;200;;;2005-03-19;White;;Bichon X Shih Tzu;17 lbs;10041;;BROUGHT-IN;Redeemed
14;;M/N;16446 gp;20001;Sam;200;;;2005-03-23;Fawn;;Greyhound;70 lbs.;10051;;HOLDING STRAY;Redeemed
21;;M/N;16447 - skj;20063;Buddy;200;;;2005-03-23;Black;;Lab X;90lbs.;10052;;HOLDING STRAY;Redeemed
5;;M;16397-ARD;20007;Roots;200;;;2005-03-24;Brindle;;Mastiff X;75lbs;10054;;COMPLAINT;Redeemed
12;;M;jn12;40099;Nuggs;400;;;2005-03-24;Black & Tan & White;;Rottweiller X;;10055;;HOLDING STRAY;Ride Home Free
5;;F/S;16449wrs;20016;;200;;;2005-03-25;Buff;;Cocker;25 lbs;10058;;HOLDING STRAY;Redeemed
0;2005-03-05;M/N;16443 - skj;20045;Toby (was Suko);200;;;2005-03-04;White;;Bichon  X Poodle;20 lbs;10059;;OWNER-SURRENDERED;Sold
0;;M;;40010;Frosty;400;;;2005-03-10;White;;American Eskimo;25lbs;10060;;BROUGHT-IN;Ride Home Free
0;;M;16329 - skj;20002;Chico;200;;;2005-04-07;Caramel & White;;Pitbull X;30 Lbs;10063;;POLICE-EMERGENCY;Redeemed
22;;M;16331 - skj;20073;Nugs;200;;;2005-04-07;Black & Tan & Brindle;;Rott X Shep;30 lbs;10064;;HOLDING STRAY;Redeemed
0;;M/N;;40006;Drake;400;;;2005-04-04;Tan & Black;;Shep X Corgi;50 lbs;10068;;OWNER-SURRENDERED;Owner Request - Signed Over
19;;M/N;;40017;Merlin;400;;;2005-04-08;Black & White on Chest;;Lab X;92 lbs;10069;;BROUGHT-IN;Ride Home Free
20;2005-04-16;M/N;16280JF;20007;Gyro;200;;;2005-04-08;White;;Maltese;10 lbs;10070;;HOLDING STRAY;Sold
13;2005-04-16;F/S;16284 ks;20038;Sophie;200;;;2005-04-09;Black & Tan & White;;Beagle X Shepherd;30 lbs;10071;;HOLDING STRAY;Sold
21;2005-03-26;F/S;16349wrs;20013;Raven;200;;;2005-03-03;Black & Silver;;Shep  X;50;10076;;POLICE-DAY;Sold
0;2005-04-07;M/N;16344 - skj;20082;Puppy Five (now Odin);200;;;2005-03-19;Brown & Black;;Lab X;8 Lbs;10078;;OTHER;Sold
0;2005-04-07;M/N;16265,JS;20088;Puppy Six;200;;;2005-04-09;Brown & Black;;Lab X;8;10079;;OTHER;Sold
0;2005-04-07;F/S;16347wrs;20083;Puppy Eight;200;;;2005-03-19;Brown & Black;;Lab X;8;10081;;OTHER;Sold
0;2005-04-07;F/S;16337,MC;20086;Puppy Nine;200;;;2005-03-19;Brown & Black;;Lab X;8;10082;;OTHER;Sold
0;;F;16346 - skj;20004;Keko;200;;;2005-04-05;Black & Tan;;Shepherd;40 Lbs;10093;;HOLDING STRAY;Redeemed
20;;M;16343, DT;20026;Hugo;200;;;2005-04-09;White;;Am Staff  X  Boxer;60 lbs;10096;;POLICE-NIGHT;Redeemed
5;;M/N;;40088;Juneau;400;;;2005-04-10;Yellow;;Labrador;;10098;;HOLDING STRAY;Ride Home Free
22;;F;;40026;Sadie;400;;;2005-04-12;Tan & Black;;Fox Terrier;16lbs;10103;;HOLDING STRAY;Ride Home Free
14;2005-03-26;M/N;16322JF;20038;Frodo;200;;;2005-03-10;Red & White;;Australian Cattle Dog;55;10107;;POLICE-NIGHT;Sold
17;;M/N;MC;40004;Jethro;400;;;2005-04-13;Black & Tan;;Rotty X Hound;110lbs;10111;;HOLDING STRAY;Ride Home Free
20;2005-04-23;M/N;16160 - skj;20023;DJ (now Tanner);200;;;2005-04-14;Yellow;;Labrador Retriever;65 lbs;10115;;HOLDING STRAY;Sold
0;;F;FRH ks19;40063;Lucky;400;;;2005-04-29;Black & Tan;;German Shep X;;10124;;COMPLAINT;Ride Home Free
20;;M;16167,MC;20005;Hairball;200;;;2005-04-29;White;;Maltese;5 lbs;10126;;COMPLAINT;Redeemed
20;;M/N;16176,MC;20047;Polo;200;;;2005-04-29;Brown & White;;Am Staff X Lab;45 lbs;10127;;COMPLAINT;Redeemed
13;;F/S;16269,GP;20047;Kaylee;200;;;2005-04-16;Golden;;Golden Retriever;50lbs;10131;;HOLDING STRAY;Redeemed
5;2005-01-15;M/N;16338,MC;20093;Pete;200;;;2005-01-03;Black & Tan & White;;Shep X;80 lbs;10133;;POLICE-NIGHT;Sold
0;2005-03-05;M/N;16321 Amy;20056;Spunky;200;;;2005-02-26;Black & White;;Pit Bull X American Bulldog;60;10134;;BROUGHT-IN;Sold
22;;M;FRH;40044;J.D. Or Dog;400;;;2005-04-18;Black & Tan;;Shep X;75 lbs;10138;;HOLDING STRAY;Ride Home Free
5;2005-12-03;M/N;16163gp;20024;Roller;200;;;2005-02-28;Brindle & White Paws;;Pitbull;45lbs;10143;;COMPLAINT;Sold
5;;M/N;FHF;40005;Midnight;400;;;2005-04-19;Black;;Lab;70lbs;10144;;HOLDING STRAY;Ride Home Free
0;;F;16288 - skj;20047;Noosa;200;;;2005-04-19;Chocolate;;Lab;50lbs.;10145;;HOLDING STRAY;Redeemed
0;;M;16290, ks;20073;Esco;200;;;2005-04-20;Fawn with Black Mask;;Pug;20lbs;10147;;HOLDING STRAY;Redeemed
8;;F/S;;40017;Shjaa;400;;;2005-04-20;Black & White & Grey;;Siberian Husky;80 lbs.;10148;;HOLDING STRAY;Ride Home Free
20;2005-02-05;M/N;16268,gp;20044;Fozzie Bear;200;;;2005-01-23;Black & Tan;;Husky X Shepherd X Collie;80 lbs;10150;;HOLDING STRAY;Sold
8;;M/N;DT;40037;Charley;400;;;2005-04-21;Black;;Lab;60 lbs.;10153;;COMPLAINT;Ride Home Free
22;;F/S;MC;40013;Shadow;400;;;2005-04-21;Black & White;;Lab X;50 lbs;10155;;POLICE-DAY;Ride Home Free
41;;M;;;Mr. Wrinkles;43;David Brown;;2019-12-01;Grey & White;;Pit Bull;;30354;Young Adult;SEIZED;Seized
26;;F;;;Snuffles (New Name);ISO;Samantha  Law;;2020-06-29;Cream;;Rat, Fancy;;30658;Adult;COMPLAINT;Hold
;;M;;;Spike;20;Mukhan Gill;;2020-07-10;Black, brown/white;;Beagle;;30677;Senior;HOLDING STRAY;Impound
40;;M/N;;;Percy;18;Meagan Kaisers;;2020-07-17;Red;;Miniature Poodle;;30687;Adult;HOLDING STRAY;Impound
14;;M;22171,MC;20017;Chewbaca;200;Brad Martin;;2006-09-08;Brown;;Pomeranian;10 lbs.;4;;HOLDING STRAY;Redeemed
22;2006-10-07;M/N;22565 - skj;20053;Cadillac;200;Lori Fitzgerald;;2006-09-06;White with Brown Patch on Eye;;American Bulldog X;80 lbs;5;;HOLDING STRAY;Sold
22;2008-12-28;M/N;23001,JF;20028;Nicky;200;Lori Fitzgerald;;2006-12-13;Black & Tan;;Shepherd;100 lbs;8;;POLICE-DAY;Redeemed
12;;M/N;22970 AD;20047;Cyrus;200;Jeanette Nelson;;2006-12-30;Black & Tan;;Rottweiler;100 lbs;9;;COMPLAINT;Redeemed
12;2008-12-28;M/N;22968 - skj;20010;Yoshi;200;Jeanette Nelson;;2006-12-31;White;;Bichon Frise X;20 lbs;10;;COMPLAINT;Redeemed
22;;M;22986,SJ;20052;Charlie;200;Lori Fitzgerald;;2007-01-11;Liver & White;;German Short Hair Pointer;80 lbs;15;;HOLDING STRAY;Redeemed
;2007-01-20;F/S;22978 - skj;20052;Rosalyn;200;Christian Deans;;2007-01-13;Brindle;;Mastiff X;45lbs;19;;BROUGHT-IN;Sold
3;;M;23141dk;20035;Austin;200;Bob Cristofoli;;2007-01-14;Black & Tan;;Rottweiler;80;21;;BROUGHT-IN;Redeemed
20;;F/S;23140dk;20032;Okra;200;Deb Thomas;;2007-01-14;Red & White;;Stumpy Tailed Cattle Dog;40 lbs;22;;PATROL;Redeemed
4;;M;23161-DVP;20030;Jake;200;Rachel Blyth;;2007-01-15;Red & Black;;Rottie X;90 lbs;25;;BROUGHT-IN;Redeemed
;;M/N;21247 ks;20077;Tucker;200;Brad Martin;;2007-01-19;Brindle;;Cattledog;60 lbs;30;;HOLDING STRAY;Redeemed
;;F/S;22899rf4;20077;Lassie;200;Brad Martin;;2007-01-20;Tri;;Collie;65 lbs;33;;HOLDING STRAY;Redeemed
;;M;ARD;40024;Jaspur;400;Deb Thomas;;2007-01-20;Black & Tan;;Rottweiler X GSD;45 lbs;36;;BROUGHT-IN;Ride Home Free
4;;F/S;23166,MC;20028;Peanut;200;Rachel Blyth;;2007-01-20;Gold;;Golden Retriever;75 lbs;37;;POLICE-DAY;Redeemed
20;;F;23156-ARD;20048;Ruby;200;Deb Thomas;;2007-01-21;Black & Tan;;German Shepherd;65 lbs;38;;HOLDING STRAY;Redeemed
4;;M;22995 - skj;20077;Philo;200;Rachel Blyth;;2007-01-21;Harlequin;;Great Dane;100 lbs +;40;;POLICE-DAY;Redeemed
4;;F/S;22995 - skj;20029;Sophie;200;Rachel Blyth;;2007-01-21;Harlequin;;Great Dane;100 lbs;41;;POLICE-DAY;Redeemed
3;;F/S;23162-DVP;40070;Lexi;400;Bob Cristofoli;;2007-01-23;White & Black;;English Cocker Spaniel;15 lbs;43;;POLICE-EMERGENCY;Ride Home Free
;;F;23168 ks;40023;Ruby;400;Brad Martin;;2007-01-25;Black & Tan;;German Shepherd;60 lbs;47;;HOLDING STRAY;Ride Home Free
22;;M/N;;40000;Jasper;400;Lori Fitzgerald;;2007-01-25;Grey;;Schnauzer;;49;;HOLDING STRAY;Ride Home Free
;;F/S;;40000;Zoe;400;Melody Woodard;;2007-01-25;Black;;Mini Schnauzer;25lbs.;50;;HOLDING STRAY;Ride Home Free
4;;M/N;23173-ARD;20032;Nixon;200;Rachel Blyth;;2007-01-28;Black & Brown;;Pekingese X Yorkie;8 lbs;53;;HOLDING STRAY;Redeemed
5;;M;23301 - skj;20021;Yubee;200;Bill Stevenson;;2007-01-28;Tan;;Pomeranian;5lbs;54;;HOLDING STRAY;Redeemed
4;;M/N;n/r;40000;Rudy;400;Rachel Blyth;;2007-01-30;Black;;Beagle X;;56;;HOLDING STRAY;Ride Home Free
14;;M/N;Amy;40000;Tyler;400;Ching Koo;;2007-01-31;Black with White;;Retriever X Border Collie;40 lbs.;60;;COMPLAINT;Ride Home Free
14;;M;;40000;Kodiak;400;Ching Koo;;2007-02-02;Brown;;Labrador;70 lbs.;63;;HOLDING STRAY;Ride Home Free
4;2007-02-10;M/N;23315 - skj;20026;Leroy;200;Rachel Blyth;;2007-02-03;Black & Tan;;Australian Shep X Rott;70 lbs;67;;BROUGHT-IN;Sold
;;F;23404,MC;20053;Holden;200;Brad Martin;;2007-02-10;Black & Tan;;Australian Terrier;5 lbs;74;;HOLDING STRAY;Redeemed
7;2009-01-07;M/N;MC;40064;Shadow;400;Morgan Choy;;2007-02-10;Black;;Lab;50 lbs;75;;BROUGHT-IN;Ride Home Free
;;M/N;23407-ARD;20041;Fenris;200;Rachel Blyth;;2007-02-10;Black & White;;Shepherd X;50 lbs;76;;HOLDING STRAY;Redeemed
20;;F/S;23409,MC;20012;Lulu;200;Deb Thomas;;2007-02-10;Black & Tan;;Collie X GSD;45 lbs;80;;HOLDING STRAY;Redeemed
;;F/S;23314 - skj;20035;Billy;200;Karen Sinclair;;2007-02-12;Black & Tan;;Long Hair German Shepherd;65 Lbs;82;;HOLDING STRAY;Redeemed
5;;M/N;23210 rf4;20085;Beleigo;200;Rachel Blyth;;2007-02-12;Grey & Brown;;Yorkshire Terrier;5 lbs;83;;POLICE-DAY;Redeemed
;2009-01-07;M/N;JF13 & LF22;40000;Oscar;400;Jez Figol;;2007-02-14;Black;;Affenpinscher;25lbs;85;;OTHER;Ride Home Free
4;;M;8925;20044;Timber;200;;;1999-01-12;Brown & White;;Pitbull;;104;;;Owner Request - Signed Over
9;;M/N;7820;20043;Charlie  ($15.00 );200;;;1999-02-02;Black;;Pitbull  X;;105;;;Owner Request - Signed Over
6;;M;8862, JF 1;20095;Guiness;200;;;1999-02-26;Black/Tan;;Shepherd X;;107;;;Redeemed
0;;M;8865, MC 7;20010;;200;;;1999-02-26;Blk/Tan/ Wht;;Shep X Husky;;115;;;Sold
1;;F;8873, MC 7;20011;Jewel;200;;;1999-02-27;Blk with White Chest;;Lab  (Young dog );;117;;;Sold
17;;F/S;7850s, JF 17;20038;Rosie;200;;;1999-02-28;White/blck/brwn;;JR Terrier;;118;;;Redeemed
0;;F;8871, MC 7;20035;;200;;;1999-02-28;Blue merle/ wht/tan;;Span X Heeler;;119;;;Sold
4;;M;8383s;20041;;200;;;1999-03-03;Black/White;;Husky;;130;;;Redeemed
49;1999-03-15;F;8266, BE 9;20041;Zelda;2004;;;1999-03-03;Black/Tan;;Shepherd X  (SPCA);;132;;;Redeemed
0;1998-12-30;M/N;8909;20040;Max (2);200;;;1998-12-10;Black Brindle and White;;Shep X;;134;;;Sold
0;1999-01-06;M;8908s;20024;Mickey;200;;;1998-12-28;Brown;;Shep X;;136;;;Sold
0;1999-01-27;M;8371, BP 6;20087;Fozzie;200;;;1999-01-19;Grey & White;;Elkhound X Chow;;143;;;Sold
