CODI;TIPUS_VIA;PARTICULES;NOM;DATA_APROV;NOTES_DATA;DESCRIPCIO1;DESCRIPCIO2;FONTS_DOC;ALTRES_NOMS
700072;carrer;de la;Marinada;29/06/1987;;El vent que puja de mar cap a terra. Anomenat també embat i garbí.;;{PC:fn}.;
197620;passatge;de;Mariné;;Abans de 1882;Agustí Mariné i Iglésias (1800 - 1871). Propietari des de 1851 per cessió de Francesc Mariné i Calvet i altres, hereus de Pau Mariné, l'any 1801.;;{RP5:36.64}.;
197700;passatge;de;Mariner;19/11/1929;;Llinatge dels propietaris que obriren i urbanitzaren la via pública.;;{RP5:36}.;"Mariné (grafia original del llinatge); Castelldefels, 1907-1929"
197801;carrer;dels;Mariners;;Abans de 1900;En homenatge als homes de mar. En aquest carrer existí un hostal per a mariners en trànsit.;;{n80}.;Marineros
197903;passeig;;Marítim de la Barceloneta;23/03/1992;;Voreja el mar, des de la Barceloneta fins al carrer de la Marina.;;{n80*}.;"Marítim, 20/12/1979; Marítimo del General Acedo"
350308;carrer;de;València;19/12/1863;;Regne de València i capital del País Valencià.;;{n80}.;Lletra K (Pla Cerdà)
701139;jardins;del;Valent Petit;04/11/1994;;Pel nom d'una antiga masia de la Bordeta.;;{PC:en}.;
350603;plaça;de;Valentí Almirall;17/03/1908;;Valentí Almirall i Llozer (Barcelona, 1841 - 1904). Polític i escriptor. Fou una de les figures més importants del ressorgiment polític català. L'any 1879 publicà El Diari Català, el primer diari en llengua catalana.;;{n80}.;"Valentín Almirall; Constitución"
350705;carrer;de;Valentí Iglésias;10/05/1917;;Valentí Iglésias i Riera (Sant Martí Sesgueioles, 1844 - Barcelona, 1916). Propietari dels terrenys on s'obrí el carrer. El seu fill Valentí Iglésias i Abelló, que morí el 1966, fou regidor de la barriada el 1922 i el 1930.;;{RP2:22.84.}.;Valentín Iglésias
209300;passatge;de;Valeri Serra;26/02/1982;;Valeri Serra i Boldú (Castellserà, 1875 - Barcelona, 1938). Folklorista i publicista. Creador de l'Arxiu de Tradicions Populars (1928).;;{PC:fn}.;Merced
350807;carrer;dels;Valero;07/03/1939;;"Valero (segle XIX - XX). Família d'actors teatrals: José (Sevilla, 1808 - Barcelona, 1891); els seus germans, Josefa i Isidoro (? - Barcelona, 1906), i el seu fill, Ricardo.";;{n80}.;"Flos i Calcat, 13/01/1933; De Valero, 05/09/1907; Tort, 05/01/1876"
350909;carrer;de;Valeta d'Arquer;26/06/1946;;Josep Valeta d'Arquer (Arenys de Mar, 1876 - Barcelona, 1947). Advocat. Propietari dels terrenys que urbanitzà en l'antiga finca dels Fontcuberta-Dalmases.;;{RP6:25.68.}.;Valeta de Arquer
032608;carrer;de la;Valira;05/09/1907;;La Valira, riu afluent en el marge dret del Segre, a Andorra. Aprovat com a carrer de Balira.;;;Balira
352303;carrer;de la;Vall d'Aran;30/07/1929;;Vall pirinenca, a l'extrem nord-oest de Catalunya. Comarca del Principat.;;{n80}.;"Valle de Arán; Vall d'Aran, 05/09/1907; Merced"
024803;carrer;de la;Vall d'Aro;12/06/1980;;Vall del Baix Empordà.;;{n80}.;Aro
701345;parc;de la;Vall d'Hebron;16/06/1999;;Pel monestir de Sant Jeroni de la Vall d'Hebron, promogut per Violant de Bar, que existí del 1313 al 1835 i que hostatjà els Reis Catòlics. Correspon a una àmplia zona que, l'any 1987, va ser destinada principalment a equipament esportiu per a la celebració dels Jocs Olímpics del 1992.;;;
352507;passeig;de la;Vall d'Hebron;14/06/1927;;Pel monestir de Sant Jeroni de la Vall d'Hebron.;;{n80}.;"Valle de Hebrón; Ctra. Cornellá a Fogás de Tordera (un tram)"
352405;plaça;de la;Vall d'Hebron;28/01/1959;;Pel monestir de Sant Jeroni de la Vall d'Hebron.;;{n80}.;Valle de Hebrón
352653;carrer;de la;Vall d'Ordesa;;Abans de 1950;Vall pirinenca, a l'Aragó.;;{n80}.;Valle de Ordesa
351300;carrer;de;Valladolid;;;Ciutat de Castella i Lleó.;;{n80}.;Durán
351402;avinguda;de;Vallbona;;;Quadra de Vallbona. Abans es deia Jorba (any 991). Històrica propietat feudal. Domini directe del marquès de la Manresana que passà a Manuel Maria de Sivatte i Llopart.;;{RP13:23.2.1.}.;
158107;avinguda;de;Vallcarca;07/09/2006;;Antiga riera d'aquest nom que passava per aquest indret. Vallcarca és una contracció de vall càrcara o encaixonada. S'hi esmunyien les aigües del torrent Merdançà.;;{n80}.;"Ra. de Vallcarca; Ra. de Andala; De l'Hospital Militar, 07/07/1942"
358300;viaducte;de;Vallcarca;28/09/1915;;Salva la riera de Vallcarca.;;{n80}.;Av. del Viaducto de Vallcarca
351606;carrer;de;Vallcivera;28/06/1965;;Coma de la Baixa Cerdanya (Lles). Carrer del barri de Ciutat Meridiana, on els carrers són dedicats en gran majoria a muntanyes, serralades i turons de Catalunya.;;{n80*}.;Vallcibera
351901;passeig;de;Valldaura;14/06/1927;;Per l'antic monestir cistercenc del municipi de Cerdanyola del Vallès, als vessants septentrionals de la serra de Collserola, al límit del terme de Barcelona. Fou residència reial de Jaume II.;;{PC:MPV,fn}.;Ctra. Cornellá a Fogás de Tordera (un tram)
352008;carrer;de;Valldemossa;28/06/1950;;Municipi de Mallorca Occidental.;;{n80}.;Valldemosa
352100;carrer;de;Valldonzella;;Abans de 1865;Pel Reial Monestir de Santa Maria de Valldonzella, de religioses cistercenques, establert a l'antiga Casa de Natzaret des de 1670, i que fou cremat durant la Setmana Tràgica (1909).;;{PC:MPV,fn}.;"Valldoncella; Natzaret; Company"
352201;carrer;de;Valldoreix;28/04/1956;;Lloc del municipi de Sant Cugat del Vallès. Nom tradicional derivat de Vall Aurex o Aurexio, dels segles X - XI. Ha de substituir la forma Valldoreig, incorrecta en grafia i en pronunciació.;;{n80}.;"San Cugat del Vallés (1r tram); San Vicente"
352700;carrer;del;Vallès;05/09/1907;;Comarca catalana, dividida en Vallès Oriental i Vallès Occidental.;;{n80}.;"Vallés; Clavé"
701070;plaça;de;José Sánchez Ríos;10/03/1995;;José Sánchez Ríos (Alcalá de los Gazules, 1941 - Barcelona, 1990). Obrer metal·lúrgic de SEAT.;;{en}.;
701650;carrer;de;Josefa Rosich;22/04/2009;;"Josepa Rosich i Cotoli (Barcelona, 1876 - 1929). Poeta i prosista. L'any 1915 va publicar, per primera vegada, unes poesies a la revista Feminal, que dirigia Carme Karr. També publicava escrits a la publicació que editava l'entitat Niu Artístic, que va existir entre 1916 i 1921, al carrer de la Llibertat, 2 i 4. L'any 1918 va estrenar l'obra Sara Levi, al Teatre Coliseum Pompeia de Gràcia, any en què la inclogueren al Catálogo de Escritoras Españolas del siglo XIX. Col·laborà amb la revista gracienca de cultura femenina La Mariposa o Hispania Música. L'any 1928 va publicar el monòleg dramàtic El gaitero gallego, inspirat en un personatge de la seva infantesa que va veure tocar a la plaça Rius i Taulet. En català va publicar, Cantars, Contes, A l'amic i Amat i A Tortosa; en castellà, la comèdia lírica La Franchota i Poesías.";;;
701230;jardins;de;Josep Amat;10/06/1997;;Josep Amat i Pagès (Barcelona, 1901 - 1991). Pintor i dibuixant. Membre d'una família d'artistes i deixeble de Joaquim Sunyer. Féu excursions artístiques a l'Alta Catalunya amb Joaquim Mir. Cultivà un estil impressionista i el seu catàleg, el formen paisatges i vistes urbanes amb un marcat interès pels efectes atmosfèrics, que són els veritables protagonistes de la seva pintura i els elements que demostren la influència rebuda de Mir i Dufy. Les seves obres s'exhibeixen al Museu Nacional d'Art de Catalunya, al Reina Sofia, al Museu de Belles Arts de Bilbao i a Sant Feliu de Guíxols. Fou professor de l'Escola de Belles Arts de Sant Jordi.;;;
150400;carrer;del;Greco;07/07/1942;;Doménikos Theotokópoulos (Càndia, 1541 - Toledo, 1614). Pintor. Desenvolupà la seva creativitat a Castella.;;{n80*}.;Sabastida
701176;carrer;de;Greenwich;10/03/1995;;El meridià que passa per l'observatori de la ciutat de Greenwich, punt considerat com a meridià inicial 0.;;;
700697;moll;de;Gregal;24/07/1992;;Vent grec. La direcció del vent ve marcada per la recta imaginària que uneix Massàlia i Emporion, i indicava la direcció per on venien les naus dels foceus massaliotes, tot doblant el cap de Creus, enfilant directament el rumb d'Empúries. Del llatí Graecalis.;;{ts*}.;Moll del Nord
150502;carrer;de;Gresolet;07/03/1939;;Pel santuari del municipi de Saldes.;;{n80}.;"Infants, 1931; Cresolet, 1931; Grimbau; Infantes; Gresolet (Ajuntament de Sarrià)"
700052;passatge;del;Grèvol;27/07/1990;;Per la mateixa dedicació que el passeig del Grèvol.;;{PC:en}.;
211957;passeig;del;Grèvol;10/04/1981;;L'arbust. Forma part d'un conjunt de carrers amb noms de plantes i de flors.;;{n80}.;Mimoses
150604;carrer;de;Grífols;28/01/1959;;Llorenç Grífols i Roig (Barcelona, 1887 - 1968). Administrador de finques dels Capdevila, propietaris de la finca que, en parcel·lar-se, donà lloc al passatge de Capdevila i al carrer de Grífols. Fou administrador de la finca de 1933 a 1941.  Les germanes Maria i Anna Capdevila i Marcenario la hi vengueren el 1942.;;{RP2:270}.;
150706;carrer;d'en;Groc;;Abans de 1865;Cognom de família amb propietats al carrer.;;{n80}.;Groch
150808;carrer;de;Grunyí;;Abans de 1865;Nom degenerat de Grony, cognom d'una família benestant a Barcelona en establir-se, l'any 1257, un nou règim municipal. Fins al 1346 foren catorze els Grony que vestiren la gramalla consistorial.;;{PC:MPV,fn}.;"Gruñí; Girona"
150900;carrer;de;Guadalajara;;Abans de 1927;Ciutat de Castella-la Manxa.;;{n80}.;Matas, abans de 1867
151006;carrer;del;Guadalete;;;Riu d'Andalusia que donà nom a la batalla que decidí la caiguda de la península Ibèrica a mans dels musulmans (711).;;{n80}.;
151108;carrer;del;Guadalquivir;15/01/1958;;Riu d'Andalusia. Carrer que forma conjunt amb els dedicats a rius de la península Ibèrica, al barri del Polvorí.;;{n80}.;
151200;carrer;del;Guadiana;;;Riu de la península Ibèrica.;;{n80}.;"Duque de Tetuán; Tetuán"
151301;carrer;de;Gualbes;01/07/1929;;Llinatge patrici que habitava a Barcelona des del primer terç del segle XIV. Els documents històrics citen molts consellers i alguns consellers en cap de Barcelona amb el cognom de Gualbes als segles XIV i XV.;;{PC:MPV,fn}.;Gualves
151403;carrer;del;Guarda Anton;20/07/1943;;Per un guarda jurat de la urbanització El Tibidabo SA.;;{n80}.;Núm. 16 (urb. S.A. El Tibidabo), 23/03/1906
151458;carrer;de la;Guarderia;10/10/1980;;Situat a Can Caralleu, on els noms foren posats a caprici dels urbanitzadors i segons el que es troba o es veu en l'indret: carrers de la Talaia, dels Pins, de les Escales, etc.;;{n80*}.;
151505;carrer;de;Guàrdia;;Abans de 1865;Per la família propietària dels terrenys. El carrer fou obert al segle XVIII en terrenys propietat de la família Guàrdia i Aymerich. Jaume Guàrdia pagà l'empedrat i la claveguera del nou carrer. Uns documents informen que els Guàrdia provenen d'una noble família del Conflent. Jaume de Guàrdia i d'Ardèvol en fou el darrer propietari que dugué el cognom.;;"{RP3:18occ.12.; PC:MPV,fn}.";
332601;carrer;de la;Guàrdia Urbana;03/12/1993;;S'hi troba la seu de la prefectura de la Guàrdia Urbana. Nom posat en commemoració del 150 aniversari de la creació, a Barcelona, de la Guàrdia Urbana.;;{PC:en}.;Av. de la Tècnica
151607;passatge;de;Guardiola;;;Maria Guardiola i el seu marit, Joan Giol, propietaris dels terrenys de l'indret a principis del segle XIX. En foren hereus: Juan Giol i Guardiola fins al 1857 i Rafael Giol i Pujol, cotxer, fins al 1872.;;{RPB:4hta.145.}.;
151709;carrer;de;Guardiola i Feliu;26/06/1946;;Joaquim Guardiola i Feliu (Barcelona, segle XIX). Els seus orígens eren humils, però es dedicà al comerç i adquirí una bona posició econòmica. Gràcies al seu finançament, s'aixecà el campanar de l'església parroquial i es construí una ala de la casa asil, que es creà per acollir els pobres.;;{VE}.;Niño
151800;carrer;de;Guatemala;17/03/1908;;Estat de l'Amèrica Central.;;{n80}.;Villena
151902;carrer;de la;Guatlla;;;L'ocell. La barriada on es troba el carrer és coneguda com la Font de la Guatlla.;;{n80*}.;"Codorníz; Fuente de la Guatlla"
151957;passeig;de;Guayaquil;25/05/1966;;Ciutat de l'Equador. Estat sud-americà. Carrer del barri del Bon Pastor, on diversos carrers són dedicats a pobles i ciutats de l'Amèrica Llatina.;;{n80*}.;San Martín de Porres
246281;parc;;Güell;;;Eusebi Güell i Bacigalupi (Barcelona, 1846 - 1918). Promotor de la urbanització, a cura de l'arquitecte Gaudí, en una finca de la seva propietat. L'Ajuntament adquirí la finca i la destinà a parc de la ciutat.;;{n80*}.;
152009;passatge;de;Güell;22/03/1940;;Família barcelonina industrial i patrícia.;;{n80}.;Colonia Güell, 1926
000204;carrer;de;Guerau de Liost;29/07/1987;;Jaume Bofill i Mates (Olot, 1878 - Barcelona, 1933). Poeta, polític i periodista conegut amb el pseudònim de Guerau de Liost.;;{PC:fn}.;Ptge. lletra A (Vallvidrera)
252900;carrer;del;Perelló;23/12/1913;;En el nomenclàtor de 1980 es proposà que honorés Miquel Perelló (Palma de Mallorca, 1674 - 1730). Escultor barroc. Treballà en el portal del convent de servites de Nostra Senyora del Bonsuccés de Barcelona (1690). Es tracta d'un topònim documentat al segle XI a la part marítima de Sant Martí de Provençals.;;{n80*}.;Fivaller
101959;carrer;de la;Perera;10/04/1981;;L'arbre. Forma part d'un conjunt de carrers amb noms d'arbres i d'arbustos, a la barriada del Rectoret.;;{PC:fn}.;Av. Doctor Fleming
253006;carrer;de;Pérez Galdós;07/07/1942;;Benito Pérez Galdós (Las Palmas de Gran Canària, 1843 - Madrid, 1920). Escriptor, dramaturg i articulista. Acadèmic de l'Acadèmia Espanyola (1897). Liberal i progressista de pràctica reformista.;;{n80*}.;"Campo; Pérez Galdós; Campo, abans de 1900"
251102;carrer;del;Perill;;Abans de 1940;Per la perillositat que comportava transitar-hi, pels sots i clots del terra i per la manca d'il·luminació nocturna. Originàriament sembla que el nom del carrer fou del Pelegrí (el qual es transformà en peligro) per Pelegrí Viladiu, fabricant tèxtil.;;"{Pau Vila;*}.";Peligro
253108;carrer;dels;Periodistes;;Abans de 1940;Per la Cooperativa, secció de l'Associació de Premsa, creada per construir cases per a periodistes, i que construí a l'indret un nucli de xalets.;;{n80*}.;Periodistas
279101;carrer;de la;Renaixença;;Abans de 1900;Procés de recuperació de la llengua i literatura catalanes portat a terme a partir de la segona meitat del segle XIX.;;{n80}.;Renacimiento
279203;carrer;de;Renart;05/09/1907;;Francesc Renart i Arús (Barcelona, 1783 - 1853). Arquitecte, urbanista i comediògraf, precursor de l'escena catalana de la Renaixença. Defensor del patrimoni monumental de la ciutat i membre de l'Acadèmia de Bones Lletres (1822).;;{AHCB:RiC,m}.;San Andrés, abans de 1900
279407;carrer;del;Repartidor;;;Per l'antiga existència en el carrer d'un repartidor d'aigua.;;{AHCB:RiC,m}.;Repentida
279600;avinguda;de la;República Argentina;03/05/1917;;Estat de l'Amèrica del Sud.;;{DIU:hta.71}.;"Pº de la Diputación, 1879; Ctra. de Sant Cugat; Hermosilla (un tram), 1870"
701371;carrer;de la;República Dominicana;18/05/2001;;País de l'Amèrica Central que té per capital Santo Domingo. Amb aquesta aprovació es completa la representació dels països de l'Amèrica Llatina que encara no tenien representació en el nomenclàtor de carrers de la ciutat, aprovacions que s'iniciaren el 1908.;;;
140757;plaça;de la;Gardunya;;;Pati de la presó i de la part més cridanera i tèrbola del mercat de la Boqueria. En diuen també la Gardunya.;;{JCV}.;
140804;carrer;de;Garigliano;31/10/1955;;Riu d'Itàlia. Límit entre el Laci i la Campània. Prop del riu, el 28 de desembre de 1503, tingué lloc el fet d'armes del mateix nom pel qual l'exèrcit catalanoaragonès, comandat per Gonzalo de Córdoba, anomenat el Gran Capità, derrotà l'exèrcit francès, en la guerra sostinguda per Ferran II per conquerir el Regne de Nàpols.;;{n80*}.;Garellano
140906;carrer;de la;Garona;05/09/1907;;Riu de Gascunya i Guiena, Occitània, que neix a la Vall d'Aran i desguassa a l'oceà Atlàntic, per l'estuari de la Gironda.;;{n80}.;Àngel
177702;carrer;del;Lleó;;Abans de 1865;El mamífer. Figura obert l'any 1858 conjuntament amb els carrers del Tigre i de la Paloma. Segons la versió popular, els tres noms eren els de dos gossos i una gossa d'un hortolà de l'indret. Els tres carrers van ser urbanitzats simultàniament.;;{PC:MPV,fn}.;León
177906;carrer;de;Lleó XIII;02/05/1895;;Vicenzo Gioacchino Pecci (Carpineto Romano, 1810 - Roma, 1903). Papa Lleó XIII (1878 - 1903).;;{n80*}.;"León XIII; Frare Blanch, abans de 1873"
178002;carrer;de la;Lleona;;Abans de 1865;Es diu que en el carrer hi vivia al segle XV l'encarregat d'alimentar els lleons de l'antic parc zoològic, situat a l'antic Hort de la Reina (jardí del Palau Reial Menor), un dels primers jardins botànics i parcs zoològics del món.;;{n80}.;Leona
184800;carrer;de;Llerona;;Abans de 1940;Poble del municipi de les Franqueses del Vallès (Vallès Oriental) i carrer de Barcelona. Aquest poble demanà l'any 1416 la unió amb Barcelona amb la fórmula del carreratge, per la qual era considerada com un carrer de Barcelona i els seus habitants gaudien dels mateixos drets i privilegis que els de la capital.;;{MTFM:hb,v3}.;
178501;carrer;de les;Lletres;27/12/1957;;Prolongació del carrer de les Ciències.;;{n80}.;Letras
178603;carrer;de;Llevant;;Abans de 1800;Pel baluard de Llevant. Es té notícia que la primera pedra fou posada el 14 d'abril de 1535 per l'infant Frederic de Portugal i que les obres van començar l'any 1538.;;{PC:MPV,fn}.;Levante
543119;moll;de;Llevant;;;Situat entre el dic de l'Est i el dic flotant.;;{APB}.;
701281;plaça;de;Llevant;16/06/1999;;Per la situació geogràfica com és coneguda la zona del Poblenou, a l'est de Barcelona. Espai públic situat en la confluència de la rambla de Prim i l'avinguda Diagonal.;;;
701611;platja;del;Llevant;24/04/2007;;Per la seva situació geogràfica, a llevant del terme municipal de Barcelona.;;;
178909;carrer;de la;Llibertat;;Abans de 1950;En homenatge a un dels tres principis assumits per la Revolució Francesa.;;{n80}.;Libertad
359109;passeig;de;Lluís Companys;20/12/1979;;Lluís Companys i Jover (el Tarròs, 1882 - castell de Montjuïc, Barcelona, 1940). Polític. President de la Generalitat (1934 i 1936 - 1940). Proclamà l'Estat Català dins la República Federal Espanyola (1934).;;{n80*}.;"Salón de Víctor Pradera; Fermín Galán; Salón de San Juan; Núm. 35 (Pla Cerdà)"
182407;passatge;de;Lluís Cutchet;29/03/1922;;Lluís Cutchet i Font (Llívia, 1815 - Barcelona, 1892). Escriptor, polígraf i periodista. Membre de l'Acadèmia de Bones Lletres (1873). Fou un dels impulsors de la Renaixença.;;{n80*}.;"Luis Cutxet; Santa Mónica"
182509;carrer;de;Lluís Dalmau;27/07/1960;;Lluís Dalmau (València, ? - Barcelona, vers el 1460). Pintor. Una de les grans figures del gòtic català (retaule de la Mare de Déu dels Consellers, 1443 - 1445).;;{n80*};Luis Dalmau
209605;passatge;de;Mercedes;;;En homenatge a Mercedes Güell i López, (Barcelona, 1889- 1954), filla d'Eusebi Güell, comte de Güell, propietari dels terrenys de l'indret, des de 1899.;;{n80}.;
209707;rambla;de;Mercedes;;;"El més probable és que fos en homenatge i record de la malaurada reina Mercè d'Orleans (Madrid, 1860-1878), muller del rei Alfons XII, que va morir de febre tifoide l'any del seu casament, desencadenant un gran sentiment de dolor a tota la població. Hi ha el precedent del carrer de Maria Victòria, el qual, sense  posar davant del nom el títol de ""Reina"", es tractava de Maria Victòria del Pozzo della Cisterna, reina d'Espanya, muller d'Amadeu I.";;{n80}.;
211800;carrer;de la;Mímica;;;"En homenatge a l'art teatral. Carrer del barri de Montbau; forma part d'un grup de carrers amb noms afins.";;{n80*}.;
211902;carrer;de les;Mimoses;25/09/1931;;El gènere de la planta llenyosa o herbàcia. Nom donat al carrer l'any 1927 en substitució del de carrer del Bon Repòs. Atorgat per l'Ajuntament de Sarrià l'any 1922 per l'abundància de mimoses en un dels jardins del carrer.;;{PC:MPV,fn}.;"Mimosas; Buen Reposo (Ajuntament de Sarrià); Buenavista, abans de 1888"
212009;carrer;de;Mina;;Abans de 1900;Francisco Espoz Ilundain (Idocín, 1781 - Barcelona, 1836). Militar anomenat Espoz i Mina. Cabdill de la guerra del Francès, capità general de Catalunya de signe liberal i virrei de Navarra.;;{n80}.;
212304;carrer;de la;Mina de la Ciutat;31/10/1955;;Per l'antiga mina que conduïa l'aigua a Barcelona i que passava pel carrer.;;{n80}.;Acueducto
701366;plaça;de la;Mina Grott;17/10/2000;;Nom d'una atracció que va funcionar del 1908 al 1916. Consistia en la il·luminació del bosc i de la gruta de la mina d'aigua del pantà de Sarrià, l'interior de la qual es podia recórrer en una vagoneta elèctrica.;;{en}.;
212406;carrer;de la;Mineria;24/02/1965;;Forma part d'un conjunt de carrers de la Zona Franca dedicats a temes industrials.;;{n80}.;Cinètica
212508;carrer;de;Minerva;;Abans de 1900;Nom llatí de la deessa grega Atenea, filla de Zeus.;;{n80}.;
162807;passeig;de;Minici Natal;14/12/1984;;Luci Minici Natal Quadroni Ver (Barcelona, 97 - ?, 151/156). Senador romà, general de Trajà i d'Adrià, i procònsol d'Àfrica sota les ordres d'Antoninus Pius.;;{PC:en}.;
212600;passatge;de;Ministral;;;Joaquim Ministral i Lloveras (la Bisbal d'Empordà, 1852 - Barcelona, 1924). Propietari dels terrenys des del 1922.;;{RP11:91.}.;
212701;carrer;del;Miño;01/07/1929;;Riu de Galícia.;;{n80}.;Tibidabo (plànol general Sant Gervasi), abans de 1865
210808;carrer;de;Miquel Àngel;05/09/1907;;Michelangelo Buonarroti di Neri (Caprese, 1475 - Roma, 1564). Escultor, pintor, arquitecte i poeta.;;{n80*}.;"Miguel Ángel; Amposta (s'hi uneix), 17/03/1908; Clavé (nom anterior del c. Amposta); San Juan, abans de 1900"
210900;carrer;de;Miquel Bleach;16/08/1927;;Miquel Bleach i Burunat (Barcelona, 1849 - 1900). Mestre pedagog de les barriades de Sants i Hostafrancs.;;{n80}.;"Miguel Bleach; Santa Eulàlia; Magòria"
211006;carrer;de;Miquel Boera;;Abans de 1900;Miquel de Boera (Sant Feliu de Guíxols, segles XV - XVI). Militar. General al servei del virrei de Nàpols, prengué part en la batalla de Ravenna contra els francesos (1512) i en les expedicions a Trípoli i Orà durant el regnat de Carles I.;;{n80}.;Miguel Boera
700645;plaça;de;Miquel Casablancas i Joanico;17/05/1989;;Miquel Casablancas i Joanico (Sabadell, 1913 - Barcelona, 1981). Vicepresident de l'Associació de Veïns del barri de Sant Andreu.;;{PC:en}.;
211108;carrer;de;Miquel dels Sants Oliver;29/03/1922;;Miquel dels Sants Oliver i Tolrà (Campanet, 1864 - Barcelona, 1920). Periodista, historiador, poeta, narrador i ideòleg. President de l'Ateneu Barcelonès (1917) i membre de l'Institut d'Estudis Catalans. Fou director del Diario de Barcelona i, posteriorment, de La Vanguardia.;;{n80*}.;"Miguel de los Santos Oliver; Santos Oliver"
211050;carrer;de;Miquel Ferrà;13/10/1981;;Miquel Ramon Ferrà i Juan (Palma de Mallorca, 1885 - 1947). Poeta i assagista. Membre corresponent de l'Institut d'Estudis Catalans.;;{PC:fn}.;
327408;carrer;de;Soler i Rovirosa;05/09/1907;;Francesc Soler i Rovirosa (Barcelona, 1836 - 1900). Escenògraf. Un dels principals fundadors de l'escola catalana d'escenografia realista.;;{n80*}.;"Soler y Rovirosa; Norte, abans de 1900"
327703;plaça;de;Sóller;27/07/1950;;Municipi de Mallorca Occidental. Espai urbà de la barriada de Porta, on els carrers són dedicats a ciutats de l'illa de Mallorca.;;{n80*}.;
327601;passatge;de;Solsona;;;Joan Solsona i Roda (Puigverd, 1800 - Barcelona, 1881). Visqué al carrer del Duc de la Victòria (avui, Gavà), 55, al costat de la fàbrica de blanqueig de la qual era propietari. El succeí el seu fill Francesc Solsona i Nogués (Puigverd, 1821 - Barcelona, 1896). Industrial.;;{RP14:1.136.}.;
327656;carrer;del;Solsonès;26/04/1972;;Comarca de Catalunya.;;{n80}.;
701179;carrer;dels;Solsticis;10/03/1995;;Els dos punts de l'eclíptica per als quals el valor de la declinació del Sol pren el seu valor màxim o mínim.;;{en}.;
327907;carrer;dels;Sombrerers;;Abans de 1865;En el segle XVIII s'hi van instal·lar els síndics del gremi dels capellers, les ordenances del qual daten de 1545. L'any 1658 el gremi es diu dels barreters, com consta en el nomenament del síndic dels barreters de la ciutat. El nom de sombrerers devia adoptar-se cap a final del segle XVII.;;{PC:MPV,fn}.;"Roldós; Amabrich"
328003;carrer;de;Sor Eulàlia d'Anzizu;25/04/1945;;Mercè Anzizu i Vila (Barcelona, 1868 - 1916). Professà al monestir de Pedralbes l'any 1889, on desenvolupà tots els càrrecs excepte el d'abadessa. Contribuí amb la seva fortuna, era filla d'una família molt rica, a la restauració del monestir i del sepulcre de la fundadora, la reina Elisenda.;;{n80}.;"Marimón, 07/03/1939; Sor Eulàlia Anzizu, 04/02/1931; Marimón, 18/05/1927; Sor Eulàlia Anzizu (Ajuntament de Sarrià); Albareda, 10/05/1904; Pº de los Algarrobos"
328105;carrer;de;Sòria;07/07/1942;;Ciutat de Castella i Lleó.;;{n80}.;"Anarquistas; Lepanto"
328207;carrer;de;Sorolla;15/04/1961;;Joaquim Sorolla i Bastida (València, 1863 - Cercedilla, 1922). Pintor. Guardonat amb més de quinze premis arreu del món. Exposà a les principals ciutats d'Europa i d'Amèrica del Nord.;;{n80*}.;
328309;carrer;de;Sors;05/09/1907;;Josep Ferran Sors i Muntades (Barcelona, 1778 - París, 1839). Guitarrista i compositor. El carrer també es coneix amb el nom de carrer de les Sors o Darderes, per les germanes de la Nativitat de Nostra Senyora, la casa de les quals se situava en aquell carrer.;;{n80*}.;"Jazmín (entre trav. de Dalt i Salud); Palma, abans de 1900"
043309;plaça;del;Sortidor;24/07/1992;;Pel sortidor en l'encreuament dels carrers de Blasco de Garay i de Magalhães, al Poble-sec.;;{PC:en}.;Blasco de Garay
329200;carrer;del;Sospir;;Abans de 1900;En referència al darrer sospir de Jesucrist a la creu. Forma conjunt amb el carrer de l'Amargor. Nom posat a caprici dels urbanitzadors.;;{AHCB:RiC,*}.;Suspiro
328400;carrer;de;Sostres;;Abans de 1900;Victorià Sostres i Malzac (Sort, 1864 - Barcelona, 1907). Advocat. Casat amb Maria Assumpció Maignon i Martí, coneguda com a Emília, propietària dels terrenys on s'obrí el carrer.;;{RP4:128.190.}.;Cantera (entre bda. de la Glòria i finca Turull)
700104;plaça;del;Sot dels Paletes;27/02/1989;;Corresponia a un punt del rec Comtal de molta profunditat, tocant a l'actual carrer del Cinca, on els andreuencs s'anaven a banyar en temps calorosos. De l'actual indret al Sot dels Paletes, hi distaven uns dos-cents metres.;;{PC:en}.;
247105;pas;de;Sota Muralla;;Abans de 1800;Pel seu emplaçament, prop de l'antiga muralla del mar, construïda l'any 1530 per defensar la ciutat dels atacs dels pirates, i enderrocada el 1878.;;{PC:MPV,fn}.;C. del Paso Bajo Muralla
328706;carrer;del;Sots tinent Navarro;07/03/1939;;Josep Navarro (Novelda, vers el 1770 - 1809). Heroi de la guerra del Francès. Pertanyia al regiment d'infanteria de Sòria i anteriorment havia format part del de Sarrià. Guanyà el grau de sotstinent per la ferida rebuda  quan es lliurà en la lluita a Molins de Rei. Executat el 1809.;;{AC*}.;"Subteniente Navarro; Murallas Romanas, 26/08/1931; Subteniente Navarro, 31/05/1927; Murallas Romanas; Basea (un tram)"
262903;carrer;de;Porrera;09/09/1924;;Municipi del Priorat. Es donà aquest nom al carrer, que abans es deia del Priorat (i que fou canviat perquè a Barcelona n'hi havia un altre amb el mateix nom), per conservar, almenys, el record de la comarca amb el nom d'un poble de la qual es pot considerar un centre important.;;{PC:MPV,fn}.;Priorato, abans de 1900
