COVER_ELEVATION_M;TYPE;Geom;Geo Local Area
33.94;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10949184029377, 49.262147874612694]}";Mount Pleasant
33.91;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1095245929974, 49.26205482411893]}";Mount Pleasant
38.53;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.11103154968684, 49.261259468621276]}";Mount Pleasant
38.82;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11045360152033, 49.26125309626397]}";Mount Pleasant
40.37;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10539944782357, 49.26207184783797]}";Mount Pleasant
101.69;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03836338780737, 49.22771135568759]}";Killarney
11.5;Storm;"{""type"": ""Point"", ""coordinates"": [-123.16041672499841, 49.27310288335095]}";Kitsilano
18.04;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.15048232502075, 49.268964767373895]}";Kitsilano
17.86;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1503570671604, 49.26896821368757]}";Kitsilano
38.4;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.05796461618262, 49.277475057782915]}";Grandview-Woodland
39.48;Storm;"{""type"": ""Point"", ""coordinates"": [-123.05956509185341, 49.27748832129137]}";Grandview-Woodland
28.61;Storm;"{""type"": ""Point"", ""coordinates"": [-123.16446233004613, 49.26963075278881]}";Kitsilano
32.54;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.16486660366948, 49.261955799913984]}";Kitsilano
99.2;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08024816531565, 49.236436577081484]}";Kensington-Cedar Cottage
37.99;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10552756086695, 49.21678983562975]}";Sunset
30.98;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10884293805641, 49.21640714944533]}";Marpole
37.07;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1061764842698, 49.21679974746003]}";Sunset
38.6;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10616829224597, 49.21704606371999]}";Sunset
28.6;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10299727433774, 49.21459611058495]}";Sunset
30.84;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10271814499154, 49.214858760519284]}";Sunset
31.68;Combined;"{""type"": ""Point"", ""coordinates"": [-123.102690040867, 49.21502613373347]}";Sunset
33.28;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10207872025853, 49.21505464191559]}";Sunset
36.28;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10266416619581, 49.215686644260444]}";Sunset
33.42;Storm;"{""type"": ""Point"", ""coordinates"": [-123.12664609601391, 49.279488724748276]}";Downtown
30.21;Storm;"{""type"": ""Point"", ""coordinates"": [-123.12691371379123, 49.278617895322796]}";Downtown
95.14;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11195759618343, 49.235690866326024]}";Riley Park
90.49;Combined;"{""type"": ""Point"", ""coordinates"": [-123.12224007151643, 49.233847661070236]}";South Cambie
91.02;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1223302344192, 49.23474776553067]}";South Cambie
93.3;Combined;"{""type"": ""Point"", ""coordinates"": [-123.12395295443966, 49.235159529519784]}";South Cambie
40.36;Storm;"{""type"": ""Point"", ""coordinates"": [-123.06140512962034, 49.261303652291616]}";Kensington-Cedar Cottage
45.39;Storm;"{""type"": ""Point"", ""coordinates"": [-123.15067057366662, 49.26000696907818]}";Kitsilano
40.35;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.06138848237129, 49.261312080652594]}";Kensington-Cedar Cottage
78.47;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1819893319367, 49.242007798792194]}";Dunbar-Southlands
3.89;Storm;"{""type"": ""Point"", ""coordinates"": [-123.08084814903071, 49.269784754903114]}";Strathcona
96.11;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04881972449343, 49.23118572315283]}";Victoria-Fraserview
14.25;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08117734911234, 49.26346902993163]}";Mount Pleasant
106.17;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03643210662399, 49.22751153053489]}";Killarney
44.85;Combined;"{""type"": ""Point"", ""coordinates"": [-123.05206966488548, 49.274975773050116]}";Hastings-Sunrise
93.86;Storm;"{""type"": ""Point"", ""coordinates"": [-123.04239368576006, 49.22920380759981]}";Killarney
95.38;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04114639673955, 49.22888105897417]}";Killarney
90.12;Combined;"{""type"": ""Point"", ""coordinates"": [-123.08853727158603, 49.23096485362714]}";Sunset
3.93;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.14289381247181, 49.28700676149773]}";West End
6.43;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0770137151923, 49.28228632839458]}";Grandview-Woodland
20.2;Combined;"{""type"": ""Point"", ""coordinates"": [-123.16837121477384, 49.265821654214214]}";Kitsilano
29.23;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.15995746283478, 49.26482640641749]}";Kitsilano
19.97;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.16593397404016, 49.26578382916989]}";Kitsilano
32.22;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.15995696512225, 49.26568019610654]}";Kitsilano
20.6;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.1646142876678, 49.26576941757101]}";Kitsilano
20.71;Storm;"{""type"": ""Point"", ""coordinates"": [-123.16407200916332, 49.26573985705712]}";Kitsilano
38.15;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.05298065165515, 49.28867420206185]}";Hastings-Sunrise
56.28;Storm;"{""type"": ""Point"", ""coordinates"": [-123.08186065373253, 49.247725441829715]}";Kensington-Cedar Cottage
24.27;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10275598542238, 49.21395665291634]}";Sunset
21.65;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10302893010774, 49.213726778184025]}";Sunset
41.71;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10614856794697, 49.21770393353634]}";Sunset
17.37;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11091707629915, 49.21382549145042]}";Marpole
15.92;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10991566074242, 49.21397422322984]}";Marpole
93.46;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02793708809304, 49.247895358083646]}";Renfrew-Collingwood
94.68;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02854357155826, 49.24789930266432]}";Renfrew-Collingwood
82.66;Combined;"{""type"": ""Point"", ""coordinates"": [-123.0819503147247, 49.227419483407786]}";Sunset
61.73;Storm;"{""type"": ""Point"", ""coordinates"": [-123.19973976957073, 49.2641388473744]}";West Point Grey
94.97;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04567073440303, 49.23022936710501]}";Killarney
38.977;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0545853530309, 49.27828611701418]}";Hastings-Sunrise
75.57;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08403394781025, 49.24203650058398]}";Kensington-Cedar Cottage
75.59;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0840410553775, 49.24202307451733]}";Kensington-Cedar Cottage
79.72;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08409312000762, 49.24066903713017]}";Kensington-Cedar Cottage
76.65;Combined;"{""type"": ""Point"", ""coordinates"": [-123.18808348223611, 49.256478681474455]}";Dunbar-Southlands
33.65;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0697530044746, 49.25869110369135]}";Kensington-Cedar Cottage
55.6;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1282419075587, 49.217080066980905]}";Marpole
33.71;Storm;"{""type"": ""Point"", ""coordinates"": [-123.06976833938386, 49.25867953558435]}";Kensington-Cedar Cottage
12.84;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09120631623584, 49.28348170195827]}";Strathcona
6.64;Storm;"{""type"": ""Point"", ""coordinates"": [-123.14425816535639, 49.28948369421832]}";West End
7.057;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1423414744545, 49.28690767774644]}";West End
6.16;Storm;"{""type"": ""Point"", ""coordinates"": [-123.14234551477102, 49.28824426512464]}";West End
103.97;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03111009891433, 49.243916388062864]}";Renfrew-Collingwood
11.49;Storm;"{""type"": ""Point"", ""coordinates"": [-123.08944618492734, 49.28296316573044]}";Strathcona
24.33;Combined;"{""type"": ""Point"", ""coordinates"": [-123.18951128252007, 49.26435201966622]}";West Point Grey
28.78;Combined;"{""type"": ""Point"", ""coordinates"": [-123.19097297482904, 49.264529499143144]}";West Point Grey
38.44;Combined;"{""type"": ""Point"", ""coordinates"": [-123.19341990974698, 49.26474441717244]}";West Point Grey
5.16;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18925818375075, 49.269142138856225]}";West Point Grey
3.79;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10087915874101, 49.27675483858961]}";Downtown
5.97;Storm;"{""type"": ""Point"", ""coordinates"": [-123.19086589171833, 49.268806536855934]}";West Point Grey
90.22;Combined;"{""type"": ""Point"", ""coordinates"": [-123.08037143779991, 49.227848506269]}";Sunset
91.14;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07846617490262, 49.22921932645062]}";Sunset
90.68;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02711474493762, 49.248794015348665]}";Renfrew-Collingwood
89.27;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07976938686886, 49.22909151079567]}";Sunset
90.46;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02624366939955, 49.24880126876013]}";Renfrew-Collingwood
95.89;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02822703882016, 49.24534715470395]}";Renfrew-Collingwood
95.87;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02841128711903, 49.24537273695729]}";Renfrew-Collingwood
15.34;Combined;"{""type"": ""Point"", ""coordinates"": [-123.09565631937333, 49.28316323677857]}";Strathcona
14.78;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0952279100591, 49.2835637139854]}";Strathcona
8.85;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09534950259258, 49.284847251933456]}";Strathcona
13.45;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09331185279993, 49.28397961283297]}";Strathcona
11.71;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09139225138013, 49.28394607482659]}";Strathcona
14.5;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09653480403495, 49.28358258986884]}";Strathcona
96.51;Combined;"{""type"": ""Point"", ""coordinates"": [-123.02427279533887, 49.24450399446334]}";Renfrew-Collingwood
36.16;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03106367676345, 49.26575387451027]}";Hastings-Sunrise
36.16;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0310552956274, 49.26575936383556]}";Hastings-Sunrise
38.6;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03169203965705, 49.265754486447804]}";Hastings-Sunrise
19.94;Combined;"{""type"": ""Point"", ""coordinates"": [-123.02881250423172, 49.26663593342231]}";Hastings-Sunrise
24.93;Combined;"{""type"": ""Point"", ""coordinates"": [-123.02970488616015, 49.26663456505559]}";Hastings-Sunrise
5.88;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1901486374703, 49.26866402109045]}";West Point Grey
1.06;Storm;"{""type"": ""Point"", ""coordinates"": [-123.18961967404678, 49.27280604650448]}";West Point Grey
30.31;Combined;"{""type"": ""Point"", ""coordinates"": [-123.19001436049776, 49.26397700167224]}";West Point Grey
40.61;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1909245740614, 49.26346656114367]}";West Point Grey
47.05;Combined;"{""type"": ""Point"", ""coordinates"": [-123.04686459239487, 49.27438198031191]}";Hastings-Sunrise
92.97;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10687464318467, 49.23733655778932]}";Riley Park
86.76;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1052811974746, 49.23641336343774]}";Riley Park
82.98;Combined;"{""type"": ""Point"", ""coordinates"": [-123.08199523591072, 49.22940864536719]}";Sunset
88.25;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07989665588032, 49.22999444782838]}";Sunset
87.94;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07919907151769, 49.230168626610464]}";Sunset
87.45;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07917697293583, 49.230779860464516]}";Sunset
89.07;Combined;"{""type"": ""Point"", ""coordinates"": [-123.07842112287172, 49.230433617899756]}";Sunset
87.73;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08474973138064, 49.236465016663516]}";Kensington-Cedar Cottage
87.9;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08459892537438, 49.23646486633587]}";Kensington-Cedar Cottage
102.38;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03076506906879, 49.24451591387382]}";Renfrew-Collingwood
14.52;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09655379048202, 49.283588330917276]}";Strathcona
11.49;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09678779305827, 49.28399688485499]}";Strathcona
11.55;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0967623647485, 49.28400185349656]}";Strathcona
49.4;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08922096563825, 49.260792187586944]}";Mount Pleasant
62.72;Combined;"{""type"": ""Point"", ""coordinates"": [-123.0650069317695, 49.248547164214905]}";Kensington-Cedar Cottage
60.07;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06494292256795, 49.249390952549845]}";Kensington-Cedar Cottage
62.59;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06496477355681, 49.24856616785999]}";Kensington-Cedar Cottage
112.85;Storm;"{""type"": ""Point"", ""coordinates"": [-123.02873708967051, 49.24141264786568]}";Renfrew-Collingwood
101.38;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04032690936045, 49.240857550530585]}";Renfrew-Collingwood
104.04;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03974420682609, 49.24146627139834]}";Renfrew-Collingwood
104.1;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03973448130802, 49.241502165745985]}";Renfrew-Collingwood
98.03;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0394376359779, 49.24409264373283]}";Renfrew-Collingwood
98.03;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0394357059, 49.24408436877587]}";Renfrew-Collingwood
100.57;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03872968921962, 49.24360948830303]}";Renfrew-Collingwood
100.55;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03872515898615, 49.24361416734401]}";Renfrew-Collingwood
104.38;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03919156375447, 49.242630407984315]}";Renfrew-Collingwood
100.64;Storm;"{""type"": ""Point"", ""coordinates"": [-123.04089709577723, 49.24172942951129]}";Renfrew-Collingwood
104.72;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03991578532077, 49.242368101788756]}";Renfrew-Collingwood
98.64;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10767187937388, 49.236491523535946]}";Riley Park
96.36;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11770701293948, 49.238199314190105]}";South Cambie
77.5;Combined;"{""type"": ""Point"", ""coordinates"": [-123.10483674915336, 49.23920476766622]}";Riley Park
99.8;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11633462856463, 49.23843867357657]}";South Cambie
99.71;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11516376728913, 49.23818945504195]}";Riley Park
103.39;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11544955944414, 49.23968467424585]}";Riley Park
98.24;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02989415349742, 49.244480539378145]}";Renfrew-Collingwood
104.85;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03400439050256, 49.244779186853854]}";Renfrew-Collingwood
98.82;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0306427154973, 49.24139935790477]}";Renfrew-Collingwood
100.25;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03134959044303, 49.241687807459876]}";Renfrew-Collingwood
100.32;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03135398381201, 49.24168312874374]}";Renfrew-Collingwood
103.48;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03259149949018, 49.241646787311794]}";Renfrew-Collingwood
102.24;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03339488160056, 49.240803254222925]}";Renfrew-Collingwood
64.53;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06395991856672, 49.24854289117772]}";Kensington-Cedar Cottage
3.12;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.19341616947318, 49.22765095648226]}";Dunbar-Southlands
72.49;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09691027882961, 49.24219947625103]}";Riley Park
67.49;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06041664342007, 49.24605332664142]}";Kensington-Cedar Cottage
69.688;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06311205191665, 49.24585927072324]}";Kensington-Cedar Cottage
66.12;Combined;"{""type"": ""Point"", ""coordinates"": [-123.05909223068738, 49.24580224410376]}";Kensington-Cedar Cottage
66.36;Combined;"{""type"": ""Point"", ""coordinates"": [-123.05935108636169, 49.24580238126892]}";Kensington-Cedar Cottage
70.86;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06282049434866, 49.245381719808066]}";Kensington-Cedar Cottage
70.32;Combined;"{""type"": ""Point"", ""coordinates"": [-123.06042667496828, 49.245063755846935]}";Kensington-Cedar Cottage
104.83;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03988880541706, 49.24237176317373]}";Renfrew-Collingwood
98.24;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04108379275479, 49.242065326414014]}";Renfrew-Collingwood
89.62;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03383213094712, 49.23650043241929]}";Renfrew-Collingwood
90.08;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03302103420437, 49.23620644158736]}";Renfrew-Collingwood
91.05;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03231804473927, 49.23690468948892]}";Renfrew-Collingwood
82.2;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04218214027792, 49.21558835868737]}";Killarney
95.14;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03505947619453, 49.239029781054434]}";Renfrew-Collingwood
83.43;Storm;"{""type"": ""Point"", ""coordinates"": [-123.04216747124241, 49.21577735485662]}";Killarney
12.03;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13392984668957, 49.276322590422666]}";Downtown
31.13;Combined;"{""type"": ""Point"", ""coordinates"": [-123.09192704688115, 49.214278499568536]}";Sunset
28.03;Combined;"{""type"": ""Point"", ""coordinates"": [-123.09192790633813, 49.213934870083555]}";Sunset
36.03;Combined;"{""type"": ""Point"", ""coordinates"": [-123.09190957440713, 49.21468961586315]}";Sunset
60.6;Combined;"{""type"": ""Point"", ""coordinates"": [-123.14824458148532, 49.24664565080311]}";Shaughnessy
59.22;Combined;"{""type"": ""Point"", ""coordinates"": [-123.14882227134802, 49.247210888225034]}";Shaughnessy
109.85;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02922627588467, 49.24181000673638]}";Renfrew-Collingwood
103.1;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03292457044361, 49.24126607733814]}";Renfrew-Collingwood
110.72;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02910037708286, 49.24104086466084]}";Renfrew-Collingwood
75.76;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.10026639882992, 49.242250925475645]}";Riley Park
58.56;Combined;"{""type"": ""Point"", ""coordinates"": [-123.0618407435692, 49.2740274245489]}";Grandview-Woodland
87.53;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11641202744023, 49.23253528260792]}";Oakridge
93.38;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11630727643903, 49.23540204925381]}";South Cambie
93.38;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11779904988863, 49.235453501760645]}";South Cambie
86.25;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11645741389276, 49.23164239476254]}";Oakridge
70.85;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0896304294363, 49.24169940736132]}";Kensington-Cedar Cottage
89.62;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11471943490746, 49.23355495077196]}";Riley Park
4.17;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0990134071649, 49.276726993176965]}";Strathcona
98.64;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03466480785272, 49.23944889852978]}";Renfrew-Collingwood
97.88;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03452439857386, 49.23961508268864]}";Renfrew-Collingwood
100.93;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03531182195175, 49.23993004693652]}";Renfrew-Collingwood
89.65;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.0346839083143, 49.236846442833134]}";Renfrew-Collingwood
73.98;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03817575651082, 49.21376653480962]}";Killarney
73.88;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03877157206436, 49.21381301287606]}";Killarney
76.05;Storm;"{""type"": ""Point"", ""coordinates"": [-123.04011361173536, 49.21383519574247]}";Killarney
93.66;Storm;"{""type"": ""Point"", ""coordinates"": [-123.04235284446462, 49.228842204205826]}";Killarney
38.89;Combined;"{""type"": ""Point"", ""coordinates"": [-123.15166661952301, 49.24539021463568]}";Arbutus-Ridge
55.53;Combined;"{""type"": ""Point"", ""coordinates"": [-123.14882625811238, 49.2456252930062]}";Arbutus-Ridge
60.15;Combined;"{""type"": ""Point"", ""coordinates"": [-123.14765011523203, 49.24556906171675]}";Shaughnessy
63.07;Combined;"{""type"": ""Point"", ""coordinates"": [-123.14708209329707, 49.24556026031412]}";Shaughnessy
67.03;Combined;"{""type"": ""Point"", ""coordinates"": [-123.14620714957223, 49.245186278535215]}";Shaughnessy
73.71;Combined;"{""type"": ""Point"", ""coordinates"": [-123.14630809663963, 49.247577444000754]}";Shaughnessy
64.99;Combined;"{""type"": ""Point"", ""coordinates"": [-123.1471239923306, 49.246334876661926]}";Shaughnessy
74.4;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10123078679325, 49.24720451614421]}";Riley Park
65.5;Combined;"{""type"": ""Point"", ""coordinates"": [-123.15239497220954, 49.22654871964359]}";Kerrisdale
17.51;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11047952297628, 49.28246015710161]}";Downtown
33.46;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.11751740551095, 49.262136617210444]}";Fairview
38.14;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04355926396414, 49.25621790509359]}";Renfrew-Collingwood
41.87;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04355851040195, 49.25584568334189]}";Renfrew-Collingwood
76.12;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.08681584492209, 49.240838805261]}";Kensington-Cedar Cottage
76.13;Storm;"{""type"": ""Point"", ""coordinates"": [-123.08683547626741, 49.24083057785189]}";Kensington-Cedar Cottage
66.26;Combined;"{""type"": ""Point"", ""coordinates"": [-123.15656690455207, 49.239779615170086]}";Arbutus-Ridge
66.29;Combined;"{""type"": ""Point"", ""coordinates"": [-123.15695698928548, 49.23950023321679]}";Arbutus-Ridge
7.18;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03601820872846, 49.207132097012675]}";Killarney
87.82;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11205426564739, 49.233451368716636]}";Riley Park
89.41;Combined;"{""type"": ""Point"", ""coordinates"": [-123.11343231309404, 49.23350492184935]}";Riley Park
102.63;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02521799444546, 49.2435383784677]}";Renfrew-Collingwood
12.8;Storm;"{""type"": ""Point"", ""coordinates"": [-123.17330041552468, 49.27031691484071]}";Kitsilano
60.16;Storm;"{""type"": ""Point"", ""coordinates"": [-123.05999819165875, 49.26748683060263]}";Grandview-Woodland
101.67;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.02562538973605, 49.245353598970134]}";Renfrew-Collingwood
21.8;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11583396977953, 49.284668779196565]}";Downtown
37.26;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.03646062715053, 49.25691326474613]}";Renfrew-Collingwood
43.23;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.04187513276565, 49.25624201427496]}";Renfrew-Collingwood
3.68;Combined;"{""type"": ""Point"", ""coordinates"": [-123.13234528002296, 49.297773841181616]}";
98.95;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03959088267513, 49.227712506694296]}";Killarney
45.11;Combined;"{""type"": ""Point"", ""coordinates"": [-123.05580488761719, 49.27404316250795]}";Hastings-Sunrise
62.32;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09274534835464, 49.24355199170846]}";Riley Park
67.21;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.09113006585885, 49.24353194944689]}";Riley Park
67.2;Storm;"{""type"": ""Point"", ""coordinates"": [-123.09114671378886, 49.24353735144616]}";Riley Park
23.57;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11690071693606, 49.27946812349435]}";Downtown
32.97;Storm;"{""type"": ""Point"", ""coordinates"": [-123.03644191640306, 49.27135040979699]}";Hastings-Sunrise
27.35;Storm;"{""type"": ""Point"", ""coordinates"": [-123.11589396445285, 49.28015152105571]}";Downtown
38.05;Storm;"{""type"": ""Point"", ""coordinates"": [-123.10028299132968, 49.26294625651374]}";Mount Pleasant
99.8;Combined;"{""type"": ""Point"", ""coordinates"": [-123.13725839213073, 49.23420306177765]}";Shaughnessy
99.01;Combined;"{""type"": ""Point"", ""coordinates"": [-123.13804913151985, 49.23422764808172]}";Shaughnessy
101.47;Combined;"{""type"": ""Point"", ""coordinates"": [-123.13257761752558, 49.235494309777735]}";Shaughnessy
36.14;Storm;"{""type"": ""Point"", ""coordinates"": [-123.1458192100319, 49.26355633535108]}";Kitsilano
75.9;Sanitary;"{""type"": ""Point"", ""coordinates"": [-123.18199146695513, 49.24140363881889]}";Dunbar-Southlands
80.51;Combined;"{""type"": ""Point"", ""coordinates"": [-123.13673909582317, 49.24783621995448]}";Shaughnessy
78.53;Combined;"{""type"": ""Point"", ""coordinates"": [-123.13431007588126, 49.24687678632351]}";Shaughnessy
8.6;Storm;"{""type"": ""Point"", ""coordinates"": [-123.0816792200296, 49.27731693997771]}";Strathcona
83.0;Combined;"{""type"": ""Point"", ""coordinates"": [-123.13871248739498, 49.24837706251499]}";Shaughnessy
74.86;Combined;"{""type"": ""Point"", ""coordinates"": [-123.14485196645603, 49.24605046685342]}";Shaughnessy
70.6;Combined;"{""type"": ""Point"", ""coordinates"": [-123.13304644181541, 49.249373822512055]}";Shaughnessy
82.73;Storm;"{""type"": ""Point"", ""coordinates"": [-123.13924373541658, 49.249218538966076]}";Shaughnessy
76.02;Combined;"{""type"": ""Point"", ""coordinates"": [-123.13309776978507, 49.24591058098459]}";Shaughnessy
70.09;Combined;"{""type"": ""Point"", ""coordinates"": [-123.13198239157315, 49.24592006424291]}";Shaughnessy
