DIAMETER_MM;EFFLUENT_TYPE;GRADE_PERCENT;INSTALL_YR;MATERIAL;NON_CALCULATED_LENGTH_M;Geom
1700.0;Combined;1.19;;BR/CON;60.5;"{""type"": ""LineString"", ""coordinates"": [[-123.07551949867079, 49.26050362053602], [-123.07589914963812, 49.260714399377825], [-123.07590891574014, 49.260719610183386], [-123.07591895644438, 49.260724640903476], [-123.07592927147478, 49.26072931163403], [-123.07593986110727, 49.26073380227899], [-123.07595058790366, 49.26073811292863], [-123.07596172646404, 49.26074206349817], [-123.07597300205006, 49.26074574412026], [-123.07598441466156, 49.26074915479487], [-123.07599610173655, 49.260752295431516], [-123.0760079258367, 49.260755166120575], [-123.0760198869619, 49.260757766861985], [-123.07603198511197, 49.26076009765569], [-123.07604422014846, 49.26076206854965], [-123.07605659220938, 49.260763769495846], [-123.07606896385641, 49.260765200584736], [-123.07608147238922, 49.26076627177375], [-123.07609398050765, 49.260767073105434], [-123.07610662564971, 49.26076760448921], [-123.07611913280044, 49.26076777615414], [-123.07617878152297, 49.260768096649485]]}"
1050.0;Sanitary;0.23;;n/a;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.04703920274945, 49.25678685532472], [-123.04953125475473, 49.25680178034912]]}"
825.0;Combined;5.08;1901;CONC;99.7;"{""type"": ""LineString"", ""coordinates"": [[-123.11510859487389, 49.257858382653914], [-123.1150777056174, 49.258634916343524]]}"
1200.0;Combined;2.25;;n/a;133.2;"{""type"": ""LineString"", ""coordinates"": [[-123.11264282671057, 49.254116589376395], [-123.1126318132843, 49.254355504186115], [-123.11259352222179, 49.255313649375026]]}"
675.0;Combined;0.0;;n/a;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.0521182157153, 49.24794079859051], [-123.05210227682043, 49.24794062587515], [-123.05208647447674, 49.247939643525456], [-123.05207094608751, 49.247937851479534], [-123.05205555425093, 49.2479352497994], [-123.0520404365594, 49.24793201832773], [-123.05202586762961, 49.24792797703636], [-123.05201171015406, 49.24792321593959], [-123.05199823903284, 49.24791782486618], [-123.05198531676925, 49.247911713925916], [-123.05197321826314, 49.247904972947616], [-123.05196194360902, 49.247897691883765], [-123.05195149280691, 49.24788987073461], [-123.05194200325926, 49.2478815094386], [-123.05193347516393, 49.24787279689569], [-123.05192604580992, 49.24786362510162], [-123.05191957789815, 49.24785409306584], [-123.05191434632721, 49.247844290617266], [-123.05191021378846, 49.24783430777007], [-123.05190731758928, 49.247824054510346], [-123.05190552060958, 49.2478138007567], [-123.05190496006229, 49.24780336654294], [-123.05190561738429, 49.24764397078783], [-123.05190505702753, 49.24763371647825], [-123.05190339745697, 49.24762346266247], [-123.05190050136585, 49.24761329935446], [-123.0518963689435, 49.247603406458595], [-123.05189127480537, 49.24759360394684], [-123.05188494443149, 49.247584161799175], [-123.05187751522405, 49.2475750799538], [-123.05186912458508, 49.24756635834871], [-123.05185977260915, 49.247558086935996], [-123.05184959669798, 49.2475502656538], [-123.05183845954437, 49.24754298451573], [-123.05182649864405, 49.24753633341219], [-123.05181371390272, 49.24753022239066], [-123.05180038021737, 49.2475247412799], [-123.05178649768173, 49.247519980031946], [-123.05177206620132, 49.247515848694405], [-123.05175708596376, 49.24751252717153], [-123.05174196898473, 49.247509835374025], [-123.05172644064879, 49.24750795332935], [-123.05171077575807, 49.24750688091437], [-123.05169511161931, 49.24750652811528], [-123.05133649509844, 49.24750785740401]]}"
675.0;Combined;3.94;;n/a;73.66;"{""type"": ""LineString"", ""coordinates"": [[-123.0505151127944, 49.24751162865977], [-123.04984542059299, 49.24751435724439], [-123.049829756465, 49.2475140041924], [-123.04981409161324, 49.24751293152024], [-123.0497985633494, 49.24751104921642], [-123.04978330916613, 49.24750844717406], [-123.04976846637504, 49.247505035381835], [-123.04975403515755, 49.247500993744396], [-123.04974001542375, 49.247496232309615], [-123.04972668197692, 49.247490750959415], [-123.04971403490772, 49.247484639646245], [-123.04970207421641, 49.24747789837034], [-123.04969093748498, 49.247470706977325], [-123.04968062453294, 49.247462885562946], [-123.04967127294199, 49.24745461397282], [-123.04966288271196, 49.24744589220721], [-123.04965545384252, 49.247436720266286], [-123.04964926131619, 49.24742727793668], [-123.04964403032999, 49.247417565336676], [-123.0496398982846, 49.24740758240738], [-123.04963700276086, 49.24739750899434], [-123.0496353436679, 49.24738725514542], [-123.04963478369407, 49.247376910871964], [-123.04963477593955, 49.24736917497783]]}"
1950.0;Combined;0.77;1915;n/a;184.4;"{""type"": ""LineString"", ""coordinates"": [[-123.08371659267047, 49.254117126207376], [-123.08363290209236, 49.25577534743819]]}"
1950.0;Combined;0.71;;BR/CON;560.5;"{""type"": ""LineString"", ""coordinates"": [[-123.06796602055371, 49.2546550440457], [-123.06867756294602, 49.255052823601225], [-123.07015063060688, 49.25598039792781], [-123.0729407457329, 49.257707352647955], [-123.07294666037961, 49.25771085704724], [-123.072952849754, 49.257714271320616], [-123.0729593137235, 49.25771750551597], [-123.07296591499097, 49.257720649672116], [-123.07297265329117, 49.25772352388492], [-123.07297952875663, 49.2577262181064], [-123.0729866789497, 49.257728822201784], [-123.07299382874558, 49.257731156440556], [-123.07300125313631, 49.257733310601104], [-123.07300867726234, 49.257735284857056], [-123.0730163759831, 49.25773707903474], [-123.07302407443902, 49.257738693307765], [-123.07303177263002, 49.25774012767618], [-123.07303974528277, 49.25774129201417], [-123.07304771767042, 49.25774227644747], [-123.07305568979287, 49.257743080976134], [-123.07306366165, 49.25774370560013], [-123.07307177053876, 49.25774406028048], [-123.07307987916202, 49.25774423505615], [-123.07388000573108, 49.25775065250216]]}"
1950.0;Combined;0.55;;BR/CON;156.7;"{""type"": ""LineString"", ""coordinates"": [[-123.0602031644623, 49.25250223315883], [-123.06221876421924, 49.25306381637555]]}"
1800.0;Combined;0.3;1927;n/a;30.45;"{""type"": ""LineString"", ""coordinates"": [[-123.02536467027093, 49.277270289591605], [-123.02572438826384, 49.27741105663382]]}"
1050.0;Combined;4.71;;n/a;164.0;"{""type"": ""LineString"", ""coordinates"": [[-123.05910572010536, 49.2467206503452], [-123.05908298752753, 49.247463497082805], [-123.05908298978153, 49.24746538607989], [-123.05908285452689, 49.247467185195], [-123.05908258187091, 49.24746898438036], [-123.05908230921493, 49.24747078356574], [-123.05908203655896, 49.2474725827511], [-123.05908162650162, 49.24747438200672], [-123.05908107904293, 49.247476181332615], [-123.05908066898552, 49.24747798058826], [-123.05907998412539, 49.24747977998442], [-123.05907943666656, 49.2474815793103], [-123.05907861440502, 49.24748337877671], [-123.05907792943744, 49.2474850882206], [-123.05907710706845, 49.24748679773478], [-123.05907614740536, 49.24748859727139], [-123.0590751876349, 49.247490306855816], [-123.05907422786436, 49.24749201644019], [-123.05907313058505, 49.2474936361426], [-123.059072033413, 49.24749534579722], [-123.05907093613354, 49.2474969654996], [-123.0585900092003, 49.24815204508441]]}"
750.0;Combined;12.18;;CONC;54.9;"{""type"": ""LineString"", ""coordinates"": [[-123.05777701254173, 49.248862717727], [-123.05853436561395, 49.249178869545794]]}"
1775.0;Storm;0.0;;CONC;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.04422647140375, 49.25370183316891], [-123.04422894815391, 49.253705430308635], [-123.0442312874054, 49.25370893754873], [-123.04423362681797, 49.25371262469312], [-123.04423569131316, 49.253716221990544], [-123.04423775588901, 49.25371990924006], [-123.04423968304648, 49.253723596542166], [-123.0442413354472, 49.253727373901654], [-123.0442429877678, 49.253731061308926], [-123.04424436533155, 49.25373483877362], [-123.04424574297595, 49.25373870619045], [-123.04424698312138, 49.25374248370771], [-123.04424794850988, 49.25374635128239], [-123.04424891389853, 49.25375021885705], [-123.04424960444977, 49.253754086536986], [-123.04425029500112, 49.25375795421688], [-123.04425084813374, 49.25376182194941], [-123.04425112642885, 49.253765689787215], [-123.0442514048044, 49.253769647577165], [-123.04425140826191, 49.253773515520244]]}"
1775.0;Storm;0.0;;CONC;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.04414983664493, 49.253598057644], [-123.04422647140375, 49.25370183316891]]}"
1828.0;Storm;1.92;1959;CONC;14.5;"{""type"": ""LineString"", ""coordinates"": [[-123.04405641679045, 49.25347135065737], [-123.04414983664493, 49.253598057644]]}"
1050.0;Sanitary;0.15;;CONC;98.1;"{""type"": ""LineString"", ""coordinates"": [[-123.04815406709183, 49.24131592797974], [-123.04761002012422, 49.24188230479139], [-123.04760233490413, 49.24189103333931], [-123.0475956117283, 49.24190012129989], [-123.04758998789659, 49.241909478664354], [-123.0475854634095, 49.241919105432835], [-123.04758190079528, 49.241928911709735], [-123.04757943744039, 49.24193889743855], [-123.04757821064507, 49.24194897261044], [-123.04757808293763, 49.241959047329644], [-123.04757905431879, 49.2419691215962], [-123.04758112470269, 49.2419791054577], [-123.04758429409006, 49.241988998914124], [-123.04758869969481, 49.241998622004076], [-123.04759406683165, 49.24200806479296], [-123.04760053280087, 49.24201723727172], [-123.0476079602167, 49.242026139496744], [-123.04761634890656, 49.242034591563176], [-123.04762569887073, 49.24204259347082], [-123.04763587272312, 49.24205014527609], [-123.04764687037729, 49.24205715702643], [-123.0476586919198, 49.24206371867393], [-123.04767106231819, 49.242069560474725]]}"
1650.0;Combined;0.92;;BR/CON;11.9;"{""type"": ""LineString"", ""coordinates"": [[-123.1571129972226, 49.246771278995695], [-123.15717326525993, 49.24684198951876]]}"
1200.0;Combined;4.35;;BR/CON;77.7;"{""type"": ""LineString"", ""coordinates"": [[-123.05853436561395, 49.249178869545794], [-123.05873371683579, 49.24926197422129], [-123.0587456774795, 49.24926727532398], [-123.05875708903423, 49.24927302646606], [-123.05876795150012, 49.24927922764765], [-123.0587782647705, 49.24928578891669], [-123.05878802884533, 49.24929271027331], [-123.05879710631824, 49.24929999178764], [-123.05880563459553, 49.24930763338983], [-123.05881333886423, 49.24931563521994], [-123.0588203563169, 49.24932381730375], [-123.0588265497605, 49.24933235961574], [-123.0588320562806, 49.24934099222948], [-123.05883687609067, 49.24934989504946], [-123.05884073427038, 49.24935897826352], [-123.05884390563244, 49.24936824173178], [-123.05884611514945, 49.24937750568988], [-123.05884763774105, 49.249386859950064], [-123.05884819859354, 49.249396304652365], [-123.05884793500616, 49.2494057497746], [-123.05884698427819, 49.24941510529457], [-123.05884507170272, 49.249424461304386], [-123.05877177319717, 49.249720621466984]]}"
1950.0;Combined;0.54;;BR/CON;281.3;"{""type"": ""LineString"", ""coordinates"": [[-123.06449256152118, 49.253697272252964], [-123.06796602055371, 49.2546550440457]]}"
1350.0;Combined;1.12;;BR/CON;179.8;"{""type"": ""LineString"", ""coordinates"": [[-123.1532107915798, 49.2451667863553], [-123.15360951703427, 49.24530126640658], [-123.15472502885196, 49.24569645876932], [-123.15538816460669, 49.24593014652434]]}"
900.0;Sanitary;10.66;1971;CONC;13.1;"{""type"": ""LineString"", ""coordinates"": [[-123.14426578798246, 49.272841683373706], [-123.14412261442892, 49.27291364368814]]}"
900.0;Sanitary;0.0;1971;FR;39.4;"{""type"": ""LineString"", ""coordinates"": [[-123.14464503600605, 49.272589253864915], [-123.14452776082194, 49.272679172648964], [-123.14440112062871, 49.272763436044585], [-123.14426578798246, 49.272841683373706]]}"
1050.0;Combined;0.22;1926;n/a;93.9;"{""type"": ""LineString"", ""coordinates"": [[-123.0335973013084, 49.276619186678865], [-123.03358824082551, 49.27724624352548], [-123.03358879992423, 49.27725973613683], [-123.03359100877172, 49.277273138316744], [-123.03359459240102, 49.27728645014504], [-123.03359982565938, 49.27729949163807], [-123.03360657112492, 49.27731235278736], [-123.03361469113104, 49.277324763777266], [-123.03362418567863, 49.27733672460747], [-123.03363505476834, 49.277348235277636], [-123.03364716079416, 49.277359115923815], [-123.03366050375638, 49.27736936654562], [-123.03367508365528, 49.2773789871426], [-123.0336906254609, 49.277387887842664], [-123.03370726659618, 49.27739597865357], [-123.0337245945461, 49.27740316974337], [-123.03374288434034, 49.27740955098327], [-123.03376172346344, 49.27741503254152], [-123.03378124933764, 49.27741952442588], [-123.03380104950833, 49.27742302675665], [-123.03382139900498, 49.277425629405], [-123.03384188524363, 49.27742714359266], [-123.03386250829689, 49.27742767726171], [-123.03391571488321, 49.27742775160875]]}"
2400.0;Combined;0.3;;n/a;173.4;"{""type"": ""LineString"", ""coordinates"": [[-123.16772022341311, 49.25761232891371], [-123.17009205308125, 49.257648467425746]]}"
1650.0;Combined;0.1;;n/a;329.6;"{""type"": ""LineString"", ""coordinates"": [[-123.16441008360813, 49.271009242389866], [-123.16893181265431, 49.2710751312504]]}"
450.0;Combined;0.0;;n/a;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.17380838700446, 49.27107137073321], [-123.17372246874945, 49.27103183111971]]}"
2400.0;Combined;0.12;;CONC;284.4;"{""type"": ""LineString"", ""coordinates"": [[-123.07732552596283, 49.2761959512246], [-123.0772748863305, 49.278762220918054]]}"
2400.0;Combined;0.1;1915;n/a;0.0;"{""type"": ""LineString"", ""coordinates"": [[-123.07721245624703, 49.28075476690245], [-123.07713994763824, 49.282970965920846], [-123.07715793378328, 49.28338590130206], [-123.07714507150705, 49.283866890816434]]}"
2400.0;Combined;0.11;;n/a;222.5;"{""type"": ""LineString"", ""coordinates"": [[-123.0772748863305, 49.278762220918054], [-123.07721245624703, 49.28075476690245]]}"
2900.0;Combined;0.06;1974;CONC;620.6;"{""type"": ""LineString"", ""coordinates"": [[-123.07859947681358, 49.27640061365828], [-123.07935901761107, 49.277211810939065], [-123.07921178589675, 49.28185612342373]]}"
1150.0;Sanitary;0.17;1974;CONC;213.1;"{""type"": ""LineString"", ""coordinates"": [[-123.07867108306493, 49.273153931911885], [-123.07863993996824, 49.275070297068304]]}"
1500.0;Storm;0.18;1974;CONC;209.1;"{""type"": ""LineString"", ""coordinates"": [[-123.0786286626787, 49.273182205683], [-123.07860088466668, 49.27506303754058]]}"
1500.0;Combined;0.39;;n/a;113.4;"{""type"": ""LineString"", ""coordinates"": [[-123.056978940251, 49.25231760420892], [-123.05727326421932, 49.25186200358405], [-123.0572749101635, 49.2518593941535], [-123.05727669352099, 49.251856784654805], [-123.05727861439584, 49.25185426504013], [-123.05728053527052, 49.25185174542542], [-123.05728245614499, 49.251849225810666], [-123.05728451443274, 49.251846706127765], [-123.05728657282434, 49.251844276397], [-123.05728876862919, 49.25184184659805], [-123.05729096443385, 49.25183941679906], [-123.05729329765171, 49.25183698693189], [-123.05729563097344, 49.251834647016835], [-123.0572981017084, 49.251832307033595], [-123.05730057244308, 49.251829967050305], [-123.0573030432817, 49.25182771701911], [-123.05730565153345, 49.25182546691973], [-123.05730839719837, 49.25182321675213], [-123.05731114296718, 49.25182105653662], [-123.05731388873576, 49.25181889632105], [-123.05731677191747, 49.251816736037256], [-123.05731965520307, 49.25181466570555], [-123.05732253848844, 49.25181259537378], [-123.05732555929106, 49.25181061492592], [-123.05732858009348, 49.25180863447802], [-123.05733173830896, 49.25180665396181], [-123.0573348966284, 49.251804763397715], [-123.05733819236093, 49.251802872765325], [-123.05734135067986, 49.25180098220103], [-123.05734478392941, 49.251799181452434], [-123.05734807976539, 49.25179738077193], [-123.05735151311865, 49.251795669975294], [-123.05735494647165, 49.251793959178585], [-123.05735837992867, 49.251792338333914], [-123.05736195079874, 49.25179071742094], [-123.0573655080315, 49.25178918646685], [-123.05736921641864, 49.251787655437575], [-123.05737278739225, 49.25178612447644], [-123.05737649588322, 49.25178468339912], [-123.05738034178724, 49.25178324225344], [-123.05738405038201, 49.25178189112806], [-123.05738789649412, 49.251780629886476], [-123.05739174250178, 49.25177927869259], [-123.05739558871778, 49.251778107402934], [-123.05739957234687, 49.25177693604485], [-123.05740355597578, 49.251775764686656], [-123.05740753970879, 49.251774683280516], [-123.05741152344164, 49.25177360187422], [-123.05741550727863, 49.251772610419955], [-123.05741962852869, 49.25177161889726], [-123.0574236124697, 49.2517707173949], [-123.05742773392817, 49.2517699057763], [-123.05743185538647, 49.25176909415753], [-123.05743611425788, 49.25176828247027], [-123.0574402358203, 49.251767560803394], [-123.0574443573826, 49.251766839136366], [-123.05744861656675, 49.25176629730519], [-123.05745287564642, 49.25176566552169], [-123.0574571348304, 49.25176512369022], [-123.05746139411868, 49.251764671810776], [-123.05746565340688, 49.25176421993117], [-123.05746991279942, 49.25176385800358], [-123.05747417219189, 49.251763496075824], [-123.05747843168872, 49.251763224100095], [-123.05748269118554, 49.25176295212422], [-123.05748708819998, 49.25176277003198], [-123.05749134790561, 49.25176267796013], [-123.05749574502444, 49.25176258581974], [-123.05750000473003, 49.25176249374758], [-123.0575042645401, 49.25176249162743], [-123.05750866186787, 49.251762579390885], [-123.05751292178246, 49.2517626672226], [-123.05751731921477, 49.25176284493792], [-123.05752157923389, 49.25176302272149], [-123.05752583935755, 49.251763290457085], [-123.05753009958579, 49.251763648144674], [-123.05753449722734, 49.251764005763704], [-123.0575387574557, 49.251764363451], [-123.05754301778867, 49.25176481109029], [-123.0575472782263, 49.25176534868162], [-123.05755140125075, 49.25176588634125], [-123.05755566168855, 49.251766423932274], [-123.05755992233561, 49.25176714142749], [-123.05756404546497, 49.25176776903884], [-123.05756816880361, 49.2517685765544], [-123.05757242945103, 49.251769294049126], [-123.05757297920862, 49.251769383727414], [-123.05810454416503, 49.251917538789776]]}"
1700.0;Storm;21.97;1935;CONC;7.2;"{""type"": ""LineString"", ""coordinates"": [[-123.04503768063458, 49.24176714474859], [-123.04503879496247, 49.24176879943802], [-123.04504083090241, 49.24177169511101], [-123.04504294925755, 49.241774572761365], [-123.04504513628117, 49.24177742339917], [-123.04504740571184, 49.24178024701911], [-123.045049743811, 49.24178304362649], [-123.0450521643172, 49.24178581321599], [-123.04505465349192, 49.241788555792944], [-123.04505722507373, 49.241791271351964], [-123.04505985157732, 49.24179395090856], [-123.04506256049616, 49.24179661244247], [-123.04506533806719, 49.24179922897336], [-123.04506818430674, 49.24180181849166], [-123.0450710992149, 49.2418043809974], [-123.04507408277517, 49.24180689850007], [-123.04507712126549, 49.24180938899553], [-123.04508024215473, 49.24181184347779], [-123.0450924641742, 49.24182110380333]]}"
1650.0;Combined;0.1;;CONC;332.4;"{""type"": ""LineString"", ""coordinates"": [[-123.14567274088068, 49.26971720888005], [-123.15027263042062, 49.2697892613966]]}"
1150.0;Sanitary;0.12;1974;CONC;128.0;"{""type"": ""LineString"", ""coordinates"": [[-123.07870785367544, 49.272002621380054], [-123.07867108306493, 49.273153931911885]]}"
1650.0;Combined;0.1;;CONC;151.5;"{""type"": ""LineString"", ""coordinates"": [[-123.15027263042062, 49.2697892613966], [-123.1523548909445, 49.269822380392604], [-123.15235530338879, 49.26982239783916]]}"
1350.0;Combined;0.15;;CONC;139.2;"{""type"": ""LineString"", ""coordinates"": [[-123.14085114100038, 49.26644026268672], [-123.1407991806553, 49.2676904432507]]}"
900.0;Sanitary;0.0;1971;FR;15.2;"{""type"": ""LineString"", ""coordinates"": [[-123.14530941717389, 49.27072063989949], [-123.14530328644027, 49.270739447570705], [-123.14529883496031, 49.270857290245495]]}"
750.0;Combined;4.24;;n/a;8.2;"{""type"": ""LineString"", ""coordinates"": [[-123.14555079003748, 49.26927551840209], [-123.14560771252232, 49.2693267193176], [-123.14560733852207, 49.2693397628275]]}"
1350.0;Combined;0.33;;n/a;35.9;"{""type"": ""LineString"", ""coordinates"": [[-123.13111613249156, 49.2652472082279], [-123.13113482598145, 49.26524727696513], [-123.1311535223323, 49.26524842512068], [-123.1311719459292, 49.26525038315125], [-123.1311900974885, 49.265253420912316], [-123.13120783884538, 49.265257268704765], [-123.13122503278875, 49.265262016636655], [-123.13124167931937, 49.26526766470826], [-123.13125750329849, 49.26527412328031], [-123.13127250472654, 49.26528139235314], [-123.13128668360392, 49.26528947192705], [-123.13129990176434, 49.26529809230324], [-123.13131188502277, 49.265307523649774], [-123.13132290732534, 49.26531740584749], [-123.13133255679749, 49.2653279192689], [-123.13134097017304, 49.26533879390281], [-123.13134814769019, 49.26535011970123], [-123.13135381420805, 49.26536180702515], [-123.13135825789469, 49.26537367564311], [-123.13136117659639, 49.2653858158508], [-123.13136258334075, 49.26539795777736]]}"
2400.0;Combined;0.38;1985;RC;233.4;"{""type"": ""LineString"", ""coordinates"": [[-123.07866527457458, 49.26741737650456], [-123.07874103632047, 49.267518242035464], [-123.078827787418, 49.267864587980114], [-123.0788015915067, 49.26926505011069], [-123.07886862983064, 49.26949672061793]]}"
750.0;Combined;0.84;1966;RC;23.8;"{""type"": ""LineString"", ""coordinates"": [[-123.1855708123938, 49.22902991884329], [-123.18557481947795, 49.2288162748654]]}"
750.0;Combined;2.19;1966;RC;46.1;"{""type"": ""LineString"", ""coordinates"": [[-123.18554351406617, 49.22996338324476], [-123.18555669932309, 49.229548788358784]]}"
750.0;Combined;0.0;1967;RC;10.2;"{""type"": ""LineString"", ""coordinates"": [[-123.18551930728549, 49.23031047735834], [-123.18554712813155, 49.23022057000097]]}"
900.0;Sanitary;5.16;;CONC;23.2;"{""type"": ""LineString"", ""coordinates"": [[-123.13928399199462, 49.27996766690215], [-123.1392905960857, 49.280115719635695], [-123.13922499687337, 49.28015906551779]]}"
1200.0;Sanitary;0.13;1971;CONC;399.0;"{""type"": ""LineString"", ""coordinates"": [[-123.14316520969287, 49.277395131043704], [-123.13928399199462, 49.27996766690215]]}"
1050.0;Combined;0.1;1970;FR;259.0;"{""type"": ""LineString"", ""coordinates"": [[-123.14174743334819, 49.28222803852215], [-123.14158377577154, 49.28201891235893], [-123.1414892444579, 49.28165301430491], [-123.14045211382569, 49.281001049612605], [-123.13983456233906, 49.2805312606849], [-123.13966558057771, 49.28042811941784]]}"
500.0;Combined;6.98;1961;RC;16.9;"{""type"": ""LineString"", ""coordinates"": [[-123.20455438573491, 49.2701634729328], [-123.2043216615149, 49.27016758173039]]}"
2100.0;Combined;5.03;;CONC;91.1;"{""type"": ""LineString"", ""coordinates"": [[-123.07525833423516, 49.20950373006387], [-123.07537276198138, 49.20926324733955], [-123.07537755282331, 49.20925370920594], [-123.0753820690728, 49.20924417125132], [-123.07538631073001, 49.20923463347573], [-123.07539041495355, 49.209225005836785], [-123.07539438188027, 49.20921537828728], [-123.07539807421509, 49.209205750916844], [-123.07540162911647, 49.209196033683114], [-123.07540504672136, 49.209186316538876], [-123.07540818973463, 49.209176599573794], [-123.0754110580197, 49.20916679283506], [-123.07541378900858, 49.20915698618589], [-123.07541638270133, 49.20914717962628], [-123.07541870180306, 49.20913737324589], [-123.07542088347205, 49.209127477002255], [-123.07542292784522, 49.20911758084822], [-123.07542456033279, 49.2091076849631], [-123.07542619281973, 49.20909778907793], [-123.07542755057942, 49.20908780341922], [-123.07542863388574, 49.209077907892606], [-123.07544175753625, 49.2087338654428]]}"
2575.0;Combined;0.46;;CONC;21.7;"{""type"": ""LineString"", ""coordinates"": [[-123.17394145826027, 49.2651093299774], [-123.17423966002211, 49.265114088890854]]}"
825.0;Storm;19.12;;n/a;7.0;"{""type"": ""LineString"", ""coordinates"": [[-123.18777848634194, 49.26608382680226], [-123.18777979786162, 49.2661469080567]]}"
600.0;Sanitary;0.5;;n/a;67.7;"{""type"": ""LineString"", ""coordinates"": [[-123.1877101823547, 49.26631842483911], [-123.18768601261566, 49.26692944548595]]}"
600.0;Combined;0.16;;CONC;107.6;"{""type"": ""LineString"", ""coordinates"": [[-123.20260298446838, 49.272111376565555], [-123.20256915072068, 49.2730709806352]]}"
1500.0;Combined;0.3;;CONC;82.3;"{""type"": ""LineString"", ""coordinates"": [[-123.11835621908202, 49.20977361137133], [-123.11929030531607, 49.20935714897962]]}"
1500.0;Combined;34.17;;n/a;43.2;"{""type"": ""LineString"", ""coordinates"": [[-123.07405996340749, 49.211446488362995], [-123.07406021127048, 49.211428587584], [-123.0740607419326, 49.21141617374842], [-123.07406182166524, 49.2114036696079], [-123.07406372533922, 49.21139125489188], [-123.07406617821717, 49.21137883982365], [-123.07406945503536, 49.211366514179865], [-123.07407314388976, 49.21135427822458], [-123.07407765668349, 49.21134213169364], [-123.07408271881374, 49.21133007476304], [-123.07408846771564, 49.2113181972974], [-123.0740949032543, 49.211306409343884], [-123.07410175096177, 49.2112948010313], [-123.07410942274069, 49.211283372095295], [-123.07411764385424, 49.21127203275914], [-123.07412641457105, 49.211260962928286], [-123.07413573475641, 49.211250072649825], [-123.07414574184546, 49.211239451788266], [-123.07415616110168, 49.21122901056694], [-123.07416726726109, 49.2112188387622], [-123.07417878558736, 49.211208846597444], [-123.07431193973476, 49.21109875764643]]}"
600.0;Combined;0.63;1970;CONC;14.3;"{""type"": ""LineString"", ""coordinates"": [[-123.14377439688947, 49.289906881084455], [-123.14391151508181, 49.289816308975915]]}"
1050.0;Combined;0.04;1970;FR;202.2;"{""type"": ""LineString"", ""coordinates"": [[-123.14294988892033, 49.28662601648184], [-123.14297425946047, 49.28803022243314], [-123.14309489162434, 49.28827420201369], [-123.14319673617321, 49.288398029284004]]}"
525.0;Combined;0.0;;CONC;4.6;"{""type"": ""LineString"", ""coordinates"": [[-123.11035357253556, 49.206902087008565], [-123.11034095178475, 49.206906506760134], [-123.11030046454793, 49.206906185618074]]}"
900.0;Combined;0.1;1954;RC;232.3;"{""type"": ""LineString"", ""coordinates"": [[-123.2231380892422, 49.27735235758361], [-123.22013976408674, 49.27663396880988]]}"
1200.0;Combined;0.2;1961;RC;173.5;"{""type"": ""LineString"", ""coordinates"": [[-123.19896697092264, 49.27000515418999], [-123.19669119270463, 49.26954044561918]]}"
750.0;Combined;1.01;1967;RC;13.9;"{""type"": ""LineString"", ""coordinates"": [[-123.18559699826724, 49.22758704512971], [-123.18569672468753, 49.227480560804985]]}"
1350.0;Combined;23.04;;n/a;31.0;"{""type"": ""LineString"", ""coordinates"": [[-123.07401902177081, 49.21393064337814], [-123.07402231284303, 49.21365186846072]]}"
1350.0;Combined;17.77;;n/a;22.0;"{""type"": ""LineString"", ""coordinates"": [[-123.07400811624164, 49.214710262456805], [-123.07401206367696, 49.21451236373481]]}"
1050.0;Combined;0.37;;n/a;122.2;"{""type"": ""LineString"", ""coordinates"": [[-123.13531167775211, 49.29374109722366], [-123.13645116853414, 49.29447838589155], [-123.13645419944388, 49.294480271296095], [-123.13645695529057, 49.29448215702534], [-123.13645971163412, 49.29448422265714], [-123.13646233044625, 49.294486288451274], [-123.13646481172698, 49.294488354407754], [-123.13646701844127, 49.29449060059161], [-123.13646922515575, 49.294492846775434], [-123.13647129433878, 49.294495093121604], [-123.13647322648701, 49.294497519532776], [-123.13647502085543, 49.29449985615504], [-123.13647667818903, 49.29450237284227], [-123.13647819774276, 49.29450479974063], [-123.1364795800133, 49.29450731675271], [-123.13648068746893, 49.29450992404091], [-123.13648179467634, 49.2945124413778], [-123.1364826270688, 49.29451504899085], [-123.13648332217797, 49.29451774671762], [-123.13648401703885, 49.29452035449309], [-123.13648429955298, 49.29452305270715]]}"
600.0;Sanitary;2.13;1970;CONC;16.0;"{""type"": ""LineString"", ""coordinates"": [[-123.1380235739975, 49.2941390291319], [-123.13780691269554, 49.29417050091196]]}"
600.0;Combined;0.4;1971;CONC;59.1;"{""type"": ""LineString"", ""coordinates"": [[-123.07052871035722, 49.214152563994055], [-123.07135381115005, 49.21416008104617]]}"
750.0;Combined;0.0;1966;CI;2.9;"{""type"": ""LineString"", ""coordinates"": [[-123.14634622191289, 49.289960331180616], [-123.14630682663397, 49.28998493787107]]}"
900.0;Combined;0.06;;CONC;141.4;"{""type"": ""LineString"", ""coordinates"": [[-123.08902338050811, 49.28487717942412], [-123.08863512480552, 49.28475684363306], [-123.08726621795962, 49.28441203015477], [-123.08722411481158, 49.28439677014985]]}"
1200.0;Combined;0.12;1973;CONC;231.3;"{""type"": ""LineString"", ""coordinates"": [[-123.06041788221714, 49.28957559236803], [-123.06187660309018, 49.2876923752506]]}"
