AT_STREET;ON_STREET;XSTREET;Geom;Geo Local Area
093;802;LABURNUM ST AND W 54TH AV;"{""type"": ""Point"", ""coordinates"": [-123.1510489594118, 49.221847275564286]}";Kerrisdale
121;794;WILTSHIRE ST AND W 51ST AV;"{""type"": ""Point"", ""coordinates"": [-123.1466465469719, 49.224878561699356]}";Kerrisdale
122;794;W 51ST AV AND MARGUERITE ST;"{""type"": ""Point"", ""coordinates"": [-123.14507714584326, 49.22485870285403]}";Kerrisdale
120;810;ANGUS DRIVE AND W 57TH AV;"{""type"": ""Point"", ""coordinates"": [-123.14824548942514, 49.21945286594908]}";Kerrisdale
097;810;CYPRESS ST AND W 57TH AV;"{""type"": ""Point"", ""coordinates"": [-123.14969317119468, 49.219471346295826]}";Kerrisdale
277;606;WILLIAM ST AND KASLO ST;"{""type"": ""Point"", ""coordinates"": [-123.04686858303413, 49.27413935242961]}";Hastings-Sunrise
236;830;BORDEN ST AND SE MARINE DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.07395035639388, 49.21105120766741]}";Victoria-Fraserview
270;566;YALE ST AND WALL ST;"{""type"": ""Point"", ""coordinates"": [-123.05631492905142, 49.29072581722436]}";Hastings-Sunrise
266;705;GLADSTONE ST AND E 27TH AV;"{""type"": ""Point"", ""coordinates"": [-123.06053749841183, 49.246739033759845]}";Kensington-Cedar Cottage
134;615;SEYMOUR ST AND GRANVILLE BRIDGE;"{""type"": ""Point"", ""coordinates"": [-123.12705251147256, 49.27530077785052]}";Downtown
195;643;E 2ND AV AND BRUNSWICK ST;"{""type"": ""Point"", ""coordinates"": [-123.09632536169873, 49.26663155046137]}";Mount Pleasant
239;810;ARGYLE DRIVE AND E 57TH AV;"{""type"": ""Point"", ""coordinates"": [-123.07099573766513, 49.21809170730244]}";Victoria-Fraserview
306;720;CROWLEY DRIVE AND JOYCE ST;"{""type"": ""Point"", ""coordinates"": [-123.03262295602886, 49.23746820180828]}";Renfrew-Collingwood
254;735;GLADSTONE ST AND E 35TH AV;"{""type"": ""Point"", ""coordinates"": [-123.06206884401796, 49.23811365031729]}";Kensington-Cedar Cottage
257;756;E 44TH AV AND STIRLING ST;"{""type"": ""Point"", ""coordinates"": [-123.0598883409383, 49.23029811753649]}";Victoria-Fraserview
282;770;DUNDEE ST AND KINGSWAY;"{""type"": ""Point"", ""coordinates"": [-123.04759373777195, 49.23706212208477]}";Renfrew-Collingwood
280;600;VENABLES ST AND RENFREW ST;"{""type"": ""Point"", ""coordinates"": [-123.0441003545236, 49.27641143870304]}";Hastings-Sunrise
320;566;N BOUNDARY ROAD AND EDINBURGH ST;"{""type"": ""Point"", ""coordinates"": [-123.0233940277481, 49.29160029290534]}";Hastings-Sunrise
320;575;N BOUNDARY ROAD AND ETON ST;"{""type"": ""Point"", ""coordinates"": [-123.02346161371919, 49.28770209935867]}";Hastings-Sunrise
320;577;OXFORD ST AND N BOUNDARY ROAD;"{""type"": ""Point"", ""coordinates"": [-123.02350408846613, 49.28567064004397]}";Hastings-Sunrise
320;665;TRANS CANADA HIGHWAY AND BOUNDARY ROAD;"{""type"": ""Point"", ""coordinates"": [-123.02369990494776, 49.26011486249678]}";Renfrew-Collingwood
320;650;LOUGHEED HIGHWAY AND BOUNDARY ROAD;"{""type"": ""Point"", ""coordinates"": [-123.02366523670347, 49.26556172710536]}";Hastings-Sunrise
283;716;QUEENS AV AND PICTON ST;"{""type"": ""Point"", ""coordinates"": [-123.04044504922464, 49.243116951998985]}";Renfrew-Collingwood
314;684;DIEPPE DRIVE AND MALTA AV;"{""type"": ""Point"", ""coordinates"": [-123.02565839317637, 49.2557757562345]}";Renfrew-Collingwood
132;616;GRANVILLE BRIDGE AND PACIFIC ST;"{""type"": ""Point"", ""coordinates"": [-123.1294420817826, 49.27504769059555]}";Downtown
312;634;E 4TH AV AND KOOTENAY ST;"{""type"": ""Point"", ""coordinates"": [-123.02569674000165, 49.266639089016465]}";Hastings-Sunrise
184;769;ONTARIO ST AND W 48TH AV;"{""type"": ""Point"", ""coordinates"": [-123.10591806382497, 49.22674475293699]}";Oakridge
091;769;W 48TH AV AND EAST BOULEVARD;"{""type"": ""Point"", ""coordinates"": [-123.15504673800719, 49.22810053617358]}";Kerrisdale
085;830;ARBUTUS ST AND W 62ND AV;"{""type"": ""Point"", ""coordinates"": [-123.1544055578953, 49.21513680313397]}";Kerrisdale
184;793;E 51ST AV AND ONTARIO ST;"{""type"": ""Point"", ""coordinates"": [-123.1060218698433, 49.223856790557534]}";Oakridge
320;711;MOSCROP ST AND BOUNDARY ROAD;"{""type"": ""Point"", ""coordinates"": [-123.02372059135365, 49.24256727403035]}";Renfrew-Collingwood
179;757;W 44TH AV AND COLUMBIA ST;"{""type"": ""Point"", ""coordinates"": [-123.1108626115371, 49.23053271336872]}";Oakridge
190;818;MAIN ST AND E 62ND AV;"{""type"": ""Point"", ""coordinates"": [-123.10205685074261, 49.214363041896554]}";Sunset
190;765;E 47TH AV AND MAIN ST;"{""type"": ""Point"", ""coordinates"": [-123.10151719627737, 49.2275775457523]}";Sunset
188;758;QUEBEC ST AND E 45TH AV;"{""type"": ""Point"", ""coordinates"": [-123.1036873085137, 49.22941546395383]}";Sunset
182;757;W 44TH AV AND MANITOBA ST;"{""type"": ""Point"", ""coordinates"": [-123.10823259683778, 49.23044788144031]}";Oakridge
190;755;E 43RD AV AND MAIN ST;"{""type"": ""Point"", ""coordinates"": [-123.10142470705678, 49.231173850722136]}";Sunset
184;765;ONTARIO ST AND E 47TH AV;"{""type"": ""Point"", ""coordinates"": [-123.10588294020744, 49.22764879107098]}";Oakridge
190;805;E 55TH AV AND MAIN ST;"{""type"": ""Point"", ""coordinates"": [-123.10183004903136, 49.2201547170773]}";Sunset
188;809;QUEBEC ST AND E 57TH AV;"{""type"": ""Point"", ""coordinates"": [-123.10403177017005, 49.218502311099066]}";Sunset
184;809;ONTARIO ST AND E 57TH AV;"{""type"": ""Point"", ""coordinates"": [-123.10619573218938, 49.21854773806317]}";Marpole
222;629;TERMINAL AV AND GLEN DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.08142643181652, 49.26976085430134]}";Strathcona
210;825;E 65TH AV AND FRASER ST;"{""type"": ""Point"", ""coordinates"": [-123.09107606016946, 49.21181314434577]}";Sunset
199;824;E 64TH AV AND BUSCOMBE ST;"{""type"": ""Point"", ""coordinates"": [-123.0953300470142, 49.212096913347644]}";Sunset
197;828;E 65TH AV AND PRINCE EDWARD ST;"{""type"": ""Point"", ""coordinates"": [-123.09797855063057, 49.21166141220062]}";Sunset
195;821;SOPHIA ST AND E 63RD AV;"{""type"": ""Point"", ""coordinates"": [-123.10016215106671, 49.21356530753346]}";Sunset
201;830;ST. GEORGE ST AND SE MARINE DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.09429904652977, 49.211033994992064]}";Sunset
152;832;W 71ST AV AND FREMLIN ST;"{""type"": ""Point"", ""coordinates"": [-123.1275562994732, 49.20687761606007]}";Marpole
152;840;SW MARINE DRIVE AND FREMLIN ST;"{""type"": ""Point"", ""coordinates"": [-123.1276101477602, 49.20573735775634]}";Marpole
155;840;SW MARINE DRIVE AND LOGAN ST;"{""type"": ""Point"", ""coordinates"": [-123.12503900990053, 49.206817275538576]}";Marpole
151;840;SHAUGHNESSY ST AND SW MARINE DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.12896716290896, 49.2051673657079]}";Marpole
201;830;ST. GEORGE ST AND SE MARINE DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.09399555373068, 49.21102465338272]}";Sunset
130;840;GRANVILLE ST AND SW MARINE DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.14064383905317, 49.20507424641119]}";Marpole
130;832;GRANVILLE ST AND W 71ST AV;"{""type"": ""Point"", ""coordinates"": [-123.14057334168783, 49.2070736181002]}";Marpole
135;833;W 72ND AV AND CARTIER ST;"{""type"": ""Point"", ""coordinates"": [-123.1377608726511, 49.20575486895018]}";Marpole
132;835;FRENCH ST AND W 72ND AV;"{""type"": ""Point"", ""coordinates"": [-123.13929021832395, 49.20577765493335]}";Marpole
144;826;W 67TH AV AND HUDSON ST;"{""type"": ""Point"", ""coordinates"": [-123.13430938044924, 49.210791836835284]}";Marpole
148;826;OSLER ST AND W 67TH AV;"{""type"": ""Point"", ""coordinates"": [-123.13155181129844, 49.21075061858002]}";Marpole
034;698;WALLACE ST AND W 21ST AV;"{""type"": ""Point"", ""coordinates"": [-123.19081422225149, 49.253792368533574]}";Dunbar-Southlands
146;705;LAURIER AV AND SELKIRK ST;"{""type"": ""Point"", ""coordinates"": [-123.13194560812438, 49.250724810944824]}";Shaughnessy
146;703;SELKIRK ST AND BALFOUR AV;"{""type"": ""Point"", ""coordinates"": [-123.13207201309216, 49.251858442850065]}";Shaughnessy
146;702;SELKIRK ST AND MATTHEWS AV;"{""type"": ""Point"", ""coordinates"": [-123.13289170864289, 49.253643477695945]}";Shaughnessy
144;705;LAURIER AV AND HUDSON ST;"{""type"": ""Point"", ""coordinates"": [-123.13430375562119, 49.25076217645936]}";Shaughnessy
159;670;W 12TH AV AND WILLOW ST;"{""type"": ""Point"", ""coordinates"": [-123.12192713186029, 49.26050411361533]}";Fairview
149;670;W 12TH AV AND SPRUCE ST;"{""type"": ""Point"", ""coordinates"": [-123.12909245152663, 49.260618457916614]}";Fairview
163;670;W 12TH AV AND HEATHER ST;"{""type"": ""Point"", ""coordinates"": [-123.11997601841863, 49.26047251404442]}";Fairview
153;654;LAUREL ST AND W 10TH AV;"{""type"": ""Point"", ""coordinates"": [-123.12422631908622, 49.262401488797366]}";Fairview
150;654;OAK ST AND W 10TH AV;"{""type"": ""Point"", ""coordinates"": [-123.12662497503877, 49.2624401639229]}";Fairview
146;664;W 11TH AV AND ALDER ST;"{""type"": ""Point"", ""coordinates"": [-123.1314276726066, 49.26159639311774]}";Fairview
138;650;BIRCH ST AND W BROADWAY;"{""type"": ""Point"", ""coordinates"": [-123.13372620696238, 49.263520682315736]}";Fairview
146;688;ALDER ST AND W 15TH AV;"{""type"": ""Point"", ""coordinates"": [-123.13156586222864, 49.2578764093266]}";Fairview
146;686;ALDER ST AND W 14TH AV;"{""type"": ""Point"", ""coordinates"": [-123.13153170809913, 49.25879594813124]}";Fairview
146;683;ALDER ST AND W 13TH AV;"{""type"": ""Point"", ""coordinates"": [-123.13149752737431, 49.25971628738261]}";Fairview
026;721;W 29TH AV AND W KING EDWARD AV;"{""type"": ""Point"", ""coordinates"": [-123.20497003781836, 49.24931599521546]}";
159;697;W 20TH AV AND WILLOW ST;"{""type"": ""Point"", ""coordinates"": [-123.12216595989375, 49.253433539738346]}";South Cambie
163;697;HEATHER ST AND W 20TH AV;"{""type"": ""Point"", ""coordinates"": [-123.12021537692057, 49.25339250769599]}";South Cambie
153;694;LAUREL ST AND W 19TH AV;"{""type"": ""Point"", ""coordinates"": [-123.1244952261459, 49.25438044500587]}";South Cambie
231;684;E 14TH AV AND MADDAMS ST;"{""type"": ""Point"", ""coordinates"": [-123.07500990873542, 49.2577928865332]}";Kensington-Cedar Cottage
230;687;E 15TH AV AND KNIGHT ST;"{""type"": ""Point"", ""coordinates"": [-123.07586794446212, 49.2566035906479]}";Kensington-Cedar Cottage
232;687;WOODLAND DRIVE AND E 15TH AV;"{""type"": ""Point"", ""coordinates"": [-123.07427438317512, 49.25653822339969]}";Kensington-Cedar Cottage
235;687;E 15TH AV AND DUMFRIES ST;"{""type"": ""Point"", ""coordinates"": [-123.07282180922057, 49.2564804183137]}";Kensington-Cedar Cottage
251;687;E 16TH AV AND FINDLAY ST;"{""type"": ""Point"", ""coordinates"": [-123.06786293052227, 49.25629149752512]}";Kensington-Cedar Cottage
253;687;E 16TH AV AND VICTORIA DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.06602050838107, 49.256223454779274]}";Kensington-Cedar Cottage
250;670;E 12TH AV AND COMMERCIAL DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.06981554054606, 49.259561272623245]}";Kensington-Cedar Cottage
234;670;E 12TH AV AND WOODLAND DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.07368565716757, 49.25959099113552]}";Kensington-Cedar Cottage
255;670;SEMLIN DRIVE AND E 12TH AV;"{""type"": ""Point"", ""coordinates"": [-123.06401109609986, 49.259527439035594]}";Kensington-Cedar Cottage
259;683;LAKEWOOD DRIVE AND WALKWAY;"{""type"": ""Point"", ""coordinates"": [-123.06210362247651, 49.25814624882432]}";Kensington-Cedar Cottage
253;683;VICTORIA DRIVE AND E 13TH AV;"{""type"": ""Point"", ""coordinates"": [-123.06596419084556, 49.25862586580457]}";Kensington-Cedar Cottage
087;686;W 14TH AV AND YEW ST;"{""type"": ""Point"", ""coordinates"": [-123.15547317484874, 49.2591804145572]}";Kitsilano
050;683;W 13TH AV AND BLENHEIM ST;"{""type"": ""Point"", ""coordinates"": [-123.17797475931577, 49.260621468504766]}";Kitsilano
045;634;W 1ST AV AND WATERLOO ST;"{""type"": ""Point"", ""coordinates"": [-123.1795950251019, 49.27122430986554]}";Kitsilano
045;630;WATERLOO ST AND POINT GREY ROAD;"{""type"": ""Point"", ""coordinates"": [-123.17957725145689, 49.27173961840627]}";Kitsilano
050;630;BLENHEIM ST AND POINT GREY ROAD;"{""type"": ""Point"", ""coordinates"": [-123.17757961668246, 49.27153501568489]}";Kitsilano
050;638;W 3RD AV AND BLENHEIM ST;"{""type"": ""Point"", ""coordinates"": [-123.17765567078614, 49.269389219902024]}";Kitsilano
045;640;WATERLOO ST AND W 4TH AV;"{""type"": ""Point"", ""coordinates"": [-123.17969099621251, 49.26852706674934]}";Kitsilano
069;634;POINT GREY ROAD AND W 1ST AV;"{""type"": ""Point"", ""coordinates"": [-123.16919544039727, 49.271057151836125]}";Kitsilano
053;648;W 8TH AV AND TRUTCH ST;"{""type"": ""Point"", ""coordinates"": [-123.17587870048418, 49.26507504095627]}";Kitsilano
053;636;W 2ND AV AND TRUTCH ST;"{""type"": ""Point"", ""coordinates"": [-123.17568888418423, 49.27025166461945]}";Kitsilano
053;678;W 12TH AV AND TRUTCH ST;"{""type"": ""Point"", ""coordinates"": [-123.17600844933501, 49.26149531631623]}";Kitsilano
073;654;W 10TH AV AND TRAFALGAR ST;"{""type"": ""Point"", ""coordinates"": [-123.16470352818952, 49.263149032254574]}";Kitsilano
072;678;STEPHENS ST AND W 12TH AV;"{""type"": ""Point"", ""coordinates"": [-123.16633879378658, 49.26134569535567]}";Kitsilano
073;670;TRAFALGAR ST AND W 12TH AV;"{""type"": ""Point"", ""coordinates"": [-123.16477331123116, 49.261188867192224]}";Kitsilano
144;832;W 71ST AV AND HUDSON ST;"{""type"": ""Point"", ""coordinates"": [-123.13465483052403, 49.20698647069291]}";Marpole
126;840;MILTON ST AND SW MARINE DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.14087772055866, 49.205158013465294]}";Marpole
148;833;OSLER ST AND W 72ND AV;"{""type"": ""Point"", ""coordinates"": [-123.13172803225687, 49.20566424471371]}";Marpole
258;831;GLADSTONE ST AND SOUTHSIDE DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.06226830744917, 49.207821653849756]}";Victoria-Fraserview
251;823;FRASERVIEW DRIVE AND BURQUITLAM DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.06475854833978, 49.21178966260035]}";Victoria-Fraserview
261;823;NANAIMO ST AND FRASERVIEW DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.05911640566936, 49.21161764873025]}";Victoria-Fraserview
254;827;BONACCORD DRIVE AND BURQUITLAM DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.06312874585913, 49.210564687175676]}";Victoria-Fraserview
261;818;NANAIMO ST AND E 61ST AV;"{""type"": ""Point"", ""coordinates"": [-123.05936730740274, 49.2144808447352]}";Victoria-Fraserview
261;818;NANAIMO ST AND BOBOLINK AV;"{""type"": ""Point"", ""coordinates"": [-123.05937420287674, 49.214184869442626]}";Victoria-Fraserview
256;817;E 61ST AV AND GLADSTONE ST;"{""type"": ""Point"", ""coordinates"": [-123.06214881750527, 49.21449895540576]}";Victoria-Fraserview
258;816;NEWPORT AV AND STIRLING ST;"{""type"": ""Point"", ""coordinates"": [-123.06071093187394, 49.21528141897753]}";Victoria-Fraserview
266;812;ASHBURN ST AND UPLAND DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.05630780808056, 49.2178409708213]}";Victoria-Fraserview
258;812;UPLAND DRIVE AND STIRLING ST;"{""type"": ""Point"", ""coordinates"": [-123.06073811116256, 49.21798646467973]}";Victoria-Fraserview
130;615;GRANVILLE BRIDGE AND NEON ST;"{""type"": ""Point"", ""coordinates"": [-123.12849595732668, 49.27562958393929]}";Downtown
261;813;BONNYVALE AV AND NANAIMO ST;"{""type"": ""Point"", ""coordinates"": [-123.05931680933315, 49.217100988632964]}";Victoria-Fraserview
256;813;BONNYVALE AV AND GLADSTONE ST;"{""type"": ""Point"", ""coordinates"": [-123.0620675431616, 49.21711954884511]}";Victoria-Fraserview
153;693;W 18TH AV AND LAUREL ST;"{""type"": ""Point"", ""coordinates"": [-123.12446019244003, 49.25528569878128]}";South Cambie
164;632;MILLBANK AND STAMP'S LANDING;"{""type"": ""Point"", ""coordinates"": [-123.1182594940029, 49.26868055529755]}";Fairview
159;693;WILLOW ST AND W 18TH AV;"{""type"": ""Point"", ""coordinates"": [-123.12209646039715, 49.25524139180833]}";South Cambie
163;691;HEATHER ST AND W 17TH AV;"{""type"": ""Point"", ""coordinates"": [-123.12011491829853, 49.256102791152884]}";South Cambie
159;691;WILLOW ST AND W 17TH AV;"{""type"": ""Point"", ""coordinates"": [-123.12206367118651, 49.256144186642786]}";South Cambie
150;691;W 17TH AV AND OAK ST;"{""type"": ""Point"", ""coordinates"": [-123.12726181986108, 49.25624092546713]}";Shaughnessy
147;690;MONTCALM ST AND W 16TH AV;"{""type"": ""Point"", ""coordinates"": [-123.13029758974166, 49.257063212776174]}";Fairview
159;690;W 16TH AV AND WILLOW ST;"{""type"": ""Point"", ""coordinates"": [-123.12203080584247, 49.25704444475509]}";Fairview
163;690;HEATHER ST AND W 16TH AV;"{""type"": ""Point"", ""coordinates"": [-123.1200806645981, 49.257006180486286]}";Fairview
150;688;W 15TH AV AND OAK ST;"{""type"": ""Point"", ""coordinates"": [-123.12679702608976, 49.2577997409484]}";Fairview
149;688;SPRUCE ST AND W 15TH AV;"{""type"": ""Point"", ""coordinates"": [-123.12919640921831, 49.25783837085518]}";Fairview
153;686;W 14TH AV AND LAUREL ST;"{""type"": ""Point"", ""coordinates"": [-123.12436421372404, 49.25868149662133]}";Fairview
150;686;W 14TH AV AND OAK ST;"{""type"": ""Point"", ""coordinates"": [-123.12676292231859, 49.258719853968735]}";Fairview
230;830;KNIGHT ST OFF-RAMP AND SE MARINE DRIVE;"{""type"": ""Point"", ""coordinates"": [-123.07446905763108, 49.21105628058964]}";Victoria-Fraserview
153;683;LAUREL ST AND W 13TH AV;"{""type"": ""Point"", ""coordinates"": [-123.12433009281054, 49.259602076539245]}";Fairview
;;KNIGHT ST BRIDGE AND KNIGHT ST OFF-RAMP;"{""type"": ""Point"", ""coordinates"": [-123.07699426912306, 49.20959435685224]}";Victoria-Fraserview
149;694;WOLFE AV AND DOUGLAS CRESCENT;"{""type"": ""Point"", ""coordinates"": [-123.12962440809136, 49.255125194504075]}";Shaughnessy
159;707;W 24TH AV AND WILLOW ST;"{""type"": ""Point"", ""coordinates"": [-123.1222870152627, 49.25011389470837]}";South Cambie
163;707;W 24TH AV AND HEATHER ST;"{""type"": ""Point"", ""coordinates"": [-123.1203364029604, 49.250080519690584]}";South Cambie
150;706;OAK ST AND LAURIER AV;"{""type"": ""Point"", ""coordinates"": [-123.12748645459806, 49.25081885228187]}";Shaughnessy
273;730;CLARENDON ST AND E 33RD AV;"{""type"": ""Point"", ""coordinates"": [-123.05543211342996, 49.23975895411586]}";Renfrew-Collingwood
058;758;W 45TH AV AND MACKENZIE ST;"{""type"": ""Point"", ""coordinates"": [-123.17032633318833, 49.230993797703164]}";Kerrisdale
062;758;MCCLEERY ST AND W 45TH AV;"{""type"": ""Point"", ""coordinates"": [-123.1689049167763, 49.23098458668445]}";Kerrisdale
070;792;MACDONALD ST AND W 50TH AV;"{""type"": ""Point"", ""coordinates"": [-123.16785892008399, 49.22662473967453]}";Kerrisdale
078;631;BALSAM ST AND YORK AV;"{""type"": ""Point"", ""coordinates"": [-123.15974428358078, 49.27177219420599]}";Kitsilano
078;634;W 1ST AV AND BALSAM ST;"{""type"": ""Point"", ""coordinates"": [-123.15977637940142, 49.27089009882335]}";Kitsilano
078;640;BALSAM ST AND W 4TH AV;"{""type"": ""Point"", ""coordinates"": [-123.15987509181507, 49.26824336768771]}";Kitsilano
078;643;BALSAM ST AND W 6TH AV;"{""type"": ""Point"", ""coordinates"": [-123.15993900753482, 49.266528748572604]}";Kitsilano
078;648;W 8TH AV AND BALSAM ST;"{""type"": ""Point"", ""coordinates"": [-123.16000001866861, 49.26485235356604]}";Kitsilano
084;648;W 8TH AV AND VINE ST;"{""type"": ""Point"", ""coordinates"": [-123.15763171060283, 49.26481527438657]}";Kitsilano
084;640;VINE ST AND W 4TH AV;"{""type"": ""Point"", ""coordinates"": [-123.15750527317141, 49.268205892182614]}";Kitsilano
084;638;VINE ST AND W 3RD AV;"{""type"": ""Point"", ""coordinates"": [-123.1574722622863, 49.2690891039843]}";Kitsilano
084;636;VINE ST AND W 2ND AV;"{""type"": ""Point"", ""coordinates"": [-123.15743927277202, 49.269970750446824]}";Kitsilano
078;650;W BROADWAY AND BALSAM ST;"{""type"": ""Point"", ""coordinates"": [-123.16003392429512, 49.263941820687755]}";Kitsilano
084;650;W BROADWAY AND VINE ST;"{""type"": ""Point"", ""coordinates"": [-123.15766644291328, 49.26390464213734]}";Kitsilano
087;664;W 11TH AV AND YEW ST;"{""type"": ""Point"", ""coordinates"": [-123.15536674371258, 49.2619816761447]}";Kitsilano
153;725;W 32ND AV AND LAUREL ST;"{""type"": ""Point"", ""coordinates"": [-123.1249493419152, 49.242383564341964]}";South Cambie
159;725;W 32ND AV AND WILLOW ST;"{""type"": ""Point"", ""coordinates"": [-123.12357275349517, 49.242336029932524]}";South Cambie
259;693;E 19TH AV AND MARSHALL ST;"{""type"": ""Point"", ""coordinates"": [-123.06209382417201, 49.253030485264695]}";Kensington-Cedar Cottage
255;695;E 20TH AV AND HULL ST;"{""type"": ""Point"", ""coordinates"": [-123.06428655642668, 49.25265964534186]}";Kensington-Cedar Cottage
253;652;VICTORIA DRIVE AND GRANDVIEW HWY NORTH;"{""type"": ""Point"", ""coordinates"": [-123.06589644267393, 49.2621916145398]}";Kensington-Cedar Cottage
078;670;W 12TH AV AND BALSAM ST;"{""type"": ""Point"", ""coordinates"": [-123.16014073013525, 49.26111590826246]}";Kitsilano
122;725;BEVERLY CRESCENT AND MARGUERITE ST;"{""type"": ""Point"", ""coordinates"": [-123.14368830500942, 49.24345066019691]}";Shaughnessy
125;723;CONNAUGHT DRIVE AND ALEXANDRA ST;"{""type"": ""Point"", ""coordinates"": [-123.14122916194924, 49.24417052315709]}";Shaughnessy
163;719;HEATHER ST AND W 30TH AV;"{""type"": ""Point"", ""coordinates"": [-123.12053641108726, 49.244349880478886]}";South Cambie
130;737;W 36TH AV AND GRANVILLE ST;"{""type"": ""Point"", ""coordinates"": [-123.13942743027067, 49.239003766708905]}";Shaughnessy
125;737;CONNAUGHT DRIVE AND W 36TH AV;"{""type"": ""Point"", ""coordinates"": [-123.14243981826361, 49.23904862114284]}";Shaughnessy
163;730;HEATHER ST AND W 33RD AV;"{""type"": ""Point"", ""coordinates"": [-123.12064474900785, 49.2411649939396]}";South Cambie
165;734;ASH ST AND MCGUIGAN AV;"{""type"": ""Point"", ""coordinates"": [-123.11952114179293, 49.23982759777734]}";South Cambie
159;730;WILLOW ST AND W 33RD AV;"{""type"": ""Point"", ""coordinates"": [-123.12360830247418, 49.24127642448738]}";South Cambie
070;688;W 15TH AV AND MACDONALD ST;"{""type"": ""Point"", ""coordinates"": [-123.16837089402046, 49.25866167410277]}";Kitsilano
073;683;TRAFALGAR ST AND W 13TH AV;"{""type"": ""Point"", ""coordinates"": [-123.16480148589922, 49.26041690275612]}";Kitsilano
073;688;W 15TH AV AND TRAFALGAR ST;"{""type"": ""Point"", ""coordinates"": [-123.16486543976102, 49.258606893182986]}";Kitsilano
198;640;GREAT NORTHERN WAY AND THORNTON ST;"{""type"": ""Point"", ""coordinates"": [-123.09511332508774, 49.26680872555767]}";Strathcona
073;634;W 1ST AV AND TRAFALGAR ST;"{""type"": ""Point"", ""coordinates"": [-123.16442264897896, 49.270988833325035]}";Kitsilano
282;565;WALKWAY AND WALL ST;"{""type"": ""Point"", ""coordinates"": [-123.04218321963924, 49.28970237061012]}";Hastings-Sunrise
073;643;TRAFALGAR ST AND W 6TH AV;"{""type"": ""Point"", ""coordinates"": [-123.16457937932537, 49.266584919555605]}";Kitsilano
073;646;TRAFALGAR ST AND W 7TH AV;"{""type"": ""Point"", ""coordinates"": [-123.16461018235546, 49.265745982841686]}";Kitsilano
190;634;SWITCHMEN ST AND MAIN ST;"{""type"": ""Point"", ""coordinates"": [-123.1006255698724, 49.27092132027949]}";Mount Pleasant
190;633;CENTRAL ST AND MAIN ST;"{""type"": ""Point"", ""coordinates"": [-123.10030251878943, 49.27152245312684]}";Mount Pleasant
186;634;QUEBEC ST AND SWITCHMEN ST;"{""type"": ""Point"", ""coordinates"": [-123.10227439114435, 49.271223667288204]}";Mount Pleasant
129;615;NEON ST AND CONTINENTAL ST;"{""type"": ""Point"", ""coordinates"": [-123.12903040077761, 49.27597412474012]}";Downtown
070;650;W BROADWAY AND MACDONALD ST;"{""type"": ""Point"", ""coordinates"": [-123.16817424541661, 49.26407041322708]}";Kitsilano
073;692;TRAFALGAR ST AND W 18TH AV;"{""type"": ""Point"", ""coordinates"": [-123.16508408608405, 49.256399801956256]}";Arbutus-Ridge
285;570;MCGILL ST AND COMMISSIONER ST;"{""type"": ""Point"", ""coordinates"": [-123.04062929102302, 49.28878854201426]}";Hastings-Sunrise
186;603;PACIFIC BOULEVARD AND QUEBEC ST;"{""type"": ""Point"", ""coordinates"": [-123.10277892580687, 49.27633943176042]}";Downtown
120;571;BURRARD ST AND WALKWAY;"{""type"": ""Point"", ""coordinates"": [-123.11547908486001, 49.28814319619284]}";Downtown
077;670;W 12TH AV AND LARCH ST;"{""type"": ""Point"", ""coordinates"": [-123.16250959276049, 49.261153366964486]}";Kitsilano
077;686;W 14TH AV AND LARCH ST;"{""type"": ""Point"", ""coordinates"": [-123.16257973257532, 49.259292896052955]}";Kitsilano
252;814;BRIGADOON AV AND HUMM ST;"{""type"": ""Point"", ""coordinates"": [-123.06338651520649, 49.216581607629145]}";Victoria-Fraserview
221;821;ROSS ST AND E 63RD AV;"{""type"": ""Point"", ""coordinates"": [-123.08316999770817, 49.21286744505887]}";Sunset
216;824;E 64TH AV AND WINDSOR ST;"{""type"": ""Point"", ""coordinates"": [-123.0857456591033, 49.211995825654625]}";Sunset
226;824;E 64TH AV AND INVERNESS ST;"{""type"": ""Point"", ""coordinates"": [-123.07988361607667, 49.211962644059504]}";Sunset
226;821;INVERNESS ST AND E 63RD AV;"{""type"": ""Point"", ""coordinates"": [-123.07986624163617, 49.212854088829125]}";Sunset
268;823;FRASERVIEW DRIVE AND ANCASTER CRESCENT;"{""type"": ""Point"", ""coordinates"": [-123.05787333435168, 49.212446249251514]}";Victoria-Fraserview
250;839;VICTORIA DRIVE AND E KENT AV SOUTH;"{""type"": ""Point"", ""coordinates"": [-123.06615341924534, 49.20720108572923]}";Victoria-Fraserview
