YEAR;CULTURAL_SPACE_NAME;WEBSITE;TYPE;PRIMARY_USE;ADDRESS;LOCAL_AREA;OWNERSHIP;SQUARE_FEET;NUMBER_OF_SEATS;ACTIVE_SPACE;Geom
2016;East Van Studios;http://eastvanstudios.wordpress.com/;Studio/Rehearsal;Film/Recording Studio;870 E Cordova St, Vancouver, BC, V6A 1M4;Strathcona;Privately Owned;1500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0854969, 49.2817549]}"
2016;Elissa Cristall Galleries;http://cristallgallery.com;Museum/Gallery;Museum/Gallery;2239 Granville St, Vancouver, BC, V6H 3G1;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1385822, 49.2655257]}"
2016;Emily Carr Institute of Art + Design;;Educational;Educational Institution;1535 W 3rd Av, Vancouver, BC, V6J 1J8;Fairview;Government;8070;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1396911, 49.2690422]}"
2016;Emily Carr Institute of Art + Design;;Educational;Educational Institution;1706 W 1st Av, Vancouver, BC, V6J 0E4;Fairview;Government;11499;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1432746, 49.2706035]}"
2016;Emily Carr Institute of Art + Design 1612 Gallery;;Museum/Gallery;Museum/Gallery;1612 W 3rd Av, Vancouver, BC, V6J 1K2;Fairview;Government;2833;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1411548, 49.2688004]}"
2016;Gallery Gachet;www.gachet.org;Museum/Gallery;Museum/Gallery;88 E Cordova St, Vancouver, BC, V6A 1K2;Downtown;Privately Owned;2600;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.102645, 49.2821]}"
2016;Gallery Jones;www.galleryjones.com;Museum/Gallery;Museum/Gallery;1725 W 3rd Av, Vancouver, BC, V6J 1K7;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1438197, 49.2689012]}"
2016;Goldcorp Centre for the Arts - SFU;http://www.sfu.ca/sfuwoodwards/goldcorp-centre-for-the-arts.html;Educational;Educational Institution;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;125000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.108696, 49.28243]}"
2016;Granville Fine Arts;www.granvillefineart.com;Museum/Gallery;Museum/Gallery;2447 Granville St, Vancouver, BC, V6H 3G5;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1386339, 49.2638926]}"
2016;Granville Island Gallery;www.granvilleislandgallery.com;Museum/Gallery;Museum/Gallery;1494 Old Bridge St, Vancouver, BC, V6H 3S6;Fairview;Government;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.134769, 49.270213]}"
2016;Great Northern Way Scene Shop;www.gnwshop.ca;Studio/Rehearsal;Workshop;281 Industrial, Vancouver, BC, V5A 2P2;Strathcona;City of Vancouver;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.098432, 49.270087]}"
2016;Green Thumb Theatre For Young People - Studio 2;;Studio/Rehearsal;Rehearsal Studio;5560 Mckinnon St, Vancouver, BC, V5R 0B6;Renfrew-Collingwood;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.038603, 49.23408]}"
2016;H.R. Macmillan Space Centre;http://www.spacecentre.ca/;Museum/Gallery;Garden/Aquarium/Science Centre;1100 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;16275;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.144299, 49.276361]}"
2016;Havana Theatre;www.havanarestaurant.ca;Theatre/Performance;Theatre;1212 Commercial Dr, Vancouver, BC, V5L 3X4;Grandview-Woodland;Privately Owned;;60;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0694828, 49.2737114]}"
2016;Hill's Native Art;www.hillsnativeart.com;Museum/Gallery;Museum/Gallery;165 Water St, Vancouver, BC, V6B 1A7;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1081528, 49.2844721]}"
2016;Holy Rosary Cathedral;www.hrc.rcav.org;Community Space;Place of Worship;646 Richards St, Vancouver, BC, V6B 3A3;Downtown;Other;16744;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1152408, 49.2818067]}"
2016;Il Centro - Italian Cultural Centre;www.italianculturalcentre.ca;Community Space;Community Centre/Hall;3075 Slocan St, Vancouver, BC, V5M 3E4;Renfrew-Collingwood;Non-Profit;9400;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.049576, 49.256761]}"
2016;Jack Poole Plaza;http://www.vancouverconventioncentre.com/jack-poole-plaza/;Community Space;Plaza/Park/Band Shell;Vancouver, BC;Downtown;Government;46284;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.118259, 49.289387]}"
2016;Jean Lyons School of Music;http://jeanlyonsmusic.com/;Educational;Educational Institution;77 E 7th Av, Vancouver, BC, V5T 1M4;Mount Pleasant;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1033467, 49.2648965]}"
2016;Jennifer Kostuik Gallery;www.kostuikgallery.com;Museum/Gallery;Museum/Gallery;1070 Homer St, Vancouver, BC, V6B 2W9;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1211143, 49.2766268]}"
2016;John Hendry Park (Trout Lake);;Community Space;Plaza/Park/Band Shell;3300 Victoria Dr, Vancouver, BC, V5N 4L9;Kensington-Cedar Cottage;Vancouver Park Board/COV;160565;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.06391, 49.25716]}"
2016;John Oliver Secondary;http://go.vsb.bc.ca/schools/johnoliver/Pages/default.aspx;Educational;Educational Institution;530 E 41st Av, Vancouver, BC, V5W 1P3;Sunset;Government;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0926825, 49.2319794]}"
2016;Killarney Community Centre;https://vancouver.ca/parks-recreation-culture/killarney-community-centre.aspx;Community Space;Community Centre/Hall;6260 Killarney St, Vancouver, BC, V5S 2X7;Killarney;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.04439061748, 49.2274099228807]}"
2016;La Maison de la Francophonie de Vancouver;www.lamaison.bc.ca;Community Space;Community Centre/Hall;1555 W 7th Av, Vancouver, BC, V6J 1S1;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.14003, 49.26567]}"
2016;Lattimer Gallery;www.lattimergallery.com;Museum/Gallery;Museum/Gallery;1590 W 2nd Av, Vancouver, BC, V6J 1H2;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1406592, 49.2696829]}"
2016;Lobby Gallery;http://www.ligi.ubc.ca/LobbyGallery.htm;Museum/Gallery;Museum/Gallery;6476 NW Marine Dr, Vancouver, BC,;UBC;Other;200;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.259146, 49.267681]}"
2016;Lumbermen's Arch;;Community Space;Plaza/Park/Band Shell;Stanley Park, Vancouver, BC;Stanley Park;City of Vancouver;66120;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.131707, 49.302981]}"
2016;MakerLabs;www.makerlabs.ca;Studio/Rehearsal;Workshop;780 E Cordova St, Vancouver, BC, V6A1M3;Strathcona;Privately Owned;26000;300;Yes;"{""type"": ""Point"", ""coordinates"": [-123.087695, 49.2818014]}"
2016;Malaspina Printmakers Gallery;www.malaspinaprintmakers.com;Museum/Gallery;Museum/Gallery;1555 Duranleau St, Vancouver, BC, V6H 3S3;Fairview;Government;2500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.135784, 49.271369]}"
2016;McBride Field House;http://locomotoart.weebly.com/mcbride;Studio/Rehearsal;Artist Studio;3350 W 4th Av, Vancouver, BC,;Kitsilano;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1786705, 49.2680825]}"
2016;Memorial South Park Field House;http://vancouver.ca/parks-recreation-culture/memorial-south-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;5955 Ross St, Vancouver, BC, V5W 1T7;Sunset;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.082685, 49.2303947]}"
2016;Metro Theatre;www.metrotheatre.org;Theatre/Performance;Theatre;1370 Sw Marine Dr, Vancouver, BC, V6P 5Z9;Marpole;Privately Owned;;308;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1375815, 49.20363]}"
2016;Moberly Park Field House;http://vancouver.ca/parks-recreation-culture/moberly-park-fieldhouse.aspx;Studio/Rehearsal;Artist Studio;7646 Prince Albert, Vancouver, BC, V5X 3Z4;Sunset;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.087095, 49.215253]}"
2016;Mount Pleasant Community Centre;http://www.mountpleasantcc.ca/;Community Space;Community Centre/Hall;1 Kingsway, Vancouver, BC, V5T 3H7;Mount Pleasant;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1000824, 49.2641411]}"
2016;Norman Rothstein Theatre;www.normanrothsteintheatre.com;Theatre/Performance;Theatre;950 W 41st Av, Vancouver, BC, V5Z 2N7;Oakridge;Privately Owned;5300;318;Yes;"{""type"": ""Point"", ""coordinates"": [-123.126011, 49.233433]}"
2016;Octopus Studios;;Studio/Rehearsal;Artist Studio;393 Powell St, Vancouver, BC, V6A 1G5;Strathcona;Privately Owned;3000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0957216, 49.2833651]}"
2016;Old Auditorium;http://www.music.ubc.ca/about-us/facilities/old-auditorium.html;Theatre/Performance;Theatre;6344 Memorial Rd, Vancouver, BC, V6T 1Z2;UBC;Government;;530;Yes;"{""type"": ""Point"", ""coordinates"": [-123.255994, 49.266904]}"
2016;Opus Art Supplies;http://opusartsupplies.com;Other;Retail;207 W Hastings St, Vancouver, BC, V6B 1H7;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.109698, 49.282993]}"
2016;Orpheum Annex;http://vancouver.caparks-recreation-culture/rent-the-orpheum-annex.aspx;Theatre/Performance;Performance Space;823 Seymour St, Vancouver, BC, V6B 5G1;Downtown;City of Vancouver;3500;193;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1194108, 49.2803528]}"
2016;Ouisi Bistro;http://www.ouisibistro.com/#events;Cafe/Restaurant/Bar;Cafe/Restaurant;3014 Granville St, Vancouver, BC, V6H 3J8;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1386441, 49.258518]}"
2016;Paneficio Studios;;Studio/Rehearsal;Artist Studio;800 Keefer St, Vancouver, BC, V6A 1Y7;Strathcona;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0872408, 49.2792244]}"
2016;Patricia Hotel - Pat's Pub;http://www.patspub.ca/;Cafe/Restaurant/Bar;Bar/Lounge/Cabaret;403 E Hastings St, Vancouver, BC, V6A 1P6;Strathcona;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0952046, 49.2815471]}"
2016;Performance Works;www.performanceworks.ca;Theatre/Performance;Performance Space;1218 Cartwright St, Vancouver, BC, V6H 3R8;Fairview;Government;;350;Yes;"{""type"": ""Point"", ""coordinates"": [-123.132002, 49.269212]}"
2016;PNE Amphitheatre;http://www.49st.com/venue/pne-amphitheatre#info;Community Space;Plaza/Park/Band Shell;2901 E Hastings St, Vancouver, BC, V5K 5J1;Hastings-Sunrise;City of Vancouver;;4500;Yes;"{""type"": ""Point"", ""coordinates"": [-123.037295, 49.28416]}"
2016;PNE Garden Auditorium;www.circuswest.com;Educational;Educational Institution;2901 E Hastings St, Vancouver, BC, V5K 5J1;Hastings-Sunrise;City of Vancouver;9000;600;Yes;"{""type"": ""Point"", ""coordinates"": [-123.041812, 49.281965]}"
2016;Polish Community Centre;http://polishcommunitycentre.com/;Community Space;Community Centre/Hall;4015 Fraser St, Vancouver, BC, V5V 4E6;Riley Park;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0902312, 49.2491288]}"
2016;Portside Studios;;Studio/Rehearsal;Artist Studio;150 McLean Dr, Vancouver, BC, V5L 3L1;Grandview-Woodland;Privately Owned;5000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0740061, 49.2833711]}"
2016;Praxis Centre for Screenwriting;http://www.praxisfilm.com/en/default.aspx;Studio/Rehearsal;Film/Recording Studio;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.108643, 49.28238]}"
2016;Progress Lab 1422;www.pl1422.blogspot.com;Studio/Rehearsal;Rehearsal Studio;1422 William, Vancouver, BC, V5L 2P7;Grandview-Woodland;Privately Owned;1552;100;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0752583, 49.2737909]}"
2016;Prop House Cafe;http://prophousecafe.com/;Cafe/Restaurant/Bar;Bar/Lounge/Cabaret;1636 Venables St, Vancouver, BC, V5L 2H2;Grandview-Woodland;Privately Owned;;40;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0704625, 49.2766419]}"
2016;Rath Art Supplies;https://www.facebook.com/rathartsupplies/;Other;Retail;2412 Main St, Vancouver, BC, V5T 3E2;Mount Pleasant;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.100748, 49.263726]}"
2016;Raw Canvas;http://www.rawcanvas.com/;Cafe/Restaurant/Bar;Cafe/Restaurant;1046 Hamilton St, Vancouver, BC, V6B 2R9;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1202261, 49.2764562]}"
2016;Remington Gallery and Studio;https://www.facebook.com/Remington.Gallery.and.Studio;Museum/Gallery;Museum/Gallery;108 E Hastings St, Vancouver, BC, V6A 4J1;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1019396, 49.281336]}"
2016;Renfrew Park Community Centre;http://www.renfrewcc.com/;Community Space;Community Centre/Hall;2929 E 22nd Av, Vancouver, BC, V5M 2Y3;Renfrew-Collingwood;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.042958058734, 49.2524249068635]}"
2016;Rickshaw Theatre;www.liveatrickshaw.com;Theatre/Performance;Theatre;254 E Hastings St, Vancouver, BC, V6A 1P1;Strathcona;Privately Owned;10000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0983094, 49.281272]}"
2016;Roedde House;www.roeddehouse.org;Museum/Gallery;Museum/Gallery;1415 Barclay St, Vancouver, BC, V6G 1J6;West End;City of Vancouver;3000;35;Yes;"{""type"": ""Point"", ""coordinates"": [-123.132187, 49.286863]}"
2016;Science World At Telus World Of Science;www.scienceworld.ca;Museum/Gallery;Garden/Aquarium/Science Centre;1455 Quebec St, Vancouver, BC, V6A 3Z7;Downtown;Government;170000;600;Yes;"{""type"": ""Point"", ""coordinates"": [-123.103652, 49.273743]}"
2016;Scotiabank Dance Centre - Earl Kraul & Grant Strate Studio;www.thedancecentre.ca;Studio/Rehearsal;Rehearsal Studio;677 Davie St, Vancouver, BC, V6B 2G6;Downtown;Non-Profit;28166;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.125738, 49.277084]}"
2016;Second Beach Field House;http://vancouver.ca/parks-recreation-culture/second-beach.aspx;Studio/Rehearsal;Artist Studio;Stanley Park Dr, Vancouver, BC, V6G 3E2;Stanley Park;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.150402, 49.295416]}"
2016;St. James Anglican Church;www.stjames.bc.ca;Community Space;Place of Worship;303 E Cordova St, Vancouver, BC, V6A 1L4;Strathcona;Other;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0971846, 49.2825039]}"
2016;The Anderson Street Space;www.bocadellupo.com/;Studio/Rehearsal;Rehearsal Studio;1405 Anderson St, Vancouver, BC, V6H 3R5;Fairview;Privately Owned;400;30;Yes;"{""type"": ""Point"", ""coordinates"": [-123.134975, 49.271656]}"
2016;The Art Studios;http://vrtas.ca/about/the-art-studios/;Studio/Rehearsal;Artist Studio;2005 E 44th Av, Vancouver, BC, V5P 1N1;Victoria-Fraserview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.065163, 49.230484]}"
2016;The Cobalt;http://www.thecobalt.ca/;Cafe/Restaurant/Bar;Bar/Lounge/Cabaret;917 Main St, Vancouver, BC,  V6A 2V8;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1001, 49.276514]}"
2016;The Edge;;Studio/Rehearsal;Artist Studio with Residence;289 Alexander St, Vancouver, BC, V6A 4H6;Strathcona;Privately Owned;690;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.09843, 49.2844308]}"
2016;The Hindenburg;http://hindenburg.ca/;Cafe/Restaurant/Bar;Bar/Lounge/Cabaret;23 W Cordova St, Vancouver, BC, V6B 1C8;Downtown;Privately Owned;10000;300;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1050522, 49.2826173]}"
2016;The Post at 750;http://thepostat750.ca/;Studio/Rehearsal;Rehearsal Studio;750 Hamilton St, Vancouver, BC, V6B 2R5;Downtown;City of Vancouver;8500;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1153174, 49.279207]}"
2016;Theatre la Seizieme/Studio 16;www.seizieme.ca;Studio/Rehearsal;Rehearsal Studio;1555 W 7th Av, Vancouver, BC, V6J 1S1;Fairview;Privately Owned;;120;Yes;"{""type"": ""Point"", ""coordinates"": [-123.140093, 49.2655999]}"
2016;Thunderbird Community Centre;http://vancouver.ca/parks-recreation-culture/thunderbird-community-centre.aspx;Community Space;Community Centre/Hall;2311 Cassiar St, Vancouver, BC, V5M 3X3;Hastings-Sunrise;Vancouver Park Board/COV;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.032103721071, 49.2636078361355]}"
2016;Tracey Lawrence Gallery;;Museum/Gallery;Museum/Gallery;1531 W 4th Av, Vancouver, BC, V6J 1L6;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.139461, 49.267975]}"
2016;Trees Organic Coffee House;http://www.treescoffee.com/;Cafe/Restaurant/Bar;Cafe/Restaurant;450 Granville St, Vancouver, BC, V6C 1V4;Downtown;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1143101, 49.2849231]}"
2016;UBC Museum of Anthropology;http://moa.ubc.ca/;Museum/Gallery;Museum/Gallery;6393 NW Marine Dr, Vancouver, BC, V6T 1Z2;UBC;Other;38889;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.259174, 49.26907]}"
2016;Uno Langmann Limited Fine Arts;www.langmann.com;Museum/Gallery;Museum/Gallery;2117 Granville St, Vancouver, BC, V6H 3E9;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1388698, 49.2666423]}"
2016;Vancouver Aboriginal Friendship Centre;http://www.vafcs.org/;Community Space;Community Centre/Hall;1607 E Hastings St, Vancouver, BC, V5L 1S9;Grandview-Woodland;Other;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0724904, 49.2813439]}"
2016;Vancouver Art Gallery;www.vanartgallery.bc.ca;Museum/Gallery;Museum/Gallery;750 Hornby St, Vancouver, BC, V6Z 2H7;Downtown;Government;165000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.120932, 49.283158]}"
2016;Vancouver Art Gallery Offsite;http://www.vanartgallery.bc.ca/the_exhibitions/public_art.html;Museum/Gallery;Museum/Gallery;1100 W Georgia St, Vancouver, BC, V6E 0A8;West End;City of Vancouver;34033;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.124298, 49.286205]}"
2016;Vancouver Art Therapy Institute (VATI);http://www.vati.bc.ca/;Educational;Educational Institution;1575 Johnston St, Vancouver, BC, V6H 3R9;Fairview;;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1349366, 49.2718984]}"
2016;Vancouver Photo Workshop;http://www.vancouverphotoworkshops.com/;Educational;Educational Institution;14 W 7th Av, Vancouver, BC, V5Y 1L6;Mount Pleasant;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1053882, 49.2647093]}"
2016;Vancouver Symphony Orchestra School of Music;www.vsoschoolofmusic.ca;Educational;Educational Institution;843 Seymour St, Vancouver, BC, V6B 3L4;Downtown;City of Vancouver;25000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.119768, 49.280221]}"
2016;Venue;www.venuelive.ca;Cafe/Restaurant/Bar;Bar/Lounge/Cabaret;881 Granville St, Vancouver, BC, V6Z 1K7;Downtown;Privately Owned;10000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1211246, 49.2805411]}"
2016;West 6th Artists Studios;;Studio/Rehearsal;Artist Studio;1573 W 6th Av, Vancouver, BC, V6J 1R1;Fairview;City of Vancouver;400;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1400604, 49.2663536]}"
2016;Western Front - Artist Studio;;Studio/Rehearsal;Artist Studio;303 E 8th Av, Vancouver, BC, V5T 1S1;Mount Pleasant;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0986899, 49.2639078]}"
2016;William Clark Studios;;Studio/Rehearsal;Artist Studio;1310 William St, Vancouver, BC, V5L 2P5;Grandview-Woodland;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0771637, 49.2740112]}"
2016;Yuk Yuk's Comedy Club;http://www.yukyuks.com;Theatre/Performance;Performance Space;2837 Cambie St, Vancouver, BC, V5Z 3Y8;Fairview;Privately Owned;;150;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1151069, 49.2600654]}"
2015;15th Field Artillery Regiment Museum and Archives;www.memorybc.ca/museum-of-15th-field-artillery-regiment;Museum/Gallery;Museum/Gallery;2025 W 11th Av, Vancouver, BC, V6J 2C7;Kitsilano;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.151123, 49.261938]}"
2015;221A Artist Run Centre;www.221a.ca/;Museum/Gallery;Museum/Gallery;221 E Georgia St, Vancouver, BC, V6A 1Z6;Strathcona;Privately Owned;9000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.098796, 49.278786]}"
2015;Alliance for Arts and Culture;http://www.allianceforarts.com;Museum/Gallery;Library/Archives;938 Howe St, Vancouver, BC, V6Z 1N9;Downtown;Privately Owned;4095;30;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1228359, 49.2803099]}"
2015;Anza Club (Australia-New Zealand Association);http://www.anzaclub.org;Theatre/Performance;Performance Space;3 W 8th Av, Vancouver, BC, V5Y 1M8;Mount Pleasant;Non-Profit;2885;135;Yes;"{""type"": ""Point"", ""coordinates"": [-123.105108, 49.263974]}"
2015;Architectural Institute of BC Gallery;www.aibc.ca;Museum/Gallery;Museum/Gallery;440 Cambie St, Vancouver, BC, V6B 2N5;Downtown;;250;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1095005, 49.2817199]}"
2015;Art Emporium;http://www.theartemporium.ca;Museum/Gallery;Museum/Gallery;2928 Granville St, Vancouver, BC, V6H 3J7;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1383072, 49.2593906]}"
2015;Arts Factory;http://www.artsfactorysociety.ca/;Studio/Rehearsal;Artist Studio;281 Industrial, Vancouver, BC, V5A 2P2;Strathcona;City of Vancouver;21000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.098517, 49.270111]}"
2015;Artstarts in Schools;www.artstarts.com;Museum/Gallery;Museum/Gallery;808 Richards St, Vancouver, BC, V6B 3A7;Downtown;Privately Owned;6000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1179808, 49.2799985]}"
2015;Audain Gallery;https://www.sfu.ca/galleries/audain-gallery.html;Museum/Gallery;Museum/Gallery;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.108715, 49.282395]}"
2015;Ayden Gallery;www.aydengallery.com;Museum/Gallery;Museum/Gallery;88 W Pender St, Vancouver, BC, V6B 6N9;Downtown;Privately Owned;4100;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1071802, 49.2809655]}"
2015;Back Gallery Project;http://www.backgalleryproject.com/;Museum/Gallery;Museum/Gallery;602 E Hastings St, Vancouver, BC, V6A 1R1;Strathcona;Privately Owned;900;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0913998, 49.2811369]}"
2015;Bau-Xi Gallery;www.bau-xi.com;Museum/Gallery;Museum/Gallery;3045 Granville St, Vancouver, BC, V6H 3J9;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1391799, 49.258496]}"
2015;BC Sports Hall of Fame Museum;www.bcsportshalloffame.com;Museum/Gallery;Museum/Gallery;777 Pacific Blvd S, Vancouver, BC, V6B 4Y8;Downtown;Government;15000;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.110438, 49.27619]}"
2015;Bloedel Conservatory;http://vancouver.ca/parks-recreation-culture/bloedel-conservatory.aspx;Museum/Gallery;Garden/Aquarium/Science Centre;4600 Cambie St, Vancouver, BC, V5Y 2M5;Riley Park;Vancouver Park Board/COV;19600;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.113759, 49.242077]}"
2015;BMO Theatre Centre;;Theatre/Performance;Theatre;162 W 1st Av, Vancouver, BC, V5Y 1A4;Mount Pleasant;City of Vancouver;44500;250;Yes;"{""type"": ""Point"", ""coordinates"": [-123.108576, 49.270223]}"
2015;Bruhanski Acting Studio;http://bruhanski.com/;Educational;Educational Institution;164 E 11th Av, Vancouver, BC, V5T 2C2;Mount Pleasant;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1021231, 49.2611004]}"
2015;Café Deux Soleils;www.cafedeuxsoleils.com/;Café/Restaurant/Bar;Café/Restaurant;2096 Commercial Dr, Vancouver, BC, V5N 4B2;Grandview-Woodland;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0693229, 49.2659754]}"
2015;Canadian Music Centre (BC Region);http://www.musiccentre.ca/regions/british-columbia?field_event_region_value_many_to_one=3;Museum/Gallery;Library/Archives;837 Davie St, Vancouver, BC, V6Z 1B7;Downtown;Privately Owned;2680;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.127484, 49.278055]}"
2015;CBC Outdoor Stage;http://www.cbc.ca;Community Space;Plaza/Park/Band Shell;700 Hamilton, Vancouver, BC, V6B 2R5;Downtown;Government;2623;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.114669, 49.279299]}"
2015;Chali-Rosso Gallery;www.chalirosso.com;Museum/Gallery;Museum/Gallery;2250 Granville St, Vancouver, BC, V6H 4H7;Fairview;Privately Owned;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.1384021, 49.2657529]}"
2015;Charles H. Scott Gallery;www.chscott.ecuad.ca;Museum/Gallery;Museum/Gallery;1399 Johnston St, Vancouver, BC, V6H 2R9;Fairview;Government;;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.132876, 49.270485]}"
2015;City of Vancouver Artist Studio;https://vancouver.ca/people-programs/artist-live-work-studio-program.aspx;Studio/Rehearsal;Artist Studio with Residence;1202 E Pender St, Vancouver, BC, V6A 1W8;Strathcona;City of Vancouver;1446;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0789337, 49.2802238]}"
2015;City of Vancouver Artist Studio;https://vancouver.ca/people-programs/artist-live-work-studio-program.aspx;Studio/Rehearsal;Artist Studio;2050 Scotia St, Vancouver, BC, V5T 4T1;Mount Pleasant;City of Vancouver;2600;;Yes;"{""type"": ""Point"", ""coordinates"": [-123.0982208, 49.2667885]}"
