group,drugbank-id
experimental,DB13549
experimental,DB13550
experimental,DB13551
experimental,DB13552
experimental,DB13553
experimental,DB13554
experimental,DB13555
experimental,DB13556
experimental,DB13557
experimental,DB13558
experimental,DB13559
experimental,DB13560
experimental,DB13561
experimental,DB13563
experimental,DB13564
experimental,DB13565
experimental,DB13566
experimental,DB13567
experimental,DB13568
experimental,DB13569
experimental,DB13570
experimental,DB13571
experimental,DB13572
experimental,DB13573
experimental,DB13574
experimental,DB13575
experimental,DB13576
experimental,DB13577
experimental,DB13578
experimental,DB13579
experimental,DB13580
experimental,DB13581
experimental,DB13582
approved,DB13583
experimental,DB13584
experimental,DB13585
experimental,DB13586
experimental,DB13587
experimental,DB13588
experimental,DB13590
experimental,DB13591
experimental,DB13592
experimental,DB13593
approved,DB13595
experimental,DB13595
experimental,DB13596
experimental,DB13597
experimental,DB13598
experimental,DB13599
experimental,DB13600
experimental,DB13601
experimental,DB13602
experimental,DB13603
experimental,DB13604
experimental,DB13605
experimental,DB13606
experimental,DB13607
experimental,DB13608
investigational,DB13609
experimental,DB13610
experimental,DB13611
experimental,DB13612
investigational,DB13612
experimental,DB13613
experimental,DB13614
approved,DB13615
experimental,DB13615
experimental,DB13616
experimental,DB13617
experimental,DB13618
experimental,DB13619
approved,DB13620
experimental,DB13621
experimental,DB13622
experimental,DB13623
approved,DB13624
experimental,DB13625
experimental,DB13626
experimental,DB13627
approved,DB13628
experimental,DB13628
experimental,DB13629
experimental,DB13630
experimental,DB13631
experimental,DB13632
experimental,DB13633
experimental,DB13634
experimental,DB13635
experimental,DB13636
experimental,DB13637
experimental,DB13638
experimental,DB13639
experimental,DB13640
experimental,DB13641
experimental,DB13642
experimental,DB13643
experimental,DB13644
experimental,DB13645
experimental,DB13646
experimental,DB13647
investigational,DB13647
experimental,DB13648
experimental,DB13649
experimental,DB13650
experimental,DB13651
experimental,DB13652
experimental,DB13653
experimental,DB13654
investigational,DB13654
experimental,DB13655
experimental,DB13656
approved,DB13657
experimental,DB13658
investigational,DB13658
experimental,DB13659
experimental,DB13660
experimental,DB13661
experimental,DB13662
experimental,DB13663
experimental,DB13664
experimental,DB13665
experimental,DB13666
experimental,DB13667
experimental,DB13668
experimental,DB13669
experimental,DB13670
experimental,DB13671
experimental,DB13672
experimental,DB13673
experimental,DB13674
experimental,DB13675
experimental,DB13676
experimental,DB13677
experimental,DB13678
experimental,DB13679
investigational,DB13679
approved,DB13680
experimental,DB13681
approved,DB13682
experimental,DB13683
experimental,DB13684
experimental,DB13685
experimental,DB13686
experimental,DB13687
experimental,DB13688
investigational,DB13688
experimental,DB13689
investigational,DB13689
experimental,DB13690
experimental,DB13691
experimental,DB13692
experimental,DB13693
experimental,DB13694
experimental,DB13695
experimental,DB13696
experimental,DB13697
experimental,DB13698
experimental,DB13699
experimental,DB13700
investigational,DB13700
experimental,DB13701
experimental,DB13702
experimental,DB13703
experimental,DB13704
investigational,DB13704
experimental,DB13705
experimental,DB13706
approved,DB13707
experimental,DB13708
experimental,DB13709
experimental,DB13710
approved,DB13711
experimental,DB13712
experimental,DB13713
experimental,DB13714
experimental,DB13715
experimental,DB13716
experimental,DB13717
experimental,DB13718
experimental,DB13719
approved,DB13720
vet_approved,DB13720
withdrawn,DB13720
experimental,DB13721
experimental,DB13722
experimental,DB13723
experimental,DB13724
experimental,DB13725
experimental,DB13726
experimental,DB13727
experimental,DB13728
experimental,DB13729
experimental,DB13730
experimental,DB13731
experimental,DB13732
investigational,DB13732
experimental,DB13733
experimental,DB13734
experimental,DB13735
experimental,DB13736
experimental,DB13737
experimental,DB13738
experimental,DB13739
experimental,DB13740
experimental,DB13741
experimental,DB13742
approved,DB13743
experimental,DB13743
experimental,DB13744
experimental,DB13745
approved,DB13746
experimental,DB13746
approved,DB13747
experimental,DB13748
approved,DB13749
investigational,DB13749
experimental,DB13750
approved,DB13751
experimental,DB13751
experimental,DB13752
experimental,DB13753
experimental,DB13754
experimental,DB13755
experimental,DB13756
experimental,DB13757
experimental,DB13758
experimental,DB13759
experimental,DB13760
investigational,DB13760
approved,DB13761
experimental,DB13761
experimental,DB13762
experimental,DB13763
experimental,DB13764
experimental,DB13765
approved,DB13766
experimental,DB13766
experimental,DB13767
experimental,DB13768
experimental,DB13769
experimental,DB13770
experimental,DB13771
experimental,DB13772
experimental,DB13773
experimental,DB13774
experimental,DB13775
experimental,DB13776
experimental,DB13777
experimental,DB13778
experimental,DB13779
experimental,DB13780
approved,DB13781
experimental,DB13782
approved,DB13783
investigational,DB13783
experimental,DB13784
experimental,DB13785
experimental,DB13786
experimental,DB13787
experimental,DB13788
experimental,DB13789
experimental,DB13790
experimental,DB13791
experimental,DB13792
experimental,DB13793
experimental,DB13794
experimental,DB13795
experimental,DB13796
experimental,DB13797
experimental,DB13798
experimental,DB13799
approved,DB13800
experimental,DB13800
approved,DB13801
withdrawn,DB13801
experimental,DB13802
experimental,DB13803
experimental,DB13804
experimental,DB13805
experimental,DB13806
experimental,DB13807
experimental,DB13808
experimental,DB13809
investigational,DB13809
experimental,DB13810
experimental,DB13811
investigational,DB13811
experimental,DB13812
approved,DB13813
experimental,DB13813
vet_approved,DB13813
experimental,DB13814
experimental,DB13815
experimental,DB13816
experimental,DB13817
experimental,DB13818
experimental,DB13819
experimental,DB13820
experimental,DB13821
experimental,DB13822
experimental,DB13823
experimental,DB13824
experimental,DB13825
experimental,DB13826
experimental,DB13827
experimental,DB13828
experimental,DB13829
experimental,DB13830
experimental,DB13831
investigational,DB13831
experimental,DB13832
experimental,DB13833
experimental,DB13834
experimental,DB13835
experimental,DB13836
experimental,DB13837
approved,DB13838
experimental,DB13839
experimental,DB13840
experimental,DB13841
experimental,DB13842
experimental,DB13843
experimental,DB13844
experimental,DB13845
experimental,DB13846
experimental,DB13847
approved,DB13848
experimental,DB13848
experimental,DB13849
experimental,DB13850
approved,DB13851
experimental,DB13852
approved,DB13853
experimental,DB13853
approved,DB13854
investigational,DB13854
experimental,DB13855
experimental,DB13856
experimental,DB13857
approved,DB13858
withdrawn,DB13858
experimental,DB13860
experimental,DB13861
experimental,DB13862
experimental,DB13863
experimental,DB13864
investigational,DB13865
experimental,DB13866
approved,DB13867
experimental,DB13867
investigational,DB13868
experimental,DB13869
experimental,DB13871
approved,DB13872
approved,DB13873
approved,DB13874
investigational,DB13874
experimental,DB13875
experimental,DB13876
investigational,DB13877
approved,DB13878
investigational,DB13878
approved,DB13879
investigational,DB13879
approved,DB13881
investigational,DB13881
approved,DB13882
approved,DB13883
experimental,DB13883
approved,DB13884
approved,DB13885
experimental,DB13885
approved,DB13886
approved,DB13887
experimental,DB13887
investigational,DB13887
approved,DB13888
experimental,DB13888
investigational,DB13888
approved,DB13889
experimental,DB13889
investigational,DB13889
approved,DB13890
experimental,DB13890
investigational,DB13890
approved,DB13891
experimental,DB13891
approved,DB13892
experimental,DB13892
approved,DB13893
experimental,DB13893
approved,DB13894
experimental,DB13894
approved,DB13895
experimental,DB13895
approved,DB13896
experimental,DB13896
investigational,DB13896
approved,DB13897
experimental,DB13897
investigational,DB13897
approved,DB13898
experimental,DB13898
investigational,DB13898
approved,DB13899
experimental,DB13899
investigational,DB13899
approved,DB13900
experimental,DB13900
investigational,DB13900
approved,DB13901
experimental,DB13901
investigational,DB13901
approved,DB13902
experimental,DB13902
investigational,DB13902
approved,DB13903
experimental,DB13903
investigational,DB13903
approved,DB13904
approved,DB13905
approved,DB13906
experimental,DB13906
approved,DB13907
experimental,DB13907
approved,DB13908
approved,DB13909
approved,DB13910
approved,DB13911
experimental,DB13912
approved,DB13913
experimental,DB13913
experimental,DB13914
investigational,DB13914
approved,DB13915
experimental,DB13916
experimental,DB13917
experimental,DB13918
experimental,DB13919
experimental,DB13920
experimental,DB13921
approved,DB13923
investigational,DB13923
approved,DB13924
investigational,DB13924
approved,DB13925
investigational,DB13925
approved,DB13926
investigational,DB13926
experimental,DB13927
approved,DB13928
investigational,DB13928
investigational,DB13929
investigational,DB13930
approved,DB13931
approved,DB13932
approved,DB13933
investigational,DB13933
investigational,DB13934
experimental,DB13935
experimental,DB13936
experimental,DB13937
experimental,DB13938
experimental,DB13939
investigational,DB13939
experimental,DB13940
experimental,DB13941
investigational,DB13941
approved,DB13943
approved,DB13944
approved,DB13946
investigational,DB13946
approved,DB13947
experimental,DB13947
experimental,DB13948
approved,DB13949
experimental,DB13950
experimental,DB13951
approved,DB13952
investigational,DB13952
vet_approved,DB13952
approved,DB13953
investigational,DB13953
vet_approved,DB13953
approved,DB13954
investigational,DB13954
vet_approved,DB13954
approved,DB13955
investigational,DB13955
vet_approved,DB13955
approved,DB13956
investigational,DB13956
vet_approved,DB13956
experimental,DB13957
experimental,DB13958
approved,DB13959
approved,DB13960
approved,DB13961
nutraceutical,DB13961
approved,DB13962
experimental,DB13962
experimental,DB13963
approved,DB13964
approved,DB13965
experimental,DB13965
approved,DB13966
experimental,DB13966
approved,DB13967
approved,DB13968
experimental,DB13969
approved,DB13970
experimental,DB13970
approved,DB13971
experimental,DB13971
approved,DB13972
experimental,DB13972
approved,DB13973
investigational,DB13973
approved,DB13974
experimental,DB13974
experimental,DB13975
approved,DB13976
approved,DB13977
experimental,DB13978
approved,DB13979
approved,DB13980
investigational,DB13981
approved,DB13982
experimental,DB13983
experimental,DB13984
approved,DB13985
investigational,DB13985
approved,DB13987
investigational,DB13988
experimental,DB13989
experimental,DB13990
experimental,DB13991
investigational,DB13992
experimental,DB13993
investigational,DB13994
approved,DB13995
investigational,DB13995
approved,DB13996
approved,DB13997
investigational,DB13997
approved,DB13998
investigational,DB13998
approved,DB13999
experimental,DB14000
approved,DB14001
nutraceutical,DB14001
vet_approved,DB14001
approved,DB14002
nutraceutical,DB14002
vet_approved,DB14002
approved,DB14003
approved,DB14004
investigational,DB14004
approved,DB14005
approved,DB14006
nutraceutical,DB14006
approved,DB14007
experimental,DB14008
experimental,DB14009
investigational,DB14009
experimental,DB14010
illicit,DB14010
investigational,DB14011
approved,DB14012
investigational,DB14012
experimental,DB14013
experimental,DB14014
approved,DB14015
approved,DB14016
experimental,DB14016
investigational,DB14016
investigational,DB14017
approved,DB14018
approved,DB14019
approved,DB14020
experimental,DB14020
approved,DB14022
investigational,DB14025
experimental,DB14026
investigational,DB14027
experimental,DB14028
experimental,DB14029
experimental,DB14030
experimental,DB14031
approved,DB14033
vet_approved,DB14033
experimental,DB14034
experimental,DB14035
experimental,DB14037
experimental,DB14038
approved,DB14039
investigational,DB14039
approved,DB14040
investigational,DB14040
approved,DB14041
investigational,DB14041
approved,DB14042
investigational,DB14042
experimental,DB14043
nutraceutical,DB14043
experimental,DB14044
experimental,DB14045
approved,DB14046
experimental,DB14046
approved,DB14048
investigational,DB14048
experimental,DB14049
investigational,DB14049
investigational,DB14050
experimental,DB14051
experimental,DB14052
experimental,DB14054
experimental,DB14055
investigational,DB14055
experimental,DB14056
experimental,DB14057
experimental,DB14058
experimental,DB14059
investigational,DB14059
experimental,DB14060
experimental,DB14061
experimental,DB14062
experimental,DB14063
experimental,DB14064
experimental,DB14065
experimental,DB14066
experimental,DB14067
investigational,DB14067
experimental,DB14068
investigational,DB14069
experimental,DB14070
experimental,DB14071
experimental,DB14072
experimental,DB14073
experimental,DB14074
approved,DB14075
experimental,DB14075
experimental,DB14076
investigational,DB14077
approved,DB14078
investigational,DB14078
experimental,DB14079
experimental,DB14080
experimental,DB14081
approved,DB14082
experimental,DB14082
approved,DB14083
experimental,DB14083
approved,DB14084
experimental,DB14084
experimental,DB14085
approved,DB14086
withdrawn,DB14086
experimental,DB14087
experimental,DB14088
approved,DB14089
experimental,DB14089
experimental,DB14090
investigational,DB14090
experimental,DB14091
investigational,DB14091
experimental,DB14092
experimental,DB14093
experimental,DB14094
investigational,DB14094
approved,DB14096
experimental,DB14096
experimental,DB14097
experimental,DB14098
approved,DB14099
experimental,DB14099
approved,DB14100
investigational,DB14100
approved,DB14101
experimental,DB14101
experimental,DB14102
experimental,DB14103
approved,DB14104
experimental,DB14104
approved,DB14105
experimental,DB14105
approved,DB14106
experimental,DB14107
experimental,DB14108
approved,DB14109
experimental,DB14109
approved,DB14110
experimental,DB14110
experimental,DB14111
approved,DB14112
approved,DB14113
approved,DB14114
approved,DB14115
approved,DB14116
experimental,DB14116
experimental,DB14117
experimental,DB14119
approved,DB14120
experimental,DB14120
experimental,DB14121
experimental,DB14122
approved,DB14123
experimental,DB14123
experimental,DB14124
experimental,DB14125
experimental,DB14126
investigational,DB14126
experimental,DB14127
experimental,DB14128
experimental,DB14129
experimental,DB14130
investigational,DB14131
experimental,DB14132
experimental,DB14134
experimental,DB14135
experimental,DB14136
experimental,DB14137
experimental,DB14138
approved,DB14139
experimental,DB14139
experimental,DB14140
approved,DB14141
experimental,DB14141
experimental,DB14142
approved,DB14143
experimental,DB14143
experimental,DB14144
experimental,DB14145
investigational,DB14146
approved,DB14148
experimental,DB14148
experimental,DB14149
approved,DB14150
experimental,DB14150
approved,DB14151
experimental,DB14151
experimental,DB14152
experimental,DB14153
experimental,DB14154
experimental,DB14155
approved,DB14156
experimental,DB14156
experimental,DB14157
approved,DB14158
experimental,DB14158
investigational,DB14158
approved,DB14159
experimental,DB14160
experimental,DB14161
approved,DB14162
approved,DB14163
approved,DB14164
approved,DB14165
approved,DB14166
approved,DB14167
approved,DB14168
approved,DB14169
approved,DB14170
investigational,DB14170
approved,DB14171
approved,DB14172
approved,DB14173
experimental,DB14173
approved,DB14174
experimental,DB14174
approved,DB14175
experimental,DB14175
approved,DB14176
experimental,DB14176
approved,DB14177
experimental,DB14177
approved,DB14178
experimental,DB14178
approved,DB14179
approved,DB14180
experimental,DB14180
approved,DB14181
experimental,DB14181
approved,DB14182
investigational,DB14182
approved,DB14183
experimental,DB14183
approved,DB14184
experimental,DB14184
approved,DB14185
investigational,DB14185
approved,DB14186
experimental,DB14186
approved,DB14187
experimental,DB14187
approved,DB14188
experimental,DB14188
approved,DB14189
experimental,DB14189
approved,DB14190
experimental,DB14190
approved,DB14191
experimental,DB14191
approved,DB14192
experimental,DB14192
approved,DB14193
approved,DB14194
experimental,DB14194
approved,DB14195
experimental,DB14195
approved,DB14196
approved,DB14197
experimental,DB14197
approved,DB14198
experimental,DB14198
approved,DB14199
experimental,DB14199
approved,DB14200
experimental,DB14200
approved,DB14201
experimental,DB14201
approved,DB14202
experimental,DB14202
approved,DB14203
experimental,DB14203
experimental,DB14204
experimental,DB14205
approved,DB14206
experimental,DB14206
experimental,DB14207
experimental,DB14208
experimental,DB14209
experimental,DB14210
approved,DB14211
experimental,DB14211
approved,DB14212
experimental,DB14213
experimental,DB14214
experimental,DB14217
experimental,DB14218
experimental,DB14219
investigational,DB14219
experimental,DB14221
approved,DB14222
experimental,DB14222
experimental,DB14223
experimental,DB14224
investigational,DB14224
experimental,DB14225
experimental,DB14226
experimental,DB14227
experimental,DB14228
experimental,DB14229
approved,DB14230
experimental,DB14231
experimental,DB14232
approved,DB14233
experimental,DB14233
investigational,DB14233
experimental,DB14234
approved,DB14235
experimental,DB14235
experimental,DB14236
approved,DB14237
experimental,DB14237
approved,DB14238
experimental,DB14238
approved,DB14239
experimental,DB14239
approved,DB14240
experimental,DB14240
approved,DB14241
experimental,DB14241
approved,DB14242
experimental,DB14242
experimental,DB14243
experimental,DB14244
approved,DB14245
experimental,DB14245
experimental,DB14246
experimental,DB14247
experimental,DB14248
experimental,DB14249
experimental,DB14250
experimental,DB14251
approved,DB14252
experimental,DB14252
investigational,DB14252
approved,DB14253
experimental,DB14253
approved,DB14254
experimental,DB14254
experimental,DB14255
approved,DB14256
experimental,DB14256
investigational,DB14256
approved,DB14257
experimental,DB14257
approved,DB14258
experimental,DB14258
experimental,DB14259
experimental,DB14260
experimental,DB14261
approved,DB14262
experimental,DB14262
approved,DB14263
experimental,DB14263
experimental,DB14264
experimental,DB14265
experimental,DB14266
approved,DB14267
experimental,DB14267
experimental,DB14268
experimental,DB14269
experimental,DB14270
experimental,DB14271
experimental,DB14272
approved,DB14273
experimental,DB14273
approved,DB14274
experimental,DB14274
approved,DB14275
experimental,DB14275
investigational,DB14275
approved,DB14276
experimental,DB14276
investigational,DB14276
experimental,DB14277
approved,DB14278
experimental,DB14278
approved,DB14279
experimental,DB14279
approved,DB14280
experimental,DB14280
experimental,DB14281
experimental,DB14282
approved,DB14283
experimental,DB14283
experimental,DB14284
experimental,DB14285
experimental,DB14286
experimental,DB14287
approved,DB14288
experimental,DB14288
approved,DB14289
experimental,DB14289
experimental,DB14290
approved,DB14291
experimental,DB14291
experimental,DB14292
experimental,DB14293
experimental,DB14294
experimental,DB14295
experimental,DB14296
investigational,DB14296
experimental,DB14297
investigational,DB14297
experimental,DB14298
experimental,DB14299
experimental,DB14300
experimental,DB14301
experimental,DB14302
approved,DB14303
experimental,DB14303
experimental,DB14304
investigational,DB14304
experimental,DB14305
experimental,DB14306
experimental,DB14307
investigational,DB14307
experimental,DB14308
experimental,DB14309
experimental,DB14310
experimental,DB14311
approved,DB14312
experimental,DB14312
experimental,DB14313
experimental,DB14314
experimental,DB14315
experimental,DB14316
experimental,DB14317
investigational,DB14317
experimental,DB14318
experimental,DB14319
approved,DB14320
experimental,DB14320
experimental,DB14321
experimental,DB14322
experimental,DB14323
approved,DB14324
experimental,DB14324
experimental,DB14325
experimental,DB14326
approved,DB14327
experimental,DB14327
experimental,DB14328
experimental,DB14329
investigational,DB14329
experimental,DB14330
approved,DB14331
experimental,DB14331
approved,DB14332
experimental,DB14332
approved,DB14333
experimental,DB14333
experimental,DB14334
experimental,DB14335
experimental,DB14336
experimental,DB14337
approved,DB14338
experimental,DB14338
approved,DB14339
experimental,DB14339
experimental,DB14340
experimental,DB14341
experimental,DB14342
approved,DB14343
experimental,DB14343
experimental,DB14344
experimental,DB14345
experimental,DB14346
experimental,DB14347
experimental,DB14348
approved,DB14349
experimental,DB14349
approved,DB14350
experimental,DB14350
approved,DB14351
experimental,DB14351
approved,DB14352
experimental,DB14352
approved,DB14353
experimental,DB14353
experimental,DB14354
experimental,DB14355
experimental,DB14356
approved,DB14357
experimental,DB14357
investigational,DB14357
experimental,DB14358
experimental,DB14359
approved,DB14360
experimental,DB14360
investigational,DB14360
approved,DB14361
experimental,DB14361
experimental,DB14362
experimental,DB14363
experimental,DB14364
experimental,DB14365
experimental,DB14366
experimental,DB14367
experimental,DB14368
experimental,DB14369
experimental,DB14370
experimental,DB14371
experimental,DB14372
experimental,DB14373
experimental,DB14374
approved,DB14375
experimental,DB14375
investigational,DB14375
experimental,DB14376
experimental,DB14377
experimental,DB14378
experimental,DB14379
approved,DB14382
approved,DB14383
approved,DB14384
approved,DB14385
investigational,DB14385
approved,DB14386
approved,DB14387
approved,DB14388
approved,DB14389
approved,DB14390
approved,DB14391
approved,DB14392
approved,DB14393
approved,DB14394
approved,DB14395
approved,DB14396
approved,DB14397
approved,DB14398
approved,DB14399
approved,DB14400
approved,DB14401
approved,DB14402
approved,DB14403
approved,DB14404
approved,DB14405
approved,DB14406
approved,DB14407
approved,DB14408
approved,DB14409
approved,DB14410
approved,DB14411
approved,DB14412
approved,DB14413
approved,DB14414
approved,DB14415
approved,DB14416
approved,DB14417
approved,DB14418
approved,DB14419
approved,DB14420
approved,DB14421
approved,DB14422
approved,DB14423
approved,DB14424
approved,DB14425
approved,DB14426
approved,DB14427
approved,DB14428
approved,DB14429
approved,DB14430
approved,DB14431
approved,DB14432
approved,DB14433
approved,DB14434
approved,DB14435
approved,DB14436
approved,DB14437
approved,DB14438
approved,DB14439
approved,DB14440
approved,DB14441
approved,DB14442
approved,DB14443
investigational,DB14443
approved,DB14444
approved,DB14445
approved,DB14446
approved,DB14447
approved,DB14449
approved,DB14450
approved,DB14451
approved,DB14452
approved,DB14453
approved,DB14454
approved,DB14455
approved,DB14456
approved,DB14457
approved,DB14458
approved,DB14459
approved,DB14460
approved,DB14461
approved,DB14462
approved,DB14463
approved,DB14464
approved,DB14465
approved,DB14466
approved,DB14467
approved,DB14468
approved,DB14469
approved,DB14470
experimental,DB14471
experimental,DB14472
approved,DB14473
investigational,DB14473
experimental,DB14474
experimental,DB14475
approved,DB14476
experimental,DB14476
investigational,DB14476
approved,DB14477
experimental,DB14477
approved,DB14478
experimental,DB14478
experimental,DB14479
experimental,DB14480
approved,DB14481
approved,DB14482
nutraceutical,DB14482
approved,DB14483
nutraceutical,DB14483
approved,DB14484
nutraceutical,DB14484
approved,DB14485
nutraceutical,DB14485
approved,DB14486
nutraceutical,DB14486
approved,DB14487
investigational,DB14487
approved,DB14488
approved,DB14489
approved,DB14490
approved,DB14491
experimental,DB14492
experimental,DB14493
experimental,DB14494
experimental,DB14495
approved,DB14496
experimental,DB14496
experimental,DB14497
approved,DB14498
investigational,DB14498
approved,DB14499
investigational,DB14499
approved,DB14500
experimental,DB14500
approved,DB14501
approved,DB14502
approved,DB14503
approved,DB14504
experimental,DB14504
approved,DB14505
experimental,DB14505
approved,DB14506
withdrawn,DB14506
approved,DB14507
experimental,DB14508
approved,DB14509
experimental,DB14510
experimental,DB14511
approved,DB14512
investigational,DB14512
vet_approved,DB14512
approved,DB14513
experimental,DB14513
investigational,DB14513
nutraceutical,DB14514
nutraceutical,DB14515
experimental,DB14516
approved,DB14517
investigational,DB14517
approved,DB14518
investigational,DB14518
experimental,DB14519
approved,DB14520
experimental,DB14521
experimental,DB14522
experimental,DB14523
experimental,DB14524
experimental,DB14525
experimental,DB14526
approved,DB14527
approved,DB14528
approved,DB14529
experimental,DB14529
approved,DB14530
experimental,DB14531
experimental,DB14532
approved,DB14533
investigational,DB14533
experimental,DB14534
experimental,DB14535
experimental,DB14536
experimental,DB14537
experimental,DB14538
vet_approved,DB14538
approved,DB14539
vet_approved,DB14539
approved,DB14540
vet_approved,DB14540
approved,DB14541
investigational,DB14541
vet_approved,DB14541
approved,DB14542
vet_approved,DB14542
approved,DB14543
vet_approved,DB14543
approved,DB14544
vet_approved,DB14544
approved,DB14545
experimental,DB14546
investigational,DB14546
experimental,DB14547
approved,DB14548
experimental,DB14548
experimental,DB14549
approved,DB14550
experimental,DB14551
experimental,DB14552
experimental,DB14553
approved,DB14554
experimental,DB14554
experimental,DB14555
experimental,DB14556
experimental,DB14557
approved,DB14558
approved,DB14559
approved,DB14560
approved,DB14561
approved,DB14562
investigational,DB14562
experimental,DB14563
experimental,DB14564
experimental,DB14565
approved,DB14566
experimental,DB14566
approved,DB14567
experimental,DB14567
approved,DB14568
investigational,DB14568
approved,DB14569
investigational,DB14569
experimental,DB14570
experimental,DB14571
experimental,DB14572
experimental,DB14573
approved,DB14574
experimental,DB14574
approved,DB14575
experimental,DB14576
experimental,DB14577
experimental,DB14578
experimental,DB14579
investigational,DB14580
investigational,DB14581
approved,DB14582
investigational,DB14582
approved,DB14583
experimental,DB14583
investigational,DB14583
experimental,DB14584
approved,DB14585
experimental,DB14585
investigational,DB14585
approved,DB14586
experimental,DB14586
approved,DB14587
experimental,DB14588
experimental,DB14589
experimental,DB14590
approved,DB14591
approved,DB14592
approved,DB14593
approved,DB14594
approved,DB14595
approved,DB00873
experimental,DB00873
approved,DB14597
investigational,DB14597
approved,DB14598
experimental,DB14599
approved,DB14600
vet_approved,DB14600
approved,DB14601
approved,DB14602
approved,DB14603
approved,DB14604
approved,DB14605
approved,DB14606
approved,DB14607
approved,DB14608
approved,DB14609
approved,DB14610
approved,DB14611
approved,DB14612
approved,DB14613
approved,DB14614
approved,DB14615
approved,DB14616
approved,DB14617
investigational,DB14617
approved,DB14618
investigational,DB14618
approved,DB14619
approved,DB14620
experimental,DB14622
experimental,DB14623
experimental,DB14624
investigational,DB14624
experimental,DB14625
investigational,DB14626
approved,DB14627
investigational,DB14627
withdrawn,DB14627
experimental,DB14628
experimental,DB14629
experimental,DB14630
approved,DB14631
vet_approved,DB14631
approved,DB14632
vet_approved,DB14632
experimental,DB14633
experimental,DB14634
experimental,DB14635
investigational,DB14636
experimental,DB14637
approved,DB14638
illicit,DB14639
vet_approved,DB14639
vet_approved,DB14640
experimental,DB14641
approved,DB14642
approved,DB14643
vet_approved,DB14643
approved,DB14644
experimental,DB14645
approved,DB14646
experimental,DB14646
investigational,DB14646
experimental,DB14647
experimental,DB14648
approved,DB14649
investigational,DB14649
vet_approved,DB14649
approved,DB14650
nutraceutical,DB14650
experimental,DB14651
experimental,DB14652
experimental,DB14653
experimental,DB14654
approved,DB14655
illicit,DB14655
approved,DB14656
vet_approved,DB14656
withdrawn,DB14656
approved,DB14657
approved,DB14658
vet_approved,DB14658
experimental,DB14659
vet_approved,DB14660
experimental,DB14661
experimental,DB14662
experimental,DB14663
experimental,DB14664
experimental,DB14665
experimental,DB14666
experimental,DB14667
experimental,DB14668
approved,DB14669
vet_approved,DB14669
experimental,DB14670
experimental,DB14671
experimental,DB14672
experimental,DB14673
approved,DB14674
investigational,DB14674
investigational,DB14675
experimental,DB14676
approved,DB14677
experimental,DB14678
experimental,DB14679
experimental,DB14680
experimental,DB14681
experimental,DB14682
experimental,DB14683
approved,DB14684
approved,DB14685
experimental,DB14686
experimental,DB14687
experimental,DB14688
approved,DB14689
experimental,DB14689
approved,DB14690
experimental,DB14690
approved,DB14691
experimental,DB14691
approved,DB14692
experimental,DB14692
approved,DB14693
experimental,DB14693
approved,DB14694
experimental,DB14695
approved,DB14696
approved,DB14697
approved,DB14698
approved,DB14699
approved,DB14700
investigational,DB14700
experimental,DB14701
approved,DB14702
experimental,DB14702
approved,DB14703
experimental,DB14703
experimental,DB14704
experimental,DB14705
experimental,DB14706
approved,DB14707
investigational,DB14707
experimental,DB14708
approved,DB14709
approved,DB14710
approved,DB14711
approved,DB14712
approved,DB14713
investigational,DB14713
experimental,DB14714
experimental,DB14715
experimental,DB14716
experimental,DB14717
experimental,DB14718
experimental,DB14719
experimental,DB14720
investigational,DB14721
investigational,DB14722
approved,DB14723
investigational,DB14723
approved,DB14724
investigational,DB14724
approved,DB14725
investigational,DB14726
experimental,DB14727
experimental,DB14728
experimental,DB14729
approved,DB14730
approved,DB14731
investigational,DB14731
experimental,DB14732
nutraceutical,DB14732
experimental,DB14733
investigational,DB14733
experimental,DB14734
experimental,DB14735
experimental,DB14736
experimental,DB14737
investigational,DB14737
approved,DB14738
experimental,DB14739
approved,DB14740
approved,DB14741
approved,DB00781
vet_approved,DB00781
experimental,DB14743
experimental,DB14744
experimental,DB14745
experimental,DB14746
experimental,DB14747
experimental,DB14748
experimental,DB14749
experimental,DB14750
approved,DB14751
approved,DB14752
experimental,DB14752
approved,DB14753
approved,DB14754
experimental,DB14755
experimental,DB14756
approved,DB14757
approved,DB14758
approved,DB14759
experimental,DB14760
investigational,DB14761
approved,DB14762
investigational,DB14762
approved,DB14763
approved,DB14764
investigational,DB14765
investigational,DB14766
investigational,DB14767
investigational,DB14768
investigational,DB14769
investigational,DB14770
investigational,DB14771
investigational,DB14772
investigational,DB14773
investigational,DB14774
investigational,DB14775
investigational,DB14776
investigational,DB14777
investigational,DB14778
investigational,DB14779
investigational,DB14780
investigational,DB14781
investigational,DB14782
approved,DB14783
investigational,DB14783
investigational,DB14784
investigational,DB14785
investigational,DB14786
investigational,DB14787
investigational,DB14788
investigational,DB14789
investigational,DB14790
investigational,DB14791
investigational,DB14792
investigational,DB14793
investigational,DB14794
investigational,DB14795
investigational,DB14796
investigational,DB14797
investigational,DB14798
investigational,DB14799
investigational,DB14800
investigational,DB14801
investigational,DB14802
investigational,DB14803
investigational,DB14804
investigational,DB14805
investigational,DB14806
investigational,DB14807
investigational,DB14808
investigational,DB14809
investigational,DB14810
approved,DB14811
investigational,DB14811
investigational,DB14812
investigational,DB14813
investigational,DB14814
investigational,DB14815
investigational,DB14816
investigational,DB14817
investigational,DB14818
investigational,DB14819
