description,currency,cost,unit,parent_key
Medi-profen 200 mg tablet,USD,0.07,tablet,DB01050
Apo-Ibuprofen 400 mg Tablet,USD,0.08,tablet,DB01050
Ibuprofen ib 200 mg tablet,USD,0.08,tablet,DB01050
Novo-Profen 400 mg Tablet,USD,0.08,tablet,DB01050
Eql ibuprofen 200 mg tablet,USD,0.1,tablet,DB01050
Nuprin 200 mg tablet,USD,0.1,tablet,DB01050
Motrin ib 200 mg gelcap,USD,0.12,capsule,DB01050
Nuprin 200 mg caplet,USD,0.12,caplet,DB01050
Wal-profen 200 mg caplet,USD,0.12,caplet,DB01050
Wal-profen 200 mg tablet,USD,0.12,tablet,DB01050
Motrin ib 200 mg tablet,USD,0.13,tablet,DB01050
Apo-Ibuprofen 600 mg Tablet,USD,0.14,tablet,DB01050
CVS Pharmacy ibuprofen jr str 100 mg tablet,USD,0.14,tablet,DB01050
Nu-Ibuprofen 600 mg Tablet,USD,0.14,tablet,DB01050
Advil 200 mg caplet,USD,0.15,capsule,DB01050
Advil 200 mg gel caplet,USD,0.15,caplet,DB01050
Advil 200 mg tablet,USD,0.15,tablet,DB01050
Ibuprofen 100 mg tablet chew,USD,0.15,tablet,DB01050
Motrin ib 200 mg caplet,USD,0.15,caplet,DB01050
Eck ibuprofen jr caplet,USD,0.17,caplet,DB01050
Ibuprofen pm caplet,USD,0.17,caplet,DB01050
Motrin 100 mg tablet chew,USD,0.18,tablet,DB01050
Pub infants profenib drops,USD,0.18,ml,DB01050
Sm ibuprofen ib 100 mg tablet,USD,0.18,tablet,DB01050
Advil 200 mg liqui-gel capsule,USD,0.19,capsule,DB01050
Soba profen ib caplet,USD,0.19,caplet,DB01050
Advil migraine 200 mg capsule,USD,0.2,capsule,DB01050
Ibuprofen cold-sinus caplet,USD,0.2,caplet,DB01050
Motrin 100 mg caplet,USD,0.2,caplet,DB01050
Motrin pm caplet,USD,0.2,caplet,DB01050
Midol caplet,USD,0.21,caplet,DB01050
Advil cold & sinus caplet,USD,0.22,caplet,DB01050
Advil pm caplet,USD,0.22,caplet,DB01050
Soba profen cold-sinus tablet,USD,0.22,tablet,DB01050
Infants medi-profen susp,USD,0.23,ml,DB01050
CVS Pharmacy infant ibuprofen susp drop,USD,0.25,ml,DB01050
Infant ibuprofen susp drop,USD,0.29,ml,DB01050
Motrin 400 mg tablet,USD,0.29,tablet,DB01050
Wal-profen cold & sinus cplt,USD,0.3,caplet,DB01050
Childs ibuprofen susp drp,USD,0.33,ml,DB01050
Ibuprofen 600 mg tablet,USD,0.33,tablet,DB01050
Infant's motrin 50 mg/1.25 ml,USD,0.34,ml,DB01050
Ibuprofen 400 mg tablet,USD,0.35,tablet,DB01050
Ibuprofen 800 mg tablet,USD,0.36,tablet,DB01050
Motrin 600 mg tablet,USD,0.4,tablet,DB01050
Ibu-drops 40 mg/ml suspension drops,USD,0.42,ml,DB01050
Advil allergy sinus caplet,USD,0.5,caplet,DB01050
Motrin 800 mg tablet,USD,0.59,tablet,DB01050
Profen II 45-800 mg 12 Hour tablet,USD,0.69,tablet,DB01050
Penicillin G Sodium 1000000 iu/vial,USD,2.52,vial,DB01053
Penicillin G Sodium 5000000 iu/vial,USD,5.36,vial,DB01053
Pfizerpen 5 million unit vial,USD,7.99,vial,DB01053
Penicillin G Sodium 10000000 iu/vial,USD,9.35,vial,DB01053
Pfizerpen 20 million unit vial,USD,23.41,vial,DB01053
Penicillin g k 5 million unit,USD,42.18,each,DB01053
Bicillin C-R (1200000) 2ml Syringe,USD,43.0,syringe,DB01053
Penicillin g na 5 million unit,USD,47.91,each,DB01053
Penicillin gk 20 million unit,USD,160.26,each,DB01053
Pen g k 1 million unit/50 ml,USD,0.25,ml,DB01053
Pen g k 2 million unit/50 ml,USD,0.26,ml,DB01053
Pen g k 3 million unit/50 ml,USD,0.27,ml,DB01053
Phospholine iodide 0.125%,USD,16.09,ml,DB01057
Praziquantel powder,USD,1.06,g,DB01058
Biltricide 600 mg tablet,USD,14.57,tablet,DB01058
Co Norfloxacin 400 mg Tablet,USD,1.28,tablet,DB01059
Novo-Norfloxacin 400 mg Tablet,USD,1.28,tablet,DB01059
Pms-Norfloxacin 400 mg Tablet,USD,1.28,tablet,DB01059
Apo-Norflox 400 mg Tablet,USD,1.44,tablet,DB01059
Noroxin 400 mg tablet,USD,4.21,tablet,DB01059
Amoxil 400 mg Chew Tabs,USD,1.05,tab,DB01060
Amoxil 875 mg tablet,USD,1.13,tablet,DB01060
Amoxil 200 mg/5ml Suspension 100ml Bottle,USD,11.99,bottle,DB01060
Trimox 125 mg/5ml Suspension 100ml Bottle,USD,11.99,bottle,DB01060
Trimox 125 mg/5ml Suspension 150ml Bottle,USD,11.99,bottle,DB01060
Trimox 250 mg/5ml Suspension 80ml Bottle,USD,11.99,bottle,DB01060
Amoxil 250 mg/5ml Suspension 100ml Bottle,USD,12.99,bottle,DB01060
Amoxil 250 mg/5ml Suspension 150ml Bottle,USD,12.99,bottle,DB01060
Amoxil 50 mg/ml Suspension 30ml Bottle,USD,13.99,bottle,DB01060
Amoxicillin 250 mg/5ml Suspension 150ml Bottle,USD,14.0,bottle,DB01060
Amoxil 400 mg/5ml Suspension 50ml Bottle,USD,15.99,bottle,DB01060
Amoxicillin 400 mg/5ml Suspension 100ml Bottle,USD,16.99,bottle,DB01060
Amoxil 400 mg/5ml Suspension 75ml Bottle,USD,17.99,bottle,DB01060
Amoxil 400 mg/5ml Suspension 100ml Bottle,USD,19.99,bottle,DB01060
Apo-Amoxi 25 mg/ml Suspension,USD,0.04,ml,DB01060
Novamoxin 25 mg/ml Suspension,USD,0.04,ml,DB01060
Novamoxin Sugar-Reduced 25 mg/ml Suspension,USD,0.04,ml,DB01060
Nu-Amoxi 25 mg/ml Suspension,USD,0.04,ml,DB01060
Pms-Amoxicillin 25 mg/ml Suspension,USD,0.04,ml,DB01060
Apo-Amoxi 50 mg/ml Suspension,USD,0.06,ml,DB01060
Novamoxin 50 mg/ml Suspension,USD,0.06,ml,DB01060
Novamoxin Sugar-Reduced 50 mg/ml Suspension,USD,0.06,ml,DB01060
Nu-Amoxi 50 mg/ml Suspension,USD,0.06,ml,DB01060
Pms-Amoxicillin 50 mg/ml Suspension,USD,0.06,ml,DB01060
Apo-Amoxi 250 mg Capsule,USD,0.18,capsule,DB01060
Mylan-Amoxillin 250 mg Capsule,USD,0.18,capsule,DB01060
Novamoxin 250 mg Capsule,USD,0.18,capsule,DB01060
Nu-Amoxi 250 mg Capsule,USD,0.18,capsule,DB01060
Pms-Amoxicillin 250 mg Capsule,USD,0.18,capsule,DB01060
Amoxicillin 250 mg capsule,USD,0.25,capsule,DB01060
Apo-Amoxi 500 mg Capsule,USD,0.36,capsule,DB01060
Mylan-Amoxillin 500 mg Capsule,USD,0.36,capsule,DB01060
Novamoxin 500 mg Capsule,USD,0.36,capsule,DB01060
Nu-Amoxi 500 mg Capsule,USD,0.36,capsule,DB01060
Pms-Amoxicillin 500 mg Capsule,USD,0.36,capsule,DB01060
Novamoxin 125 mg Chewable Tablet,USD,0.44,tablet,DB01060
Amoxicillin 250 mg Chew Tabs,USD,0.47,tab,DB01060
Amoxicillin 500 mg capsule,USD,0.47,capsule,DB01060
Amoxicillin 500 mg tablet,USD,0.5,tablet,DB01060
Amoxil 500 mg capsule,USD,0.53,capsule,DB01060
Amoxicillin 125 mg Chew Tabs,USD,0.57,tab,DB01060
Novamoxin 250 mg Chewable Tablet,USD,0.64,tablet,DB01060
Amoxil 500 mg tablet,USD,0.77,tablet,DB01060
Amoxicillin 875 mg tablet,USD,0.89,tablet,DB01060
Ditropan 5 mg tablet,USD,1.15,tablet,DB01062
Oxybutynin Chloride 5 mg 24 Hour tablet,USD,3.2,tablet,DB01062
Oxybutynin Chloride 10 mg 24 Hour tablet,USD,3.42,tablet,DB01062
Oxybutynin Chloride 15 mg 24 Hour tablet,USD,3.5,tablet,DB01062
Ditropan xl 10 mg tablet,USD,4.13,tablet,DB01062
Ditropan xl 5 mg tablet,USD,4.13,tablet,DB01062
Ditropan xl 5 mg tablet sa,USD,4.13,tablet,DB01062
Ditropan xl 15 mg tablet,USD,4.23,tablet,DB01062
Ditropan XL 10 mg 24 Hour tablet,USD,4.47,tablet,DB01062
Ditropan XL 5 mg 24 Hour tablet,USD,4.47,tablet,DB01062
Ditropan XL 15 mg 24 Hour tablet,USD,4.59,tablet,DB01062
Gelnique 10% gel sachets,USD,5.17,g,DB01062
Oxytrol 3.9 mg/24hr patch,USD,20.06,patch,DB01062
Oxytrol 3.9 mg/24hr Patches,USD,20.87,patch,DB01062
Oxybutynin chloride powder,USD,54.47,g,DB01062
Pms-Oxybutynin 1 mg/ml Syrup,USD,0.08,ml,DB01062
Pms-Oxybutynin 2.5 mg Tablet,USD,0.14,tablet,DB01062
Oxybutynin 5 mg tablet,USD,0.17,tablet,DB01062
Oxybutynin Chloride 5 mg/5ml Syrup,USD,0.21,ml,DB01062
Ditropan 5 mg/5ml Syrup,USD,0.26,ml,DB01062
Apo-Oxybutynin 5 mg Tablet,USD,0.26,tablet,DB01062
Mylan-Oxybutynin 5 mg Tablet,USD,0.26,tablet,DB01062
Novo-Oxybutynin 5 mg Tablet,USD,0.26,tablet,DB01062
Nu-Oxybutyn 5 mg Tablet,USD,0.26,tablet,DB01062
Pms-Oxybutynin 5 mg Tablet,USD,0.26,tablet,DB01062
Oxybutynin Chloride 5 mg tablet,USD,0.57,tablet,DB01062
Isoproterenol sulfate cryst,USD,2.86,g,DB01064
Isuprel 0.2 mg/ml ampul,USD,17.63,ml,DB01064
Isoproterenol 0.2 mg/ml amp,USD,0.73,ml,DB01064
Melatonin powder,USD,45.6,g,DB01065
Melatonin 1 mg tablet,USD,0.03,tablet,DB01065
Melatonin sublingual tablet,USD,0.09,tablet,DB01065
Melatonin 5 mg tablet sl,USD,0.1,tablet,DB01065
Melatonin 5 mg tablet,USD,0.12,tablet,DB01065
Melatonin 3 mg tablet,USD,0.22,tablet,DB01065
Spectracef 200 mg tablet,USD,6.26,tablet,DB01066
Cefditoren pivoxil 400 mg tablet,USD,14.74,tablet,DB01066
Spectracef 200 mg dose pack tablet,USD,16.38,tablet,DB01066
Spectracef 400 mg dose pack tablet,USD,16.38,tablet,DB01066
Spectracef 20 200 mg tablet Disp Pack,USD,340.7,disp,DB01066
Spectracef 20 400 mg tablet Disp Pack,USD,340.7,disp,DB01066
Spectracef 28 400 mg tablet Disp Pack,USD,476.99,disp,DB01066
Glucotrol 10 mg tablet,USD,1.19,tablet,DB01067
Metaglip 2.5-250 mg tablet,USD,1.2,tablet,DB01067
Metaglip 2.5-500 mg tablet,USD,1.32,tablet,DB01067
Metaglip 5-500 mg tablet,USD,1.33,tablet,DB01067
Glucotrol xl 10 mg tablet,USD,1.37,tablet,DB01067
Glucotrol XL 10 mg 24 Hour tablet,USD,1.53,tablet,DB01067
Glipizide powder,USD,36.11,g,DB01067
Glipizide 5 mg tablet,USD,0.36,tablet,DB01067
GlipiZIDE XL 5 mg 24 Hour tablet,USD,0.5,tablet,DB01067
GlipiZIDE XL 2.5 mg 24 Hour tablet,USD,0.63,tablet,DB01067
Glipizide 10 mg tablet,USD,0.67,tablet,DB01067
Glucotrol 5 mg tablet,USD,0.69,tablet,DB01067
Glucotrol xl 2.5 mg tablet,USD,0.69,tablet,DB01067
Glucotrol xl 5 mg tablet,USD,0.69,tablet,DB01067
GlipiZIDE XL 10 mg 24 Hour tablet,USD,0.84,tablet,DB01067
Glucotrol XL 2.5 mg 24 Hour tablet,USD,0.99,tablet,DB01067
Glucotrol XL 5 mg 24 Hour tablet,USD,0.99,tablet,DB01067
ClonazePAM ODT 1 mg Dispersible Tablet,USD,1.1,dispersible tablet,DB01068
ClonazePAM ODT 0.125 mg Dispersible Tablet,USD,1.17,dispersible tablet,DB01068
ClonazePAM ODT 0.5 mg Dispersible Tablet,USD,1.18,dispersible tablet,DB01068
ClonazePAM ODT 0.25 mg Dispersible Tablet,USD,1.22,dispersible tablet,DB01068
ClonazePAM ODT 2 mg Dispersible Tablet,USD,1.67,dispersible tablet,DB01068
Klonopin 0.5 mg tablet,USD,1.91,tablet,DB01068
Klonopin 1 mg tablet,USD,2.17,tablet,DB01068
Klonopin 2 mg tablet,USD,2.85,tablet,DB01068
Pms-Clonazepam 0.25 mg Tablet,USD,0.07,tablet,DB01068
Apo-Clonazepam 0.5 mg Tablet,USD,0.12,tablet,DB01068
Co Clonazepam 0.5 mg Tablet,USD,0.12,tablet,DB01068
Mylan-Clonazepam 0.5 mg Tablet,USD,0.12,tablet,DB01068
Novo-Clonazepam 0.5 mg Tablet,USD,0.12,tablet,DB01068
Phl-Clonazepam 0.5 mg Tablet,USD,0.12,tablet,DB01068
Phl-Clonazepam-R 0.5 mg Tablet,USD,0.12,tablet,DB01068
Pms-Clonazepam 0.5 mg Tablet,USD,0.12,tablet,DB01068
Pms-Clonazepam-R 0.5 mg Tablet,USD,0.12,tablet,DB01068
Ratio-Clonazepam 0.5 mg Tablet,USD,0.12,tablet,DB01068
Sandoz Clonazepam 0.5 mg Tablet,USD,0.12,tablet,DB01068
Co Clonazepam 1 mg Tablet,USD,0.19,tablet,DB01068
Phl-Clonazepam 1 mg Tablet,USD,0.19,tablet,DB01068
Pms-Clonazepam 1 mg Tablet,USD,0.19,tablet,DB01068
Sandoz Clonazepam 1 mg Tablet,USD,0.19,tablet,DB01068
Apo-Clonazepam 2 mg Tablet,USD,0.21,tablet,DB01068
Co Clonazepam 2 mg Tablet,USD,0.21,tablet,DB01068
Mylan-Clonazepam 2 mg Tablet,USD,0.21,tablet,DB01068
Novo-Clonazepam 2 mg Tablet,USD,0.21,tablet,DB01068
Phl-Clonazepam 2 mg Tablet,USD,0.21,tablet,DB01068
Pms-Clonazepam 2 mg Tablet,USD,0.21,tablet,DB01068
Ratio-Clonazepam 2 mg Tablet,USD,0.21,tablet,DB01068
Sandoz Clonazepam 2 mg Tablet,USD,0.21,tablet,DB01068
Rivotril 0.5 mg Tablet,USD,0.22,tablet,DB01068
Rivotril 2 mg Tablet,USD,0.38,tablet,DB01068
Clonazepam 0.5 mg tablet,USD,0.61,tablet,DB01068
Clonazepam 1 mg tablet,USD,0.63,tablet,DB01068
Clonazepam 2 mg tablet,USD,0.81,tablet,DB01068
Promethazine 25 mg/ml,USD,1.06,ml,DB01069
Promethazine 25 mg/ml ampul,USD,1.1,ml,DB01069
Promethazine hcl powder,USD,2.14,g,DB01069
Promethazine 50 mg/ml ampul,USD,2.25,ml,DB01069
Promethazine HCl 50 mg/ml Solution 1ml Ampule,USD,2.8,ampule,DB01069
Phenergan 50 mg/ml ampul,USD,3.68,ml,DB01069
Promethazine 12.5 mg suppository,USD,3.82,suppository,DB01069
Phenergan 25 mg/ml ampul,USD,3.84,ml,DB01069
Phenadoz 12.5 mg suppository,USD,3.89,suppository,DB01069
Promethazine HCl 12.5 mg Suppository,USD,4.0,suppository,DB01069
Promethegan 12.5 mg suppository,USD,4.02,suppository,DB01069
Promethazine 25 mg suppository,USD,4.32,suppository,DB01069
Phenadoz 25 mg suppository,USD,4.45,suppository,DB01069
Promethegan 25 mg suppository,USD,4.62,suppository,DB01069
Promethazine 50 mg suppository,USD,4.88,suppository,DB01069
Phenergan 50 mg suppository,USD,7.39,suppository,DB01069
Phenergan 12.5 mg suppository,USD,7.94,suppository,DB01069
Promethegan 50 mg suppository,USD,8.14,suppository,DB01069
Phenergan 25 mg suppository,USD,8.32,suppository,DB01069
Phenergan 12 12.5 mg Suppository Box,USD,54.58,box,DB01069
Promethazine HCl 12 50 mg Suppository Box,USD,60.94,box,DB01069
Promethegan 12 25 mg Suppository Box,USD,62.27,box,DB01069
Phenergan 12 25 mg Suppository Box,USD,62.59,box,DB01069
Phenergan 12 50 mg Suppository Box,USD,80.16,box,DB01069
Promethegan 12 50 mg Suppository Box,USD,101.64,box,DB01069
Promethazine-Codeine 6.25-10 mg/5ml Syrup,USD,0.06,ml,DB01069
Promethazine VC Plain 6.25-5 mg/5ml Syrup,USD,0.09,ml,DB01069
Promethazine HCl 6.25 mg/5ml Syrup,USD,0.11,ml,DB01069
Promethazine-DM 6.25-15 mg/5ml Syrup,USD,0.18,ml,DB01069
Promethazine 12.5 mg tablet,USD,0.49,tablet,DB01069
Promethazine 25 mg tablet,USD,0.51,tablet,DB01069
Phenergan 25 mg tablet,USD,0.62,tablet,DB01069
Promethazine HCl 25 mg tablet,USD,0.73,tablet,DB01069
Promethazine 50 mg tablet,USD,0.78,tablet,DB01069
Promethazine HCl 50 mg tablet,USD,0.81,tablet,DB01069
Dihydrotachysterol powder,USD,15.56,g,DB01070
Reyataz 100 mg capsule,USD,18.12,capsule,DB01072
Reyataz 150 mg capsule,USD,18.49,capsule,DB01072
Reyataz 200 mg capsule,USD,18.49,capsule,DB01072
Reyataz 300 mg capsule,USD,36.63,capsule,DB01072
Oforta 10 mg tablet,USD,92.57,tablet,DB01073
Fludarabine 50 mg vial,USD,240.0,vial,DB01073
Fludara 50 mg vial,USD,367.02,vial,DB01073
Diphenmax 25 mg tablet,USD,1.24,tablet,DB01075
Benadryl 50 mg/ml vial,USD,1.36,ml,DB01075
Dytan 25 mg tablet chewable,USD,1.37,tablet,DB01075
DiphenhydrAMINE HCl 50 mg/ml vial,USD,1.44,vial,DB01075
Diphenhydramine 50 mg/ml vial,USD,1.69,ml,DB01075
Diphenhydramine 50 mg/ml,USD,3.94,ml,DB01075
DiphenhydrAMINE HCl 100 50 mg capsule Bottle,USD,13.99,bottle,DB01075
Banophen allergy liquid,USD,0.02,ml,DB01075
Diphenhydramine 25 mg tablet,USD,0.02,tablet,DB01075
Ra anti-tussive dm syrup,USD,0.02,ml,DB01075
Siladryl 12.5 mg/5 ml liquid,USD,0.02,ml,DB01075
Silphen cough syrup,USD,0.02,ml,DB01075
Silphen dm cough syrup,USD,0.02,ml,DB01075
Vicks 44d cough & head liquid,USD,0.03,ml,DB01075
Vicks 44e cough & chest liquid,USD,0.03,ml,DB01075
Benadryl itch stopping gel,USD,0.04,g,DB01075
Child benadryl-d aller-sin liquid,USD,0.04,ml,DB01075
Diphenhydramine 25 mg capsule,USD,0.04,capsule,DB01075
Benadryl anti-itch 0.45% gel,USD,0.05,g,DB01075
Diphenhydramine 50 mg caplet,USD,0.05,caplet,DB01075
CVS Pharmacy itch relief spray,USD,0.06,ml,DB01075
Diphen 25 mg capsule,USD,0.06,capsule,DB01075
Diphenhist 25 mg caplet,USD,0.06,caplet,DB01075
CVS Pharmacy allergy 25 mg caplet,USD,0.07,caplet,DB01075
Nighttime sleep aid 25 mg caplet,USD,0.07,caplet,DB01075
Banophen 25 mg tablet,USD,0.08,tablet,DB01075
Wal-dryl anti-itch spray,USD,0.08,ml,DB01075
Benadryl 2% spray,USD,0.09,ml,DB01075
Diphenhist 50 mg tablet,USD,0.09,tablet,DB01075
Genahist 25 mg tablet,USD,0.09,tablet,DB01075
Ra sleep tablet,USD,0.09,tablet,DB01075
Diphenhydramine 50 mg capsule,USD,0.1,capsule,DB01075
CVS Pharmacy allergy 25 mg tablet,USD,0.11,tablet,DB01075
Diphenhydramine 25 mg minitab,USD,0.11,tablet,DB01075
Simply sleep 25 mg caplet,USD,0.11,caplet,DB01075
Sleep ii tablet,USD,0.11,tablet,DB01075
Diphenhist with zinc cream,USD,0.12,g,DB01075
Ra allergy 25 mg tablet,USD,0.12,tablet,DB01075
DiphenhydrAMINE HCl 25 mg capsule,USD,0.13,capsule,DB01075
Allergy 25 mg tablet,USD,0.14,tablet,DB01075
Benadryl 25 mg kapseals,USD,0.14,each,DB01075
Benadryl itch stopping crm,USD,0.14,g,DB01075
Benadryl allergy 25 mg kapgels,USD,0.15,each,DB01075
Banophen anti-itch 2% cream,USD,0.16,g,DB01075
Benadryl itch relief stick,USD,0.16,ml,DB01075
Sominex 25 mg tablet,USD,0.16,tablet,DB01075
Diphenhydramine hcl powder,USD,0.17,g,DB01075
Eql allergy 25 mg tablet,USD,0.17,tablet,DB01075
Nighttime sleep aid 25 mg cplt,USD,0.17,caplet,DB01075
Benadryl allergy 25 mg softgel,USD,0.19,softgel capsule,DB01075
Benadryl allergy 25 mg ultratab,USD,0.19,tablet,DB01075
Benadryl allergy-cold kapgels,USD,0.19,each,DB01075
Benadryl allergy-sinus kapgels,USD,0.19,each,DB01075
Benadryl-d allergy-sinus ultratab,USD,0.19,tablet,DB01075
Compoz 25 mg gelcap,USD,0.2,capsule,DB01075
Benadryl allergy-sinus caplet,USD,0.22,caplet,DB01075
Nytol 25 mg tablet,USD,0.23,tablet,DB01075
Unisom sleepmelts 25 mg tablet,USD,0.24,tablet,DB01075
Unisom 25 mg sleeptabs,USD,0.25,tablet,DB01075
Unisom 50 mg sleepgels,USD,0.25,each,DB01075
Benadryl allergy fastmelt tablet,USD,0.26,tablet,DB01075
Compoz 50 mg tablet,USD,0.27,tablet,DB01075
Sominex max str 50 mg caplet,USD,0.27,caplet,DB01075
Sleep-eze 3 tablet,USD,0.29,tablet,DB01075
Unisom sleep aid tablet,USD,0.34,tablet,DB01075
Benadryl allergy 25 mg strips,USD,0.45,strip,DB01075
Lipitor 10 mg Tablet,USD,1.87,tablet,DB01076
Lipitor 20 mg Tablet,USD,2.34,tablet,DB01076
Lipitor 40 mg Tablet,USD,2.52,tablet,DB01076
Lipitor 80 mg Tablet,USD,2.52,tablet,DB01076
Lipitor 10 mg tablet,USD,3.5,tablet,DB01076
Lipitor 20 mg tablet,USD,5.0,tablet,DB01076
Lipitor 40 mg tablet,USD,5.0,tablet,DB01076
Lipitor 80 mg tablet,USD,5.0,tablet,DB01076
Didronel 200 mg tablet,USD,4.16,tablet,DB01077
Didronel 400 mg tablet,USD,8.31,tablet,DB01077
Co Etidronate 200 mg Tablet,USD,0.86,tablet,DB01077
Mylan-Etidronate 200 mg Tablet,USD,0.86,tablet,DB01077
Sabril 500 mg tablet,USD,16.66,tablet,DB01080
Sabril 500 mg Powder Packet,USD,0.95,packet,DB01080
Lomotil tablet,USD,1.12,tablet,DB01081
Lomotil 2.5-0.025 mg tablet,USD,1.4,tablet,DB01081
Lomotil 2.5-0.025 mg/5ml Liquid 60ml Bottle,USD,30.86,bottle,DB01081
Streptomycin sulf 1 gm vial,USD,14.65,vial,DB01082
Streptomycin sulfate powder,USD,0.82,g,DB01082
Xenical 120 mg capsule,USD,4.44,capsule,DB01083
Alli 60 mg capsule,USD,0.67,capsule,DB01083
Emadine 0.05% eye drops,USD,15.58,ml,DB01084
Emadine 0.05% Solution 5ml Bottle,USD,78.75,bottle,DB01084
Salagen 5 mg Tablet,USD,1.23,tablet,DB01085
Pilocarpine hcl 5 mg tablet,USD,1.55,tablet,DB01085
Pilocarpine hcl 7.5 mg tablet,USD,1.99,tablet,DB01085
Salagen 5 mg tablet,USD,2.14,tablet,DB01085
Isopto carpine 1% eye drops,USD,2.21,ml,DB01085
Isopto carpine 2% eye drops,USD,2.26,ml,DB01085
Isopto carpine 4% eye drops,USD,2.37,ml,DB01085
Salagen 7.5 mg tablet,USD,2.48,tablet,DB01085
Pilopine Hs 4 % Gel,USD,2.81,g,DB01085
Pilocarpine 1% eye drops,USD,2.88,ml,DB01085
Pilocarpine 2% eye drops,USD,2.88,ml,DB01085
Pilocarpine 4% eye drops,USD,2.88,ml,DB01085
Pilocarpine hcl crystals,USD,8.19,g,DB01085
Pilocarpine nitrate crystal,USD,9.85,g,DB01085
Pilocar 0.5% Solution 15ml Bottle,USD,12.99,bottle,DB01085
Pilocar 1% Solution 15ml Bottle,USD,13.99,bottle,DB01085
Pilocar 2% Solution 15ml Bottle,USD,13.99,bottle,DB01085
Pilocar 4% Solution 15ml Bottle,USD,14.99,bottle,DB01085
Pilopine hs 4% eye gel,USD,15.24,g,DB01085
Pilocar 6% Solution 15ml Bottle,USD,15.99,bottle,DB01085
Pilocarpine HCl 1% Solution 15ml Bottle,USD,32.24,bottle,DB01085
Isopto Carpine 2% Solution 30ml Bottle,USD,34.99,bottle,DB01085
Pilocarpine HCl 2% Solution 15ml Bottle,USD,35.01,bottle,DB01085
Isopto Carpine 2% Solution 15ml Bottle,USD,36.36,bottle,DB01085
Isopto Carpine 1% Solution 15ml Bottle,USD,36.37,bottle,DB01085
Isopto Carpine 4% Solution 30ml Bottle,USD,36.99,bottle,DB01085
Isopto Carpine 4% Solution 15ml Bottle,USD,37.5,bottle,DB01085
Pilopine HS 4% Gel 4 gm Tube,USD,64.08,tube,DB01085
Isopto Carpine 1 % Solution,USD,0.23,ml,DB01085
Isopto Carpine 2 % Solution,USD,0.27,ml,DB01085
Isopto Carpine 4 % Solution,USD,0.3,ml,DB01085
Pilocarpine 0.5% eye drops,USD,0.43,ml,DB01085
Pilocarpine 3% eye drops,USD,0.53,ml,DB01085
Piloptic-3 eye drops,USD,0.71,ml,DB01085
Pilocarpine 6% eye drops,USD,0.87,ml,DB01085
Piloptic-6 eye drops,USD,0.87,ml,DB01085
Americaine 20% ear drops,USD,1.26,ml,DB01086
Americaine Anesthetic 20% Gel 28 gm Tube,USD,22.99,tube,DB01086
Dermoplast pain relieving spry,USD,0.07,ml,DB01086
Dermoplast spray,USD,0.07,ml,DB01086
Benzocaine powder,USD,0.09,g,DB01086
Cepacol 6 mg fizzlers tablet,USD,0.39,tablet,DB01086
Anbesol baby 7.5% gel,USD,0.41,g,DB01086
Hurricaine 20% spray,USD,0.52,ml,DB01086
Hurricaine 20% liquid swab,USD,0.6,swab,DB01086
Americaine lubricant,USD,0.71,g,DB01086
Oticaine 20% ear drops,USD,0.83,ml,DB01086
Primaquine 26.3 mg tablet,USD,1.51,tablet,DB01087
Primaquin phosphate powder,USD,18.2,g,DB01087
Primaquine Phosphate 15 mg Tablet,USD,0.43,tablet,DB01087
Ventavis 10 mcg/1 ml solution,USD,74.4,ml,DB01088
Ventavis 20 mcg/1 ml solution,USD,74.4,ml,DB01088
Mentax 1% cream,USD,4.0,g,DB01091
Mentax 1% Cream 15 gm Tube,USD,50.99,tube,DB01091
Mentax 1% Cream 30 gm Tube,USD,124.7,tube,DB01091
Lotrimin ultra 1% cream,USD,0.68,g,DB01091
Dimethyl Sulfoxide Irrigation 50 % Solution,USD,1.05,ml,DB01093
Rimso-50 solution,USD,1.15,ml,DB01093
Rimso-50 50 % Solution,USD,1.25,ml,DB01093
Sclerosol intrapleural aero,USD,3.98,g,DB01093
Rimso-50 50% Solution 50ml Vial,USD,111.2,vial,DB01093
Kemsol 70 % Solution,USD,0.31,ml,DB01093
Dimethyl sulfoxide liquid,USD,0.77,ml,DB01093
Lescol 40 mg Capsule,USD,1.35,capsule,DB01095
Lescol Xl 80 mg Extended-Release Tablet,USD,1.62,tablet,DB01095
Lescol 40 mg capsule,USD,3.37,capsule,DB01095
Lescol 20 mg capsule,USD,3.38,capsule,DB01095
Lescol xl 80 mg tablet sa,USD,3.66,tablet,DB01095
Lescol xl 80 mg tablet,USD,4.24,tablet,DB01095
Lescol XL 80 mg 24 Hour tablet,USD,4.25,tablet,DB01095
Lescol 20 mg Capsule,USD,0.96,capsule,DB01095
Leflunomide 10 mg tablet,USD,16.75,tablet,DB01097
Leflunomide 20 mg tablet,USD,16.75,tablet,DB01097
Arava 10 mg tablet,USD,24.76,tablet,DB01097
Arava 20 mg tablet,USD,24.76,tablet,DB01097
Crestor 5 mg Tablet,USD,1.45,tablet,DB01098
Crestor 10 mg Tablet,USD,1.53,tablet,DB01098
Crestor 20 mg Tablet,USD,1.91,tablet,DB01098
Crestor 40 mg Tablet,USD,2.24,tablet,DB01098
Crestor 10 mg tablet,USD,4.68,tablet,DB01098
Crestor 5 mg tablet,USD,4.68,tablet,DB01098
Crestor 20 mg tablet,USD,4.69,tablet,DB01098
