sequence,left_drugbank_id,left_drugbank_name,right_drugbank_id,right_drugbank_name,parent_key
1,DB09194,Etoperidone,DBMET02171,Etoperidone M2,DB09194
1,DB09194,Etoperidone,DBMET02179,Etoperidone M6,DB09194
1,DB09194,Etoperidone,DBMET02180,Etoperidone M5,DB09194
1,DB09194,Etoperidone,DBMET02181,Etoperidone M4,DB09194
1,DB09194,Etoperidone,DBMET02182,Etoperidone M12,DB09194
1,DB09194,Etoperidone,DB12110,m-Chlorophenylpiperazine,DB09194
1,DB09194,Etoperidone,DBMET01876,"2-[3-[4-(3-chlorophenyl)-1-piperazinyl]propyl]-4-ethyl-2,4-dihydro-5- (1-hydroxyethyl)-3H-1,2,4-triazole-3-one",DB09194
1,DB09194,Etoperidone,DBMET01877,N-oxide etoperidone,DB09194
1,DB09194,Etoperidone,DBMET01878,1-(3-chlorophenyl) piperazine,DB09194
1,DB09194,Etoperidone,DBMET01879,triazole propionic acid,DB09194
1,DB09194,Etoperidone,DBMET02168,Etoperidone M20,DB09194
1,DB09194,Etoperidone,DBMET02169,Etoperidone M19,DB09194
1,DB09194,Etoperidone,DBMET02170,Etoperidone M21,DB09194
2,DBMET02171,Etoperidone M2,DBMET02172,Oxo-etoperidone (M3),DB09194
2,DBMET02171,Etoperidone M2,DBMET02175,Etoperidone M7,DB09194
2,DBMET02171,Etoperidone M2,DBMET02176,Etoperidone M8,DB09194
2,DBMET02171,Etoperidone M2,DBMET02177,Etoperidone M9,DB09194
2,DBMET02171,Etoperidone M2,DBMET02178,Etoperidone M15,DB09194
2,DBMET02179,Etoperidone M6,DBMET02177,Etoperidone M9,DB09194
2,DBMET02180,Etoperidone M5,DBMET02176,Etoperidone M8,DB09194
2,DBMET02182,Etoperidone M12,DBMET02183,Etoperidone M14,DB09194
2,DBMET02182,Etoperidone M12,DBMET02184,Etoperidone M13,DB09194
3,DBMET02172,Oxo-etoperidone (M3),DBMET02173,Etoperidone M16,DB09194
3,DBMET02172,Oxo-etoperidone (M3),DBMET02174,Etoperidone M17,DB09194
1,DB09198,Lobeglitazone,DBMET01517,M1,DB09198
1,DB09198,Lobeglitazone,DBMET01518,M2,DB09198
1,DB09205,Moxisylyte,DBMET01914,Deacetyl-thymoxamine,DB09205
2,DBMET01914,Deacetyl-thymoxamine,DBMET01915,deacetyl-demethyl-thymoxamine,DB09205
2,DBMET01914,Deacetyl-thymoxamine,DBMET01916,glucuronide of deacetyl-thymoxamine,DB09205
2,DBMET01914,Deacetyl-thymoxamine,DBMET01918,sulfate of deacetyl-thymoxamine,DB09205
3,DBMET01915,deacetyl-demethyl-thymoxamine,DBMET01917,glucuronide of deacetyl-demethyl-thymoxamine,DB09205
3,DBMET01915,deacetyl-demethyl-thymoxamine,DBMET01919,sulfate of deacetyl-demethyl-thymoxamine,DB09205
1,DB09209,Pholcodine,DBMET01920,desmorpholino-hydroxy-pholcodine,DB09209
1,DB09209,Pholcodine,DBMET01921,hydroxypholcodine,DB09209
1,DB09209,Pholcodine,DBMET01922,oxopholcodine,DB09209
1,DB09209,Pholcodine,DB00295,Morphine,DB09209
1,DB09212,Loxoprofen,DBMET02876,Loxoprofen trans-OH metabolite,DB09212
1,DB09212,Loxoprofen,DBMET02877,Loxoprofen cis-OH metabolite,DB09212
1,DB09213,Dexibuprofen,DBMET00154,2-Hydroxyibuprofen,DB09213
1,DB09213,Dexibuprofen,DBMET00155,3-Hydroxyibuprofen,DB09213
1,DB09215,Droxicam,DB00554,Piroxicam,DB09215
1,DB09216,Tolfenamic acid,DBMET01926,Glucuronide form of tolfenamic acid,DB09216
1,DB09216,Tolfenamic acid,DBMET01927,N-(2-methyl-3-chlorophenyl)-5-hydroxy-anthranilic acid,DB09216
1,DB09216,Tolfenamic acid,DBMET01928,ether glucuronide ofN-(2-methyl-3-chloro-4-hydroxyphenyl)-anthranilic acid,DB09216
1,DB09216,Tolfenamic acid,DBMET01929,N-(2-methyl-3-chloro-4-hydroxyphenyl)-anthranilic acid,DB09216
1,DB09216,Tolfenamic acid,DBMET01934,N-(2-methyl-3-chloro-5-hydroxyphenyl)-anthranilic acid,DB09216
1,DB09216,Tolfenamic acid,DBMET01935,N-(2-methyl-3-chloro-5-hydroxyphenyl)-anthranilic acid form 2,DB09216
1,DB09216,Tolfenamic acid,DBMET01937,N-(2-hydroxymethyl-3-chlorophenyl)-anthranilic acid,DB09216
1,DB09216,Tolfenamic acid,DBMET01942,N-(2-methyl-3-chlorophenyl)-4-hydroxy-anthranilic acid,DB09216
2,DBMET01929,N-(2-methyl-3-chloro-4-hydroxyphenyl)-anthranilic acid,DBMET01932,N-(2-methyl-3-chloro-4-metoxyphenyl)-anthranilic acid,DB09216
2,DBMET01929,N-(2-methyl-3-chloro-4-hydroxyphenyl)-anthranilic acid,DBMET01933,N-(2-methyl-4-hydroxyphenyl)-anthranilic acid,DB09216
2,DBMET01935,N-(2-methyl-3-chloro-5-hydroxyphenyl)-anthranilic acid form 2,DBMET01936,N-(2-methyl-3-chloro-5-hydroxyphenyl)-anthranilic acid form 3,DB09216
2,DBMET01937,N-(2-hydroxymethyl-3-chlorophenyl)-anthranilic acid,DBMET01938,N-(2-formyl-3-chlorophenyl) anthranilic acid,DB09216
2,DBMET01937,N-(2-hydroxymethyl-3-chlorophenyl)-anthranilic acid,DBMET01939,N-(2-hydroxymethyl-3-chloro-4-hydroxyphenyl)-anthranilic acid,DB09216
2,DBMET01937,N-(2-hydroxymethyl-3-chlorophenyl)-anthranilic acid,DBMET01940,N-(2-hydroxymethyl-3-chlorophenyl)-4-hydroxy-anthranilic acid,DB09216
3,DBMET01938,N-(2-formyl-3-chlorophenyl) anthranilic acid,DBMET01941,N-(2-carboxy-3-chlorophenyl)-anthranilic acid,DB09216
1,DB09223,Blonanserin,DBMET01888,M1 (Blonanserin),DB09223
1,DB09223,Blonanserin,DBMET01890,M3 (Blonanserin),DB09223
1,DB09223,Blonanserin,DBMET01892,M5 (Blonanserin),DB09223
1,DB09223,Blonanserin,DBMET01893,M6 (Blonanserin),DB09223
2,DBMET01888,M1 (Blonanserin),DBMET01889,M2 (Blonanserin),DB09223
2,DBMET01890,M3 (Blonanserin),DBMET01891,M4 (Blonanserin),DB09223
2,DBMET01892,M5 (Blonanserin),DBMET01894,M7 (Blonanserin),DB09223
3,DBMET01894,M7 (Blonanserin),DBMET01895,M8 (Blonanserin),DB09223
1,DB09225,Zotepine,DBMET01795,Norzotepine,DB09225
1,DB09225,Zotepine,DBMET01796,Zotepine N-oxide,DB09225
1,DB09225,Zotepine,DBMET01797,2-OH-zotepine,DB09225
1,DB09225,Zotepine,DBMET01798,3-OH-zotepine,DB09225
1,DB09225,Zotepine,DBMET01799,Zotepine -oxide,DB09225
1,DB09227,Barnidipine,DBMET01899,M-8,DB09227
1,DB09227,Barnidipine,DBMET01901,M-1,DB09227
2,DBMET01899,M-8,DBMET01900,M-2,DB09227
2,DBMET01901,M-1,DBMET01902,M-3,DB09227
3,DBMET01902,M-3,DBMET01903,M-4,DB09227
1,DB09229,Aranidipine,DBMET01949,Aranidipine M-1,DB09229
1,DB09229,Aranidipine,DBMET01952,Aranidipine M-3,DB09229
2,DBMET01949,Aranidipine M-1,DBMET01950,Aranidipine M-2,DB09229
2,DBMET01949,Aranidipine M-1,DBMET01951,Aranidipine M-4,DB09229
2,DBMET01952,Aranidipine M-3,DBMET01951,Aranidipine M-4,DB09229
3,DBMET01951,Aranidipine M-4,DBMET01953,Aranidipine M-5,DB09229
3,DBMET01950,Aranidipine M-2,DBMET01953,Aranidipine M-5,DB09229
1,DB09231,Benidipine,DBMET01963,N-desbenzylbenidipine,DB09231
1,DB09231,Benidipine,DBMET01964,Dehydrobenidipine,DB09231
1,DB09237,Levamlodipine,DBMET02937,Levamlodipine M9 metabolite,DB09237
2,DBMET02937,Levamlodipine M9 metabolite,DBMET02938,Levamlodipine M10 metabolite,DB09237
2,DBMET02937,Levamlodipine M9 metabolite,DBMET02940,Levamlodipine M4 metabolite,DB09237
3,DBMET02938,Levamlodipine M10 metabolite,DBMET02941,Levamlodipine M12 metabolite,DB09237
1,DB09256,Tegafur,DBMET02058,5'-hydroxytegafur,DB09256
2,DBMET02058,5'-hydroxytegafur,DB00544,Fluorouracil,DB09256
1,DB09274,Artesunate,DBMET00443,Dihydroartemisinin (DHA),DB09274
2,DBMET00443,Dihydroartemisinin (DHA),DBMET03143,Dihydroartemisinin Glucuronide,DB09274
3,DBMET03143,Dihydroartemisinin Glucuronide,DBMET03144,Furano Acetate of Dihydroartemisinin Glucuronide,DB09274
1,DB09277,Choline C 11,DBMET01973,betaine,DB09277
1,DB09282,Molsidomine,DB13400,Linsidomine,DB09282
1,DB09288,Propacetamol,DBMET01974,"N, N-diethylglycine",DB09288
1,DB09288,Propacetamol,DB00316,Acetaminophen,DB09288
1,DB09291,Rolapitant,DBMET01398,M19 (C4-pyrrolidine-hydroxylated rolapitant),DB09291
1,DB09292,Sacubitril,DBMET01401,Sacubitrilat (LBQ657),DB09292
1,DB09298,Silibinin,DBMET01841,O-demethylated-silybin,DB09298
1,DB09299,Tenofovir alafenamide,DBMET01425,Tenofovir,DB09299
2,DBMET01425,Tenofovir,DBMET01176,Tenofovir Monophosphate,DB09299
3,DBMET01176,Tenofovir Monophosphate,DBMET01177,Tenofovir Diphosphate,DB09299
1,DB09300,Butylscopolamine,DBMET01508,BA 345 Br (Scopolamine Butylbromide),DB09300
1,DB09300,Butylscopolamine,DBMET01509,BA 790 Br (Scopolamine Butylbromide),DB09300
2,DBMET01508,BA 345 Br (Scopolamine Butylbromide),DBMET01510,AD12 (Scopolamine Butylbromide),DB09300
1,DB09301,Chondroitin sulfate,DBMET01975,cs_a_deg4,DB09301
1,DB09301,Chondroitin sulfate,DBMET01976,cs_e_deg1,DB09301
1,DB09301,Chondroitin sulfate,DBMET01977,cs_e_deg5,DB09301
1,DB09301,Chondroitin sulfate,DBMET01978,sulfate,DB09301
1,DB09301,Chondroitin sulfate,DBMET01986,cs_a_deg1,DB09301
1,DB09301,Chondroitin sulfate,DB09419,Xylose,DB09301
1,DB09301,Chondroitin sulfate,DB11735,Galactose,DB09301
1,DB09301,Chondroitin sulfate,DBMET01994,D-glucuronate,DB09301
2,DBMET01975,cs_a_deg4,DBMET01980,cs_e_deg7,DB09301
2,DBMET01975,cs_a_deg4,DBMET01979,cs_a_deg5,DB09301
2,DBMET01975,cs_a_deg4,DBMET01982,cs_d_deg2,DB09301
2,DBMET01975,cs_a_deg4,DBMET01983,cs_d_deg6,DB09301
2,DBMET01975,cs_a_deg4,DBMET01984,cs_b_deg2,DB09301
2,DBMET01975,cs_a_deg4,DBMET01985,N-acetyl-D-galactosamine,DB09301
2,DBMET01975,cs_a_deg4,DBMET01988,cs_c_deg2,DB09301
2,DBMET01975,cs_a_deg4,DBMET01987,cs_a_deg2,DB09301
2,DBMET01975,cs_a_deg4,DBMET01989,cs_e_deg3,DB09301
2,DBMET01975,cs_a_deg4,DBMET01990,cs_c_deg5,DB09301
3,DBMET01982,cs_d_deg2,DBMET01991,cs_c_deg3,DB09301
3,DBMET01982,cs_d_deg2,DBMET01992,cs_e_deg4,DB09301
3,DBMET01982,cs_d_deg2,DBMET01993,cs_a_deg3,DB09301
3,DBMET01982,cs_d_deg2,DBMET01994,D-glucuronate,DB09301
3,DBMET01982,cs_d_deg2,DBMET01995,cs_d_deg3,DB09301
3,DBMET01982,cs_d_deg2,DBMET01990,cs_c_deg5,DB09301
3,DBMET01982,cs_d_deg2,DBMET01978,sulfate,DB09301
3,DBMET01983,cs_d_deg6,DBMET01990,cs_c_deg5,DB09301
3,DBMET01983,cs_d_deg6,DBMET01995,cs_d_deg3,DB09301
3,DBMET01983,cs_d_deg6,DBMET01978,sulfate,DB09301
3,DBMET01983,cs_d_deg6,DBMET01993,cs_a_deg3,DB09301
3,DBMET01983,cs_d_deg6,DBMET01997,L-iduronic acid,DB09301
3,DBMET01984,cs_b_deg2,DBMET01998,cs_b_deg3,DB09301
3,DBMET01984,cs_b_deg2,DBMET01978,sulfate,DB09301
4,DBMET01995,cs_d_deg3,DBMET01991,cs_c_deg3,DB09301
4,DBMET01995,cs_d_deg3,DBMET01996,cs_d_deg4,DB09301
4,DBMET01995,cs_d_deg3,DBMET01992,cs_e_deg4,DB09301
4,DBMET01995,cs_d_deg3,DBMET01993,cs_a_deg3,DB09301
4,DBMET01995,cs_d_deg3,DBMET01994,D-glucuronate,DB09301
1,DB09327,Tegafur-uracil,DBMET00753,5-hydroxytegafur,DB09327
1,DB09327,Tegafur-uracil,DBMET02001,3-hydroxytegafur,DB09327
1,DB09327,Tegafur-uracil,DBMET02002,4-hydroxytegafur,DB09327
1,DB09327,Tegafur-uracil,DBMET02003,dihydrotegafur,DB09327
2,DBMET00753,5-hydroxytegafur,DBMET00449,5-fluorouracil,DB09327
3,DBMET00449,5-fluorouracil,DBMET02004,5-FUH2,DB09327
3,DBMET00449,5-fluorouracil,DBMET01999,5-fluorodeoxyuridine-monophosphate,DB09327
3,DBMET00449,5-fluorouracil,DBMET02000,5-fluorouridine-triphosphate,DB09327
4,DBMET02004,5-FUH2,DBMET02005,FUPA,DB09327
5,DBMET02005,FUPA,DBMET02006,FBAL,DB09327
5,DBMET02005,FUPA,DB03904,Urea,DB09327
1,DB09343,Tipiracil,DBMET01853,6-(hydroxymethyl)uracil,DB09343
1,DB09344,Invert sugar,DBMET01478,Glucose-6-phosphate,DB09344
1,DB09344,Invert sugar,DB04277,Fructose -6-Phosphate,DB09344
1,DB09348,Propiolactone,DBMET02012,Propanoic acid,DB09348
1,DB09348,Propiolactone,DBMET02013,hydracrylic acid derivatives,DB09348
1,DB09357,Dexpanthenol,DB01783,Pantothenic acid,DB09357
1,DB09419,Xylose,DB11195,Xylitol,DB09419
2,DB11195,Xylitol,DB03947,D-Xylulose,DB09419
3,DB03947,D-Xylulose,DBMET02033,D-Xylulose-5-phosphate,DB09419
1,DB09494,Cetyl alcohol,DB03796,Palmitic Acid,DB09494
1,DB09516,Mequinol,DBMET02068,"3,4-dihydroxyanisole",DB09516
1,DB09516,Mequinol,DBMET02069,3-hydroxy-4-methoxyanisole,DB09516
1,DB09516,Mequinol,DBMET02070,4-hydroxy-3-methoxyanisole,DB09516
1,DB09543,Methyl salicylate,DBMET01455,Salicylic acid,DB09543
1,DB09546,Iobenguane sulfate I-123,DBMET01492,m-Iodohippuric acid,DB09546
2,DBMET01492,m-Iodohippuric acid,DBMET01493,Radioiodide 123,DB09546
1,DB11090,Potassium nitrate,DBMET01480,Nitric Oxide,DB11090
1,DB11090,Potassium nitrate,DBMET00818,Cyanmethemoglobin,DB11090
1,DB11091,Hydrogen peroxide,DB09140,Oxygen,DB11091
1,DB11091,Hydrogen peroxide,DB09145,Water,DB11091
1,DB11094,Vitamin D,DB00146,Calcifediol,DB11094
1,DB11094,Vitamin D,DBMET00596,25-Hydroxyvitamin D2-25-glucuronide,DB11094
2,DB00146,Calcifediol,DB00136,Calcitriol,DB11094
2,DBMET00596,25-Hydroxyvitamin D2-25-glucuronide,DBMET00608,25-Hydroxyvitamin D2 25-(beta-glucuronide),DB11094
1,DB11113,Castor oil,DB02955,Ricinoleic Acid,DB11113
1,DB11113,Castor oil,DBMET02109,Glycerol,DB11113
1,DB11118,Ammonia,DB03904,Urea,DB11118
1,DB11121,Chloroxylenol,DBMET00488,Glucuronic acid,DB11121
1,DB11121,Chloroxylenol,DB11309,Sulfuric acid,DB11121
1,DB11127,Selenious acid,DBMET01468,Selenodiglutathione,DB11127
1,DB11127,Selenious acid,DBMET01458,Hydrogen Selenide,DB11127
2,DBMET01468,Selenodiglutathione,DBMET01458,Hydrogen Selenide,DB11127
2,DBMET01458,Hydrogen Selenide,DBMET01461,Methyl-selenol,DB11127
2,DBMET01458,Hydrogen Selenide,DBMET01459,Selenocysteine,DB11127
2,DBMET01458,Hydrogen Selenide,DBMET01460,Selenophosphate,DB11127
3,DBMET01461,Methyl-selenol,DBMET01462,Dimethyl selenide,DB11127
3,DBMET01459,Selenocysteine,DBMET01461,Methyl-selenol,DB11127
3,DBMET01459,Selenocysteine,DBMET01466,Se-methylselenocysteine selenoxide,DB11127
4,DBMET01462,Dimethyl selenide,DBMET01463,Trimethylselenonium,DB11127
4,DBMET01466,Se-methylselenocysteine selenoxide,DBMET01467,Methyl selenic acid,DB11127
1,DB11130,Opium,DBMET01172,6-Monoacetylmorphine,DB11130
2,DBMET01172,6-Monoacetylmorphine,DBMET00313,morphine,DB11130
3,DBMET00313,morphine,DBMET00462,morphine-3-glucuronide,DB11130
3,DBMET00313,morphine,DB06409,Morphine glucuronide,DB11130
4,DB06409,Morphine glucuronide,DBMET02018,"morphine-3,6-diglucuronide",DB11130
4,DBMET00462,morphine-3-glucuronide,DBMET02018,"morphine-3,6-diglucuronide",DB11130
1,DB11143,Cresol,DBMET02031,p-cresol sulfate,DB11143
1,DB11143,Cresol,DBMET02032,p-cresol glucuronide,DB11143
1,DB11145,Oxyquinoline,DBMET02059,Glucuronide Conjugate (Oxyquinoline),DB11145
1,DB11145,Oxyquinoline,DBMET02060,Sulfate Conjugate (Oxyquinoline),DB11145
1,DB11195,Xylitol,DB03947,D-Xylulose,DB11195
2,DB03947,D-Xylulose,DBMET02033,D-Xylulose-5-phosphate,DB11195
1,DB11204,Panthenol,DB01783,Pantothenic acid,DB11204
1,DB11217,Arbutin,DB09526,Hydroquinone,DB11217
1,DB11217,Arbutin,DB01914,D-glucose,DB11217
2,DB09526,Hydroquinone,DBMET02100,hydroquinone glucuronide,DB11217
2,DB09526,Hydroquinone,DBMET02101,hydroquinone sulfate,DB11217
1,DB11219,Enzacamene,DBMET02091,3-(4-hydroxymethylbenzylidene)camphor,DB11219
2,DBMET02091,3-(4-hydroxymethylbenzylidene)camphor,DBMET02092,3-(4-carboxybenzylidene)camphor,DB11219
3,DBMET02092,3-(4-carboxybenzylidene)camphor,DBMET02093,3-(4-carboxybenzylidene)-6-hydroxycamphor,DB11219
1,DB11251,Tocopherol,DBMET02034,13'-hydroxychromanol,DB11251
2,DBMET02034,13'-hydroxychromanol,DBMET02035,13'-carboxychromanol,DB11251
3,DBMET02035,13'-carboxychromanol,DBMET02036,CDMDHC,DB11251
4,DBMET02036,CDMDHC,DBMET02037,CDMOHC,DB11251
5,DBMET02037,CDMOHC,DBMET02038,CDMHHC,DB11251
6,DBMET02038,CDMHHC,DBMET02039,CMBHC,DB11251
7,DBMET02039,CMBHC,DBMET02040,CEHC,DB11251
1,DB11282,Diethyltoluamide,DBMET01776,"N,N-diethyl-m-hydroxymethylbenzamide",DB11282
1,DB11282,Diethyltoluamide,DB11282,Diethyltoluamide,DB11282
1,DB11282,Diethyltoluamide,DBMET01777,N-ethyl-m-toluamide,DB11282
1,DB11282,Diethyltoluamide,DBMET00328,acetaldehyde,DB11282
1,DB11296,Prezatide,DBMET01483,Histidyl-lysine,DB11296
1,DB11345,(S)-camphor,DBMET02114,5-exo-hydroxyfenchone,DB11345
1,DB11358,Evening primrose oil,DB13854,Gamolenic acid,DB11358
2,DB13854,Gamolenic acid,DB00154,Dihomo-gamma-linolenic acid,DB11358
3,DB00154,Dihomo-gamma-linolenic acid,DBMET02086,Prostaglandin E1,DB11358
3,DB00154,Dihomo-gamma-linolenic acid,DBMET02087,15-HETrE,DB11358
3,DB00154,Dihomo-gamma-linolenic acid,DB04557,Arachidonic Acid,DB11358
1,DB11362,Selexipag,DBMET01403,ACT-333679,DB11362
2,DBMET01403,ACT-333679,DBMET02144,ACT-333679 glucuronide,DB11362
1,DB11363,Alectinib,DBMET01404,M4,DB11363
1,DB11363,Alectinib,DBMET02145,M6 (Alectinib),DB11363
1,DB11363,Alectinib,DBMET02146,M1a (Alectinib),DB11363
1,DB11363,Alectinib,DBMET02147,M1b (Alectinib),DB11363
1,DB11365,Sennosides,DBMET01449,Sennidin A,DB11365
2,DBMET01449,Sennidin A,DBMET01450,Rheinanthrone,DB11365
3,DBMET01450,Rheinanthrone,DBMET01451,Rhein,DB11365
1,DB11366,Roquinimex,DBMET01690,"4,8-dihydroxy-N,1-dimethyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",DB11366
1,DB11366,Roquinimex,DBMET01691,"4,7-dihydroxy-N,1-dimethyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",DB11366
1,DB11366,Roquinimex,DBMET01692,"4,6-dihydroxy-N,1-dimethyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",DB11366
1,DB11366,Roquinimex,DBMET01693,"4-hydroxy-N-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",DB11366
1,DB11366,Roquinimex,DBMET01694,"4-hydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",DB11366
1,DB11366,Roquinimex,DBMET01695,"4-hydroxy-N-(4-hydroxyphenyl)-N,1-dimethyl-2-oxo-1,2-dihydroquinoline-3-carboxamide",DB11366
1,DB11412,Fenthion,DBMET01816,Fenthion oxon,DB11412
1,DB11421,Imidacloprid,DBMET01823,"1H-Imidazol-2-amine, 1-((6-chloro-3-pyridinyl)methyl)-4,5-dihydro-N-nitroso-",DB11421
1,DB11431,Moxidectin,DBMET02119,Monohydroxy metabolite of moxidectin at the C14,DB11431
1,DB11431,Moxidectin,DBMET02120,Monohydroxy metabolite of moxidectin at C29,DB11431
1,DB11482,Balsam of Peru,DB06770,Benzyl alcohol,DB11482
2,DB06770,Benzyl alcohol,DBMET01437,Benzoic acid,DB11482
3,DBMET01437,Benzoic acid,DBMET00507,Hippuric acid,DB11482
1,DB11558,Toluene,DB06770,Benzyl alcohol,DB11558
1,DB11558,Toluene,DBMET01770,o-Cresol,DB11558
1,DB11558,Toluene,DB01688,P-Cresol,DB11558
1,DB11581,Venetoclax,DBMET01433,M27 ,DB11581
1,DB11582,Thiocolchicoside,DBMET01418,3-demethylcolchicine (M2),DB11582
2,DBMET01418,3-demethylcolchicine (M2),DBMET01419,3-O-glucorono-demethylcolchicine,DB11582
1,DB11586,Asunaprevir,DBMET02048,Asunaprevir M8,DB11586
1,DB11586,Asunaprevir,DBMET02049,Asunaprevir M10,DB11586
1,DB11586,Asunaprevir,DBMET02050,BMS-798430,DB11586
1,DB11586,Asunaprevir,DBMET02052,Asunaprevir M2,DB11586
2,DBMET02050,BMS-798430,DBMET02051,BMS-558364,DB11586
1,DB11596,Levoleucovorin,DBMET00528,5-Methyltetrahydrofolate,DB11596
1,DB11635,Tocofersolan,DB00163,Vitamin E,DB11635
1,DB11637,Delamanid,DBMET01965,DM-6705,DB11637
2,DBMET01965,DM-6705,DBMET01966,"(4RS,5S)-DM-6720",DB11637
2,DBMET01965,DM-6705,DBMET01968,DM-6704,DB11637
2,DBMET01965,DM-6705,DBMET01972,DM-6706,DB11637
3,DBMET01966,"(4RS,5S)-DM-6720",DBMET01967,(S)-DM-6718,DB11637
3,DBMET01968,DM-6704,DBMET01969,"(4R,5S)-DM-6721",DB11637
3,DBMET01968,DM-6704,DBMET01970,"(4S,5S)-DM-6722",DB11637
4,DBMET01969,"(4R,5S)-DM-6721",DBMET01971,(S)-DM-6717,DB11637
4,DBMET01970,"(4S,5S)-DM-6722",DBMET01971,(S)-DM-6717,DB11637
1,DB11638,Artenimol,DBMET01913,α-artenimol-β-glucuronide,DB11638
1,DB11640,Amifampridine,DBMET02121,3-N-acetylamifampridine,DB11640
1,DB11641,Vinflunine,DBMET02055,4-O-deacetylvinflunine,DB11641
1,DB11642,Pitolisant,DBMET03080,BP2.941,DB11642
1,DB11642,Pitolisant,DBMET03081,BP2.951,DB11642
1,DB11660,Latanoprostene bunod,DB00654,Latanoprost,DB11660
1,DB11660,Latanoprostene bunod,DBMET02011,Butanediol mononitrate,DB11660
2,DBMET02011,Butanediol mononitrate,DB01955,"1,4-Butanediol",DB11660
2,DBMET02011,Butanediol mononitrate,DBMET01480,Nitric Oxide,DB11660
2,DB00654,Latanoprost,DBMET02014,"1,2 dinor latanoprost acid",DB11660
2,DB00654,Latanoprost,DBMET02015,"1,2,3,4-tetranor latanoprost acid",DB11660
3,DB01955,"1,4-Butanediol",DB01440,gamma-Hydroxybutyric acid,DB11660
4,DB01440,gamma-Hydroxybutyric acid,DBMET01477,Succinic Acid,DB11660
1,DB11672,Curcumin,DBMET01640,O-demethyl curcumin,DB11672
1,DB11689,Selumetinib,DBMET03099,M15 (AZ13326637),DB11689
1,DB11689,Selumetinib,DBMET03100,M14 (AZ12791138),DB11689
1,DB11689,Selumetinib,DBMET03102,M8 (N-desmethyl selumetinib),DB11689
1,DB11689,Selumetinib,DBMET03107,M4 (glucuronidated selumetinib),DB11689
1,DB11689,Selumetinib,DBMET03108,M7 (glucuronidated selumetinib),DB11689
2,DBMET03100,M14 (AZ12791138),DBMET03099,M15 (AZ13326637),DB11689
2,DBMET03100,M14 (AZ12791138),DBMET03101,"M12 (Primary amide, N-demethylated selumetinib metabolite)",DB11689
2,DBMET03102,M8 (N-desmethyl selumetinib),DBMET03101,"M12 (Primary amide, N-demethylated selumetinib metabolite)",DB11689
2,DBMET03102,M8 (N-desmethyl selumetinib),DBMET03103,M11 (N-demethylated carboxylic acid selumetinib metabolite),DB11689
2,DBMET03102,M8 (N-desmethyl selumetinib),DBMET03104,M3 (glucuronidated N-desmethyl selumetinib),DB11689
2,DBMET03102,M8 (N-desmethyl selumetinib),DBMET03105,M5 (glucuronidated N-desmethyl selumetinib),DB11689
2,DBMET03100,M14 (AZ12791138),DBMET03109,M2 (amide glucuronide selumetinib metabolite),DB11689
3,DBMET03101,"M12 (Primary amide, N-demethylated selumetinib metabolite)",DBMET03110,M9 (ribose conjugated selumetinib metabolite),DB11689
3,DBMET03101,"M12 (Primary amide, N-demethylated selumetinib metabolite)",DBMET03110,M9 (ribose conjugated selumetinib metabolite),DB11689
3,DBMET03101,"M12 (Primary amide, N-demethylated selumetinib metabolite)",DBMET03111,"M13 (Primary amide, N-demethylated, mono-oxidized selumetinib metabolite)",DB11689
3,DBMET03101,"M12 (Primary amide, N-demethylated selumetinib metabolite)",DBMET03111,"M13 (Primary amide, N-demethylated, mono-oxidized selumetinib metabolite)",DB11689
3,DBMET03101,"M12 (Primary amide, N-demethylated selumetinib metabolite)",DBMET03112,M10 selumetinib metabolite,DB11689
3,DBMET03101,"M12 (Primary amide, N-demethylated selumetinib metabolite)",DBMET03112,M10 selumetinib metabolite,DB11689
3,DBMET03109,M2 (amide glucuronide selumetinib metabolite),DBMET03113,M6 selumetinib metabolite,DB11689
3,DBMET03109,M2 (amide glucuronide selumetinib metabolite),DBMET03114,M1 selumetinib metabolite,DB11689
4,DBMET03112,M10 selumetinib metabolite,DBMET03114,M1 selumetinib metabolite,DB11689
4,DBMET03112,M10 selumetinib metabolite,DBMET03114,M1 selumetinib metabolite,DB11689
1,DB11703,Acalabrutinib,DBMET02878,Acalabrutinib M27 Metabolite (ACP-5862),DB11703
1,DB11703,Acalabrutinib,DBMET02881,Acalabrutinib M2 Metabolite,DB11703
1,DB11703,Acalabrutinib,DBMET02882,Acalabrutinib M23 Metabolite (ACP-5134),DB11703
1,DB11703,Acalabrutinib,DBMET02885,Acalabrutinib M5 Metabolite (ACP-5530),DB11703
1,DB11703,Acalabrutinib,DBMET02888,Acalabrutinib M25 Metabolite,DB11703
1,DB11703,Acalabrutinib,DBMET02889,Acalabrutinib M37 Metabolite,DB11703
1,DB11703,Acalabrutinib,DBMET02890,Acalabrutinib M14 Metabolite (ACP-5825),DB11703
2,DBMET02878,Acalabrutinib M27 Metabolite (ACP-5862),DBMET02879,Acalabrutinib M16 Metabolite,DB11703
