form,route,strength,parent_key
Solution,Intradermal; Percutaneous; Subcutaneous,10000 [PNU]/1mL,DB10454
Injection,Cutaneous; Intradermal; Subcutaneous,0.02 g/1mL,DB10454
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10454
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10454
"Injection, solution",Percutaneous,0.05 g/1mL,DB10454
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10454
"Injection, solution",Subcutaneous,1000 [PNU]/1mL,DB10454
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10455
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10455
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10455
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10455
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10455
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10455
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10455
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10455
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10455
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10455
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10455
Solution,Intradermal; Percutaneous; Subcutaneous,40000 [PNU]/1mL,DB10455
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10455
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10455
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10455
"Injection, solution",Subcutaneous,10000 [PNU]/1mL,DB10455
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10456
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10456
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10456
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10456
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10456
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10456
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10456
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10456
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10456
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10456
"Injection, solution",Percutaneous,0.05 g/1mL,DB10456
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10456
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10456
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10456
"Injection, solution",Intradermal; Subcutaneous,,DB10456
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10457
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10457
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10457
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10457
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10457
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10457
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10457
"Injection, solution",Percutaneous,0.05 g/1mL,DB10457
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10457
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10457
"Injection, solution",Subcutaneous,20000 [PNU]/1mL,DB10457
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10457
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10457
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10457
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10457
"Injection, solution",Subcutaneous,,DB10458
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10458
"Injection, solution",Percutaneous,0.05 g/1mL,DB10458
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10458
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10458
"Injection, solution",Subcutaneous,10000 [PNU]/1mL,DB10458
"Injection, solution",Subcutaneous,20000 [PNU]/1mL,DB10458
"Injection, solution",Subcutaneous,40000 [PNU]/1mL,DB10458
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10458
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10458
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10458
"Injection, solution",Percutaneous,,DB10458
"Injection, solution",Percutaneous; Subcutaneous,,DB10458
Solution,Intradermal; Percutaneous; Subcutaneous,,DB10458
"Injection, solution",Intradermal,,DB10458
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10458
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10458
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10458
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10458
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10458
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10458
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10458
Solution,Intradermal; Percutaneous; Subcutaneous,40000 [PNU]/1mL,DB10458
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10458
"Injection, solution",Intradermal; Subcutaneous,,DB10458
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10459
"Injection, solution",Percutaneous,0.025 g/1mL,DB10459
"Injection, solution",Subcutaneous,0.025 g/1mL,DB10459
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10459
"Injection, solution",Subcutaneous,20000 [PNU]/1mL,DB10459
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10459
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10459
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10459
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10459
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10459
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10459
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10459
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10459
Solution,Intradermal; Percutaneous; Subcutaneous,0.025 g/1mL,DB10459
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10459
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10459
Solution,Intradermal; Percutaneous; Subcutaneous,,DB10459
"Injection, solution",Percutaneous,0.05 g/1mL,DB10459
"Injection, solution",Percutaneous; Subcutaneous,0.05 g/1mL,DB10459
"Injection, solution",Intradermal,,DB10459
"Injection, solution",Percutaneous,,DB10459
"Injection, solution",Percutaneous; Subcutaneous,,DB10459
"Injection, solution",Intradermal; Subcutaneous,,DB10459
Kit,Intradermal; Subcutaneous,,DB10460
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10460
"Injection, solution",Percutaneous,0.05 g/1mL,DB10460
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10460
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10460
"Injection, solution",Subcutaneous,10000 [PNU]/1mL,DB10460
"Injection, solution",Intradermal; Subcutaneous,0.02 g/1mL,DB10460
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10460
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10460
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10460
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10460
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10460
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10460
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10460
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10460
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10460
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10460
"Injection, solution",Intradermal,500 [PNU]/1mL,DB10460
"Injection, solution",Percutaneous; Subcutaneous,0.05 g/1mL,DB10460
"Injection, solution",Percutaneous; Subcutaneous,0.1 g/1mL,DB10460
"Injection, solution",Intradermal; Subcutaneous,,DB10460
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10461
"Injection, solution",Percutaneous,0.05 g/1mL,DB10461
"Injection, solution",Subcutaneous,0.0005 g/1mL,DB10461
"Injection, solution",Subcutaneous,0.001 g/1mL,DB10461
"Injection, solution",Subcutaneous,0.005 g/1mL,DB10461
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10461
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10461
"Injection, solution",Subcutaneous,10000 [PNU]/1mL,DB10461
"Injection, solution",Intradermal,500 [PNU]/1mL,DB10461
"Injection, solution",Percutaneous; Subcutaneous,0.05 g/1mL,DB10461
"Injection, solution",Percutaneous; Subcutaneous,0.1 g/1mL,DB10461
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10461
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10461
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10461
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10461
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10461
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10461
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10461
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10461
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10461
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10461
"Injection, solution",Intradermal; Subcutaneous,,DB10461
"Injection, solution",Percutaneous,,DB10462
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10462
"Injection, solution",Percutaneous,0.05 g/1mL,DB10462
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10462
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10462
"Injection, solution",Subcutaneous,10 [PNU]/1mL,DB10462
"Injection, solution",Subcutaneous,100 [PNU]/1mL,DB10462
"Injection, solution",Subcutaneous,1000 [PNU]/1mL,DB10462
"Injection, solution",Subcutaneous,10000 [PNU]/1mL,DB10462
"Injection, solution",Subcutaneous,20000 [PNU]/1mL,DB10462
"Injection, solution",Subcutaneous,40000 [PNU]/1mL,DB10462
Solution,Intradermal; Percutaneous; Subcutaneous,,DB10463
Kit,Intradermal; Subcutaneous,,DB10463
"Injection, solution",Percutaneous; Subcutaneous,,DB10463
"Injection, solution",Intradermal; Subcutaneous,0.02 g/1mL,DB10463
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10463
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10463
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10463
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10463
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10463
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10463
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10463
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10463
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10463
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10463
"Injection, solution",Intradermal,500 [PNU]/1mL,DB10463
"Injection, solution",Percutaneous; Subcutaneous,0.05 g/1mL,DB10463
"Injection, solution",Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10463
"Injection, solution",Intradermal,,DB10463
"Injection, solution",Percutaneous,,DB10463
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10463
"Injection, solution",Percutaneous,0.05 g/1mL,DB10463
"Injection, solution",Subcutaneous,0.001 g/1mL,DB10463
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10463
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10463
"Injection, solution",Subcutaneous,20000 [PNU]/1mL,DB10463
"Injection, solution",Subcutaneous,40000 [PNU]/1mL,DB10463
"Injection, solution",Intradermal; Subcutaneous,,DB10463
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10464
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10464
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10464
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10464
Solution,Intradermal; Percutaneous; Subcutaneous,40000 [PNU]/1mL,DB10464
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10464
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10464
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10464
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10464
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10464
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10464
"Injection, solution",Percutaneous,0.05 g/1mL,DB10464
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10464
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10464
"Injection, solution",Subcutaneous,40000 [PNU]/1mL,DB10464
Solution,Intradermal; Percutaneous; Subcutaneous,,DB10464
"Injection, solution",Subcutaneous,,DB10465
"Injection, suspension",Subcutaneous,10000 [PNU]/1mL,DB10465
"Injection, solution",Percutaneous; Subcutaneous,,DB10465
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10465
"Injection, solution",Percutaneous,0.05 g/1mL,DB10465
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10465
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10465
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10465
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10465
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10465
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10465
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10465
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10465
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10465
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10465
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10465
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10466
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10466
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10466
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10466
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10466
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10466
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10466
Solution,Intradermal; Percutaneous; Subcutaneous,0.025 g/1mL,DB10466
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10466
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10466
"Injection, solution",Percutaneous,0.05 g/1mL,DB10466
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10466
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10466
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10466
"Injection, solution",Percutaneous; Subcutaneous,0.05 g/1mL,DB10466
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10467
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10467
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10467
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10467
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10467
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10467
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10467
Solution,Intradermal; Percutaneous; Subcutaneous,0.0125 g/1mL,DB10467
Solution,Intradermal; Percutaneous; Subcutaneous,0.025 g/1mL,DB10467
"Injection, solution",Percutaneous,0.02 g/1mL,DB10467
"Injection, solution",Percutaneous; Subcutaneous,0.02 g/1mL,DB10467
"Injection, solution",Percutaneous,0.05 g/1mL,DB10467
"Injection, solution",Subcutaneous,0.001 g/1mL,DB10467
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10467
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10467
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10468
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10468
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10468
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10468
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10468
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10468
Solution,Intradermal; Percutaneous; Subcutaneous,0.0125 g/1mL,DB10468
Solution,Intradermal; Percutaneous; Subcutaneous,0.025 g/1mL,DB10468
Solution,Intradermal; Percutaneous; Subcutaneous,10000 [PNU]/1mL,DB10468
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10468
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10468
"Injection, solution",Percutaneous,0.05 g/1mL,DB10468
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10468
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10468
"Injection, solution",Percutaneous; Subcutaneous,0.05 g/1mL,DB10468
"Injection, solution",Percutaneous,,DB10469
"Injection, solution",Subcutaneous,,DB10469
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10469
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10469
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10469
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10469
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10469
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10469
Solution,Intradermal; Percutaneous; Subcutaneous,0.025 g/1mL,DB10469
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10469
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10469
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10469
"Injection, solution",Percutaneous,0.05 g/1mL,DB10469
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10469
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10469
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10470
Solution,Intradermal; Percutaneous; Subcutaneous,0.025 g/1mL,DB10470
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10470
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10470
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10470
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10470
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10470
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10470
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10470
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10470
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10470
"Injection, solution",Percutaneous,0.05 g/1mL,DB10470
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10470
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10470
"Injection, solution",Subcutaneous,10000 [PNU]/1mL,DB10470
"Injection, solution",Subcutaneous,20000 [PNU]/1mL,DB10470
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10470
"Injection, solution",Percutaneous; Subcutaneous,0.05 g/1mL,DB10470
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10471
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10471
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10471
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10471
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10471
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10471
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10471
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10471
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10471
Solution,Intradermal; Percutaneous; Subcutaneous,40000 [PNU]/1mL,DB10471
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10471
"Injection, solution",Intradermal,500 [PNU]/1mL,DB10471
"Injection, solution",Percutaneous; Subcutaneous,0.05 g/1mL,DB10471
"Injection, solution",Percutaneous,0.05 g/1mL,DB10471
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10471
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10471
"Injection, solution",Subcutaneous,10000 [PNU]/1mL,DB10471
"Injection, solution",Subcutaneous,20000 [PNU]/1mL,DB10471
"Injection, solution",Subcutaneous,40000 [PNU]/1mL,DB10471
"Injection, solution",Percutaneous,0.05 g/1mL,DB10472
"Injection, solution",Subcutaneous,0.001 g/1mL,DB10472
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10472
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10472
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10472
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10472
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10472
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10472
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10472
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10472
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10472
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10472
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10472
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10472
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10472
Solution,Intradermal; Percutaneous; Subcutaneous,40000 [PNU]/1mL,DB10472
"Injection, solution",Intradermal,500 [PNU]/1mL,DB10472
"Injection, solution",Percutaneous; Subcutaneous,0.05 g/1mL,DB10472
"Injection, solution",Intradermal; Subcutaneous,,DB10472
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10473
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10473
"Injection, solution",Percutaneous,0.05 g/1mL,DB10473
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10473
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10473
"Injection, solution",Subcutaneous,10000 [PNU]/1mL,DB10473
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10474
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10474
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10474
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10474
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10474
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10474
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10474
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10474
Solution,Intradermal; Percutaneous; Subcutaneous,40000 [PNU]/1mL,DB10474
"Injection, solution",Percutaneous; Subcutaneous,1 g/20mL,DB10474
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10474
"Injection, solution",Percutaneous,0.05 g/1mL,DB10474
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10474
Solution,Intradermal; Percutaneous; Subcutaneous,,DB10475
"Injection, solution",Intradermal,1000 [PNU]/1mL,DB10475
"Injection, solution",Percutaneous,0.05 g/1mL,DB10475
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10475
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10475
"Injection, solution",Percutaneous,,DB10475
"Injection, solution",Subcutaneous,,DB10475
"Injection, solution",Percutaneous; Subcutaneous,,DB10475
"Injection, solution",Intradermal,,DB10475
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10475
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10475
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10475
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10475
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10475
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10475
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10475
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10475
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10475
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10475
Solution,Intradermal; Percutaneous; Subcutaneous,40000 [PNU]/1mL,DB10475
"Injection, solution",Intradermal; Subcutaneous,,DB10475
"Injection, solution",Intradermal; Subcutaneous,0.05 g/1mL,DB10478
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10478
Injection,Cutaneous; Intradermal; Subcutaneous,0.05 g/1mL,DB10478
"Injection, solution",Intradermal; Subcutaneous,0.1 g/1mL,DB10478
"Injection, solution",Intradermal; Subcutaneous,10000 [PNU]/1mL,DB10478
"Injection, solution",Intradermal; Subcutaneous,20000 [PNU]/1mL,DB10478
"Injection, solution",Intradermal; Subcutaneous,40000 [PNU]/1mL,DB10478
Solution,Intradermal; Percutaneous; Subcutaneous,0.001 g/1mL,DB10478
Solution,Intradermal; Percutaneous; Subcutaneous,0.05 g/1mL,DB10478
Solution,Intradermal; Percutaneous; Subcutaneous,0.1 g/1mL,DB10478
Solution,Intradermal; Percutaneous; Subcutaneous,10000 [PNU]/1mL,DB10478
Solution,Intradermal; Percutaneous; Subcutaneous,20000 [PNU]/1mL,DB10478
Solution,Intradermal; Percutaneous; Subcutaneous,40000 [PNU]/1mL,DB10478
"Injection, solution",Percutaneous,0.05 g/1mL,DB10478
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10478
"Injection, solution",Subcutaneous,10000 [PNU]/1mL,DB10478
"Injection, solution",Subcutaneous,40000 [PNU]/1mL,DB10478
"Injection, solution",Percutaneous; Subcutaneous,0.05 g/1mL,DB10478
"Injection, solution",Percutaneous,0.05 g/1mL,DB10479
"Injection, solution",Subcutaneous,0.025 g/1mL,DB10479
"Injection, solution",Subcutaneous,0.05 g/1mL,DB10479
"Injection, solution",Subcutaneous,0.10 g/1mL,DB10479
