drugbank-id,name,unii,cas-number,inchikey,average-mass,monoisotopic-mass,parent_key
DBSALT001711,Detomidine hydrochloride,95K4LKB6QE,90038-01-0,OIWRDXKNDCJZSM-UHFFFAOYSA-N,222.72,222.0923762,DB11556
DBSALT001751,Grazoprevir monohydrate,4O2AB118LA,1350462-55-3,RXSARIJMSJWJLZ-CIAYNJNFSA-N,784.93,784.346563072,DB11575
DBSALT001752,Indigotindisulfonate sodium,D3741U8K7L,860-22-0,KHLVKKOJDHCJMG-QDBORUFSSA-L,466.35,465.95174613,DB11577
DBSALT001775,Cetalkonium bromide,UHU0390Z3J,3529-04-2,DLNWMWYCSOQYSQ-UHFFFAOYSA-M,440.554,439.281363,DB11583
DBSALT001776,Cetalkonium chloride,85474O1N9D,122-18-9,SXPWTBGAZSPLHA-UHFFFAOYSA-M,396.1,395.3318782,DB11583
DBSALT001777,Pipradrol hydrochloride,F6E46VR9Y2,71-78-3,KIFIYUHFHGSNHL-UHFFFAOYSA-N,303.83,303.138992,DB11584
DBSALT001778,Etafedrine hydrochloride,Y134VQ304Y,530-35-8,WRONACHIHQGZSD-JGAZGGJJSA-N,229.75,229.123342,DB11587
DBSALT001884,Domiphen bromide,R4CY19YS7C,538-71-6,OJIYIVCMRYCWSE-UHFFFAOYSA-M,414.472,413.229328,DB11594
DBSALT001886,Levoleucovorin calcium,778XL6VBS8,80433-71-2,KVUAALJSMIVURS-QNTKWALQSA-L,511.508,511.1128369,DB11596
DBSALT001887,Levoleucovorin calcium pentahydrate,WA16A5Y52X,419573-16-3,NPPBLUASYYNAIG-BWDMFOMUSA-L,601.583,601.1656604,DB11596
DBSALT001890,Levoleucovorin disodium,5TXQ76K65T,1141892-29-6,FSDMNNPYPVJNAT-NJHZPMQHSA-L,517.41,517.1297846,DB11596
DBSALT001904,Hydroxyethyl cellulose (100 MPa.s at 2%),R33S7TK2EP,,,,,DB11602
DBSALT001905,Hydroxyethyl cellulose (140 MPa.s at 5%),8136Y38GY5,,,,,DB11602
DBSALT001906,Hydroxyethyl cellulose (1500 MPa.s at 1%),L605B5892V,,,,,DB11602
DBSALT001907,Hydroxyethyl cellulose (1800 MPa.s at 2%),6OX6A5C7B6,,,,,DB11602
DBSALT001908,Hydroxyethyl cellulose (2000 MPa.s at 1%),S38J6RZN16,,,,,DB11602
DBSALT001909,Hydroxyethyl cellulose (280 MPa.s at 2%),12VCE9HR9E,,,,,DB11602
DBSALT001910,Hydroxyethyl cellulose (280 MPa.s at 5%),B24JYI97VR,,,,,DB11602
DBSALT001911,Hydroxyethyl cellulose (3000 MPa.s at 1%),7Q6P4JN1QT,,,,,DB11602
DBSALT001912,Hydroxyethyl cellulose (40 MPa.s at 2%),I2N4ZF9233,,,,,DB11602
DBSALT001913,Hydroxyethyl cellulose (4000 MPa.s at 1%),ZYD53NBL45,,,,,DB11602
DBSALT001914,Hydroxyethyl cellulose (5000 MPa.s at 1%),X70SE62ZAR,,,,,DB11602
DBSALT001915,Hydroxyethyl cellulose (5500 MPa.s at 2%),M825OX60H9,,,,,DB11602
DBSALT001916,Hydroxyethyl cellulose (6500 MPa.s at 2%),2Q40985DRM,,,,,DB11602
DBSALT001919,Normethadone hydrochloride,OIV53II16G,847-84-7,GYWUCVKLUKFJLC-UHFFFAOYSA-N,331.88,331.1702922,DB11609
DBSALT001920,Oxilofrine hydrochloride,3O9694M5EO,942-51-8,ICBZSKCTKKUQSY-YUWZRIFDSA-N,217.69,217.0869565,DB11610
DBSALT001921,Lifitegrast sodium,QG18FLP1KP,1119276-80-0,BPWOKOSRORLLIN-BQAIUKQQSA-M,637.46,636.0500719,DB11611
DBSALT001922,Rupatadine fumarate,XJ6OT32M93,182349-12-8,JYBLCDXVHQWMSU-WLHGVMLRSA-N,532.04,531.1924842,DB11614
DBSALT001923,Rupatadine trihydrochloride,G61C8NZY2T,156611-76-6,BQFOTHHRVVHLEW-UHFFFAOYSA-N,525.34,523.1115587,DB11614
DBSALT001933,Pirarubicin hydrochloride,E7V83174BE,95343-20-7,ZPHYPKKFSHAVOE-YZIXBPQXSA-N,664.1,663.2082534,DB11616
DBSALT001935,Aclarubicin hydrochloride,501948RI66,75443-99-1,KUSMIBXCRZTVML-PCCPLWKKSA-N,848.34,847.3181977,DB11617
DBSALT001936,Zorubicin hydrochloride,WXM8D9M6DE,36508-71-1,NKFHKYQGZDAKMX-QMFNWPJUSA-N,682.12,681.2089221,DB11618
DBSALT001937,Neridronate sodium,H6JVB49Q0F,80729-79-9,MHYULJPRWPTMTD-UHFFFAOYSA-M,299.131,299.02997014,DB11620
DBSALT001944,Dehydrocholate sodium,W4193719XR,145-41-5,FKJIJBSJQSMPTI-CAOXKPNISA-M,424.513,424.22256844,DB11622
DBSALT001979,Hepatitis B virus subtype ADW HBSAG surface protein antigen,XL4HLC6JH6,,,,,DB11627
DBSALT001978,Hepatitis B virus subtype ADW2 HBSAG surface protein antigen,9GCJ1L5D1P,351186-51-1,,,,DB11627
DBSALT002625,Depreotide trifluoroacetate,41103DW4UG,951756-09-5,ULBLQSNGKAZIES-KTABZWLNSA-N,1471.73,1470.676368704,DB11628
DBSALT002818,Amifampridine phosphate,8HF8FIN815,446254-47-3,KAICRBBQCRKMPO-UHFFFAOYSA-N,207.126,207.040892812,DB11640
DBSALT002672,Vinflunine ditartrate,33MG53C7XW,194468-36-5,TXONSEMUKVZUON-WVJCOWEJSA-N,967.03,966.407408954,DB11641
DBSALT002888,Pitolisant hydrochloride,YV33CH63HI,903576-44-3,XLFKECRRMPOAQS-UHFFFAOYSA-N,332.31,331.1469699,DB11642
DBSALT002673,Tafamidis meglumine,ZU7CF08A1A,951395-08-7,DQJDBUPLRMRBAB-WZTVWXICSA-N,503.33,502.0909711,DB11644
DBSALT002037,Afuresertib Hydrochloride,0FC27E442O,1047645-82-8,YFQJOPFTGMHYNV-YDALLXLXSA-N,463.78,462.0250937,DB11648
DBSALT002878,Bremelanotide acetate,PV2WI7495P,1607799-13-2,MAYUSRUHXFWITM-GBRHMYBBSA-N,1085.234,1084.545413814,DB11653
DBSALT002039,Indium Acetate,BNM20F6I0P,25114-58-3,VBXWCGWXDOBUQZ-UHFFFAOYSA-K,291.95,291.94379179,DB11659
DBSALT002038,Indium Chloride,31JB8MKF8Z,10025-82-8,PSCMQHVBLHHWTO-UHFFFAOYSA-K,221.17,219.8104369,DB11659
DBSALT002042,Indium Citrate,P7RCN32R8Q,4194-69-8,VSEUCCPAJZHJSX-UHFFFAOYSA-K,303.917,303.90740628,DB11659
DBSALT002040,Indium Nitrate,WOP84073FA,13770-61-1,LKRFCKCBYVZXTC-UHFFFAOYSA-N,300.83,300.86733237,DB11659
DBSALT002041,Indium Sulfate,514CE39CG4,13464-82-9,XGCKLPDYTQRDTR-UHFFFAOYSA-H,517.8,517.66294652,DB11659
DBSALT002043,Buparlisib hydrochloride,194LK4P5K1,1312445-63-8,DGPLYAXBXJXEID-UHFFFAOYSA-N,446.86,446.1444862,DB11666
DBSALT002046,Pyridoxamine hydrochloride,58WN04G9K9,5103-96-8,PFIPZKASKUWLHH-UHFFFAOYSA-N,204.65,204.0665554,DB11673
DBSALT002045,Pyridoxamine phosphate,QWW7V29814,84878-64-8,XYFGQXNREWPENX-UHFFFAOYSA-N,284.205,284.077337893,DB11673
DBSALT002047,Mosapride Citrate,MF497J489P,112885-42-4,HUZTYZBFZKRPFG-UHFFFAOYSA-N,614.02,613.1838501,DB11675
DBSALT002048,Selumetinib sulfate,807ME4B7IJ,943332-08-9,GRKFGZYYYYISDX-UHFFFAOYSA-N,555.76,553.967389,DB11689
DBSALT002556,Naldemedine tosylate,V1N8F1RVVO,1345728-04-2,WCYDLROFMZJJLE-RTMHEQJQSA-N,742.84,742.267250122,DB11691
DBSALT002049,Carnosine Hydrochloride,5II09M0I3L,5852-99-3,HIXYEIRACBUSON-FJXQXJEOSA-N,262.69,262.0832681,DB11695
DBSALT002050,Carnosine Nitrate,1059P8M705,5852-98-2,CPZFLUMGMDPGIE-FJXQXJEOSA-N,289.248,289.102233223,DB11695
DBSALT002051,Tropisetron Hydrochloride,A19338Q2YO,105826-92-4,XIEGSJAEZIGKSA-LUNMCBQDSA-N,320.82,320.1291556,DB11699
DBSALT002052,Tropisetron Mesylate,X2V6FDY03T,833482-77-2,FFTYLXTULVZQRZ-LUNMCBQDSA-N,380.46,380.140593055,DB11699
DBSALT002054,Raxatrigine Hydrochloride,7L3OLR4M8T,934240-31-0,HEPUBAGOKRIZEO-PPPUBMIESA-N,350.82,350.1197338,DB11706
DBSALT002053,Raxatrigine Mesylate,JT4TDV7491,934240-35-4,ZSMXMVUVWUFIPK-PPPUBMIESA-N,410.46,410.131171186,DB11706
DBSALT002055,Trigonellamide Chloride,L54XNJ1D5G,1005-24-9,BWVDQVQUNNBTLK-UHFFFAOYSA-N,172.61,172.0403406,DB11710
DBSALT002508,Navarixin monohydrate,7V3BY6G538,862464-58-2,OVPWPDFETBKAQQ-UNTBIKODSA-N,428.485,428.19473663,DB11711
DBSALT002056,Dutogliptin Tartrate,79QH89EV9M,890402-81-0,SVWHNLVZPGXBNS-MHDNXTQBSA-N,391.18,391.176209,DB11723
DBSALT002057,Bombesin dihydrochloride,7LN1X0A80V,33910-70-2,VMJYQBARVAILCT-RDVJJKDBSA-N,1692.79,1690.7684194,DB11724
DBSALT002058,Encenicline hydrochloride,VYV1YE9W06,550999-74-1,OIJYTJGIDVTCFF-ZOWNYOTGSA-N,357.29,356.0516898,DB11726
DBSALT002059,Ribociclib hydrochloride,63YF7YKW7E,1211443-80-9,JZRSIQPIKASMEV-UHFFFAOYSA-N,471.01,470.2309354,DB11730
DBSALT002583,Ribociclib succinate,BG7HLX2919,1374639-75-4,NHANOMFABJQAAH-UHFFFAOYSA-N,552.636,552.280866291,DB11730
DBSALT002893,Lasmiditan succinate,W64YBJ346B,439239-92-6,MSOIHUHNGPOCTH-UHFFFAOYSA-N,872.822,872.296831314,DB11732
DBSALT002060,Icotinib hydrochloride,JTD32I0J83,1204313-51-8,PNNGXMJMUUJHAV-UHFFFAOYSA-N,427.89,427.1298839,DB11737
DBSALT002061,Rilmenidine Phosphate,59QD64Q32M,85409-38-7,ZJCOWRFWZOAVFY-UHFFFAOYSA-N,278.245,278.103158718,DB11738
DBSALT002062,Epetraborole Hydrochloride,MM0NZY12FA,1234563-16-6,DADYQGIQOBJGIW-HNCPQSOCSA-N,273.52,273.093916,DB11744
DBSALT002063,Otenabant hydrochloride,X2166Z319O,686347-12-6,KPYUQCJBZGQHPL-UHFFFAOYSA-N,546.88,545.1264416,DB11745
DBSALT002064,Cabotegravir Sodium,3L12PT535M,1051375-13-3,AEZBWGMXBKPGFP-KIUAEZIZSA-M,427.34,427.09557123,DB11751
DBSALT002065,Rifamycin sodium,32086GS35Z,14897-39-3,YVOFSHPIJOYKSH-NLYBMVFSSA-M,719.76,719.29177021,DB11753
DBSALT002066,Cenicriviroc mesylate,R96TV84T21,497223-28-6,IXPBPUPDRDCRSY-YLZLUMLXSA-N,793.05,792.359042507,DB11758
DBSALT002067,Pevonedistat Hydrochloride,28I8PCX76B,1160295-21-5,HJKDNNXKYODZJI-BVMPOVDASA-N,479.98,479.1394032,DB11759
DBSALT002816,Talazoparib tosylate,02WK9U5NZC,1373431-65-2,QUQKKHBYEFLEHK-QNBGGDODSA-N,552.56,552.139130712,DB11760
DBSALT002068,Tenapanor hydrochloride,50605O2ZNS,1234365-97-9,VFRAXTZDILCRKY-OWRGXFNZSA-N,1217.96,1214.263099,DB11761
DBSALT002069,Pazufloxacin Mesilate,2XI226J1HS,163680-77-1,UDHGFPATQWQARM-FJXQXJEOSA-N,414.4,414.089700297,DB11774
DBSALT002070,Pf 03758309 Hydrochloride,BS52H27235,1279034-84-2,DZSGSCZKFHGJNK-FSRHSHDFSA-N,527.09,526.2030065,DB11775
DBSALT002071,Danoprevir sodium,217RJI972K,916826-48-7,GXYYUDQAGCVAGJ-HHGSPMIASA-M,753.82,753.28197167,DB11779
DBSALT002072,Imidapril Hydrochloride,7NSF9GG1NU,89396-94-1,LSLQGMMMRMDXHN-GEUPQXMHSA-N,441.91,441.1666633,DB11783
DBSALT002073,Anisodamine Hydrochloride,13NCM8S773,131674-05-0,TXJYFXBXRUTHSF-YXGOVGSCSA-N,341.83,341.139386,DB11785
DBSALT002074,Ralimetinib Mesylate,QUW7B71FO9,862507-23-1,NARMJPIBAXVUIE-UHFFFAOYSA-N,612.74,612.220003446,DB11787
DBSALT002661,Sodium hyodeoxycholate,HBY71R8HO2,10421-49-5,DUYSCILLIVEITB-IHUGHQDSSA-M,414.562,414.27460402,DB11789
DBSALT002075,Radafaxine Hydrochloride,SYD411HZ3S,106083-71-0,ORXTVTDGPVINDN-BTJVGWIPSA-N,292.2,291.0792843,DB11790
DBSALT002950,Capmatinib hydrochloride,C2A374O70X,1865733-40-9,COWBUPJEEDYWKD-UHFFFAOYSA-N,503.36,502.1087075,DB11791
DBSALT002076,Niraparib hydrochloride,L4JFC1PHCI,1038915-64-8,YXYDNYFWAFBCAN-PFEQFJNWSA-N,356.85,356.140389,DB11793
DBSALT002589,Niraparib tosylate,75KE12AY9U,1038915-73-9,LCPFHXWLJMNKNC-PFEQFJNWSA-N,492.59,492.183126572,DB11793
DBSALT002590,Niraparib tosylate monohydrate,195Q483UZD,1613220-15-7,ACNPUCQQZDAPJH-FMOMHUKBSA-N,510.61,510.193691256,DB11793
DBSALT002794,Fostemsavir tromethamine,2X513P36U0,864953-39-9,RRGJSMBMTOKHTE-UHFFFAOYSA-N,704.634,704.231941041,DB11796
DBSALT002077,Bictegravir sodium,4L5MP1Y7W7,1807988-02-8,WJNFBIVCQMPPJC-FQYDJHLKSA-M,471.368,471.10179943,DB11799
DBSALT002078,Tivozanib hydrochloride,8A9H4VK35Z,682745-41-1,RQXMKRRBJITKRN-UHFFFAOYSA-N,509.34,508.0916398,DB11800
DBSALT002079,Dexmecamylamine Hydrochloride,W3079LM7E7,107596-30-5,PKVZBNCYEICAQP-GSTSRXQZSA-N,203.75,203.1440774,DB11807
DBSALT002080,Faldaprevir sodium,1494Q15E7Z,1215856-44-2,JYIOGGWFNHGWMN-CWNXUBRBSA-M,891.81,890.228456,DB11808
DBSALT002081,Artefenomel Mesylate,PXW0Q9H3IJ,1029939-87-4,WQAWGRIICHFPFL-ULBNONRQSA-N,565.72,565.270938523,DB11809
DBSALT002082,Talaporfin Sodium,L63605PZ70,220201-34-3,KPALSRNVSRWOPA-YJFNSWLASA-J,799.699,799.21820491,DB11812
DBSALT002593,Tilarginine acetate,2FL3530AF2,53308-83-1,IKPNWIGTWUZCKM-JEDNCBNOSA-N,248.283,248.14845514,DB11815
DBSALT002084,Tilarginine citrate,O529X01226,209913-88-2,YKWLPIRSUICUFT-JEDNCBNOSA-N,380.354,380.154328369,DB11815
DBSALT002083,Tilarginine hydrochloride,0MT60FH25O,156706-47-7,QYGXVJHXZUSLQC-JEDNCBNOSA-N,224.69,224.1040035,DB11815
DBSALT002085,Asp 4058 Hydrochloride,9Q305243EU,952510-14-4,KRUYZACYZSOZCV-FVGYRXGTSA-N,478.78,478.0631224,DB11819
DBSALT002086,Esketamine hydrochloride,L8P1H35P2Z,33643-47-9,VCMGMSHEPQENPE-ZOWNYOTGSA-N,274.19,273.0687196,DB11823
DBSALT002509,Tofogliflozin hydrate,P8DD8KX4O4,1201913-82-7,ZXOCGDDVNPDRIW-NHFZGCSJSA-N,404.459,404.183503242,DB11824
DBSALT002616,Ertugliflozin pidolate,MLU731K321,1210344-83-4,YHIUPZFKHZTLSH-LXYIGGQGSA-N,566.0,565.1714739,DB11827
DBSALT002087,Neratinib Maleate,9RM7XY23ZS,915942-22-2,VXZCUHNJXSIJIM-MEBGWEOYSA-N,673.12,672.2099251,DB11828
DBSALT002089,Ruboxistaurin hydrochloride,6496V4OCZN,169939-93-9,NYQIEYDJYFVLPO-FERBBOLQSA-N,505.02,504.1928185,DB11829
DBSALT002088,Ruboxistaurin mesylate,6V860VW8AO,192050-59-2,DUHQBKLTAVUXFF-FERBBOLQSA-N,564.66,564.20425594,DB11829
DBSALT002091,Sapanisertib Diphosphate,6AXE5IZ00D,1422006-45-8,QSGFPHZWXWVYBU-UHFFFAOYSA-N,505.321,505.08759928,DB11836
DBSALT002090,Sapanisertib Hydrochloride,9T2Z08R92D,1422006-46-9,BIIIFXZHOONGOL-UHFFFAOYSA-N,346.8,346.1183109,DB11836
DBSALT002092,Osilodrostat phosphate,Y6581YAW9V,1315449-72-9,FMCPYRDGUZBOJZ-BTQNPOSSSA-N,325.236,325.062771072,DB11837
DBSALT002093,Angiotensin II acetate,31L3HS630A,32044-01-2,VBTZKFAHKJXHBA-PIONDTTLSA-N,1106.249,1105.555644147,DB11842
DBSALT002094,Creatinine Sulfate,6LPJ42D59W,31377-28-3,MEVXSUZBFYZPHZ-UHFFFAOYSA-N,211.19,211.026291576,DB11846
DBSALT002095,Astodrimer Sodium,8Q3B8SV59L,676271-69-5,,,,DB11854
DBSALT002099,Infigratinib acetate,03D0789NYP,1310746-17-8,XHCQHOGMMJKLRU-UHFFFAOYSA-N,620.53,619.2076727,DB11886
DBSALT002098,Infigratinib hydrochloride,WY8VD4RV77,1310746-15-6,VBAIJSJSFCXDJB-UHFFFAOYSA-N,596.94,595.163221,DB11886
DBSALT002097,Infigratinib mesylate,E223Z0KWCC,1310746-12-3,BXJJFNXYWJLBOS-UHFFFAOYSA-N,656.58,655.1746584,DB11886
DBSALT002096,Infigratinib phosphate,58BH47BV6S,1310746-10-1,GUQNHCGYHLSITB-UHFFFAOYSA-N,658.47,657.1634389,DB11886
DBSALT002100,Cilengitide hydrochloride,SW9AYG2XI2,188969-00-8,JSBRBZVFFMRGCI-LOPTWHKWSA-N,625.12,624.2786734,DB11890
DBSALT002101,Lenomorelin acetate,4492AYV7VO,,,,,DB11895
DBSALT002102,Flumatinib Mesylate,95Y8L63NBC,895519-91-2,ZSASDYCFROUKTJ-UHFFFAOYSA-N,658.7,658.229757238,DB11904
DBSALT002103,Varespladib Sodium,F6M52CDT0W,172733-42-5,XZZUHXILQXLTGV-UHFFFAOYSA-M,402.382,402.119166,DB11909
DBSALT002104,Lanopepden Mesylate,YW25HPP501,1441390-17-5,UNGNACZMQRGYNV-URBRKQAFSA-N,575.66,575.253745929,DB11912
DBSALT002588,Valbenazine tosylate,5SML1T733B,1639208-54-0,BXGKAGLZHGYAMW-TZYFFPFWSA-N,762.97,762.321988295,DB11915
DBSALT002105,Guadecitabine Sodium,0RB89YH367,929904-85-8,XLHBNJPXFOZFNJ-BYKQGDNKSA-M,579.399,579.12031925,DB11918
DBSALT002106,Safingol Hydrochloride,30MA50WJ4N,139755-79-6,BEHHCQFBLOARIX-APTPAJQOSA-N,337.97,337.2747572,DB11924
DBSALT002107,Vaniprevir potassium,W0LRK0QD50,1269195-08-5,GCSROPQKMQJXBI-BHHZHGTGSA-M,796.03,795.327931,DB11929
DBSALT002108,Flomoxef Sodium,445HIB8XNF,92823-03-5,PPPZBOLFWGINKN-YLCXCWDSSA-M,518.44,518.04658987,DB11935
DBSALT002109,Tasisulam Sodium,O3955SHR9J,519055-63-1,JCOHXVDKRMWUQP-UHFFFAOYSA-M,437.08,434.816898,DB11941
DBSALT002486,Delafloxacin meglumine,N7V53U4U4T,352458-37-8,AHJGUEMIZPMAMR-WZTVWXICSA-N,635.98,635.1605897,DB11943
DBSALT002110,Pridopidine Hydrochloride,QH6KD74EGF,882737-42-0,YGRHOYQMBLLGEV-UHFFFAOYSA-N,317.87,317.1216279,DB11947
DBSALT002111,Vestipitant mesylate,OWR424W90Q,334476-64-1,BHECXGHXWKHZOY-DXPOFMJKSA-N,587.55,587.168874709,DB11949
DBSALT002112,Idalopirdine Hydrochloride,545BT5182Y,467458-02-2,KXOQNPANAFXKTN-UHFFFAOYSA-N,434.84,434.1184318,DB11957
DBSALT002510,Dacomitinib monohydrate,5092U85G58,1042385-75-0,BSPLGGCPNTZPIH-IPZCTEOASA-N,487.96,487.1786456,DB11963
DBSALT002113,Uprosertib Hydrochloride,50IE5H22B2,1047635-80-2,LAPFKCIDRPWAFU-PPHPATTJSA-N,465.71,464.0385152,DB11969
DBSALT002114,TAK-448 acetate,F5X2S8T7CV,1470374-22-1,ITKNOAGWRWNSIK-NHDJLUSCSA-N,1285.428,1284.625120689,DB11975
DBSALT002115,Golvatinib Tartrate,47S9L68C0N,1007601-96-8,JYFKDBFPRXMUAM-LREBCSMRSA-N,783.787,783.303946939,DB11977
DBSALT002116,Glasdegib hydrochloride,4Y7R3PBO4V,1095173-64-0,OCHAAZGYSAHXOF-LJLRIERRSA-N,410.91,410.1621871,DB11978
DBSALT002117,Elagolix sodium,5948VUI423,832720-36-2,DQYGXRQUFSRDCH-UQIIZPHYSA-M,653.582,653.19250614,DB11979
DBSALT002118,Avatrombopag maleate,GDW7M2P1IS,677007-74-8,MISPBGHDNZYFNM-BTJKTKAUSA-N,765.72,764.1620453,DB11995
DBSALT002119,Abemaciclib mesylate,KKT462Q807,1231930-82-7,NCJPFQPEVDHJAZ-UHFFFAOYSA-N,602.71,602.259914551,DB12001
DBSALT002120,Briciclib Sodium,7C9N0VM8NR,865784-01-6,MIBWXNAYNGADJD-MIIBGCIDSA-L,518.38,518.03884361,DB12004
DBSALT002691,Fostamatinib disodium,86EEZ49YVB,914295-16-2,ZQGJCHHKJNSPMS-UHFFFAOYSA-L,732.52,732.1755682,DB12010
DBSALT002121,Axelopran Sulfate,8OJM0A31U9,949904-50-1,QNFFAKFVKCGLPK-WTKDUOFSSA-N,555.69,555.261436466,DB12013
DBSALT002122,Ozagrel Hydrochloride,W222U960HS,78712-43-3,CWKFWBJJNNPGAM-IPZCTEOASA-N,264.71,264.0665554,DB12017
DBSALT002123,Ozagrel Sodium,4X5577N3ET,189224-26-8,NCNYJCOBUTXCBR-IPZCTEOASA-M,250.233,250.07182188,DB12017
DBSALT002799,Tecovirimat monohydrate,SB96YO2BR8,1162664-19-8,QRHXYGPOQKLBJP-NPIFKJBVSA-N,394.35,394.114041524,DB12020
DBSALT002124,Evatanepag Sodium,U6GMO13KCQ,223490-49-1,SVNBMCJEDANCKY-UHFFFAOYSA-M,490.55,490.15383743,DB12022
DBSALT002125,Sarecycline hydrochloride,36718856JR,1035979-44-2,APPRLAGZQKOUFL-FIPJBXKNSA-N,523.97,523.1721426,DB12035
DBSALT002126,Naquotinib Mesylate,12T09LV21O,1448237-05-5,ALDUQYYVQWGTMR-GJFSDDNBSA-N,658.82,658.326102407,DB12036
DBSALT002127,Atopaxar Hydrochloride,8J718S3ET9,474544-83-7,DUUYZYAKJMJYJV-UHFFFAOYSA-N,564.1,563.2562272,DB12046
DBSALT002128,Bq 123 Sodium,05427HSQ1I,136655-57-7,FLIKEIGEOXCRRG-JKNHBXRPSA-M,632.694,632.29344196,DB12054
DBSALT002129,Pardoprunox Hydrochloride,U40903X6V8,269718-83-4,NQRIKTDKFHAOKC-UHFFFAOYSA-N,269.73,269.0931045,DB12061
DBSALT002905,Volasertib trihydrochloride,O72812O5MN,946161-17-7,JFEPFDDQDQBWIL-VCVQLDHKSA-N,728.2,726.3306207,DB12062
DBSALT002130,T 900607 Sodium,4L9Y5UF2Q2,261944-77-8,AJSKTEZZBVEPLY-UHFFFAOYSA-N,433.28,433.01316205,DB12068
DBSALT002131,Vabicaserin Hydrochloride,2759C7222C,887258-94-8,PYPPENBDXAWXJC-QNTKWALQSA-N,264.8,264.1393264,DB12071
DBSALT002531,Oxitropium bromide,SF4NW7NH7C,30286-75-0,LCELQERNWLBPSY-KHSTUMNDSA-M,412.324,411.104521,DB12086
DBSALT002132,Gadolinium Chloride,P7082WY76D,10138-52-0,MEANOSLIBWSCIT-UHFFFAOYSA-K,263.6,262.83067,DB12091
DBSALT002133,Tetrahydropalmatine Hydrochloride,RH72T8K75E,4880-82-4,MGSZZQQRTPWMEI-LMOVPXPDSA-N,391.89,391.155036,DB12093
DBSALT002135,Semapimod mesylate,8W415THB21,872830-80-3,CKWNYVLFZNKVGX-RTQZJKMDSA-N,1129.31,1128.404523638,DB12094
DBSALT002134,Semapimod tetrahydrochloride,A16WYQ522A,164301-51-3,MAHASPGBAIQZLY-RTQZJKMDSA-N,890.75,888.3587739,DB12094
DBSALT002591,Telotristat etiprate,3T25U84H4U,1137608-69-5,XSFPZBUIBYMVEA-CELUQASASA-N,754.16,753.2289441,DB12095
DBSALT002136,Imagabalin Hydrochloride,MJ3F8ZA7Q1,610300-00-0,CFMZXQJDAJXNHS-WLYNEOFISA-N,209.71,209.1182566,DB12105
DBSALT002642,m-Chlorophenylpiperazine dihydrochloride,MY02G3EAXQ,51639-49-7,OSZCTRWSGNWWBL-UHFFFAOYSA-N,269.59,268.0300816,DB12110
DBSALT002641,m-Chlorophenylpiperazine hydrochloride,7IM2GS7ILV,13078-15-4,MHXPYWFZULXYHT-UHFFFAOYSA-N,233.14,232.0534039,DB12110
DBSALT002137,MK-212 hydrochloride,8722D514RX,61655-58-1,PFIZGLUIYAZQFU-UHFFFAOYSA-N,235.11,234.0439018,DB12111
DBSALT002138,Cinepazide Maleate,Y35B3VA60V,26328-04-1,XSTJTOKYCAJVMJ-GVTSEVKNSA-N,533.578,533.237329719,DB12123
DBSALT002139,Sultamicillin hydrochloride,SUI1Z5PXSN,76203-99-1,JLBADLWTHWGGNE-CGAOXQFVSA-N,631.11,630.1220986,DB12127
DBSALT002140,Ulimorelin Hydrochloride,662MCS79XH,951326-02-6,ZWIXEQBDJMFCMN-DHHNQDMHSA-N,593.14,592.2827763,DB12128
DBSALT002141,Gepotidacin Hydrochloride,30Z5B7ACV6,1075235-46-9,DPAHPKBTWARMFG-FSRHSHDFSA-N,484.99,484.1989665,DB12134
DBSALT002142,Gepotidacin Mesylate,5P7X0H2O6B,1624306-20-2,MTLHHQWYERWLIX-RGFWRHHQSA-N,580.66,580.231533317,DB12134
DBSALT002378,Dilmapimod tosylate,7R1193W65J,937169-00-1,ONQKJJNSLLVYHF-UHFFFAOYSA-N,628.62,628.160340268,DB12140
DBSALT002819,Gilteritinib fumarate,5RZZ0Z1GJT,1254053-84-3,UJOUWHLYTQFUCU-WXXKFALUSA-N,1221.52,1220.718233226,DB12141
DBSALT002143,Agn 203818 Hydrochloride,1C25MR0H0E,1021954-16-4,FKVKHBODOZRGOP-PPHPATTJSA-N,268.8,268.0800974,DB12143
DBSALT002144,Rigosertib Sodium,406FL5G00V,592542-60-4,VLQLUZFVFXYXQE-USRGLUTNSA-M,473.47,473.11203219,DB12146
DBSALT002145,Brincidofovir Sodium,8UN8SA9Z5C,496765-79-8,CRDDLOITBKEPRN-UQIIZPHYSA-M,583.683,583.33623227,DB12151
DBSALT002146,Citicoline sodium,7XQ5AKD9YD,33818-15-4,YWAFNFGRBBBSPD-OCMLZEEQSA-M,510.308,510.08927592,DB12153
DBSALT002147,Sarpogrelate Hydrochloride,FQN8N8QP1B,135159-51-2,POQBIDFFYCYHOB-UHFFFAOYSA-N,465.97,465.1918155,DB12163
DBSALT002148,Gepirone Hydrochloride,80C9L8EP6V,83928-66-9,DGOCVISYYYQFEP-UHFFFAOYSA-N,395.93,395.2088029,DB12184
DBSALT002149,Exatecan Mesylate,D2VJ1CC26Q,197720-53-9,FXQZOHBMBQTBMJ-MWPGLPCQSA-N,567.59,567.168678895,DB12185
DBSALT002150,Faropenem Sodium,7O46G914RQ,122547-49-3,ICSAXRANXQSPQP-VUKDEKJYSA-M,307.3,307.04903801,DB12190
DBSALT002151,Obatoclax mesylate,39200FJ43J,803712-79-0,ZFKXDVMHNXPEIY-PEZBNFGJSA-N,413.49,413.140927407,DB12191
