synonym,language,coder,drugbank-id
Calendula Hydruntina Flower,english,,DB14263
Calendula Officinalis Extract,english,,DB14263
Calendula Officinalis Flower Extract,english,,DB14263
Calendula Officinalis Flower Fluid Extract,english,,DB14263
Calendula Officinalis Flower Oil,english,,DB14263
Calendula Officinalis Flower Water,english,,DB14263
Calendula Oil,english,,DB14263
Calendula Prolifera Flower,english,,DB14263
Calendula X Santamariae Flower,english,,DB14263
Calendulae Flos,english,,DB14263
Caltha Officinalis Flower,english,,DB14263
Marigold Extract,english,,DB14263
Marigold Pot Flower,english,,DB14263
"Marigold, Pot",english,,DB14263
Pot Marigold Flower,english,,DB14263
Storehousebush Whole,english,,DB14264
African Cucumber,english,,DB14265
African Cucumber Fruit,english,,DB14265
Balsam Pear,english,,DB14265
Balsam Pear Fruit,english,,DB14265
"Balsam-pear (Bitter Gourd), Pods, Raw",english,,DB14265
"Balsam-pear (Bitter Gourd),pods,raw",english,,DB14265
Balsampear Fruit,english,,DB14265
Bitter Gourd,english,,DB14265
Bitter Gourd Fruit,english,,DB14265
Bitter Melon,english,,DB14265
Bitter Melon Fruit,english,,DB14265
Cucumis Argyi Fruit,english,,DB14265
Karavellaka Fruit,english,,DB14265
Ku Gua,english,,DB14265
Momordica Charantia Fruit Extract,english,,DB14265
Momordica Charantia Fruit Powder,english,,DB14265
Momordica Chinensis Fruit,english,,DB14265
Momordica Elegans Fruit,english,,DB14265
Momordica Fruit (Momordica Charantia),english,,DB14265
Momordica Indica Fruit,english,,DB14265
Momordica Operculata Fruit,english,,DB14265
Momordica Sinensis Fruit,english,,DB14265
Sicyos Fauriei Fruit,english,,DB14265
Bindii Root,english,,DB14266
Burra Gokharu Root,english,,DB14266
Goathead Root,english,,DB14266
Gokshura Root,english,,DB14266
Puncturevine Caltrop Root,english,,DB14266
Small Caltrops Root,english,,DB14266
Tribulus Root,english,,DB14266
Tribulus Terrestris Root Extract,english,,DB14266
Tribulus Terrestris Root Powder,english,,DB14266
Yellow Vine Root,english,,DB14266
Curled Dock Whole,english,,DB14267
Curly Dock Whole,english,,DB14267
Sour Dock Whole,english,,DB14267
Yellow dock,english,,DB14267
Yellow Dock Whole,english,,DB14267
Swertia Herb,english,,DB14268
Swertia Japonica,english,,DB14268
Swertia Japonica Extract,english,,DB14268
Chinese Nardostachys,english,,DB14269
Chinese Nardostachys Whole,english,,DB14269
Chinese Spikenard Whole,english,,DB14269
Nardostachys Chinensis,english,,DB14269
Nardostachys Whole,english,,DB14269
Buxus Chinensis Seed,english,,DB14270
Coffeeberry Seed,english,,DB14270
Deer Nut Seed,english,,DB14270
Goat Nut Seed,english,,DB14270
Goatnut Seed,english,,DB14270
Gray Box Bush Seed,english,,DB14270
Jojoba Seed,english,,DB14270
Pignut Seed,english,,DB14270
Quinine Nut Seed,english,,DB14270
Simmondsia Californica Seed,english,,DB14270
Simmondsia Chinensis (Jojoba) Seed Extract,english,,DB14270
Simmondsia Chinensis (Jojoba) Seed Powder,english,,DB14270
Wild Hazel Seed,english,,DB14270
Mori Cortex,english,,DB14271
Morus Acidosa Root Bark,english,,DB14271
Morus Alba Multicaulis Root Bark,english,,DB14271
Morus Alba Var. Multicaulis Root Bark,english,,DB14271
Morus Intermedia Root Bark,english,,DB14271
Morus Multicaulis Root Bark,english,,DB14271
Morus Sinensis Root Bark,english,,DB14271
Morus Tatarica Root Bark,english,,DB14271
Mulberry Bark,english,,DB14271
Mulberry White Bark,english,,DB14271
Sang Bai Pi,english,,DB14271
Sang Root Bark,english,,DB14271
Sang Zhi Root Bark,english,,DB14271
Sangbaipi,english,,DB14271
Tut Kishmishmi Root Bark,english,,DB14271
White Mulberry Root Bark,english,,DB14271
White Mulberry Root-bark,english,,DB14271
Allergenic Extract- Rosemary Rosmarinus Officinalis,english,,DB14272
Rosemary Herbs,english,,DB14272
Rosemary Leaf,english,,DB14272
Rosemary Leaf Extract,english,,DB14272
"Rosemary, Fresh",english,,DB14272
"Rosemary,dried",english,,DB14272
"Rosemary,fresh",english,,DB14272
Rosmarini Folium,english,,DB14272
Rosmarinus officinalis,spanish,,DB14272
Rosmarinus Officinalis (Rosemary) Extract,english,,DB14272
Rosmarinus Officinalis (Rosemary) Leaf,english,,DB14272
Rosmarinus Officinalis (Rosemary) Leaf Extract,english,,DB14272
Rosmarinus Officinalis (Rosemary) Leaf Powder,english,,DB14272
Rosmarinus Officinalis Extract,english,,DB14272
Rosmarinus Officinalis Leaf,english,,DB14272
Rosmarinus Officinalis Leaf Dry Extract,english,,DB14272
Rosmarinus Officinalis Leaf Extract,english,,DB14272
Rosmarinus Officinalis Preparation,english,,DB14272
"Spices, Rosemary, Dried",english,,DB14272
Holy Basil Leaf/stem,english,,DB14273
Holy Basil Top,english,,DB14273
Ocimum Sanctum,english,,DB14273
Ocimum Tenuiflorum Extract,english,,DB14273
Sacred Basil Top,english,,DB14273
Tulasi Top,english,,DB14273
Tulsi Top,english,,DB14273
Bai Liu Bark,english,,DB14274
Salix Alba,english,,DB14274
Salix Alba (Willow) Bark Extract,english,,DB14274
Salix Alba Stem Bark,english,,DB14274
Salix Alba Stem Bark Dry Extract,english,,DB14274
Salix Vitellina Bark,english,,DB14274
White Willow Bark,english,,DB14274
White Willow Extract,english,,DB14274
Boswellia Glabra Resin,english,,DB14275
Boswellia Serrata,english,,DB14275
Boswellia Serrata Extract,english,,DB14275
Boswellia Serrata Gum,english,,DB14275
Boswellia Serrata Gum Extract,english,,DB14275
Boswellia Serrata Preparation,english,,DB14275
Boswellia Serrata Resin,english,,DB14275
Boswellia Serrata Resin Extract,english,,DB14275
Boswellia Serrata Roxb. Ex Colebr. Oleo-gum-resin,english,,DB14275
Indian Frankincense Oleo-gum-resin,english,,DB14275
Indian Frankincense Resin,english,,DB14275
Indian Olibanum,english,,DB14275
Indian Olibanum Oleo-gum-resin,english,,DB14275
Indian Olibanum Resin,english,,DB14275
Ae-turmeric,english,,DB14276
Allergenic Extract- Turmeric Curcuma Longa,english,,DB14276
Amomum Curcuma Root,english,,DB14276
Constrained Metal (Curcuma Longa),english,,DB14276
Curcuma Brog Root,english,,DB14276
Curcuma Domestica Extract,english,,DB14276
Curcuma Domestica Root,english,,DB14276
Curcuma Euchroma Root,english,,DB14276
Curcuma Longa,english,,DB14276
Curcuma Longa (Turmeric) Rhizome Extract,english,,DB14276
Curcuma Longa (Turmeric) Root,english,,DB14276
Curcuma Longa (Turmeric) Root Extract,english,,DB14276
Curcuma Longa (Turmeric) Root Powder,english,,DB14276
Curcuma Longa Extract,english,,DB14276
Curcuma Longa Rhizome,english,,DB14276
Curcuma Longa Rhizome Extract,english,,DB14276
Curcuma Longa Root,english,,DB14276
Curcuma Longa Root Dry Extract,english,,DB14276
Curcuma Longa Root Extract,english,,DB14276
Curcuma Longa Root Tuber,english,,DB14276
Curcuma Montana Root,english,,DB14276
Curcuma Ochrorhiza Root,english,,DB14276
Curcuma Soloensis Root,english,,DB14276
Curcuma Viridiflora Root,english,,DB14276
Curcumae Longae Rhizoma,english,,DB14276
Curcumae Longae Rhizoma (Cucuma Longa),english,,DB14276
Curcumae Longae Rhizoma (Curcuma Longa),english,,DB14276
Curcumae Radix (Curcuma Longa),english,,DB14276
Curcumae Rhizoma (Curcuma Longa),english,,DB14276
Curcumarum Tuber Et Radix (Curcuma Longa),english,,DB14276
Ginger Yellow (Curcuma Longa),english,,DB14276
Guiyujin (Curcuma Longa),english,,DB14276
Haldi Root,english,,DB14276
Haridra Root,english,,DB14276
Huangsiyujin (Cucuma Longa),english,,DB14276
Indian Saffron Root,english,,DB14276
Jiang Huang (Curcuma Longa),english,,DB14276
Jianghuang,english,,DB14276
Kua Domestica Root,english,,DB14276
Lusiyujin (Curcuma Longa),english,,DB14276
"Spices, Turmeric, Ground",english,,DB14276
Stissera Curcuma Root,english,,DB14276
Stissera Longa Root,english,,DB14276
Turmeric Extract,english,,DB14276
Turmeric Rhizome (Curcuma Longa),english,,DB14276
Turmeric Root,english,,DB14276
Turmeric Root Extract,english,,DB14276
Turmeric Root Powder,english,,DB14276
Turmeric Root Tuber (Curcuma Longa),english,,DB14276
Turmeric Tuber (Curcuma Longa),english,,DB14276
"Turmeric,ground",english,,DB14276
Wunyujin (Cucuma Longa),english,,DB14276
Yellow Ginger Root,english,,DB14276
Yu Jin,english,,DB14276
Yujin (Curcuma Longa),english,,DB14276
Thunder God Vine Whole,english,,DB14277
Tripterygium,english,,DB14277
Tripterygium Whole,english,,DB14277
Tripterygium Wilfordii,english,,DB14277
Calcitrapa Tinctoria Flower Bud,english,,DB14278
Carduus Tinctorius Flower Bud,english,,DB14278
Carthamus Glaber Flower Bud,english,,DB14278
Carthamus Tinctorius (Safflower) Bud Extract,english,,DB14278
Carthamus Tinctorius Flower Bud Extract,english,,DB14278
Centaurea Carthamus Flower Bud,english,,DB14278
Safflower Flower Bud,english,,DB14278
Corydalidis Rhizoma (Corydalis Ambigua),english,,DB14279
Corydalidis Tuber (Corydalis Ambigua),english,,DB14279
Corydalidis Yanhusuo Rhizoma (Corydalis Ambigua),english,,DB14279
Corydalis Ambigua Root,english,,DB14279
Corydalis Ambigua Tuber Extract,english,,DB14279
Corydalis Rhizome (Corydalis Ambigua),english,,DB14279
Yan Hu Suo (Corydalis Ambigua),english,,DB14279
Honeysuckle Flower Extract,english,,DB14280
Italian Woodbine Flower,english,,DB14280
Lonicera Caprifolia Flower,english,,DB14280
Lonicera Caprifolium (Honeysuckle) Flower Extract,english,,DB14280
Lonicera Caprifolium Extract,english,,DB14280
Perfoliate Honeysuckle Flower,english,,DB14280
Banaba Whole,english,,DB14281
Crape Myrtle Whole,english,,DB14281
Crape-myrtle Whole,english,,DB14281
Crapemyrtle Whole,english,,DB14281
Crepe Myrtle Whole,english,,DB14281
Lagerstroemia Indica,english,,DB14281
Pride of India Whole,english,,DB14281
Pyinma Whole,english,,DB14281
Fomes Linteus Mycelium,english,,DB14282
Fomes Microcystideus Mycelium,english,,DB14282
Fomes Yucatanensis Mycelium,english,,DB14282
Fulvifomes Linteus Mycelium,english,,DB14282
Fulvifomes Yucatanensis Mycelium,english,,DB14282
Inonotus Linteus Mycelium,english,,DB14282
Meshimakobu Mycelium,english,,DB14282
Phellinus Linteus Mycelium Extract,english,,DB14282
Phellinus Microcystideus Mycelium,english,,DB14282
Phellinus Yucatanensis Mycelium,english,,DB14282
Polyporus Linteus Mycelium,english,,DB14282
Polyporus Rudis Mycelium,english,,DB14282
Pyropolyporus Linteus Mycelium,english,,DB14282
Pyropolyporus Yucatanensis Mycelium,english,,DB14282
Sanghwang Mycelium,english,,DB14282
Scindalma Linteum Mycelium,english,,DB14282
Song Gen Mycelium,english,,DB14282
Xanthochrous Rudis Mycelium,english,,DB14282
Angelica,english,,DB14283
Angelica Archangelica,english,,DB14283
Angelica Archangelica Powder,english,,DB14283
Angelica Archangelica Root Extract,english,,DB14283
Angelica Root,english,,DB14283
Angelica Root Extract,english,,DB14283
Angelicae Radix,english,,DB14283
Archangel Root,english,,DB14283
Archangelica Officinalis Root Extract,english,,DB14283
Chanda Root,english,,DB14283
Chirakabheda Root,english,,DB14283
European Angelica Root,english,,DB14283
Garden Angelica Root Extract,english,,DB14283
Norwegian Angelica,english,,DB14283
Wild Parsnip Root,english,,DB14283
Asian ginseng,english,,DB14284
Asian Ginseng Whole,english,,DB14284
Chinese Ginseng Whole,english,,DB14284
Hong Shen Whole,english,,DB14284
Insam Whole,english,,DB14284
Korean Ginseng Whole,english,,DB14284
Man Whole,english,,DB14284
Ninjin Whole,english,,DB14284
Panax Schinseng Whole,english,,DB14284
Ren Seng Whole,english,,DB14284
Ren Shen Whole,english,,DB14284
True Ginseng Whole,english,,DB14284
Common Ginkgo Leaf Oil,english,,DB14285
Common Ginkgo Leaf Water,english,,DB14285
Ginkgo Biloba Leaf Water,english,,DB14285
Ginkgo Macrophylla Leaf Oil,english,,DB14285
Ginkgo Macrophylla Leaf Water,english,,DB14285
Maidenhair Tree Leaf Oil,english,,DB14285
Maidenhair Tree Leaf Water,english,,DB14285
Pterophyllus Salisburiensis Leaf Oil,english,,DB14285
Pterophyllus Salisburiensis Leaf Water,english,,DB14285
Salisburia Adiantifolia Leaf Oil,english,,DB14285
Salisburia Adiantifolia Leaf Water,english,,DB14285
Salisburia Biloba Leaf Oil,english,,DB14285
Salisburia Biloba Leaf Water,english,,DB14285
Salisburia Ginkgo Leaf Oil,english,,DB14285
Salisburia Ginkgo Leaf Water,english,,DB14285
Salisburia Macrophylla Leaf Oil,english,,DB14285
Salisburia Macrophylla Leaf Water,english,,DB14285
Aralia Ginseng Root Oil,english,,DB14286
Aralia Ginseng Root Water,english,,DB14286
Asian Ginseng Root Oil,english,,DB14286
Asian Ginseng Root Water,english,,DB14286
Chinese Ginseng Root Oil,english,,DB14286
Chinese Ginseng Root Water,english,,DB14286
Korean Ginseng Root Oil,english,,DB14286
Korean Ginseng Root Water,english,,DB14286
Panax Ginseng Root Water,english,,DB14286
Panax Schinseng Root Oil,english,,DB14286
Panax Schinseng Root Water,english,,DB14286
Panax Verus Root Oil,english,,DB14286
Panax Verus Root Water,english,,DB14286
Agarico-suber Versicolor Fruiting Body,english,,DB14287
Agaricus Versicolor Fruiting Body,english,,DB14287
Bjerkandera Versicolor Fruiting Body,english,,DB14287
Boletus Versicolor Fruiting Body,english,,DB14287
Coriolus,english,,DB14287
Coriolus Versicolor (Mushroom) Extract,english,,DB14287
Coriolus Versicolor Fruiting Body,english,,DB14287
Coriolus Versicolour Sporphore,english,,DB14287
Hansenia Versicolor Fruiting Body,english,,DB14287
Microporus Fuscatus Fruiting Body,english,,DB14287
Microporus Nigricans Fruiting Body,english,,DB14287
Microporus Versicolor Fruiting Body,english,,DB14287
Ochroporus Nigricans Fruiting Body,english,,DB14287
Polyporus Fuscatus Fruiting Body,english,,DB14287
Polyporus Nigricans Fruiting Body,english,,DB14287
Polyporus Versicolor Fruiting Body,english,,DB14287
Polystictus Fuscatus Fruiting Body,english,,DB14287
Polystictus Nigricans Fruiting Body,english,,DB14287
Polystictus Versicolor Fruiting Body,english,,DB14287
Poria Versicolor Fruiting Body,english,,DB14287
Sistotrema Versicolor Fruiting Body,english,,DB14287
Turkey Tail Fruiting Body,english,,DB14287
Turkeytail Fruiting Body,english,,DB14287
Xerocomus Versicolor Fruiting Body,english,,DB14287
Yunzhi,english,,DB14287
Alpinia Sessilis Root,english,,DB14288
Aromatic Ginger Root,english,,DB14288
Galanga Resurrectionlily Rhizome,english,,DB14288
Galangal (Kaempferia Galanga) Root,english,,DB14288
Kaempferia Galanga Rhizome,english,,DB14288
Kaempferia Galanga Root Extract,english,,DB14288
Kaempferia Humilis Root,english,,DB14288
Kaempferia Latifolia Root,english,,DB14288
Kaempferia Plantaginifolia Root,english,,DB14288
Kaempferia Procumbens Root,english,,DB14288
Kaempferiae Rhizoma,english,,DB14288
Kencur Root,english,,DB14288
Resurrection Lily Root,english,,DB14288
Sand Ginger Root,english,,DB14288
Shan Nai,english,,DB14288
Shannai,english,,DB14288
Larix Archangelica Wood,english,,DB14289
Larix Russica Wood,english,,DB14289
Larix Sibirica Wood Extract,english,,DB14289
Larix Sukaczewii Wood,english,,DB14289
Pinus Intermedia Wood,english,,DB14289
Pinus Pseudolarix Wood,english,,DB14289
Russian Larch Wood,english,,DB14289
Siberian Larch Wood,english,,DB14289
Xian Bei Luo Ye Song Wood,english,,DB14289
Di Huang,english,,DB14290
Di Huang Root,english,,DB14290
Digitalis Glutinosa Root,english,,DB14290
Dihuang,english,,DB14290
Fresh Earth Yellow Root,english,,DB14290
Leuzea Uniflora Root,english,,DB14290
Prepared Rehmannia Root,english,,DB14290
Rehmannia Chinensis Root,english,,DB14290
Rehmannia Chinensis Root Extract,english,,DB14290
Rehmannia Glutinosa Processed Root,english,,DB14290
Rehmannia Glutinosa Root Extract,english,,DB14290
Rehmannia Glutinosa Root Tuber,english,,DB14290
Rehmannia Glutinosa Root With Rhizome,english,,DB14290
Rehmannia Root,english,,DB14290
Rehmanniae Glutinosa Conquitae Radix,english,,DB14290
Rehmanniae Preparata Radix Et Ehizoma,english,,DB14290
Rehmanniae Radix,english,,DB14290
Rehmanniae Radix Praeparata,english,,DB14290
Rehmanniae Rhizoma Viridis,english,,DB14290
Sheng Di Huang,english,,DB14290
Shu Di Huang,english,,DB14290
Shu Di Huang Root,english,,DB14290
Shudihuang,english,,DB14290
Absinth Sagewort Flowering Top,english,,DB14291
Absinth Wormwood Flowering Top,english,,DB14291
Absinthe Flowering Top,english,,DB14291
Absinthii Herba,english,,DB14291
Absinthium,english,,DB14291
Absinthium Bipedale Flowering Top,english,,DB14291
Absinthium Flowering Top,english,,DB14291
Absinthium Majus Flowering Top,english,,DB14291
Absinthium Officinale Flowering Top,english,,DB14291
Absinthium Vulgare Flowering Top,english,,DB14291
Artemisia (Wormwood),english,,DB14291
Artemisia Absinthia Flowering Top,english,,DB14291
Artemisia Absinthium,english,,DB14291
Artemisia Absinthium Extract,english,,DB14291
Artemisia Absinthium Flowering Top,english,,DB14291
Artemisia Absinthium L.,english,,DB14291
Artemisia Baldaccii Flowering Top,english,,DB14291
Artemisia Doonense Flowering Top,english,,DB14291
Artemisia Extract,english,,DB14291
Artemisia Inodora Flowering Top,english,,DB14291
Artemisia Kulbadica Flowering Top,english,,DB14291
Artemisia Pendula Flowering Top,english,,DB14291
Artemisia Rehan Flowering Top,english,,DB14291
Artemisia Rhaetica Flowering Top,english,,DB14291
Common Sagewort Flowering Top,english,,DB14291
Insipid Absinth Flowering Top,english,,DB14291
Wormwood Extract,english,,DB14291
Wormwood Flowering Top,english,,DB14291
Acori Calami Rhizoma,english,,DB14292
Acorus Calamus Extract,english,,DB14292
Acorus Calamus Powder,english,,DB14292
Acorus Calamus Rhizome,english,,DB14292
Acorus Calamus Rhizome Extract,english,,DB14292
Acorus Calamus Root Extract,english,,DB14292
Acorus Calamus Root Powder,english,,DB14292
Acorus Root,english,,DB14292
Calami Rhizoma,english,,DB14292
Calamus,english,,DB14292
Calamus Aromaticus Root,english,,DB14292
Calamus Root,english,,DB14292
Dried Rhizome of Acorus Calamus,english,,DB14292
Flagroot,english,,DB14292
Shui Chang Pu,english,,DB14292
Sweet Calamus Root,english,,DB14292
Sweet Flag Root,english,,DB14292
Sweetflag Rhizome,english,,DB14292
Sweetflag Root,english,,DB14292
Tibet Sweetflag Rhizome,english,,DB14292
Vacha Root,english,,DB14292
Zangchangpu,english,,DB14292
Eutrema Koreanum Whole,english,,DB14293
Japanese Horseradish Whole,english,,DB14293
Wasabe Whole,english,,DB14293
Wasabi,english,,DB14293
Wasabi Whole,english,,DB14293
Wasabia Pungens Whole,english,,DB14293
Chinese Scholar Tree Flower Bud,english,,DB14294
Flos Sophorae (Flower Bud),english,,DB14294
Huai Flower Bud,english,,DB14294
Huai Mi,english,,DB14294
Huaihua (Flower Bud),english,,DB14294
Japanese Pagoda Tree Flower Bud,english,,DB14294
Japanese Sophora Flower Bud,english,,DB14294
Pagoda Tree Flower Bud,english,,DB14294
Pagodatree Flower (Flower Bud),english,,DB14294
Sophora Japonica Bud Extract,english,,DB14294
Sophora Japonica Flower Bud,english,,DB14294
Sophora Korolkowii Flower Bud,english,,DB14294
Sophora Sinensis Flower Bud,english,,DB14294
Black-haired Mr Wu,english,,DB14295
Chinese Knotweed Root,english,,DB14295
Fagopyrum Multiflorum Root,english,,DB14295
Fallopia Multiflora Processed Root Tuber,english,,DB14295
Fallopia Multiflora Root,english,,DB14295
Fallopia Multiflora Root Extract,english,,DB14295
Fallopia Multiflora Root Tuber,english,,DB14295
Fleeceflower Root,english,,DB14295
Fo Ti Root,english,,DB14295
He Shou Wu,english,,DB14295
Heshouwu,english,,DB14295
Polygoni Multiflori Radix,english,,DB14295
Polygoni Multiflori Radix Praeparata,english,,DB14295
Polygonum Multiflorum Root Extract,english,,DB14295
Polygonum Root,english,,DB14295
Prepared Fleeceflower Root,english,,DB14295
Zhiheshouwu,english,,DB14295
American Ginseng,english,,DB14296
American Ginseng Whole,english,,DB14296
Panax Quinquefolium Whole,english,,DB14296
Panax Quinquefolius,english,,DB14296
Sang Whole,english,,DB14296
Arnica (Arnica Montana),english,,DB14297
Arnica Flower Oil,english,,DB14297
Arnica Tincture,english,,DB14297
European Arnica Whole,english,,DB14297
Leopard's Bane Whole,english,,DB14297
Mountain Arnica,english,,DB14297
Mountain Arnica Whole,english,,DB14297
Mountain Tobacco Whole,english,,DB14297
Catechu,english,,DB14298
Gambir (Uncaria Gambir),english,,DB14298
Gambir Leaf,english,,DB14298
Nauclea Gambir Leaf,english,,DB14298
Ourouparia Gambir Leaf,english,,DB14298
Uncaria Gambir Leaf,english,,DB14298
Uncaria Gambir Leafy Twig,english,,DB14298
Uruparia Gambir Leaf,english,,DB14298
Atmagupta Seed,english,,DB14299
Buffalo Bean Seed,english,,DB14299
Carpopogon Atropurpureum Seed,english,,DB14299
Cowage Seed,english,,DB14299
Cowitch Seed,english,,DB14299
Dolichos Pruriens Seed,english,,DB14299
Kapikacchu Seed,english,,DB14299
Mucuna Atropurpurea Seed,english,,DB14299
Mucuna Axillaris Seed,english,,DB14299
Mucuna Bernieriana Seed,english,,DB14299
Mucuna Cochinchinensis Seed,english,,DB14299
Mucuna Esquirolii Seed,english,,DB14299
Mucuna Minima Seed,english,,DB14299
Mucuna Nivea Seed,english,,DB14299
Mucuna Pruriens Seed Extract,english,,DB14299
Mucuna Prurita Seed,english,,DB14299
Stizolobium Pruritum Seed,english,,DB14299
Velvet Bean Seed,english,,DB14299
Catuaba Bark,english,,DB14300
Erythroxylum Catuaba Bark Extract,english,,DB14300
Barrenwort Top,english,,DB14301
Epimedium Grandiflorum Leaf/stem,english,,DB14301
Epimedium Grandiflorum Top Extract,english,,DB14301
Epimedium Herb (Epimedium Grandiflorum),english,,DB14301
Epimedium Macranthum Top,english,,DB14301
Horny Goat Weed,english,,DB14301
Damiana (Leaves),english,,DB14302
Damiana Extract,english,,DB14302
Damiana Leaf,english,,DB14302
Damiana Leaf Preparation,english,,DB14302
Turnera,english,,DB14302
Turnera Aphrodisiaca Leaf,english,,DB14302
Turnera Diffusa Leaf Extract,english,,DB14302
Turnera Microphylla Leaf,english,,DB14302
Acanthopanacis Senticosi Radix Et Rhizoma Seu Caulis,english,,DB14303
Acanthopanax Asperatus Root,english,,DB14303
Acanthopanax Senticosus (Eleuthero) Root,english,,DB14303
Acanthopanax Senticosus (Eleuthero) Root Extract,english,,DB14303
Acanthopanox Senticosus Root,english,,DB14303
Ci Wu Jia,english,,DB14303
Ciwujia,english,,DB14303
Eleuthero Ginseng Root Extract,english,,DB14303
Eleuthero Preparation,english,,DB14303
Eleuthero Root,english,,DB14303
Eleutherococci Radix,english,,DB14303
Eleutherococcus Asperatus Root,english,,DB14303
Eleutherococcus Root,english,,DB14303
Eleutherococcus Senticosus (Rupr. Et Maxim.) Maxim. Root,english,,DB14303
Eleutherococcus Senticosus Rhizome (Eleutherococcus Senticosus),english,,DB14303
Eleutherococcus Senticosus Rhizome Extract,english,,DB14303
Eleutherococcus Senticosus Rhizome/root,english,,DB14303
Eleutherococcus Senticosus Root,english,,DB14303
Eleutherococcus Senticosus Root Dry Extract,english,,DB14303
Eleutherococcus Senticosus Root Extract,english,,DB14303
Eleutherococcus Senticosus Root Powder,english,,DB14303
Eleutherococcus Senticosus Root W Rhizome,english,,DB14303
Eleutherococcus Senticosus Root With Rhizome Extract,english,,DB14303
Hedera Senticosa Root,english,,DB14303
Manyprickle Acanthopanax,english,,DB14303
Siberian Ginseng,english,,DB14303
Siberian Ginseng Preparation,english,,DB14303
Siberian Ginseng Root,english,,DB14303
Siberian Ginseng Root Extract,english,,DB14303
Ussurian Thorny Pepperbush Root,english,,DB14303
Jiaokou,english,,DB14304
Jintiao,english,,DB14304
Notoginseng Radix,english,,DB14304
Notoginseng Radix Et Rhizoma,english,,DB14304
Notoginseng Root,english,,DB14304
Panax Notoginseng Root Extract,english,,DB14304
Panax Notoginseng Root Powder,english,,DB14304
Panax Pseudoginseng Notoginseng,english,,DB14304
Panax Pseudoginseng Var. Notoginseng Root,english,,DB14304
Pseudoginseng Radix,english,,DB14304
Pseudoginseng Root,english,,DB14304
San Qi,english,,DB14304
San Qi Root,english,,DB14304
Sanchi,english,,DB14304
Sanqi,english,,DB14304
Tian Qi Root,english,,DB14304
"Tienchi Ginseng (Constituent of American Ginseng, Asian Ginseng, and Tienchi Ginseng)",english,,DB14304
Tienchi Ginseng Root,english,,DB14304
Bai Ji Li,english,,DB14305
Bullhead Fruit,english,,DB14305
Caltrop Fruit,english,,DB14305
Goathead Fruit,english,,DB14305
Gokshura Fruit,english,,DB14305
Ji Li Fruit,english,,DB14305
Jili,english,,DB14305
Mexican Sandbur Fruit,english,,DB14305
Puncture Vine Fruit,english,,DB14305
Puncturevine Caltrop Fruit,english,,DB14305
Puncturevine Fruit,english,,DB14305
Small Caltrop Fruit,english,,DB14305
Texas Sandbur Fruit,english,,DB14305
Tribuli Fructus,english,,DB14305
Tribulus Fruit,english,,DB14305
Tribulus Terrestris Fruit Extract,english,,DB14305
Tribulus Terrestris Fruit Powder,english,,DB14305
English Walnut Shell,english,,DB14306
Juglans Regia (Walnut) Seedcoat Extract,english,,DB14306
Juglans Regia (Walnut) Shell Extract,english,,DB14306
Juglans Regia (Walnut) Shell Powder,english,,DB14306
Juglans Regia Shell Extract,english,,DB14306
Walnut Hull Extract,english,,DB14306
Walnut Shell Extract,english,,DB14306
Walnut Shell Powder,english,,DB14306
Camellia Sinensis (Green Tea) Extract,english,,DB14307
Camellia Sinensis Leaf,english,,DB14307
Camellia Sinensis Leaf Extract,english,,DB14307
Camellia Sinensis Leaf Powder,english,,DB14307
Camelliae Folium,english,,DB14307
Camelliae Sinensis Folium,english,,DB14307
Camelliae Sinensis Non Fermentatum Folium,english,,DB14307
Cha Ye,english,,DB14307
Green Tea,english,,DB14307
Green Tea Extract,english,,DB14307
Green Tea Leaf Extract,english,,DB14307
Matcha Tea,english,,DB14307
Matcha Tea Leaf,english,,DB14307
Sencha Tea,english,,DB14307
Sencha Tea Leaf,english,,DB14307
Tea Extract,english,,DB14307
Thea Sinensis,english,,DB14307
Common Camellia Seed Oil,english,,DB14308
Japanese Camellia Seed Oil,english,,DB14308
Tsubaki Oil,english,,DB14308
Limnanthes Alba (Meadowfoam) Seed Oil,english,,DB14309
Limnanthes Alba Seed Oil,english,,DB14309
Meadowfoam Oil,english,,DB14309
White Meadowfoam Seed Oil,english,,DB14309
Argan Volatile Oil,english,,DB14310
Argania Sideroxylon Oil,english,,DB14310
Argania Spinosa Kernel Oil,english,,DB14310
Argania Spinosa Oil,english,,DB14310
Lyciodes Candolleanum Oil,english,,DB14310
Lyciodes Spinosum Oil,english,,DB14310
Sideroxylon Argan Oil,english,,DB14310
Sideroxylon Spinosum Oil,english,,DB14310
Verlangia Argan Oil,english,,DB14310
Butyrospermum Parkii (Shea) Butter,english,,DB14311
Butyrospermum Parkii (Shea) Butter Extract,english,,DB14311
Shea Tree Seed Fat,english,,DB14311
Vitellaria Paradoxa Subsp. Paradoxa Nut Fat,english,,DB14311
Vitellaria Paradoxa Subsp. Paradoxa Seed Fat,english,,DB14311
Ae-licorice,english,,DB14312
Cultivated Licorice Root,english,,DB14312
Gan Cao Root,english,,DB14312
Gancao (Glycyrrhiza Glabra),english,,DB14312
Glycyrrhiza,english,,DB14312
Glycyrrhiza (Glycyrrhiza Glabra),english,,DB14312
Glycyrrhiza Glabra (Licorice) Rhizome/root,english,,DB14312
Glycyrrhiza Glabra (Licorice) Rhizome/root Extract,english,,DB14312
Glycyrrhiza Glabra (Licorice) Root,english,,DB14312
