resource,identifier,parent_key
PubChem Substance,347910470,DB10284
RxCUI,1593127,DB10284
Drugs Product Database (DPD),22908,DB10285
PubChem Substance,347910471,DB10285
RxCUI,1593130,DB10285
PubChem Substance,347910472,DB10286
RxCUI,798228,DB10286
PubChem Substance,347910473,DB10287
RxCUI,798230,DB10287
PubChem Substance,347910474,DB10288
RxCUI,798232,DB10288
PubChem Substance,347910475,DB10289
RxCUI,798220,DB10289
PubChem Substance,347910476,DB10290
RxCUI,798222,DB10290
PubChem Substance,347910477,DB10291
RxCUI,798224,DB10291
PubChem Substance,347910478,DB10292
RxCUI,798226,DB10292
PubChem Substance,347910479,DB10293
RxCUI,901620,DB10293
PubChem Substance,347910480,DB10294
RxCUI,901628,DB10294
PubChem Substance,347910481,DB10295
RxCUI,901631,DB10295
PubChem Substance,347910482,DB10296
RxCUI,901633,DB10296
PubChem Substance,347910483,DB10297
RxCUI,901636,DB10297
PubChem Substance,347910484,DB10298
RxCUI,901624,DB10298
Drugs Product Database (DPD),19707,DB10299
PubChem Substance,347910485,DB10299
RxCUI,798268,DB10299
Drugs Product Database (DPD),19708,DB10300
PubChem Substance,347910486,DB10300
RxCUI,798262,DB10300
Drugs Product Database (DPD),19709,DB10301
PubChem Substance,347910487,DB10301
RxCUI,798264,DB10301
Drugs Product Database (DPD),19710,DB10302
PubChem Substance,347910488,DB10302
RxCUI,798266,DB10302
Drugs Product Database (DPD),22570,DB10310
PubChem Substance,347910489,DB10310
RxCUI,1596930,DB10310
Drugs Product Database (DPD),22571,DB10311
PubChem Substance,347910490,DB10311
RxCUI,1596931,DB10311
Drugs Product Database (DPD),22572,DB10312
PubChem Substance,347910491,DB10312
RxCUI,1596932,DB10312
Drugs Product Database (DPD),22573,DB10313
PubChem Substance,347910492,DB10313
RxCUI,1596933,DB10313
Drugs Product Database (DPD),22574,DB10314
PubChem Substance,347910493,DB10314
RxCUI,1596934,DB10314
PubChem Substance,347910494,DB10315
RxCUI,804179,DB10315
PubChem Substance,347910495,DB10316
RxCUI,798372,DB10316
PubChem Substance,347910496,DB10317
RxCUI,9486,DB10317
PubChem Substance,347910497,DB10318
Wikipedia,Zoster_vaccine,DB10318
RxCUI,1292422,DB10318
PubChem Substance,347910498,DB10319
RxCUI,854930,DB10319
PubChem Substance,347910499,DB10320
RxCUI,854950,DB10320
PubChem Substance,347910500,DB10321
RxCUI,854958,DB10321
PubChem Substance,347910501,DB10322
RxCUI,854962,DB10322
PubChem Substance,347910502,DB10323
RxCUI,854964,DB10323
PubChem Substance,347910503,DB10324
RxCUI,854966,DB10324
PubChem Substance,347910504,DB10325
RxCUI,854968,DB10325
PubChem Substance,347910505,DB10326
RxCUI,854970,DB10326
PubChem Substance,347910506,DB10327
RxCUI,854972,DB10327
PubChem Substance,347910507,DB10328
RxCUI,854974,DB10328
PubChem Substance,347910508,DB10329
RxCUI,854932,DB10329
PubChem Substance,347910509,DB10330
RxCUI,854934,DB10330
PubChem Substance,347910510,DB10331
RxCUI,854936,DB10331
PubChem Substance,347910511,DB10332
RxCUI,854938,DB10332
PubChem Substance,347910512,DB10333
RxCUI,854940,DB10333
PubChem Substance,347910513,DB10334
RxCUI,854942,DB10334
PubChem Substance,347910514,DB10335
RxCUI,854944,DB10335
PubChem Substance,347910515,DB10336
RxCUI,854948,DB10336
PubChem Substance,347910516,DB10337
RxCUI,854946,DB10337
PubChem Substance,347910517,DB10338
RxCUI,854952,DB10338
PubChem Substance,347910518,DB10339
RxCUI,854954,DB10339
PubChem Substance,347910519,DB10340
RxCUI,854956,DB10340
PubChem Substance,347910520,DB10341
RxCUI,854960,DB10341
PubChem Substance,347910521,DB10342
RxCUI,798444,DB10342
PubChem Substance,347910522,DB10343
RxCUI,221050,DB10343
Drugs Product Database (DPD),7211,DB10344
PubChem Substance,347910523,DB10344
Wikipedia,Ginger,DB10344
RxCUI,899420,DB10344
PubChem Substance,347910524,DB10345
Wikipedia,House_dust,DB10345
RxCUI,852519,DB10345
PubChem Substance,347910525,DB10346
RxCUI,895365,DB10346
PubChem Substance,347910526,DB10348
RxCUI,852450,DB10348
PubChem Substance,347910527,DB10349
RxCUI,852673,DB10349
PubChem Substance,347910528,DB10350
RxCUI,852419,DB10350
PubChem Substance,347910529,DB10351
RxCUI,851906,DB10351
PubChem Substance,347910530,DB10352
RxCUI,852144,DB10352
PubChem Substance,347910531,DB10353
RxCUI,898404,DB10353
PubChem Substance,347910532,DB10354
RxCUI,851740,DB10354
PubChem Substance,347910533,DB10355
RxCUI,852217,DB10355
PubChem Substance,347910534,DB10356
RxCUI,852025,DB10356
PubChem Substance,347910535,DB10357
RxCUI,852015,DB10357
PubChem Substance,347910536,DB10359
RxCUI,852213,DB10359
PubChem Substance,347910537,DB10360
RxCUI,852209,DB10360
PubChem Substance,347910538,DB10361
RxCUI,852054,DB10361
PubChem Substance,347910539,DB10362
RxCUI,1299981,DB10362
PubChem Substance,347910540,DB10363
RxCUI,852281,DB10363
PubChem Substance,347910541,DB10364
RxCUI,852221,DB10364
PubChem Substance,347910542,DB10365
RxCUI,852136,DB10365
Drugs Product Database (DPD),22652,DB10366
PubChem Substance,347910543,DB10366
RxCUI,852834,DB10366
PubChem Substance,347910544,DB10368
RxCUI,852237,DB10368
PubChem Substance,347910545,DB10369
RxCUI,851874,DB10369
Drugs Product Database (DPD),4486,DB10370
PubChem Substance,347910546,DB10370
RxCUI,851918,DB10370
PubChem Substance,347910547,DB10371
RxCUI,852320,DB10371
PubChem Substance,347910548,DB10372
RxCUI,852029,DB10372
PubChem Substance,347910549,DB10373
RxCUI,852680,DB10373
PubChem Substance,347910550,DB10374
RxCUI,852302,DB10374
PubChem Substance,347910551,DB10375
RxCUI,867311,DB10375
PubChem Substance,347910552,DB10376
RxCUI,852294,DB10376
PubChem Substance,347910553,DB10377
RxCUI,852114,DB10377
PubChem Substance,347910554,DB10378
RxCUI,852653,DB10378
Drugs Product Database (DPD),5784,DB10379
PubChem Substance,347910555,DB10379
RxCUI,851878,DB10379
RxCUI,852272,DB10380
PubChem Substance,347910556,DB10381
RxCUI,851930,DB10381
PubChem Substance,347910557,DB10382
RxCUI,852742,DB10382
PubChem Substance,347910558,DB10383
RxCUI,852382,DB10383
PubChem Substance,347910559,DB10384
RxCUI,851938,DB10384
Drugs Product Database (DPD),22273,DB10385
PubChem Substance,347910560,DB10385
RxCUI,1347557,DB10385
PubChem Substance,347910561,DB10386
RxCUI,851998,DB10386
PubChem Substance,347910562,DB10387
RxCUI,851985,DB10387
PubChem Substance,347910563,DB10388
RxCUI,852158,DB10388
Drugs Product Database (DPD),5158,DB10389
PubChem Substance,347910564,DB10389
RxCUI,852819,DB10389
PubChem Substance,347910565,DB10390
RxCUI,852020,DB10390
PubChem Substance,347910566,DB10391
RxCUI,897316,DB10391
PubChem Substance,347910567,DB10392
RxCUI,852746,DB10392
PubChem Substance,347910568,DB10393
RxCUI,852750,DB10393
Drugs Product Database (DPD),6333,DB10394
PubChem Substance,347910569,DB10394
RxCUI,851994,DB10394
PubChem Substance,347910570,DB10395
RxCUI,852514,DB10395
PubChem Substance,347910571,DB10396
RxCUI,852569,DB10396
PubChem Substance,347910572,DB10397
RxCUI,852561,DB10397
PubChem Substance,347910573,DB10398
RxCUI,852162,DB10398
Drugs Product Database (DPD),11607,DB10399
PubChem Substance,347910574,DB10399
RxCUI,851949,DB10399
Drugs Product Database (DPD),7660,DB10400
PubChem Substance,347910575,DB10400
Wikipedia,Dermatophagoides_farinae,DB10400
RxCUI,1116977,DB10400
Drugs Product Database (DPD),7661,DB10401
PubChem Substance,347910576,DB10401
Wikipedia,Dermatophagoides_pteronyssinus,DB10401
RxCUI,1116979,DB10401
Drugs Product Database (DPD),5789,DB10403
PubChem Substance,347910577,DB10403
RxCUI,851870,DB10403
Drugs Product Database (DPD),20460,DB10404
PubChem Substance,347910578,DB10404
RxCUI,851898,DB10404
PubChem Substance,347910579,DB10406
RxCUI,852256,DB10406
PubChem Substance,347910580,DB10408
Wikipedia,Cotton_seed,DB10408
RxCUI,1309369,DB10408
RxCUI,894987,DB10409
RxCUI,852479,DB10410
PubChem Substance,347910581,DB10411
RxCUI,852315,DB10411
PubChem Substance,347910582,DB10412
RxCUI,852693,DB10412
PubChem Substance,347910583,DB10413
Wikipedia,Orris,DB10413
RxCUI,314753,DB10413
PubChem Substance,347910584,DB10415
Wikipedia,Rabbit,DB10415
RxCUI,813859,DB10415
PubChem Substance,347910585,DB10416
RxCUI,852298,DB10416
PubChem Substance,347910586,DB10417
Wikipedia,Periplaneta_americana,DB10417
RxCUI,905258,DB10417
PubChem Substance,347910587,DB10418
Wikipedia,Blatella_germanica,DB10418
RxCUI,905276,DB10418
PubChem Substance,347910588,DB10419
Wikipedia,Solenopsis_invicta,DB10419
RxCUI,867341,DB10419
PubChem Substance,347910589,DB10420
RxCUI,894934,DB10420
PubChem Substance,347910590,DB10421
RxCUI,892851,DB10421
PubChem Substance,347910591,DB10422
RxCUI,894783,DB10422
PubChem Substance,347910592,DB10423
Wikipedia,Acremonium_strictum,DB10423
PubChem Substance,347910593,DB10424
Wikipedia,Alternaria_alternata,DB10424
RxCUI,901845,DB10424
PubChem Substance,347910594,DB10425
Wikipedia,Aspergillus_fumigatus,DB10425
RxCUI,1182,DB10425
PubChem Substance,347910595,DB10426
Wikipedia,Aspergillus_niger,DB10426
RxCUI,854082,DB10426
PubChem Substance,347910596,DB10427
RxCUI,852102,DB10427
PubChem Substance,347910597,DB10428
Wikipedia,Botrytis_cinerea,DB10428
RxCUI,466195,DB10428
PubChem Substance,347910598,DB10429
Wikipedia,Candida_albicans,DB10429
RxCUI,1963,DB10429
PubChem Substance,347910599,DB10430
Wikipedia,Chaetomium_globosum,DB10430
RxCUI,466197,DB10430
PubChem Substance,347910600,DB10431
Wikipedia,Cladosporium_cladosporioides,DB10431
RxCUI,995768,DB10431
PubChem Substance,347910601,DB10432
Wikipedia,Cladosporium_sphaerospermum,DB10432
RxCUI,867202,DB10432
PubChem Substance,347910602,DB10433
Wikipedia,Cochliobolus_sativus,DB10433
RxCUI,852398,DB10433
PubChem Substance,347910603,DB10434
Wikipedia,Epicoccum_nigrum,DB10434
RxCUI,852466,DB10434
PubChem Substance,347910604,DB10435
RxCUI,867228,DB10435
PubChem Substance,347910605,DB10436
Wikipedia,Helminthosporium_solani,DB10436
RxCUI,867232,DB10436
PubChem Substance,347910606,DB10437
Wikipedia,Mucor_plumbeus,DB10437
RxCUI,314415,DB10437
PubChem Substance,347910607,DB10438
RxCUI,867274,DB10438
PubChem Substance,347910608,DB10439
RxCUI,854130,DB10439
PubChem Substance,347910609,DB10440
Wikipedia,Phoma_exigua_var._exigua,DB10440
RxCUI,867284,DB10440
PubChem Substance,347910610,DB10441
RxCUI,314443,DB10441
PubChem Substance,347910611,DB10442
RxCUI,867321,DB10442
Drugs Product Database (DPD),1443,DB10443
PubChem Substance,347910612,DB10443
Wikipedia,Ustilago_maydis,DB10443
RxCUI,1427134,DB10443
PubChem Substance,347910613,DB10444
Wikipedia,Ustilago_tritici,DB10444
RxCUI,968437,DB10444
PubChem Substance,347910614,DB10445
Wikipedia,Stemphylium_solani,DB10445
RxCUI,867349,DB10445
PubChem Substance,347910615,DB10446
Wikipedia,Trichophyton_mentagrophytes,DB10446
RxCUI,867357,DB10446
PubChem Substance,347910616,DB10447
Wikipedia,Saccharomyces_cerevisiae,DB10447
RxCUI,350141,DB10447
Drugs Product Database (DPD),9890,DB10448
Drugs Product Database (DPD),253,DB10448
Drugs Product Database (DPD),1887,DB10448
Wikipedia,Aspergillus_oryzae,DB10448
RxCUI,1329940,DB10448
PubChem Substance,347910617,DB10449
RxCUI,1006310,DB10449
PubChem Substance,347910618,DB10450
Wikipedia,Aspergillus_terreus,DB10450
RxCUI,999408,DB10450
Drugs Product Database (DPD),6942,DB10451
PubChem Substance,347910619,DB10451
Wikipedia,Acacia,DB10451
RxCUI,905301,DB10451
PubChem Substance,347910620,DB10452
RxCUI,851890,DB10452
PubChem Substance,347910621,DB10453
RxCUI,851902,DB10453
PubChem Substance,347910622,DB10454
RxCUI,852634,DB10454
PubChem Substance,347910623,DB10455
RxCUI,852496,DB10455
PubChem Substance,347910624,DB10456
RxCUI,852339,DB10456
PubChem Substance,347910625,DB10457
RxCUI,867260,DB10457
PubChem Substance,347910626,DB10458
RxCUI,852148,DB10458
PubChem Substance,347910627,DB10459
RxCUI,851926,DB10459
PubChem Substance,347910628,DB10460
RxCUI,852581,DB10460
PubChem Substance,347910629,DB10461
RxCUI,852609,DB10461
PubChem Substance,347910630,DB10462
RxCUI,902215,DB10462
PubChem Substance,347910631,DB10463
RxCUI,852363,DB10463
PubChem Substance,347910632,DB10464
RxCUI,852355,DB10464
PubChem Substance,347910633,DB10465
RxCUI,867297,DB10465
PubChem Substance,347910634,DB10466
RxCUI,852814,DB10466
PubChem Substance,347910635,DB10467
RxCUI,995747,DB10467
PubChem Substance,347910636,DB10468
RxCUI,867218,DB10468
PubChem Substance,347910637,DB10469
RxCUI,1014191,DB10469
PubChem Substance,347910638,DB10470
RxCUI,852386,DB10470
PubChem Substance,347910639,DB10471
RxCUI,995743,DB10471
PubChem Substance,347910640,DB10472
RxCUI,852324,DB10472
PubChem Substance,347910641,DB10473
RxCUI,852585,DB10473
PubChem Substance,347910642,DB10474
RxCUI,867325,DB10474
PubChem Substance,347910643,DB10475
RxCUI,851744,DB10475
PubChem Substance,347910644,DB10478
RxCUI,903913,DB10478
PubChem Substance,347910645,DB10479
RxCUI,897391,DB10479
PubChem Substance,347910646,DB10480
RxCUI,852669,DB10480
PubChem Substance,347910647,DB10481
RxCUI,852268,DB10481
PubChem Substance,347910648,DB10482
RxCUI,867353,DB10482
PubChem Substance,347910649,DB10483
RxCUI,852140,DB10483
PubChem Substance,347910650,DB10484
RxCUI,895919,DB10484
PubChem Substance,347910651,DB10485
RxCUI,852229,DB10485
PubChem Substance,347910652,DB10486
RxCUI,852738,DB10486
PubChem Substance,347910653,DB10487
RxCUI,852709,DB10487
PubChem Substance,347910654,DB10488
RxCUI,852622,DB10488
PubChem Substance,347910655,DB10489
RxCUI,852343,DB10489
PubChem Substance,347910656,DB10490
RxCUI,851990,DB10490
PubChem Substance,347910657,DB10491
RxCUI,885750,DB10491
PubChem Substance,347910658,DB10493
RxCUI,867142,DB10493
PubChem Substance,347910659,DB10494
RxCUI,852329,DB10494
PubChem Substance,347910660,DB10495
RxCUI,852627,DB10495
PubChem Substance,347910661,DB10496
RxCUI,852577,DB10496
RxCUI,851934,DB10497
PubChem Substance,347910662,DB10498
RxCUI,867361,DB10498
PubChem Substance,347910663,DB10499
RxCUI,248123,DB10499
Drugs Product Database (DPD),10269,DB10500
PubChem Substance,347910664,DB10500
Wikipedia,Almond,DB10500
RxCUI,892507,DB10500
PubChem Substance,347910665,DB10501
Wikipedia,Apple,DB10501
RxCUI,1424865,DB10501
PubChem Substance,347910666,DB10502
Wikipedia,Apricot,DB10502
RxCUI,1353891,DB10502
PubChem Substance,347910667,DB10503
Wikipedia,Asparagus,DB10503
RxCUI,891796,DB10503
PubChem Substance,347910668,DB10504
Wikipedia,Avocado,DB10504
RxCUI,895582,DB10504
PubChem Substance,347910669,DB10505
Wikipedia,Banana,DB10505
RxCUI,285149,DB10505
PubChem Substance,347910670,DB10506
Wikipedia,Barley,DB10506
RxCUI,1370766,DB10506
PubChem Substance,347910671,DB10508
Wikipedia,String_bean,DB10508
RxCUI,891676,DB10508
PubChem Substance,347910672,DB10509
Wikipedia,Beef,DB10509
RxCUI,892599,DB10509
PubChem Substance,347910673,DB10510
Wikipedia,Brazil_nut,DB10510
RxCUI,891514,DB10510
PubChem Substance,347910674,DB10511
Wikipedia,Broccoli,DB10511
RxCUI,319808,DB10511
Drugs Product Database (DPD),10308,DB10512
PubChem Substance,347910675,DB10512
Wikipedia,Buckwheat,DB10512
RxCUI,899394,DB10512
PubChem Substance,347910676,DB10513
Wikipedia,Cabbage,DB10513
RxCUI,319810,DB10513
PubChem Substance,347910677,DB10514
Wikipedia,Cantaloupe,DB10514
RxCUI,892517,DB10514
PubChem Substance,347910678,DB10515
Wikipedia,Carrot,DB10515
RxCUI,1428866,DB10515
Drugs Product Database (DPD),5628,DB10516
Drugs Product Database (DPD),4769,DB10516
PubChem Substance,347910679,DB10516
Wikipedia,Casein,DB10516
RxCUI,862460,DB10516
Drugs Product Database (DPD),9895,DB10517
PubChem Substance,347910680,DB10517
Wikipedia,Celery,DB10517
RxCUI,892372,DB10517
PubChem Substance,347910681,DB10518
Wikipedia,Cherry,DB10518
RxCUI,862461,DB10518
PubChem Substance,347910682,DB10519
Wikipedia,Chicken,DB10519
RxCUI,892653,DB10519
PubChem Substance,347910683,DB10520
Wikipedia,Cinnamon,DB10520
RxCUI,899673,DB10520
PubChem Substance,347910684,DB10523
Wikipedia,Coconut,DB10523
RxCUI,1372248,DB10523
PubChem Substance,347910685,DB10525
Wikipedia,Coffee_bean,DB10525
RxCUI,891727,DB10525
PubChem Substance,347910686,DB10526
Wikipedia,Crab,DB10526
RxCUI,1928707,DB10526
PubChem Substance,347910687,DB10527
Wikipedia,Cucumber,DB10527
RxCUI,1305719,DB10527
PubChem Substance,347910688,DB10528
Wikipedia,Egg_white,DB10528
RxCUI,892616,DB10528
PubChem Substance,347910689,DB10529
Wikipedia,Egg,DB10529
RxCUI,1315115,DB10529
PubChem Substance,347910690,DB10530
Wikipedia,Egg_yolk,DB10530
RxCUI,892620,DB10530
PubChem Substance,347910691,DB10531
Wikipedia,Flounder,DB10531
RxCUI,899746,DB10531
Drugs Product Database (DPD),445,DB10532
PubChem Substance,347910692,DB10532
Wikipedia,Garlic,DB10532
RxCUI,899414,DB10532
Drugs Product Database (DPD),3239,DB10533
PubChem Substance,347910693,DB10533
Wikipedia,Grape,DB10533
RxCUI,253172,DB10533
PubChem Substance,347910694,DB10534
Wikipedia,Grapefruit,DB10534
RxCUI,899424,DB10534
PubChem Substance,347910695,DB10535
Wikipedia,Karaya_gum,DB10535
RxCUI,6111,DB10535
PubChem Substance,347910696,DB10536
Wikipedia,Honeydew_melon,DB10536
RxCUI,899476,DB10536
PubChem Substance,347910697,DB10537
Wikipedia,Lamb,DB10537
RxCUI,971849,DB10537
Drugs Product Database (DPD),6925,DB10538
PubChem Substance,347910698,DB10538
Wikipedia,Lemon,DB10538
RxCUI,901382,DB10538
PubChem Substance,347910699,DB10539
Wikipedia,Lettuce,DB10539
RxCUI,899448,DB10539
PubChem Substance,347910700,DB10540
Wikipedia,Lima_bean,DB10540
RxCUI,891641,DB10540
PubChem Substance,347910701,DB10541
Wikipedia,Lobster,DB10541
RxCUI,892561,DB10541
PubChem Substance,347910702,DB10542
Wikipedia,Goat_milk,DB10542
RxCUI,862475,DB10542
PubChem Substance,347910703,DB10543
Wikipedia,Cow_milk,DB10543
RxCUI,892665,DB10543
PubChem Substance,347910704,DB10544
Wikipedia,Cultivated_mushroom,DB10544
RxCUI,901369,DB10544
PubChem Substance,347910705,DB10545
Wikipedia,Mustard_seed,DB10545
RxCUI,899456,DB10545
Drugs Product Database (DPD),437,DB10546
PubChem Substance,347910706,DB10546
Wikipedia,Oat,DB10546
RxCUI,285251,DB10546
PubChem Substance,347910707,DB10547
Wikipedia,Black_olive,DB10547
RxCUI,974650,DB10547
Drugs Product Database (DPD),516,DB10548
PubChem Substance,347910708,DB10548
Wikipedia,Onion,DB10548
RxCUI,1370469,DB10548
PubChem Substance,347910709,DB10549
Wikipedia,Orange,DB10549
RxCUI,892565,DB10549
PubChem Substance,347910710,DB10550
Wikipedia,Oyster,DB10550
RxCUI,973274,DB10550
PubChem Substance,347910711,DB10551
Wikipedia,Pea,DB10551
RxCUI,892569,DB10551
PubChem Substance,347910712,DB10552
Wikipedia,Peach,DB10552
RxCUI,892575,DB10552
PubChem Substance,347910713,DB10553
Wikipedia,Peanut,DB10553
RxCUI,891658,DB10553
PubChem Substance,347910714,DB10554
Wikipedia,Pear,DB10554
RxCUI,1367125,DB10554
PubChem Substance,347910715,DB10555
Wikipedia,Pecan,DB10555
RxCUI,892332,DB10555
PubChem Substance,347910716,DB10556
Wikipedia,Green_bell_pepper,DB10556
RxCUI,862478,DB10556
Drugs Product Database (DPD),3891,DB10557
PubChem Substance,347910717,DB10557
Wikipedia,Black_pepper,DB10557
RxCUI,259314,DB10557
Drugs Product Database (DPD),3889,DB10558
Drugs Product Database (DPD),9853,DB10558
PubChem Substance,347910718,DB10558
Wikipedia,Pineapple,DB10558
RxCUI,1492174,DB10558
PubChem Substance,347910719,DB10559
Wikipedia,Pistachio,DB10559
RxCUI,904606,DB10559
PubChem Substance,347910720,DB10560
Wikipedia,Plum,DB10560
RxCUI,307387,DB10560
Drugs Product Database (DPD),7326,DB10561
PubChem Substance,347910721,DB10561
Wikipedia,Pork,DB10561
RxCUI,892628,DB10561
PubChem Substance,347910722,DB10562
Wikipedia,Potato,DB10562
RxCUI,892632,DB10562
PubChem Substance,347910723,DB10563
Wikipedia,Rice,DB10563
RxCUI,901337,DB10563
Drugs Product Database (DPD),6553,DB10564
PubChem Substance,347910724,DB10564
Wikipedia,Rye,DB10564
RxCUI,892638,DB10564
PubChem Substance,347910725,DB10566
Wikipedia,Sesame_seed,DB10566
RxCUI,901199,DB10566
PubChem Substance,347910726,DB10567
Wikipedia,Shrimp,DB10567
RxCUI,892592,DB10567
Drugs Product Database (DPD),11441,DB10568
PubChem Substance,347910727,DB10568
Wikipedia,Soybean,DB10568
RxCUI,891668,DB10568
Drugs Product Database (DPD),9840,DB10569
PubChem Substance,347910728,DB10569
Wikipedia,Spinach,DB10569
RxCUI,901317,DB10569
PubChem Substance,347910729,DB10570
Wikipedia,Squash,DB10570
RxCUI,975509,DB10570
Drugs Product Database (DPD),4520,DB10571
PubChem Substance,347910730,DB10571
Wikipedia,Strawberry,DB10571
RxCUI,892484,DB10571
PubChem Substance,347910731,DB10572
Wikipedia,Corn,DB10572
RxCUI,892547,DB10572
PubChem Substance,347910732,DB10573
Wikipedia,Tomato,DB10573
RxCUI,892499,DB10573
PubChem Substance,347910733,DB10574
Wikipedia,Tuna,DB10574
RxCUI,892503,DB10574
PubChem Substance,347910734,DB10575
Wikipedia,Turkey,DB10575
RxCUI,975119,DB10575
PubChem Substance,347910735,DB10576
Wikipedia,Vanilla,DB10576
RxCUI,901291,DB10576
PubChem Substance,347910736,DB10577
Wikipedia,English_walnut,DB10577
RxCUI,891687,DB10577
Drugs Product Database (DPD),4506,DB10578
PubChem Substance,347910737,DB10578
Wikipedia,Watermelon,DB10578
RxCUI,260014,DB10578
Drugs Product Database (DPD),3690,DB10579
PubChem Substance,347910738,DB10579
Wikipedia,Wheat,DB10579
RxCUI,1441652,DB10579
PubChem Substance,347910739,DB10580
Wikipedia,Tea_leaf,DB10580
RxCUI,968498,DB10580
PubChem Substance,347910740,DB10581
Wikipedia,Khuskia_oryzae,DB10581
RxCUI,892338,DB10581
PubChem Substance,347910741,DB10582
RxCUI,896213,DB10582
Drugs Product Database (DPD),7935,DB10583
Drugs Product Database (DPD),7934,DB10583
PubChem Substance,347910742,DB10583
RxCUI,798306,DB10583
Drugs Product Database (DPD),7940,DB10584
Drugs Product Database (DPD),7941,DB10584
RxCUI,235600,DB10584
RxCUI,1657331,DB10596
RxCUI,1657130,DB10601
PubChem Substance,347910743,DB10603
RxCUI,895070,DB10603
PubChem Substance,347910744,DB10604
RxCUI,852252,DB10604
PubChem Substance,347910745,DB10605
RxCUI,895062,DB10605
PubChem Substance,347910746,DB10606
RxCUI,852839,DB10606
PubChem Substance,347910747,DB10607
RxCUI,895195,DB10607
PubChem Substance,347910748,DB10608
RxCUI,895279,DB10608
PubChem Substance,347910749,DB10609
RxCUI,314455,DB10609
PubChem Substance,347910750,DB10610
Wikipedia,Duck,DB10610
RxCUI,972037,DB10610
PubChem Substance,347910751,DB10611
RxCUI,972689,DB10611
PubChem Substance,347910752,DB10612
Wikipedia,Veal,DB10612
RxCUI,1012026,DB10612
PubChem Substance,347910753,DB10613
Wikipedia,Bluefish,DB10613
RxCUI,892181,DB10613
PubChem Substance,347910754,DB10614
Wikipedia,Common_carp,DB10614
RxCUI,901390,DB10614
PubChem Substance,347910755,DB10615
Wikipedia,Haddock,DB10615
RxCUI,899428,DB10615
PubChem Substance,347910756,DB10616
Wikipedia,Pacific_halibut,DB10616
RxCUI,882469,DB10616
PubChem Substance,347910757,DB10617
Wikipedia,Herring,DB10617
RxCUI,899434,DB10617
PubChem Substance,347910758,DB10618
Wikipedia,Mackerel,DB10618
RxCUI,889591,DB10618
PubChem Substance,347910759,DB10619
Wikipedia,Northern_pike,DB10619
RxCUI,889602,DB10619
PubChem Substance,347910760,DB10620
Wikipedia,Red_snapper,DB10620
RxCUI,889646,DB10620
PubChem Substance,347910761,DB10621
Wikipedia,Atlantic_salmon,DB10621
RxCUI,900031,DB10621
PubChem Substance,347910762,DB10622
Wikipedia,European_pilchard,DB10622
RxCUI,974129,DB10622
PubChem Substance,347910763,DB10623
Wikipedia,Scallop,DB10623
RxCUI,899916,DB10623
PubChem Substance,347910764,DB10624
Wikipedia,Smelt,DB10624
RxCUI,889669,DB10624
PubChem Substance,347910765,DB10625
Wikipedia,Swordfish,DB10625
RxCUI,901283,DB10625
PubChem Substance,347910766,DB10626
Wikipedia,Trout,DB10626
RxCUI,882482,DB10626
PubChem Substance,347910767,DB10627
Wikipedia,White_fish,DB10627
RxCUI,901265,DB10627
PubChem Substance,347910768,DB10628
Wikipedia,Blackberry,DB10628
RxCUI,899378,DB10628
PubChem Substance,347910769,DB10629
Wikipedia,Blueberry,DB10629
RxCUI,1549329,DB10629
PubChem Substance,347910770,DB10630
Wikipedia,Sour_cherry,DB10630
RxCUI,1012134,DB10630
PubChem Substance,347910771,DB10631
Wikipedia,Cranberry,DB10631
RxCUI,899734,DB10631
PubChem Substance,347910772,DB10632
Wikipedia,Date,DB10632
RxCUI,899742,DB10632
Drugs Product Database (DPD),7026,DB10633
PubChem Substance,347910773,DB10633
Wikipedia,Fig,DB10633
RxCUI,973880,DB10633
PubChem Substance,347910774,DB10634
Wikipedia,Wine_grape,DB10634
RxCUI,892317,DB10634
PubChem Substance,347910775,DB10635
RxCUI,1305725,DB10635
PubChem Substance,347910776,DB10636
Wikipedia,Raspberry,DB10636
RxCUI,1370769,DB10636
PubChem Substance,347910777,DB10637
Wikipedia,Tangerine,DB10637
RxCUI,1426364,DB10637
PubChem Substance,347910778,DB10638
Wikipedia,Artichoke,DB10638
RxCUI,235940,DB10638
PubChem Substance,347910779,DB10639
Wikipedia,Kidney_bean,DB10639
RxCUI,891637,DB10639
Drugs Product Database (DPD),10082,DB10640
PubChem Substance,347910780,DB10640
Wikipedia,Beet,DB10640
RxCUI,319826,DB10640
PubChem Substance,347910781,DB10641
Wikipedia,Kiwi_fruit,DB10641
RxCUI,1010926,DB10641
PubChem Substance,347910782,DB10642
Wikipedia,Brussels_sprout,DB10642
RxCUI,899390,DB10642
PubChem Substance,347910783,DB10643
Wikipedia,Cauliflower,DB10643
RxCUI,899661,DB10643
PubChem Substance,347910784,DB10644
Wikipedia,Eggplant,DB10644
RxCUI,972601,DB10644
PubChem Substance,347910785,DB10645
Wikipedia,Lentil,DB10645
RxCUI,899444,DB10645
PubChem Substance,347910786,DB10646
Wikipedia,Green_olive,DB10646
RxCUI,971379,DB10646
Drugs Product Database (DPD),6654,DB10647
PubChem Substance,347910787,DB10647
Wikipedia,Parsley,DB10647
RxCUI,317857,DB10647
PubChem Substance,347910788,DB10648
Wikipedia,Sweet_potato,DB10648
RxCUI,901307,DB10648
PubChem Substance,347910789,DB10650
Wikipedia,Raphanus_sativus,DB10650
RxCUI,1311246,DB10650
