brand,company,drugbank-id
Neuleptil,,DB01608
Cymeval,,DB01610
Valcyt,,DB01610
Dolquine,Inmunosyn,DB01611
HCQS,Medigroup,DB01611
Polirreumin,TRB,DB01611
Quensyl,Sanofi,DB01611
Aspiral,,DB01612
Vaporole,,DB01612
Cardilate,,DB01613
Concentrat vo34,,DB01614
Audmonal,,DB01616
Profenil,,DB01616
Spasmaverine,,DB01616
Spasmonal,,DB01616
Nolahist,,DB01619
Thephorin,,DB01619
AVIL,,DB01620
Majeptil,,DB01622
Navan,,DB01623
Navaron,,DB01623
Orbinamon,,DB01623
Acuphase,H. Lundbeck A/S,DB01624
Ciatyl-Z,Bayer Vital,DB01624
Cisordinol,H. Lundbeck A/S,DB01624
Clopixol,H. Lundbeck A/S,DB01624
Eutonyl,,DB01626
Eutron,,DB01626
Lincobect,,DB01627
Lincorex,,DB01627
Algix,,DB01628
Arcoxia,,DB01628
Coxyveen,Solmarc Lifesciences,DB01628
Etorix,,DB01628
Nucoxia,,DB01628
Tauxib,,DB01628
Prunetol,,DB01645
Sophoricol,,DB01645
Follicusan,,DB01646
Topiloric,Fujiyakuhin Co.,DB01685
Uriadec,Sanwa Kagaku Kenkyusho Co.,DB01685
Biolaif,,DB01708
Fidelin,Paladin,DB01708
OVIGYN-D,Alembic Pharmaceuicals Ltd,DB01708
Galardin,,DB02255
Daivonex,,DB02300
Isopro,,DB02325
Carbelone,Royal,DB02329
Carbosan,Rowa,DB02329
Carboxe,Shiteh Organic,DB02329
Copu,Winston,DB02329
Herpesan,Rowa,DB02329
Rösch & Handel,Rowa,DB02329
Rowadermat,Rösch & Handel,DB02329
Rowagel,Rowa,DB02329
Sanodin,Ern,DB02329
Panzem,,DB02342
Panzem NCD,,DB02342
Pulmolar,,DB02342
Pabagel,Owen,DB02362
Pabalate,Robins,DB02362
Pabanol,Elder,DB02362
Alredase,Wyeth,DB02383
Glypressin,Ferring Pharmaceuticals,DB02638
Lucassin,,DB02638
Teripress,New Medicon Pharma,DB02638
Flisint,Sanofi,DB02640
Fugillin,Upjohn,DB02640
Furnidil,Abbott,DB02640
Fucidine,,DB02703
Fudic,,DB02703
Taksta,,DB02703
Elcide,,DB02731
Merseptyl,,DB02731
Coratop,,DB02756
Fongoren,,DB02756
Fongorene,,DB02756
Lilolidone,,DB02756
Anaboleen,,DB02901
Anabolex,,DB02901
Andractim,,DB02901
Androlone,,DB02901
Cristerona MB,,DB02901
Neodrol,,DB02901
Proteina,,DB02901
Protona,,DB02901
Stanaprol,,DB02901
Arelix,,DB02925
Eurelix,,DB02925
Tauliz,,DB02925
Cincofarm,,DB02959
Levothym,Lundbeck,DB02959
Quietim,Nativelle,DB02959
Tript-OH,,DB02959
Adeflavin,,DB03147
Flaziren,,DB03147
Acetasol,,DB03166
Orlex,,DB03166
Volsol,,DB03166
Brivir,,DB03312
Mevir,,DB03312
Zostex,,DB03312
Bestatin,"Nippon Kayaku, Japan",DB03424
Sernyl,Parke-Davis (discontinued),DB03575
Oxyphenbutazone,,DB03585
Reozon,,DB03585
Azidin,,DB03608
Berenil,,DB03608
Ganasag,,DB03608
Pirocide,,DB03608
Achrocidin,,DB03783
Codempiral,,DB03783
Commotional,,DB03783
Contradol,,DB03783
Contradouleur,,DB03783
Glumal,Kyowa Hakko,DB04167
Fructosteril,Fresenius,DB04173
Levugen,Baxter,DB04173
lnulon,,DB04173
Catacol,Alcon,DB04335
Inotin,,DB04335
Lumiclar,Valeant,DB04335
Actithiol,Almirall,DB04339
Lisomucil,Sanofi-Aventis,DB04339
Muciclar,Pfizer,DB04339
Mucodyne,Sanofi-Aventis,DB04339
Mucolex,General Pharma,DB04339
Rhinathiol,Sanofi-Aventis,DB04339
Transbronchin,Meda,DB04339
Tinosan HP100,,DB04393
Tamogel,,DB04468
Niflam,,DB04552
Niflugel,,DB04552
Nifluril,,DB04552
Thioplex,,DB04572
Aacifemine,Organon,DB04573
Colpoestriol,Temis-Lostalo,DB04573
Estriel,,DB04573
Ovestin,Merck Sharp & Dohme,DB04573
Synapause E,Organon,DB04573
ORTHO-EST,,DB04574
Estrovis,,DB04575
Estrovis 4000,,DB04575
Estrovister,,DB04575
Plestrovis,,DB04575
Megalocin,,DB04576
Megalone,,DB04576
Megalosin,,DB04576
Quinodis,,DB04576
Draganon,,DB04599
Sarpul,,DB04599
Kisvax,,DB04657
Vitavax,,DB04657
Biligrafin,Schering,DB04711
Ainex,,DB04743
Aulin,,DB04743
Eskaflam,,DB04743
Mesulid,,DB04743
Nilsid,,DB04743
Nimalox,,DB04743
Nise,,DB04743
Sulide,,DB04743
Portamycin,,DB04785
309 Fourneau,,DB04786
Antrypol,,DB04786
Bayer 205,,DB04786
Belganyl,,DB04786
Germanin,Bayer,DB04786
Moranyl,,DB04786
Naganin,,DB04786
Naganine,,DB04786
Naganol,,DB04786
Naphuride,,DB04786
Prefolic A,,DB04789
Amycor,Merck,DB04794
Azolmen,Menarini,DB04794
Bayclear Plus,Bayer,DB04794
Bifonol,Mayado Seiyaku,DB04794
Canespor,Bayer,DB04794
Canesten,Bayer,DB04794
Mycospor,Bayer,DB04794
Coxigon,Lilly,DB04812
Inflamid,Lilly,DB04812
Opren,Lilly,DB04812
Oraflex,Lilly,DB04812
Actamer,,DB04813
Bidiphen,,DB04813
Bisoxyphen,,DB04813
Bithin,,DB04813
Bitin,,DB04813
Lorothidol,,DB04813
Lorothiodol,,DB04813
Neopellis,,DB04813
Nobacter,,DB04813
Vancide BL,,DB04813
Bunamijodylum,,DB04814
Buniodyl,,DB04814
Altan,,DB04816
Antrapurol,,DB04816
Bancon,,DB04816
Duolax,,DB04816
Prugol,,DB04816
Roydan,,DB04816
Scatron D,,DB04816
Zwitsalax,,DB04816
Algocalmin,,DB04817
Algozone,,DB04817
Analgin,,DB04817
Dimethone,,DB04817
Dipirona,,DB04817
Neo-Melubrina,,DB04817
Novalgin,,DB04817
Optalgin,,DB04817
Protemp,,DB04817
Pyralgin,,DB04817
Euphozid,,DB04818
Iprazid,,DB04818
Ipronid,A.F.I.,DB04818
Marsilid,Genopharm,DB04818
Rivivol,Zambeletti,DB04818
Co-Pyronil,,DB04819
Histadyl,,DB04819
Lullamin,,DB04819
Delmoneurina,,DB04820
Niamid,,DB04820
Niamide,,DB04820
Nuredal,,DB04820
Surgex,,DB04820
Linamiphen,,DB04821
Hoscolax,,DB04823
Isolax,,DB04823
Neodrast,,DB04823
Normalax,,DB04823
Nourilax,,DB04823
Chocolax,,DB04824
Feen-a-mint gum,,DB04824
Feen-a-mint laxative mints,,DB04824
Bismethin,,DB04825
Corontin,,DB04825
Corpax,,DB04825
Elecor,,DB04825
Falliocor,,DB04825
Hostaginan,,DB04825
Segontin,,DB04825
Synadrin,,DB04825
Valecor,,DB04825
Sanbosten,,DB04826
Sandostene,,DB04826
Delysid,Sandoz Laboratories,DB04829
Adebit,Zentiva,DB04830
Biforon,Meiji,DB04830
Bigunal,Shun Hwa,DB04830
Diabrin,,DB04830
Silubin,,DB04830
Ziavetine,Teikoku Kagaku,DB04830
Diflurex,,DB04831
Selacryn,,DB04831
Ticrex,,DB04831
Quaalude,Rorer,DB04833
Directim,,DB04836
Maneon,,DB04836
Neolior,,DB04836
Provector,,DB04836
Survector,Servier,DB04836
Viaspera,,DB04836
Antitussin,,DB04837
Capilan,Takeda,DB04838
Cyclergine,,DB04838
Cyclospasmol,lves,DB04838
Cyprostat,Bayer,DB04839
Bonipress,lkapharm,DB04840
Declinax,Roche,DB04840
Tendor,Chinoin,DB04840
Flugeral,Italfarmaco,DB04841
Fluxarten,GlaxoSmithKline,DB04841
Gradient,Polifarma,DB04841
Sibelium,Janssen,DB04841
Zinasen,AtralCipan,DB04841
Imap,Janssen,DB04842
lmap,McNeil,DB04842
Redeptin,SKF,DB04842
Rubigen,,DB04844
Selectol,Sanofi,DB04846
Recentin,,DB04849
Incel,,DB04851
Atenurix,Ajanta Pharma Phil,DB04854
Barif,Square,DB04854
Feburic,Teijin Pharma,DB04854
Tirazone,Sanofi-aventis,DB04858
Immusine,,DB04860
Lobivon,,DB04861
Nebicard,,DB04861
Nebilet,,DB04861
Nebilong,,DB04861
Nodon,,DB04861
Nubeta,,DB04861
Ceflatonin,ChemGenex Therapeutics,DB04865
Myelostat,,DB04865
Halocur,,DB04866
Stenorol,,DB04866
Tempostatin,,DB04866
Lorqess,,DB04871
EQUA,,DB04876
Basen,Takeda Chemical Industries,DB04878
Glustat,,DB04878
Volix,Ranbaxy labs,DB04878
Perfan,,DB04880
Calmactin,,DB04885
Talion,,DB04890
Asord,QuatRx,DB04891
Octastatin,,DB04894
Sanvar,,DB04894
Sanvar IR,,DB04894
Dalcipran,,DB04896
Ixel,,DB04896
Toledomin,,DB04896
Exanta,,DB04898
Exarta,,DB04898
Zadaxin,,DB04900
GVAX,,DB04901
Cerepro,,DB04907
Ectris,,DB04908
Loditac,,DB04910
Stanate,,DB04912
Gastrimmune,,DB04914
Insegia,,DB04914
Ganaton,,DB04924
Itax,,DB04924
Itogard,,DB04924
Itomed,,DB04924
Xaprila,,DB04926
Acticin,,DB04930
Lyclear,Johnson & Johnson,DB04930
Dasovas,,DB04932
Noravid,,DB04932
Prociclide,,DB04932
Rifalazil,,DB04934
Naturlose,,DB04936
Provir,,DB04941
Virend,,DB04941
Amnoid,,DB04942
Tamibaro,,DB04942
Acadra,,DB04944
Fanapta,,DB04946
Fiapta,,DB04946
Zomaril,,DB04946
Britlofex,Britannia,DB04948
Onconase,,DB04950
Segard,,DB04956
Stedicor,,DB04957
LymphoCide,,DB04958
Zarnestra,,DB04960
Troxatyl,,DB04961
LymphoScan,,DB04962
Diamyd,,DB04963
OvaRex,,DB04964
Miracil D,,DB04967
Telcyta,,DB04972
Aplidin,,DB04977
Aplidine,,DB04977
ProLindac,,DB04992
Amplimexon,,DB05003
Trinam,,DB05011
Picato gel, LEO Pharma,DB05013
Amigal,,DB05018
Quinamed,,DB05022
Arcapta ,Novartis,DB05039
Hirobriz,,DB05039
Onbrez,Novartis,DB05039
Onbrize,,DB05039
Erdotin,,DB05057
MitoQ,,DB05063
Aerovant,,DB05078
Histalean,,DB05080
Copexa,,DB05088
Coprexa,,DB05088
CEA-Cide,,DB05097
Prinomastat,,DB05100
rupintrivir,,DB05102
Pivanex,,DB05103
Picovir,,DB05105
NeuroVax,,DB05106
Immunitin,,DB05107
HuZAF,,DB05111
Onyvax 105,,DB05113
Thymectacin,,DB05116
Myogane,,DB05126
Vibrilase,,DB05135
Tarvacin,,DB05136
Tyrima,,DB05205
Triolex,,DB05212
Tectin,,DB05232
Tetrodin,,DB05232
Dermazin,,DB05245
Flamazine,,DB05245
Silverol,,DB05245
Petinutin,,DB05246
Proellex,,DB05253
Elase,Pfizer,DB05254
Fibrolan,Pfizer,DB05254
Multiferon,,DB05258
Gastrom,"Tanabe Mitsubishi, Japan",DB05265
Ke Tas,,DB05266
Ketas,,DB05266
Regressin,,DB05282
Urocidin,,DB05282
Retaane,,DB05288
Flurizan,,DB05289
Osidem,,DB05292
Bexidem,,DB05293
Zactima ,AstraZeneca ,DB05294
Zictifa ,AstraZeneca ,DB05294
Antrin,,DB05296
Lutrin,,DB05296
Optrin,,DB05296
OxyTrex,,DB05300
Rencarex,,DB05304
Generx,,DB05306
CoFactor,,DB05308
Chrysalin,,DB05309
Hemospan,,DB05313
Proxinium,,DB05319
Vicinium,,DB05319
Puricase,,DB05321
Advexin,,DB05322
TheraCLEC,,DB05330
Trizytek,,DB05330
TransMID,,DB05337
Colal-Pred,,DB05340
Proglia,,DB05343
Ragwitek,Merck Sharp & Dohme,DB05368
IoGen,,DB05382
BufferGel,,DB05384
Lavelin FA,,DB05385
Neovastat,,DB05387
Liprostin,,DB05391
Albuferon,,DB05396
Savvy,,DB05398
HepeX-B,,DB05405
Uvidem,,DB05427
Xcytrin,,DB05428
Eladem,,DB05439
Eladem-2,,DB05439
Neugene,,DB05447
Cogane,,DB05450
Telintra,,DB05460
Cancer Vac,,DB05477
Cancer Vac Mannan-MUC1,,DB05477
CVac,,DB05477
Hepavir B,,DB05478
remofovir mesylate,,DB05478
Dermolastin,,DB05481
NeoLipid Camptosar,,DB05482
HuMax-Inflam,,DB05484
Exherin,,DB05485
Atiprimod,,DB05513
Xipulin,,DB05520
Kynamro,,DB05528
Actilon,,DB05530
Rikelta,UCB,DB05541
Avrina,,DB05559
Cethrin,,DB05584
Azixa,,DB05585
Cardio Vascu-Grow,,DB05599
M-Trex,,DB05616
MobileTrex,,DB05616
Teverelix LA,,DB05624
Pentostam,GlaxoSmithKline,DB05630
Orapem,,DB05659
iDESTRIN,,DB05662
Dentonin,,DB05671
Zemiva,,DB05683
Varespladib,,DB05737
Hivenyl,,DB05738
Femathina,,DB05749
Desoris,,DB05771
Recomodulin,,DB05777
Irofulven,,DB05786
Vitaxin,,DB05787
Oxygent,,DB05791
Beta LT,,DB05800
Inflarest,,DB05804
Amiscan,,DB05810
AuroVax,,DB05811
Gonadimmune,,DB05815
Cloretazine,,DB05817
Preos,"NPS Pharmaceuticals, Inc.",DB05829
MENT,,DB05830
APAN,,DB05832
ChelASE,,DB05865
VitrenASE,,DB05865
Homspera,,DB05875
Viprovex,,DB05875
Angiocept,,DB05931
Valortim,,DB05945
Archexin,,DB05971
Ocaliva,,DB05990
XCopri,,DB06119
Myodur,,DB06124
Serdolect,,DB06144
SerLect,,DB06144
Norsulfazolum,Galen,DB06147
Sulfatiazol,Fecofar,DB06147
Bolvidon,,DB06148
Depnon,,DB06148
Lantanon,,DB06148
Lumin,,DB06148
Norval,,DB06148
Tolvon,,DB06148
Targocid,Sanofi-Aventis,DB06149
Abcid,,DB06150
Agribon,,DB06150
Fluimucil,,DB06151
Lysox,,DB06151
Mucolysin,Zambon,DB06151
Arbid,,DB06152
Arlidin,,DB06152
Rimoslim,,DB06155
Riobant,SUN,DB06155
Slimona,,DB06155
Camptogen,,DB06159
Orathecin,Supergen,DB06159
Neuprex,,DB06161
Chromadax,,DB06176
Istodax,,DB06176
Talvesta,,DB06178
IMOxine,,DB06181
Fodosine,,DB06185
Mundesine,,DB06185
Yervoy,,DB06186
DiaCIM,,DB06192
RadioTheraCIM,,DB06192
TheraCIM,,DB06192
Theraloc,,DB06192
Firazyr,,DB06196
Xinlay,,DB06199
Pulzium,,DB06200
Oporia,Pfizer,DB06202
Palexia,Grünenthal Ltd,DB06204
TAPAL ,MSN Labs ,DB06204
Chemophase,"Halozyme Therapeutics, Inc",DB06205
Enhanze SC,"Halozyme Therapeutics, Inc",DB06205
Rapilif,Ipca Urosciences ,DB06207
Urief,Watson Pharmaceuticals Inc.,DB06207
Prasita,Daiichi Sankyo Co.,DB06209
Promacta,,DB06210
Revolade,,DB06210
Finibax,Shionogi Co.,DB06211
Rienso,,DB06215
Kynapid,Cardiome Pharma Corp.,DB06217
Zeven,Pfizer,DB06219
NeuVax,"Apthera, Inc.",DB06226
Camvia,ViroPharma Inc.,DB06234
Fiblast,"Kaken Pharmaceuticals Co., Ltd.",DB06244
Aptosyn,OSI Pharmaceuticals Inc.,DB06246
Prevatec,Cell Pathways Inc.,DB06246
Ampalex,Cortex Pharmaceuticals Inc.,DB06247
Bisphonal,Astellas,DB06255
Yin Fu,Renfu Pharmaceutical,DB06255
Invicorp,,DB06260
Hexvix,GE Healthcare,DB06261
Dops,,DB06262
Calsed,,DB06263
Musclex,,DB06264
Viveo,,DB06264
Zydena,,DB06267
Sulonex,,DB06271
Vessel,,DB06271
Oxarol,,DB06272
RoActemra,,DB06273
Xusal,,DB06282
Forsteo,Eli Lilly and Company,DB06285
Deniban,Sanofi-Aventis,DB06288
Solian,Sanofi-Aventis,DB06288
Olysio,,DB06290
Mulsevo,,DB06294
Azoline,,DB06295
ASONEP,,DB06305
Apoptone,"Hollis-Eden Pharmaceuticals, Inc.",DB06307
Numax,,DB06310
Clomet,Xanthus Pharmaceuticals Inc.,DB06331
Omnitarg,,DB06366
Perjeta,,DB06366
Temusi,Sanofi,DB06394
Abasol,,DB06395
Antevas,,DB06397
Viviant,,DB06401
Ambrican,Lupin,DB06403
Endobloc,Cipla Ltd.,DB06403
Pulmonext,MSN Labs,DB06403
Zambri,German Remedies Ltd.,DB06403
Kiacta,,DB06405
Hectoral,Genzyme,DB06410
Anapolon,Abdi Ibrahim,DB06412
Androlic,British Dispensary,DB06412
Hemogenin,Sanofi Aventis,DB06412
Neoresotyl,Drugtech,DB06413
Restanza,,DB06419
Endostar,,DB06423
Ziracin,,DB06431
Alevaire,,DB06439
Sarasar,,DB06448
Tenovil,,DB06449
Affintak,,DB06451
Soltara,,DB06457
Evizon,,DB06461
Zorcell,,DB06463
Ravax,,DB06464
Remitogen,,DB06467
Zendra,,DB06470
Antova,,DB06475
Promycin,,DB06478
Viviq,,DB06479
Resolor,Shire  Pharmaceuticals Ireland Ltd,DB06480
Emmelle,,DB06496
Alzhemed,,DB06527
Cerebril,,DB06527
Galida,AstraZeneca,DB06536
Cereport,,DB06549
Trabio,,DB06557
BuCast,,DB06580
Melitor,Servier Laboratories Ltd.,DB06594
Valdoxan,Servier Laboratories Ltd.,DB06594
Faridak,,DB06603
Farydak,,DB06603
Omigard,,DB06610
Bosatria,GlaxoSmithKline,DB06612
Peramiflu,,DB06614
Rapiacta,,DB06614
Rapivab,,DB06614
Awegal,,DB06623
Effirma,,DB06623
Efiret,,DB06623
Katadolon,,DB06623
Metanor,,DB06623
Trancolong,,DB06623
Rezonic,,DB06634
Zunrisa,,DB06634
Avitrol,,DB06637
Fampridine-SR,,DB06637
Ranmark,Daiichi Sankyo,DB06643
Photrex,,DB06659
Riquent,,DB06662
Signifor,,DB06663
Signifor LAR,,DB06663
Rezular,,DB06669
Pivlaz,,DB06677
Monolate,,DB06689
Moramin,,DB06689
Neosclerol,,DB06689
Oldamin,,DB06689
Varicetin,,DB06689
Balminil,,DB06694
Otriven,,DB06694
Otrivin,,DB06694
Otrivine,,DB06694
Otrix,,DB06694
Xylomet,,DB06694
Xylostar,Intas,DB06694
Pradax,Boehringer Ingelheim,DB06695
Rendix,,DB06695
Khedezla,,DB06700
Zyven-OD,,DB06700
Attenade,Celgene,DB06701
Gadovist,Bayer Schering Pharma,DB06703
Octanil,,DB06706
Octin,,DB06706
Neo-Cobefrin,,DB06707
Nordefrin,,DB06707
Testred,,DB06710
Virilon,,DB06710
Nivadil,,DB06712
Benzedrex,,DB06714
Dristan inhaler,,DB06714
Obesin,,DB06714
Aquavan,,DB06716
Stromba,,DB06718
Winstrol,,DB06718
Winstrol Depot,,DB06718
Cinnafact,Cinnagen,DB06719
Imiglucerase,Genzyme Corporation,DB06720
Alu-Cap,3M,DB06723
Amphojel,Wyeth,DB06723
Lorcam,Taisho Pharmaceutical Co.,DB06725
Xafon,Nycomed,DB06725
Sulfabid,,DB06729
Androxal,,DB06735
Cincofen,,DB06736
Clanza,,DB06736
Hifenac,,DB06736
Borbit,Yoshindo,DB06737
Peleton,Towa Yakuhin,DB06737
Peon,Zeria Shinyaku,DB06737
Salafapinon,Choseido Pharmaceutical,DB06737
Soleng,Kyorin Rimedio,DB06737
Soleton,CJ Cheiljedang,DB06737
Soluirubin,Taiyo Pharmaceutical,DB06737
Zaltoprofen Tatsumi Kagaku,Tatsumi Kagaku,DB06737
Zatferon,Sawai Seiyaku,DB06737
Zyrogen,Yoo Young,DB06737
Cliradon,Pfizer,DB06738
Ketogan,Pfizer,DB06738
Ketorax,Pfizer,DB06738
Bronica,,DB06739
Ambrolex,GlaxoSmithKline Inc.,DB06742
Ambrox,Square,DB06742
Tabcin,,DB06742
Drotin,,DB06751
No-Spa,Sanofi-Aventis,DB06751
Taverin,,DB06751
Sucraid,,DB06760
Pindac,Leo Pharm,DB06762
Amlactin,,DB06768
Levact,NAPP Pharmaceuticals ,DB06769
Treakisym,Teva Pharmaceutical Industries Ltd.,DB06769
Calcibind,Mission Pharma,DB06776
Chenix,Sigma Tau,DB06777
Gynoseptyl,,DB06778
Gynostad,,DB06778
Hi Trace Copper,,DB06778
Intense Copper,,DB06778
M-Care,,DB06778
Zyload,,DB06778
Boxol,Pharmacia,DB06779
Eurodal,Gland,DB06779
Ligoframin,Pfizer,DB06779
Low Liquemine,Roche,DB06779
Bal In Oil Injection,Taylor Pharmaceuticals,DB06782
Dimaval,Heyl,DB06782
Dimercaprol,Akorn,DB06782
TechneScan DMSA,Mallinckrodt,DB06782
Neoscan,"Medi-Physics, Inc.",DB06784
Adcortin,Daiichi Sankyo,DB06786
Berodan,Dong Sung,DB06786
Betacorton,Spirig,DB06786
Confumin,Hwang's,DB06786
Cortilate,Micro Gratia,DB06786
Ha Le Te,Tianjin Pharmaceutical Group Xinzheng,DB06786
Halciderm,Teofarma,DB06786
Halcinonide-Pacific Pharm,Pacific,DB06786
Sawastin,Sawai Seiyaku,DB06786
Tral,Abbott,DB06787
Traline,Abbott,DB06787
Suprellin,,DB06788
Suprellin LA,,DB06788
Vantas,,DB06788
Delalutin,Bristol-Myers Squibb,DB06789
Gestiva,Cytyc,DB06789
Hormofort,Kobanyai,DB06789
ldrogestene,Farmila,DB06789
Somatuline,Ipsen,DB06791
Foznol,,DB06792
Phosbloc,,DB06792
Dormate,Medpointe Pharm HLC,DB06797
Hexamine,,DB06799
Moctanin,,DB06801
Niclocide,,DB06803
Advantage 24,Lake Pharmaceuticals,DB06804
Gynoll,Ortho Options,DB06804
Today,Bliss Pharmaceuticals,DB06804
VCF,Apothecus Pharmaceuticals,DB06804
Mithracin,Pfizer,DB06810
Aethoxysklerol,,DB06811
Asmetil,,DB06814
Caytine,,DB06814
Palison,,DB06814
Ventaire,,DB06814
triButyrate,Fyrlklövern Scandinavia,DB06819
Acadione,Sanofi-Aventis France,DB06823
Capen,,DB06823
Captimer ,MIT Gesundheit,DB06823
Epatiol,Medici Italy,DB06823
Kai Na,,DB06823
Mucosyt,Bioprogress,DB06823
Sutilan,,DB06823
Thiola,,DB06823
Vincol,,DB06823
Diphereline,Ferring Pharmaceuticals,DB06825
Gonapeptyl,Ferring Pharmaceuticals,DB06825
Variopeptyl,Varian Darou Pajooh,DB06825
Rheumox,Amdipharm Mercury Company Limited,DB07402
Rizaben,,DB07615
Estrifar,,DB07931
Estronal,,DB07931
Hexoestrol,Tai Yu,DB07931
Synestrol,Biopharm,DB07931
Synoestrol,,DB07931
Coactinon,,DB08188
DERMAPROT,,DB08604
Stri-Dex cleansing bar,,DB08604
Pelentan,,DB08794
Tromexan,,DB08794
Alocillin,Panbiotic,DB08795
Alocin,Conba,DB08795
Azlocillin,Balkanpharma,DB08795
Theratuss,Bristol-Myers Squibb,DB08796
Sulfmidil,,DB08798
Sulfuno,,DB08798
Vasocon-a,,DB08799
Avapena,,DB08800
Suprastin,,DB08800
Synopen,,DB08800
Fenistil,Novartis,DB08801
Foristal,Novartis,DB08801
Vibrocil,Novartis,DB08801
Actapront,Purissimus,DB08802
Alergis Jalea,Deutsche Pharma,DB08802
Andantol,Deutsche Pharma,DB08802
Apaisyl,Merck,DB08802
Calmogel,Sanofi,DB08802
Nilergex,I.C.I.,DB08802
Thymazen,,DB08803
Deca-Durabol,,DB08804
Deca-Durabolin,,DB08804
Retabolil,,DB08804
Roxit,,DB08806
Sandonorm,,DB08807
Betadrenol,Desma,DB08808
Ophtorenin,Winzer (Germany),DB08808
Blaston,,DB08810
Cinmove,,DB08810
Cintapro,,DB08810
Paxapride,,DB08810
Pemix,,DB08810
Emandaxin,,DB08811
Grandaxin,,DB08811
Aflen,,DB08814
Disgren,,DB08814
Grendis,,DB08814
Brilinta,,DB08816
Possia,AstraZeneca,DB08816
AMO Vitrax,,DB08818
AMVISIC Plus,,DB08818
Cystistar,,DB08818
Euflexxa,Ferring,DB08818
Hyalart,,DB08818
Hyalgan,Fidia,DB08818
Hylo-Comod,,DB08818
Legend,,DB08818
Monovisc,"Anika Therapeutics, Inc.",DB08818
Recosyn,,DB08818
Synvisc,,DB08818
Viscure,,DB08818
Yardel,,DB08818
Taflotan,Regeneron Pharmaceuticals,DB08819
Success ,The Dow Chemical Company,DB08823
Lojuxta,,DB08827
Tauro,Teofarma,DB08834
Taurolite,Bio-Gen,DB08834
Naabak,Thea,DB08835
Acecol,Sankyo,DB08836
5-HTP,Natural Factors,DB08839
HTP Calm,Natural Balance,DB08839
Natural 5-HTP,Healthy Origins,DB08839
Seotonin,Apotheca Company,DB08839
Super 5-HTP,Action Labs,DB08839
Acilen,IFI (Italy),DB08842
Actigeron,Bago (Chile),DB08842
Branigen,Sigma-Tau (Italy),DB08842
Branitil,OFF (Italy),DB08842
Ceredor,IRBI (Italy),DB08842
Fertilix,Fortbenton (Argentina),DB08842
Lacetilina,Pentafarma (Portugal),DB08842
Laremide,Lafedar (Argentina),DB08842
Levocetile,Korea United (Philippines),DB08842
Maxoza,Sun (India),DB08842
Memorx IQ Plus,Gruppo Medica (Philippines),DB08842
Memovigor,Euro-Pharma (Italy),DB08842
Neurex,Beta (Argentina),DB08842
Neuroactil ,Bago (Argentina),DB08842
Nicetile,Sigma-Tau (Italy),DB08842
Normobren,Medosan (Italy),DB08842
Phototrop,Tubilux (Italy),DB08842
Zibren,Sigma-Tau (Italy),DB08842
Gilenia,,DB08868
Uplyso,PFIZER,DB08876
Tradjenta,,DB08882
Epadel,,DB08887
Betanis,,DB08893
Metmiga,,DB08893
Abthrax ,Human Genome Sciences Inc.,DB08902
Alpharadin,,DB08913
Lullan,Dainippon Sumitomo Pharma,DB08922
Acutran,,DB08924
Olmifon,Cephalon,DB08925
Balarsen,Endo Products,DB08928
Lulicon,Pola Pharma ,DB08933
Hepcinat,Natco Pharma Ltd.,DB08934
Hepcvir,Cipla Limited,DB08934
Resof,Hetero Drugs Ltd ,DB08934
SoviHep,Zydus Cadila,DB08934
Di-Paralene,,DB08936
Mantadil,,DB08936
Pruresidine,,DB08936
Trihistan,,DB08936
Zimin,New Chemical,DB08936
Almadrat T,Actavis,DB08938
Almagel T,Balkanpharma,DB08938
Antashin,Standard,DB08938
Bemolan,Nycomed,DB08938
Cremag,Zuoz,DB08938
Glysan,Riemser,DB08938
Lowsium,Rugby,DB08938
Magacid,Purzer,DB08938
Malugastrin,Polfa Lódz,DB08938
Riopan,Nycomed,DB08938
Sanaflat,Perumed,DB08938
Maxicam,,DB08942
Icaden,Bayer,DB08943
Peracon,Solvay,DB08944
Biliscopin,Bayer Schering,DB08945
Biliscopin DIC,Bayer Yakuhin,DB08945
Colegraf,Estedi,DB08946
Gastromiro,Bracco,DB08947
Iopamiro,Bracco,DB08947
Iopamiron,Bayer,DB08947
Jopamiro,Bracco,DB08947
Moiopamin,Hikari Seiyaku,DB08947
Oypalomin,Fuji Yakuhin,DB08947
Solutrast,Bracco,DB08947
Angiomiron,Schering,DB08948
Jodomiron,,DB08948
Renovue,,DB08948
Uromiro,,DB08948
Uromiron,Schering,DB08948
Hexaniton,Ni-The,DB08949
Hexazin,Johnson,DB08949
Hexin,New Chemical,DB08949
Hexopal,Clonmel,DB08949
Iexaniton,Ni-The,DB08949
Nicoxatin,Fuso Pharmaceutical,DB08949
Baratol,Amdipharm,DB08950
Doralese,GlaxoSmithKline / Chemidex,DB08950
Vidora,Leurquin,DB08950
Wydora,Riemser,DB08950
Upstène,Pharmuka,DB08953
Cerocral,Sanofi,DB08954
Furezanil,Tsuruhara Seiyaku,DB08954
Iburonol,Towa Yakuhin,DB08954
Linbulane,Tatsumi Kagaku,DB08954
Technis,Sawai Seiyaku,DB08954
Vadilex,Sanofi,DB08954
Vasculodil,Kyowa Yakuhin,DB08954
Youajyl,Yoshindo,DB08954
Deflogon,,DB08955
Ibudros,Lucchini Laboratoire,DB08955
Viadril,Pfizer,DB08956
Argocian,Biol,DB08957
