food_interaction,drugbank_id
Take separate from antacids. Take at least 2 hours before or after antacids.,DB09101
Take with food.,DB09101
"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of daclatasvir, which may increase its serum concentration. Dose changes may be necessary.",DB09102
Avoid St. John's Wort. This herb induces the CYP3A metabolism of daclatasvir and may reduce its serum concentration. Co-administration of daclatasvir with St. John's Wort is contraindicated.,DB09102
Take with or without food. Daclatasvir AUC and Cmax are slightly reduced when administered with food.,DB09102
No food interactions are expected.,DB09110
Take after a meal. This may reduce gastrointestinal irritation.,DB09115
Avoid alcohol. Ingesting alcohol may increase the dizziness and drowsiness that can be caused by stiripentol.,DB09118
Avoid St. John's Wort. This herb induces the CYP3A metabolism of stiripentol and may reduce its serum concentration.,DB09118
Take with a full glass of water.,DB09118
Take with food.,DB09118
Take with or without food.,DB09119
"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of dienogest, which may increase its serum concentration.",DB09123
Avoid St. John's Wort. This herb induces the CYP3A metabolism of dienogest and may reduce its serum concentration.,DB09123
Take at the same time every day.,DB09123
Take with food. Take potassium citrate within 30 minutes of eating to limit gastrointestinal irritation.,DB09125
Avoid St. John's Wort. This herb induces the CYP3A metabolism of brexpiprazole and may reduce its serum concentration. The dose of Brexpiprazole should be doubled if administered with St. John's wort.,DB09128
Drink plenty of fluids.,DB09128
Take with or without food.,DB09128
Administer vitamin supplements. Niacin (from food or supplements) may increase the absorption of chromium.,DB09129
Take with foods containing vitamin C. Vitamin C may increase the oral absorption of chromium/chromic chloride.,DB09129
Take on an empty stomach. Do not eat the meal that occurs before the administration of iothalamic acid for examination.,DB09133
Take on an empty stomach. Administer Technetium Tc-99m mebrofenin at least 4 hours after food to avoid false positives caused by food stimulating emptying of the gallbladder.,DB09137
Drink plenty of fluids. Void urine as frequently as possible after the examination to minimize excess radiation of the bladder.,DB09138
"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of sonidegib, which may increase its serum concentration.",DB09143
Avoid St. John's Wort. This herb induces the CYP3A metabolism of sonidegib and may reduce its serum concentration.,DB09143
Take on an empty stomach. Take sonidegib at least 1 hour before or 2 hours after eating.,DB09143
Take with a full glass of water. Take with at least 4 ounces of water.,DB09144
Take with or without food. Mix the uridine triacetate granules with soft food and consume within 30 minutes of mixing.,DB09144
Take with food. Take with meals to maximize phosphate binding capacity and reduce phosphate absorption.,DB09146
Take with or without food. Recommendations vary from product to product - consult individual product monographs for additional information.,DB09154
Take on an empty stomach. This diagnostic agent should be administered to fasted patients (ideally at least 4 hours post-intake).,DB09164
Avoid St. John's Wort. This herb induces the CYP3A metabolism of dasabuvir and may reduce its serum concentration. St. John's Wort is contraindicated for use with Viekira Pak.,DB09183
Take at the same time every day.,DB09183
Take with food.,DB09183
Take with or without food. Co-administration with food does not affect bioavailability.,DB09237
Drink plenty of fluids. Drinking water is important to prevent dehydration when taking Teysuno.,DB09256
Take on an empty stomach. Food does not impact the bioavailability of tegafur. Food does affect other ingredients in the combination product Teysuno. Take Teysuno at least 1 hour before or after eating.,DB09256
Drink plenty of fluids. Drinking water is important to prevent dehydration when taking Teysuno.,DB09257
Take on an empty stomach. Take Teysuno at least 1 hour before or after eating.,DB09257
Take with or without food.,DB09263
Take at the same time every day.,DB09265
Take before a meal. Take lixisenatide within one hour before the first meal of the day.,DB09265
Avoid calcium supplements/calcium rich foods. Take strontium ranelate separated from calcium-containing food and supplements.,DB09267
Take on an empty stomach. Take strontium ranelate between meals and at least 2 hours after eating at bedtime for optimal bioavailability.,DB09267
Avoid alcohol.,DB09268
"Avoid solid foods. When using picosulfuric acid in preparation for a colonoscopy, only consume clear fluids the day before the procedure.",DB09268
Take with or without food. Many different products contain ubidecarenone; refer to the product monograph for more specific instructions.,DB09270
Avoid excessive or chronic alcohol consumption. The risk of pancreatitis is increased with excess/chronic alcohol consumption.,DB09272
Take with food.,DB09272
"Avoid alcohol. Avoid ingesting alcohol during therapy with Pylera and for three days after discontinuation as it may cause flushing, nausea, and vomiting.",DB09275
Take after a meal. The overall exposure to bismuth subcitrate potassium was not significantly impacted by administration with food when tested in the combination product Pylera.,DB09275
Take with or without food. Give a higher dose of activated charcoal if it is administered after a large meal.,DB09278
"Avoid alcohol. Withdrawing from alcohol increases the risk of seizures, which is also caused by the drug.",DB09287
Avoid milk and dairy products.,DB09287
Avoid solid foods. Consume only clear liquids from the start of drug treatment until after the colonoscopy.,DB09287
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of rolapitant.,DB09291
Take with or without food.,DB09291
Drink plenty of fluids.,DB09293
Limit iodine intake. Consume a low iodine diet for two weeks before the administration of sodium Iodide I-131.,DB09293
Take on an empty stomach. Avoid eating for 2 hours before and after administering iodide I-131.,DB09293
Avoid St. John's Wort.,DB09296
Take with food.,DB09296
Avoid St. John's Wort.,DB09297
Take with food.,DB09297
Take at the same time every day.,DB09299
Take with or without food. Recommendations vary from product to product - consult individual product monographs for additional information.,DB09299
"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of synthetic conjugated estrogens, A.",DB09317
"Avoid St. John's Wort. This herb induces CYP3A4 metabolism and may reduce serum levels of synthetic conjugated estrogens, A.",DB09317
"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of synthetic conjugated estrogens, B.",DB09318
"Avoid St. John's Wort. This herb induces CYP3A4 metabolism and may reduce serum levels of synthetic conjugated estrogens, B.",DB09318
Take with or without food.,DB09318
Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.,DB09321
"Do not take with bran and high fiber foods. For optimal absorption, take zinc at least 2 hours before or after eating high-fiber foods.",DB09321
Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset.,DB09321
Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.,DB09322
"Do not take with bran and high fiber foods. For optimal absorption, take zinc at least 2 hours before or after eating high-fiber foods.",DB09322
Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset.,DB09322
Avoid milk and dairy products. Do no take this drug within 1 hour of consuming dairy products.,DB09325
"Avoid St. John's Wort. This herb induces the CYP3A metabolism of osimertinib, and therefore, dose adjustments are necessary if they must be co-administered.",DB09330
Take at the same time every day.,DB09330
Take with or without food.,DB09330
Take with food.,DB09343
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of esterified estrogens.",DB09381
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of esterified estrogens.,DB09381
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of norgestrel.",DB09389
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of norgestrel.,DB09389
Take at the same time every day.,DB09389
"Take with food. For pediatric patients, orally administered Technetium Tc-99m sulfur colloid should be given with milk, or if administered by nasogastric tube, it should be given with milk or dextrose.",DB09397
Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.,DB09407
"Take separate from antacids. Magnesium, calcium, or aluminum antacids may reduce the absorption of phosphate in K-phos.",DB09413
Take with a full glass of water. Dissolve K-Phos tablets in water then ingest.,DB09413
Take with food. Take K-Phos tablets at bedtime and with meals.,DB09413
Limit iodine intake. Consume a low iodine diet for two weeks before the administration of Iodide I-123.,DB09420
Take on an empty stomach. Fasting before the use of I-123 for imaging of the thyroid may increase accuracy.,DB09420
Do not take with or immediately after a high-fat meal. Fatty food can disrupt the TSH assay by increasing lipid levels in the blood.,DB09421
Take with or without food. Take protirelin either after a low-fat meal or on an empty stomach.,DB09421
Drink plenty of fluids. Fluids will help remove excess radiation from the body when Indium In-111 chloride is used to radiolabel pentetreotide.,DB09490
"Take on an empty stomach. When using Fludeoxyglucose (18F) in oncology or neurology, avoid eating for 4-6 hours before Fludeoxyglucose (18F) administration.",DB09502
Take with food. Consuming food or beverages containing 50-75 grams of glucose just before the administration of Fludeoxyglucose (18F) may be beneficial in the setting of cardiology imaging.,DB09502
Take separate from meals. The urea breath test using Urea C-13 should be done at least 1 hour before and after food and drink.,DB09510
Take with or without food. Recommendations vary from product to product - consult individual product monographs for additional information.,DB09512
Take on an empty stomach. Avoid eating and drinking for 4-6 hours before doing a urea breath test with Urea C-14.,DB09513
Take with a full glass of water.,DB09539
Take with food. Take with food to reduce gastrointestinal disturbance.,DB09539
Avoid alcohol. Alcohol may have additive CNS depressant effects with dexchlorpheniramine maleate.,DB09555
Drink plenty of fluids. Consuming lots of fluid before the PET/CT will reduce excess exposure to radiation by increasing urinary voiding.,DB09563
Take on an empty stomach. Avoid eating for at leats 6 hours before the administration of Choline C-11.,DB09563
Avoid alcohol. Alcohol may impair blood glucose control.,DB09564
"Take on an empty stomach. Food increases the absorption of ixazomib, take ixazomib dose at least one hour before and at least two hours after food.",DB09570
Take separate from meals. Avoid eating or drinking for at least 30 minutes after applying hydrogen fluoride oral dental gel.,DB11072
Take with or without food.,DB11093
Take with or without food. Recommendations vary from product to product - consult individual product monographs for additional information.,DB11094
Avoid potassium-containing products. Excess potassium intake may cause hyperkalemia. Avoid salt substitutes like potassium chloride (KCl).,DB11098
"Take with a full glass of water. Dissolve the 10 mEq tablet in at least 2-3 oz of fluid, and the 20 mEq tablet in at least 3-4 oz of liquid (juice or water).",DB11098
Take with food.,DB11098
Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.,DB11110
Avoid caffeine.,DB11124
Take with a full glass of water.,DB11126
Take with food.,DB11126
Administer vitamin supplements. Niacin (from food or supplements) may increase the absorption of chromium.,DB11136
Take with foods containing vitamin C. Vitamin C may increase the absorption of chromium.,DB11136
Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.,DB11154
"Do not take with bran and high fiber foods. For optimal absorption, take zinc citrate at least 2 hours before or after eating high-fiber foods.",DB11154
Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset.,DB11154
Take with or without food.,DB11176
Take with food. Some studies have found that this improves imaging.,DB11180
Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.,DB11189
Take after a meal. Alcloxa is an ingredient used in toothpaste and brushing teeth after each meal is recommended.,DB11205
Take with a full glass of water.,DB11228
Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.,DB11248
"Do not take with bran and high fiber foods. For optimal absorption, take zinc at least 2 hours before or after eating high-fiber foods.",DB11248
Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset.,DB11248
Administer vitamin supplements. Foods or supplements containing niacin (Vitamin B3) may improve the absorption of chromium.,DB11255
Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of chromium.,DB11255
Take with or without food. Recommendations vary from product to product - consult individual product monographs for additional information.,DB11256
Take with food.,DB11363
Avoid natural licorice. Licorice root can induce hypokalemia in patients taking sennosides.,DB11365
"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",DB11431
Drink plenty of fluids.,DB11560
Take with a full glass of water.,DB11560
Take with food.,DB11560
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of elbasvir. Co-administration of Elbasvir with St. John's Wort is contraindicated.,DB11574
"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A, which may increase the serum levels of elbasvir, a CYP3A substrate.",DB11574
Take at the same time every day.,DB11574
Take with or without food.,DB11574
Take with or without food.,DB11575
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of venetoclax.",DB11581
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of venetoclax.,DB11581
Take at the same time every day.,DB11581
Take with a full glass of water.,DB11581
Take with food.,DB11581
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of asunaprevir. Co-administration of asunaprevir with St. John's Wort is contraindicated.,DB11586
"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of asunaprevir.",DB11586
Take with or without food.,DB11586
Take with a full glass of water.,DB11587
Take with or without food.,DB11587
Avoid grapefruit products. Avoid other fruit juice as well for optimal absorption.,DB11591
Take on an empty stomach. Take at least two hours before or one hour after eating.,DB11591
Avoid alcohol. Ingesting alcohol may cause additive CNS depressive effects.,DB11609
Avoid alcohol. Ingesting alcohol may cause additive CNS depressive effects.,DB11610
Avoid St. John's Wort.,DB11613
Take with or without food. Multiple different combination products contain velpatasvir. Take Epclusa with or without food. Take Vosevi with food.,DB11613
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of rupatadine.",DB11614
Take with or without food.,DB11614
Take separate from meals. Take opicapone at least one hour before or after eating.,DB11632
Avoid St. John's Wort.,DB11633
Exercise caution with grapefruit products.,DB11633
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of delamanid.,DB11637
Take with food. Taking delamanid with food increases its bioavailability.,DB11637
Take with or without food.,DB11640
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of vinflunine.",DB11641
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of vinflunine.,DB11641
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of pitolisant. Dose adjustment may be necessary for co-administration.,DB11642
Take with or without food. A high-fat meal had no clinically significant effects on drug pharmacokinetics.,DB11642
Take with or without food.,DB11644
Take with or without food. There is no meaningful clinical effect of food on this drug.,DB11652
Take on an empty stomach. Avoid consuming food 2 hours before and 1 hour after each dose.,DB11689
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of naldemedine.,DB11691
Take with or without food.,DB11691
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of acalabrutinib. Dose adjustment may be necessary if co-administered.",DB11703
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of acalabrutinib.,DB11703
Take separate from antacids. Take at least 2 hours before or after antacids.,DB11703
Take with a full glass of water.,DB11703
Take with or without food.,DB11703
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of tezacaftor.",DB11712
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of tezacaftor.,DB11712
Take with food. Tezacaftor should be taken with fat-containing food to increase exposure.,DB11712
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of encorafenib.",DB11718
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of encorafenib.,DB11718
Take with or without food.,DB11718
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of ribociclib.",DB11730
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of ribociclib.,DB11730
Take at the same time every day.,DB11730
Take with or without food.,DB11730
Avoid alcohol.,DB11732
"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",DB11732
Avoid alcohol.,DB11753
Take with a full glass of water.,DB11753
Take with or without food.,DB11753
Avoid St. John's Wort. St. John's Wort decreases istradefylline concentrations.,DB11757
Take at the same time every day.,DB11757
Take with or without food.,DB11757
Take at the same time every day.,DB11760
Take with or without food.,DB11760
Take before a meal. Tenapanor should be administered immediately prior to the first meal of the day and immediately prior to dinner.,DB11761
"Take with or without food. Co-administration with high-fat meals slightly alters AUC, but not to a clinically significant extent.",DB11791
Take at the same time every day.,DB11793
Take with or without food.,DB11793
Avoid St. John's Wort.,DB11799
Take at the same time every day.,DB11799
Take separate from antacids. Take bictegravir at least 2 hours before or 6 hours after taking antacids containing aluminum or magnesium.,DB11799
"Take with food. When taking iron or calcium-containing products, bictegravir should be taken with food.",DB11799
Take with or without food.,DB11799
Take at the same time every day.,DB11817
Take with or without food.,DB11817
Avoid alcohol. Ingesting alcohol may increase the sedative effects of esketamine.,DB11823
"Take separate from meals. Avoid eating for at least 2 hours, and drinking for at least 30 minutes before taking esketamine.",DB11823
Avoid excessive or chronic alcohol consumption. Alcohol abuse may increase the risk of ketoacidosis.,DB11827
Take with or without food.,DB11827
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of neratinib.",DB11828
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of neratinib.,DB11828
Take at the same time every day.,DB11828
Take separate from antacids. Wait at least 3 hours after taking antacids to take neratinib.,DB11828
Take with food.,DB11828
Drink plenty of fluids.,DB11835
"Take with or without food. Administration with food slightly alters absorption, but not to a clinically significant extent.",DB11837
Avoid alcohol. Ingesting alcohol may increase the dizziness and drowsiness caused by brexanolone.,DB11859
Administer calcium supplement. Ensure adequate calcium supplementation.,DB11866
Administer vitamin supplements. Ensure adequate vitamin D supplementation.,DB11866
Take at the same time every day.,DB11901
Take with or without food.,DB11901
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of valbenazine.,DB11915
Take with or without food.,DB11915
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of deflazacort.",DB11921
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of deflazacort.,DB11921
Take with or without food. The tablets may be crushed and mixed with applesauce and consumed immediately.,DB11921
Take with or without food.,DB11936
Take with or without food. Co-administration with food does not affect pharmacokinetics.,DB11942
Avoid multivalent ions. Separate the administration of multivalent cations from delafloxacin by at least 6 hours before or 2 hours after delafloxacin.,DB11943
Take separate from antacids. The administration of antacids should be separated from delafloxacin by at least 6 hours before or 2 hours after delafloxacin.,DB11943
Take with or without food.,DB11943
Take on an empty stomach. Co-administration with food delays absorption and sleep onset.,DB11951
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of duvelisib.,DB11952
Take with or without food.,DB11952
Take at the same time every day.,DB11963
Take separate from antacids. Take dacomitinib at least 6 hours before or 10 hours after administering antacids.,DB11963
Take with or without food.,DB11963
Take with or without food.,DB11967
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of glasdegib.,DB11978
Take at the same time every day.,DB11978
Take with or without food.,DB11978
Administer calcium supplement. This will minimize the risk of bone mineral density loss.,DB11979
Administer vitamin supplements. Administer Vitamin D supplements to minimize the risk of bone mineral density loss.,DB11979
Take at the same time every day.,DB11979
Take with or without food.,DB11979
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of entrectinib.",DB11986
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of entrectinib.,DB11986
Take with or without food. Co-administration of food does not affect pharmacokinetics.,DB11986
Take with or without food.,DB11989
Take with food.,DB11995
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of abemaciclib.",DB12001
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of abemaciclib.,DB12001
Take at the same time every day.,DB12001
Take with or without food.,DB12001
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of fostamatinib.,DB12010
Take with or without food.,DB12010
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of alpelisib.,DB12015
Take at the same time every day.,DB12015
Take with food. Food does not significantly affect the AUC of alpelisib.,DB12015
Take with food. Take tecovirimat within 30 minutes of eating a fatty meal containing approximately 25 grams of fat.,DB12020
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of voxilaprevir.,DB12026
"Take separate from antacids. Take Vosevi (sofosbuvir, velpatasvir, and voxilaprevir) at least 4 hours before or after antacids. Antacids have been shown to reduce the serum levels of velpatasvir and may not impact voxilaprevir.",DB12026
Take with food.,DB12026
Take separate from antacids.,DB12035
Take with fluids. This may reduce irritation of the esophagus.,DB12035
Take with or without food.,DB12035
Avoid St. John's Wort. Co-administration may lead to decreased serum concentrations of letermovir.,DB12070
Take with or without food.,DB12070
Take with food. Food increases the bioavailability of telotristat ethyl.,DB12095
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of lorlatinib.",DB12130
Avoid St. John's Wort. This herb induces the CYP3A metabolism of lorlatinib and may reduce its serum concentration. Co-administration of lorlatinib with St. John's Wort is contraindicated.,DB12130
Take at the same time every day.,DB12130
Take with or without food.,DB12130
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of gilteritinib.",DB12141
"Avoid St. John's Wort. This herb induces CYP3A4 and p-glycoprotein, which may reduce the serum concentration of gilteritinib.",DB12141
Take at the same time every day.,DB12141
Take with or without food.,DB12141
"Avoid grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of erdafitinib.",DB12147
Avoid St. John's Wort. This herb induces the CYP3A metabolism of erdafitinib and may reduce its serum concentration.,DB12147
Take with or without food.,DB12147
Avoid alcohol. Additive sedative effects may occur from co-administration of deutetrabenazine with alcohol.,DB12161
Take with food. Taking deutetrabenazine with food increases its Cmax.,DB12161
Take with food. Taking triclabendazole with food increases the bioavailability of triclabendazole and its sulfoxide metabolite.,DB12245
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of brigatinib.",DB12267
Avoid St. John's Wort. This herb induces the CYP3A metabolism of brigatinib and may reduce its serum concentration.,DB12267
Take with or without food.,DB12267
Take at the same time every day.,DB12278
Take separate from meals. PrMictoryl Pediatric (propiverine hydrochloride) tablets should be taken at least 1 hour before meals as high-fat meals reduce the bioavailability of PrMictoryl.,DB12278
Take with or without food. Mictoryl (propiverine hydrochloride) modified-release capsules can be taken with or without food as food does not affect its bioavailability.,DB12278
Avoid St. John's Wort. This herb induces the CYP3A metabolism of doravirine and may reduce its serum concentration. Co-administration of doravirine with St. John's Wort is contraindicated.,DB12301
Take at the same time every day.,DB12301
"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent.",DB12301
Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of eravacycline. Dose adjustment may be necessary for co-administration.,DB12329
Take with or without food. High-fat meals may increase the bioavailability of rucaparib.,DB12332
"Avoid herbs and supplements with anticoagulant/antiplatelet activity. These herbs may increase the risk of bleeding. Examples include alfalfa, feverfew, ginger, ginseng, and gingko biloba.",DB12364
Take at the same time every day.,DB12364
Take with food. Taking betrixaban with food may increase its bioavailability.,DB12364
Avoid St. John's Wort. Avoid the use of St. John's wort in patients with CYP2C9 genotype *1/*3 and*2/*3.,DB12371
Take with or without food.,DB12371
"Avoid multivalent ions. Wait at least 4 hours after the omadacycline administration to take multivalent cations (eg. zinc, calcium, magnesium, and iron).",DB12455
Take on an empty stomach. Do not eat for 4 hours before and 2 hours after administering omadacycline. Drinking water after administration is acceptable.,DB12455
Take separate from antacids. Wait at least 4 hours after omadacycline administration to take antacids.,DB12455
"Take with or without food. Pharmacokinetics may be altered when administered with high-fat meals, but the clinical relevance of these effects is unknown.",DB12457
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of copanlisib.",DB12483
Avoid St. John's Wort. This herb induces the CYP3A metabolism of copanlisib and may reduce its serum concentration.,DB12483
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of fedratinib. Dose reduction may be necessary.",DB12500
Avoid St. John's Wort. This herb induces the CYP3A metabolism of fedratinib and may reduce its serum concentration.,DB12500
Take with or without food. Food may help reduce adverse effects of fedratinib such as nausea and vomiting.,DB12500
Avoid tyramine-containing foods and supplements. Avoid food containing high amounts of tyramine (>150mg) as these may increase the risk of hypertension when taken with ozanimod.,DB12612
Take with or without food.,DB12612
Take with or without food. Benserazide is normally given in combination with levodopa as the combination product Prolopa. Levodopa should not be given with protein-rich foods as they may reduce its absorption.,DB12783
"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A, which may increase the serum concentration of lefamulin.",DB12825
Exercise caution with St. John's Wort. This herb induces the CYP3A metabolism of lefamulin and may reduce its serum concentration.,DB12825
Take on an empty stomach. This drug should be taken at least 1 hour before or 2 hours after a meal.,DB12825
Take with a full glass of water. The tablet should be swallowed whole with water.,DB12825
"Take with or without food. Sprinkle onto applesauce, yogurt, or pudding and ingest without crushing the granules.",DB12834
Take with or without food.,DB12887
Avoid St. John's Wort. This herb induces CYP3A and P glycoprotein and may reduce the serum concentration of darolutamide.,DB12941
Take with food. This increases the bioavailability of darolutamide.,DB12941
Take with food. The manufacturer recommends administration with meals.,DB12942
"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of pexidartinib.",DB12978
Avoid St. John's Wort. This herb induces the CYP3A metabolism of pexidartinib and may reduce its serum concentration.,DB12978
Take on an empty stomach. Take at least 1 hour before or 2 hours after eating a meal or snack.,DB12978
Take separate from antacids. Take antacids at least 2 hours before or after pexidartinib.,DB12978
"Avoid St. John's Wort. This herb induces the CYP3A metabolism of macimorelin and may reduce its serum concentration, which may cause a false-positive test result.",DB13074
Take on an empty stomach. Fast for at least eight hours before taking macimorelin.,DB13074
Take with or without food.,DB13125
Take with or without food.,DB13170
Avoid milk and dairy products. Take ferrous sulfate at least 2 hours before or after milk.,DB13257
Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption.,DB13257
Take at least 2 hours before or after calcium supplements.,DB13257
Take separate from antacids. Take ferrous sulfate at least 2 hours before or after antacids.,DB13257
Take with food. This may reduce gastric irritation.,DB13257
Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.,DB13257
Avoid herbs and supplements with anticoagulant/antiplatelet activity. These may increase anticoagulant/antiplatelet activity of clorindione.,DB13275
Avoid milk and dairy products.,DB13381
Avoid multivalent ions.,DB13381
Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption.,DB13381
Take separate from antacids.,DB13381
Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.,DB13381
Take after a meal.,DB13595
Take with a full glass of water.,DB13595
Take with food. Take after a meal.,DB13729
"Take on an empty stomach. Before fluorodopa F18 administration do not eat or drink anything, except for water, for at least 4 hours.",DB13848
Take before a meal.,DB13853
Take with or without food.,DB13873
Take at the same time every day.,DB13874
Take with a full glass of water.,DB13874
Take with or without food.,DB13874
Avoid St. John's Wort. Co-administration may lead to decreased serum concentrations of pibrentasvir.,DB13878
Take with food.,DB13878
Avoid St. John's Wort. Co-administration may lead to decreased serum concentrations of glecaprevir.,DB13879
Take with food.,DB13879
Take on an empty stomach. Take 30 minutes before the first meal of the day.,DB13928
Take with plain water. Do not exceed 4 ounces of water (1/2 cup).,DB13928
Take with food. Take Jatenzo (testosterone undecanoate) oral capsule with food.,DB13946
"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of estradiol acetate.",DB13952
Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of estradiol acetate. Therefore it may reduce the serum concentration and effectiveness of estradiol acetate.,DB13952
"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of estradiol cypionate.",DB13954
Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of estradiol cypionate. Therefore it may reduce the serum concentration and effectiveness of estradiol cypionate.,DB13954
"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of estradiol valerate.",DB13956
Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of estradiol valerate. Therefore it may reduce the serum concentration and effectiveness of estradiol valerate.,DB13956
Avoid antacids.,DB13997
