number,country,approved,expires,pediatric-extension,parent_key
9827242,United States,2017-11-28,2031-05-23,false,DB08815
9907794,United States,2018-03-06,2026-05-26,false,DB08815
2296665,Canada,2008-06-10,2018-07-15,false,DB08816
2351709,Canada,2010-04-06,2019-12-02,false,DB08816
2408596,Canada,2010-12-21,2021-05-31,false,DB08816
7265124,United States,2007-09-04,2021-07-09,false,DB08816
6525060,United States,2003-02-25,2019-12-02,false,DB08816
7250419,United States,2007-07-31,2019-12-02,false,DB08816
6251910,United States,2001-06-26,2018-07-15,false,DB08816
8425934,United States,2013-04-23,2030-04-17,false,DB08816
RE46276,United States,2017-01-17,2019-12-02,false,DB08816
10300065,United States,2019-05-28,2036-01-27,false,DB08816
5886035,United States,1999-03-23,2017-12-18,false,DB08819
9999593,United States,2018-06-19,2029-05-28,false,DB08819
8324242,United States,2012-12-04,2027-04-18,false,DB08820
8354427,United States,2013-01-15,2026-07-06,false,DB08820
8754224,United States,2014-06-17,2026-12-28,false,DB08820
8410274,United States,2013-04-02,2026-12-28,false,DB08820
7495103,United States,2009-02-24,2027-05-20,false,DB08820
8741933,United States,2014-06-03,2026-11-08,false,DB08820
8716338,United States,2014-05-06,2026-11-08,false,DB08820
8846718,United States,2014-09-30,2028-12-04,false,DB08820
8653103,United States,2014-02-18,2028-12-04,false,DB08820
9216969,United States,2015-12-22,2026-11-08,false,DB08820
8507534,United States,2013-08-13,2030-09-20,false,DB08820
8993600,United States,2015-03-31,2030-12-11,false,DB08820
8883206,United States,2014-11-11,2033-02-27,false,DB08820
9670163,United States,2017-06-06,2026-12-28,false,DB08820
9192606,United States,2015-11-24,2029-09-29,false,DB08820
7973038,United States,2011-07-05,2026-11-08,false,DB08820
9150552,United States,2015-10-06,2028-12-04,false,DB08820
8415387,United States,2013-04-09,2027-11-12,false,DB08820
9012496,United States,2015-04-21,2033-07-15,false,DB08820
8598181,United States,2013-12-03,2027-05-01,false,DB08820
8629162,United States,2014-01-14,2025-06-24,false,DB08820
8623905,United States,2014-01-07,2027-05-01,false,DB08820
7645789,United States,2010-01-12,2027-05-01,false,DB08820
7776905,United States,2010-08-17,2027-06-03,false,DB08820
9931334,United States,2018-04-03,2026-12-28,false,DB08820
9974781,United States,2018-05-22,2027-04-09,false,DB08820
10022352,United States,2018-07-17,2027-04-09,false,DB08820
10058546,United States,2018-08-28,2033-07-15,false,DB08820
10081621,United States,2018-09-25,2031-03-25,false,DB08820
10076513,United States,2018-09-18,2028-12-04,false,DB08820
10206877,United States,2019-02-19,2035-04-14,false,DB08820
10239867,United States,2019-03-26,2027-04-09,false,DB08820
10272046,United States,2019-04-30,2033-02-27,false,DB08820
10597384,United States,2008-12-04,2028-12-04,false,DB08820
9169238,United States,2015-10-27,2030-02-25,false,DB08822
7572920,United States,2009-08-11,2025-01-07,false,DB08822
9066936,United States,2015-06-30,2028-03-26,false,DB08822
7157584,United States,2007-01-02,2025-05-22,false,DB08822
9387249,United States,2016-07-12,2031-07-01,false,DB08822
5496931,United States,1996-03-05,2013-03-05,false,DB08823
6342482,United States,2002-01-29,2019-06-22,false,DB08823
7030095,United States,2006-04-18,2021-07-02,false,DB08823
6063771,United States,2000-05-16,2023-07-25,false,DB08823
5310912,United States,1994-05-10,2013-02-25,false,DB08824
7049328,United States,2006-05-23,2021-06-28,false,DB08826
8703156,United States,2014-04-22,2029-10-29,false,DB08826
5739135,United States,1998-04-14,2015-04-14,false,DB08827
5712279,United States,1998-01-27,2016-02-21,false,DB08827
6492365,United States,2002-12-10,2019-12-10,false,DB08827
8618135,United States,2013-12-31,2025-03-07,false,DB08827
7932268,United States,2011-04-26,2027-08-19,false,DB08827
9265758,United States,2016-02-23,2025-03-07,false,DB08827
9433617,United States,2016-09-06,2025-03-07,false,DB08827
9364470,United States,2016-06-14,2025-03-07,false,DB08827
9861622,United States,2018-01-09,2025-03-07,false,DB08827
10016404,United States,2018-07-10,2025-03-07,false,DB08827
10555938,United States,2005-03-07,2025-03-07,false,DB08827
9278961,United States,2016-03-08,2028-12-15,false,DB08828
7888364,United States,2011-02-15,2028-11-11,false,DB08828
6465477,United States,2002-10-15,2016-12-20,false,DB08860
5753675,United States,1998-05-19,2015-05-19,false,DB08860
5856336,United States,1999-01-05,2021-06-25,true,DB08860
7022713,United States,2006-04-04,2024-08-19,true,DB08860
5854259,United States,1998-12-29,2015-12-29,false,DB08860
8557993,United States,2013-10-15,2024-08-02,true,DB08860
8829186,United States,2014-09-09,2031-01-19,false,DB08860
5914331,United States,1999-06-22,2018-01-02,true,DB08864
6043230,United States,2000-03-28,2018-01-25,true,DB08864
5814639,United States,1998-09-29,2017-03-29,true,DB08864
6642245,United States,2003-11-04,2021-05-04,true,DB08864
6703396,United States,2004-03-09,2021-09-09,true,DB08864
5922695,United States,1999-07-13,2018-01-25,true,DB08864
5935946,United States,1999-08-10,2018-01-25,true,DB08864
5977089,United States,1999-11-02,2018-01-25,true,DB08864
8592397,United States,2013-11-26,2024-01-13,false,DB08864
8716264,United States,2014-05-06,2024-01-13,false,DB08864
7125879,United States,2006-10-24,2022-08-09,false,DB08864
6838464,United States,2005-01-04,2021-02-26,false,DB08864
8080551,United States,2011-12-20,2023-04-11,false,DB08864
8101629,United States,2012-01-24,2022-08-09,false,DB08864
7067522,United States,2006-06-27,2019-12-20,false,DB08864
7638522,United States,2009-12-29,2023-04-14,false,DB08864
8841310,United States,2014-09-23,2025-12-09,false,DB08864
9296769,United States,2016-03-29,2032-08-15,false,DB08864
7803788,United States,2010-09-28,2022-02-02,false,DB08864
8754065,United States,2014-06-17,2032-08-15,false,DB08864
7390791,United States,2008-06-24,2022-05-07,false,DB08864
9457036,United States,2016-10-04,2024-01-13,false,DB08864
9744181,United States,2017-08-29,2024-01-13,false,DB08864
9242986,United States,2016-01-26,2029-10-08,false,DB08864
8129385,United States,2012-03-06,2027-10-05,false,DB08864
10426780,United States,2019-10-01,2031-01-24,false,DB08864
2517256,Canada,2013-04-30,2024-02-26,false,DB08865
2577937,Canada,2010-12-21,2025-08-15,false,DB08865
2578066,Canada,2011-10-11,2025-08-15,false,DB08865
2632286,Canada,2011-11-15,2026-11-23,false,DB08865
7825137,United States,2010-11-02,2027-05-12,false,DB08865
7858643,United States,2010-12-28,2029-10-08,false,DB08865
7230098,United States,2007-06-12,2025-08-26,false,DB08865
8217057,United States,2012-07-10,2029-11-06,false,DB08865
8785632,United States,2014-07-22,2025-03-01,false,DB08865
8426392,United States,2013-04-23,2030-06-12,false,DB08867
8962603,United States,2015-02-24,2030-06-12,false,DB08867
9283233,United States,2016-03-15,2030-04-13,false,DB08867
8735380,United States,2014-05-27,2029-02-20,false,DB08867
8512745,United States,2013-08-20,2030-06-02,false,DB08867
10159681,United States,2018-12-25,2030-04-13,false,DB08867
9844510,United States,2017-12-19,2028-12-08,false,DB08867
9187405,United States,2015-11-17,2027-12-25,true,DB08868
6004565,United States,1999-12-21,2017-09-23,false,DB08868
5604229,United States,1997-02-18,2019-08-18,true,DB08868
8324283,United States,2012-12-04,2026-09-29,true,DB08868
9592208,United States,2017-03-14,2032-09-30,true,DB08868
10543179,United States,2007-12-25,2027-12-25,false,DB08868
7144577,United States,2006-12-05,2020-07-14,false,DB08869
7316997,United States,2008-01-08,2023-08-14,false,DB08869
5861379,United States,1999-01-19,2020-05-26,false,DB08869
8314066,United States,2012-11-20,2023-08-14,false,DB08869
8435945,United States,2013-05-07,2023-08-14,false,DB08869
8097648,United States,2012-01-17,2021-01-22,false,DB08871
6469182,United States,2002-10-22,2019-06-16,false,DB08871
7470720,United States,2008-12-30,2019-06-16,false,DB08871
6214865,United States,2001-04-10,2023-07-20,false,DB08871
RE46965,United States,2018-07-24,2027-01-08,false,DB08871
8048917,United States,2011-11-01,2022-11-06,false,DB08872
8114909,United States,2012-02-14,2026-04-11,false,DB08872
8686034,United States,2014-04-01,2025-01-24,false,DB08872
8795725,United States,2014-08-05,2029-06-10,false,DB08872
8026279,United States,2011-09-27,2026-11-10,false,DB08872
6818787,United States,2004-11-16,2022-11-06,false,DB08872
7772178,United States,2010-08-10,2027-11-11,false,DB08873
8119602,United States,2012-02-21,2027-03-17,false,DB08873
RE43298,United States,2012-04-03,2022-02-22,false,DB08873
8859510,United States,2014-10-14,2028-01-31,true,DB08874
7906489,United States,2011-03-15,2027-09-04,true,DB08874
7378508,United States,2008-05-27,2028-01-31,true,DB08874
7863249,United States,2011-01-04,2028-01-31,true,DB08874
8586551,United States,2013-11-19,2024-01-15,true,DB08874
9808530,United States,2017-11-07,2034-11-28,true,DB08874
8877776,United States,2014-11-04,2030-10-08,false,DB08875
7579473,United States,2009-08-25,2024-09-24,false,DB08875
8497284,United States,2013-07-30,2024-09-24,false,DB08875
9724342,United States,2017-08-08,2033-07-09,false,DB08875
9717720,United States,2017-08-01,2032-02-10,false,DB08875
10039757,United States,2018-08-07,2031-07-18,false,DB08875
10034873,United States,2018-07-31,2031-07-18,false,DB08875
8790641,United States,2014-07-29,2025-10-18,false,DB08876
8741620,United States,2014-06-03,2024-02-24,false,DB08876
8227230,United States,2012-07-24,2024-02-24,false,DB08876
7598257,United States,2009-10-06,2027-12-24,false,DB08877
8822481,United States,2014-09-02,2028-06-12,false,DB08877
8829013,United States,2014-09-09,2028-06-12,false,DB08877
9079912,United States,2015-07-14,2026-12-12,false,DB08877
8415362,United States,2013-04-09,2027-12-24,false,DB08877
8722693,United States,2014-05-13,2028-06-12,false,DB08877
9662335,United States,2017-05-30,2026-12-12,false,DB08877
10016429,United States,2018-07-10,2028-06-12,false,DB08877
9814722,United States,2017-11-14,2026-12-12,false,DB08877
2266439,Canada,2009-06-16,2016-10-25,false,DB08879
2407910,Canada,2009-06-16,2021-06-15,false,DB08879
6794410,United States,2004-09-21,2022-04-15,false,DB08880
9186346,United States,2015-11-17,2034-02-04,false,DB08880
8802735,United States,2014-08-12,2030-09-14,false,DB08880
8470818,United States,2013-06-25,2026-08-02,false,DB08881
8143271,United States,2012-03-27,2026-06-21,false,DB08881
7863288,United States,2011-01-04,2029-06-20,false,DB08881
7504509,United States,2009-03-17,2026-10-22,false,DB08881
8741920,United States,2014-06-03,2030-07-27,false,DB08881
9447089,United States,2016-09-20,2032-06-06,false,DB08881
2435730,Canada,2011-03-29,2022-02-21,false,DB08882
2496249,Canada,2012-01-24,2023-08-18,false,DB08882
7407955,United States,2008-08-05,2023-08-12,false,DB08882
6340475,United States,2002-01-22,2016-09-19,false,DB08882
6635280,United States,2003-10-21,2016-09-19,false,DB08882
6488962,United States,2002-12-03,2020-06-20,false,DB08882
6303661,United States,2001-10-16,2017-04-24,false,DB08882
6890898,United States,2005-05-10,2019-02-02,false,DB08882
7078381,United States,2006-07-18,2019-02-02,false,DB08882
7459428,United States,2008-12-02,2019-02-02,false,DB08882
8119648,United States,2012-02-21,2023-08-12,false,DB08882
8178541,United States,2012-05-15,2023-08-12,false,DB08882
8846695,United States,2014-09-30,2030-06-04,false,DB08882
9173859,United States,2015-11-03,2027-05-04,false,DB08882
8853156,United States,2014-10-07,2031-03-05,false,DB08882
8673927,United States,2014-03-18,2027-05-04,false,DB08882
8883805,United States,2014-11-11,2025-11-26,false,DB08882
9155705,United States,2015-10-13,2030-05-21,false,DB08882
8551957,United States,2013-10-08,2029-10-19,false,DB08882
7713938,United States,2010-05-11,2027-04-15,false,DB08882
7579449,United States,2009-08-25,2025-11-05,false,DB08882
9486526,United States,2016-11-08,2029-08-05,false,DB08882
9415016,United States,2016-08-16,2029-04-02,false,DB08882
9555001,United States,2017-01-31,2033-03-06,false,DB08882
9949998,United States,2018-04-24,2034-06-11,false,DB08882
10034877,United States,2018-07-31,2029-08-05,false,DB08882
10022379,United States,2018-07-17,2029-04-02,false,DB08882
10258637,United States,2019-04-16,2034-04-03,false,DB08882
10406172,United States,2019-09-10,2030-06-15,false,DB08882
10596120,United States,2012-03-07,2032-03-07,false,DB08882
6949571,United States,2005-09-27,2021-06-08,false,DB08883
8772497,United States,2014-07-08,2026-05-16,false,DB08883
6039931,United States,2000-03-21,2021-11-13,false,DB08884
5798092,United States,1998-08-25,2015-08-25,false,DB08884
7306799,United States,2007-12-11,2020-05-23,false,DB08885
7531173,United States,2009-05-12,2026-02-02,false,DB08885
7374758,United States,2008-05-20,2020-05-23,false,DB08885
7608261,United States,2009-10-27,2027-06-14,false,DB08885
7070959,United States,2006-07-04,2020-05-23,false,DB08885
7374757,United States,2008-05-20,2020-05-23,false,DB08885
8293727,United States,2012-10-23,2030-02-09,false,DB08887
8293728,United States,2012-10-23,2030-02-09,false,DB08887
8314086,United States,2012-11-20,2030-02-09,false,DB08887
8318715,United States,2012-11-27,2030-02-09,false,DB08887
8357677,United States,2013-01-22,2030-02-09,false,DB08887
8367652,United States,2013-02-05,2030-02-09,false,DB08887
8377920,United States,2013-02-19,2030-02-09,false,DB08887
8399446,United States,2013-03-19,2030-02-09,false,DB08887
8415335,United States,2013-04-09,2030-02-09,false,DB08887
8426399,United States,2013-04-23,2030-02-09,false,DB08887
8431560,United States,2013-04-30,2030-02-09,false,DB08887
8440650,United States,2013-05-14,2030-02-09,false,DB08887
8445003,United States,2013-05-21,2030-04-29,false,DB08887
8445013,United States,2013-05-21,2030-04-29,false,DB08887
8501225,United States,2013-08-06,2030-04-29,false,DB08887
8524698,United States,2013-09-03,2030-04-29,false,DB08887
8551521,United States,2013-10-08,2030-04-29,false,DB08887
8563608,United States,2013-10-22,2030-04-29,false,DB08887
8617593,United States,2013-12-31,2030-04-29,false,DB08887
8546372,United States,2013-10-01,2030-04-29,false,DB08887
8518929,United States,2013-08-27,2030-04-29,false,DB08887
8617594,United States,2013-12-31,2030-04-29,false,DB08887
8623406,United States,2014-01-07,2030-04-29,false,DB08887
8298554,United States,2012-10-30,2030-04-29,false,DB08887
8188146,United States,2012-05-29,2020-01-27,false,DB08887
9700537,United States,2017-07-11,2027-05-31,false,DB08887
9198892,United States,2015-12-01,2027-09-25,false,DB08887
8410086,United States,2013-04-02,2030-06-15,false,DB08887
8454994,United States,2013-06-04,2030-04-29,false,DB08887
8455472,United States,2013-06-04,2030-06-15,false,DB08887
8618166,United States,2013-12-31,2030-04-29,false,DB08887
8642077,United States,2014-02-04,2030-04-29,false,DB08887
8669245,United States,2014-03-11,2030-06-15,false,DB08887
8680144,United States,2014-03-25,2030-02-09,false,DB08887
8703185,United States,2014-04-22,2030-04-29,false,DB08887
8691871,United States,2014-04-08,2030-04-29,false,DB08887
8709475,United States,2014-04-29,2030-04-29,false,DB08887
8710041,United States,2014-04-29,2030-06-15,false,DB08887
9603826,United States,2017-03-28,2033-06-28,false,DB08887
9610272,United States,2017-04-04,2033-06-28,false,DB08887
9623001,United States,2017-04-18,2033-06-28,false,DB08887
9693984,United States,2017-07-04,2033-06-28,false,DB08887
9693985,United States,2017-07-04,2033-06-28,false,DB08887
9693986,United States,2017-07-04,2033-06-28,false,DB08887
10010517,United States,2018-07-03,2030-04-29,false,DB08887
9918954,United States,2018-03-20,2033-06-28,false,DB08887
10278935,United States,2019-05-07,2033-06-28,false,DB08887
10265287,United States,2019-04-23,2030-04-29,false,DB08887
10278937,United States,2019-05-07,2033-06-28,false,DB08887
10278936,United States,2019-05-07,2033-06-28,false,DB08887
10383840,United States,2019-08-20,2033-06-28,false,DB08887
10555925,United States,2013-06-28,2033-06-28,false,DB08887
10555924,United States,2013-06-28,2033-06-28,false,DB08887
10568861,United States,2013-06-28,2033-06-28,false,DB08887
10576054,United States,2013-06-28,2033-06-28,false,DB08887
7491704,United States,2009-02-17,2025-04-14,false,DB08889
8129346,United States,2012-03-06,2026-12-25,false,DB08889
8207127,United States,2012-06-26,2025-04-14,false,DB08889
8207125,United States,2012-06-26,2025-04-14,false,DB08889
7417042,United States,2008-08-26,2026-06-07,false,DB08889
8207126,United States,2012-06-26,2025-04-14,false,DB08889
7232818,United States,2007-06-19,2025-04-14,false,DB08889
8207297,United States,2012-06-26,2025-04-14,false,DB08889
7737112,United States,2010-06-15,2027-12-07,false,DB08889
9493582,United States,2016-11-15,2033-02-27,false,DB08889
9511109,United States,2016-12-06,2029-10-21,false,DB08889
8110553,United States,2012-02-07,2024-01-28,false,DB08890
8748573,United States,2014-06-10,2031-06-20,false,DB08890
7304036,United States,2007-12-04,2026-08-30,false,DB08890
7704947,United States,2010-04-27,2024-01-28,false,DB08890
8080526,United States,2011-12-20,2024-01-28,false,DB08890
8933030,United States,2015-01-13,2031-02-17,false,DB08890
7371727,United States,2008-05-13,2024-01-28,false,DB08890
8802628,United States,2014-08-12,2031-07-24,false,DB08890
7745409,United States,2010-06-29,2024-01-28,false,DB08890
9708371,United States,2017-07-18,2033-08-16,false,DB08890
2305802,Canada,2008-11-18,2018-10-15,false,DB08893
2464068,Canada,2007-10-16,2022-10-29,false,DB08893
2503570,Canada,2023-11-04,2011-04-19,false,DB08893
RE44872,United States,2014-04-29,2023-12-18,false,DB08893
7750029,United States,2010-07-06,2023-12-18,false,DB08893
6346532,United States,2002-02-12,2018-10-15,false,DB08893
8835474,United States,2014-09-16,2023-11-04,false,DB08893
6562375,United States,2003-05-13,2020-08-01,false,DB08893
7982049,United States,2011-07-19,2023-11-04,false,DB08893
7342117,United States,2008-03-11,2023-11-04,false,DB08893
8772315,United States,2014-07-08,2028-10-30,false,DB08893
7084245,United States,2006-08-01,2024-05-12,false,DB08894
7414105,United States,2008-08-19,2024-05-12,false,DB08894
7550433,United States,2009-06-23,2026-06-02,false,DB08894
7919461,United States,2011-04-05,2026-06-02,false,DB08894
7528104,United States,2009-05-05,2024-05-12,false,DB08894
7919118,United States,2011-04-05,2024-05-12,false,DB08894
7091208,United States,2006-08-15,2020-12-08,false,DB08895
6965027,United States,2005-11-15,2023-03-25,false,DB08895
RE41783,United States,2010-09-28,2020-12-08,false,DB08895
7265221,United States,2007-09-04,2020-12-08,false,DB08895
6956041,United States,2005-10-18,2020-12-08,false,DB08895
7301023,United States,2007-11-27,2022-05-23,false,DB08895
6956027,United States,2005-10-18,2023-03-25,false,DB08895
9937181,United States,2018-04-10,2034-03-14,false,DB08895
7842699,United States,2010-11-30,2020-12-08,false,DB08895
2315715,Canada,2010-06-22,2018-12-22,false,DB08896
2526636,Canada,2012-10-02,2024-05-19,false,DB08896
2549558,Canada,2010-08-31,2020-01-12,false,DB08896
7351834,United States,2008-04-01,2020-01-12,false,DB08896
8680124,United States,2014-03-25,2030-06-02,false,DB08896
8637553,United States,2014-01-28,2031-02-16,false,DB08896
9458107,United States,2016-10-04,2031-04-08,false,DB08896
9957232,United States,2018-05-01,2032-07-09,false,DB08896
6750226,United States,2004-06-15,2020-09-05,false,DB08897
7078412,United States,2006-07-18,2020-07-16,false,DB08897
9056100,United States,2015-06-16,2020-07-07,false,DB08897
6681768,United States,2004-01-27,2022-08-07,false,DB08897
8051851,United States,2011-11-08,2027-04-22,false,DB08897
6071498,United States,2000-06-06,2016-06-21,false,DB08897
5840279,United States,1998-11-24,2016-06-21,false,DB08897
RE46417,United States,2017-05-30,2020-09-05,false,DB08897
9333195,United States,2016-05-10,2020-07-07,false,DB08897
10085974,United States,2018-10-02,2029-03-13,false,DB08897
10034867,United States,2018-07-31,2020-07-07,false,DB08897
7750023,United States,2010-07-06,2020-07-07,false,DB08897
8129405,United States,2012-03-06,2020-07-07,false,DB08897
10588895,United States,2002-01-14,2022-01-14,false,DB08897
8183274,United States,2012-05-22,2026-05-15,false,DB08899
9126941,United States,2015-09-08,2026-05-15,false,DB08899
7709517,United States,2010-05-04,2027-08-13,false,DB08899
5789379,United States,1998-08-04,2020-10-14,true,DB08900
7056886,United States,2006-06-06,2023-03-18,true,DB08900
7847061,United States,2010-12-07,2026-05-01,true,DB08900
9060992,United States,2015-06-23,2026-05-01,true,DB08900
9555079,United States,2017-01-31,2026-05-01,true,DB08900
9545434,United States,2017-01-17,2026-05-01,true,DB08900
9539310,United States,2017-01-10,2026-05-01,true,DB08900
9545435,United States,2017-01-17,2026-05-01,true,DB08900
9592273,United States,2017-03-14,2026-05-01,true,DB08900
9592274,United States,2017-03-14,2026-05-01,true,DB08900
9572867,United States,2017-02-21,2026-05-01,true,DB08900
9987334,United States,2018-06-05,2026-05-01,true,DB08900
9968658,United States,2018-05-15,2026-05-01,true,DB08900
9981016,United States,2018-05-29,2026-05-01,true,DB08900
9974837,United States,2018-05-22,2026-05-01,true,DB08900
9974835,United States,2018-05-22,2026-05-01,true,DB08900
9981014,United States,2018-05-29,2026-05-01,true,DB08900
9968656,United States,2018-05-15,2026-05-01,true,DB08900
9968655,United States,2018-05-15,2026-05-01,true,DB08900
9987335,United States,2018-06-05,2026-05-01,true,DB08900
9993528,United States,2018-06-12,2026-05-01,true,DB08900
9029533,United States,2015-05-12,2026-12-22,false,DB08901
8114874,United States,2012-02-14,2026-12-22,false,DB08901
9493470,United States,2016-11-15,2033-12-12,false,DB08901
7498343,United States,2009-03-03,2024-10-02,false,DB08903
8546428,United States,2013-10-01,2029-03-19,false,DB08903
2380298,Canada,2010-09-28,2021-06-05,false,DB08904
5873360,United States,1999-02-23,2016-08-23,true,DB08906
6858596,United States,2005-02-22,2021-08-03,false,DB08906
7101866,United States,2006-09-05,2021-08-03,false,DB08906
7541350,United States,2009-06-02,2021-08-03,false,DB08906
8347879,United States,2013-01-08,2028-07-15,false,DB08906
8752543,United States,2014-06-17,2026-04-05,false,DB08906
8062264,United States,2011-11-22,2026-04-05,false,DB08906
8147461,United States,2012-04-03,2028-10-15,false,DB08906
7439393,United States,2008-10-21,2022-09-11,false,DB08906
6759398,United States,2004-07-06,2021-08-03,false,DB08906
RE44874,United States,2014-04-29,2023-03-23,false,DB08906
6537983,United States,2003-03-25,2021-08-03,false,DB08906
8511304,United States,2013-08-20,2027-06-14,false,DB08906
7629335,United States,2009-12-08,2021-08-03,false,DB08906
8161968,United States,2012-04-24,2028-02-05,false,DB08906
8746242,United States,2014-06-10,2030-10-11,false,DB08906
8113199,United States,2012-02-14,2027-10-23,false,DB08906
7776895,United States,2010-08-17,2022-09-11,false,DB08906
8534281,United States,2013-09-17,2029-08-10,false,DB08906
6878698,United States,2005-04-12,2021-08-03,false,DB08906
8201556,United States,2012-06-19,2029-02-05,false,DB08906
9320862,United States,2016-04-26,2024-11-06,false,DB08906
9333310,United States,2016-05-10,2027-10-02,false,DB08906
8309572,United States,2012-11-13,2025-04-27,false,DB08906
8183257,United States,2012-05-22,2025-07-27,false,DB08906
7488827,United States,2009-02-10,2025-04-27,false,DB08906
7498440,United States,2009-03-03,2025-04-27,false,DB08906
9750762,United States,2017-09-05,2030-11-29,false,DB08906
9750726,United States,2017-09-05,2030-11-29,false,DB08906
6723340,United States,2004-04-20,2021-10-25,false,DB08907
8222219,United States,2012-07-17,2024-07-30,false,DB08907
8513202,United States,2013-08-20,2027-12-03,false,DB08907
7943582,United States,2011-05-17,2029-02-26,false,DB08907
8785403,United States,2014-07-22,2024-07-30,false,DB08907
7943788,United States,2011-05-17,2027-07-14,false,DB08907
10617668,United States,2011-05-11,2031-05-11,false,DB08907
7320999,United States,2008-01-22,2020-05-18,false,DB08908
7619001,United States,2009-11-17,2018-04-01,false,DB08908
7803840,United States,2010-09-28,2018-04-01,false,DB08908
8399514,United States,2013-03-19,2028-02-07,false,DB08908
8524773,United States,2013-09-03,2018-04-01,false,DB08908
6509376,United States,2003-01-21,2019-10-29,false,DB08908
8759393,United States,2014-06-24,2019-10-29,false,DB08908
8404215,United States,2013-03-26,2032-03-09,false,DB08909
8642012,United States,2014-02-04,2030-09-22,false,DB08909
9095559,United States,2015-08-04,2032-03-09,false,DB08909
5968979,United States,1999-10-19,2018-07-28,false,DB08909
9254278,United States,2016-02-09,2032-03-09,false,DB08909
9561197,United States,2017-02-07,2030-09-22,false,DB08909
9326966,United States,2016-05-03,2032-03-09,false,DB08909
9962359,United States,2018-05-08,2030-09-22,false,DB08909
9999608,United States,2018-06-19,2030-09-22,false,DB08909
10045958,United States,2018-08-14,2030-09-22,false,DB08909
10045959,United States,2018-08-14,2030-09-22,false,DB08909
10183003,United States,2019-01-22,2030-09-22,false,DB08909
10183002,United States,2019-01-22,2030-09-22,false,DB08909
10183004,United States,2019-01-22,2030-09-22,false,DB08909
10183006,United States,2019-01-22,2030-09-22,false,DB08909
10183005,United States,2019-01-22,2030-09-22,false,DB08909
6045501,United States,2000-04-04,2018-08-28,false,DB08910
6315720,United States,2001-11-13,2020-10-23,false,DB08910
6561976,United States,2003-05-13,2018-08-28,false,DB08910
6561977,United States,2003-05-13,2020-10-23,false,DB08910
6755784,United States,2004-06-29,2020-10-23,false,DB08910
6908432,United States,2005-06-21,2018-08-28,false,DB08910
8204763,United States,2012-06-19,2018-08-28,false,DB08910
8315886,United States,2012-11-20,2020-10-23,false,DB08910
8626531,United States,2014-01-07,2020-10-23,false,DB08910
8589188,United States,2013-11-19,2018-08-28,false,DB08910
5635517,United States,1997-06-03,2019-10-04,false,DB08910
6316471,United States,2001-11-13,2016-08-10,false,DB08910
6476052,United States,2002-11-05,2016-07-24,false,DB08910
8198262,United States,2012-06-12,2024-10-19,false,DB08910
8673939,United States,2014-03-18,2023-05-15,false,DB08910
8735428,United States,2014-05-27,2023-05-15,false,DB08910
8828427,United States,2014-09-09,2031-06-21,false,DB08910
8158653,United States,2012-04-17,2016-08-10,false,DB08910
9993467,United States,2018-06-12,2030-05-19,false,DB08910
10555939,United States,2010-05-19,2030-05-19,false,DB08910
8703781,United States,2014-04-22,2030-10-15,false,DB08911
8835443,United States,2014-09-16,2025-09-13,false,DB08911
9271941,United States,2016-03-01,2032-01-28,false,DB08911
9155706,United States,2015-10-13,2032-01-28,false,DB08911
7378423,United States,2008-05-27,2025-09-13,false,DB08911
8580304,United States,2013-11-12,2032-01-28,false,DB08911
8952018,United States,2015-02-10,2030-10-15,false,DB08911
9399021,United States,2016-07-26,2032-01-28,false,DB08911
7994185,United States,2011-08-09,2030-01-20,false,DB08912
8415345,United States,2013-04-09,2030-01-20,false,DB08912
9233956,United States,2016-01-12,2029-05-04,false,DB08912
8703781,United States,2014-04-22,2030-10-15,false,DB08912
8835443,United States,2014-09-16,2025-09-13,false,DB08912
8952018,United States,2015-02-10,2030-10-15,false,DB08912
6635234,United States,2003-10-21,2020-01-03,false,DB08913
6251912,United States,2001-06-26,2018-07-29,false,DB08916
8426586,United States,2013-04-23,2029-10-10,false,DB08916
RE43431,United States,2012-05-29,2022-01-22,false,DB08916
8545884,United States,2013-10-01,2029-12-19,false,DB08916
9539258,United States,2017-01-10,2026-11-09,false,DB08916
10004743,United States,2018-06-26,2030-07-05,false,DB08916
8895612,United States,2014-11-25,2027-01-08,false,DB08917
7754702,United States,2010-07-13,2027-02-13,false,DB08917
7612109,United States,2009-11-03,2024-02-05,false,DB08917
9376505,United States,2016-06-28,2023-10-20,false,DB08917
10519252,United States,2019-12-31,2023-10-20,false,DB08917
RE43879,United States,2012-12-25,2023-06-03,false,DB08918
8481598,United States,2013-07-09,2031-03-02,false,DB08918
8865937,United States,2014-10-21,2032-05-23,false,DB08918
9242986,United States,2016-01-26,2029-10-08,false,DB08930
5905082,United States,1999-05-18,2016-11-18,true,DB08930
6294540,United States,2001-09-25,2018-11-14,true,DB08930
6417191,United States,2002-07-09,2016-09-28,true,DB08930
8129385,United States,2012-03-06,2027-10-05,false,DB08930
7125879,United States,2006-10-24,2022-08-09,false,DB08930
6838464,United States,2005-01-04,2021-02-26,false,DB08930
8080551,United States,2011-12-20,2023-04-11,false,DB08930
8101629,United States,2012-01-24,2022-08-09,false,DB08930
7067522,United States,2006-06-27,2019-12-20,false,DB08930
10426780,United States,2019-10-01,2031-01-24,false,DB08930
7173037,United States,2007-02-06,2023-04-25,false,DB08931
6743798,United States,2004-06-01,2019-07-16,false,DB08931
