kind,value,source,parent_key
Boiling Point,Decomposes explosively above melting point. Does not reach boiling point.,"United States Department of Labor. OSHA Occupational Chemical Database. Occupational Safety and Health Administration website. https://www.osha.gov/chemicaldata/chemResult.html?RecNo=748. Accessed February 22, 2017.",DB09096
Water Solubility,Sparingly soluble in water (0.2%) ,FDA Label/Product monograph,DB09097
Melting Point,231-237,FDA Label/Product monograph,DB09097
Molecular Weight,22255.9518,,DB09098
Molecular Formula,C995H1537N263O301S8,,DB09098
Water Solubility,<0.3 mcg/mL,,DB09101
Water Solubility,Freely soluble (>700 mg/mL),FDA Label,DB09102
Water Solubility,Insoluble,'MSDS',DB09103
Melting Point,230ºC,'MSDS',DB09103
Boiling Point,520ºC at 760 mmHg,'MSDS',DB09103
Isoelectric Point,5.86,'MSDS',DB09103
Molecular Weight,18540.0,,DB09103
Molecular Formula,C1662H2650N422O512S18,,DB09103
Molecular Weight,180000.0,,DB09105
Molecular Formula,C7108H11008N1968O2206S56,,DB09105
Molecular Weight,170000.0,,DB09108
Water Solubility,Soluble,NovoNordisk monograph,DB09109
Isoelectric Point,It does not posses a distinct value,NovoNordisk monograph,DB09109
Molecular Weight,166000.0,,DB09109
Molecular Formula,C7480H11379N1999O2194S68,,DB09109
Water Solubility,820g/L,MSDS,DB09112
Melting Point,271,MSDS,DB09112
Boiling Point,320,MSDS,DB09112
logP,-3.7,MSDS,DB09112
Water Solubility,Insoluble. ,#MSDS,DB09113
Water Solubility,Very poor solubility,"Li, et al. Asian Journal of Pharmaceutical Sciences. Vol. 10. Issue 2. (2015)",DB09114
Melting Point,-63ºC,'MSDS',DB09114
Boiling Point,60.5-61.5ºC at 760 mmHg,'MSDS',DB09114
logP,1.97,'MSDS',DB09114
Water Solubility,Soluble ,Perry D. Handbook of Inorganic compounds. Second edition. (2011),DB09116
Melting Point,1300ºC,Perry D. Handbook of Inorganic compounds. Second edition. (2011),DB09116
Boiling Point,Sublimes 1150-1200ºC,Perry D. Handbook of Inorganic compounds. Second edition. (2011),DB09116
Water Solubility,125g/L,"Von Burg R, Stout T: Paraldehyde. J Appl Toxicol. 1991 Oct;11(5):379-81.",DB09117
Melting Point,12,"Von Burg R, Stout T: Paraldehyde. J Appl Toxicol. 1991 Oct;11(5):379-81.",DB09117
Boiling Point,124,"Von Burg R, Stout T: Paraldehyde. J Appl Toxicol. 1991 Oct;11(5):379-81.",DB09117
logP,0.73,MSDS,DB09117
Water Solubility,Insoluble," Trojnar MK, Wojtal K, Trojnar MP, Czuczwar SJ, 2005.",DB09118
Melting Point,64,MSDS,DB09118
Boiling Point,365.4,MSDS,DB09118
logP,3.53,MSDS,DB09118
Water Solubility,Water solubility of eslicarbazepine acetate is low at less than 1 mg/mL including at different pH values. Its main metabolite eslicarbazepine has a greater water solubility of 4.2 mg/mL.,"# Banach M, Borowicz KK, Czuczwar SJ: Pharmacokinetic/pharmacodynamic evaluation of eslicarbazepine for the treatment of epilepsy. Expert Opin Drug Metab Toxicol. 2015 Apr;11(4):639-48. doi: 10.1517/17425255.2015.1021686. Epub 2015 Mar 5. ""Pubmed"":http://www.ncbi.nlm.nih.gov/pubmed/25740561",DB09119
logP,8.8,"# Bialer M, Soares-da-Silva P: Pharmacokinetics and drug interactions of eslicarbazepine acetate. Epilepsia. 2012 Jun;53(6):935-46. doi: 10.1111/j.1528-1167.2012.03519.x. Epub 2012 May 21. ""Pubmed"":http://www.ncbi.nlm.nih.gov/pubmed/22612290",DB09119
Water Solubility,Insoluble,Product monograph,DB09120
Melting Point,71.5-74.5,Product monograph,DB09120
Molecular Weight,44000.0,,DB09122
Water Solubility,Practically insoluble,Bayer Product Monograph,DB09123
Melting Point,210-218,Bayer Product Monograph,DB09123
Water Solubility,5.34e-06 mol/L,'MSDS',DB09124
Melting Point,144-146ºC,'MSDS',DB09124
Boiling Point,467.17ºC at 760 mmHg,'MSDS',DB09124
logP,4.45,'MSDS',DB09124
Water Solubility,8.96g/mL,MSDS,DB09130
Melting Point,1083,MSDS,DB09130
Boiling Point,2597,MSDS,DB09130
Water Solubility,Soluble,'MSDS',DB09139
Melting Point,0ºC (reconstituted),'MSDS',DB09139
Boiling Point,100ºC (reconstituted),'MSDS',DB09139
Radioactivity,100000,'MSDS',DB09139
Water Solubility,39mg/L,Linde SDS,DB09140
Melting Point,-218.4,Airgas SDS,DB09140
Boiling Point,-183,Airgas SDS,DB09140
logP,0.65,SDS,DB09140
Water Solubility,Completely miscible,MSDS,DB09145
Melting Point,0,MSDS,DB09145
Boiling Point,100,MSDS,DB09145
Water Solubility,Soluble after treatment with citric acid and sodium hydroxyde,"Gupta, et al. (1999). Kidney International. Vol. 55",DB09147
Melting Point,Decomposes,'MSDS',DB09147
logP,3.4,'MSDS',DB09147
pKa,22.2,"Gupta, et al. (1999). Kidney International. Vol. 55",DB09147
Water Solubility,29.4g/L,MSDS,DB09154
Melting Point,300,MSDS,DB09154
Water Solubility,1.5mg/L,MSDS,DB09155
Melting Point,-272.2,MSDS,DB09155
Boiling Point,-269,MSDS,DB09155
logP,0.28,Human Metabolome Database,DB09155
Water Solubility,Soluble,'MSDS',DB09160
Boiling Point,100ºC,'MSDS',DB09160
Water Solubility,Soluble,MSDS,DB09165
Radioactivity,2,FDA Label,DB09165
Water Solubility,Practically insoluble,World Health Organization: Etizolam (INN) Pre-Review Report,DB09166
Melting Point,147-148,World Health Organization: Etizolam (INN) Pre-Review Report,DB09166
Water Solubility,Partly miscible,MSDS,DB09167
Melting Point,131- 134.6,MSDS,DB09167
Boiling Point,339.8- 341.6,MSDS,DB09167
Melting Point,197-198 ºC,"""Drugs - Synonyms and Properties"", Ashgate Publishing Co. ",DB09194
Boiling Point,499ºC at 760mmHg,"""Drugs - Synonyms and Properties"", Ashgate Publishing Co. ",DB09194
Melting Point,138 ºC,Elks J. The Dictionary of Drugs. (1990),DB09195
logP,3.02,DrugCentral,DB09195
logS,-3.63,DrugCentral,DB09195
Water Solubility,Slightly soluble,Official Monographs for Pharmacology part I. ,DB09204
Melting Point,149-153ºC,'MSDS',DB09204
Boiling Point,599ºC at 760 mmHg,'MSDS',DB09204
logP,2.3,'MSDS',DB09204
Water Solubility,>47.4 ug/ml,Burnham Center for Chemical Genomics,DB09205
Melting Point,145ºC,United States Environmental Protection Agency.,DB09205
Boiling Point,371ºC at 760 mmHg,'MSDS',DB09205
logP,3.17,United States Environmental Protection Agency.,DB09205
pKa,8.71,Microphysiology Database Project. University of Pittsburgh. ,DB09205
Molecular Weight,34192.8533,,DB09208
Molecular Formula,C1549H2430N408O448S8,,DB09208
Water Solubility,Slightly soluble,'MSDS',DB09209
Melting Point,91ºC,'MSDS',DB09209
Boiling Point,577.8ºC at 760 mmHg,'MSDS',DB09209
logP,1.08,Molbase,DB09209
pKa,9.3,"Moffat, 1986",DB09209
Melting Point,152,MSDS,DB09210
Boiling Point,Decomposes,MSDS,DB09210
Water Solubility,47 mg/mL,,DB09212
Melting Point,108.5 - 111,,DB09212
Boiling Point,220.7,,DB09212
Water Solubility,Insoluble ,MSDS,DB09213
Melting Point,49-53,MSDS,DB09213
Melting Point,75,[L1300],DB09214
Boiling Point,431.32,[L1300],DB09214
Water Solubility,1 mg/ml,'MSDS',DB09216
Melting Point,207ºC," Deriv of anthranilic acid, related structurally to mefenamic and flufenamic acids. (1966)",DB09216
logP,5.17,US-EPA,DB09216
pKa,5.11,Mefenamic acid: analytical profile. (2005),DB09216
Water Solubility,Partly miscible,MSDS,DB09220
Melting Point,92-93,MSDS,DB09220
Melting Point,300,https://www.trc-canada.com/product-detail/?P688000,DB09221
logP,5.266,MSDS,DB09223
Melting Point,78-82,[L1318],DB09224
Boiling Point,120-125,[L1318],DB09224
Water Solubility,Poorly soluble ,Patent US6239165,DB09225
Melting Point,90ºC,'MSDS',DB09225
Boiling Point,478.4ºC,'MSDS',DB09225
logP,4.25,'MSDS',DB09225
Melting Point,226,MSDS,DB09227
Boiling Point,614.5,MSDS,DB09227
Molecular Weight,67000.0,,DB09228
Water Solubility,Insoluble,Ohasi and Ebihara. (1996). Cardiovascular Drugs Review.,DB09229
Melting Point,149-150ºC,Ohasi and Ebihara. (1996). Cardiovascular Drugs Review.,DB09229
Water Solubility,Insoluble in water,,DB09230
Melting Point,193-195,[L1381],DB09230
Water Solubility,<1 mg/ml,'MSDS',DB09231
Melting Point,>193ºC,'MSDS',DB09231
logP,3.79,"Yao K, et al. J Pharmacol Sci. (2006)",DB09231
pKa,7.34,US 4448964,DB09231
Water Solubility,Insoluble,'MSDS',DB09232
Melting Point,110ºC,'MSDS',DB09232
Boiling Point,653ºC,'MSDS',DB09232
logP,4.70,'MSDS',DB09232
pKa,11.39,'MSDS',DB09232
Water Solubility,poorly soluble,https://www.ncbi.nlm.nih.gov/pubmed/27553261,DB09235
Boiling Point,746.9±60.0 °C ,https://www.chemsrc.com/en/searchResult/Efonidipine%20hydrochloride%20ethanolate/,DB09235
Water Solubility,81 mg/mL,http://www.selleckchem.com/products/levamlodipine.html,DB09237
Melting Point,138,https://comptox.epa.gov/dashboard/dsstoxdb/results?formula=1&isotopes=1&search=C24H31ClN2O10,DB09237
Boiling Point,413,https://comptox.epa.gov/dashboard/dsstoxdb/results?formula=1&isotopes=1&search=C24H31ClN2O10,DB09237
logP,3.30,https://comptox.epa.gov/dashboard/dsstoxdb/results?formula=1&isotopes=1&search=C24H31ClN2O10,DB09237
pKa,8.6,FDA Label,DB09237
Water Solubility,<1mg/mL,MSDS,DB09238
Melting Point,100 to 110 °C (with decomposition),,DB09241
Water Solubility,<1 mg/mL,MSDS,DB09242
Melting Point,197 – 205,MSDS,DB09242
Water Solubility,1.68e-02,[L1393],DB09244
Melting Point,145 ,[L1393],DB09244
Boiling Point,369 ,[L1393],DB09244
logP,2.80,[L1393],DB09244
Water Solubility,1.22e-02 ,[L1392],DB09245
Boiling Point,333,[L1392],DB09245
logP,1.26,[L1392],DB09245
Water Solubility,Soluble ,'MSDS',DB09255
Melting Point,>254ºC,'MSDS',DB09255
logP,0,Loftsson T.  Essential pharmacokinetics. (2015),DB09255
Water Solubility,Partly miscible,MSDS,DB09256
Melting Point,339.8-343.4,MSDS,DB09256
Melting Point,>228,https://www.trc-canada.com/prod-img/MSDS/H245800MSDS.pdf,DB09258
Water Solubility,50 mg/ml,'MSDS',DB09259
Boiling Point,100,MSDS,DB09266
Water Solubility,Sparingly soluble,MSDS,DB09270
Melting Point,50-52ºC,MSDS,DB09270
logP,10,"Lucangioli S. and Tripodi V., Der Pharmacia Sinica, (2012), 3 (4):406-407",DB09270
Water Solubility,Insoluble,MSDS,DB09273
Melting Point,131-135,MSDS,DB09274
Water Solubility,Soluble,'Choline MSDS',DB09277
Radioactivity,33,'FDA label',DB09277
Water Solubility,Insoluble,MSDS,DB09278
Water Solubility,4.65e-03 to 1.74,[L1368],DB09282
Melting Point,156,[L1368],DB09282
Boiling Point,266 to 368,[L1368],DB09282
logP,-1.61 ,[L1368],DB09282
Water Solubility,41  mg/mL,MSDS,DB09283
Melting Point,154-155ºC,Buckingham.  Dictionary of organic compounds. vol. 4. 1996.,DB09284
Boiling Point,165ºC,Elks. The dictionary of drugs.  1990,DB09284
logP,1.96,'MSDS',DB09284
Water Solubility,soluble in DMSO,https://www.medkoo.com/products/10883,DB09285
Melting Point,75-77,https://www.scbt.com/scbt/product/morniflumate-65847-85-0,DB09285
Water Solubility,soluble in methanol,https://www.trc-canada.com/product-detail/?P475200,DB09286
Melting Point,>254,https://www.trc-canada.com/product-detail/?P475200,DB09286
logP,2.02,https://comptox.epa.gov/dashboard/dsstoxdb/results?search=Pipamperone,DB09286
Melting Point,58-61,MSDS,DB09287
Boiling Point,>200,MSDS,DB09287
Water Solubility,Soluble,"Oscier, Bosley and Milner. (2007). Update in Anaesthesia.",DB09288
Boiling Point,434.5ºC at 760 mmHg,'MSDS',DB09288
logP,1.65,'MSDS',DB09288
Melting Point,148,L1413,DB09289
Boiling Point,609.2,L1413,DB09289
Water Solubility,5 mg/mL clear,[L1399],DB09295
Melting Point,177,[L1404],DB09295
Boiling Point,454,[L1404],DB09295
logP,4.47,[L1404],DB09295
Water Solubility,4.86 mg/ml at 20 ºC,Product monograph. Gilead Sciences Canada,DB09299
Melting Point,104-107 ºC,'MSDS',DB09299
Boiling Point,640 ºC at 760 mmHg,'MSDS',DB09299
logP,1.6,Product monograph. Gilead Sciences Canada,DB09299
pKa,3.96,Product monograph. Gilead Sciences Canada,DB09299
Water Solubility,Soluble,'MSDS',DB09301
Melting Point,190-194ºC,Lipowitz A. and Newton C. Degenerative joint disease and traumatic arthritis.,DB09301
pKa,1.5-2,Chandran P. and Horkay F. (2012). Acta Biomater. ,DB09301
Molecular Weight,146000.0,,DB09302
Molecular Formula,C6472H9996N1736O2032S42,,DB09302
Molecular Weight,141800.0,,DB09303
Molecular Formula,C6242H9648N1668O1996S56,,DB09303
Water Solubility,soluble ,https://www.whocc.no/atc_ddd_index/?code=V08AB,DB09313
Melting Point,>254°C ,MSDS,DB09313
Water Solubility,Slightly soluble,FDA Label,DB09320
Water Solubility,4g/100mL,http://www.inchem.org/documents/icsc/icsc/eics0951.htm,DB09325
Melting Point,993,http://www.inchem.org/documents/icsc/icsc/eics0951.htm,DB09325
Boiling Point,1700,http://www.inchem.org/documents/icsc/icsc/eics0951.htm,DB09325
pKa,3.17,http://foodb.ca/compounds/FDB015440,DB09325
Molecular Weight,284.0,,DB09329
Molecular Weight,145391.67,,DB09331
Molecular Formula,C6466H9996N1724O2010S42,,DB09331
Boiling Point,655.30,http://www.thegoodscentscompany.com/data/rw1609581.html,DB09332
Water Solubility,Insoluble,Cheng K. (2005). Molecular imaging and contrast agent database.,DB09333
Melting Point,168-169ºC,ChemSrc,DB09333
Boiling Point,579.8ºC at 760 mmHg,ChemSrc,DB09333
logP,3.73,ChemSrc,DB09333
pKa,4.8,Elks. The dictionary of Drugs. (1990),DB09333
Radioactivity,30,FDA label,DB09336
Water Solubility,0.0292 v/v at 0 °C,MSDS,DB09337
Melting Point,-216.2,MSDS,DB09337
Boiling Point,-194.3,MSDS,DB09337
Water Solubility,partially miscible in water,MSDS,DB09338
Boiling Point,377.6 - 379.4,MSDS,DB09338
Water Solubility,slightly water soluble ,https://www.trc-canada.com/product-detail/?T947900,DB09340
Boiling Point,>187,https://www.trc-canada.com/product-detail/?T947900,DB09340
Water Solubility,Soluble ,MSDS,DB09341
Melting Point,146,MSDS,DB09341
Water Solubility,10 µg/mL in water,http://www.pharmacopeia.cn/v29240/usp29nf24s0_m70480.html,DB09342
Melting Point,146-151,http://www.pharmacopeia.cn/v29240/usp29nf24s0_m70480.html,DB09342
Water Solubility,5 mg/ml (warmed),Sigma-aldrich MSDS,DB09343
Melting Point,245ºC (decomposition),,DB09343
Water Solubility,Completely soluble,'MSDS',DB09344
Melting Point,Decomposes,'MSDS',DB09344
Boiling Point,>105ºC,'MSDS',DB09344
Water Solubility,Soluble,Cheng K. MICAD. (2008),DB09347
Boiling Point,547.1 at 760 mmHg,'MSDS',DB09347
logP,1.04,'MSDS',DB09347
Water Solubility,370 g/L at 25ºC,Rep Carcinog. 2011; 12:366-7,DB09348
Melting Point,-33.4ºC,Rep Carcinog. 2011; 12:366-7,DB09348
Boiling Point,Decomposes (155ºC),'MSDS',DB09348
logP,-0.564,EPA,DB09348
Water Solubility,soluble ,http://www.bio.vu.nl/~microb/Protocols/chemicals/MSDS/reserpine.pdf,DB09363
Melting Point,265,http://www.bio.vu.nl/~microb/Protocols/chemicals/MSDS/reserpine.pdf,DB09363
Water Solubility,Partly soluble,MSDS,DB09376
Water Solubility,Soluble,Fischer Scientific MSDS,DB09409
Melting Point,80,Fischer Scientific MSDS,DB09409
Boiling Point,117.1 °C at 760 mmHg,Predicted value by Santa Cruz Biotechnology,DB09409
Water Solubility,17 g/L at 20 °C,MSDS,DB09418
Melting Point,Decomposes at 400 °C,MSDS,DB09418
Water Solubility,Insoluble,National Library of Medicine HSDB Database,DB09446
Boiling Point,338-366,National Library of Medicine HSDB Database,DB09446
Water Solubility,121 g/L,MSDS,DB09449
Melting Point,Decomposes at 75,MSDS,DB09449
Molecular Formula,C254H377N65O75S6,,DB09456
Water Solubility,0.1g/L,NIOSH [L781],DB09481
Melting Point,Decomposes at 350,NIOSH [L781],DB09481
Boiling Point,Decomposes,NIOSH [L781],DB09481
Water Solubility,Insoluble,,DB09494
Melting Point,49.3,MSDS,DB09494
Boiling Point,344,MSDS,DB09494
Water Solubility,<0.1 g/100 mL at 27°C,A19210,DB09496
Melting Point,-25°C,MSDS,DB09496
Boiling Point,185-195°C at 1mbar,MSDS,DB09496
logP,5.8,MSDS,DB09496
Water Solubility,10.9-22.6 mg/ml,'FDA label',DB09498
Melting Point,0ºC,'MSDS',DB09498
Boiling Point,100ºC,'MSDS',DB09498
Radioactivity,1,'FDA label',DB09498
Water Solubility,6.72g/L at 20 deg C,"Yalkowsky, S.H., He, Yan, Jain, P. Handbook of Aqueous Solubility Data Second Edition. CRC Press, Boca Raton, FL 2010, p. 254",DB09526
Melting Point,170-171,"O'Neil, M.J. (ed.). The Merck Index - An Encyclopedia of Chemicals, Drugs, and Biologicals. Cambridge, UK: Royal Society of Chemistry, 2013., p. 891",DB09526
Boiling Point,285-287,"O'Neil, M.J. (ed.). The Merck Index - An Encyclopedia of Chemicals, Drugs, and Biologicals. Cambridge, UK: Royal Society of Chemistry, 2013., p. 891",DB09526
logP,0.59,"Hansch, C., Leo, A., D. Hoekman. Exploring QSAR - Hydrophobic, Electronic, and Steric Constants. Washington, DC: American Chemical Society., 1995., p. 20",DB09526
Molecular Weight,3039.44,,DB09532
Molecular Formula,C130H220N44O39,,DB09532
Water Solubility,Not Soluble,[MSDS],DB09539
Melting Point,<20,[MSDS],DB09539
Boiling Point,>400,[MSDS],DB09539
Water Solubility,Slightly soluble,MSDS,DB09543
Melting Point,-8.6,MSDS,DB09543
Boiling Point,220-224,MSDS,DB09543
logP,2.5,MSDS,DB09543
Water Solubility,Soluble,MSDS,DB09546
Radioactivity,2,MSDS,DB09546
Water Solubility,Soluble ,MSDS,DB09552
Melting Point,91.5,MSDS,DB09552
Water Solubility,Soluble,MSDS,DB09561
Molecular Weight,6103.97,,DB09564
Molecular Formula,C274H411N65O81S6,,DB09564
Water Solubility,Insoluble,MSDS,DB09567
Water Solubility,1 mg/mL at 37 °C,MSDS,DB10770
Water Solubility,Freely soluble,MSDS,DB11056
Melting Point,38,MSDS,DB11056
Water Solubility,Insoluble,MSDS,DB11057
Boiling Point,310,MSDS,DB11057
Water Solubility,Insoluble,MSDS,DB11058
Melting Point,38-60,MSDS,DB11058
Melting Point,300,MSDS,DB11059
Water Solubility,soluble in water (slightly),MSDS,DB11060
Water Solubility,Soluble,MSDS,DB11061
Melting Point,100,MSDS,DB11061
Water Solubility,"Easily soluble in cold water, hot water",MSDS,DB11063
Melting Point,-20.556,MSDS,DB11063
Boiling Point,100,MSDS,DB11063
Water Solubility,1 mg/ml,Monograph,DB11065
Isoelectric Point,5.25-5.95,Pasero L. et al. 1979. HAL archives ouvertes,DB11065
Molecular Weight,57086.0,,DB11065
Water Solubility,1 mg/ml,Monograph,DB11066
Water Solubility,Soluble,MSDS,DB11068
Melting Point,70,MSDS,DB11068
Boiling Point,Decomposes,MSDS,DB11068
Water Solubility,insoluble ,MSDS,DB11071
Melting Point,41-43,MSDS,DB11071
Boiling Point,172-173,MSDS,DB11071
Water Solubility,Soluble ,https://www.sigmaaldrich.com/catalog/product/usp/1330005?lang=en&region=CA,DB11075
Water Solubility,100 %  soluble,MSDS,DB11077
Boiling Point,>250,MSDS,DB11077
Water Solubility,Soluble,MSDS,DB11079
Melting Point,50,MSDS,DB11079
Boiling Point,Decomposes,MSDS,DB11079
Water Solubility,Water reactive,MSDS,DB11081
Melting Point,194,MSDS,DB11081
Water Solubility,Soluble,MSDS,DB11089
Melting Point,153-157,MSDS,DB11089
logP,3.95,MSDS,DB11089
Water Solubility,35g/100ml,https://www.cdc.gov/niosh/ipcsneng/neng0184.html,DB11090
Melting Point,334,MSDS,DB11090
Boiling Point,400,MSDS,DB11090
Water Solubility,Soluble in cold water,MSDS,DB11091
Melting Point,-33,MSDS,DB11091
Boiling Point,108,MSDS,DB11091
Melting Point,215,MSDS,DB11092
Boiling Point,850,MSDS,DB11092
Molecular Formula,C287H440N80O110S6,,DB11095
Water Solubility,Insoluble,'MSDS',DB11096
Melting Point,63 ºC,'MSDS',DB11096
Boiling Point,177-179 ºC,'MSDS',DB11096
Water Solubility,Soluble,Stedman's Medical Dictionary.  (2002),DB11098
Melting Point,Decomposes before melting,'MSDS',DB11098
pKa,6.37,'MSDS',DB11098
Melting Point,149-152,MSDS,DB11102
Water Solubility,Partially soluble,MSDS,DB11107
Water Solubility,Partially soluble in cold water,'MSDS',DB11110
Melting Point,184 ºC,'MSDS',DB11110
Water Solubility,insoluble ,MSDS,DB11112
Melting Point,38-44,MSDS,DB11112
Melting Point,-10,MSDS,DB11113
Boiling Point,300,MSDS,DB11113
Water Solubility,Soluble,MSDS,DB11115
Melting Point,">300, decomposes at 410 ",MSDS,DB11115
Water Solubility,Insoluble,MSDS,DB11117
Melting Point,24.5,MSDS,DB11117
Boiling Point,Decomposes at 275°C,MSDS,DB11117
Melting Point,-77.7,MSDS,DB11118
Boiling Point,-33.4,MSDS,DB11118
Water Solubility,Soluble,MSDS,DB11119
Melting Point,651,MSDS,DB11119
Boiling Point,Decomposes,MSDS,DB11119
Water Solubility,"0.03 g/100ml at 15 degrees Celsius, 0.5 g/100ml at 100 degrees Celsius",MSDS,DB11121
Melting Point,112-116 degrees Celsius,MSDS,DB11121
Boiling Point,246 degrees Celsius,MSDS,DB11121
Water Solubility,Soluble (sodium hypochlorite),MSDS,DB11123
Boiling Point,Decomposes at 40 (sodium hypochlorite),MSDS,DB11123
Water Solubility,Soluble,MSDS,DB11124
Melting Point,157,MSDS,DB11124
Water Solubility,Soluble,"Budavari, S. (ed.). The Merck Index - Encyclopedia of Chemicals, Drugs and Biologicals. Rahway, NJ: Merck and Co., Inc., 1989., p. 167",DB11125
Melting Point,158-163,MSDS,DB11125
Water Solubility,soluble ,MSDS,DB11127
Melting Point,70,MSDS,DB11127
Boiling Point,684.9,MSDS,DB11127
pKa,2.46,MSDS,DB11127
Water Solubility,500 g/L at °C,MSDS,DB11129
Melting Point,75-85,MSDS,DB11129
Water Solubility,Soluble (Opium 2% tincture),'MSDS',DB11130
Boiling Point,73.3ºC (Opium 2% tincture),'MSDS',DB11130
Water Solubility,Fully dispersible,"""Oleoresin Capsicum Toxicology Evaluation and Hazard Review."", National Institute of Justice Less-Than-Lethal Force Program, 1995",DB11131
Melting Point,<60,"""Oleoresin Capsicum Toxicology Evaluation and Hazard Review."", National Institute of Justice Less-Than-Lethal Force Program, 1995",DB11131
Boiling Point,>187,"""Oleoresin Capsicum Toxicology Evaluation and Hazard Review."", National Institute of Justice Less-Than-Lethal Force Program, 1995",DB11131
Molecular Formula,C18H27NO3,,DB11131
Water Solubility,Insoluble,MSDS,DB11134
Melting Point,Decomposes at 1326,"MSDS, National Library of Medicine HSDB Database",DB11134
Boiling Point,Decomposes at 1026,National Library of Medicine HSDB Database,DB11134
Water Solubility,Insoluble,MSDS,DB11135
Melting Point,217,MSDS,DB11135
Boiling Point,684.9,MSDS,DB11135
logP,5,MSDS,DB11135
Water Solubility,Insoluble,MSDS,DB11136
Melting Point,1900,MSDS,DB11136
Boiling Point,2642,MSDS,DB11136
Water Solubility,o-cresol: 2.5g/100ml / m-cresol: 2.4g/100ml / p-cresol: 1.9g/100ml,,DB11143
Melting Point,o-cresol: 29.8/ m-cresol: 11.8/ p-cresol: 35.5,,DB11143
Boiling Point,o-cresol: 191.0/ m-cresol: 202.0/ p-cresol:  201.9,,DB11143
pKa,o-cresol: 10.287/ m-cresol: 10.09/ p-cresol: 10.26,,DB11143
Water Solubility,Insoluble,Andersen A: Final amended report on the safety assessment of oxyquinoline and oxyquinoline sulfate as used in cosmetics. Int J Toxicol. 2006;25 Suppl 1:1-9.,DB11145
Melting Point,76,Andersen A: Final amended report on the safety assessment of oxyquinoline and oxyquinoline sulfate as used in cosmetics. Int J Toxicol. 2006;25 Suppl 1:1-9.,DB11145
Boiling Point,267,Andersen A: Final amended report on the safety assessment of oxyquinoline and oxyquinoline sulfate as used in cosmetics. Int J Toxicol. 2006;25 Suppl 1:1-9.,DB11145
pKa,5.017,Andersen A: Final amended report on the safety assessment of oxyquinoline and oxyquinoline sulfate as used in cosmetics. Int J Toxicol. 2006;25 Suppl 1:1-9.,DB11145
Water Solubility,140 mg/L,Petrus J. Thesis. 1973.,DB11148
Melting Point,58 ºC,'MSDS',DB11148
Boiling Point,173.5 ºC,'MSDS',DB11148
logP,2.87,'MSDS',DB11148
pKa,2.472,Toxnet,DB11148
Water Solubility,Very slightly soluble in cold water,MSDS,DB11150
Melting Point,1580,MSDS,DB11150
Boiling Point,decomposes,MSDS,DB11150
Water Solubility,"easily soluble in cold water, hot water",MSDS,DB11151
Melting Point,323,MSDS,DB11151
Boiling Point,1388,MSDS,DB11151
Water Solubility,Soluble ,MSDS,DB11153
Melting Point,405,MSDS,DB11153
Boiling Point,"1,320",MSDS,DB11153
Water Solubility,Insoluble ,MSDS,DB11155
Melting Point,491.2- 493,MSDS,DB11155
Water Solubility,insoluble in water,MSDS,DB11156
Water Solubility,not soluble in water,MSDS,DB11157
Melting Point,178-182 °C,MSDS,DB11157
Water Solubility,Partially soluble in cold water,'MSDS',DB11158
Melting Point,6.1ºC,'MSDS',DB11158
Boiling Point,415.5ºC at 760 mmHg,'MSDS',DB11158
Water Solubility,Soluble,MSDS,DB11161
Melting Point,-11,MSDS,DB11161
Water Solubility,Insoluble,Kowalsky RJ. Technetium Radiopharmaceutical Chemistry.,DB11164
Melting Point,196-198ºC,International Atomic Energy Agency. (2008),DB11164
Water Solubility,Soluble,Australian Government Department of Health Therapeutic Goods Administration: Compositional guideline for Calcium L-threonate,DB11168
Melting Point,>300,MSDS,DB11168
Water Solubility,Soluble at room temperature,"Bandi, et al. J Conserv Dent. (2017)",DB11171
Melting Point,The Anhydrous form decomposes (480ºC) ,'MSDS',DB11171
Boiling Point,The Anhydrous form decomposes (480ºC) ,'MSDS',DB11171
Water Solubility,Soluble ,'MSDS',DB11180
Boiling Point,100ºC,'MSDS',DB11180
Water Solubility,Soluble as hydrobromide,MSDS,DB11181
Melting Point,191°C as methylbromide and 212°C as hydrobromide,MSDS,DB11181
Melting Point,Decomposes,MSDS,DB11182
Water Solubility,10 microgram/mL,http://www.pharmacopeia.cn/v29240/usp29nf24s0_m80090.html,DB11185
Melting Point, 145,MSDS,DB11185
Water Solubility,1 g/10 ml,MSDS,DB11186
Melting Point,90-95,MSDS,DB11186
Water Solubility,partly miscible in water,MSDS,DB11191
Water Solubility,Soluble in cold water,MSDS,DB11193
Melting Point,92-96,MSDS,DB11195
Boiling Point,215-217,MSDS,DB11195
Water Solubility,Insoluble,MSDS,DB11198
Boiling Point,215,MSDS,DB11198
Boiling Point,186,MSDS,DB11201
logP,4.01,https://www.chemeo.com/cid/67-677-7/Menthyl%20salicylate,DB11201
Water Solubility,Insoluble,MSDS,DB11206
Melting Point,80.4,MSDS,DB11206
Boiling Point,>400,MSDS,DB11206
Water Solubility,Insoluble ,MSDS,DB11207
Melting Point,< -30,MSDS,DB11207
Boiling Point,170,MSDS,DB11207
Water Solubility,≥ 10g/100g,European Commission Scientific Committee on Consumer Products (SCCP): Opinion on beta-arbutin,DB11217
Melting Point,197,MSDS,DB11217
logP,1.35,European Commission Scientific Committee on Consumer Products (SCCP): Opinion on beta-arbutin,DB11217
