affected_organism,drugbank_id
Staphylococcus aureus,DB11943
Staphylococcus haemolyticus,DB11943
Staphylococcus lugdunensis,DB11943
Streptococcus pyogenes,DB11943
Streptococcus agalactiae,DB11943
Streptococcus anginosus,DB11943
Enterococcus faecalis,DB11943
Escherichia coli,DB11943
Klebsiella pneumoniae,DB11943
Enterobacter cloacae,DB11943
Pseudomonas aeruginosa,DB11943
Streptococcus dysgalactiae,DB11943
Enterobacter aerogenes,DB11943
Haemophilus parainfluenzae,DB11943
Klebsiella oxytoca,DB11943
Proteus mirabilis,DB11943
Humans and other mammals,DB11945
Humans and other mammals,DB11951
Humans and other mammals,DB11952
Humans and other mammals,DB11963
Humans and other mammals,DB11967
Humans and other mammals,DB11978
Humans and other mammals,DB11979
Humans and other mammals,DB11988
Trypanosoma cruzi,DB11989
Humans and other mammals,DB11995
Humans and other mammals,DB12001
Humans and other mammals,DB12020
Humans and other mammals,DB12023
Hepatitis C Virus,DB12026
Humans and other mammals,DB12035
Human Cytomegalovirus,DB12070
Humans and other mammals,DB12095
Escherichia coli,DB12107
Klebsiella pneumoniae,DB12107
Enterobacter cloacae,DB12107
Humans and other mammals,DB12129
Humans and other mammals,DB12130
Humans,DB12141
Humans and other mammals,DB12147
Humans and other mammals,DB12159
Humans and other mammals,DB12161
Humans and other mammals,DB12245
Humans and other mammals,DB12249
Humans and other mammals,DB12267
Humans and other mammals,DB12278
Humans and other mammals,DB12301
Humans and other mammals,DB12323
Humans and other mammals,DB12328
Humans and other mammals,DB12329
Humans and other mammals,DB12332
Humans and other mammals,DB12364
Humans and other mammals,DB12371
Enterobacter cloacae,DB12377
Escherichia coli,DB12377
Klebsiella pneumoniae,DB12377
Pseudomonas aeruginosa,DB12377
Citrobacter freundii,DB12377
Klebsiella aerogenes,DB12377
Bacteroides caccae,DB12377
Bacteroides fragilis,DB12377
Bacteroides ovatus,DB12377
Bacteroides stercoris,DB12377
Bacteroides thetaiotaomicron,DB12377
Bacteroides uniformis,DB12377
Bacteroides vulgatus,DB12377
Fusobacterium nucleatum,DB12377
Parabacteroides distasonis,DB12377
Klebsiella oxytoca,DB12377
Humans and other mammals,DB12442
Enterobacter cloacae,DB12455
Streptococcus pyogenes,DB12455
Streptococcus pneumoniae,DB12455
Staphylococcus aureus,DB12455
Haemophilus influenzae,DB12455
Haemophilus parainfluenzae,DB12455
Klebsiella pneumoniae,DB12455
Legionella pneumophila,DB12455
Mycoplasma pneumoniae,DB12455
Enterococcus faecalis,DB12455
Staphylococcus lugdunensis,DB12455
Streptococcus anginosus,DB12455
Streptococcus constellatus,DB12455
Streptococcus intermedius,DB12455
Chlamydophila pneumoniae,DB12455
Humans and other mammals,DB12457
Humans and other mammals,DB12530
Humans and other mammals,DB12532
Klebsiella pneumoniae,DB12615
Escherichia coli,DB12615
Enterobacter,DB12615
Acinetobacter,DB12615
Pseudomonas aeruginosa,DB12615
Humans and other mammals,DB12674
Humans,DB12688
Bacteroides fragilis,DB12834
"Trichomonas vaginalis, Giardia duodenalis, and Entamoeba histolytica",DB12834
Bacteria and protozoa,DB12834
Humans and other mammals,DB12836
Humans and other mammals,DB12865
Humans,DB12872
Humans,DB12887
Humans and other mammals,DB12893
Humans and other mammals,DB12911
Humans and other mammals,DB12924
Humans and other mammals,DB12942
Humans and other mammals,DB12978
Humans and other mammals,DB13007
Humans and other mammals,DB13025
Gram negative and gram positive bacteria,DB13092
Humans,DB13133
Peptoclostridium difficile,DB13140
Humans and other mammals,DB13142
Humans and other mammals,DB13145
Humans and other mammals,DB13146
Humans and other mammals,DB13147
Humans and other mammals,DB13148
Humans and other mammals,DB13149
Humans and other mammals,DB13151
Aerococcus viridans,DB13155
Humans and other mammals,DB13161
Humans and other mammals,DB13165
Humans and other mammals,DB13167
Humans and other mammals,DB13170
Humans and other mammals,DB13173
Staphylococcus aureus,DB13174
Helicobacter pylori,DB13174
Humans and other mammals,DB13178
Enteric bacteria and other eubacteria,DB13179
Humans and other mammals,DB13192
Humans and other mammals,DB13198
Humans and other mammals,DB13235
Humans and other mammals,DB13249
Humans and other mammals,DB13257
"Trichomonas vaginalis, Giardia duodenalis, and Entamoeba histolytica",DB13268
Humans and other mammals,DB13268
Humans,DB13293
Gram negative and gram positive bacteria,DB13306
Humans and other mammals,DB13345
Herpes simplex virus,DB13421
Humans and other mammals,DB13444
Gram-positive Bacteria,DB13456
Bordetella pertussis,DB13456
Corynebacterium diphtheriae,DB13456
Humans and other mammals,DB13501
Humans and other mammals,DB13595
SARS-CoV-2,DB13609
Herpes simplex virus,DB13609
Hepatitis C Virus (HCV),DB13609
Hepatitis B virus,DB13609
Zika virus,DB13609
Lassa mammarenavirus,DB13609
Ebolavirus,DB13609
Reovirus spp.,DB13609
Chikungunya virus,DB13609
Hantaan orthohantavirus,DB13609
Coxsackievirus B5,DB13609
Humans and other mammals,DB13615
Humans and other mammals,DB13620
Humans and other mammals,DB13707
Humans,DB13729
Humans and other mammals,DB13749
Humans and other mammals,DB13751
Herpes simplex virus,DB13751
Various viruses,DB13751
Humans and other mammals,DB13761
Humans and other mammals,DB13783
Humans and other mammals,DB13800
Humans and other mammals,DB13848
Humans and other mammals,DB13853
Humans and other mammals,DB13867
Humans and other mammals,DB13873
Hepatitis C Virus,DB13878
Hepatitis C Virus,DB13879
Humans and other mammals,DB13883
Humans,DB13884
Humans and other mammals,DB13886
Humans,DB13886
Humans,DB13891
Humans,DB13892
Humans and other mammals,DB13893
Humans,DB13894
Humans and other mammals,DB13896
Humans and other mammals,DB13905
Humans and other mammals,DB13908
Humans and other mammals,DB13909
Humans and other mammals,DB13915
Humans and other mammals,DB13923
Humans and other mammals,DB13925
Humans and other mammals,DB13926
Humans and other mammals,DB13928
Humans and other mammals,DB13931
Humans and other mammals,DB13932
Humans and other mammals,DB13933
Humans and other mammals,DB13943
Humans and other mammals,DB13944
Humans and other mammals,DB13946
Humans and other mammals,DB13959
Pseudomonas aeruginosa,DB13960
Staphylococcus aureus,DB13960
Streptococcus pyogenes,DB13960
Proteus mirabilis,DB13960
Proteus vulgaris,DB13960
Escherichia coli,DB13960
Enterobacter aerogenes,DB13960
Shigella,DB13960
Klebsiella pneumoniae,DB13960
Gram negative and gram positive bacteria,DB13960
Yeast and other fungi,DB13960
Humans and other mammals,DB13961
Humans and other mammals,DB13966
Humans and other mammals,DB13967
Humans,DB13968
Humans and other mammals,DB13973
Humans and other mammals,DB13975
Humans and other mammals,DB13979
Humans and other mammals,DB13985
Humans and other mammals,DB13987
Humans and other mammals,DB13995
Humans,DB13997
Humans and other mammals,DB14001
Humans and other mammals,DB14002
Humans and other mammals,DB14003
Humans and other mammals,DB14005
Head lice,DB14005
Humans and other mammals,DB14006
Humans and other mammals,DB14007
Humans and other mammals,DB14012
Humans and other mammals,DB14018
Humans and other mammals,DB14033
Humans and other mammals,DB14039
Humans and other mammals,DB14040
Humans and other mammals,DB14041
Humans and other mammals,DB14042
Humans and other mammals,DB14048
Scabies (Sarcoptes scabei) and other insects,DB14074
Humans and other mammals,DB14112
Herpes simplex virus,DB14126
HIV-1,DB14126
Hepatitis B virus,DB14126
Humans and other mammals,DB14509
Humans and other mammals,DB14512
Enterococcus,DB14569
Streptococcus,DB14569
Staphylococcus,DB14569
Humans and other mammals,DB14582
Humans,DB14597
Humans and other mammals,DB14631
Humans and other mammals,DB14700
Humans and other mammals,DB14707
Humans,DB14712
Humans,DB14713
Humans and other mammals,DB14723
Humans,DB14724
Humans and other mammals,DB14730
Humans and other mammals,DB14731
Humans and other mammals,DB14732
Humans and other mammals,DB14738
Humans and other mammals,DB14740
Humans and other mammals,DB14751
"Yeast, Molds, Trypanosomes",DB14753
Humans and other mammals,DB14754
SARS-CoV,DB14761
SARS-CoV-2,DB14761
Humans and other mammals,DB14762
Humans,DB14783
Humans and other mammals,DB14811
Pseudomonas aeruginosa,DB14879
Escherichia coli,DB14879
Acinetobacter baumannii,DB14879
Klebsiella pneumoniae,DB14879
Serratia marcescens,DB14879
Stenotrophomonas maltophilia,DB14879
Acinetobacter calcoaceticus,DB14879
Acinetobacter haemolyticus,DB14879
Acinetobacter johnsonii,DB14879
Acinetobacter lwoffii,DB14879
Aeromonas hydrophila,DB14879
Campylobacter jejuni,DB14879
Elizabethkingia meningoseptica,DB14879
Enterobacter cloacae,DB14879
Haemophilus influenzae,DB14879
Klebsiella oxytoca,DB14879
Moraxella catarrhalis,DB14879
Morganella morganii,DB14879
Neisseria gonorrhoeae,DB14879
Neisseria meningitidis,DB14879
Proteus mirabilis,DB14879
Proteus vulgaris,DB14879
Providencia rettgeri,DB14879
Citrobacter freundii,DB14879
Providencia stuartii,DB14879
Pseudomonas putida,DB14879
Pseudomonas stutzeri,DB14879
Salmonella enteritidis,DB14879
Salmonella paratyphi,DB14879
Salmonella typhi,DB14879
Salmonella typhimurium,DB14879
Salmonella choleraesuis,DB14879
Shigella flexneri,DB14879
Yersinia enterocolitica,DB14879
Vibrio vulnificus,DB14879
Vibrio fluvialis,DB14879
Micrococcus luteus,DB14879
Streptococcus pneumoniae,DB14879
Streptococcus pyogenes,DB14879
Yersinia pseudotuberculosis,DB14879
Humans and other mammals,DB14914
Humans and other mammals,DB14962
SARS-CoV-2,DB14999
Humans and other mammals,DB15035
Humans and other mammals,DB15066
Humans and other mammals,DB15091
Humans and other mammals,DB15102
Humans,DB15271
Humans and other mammals,DB15328
Humans and other mammals,DB15566
Plasmodium falciparum,DB15609
Humans and other mammals,DB15616
Influenza A virus,DB15622
Influenza B virus,DB15622
Human immunodeficiency virus 1,DB15623
SARS-CoV-2,DB15623
Influenza Virus,DB15660
SARS-CoV,DB15660
SARS-CoV-2,DB15660
Influenza Virus,DB15661
SARS-CoV,DB15661
SARS-CoV-2,DB15661
Humans and other mammals,DB15669
Humans and other mammals,DB15685
Humans and other mammals,DB15690
