atc_code,level_1,code_1,level_2,code_2,level_3,code_3,level_4,code_4,drugbank-id
C01DA04,Organic nitrates,C01DA,VASODILATORS USED IN CARDIAC DISEASES,C01D,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB13408
J01FA12,Macrolides,J01FA,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13409
C02CC07,Guanidine derivatives,C02CC,"ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING",C02C,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB13410
N06AA07,Non-selective monoamine reuptake inhibitors,N06AA,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB13411
N06BX08,Other psychostimulants and nootropics,N06BX,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB13412
N04AA09,Tertiary amines,N04AA,ANTICHOLINERGIC AGENTS,N04A,ANTI-PARKINSON DRUGS,N04,NERVOUS SYSTEM,N,DB13413
M03BX30,Other centrally acting agents,M03BX,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03B,MUSCLE RELAXANTS,M03,MUSCULO-SKELETAL SYSTEM,M,DB13414
R07AB53,Respiratory stimulants,R07AB,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07,RESPIRATORY SYSTEM,R,DB13415
R07AB03,Respiratory stimulants,R07AB,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07,RESPIRATORY SYSTEM,R,DB13415
A11DA02,"Vitamin B1, plain",A11DA,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",A11D,VITAMINS,A11,ALIMENTARY TRACT AND METABOLISM,A,DB13416
J04AK04,Other drugs for treatment of tuberculosis,J04AK,DRUGS FOR TREATMENT OF TUBERCULOSIS,J04A,ANTIMYCOBACTERIALS,J04,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13417
G03CB04,"Synthetic estrogens, plain",G03CB,ESTROGENS,G03C,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13418
A02BX11,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02BX,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A,DB13419
R06AD06,Phenothiazine derivatives,R06AD,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R,DB13420
D06BB09,Antivirals,D06BB,CHEMOTHERAPEUTICS FOR TOPICAL USE,D06B,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06,DERMATOLOGICALS,D,DB13421
C10AD03,Nicotinic acid and derivatives,C10AD,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C,DB13422
B03AB04,"Iron trivalent, oral preparations",B03AB,IRON PREPARATIONS,B03A,ANTIANEMIC PREPARATIONS,B03,BLOOD AND BLOOD FORMING ORGANS,B,DB13423
P03AB51,Chlorine containing products,P03AB,"ECTOPARASITICIDES, INCL. SCABICIDES",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB13424
P03AB01,Chlorine containing products,P03AB,"ECTOPARASITICIDES, INCL. SCABICIDES",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB13424
G01AF18,Imidazole derivatives,G01AF,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13425
D01AC16,Imidazole and triazole derivatives,D01AC,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D,DB13425
V10AX06,Other antiinflammatory therapeutic radiopharmaceuticals,V10AX,ANTIINFLAMMATORY AGENTS,V10A,THERAPEUTIC RADIOPHARMACEUTICALS,V10,VARIOUS,V,DB13427
V08AC05,"Watersoluble, hepatotropic X-ray contrast media",V08AC,"X-RAY CONTRAST MEDIA, IODINATED",V08A,CONTRAST MEDIA,V08,VARIOUS,V,DB13428
C02AC04,Imidazoline receptor agonists,C02AC,"ANTIADRENERGIC AGENTS, CENTRALLY ACTING",C02A,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB13429
C03AA13,"Thiazides, plain",C03AA,"LOW-CEILING DIURETICS, THIAZIDES",C03A,DIURETICS,C03,CARDIOVASCULAR SYSTEM,C,DB13430
C03EA05,Low-ceiling diuretics and potassium-sparing agents,C03EA,DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION,C03E,DIURETICS,C03,CARDIOVASCULAR SYSTEM,C,DB13430
A02BX06,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02BX,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A,DB13431
M01AB09,Acetic acid derivatives and related substances,M01AB,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01,MUSCULO-SKELETAL SYSTEM,M,DB13432
C10AB06,Fibrates,C10AB,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C,DB13433
D01AC12,Imidazole and triazole derivatives,D01AC,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D,DB13434
G01AF12,Imidazole derivatives,G01AF,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13434
C02DB03,Hydrazinophthalazine derivatives,C02DB,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02D,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB13435
R05DB17,Other cough suppressants,R05DB,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05D,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R,DB13436
N05BA03,Benzodiazepine derivatives,N05BA,ANXIOLYTICS,N05B,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB13437
N06BX14,Other psychostimulants and nootropics,N06BX,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB13438
A03AX01,Other drugs for functional gastrointestinal disorders,A03AX,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB13439
C10AD01,Nicotinic acid and derivatives,C10AD,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C,DB13441
A05BA04,Liver therapy,A05BA,"LIVER THERAPY, LIPOTROPICS",A05B,BILE AND LIVER THERAPY,A05,ALIMENTARY TRACT AND METABOLISM,A,DB13442
C07AB11,"Beta blocking agents, selective",C07AB,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07,CARDIOVASCULAR SYSTEM,C,DB13443
V08AA05,"Watersoluble, nephrotropic, high osmolar X-ray contrast media",V08AA,"X-RAY CONTRAST MEDIA, IODINATED",V08A,CONTRAST MEDIA,V08,VARIOUS,V,DB13444
R05DB26,Other cough suppressants,R05DB,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05D,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R,DB13445
A10BX01,"Other blood glucose lowering drugs, excl. insulins",A10BX,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10B,DRUGS USED IN DIABETES,A10,ALIMENTARY TRACT AND METABOLISM,A,DB13446
R07AB06,Respiratory stimulants,R07AB,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07,RESPIRATORY SYSTEM,R,DB13447
N04AA10,Tertiary amines,N04AA,ANTICHOLINERGIC AGENTS,N04A,ANTI-PARKINSON DRUGS,N04,NERVOUS SYSTEM,N,DB13448
R03DA03,Xanthines,R03DA,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R,DB13449
R03DB03,Xanthines and adrenergics,R03DB,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03,RESPIRATORY SYSTEM,R,DB13449
B01AA11,Vitamin K antagonists,B01AA,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01,BLOOD AND BLOOD FORMING ORGANS,B,DB13451
C02DB04,Hydrazinophthalazine derivatives,C02DB,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02D,ANTIHYPERTENSIVES,C02,CARDIOVASCULAR SYSTEM,C,DB13452
N01AX15,Other general anesthetics,N01AX,"ANESTHETICS, GENERAL",N01A,ANESTHETICS,N01,NERVOUS SYSTEM,N,DB13453
N02AA04,Natural opium alkaloids,N02AA,OPIOIDS,N02A,ANALGESICS,N02,NERVOUS SYSTEM,N,DB13454
N06BX22,Other psychostimulants and nootropics,N06BX,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB13455
J01FA03,Macrolides,J01FA,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01F,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13456
N06AX10,Other antidepressants,N06AX,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB13457
R05DA10,Opium alkaloids and derivatives,R05DA,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05D,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R,DB13458
D01AA04,Antibiotics,D01AA,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D,DB13459
C10AB07,Fibrates,C10AB,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C,DB13460
J01DD17,Third-generation cephalosporins,J01DD,OTHER BETA-LACTAM ANTIBACTERIALS,J01D,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13461
P02CX02,Other antinematodals,P02CX,ANTINEMATODAL AGENTS,P02C,ANTHELMINTICS,P02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB13462
N02CX06,Other antimigraine preparations,N02CX,ANTIMIGRAINE PREPARATIONS,N02C,ANALGESICS,N02,NERVOUS SYSTEM,N,DB13463
H01BA05,Vasopressin and analogues,H01BA,POSTERIOR PITUITARY LOBE HORMONES,H01B,PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,H01,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H,DB13464
P02CA04,Benzimidazole derivatives,P02CA,ANTINEMATODAL AGENTS,P02C,ANTHELMINTICS,P02,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB13465
R06AX16,Other antihistamines for systemic use,R06AX,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R,DB13466
C01AA06,Digitalis glycosides,C01AA,CARDIAC GLYCOSIDES,C01A,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB13467
N04AC30,Ethers of tropine or tropine derivatives,N04AC,ANTICHOLINERGIC AGENTS,N04A,ANTI-PARKINSON DRUGS,N04,NERVOUS SYSTEM,N,DB13468
P01AX04,Other agents against amoebiasis and other protozoal diseases,P01AX,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01A,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB13469
J01DD09,Third-generation cephalosporins,J01DD,OTHER BETA-LACTAM ANTIBACTERIALS,J01D,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13470
V03AX02,Other therapeutic products,V03AX,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03,VARIOUS,V,DB13471
G03GB01,"Ovulation stimulants, synthetic",G03GB,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03G,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13472
R05CA07,Expectorants,R05CA,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05C,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R,DB13473
R05DB24,Other cough suppressants,R05DB,"COUGH SUPPRESSANTS, EXCL. COMBINATIONS WITH EXPECTORANTS",R05D,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R,DB13474
J01XE03,Nitrofuran derivatives,J01XE,OTHER ANTIBACTERIALS,J01X,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13475
A03AX02,Other drugs for functional gastrointestinal disorders,A03AX,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB13476
C05BA02,Heparins or heparinoids for topical use,C05BA,ANTIVARICOSE THERAPY,C05B,VASOPROTECTIVES,C05,CARDIOVASCULAR SYSTEM,C,DB13477
N02AX05,Other opioids,N02AX,OPIOIDS,N02A,ANALGESICS,N02,NERVOUS SYSTEM,N,DB13478
R06AC52,Substituted ethylene diamines,R06AC,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R,DB13479
R06AC02,Substituted ethylene diamines,R06AC,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R,DB13479
L03AX01,Other immunostimulants,L03AX,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L,DB13480
M01AX23,"Other antiinflammatory and antirheumatic agents, non-steroids",M01AX,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01A,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01,MUSCULO-SKELETAL SYSTEM,M,DB13481
R07AB08,Respiratory stimulants,R07AB,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07,RESPIRATORY SYSTEM,R,DB13482
B02BX01,Other systemic hemostatics,B02BX,VITAMIN K AND OTHER HEMOSTATICS,B02B,ANTIHEMORRHAGICS,B02,BLOOD AND BLOOD FORMING ORGANS,B,DB13483
A14AA06,Androstan derivatives,A14AA,ANABOLIC STEROIDS,A14A,ANABOLIC AGENTS FOR SYSTEMIC USE,A14,ALIMENTARY TRACT AND METABOLISM,A,DB13484
J01ED03,Long-acting sulfonamides,J01ED,SULFONAMIDES AND TRIMETHOPRIM,J01E,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13485
A06AD03,Osmotically acting laxatives,A06AD,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06,ALIMENTARY TRACT AND METABOLISM,A,DB13486
A02AA03,Magnesium compounds,A02AA,ANTACIDS,A02A,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A,DB13486
V09XA01,Iodine (131I) compounds,V09XA,OTHER DIAGNOSTIC RADIOPHARMACEUTICALS,V09X,DIAGNOSTIC RADIOPHARMACEUTICALS,V09,VARIOUS,V,DB13487
C04AX11,Other peripheral vasodilators,C04AX,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04,CARDIOVASCULAR SYSTEM,C,DB13488
R06AX01,Other antihistamines for systemic use,R06AX,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06,RESPIRATORY SYSTEM,R,DB13489
D04AA15,Antihistamines for topical use,D04AA,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04A,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04,DERMATOLOGICALS,D,DB13489
C05CA05,Bioflavonoids,C05CA,CAPILLARY STABILIZING AGENTS,C05C,VASOPROTECTIVES,C05,CARDIOVASCULAR SYSTEM,C,DB13490
D07AB05,"Corticosteroids, moderately potent (group II)",D07AB,"CORTICOSTEROIDS, PLAIN",D07A,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07,DERMATOLOGICALS,D,DB13491
D08AE02,Phenol and derivatives,D08AE,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08,DERMATOLOGICALS,D,DB13492
G01AX03,Other antiinfectives and antiseptics,G01AX,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13492
A05AX03,Other drugs for bile therapy,A05AX,BILE THERAPY,A05A,BILE AND LIVER THERAPY,A05,ALIMENTARY TRACT AND METABOLISM,A,DB13493
C01CA12,Adrenergic and dopaminergic agents,C01CA,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01C,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB13494
S01EB10,Parasympathomimetics,S01EB,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,S01E,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB13495
N06AA13,Non-selective monoamine reuptake inhibitors,N06AA,ANTIDEPRESSANTS,N06A,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB13496
A03AX14,Other drugs for functional gastrointestinal disorders,A03AX,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB13497
J01DD03,Third-generation cephalosporins,J01DD,OTHER BETA-LACTAM ANTIBACTERIALS,J01D,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13499
A03CA04,Synthetic anticholinergic agents in combination with psycholeptics,A03CA,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03C,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB13500
A03AB06,"Synthetic anticholinergics, quaternary ammonium compounds",A03AB,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB13500
M02AA11,"Antiinflammatory preparations, non-steroids for topical use",M02AA,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02A,TOPICAL PRODUCTS FOR JOINT AND MUSCULAR PAIN,M02,MUSCULO-SKELETAL SYSTEM,M,DB13501
S01BC07,"Antiinflammatory agents, non-steroids",S01BC,ANTIINFLAMMATORY AGENTS,S01B,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB13501
N04BX03,Other dopaminergic agents,N04BX,DOPAMINERGIC AGENTS,N04B,ANTI-PARKINSON DRUGS,N04,NERVOUS SYSTEM,N,DB13502
S01AA05,Antibiotics,S01AA,ANTIINFECTIVES,S01A,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB13503
R02AB02,Antibiotics,R02AB,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02,RESPIRATORY SYSTEM,R,DB13503
D06AX08,Other antibiotics for topical use,D06AX,ANTIBIOTICS FOR TOPICAL USE,D06A,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06,DERMATOLOGICALS,D,DB13503
J01DD10,Third-generation cephalosporins,J01DD,OTHER BETA-LACTAM ANTIBACTERIALS,J01D,ANTIBACTERIALS FOR SYSTEMIC USE,J01,ANTIINFECTIVES FOR SYSTEMIC USE,J,DB13504
A03CA30,Synthetic anticholinergic agents in combination with psycholeptics,A03CA,ANTISPASMODICS IN COMBINATION WITH PSYCHOLEPTICS,A03C,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB13505
N05CX05,"Hypnotics and sedatives in combination, excl. barbiturates",N05CX,HYPNOTICS AND SEDATIVES,N05C,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB13505
G04BD01,Drugs for urinary frequency and incontinence,G04BD,UROLOGICALS,G04B,UROLOGICALS,G04,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13505
G01AA08,Antibiotics,G01AA,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13506
A03AB11,"Synthetic anticholinergics, quaternary ammonium compounds",A03AB,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB13507
C07AA27,"Beta blocking agents, non-selective",C07AA,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07,CARDIOVASCULAR SYSTEM,C,DB13508
N02BA02,Salicylic acid and derivatives,N02BA,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N,DB13509
B01AC15,Platelet aggregation inhibitors excl. heparin,B01AC,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01,BLOOD AND BLOOD FORMING ORGANS,B,DB13509
C04AX20,Other peripheral vasodilators,C04AX,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04,CARDIOVASCULAR SYSTEM,C,DB13510
A03FA06,Propulsives,A03FA,PROPULSIVES,A03F,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03,ALIMENTARY TRACT AND METABOLISM,A,DB13511
P01AC02,Dichloroacetamide derivatives,P01AC,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01A,ANTIPROTOZOALS,P01,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P,DB13512
D01AE03,Other antifungals for topical use,D01AE,ANTIFUNGALS FOR TOPICAL USE,D01A,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01,DERMATOLOGICALS,D,DB13513
S01BC09,"Antiinflammatory agents, non-steroids",S01BC,ANTIINFLAMMATORY AGENTS,S01B,OPHTHALMOLOGICALS,S01,SENSORY ORGANS,S,DB13514
N07BC05,Drugs used in opioid dependence,N07BC,DRUGS USED IN ADDICTIVE DISORDERS,N07B,OTHER NERVOUS SYSTEM DRUGS,N07,NERVOUS SYSTEM,N,DB13515
G01AX01,Other antiinfectives and antiseptics,G01AX,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01A,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13516
C01CX06,Other cardiac stimulants,C01CX,CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01C,CARDIAC THERAPY,C01,CARDIOVASCULAR SYSTEM,C,DB13517
A02BX13,Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02BX,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02B,DRUGS FOR ACID RELATED DISORDERS,A02,ALIMENTARY TRACT AND METABOLISM,A,DB13518
A04AD02,Other antiemetics,A04AD,ANTIEMETICS AND ANTINAUSEANTS,A04A,ANTIEMETICS AND ANTINAUSEANTS,A04,ALIMENTARY TRACT AND METABOLISM,A,DB13519
G02CB05,Prolactine inhibitors,G02CB,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02,GENITO URINARY SYSTEM AND SEX HORMONES,G,DB13520
C10AX10,Other lipid modifying agents,C10AX,"LIPID MODIFYING AGENTS, PLAIN",C10A,LIPID MODIFYING AGENTS,C10,CARDIOVASCULAR SYSTEM,C,DB13521
N06BX21,Other psychostimulants and nootropics,N06BX,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06B,PSYCHOANALEPTICS,N06,NERVOUS SYSTEM,N,DB13522
N05AL06,Benzamides,N05AL,ANTIPSYCHOTICS,N05A,PSYCHOLEPTICS,N05,NERVOUS SYSTEM,N,DB13523
N02BB74,Pyrazolones,N02BB,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N,DB13524
N02BB54,Pyrazolones,N02BB,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N,DB13524
N02BB04,Pyrazolones,N02BB,OTHER ANALGESICS AND ANTIPYRETICS,N02B,ANALGESICS,N02,NERVOUS SYSTEM,N,DB13524
R05CA05,Expectorants,R05CA,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05C,COUGH AND COLD PREPARATIONS,R05,RESPIRATORY SYSTEM,R,DB13525
