category,mesh-id,parent_key
Food,D005502,DB11859
Food and Beverages,D019602,DB11859
Fused-Ring Compounds,D000072473,DB11859
GABA Modulators,D018757,DB11859
Glucans,D005936,DB11859
Gonadal Hormones,D042341,DB11859
Gonadal Steroid Hormones,D012739,DB11859
Hormones,D006728,DB11859
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB11859
Macromolecular Substances,D046911,DB11859
Pharmaceutical Preparations,D004364,DB11859
Physiological Phenomena,D010829,DB11859
Polymers,D011108,DB11859
Polysaccharides,D011134,DB11859
Pregnanes,D011278,DB11859
Pregnenediones,D011282,DB11859
Pregnenes,D011283,DB11859
Progesterone Congeners,D045167,DB11859
Starch,D013213,DB11859
Steroids,D013256,DB11859
Bile Acids and Salts,D001647,DB11860
Cholanes,D002757,DB11860
Fused-Ring Compounds,D000072473,DB11860
Steroids,D013256,DB11860
Amides,D000577,DB11861
Sulfones,D013450,DB11861
Sulfur Compounds,D013457,DB11861
Thiazoles,D013844,DB11861
"Amino Acids, Peptides, and Proteins",D000602,DB11862
Antibodies,D000906,DB11862
"Antibodies, Monoclonal",D000911,DB11862
Blood Proteins,D001798,DB11862
Globulins,D005916,DB11862
Immunoglobulins,D007136,DB11862
Immunoproteins,D007162,DB11862
Proteins,D011506,DB11862
Serum Globulins,D012712,DB11862
"Leukocyte Elastase, antagonists & inhibitors",,DB11863
Pyridines,D011725,DB11863
Sulfur Compounds,D013457,DB11863
Amino Acids,D000596,DB11865
"Amino Acids, Peptides, and Proteins",D000602,DB11865
"Amino Acids, Peptides, and Proteins",D000602,DB11866
Antibodies,D000906,DB11866
Blood Proteins,D001798,DB11866
Bone Anabolic Agents,,DB11866
Drugs Affecting Bone Structure and Mineralization,,DB11866
Drugs for Treatment of Bone Diseases,,DB11866
Globulins,D005916,DB11866
Immunoglobulins,D007136,DB11866
Immunoproteins,D007162,DB11866
Musculo-Skeletal System,,DB11866
Proteins,D011506,DB11866
Serum Globulins,D012712,DB11866
Acetamides,D000081,DB11868
Acetates,D000085,DB11868
"Acids, Acyclic",D000144,DB11868
Amides,D000577,DB11868
Anticonvulsants,D000927,DB11868
Central Nervous System Agents,D002491,DB11868
Central Nervous System Depressants,D002492,DB11868
Fatty Acids,D005227,DB11868
"Fatty Acids, Volatile",D005232,DB11868
Lipids,D008055,DB11868
Nootropic Agents,D018697,DB11868
Pyrrolidines,D011759,DB11868
Pyrrolidinones,D011760,DB11868
"Amino Acids, Peptides, and Proteins",D000602,DB11869
"ATP Binding Cassette Transporter, Subfamily B, Member 1",D020168,DB11869
"Drug Resistance, Multiple",D018432,DB11869
OATP1B1/SLCO1B1 Inhibitors,,DB11869
OATP1B3 inhibitors,,DB11869
P-glycoprotein inhibitors,,DB11869
P-glycoprotein substrates,,DB11869
Peptides,D010455,DB11869
"Peptides, Cyclic",D010456,DB11869
"Amyloid Precursor Protein Secretases, antagonists & inhibitors",,DB11870
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11870
Acetamides,D000081,DB11871
Acetates,D000085,DB11871
"Acids, Acyclic",D000144,DB11871
Adrenergic Agonists,D000322,DB11871
Adrenergic beta-2 Receptor Agonists,D058666,DB11871
Adrenergic beta-Agonists,D000318,DB11871
Agents producing tachycardia,,DB11871
Agents that produce hypertension,,DB11871
Amides,D000577,DB11871
Benzene Derivatives,D001555,DB11871
Fatty Acids,D005227,DB11871
"Fatty Acids, Volatile",D005232,DB11871
Lipids,D008055,DB11871
Sulfones,D013450,DB11871
Sulfur Compounds,D013457,DB11871
"Acids, Acyclic",D000144,DB11873
Antigout Preparations,D006074,DB11873
Antirheumatic Agents,D018501,DB11873
Fatty Acids,D005227,DB11873
"Fatty Acids, Volatile",D005232,DB11873
Lipids,D008055,DB11873
Alkenes,D000475,DB11874
Biological Factors,D001685,DB11874
Condiments,D003212,DB11874
Cyclohexanes,D003510,DB11874
Cyclohexenes,D053138,DB11874
Cycloparaffins,D003516,DB11874
"Hydrocarbons, Acyclic",D006839,DB11874
"Pigments, Biological",D010860,DB11874
Polyenes,D011090,DB11874
Terpenes,D013729,DB11874
Anticarcinogenic Agents,D016588,DB11875
"Compounds used in a research, industrial, or household setting",D020313,DB11875
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11875
Protective Agents,D020011,DB11875
Amino Acids,D000596,DB11876
"Amino Acids, Peptides, and Proteins",D000602,DB11876
Blood and Blood Forming Organs,,DB11876
Blood Substitutes and Perfusion Solutions,,DB11876
I.V. Solution Additives,,DB11876
Oligopeptides,D009842,DB11876
Peptides,D010455,DB11876
Pyrans,D011714,DB11878
"RNA Replicase, antagonists & inhibitors",,DB11878
"Amino Acids, Peptides, and Proteins",D000602,DB11879
Peptides,D010455,DB11879
Antineoplastic Agents,D000970,DB11880
Enzyme Inhibitors,D004791,DB11880
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11880
Topoisomerase II Inhibitors,D059005,DB11880
Topoisomerase Inhibitors,D059003,DB11880
Benzene Derivatives,D001555,DB11881
"HSP90 Heat-Shock Proteins, antagonists & inhibitors",,DB11881
Phenols,D010636,DB11881
"Amino Acids, Peptides, and Proteins",D000602,DB11882
Anti-Ulcer Agents,D000897,DB11882
Gastrointestinal Agents,D005765,DB11882
Peptides,D010455,DB11882
"TRPV Cation Channels, antagonists & inhibitors",,DB11883
"Amino Acids, Peptides, and Proteins",D000602,DB11884
Antibodies,D000906,DB11884
"Antibodies, Monoclonal",D000911,DB11884
Benzazepines,D001552,DB11884
Blood Proteins,D001798,DB11884
Globulins,D005916,DB11884
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11884
Immunoglobulins,D007136,DB11884
Immunoproteins,D007162,DB11884
Proteins,D011506,DB11884
Serum Globulins,D012712,DB11884
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11885
Antineoplastic Agents,D000970,DB11886
Benzene Derivatives,D001555,DB11886
"Receptor, Fibroblast Growth Factor, Type 1, antagonists & inhibitors",,DB11886
"Acids, Acyclic",D000144,DB11888
Amidines,D000578,DB11888
Amino Sugars,D000606,DB11888
Anti-Infective Agents,D000890,DB11888
Antiviral Agents,D000998,DB11888
Carbohydrates,D002241,DB11888
Guanidines,D006146,DB11888
Hydroxy Acids,D006880,DB11888
Neuraminic Acids,D009438,DB11888
"Neuraminidase, antagonists & inhibitors",,DB11888
Pyrans,D011714,DB11888
Sialic Acids,D012794,DB11888
Sugar Acids,D013400,DB11888
Amines,D000588,DB11889
Antidepressive Agents,D000928,DB11889
Central Nervous System Depressants,D002492,DB11889
Ethylamines,D005021,DB11889
"Receptors, N-Methyl-D-Aspartate, antagonists & inhibitors",,DB11889
Biological Factors,D001685,DB11890
Bodily Secretions,D012634,DB11890
Complex Mixtures,D045424,DB11890
Fluids and Secretions,D005441,DB11890
"Toxins, Biological",D014118,DB11890
Venoms,D014688,DB11890
Antineoplastic Agents,D000970,DB11891
Histone Deacetylase Inhibitors,D056572,DB11891
Oxazines,D010078,DB11891
"Phosphatidylinositol 3-Kinase, antagonists & inhibitors",,DB11891
Potential QTc-Prolonging Agents,,DB11891
QTc Prolonging Agents,,DB11891
Anti-Bacterial Agents,D000900,DB11892
Anti-Infective Agents,D000890,DB11892
Antibacterials for Systemic Use,,DB11892
Antiinfectives for Systemic Use,,DB11892
Cytochrome P-450 CYP1A2 Inhibitors,D065609,DB11892
Cytochrome P-450 CYP1A2 Inhibitors (strength unknown),,DB11892
Cytochrome P-450 Enzyme Inhibitors,D065607,DB11892
Dioxoles,D004149,DB11892
Enzyme Inhibitors,D004791,DB11892
Fluoroquinolones,D024841,DB11892
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11892
Potential QTc-Prolonging Agents,,DB11892
QTc Prolonging Agents,,DB11892
Quinolines,D011804,DB11892
Quinolones,D015363,DB11892
Topoisomerase II Inhibitors,D059005,DB11892
Topoisomerase Inhibitors,D059003,DB11892
Amides,D000577,DB11893
"Amyloid Precursor Protein Secretases, antagonists & inhibitors",,DB11893
Oxazoles,D010080,DB11893
Sulfones,D013450,DB11893
Sulfur Compounds,D013457,DB11893
Antineoplastic Agents,D000970,DB11894
"PPAR gamma, antagonists & inhibitors",,DB11894
Sulfur Compounds,D013457,DB11894
Thiazoles,D013844,DB11894
"Amino Acids, Peptides, and Proteins",D000602,DB11895
Hormones,D006728,DB11895
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB11895
Peptide Hormones,D036361,DB11895
Peptides,D010455,DB11895
Enzyme Inhibitors,D004791,DB11896
Oxazines,D010078,DB11896
Protein Kinase Inhibitors,D047428,DB11896
Blood Glucose Lowering Agents,D007004,DB11898
Ligands,D008024,DB11898
Sulfur Compounds,D013457,DB11898
Thiazoles,D013844,DB11898
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11900
Indoles,D007211,DB11900
Antiandrogens,D000726,DB11901
Antineoplastic Agents,D000970,DB11901
Antineoplastic and Immunomodulating Agents,,DB11901
BCRP/ABCG2 Inducers,,DB11901
Cytochrome P-450 CYP2C19 Inducers,D065697,DB11901
Cytochrome P-450 CYP2C19 Inducers (strong),,DB11901
Cytochrome P-450 CYP2C8 Substrates,,DB11901
Cytochrome P-450 CYP2C9 Inducers,D065698,DB11901
Cytochrome P-450 CYP2C9 Inducers (weak),,DB11901
Cytochrome P-450 CYP3A Inducers,D065701,DB11901
Cytochrome P-450 CYP3A Inducers (strong),,DB11901
Cytochrome P-450 CYP3A Substrates,,DB11901
Cytochrome P-450 CYP3A4 Inducers,D065701,DB11901
Cytochrome P-450 CYP3A4 Inducers (strong),,DB11901
Cytochrome P-450 CYP3A4 Substrates,,DB11901
Cytochrome P-450 Enzyme Inducers,D065693,DB11901
Cytochrome P-450 Substrates,,DB11901
Drugs that are Mainly Renally Excreted,,DB11901
Endocrine Therapy,,DB11901
Hormone Antagonists and Related Agents,,DB11901
Imidazoles,D007093,DB11901
Imidazolidines,D048289,DB11901
MATE 1 Inhibitors,,DB11901
MATE 2 Inhibitors,,DB11901
MATE inhibitors,,DB11901
OAT3/SLC22A8 Inhibitors,,DB11901
OATP1B1/SLCO1B1 Inducers,,DB11901
OCT2 Inhibitors,,DB11901
P-glycoprotein inducers,,DB11901
"Prostatic Neoplasms, drug therapy",,DB11901
Amides,D000577,DB11902
"Cyclic Nucleotide Phosphodiesterases, Type 5",D054706,DB11902
Pyrimidines,D011743,DB11902
Sulfones,D013450,DB11902
Sulfur Compounds,D013457,DB11902
Agents producing tachycardia,,DB11903
Cannabinoid Receptor Agonists,D063386,DB11903
Cannabinoids and similars,D063385,DB11903
"Receptor, Cannabinoid, CB2, agonists",,DB11903
"Acids, Carbocyclic",D000146,DB11904
Amides,D000577,DB11904
Amines,D000588,DB11904
Benzene Derivatives,D001555,DB11904
Benzoates,D001565,DB11904
Enzyme Inhibitors,D004791,DB11904
Protein Kinase Inhibitors,D047428,DB11904
Pyridines,D011725,DB11904
Tyrosine Kinase Inhibitors,,DB11904
Acetates,D000085,DB11905
"Acids, Acyclic",D000144,DB11905
Amides,D000577,DB11905
Fatty Acids,D005227,DB11905
"Fatty Acids, Volatile",D005232,DB11905
Lipids,D008055,DB11905
Oxazoles,D010080,DB11905
"Tuberculosis, Pulmonary, drug therapy",,DB11905
"Amino Acids, Peptides, and Proteins",D000602,DB11906
"Gonadotropin-Releasing Hormone, antagonists & inhibitors",,DB11906
Hormone Antagonists,D006727,DB11906
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB11906
Peptides,D010455,DB11906
"Acids, Acyclic",D000144,DB11907
Acrylates,D000179,DB11907
Amides,D000577,DB11907
Antineoplastic Agents,D000970,DB11907
Antineoplastic and Immunomodulating Agents,,DB11907
Protein Kinase Inhibitors,D047428,DB11907
"Acids, Acyclic",D000144,DB11909
Enzyme Inhibitors,D004791,DB11909
Fatty Acids,D005227,DB11909
"Fatty Acids, Volatile",D005232,DB11909
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11909
Lipids,D008055,DB11909
Phospholipase A2 Inhibitors,D064801,DB11909
"Phospholipases A, antagonists & inhibitors",,DB11909
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11910
Quinazolines,D011799,DB11910
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11911
Amines,D000588,DB11912
Anti-Bacterial Agents,D000900,DB11912
Enzyme Inhibitors,D004791,DB11912
Hydroxy Acids,D006880,DB11912
Hydroxylamines,D006898,DB11912
"Acids, Acyclic",D000144,DB11913
Dicarboxylic Acids,D003998,DB11913
"Glycogen Synthase Kinase 3, antagonists & inhibitors",,DB11913
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11913
Imides,D007094,DB11913
Maleates,D008298,DB11913
"Amino Acids, Peptides, and Proteins",D000602,DB11914
Antibodies,D000906,DB11914
Blood Proteins,D001798,DB11914
Globulins,D005916,DB11914
Immunoglobulins,D007136,DB11914
Immunoproteins,D007162,DB11914
Proteins,D011506,DB11914
Serum Globulins,D012712,DB11914
Amino Acids,D000596,DB11915
"Amino Acids, Branched-Chain",D000597,DB11915
"Amino Acids, Essential",D000601,DB11915
"Amino Acids, Peptides, and Proteins",D000602,DB11915
Cytochrome P-450 CYP2D6 Substrates,,DB11915
Cytochrome P-450 CYP3A Substrates,,DB11915
Cytochrome P-450 CYP3A4 Substrates,,DB11915
Cytochrome P-450 CYP3A5 Substrates,,DB11915
Cytochrome P-450 Substrates,,DB11915
Drugs that are Mainly Renally Excreted,,DB11915
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11915
Nervous System,D009420,DB11915
Quinolizines,D011807,DB11915
Vesicular Monoamine Transporter 2 Inhibitor,,DB11915
Vesicular Monoamine Transporter 2 Inhibitors,,DB11915
Benzoquinones,D016227,DB11917
Coenzymes,D003067,DB11917
Enzymes and Coenzymes,D045762,DB11917
Quinones,D011809,DB11917
Antineoplastic Agents,D000970,DB11918
Aza Compounds,D001372,DB11918
Carbohydrates,D002241,DB11918
Glycosides,D006027,DB11918
Immunologic Factors,D007155,DB11918
"Nucleic Acids, Nucleotides, and Nucleosides",D009706,DB11918
Nucleosides,D009705,DB11918
Pyrimidine Nucleosides,D011741,DB11918
Pyrimidines,D011743,DB11918
Ribonucleosides,D012263,DB11918
Antineoplastic Agents,D000970,DB11919
Cytochrome P-450 CYP1A2 Substrates,,DB11919
Cytochrome P-450 CYP3A Substrates,,DB11919
Cytochrome P-450 CYP3A4 Substrates,,DB11919
Cytochrome P-450 Substrates,,DB11919
Enzyme Inhibitors,D004791,DB11919
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11919
Purines,D011687,DB11919
Purinones,D011688,DB11919
Xanthine derivatives,D013806,DB11919
Acids,D000143,DB11920
"Acids, Noncarboxylic",D000148,DB11920
Amines,D000588,DB11920
GABA Agents,D018682,DB11920
GABA Agonists,D018755,DB11920
GABA-A Receptor Agonists,D058785,DB11920
Gastrointestinal Agents,D005765,DB11920
Neurotransmitter Agents,D018377,DB11920
Organophosphorus Compounds,D009943,DB11920
Phosphorus Acids,D017976,DB11920
Phosphorus Compounds,D017553,DB11920
Adrenal Cortex Hormones,D000305,DB11921
Anti-Inflammatory Agents,D000893,DB11921
Corticosteroid Hormone Receptor Agonists,,DB11921
Corticosteroids,D000305,DB11921
Corticosteroids for Systemic Use,,DB11921
"Corticosteroids for Systemic Use, Plain",,DB11921
Cytochrome P-450 CYP3A Inducers,D065701,DB11921
Cytochrome P-450 CYP3A Substrates,,DB11921
Cytochrome P-450 CYP3A4 Inducers,D065701,DB11921
Cytochrome P-450 CYP3A4 Inducers (strength unknown),,DB11921
Cytochrome P-450 CYP3A4 Substrates,,DB11921
Cytochrome P-450 CYP3A5 Inducers,D065701,DB11921
Cytochrome P-450 CYP3A5 Inducers (strength unknown),,DB11921
Cytochrome P-450 Enzyme Inducers,D065693,DB11921
Cytochrome P-450 Substrates,,DB11921
Fused-Ring Compounds,D000072473,DB11921
Glucocorticoids,D005938,DB11921
Hyperglycemia-Associated Agents,,DB11921
Immunosuppressive Agents,D007166,DB11921
Steroids,D013256,DB11921
"Systemic Hormonal Preparations, Excl. Sex Hormones and Insulins",,DB11921
Sulfur Compounds,D013457,DB11922
Alcohols,D000438,DB11924
Amines,D000588,DB11924
Amino Alcohols,D000605,DB11924
Enzyme Inhibitors,D004791,DB11924
Glycols,D006018,DB11924
"Protein Kinase C, antagonists & inhibitors",,DB11924
Oxazines,D010078,DB11925
Protein Kinase Inhibitors,D047428,DB11925
Acids,D000143,DB11927
"Acids, Noncarboxylic",D000148,DB11927
Alkalies,D000468,DB11927
Anions,D000838,DB11927
"Carbon Compounds, Inorganic",D017554,DB11927
Carbonic Acid,D002255,DB11927
Electrolytes,D004573,DB11927
Ions,D007477,DB11927
"Amino Acids, Peptides, and Proteins",D000602,DB11928
Hormones,D006728,DB11928
"Hormones, Hormone Substitutes, and Hormone Antagonists",D006730,DB11928
Natriuretic Peptides,D045265,DB11928
Peptide Hormones,D036361,DB11928
Peptides,D010455,DB11928
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11929
"Amino Acids, Peptides, and Proteins",D000602,DB11930
Antibodies,D000906,DB11930
Blood Proteins,D001798,DB11930
Globulins,D005916,DB11930
Immunoglobulins,D007136,DB11930
Immunoproteins,D007162,DB11930
Proteins,D011506,DB11930
Serum Globulins,D012712,DB11930
Oxazines,D010078,DB11934
Piperazines,D010879,DB11934
Amides,D000577,DB11935
Anti-Bacterial Agents,D000900,DB11935
Antibacterials for Systemic Use,,DB11935
Antiinfectives for Systemic Use,,DB11935
beta-Lactams,D047090,DB11935
Cephalosporins,D002511,DB11935
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11935
Lactams,D007769,DB11935
Nephrotoxic agents,,DB11935
Second-Generation Cephalosporins,,DB11935
Sulfur Compounds,D013457,DB11935
Thiazines,D013843,DB11935
"Acids, Acyclic",D000144,DB11936
Enzyme Inhibitors,D004791,DB11936
Hypolipidemic Agents,D000960,DB11936
Hypolipidemic Agents Indicated for Hyperlipidemia,,DB11936
Lipid Regulating Agents,D057847,DB11936
OATP1B1/SLCO1B1 Inhibitors,,DB11936
OATP1B3 inhibitors,,DB11936
OATP1B3 substrates,,DB11936
UGT2B7 substrates,,DB11936
Excitatory Amino Acid Agents,D018683,DB11937
Excitatory Amino Acid Antagonists,D018691,DB11937
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11937
Hydroxyquinolines,D006912,DB11937
Neurotransmitter Agents,D018377,DB11937
Quinolines,D011804,DB11937
Xanthurenates,D014977,DB11937
Semicarbazides,D012663,DB11940
Semicarbazones,D012664,DB11940
Sulfur Compounds,D013457,DB11940
"Acids, Carbocyclic",D000146,DB11941
Amides,D000577,DB11941
Benzene Derivatives,D001555,DB11941
Benzoates,D001565,DB11941
Sulfones,D013450,DB11941
Sulfur Compounds,D013457,DB11941
Cytochrome P-450 CYP3A Substrates,,DB11942
Cytochrome P-450 CYP3A4 Substrates,,DB11942
Cytochrome P-450 Substrates,,DB11942
OATP1B3 inhibitors,,DB11942
Anti-Bacterial Agents,D000900,DB11943
Anti-Infective Agents,D000890,DB11943
Antibacterials for Systemic Use,,DB11943
Antiinfectives for Systemic Use,,DB11943
BCRP/ABCG2 Substrates,,DB11943
Cytochrome P-450 CYP2C9 Inducers,D065698,DB11943
Cytochrome P-450 CYP2C9 Inducers (weak),,DB11943
Cytochrome P-450 CYP2E1 Inducers,D065700,DB11943
Cytochrome P-450 CYP2E1 Inducers (weak),,DB11943
Cytochrome P-450 CYP3A Inducers,D065701,DB11943
Cytochrome P-450 CYP3A4 Inducers,D065701,DB11943
Cytochrome P-450 CYP3A4 Inducers (weak),,DB11943
Cytochrome P-450 Enzyme Inducers,D065693,DB11943
Drugs that are Mainly Renally Excreted,,DB11943
Fluoroquinolone Antibacterial,,DB11943
Fluoroquinolones,D024841,DB11943
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11943
Potential QTc-Prolonging Agents,,DB11943
QTc Prolonging Agents,,DB11943
Quinolines,D011804,DB11943
Quinolones,D015363,DB11943
UGT1A1 Substrates,,DB11943
UGT1A3 substrates,,DB11943
"Acids, Acyclic",D000144,DB11944
Anti-Infective Agents,D000890,DB11944
Antiviral Agents,D000998,DB11944
Fatty Acids,D005227,DB11944
"Fatty Acids, Volatile",D005232,DB11944
Lipids,D008055,DB11944
"Amino Acids, Peptides, and Proteins",D000602,DB11945
Antibodies,D000906,DB11945
"Antibodies, Monoclonal",D000911,DB11945
Antineoplastic Agents,D000970,DB11945
Antineoplastic and Immunomodulating Agents,,DB11945
Blood Proteins,D001798,DB11945
Globulins,D005916,DB11945
Immunoglobulins,D007136,DB11945
Immunoproteins,D007162,DB11945
Programmed Death Ligand-1 Antagonists,,DB11945
Programmed Death Ligand-1 Blocker,,DB11945
Programmed Death Ligand-1-directed Antibody Interactions,,DB11945
Proteins,D011506,DB11945
Serum Globulins,D012712,DB11945
Anti-Infective Agents,D000890,DB11948
Anti-Retroviral Agents,D044966,DB11948
Antiviral Agents,D000998,DB11948
Enzyme Inhibitors,D004791,DB11948
Naphthalenes,D009281,DB11948
Nucleic Acid Synthesis Inhibitors,D019384,DB11948
Quinones,D011809,DB11948
Radiation-Sensitizing Agents,D011838,DB11948
Reverse Transcriptase Inhibitors,D018894,DB11948
Benzene Derivatives,D001555,DB11949
"Hydrocarbons, Fluorinated",D006845,DB11949
"Hydrocarbons, Halogenated",D006846,DB11949
Neurokinin-1 Receptor Antagonists,D064729,DB11949
Neurotransmitter Agents,D018377,DB11949
Agents causing angioedema,,DB11950
Blood Glucose Lowering Agents,D007004,DB11950
DPP-IV Inhibitors,D054873,DB11950
Sulfur Compounds,D013457,DB11950
Thiazoles,D013844,DB11950
Central Nervous System Depressants,D002492,DB11951
Cytochrome P-450 CYP2B6 Inducers,D065695,DB11951
Cytochrome P-450 CYP2B6 Inducers (strength unknown),,DB11951
Cytochrome P-450 CYP3A Inducers,D065701,DB11951
Cytochrome P-450 CYP3A Inhibitors,D065692,DB11951
Cytochrome P-450 CYP3A Substrates,,DB11951
Cytochrome P-450 CYP3A4 Substrates,,DB11951
Cytochrome P-450 CYP3A5 Substrates,,DB11951
Cytochrome P-450 Enzyme Inducers,D065693,DB11951
Cytochrome P-450 Enzyme Inhibitors,D065607,DB11951
Cytochrome P-450 Substrates,,DB11951
Orexin Receptor Antagonists,D000068796,DB11951
P-glycoprotein substrates,,DB11951
"Sleep Aids, Pharmaceutical",D000068776,DB11951
Sleep Initiation and Maintenance Disorders,D007319,DB11951
BCRP/ABCG2 Substrates,,DB11952
Cytochrome P-450 CYP3A Substrates,,DB11952
Cytochrome P-450 CYP3A4 Substrates,,DB11952
Cytochrome P-450 CYP3A4 Substrates (strength unknown),,DB11952
Cytochrome P-450 Substrates,,DB11952
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11952
P-glycoprotein substrates,,DB11952
"Phosphatidylinositol 3-Kinases, antagonists & inhibitors",,DB11952
Phosphodiesterase Inhibitors,D010726,DB11953
Pyrimidines,D011743,DB11953
Alcohols,D000438,DB11954
Cyclohexanes,D003510,DB11954
Cycloparaffins,D003516,DB11954
Fatty Alcohols,D005233,DB11954
Hexanols,D000441,DB11954
Lipids,D008055,DB11954
Sulfur Compounds,D013457,DB11954
"Amino Acids, Peptides, and Proteins",D000602,DB11955
Biological Factors,D001685,DB11955
Cytokines,D016207,DB11955
Intercellular Signaling Peptides and Proteins,D036341,DB11955
Peptides,D010455,DB11955
Proteins,D011506,DB11955
TGF-beta Superfamily Proteins,D055411,DB11955
Transforming Growth Factor beta,D016212,DB11955
Acids,D000143,DB11956
"Acids, Noncarboxylic",D000148,DB11956
Amino Acids,D000596,DB11956
"Amino Acids, Essential",D000601,DB11956
"Amino Acids, Neutral",D021542,DB11956
"Amino Acids, Peptides, and Proteins",D000602,DB11956
Boron Compounds,D001896,DB11956
Enzyme Inhibitors,D004791,DB11956
Protease Inhibitors,D011480,DB11956
Proteasome Inhibitors,D061988,DB11956
Amines,D000588,DB11957
Antidepressive Agents,D000928,DB11957
Benzene Derivatives,D001555,DB11957
Benzyl Compounds,D001593,DB11957
Central Nervous System Depressants,D002492,DB11957
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11957
Serotonin Agents,D018490,DB11957
Serotonin Receptor Antagonists,D012702,DB11957
Amino Acids,D000596,DB11958
"Amino Acids, Peptides, and Proteins",D000602,DB11958
"Alzheimer Disease, drug therapy",,DB11959
"Amino Acids, Peptides, and Proteins",D000602,DB11959
Antibodies,D000906,DB11959
Blood Proteins,D001798,DB11959
Globulins,D005916,DB11959
Immunoglobulins,D007136,DB11959
Immunoproteins,D007162,DB11959
Proteins,D011506,DB11959
Serum Globulins,D012712,DB11959
Agents causing hyperkalemia,,DB11960
Antiarrhythmic agents,D000889,DB11960
Antineoplastic Agents,D000970,DB11960
Bradycardia-Causing Agents,,DB11960
Calcium Channel Blockers,D002121,DB11960
Calcium-Regulating Hormones and Agents,D000077264,DB11960
Cardiovascular Agents,D002317,DB11960
Cytochrome P-450 CYP3A Substrates,,DB11960
Cytochrome P-450 CYP3A4 Substrates,,DB11960
Cytochrome P-450 Substrates,,DB11960
Membrane Transport Modulators,D049990,DB11960
Antineoplastic Agents,D000970,DB11963
Antineoplastic and Immunomodulating Agents,,DB11963
BCRP/ABCG2 Inhibitors,,DB11963
BCRP/ABCG2 Substrates,,DB11963
Cytochrome P-450 CYP2C9 Substrates,,DB11963
Cytochrome P-450 CYP2C9 Substrates with a Narrow Therapeutic Index,,DB11963
Cytochrome P-450 CYP2D6 Inhibitors,D065690,DB11963
Cytochrome P-450 CYP2D6 Inhibitors (strong),,DB11963
Cytochrome P-450 CYP2D6 Substrates,,DB11963
Cytochrome P-450 CYP2D6 Substrates with a Narrow Therapeutic Index,,DB11963
Cytochrome P-450 CYP3A Substrates,,DB11963
Cytochrome P-450 CYP3A4 Substrates,,DB11963
Cytochrome P-450 CYP3A4 Substrates (strength unknown),,DB11963
Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index,,DB11963
Cytochrome P-450 Enzyme Inhibitors,D065607,DB11963
Cytochrome P-450 Substrates,,DB11963
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11963
OCT1 inhibitors,,DB11963
P-glycoprotein inhibitors,,DB11963
P-glycoprotein substrates,,DB11963
P-glycoprotein substrates with narrow therapeutic index,,DB11963
Protein Kinase Inhibitors,D047428,DB11963
Quinazolines,D011799,DB11963
Tyrosine Kinase Inhibitors,,DB11963
UGT1A1 Inhibitors,,DB11963
Anti-Ulcer Agents,D000897,DB11964
Benzimidazoles,D001562,DB11964
Gastric Acid Lowering Agents,,DB11964
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11964
Proton Pump Inhibitors,D054328,DB11964
Pyridines,D011725,DB11964
Sulfoxides,D013454,DB11964
Sulfur Compounds,D013457,DB11964
Benzazepines,D001552,DB11965
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11965
Carbohydrates,D002241,DB11966
Glycosides,D006027,DB11966
Guanine Nucleotides,D006150,DB11966
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11966
"Nucleic Acids, Nucleotides, and Nucleosides",D009706,DB11966
Nucleotides,D009711,DB11966
Purine Nucleotides,D011685,DB11966
Purines,D011687,DB11966
Ribonucleotides,D012265,DB11966
Antineoplastic Agents,D000970,DB11967
Antineoplastic and Immunomodulating Agents,,DB11967
Cytochrome P-450 CYP1A2 Substrates,,DB11967
Cytochrome P-450 CYP2C19 Substrates,,DB11967
Cytochrome P-450 Substrates,,DB11967
"Heterocyclic Compounds, Fused-Ring",D000072471,DB11967
"MAP Kinase Kinase 1, antagonists & inhibitors",,DB11967
"MAP Kinase Kinase 2, antagonists & inhibitors",,DB11967
