Organisation Name,Dept,Service Cat Label,Purpose of Spend,Supplier,Supplier Reference,Pay Date,Net Amount,Transaction Number,Grant to VCSE?,Charity Number,Card Transaction,Irrecoverable VAT,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,GUY MACHINERY LIMITED,A0070711, 30/07/2015,�99.00,PCO0263620,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Sub-Contractors,QHS SOLUTIONS LIMITED,A0071912, 01/07/2015,�666.67,AAS0263460,No,N/A,N,n/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,Tests & Inspection Fees,UNITED UTILITIES WATER PLC,A0072400, 30/07/2015,�116.90,ENV0263723,No,N/A,N,n/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,Tests & Inspection Fees,UNITED UTILITIES WATER PLC,A0072400, 02/07/2015,�196.20,ENV0263016,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,GLOBAL PAYMENTS,A0072461, 16/07/2015,"�1,677.85",AAS0263466,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,GLOBAL PAYMENTS,A0072461, 16/07/2015,�741.79,AAS0263464,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Credit card and online charges,GLOBAL PAYMENTS,A0072461, 16/07/2015,"�2,222.54",AAS0263468,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Support Services,Bank Charges,LLOYDS BANKING GROUP,A0072462, 24/07/2015,�60.00,AAS0263643,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Support Services,Bank Charges,LLOYDS BANKING GROUP,A0072462, 28/07/2015,�596.57,AAS0263644,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,OCS GROUP UK LIMITED,A0072816, 16/07/2015,�114.00,OPS0263227,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,OCS GROUP UK LIMITED,A0072816, 16/07/2015,�425.78,OPS0263367,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,OCS GROUP UK LIMITED,A0072816, 16/07/2015,�2.00,OPS0263365,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,OCS GROUP UK LIMITED,A0072816, 16/07/2015,�4.00,OPS0263357,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,OCS GROUP UK LIMITED,A0072816, 16/07/2015,�6.00,OPS0263358,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,OCS GROUP UK LIMITED,A0072816, 16/07/2015,�8.00,OPS0263366,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,OCS GROUP UK LIMITED,A0072816, 16/07/2015,�11.99,OPS0263369,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,TCS (WASTE) LIMITED,A0072822, 30/07/2015,�70.00,OPS0263609,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,TCS (WASTE) LIMITED,A0072822, 30/07/2015,�70.00,OPS0263609,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,TCS (WASTE) LIMITED,A0072822, 23/07/2015,"�1,001.57",REG0263495,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,TCS (WASTE) LIMITED,A0072822, 30/07/2015,�280.00,OPS0263608,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Indirect Employee Expenses,Recruitment,DBS,A0072958, 21/07/2015,�528.00,AAS0263629,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,,Other Income : Non-VATable,DBS,A0072958, 21/07/2015,�730.00,AAS0263629,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Photocopiers,MARTINS,A0074550, 02/07/2015,�19.60,HED0262995,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Agency Costs,Refuse Collection DLO,C & C PROCESS SERVERS,A0074728, 30/07/2015,�75.00,OPS0263611,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,FLEET (LINE MARKERS) LIMITED,A0075352, 23/07/2015,�517.00,PCO0263463,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,FLEET (LINE MARKERS) LIMITED,A0075352, 23/07/2015,"�2,644.20",PCO0263463,No,N/A,N,n/A,
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,OCEAN BATHROOMS TILES & HEATING LTD,A0075367, 23/07/2015,"�3,194.00",HMR0263523,No,N/A,N,CHECK,�532.33
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Other Expenses,WHITAKERS LETTINGS,A0075680, 30/07/2015,�50.00,HMR0263724,No,N/A,N,n/A,
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Other Expenses,WHITAKERS LETTINGS,A0075680, 30/07/2015,�300.00,HMR0263730,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,ACT NOW TRAINING LTD,A0076913, 16/07/2015,�159.20,DAL0263389,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Subscriptions & Donations,VODAFONE LIMITED,A0076999, 16/07/2015,"�2,484.37",AAS0263394,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Supplies and Services,Other Expenses,BURNLEY AND PENDLE ENERGY ASSESSORS LTD,A0077075, 09/07/2015,�150.00,EST0263166,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,ARROWLINE,A0077222, 23/07/2015,�112.00,HED0263589,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Bldgs : R & M : Day To Day,ARROWLINE,A0077222, 23/07/2015,�168.00,HED0263589,No,N/A,N,n/A,
Pendle Borough Council,Planning & Building Control,Supplies and Services,Printing & Stationery,THOMSON REUTERS,A0077400, 16/07/2015,�53.00,PBC0263255,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,SJ SOFTWARE,A0077489, 16/07/2015,�225.00,AAS0263401,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Other Expenses,RIGHTMOVE.CO.UK,A0077496, 01/07/2015,�292.40,AAS0263461,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,RIGHTMOVE.CO.UK,A0077496, 01/07/2015,�567.60,AAS0263461,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,BEEVER AND STRUTHERS,A0078436, 09/07/2015,"�2,830.00",AAS0263155,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Passenger Shelter Cleaning,JANDON CLEANING SERVICES,A0079028, 09/07/2015,�140.00,HED0263094,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Passenger Shelter Cleaning,JANDON CLEANING SERVICES,A0079028, 09/07/2015,�100.00,HED0263094,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Passenger Shelter Cleaning,JANDON CLEANING SERVICES,A0079028, 09/07/2015,�160.00,HED0263094,No,N/A,N,n/A,
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,EFM : Other Equipment,KINGS WASHING MACHINE RENTALS,A0079878, 09/07/2015,�55.00,HMR0263096,No,N/A,N,n/A,
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,HM COURTS & TRIBUNALS SERVICE,A0080034, 16/07/2015,�114.00,TRE0263416,No,N/A,N,n/A,
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,HM COURTS & TRIBUNALS SERVICE,A0080034, 16/07/2015,"�2,493.00",TRE0263416,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,HANDFORD DESIGN,A0080086, 16/07/2015,�375.00,REG0263262,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,GOLDSHAWBOOTH PARISH COUNCIL,A0080533, 23/07/2015,�420.00,HED0263558,No,N/A,N,n/A,
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,ROGER BOARDMAN T/A MODAPT,A0080960, 23/07/2015,"�7,353.00",HMR0263524,No,N/A,N,CHECK,"�1,225.50"
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Court Fees,HM COURTS & TRIBUNALS SERVICE,A0080967, 02/07/2015,�50.00,DAL0262990,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Court Fees,HM COURTS & TRIBUNALS SERVICE,A0080967, 30/07/2015,�70.00,DAL0263656,No,N/A,N,n/A,
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Other Expenses,RPC SERVICES,A0081134, 23/07/2015,�200.00,HMR0263517,No,N/A,N,n/A,
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Other Expenses,QUALITY HOMES (NW) LIMITED,A0081253, 23/07/2015,�150.00,HMR0263525,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,EFM Materials,HENRY CHRISTOPHER COMMERCIAL PRINTERS LTD,A0081256, 23/07/2015,�262.00,DAL0263576,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,HENRY CHRISTOPHER COMMERCIAL PRINTERS LTD,A0081256, 30/07/2015,�649.00,REG0263695,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Premises Related Expense,Water & Sewerage,SUPPLY UK HIRE SHOPS LTD,A0081327, 09/07/2015,�7.60,OPS0263111,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,RICHARD PEEL GROUNDCARE LIMITED,A0081331, 30/07/2015,�550.00,PCO0263597,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,RICHARD PEEL GROUNDCARE LIMITED,A0081331, 16/07/2015,"�1,700.00",PCO0263348,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,BLACK HORSE CONTRACT HIRE - FLEET 564391,A0081350, 16/07/2015,�377.00,OPS0263209,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,PEARL (BRIERFIELD MILL) LIMITED,A0081552, 16/07/2015,"�12,000.00",AAS0263441,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,Redacted - Personal information,A0082148, 16/07/2015,�250.00,HED0263388,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,6TH NELSON (ST PHILIPS) GUIDES,A0082372, 30/07/2015,�300.00,HED0258544,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 16/07/2015,�3.74,AAS0263400,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 16/07/2015,�10.20,AAS0263398,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 16/07/2015,�10.20,AAS0263399,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 16/07/2015,�10.20,AAS0263400,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 16/07/2015,�10.20,AAS0263403,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 16/07/2015,�11.80,AAS0263399,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 16/07/2015,�23.09,AAS0263398,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 16/07/2015,�34.71,AAS0263397,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 16/07/2015,�193.49,AAS0263403,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Allpay,ALLPAY LIMITED,A0084372, 16/07/2015,"�1,513.44",AAS0263397,No,N/A,N,n/A,
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,ELITE PLUMBING,A0084584, 09/07/2015,�140.00,HMR0263196,No,N/A,N,n/A,
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 09/07/2015,�167.00,ENV0263181,No,N/A,N,n/A,
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 16/07/2015,�58.00,ENV0263410,No,N/A,N,n/A,
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 16/07/2015,�177.00,ENV0263409,No,N/A,N,n/A,
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 16/07/2015,�58.00,ENV0263412,No,N/A,N,n/A,
Pendle Borough Council,Environmental Health Services,Premises Related Expense,Bldgs : R & M : Abnormal,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 23/07/2015,�62.00,ENV0263544,No,N/A,N,n/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,Consultants Fees,RODNEY CAPSTICK BUILDING MAINTENANCE,A0085112, 30/07/2015,�58.00,ENV0263722,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,NORTHERN PRINT DISTRIBUTION LTD,A0085338, 02/07/2015,�306.00,REG0262999,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,MOVING PEOPLE BUS & COACHES SERVICES,A0085562, 23/07/2015,-�5.80,REG4004677,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM Materials,MOVING PEOPLE BUS & COACHES SERVICES,A0085562, 23/07/2015,�58.00,HED0263586,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,KEVIN WILKINSON LANDSCAPES LTD,A0085660, 09/07/2015,�429.00,HED0263237,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,THE COPYRIGHT LICENSING AGENCY LTD,A0085754, 16/07/2015,�746.25,DAL0263375,No,N/A,N,n/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Consultants Fees,Redacted - Personal information,A0086145, 09/07/2015,�500.00,DAL0263178,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,WEST WALLASEY CAR HIRE LIMITED,A0087005, 09/07/2015,�290.00,OPS0263119,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,WEST WALLASEY CAR HIRE LIMITED,A0087005, 09/07/2015,�290.00,OPS0263120,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Public Realm,MARCHBRIDGE BUILDERS LIMITED,A0087284, 16/07/2015,"�9,141.33",HED0263402,No,N/A,N,n/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,VALLEY MILLS ALLOTMENT SOCIETY,A0087728, 16/07/2015,�300.00,HED0263434,No,N/A,N,n/A,
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,JBW GROUP LTD,A0088708, 16/07/2015,�55.00,TRE0263418,No,N/A,N,n/A,
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,JBW GROUP LTD,A0088708, 23/07/2015,�165.00,TRE0263541,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,JETCAM CLEANSING COLNE LTD,A0088807, 16/07/2015,�125.00,EST0263376,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,JETCAM CLEANSING COLNE LTD,A0088807, 16/07/2015,�125.00,EST0263387,No,N/A,N,n/A,
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,HEALTH BUSINESS LIMITED,A0088933, 09/07/2015,�100.00,PER0263138,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,BES COMMERCIAL ELECTRICITY LTD,A0089105, 23/07/2015,�39.11,AAS0263539,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Premises Related Expense,Electricity,BES COMMERCIAL ELECTRICITY LTD,A0089105, 09/07/2015,�40.09,AAS0263150,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Supplies and Services,Consultants Fees,AURORA ACCOUNTING SERVICES,A0089134, 30/07/2015,"�1,290.00",AAS0263687,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Lone Worker Monitoring Service,CONNEXION2 LIMITED,A0089719, 09/07/2015,�372.05,OPS0263109,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Indirect Employee Expenses,Lone Worker Monitoring Service,CONNEXION2 LIMITED,A0089719, 30/07/2015,�372.05,OPS0263717,No,N/A,N,n/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,CONNEXION2 LIMITED,A0089719, 02/07/2015,�42.52,ENV0263009,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Supplies and Services,Search Fees,DRIVER HIRE TRAINING,A0089848, 02/07/2015,"�1,995.00",OPS0263045,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Premises Related Expense,Gas,BES COMMERCIAL GAS,A0089852, 23/07/2015,�24.00,AAS0263538,No,N/A,N,n/A,
Pendle Borough Council,Chief Executives Policy Unit,Indirect Employee Expenses,Training,Redacted - Personal information,A0089941, 09/07/2015,�150.00,COR0263048,No,N/A,N,n/A,
Pendle Borough Council,Housing Regeneration Services,Transfer Payments,Storage & Homelessness prevention,MOVE IN PROPERTY MANAGEMENT,A0089991, 02/07/2015,�70.00,HMR0263005,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAYNET RECRUITMENT AGENCY,A0090049, 09/07/2015,�347.81,OPS0263089,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAYNET RECRUITMENT AGENCY,A0090049, 16/07/2015,�383.18,OPS0263313,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAYNET RECRUITMENT AGENCY,A0090049, 09/07/2015,�459.81,OPS0263088,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 09/07/2015,"�1,465.78",OPS0263086,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 09/07/2015,"�1,498.75",OPS0263087,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 16/07/2015,"�1,710.93",OPS0263205,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 09/07/2015,�507.84,OPS0263086,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 16/07/2015,�903.58,OPS0263205,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 09/07/2015,"�1,433.67",OPS0263087,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 09/07/2015,�485.87,OPS0263086,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 16/07/2015,�562.55,OPS0263205,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Agency Staff,Emp : Agency Wages,RAPID RECRUIT LIMITED,A0090080, 09/07/2015,�851.53,OPS0263087,No,N/A,N,n/A,
Pendle Borough Council,Property Services,Supplies and Services,Publicity & advertisement,M J CORNALL,A0090083, 30/07/2015,�135.00,EST0263675,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,WE LOVE CREATIVE LIMITED,A0090098, 16/07/2015,�650.00,REG0263266,No,N/A,N,n/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Grants/Contributions,WE LOVE CREATIVE LIMITED,A0090098, 16/07/2015,�650.00,REG0263267,No,N/A,N,n/A,
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Capital : Payments,GREENWOOD PLUMBERS,A0090123, 09/07/2015,"�1,090.00",HMR0263241,No,N/A,N,n/A,
Pendle Borough Council,Operational Services,Premises Related Expense,Bldgs : R & M : Day To Day,GREENS,A0090127, 09/07/2015,�95.00,OPS0263090,No,N/A,N,n/A,
Pendle Borough Council,Housing Regeneration Services,Premises Related Expense,Bldgs : R & M : Abnormal,K M BOOTHMAN,A0090170, 02/07/2015,�322.82,HMR0262948,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,MARTIN LEE,A0090177, 30/07/2015,�250.00,PCO0263701,No,N/A,N,n/A,
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Consultants Fees,OSBOURNE RICHARDSON LIMITED,A0090227, 23/07/2015,�768.69,HMR0263518,No,N/A,N,n/A,
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Consultants Fees,OSBOURNE RICHARDSON LIMITED,A0090227, 09/07/2015,�775.01,HMR0263129,No,N/A,N,n/A,
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Consultants Fees,OSBOURNE RICHARDSON LIMITED,A0090227, 02/07/2015,�779.09,HMR0262949,No,N/A,N,n/A,
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,Consultants Fees,OSBOURNE RICHARDSON LIMITED,A0090227, 16/07/2015,�783.25,HMR0263354,No,N/A,N,n/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM : Other Equipment,TTM MEDIA LIMITED,A0090248, 02/07/2015,�200.00,ENV0263018,No,N/A,N,n/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,DLF TRIFOLIUM LIMITED,A0090254, 16/07/2015,"�1,900.00",PCO0263191,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�51.85,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�72.20,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�80.09,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�125.19,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�143.12,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�237.31,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�278.67,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�288.81,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�297.75,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�157.47,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�236.80,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�236.84,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�239.96,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�215.71,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�225.24,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�238.44,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�251.32,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�161.45,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�187.94,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�269.29,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�281.63,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 14/07/2015,�129.65,AAS0263483,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 21/07/2015,�217.87,AAS0263633,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�230.01,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�233.96,AAS0263645,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 07/07/2015,�137.78,AAS0263472,No,N/A,N,n/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Diesel Oil,FUELMATE LTD,A0090265, 28/07/2015,�158.89,AAS0263645,No,N/A,N,n/A,
