Organisation Name,Effective Date,Service,Supplier Name,Date Paid,Net Amount (£),Purpose,Transaction Number
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£11,493.90",DAY CARE,V000990977
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,583.90",DAY CARE,V000990979
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£27,130.95",DAY CARE,V000990980
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,HAPPY JACKS CHILDREN DAY NURSERY LTD,18/03/2016,"£9,880.20",DAY CARE,V000990981
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,494.80",DAY CARE,V000990982
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£5,648.94",DAY CARE,V000990983
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£12,670.02",DAY CARE,V000990984
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,LITTLE GEMS PDN,18/03/2016,"£9,845.55",DAY CARE,V000990985
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£4,811.40",DAY CARE,V000990986
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£21,015.99",DAY CARE,V000990987
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£5,509.35",DAY CARE,V000990988
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£7,442.82",DAY CARE,V000990989
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,955.15",DAY CARE,V000990990
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,316.60",DAY CARE,V000990991
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£7,335.90",DAY CARE,V000990992
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£28,096.20",DAY CARE,V000990993
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£23,670.90",DAY CARE,V000990994
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,583.90",DAY CARE,V000990995
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,004.75",DAY CARE,V000990996
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,806.65",DAY CARE,V000990997
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£5,479.65",DAY CARE,V000990998
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,182.95",DAY CARE,V000991000
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,247.40",DAY CARE,V000991001
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,316.60",DAY CARE,V000991002
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£712.80,DAY CARE,V000991006
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£712.80,DAY CARE,V000991007
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,960.20",DAY CARE,V000991008
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,960.20",DAY CARE,V000991011
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£712.80,DAY CARE,V000991014
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,603.80",DAY CARE,V000991016
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£712.80,DAY CARE,V000991020
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£712.80,DAY CARE,V000991021
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,826.55",DAY CARE,V000991031
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,782.00",DAY CARE,V000991033
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£39,204.00",DAY CARE,V000991034
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£3,118.50",DAY CARE,V000991036
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£793.80,MANDATORY AWARDS,V000991037
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£843.37,MANDATORY AWARDS,V000991038
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,BAMFORD PLAYGROUP,18/03/2016,"£5,806.08",MANDATORY AWARDS,V000991039
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,798.20",MANDATORY AWARDS,V000991040
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,065.62",MANDATORY AWARDS,V000991041
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,209.60",MANDATORY AWARDS,V000991042
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,CABBAGE PATCH PRESCHOOL,18/03/2016,"£8,970.05",MANDATORY AWARDS,V000991043
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,CRIMBLE CROFT PLAYGROUP,18/03/2016,"£6,217.56",MANDATORY AWARDS,V000991044
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£3,140.93",MANDATORY AWARDS,V000991045
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,681.10",MANDATORY AWARDS,V000991046
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,MILNROW PLAYGROUP,18/03/2016,"£7,756.56",MANDATORY AWARDS,V000991047
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,242.00",MANDATORY AWARDS,V000991049
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£3,023.86",MANDATORY AWARDS,V000991050
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£3,397.68",MANDATORY AWARDS,V000991052
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,ST JOSEPHS PRESCHOOL NURSERY LTD,18/03/2016,"£16,174.56",MANDATORY AWARDS,V000991053
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£5,279.11",MANDATORY AWARDS,V000991054
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,368.80",MANDATORY AWARDS,V000991055
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,WENDYS,18/03/2016,"£7,493.40",MANDATORY AWARDS,V000991056
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,ASHWORTH VIEW NURSERY,18/03/2016,"£8,843.04",MANDATORY AWARDS,V000991057
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,AUNT MARYS PRIVATE DAY NURSERY,18/03/2016,"£8,321.04",MANDATORY AWARDS,V000991058
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,BEECH HOUSE SCHOOL LTD,18/03/2016,"£16,021.80",MANDATORY AWARDS,V000991059
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,BUILDING BLOCKS DAY NURSERY NW LTD,18/03/2016,"£14,604.66",MANDATORY AWARDS,V000991060
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,BUTTERCUPS PRIVATE DAY NURSERY,18/03/2016,"£7,514.46",MANDATORY AWARDS,V000991061
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£3,274.56",MANDATORY AWARDS,V000991062
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,CHANNINGS EARLY YEARS SCHOOL,18/03/2016,"£14,557.50",MANDATORY AWARDS,V000991063
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£5,461.20",MANDATORY AWARDS,V000991064
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£3,360.96",MANDATORY AWARDS,V000991065
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,CLOVERLEAF CHILDCARE LTD,18/03/2016,"£10,202.35",MANDATORY AWARDS,V000991066
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£5,294.59",MANDATORY AWARDS,V000991067
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,CRESCENT DAY NURSERY,18/03/2016,"£11,059.20",MANDATORY AWARDS,V000991068
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,DAISY CHAINS PRIVATE NURSERY,18/03/2016,"£11,901.60",MANDATORY AWARDS,V000991069
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,FIRST STEPS NURSERY,18/03/2016,"£7,927.20",MANDATORY AWARDS,V000991070
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£3,147.75",MANDATORY AWARDS,V000991071
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,FISHERFIELD FARM NURSERY,18/03/2016,"£7,242.69",MANDATORY AWARDS,V000991072
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,FISHERFIELD FARM NURSERY,18/03/2016,"£8,078.40",MANDATORY AWARDS,V000991073
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,GENESIS DAY CARE NURSERY LIMITED,18/03/2016,"£12,350.52",MANDATORY AWARDS,V000991074
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,GENESIS DAY CARE NURSERY,18/03/2016,"£14,253.21",MANDATORY AWARDS,V000991075
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,HAPPY JACKS CHILDREN DAY NURSERY LTD,18/03/2016,"£14,535.78",MANDATORY AWARDS,V000991076
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£4,040.28",MANDATORY AWARDS,V000991078
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£5,653.08",MANDATORY AWARDS,V000991079
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,HAPPYTOTS,18/03/2016,"£10,272.42",MANDATORY AWARDS,V000991080
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,LAROCHE DAY CARE NURSERY,18/03/2016,"£10,965.78",MANDATORY AWARDS,V000991081
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,LITTLE GEMS PDN,18/03/2016,"£13,085.40",MANDATORY AWARDS,V000991082
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,LITTLE STEPS ROCHDALE LTD,18/03/2016,"£6,055.38",MANDATORY AWARDS,V000991083
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,050.53",MANDATORY AWARDS,V000991084
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,NATURES NURSERY HUDDERSFIELD LTD,18/03/2016,"£23,677.92",MANDATORY AWARDS,V000991085
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,NEWBOLD CHILDRENS CENTRE NURSERY,18/03/2016,"£9,414.36",MANDATORY AWARDS,V000991086
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£3,294.00",MANDATORY AWARDS,V000991087
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£929.88,MANDATORY AWARDS,V000991088
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,ROLY POLEYS PRIVATE DAY NURSERY,18/03/2016,"£10,291.05",MANDATORY AWARDS,V000991089
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,SEEROS PRIVATE DAY NURSERY,18/03/2016,"£13,894.65",MANDATORY AWARDS,V000991091
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£555.50,MANDATORY AWARDS,V000991092
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,SMALL WORLD NURSERIES LTD,18/03/2016,"£12,409.20",MANDATORY AWARDS,V000991093
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,592.36",MANDATORY AWARDS,V000991094
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,SUNFLOWER NURSERIES LIMITED,18/03/2016,"£9,295.41",MANDATORY AWARDS,V000991095
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,SUPERTOTS DAY NURSERY,18/03/2016,"£15,986.22",MANDATORY AWARDS,V000991096
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,TEDDY BEAR NURSERY LTD,18/03/2016,"£5,980.62",MANDATORY AWARDS,V000991097
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,THE APPLE TREE PRIVATE DAY NURSERY,18/03/2016,"£13,371.12",MANDATORY AWARDS,V000991098
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,THE OLD LIBRARY PDN,18/03/2016,"£7,652.34",MANDATORY AWARDS,V000991099
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,THE WILLOWS PRIVATE DAY NURSERY,18/03/2016,"£10,054.59",MANDATORY AWARDS,V000991100
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,TINKERBELL CHILDRENS DAY NURSERY,18/03/2016,"£13,719.60",MANDATORY AWARDS,V000991102
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£3,420.00",MANDATORY AWARDS,V000991103
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,TREETOPS NURSERY,18/03/2016,"£9,141.12",MANDATORY AWARDS,V000991104
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,646.54",MANDATORY AWARDS,V000991105
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,WOODLAND PRIVATE DAY NURSERY,18/03/2016,"£8,326.08",MANDATORY AWARDS,V000991106
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£506.88,MANDATORY AWARDS,V000991109
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,446.56",MANDATORY AWARDS,V000991115
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,039.68",MANDATORY AWARDS,V000991120
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,099.80",MANDATORY AWARDS,V000991121
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,134.00",MANDATORY AWARDS,V000991122
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£567.00,MANDATORY AWARDS,V000991128
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£702.00,MANDATORY AWARDS,V000991129
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£936.00,MANDATORY AWARDS,V000991133
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,287.00",MANDATORY AWARDS,V000991137
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,DEEPLISH ACADEMY,18/03/2016,"£37,816.20",MANDATORY AWARDS,V000991140
ROCHDALE BOROUGH COUNCIL,18/03/2016,CHILDREN’S SOCIAL CARE,DENI MATTHEWS,18/03/2016,"£1,111.68",PROFESSIONAL FEES,V000991142
ROCHDALE BOROUGH COUNCIL,18/03/2016,ECONOMY DIRECTORATE,CANAL & RIVER TRUST,18/03/2016,"£137,641.93",ROCHDALE CANAL MAINTENANCE,V000991143
ROCHDALE BOROUGH COUNCIL,18/03/2016,ECONOMY DIRECTORATE,CANAL & RIVER TRUST,18/03/2016,"£137,641.93",ROCHDALE CANAL MAINTENANCE,V000991144
ROCHDALE BOROUGH COUNCIL,18/03/2016,NEIGHBOURHOODS AND ENVIRONMENT,NORTHGATE VEHICLE HIRE LIMITED,18/03/2016,£523.13,TYRES,V000991147
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£2,509.40",DIRECT PAYMENTS,V000991164
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£1,123.20",DIRECT PAYMENTS,V000991165
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,291.07",DIRECT PAYMENTS,V000991167
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,411.67",DIRECT PAYMENTS,V000991168
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£5,256.56",DIRECT PAYMENTS,V000991169
ROCHDALE BOROUGH COUNCIL,18/03/2016,PHYSICAL DIS & OLDER PEOPLE,REDACTED-PERSONAL DATA,18/03/2016,£876.48,DIRECT PAYMENTS,V000991170
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£6,251.21",DIRECT PAYMENTS,V000991171
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,467.28",DIRECT PAYMENTS,V000991172
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,269.12",DIRECT PAYMENTS,V000991173
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£944.49,DIRECT PAYMENTS,V000991174
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,287.84",DIRECT PAYMENTS,V000991176
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,493.29",DIRECT PAYMENTS,V000991177
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,417.16",DIRECT PAYMENTS,V000991178
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£4,413.87",DIRECT PAYMENTS,V000991179
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,446.55",DIRECT PAYMENTS,V000991181
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,158.46",DIRECT PAYMENTS,V000991182
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£1,119.60",DIRECT PAYMENTS,V000991183
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,"£1,543.82",DIRECT PAYMENTS,V000991184
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,889.86",DIRECT PAYMENTS,V000991185
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,269.12",DIRECT PAYMENTS,V000991186
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,204.94",DIRECT PAYMENTS,V000991187
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,393.71",DIRECT PAYMENTS,V000991189
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,036.96",DIRECT PAYMENTS,V000991190
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,956.50",DIRECT PAYMENTS,V000991192
ROCHDALE BOROUGH COUNCIL,18/03/2016,LEARNING DIS & MENTAL HEALTH,REDACTED-PERSONAL DATA,18/03/2016,£905.68,DIRECT PAYMENTS,V000991193
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£669.12,DIRECT PAYMENTS,V000991194
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,058.23",DIRECT PAYMENTS,V000991195
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,490.47",DIRECT PAYMENTS,V000991196
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£847.72,DIRECT PAYMENTS,V000991197
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,411.67",DIRECT PAYMENTS,V000991198
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,269.12",DIRECT PAYMENTS,V000991200
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,294.31",DIRECT PAYMENTS,V000991201
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,£976.90,DIRECT PAYMENTS,V000991202
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£2,181.30",DIRECT PAYMENTS,V000991203
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,081.46",DIRECT PAYMENTS,V000991204
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,839.23",DIRECT PAYMENTS,V000991205
ROCHDALE BOROUGH COUNCIL,18/03/2016,EARLY HELP AND SCHOOLS,REDACTED-PERSONAL DATA,18/03/2016,"£1,468.06",DIRECT PAYMENTS,V000991206
