Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
09/12/2013,OCE (UK) LIMITED,Facilities & Management Services,CORPORATE SERVICES,PRODUCTION,"£4,416.14"
09/12/2013,OCE (UK) LIMITED,Facilities & Management Services,CORPORATE SERVICES,PRODUCTION,"£3,551.50"
09/12/2013,OCE (UK) LIMITED,Facilities & Management Services,CORPORATE SERVICES,PRODUCTION,"£1,857.00"
13/12/2013,PARKWAY PLANT SALES,Vehicles,ECONOMY AND ENVIRONMENT,GROUNDS MTCE EQUIPMENT,"£24,250.00"
03/12/2013,PARKWOOD HEALTHCARE LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£14,191.66"
10/12/2013,PAYNE SECURITY,Facilities & Management Services,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,£550.00
23/12/2013,PENNINE CARE IN PATIENT SERVICES PRIORY,Medical,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,"£2,625.00"
23/12/2013,PENNINE CARE IN PATIENT SERVICES PRIORY,Medical,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,£525.00
23/12/2013,PENNINE CARE IN PATIENT SERVICES PRIORY,Medical,EARLY HELP AND SCHOOLS,HOSPITAL TUITION,"£1,575.00"
02/12/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CORPORATE SERVICES,D&A JOINT COMM GRP,"£99,010.42"
03/12/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,HOSPITAL TEAM,"£3,245.84"
23/12/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,CAMHS,"£6,102.00"
12/12/2013,PENYARD LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,MISCELLANEOUS ECR,"£8,289.45"
09/12/2013,PETER TAYLOR LTD PLUMBING & HEATING,Building Construction Materials,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£3,410.36"
19/12/2013,PETER TAYLOR LTD PLUMBING & HEATING,Building Construction Materials,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£4,895.00"
13/12/2013,PJS MUSIC SERVICES,Education,EARLY HELP AND SCHOOLS,MUSIC SERVICE BUSINESS UNIT,£690.00
12/12/2013,POSSUM LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,SPRINGHILL EMI UNIT,"£13,529.00"
23/12/2013,POST OFFICE COUNTERS LTD,Mail Services ,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,"£1,868.00"
20/12/2013,POSTURITE (UK) LTD,Furniture,PHYSICAL DIS & OLDER PEOPLE,ON GOING SUPPORT,£879.10
06/12/2013,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£6,785.28"
13/12/2013,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£6,278.59"
20/12/2013,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£6,845.57"
20/12/2013,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£6,845.57"
02/12/2013,PRIESTLEYS & SMITHIES (ROCHDALE) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,ICES,"£1,155.25"
09/12/2013,PRIESTLEYS & SMITHIES (ROCHDALE) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,ICES,£897.70
19/12/2013,PRISM UK MEDICAL LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,ICES,"£1,540.30"
19/12/2013,PRISM UK MEDICAL LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,ICES,"£1,985.85"
02/12/2013,PRISM UK MEDICAL LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£1,629.29"
16/12/2013,PRISM UK MEDICAL LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£2,899.58"
03/12/2013,PROBRUSH,Building Construction Materials,ECONOMY AND ENVIRONMENT,STREETS HEYWOOD GENERAL,"£2,183.22"
03/12/2013,PROBRUSH,Building Construction Materials,ECONOMY AND ENVIRONMENT,STREETS HEYWOOD GENERAL,"£1,147.68"
13/12/2013,PROBSOLVESOLUTIONS LTD,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£2,395.00"
18/12/2013,PROFILE SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£4,184.13"
19/12/2013,PROFILE SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£3,759.00"
20/12/2013,PROFILE SECURITY SERVICES LIMITED,Facilities & Management Services,ECONOMY AND ENVIRONMENT,DEPOT GREEN LANE GENERAL,"£4,940.40"
20/12/2013,PROTON (SOUTHERN) LIMITED,Cleaning & Janitorial,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,"£1,292.70"
18/12/2013,PULSE HEALTHCARE LTD,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"£2,515.50"
19/12/2013,PULSE REGENERATION LTD,Consultancy,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£6,591.67"
01/12/2013,RADPAC,Financial Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£7,425.00"
01/12/2013,RAINBOW SCENT,Unclassifiable,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"£2,500.00"
11/12/2013,RALPH LIVESEY,Unclassifiable,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,£632.34
19/12/2013,RALPH LIVESEY,Unclassifiable,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,£529.88
10/12/2013,REACH TRAINING,Human Resources,PUBLIC HEALTH,SUPPORTING CHANGE & COMMUNITIES,£500.00
11/12/2013,REAL CHRISTMAS TREES,Horticultural,ECONOMY AND ENVIRONMENT,ARBORICULTURE,"£3,250.00"
19/12/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£817.56
19/12/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£696.44
19/12/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£817.56
06/12/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£1,578.33"
13/12/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£1,563.10"
20/12/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£1,402.32"
20/12/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£1,402.32"
17/12/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,PHYSICAL DISABILITY,"£1,364.16"
17/12/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,PHYSICAL DISABILITY,"£1,364.16"
23/12/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,PHYSICAL DISABILITY,"£2,009.62"
23/12/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,"£2,009.63"
16/12/2013,ROBERT WHETHAM ASSOCIATES,Consultancy,EARLY HELP AND SCHOOLS,HOPWOOD - PLACE PLANNING,"£1,543.75"
16/12/2013,ROBERT WHETHAM ASSOCIATES,Consultancy,EARLY HELP AND SCHOOLS,NEWHEY - PLACE PLANNING,"£1,667.25"
16/12/2013,ROBERT WHETHAM ASSOCIATES,Consultancy,EARLY HELP AND SCHOOLS,MIDDLETON PARISH - PLACE PLANNING,"£2,037.75"
16/12/2013,ROBERT WHETHAM ASSOCIATES,Consultancy,EARLY HELP AND SCHOOLS,BOARSHAW - PLACE PLANNING,"£1,790.75"
03/12/2013,ROC NORTHWEST LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£15,900.00"
01/12/2013,ROCHDALE & DIST CITIZENS ADVICE BUREAU,Social Community Care Supplies & Services,CORPORATE SERVICES,ADVICE TEAM,"£28,167.00"
06/12/2013,ROCHDALE BUSINESS VENTURES,Financial Services,CORPORATE SERVICES,ICT OVERHEADS,"£2,478.25"
06/12/2013,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£4,120.05"
13/12/2013,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,855.44"
20/12/2013,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,881.60"
20/12/2013,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,881.60"
12/12/2013,ROCHDALE COMMUNITY TRANSPORT,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,700.00"
12/12/2013,ROCHDALE COMMUNITY TRANSPORT,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,800.00"
12/12/2013,ROCHDALE COMMUNITY TRANSPORT,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,400.00"
12/12/2013,ROCHDALE COMMUNITY TRANSPORT,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,800.00"
12/12/2013,ROCHDALE COMMUNITY TRANSPORT,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,000.00"
01/12/2013,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£2,425.00"
09/12/2013,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£674.00
09/12/2013,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£505.50
09/12/2013,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£505.50
09/12/2013,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£505.50
09/12/2013,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£505.50
09/12/2013,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£806.25
09/12/2013,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£505.50
17/12/2013,ROCHDALE GATEWAY LEISURE LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,£941.33
12/12/2013,ROCHDALE HOUSING INITIATIVE,Housing Management,ECONOMY AND ENVIRONMENT,LANDLORD ASSISTANCE,"£3,442.26"
06/12/2013,ROCHDALE MEMORIAL SERVICE,Cemetery & Crematorium,ECONOMY AND ENVIRONMENT,CEMETERIES GENERAL,"£4,260.00"
13/12/2013,ROCHDALE OCCUPATIONAL HEALTH SERVICE LTD,Medical,CORPORATE SERVICES,FIRST AID TRAINING,£740.00
03/12/2013,ROCHDALE OCCUPATIONAL HEALTH SERVICE LTD,Medical,CORPORATE SERVICES,COURSES SCHOOL SAFETY,£780.00
23/12/2013,ROCHDALE TOWN CENTRE MANAGEMENT CO,Financial Services,ECONOMY AND ENVIRONMENT,BUSINESS SUPPORT (S106 158K),"£2,000.00"
13/12/2013,ROTHWELL PROMOTIONAL GIFTS LTD,Facilities & Management Services,CORPORATE SERVICES,DAAT - DRUGS ACTION TEAM,"£6,684.00"
06/12/2013,ROTTED GRAPE PRODUCTIONS,Leisure Services,CORPORATE SERVICES,MASKEW BEQUEST SPECIFIED,£525.00
02/12/2013,ROUTES HEALTHCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,"£1,237.00"
18/12/2013,ROUTES HEALTHCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£637.50
18/12/2013,ROUTES HEALTHCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£637.50
18/12/2013,ROUTES HEALTHCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES RESPITE CARE,£552.50
06/12/2013,ROYAL MAIL GROUP PLC,Mail Services ,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"£1,218.37"
10/12/2013,ROYAL MAIL GROUP PLC,Mail Services ,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"£3,185.57"
17/12/2013,ROYAL MAIL GROUP PLC,Mail Services ,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"£1,950.00"
17/12/2013,ROYAL MAIL GROUP PLC,Mail Services ,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"£1,950.00"
18/12/2013,ROYAL MAIL GROUP PLC,Mail Services ,FINANCE AND PROCUREMENT,TECHNICAL SUPPORT,"£1,055.87"
17/12/2013,ROYAL MAIL GROUP PLC,Mail Services ,CORPORATE SERVICES,REG ELECTORS GENERAL,"£2,197.53"
13/12/2013,ROYAL MAIL GROUP PLC,Mail Services ,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,£632.15
06/12/2013,ROYTON MINIBUSES LIMITED,Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£2,400.00"
25/12/2013,S KERSHAW & SONS,Consultancy,CORPORATE SERVICES,WARDLE LIBRARY,"£3,187.50"
02/12/2013,S P TRAVEL,Human Resources,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,800.00"
19/12/2013,S P TRAVEL,Human Resources,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£1,350.00"
06/12/2013,S T HEATINGS SERVICES LTD,Building Construction Materials,PROPERTY AND HIGHWAYS,HOLLINGWORTH LAKE GENERAL,£573.45
15/12/2013,SAFEGARD SECURITY SOLUTIONS,Facilities & Management Services,CORPORATE SERVICES,C & D COMMISSIONED,"£10,714.30"
11/12/2013,SAFESPACES (CORNHOLME) LTD,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,LA OCCUPATIONAL THERAPY,£640.00
17/12/2013,SALT UNION LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,WINTER MAINTENANCE,"£2,982.46"
17/12/2013,SALT UNION LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,WINTER MAINTENANCE,"£4,887.76"
17/12/2013,SALT UNION LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,WINTER MAINTENANCE,"£1,987.18"
17/12/2013,SALT UNION LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,WINTER MAINTENANCE,"£4,973.69"
20/12/2013,REDACTED - PERSONAL DATA,Unclassifiable,CORPORATE SERVICES,ARMED FORCES EVENTS,"£1,440.00"
06/12/2013,SCAN INTERNATIONAL,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,£577.15
18/12/2013,SEEROS PRIVATE DAY NURSURY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,DISABILITIES PREVENTIVE,£624.00
09/12/2013,SEEROS PRIVATE DAY NURSURY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,2 YR OLD DSG,"£3,564.00"
17/12/2013,SHAW TRUST,Financial Services,LEARNING DIS & MENTAL HEALTH,PERSONAL BUDGET SUPPORT,"£1,032.00"
01/12/2013,SHINING STARS SWIMMING SCHEME,Leisure Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"£4,037.50"
20/12/2013,SILVAPOWER LTD,Utilities,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,"£1,133.36"
20/12/2013,SILVAPOWER LTD,Utilities,ECONOMY AND ENVIRONMENT,1 RIVERSIDE,£748.96
01/12/2013,SKYLIGHT CIRCUS ARTS,Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,£852.50
18/12/2013,SMARTWATER TECHNOLOGY LTD,Facilities & Management Services,CORPORATE SERVICES,ALLEYGATING (259K 08.09 COUNCIL BUD),"£3,010.00"
03/12/2013,SOCIAL CARE SERVICES LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£8,850.00"
03/12/2013,SOFTBOX LTD,Information Communication Technology,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,£550.00
03/12/2013,SSI SCHAEFER LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,BLUE WASTE PAPER BINS,"£12,394.80"
03/12/2013,SSI SCHAEFER LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,WHEEL BINS,"£1,560.00"
04/12/2013,ST VINCENTS HOUSING ASSOCIATION,Housing Management,LEARNING DIS & MENTAL HEALTH,COMMUNITY RESTART,£659.68
09/12/2013,STANNAH LIFT SERVICES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£2,200.00"
09/12/2013,STANNAH LIFT SERVICES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£2,214.00"
17/12/2013,STANNAH LIFT SERVICES LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,DISABLED FACILITIES GRANT,"£2,728.00"
16/12/2013,STOCKPORT PSYCHOLOGY SERVICES LIMITED,Medical,CHILDREN’S SOCIAL CARE,CSC PUBLIC LAW PROCEEDINGS EXTERNAL FEES,£575.52
06/12/2013,SUE RIDER MANAGEMENT LTD,Facilities & Management Services,CORPORATE SERVICES,MASKEW BEQUEST SPECIFIED,"£1,074.15"
19/12/2013,T H HORN LTD,Vehicles,ECONOMY AND ENVIRONMENT,GROUNDS MTCE EQUIPMENT,"£2,495.00"
18/12/2013,TARGET FIRE PROTECTION LTD,Health & Safety ,PROPERTY AND HIGHWAYS,SCHOOLS SLA 12/13,"£3,206.59"
18/12/2013,TARGET FIRE PROTECTION LTD,Health & Safety ,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,"£1,511.38"
06/12/2013,TARIQ CHOHAN,Unclassifiable,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£2,440.00"
17/12/2013,TARMAC LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,HIP ASSHERTON WAY/OLDHAM RD ROUNDABOUT,"£105,904.72"
17/12/2013,TARMAC LIMITED,Highway Equipment & Materials ,PROPERTY AND HIGHWAYS,HIP MIDDLETON WAY/MANCHESTER OLD ROAD RO,"£116,173.46"
19/12/2013,TC MEATS LIMITED,Catering,ECONOMY AND ENVIRONMENT,ROCHDALE TOWN HALL CROFTERS,£560.06
02/12/2013,TEN 94 DESIGN,Facilities & Management Services,FINANCE AND PROCUREMENT,PR AND MARKETING,£700.00
16/12/2013,TEN 94 DESIGN,Facilities & Management Services,PUBLIC HEALTH,PUBLIC HEALTH STAFF,£945.00
03/12/2013,TES RADIO SOLUTIONS,Information Communication Technology,ECONOMY AND ENVIRONMENT,VEHICLE REPLACEMENT PROGRAM,"£9,505.80"
09/12/2013,THE APPLE TREE PRIVATE DAY NURSERY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,NURSERY EDUCATION GRANT  3YR OLDS,"£4,522.35"
12/12/2013,THE AWARDS SCHEME LTD,Leisure Services,EARLY HELP AND SCHOOLS,DUKE OF EDINBURGH SCHEME,"£1,500.00"
16/12/2013,THE HESLEY GROUP LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£5,438.99"
16/12/2013,THE HESLEY GROUP LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,£877.26
16/12/2013,THE HESLEY GROUP LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£10,687.54"
16/12/2013,THE HESLEY GROUP LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£5,438.99"
16/12/2013,THE HESLEY GROUP LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£5,263.54"
17/12/2013,THE HESLEY GROUP LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£5,438.99"
17/12/2013,THE HESLEY GROUP LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£5,438.99"
20/12/2013,THE HESLEY GROUP LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£5,263.54"
20/12/2013,THE HESLEY GROUP LTD,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,£877.26
19/12/2013,THE LEAVING CARE COMPANY LIMITED,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,YOUNG PEOPLES SUPPORT TEAM,"£3,050.40"
06/12/2013,THE MEARS GROUP,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,192.58"
13/12/2013,THE MEARS GROUP,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,695.43"
20/12/2013,THE MEARS GROUP,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,114.83"
20/12/2013,THE MEARS GROUP,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,114.83"
01/12/2013,THE NATIONAL AUTISTIC SOCIETY,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,HEALTH RELATED SHORT BREAKS,"£3,186.67"
09/12/2013,THE NATIONAL AUTISTIC SOCIETY,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,"£2,058.22"
16/12/2013,THE NATIONAL AUTISTIC SOCIETY,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,"£1,444.35"
16/12/2013,THE NATIONAL AUTISTIC SOCIETY,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,"£1,796.73"
16/12/2013,THE NATIONAL AUTISTIC SOCIETY,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - HOME SUPPORT,"£1,966.31"
10/12/2013,THE PARAMOUNT GROUP,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£8,000.00"
03/12/2013,THE PENNINE ACUTE HOSPITALS NHS TRUST,Medical,PUBLIC HEALTH,OBESITY COMMISSIONING,"£140,043.00"
09/12/2013,THE PENNINE ACUTE HOSPITALS NHS TRUST,Medical,CORPORATE SERVICES,MANAGEMENT ADMIN,"£8,110.00"
09/12/2013,THE PENNINE ACUTE HOSPITALS NHS TRUST,Medical,CORPORATE SERVICES,MANAGEMENT ADMIN,£720.00
09/12/2013,THE PENNINE ACUTE HOSPITALS NHS TRUST,Medical,CORPORATE SERVICES,MANAGEMENT ADMIN,"£42,497.50"
18/12/2013,THE PENNINE ACUTE HOSPITALS NHS TRUST,Medical,CORPORATE SERVICES,MANAGEMENT ADMIN,"£35,037.50"
01/12/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£2,458.33"
17/12/2013,THE TOGETHER TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,PHYSICAL DISABILITY,"£2,325.80"
04/12/2013,THOMAS KERSHAW BUILDERS LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,HMR LAN 14 LANG REF & ENV (400k 10/11 ),"£4,484.85"
09/12/2013,THOMAS KERSHAW BUILDERS LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,B`LEE CHANGING REPLACE ROOF & PANELLING,"£12,900.22"
19/12/2013,THOMASONS,Human Resources,LEARNING DIS & MENTAL HEALTH,LD PROVIDER MANAGEMENT & ADMIN,"£1,550.00"
02/12/2013,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£1,600.00"
02/12/2013,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£1,800.00"
02/12/2013,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,£800.00
17/12/2013,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£2,000.00"
17/12/2013,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£1,600.00"
17/12/2013,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£1,300.00"
23/12/2013,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£2,000.00"
23/12/2013,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£1,600.00"
23/12/2013,TIMOTHY JAMES CONSULTANCY LTD,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£2,000.00"
02/12/2013,TOMAX BUILDING SERVICES LTD,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,REFURB OF RDALE CEMETERY LODGE (1&2),"£9,863.85"
