Property Ref,Liable Name 1,Liable Name 2,Start of Liability,Property Name 1,Property Name 2,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Postcode,Rateable Value 2017,VO Code,Property Description,Empty,Empty From,Charity,Disc,Mand,SBRR
Ref: 13937X01840022     ,,,15.11.2006                                               ,                                ,                                ,415 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4SZ,2950,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X018500X3     ,,,05.09.2016                                               ,                                ,                                ,417 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4SZ,3900,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X01860079     ,,,21.09.2012                                               ,                                ,                                ,419 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4SZ,5100,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X01890093     ,,,07.06.2016                                               ,                                ,                                ,425 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4SZ,4900,CS   ,SHOP AND PREMISES                                           ,Y    ,07.06.2016                                               , ,0,0, 
Ref: 13937X01902834     ,,,07.09.2016                                               ,                                ,                                ,1ST FLR                            ,427A OLDHAM ROAD                   ,ROCHDALE                        ,                                ,OL16 4SZ,2025,CO   ,Offices and Premises                                        ,Y    ,07.09.2016                                               , ,0,0, 
Ref: 13937X01905721     ,,,07.09.2016                                               ,                                ,                                ,GND FLR 427A                       ,OLDHAM ROAD                        ,ROCHDALE                        ,                                ,OL16 4SZ,4250,CS   ,Shop and Premises                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X0192002A     ,,,28.12.2016                                               ,                                ,                                ,429 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4SZ,5400,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X019300XB     ,,,26.11.2007                                               ,                                ,                                ,431 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4SZ,3600,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X01940076     ,,,28.05.2005                                               ,                                ,                                ,433-435 OLDHAM ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4SZ,5700,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X01980069     ,SPRINGHILL HOSPICE (ROCHDALE)   ,LTD C/O JOHN DAFFORNE           ,01.04.2005                                               ,                                ,                                ,445-447 OLDHAM ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4SZ,7500,CS   ,SHOP AND PREMISES                                           ,     ,                                                         ,Y,20,80, 
Ref: 13937X0200003B     ,MR DAVID MARCROFT               ,                                ,01.04.2005                                               ,                                ,                                ,449 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4TD,3650,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X02020087     ,,,01.05.2013                                               ,                                ,                                ,451-453 OLDHAM ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5LN,6300,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X02070048     ,,,01.03.2012                                               ,                                ,                                ,459 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4TD,3800,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X02080016     ,,,06.04.2015                                               ,                                ,                                ,461 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4TD,3050,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X02110052     ,,,01.08.2015                                               ,                                ,                                ,465 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4TD,4400,CS   ,SHOP AND PREMISES                                           ,Y    ,01.04.2017                                               , ,0,0, 
Ref: 13937X0212002B     ,,,12.04.2006                                               ,                                ,                                ,467 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4TD,4150,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X02150045     ,,,31.05.2017                                               ,PLOUGH INN                      ,                                ,475 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4TD,13000,CL   ,PUBLIC HOUSE AND PREMISES                                   ,     ,                                                         , ,0,0, 
Ref: 13937X02160013     ,,,29.09.2013                                               ,                                ,                                ,477 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4TF,7300,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X02170091     ,JACKOS SANDWICH BAR LTD         ,                                ,01.11.2014                                               ,                                ,                                ,479 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4TF,3850,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X0218006A     ,,,01.06.2009                                               ,                                ,                                ,481-483 OLDHAM ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4TF,7800,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X022100X9     ,,,01.04.2005                                               ,                                ,                                ,487 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4TF,2800,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X0224001B     ,,,24.05.2016                                               ,                                ,                                ,493-495 OLDHAM ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4TF,5700,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X02260067     ,,,01.04.2005                                               ,                                ,                                ,497 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4TF,5100,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X02270035     ,LEE DON HAIR STUDIO LIMITED     ,                                ,01.04.2005                                               ,                                ,                                ,499 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4TF,6900,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X02280003     ,,,01.04.2014                                               ,                                ,                                ,505 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4TF,2950,CS3  ,HAIRDRESSING SALON AND PREMISES                             ,     ,                                                         , ,0,0,Y
Ref: 13937X0231004A     ,,,22.04.2014                                               ,                                ,                                ,513A OLDHAM ROAD                   ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4SP,2950,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X02530083     ,,,01.04.2005                                               ,                                ,                                ,567-569 OLDHAM ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4SU,5600,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X03160083     ,,,01.04.2005                                               ,                                ,                                ,679 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4SU,4300,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X03220034     ,,,30.11.2012                                               ,                                ,                                ,705-709 OLDHAM ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4RH,8900,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X03220119     ,CLEAR CHANNEL (UK) LTD          ,                                ,01.04.2005                                               ,GABLE                           ,705-707                         ,OLDHAM ROAD                        ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4RH,1425,CA   ,ADVERTISING RIGHT AND PREMISES                              ,     ,                                                         , ,0,0, 
Ref: 13937X03271055     ,,,01.04.2005                                               ,DEAN SERVICE STATION AFTER      ,                                ,775 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4RN,5500,CG   ,PETROL FILLING STATION AND PREMISES                         ,     ,                                                         , ,0,0,Y
Ref: 13937X21613691     ,CLEAR CHANNEL (UK) LTD          ,                                ,01.04.2005                                               ,MORE O'FERRALL NO 0545 01 ADJ   ,                                ,197 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5QZ,1475,CA1  ,ADVERTISING STATION AND PREMISES                            ,     ,                                                         , ,0,0, 
Ref: 13937X29176783     ,,,27.10.2011                                               ,                                ,                                ,113 OLDHAM ROAD                    ,ROCHDALE                           ,                                ,                                ,OL16 5QT,0,CX   ,BUILDING WORK UNDERGOING                                    ,Y    ,27.10.2011                                               , ,0,0, 
Ref: 13937X35925259     ,,,11.06.2014                                               ,                                ,                                ,503 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4TF,3150,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X42472703     ,,,01.11.2013                                               ,                                ,                                ,501 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4TF,2400,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X51969757     ,AQC LTD                         ,                                ,07.09.2015                                               ,                                ,                                ,585 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4SU,22500,CO   ,OFFICES AND PREMISES                                        ,     ,                                                         , ,0,0, 
Ref: 13937X61304843     ,,,22.08.2014                                               ,OVER 13-17                      ,                                ,OLDHAM ROAD                        ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1AU,8100,CO   ,OFFICES AND PREMISES                                        ,     ,                                                         , ,0,0,Y
Ref: 13937X63276885     ,HANLEY OF JAYBANK LTD           ,                                ,15.11.2012                                               ,                                ,                                ,473A OLDHAM ROAD                   ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4TD,7300,CW1  ,LAND USED FOR STORAGE AND PREMISES                          ,Y    ,15.11.2012                                               , ,0,0, 
Ref: 13937X90130002     ,CARDTRONICS UK LTD              ,                                ,02.04.2017                                               ,                                ,                                ,ATM AT 311 OLDHAM ROAD             ,ROCHDALE                           ,                                ,                                ,OL16 5JG,3750,CX   ,Site of ATM                                                 ,     ,                                                         , ,0,0, 
Ref: 13937X90130003     ,,,02.04.2017                                               ,                                ,                                ,311 OLDHAM ROAD                    ,ROCHDALE                           ,                                ,                                ,OL16 5JG,5000,CS   ,Shop and Premises                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X90141180     ,LOYAL SECURITY SYSTEMS LTD      ,                                ,01.08.2013                                               ,                                ,                                ,7 OLDHAM ROAD                      ,ROCHDALE                           ,                                ,                                ,OL16 1UA,7400,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X90480076     ,A.A. ARNOLD (ELECTRICAL         ,CONTRACTORS) LTD                ,01.04.2005                                               ,                                ,                                ,69-73 OLDHAM ROAD                  ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5QR,8300,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X90650032     ,,,01.04.2014                                               ,                                ,                                ,81 OLDHAM ROAD                     ,ROCHDALE                           ,                                ,                                ,OL16 5QR,6100,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X90760045     ,,,10.02.2016                                               ,                                ,                                ,83 OLDHAM ROAD                     ,ROCHDALE                           ,                                ,                                ,OL16 5QR,6500,CS   ,SHOP AND PREMISES                                           ,Y    ,10.02.2016                                               , ,0,0, 
Ref: 13937X91105767     ,,,01.04.2011                                               ,T3008 1341 UNIT 5 THE LANDING   ,                                ,151 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5QY,5200,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0,Y
Ref: 13937X91204515     ,STREAMLINE TAXIS (ROCHDALE) LTD ,                                ,01.04.2010                                               ,                                ,                                ,25 OLDHAM ROAD                     ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1UA,3850,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X91361531     ,GATUN GROUP LTD                 ,                                ,15.06.2014                                               ,                                ,                                ,87 OLDHAM ROAD                     ,ROCHDALE                           ,                                ,                                ,OL16 5QR,1900,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X91600048     ,,,04.06.2011                                               ,                                ,                                ,367 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5LN,4850,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X91606076     ,,,01.06.2017                                               ,ROCHDALE MBC                    ,NEWBOLD BUILDINGS               ,35-37 OLDHAM ROAD                  ,ROCHDALE                           ,                                ,                                ,OL16 1UA,25500,CO   ,OFFICES AND PREMISES                                        ,Y    ,01.06.2017                                               , ,0,0, 
Ref: 13937X92180078     ,ARH INVESTMENTS LTD             ,                                ,01.04.2010                                               ,OFFICE 8 AT                     ,                                ,5A OLDHAM ROAD                     ,ROCHDALE                           ,LANCS                           ,                                ,OL16 1UA,1625,CO   ,OFFICE                                                      ,Y    ,01.04.2010                                               , ,0,0, 
Ref: 13937X92265323     ,,,12.06.2015                                               ,THE CASK & FEATHER              ,                                ,1 OLDHAM ROAD                      ,ROCHDALE                           ,LANCS                           ,                                ,OL16 1UA,14875,CL   ,PUBLIC HOUSE AND PREMISES                                   ,     ,                                                         , ,0,0,Y
Ref: 13937X92300072     ,,,01.04.2015                                               ,                                ,                                ,509-513 OLDHAM ROAD                ,ROCHDALE                           ,                                ,                                ,OL16 4SP,15750,CS   ,Shop and Premises                                           ,     ,                                                         , ,0,0, 
Ref: 13937X92300073     ,NOTEMACHINE UK LTD              ,                                ,01.04.2015                                               ,                                ,                                ,ATM AT 509-513 OLDHAM ROAD         ,ROCHDALE                           ,                                ,                                ,OL16 4SP,3750,CX   ,SITE OF ATM                                                 ,     ,                                                         , ,0,0, 
Ref: 13937X92351383     ,ROCHDALE GATEWAY LEISURE LIMITED,                                ,19.12.2014                                               ,                                ,                                ,1ST FLR 43                         ,OLDHAM ROAD                        ,ROCHDALE                        ,LANCASHIRE                      ,OL16 5QJ,6700,CO   ,OFFICES AND PREMISES                                        ,     ,                                                         ,Y,20,80, 
Ref: 13937X92469132     ,,,22.09.2015                                               ,                                ,                                ,UNIT 3 THE LANDING                 ,AT 143 OLDHAM ROAD                 ,ROCHDALE                        ,                                ,OL16 5QY,5000,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0,Y
Ref: 13937X92578687     ,,,01.08.2014                                               ,OFFICE 1 AT                     ,                                ,5A OLDHAM ROAD                     ,ROCHDALE                           ,LANCS                           ,                                ,OL16 1UA,2950,CO   ,OFFICE                                                      ,     ,                                                         , ,0,0,Y
Ref: 13937X93071783     ,J C DECAUX UK LTD               ,                                ,01.04.2005                                               ,J C DECAUX NO 45                ,                                ,ADJ BMS OLDHAM ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL11 1DA,550,CA   ,ADVERTISING RIGHT                                           ,     ,                                                         , ,0,0, 
Ref: 13937X93100031     ,ARH INVESTMENTS LTD             ,                                ,01.04.2010                                               ,OFFICE 7 AT                     ,                                ,5A OLDHAM ROAD                     ,ROCHDALE                           ,LANCS                           ,                                ,OL16 1UA,1750,CO   ,OFFICE                                                      ,Y    ,01.04.2010                                               , ,0,0, 
Ref: 13937X93485170     ,THE HUB PHARMACY LIMITED        ,                                ,02.05.2012                                               ,                                ,                                ,MEDICX PHARMACY                    ,OLDHAM ROAD                        ,ROCHDALE                        ,                                ,OL11 1AG,32250,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0, 
Ref: 13937X93533686     ,,,27.06.2011                                               ,                                ,                                ,367B OLDHAM ROAD                   ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5LN,3300,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X93582136     ,ROCHDALE BC                     ,                                ,30.06.2015                                               ,                                ,                                ,UNIT 2 THE LANDING                 ,AT 143 OLDHAM ROAD                 ,ROCHDALE                        ,                                ,OL16 5QY,6000,IF3  ,WORKSHOP AND PREMISES                                       ,Y    ,30.06.2015                                               , ,0,0, 
Ref: 13937X94110635     ,,,01.04.2005                                               ,                                ,                                ,97 OLDHAM ROAD                     ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5QR,4300,CS   ,DOG GROOMING PARLOUR AND PREMISES                           ,     ,                                                         , ,0,0,Y
Ref: 13937X94200701     ,PRIMESIGHT LTD                  ,                                ,08.03.2011                                               ,PRIMELIGHT ADJ                  ,                                ,SAVE FILLING STATION OLDHAM ROAD   ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4SU,900,CA   ,ADVERTISING RIGHT                                           ,     ,                                                         , ,0,0, 
Ref: 13937X94213658     ,LOWYOURRIDE LTD                 ,                                ,19.10.2015                                               ,                                ,                                ,UNIT 1 THE LANDING                 ,AT 143 OLDHAM ROAD                 ,ROCHDALE                        ,                                ,OL16 5QY,5400,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0,Y
Ref: 13937X94258745     ,LOANS 2 GO LTD                  ,                                ,23.09.2013                                               ,                                ,                                ,297-303 OLDHAM ROAD                ,ROCHDALE                           ,                                ,                                ,OL16 5JG,19000,CS   ,"SHOP, OFFICES AND PREMISES                                  ",     ,                                                         , ,0,0, 
Ref: 13937X94566261     ,MR MOHAMED SALIM KARIM          ,                                ,01.04.2008                                               ,                                ,                                ,367A OLDHAM ROAD                   ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5LN,4550,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X94718135     ,,,01.04.2016                                               ,                                ,                                ,27 & 29 OLDHAM ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1UA,4900,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X95051322     ,A R H INVESTMENTS LTD           ,                                ,01.07.2011                                               ,STORE ON 2ND FLR                ,                                ,5A OLDHAM ROAD                     ,ROCHDALE                           ,LANCS                           ,                                ,OL16 1UA,950,CO   ,STORE                                                       ,     ,                                                         , ,0,0,Y
Ref: 13937X95127951     ,SUPERDEAL (UK) LTD              ,                                ,11.12.2013                                               ,                                ,                                ,317 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5JG,3450,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X95264808     ,M K DEVELOPMENTS (UK) LIMITED   ,                                ,10.01.2008                                               ,UNIT 2 R/O 293                  ,                                ,OLDHAM ROAD                        ,ROCHDALE                           ,                                ,                                ,OL16 5JG,2100,CW   ,WAREHOUSE AND PREMISES                                      ,Y    ,10.01.2008                                               , ,0,0, 
Ref: 13937X95438619     ,,,01.04.2005                                               ,                                ,                                ,455-457 OLDHAM ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4TD,6700,CS   ,VETERINARY SURGERY AND PREMISES                             ,     ,                                                         , ,0,0,Y
Ref: 13937X95694784     ,,,01.08.2016                                               ,"ROCHDALE CATERING EQUIPMENT,    ",R/O 293                         ,OLDHAM ROAD                        ,ROCHDALE                           ,                                ,                                ,OL16 5JG,2475,CW   ,WAREHOUSE AND PREMISES                                      ,     ,                                                         , ,0,0,Y
Ref: 13937X95715438     ,THOMAS WRIGHT/THORITE GROUP LTD ,                                ,01.04.2005                                               ,UNIT 11 THE LANDING             ,                                ,163 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5QZ,7200,CW   ,WAREHOUSE AND PREMISES                                      ,     ,                                                         , ,0,0, 
Ref: 13937X95828834     ,,,01.04.2005                                               ,                                ,                                ,329 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5JG,3050,CS   ,OFFICE AND PREMISES                                         ,     ,                                                         , ,0,0,Y
Ref: 13937X95845631     ,RSPCA ROCHDALE & DISTRICT BRANCH,                                ,03.09.2014                                               ,                                ,                                ,421 OLDHAM ROAD                    ,ROCHDALE                           ,                                ,                                ,OL16 4SZ,5100,CS   ,SHOP AND PREMISES                                           ,     ,                                                         ,Y,0,80, 
Ref: 13937X95847428     ,PRIMESIGHT LTD                  ,                                ,08.03.2011                                               ,PRIMELIGHT YC0205019134 (A671)  ,                                ,GABLE 57 OLDHAM ROAD               ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5QT,275,CA   ,ADVERTISING RIGHT                                           ,     ,                                                         , ,0,0, 
Ref: 13937X95995604     ,MOBILE BROADBAND NETWORK LTD    ,                                ,22.10.2009                                               ,T-MOBILE SITE REF 76031 O/S     ,DEAN SERVICE STATION AFTER      ,775 OLDHAM ROAD                    ,ROCHDALE                           ,LANCS                           ,                                ,OL16 4RN,4300,MT1  ,COMMUNICATION STATION AND PREMISES                          ,     ,                                                         , ,0,0, 
Ref: 13937X96012677     ,,,01.04.2010                                               ,                                ,                                ,295 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5JG,6200,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X96087932     ,,,01.09.2012                                               ,OFFICE 3 AT                     ,                                ,5A OLDHAM ROAD                     ,ROCHDALE                           ,LANCS                           ,                                ,OL16 1UA,2950,CO   ,OFFICE                                                      ,     ,                                                         , ,0,0,Y
Ref: 13937X96228723     ,ROCHDALE GATEWAY LEISURE LIMITED,                                ,19.12.2014                                               ,GND FLR 43                      ,                                ,OLDHAM ROAD                        ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5QJ,6600,CO   ,OFFICES AND PREMISES                                        ,     ,                                                         ,Y,20,80, 
Ref: 13937X96325142     ,,,01.04.2016                                               ,                                ,                                ,293B OLDHAM ROAD                   ,ROCHDALE                           ,                                ,                                ,OL16 5JG,8900,CO   ,OFFICES AND PREMISES                                        ,     ,                                                         , ,0,0,Y
Ref: 13937X96354295     ,,,01.07.2011                                               ,                                ,                                ,111 OLDHAM ROAD                    ,ROCHDALE                           ,LANCS                           ,                                ,OL16 5QT,0,CX   ,BUILDING UNDERGOING WORKS                                   ,Y    ,01.07.2011                                               , ,0,0, 
Ref: 13937X96572559     ,THE WANDRUS STORES LTD          ,                                ,08.03.2010                                               ,                                ,                                ,469-473 OLDHAM ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4TD,10000,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X96641455     ,J C DECAUX UK LTD               ,                                ,01.04.2005                                               ,J C DECAUX NO 47 ADJ WILDS      ,                                ,OLDHAM ROAD                        ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 1UA,550,CA   ,ADVERTISING RIGHT                                           ,     ,                                                         , ,0,0, 
Ref: 13937X96793135     ,WELLFIELD HEALTH CENTRE         ,                                ,01.04.2014                                               ,                                ,                                ,WELLFIELD SURGERY                  ,OLDHAM ROAD                        ,ROCHDALE                        ,                                ,OL11 1AG,39000,MH1  ,HEALTH CENTRE AND PREMISES                                  ,     ,                                                         , ,0,0, 
Ref: 13937X97164318     ,NOTEMACHINE UK LTD              ,                                ,01.04.2010                                               ,                                ,                                ,ATM SITE AT                        ,GND FLR 293C OLDHAM ROAD           ,ROCHDALE                        ,                                ,OL16 5JG,3750,CX   ,SITE OF ATM                                                 ,     ,                                                         , ,0,0, 
Ref: 13937X97357480     ,RSPCA (ROCHDALE & DISTRICT)     ,                                ,05.05.2016                                               ,                                ,                                ,423 OLDHAM ROAD                    ,ROCHDALE                           ,                                ,                                ,OL16 4SZ,4800,CS   ,SHOP AND PREMISES                                           ,     ,                                                         ,Y,0,80, 
Ref: 13937X97383329     ,,,25.01.2016                                               ,                                ,                                ,GND FLR 3 OLDHAM ROAD              ,ROCHDALE                           ,LANCS                           ,                                ,OL16 1UA,7700,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
Ref: 13937X97514712     ,R JAMES ASSOCIATES LTD          ,                                ,01.04.2008                                               ,                                ,                                ,677 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 4SU,5400,CO   ,OFFICES AND PREMISES                                        ,     ,                                                         , ,0,0,Y
Ref: 13937X97521842     ,DIXON SHAW LTD                  ,                                ,07.08.2017                                               ,                                ,                                ,1ST FLOOR                          ,501A OLDHAM ROAD                   ,ROCHDALE                        ,LANCASHIRE                      ,OL16 4TF,3500,CO   ,OFFICES AND PREMISES                                        ,Y    ,07.08.2017                                               , ,0,0, 
Ref: 13937X97730801     ,JST ELECTRICAL LTD              ,                                ,30.01.2013                                               ,T3008 1341 UNIT 4 THE LANDING   ,                                ,149 OLDHAM ROAD                    ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5QY,5000,IF3  ,WORKSHOP AND PREMISES                                       ,     ,                                                         , ,0,0,Y
Ref: 13937X97811552     ,,,01.04.2005                                               ,                                ,                                ,323/325 OLDHAM ROAD                ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5JG,9800,CS   ,SHOP AND PREMISES                                           ,Y    ,04.05.2016                                               , ,0,0, 
Ref: 13937X97913046     ,,,01.06.2014                                               ,                                ,                                ,1ST FLR 25-29                      ,OLDHAM ROAD                        ,ROCHDALE                        ,LANCASHIRE                      ,OL16 1UA,5400,CO   ,STUDIO AND PREMISES                                         ,     ,                                                         , ,0,0,Y
Ref: 13937X97954873     ,ELITE DEVELOPMENT INTERNATIONAL ,LIMITED                         ,04.06.2016                                               ,                                ,                                ,115 OLDHAM ROAD                    ,ROCHDALE                           ,                                ,                                ,OL16 5QT,0,CS   ,PROPERTY UNDERGOING CONVERSION                              ,Y    ,04.06.2016                                               , ,0,0, 
Ref: 13937X98014320     ,R & M ROOFING SUPPLIES LTD      ,                                ,01.04.2005                                               ,R/O 91-97                       ,                                ,OLDHAM ROAD                        ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5QR,850,CW1  ,LAND USED FOR STORAGE                                       ,     ,                                                         , ,0,0, 
Ref: 13937X98029035     ,,,09.04.2016                                               ,                                ,                                ,293D OLDHAM ROAD                   ,ROCHDALE                           ,LANCASHIRE                      ,                                ,OL16 5JG,4900,CS   ,SHOP AND PREMISES                                           ,     ,                                                         , ,0,0,Y
