Organisation Name (A),Department (B),Service Cat Label (C ),Purpose of Spend (D),Expenditure CIPFA Sub Group (E ),Supplier (F),Supplier Reference (G),Pay Date (H),Transaction Number (I),Net Amount (J),Grant to VCSE? (K),Charity Number (L),Card Transaction (M),Irrecoverable VAT (N),
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 24/08/2017,OPS0282424,86.48,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 24/08/2017,OPS4005660,-28.21,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 24/08/2017,OPS0282395,28.21,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 24/08/2017,OPS0282403,184.02,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 24/08/2017,OPS0282427,54.76,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 24/08/2017,OPS0282401,49.11,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 24/08/2017,OPS0282418,66.20,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 17/08/2017,REG0282185,419.56,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 24/08/2017,OPS0282404,10.59,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 24/08/2017,OPS0282425,30.72,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 24/08/2017,OPS0282422,17.08,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,GO PLANT LIMITED,A0045105, 24/08/2017,PCO0282432,1037.58,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 24/08/2017,OPS0282415,48.45,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 24/08/2017,OPS0282420,48.45,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 24/08/2017,OPS0282426,105.70,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 24/08/2017,OPS0282398,479.03,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 24/08/2017,OPS0282397,61.70,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 24/08/2017,OPS0282421,41.83,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 24/08/2017,OPS0282423,41.83,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 24/08/2017,OPS0282414,48.45,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 10/08/2017,OPS0282117,285.25,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 24/08/2017,OPS4005661,-32.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 24/08/2017,OPS0282394,73.83,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tyres,3204,GO PLANT LIMITED,A0045105, 24/08/2017,OPS0282400,310.25,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 24/08/2017,PCO0282408,384.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 24/08/2017,PCO0282389,704.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Transport Related Expense,Tprt : Annual Hire Charge,3601,GO PLANT LIMITED,A0045105, 10/08/2017,OPS0282125,66014.79,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Mayoral Expenses,4614,GOING DUTCH FLORIST,A0001216, 24/08/2017,DAL0282349,10.00,N,N/A,N,N/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,4705,GRADKO INTERNATIONAL LTD,A0025806, 10/08/2017,ENV0282176,197.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,GREEN CLEAN RESTORATION,A0090368, 31/08/2017,HED0282521,1074.50,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,GUY MACHINERY LIMITED,A0070711, 10/08/2017,PCO0282052,39.98,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,GUY MACHINERY LIMITED,A0070711, 03/08/2017,PCO0281948,17.00,N,N/A,N,N/A,
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,1236,HEALTH BUSINESS LIMITED,A0088933, 17/08/2017,PER0282226,308.00,N,N/A,N,N/A,
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,1236,HEALTH BUSINESS LIMITED,A0088933, 03/08/2017,PER0282003,444.00,N,N/A,N,N/A,
Pendle Borough Council,Human Resources,Indirect Employee Expenses,Emp : Medical Expenses,1236,HEALTH BUSINESS LIMITED,A0088933, 17/08/2017,PER0282226,444.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Capital Costs,Capital : Payments,CD14,HIGHAM WITH WEST CLOSE BOOTH PC,A0090493, 10/08/2017,HED0282056,255.00,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Supplies and Services,Court Fees,4403,HM COURTS & TRIBUNALS SERVICE,A0083319, 16/08/2017,AAS0282605,370.00,N,N/A,N,N/A,
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,HM COURTS & TRIBUNALS SERVICE,A0090903, 10/08/2017,TRE0282100,84.00,N,N/A,N,N/A,
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,HM COURTS & TRIBUNALS SERVICE,A0090903, 10/08/2017,TRE0282100,2097.00,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Capital Costs,Capital : Payments,CD14,HOLLYWOOD HAIR,A0091274, 31/08/2017,REG0282528,437.70,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Capital Costs,Capital : Payments,CD14,HOMES & COMMUNITIES AGENCY,A0090948, 31/08/2017,AAS0282557,500000.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,4003,ID MANAGEMENT SYSTEMS,A0069768, 03/08/2017,HED0281976,8.95,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,EFM : Other Equipment,4003,ID MANAGEMENT SYSTEMS,A0069768, 03/08/2017,HED0281976,341.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,44.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,66.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,175.70,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,183.51,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,33.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,44.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,55.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,44.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,215.93,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,44.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,108.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,108.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,1013.60,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,78.10,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,253.13,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,108.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,336.31,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,27.50,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,57.20,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,44.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,55.22,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,128.54,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,68.75,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,132.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD14,J DRIVER LTD,A0000884, 03/08/2017,EST0281999,1479.67,N,N/A,N,N/A,
Pendle Borough Council,Chief Executives Policy Unit,Supplies and Services,Other Expenses,4705,J H BLAKEY & SONS (SECURITY) LTD,A0000211, 03/08/2017,COR0281917,442.11,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),4419,JACOBS,A0016294, 03/08/2017,HED0281957,-310.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,LCC Levy (Admins Costs),4419,JACOBS,A0016294, 03/08/2017,HED0281957,310.00,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Repairs : General,3105,JAMES ALPE SIGN & DESIGN,A0061107, 02/08/2017,AAS0282197,-4006.59,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Repairs : General,3105,JAMES ALPE SIGN & DESIGN,A0061107, 02/08/2017,AAS0282197,1000.00,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Transport Related Expense,Tprt : Repairs : General,3105,JAMES ALPE SIGN & DESIGN,A0061107, 02/08/2017,AAS0282197,4006.59,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JAMES HARGREAVES (PLUMB MERCH) LTD,A0001334, 17/08/2017,PCO0282204,13.58,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Passenger Shelter Cleaning,2606,JANDON CLEANING SERVICES,A0079028, 03/08/2017,HED0282001,120.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Passenger Shelter Cleaning,2606,JANDON CLEANING SERVICES,A0079028, 03/08/2017,HED0282001,180.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Passenger Shelter Cleaning,2606,JANDON CLEANING SERVICES,A0079028, 03/08/2017,HED0282001,20.00,N,N/A,N,N/A,
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,JBW GROUP LIMITED,A0088708, 10/08/2017,TRE0282098,110.00,N,N/A,N,N/A,
Pendle Borough Council,Revenues Services,Supplies and Services,Consultants Fees,4401,JBW GROUP LIMITED,A0088708, 10/08/2017,TRE0282099,165.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,JEWSON LIMITED,A0001323, 03/08/2017,PCO0281942,26.88,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JEWSON LIMITED,A0001323, 24/08/2017,PCO0282386,23.70,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM Materials,4004,JEWSON LIMITED,A0001323, 17/08/2017,REG0282080,25.06,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,EFM Materials,4004,JEWSON LIMITED,A0001323, 24/08/2017,OPS0282361,37.14,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Maintenance contracts,4006,JEWSON LIMITED,A0001323, 17/08/2017,REG0282070,23.63,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Sub-Contractors,4007,JEWSON LIMITED,A0001323, 17/08/2017,OPS0282274,34.38,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,JEWSON LIMITED,A0001323, 17/08/2017,OPS4005656,-71.08,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,JEWSON LIMITED,A0001323, 03/08/2017,OPS0281953,71.08,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Other Expenses,4705,JEWSON LIMITED,A0001323, 17/08/2017,OPS0282126,71.08,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,JEWSON LIMITED,A0001323, 17/08/2017,REG0282070,12.38,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,JEWSON LIMITED,A0001323, 17/08/2017,REG0282066,71.08,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,JEWSON LIMITED,A0001323, 17/08/2017,REG0282067,71.08,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,JEWSON LIMITED,A0001323, 17/08/2017,REG0282068,71.08,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JOHN MACADAM & SON (RESCUE) LTD,A0001846, 24/08/2017,OPS0282358,45.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JOHN MACADAM & SON (RESCUE) LTD,A0001846, 24/08/2017,OPS0282356,45.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JOHN MACADAM & SON (RESCUE) LTD,A0001846, 24/08/2017,OPS0282357,45.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,JOHN MACADAM & SON (RESCUE) LTD,A0001846, 24/08/2017,OPS0282359,45.00,N,N/A,N,N/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,Other Expenses,4705,JOHNSONS TEXICARE LTD,A0002665, 10/08/2017,ENV0282177,84.06,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 10/08/2017,DAL0282091,216.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 31/08/2017,DAL0282502,108.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 03/08/2017,DAL0281938,135.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 03/08/2017,DAL0281939,243.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 31/08/2017,DAL0282503,270.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Adverts : Statutory Notice,4702,JOHNSTON PUBLISHING LIMITED,A0059640, 17/08/2017,DAL0282194,459.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,K RAYMENT WINDOW CLEANING SERVICE,A0091121, 17/08/2017,PCO0282209,25.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,KEVIN WILKINSON LANDSCAPES LTD,A0085660, 10/08/2017,HED0282055,168.00,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,KEYPLUS SECURITY LIMITED,A0062723, 17/08/2017,OPS0282277,37.50,N,N/A,N,N/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM Materials,4004,KILLGERM CHEMICALS LTD,A0001624, 10/08/2017,ENV0282158,152.34,N,N/A,N,N/A,
Pendle Borough Council,Environmental Health Services,Supplies and Services,EFM Materials,4004,KILLGERM CHEMICALS LTD,A0001624, 10/08/2017,ENV0282158,225.50,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Supplies and Services,EFM : Other Equipment,4003,KINGS WASHING MACHINE RENTALS,A0079878, 31/08/2017,HMR0282504,55.00,N,N/A,N,N/A,
Pendle Borough Council,Property Services,Capital Costs,Capital : Payments,CD14,LANCASHIRE CLOCKMAKERS LIMITED,A0091189, 24/08/2017,EST0282458,380.00,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LANCASHIRE COUNTY COUNCIL,A0001690, 03/08/2017,HED0281966,30.00,N,N/A,N,N/A,
Pendle Borough Council,Democratic & Legal Services,Supplies and Services,Search Fees,4404,LANCASHIRE COUNTY COUNCIL,A0001690, 17/08/2017,DAL0282224,603.00,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,LANCASHIRE COUNTY COUNCIL,A0001690, 03/08/2017,HMR0281981,2261.00,N,N/A,N,N/A,
Pendle Borough Council,Housing Regeneration Services,Capital Costs,Ren Grant : 1996 Act,CH22,LANCASHIRE COUNTY COUNCIL,A0001690, 24/08/2017,HMR0282436,2611.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,LANCASHIRE DAF,A0089429, 10/08/2017,PCO0282044,65.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Transport Related Expense,Tprt : Repairs : General,3105,LANCASHIRE DAF,A0089429, 10/08/2017,PCO0282044,91.00,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,LANLEE SUPPLIES LIMITED,A0001672, 24/08/2017,PCO0282365,14.64,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LANLEE SUPPLIES LIMITED,A0001672, 24/08/2017,PCO0282364,81.60,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Grounds : R & M : Day to Day : Routine,2101,LANLEE SUPPLIES LIMITED,A0001672, 24/08/2017,PCO0282364,115.68,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM : Other Equipment,4003,LANLEE SUPPLIES LIMITED,A0001672, 17/08/2017,REG0282186,15.50,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM : Other Equipment,4003,LANLEE SUPPLIES LIMITED,A0001672, 31/08/2017,REG0282497,32.25,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,EFM : Other Equipment,4003,LANLEE SUPPLIES LIMITED,A0001672, 17/08/2017,REG0282082,45.73,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Maintenance contracts,4006,LANLEE SUPPLIES LIMITED,A0001672, 17/08/2017,REG0282079,16.93,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Maintenance contracts,4006,LANLEE SUPPLIES LIMITED,A0001672, 17/08/2017,REG0282077,107.87,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Maintenance contracts,4006,LANLEE SUPPLIES LIMITED,A0001672, 17/08/2017,REG0282087,156.24,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Maintenance contracts,4006,LANLEE SUPPLIES LIMITED,A0001672, 17/08/2017,REG0282078,354.03,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,LANLEE SUPPLIES LIMITED,A0001672, 24/08/2017,REG4005659,-70.20,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,LANLEE SUPPLIES LIMITED,A0001672, 17/08/2017,REG0282063,7.60,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,LANLEE SUPPLIES LIMITED,A0001672, 31/08/2017,REG0282498,9.41,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,LANLEE SUPPLIES LIMITED,A0001672, 17/08/2017,REG0282064,131.86,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,0002,LBS WORLDWIDE LIMITED,A0001673, 24/08/2017,PCO0282379,14.92,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Supplies and Services,Expenditure : Materials,0002,LBS WORLDWIDE LIMITED,A0001673, 24/08/2017,PCO0282379,20.82,N,N/A,N,N/A,
Pendle Borough Council,Economic Development & Tourism,Supplies and Services,Miscellaneous : Other,4707,LBS WORLDWIDE LIMITED,A0001673, 17/08/2017,REG0282069,13.30,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,LED ELECTRICAL LIMITED,A0001682, 17/08/2017,PCO0282206,2.61,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,LED ELECTRICAL LIMITED,A0001682, 17/08/2017,PCO0282206,9.69,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,LED ELECTRICAL LIMITED,A0001682, 17/08/2017,PCO0282202,9.79,N,N/A,N,N/A,
Pendle Borough Council,Parks & Recreation Services,Premises Related Expense,Bldgs : R & M : Day To Day,2001,LED ELECTRICAL LIMITED,A0001682, 17/08/2017,PCO0282202,12.92,N,N/A,N,N/A,
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,3806,LEX AUTOLEASE LIMITED,A0066530, 03/08/2017,PER0282004,169.22,N,N/A,N,N/A,
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,3806,LEX AUTOLEASE LIMITED,A0066530, 03/08/2017,PER0282004,175.98,N,N/A,N,N/A,
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,3806,LEX AUTOLEASE LIMITED,A0066530, 24/08/2017,PER0282494,246.28,N,N/A,N,N/A,
Pendle Borough Council,Human Resources,Transport Related Expense,Car Allows : Offs : Lease Exps,3806,LEX AUTOLEASE LIMITED,A0066530, 24/08/2017,PER0282494,273.62,N,N/A,N,N/A,
Pendle Borough Council,Engineering & Special Projects,Supplies and Services,Seminars etc All Costs,4601,LEXIS NEXIS,A0002634, 24/08/2017,HED0282355,406.00,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Premises Related Expense,Rents,2301,LIBERATA UK LTD,A0051618, 10/08/2017,AAS0282157,1748.48,N,N/A,N,N/A,
Pendle Borough Council,Operational Services,Supplies and Services,Miscellaneous : Other,4707,LIBERATA UK LTD,A0051618, 17/08/2017,OPS0282273,2525.25,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5301,LIBERATA UK LTD,A0051618, 24/08/2017,AAS0282490,1471.56,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5303,LIBERATA UK LTD,A0051618, 10/08/2017,AAS0282156,7553.61,N,N/A,N,N/A,
Pendle Borough Council,Financial Services,Agency Costs,Liberata,5303,LIBERATA UK LTD,A0051618, 10/08/2017,AAS0282156,34499.27,N,N/A,N,N/A,
