Additional Rlf,Period Charge,Charge Type,EXEM-AMT,EXEM-CD,PLACE-REF,SBR-APPLIED,SBR-SUPPLE,SBR-RELIEF-,MAND-CHAR-,MAND-CHARI,DISC-CHARIT,DIS-RLF-AMT,CHARITY-RLF-,ANALYSIS-CD,RV,Liable Person,Billing Address 1,Billing Address 2,Billing Address 3,Billing Address 4,Billing Address 5,Billing Post Code,Liability Start Date,Property Address 1,Property Address 2,Property Address 3,Property Address 4,Property Address 5,Property Post,UB-PROP-RV�
,10440,O,0,,6438006039,0,282.75,0,,0,,0,0,CWO,21750,SOLERCO PRODUCTS LTD,,,,,,,04/07/1990,UNIT 6 PLOT 3,BRAMHALL MOOR INDUSTRIAL PARK,PEPPER ROAD,HAZEL GROVE,STOCKPORT,SK7 5BW,"WAREHOUSE, OFFICE AND PREMISES"
RETAIL,6120,O,0,,1095013019,0,0,0,,0,,0,0,CS,12750,SOLFIX LTD,UNIT 4,HEATHER CLOSE,LYME GREEN BUSINESS PARK,LYME GREEN,MACCLESFILED,SK11 0LR,01/07/2013,UNIT 13,BRAMHALL PRECINCT,BRAMHALL,STOCKPORT,,SK7 1AW,SHOP AND PREMISES
,8280,O,0,,7376051569,0,0,0,,0,,0,0,CO,17250,SOLIS LAW LIMITED,,,,,,,24/12/2013,PART 1ST FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,OFFICES AND PREMISES
,0,O,0,,3823006009,0,0,0,,0,,0,0,AC,0,SOLITE EUROPE LTD,,,,,,,01/12/2014,UNIT 6,S. PARK BUSINESS PARK,HAMILTON STREET,STOCKPORT,,SK1 2AE,OST VAL
RETAIL,3792,O,0,,3143254009,-1,0,2591.25,,0,,0,0,CS,7900,SOLS CATERING LTD,,,,,,,15/09/1997,252 FINNEY LANE,HEALD GREEN,CHEADLE,,,SK8 3QD,SHOP AND PREMISES
,94560,O,0,,8576501039,0,2561,0,,0,,0,0,CO,197000,SOLUTIONS PT LTD,,,,,,,12/02/2007,UNIT 1,CHEADLE ROYAL BUSINESS PARK,WILMSLOW ROAD,CHEADLE,,SK8 3GX,OFFICES AND PREMISES
,20040,O,0,,212099029,0,542.75,0,,0,,0,0,IMX,41750,SOLUTIONS SK LTD,ENTERPRISE HOUSE,OAKHURST DRIVE,OFF BIRDHALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XT,01/04/2007,ECO CENTRE,ADSWOOD ROAD,CHEADLE HULME,CHEADLE,,SK8 5QA,SECONDARY AGGREGATE PROCESSING PLANT AND PREMISES
,912,V,936.7,MINRV,2779359009,0,24.7,0,,0,,0,0,MX,1900,SOLUTIONS SK LTD,ENTERPRISE HOUSE,OAKHURST DRIVE,OFF BIRDHALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XT,01/04/2009,EDGELEY ROAD,STOCKPORT,,,,SK3 9NB,PUBLIC CONVENIENCES AND PREMISES
,50400,O,0,,5720017009,0,1365,0,,0,,0,0,IF3O,105000,SOLUTIONS SK LTD,ENTERPRISE HOUSE,OAKHURST DRIVE,OFF BIRDHALL LANE,CHEADLE HEATH,STOCKPORT,SK3 0XT,30/10/2009,WORKSHOP OFFICES & PREMS,BREDBURY PARK WAY,BREDBURY,STOCKPORT,,SK6 2SN,"WORKSHOP, OFFICE AND PREMISES"
RETAIL,3648,O,0,,1734010009,-1,0,2675.2,,0,,0,0,CS,7600,SOPRANOS (CHESHIRE) LTD,,,,,,,15/12/2012,10 CHURCH ROAD,GATLEY,CHEADLE,,,SK8 4NQ,SHOP AND PREMISES
,3984,O,0,,8358001269,0,107.9,0,MAN,3273.52,,0,0,CO,8300,SOROPTIMIST INT OF GB & IRE (SIGBI) LTD,SUITE 2 PT 2NFD FLOOR,BECKWITH HOUSE,1-13 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,06/08/2010,SUITE 2C PT 2ND FLR,BECKWITH HOUSE,1-13 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,OFFICES AND PREMISES
,168,O,0,,8358002519,0,0,0,,0,,0,0,CP1,350,SOROPTIMIST INT OF GB & IRE (SIGBI) LTD,SUITE 2 PT 2NFD FLOOR,BECKWITH HOUSE,1-13 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,01/04/2012,CAR SPACE 45,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,CAR PARKING SPACE
,168,O,0,,8358002529,0,0,0,,0,,0,0,CP1,350,SOROPTIMIST INT OF GB & IRE (SIGBI) LTD,SUITE 2 PT 2NFD FLOOR,BECKWITH HOUSE,1-13 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,01/04/2012,CAR SPACE 46,BECKWITH HOUSE,1 WELLINGTON ROAD NORTH,STOCKPORT,,SK4 1AH,CAR PARKING SPACE
RETAIL,7800,O,0,,8507023029,0,0,0,,0,,0,0,CS,16250,SOS SHOP LTD,23 WOODFORD ROAD,BRAMHALL,STOCKPORT,,,SK7 1JN,03/09/2014,23 WOODFORD ROAD,BRAMHALL,STOCKPORT,,,SK7 1JN,SHOP AND PREMISES
,11520,O,0,,6032057009,0,312,0,,0,,0,0,CWO,24000,SOUND INTERIORS LTD,,,,,,,20/12/1993,UNIT 4,LEVENS ROAD,NEWBY ROAD,HAZEL GROVE,STOCKPORT,SK7 5DL,"WAREHOUSE, OFFICE AND PREMISES"
,9480,O,0,,7376051409,0,256.75,0,,0,,0,0,CO,19750,SOURCE LAB LTD,,,,,,,21/12/2006,PT 2ND FLOOR,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,OFFICES AND PREMISES
,1008,O,0,,7376051469,0,0,0,,0,,0,0,CP1,2100,SOURCE LAB LTD,,,,,,,21/12/2006,CAR SPACES 62-66 &69,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,CAR PARKING SPACES
,168,O,0,,7376052699,0,0,0,,0,,0,0,CP1,350,SOURCE LAB LTD,,,,,,,01/05/2013,CAR SPACE 190,LANDMARK HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 7BS,CAR PARKING SPACE
,684,O,0,,8359246049,-1,0,684,,0,,0,0,CO,1425,SOURCE UK,,,,,,,02/01/2012,SOURCE UK,246 WELLINGTON ROAD SOUTH,STOCKPORT,,,SK2 6NW,OFFICES AND PREMISES
RETAIL,4080,O,0,,6895025009,-1,0,2380,,0,,0,0,CS,8500,SOUTH CHESHIRE STUDIOS LTD,,,,,,,07/10/2011,25 ROMILEY PRECINCT,ROMILEY,STOCKPORT,,,SK6 4EA,SHOP AND PREMISES
RETAIL,5640,O,0,,3422307019,-1,0,232.53,,0,,0,0,CX,11750,SOUTH MANCHESTER CAR SALES LTD,,,,,,,16/09/1996,305/307 GORTON ROAD,REDDISH,STOCKPORT,,,SK5 6LN,CAR DISPLAY LAND AND PREMISES
,17280,O,0,,8406005009,0,468,0,MAN,14198.4,,0,0,CW,36000,SOUTH MANCHESTER MUSLIM COMMUNITY ASS,43 CHANDOS ROAD,HEATON CHAPEL,STOCKPORT,,,SK4 5AN,13/06/2014,WEYBROOK ROAD,HEATON CHAPEL,STOCKPORT,,,M19 2QD,WAREHOUSE AND PREMISES
,6000,O,0,,7158006019,0,162.5,0,MAN,4930,,0,0,LS,12500,SOUTH MANCHESTER SPORTS CLUB LTD,,,,,,,02/02/2011,HENRY GUTERMAN COMMUNITY SPORTS CENTRE,ST ANNS ROAD NORTH,HEALD GREEN,CHEADLE,,SK8 4RZ,SPORTS GROUND AND PREMISES
,0,V,0,MINRV,176099149,0,0,0,,0,,0,0,CW,0,SOUTHFIELD COMMERCIAL LTD,OAK TREE FARM,PINFOLD LANE,MARSHALL,KNUTSFORD,,WA16 7SJ,01/11/2013,ASHTON ROAD,BREDBURY,STOCKPORT,,,SK6 2QN,PROPERTY IN SEVERE DISREPAIR
RETAIL,11040,O,0,,9935000009,0,299,0,,0,,0,0,CX,23000,SOUTHFIELD COMMERCIALS LTD,OAK TREE FARM,PINFOLD LANE,MARTHALL,NR KNUTSFORD,CHESHIRE,WA16 7SJ,06/04/2009,OLD MOOR ROAD,BREDBURY,,,,SK6 2QE,LAND USED FOR VEHICLE & SALES & PREMISES
,1440,O,0,,7376000199,-1,0,1440,,0,,0,0,CO,3000,SOVEREIGN BUSINESS TRANSFER LTD,1ST FLOOR OFFICE,SINCLAIR HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AF,01/10/2012,1ST FLOOR OFFICE,SINCLAIR HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AF,OFFICES AND PREMISES
,168,O,0,,7376000219,0,0,0,,0,,0,0,CP1,350,SOVEREIGN BUSINESS TRANSFER LTD,1ST FLOOR OFFICE,SINCLAIR HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AF,01/10/2012,CAR SPACE 48,SINCLAIR HOUSE,STATION ROAD,CHEADLE HULME,CHEADLE,SK8 5AF,CAR PARKING SPACE
,451.2,O,0,,4953015379,-1,0,451.2,,0,,0,0,CO,940,SOVEREIGN CREATIVE MARKETING LTD,OFFICE 2 1ST FLOOR,15-17 LADYBRIDGE ROAD,CHEADLE HULME,CHEADLE,,SK5 8HQ,30/04/2011,OFFICE 2,1ST FLOOR,15-17 LADYBRIDGE ROAD,CHEADLE HULME,CHEADLE,SK8 5BL,OFFICES AND PREMISES
,27120,O,0,,1598057009,0,734.5,0,,0,,0,0,IF,56500,SOVEREIGN RUBBER LTD,CARRINGTON FIELD STREET,STOCKPORT,,,,SK1 3JN,01/04/1990,WORKS,HILLGATE IND ESTATE,CARRINGTON FIELD STREET,HILLGATE,STOCKPORT,SK1 3JN,FACTORY AND PREMISES
,15720,V,16145.75,IN,3854001009,0,425.75,0,,0,,0,0,IF3,32750,SOVEREIGN RUBBER LTD,CARRINGTON FIELD STREET,STOCKPORT,,,,SK1 3JN,01/12/1993,WORKSHOP AT,HARROP STREET,HIGHER HILLGATE,STOCKPORT,,SK1 3JP,WORKSHOP AND PREMISES
,2880,O,0,,893411009,-1,0,2880,,0,,0,0,CX,6000,SPA HAND CAR WASH LTD T/A BRINNINGTON HA,,,,,,,07/11/2011,SERVICE STATION,BRINNINGTON ROAD,BRINNINGTON,STOCKPORT,,SK5 8AF,HAND CAR WASH AND PREMISES
,3840,O,0,,6826410009,-1,0,2560,,0,,0,0,CS,8000,SPACE 4 LIVING ESTATE AGENTS LIMITED,,,,,,,01/04/2014,410 REDDISH ROAD,REDDISH,STOCKPORT,,,SK5 7AA,SHOP AND PREMISES
,4183.48,O,0,,7857000739,0,0,0,,0,,0,0,CW,9300,SPACE AND TIME MOBILE STORAGE COMPANY,,,,,,,24/04/2015,DEMMINGS ROAD,CHEADLE,,,,SK8 2PS,WAREHOUSE AND PREMISES
,87360,O,0,,5595065009,0,2366,0,,0,,0,0,CS,182000,SPECSAVERS OPTICAL SUPERSTORES LTD,C/O R2G LTD,UNIT 8,THAMES BUSINESS PARK,WENMAN ROADD,THAME,OX9 3XA,26/09/2012,65 MERSEYWAY,STOCKPORT,,,,SK1 1QW,SHOP AND PREMISES
RETAIL,3216,O,0,,5098155019,-1,0,2840.79,,0,,0,0,CS,6700,SPECTACLE STUDIO LTD,36 SANDRINGHAM ROAD,HYDE,CHESHIRE,,,SK14 5JA,19/11/2010,155 LONDON ROAD,HAZEL GROVE,STOCKPORT,,,SK7 4HH,SHOP AND PREMISES
,2700,O,0,,4966016009,0,0,0,,0,,0,0,CL,5625,SPECTRUM LINE LTD,F3 145 SMEDLEY ROAD,MANCHESTER,,,,M8 0RS,01/02/2013,NICHOLSONS ARMS,LANCASHIRE HILL,STOCKPORT,,,SK5 7RH,PUBLIC HOUSE AND PREMISES
,8040,O,0,,8420000219,0,0,0,,0,,0,0,IF3,16750,SPEEDWORKS MOTORSPORT LTD,,,,,,,01/12/2012,UNITS 2/3,PHOENIX WORKS,WHITEFIELD ROAD,BREDBURY,STOCKPORT,SK6 2QR,WORKSHOP AND PREMISES
RETAIL,12840,O,0,,888049009,0,347.75,0,,0,,0,0,IF3O,26750,SPEEDY HIRE CENTRES (NORTHERN) LTD,CHASE HOUSE,16 THE PARKS,NEWTON LE WILLOWS,MERSEYSIDE,,WA12 0JQ,06/09/2006,PINE STREET WAREHOUSE,BRINKSWAY,STOCKPORT,,,SK3 0BZ,"WORKSHOP, OFFICE AND PREMISES"
,1272,O,0,,7395067009,-1,0,1272,,0,,0,0,CS,2650,SPEEDYPRINT LTD,,,,,,,25/07/2004,67 STOCKPORT ROAD,CHEADLE HEATH,STOCKPORT,,,SK3 0JG,SHOP AND PREMISES
,7200,O,0,,8359020009,0,0,0,,0,,0,0,CR1,15000,SPINNING TOP (STOCKPORT) LTD,,,,,,,28/07/2014,20 WELLINGTON ROAD SOUTH,STOCKPORT,,,,SK4 1AA,CAFE BAR AND PREMISES
RETAIL,9840,O,0,,1805094009,0,266.5,0,,0,,0,0,CL,20500,SPIRIT ANGELS LTD,22 UPLANDS AVENUE,RADCLIFFE,MANCHESTER,,,M26 1LT,05/03/2013,THE STOCK DOVE,COMPSTALL ROAD,ROMILEY,STOCKPORT,,SK6 4DE,PUBLIC HOUSE AND PREMISES
,55920,O,0,,1743901019,0,1514.5,0,,0,,0,0,CL,116500,SPIRIT PUB COMPANY,SUNRISE HOUSE,NINTH AVENUE,BURTON UPON TRENT,STAFFORDSHIRE,,DE14 3JZ,,,,,,,,PUBLIC HOUSE AND PREMISES
,2496,O,0,,790050349,-1,0,2496,,0,,0,0,CO,5200,SPK SALES & MARKETING LTD,9 CLAREMONT AVENUE,MARPLE,STOCKPORT,,,SK6 6JE,16/12/2011,"OFFICES 1 & 5, 2ND FLOOR",BOWDEN HALL,56 BOWDEN LANE,MARPLE,STOCKPORT,SK6 6ND,OFFICES AND PREMISES
,1344,O,0,,8951000489,-1,0,1344,,0,,0,0,CO,2800,SPORTS ABROAD LIMITED,,,,,,,01/04/2015,"SUITE 16, 1ST FLOOR",EDEN POINT,THREE ACRES LANE,CHEADLE HULME,CHEADLE,SK8 6RL,OFFICES AND PREMISES
,110400,O,0,,8326020059,0,2990,0,,0,,0,0,CS,230000,SPORTSDIRECT.COM.RETAIL LTD,C/O GL HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,,SO15 3WX,11/10/2013,THE COURTS SHOPPING CENTRE,WARREN STREET,STOCKPORT,,,SK1 1UD,SHOP AND PREMISES
,115680,O,0,,119004019,0,3133,0,,0,,0,0,CS,241000,SPORTSDIRECT.COM.RETAIL LTD,C/O GL HEARN MANAGEMENT LTD,PO BOX 1610,SOUTHAMPTON,,,SO15 3WX,13/01/2015,4 ARDERN WALK,STOCKPORT,,,,SK1 1PT,SHOP AND PREMISES
,1248,O,0,,5550004009,-1,0,1248,,0,,0,0,IF3,2600,SPORTSWEEKS 2010 LTD,,,,,,,17/03/2010,THE OLDE FORGE,4 MEADOW STREET,GREAT MOOR,STOCKPORT,,SK2 7PL,WORKSHOP AND PREMISES
,60960,O,0,,5595095009,0,1651,0,,0,,0,0,CS,127000,SPORTSWIFT LTD,CENTURY HOUSE,BRUNEL ROAD,WAKEFIELD 41 IND PARK,WAKEFIELD,,WF2 0XG,11/06/2007,8/10 MERSEY SQUARE,MERSEYWAY,STOCKPORT,,,SK1 1NU,SHOP AND PREMISES
,12960,O,0,,3981039029,0,351,0,,0,,0,0,CS,27000,SPORTSWIFT LTD,CENTURY HOUSE,BRUNEL ROAD,WAKEFIELD 41 IND PARK,WAKEFIELD,,WF2 0XG,07/05/2013,39A HIGH STREET,CHEADLE,,,,SK8 1BJ,SHOP AND PREMISES
,2544,V,0,,7232061219,0,68.9,0,,0,,0,0,CO,5300,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 1 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,804,V,825.78,MINRV,7232061269,0,21.78,0,,0,,0,0,CW3,1675,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 6 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,STORE AND PREMISES
,1152,V,1183.2,MINRV,7232061289,0,31.2,0,,0,,0,0,CO,2400,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 9 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,1224,V,1257.15,MINRV,7232061309,0,33.15,0,,0,,0,0,CO,2550,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 11 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,432,V,443.7,MINRV,7232061319,0,11.7,0,,0,,0,0,CW3,900,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 12 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,STORE AND PREMISES
,264,V,271.15,MINRV,7232061369,0,7.15,0,,0,,0,0,CO,550,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 17 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,1416,V,0,,7232061349,0,38.35,0,,0,,0,0,CO,2950,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 15 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,1008,V,1035.3,MINRV,7232061359,0,27.3,0,,0,,0,0,CO,2100,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 16 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,1152,V,1183.2,MINRV,7232061379,0,31.2,0,,0,,0,0,CO,2400,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 18 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,1248,V,0,,7232061399,0,33.8,0,,0,,0,0,CO,2600,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 20 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,1176,V,1207.85,MINRV,7232061409,0,31.85,0,,0,,0,0,CO,2450,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 21 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,96,V,98.6,MINRV,7232061419,0,2.6,0,,0,,0,0,CO,200,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 22 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,768,V,788.8,MINRV,7232061429,0,20.8,0,,0,,0,0,CO,1600,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 23 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,960,V,986,MINRV,7232061439,0,26,0,,0,,0,0,CO,2000,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 24 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,504,V,517.65,MINRV,7232061449,0,13.65,0,,0,,0,0,CO,1050,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 25 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,196.8,V,202.13,MINRV,7232061459,0,5.33,0,,0,,0,0,CW3,410,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 26 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,STORE AND PREMISES
,1224,V,1257.15,MINRV,7232061499,0,33.15,0,,0,,0,0,CO,2550,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 30 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,876,V,899.73,MINRV,7232061509,0,23.73,0,,0,,0,0,CW3,1825,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 31 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,STORE AND PREMISES
,393.6,V,404.26,MINRV,7232061519,0,10.66,0,,0,,0,0,CW3,820,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 32 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,STORE AND PREMISES
,235.2,V,241.57,MINRV,7232061529,0,6.37,0,,0,,0,0,CW3,490,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,ROOM 33 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,STORE AND PREMISES
,2184,V,0,,7232061549,0,59.15,0,,0,,0,0,CP1,4550,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,09/02/2009,CAR SPACES BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,CAR PARKING SPACE AND PREMISES
,2592,V,0,,7232061329,0,70.2,0,,0,,0,0,CO,5400,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,25/09/2010,ROOM 13 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,2016,V,0,,7232061249,0,54.6,0,,0,,0,0,CO,4200,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,25/12/2011,ROOM 4 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,2544,V,0,,7232061239,0,68.9,0,,0,,0,0,CO,5300,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,25/12/2011,ROOM 3 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,1920,V,0,,7232061489,0,52,0,,0,,0,0,CO,4000,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,25/09/2010,ROOM 29 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,1728,V,0,,7232061479,0,46.8,0,,0,,0,0,CO,3600,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,25/09/2010,ROOM 28 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,1680,V,0,,7232061469,0,45.5,0,,0,,0,0,CO,3500,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,25/09/2010,ROOM 27 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,2400,V,0,,7232061339,0,65,0,,0,,0,0,CO,5000,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,25/09/2010,ROOM 14 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
,1152,V,1183.2,MINRV,7232061279,0,31.2,0,,0,,0,0,CO,2400,SPOTWELL DEVELOPMENTS LTD,C/O LPA RECEIVERS,STERLING PROPERTY CO LTD,STERLING HOUSE,WATERFOLD PARK,BURY,BL9 7BR,28/09/2012,ROOM 8 BRUNTWOOD HALL,BRUNTWOOD PARK,SCHOOLS HILL,CHEADLE,,SK8 1HX,OFFICES AND PREMISES
