Billing Year,Liability Start,Liability End,Company Name,Billing Year Balance,Liable Unit Balance,Property Address,Billing Address
2014,01-Mar-07,,Bailiff Bridge Cafe Ltd,-13.36,-13.36,"611 Bradford Road, Brighouse, HD6 4DN",
2014,01-Jul-13,31-Dec-13,Bizspace Ltd,-185.21,-117.59,"Unit 8G, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao A Barrie, 1 Albert Place, Finchley, London, N3 1QB"
2014,18-Nov-13,01-Jun-14,Bizspace Ltd,-600.21,-600.21,"Unit 11, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao A Barrie, 1 Albert Place, Finchley, London, N3 1QB"
2014,01-Oct-06,11-May-14,Broadbent Stanley Ltd,-81.00,-81.00,"Quarry House, Burnley Road, Sowerby Bridge, HX6 2TF","Holmfield Works, Shay Lane, Halifax, HX3 6RS"
2014,01-Apr-10,,C J Morton & Co Ltd,-864.00,-864.10,"Pendleton Mills, James Street, Elland, HX5 0HB","F.A.O. Stephen Walker, Morton Meadow Logistics Ltd, Brookfoot Business Centre, Elland Road, Brighouse, HD6 2RW"
2014,01-Apr-07,30-Jun-14,Calderdale Mbc Children & Young Peoples Services,-10673.99,-10673.99,"Elland Childrens Centre, Boxhall Road, Elland, HX5 0BB","Attn Michael Benn, 4th Floor Northgate House, Northgate, Halifax, HX1 1UN"
2014,01-Apr-11,30-Jun-14,Calderdale Mbc Childrens & Young Peoples Services,-1485.00,-1485.00,"Hebden Vale Childrens Centre, Stubbing Holme, Hebden Bridge, HX7 6LQ","Attn Michael Benn, Northgate House [Finance Sec], Northgate, Halifax, HX1 1UN"
2014,01-Nov-13,30-Jun-14,Calderdale Mbc Childrens & Young Peoples Services,-10312.16,-10312.16,"Childrens Centre, Field Lane J & I School, Burnsall Road, Rastrick             HD6 3JT","Attn Michael Benn, Northgate House [Finance Sec], Northgate, Halifax, HX1 1UN"
2014,29-Sep-08,30-Jun-14,Calderdale Mbc Childrens & Young Peoples Services,-6784.32,-6784.32,"Wellholme Park, Childrens Centre, Bradford Road, Brighouse            HD6 4AF","Attn Michael Benn, Northgate House [Finance Sec], Northgate, Halifax, HX1 1UN"
2014,01-Jan-13,03-Sep-14,Edgar Dickinson Properties Ltd,-217.58,-217.58,"Unit 55 Bowers Mill, Branch Road, Barkisland, Halifax             HX4 0AD","Walker Singleton, Property House, Lister Lane, Halifax, HX1 5DR"
2014,01-Sep-11,25-Sep-14,Falconer Print & Packaging Ltd,-389.67,-389.67,"Unit 3, Woodman Works, South Lane, Elland               HX5 0PA","Unit G5, Navigation Close, Lowfields Business Park, Elland, HX5 9HB"
2014,01-Jun-12,31-Jul-14,Global Commercial Investments Ltd,-615.88,-615.88,"Rear Part Unit H, Craven Edge Enterprise Cntr, Hopwood Lane, Halifax              HX1 5JH","Unit 4, Fast Food Business Centre, Pride Buildings, Hall Lane, Bradford, BD4 7AB"
2014,01-Jan-12,12-Mar-14,Halifax Property Services Ltd,-1617.50,-2028.17,"Century House, West Parade, Halifax, HX1 2TE","Fagley Lane, Eccleshill, Bradford, BD2 3NT"
2014,28-Jun-12,,Healthpharm Yorkshire Ltd,-745.01,-745.01,"Brighouse Pharmacy, 24 Church Lane, Brighouse, HD6 1AT","157 Upper Commercial Street, Batley, WF17 5DH"
2014,01-Jan-06,31-Mar-14,I.M.S Concepts Ltd,-70.95,-70.95,"Unit 75 Bowers Mill, Branch Road, Barkisland, Halifax              HX4 0AD","Unit 75 Bowers Mill, Branch Road, Barkisland, Halifax, HX4 0AD"
2014,01-Jan-13,31-Aug-14,Kimpton Building Services Ltd,-259.89,-259.89,"Office 1, 4 Albert Street, Hebden Bridge, HX7 8AH",No Forwarding Address
2014,01-Aug-13,14-May-14,Kiplings (Sowerby Bridge) Ltd,-213.24,-213.24,"24-26 Town Hall Street, Sowerby Bridge, HX6 2EA","21 Hyde Park Road, Leeds, LS6 1PY"
2014,06-Jan-14,13-Jun-14,L I S Claims Management Ltd,-67.93,-67.93,"Office Suite E 207, Dean Clough Mills, Halifax, HX3 5AX","Heritage Exchange, South Lane, Elland, HX5 0HG"
2014,09-Nov-09,,Lotech Pharmacia Ltd,-1000.00,-1000.00,"2 Castle Avenue, Brighouse, HD6 3HT","Wellfield House, New Hey Road, Huddersfield, HD3 4AL"
2014,01-Mar-10,07-Jun-14,M & S Nurseries Ltd,-360.00,-360.00,"Croftmyl, West Parade, Halifax, HX1 2EQ","Century House, West Parade, Halifax, HX1 2TE"
2014,01-Oct-11,01-Oct-14,Maja Polich Shop Ltd,-371.23,-371.23,"36 Lister Lane, Halifax, HX1 5AX","Unit 33, The Metropolitan Centre, Greenford, London, UB6 8UQ"
2014,15-Apr-14,,My Automotive Limited,-206.64,-206.64,"Victoria Works, Allerton Place, Halifax, HX1 5JJ",
2014,01-Feb-02,31-Mar-10,Ormandy Ltd,-4266.00,-4266.00,"Atlas Works, Gibbet Street, Halifax, HX1 4DB","Atlas Works, Gibbet Street, Halifax, HX1 4DB"
2014,20-Feb-14,30-Apr-14,Petron Lofts,-944.19,-944.19,"Northern Timber Merchants, Gooder Lane, Brighouse, HD6 1HF","Po Box 85, 107 Hightown Road, Liversedge, WF16 6AG"
2014,11-Aug-05,01-Aug-14,Pickles Architects,-768.13,-768.13,"16A Church Lane, Brighouse, HD6 1AT","Ground Floor, 16 Church Lane, Brighouse, HD6 1AT"
2014,01-Jul-14,01-Oct-14,Portfolio Display Ltd,-229.02,-229.02,"Elland Lane, Elland, HX5 9DU","Fao Robert Walker, Unit 2 Marshall Hall Mills, Elland Lane, Elland, HX5 9DU"
2014,01-Nov-11,,PS4 Fitness Ltd,-41.51,-41.51,"12 Huddersfield Road, Brighouse, HD6 1JZ","Attention Paul Sterling, 54 Ryefields Road, Golcar, Huddersfield, HD7 4DB"
2014,01-Apr-10,22-Apr-14,R & A Drinks (2010) Ltd,-61.94,-61.94,"Unit 3, The Market Business Centre, Hanson Lane, Halifax              HX1 5PF","Unit 3, The Market Business Centre, Hanson Lane, Halifax, HX1 5PF"
2014,01-Oct-13,30-Sep-14,Replay Events Ltd,-18.20,-18.20,"Office No T04, 1ST Floor Cromwell House, Elland Road, Brighouse            HD6 2RG","Office No T04, 1St Floor Cromwell House, Elland Road, Brighouse, HD6 2RG"
2014,23-Apr-03,30-Jun-14,Royal & Sun Alliance,-33539.00,-33539.00,"Bowling Dyke Mill, Dean Clough, Halifax, HX3 6UP","Fao Rates Management, Lambert Smith Hampton, Interchange Place, Edmund Street, Birmingham, B3 2TA"
2014,01-Apr-05,31-Aug-14,Ryburn Valley High School,-4205.27,-4205.27,"Ryburn Valley High School, St Peter's Avenue, Sowerby Bridge, HX6 1DF","F.A.O Mrs J Kendall, St Peter's Avenue, Sowerby Bridge, HX6 1DF"
2014,20-Jan-14,18-Jul-14,S.I.T.A. (Uk) Ltd,-940.00,-940.00,"Todmorden Household &, Waste Recycling Centre, Halifax Road, Todmorden           OL14 6DQ","Nrth Tyneside Transfer Station, Wallsend Road, North Shields, Tyne & Wear, NE29 7SH"
2014,01-Apr-90,,Shelter National Campaign For Homeless People Ltd,-91.00,-91.00,"32 Bridge Gate, Hebden Bridge, HX7 8EX","88 Old Street, London, EC1V 9HU"
2014,25-Oct-10,29-Sep-14,Sports Direct.Com Retail Ltd,-4674.74,-4674.74,"Unit 1 Arcade Royale, Southgate, Halifax, HX1 1DL","C/O G L Hearn Management Ltd, Po Box 1610, Southampton, SO15 3WX"
2014,01-Apr-10,,Tesco Personal Finance Ltd,-15149.81,4542.00,"Atm Site At Tesco, 25 Westgate House, Market Street, Halifax              HX1 1PD","C/O G L Hearn Management Ltd, Po Box 1610, Southampton, SO15 3WX"
2014,01-Apr-10,,Tesco Personal Finance Ltd,-21849.84,6660.00,"Atm Site At Tesco, Haugh Shaw Road, Halifax, HX1 3TU","C/O G L Hearn Management Ltd, Po Box 1610, Southampton, SO15 3WX"
2014,01-Apr-91,10-Jul-14,The Woodcut Educational Trust Ltd,-2.83,-2.83,"Unit 21, Mill House Works, Mill House Lane, Triangle            HX6 3LN","Wood Cottage, Beestonley Lane, Stainland, Halifax, HX4 9PS"
2014,01-Nov-13,31-Mar-14,Thornber Chicks Ltd,-487.70,-487.70,"Unit 10E, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU","C/O Delta Western Ltd, The Courtyard, 75a Odsal Road, Wibsey, Bradford, BD6 1PN"
2014,08-Jan-14,09-Jul-14,Threadneedle Uk Property Trust,-54472.60,-54472.60,"Unit J6 Lowfields Way, Lowfields Business Park, Elland, HX5 9DA","C/O Workman Llp, 4th Floor Minton Place, Station Road, Swindon, SN1 1DA"
2014,01-Aug-14,31-Jul-14,Time Out Children's Homes Ltd,-1875.96,-1875.96,"Timeout Ripponden Mill, Mill Fold Lane, Ripponden, Sowerby Bridge       HX6 4DJ","Ripponden Mill, Mill Fold Lane, Ripponden, HX6 4DH"
2014,01-Apr-14,,Treble Clef Ltd,-91.13,-91.13,"5 Canal Street, Brighouse, HD6 1NR","5 Canal Street, Brighouse, HD6 1NR"
2014,10-Aug-12,28-Jul-14,Trustees Of L.B Of Southwark Pension Fund,-8470.33,-8471.33,"Unit H3 Premier Way, Lowfields Business Park, Elland, HX5 9HF","C/O Cushman & Wakefield Llp, Po Box 14730, 9 Colmore Row, Birmingham, B3 2JT"
2014,06-Mar-04,24-Jun-14,United Friendly Insurance Plc,-3512.66,-3512.66,"Second Floor, 18 Silver Street, Halifax, HX1 1HS","Fao Katie O'Hare, Royal London, Royal London House, Alderley Road, Wilmslow, SK9 1PF"
2014,02-Feb-14,14-Sep-14,Vcep Investments Llp,-4379.60,-4379.60,"Workshop, Heathfield Business Park, Heathfield Street, Elland               HX5 9AU","Clive Lloyd - Private, Design & Display Ltd, Lowfields Way, Lowfields Bus Park, Elland, HX5 9DA"
2014,01-Apr-11,31-Jul-14,Venus Beauty Salon Ltd,-500.25,-500.25,"106 Commercial Street, Brighouse, HD6 1AQ",No Forwarding Address
2014,12-Mar-14,,Yorkshire Moors Ltd,-135.51,-135.51,"Moorcock Inn, Moor Bottom Lane, Norland, Sowerby Bridge       HX6 3RP",
…,,,,,,,
