PROPREF,PROPERTY_DESCRIPTION,PROPERTY_ADDRESS,RATEPAYER,RV,LIABILITY_START,RELIEF_XMPT_PKG.GET_RELIEFS_AS
77648731,Warehouse And Premises,"Unit 32, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",,3650,01/05/2014,SBR
77648734,Cafe and Premises,"Unit 10, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",S D H Holdings,960,01/06/2013,EX
77648736,Gymnasium And Premises,"Unit 12, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",,4100,01/08/2014,SBR
77648737,Warehouse And Premises,"Unit 25, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",Drakes (Uk) Ltd,7400,01/09/2012,SBR
77648738,Warehouse And Premises,"Unit 16, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",,4650,01/07/2016,SBR
77648739,Warehouse And Premises,"Units 17/18, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BT",C.C.K Stainless Products Ltd,25750,02/01/2002,SBR
77648741,Warehouse And Premises,"Unit 19, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",Beds By Design Ltd,15500,01/04/2003,SBR
77648744,Store And Premises,"Unit 9 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",S D H Holdings,2600,01/05/2015,EX
77648745,Store And Premises,"Unit 8 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",,3150,01/06/2013,ER
77648746,Offices and Premises,"Unit 22 Sdh Industrial Est, West Street, Sowerby Bridge, HX6 3BS",,2125,23/12/2010,SBR
77652001,Wine Bar And Premises,"1 Wharf Street, Sowerby Bridge, HX6 2EG",,5000,28/02/2006,SBR
77652003,Shop and Premises,"3 Wharf Street, Sowerby Bridge, HX6 2EG",,2600,12/03/2015,EX
77652005,Cafe and Premises,"5 Wharf Street, Sowerby Bridge, HX6 2EG",,3750,18/11/2016,SBR
77652007,Shop and Premises,"7 Wharf Street, Sowerby Bridge, HX6 2EG",,3000,01/10/2008,SBR
77652009,Shop and Premises,"9 Wharf Street, Sowerby Bridge, HX6 2EG",,3400,01/09/2016,SBR
77652010,Hairdressing Salon and Premises,"10 Wharf Street, Sowerby Bridge, HX6 2AE",,4300,07/09/1996,SBR
77652011,Supermarket And Premises,"11 Wharf Street, Sowerby Bridge, HX6 2EG",B & M Retail Ltd,57500,30/05/2006,
77652014,Shop and Premises,"14 Wharf Street, Sowerby Bridge, HX6 2AE",Sequence (Uk) Ltd,3500,01/04/2007,SBR
77652016,Shop and Premises,"16/18 Wharf Street, Sowerby Bridge, HX6 2AE",,7100,01/08/2009,SBR
77652020,Shop and Premises,"20 Wharf Street, Sowerby Bridge, HX6 2AE",Bridge Antiques And Furniture Ltd,3600,01/04/2014,SBR
77652022,Shop and Premises,"22 Wharf Street, Sowerby Bridge, HX6 2AE",Springhill Water Services Ltd,3400,25/11/2015,SBR
77652023,Restaurant and Premises,"23 Wharf Street, Sowerby Bridge, HX6 2LA",,7500,10/08/2015,SBR
77652024,Shop and Premises,"24 Wharf Street, Sowerby Bridge, HX6 2AE",,3300,01/04/1999,SBR
77652025,Shop and Premises,"25 Wharf Street, Sowerby Bridge, HX6 2LA",Freshfields Foods Ltd,6700,01/04/2003,SBR
77652026,Shop and Premises,"26 Wharf Street, Sowerby Bridge, HX6 2AE",,3800,10/07/2007,SBR
77652027,Shop and Premises,"27 Wharf Street, Sowerby Bridge, HX6 2LA",,6500,07/04/2008,SBR
77652028,Shop and Premises,"28 Wharf Street, Sowerby Bridge, HX6 2AE",,2700,01/01/2006,SBR
77652029,Shop and Premises,"29 Wharf Street, Sowerby Bridge, HX6 2LA",,5000,09/08/1999,SBR
77652034,Shop and Premises,"34 Wharf Street, Sowerby Bridge, HX6 2AE",Armitage & Barker Ltd,7100,01/04/2016,SBR
77652038,Shop and Premises,"38 Wharf Street, Sowerby Bridge, HX6 2AE",Wine Cellar Trading Ltd,4750,01/10/2009,SBR
77652041,Shop and Premises,"41 Wharf Street, Sowerby Bridge, HX6 2LB",,3900,01/08/2012,SBR
77652043,Shop and Premises,"43 Wharf Street, Sowerby Bridge, HX6 2LB",,3900,12/01/2002,SBR
77652045,Hairdressing Salon and Premises,"45 Wharf Street, Sowerby Bridge, HX6 2LB",,3550,10/05/1991,SBR
77652046,Shop and Premises,"46 Wharf Street, Sowerby Bridge, HX6 2AE",,3300,01/02/2014,SBR
77652047,Shop and Premises,"47 Wharf Street, Sowerby Bridge, HX6 2LB",,2550,01/05/2015,SBR
77652050,Shop and Premises,"50 Wharf Street, Sowerby Bridge, HX6 2AE",Coversure Insurance Services (Halifax) Ltd,3450,18/08/2013,SBR
77652052,Shop and Premises,"52 Wharf Street, Sowerby Bridge, HX6 2AE",,5000,01/04/2011,SBR
77652063,Hairdressing Salon and Premises,"63 Wharf Street, Sowerby Bridge, HX6 2AF",,4550,01/01/2008,SBR
77652065,Shop and Premises,"65 Wharf Street, Sowerby Bridge, HX6 2AF",,4500,01/04/2007,SBR
77652076,Shop and Premises,"76 Wharf Street, Sowerby Bridge, HX6 2AF",,6100,20/10/1995,SBR
77652078,Shop and Premises,"78 Wharf Street, Sowerby Bridge, HX6 2AF",,2900,01/04/2002,SBR
77652086,Shop and Premises,"86 Wharf Street, Sowerby Bridge, HX6 2AF",,3150,04/09/2007,SBR
77652088,Shop and Premises,"88 Wharf Street, Sowerby Bridge, HX6 2AF",,4650,03/11/2014,SBR
77652090,Surgery And Premises,"90 Wharf Street, Sowerby Bridge, HX6 2AF",Gough Chiropratic Ltd,9100,23/12/2011,SBR
77652702,Car Park and Premises,"Adj Engineers Inn, Stanley Street, Sowerby Bridge, HX6 2AF",Calderdale Mbc,2400,01/04/1990,SBR
77652706,Advertising Right and Premises,"Nr Roxy Bingo Hall, Wharf Street, Sowerby Bridge, HX6 2AE",Clear Channel (Uk) Ltd,450,01/04/2000,SBR
77652708,Public House and Premises,"Roxy Bingo & Social Club, Wharf Street, Sowerby Bridge, HX6 2AE",Roxy Venue (Sowerby Bridge) Ltd,27500,16/02/2015,SBR
77652711,Public House and Premises,"The Commercial, Wharf Street, Sowerby Bridge, HX6 2LA",J D Wetherspoon Plc,96000,25/09/2012,
77652713,Restaurant and Premises,"The Ash Tree, 75 Wharf Street, Sowerby Bridge, HX6 2AF",Java Village (Hx) Ltd,25750,18/02/2017,SBR
77652716,Workshop And Premises,"29a Wharf Street, Sowerby Bridge, HX6 2LA",,1075,02/12/2006,SBR
77652717,Shop and Premises,"41a Wharf Street, Sowerby Bridge, HX6 2LB",,2900,09/11/2005,SBR
77652719,Shop and Premises,"6/8 Wharf Street, Sowerby Bridge, HX6 2AE",,7300,01/04/1990,SBR
77652720,Cafe and Premises,"19/21 Wharf Street, Sowerby Bridge, HX6 2LA",The Wharf @Sowerby Ltd,12000,09/09/2015,SBR
77652721,Public House and Premises,"Williams, 80/82 Wharf Street, Sowerby Bridge, HX6 2LB",,14000,05/10/2009,SBR
77652723,Car Park and Premises,"Tuel Lane, Sowerby Bridge, HX6 2AF",Calderdale Mbc,12000,01/04/1990,SBR
77652732,Bank And Premises,"17 Wharf Street, Sowerby Bridge, HX6 2LA",Halifax Plc,10750,16/03/1992,SBR
77652733,Hairdressing Salon and Premises,"40 Wharf Street, Sowerby Bridge, HX6 2AE",,3450,22/11/2008,SBR
77652734,Office and Premises,"The Old Mill Boiler Room, Wharf Street, Sowerby Bridge, HX6 2AE",Peter David Properties Ltd,1425,01/01/2012,SBR
77652735,Offices and Premises,"Ground Floor, Carlton Mill, Wharf Street, Sowerby Bridge      HX6 2AS",Calderdale Mbc Children & Young People's Services,2950,01/04/2010,EX
77652736,Offices and Premises,"Grd Flr Carlton Mill, Wharf Street, Sowerby Bridge, HX6 2AS",Calderdale Mbc Children & Young People's Services,16250,01/03/2006,EX
77652737,Offices and Premises,"Grd Flr Carlton Mill, Wharf Street, Sowerby Bridge, HX6 2AS",Calderdale Mbc Children & Young People's Services,780,01/03/2006,EX
77652738,Offices and Premises,"Lower Ground Floor, Carlton Mill, Wharf Street, Sowerby Bridge      HX6 2AS",Calderdale Mbc Children & Young People's Services,27750,18/05/1998,EX
77652739,Store And Premises,"Greenups Mill, Riverside, Wharf Street, Sowerby Bridge      HX6 2AQ",,4100,01/04/1998,MAR
77652742,Hairdressing Salon and Premises,"32 Wharf Street, Sowerby Bridge, HX6 2AE",,3900,03/12/2012,SBR
77652746,Shop and Premises,"12 Wharf Street, Sowerby Bridge, HX6 2AE",,4550,01/01/2009,SBR
77652747,Advertising Right and Premises,"Advertising Right, No 23044 Bus Shelter, Wharf Street, Sowerby Bridge       HX6 2AB",Clear Channel (Uk) Ltd,225,19/04/2007,SBR
77652748,Market And Premises,"Sowerby Bridge Market, Wharf Street, Sowerby Bridge, HX6 2AE",Calderdale Mbc Markets Manager,8000,14/09/2007,SBR
77652749,Shop and Premises,"59 Wharf Street, Sowerby Bridge, HX6 2AF",,8600,07/11/2011,SBR
77652752,Shop and Premises,"61 Wharf Street, Sowerby Bridge, HX6 2AF",,5400,01/01/2008,SBR
77652753,Restaurant and Premises,"57 Wharf Street, Sowerby Bridge, HX6 2AF",,29750,01/03/2010,SBR
77652756,Shop and Premises,"2/4 Wharf Street, Sowerby Bridge, HX6 2AE",,7600,28/07/2009,SBR
77652758,Shop and Premises,"48 Wharf Street, Sowerby Bridge, HX6 2AE",,4850,14/08/2016,SBR
77652759,Shop and Premises,"Bst & Grd Floors, 42/44 Wharf Street, Sowerby Bridge, HX6 2AE",,11250,01/08/2016,SBR
77652760,Offices And Premises,"1ST Floor, 42/44 Wharf Street, Sowerby Bridge, HX6 2AE",Kher Solicitors Ltd,6600,01/08/2016,SBR
77664700,Workshop And Premises,"8a Willow Street, Sowerby Bridge, HX6 2BU",Joseph Sutcliffe & Son Ltd,5600,01/04/1990,SBR
77664701,Day Nursery and Premises,"Willow Park Day Nursery, Willow Street, Sowerby Bridge, HX6 2EQ",,19500,30/08/2008,SBR
77673701,Livery Stables And Premises,"Clough House Farm, Blackshaw Clough Road, Soyland, Sowerby Bridge       HX6 4NN",,3600,30/09/2003,SBR
77674702,Public Convenience,"Public Convenience, Brig Royd, Ripponden, Sowerby Bridge       HX6 4AN",Chief Environmental Health Officer,1750,01/04/2005,SBR
77685701,Bird Observation Hide,"Land To North Of, Ringstone Edge Reservoir, Green Lane, Rishworth            HX6 4RA",Calderdale Bird Conservation Group,150,01/04/2007,SBR
77686001,Fire Proof Structure Housing Incinerator,"Land Adjacent To, 1 Rough Hey Wood, Triangle, Sowerby Bridge       HX6 3NB",,3900,01/09/2007,SBR
77687021,Office and Premises,"21 Fairbanks, Sowerby Bridge, HX6 2AB",Bloom Business Solutions Ltd,3350,23/06/2009,SBR
77687022,Office and Premises,"22 Fairbanks, Sowerby Bridge, HX6 2AB",Jason B Wade Ltd,3950,25/01/2013,SBR
77687023,Office and Premises,"23 Fairbanks, Sowerby Bridge, HX6 2AB",,6400,01/04/2015,SBR
77690706,Store And Premises,"Unit A Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",,1050,01/01/2010,SBR
77690707,Store And Premises,"Unit B Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",,1050,01/04/2010,SBR
77690708,Store And Premises,"Unit C Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",,1050,10/06/2013,SBR
77690709,Store And Premises,"Unit D Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",,1050,01/03/2014,SBR
77690710,Store And Premises,"Unit E Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",,1050,01/05/2011,SBR
77690712,Store And Premises,"Unit 31 First Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",Units To Let [Northern] Ltd,720,31/05/2016,EX
77690713,Store And Premises,"Unit 16B First Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",,1350,01/09/2016,SBR
77690714,Store And Premises,"Unit 31A Ground Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",Units To Let [Northern] Ltd,800,01/04/2008,EX
77690717,Store And Premises,"Unit F, Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",,1050,07/09/2010,SBR
77690718,Store And Premises,"Unit G, Third Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",,1050,06/01/2014,SBR
77690719,Store And Premises,"Unit 29 Ab 1ST Floor, Asquith Bottom Works, Water Street, Sowerby Bridge       HX6 3BS",Units To Let [Northern] Ltd,4500,01/11/2016,ER
77692008,Offices And Premises,"8 Regent Place, Sowerby Bridge, HX6 2HG",,4000,07/02/2008,SBR
77696701,Surgery And Premises,"Brig Royd Surgery, Hirstwood, Ripponden, Sowerby Bridge       HX6 4BN",Dr Wyatt And Partners,56500,05/10/2009,
77696702,Shop and Premises,"Ryburn Pharmacy, Hirstwood, Ripponden, Sowerby Bridge       HX6 4BN",Ryburn Pharmacy (Ripponden) Ltd,28750,19/10/2009,SBR
77697701,Offices and Premises,"Room 3, 3 Park Street, Sowerby Bridge, HX6 2BF",,770,02/09/2013,SBR
77697702,Offices and Premises,"Room 1, 3 Park Street, Sowerby Bridge, HX6 2BF",Williams Inc Ltd,1425,02/09/2013,EX
77697703,Offices and Premises,"Room 2, 3 Park Street, Sowerby Bridge, HX6 2BF",,1425,02/09/2013,SBR
78002701,Offices and Premises,"Employment Exchange, Adelaide Street, Todmorden, OL14 5HU",,16500,01/04/2000,SBR
78008702,Workshop And Premises,"Alma Works, Alma Street, Todmorden, OL14 6QJ",,2550,02/07/1999,EX
78008703,Car Park and Premises,"Unsurfaced Car Park, Former Alma Works, Alma Street, Walsden",,4800,01/06/2014,SBR
78012023,Shop and Premises,"23 Ashenhurst Road, Todmorden, OL14 8EB",,2300,22/11/2016,SBR
78012700,Public House and Premises,"Hare & Hounds Inn, Ashenhurst Road, Todmorden, OL14 8EA",,17500,06/04/2015,SBR
78012702,Communication Station and Premises,"Transmitter Station, Site Ref 49308, Ashenhurst Road, Todmorden           OL14 5PQ",Arqiva Ltd,7300,01/01/2002,SBR
78016012,Offices and Premises,"The Wash House, 12 Back North Street, Todmorden, OL14 7BD",Calder Valley Commercial Services Ltd,850,01/04/2004,SBR
78016703,Offices and Premises,"2 White Hart Fold, Todmorden, OL14 7BD",,4000,01/11/2010,SBR
78024029,Warehouse And Premises,"29 Bacup Road, Todmorden, OL14 7PN",Navigation Supply Co Ltd,9100,21/03/2011,SBR
78024700,Workshop And Premises,"Gauxholme Mill, Bacup Road, Todmorden, OL14 7PN",,2850,04/01/2016,SBR
78024701,Factory and Premises,"Stoneswood Mill, Bacup Road, Todmorden, OL14 7HG",P & M Services Ltd,12250,01/04/1990,ER
78024702,Workshop And Premises,"Stoneswood Mill, Bacup Road, Todmorden, OL14 7HG",P & M Services Ltd,6800,01/04/1990,SBR
78024705,Workshop And Premises,"Friths Garage, Bacup Road, Todmorden, OL14 7PJ",,9600,01/04/1990,SBR
78024708,Workshop And Premises,"Gauxholme Saw Mills, Bacup Road, Todmorden, OL14 7PN",,7000,01/04/1990,SBR
78024710,Workshop And Premises,"Owler Mill, Bacup Road, Todmorden, OL14 7HL",,5900,28/06/2016,SBR
78024714,Workshop And Premises,"St Aidans Works, Bacup Road, Todmorden, OL14 7PJ",Industrial Supplies Todmorden Ltd,6500,01/04/1990,SBR
78024721,Workshop And Premises,"Valley Works, Bacup Road, Todmorden, OL14 7PJ",Eddingbrook Ltd,11500,01/04/1990,SBR
78024722,Public House and Premises,"Masons Arms, 1 Bacup Road, Todmorden, OL14 7PN",Warby Ltd,7500,01/04/2012,SBR
78024730,Warehouse And Premises,"Unit 5, Gauxholme Industrial Estate, Bacup Road, Todmorden           OL14 7PN",,4950,06/04/2016,SBR
78024731,Warehouse And Premises,"Unit 6, Gauxholme Industrial Estate, Bacup Road, Todmorden           OL14 7PN",Longcroft Engineering Ltd,4650,01/04/2017,SBR
78024734,Store And Premises,"Part 1ST Floor, St Aidens Works, Bacup Road, Todmorden           OL14 7PJ",Industrial Supplies Todmorden Ltd,1850,01/04/2005,EX
78024735,Store And Premises,"The Amateur Astronomy Centre, Bacup Road, Todmorden, OL14 7HP",The Astronomy Centre,980,02/05/2000,SBR
78024736,Lecture Hall,"Woodlands View, Bacup Road, Todmorden, OL14 7HW",,4250,06/10/2009,ER
78024737,Observatory And Premises,"Dome Adj Lecture Hall, Bacup Road, Todmorden, OL14 7HW",,3900,01/04/2000,SBR
78024738,Store And Premises,"Part Second Floor, St Aidens Works, Bacup Road, Todmorden           OL14 7PJ",Industrial Supplies Todmorden Ltd,430,01/04/2004,EX
78024744,Land Used for Waste Composting,"Sharneyford Works, Bacup Road, Todmorden, OL14 7AF",Brosters Environmental Ltd,64000,09/06/2015,
78024754,Mine Water Treatment Plant And Premises,"Land At Clough Foot, Bacup Road, Todmorden, OL14 7HL",The Coal Authority,12500,01/09/2011,SBR
78024757,Workshop And Premises,"St Aidans Arts, Bacup Road, Todmorden, OL14 7PJ",Industrial Supplies Todmorden Ltd,3600,01/11/2014,ER
78026702,Stables,"Lower Bottomley Farm, Bottomley Road, Walsden, Todmorden           OL14 6QZ",,600,01/04/2014,SBR
78026703,Self Catering Holiday Unit And Premises,"Salter Rake Gate Cottage, Bottomley Road, Walsden, Todmorden           OL14 6QZ",,3350,26/05/2014,SBR
78027727,Warehouse And Premises,"South Grain Farm, Bacup Road, Todmorden, OL14 7HT",Rs Motorcycles (Halifax) Ltd,8800,22/07/2009,SBR
78028702,Advertising Right and Premises,"Bankwell, Burnley Road, Todmorden, OL14 8PA",Primesight Ltd,880,01/09/2009,SBR
78036707,Warehouse And Premises,"Gordon Rigg Ltd, Birks Mill, Birks Lane, Todmorden           OL14 6SP",Gordon Rigg (Nurseries) Ltd,30000,01/04/2010,SBR
78040706,Offices and Premises,"Bank House, Blind Lane, Todmorden, OL14 5HZ",Bank House Consultants Ltd,10250,01/06/2007,SBR
78040708,Workshop And Premises,"Blind Lane, Todmorden, OL14 5HZ",,7300,01/06/1996,SBR
78040710,Public House and Premises,"Weavers Arms, 5 Blind Lane, Todmorden, OL14 5HZ",D J P Leisure Ltd,3500,28/04/2014,SBR
78040712,Warehouse And Premises,"Blind Lane, Todmorden, OL14 5HZ",,5400,01/01/2008,SBR
78040713,Warehouse And Premises,"Blind Lane, Todmorden, OL14 5HZ",,7700,05/12/2008,SBR
78040719,Warehouse And Premises,"Unit 2, Harley House Mill, Blind Lane, Todmorden           OL14 5HZ",,3950,01/08/2016,SBR
78040720,Land Used For Storage and Premises,"Land Adj Unit 1, Harley House Mill, Blind Lane, Todmorden           OL14 5HZ",,5400,01/11/2013,SBR
78044700,Communication Station and Premises,"N/R Hartley Royd Farm, Bluebell Lane, Todmorden, OL14 8SE",Arqiva Ltd,23750,01/04/1990,SBR
78048700,Shop and Premises,"3/5 Bond Street, Todmorden, OL14 5QB",W H Oddie Ltd,7400,01/03/2004,SBR
78052700,Car Park and Premises,"Brewery Street, Todmorden, OL14 8HQ",Calderdale Mbc,1400,01/04/2010,SBR
78056703,Shop and Premises,"Oddfellows Hall, Bridge Street, Todmorden, OL14 5AQ",Boots Uk Ltd,12000,01/04/1991,SBR
78056705,Club and Premises,"Basement Venue Nightclub, Calder Street, Todmorden, OL14 5AQ",Everest Pubs Ltd,8900,15/12/2016,SBR
78056706,Night Club And Premises,"Venue Nightclub, Bridge Street, Todmorden, OL14 5AQ",Everest Pubs Ltd,10750,15/12/2016,SBR
78056707,Club and Premises,"2ND & 3RD Floors Blue Note, Bridge Street, Todmorden, OL14 5AQ",Everest Pubs Ltd,12000,15/12/2016,SBR
78056714,Shop and Premises,"15 Bridge Street, Todmorden, OL14 5AQ",Todmorden News Centre Ltd,13750,13/11/2010,SBR
78056715,Shop and Premises,"7/9 & 11 Bridge Street, Todmorden, OL14 5AQ",One Stop Stores Ltd,39500,01/04/2010,SBR
78056716,Site Of Atm And Premises,"Atm At, 7/9 & 11 Bridge Street, Todmorden, OL14 5AQ",Tesco Personal Finance Ltd,11250,01/04/2010,SBR
78060700,Store And Premises,"Store & Premises, Bright Street, Todmorden, OL14 7PF",,1650,02/03/2004,SBR
78064700,Golf Course And Premises,"Rive Rocks, Broadgate, Todmorden, OL14 8RD",,16250,01/04/1990,SBR
78066700,Offices and Premises,"The Old School Chapel, Priestwell Buildings, Broadstone Street, Todmorden           OL14 8AL",Co-Operative Group Ltd,14500,20/09/1999,SBR
78066703,Self Catering Holiday Unit And Premises,"Priestwell School House, Broadstone Street, Todmorden, OL14 8AL",,2275,01/10/2012,SBR
78068002,Shop and Premises,"2 Brook Street, Todmorden, OL14 5AJ",,6000,16/05/2013,SBR
78068003,Cafe and Premises,"3 Brook Street, Todmorden, OL14 5AJ",,4550,15/11/2015,SBR
78068005,Shop and Premises,"5 Brook Street, Todmorden, OL14 5AJ",,11500,23/06/1994,MCR
78068007,Shop and Premises,"7 Brook Street, Todmorden, OL14 5AJ",,12000,27/01/2006,SBR
78068009,Shop and Premises,"9 Brook Street, Todmorden, OL14 5AJ",,16000,30/09/2006,SBR
78068702,Kiosk And Premises,"The Kabin, Todmorden Outdoor Market, Brook Street, Todmorden           OL14 5AJ",,810,26/01/2011,SBR
78068703,Market Stall And Premises,"Stalls 4/5 Market Hall, Brook Street, Todmorden, OL14 5AJ",,3550,26/01/2011,SBR
78068704,Market Stall And Premises,"Stalls 6/7 Market Hall, Brook Street, Todmorden, OL14 5AJ",,3600,14/04/2015,SBR
78068707,Market Stall And Premises,"Stalls 12/13 Market Hall, Brook Street, Todmorden, OL14 5AJ",,3250,26/01/2011,SBR
78068708,Market Stall And Premises,"Stall 14 & Store 14A, Market Hall, Brook Street, Todmorden           OL14 5AJ",,3700,26/01/2011,SBR
78068709,Market Stall And Premises,"Stall 15 Market Hall, Brook Street, Todmorden, OL14 5AJ",,1525,12/09/2015,SBR
78068710,Market Stall And Premises,"Stall 16 Market Hall, Brook Street, Todmorden, OL14 5AJ",,2650,26/01/2011,SBR
78068711,Market Stall And Premises,"Stall 18 Market Hall, Brook Street, Todmorden, OL14 5AJ",,2850,01/01/2013,SBR
78068712,Market Stall And Premises,"Stalls 19/20 Market Hall, Brook Street, Todmorden, OL14 5AJ",,3150,01/10/2011,SBR
78068713,Market Stall And Premises,"Stalls 21/22 Market Hall, Brook Street, Todmorden, OL14 5AJ",West Pennine Carpets Ltd,3800,06/05/2016,SBR
78068714,Market Stall And Premises,"Stall 23 Market Hall, Brook Street, Todmorden, OL14 5AJ",,1700,01/04/2015,SBR
78068715,Market Stall And Premises,"Stall 24 Market Hall, Brook Street, Todmorden, OL14 5AJ",,1700,01/11/2014,SBR
78068716,Market Stall And Premises,"Stall 25 Market Hall, Brook Street, Todmorden, OL14 5AJ",,1625,01/11/2014,SBR
78068717,Market Stall And Premises,"Stall 26 Market Hall, Brook Street, Todmorden, OL14 5AJ",,1625,26/01/2011,SBR
78068718,Market Stall And Premises,"Stalls 27 & 30 Market Hall, Brook Street, Todmorden, OL14 5AJ",,3350,26/01/2011,SBR
78068719,Market Stall And Premises,"Stall 28 Market Hall, Brook Street, Todmorden, OL14 5AJ",Calderdale Mbc Markets Manager,1700,01/12/2016,EX
78068720,Market Stall And Premises,"Stall 29 Market Hall, Brook Street, Todmorden, OL14 5AJ",,1700,01/01/2013,SBR
78068721,Market Stall And Premises,"Stalls 31/32 Market Hall, Brook Street, Todmorden, OL14 5AJ",,3250,26/01/2011,SBR
78068724,Market Stall And Premises,"Stalls 35/36 Market Hall, Brook Street, Todmorden, OL14 5AJ",,2200,26/01/2011,SBR
78068725,Market Stall And Premises,"Stall 37 Market Hall, Brook Street, Todmorden, OL14 5AJ",,1100,26/01/2011,SBR
78068726,Market Stall And Premises,"Stall 38 Market Hall, Brook Street, Todmorden, OL14 5AJ",,1100,01/01/2012,SBR
78068727,Market Stall And Premises,"Stalls 39/40 Market Hall, Brook Street, Todmorden, OL14 5AJ",,2150,01/11/2014,SBR
78068728,Market Stall And Premises,"Stalls 41/42 Market Hall, Brook Street, Todmorden, OL14 5AJ",,2150,12/03/2016,SBR
78068729,Market Stall And Premises,"Stalls 43/44 Market Hall, Brook Street, Todmorden, OL14 5AJ",,2200,26/01/2011,SBR
78068730,Market Stall And Premises,"Stalls 45/46 Market Hall, Brook Street, Todmorden, OL14 5AJ",,2200,26/01/2011,SBR
78068731,Store And Premises,"Storeroom 1B Market Hall, Brook Street, Todmorden, OL14 5AJ",,108,26/01/2011,SBR
78068732,Store And Premises,"Storeroom 2 Market Hall, Brook Street, Todmorden, OL14 5AJ",,500,26/01/2011,SBR
78068733,Store And Premises,"Storeroom 3 Market Hall, Brook Street, Todmorden, OL14 5AJ",,59,14/01/2013,SBR
78068734,Store And Premises,"Storeroom 4 Market Hall, Brook Street, Todmorden, OL14 5AJ",Calderdale Mbc Markets Manager,104,26/01/2011,SBR
78068735,Store And Premises,"Storeroom 5 Market Hall, Brook Street, Todmorden, OL14 5AJ",,195,26/01/2011,SBR
78068736,Store And Premises,"Storeroom 6 Market Hall, Brook Street, Todmorden, OL14 5AJ",,113,01/02/2013,SBR
78068737,Store And Premises,"Storeroom 7 Market Hall, Brook Street, Todmorden, OL14 5AJ",,215,01/01/2016,SBR
78068738,Store And Premises,"Storeroom 8 Market Hall, Brook Street, Todmorden, OL14 5AJ",,210,01/05/2014,SBR
78068739,Store And Premises,"Storeroom 9 Market Hall, Brook Street, Todmorden, OL14 5AJ",,220,16/05/2016,SBR
78068740,Store And Premises,"Storeroom 10 Market Hall, Brook Street, Todmorden, OL14 5AJ",Calderdale Mbc Markets Manager,210,17/07/2011,SBR
78068741,Store And Premises,"Storeroom 11 Market Hall, Brook Street, Todmorden, OL14 5AJ",,97,05/06/2014,SBR
78068742,Store And Premises,"Storeroom 12 Market Hall, Brook Street, Todmorden, OL14 5AJ",,151,01/11/2014,SBR
78068743,Store And Premises,"Storeroom 13 Market Hall, Brook Street, Todmorden, OL14 5AJ",,154,01/06/2011,SBR
78068744,Store And Premises,"Storeroom 14 Market Hall, Brook Street, Todmorden, OL14 5AJ",,86,26/01/2011,SBR
78068745,Store And Premises,"Storeroom 15 Market Hall, Brook Street, Todmorden, OL14 5AJ",,189,26/01/2011,SBR
78068746,Store And Premises,"Storeroom 16 Market Hall, Brook Street, Todmorden, OL14 5AJ",,16,01/04/2015,SBR
78068747,Store And Premises,"Storeroom 17 Market Hall, Brook Street, Todmorden, OL14 5AJ",,275,01/04/2015,SBR
78068748,Store And Premises,"Storeroom 14B Market Hall, Brook Street, Todmorden, OL14 5AJ",,43,26/01/2011,SBR
78068749,Store And Premises,"Storeroom 20 Market Hall, Brook Street, Todmorden, OL14 5AJ",,190,12/09/2015,SBR
78068750,Store And Premises,"Storeroom 21 Market Hall, Brook Street, Todmorden, OL14 5AJ",,190,26/01/2011,SBR
78068751,Store And Premises,"Storeroom 26 Market Hall, Brook Street, Todmorden, OL14 5AJ",,570,01/07/2014,SBR
78068752,Store And Premises,"Storeroom 23 Market Hall, Brook Street, Todmorden, OL14 5AJ",,305,28/12/2013,SBR
78068753,Store And Premises,"Storeroom 24 Market Hall, Brook Street, Todmorden, OL14 5AJ",,315,28/12/2013,SBR
78068754,Store And Premises,"Storeroom 25 Market Hall, Brook Street, Todmorden, OL14 5AJ",,225,26/01/2011,SBR
78068755,Market Stall And Premises,"Stalls 2/3 Market Hall, Brook Street, Todmorden, OL14 5AJ",,3450,01/05/2016,SBR
78068756,Market And Premises,"Market Hall, Brook Street, Todmorden, OL14 5AJ",Calderdale Mbc Markets Manager,32500,26/01/2011,SBR
