Body,Body name,Service label,Service divison label,Expenditure category,Detailed expenses type,Detailed expense code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name 
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Residential,580,06-Jun-2012,1206-07028,4182.72,R,Prokare Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,21-Jun-2012,1206-07029,27491.33,R,Prospects Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,15-Jun-2012,1206-07030,27491.33,R,Prospects Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Third Party Payments,Services Rendered By Other Organisations,511,29-Jun-2012,1206-07031,86558.33,R,Prospects Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,19-Jun-2012,1206-07032,8367.00,R,Protek Fencing Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,07-Jun-2012,1206-07033,575.60,R,Proteus Equipment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Operational Materials,205,29-Jun-2012,1206-07034,575.60,R,Proteus Equipment Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Human Resources,Employees,Recruitment Advertising,080,13-Jun-2012,1206-07035,1319.70,R,Proventure Consulting Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Human Resources,Employees,Recruitment Advertising,080,22-Jun-2012,1206-07036,1321.88,R,Proventure Consulting Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Art Galleries Total Stores,003,29-Jun-2012,1206-07037,677.32,R,Puckator Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services General Fund,Transport,Private Hire,360,15-Jun-2012,1206-07038,948.80,R,Pudsey B Line Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Executive Support,Supplies and Services,Public Clocks,288,06-Jun-2012,1206-07039,1000.00,R,Pudsey Carnival Committee
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Strategic Accounts,Miscellaneous,Supplies and Services,Non-Recurring Grants,227,08-Jun-2012,1206-07040,850.00,R,Pudsey Carnival Committee
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Payments To Voluntary Organisations,561,29-Jun-2012,1206-07041,15796.50,R,Pudsey Live At Home Scheme
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,15-Jun-2012,1206-07042,575.25,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,22-Jun-2012,1206-07043,575.25,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,15-Jun-2012,1206-07044,575.25,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,15-Jun-2012,1206-07045,575.25,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,15-Jun-2012,1206-07046,575.25,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,22-Jun-2012,1206-07047,575.25,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,13-Jun-2012,1206-07048,585.00,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,29-Jun-2012,1206-07049,721.50,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,29-Jun-2012,1206-07050,721.50,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,29-Jun-2012,1206-07051,721.50,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,29-Jun-2012,1206-07052,721.50,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,27-Jun-2012,1206-07053,721.50,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,27-Jun-2012,1206-07054,721.50,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,27-Jun-2012,1206-07055,721.50,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,29-Jun-2012,1206-07056,721.50,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,27-Jun-2012,1206-07057,721.50,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,01-Jun-2012,1206-07058,721.50,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,01-Jun-2012,1206-07059,721.50,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,01-Jun-2012,1206-07060,721.50,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,15-Jun-2012,1206-07061,721.50,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,13-Jun-2012,1206-07062,721.50,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,15-Jun-2012,1206-07063,721.50,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,15-Jun-2012,1206-07064,721.50,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,15-Jun-2012,1206-07065,721.50,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,15-Jun-2012,1206-07066,737.50,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,08-Jun-2012,1206-07067,737.50,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,22-Jun-2012,1206-07068,1042.00,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,06-Jun-2012,1206-07069,1165.00,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Transport,Plant Hire - By Directorate,305,22-Jun-2012,1206-07070,1465.00,R,Pudsey Plant Hire Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,21-Jun-2012,1206-07071,798.75,R,Pulse Healthcare Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,21-Jun-2012,1206-07072,798.75,R,Pulse Healthcare Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,21-Jun-2012,1206-07073,816.50,R,Pulse Healthcare Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Home Care,568,21-Jun-2012,1206-07074,816.50,R,Pulse Healthcare Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,25-Jun-2012,1206-07075,678.00,R,Pumptec Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,25-Jun-2012,1206-07076,795.20,R,Pumptec Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Aire Valley Homes Leeds ,Aire Valley Homes Leeds,Aire Valley Homes Leeds,Supplies and Services,Postages,212,18-Jun-2012,1206-07077,1539.00,R,Purchase Power
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Non-Recurring Grants,227,01-Jun-2012,1206-07078,8708.00,R,Pyramid Of Arts
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Information Technology,Capital,Other Costs,7,26-Jun-2012,1206-07079,5150.00,C,Qa Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Information Technology,Capital,Other Costs,7,21-Jun-2012,1206-07080,10150.00,C,Qa Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Strategic Accounts,Changing the Workplace,Capital,Other Costs,7,13-Jun-2012,1206-07081,-575.00,C,Qa Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Strategic Accounts,Changing the Workplace,Capital,Other Costs,7,25-Jun-2012,1206-07082,575.00,C,Qa Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Strategic Accounts,Changing the Workplace,Capital,Other Costs,7,13-Jun-2012,1206-07083,575.00,C,Qa Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Strategic Accounts,Changing the Workplace,Capital,Other Costs,7,13-Jun-2012,1206-07084,575.00,C,Qa Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Strategic Accounts,Changing the Workplace,Capital,Other Costs,7,08-Jun-2012,1206-07085,575.00,C,Qa Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Strategic Accounts,Changing the Workplace,Capital,Other Costs,7,01-Jun-2012,1206-07086,575.00,C,Qa Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Strategic Accounts,Changing the Workplace,Capital,Other Costs,7,01-Jun-2012,1206-07087,575.00,C,Qa Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Strategic Accounts,Changing the Workplace,Capital,Other Costs,7,01-Jun-2012,1206-07088,575.00,C,Qa Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Strategic Accounts,Changing the Workplace,Capital,Other Costs,7,01-Jun-2012,1206-07089,575.00,C,Qa Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Social Services Support Services  ,Employees,Central Training,79,03-May-2012,1206-07090,1687.20,R,Qa-Iq Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Leeds Shared Services  ,Employees,Tuition and Course Fees,73,18-May-2012,1206-07091,830.40,R,Qa-Iq Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Environmental Health  ,Employees,Training Costs ,71,31-May-2012,1206-07092,690.00,R,Qa-Iq Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Support Services,Supplies and Services,Computer Software & Equipment,214,01-Jun-2012,1206-07093,8245.49,R,Qas Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Strategy Policy Planning & Participation,Supplies and Services,PFI Unitary Charges,278,29-Jun-2012,1206-07094,1634559.50,R,Qed (Leeds) Limited
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Other Hired And Contracted Services,265,22-Jun-2012,1206-07095,424.90,R,Questel Orbit
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Other Hired And Contracted Services,265,29-Jun-2012,1206-07096,562.46,R,Questel Orbit
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Customer And Tenancy,Premises,General Maintenance,104,29-Jun-2012,1206-07097,780.00,R,R Bennett
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Customer And Tenancy,Premises,General Maintenance,104,08-Jun-2012,1206-07098,2180.00,R,R Bennett
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Customer And Tenancy,Premises,H.R.A. - Special Maintenance,106,29-Jun-2012,1206-07099,440.00,R,R Bennett
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Customer And Tenancy,Premises,H.R.A. - Special Maintenance,106,01-Jun-2012,1206-07100,720.00,R,R Bennett
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Customer And Tenancy,Premises,H.R.A. - Special Maintenance,106,15-Jun-2012,1206-07101,1325.00,R,R Bennett
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Rent,552,19-Jun-2012,1206-07102,697.19,R,R D Willis Properties
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,Rent,552,07-Jun-2012,1206-07103,1265.00,R,R D Willis Properties
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Environment & Neighbourhoods,Statutory Housing,Third Party Payments,Contributions To Partnerships,544,07-Jun-2012,1206-07104,16476.24,R,R D Willis Properties
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,20-Jun-2012,1206-07105,8284.64,R,R G Parr
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Customer Services,Supplies and Services,Other Hired And Contracted Services,265,07-Jun-2012,1206-07106,541.02,R,R Haq
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,14-Jun-2012,1206-07107,544.00,R,R M Simpson Agricultural Contractor
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Highways,Supplies and Services,Other Hired And Contracted Services,265,14-Jun-2012,1206-07108,544.00,R,R M Simpson Agricultural Contractor
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council as Accountable Body,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third Party Payments,Sheltered Accommodation,569,13-Jun-2012,1206-07109,417.80,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Commercial Services Trading Services,Supplies and Services,Operational Materials,205,22-Jun-2012,1206-07110,467.79,R,R S Components Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,06-Jun-2012,1206-07111,1265.40,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Other Generic Services,Third Party Payments,Fees To Carers,563,13-Jun-2012,1206-07112,734.40,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,06-Jun-2012,1206-07113,1163.00,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,06-Jun-2012,1206-07114,11843.60,R,Radcliffe Gardens Nursing Home/
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,20-Jun-2012,1206-07115,13285.71,R,Radical Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Third Party Payments,General External Residential Placements,507,20-Jun-2012,1206-07116,15544.29,R,Radical Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Central & Corporate Functions,Customer Services,Supplies and Services,Other Hired And Contracted Services,265,07-Jun-2012,1206-07117,1051.88,R,Raimundas Laukaitis
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Nursing Home,570,06-Jun-2012,1206-07118,4493.16,R,Randomlight Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,15-Jun-2012,1206-07119,851.39,R,Randstad Care Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,14-Jun-2012,1206-07120,901.86,R,Randstad Care Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,08-Jun-2012,1206-07121,1050.21,R,Randstad Care Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,15-Jun-2012,1206-07122,1102.02,R,Randstad Care Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,15-Jun-2012,1206-07123,1224.67,R,Randstad Care Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,18-Jun-2012,1206-07124,1385.25,R,Randstad Care Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,14-Jun-2012,1206-07125,1428.77,R,Randstad Care Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,15-Jun-2012,1206-07126,1522.78,R,Randstad Care Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,08-Jun-2012,1206-07127,1532.81,R,Randstad Care Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People - 65 And Over,Third Party Payments,Home Care,568,14-Jun-2012,1206-07128,1785.48,R,Randstad Care Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,14-Jun-2012,1206-07129,484.12,R,Randstad Care Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,15-Jun-2012,1206-07130,706.16,R,Randstad Care Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Third Party Payments,Home Care,568,15-Jun-2012,1206-07131,725.07,R,Randstad Care Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Property And Maintenance,Employees,Temporary Staff-Basic,009,01-Jun-2012,1206-07132,805.00,R,Randstad Cpe Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Property And Maintenance,Employees,Temporary Staff-Basic,009,11-Jun-2012,1206-07133,943.00,R,Randstad Cpe Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Property And Maintenance,Employees,Temporary Staff-Basic,009,01-Jun-2012,1206-07134,963.50,R,Randstad Cpe Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Property And Maintenance,Employees,Temporary Staff-Basic,009,01-Jun-2012,1206-07135,984.00,R,Randstad Cpe Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Property And Maintenance,Employees,Temporary Staff-Basic,009,20-Jun-2012,1206-07136,1200.00,R,Randstad Cpe Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Property And Maintenance,Employees,Temporary Staff-Basic,009,27-Jun-2012,1206-07137,1200.00,R,Randstad Cpe Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Property And Maintenance,Employees,Temporary Staff-Basic,009,13-Jun-2012,1206-07138,1500.00,R,Randstad Cpe Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,08-Jun-2012,1206-07139,-488.30,R,Randstad Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,14-Jun-2012,1206-07140,472.68,R,Randstad Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,14-Jun-2012,1206-07141,780.00,R,Randstad Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,26-Jun-2012,1206-07142,780.00,R,Randstad Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,13-Jun-2012,1206-07143,780.00,R,Randstad Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,14-Jun-2012,1206-07144,832.76,R,Randstad Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,14-Jun-2012,1206-07145,975.00,R,Randstad Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,26-Jun-2012,1206-07146,1040.95,R,Randstad Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,06-Jun-2012,1206-07147,1040.95,R,Randstad Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,13-Jun-2012,1206-07148,1040.95,R,Randstad Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,14-Jun-2012,1206-07149,1381.28,R,Randstad Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,22-Jun-2012,1206-07150,1695.27,R,Randstad Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,15-Jun-2012,1206-07151,1959.92,R,Randstad Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,15-Jun-2012,1206-07152,2226.41,R,Randstad Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,15-Jun-2012,1206-07153,2460.01,R,Randstad Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Learning Skills & Universal,Employees,Agency Staff,008,28-Jun-2012,1206-07154,2543.89,R,Randstad Education Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Nursing Home,570,06-Jun-2012,1206-07155,14136.68,R,Ravensdale Healthcare Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Resaleable Materials,204,18-Jun-2012,1206-07156,889.20,R,Ravensden Plc
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Resaleable Materials,204,08-Jun-2012,1206-07157,1354.32,R,Ravensden Plc
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Recreation,Supplies and Services,Resaleable Materials,204,29-Jun-2012,1206-07158,1431.84,R,Ravensden Plc
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,06-Jun-2012,1206-07159,1214.06,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,City Development,Libraries  Arts & Heritage,Supplies and Services,Other Hired And Contracted Services,265,20-Jun-2012,1206-07160,2000.00,R,REDACTED COMMERCIAL CONFIDENTIALITY
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Older People Under 65 P/Dis,Transfer Payments,Direct Payments,626,06-Jun-2012,1206-07161,1964.76,R,REDACTED PERSONAL DATA
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Childrens Services,Safeguarding Targeted & Specialist,Support Services,Legal Disbursements,411,13-Jun-2012,1206-07162,1301.67,R,Rd Psychological Services Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,West - North West ,West - North West,Regeneration/Customer Research,Supplies and Services,Subscriptions,226,20-Jun-2012,1206-07163,924.56,R,Readsoft Ltd
http://statistics.data.gov.uk/doc/local-authority/00DA,Leeds City Council,Adult Social Care,Services For Adults Under 65 Mental/Dis,Third Party Payments,Home Care,568,01-Jun-2012,1206-07164,637.44,R,Real Life Options
