LIABILITY_TYPE,RATEPAYER,Property Address,Billing Address,PROPREF,2010 Rating list value,Rates Payable,LIABILITY_START
C,Thornber Chicks Ltd,"Unit 10G, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU","C/O Delta Western Ltd, The Courtyard, 75a Odsal Road, Wibsey, Bradford, BD6 1PN",76160774,3950,1434.3,04/10/2013
I,,"46 Wharf Street, Sowerby Bridge, HX6 2AE","5 Fern Rise, Elland, HX5 9QP",77652046,3650,857.22,01/10/2013
C,Calderdale Mbc Markets Manager,"Market Stall 127, Market Hall, Borough Market, Halifax             HX1 1DZ","19 Albion Street, Halifax, HX1 1DU",64288767,4050,1327.45,21/07/2013
C,Calderbrook Estates Ltd,"Unit 2C, Ladyship Business Park, Mill Lane, Halifax              HX3 6TA","Waterside House, Central Works, Oldham Road, Ripponden, HX6 4DN",65808739,13500,2818.26,01/10/2013
I,,"75 Southgate, Elland, HX5 0DQ","8 Beechwood Drive, Marlow, Bucks, SL7 2DJ",56224746,4400,1419.45,25/07/2013
C,M Y Wholesale Ltd,"Victoria Works, Allerton Place, Halifax, HX1 5JJ","213 Gibbet Street, Halifax, HX1 5JW",64068701,8000,1723.99,16/10/2013
C,Calderdale Mbc,"1 The Colonnade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252793,2500,1177.5,01/03/2013
C,Hebden Bridge Community Association,"Units 23,24 & 25 2ND Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","Hebden Bridge Town Hall, St George's Street, Hebden Bridge, HX7 7BY",76500720,6500,1283.32,30/10/2013
C,M Y Wholesale Ltd,"Company House, Spring Hall Lane, Halifax, HX1 4UA","213 Gibbet Street, Halifax, HX1 5JW",68679702,6600,1337.12,26/10/2013
C,Valley Hall Developments Ltd,"The Bridge, 2 Briggate, Elland, HX5 9DP","49-51 Shibden Head Lane, Queensbury, Bradford, BD13 2NH",56020707,6700,1616.76,26/09/2013
C,Bizspace Ltd,"Unit 16C, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, 1 Albert Place, Finchley, London, N3 1QB",64628836,1525,718.28,04/12/2012
C,Calderdale Mbc,"44-47 The Colonnade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252794,3300,728.18,12/10/2013
C,Warmco Space Heating Ltd,"Unit 5, River Street Business Park, River Street, Brighouse            HD6 1LU","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29492733,1200,565.2,29/06/2012
C,Warmco Space Heating Ltd,"Unit 8, River Street Business Park, River Street, Brighouse            HD6 1LU","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29492735,1550,730.05,29/06/2012
C,Warmco Space Heating Ltd,"Unit 7C, River Street Business Park, River Street, Brighouse            HD6 1LU","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29492736,1625,765.38,29/06/2012
C,Warmco Space Heating Ltd,"Unit 6, River Street Business Park, River Street, Brighouse            HD6 1LU","Warmco Industrial Park, Manchester Road, Mossley, Ashton Under Lyne, OL5 9AY",29492737,2500,1177.5,29/06/2012
C,Trustees Of B Holmes Discretionary Settlement,"35 Broad Street, Halifax, HX1 1YA","C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",64400718,9600,1685.28,23/09/2013
C,Halifax High,"Cornwallis Building, Wellesley Park, Gibbet Street, Halifax              HX2 0BA",,65164856,7600,1480.88,01/11/2013
C,Friarshill Ltd,"Part Unit 10, Washer Lane Works, Washer Lane, Halifax             HX2 7DX","C/O Jilco Ltd, 1 Spruce House, Washer Lane, Halifax, HX2 7DR",69296724,1925,906.68,01/04/2013
C,Dean Clough Ltd,"Office Suite D137, Dean Clough Mills, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64784888,6700,1236.34,09/11/2013
C,Friarshill Ltd,"Unit 41A, Washer Lane Works, Washer Lane, Halifax              HX2 7DX","C/O Jilco Ltd, 1 Spruce House, Washer Lane, Halifax, HX2 7DR",69296714,1800,847.8,01/04/2013
C,Friarshill Ltd,"Unit 10A Washer Lane Works, Washer Lane, Halifax, HX2 7DX","C/O Jilco Ltd, 1 Spruce House, Washer Lane, Halifax, HX2 7DR",69296723,1925,906.67,01/04/2013
C,Friarshill Ltd,"Unit 12A Washer Lane Works, Washer Lane, Halifax, HX2 7DX","C/O Jilco Ltd, 1 Spruce House, Washer Lane, Halifax, HX2 7DR",68296730,1875,883.13,01/04/2013
C,Viewstone Ltd,"Office 11 James Street Mills, South Lane, Elland, HX5 0HB","High Level Works, Pellon Lane, Halifax, HX1 4PZ",56220808,7400,1852.51,19/09/2013
I,,"Land Adj Readymix Compound, Holby Business Park, West Street, Sowerby Bridge       HX6 3BT","The Acers, Step Lane, Sowerby Bridge, HX6 2JH",76648757,3150,613.78,01/11/2013
C,Rokt Ltd,"Sugdens Old Flour Mill, Mill Royd Street, Brighouse, HD6 1EY","Climbing Gym, The Old Flour Mill, Mill Royd Street, Brighouse, HD6 1EY",29424729,2800,422.74,05/12/2013
I,,"115-119 Keighley Road, Halifax, HX2 8JE","15 Young Street, Bradford, West Yorkshire, BD8 9RE",65484725,2800,419.13,06/12/2013
C,Halifax Autocars Ltd,"Unit 11, Halifax Autocars Estate, Shay Lane, Halifax              HX3 6QU","Shay Lane, Halifax, HX3 6QU",68536885,7200,1402.93,01/11/2013
I,,"Farrar Mill Yard, Farrar Mill Lane, Halifax, HX3 9EU","Urndon House, Old Trough Lane, Hive, Sandholme E. Yorks., HU15 2XW",65068704,6800,3202.8,25/02/2011
I,,"Oldham Road, Ripponden, Sowerby Bridge, HX6 4EB","18 Ryburn View, Dyson Lane, Ripponden, HX6 4EP",77408713,8900,4168.86,27/07/2011
C,Premium Reserve Ltd,"Ground Floor, 24/26 Silver Street, Halifax, HX1 1HS","16 Silver Street, Halifax, HX1 1HS",68580721,8100,1107.94,16/12/2013
C,Halifax Opportunities Trust,"Off. 3 2ND Flr W Grove Mill, The Ew Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER",64242790,9400,2207.64,01/10/2013
C,Owram Estates Ltd,"1 Upper Bonegate, Brighouse, HD6 1RT","Robin Hood Works, Wakefield Rd, Brighouse, HD6 1PG",29592001,1975,384.83,01/11/2013
C,Guard-Tech Industrial Services Ltd,"Unit A, Hebble End Works, Calder Brook, Hebden Bridge        HX7 8PA","6 Newlands Road, Warley, Halifax, HX2 7RE",76096703,7000,921.35,20/12/2013
C,Kino & Co,"Office H M 2.14, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344885,3650,423.9,01/01/2014
I,,"Suites 1 & 3, Nursery Lane Health Centre, Nursery Lane, Halifax              HX3 5SW","Oaklands, Woodlands Drive, Bradford, BD10 0PN",68104702,10500,1558.17,07/12/2013
C,Halifax Plumbers Merchants Ltd,"First Floor Showroom, 150 Jubilee Road, Halifax, HX3 9LL","150 Jubilee Road, Halifax, HX3 9LL",65958701,11750,3201.95,01/09/2013
C,Halifax Plumbers Merchants Ltd,"First Floor Store, 150 Jubilee Road, Halifax, HX3 9LL","150 Jubilee Road, Halifax, HX3 9LL",65958702,3800,1039.55,01/09/2013
I,,"235 King Cross Road, Halifax, HX1 3JL","Leawood House, Woodhouse Lane, Halifax, HX3 0UW",65516730,4900,1248.47,01/01/2014
C,Yorkshire Children's Trust,"Suite H M 2.17, Holmfield Mill, Holdsworth Road, Halifax              HX3 6SN",,65344958,780,90.59,01/01/2014
C,Richard Coupe Ltd,"Unit 1 Hope Mill, Crescent Street, Todmorden, OL14 5HJ","Hope Mill, Dalton Street, Todmorden, OL14 5HJ",78120702,2850,751.54,01/10/2013
C,Kino & Co,"Suite H M 2.23, Holmfield Mill, Holdsworth Road, Halifax              HX3 6SN","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344964,940,109.17,01/01/2014
I,,"Store G02, Gf Cromwell House, Elland Road, Brighouse            HD6 2RG","Cromwell House, Elland Road, Brighouse, HD6 2RG",29236824,620,145.61,01/10/2013
C,Calderdale Mbc,"38 The Colonnade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252747,1675,168.59,13/01/2014
C,Bizspace Ltd,"Unit 16I & Unit 16J, Calderdale Business Park, Club Lane, Halifax              HX2 8DB","Sovereign House, 1 Albert Place, Finchley, London, N3 1QB",64628820,4650,540.04,01/01/2014
I,,"1 Market Street, Brighouse, HD6 1AP","C/O 4 Summerfield Drive, Flyne, Lancaster, LA2 6AQ",29404001,6400,578.1,21/01/2014
C,Walker Properties Ltd,"Unit 4, The Market Business Centre, Hanson Lane, Halifax              HX1 5PF","Parkside, 3 Durham Road, Sedgefield, Stockton On Tees, Cleveland, TS21 3DW",65264760,11000,1376.87,25/12/2013
C,Bizspace Ltd,"Unit 6A, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, 1 Albert Place, Finchley, London, N3 1QB",64628773,2325,177.01,01/02/2014
C,I.O.U Ltd,"Office Suite E 113, Dean Clough Mills, Halifax, HX3 5AX",,64784865,4550,1033.36,07/10/2013
I,,"Gibb Lane Quarry, Gibb Lane, Mount Tabor, Halifax             HX2 0UG","Sunnybank Farm, Gibb Lane, Mount Tabor, Halifax, HX2 0TW",65160701,6000,315.57,01/04/2013
C,John Crossley & Sons Ltd,"Unit B12, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN","Bankfield Works, Haley Hill, Halifax, HX3 6ED",68132740,3250,1086.2,16/07/2013
C,Pension Compensation (Uk) Ltd,"Office Suite D 262, Dean Clough Mills, Halifax, HX3 5AX",,64778779,1675,168.59,13/01/2014
C,Altaf Properties Ltd,"1ST Floor, 3 Wards End, Halifax, HX1 1DD","19 Spring Gardens Mount, Keighley, BD20 6LJ",69264704,4600,2166.6,20/08/2011
C,Royds Properties Ltd,"Unit 6 First Floor, Wellington Mills, Quebec Street, Elland               HX5 9AS","Lea House, Spring Lane, New Mill, Huddersfield, HD9 7EH",56196757,7600,3579.6,01/04/2011
I,,"Land At Stansfield House, Shay Lane, Halifax, HX2 9AD","59 Wood End Close, Halifax, HX3 0JU",68536878,2550,1201.05,01/04/2011
I,,"Unit 4, South Street, Halifax, HX1 2EL","10 Coleridge Street, Halifax, HX1 2JF",68640711,980,461.58,04/11/2011
C,Benjamin Whiteley & Sons Ltd,"Adj Mechanics Workshop, Park Road Mills, Park Road, Elland               HX5 9HX","Park Road Mills, Park Road, Elland, HX5 9HX",56192769,2300,1083.3,25/12/2011
C,Pennine Housing 2000,"103 Mixenden Road, Mixenden, Halifax, HX2 8PU","Bull Green House, Bull Green, Halifax, HX1 2EB",65824103,9900,4662.9,02/07/2012
C,Towngate Plc,"Suite 6 Second Floor, Park View House, Woodvale Road, Brighouse            HD6 4AB","C/O Sanderson Weatherall Llp, 25 Wellington Street, Leeds, LS1 4WG",29656747,2600,1224.6,04/05/2012
C,Dean Clough Ltd,"Office Suite D218, Dean Clough Office Park, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64788797,3550,1672.05,23/07/2012
I,,"32 Pellon Lane, Halifax, HX1 5SP","11 Walt Royd, Crag Lane, Wheatley, Halifax, HX2 8TY",68236032,390,183.69,21/05/2012
C,The Samaritans Of Halifax & Calderdale,"29 Harrison Road, Halifax, HX1 2AF","Fao The Treasurer, 8 Hopwood Lane, Halifax, HX1 5HW",65276713,10250,3809.29,17/06/2013
I,,"Walsden Ce Infants School, Birks Lane, Walsden, Todmorden           OL14 6RN",,78036704,6100,2282.74,15/06/2013
I,,"3 Wesley Court, Halifax, HX1 1UH","17 Oakdean, Huddersfield, HD2 2FA",64748701,1700,800.7,05/02/2013
C,Halifax Opportunities Trust,"Off. 2 2ND Flr W Grove Mill, The Ew Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER",64242791,4900,2307.9,01/06/2012
I,,"Unit 1 Carlton Mills, South Street, Halifax, HX1 2TE","10 Coleridge Street, Halifax, HX1 2JF",68640700,880,414.48,04/11/2011
I,,"Unit 8 Carlton Mill, South Street, Halifax, HX1 2EL","10 Coleridge Street, Halifax, HX1 2JF",68640704,1450,682.95,04/11/2011
I,,"1ST Floor Unit 3, Carlton Mill, South Street, Halifax              HX1 2TE","10 Coleridge Street, Halifax, HX1 2JF",68640701,2250,1059.75,04/11/2011
C,Y C P D (Shaw Lodge) Limited (In Administration),"Level - 1 The 1850 Mill, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET","12th Floor, The Basilica, 2 King Charles Street, Leeds, LS1 6LS",68526751,8200,3862.2,04/04/2011
C,East Street Arts,"Office B16 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ","Patrick Studios, St Marys Lane, Leeds, LS9 7EH",69360744,5200,2449.2,01/09/2011
C,East Street Arts,"Office B5 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ","Patrick Studios, St Marys Lane, Leeds, LS9 7EH",69360739,3050,1436.55,01/09/2011
C,East Street Arts,"Office B23 First Floor, Croft Myl, West Parade, Halifax              HX1 2EQ","Patrick Studios, St Marys Lane, Leeds, LS9 7EH",69360741,3450,1624.95,01/09/2011
I,,"99 Mixenden Road, Mixenden, Halifax, HX2 8PU","1 Park Hill Drive, Bradford, BD8 0DF",65824099,2025,953.78,29/11/2011
C,R S Investments Yorkshire Ltd,"Halifax Road, Hipperholme, Halifax, HX3 8ER","Thornfield, Leeds Road, Hipperholme, HX3 8NH",65232706,1675,788.93,15/12/2011
C,Abacus Properties Ltd,"2b Abbey Walk South, Halifax, HX3 0AP","Unit 2 Grantham Works, Grantham Road, Halifax, HX3 6PL",64016700,880,87.44,14/01/2014
C,Blackshaw Holdings Ltd,"Units 26 & 27 Birkby House, Birkby Lane, Bailiff Bridge, Brighouse            HD6 4JJ","St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",29056738,3500,397.45,03/01/2014
I,,"Office 8 The Spire, Leeds Road, Lightcliffe, Halifax              HX3 8NU","19 Park Lane, Leeds, LS8 2EX",65620714,1075,81.84,01/02/2014
I,,"Offices 2,3,6,9,14&15, The Spire, Leeds Road, Lightcliffe          HX3 8NU","19 Park Lane, Leeds, LS8 2EX",65620716,12000,913.61,01/02/2014
I,,"Office 19, The Spire, Leeds Road, Lightcliffe, Halifax              HX3 8ND","19 Park Lane, Leeds, LS8 2EX",65620711,2600,197.95,01/02/2014
C,Adw Holdings Ltd & Bleu Property Ltd,"Suite 2 Rimani House, Hall Street, Halifax, HX1 5AY","Suite 1 Buttershaw Works, Buttershaw Lane, Bradford, BD6 2DD",65248706,4100,386.22,18/01/2014
I,,"Room 12, The Spire, Leeds Road, Halifax             HX3 8NU","19 Park Lane, Leeds, LS8 2EX",65620704,2425,184.63,01/02/2014
C,Calderdale Mbc,"50/51/52 Arcade, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252708,7400,811.67,06/01/2014
C,Marrtree Investments Limited,"Unit 22, Branxholme Industrial Est., Bradford Road, Brighouse            HD6 4EA","The Old Office, The Square, Farnley, Otley, LS21 2QG",29084720,8400,563.65,08/02/2014
C,M & S Development Properties Ltd,"Claremount Liberal Club, Dale Street North, Halifax, HX3 6AU","Horley Green House, Horley Green Road, Claremount, Halifax, HX3 6AS",64768700,8900,551.26,12/02/2014
C,Nos 4 Ltd,"18 Bethel Street, Brighouse, HD6 1JN","C/O Internos Global, 65 Grosvenor Street, London, W1K 3JH",29048016,5700,367.77,10/02/2014
C,Orange Pcs Ltd,"Site Ref (WYK0310), Conservative Club, Cliffe Road, Brighouse            HD6 1HE","Gva Grimley Ltd, Brates (Tm) Po Box 16097, 3 Brindleyplace, Birmingham, B2 2UY",29172704,6200,2872.81,01/04/2010
C,Golden Anderson Uk Ltd,"Johnstone House, Birds Royd Lane, Brighouse, HD6 1LQ","Po Box 5, Brighouse, HD6 3UD",29052721,10750,679.72,11/02/2014
I,,"Unit 19 Fairlea Mill, Ellen Holme Lane, Luddendenfoot, Halifax             HX2 6EP","Ringstone Royd Farm, Saddleworth Road, Barkisland, Halifax, HX4 0DX",65020719,3050,200.72,09/02/2014
I,,"Ground Floor Store, Haley Hill Mills, Haley Hill, Halifax              HX3 6ED","Hillcrest House, Burnley Road, Sowerby Bridge, HX6 2TL",65224731,1500,530.36,01/07/2013
C,Abacus Properties Ltd,"2 Abbey Walk South, Halifax, HX3 0AP","Unit 2 Grantham Works, Grantham Road, Halifax, HX3 6PL",64016002,3750,372.61,14/01/2014
C,Heritage Works Buildings Preservation Trust Ltd,"Units 1, 2 & 3 Causey Hall, Dispensary Walk, Halifax, HX1 1QL","61 Bloom Street, Manchester, M1 3LY",64824710,8900,1504.49,21/11/2013
I,,"Basement, Empire Buildings, Church Street, Halifax             HX1 1QY","2 Coral Row, London, SW11 3UF",64572705,1850,871.35,02/10/2012
C,S Sheard & Sons Ltd,"Calder Street, West Vale, Halifax, HX4 8AQ",,64480703,9600,557.46,15/02/2014
I,,"223A King Cross Road, Halifax, HX1 3JL","41 Stanley Road, King Cross, Halifax, HX1 3RX",65516779,5100,289.57,16/02/2014
I,,"46 Wakefield Road, Hipperholme, Halifax, HX3 8AQ","Oakwood, Wood Lane, Hipperholme, Halifax, HX3 8HB",69244701,4450,166.53,03/03/2014
I,,"46 Wakefield Road, Hipperholme, Halifax, HX3 8AQ","Oakwood, Wood Lane, Hipperholme, Halifax, HX3 8HB",69244046,670,25.07,03/03/2014
C,Royds Properties Ltd,"Unit 4, Wellington Business Centre, Quebec Street, Elland               HX4 9AS","Lea House, Spring Lane, New Mill, Huddersfield, HD9 7EH",56196768,7600,598.23,30/01/2014
C,Director Of Safer & Stronger Communities,"62/63 Rustic, Piece Hall, Halifax, HX1 1RE","Leisure Services, Westgate House, Westgate, Halifax, HX1 1PS",68252792,4250,400.35,18/01/2014
I,,"39 Horton Street, Halifax, HX1 1QE","304 Queens Road, Halifax, HX1 4PJ",65388039,6000,209.05,05/03/2014
C,Bizspace Ltd,"Unit 8B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, 1 Albert Place, Finchley, London, N3 1QB",64628812,3900,156.01,01/03/2014
C,Kino & Co,"Unit 1D Lwr Grd Flr Sth Mill, White Rose Mill, Holdsworth Road, Holmfield            HX3 6SN","Office H M 2.0, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",65344828,1575,182.92,01/01/2014
I,,"182 King Cross Road, Halifax, HX1 3LN","37 Skelton Crescent, Crosland Moor, Huddersfield, HD4 5PN",65516182,4950,255.5,20/02/2014
I,,"42 Savile Park Road, Halifax, HX1 2EN","1 Brassey Street, Halifax, HX1 2EN",68472042,3450,1624.95,16/01/2013
C,Heathleigh Ltd,"Unit B Woodman Works, South Lane, Elland, HX5 0PA","Unit 2, Woodman Works, South Lane, Elland, HX5 0PA",56220758,3450,440.74,23/12/2013
I,,"19 Town Hall Street, Sowerby Bridge, HX6 2EA","A C E Coal & Gas, Blackbrook Way, Stainland Road, Greetland, HX4 8ED",77600019,1900,894.9,01/04/2010
C,Units To Let [Northern] Ltd,"Unit 7b, Mill House Works, Triangle, Sowerby Bridge      HX6 3LN","Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",77352722,770,23.85,08/03/2014
C,Blackshaw Holdings Ltd,"Unit 29 Birkby House, Birkby Lane, Brighouse, HD6 4JJ","St Bernards Mill, Gelderd Road, Gildersome, Leeds, LS27 7NA",29056725,1975,79.01,01/03/2014
I,,"98A Briggate, Brighouse, HD6 1EL","C/O Ernest Wilson & Co, The Business Centre, Deanhurst Park, Gelderd Road, Gildersome, Leeds, LS27 7LG",29100714,2400,278.73,01/01/2014
C,Bower Green Warehousing Ltd.,"Rookes Mill (Vacant), Station Road, Norwood Green, Halifax              HX3 8QD","Dryden Street, Bradford, BD1 5ND",68828706,9900,4662.9,31/12/2011
I,,"Norwood Green Cricket Club, Rookes Lane, Norwood Green, Halifax             HX3 8PU","Upper Rookes Hall, Rookes Lane, Norwood Green, Halifax, HX3 8PU",68404700,1500,706.5,01/04/2012
C,Setbray Properties Ltd,"Unit 13 Windsor Works, Victoria Road, Hebden Bridge, HX7 8JX","Suite 1 2nd Floor, Burlees House, Hangingroyd Lane, Hebden Bridge, HX7 7DD",76560730,2950,1389.45,01/05/2012
C,Calderdale Mbc,"80 Rustic, Piece Hall, Halifax, HX1 1RE","Land And Property Services, Westgate House, Westgate, Halifax, HX1 1PS",68252080,1700,800.7,01/04/2011
C,Dean Clough Ltd,"Office Suite D450, Dean Clough, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",64788811,4550,2143.05,01/04/2011
C,Forget Me Not Childrens Hospice,"19 Southgate, Elland, HX5 0BW","Russell House, Fellgreave Road, Huddersfield, HD2 1HH",56224019,4950,2331.45,17/10/2011
I,,"36 Market Street, Hebden Bridge, HX7 6AA","8 Hebden View, Wadsworth, Hebden Bridge, HX7 8SY",76360036,4600,2166.6,24/11/2011
I,,"Stansfield Haulage Yard, Stansfield House, Shay Lane, Halifax              HX2 9AD","59 Wood End Close, Halifax, HX3 0JU",68536877,4000,1884,11/12/2011
C,J & G Ainley Tow Bar Ltd,"Unit 8, Eastfield Mills, Belmont Street, Halifax             HX3 6AT","Eastfield Mills, Belmont Street, Horley Green, Halifax, HX3 6AT",64236704,3350,384.74,02/01/2014
C,Hebden Bridge Community Association,"Units 12/14 First Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","Hebden Bridge Town Hall, St George's Street, Hebden Bridge, HX7 7BY",76500743,8300,235.63,10/03/2014
C,Bell Hall Garage Ltd,"Bell Hall Garage, Bell Hall, Halifax, HX1 2XP","91a Grasmere Road, Gledholt, Huddersfield, HD1 4LJ",64224701,7900,316.02,01/03/2014
C,J & G Ainley Tow Bar Ltd,"Unit 9, Eastfield Mills, Belmont Street, Halifax             HX3 6AT","Eastfield Mills, Belmont Street, Horley Green, Halifax, HX3 6AT",64236706,2125,244.05,02/01/2014
I,,"Unit 16 Fairlea Mill, Ellen Holme Lane, Luddendenfoot, Halifax             HX2 6EP","Ringstone Royd Farm, Saddleworth Road, Barkisland, Halifax, HX4 0DX",65020716,4100,158.72,02/03/2014
C,Westfield Properties,"Unit 24, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ","1st Floor, 4 West Street, Todmorden, OL14 5HY",65164745,3100,92.01,09/03/2014
C,Hebden Bridge Community Association,"Unit 10 1ST Floor, The Town Hall, St George's Street, Hebden Bridge        HX7 7BY","Hebden Bridge Town Hall, St George's Street, Hebden Bridge, HX7 7BY",76500714,1875,53.23,10/03/2014
C,Halifax Autocars Ltd,"Unit 2 Halifax Autocars, Shay Lane, Halifax, HX3 6QU","Shay Lane, Halifax, HX3 6QU",68536750,2750,972.33,01/07/2013
C,N & Z Associates Ltd,"13 Northgate, Halifax, HX1 1UR",,68096013,11750,894.58,01/02/2014
C,Halifax Opportunities Trust,"Office 23 First Floor, Hanson Lane, Halifax, HX1 5PG","The Elsie Whiteley Centre, Hopwood Lane, Halifax, HX1 5ER",65264781,1525,236.15,02/12/2013
C,Younger Homes (Northern) Ltd,"S/O Public Baths, Mill Royd Street, Brighouse, HD6 1EY","P.O Box 25, Brighouse, HD6 1WR",29424704,2500,1177.5,12/05/2012
I,,"Room 1,2nd Floor, 3 Clare Road, Halifax, HX1 2HX","Laurel House, Main Street, Dishforth, YO7 3LP",64584743,1100,518.1,13/11/2011
I,,"Part Basement, 2 Wards End, Halifax, HX1 1DD","2 Wards End, Halifax, HX1 1DD",69264744,1650,777.15,06/05/2012
C,Interdum Ltd,"Unit 2C, Hipperholme Business Park, Hipperholme, Halifax              HX3 8ER",,65232743,6000,2826,01/04/2012
C,Towngate Plc,"Suite 4 Second Floor, Woodvale Road, Brighouse, HD6 4AB","C/O Sanderson Weatherall Llp, 25 Wellington Street, Leeds, LS1 4WG",29656739,2800,1318.8,02/03/2012
C,Due West Limited,"Old Sunday School, Carlton Street, Halifax, HX1 2AD","O & C Management Limited, 9 Harrison Road, Halifax, HX1 2AF",64488710,9300,4380.3,01/08/2012
C,Brogan Business Parks Ltd,"Security Office, Tenterfields Business Park, Burnley Road, Luddendenfoot        HX2 6EQ","C/O Cdp Ltd, Huddersfield Road, Elland, HX5 9BW",64448833,465,219.02,01/05/2012
I,,"23 Foster Lane, Hebden Bridge, HX7 8JZ","23 Foster Lane, Hebden Bridge, HX7 8JZ",76212023,1500,706.5,18/08/2012
C,The Stroke Association,"Office 19, 11 Owler Ings Road, Brighouse, HD6 1EJ","1 Sterling Business Park, Salthouse Road, Brackmills, Northampton, Northamptonshire, NN4 7EX",29452743,2750,1295.25,01/07/2012
C,Calderdale Mbc Markets Manager,"Market Stall 108-109, Market Hall, Borough Market, Halifax              HX1 1DZ","19 Albion Street, Halifax, HX1 1DU",64288818,4000,1884,27/05/2012
C,Calderdale Mbc Markets Manager,"Market Stall 110-111, Market Hall, Borough Market, Halifax              HX1 1DZ","19 Albion Street, Halifax, HX1 1DU",64288819,4000,1884,27/05/2012
C,Younger Homes (Northern) Ltd,"Brighouse Swimming Baths, Mill Royd Street, Brighouse, HD6 1EY","P.O Box 25, Brighouse, HD6 1WR",29424701,23750,942,18/05/2012
C,Y C P D (Shaw Lodge) Limited (In Administration),"G1,G2,G3 The Design Studios, Shaw Lodge Mills, Shaw Lane, Halifax              HX3 9ET","12th Floor, The Basilica, 2 King Charles Street, Leeds, LS1 6LS",68526748,7000,3297,01/03/2012
I,,"75 Southgate, Elland, HX5 0DQ","8 Beechwood Drive, Marlow, Bucks, SL7 2DJ",56224736,3500,1648.5,28/02/2012
C,Westfield Properties,"Unit 8, Calder Workshops, Gibbet Street, Halifax             HX1 4JQ","1st Floor, 4 West Street, Todmorden, OL14 5HY",65164757,1875,883.13,09/01/2012
C,Overgate Hospice,"21 Town Hall Street, Sowerby Bridge, HX6 2EA","30 Hullen Edge Road, Elland, HX5 0QY",77600021,9600,4521.6,26/09/2011
I,,"Third Floor, 18 Silver Street, Halifax, HX1 1HS","C/O S Kershaw & Sons, 48/50 Chapel Street, Manchester, M3 1RJ",68580714,9000,4239,30/09/2011
C,Binks Executive Homes Ltd,"First Floor, Low Mill, Wharf Street, Brighouse            HD6 1PP","Nook Farm, Haigh Moor Road, West Ardsley, Wakefield, WF3 1ED",29636703,2650,1248.15,29/03/2012
C,Binks Executive Homes Ltd,"First Floor, Low Mill, Wharf Street, Brighouse            HD6 1PP","Nook Farm, Haigh Moor Road, West Ardsley, Wakefield, WF3 1ED",29636708,1300,612.3,29/03/2012
C,Binks Executive Homes Ltd,"First Floor, Low Mill, Wharf Street, Brighouse            HD6 1PP","Nook Farm, Haigh Moor Road, West Ardsley, Wakefield, WF3 1ED",29636709,1725,812.48,29/03/2012
C,Binks Executive Homes Ltd,"Unit 1, Low Mill, Wharf Street, Brighouse            HD6 1PP","Nook Farm, Haigh Moor Road, West Ardsley, Wakefield, WF3 1ED",29636702,2275,1071.53,29/03/2012
I,,"63 Hanson Lane, Halifax, HX1 5NX","5 West Royd Villas, King Cross Road, Halifax, HX1 3LS",65264063,2075,977.33,03/11/2010
C,Calderdale College,"Unit B3 Ground Floor, Clifton House, Bradford Road, Bailiff Bridge","Head Of Estates And Facilities, Calderdale College, Francis Street, Halifax, HX1 3UZ",29084819,8400,3956.4,06/08/2012
