Ratepayer,Billing Account Balance ,Liable Unit Balance ,Year,Property Address,Billing Address,Date Start,Date End
Dempster H Lister Ltd [In Liquidation],-543.81,-543.81,2002,"9 Commercial Street, Brighouse, HD6 1AF","C/O Cork Gully, Benson House, 33 Wellington Street, Leeds, LS1 4JP",04/01/90,12/12/98
Eccles & Scott Ltd,-214.38,-214.38,2004,"Ground Floor, Cromwell House, Elland Road, Brighouse            HD6 2RG","Cromwell House, 421 Elland Road, Brighouse, HD6 2RG",12/01/00,01/24/05
,-0.07,-0.07,2017,"St Pauls Buildings, Southgate, Elland, HX5 0EX",,05/01/01,
Jack Pearson (Turf Accountants) Ltd,-8.43,-8.43,2012,"16 Victoria Road, Elland, HX5 0PU","44 Wood Street, Huddersfield, HD1 1EG",04/01/90,07/17/12
,-55.88,-55.88,2002,"Albert Street, Halifax, HX1 5NW",,03/21/95,03/01/96
A H Fabrications (Halifax) Ltd (In Receivership),-224.82,-224.82,2002,"Arundel Street, Halifax, HX1 4LE","C/O Messrs Grant Thornton, St Johns Centre, 110 Albion Street, Leeds, LS2 8LA",04/01/90,04/01/91
G.J.B Upholstery Services Ltd [In Liquidation],-258.49,-258.49,2002,"51 Smithy Carr Lane, Brighouse, HD6 4BG","C/O A M Rogers, 9 South Lane, Holmfirth, HD7 1HN",04/01/90,01/27/94
,-6.58,-6.58,2002,"Unit 2, Upper Bonegate, Brighouse, HD6 1RT",,04/01/01,09/29/02
Woodvale Holdings Ltd [In Liquidation],-391.78,-391.78,2002,"Oak House, Woodvale Road, Brighouse, HD6 4AB","C/O Pannell Kerr & Forster, Ref L/73057/CVL/1304/DMH/IPS, 6 Queen Street, Leeds,, LS1 2TW",11/29/91,10/11/93
Neal Brothers (Leicester)Ltd,-34.46,-34.46,2001,"Bay 1, Rosemount Estate, Huddersfield Road, Elland               HX5 0EE","Queens Buildings, Hastings Road, LEICESTERle5 Olj",10/16/00,09/29/01
,-41.09,-41.09,2017,"Unit 1, The Ainleys, Huddersfield Road, Elland              HX5 9JR",,03/01/93,
J W Mitchell & Sons Ltd (In Liquidation),-2.67,-2.67,2002,"Unit 11, The Ainleys, Huddersfield Road, Elland              HX5 9DW","C/O Messrs K W Howarth & Co, 36 Clare Road, Halifax, HX1 2HX",04/22/91,09/30/92
Benjamin Whiteley & Sons Ltd,-0.3,-0.3,2017,"Park Road Mills, Park Road, Elland, HX5 9HX","Park Road Mills, Park Road, Elland, HX5 9HX",08/01/01,
,-12.81,-12.81,2002,"Pressers Arms Inn, 2 South Lane, Elland, HX5 0HG",,10/10/96,05/21/97
Outsourced Credit Management Ltd,-287.26,-287.26,2006,"3 Carlton Place, Halifax, HX1 2SB","3 Carlton Place, Halifax, HX1 2SB",08/01/99,04/30/06
,-25.99,-25.99,2002,"Goose Inn, 24 Causeway Foot, Halifax, HX2 8YB",,11/01/94,06/23/95
,-361.78,-361.78,2002,"Part 1ST Floor, 18 Clare Road, Halifax, HX1 2HX",,09/18/00,03/31/01
Halifax Estate Agencies Ltd,-2441.61,-2441.61,2009,"15/17/19 Commercial Street, Halifax, HX1 1HJ","C/O B N P Paribas Real Estate, Rating Support Unit, 9 Colmore Row, Birmingham, B3 2BT",01/31/92,01/15/10
Joseph Walker & Son Ltd [In Liquidation],-320.26,-320.26,2002,"561 Gibbet Street, Halifax, HX2 0AL","C/O Pannell Kerr Forster, Pannell House, 6 Queen Street, Leeds, LS1 2TW",04/01/90,11/09/94
,-0.91,-0.91,2017,"10 Cow Green, Halifax, HX1 1JF",,05/04/92,
,-200,-200,2003,"6a Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",,04/08/02,07/17/03
Kelly Services (Uk) Ltd,-477,-477,2007,"25 Bull Green, Halifax, HX1 2RZ","Finance Dept, Apple Market House, 17 Union Street, Kingston Upon Thames, KT1 1RR",03/06/98,03/25/07
,-53.26,-53.26,2009,"Friendly Quarry, Burnley Road, Luddendenfoot, Halifax             HX2 6BD",,04/01/96,01/31/10
,-0.41,-0.41,2017,"9 Lane Ends Terrace, Halifax Road, Hipperholme, Halifax              HX3 8HJ",,08/01/98,
Reichenbacher (Uk) Ltd [In Liquidation],-311.03,-311.03,2003,"Unit 8/9 Victoria Park, Lightowler Road, Pellon, Halifax             HX1 5NB","C/O Kanzlei Linse, 22 Rosenstrasse, Coburg, Germany",10/01/90,01/31/04
Treble Vision Ltd [In Administration],-386.94,-386.94,2004,"Unit A4, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN",,12/03/96,08/15/04
,-8.68,-8.68,2002,"358 Ovenden Road, Halifax, HX3 5TJ",,07/01/93,10/31/95
,-2925,-12849.03,2012,"The Surgery, 117 Oxford Lane, Siddal, Halifax             HX3 9DG",,04/12/90,
,-3061.5,-12849.03,2014,"The Surgery, 117 Oxford Lane, Siddal, Halifax             HX3 9DG",,04/12/90,
,-541.83,5984,2016,"21/23 Park Drive, Rochdale Road, Halifax, HX2 7NP",,11/02/99,
,-1.41,-1.41,2017,"7 Park View, Stainland, Halifax, HX4 9HJ",,09/29/97,
,-163.38,-163.38,2004,"14a Hall Street North, Boothtown, Halifax, HX3 6TS",,10/01/02,02/08/05
,-47.08,-47.08,2002,"Hansonlane Enterprise Centre, Hanson Lane, Halifax, HX1 5PG",,04/01/00,01/02/03
Gamblinns Ltd [In Liquidation],-180.03,-180.03,2002,"Unofficial Address, Harrison Social, 11 Harrison Road, Halifax              HX1 2AF","C/O Baker Tilly, Carlton House, Grammar School Street, Bradford, BD1 4NF",10/26/90,08/08/95
Sally Salon Services Ltd,-124.2,1461.29,2010,"Unit 7, Margram Business Centre, Horne Street, Halifax             HX1 5UA","C/O Rate Account Management, C/O Colliers Int Rating Uk Llp, 12th Flr Eleven Brindleyplace, 2 Brunswick Square, Brindleyplace Birmingham, B1 2LP",03/21/99,
Sally Salon Services Ltd,-129.9,1461.29,2011,"Unit 7, Margram Business Centre, Horne Street, Halifax             HX1 5UA","C/O Rate Account Management, C/O Colliers Int Rating Uk Llp, 12th Flr Eleven Brindleyplace, 2 Brunswick Square, Brindleyplace Birmingham, B1 2LP",03/21/99,
Sally Salon Services Ltd,-138.6,1461.29,2013,"Unit 7, Margram Business Centre, Horne Street, Halifax             HX1 5UA","C/O Rate Account Management, C/O Colliers Int Rating Uk Llp, 12th Flr Eleven Brindleyplace, 2 Brunswick Square, Brindleyplace Birmingham, B1 2LP",03/21/99,
,-41.77,-41.77,2004,"14 Hunger Hill, Halifax, HX1 2JT",,04/01/90,08/05/04
B Rhodes & Son Ltd (In Liq.)(Moorfield Wireworkers Ltd),-387.87,-387.87,2002,"Moorfield Works, Ingram Street, Halifax, HX1 3HA","C/O Messrs. Revell Ward, Horton,, Lister House,, Lord Street,Halifax",04/01/90,01/25/91
,-68.06,-68.06,2002,"113 Keighley Road, Halifax, HX2 8JE",,04/01/90,03/02/02
,-22.11,-22.11,2010,"201 Queens Road, Halifax, HX1 4NE",,03/01/99,09/06/10
,-33.27,-33.27,2002,"212 Queens Road, Halifax, HX1 4NE",,09/02/96,09/09/96
Premier Accident Management Uk (Yorkshire)Ltd,-523,-523,2009,"327a Queens Road, Halifax, HX1 4PY",No Forwarding Address,04/26/02,03/31/09
Cunninghams (Halifax) Ltd [In Admin Receivership],-399.1,-399.1,2002,"Range Lane, Halifax, HX3 6DL","C/O Armitage & Co, Park House, Park Square, Leeds, LS1 2PS",04/01/90,10/13/93
Fred Wade Ltd (In Liquidation),-146.14,-146.14,2013,"14 Rawson Street, Halifax, HX1 1NH","C/O Lee & Company, Crown House, Armley Road, Leeds, LS12 2EJ",04/01/90,12/05/13
,-230.57,-230.57,2002,"1 Roydlands Terrace, Hipperholme, Halifax, HX3 8NG",,04/01/90,12/02/93
,-357.31,-357.31,2017,"70 Saddleworth Road, Greetland, Halifax, HX4 8AG",,03/21/92,
,-3.23,-3.23,2002,"76 Saddleworth Road, Greetland, Halifax, HX4 8AG",,04/09/95,12/11/99
Neaversons Of Halifax Ltd,-577.84,-577.84,2011,"12 The Old Arcade, Halifax, HX1 1TJ","5 Russell Street, Halifax, HX1 1RL",04/01/90,06/24/11
,-37.19,-37.19,2017,"255/257 Shay Lane, Halifax, HX2 9AG",,12/30/99,
,-0.05,-0.05,2017,"44/46 South Parade, Halifax, HX1 2LY",,04/01/92,
,-1.25,-1.13,2017,"52 Market Street, Hebden Bridge, HX7 6AA",,02/15/91,
,-17.8,-17.8,2002,"Part 3rd Floor, Mount Pleasant Mill, Mytholmroyd, Hebden Bridge       HX7 5NR",,04/01/90,06/18/91
,-11.97,-36.96,2002,"Stubbing Wharf Hotel, Hebden Bridge, HX7 6LU",,04/24/02,06/10/04
,-24.99,-36.96,2004,"Stubbing Wharf Hotel, Hebden Bridge, HX7 6LU",,04/24/02,06/10/04
,-81.89,-81.89,2017,"Windsor Garage, Victoria Road, Hebden Bridge, HX7 8JX",,04/01/90,
,-108.36,-108.36,2005,"Flyover Works, 30 West Parade, Halifax, HX1 2TE",,05/01/01,08/12/05
,-53.35,-53.35,2008,"1ST Floor, 4 Garden Street, Hebden Bridge, HX7 8AQ",,02/03/98,12/31/08
Kasshall Ltd T/A Custom Kitchens [In Liquidation],-17.44,-17.44,2002,"R/O 88 Wharf Street, Sowerby Bridge, HX6 2AF","C/O Cork Gully, Albion Court, 5 Albion Place, Leeds, LS1 6JP",04/01/90,03/24/95
Norman Jowett Ltd,-705,-705,2004,"Opp Portsmouth Mill, Burnley Road, Todmorden, OL14 8PP","159 Knowlwood Road, Todmorden, OL14 6RD",04/01/90,03/31/04
,-17.12,-17.12,2017,"R/0 739 Burnley Road, Todmorden, OL14 8LF",,04/01/93,
,-76.78,-76.78,2002,"Duke Of York Inn, 20 Halifax Road, Todmorden, OL14 5AD",,10/03/97,11/09/01
,-4.53,-4.53,2010,"Market Stall 89-90, Market Hall, Borough Market, Halifax             HX1 1DZ",,11/25/03,04/20/10
Hollins Park Sports & Social Club,-0.73,-0.73,2017,"Changing Rooms, Hollins Mill Lane, Sowerby Bridge, HX6 2RF",,11/01/02,
Specialised Coatings Holdings Ltd,-41.08,-41.08,2015,"Mile Cross Works, Gibbet Street, Halifax, HX1 4JQ","Units 1-4 Mile Cross Works, Gibbet Street, Halifax, HX1 4JQ",05/15/03,03/31/15
,-27.39,-27.39,2005,"Rooms 7 & 8, Victoria Buildings, Luddendenfoot, Halifax             HX2 6AA",,05/28/03,06/30/05
Halifax Property Restoration Ltd,-200,-200,2001,"2ND Floor, Westfield, Sowerby New Road, Sowerby Bridge, HX6 3AS","Westfield House, Sowerby New Road, Sowerby Bridge, Halifax, HX6 1AB",01/21/01,01/20/01
,-81.89,-81.89,2007,"First Floor, 14 Portland Place, Halifax, HX1 2QN",,07/10/03,01/31/08
,-75.5,-75.5,2003,"1 Elland Road, Ripponden, Sowerby Bridge, HX6 4DB",,09/01/03,02/13/04
,-189.3,-189.3,2006,"39 Horton Street, Halifax, HX1 1QE",,09/01/04,02/04/07
,-20,-20,2003,"Queen Hotel, 97 Stainland Road, Greetland, Halifax             HX4 8BD",,01/13/04,04/26/04
Blue Lagoon (Uk) Ltd [In Liquidation],-203.73,-203.73,2007,"Unit 18, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG","C/O Mazars Llp, Mazars House, Gelderd Road, Gildersome , Leeds, LS27 7JN",07/09/04,12/12/07
Repack Services Ltd,-227.07,-227.07,2005,"Unit 16, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS","Unit 2 S.D.H Industrial Estate, West Street, Sowerby Bridge, HX6 3BT",04/01/04,08/31/05
,-156.37,-156.37,2004,"3 Garden Street, Hebden Bridge, HX7 8AQ",,01/02/04,10/31/04
Chief Environmental Health Officer,-299.24,-994.84,2000,"Stainland Road, Barkisland, Halifax","Fao Wendy Backhouse, Northgate House, Northgate, Halifax, HX1 1UN",04/01/90,03/31/00
Matrix Chemie Ltd,-167,-167,2004,"Mezzanine Office 6 & 7, Lumbrook Mills, Westercroft Lane, Halifax              HX3 7TY","Offices 6 & 7, Mezzanine Floor, Lumbrook Mills, Westercroft Lane, Halifax, HX3 7TY",12/06/03,12/05/03
,-0.66,-0.66,2017,"15 Borough Market, Halifax, HX1 1DY",,01/26/04,
Rastrick Racing,-49.5,-49.5,2008,"9 Church Street, Brighouse, HD6 3NF","Fao Ben Stephens, 9 Church Street, Rastrick, Brighouse, HD6 3NF",04/01/04,09/30/08
,-99.63,-99.63,2005,"18d Lydgate, Northowram, Halifax, HX3 7EJ",,05/31/04,12/11/05
,-1.74,-1.74,2017,"The Chalet, Adj Cairnacre, Midgehole Road, Hebden Bridge        HX7 7AL",,04/01/04,
,-53.63,-53.63,2006,"Golden Lion Hotel, 523 Gibbet Street, Halifax, HX2 0AX",,09/24/04,10/29/06
,-0.51,-0.51,2017,"Unit 3A, Mitchell Street, Todmorden, OL14 7DW",,04/01/05,
,-0.91,-0.91,2017,"339 Skircoat Green Road, Halifax, HX3 0LX",,07/23/05,
Michael A Taylor Solicitors [ In Liquidation ],-12.88,-12.88,2010,"Fairway House, 20 Bethel Street, Brighouse, HD6 1JN","C/O P S Wallace & Co, 284 Clifton Drive South, Lytham St Annes, Lancs, FY8 1LH",04/01/05,04/30/10
,-64.75,-64.75,2011,"Station Road, Sowerby Bridge, HX6 3LB",,10/09/05,09/30/11
,-561,-561,2017,"Warley Springs Garage, Burnley Road, Halifax, HX2 7NB",,04/01/05,
,-41.85,-41.85,2010,"Market Stall 85-86, Market Hall, Borough Market, Halifax             HX1 1DZ",,06/06/05,08/01/10
,-711.72,-1208.55,2010,"The Oddfellows Arms, 158 Haugh Shaw Road, Halifax, HX1 3BG",,06/09/05,06/12/11
,-26.08,-26.08,2007,"The Delvers, Wainstalls, Halifax, HX2 7UA",,07/18/05,01/31/08
Almado Hom Pub Ltd,-112.8,-112.8,2005,"The Crown Inn, 10 Crown Street, Hebden Bridge, HX7 8EH","Bradley Wharton House, 2 Market Street, Broadbottom, Cheshire, SK14 6AX",05/20/05,02/01/06
,-2.71,-2.71,2007,"R/O 1 Hullen Edge, Goose Nest Lane, Norland, Sowerby Bridge       HX6 3QW",,09/02/05,03/30/08
,-481,-1534.14,2009,"Old Pond Inn, 15 Spout House Lane, Brighouse, HD6 2PL",,10/18/04,10/27/10
Worthington Nicholls Ltd,-180.08,-180.08,2006,"Office Suite D140, Dean Clough Mills, Halifax, HX3 5AX","Fao Mr N Smith, Office Suite D140, Dean Clough Mills, Halifax, HX3 5AX",05/01/05,02/15/07
,-100.81,-100.81,2006,"Office No 1, Ladyship Industrial Estate, Old Lane, Halifax             HX3 5QN",,03/28/06,09/11/06
,-18.01,-11.16,2010,"27 Queens Road, Halifax, HX1 3NS",,04/01/06,05/31/10
,-77.15,-77.15,2004,"112 Gibbet Street, Halifax, HX1 5BZ",,02/22/05,04/22/06
,-426.46,-426.46,2008,"Unit 4, S D H Industrial Estate, West Street, Sowerby Bridge       HX6 3BT",,11/01/05,03/31/08
,-1.24,-1.24,2017,"Lee Hill Equestrian Centre, Lee Hill Farm, Swan Lane, Outlane              HD3 3YH",,04/01/05,
The Shay Stadium Trust Ltd,-198.04,-198.04,2005,"Car Park, Hunger Hill, Halifax, HX1 2JT","The Shay Stadium, Halifax, HX1 2YT",04/27/05,04/26/05
,-35,-35,2006,"Room 7, 47 Bethel Street, Brighouse, HD6 1JR",,12/05/05,08/01/06
,-17.14,-17.14,2008,"Robin Hood Inn, Cragg Road, Cragg Vale, Hebden Bridge       HX7 5SQ",,12/05/05,08/13/08
La Romantica Beds Ltd,-708.13,-708.13,2014,"Unit 8, Brunswick Industrial Estate, Brassey Street, Halifax              HX1 2EA","Unit 1 Moorbank Mills, Artillery Street, Heckmondwike, WF16 0NT",12/22/05,12/20/15
,-19.54,-19.54,2007,"39 Horton Street, Halifax, HX1 1QE",,02/05/07,03/26/08
,-21.53,-21.53,2008,"Heart Gallery Arts Centre, 4 Market Street, Hebden Bridge, HX7 6AA",,10/01/06,06/03/08
Spot On Concrete [Hx] Ltd,-211.08,-211.08,2009,"Unit 39 Empire Works, Watkinson Road, Halifax, HX3 6SD","Fao Steven Walker, 90 Pye Nest Road, Pye Nest, Halifax, HX2 7HS",04/01/05,07/31/09
,-4239,-33031.27,2014,"Law Lane, Southowram, Halifax, HX3 9QU",,09/13/90,
,-7.3,-7.3,2008,"37a Stainland Road, Greetland, Halifax, HX4 8AD",,04/01/07,03/17/09
,-58.75,-58.75,2017,"Unit 1 Tower Block, Robinwood Mill, Burnley Road, Todmorden           OL14 8JA",,06/13/07,
,-189.33,-347.46,2014,"2ND Floor, 52 Manor Heath Road, Halifax, HX3 0BE",,08/01/07,05/01/10
Hebden Bridge Group Practice,-11915.83,-77444.65,2013,"Grange Dene Medical Centre, Grange Dene, Burnley Road, Mytholmroyd          HX7 5LF","Valley Medical Centre, Valley Road, Hebden Bridge, HX7 7BZ",04/01/05,
Hebden Bridge Group Practice,-27977.75,-77444.65,2015,"Grange Dene Medical Centre, Grange Dene, Burnley Road, Mytholmroyd          HX7 5LF","Valley Medical Centre, Valley Road, Hebden Bridge, HX7 7BZ",04/01/05,
Southdale  Ltd (In Liquidation),-452.23,-452.23,2015,"Southdale House, Westholme Road, Halifax, HX1 4JF","Begbies Traynor (Syl) Llp, Kendall House, 41 Scotland Street, Sheffield, S3 7BS",11/26/05,04/29/15
,-70.01,-70.01,2017,"68 Huddersfield Road, Elland, HX5 9AA",,02/16/08,
Fourward Engineering Ltd In Liquidation,-51.56,-51.56,2010,"Wood Mill, Halifax Road, Todmorden, OL14 6EE","C Brooksbank, O'Hara & Co, Wesley House, Huddersfiled Road, Birstall Batley, WF17 9EJ",03/13/08,03/24/11
,-2.23,-2.23,2010,"Office 29 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",,03/10/08,08/20/10
,-53.67,-53.67,2008,"Office 24, 11 Owler Ings Road, Brighouse, HD6 1EJ",,01/01/08,09/30/08
K Hamnett [Machinery Removers],-756.98,-756.98,2007,"Philmar House, Gibbet Street, Halifax, HX2 0AR","Philmar House, Highroad Well Works, Gibbet Street, Halifax, HX2 0AR",06/18/07,09/03/07
,-8,-8,2009,"17/21 The Old Arcade, Halifax, HX1 1TJ",,03/01/08,11/24/09
,-843.91,-843.91,2008,"Unit 1A, Prince Of Wales Business Pk, Birds Royd Lane, Brighouse            HD6 1LQ",,10/01/07,01/17/09
Structured Technologies Services Ltd [In Administration],-481.23,-481.23,2013,"Office Suite G 426, Dean Clough Mills, Halifax, HX3 5AX","C/O Castle Acres, Everard Way, Narborough, Leicester, LE19 1BY",04/25/08,11/28/13
Heritage Cashmere Ltd [In Administration],-231,-299.25,2008,"White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN","C/O Armstrong Watson, Central House, 47 St Pauls Street, Leeds, LS1 2TE",02/12/08,05/28/09
,-52.2,-52.2,2009,"Unit 34, Empire Works, Watkinson Road, Halifax              HX2 9AB",,12/01/07,08/01/09
,-170.25,-170.25,2012,"Workspace Unit 19, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",,04/01/08,08/31/12
B & Q Plc,-76135.71,-319259.62,2011,"7 Shroggs Road, Halifax, HX1 5HZ","C/O Gl Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",04/04/08,
B & Q Plc,-99400,-319259.62,2016,"7 Shroggs Road, Halifax, HX1 5HZ","C/O Gl Hearn Management Ltd, Po Box 1821, Southampton, SO18 9NA",04/04/08,
Telecon Implementation Services Ltd,-55.96,-55.96,2015,"1ST Floor, 32 Cross Lee Road, Todmorden, OL14 8EH","Mazars House, Gelderd Road, Gildersome, Leeds, LS27 7JN",03/01/08,12/22/15
,-127.5,-395.9,2009,"Unit 17, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",,05/01/08,12/31/09
,-2.17,-2.17,2009,"Unit 9 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",,02/01/08,07/20/09
Citexx Ltd [In Administration],-2159.37,-2159.37,2008,"Unit 1, Elland Industrial Estate, Elland Lane, Elland              HX5 9DZ","C/O Baker Tilly, 3 Hardman Street, Manchester, M3 3HF",05/28/08,06/02/08
,-1.18,-1.18,2017,"42/44 Burnley Road, Todmorden, OL14 5EZ",,06/14/08,
Chunky Chicken (Halifax) Ltd,-227.7,-227.7,2012,"112 Gibbet Street, Halifax, HX1 5BZ","116 Heights Lane, Rochdale, OL12 0QS",11/10/08,07/31/13
,-165.01,-900.19,2012,"Market Stall 5,6-8, Borough Market, Halifax, HX1 1DZ",,12/01/08,11/09/12
,-201.75,-201.75,2012,"194 Savile Park Road, Halifax, HX1 2XP",,01/07/09,01/12/15
,-0.48,-0.48,2017,"39 Halifax Road, Todmorden, OL14 5BB",,05/12/08,
,-10.73,-10.73,2011,"15 Ovenden Road, Halifax, HX3 5PN",,03/07/09,01/15/12
Bizspace Ltd,-180.01,-180.01,2013,"Unit 16I & Unit 16J, Calderdale Business Park, Club Lane, Halifax              HX2 8DB","Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",03/01/09,10/28/12
,-81.23,-81.23,2009,"Cross Roads Inn, Wainstalls, Halifax, HX2 7TB",,04/15/09,02/07/10
,-286.19,-286.19,2010,"Unit 7B, Hawksclough Industrial Est., Burnley Road, Mytholmroyd          HX7 5AD",,03/17/08,03/31/10
,-414.43,-414.43,2010,"4 Half House Lane, Brighouse, HD6 2PH",,09/29/08,09/18/11
,-97.41,-97.41,2011,"Unit 10, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS",,03/23/09,12/22/10
,-7.16,-7.16,2011,"Unit 1B Ripponden Mill, Mill Fold Lane, Ripponden, Sowerby Bridge       HX6 4DH",,04/01/09,03/29/12
Royal London Mutual Insurance Society Ltd,-5818.34,-5818.34,2015,"Former Filling Station, Church Street, Halifax, HX1 1QY","C/O Capita Fao C Grose, 65 Gresham Street, London, EC2V 7NQ",05/31/13,05/10/15
Standard Life Trustee Company Ltd,-1041.06,-1041.06,2015,"14 Southgate, Elland, HX5 0BW","C/O Dtz, 1 Colmore Squre, Birmingham, B4 6AJ",03/01/13,11/05/15
Spyshop Online.Co.Uk. Ltd,-2054.98,-2491.22,2013,"Unit 3 Crow Carr Ings Mill, Vale Street, Todmorden, OL14 5HG",,10/01/13,
Spyshop Online.Co.Uk. Ltd,-3170.49,-2491.22,2015,"Unit 3 Crow Carr Ings Mill, Vale Street, Todmorden, OL14 5HG",,10/01/13,
L I S Claims Management Ltd,-67.93,-67.93,2014,"Office Suite E 207, Dean Clough Mills, Halifax, HX3 5AX","Heritage Exchange, South Lane, Elland, HX5 0HG",01/06/14,09/04/14
,-939.65,-6619.75,2017,"Long Can  3-10, Ovenden Wood Road, Halifax, HX2 0TQ",,02/19/14,09/06/16
East Street Arts,-131.3,-131.3,2015,"Unit 11, Brunswick Industrial Estate, Brassey Street, Halifax              HX1 2EL","Patrick Studios, St Marys Lane, Leeds, LS9 7EH",04/01/14,03/31/15
,-77.28,-77.28,2017,"The Old Fire Station, Rochdale Road, Todmorden, OL14 7NA",,06/01/09,
,-21.07,-21.07,2010,"308b/C Salterhebble Hill, Halifax, HX3 0QT",,09/01/09,07/13/10
Floor My Home Ltd In Administration,-261.22,-396.2,2010,"Unit 2 Halifax Retail Park, Pellon Lane, Halifax, HX1 5QP","Haslers, Old Station Road, Loughton, Essex, IG10 4PL",09/26/09,08/24/11
,-0.3,-0.3,2017,"621 Bradford Road, Bailiff Bridge, Brighouse, HD6 4DN",,11/18/09,
Solutions4 I T (Uk)  Ltd,-299.49,-299.49,2011,"Office 42 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","5 Thorpe Mill Court, Rochdale Road, Triangle, Halifax, HX6 3DA",02/02/10,04/30/11
,-168.78,-168.78,2013,"Unit 6 Cragg Road Works, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5EY",,11/21/09,05/31/13
,-72,-72,2017,"13 Woodside Place, Halifax, HX3 6EQ",,03/24/10,
Handelsbanken,-160,-160,2016,"26 Clare Road, Halifax, HX1 2HX","Ground Floor, Fearnley Mill, Dean Clough Mills, Halifax, HX3 5WP",11/02/10,04/25/16
R & A Drinks (2010) Ltd,-61.94,-61.94,2014,"Unit 3, The Market Business Centre, Hanson Lane, Halifax              HX1 5PF","Unit 3, The Market Business Centre, Hanson Lane, Halifax, HX1 5PF",04/01/10,04/22/14
Beap Community Partnership,-89.85,-89.85,2011,"172 King Cross Road, Halifax, HX1 3LN","31 Cornwall Road, Bradford, West Yorkshire, BD8 7JN",04/01/11,07/31/11
,-400,-400,2012,"Dusty Miller Hotel, Burnley Road, Mytholmroyd, Hebden Bridge        HX7 5LH",,04/26/11,12/31/12
,-222.53,-245.03,2011,"28 Borough Market, Halifax, HX1 1DZ",,04/25/11,03/31/13
,-22.5,-245.03,2012,"28 Borough Market, Halifax, HX1 1DZ",,04/25/11,03/31/13
Halifax Property Services Ltd,-410.67,-2028.17,2013,"Century House, West Parade, Halifax, HX1 2TE","Fagley Lane, Eccleshill, Bradford, BD2 3NT",01/01/12,03/12/14
,-27.38,-27.38,2013,"Unit 9A Woodman Works, South Lane, Elland, HX5 0PA",,06/01/11,02/18/14
,-7.62,-7.62,2012,"15 Ovenden Road, Halifax, HX3 5PN",,01/16/12,06/10/12
,-41.4,-41.4,2014,"4A Orchard Business Park, Scout Road, Mytholmroyd, Hebden Bridge        HX7 5HZ",,01/21/13,02/28/15
Frank Marshall Estates Ltd,-792.56,-792.56,2012,"Unit 5 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA","4a Greengate, Cardale Park, Harrogate, HG3 1GY",08/01/09,09/30/12
Units To Let [Northern] Ltd,-807.53,-807.53,2011,"Unit 20 Asquith Bottom Mills, Asquith Bottom, Sowerby Bridge, HX6 3BS","Hartford Trading Estate, Suthers Street, Oldham, OL9 7TQ",06/01/10,06/30/11
Living Care Group,-1525.98,-1525.98,2016,"Livingcare Pharmacy, Southowram Surgery, Law Lane, Southowram           HX3 9QB","Unit 3, Leodis Court, David Street, LS11 5JJ",02/01/11,06/30/16
,-108.65,-108.65,2012,"Unit 3 Lower Brear, Leeds Road, Halifax, HX3 7AG",,10/27/10,07/06/12
,-27.07,-27.07,2015,"Storeroom 7 Market Hall, Brook Street, Todmorden, OL14 5AJ",,01/26/11,12/26/15
Viewstone Ltd,-637.2,-896.87,2016,"Office 10 James Street Mills, South Lane, Elland, HX5 0HB","Pellon Lane Saw Mills, Pellon Lane, Pellon, Halifax, HX1 4PX",01/21/12,01/31/16
Fairmont Polymers (Uk) Ltd,-50,-50,2012,"Office H M 3.6, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN","Office H M 3.5, Holmfield Mills, Holdsworth Road, Halifax, HX3 6SN",03/01/12,09/01/12
,-16.46,-16.46,2012,"Unit 3B South Mill, White Rose Mill, Holdsworth Road, Halifax              HX3 6SN",,11/05/11,01/17/14
Strafford Properties Ltd,-468.94,-468.94,2013,"23 Bull Green, Halifax, HX1 2RZ","C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",10/25/12,04/04/13
Royal London Mutual Insurance Society Ltd,-6088.25,-11467.47,2016,"7/9/11 New Road, Halifax, HX1 2LH","C/O Capita Fao C Grose, 65 Gresham Street, London, EC2V 7NQ",04/06/13,05/10/15
Trustees Of Whiteleys Engineering,-183,-183,2013,"Former Cottage, Rishworth Business Complex, Rishworth, Sowerby Bridge       HX6 4EW","Attn Property Management A/C's, C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",12/07/10,06/30/16
