UID,Client,Pro Class,Contract Title,Route to Market,Agreement Type,Contract Start Date,Initial Contract Term (Months),Potential Maximum Duration of Contract (Months),Contract End Date,Ext. Applied to Contract,Maximum Extend Date,Review Date,Estimated Annual Value,Estimated Total Value,Supplier,Supplier Type,Registered Number,Postcode,Council Directorate
2279,Stockport Council,181810-Environmental Services : Technical Equipment : Laboratory,COMA - High voltage Transformers,RFQ,Contract,01/03/2016,48,48,28/02/2020,No,28/02/2020,01/10/2019,"œ2,929.20","œ11,716.80",SPEC,SME,GB759355684,WF20XW,Stockport- Services to Place
2282,Stockport Council,181900-Environmental Services : Testing & Inspection : ,Food Hygiene and Housing Inspections,Tender,Contract,01/04/2016,8,8,31/12/2016,No,31/12/2016,01/11/2016,"œ55,000.00","œ36,666.67",Osborne Richardson,SME,8083302,W1W 8BX,Environmental Health & Trading Standards
2293,Stockport Council,401102-Social Community Care Supplies & Services - Children : Disabled Children : Short Overnight Breaks,Respite Services for Children with Disabilities - Lot 1 ,OJEU,Framework Agreement,01/04/2016,24,36,31/03/2018,No,31/03/2018,31/10/2017,"œ500,000.00","œ1,500,000.00",EAM - 07910045   Birtenshaw - 02978546 Seashell - 4216714 Fairfield - 03607854 Together Trust - 0301722,VCSE,EAM - 07910045   Birtenshaw - 02978546 Seashell - 4216714 Fairfield - 03607854 Together Trust - 0301722,EAM - M31 4DJ              Together Trust - SK8 1JE Seahsell Trust SK8 6RQ,Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,OJEU,Framework Agreement,01/04/2016,24,36,31/03/2018,No,31/03/2018,31/10/2017,"œ500,000.00","œ1,500,000.00",Various (see below),Various (see below),Various (see below),Various (see below),Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,OJEU,Framework Agreement,05/04/2016,24,36,31/03/2018,No ,31/03/2019,31/10/2017,"œ500,000.00","œ1,500,000.00",Crossroads Fairfield ,Other,NI030717,M333HP,Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,OJEU,Framework Agreement,06/04/2016,24,36,31/03/2018,No ,31/03/2019,31/10/2017,"œ500,000.00","œ1,500,000.00",HG Care,SME,04626258,SK43GN,Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,OJEU,Framework Agreement,07/04/2016,24,36,31/03/2018,No ,31/03/2019,31/10/2017,"œ500,000.00","œ1,500,000.00",Rainbow Trust,VCSE,1070532,OL8 4QQ,Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,OJEU,Framework Agreement,08/04/2016,24,36,31/03/2018,No ,31/03/2019,31/10/2017,"œ500,000.00","œ1,500,000.00",Stockport CP ,VCSE,209782,SK8 1JE,Stockport- Services to People
2294,Stockport Council,401199-Social Community Care Supplies & Services - Children : Disabled Children : Not Elsewhere Classified,Respite Services for Children with Disabilities - Lot 2,OJEU,Framework Agreement,09/04/2016,24,36,31/03/2018,No ,31/03/2019,31/10/2017,"œ500,000.00","œ1,500,000.00",INDEPENDENT OPTIONS (NORTH WEST),SME,"Company: 02560910
Charity: 1022680
",SK75PE,Stockport- Services to People
2302,Stockport Council,271510-Information Communication Technology : Services : Application Service Provision,"Provision of a System for Public Safety and Protection, Planning, Building Control and Land Charges? (Divided into 2 Lots) Utilising the CCS Framework RM1059 Lot 3",Tender,Framework Agreement,01/04/2016,36,48,31/03/2019,No,31/03/2019,01/10/2018,"œ42,000.00","œ168,000.00",Idox,Other,2933889,RG7 4SA,Stockport- Corporate & Support Services
2303,Stockport Council,271510-Information Communication Technology : Services : Application Service Provision,Provision of a Management Information System for Stockport Continuing Education Service,Tender,Contract,01/04/2016,24,36,31/03/2018,No,31/03/2018,01/10/2017,"œ16,100.00","œ48,300.00",West March Systems Ltd,SME,6245182,CA1 2SQ,Stockport- Corporate & Support Services
2304,Stockport Council,271510-Information Communication Technology : Services : Application Service Provision,Provision of an Education Management Information and Case Management System ,OJEU,Contract,01/04/2016,60,108,31/03/2021,No,31/03/2021,01/10/2020,"œ108,996.05","œ980,964.45",Tribal Education Limited,Other,04163300,BS2 0HQ,Stockport- Corporate & Support Services
2305,Stockport Council,271400-Information Communication Technology : Office & Reprographics Equipment : ,Pecos Support & Maintenance,Exemption,Contract,01/12/2015,12,12,01/01/2017,No,31/12/2017,01/07/2017,"œ65,000.00","œ65,000.00",Elcom Systems Ltd,Other,2838561,N1C 4AX,Stockport- Corporate & Support Services
2319,Stockport Council,271440-Information Communication Technology : Software : ,Pecos Support & Maintenance,Exemption,Contract,01/12/2015,12,12,31/12/2016,No,31/12/2016,01/06/2016,"œ65,000.00","œ65,000.00",Elcom Systems Ltd,SME,2838561,N1C 4AX,Stockport- Corporate & Support Services
2329,Stockport Council,261100-Human Resources : Interpretation & Translation : ,British Sign Language,RFQ,Contract,03/10/2016,38,48,02/10/2019,No,02/10/2020,01/01/2019,"œ12,500.00","œ50,000.00",Various (see below),Various (see below),Various (see below),Various (see below),Stockport- Services to People
3007,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,Coroner?s case management system,Call Off (External),Framework Agreement,01/04/2016,36,36,31/03/2019,No,31/03/2019,01/10/2018,"œ5,200.00","œ15,600.00",Civica UK Ltd,Other,1628868,SW15 6AR,Stockport- Corporate & Support Services
3019,Stockport Council,261517-Information Communication Technology : Services : Consultancy,Digital by Design - Delivery ,Mini Competition (External),Contract,18/03/2016,6,6,03/01/2017,No,03/01/2017,03/01/2017,"œ1,800,000.00","œ1,800,000.00",ThoughtWorks Ltd ,Other,4091535,M1 4BD,Stockport- Corporate & Support Services
3020,Stockport Council,321115-Social Community Care Supplies & Services - Children : Community Based Services : Childcare Services,Young People's Youth Club ,RFQ,Contract,01/04/2016,12,24,31/03/2017,No,31/03/2018,30/09/2016,"œ8,000.00","œ16,000.00",Pure Innovations,Other,1111252,SK3 0RF,Stockport- Services to People
3021,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Occupational Health Service,Call Off (External),Contract,01/03/2016,48,48,29/02/2020,No,29/02/2020,01/03/2017,"œ100,000.00","œ400,000.00",Health Management Ltd,Other,4369949,BN8 5NN,Stockport- Corporate & Support Services
3022,Stockport Council,Animals : Dogs : ,Collection of stray dogs,OJEU,Framework Agreement,01/10/2015,36,48,30/09/2018,Yes,30/09/2019,30/09/2019,"œ17,000.00","œ51,000.00",Animal Wardens,SME,3078092,BL1 4RA,Stockport- Services to Place
3033,Stockport Council,SOCIAL CARE SERVICES : Adult,Supported Living Services for Contract 103.9 (Phase 7),Mini Competition (Internal),Contract,01/08/2016,36,48,31/07/2019,No,31/07/2020,01/12/2016,"œ355,887.62","œ1,423,550.48",Royal Mencap Society,VCSE,550457 comp no  222377 charity,EC1Y 0RT,Stockport- Services to People
3036,Stockport Council,331200-Sports & Playground Equipment & Maintenance : Sports Equipment Maintenance : ,Maintenance of Gymnasium / Sports Hall Equipment,OJEU,Contract,01/04/2014,36,48,31/03/2017,No,31/03/2018,01/12/2016,"œ3,891.00","œ15,564.00",Sportsafe UK Ltd,SME,3370067,C01 2TJ,Stockport- Services to Place
3038,Stockport Council,270000-Information Communication Technology :  ,Updated Audio Visual System to replace existing one at Stockport Town Hall,Exemption,Contract,21/03/2016,12,12,31/03/2017,No,31/03/2017,01/12/2016,"œ5,160.00","œ5,160.00",CDEC Ltd -  AV Reseller /  Integrator,SME,4102256,WA3 6PN,Stockport- Corporate & Support Services
3039,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,FEM Desktop upgrade from Professional edition to database edition; maintenance & support,Exemption,Contract,16/03/2016,12,12,31/03/2017,No,31/03/2017,01/01/2017,"œ6,900.00","œ6,900.00",Dotted Eyes,SME,4471760,B3 1TX,Stockport- Corporate & Support Services
3040,Stockport Council,271400-Information Communication Technology : Office & Reprographics Equipment : ,Plotter for Planning and Building,Exemption,Contract,22/02/2016,12,12,31/03/2017,No,31/03/2017,01/12/2016,"œ12,175.00","œ12,175.00",Canon UK,Other,1264300,RH2 8BF,Stockport- Corporate & Support Services
3041,Stockport Council,"391111-Works - Construction, Repair & Maintenance : Buildings : Repair & Maintenance",Emergency plaster repair work to the Ballroom at Stockport Town Hall,Exemption,Contract,11/04/2016,4,4,11/08/2016,No,11/08/2016,01/08/2016,"œ87,000.00","œ87,000.00",Plaster Restorations UK Ltd,SME,4844002,LS167TN,Stockport- Services to Place
3056,Stockport Council,131312-Cleaning & Janitorial : Washroom Sanitation Service : ,"Sanitary, Medical & Sharps Etc",Call Off (External),Contract,01/08/2016,32,32,31/03/2019,No,31/03/2019,01/01/2018,"œ79,670.00","œ212,453.33",PHS ,SME,00770813,CF83 1XH,Stockport- Corporate & Support Services
3059,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Physiotherapy services for Stockport Council ,Tender,Contract,01/08/2016,24,36,31/07/2018,No,31/07/2019,01/08/2017,"œ42,000.00","œ126,000.00",John Bowden / Physio.co.uk ,SME,Supplier does not have company number,M3 4DN,Stockport- Corporate & Support Services
3060,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Counselling Services to Stockport Council ,Tender,Contract,05/09/2016,24,36,04/09/2018,No,04/09/2019,01/08/2017,"œ47,000.00","œ141,000.00",Beacon Counselling,SME,5429473,SK7 1BA,Stockport- Corporate & Support Services
3110,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Independent Travel Training 2016 - Stockport,Tender,Contract,01/09/2016,24,36,31/08/2018,No,31/08/2019,01/08/2017,"œ130,000.00","œ390,000.00",Pure Innovations ,SME,5241249,SK3 0RF,Stockport- Services to People
3118,Stockport Council,"391310-Works - Construction, Repair & Maintenance : Open Spaces : Construction",South Park Skate Park ,Mini Competition (External),Contract,01/08/2016,2,2,30/09/2016,No,30/09/2016,01/09/2016,"œ40,000.00","œ40,000.00",Bendcrete Leisure Ltd.,SME,3220846,SK15 1ST,Stockport- Services to Place
3153,Stockport Council,321930-Social Community Care Supplies & Services - Adult : Respite : Community,Development of a Wellbeing Centre in Stockport,Tender,Contract,01/07/2016,24,36,30/06/2018,No,30/06/2019,30/06/2017,"œ45,000.00","œ135,000.00",Disability Stockport,VCSE,7063608,SK1 1EG ,Stockport- Services to People
3160,Stockport Council,271510-Information Communication Technology : Services : Application Service Provision,APP Licensing System Extension,Exemption,Contract,30/06/2016,6,18,30/06/2017,No,31/12/2017,01/03/2017,"œ14,666.66","œ21,999.99",Civica UK Ltd ,Other,01628868,SW15 6AR,Stockport- Services to Place
3169,Stockport Council,310000-Healthcare :  ,"Sexual and Reproductive Health Services for the boroughs of Stockport, Tameside & Trafford",Tender (OJEU),Contract,16/09/2016,30,54,31/03/2019,No,31/03/2021,01/05/2018,"œ1,652,313.00","œ7,435,408.50",Central Manchester University Hospitals NHS Foundation Trust,NHS,1049274,M13 9WL,Stockport- Corporate & Support Services
3179,Stockport Council,261520-Human Resources : Training & Conferences : Training,Training Seminar - Ashdown Education Ltd,Exemption,Contract,01/02/2016,12,12,31/03/2017,No,31/03/2017,31/03/2017,"œ9,750.00","œ9,750.00",Ashdown Education Ltd,Other,4367814,RH18  5DS,Stockport- Services to People
3181,Stockport Council,379999-Utilities : Not Elsewhere Classified : ,"Water, Waste Water, and Ancilliary Services",Local Services,Contract,01/04/1974,515,515,31/03/2017,No,31/03/2017,01/08/2016,"œ1,973,000.00","œ84,674,583.33",United Utilities,Other,06559020,WA5 3LP,Stockport- Corporate & Support Services
3188,Stockport Council,271420-Information Communication Technology : Services : Online Services,Governors Hub,RFQ,Contract,01/04/2016,12,12,31/03/2017,No,31/03/2017,01/12/2016,"œ12,372.00","œ12,372.00",Ortoo Technologies,SME,8142817,NR28 ODX,Stockport- Services to People
3192,Stockport Council,379999-Utilities : Not Elsewhere Classified : ,Demand Side Response Schemes,Mini Competition (External),Concession,01/11/2016,36,36,31/10/2019,No,31/10/2019,31/10/2018,Income,Income,KiWi Power Limited,Other,07104653 ,N3 1XW ,Stockport- Services to Place
3202,Stockport Council,321100-Social Community Care Supplies & Services - Children :  ,Health Visiting and Family Nurse Partnership Services for the Borough of Stockport,Exemption,Contract,01/04/2016,12,12,31/03/2017,No,31/03/2017,01/10/2016,"œ5,842,000.00","œ5,842,000.00",Stockport NHS Foundation Trust ,NHS,n/a,SK2 5HR,Stockport- Corporate & Support Services
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",Tender (OJEU),Contract,02/08/2015,24,48,01/08/2017,No,31/07/2019,01/12/2016,"œ21,198.62","œ84,794.48",Various (see below),Various (see below),Various (see below),Various (see below),Stockport- Corporate & Support Services
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",Tender (OJEU),Contract,01/08/2015,2,48,31/07/2017,No,31/07/2019,01/12/2016,"œ21,198.62","œ84,794.48",Arco Ltd,Other,00133804,HU1 2SJ,Stockport- Corporate & Support Services
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",Tender (OJEU),Contract,01/08/2015,2,48,31/07/2017,No,31/07/2019,01/12/2016,"œ21,198.62","œ84,794.48",Rexel UK Ltd T/A Newey & Eyre ,SME,00216596,LS26 0DU,Stockport- Corporate & Support Services
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",Tender (OJEU),Contract,01/08/2015,2,48,31/07/2017,No,31/07/2019,01/12/2016,"œ21,198.62","œ84,794.48",MWUK Ltd t/a Alexandra,SME,02411540,BS35 2NT,Stockport- Corporate & Support Services
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",Tender (OJEU),Contract,01/08/2015,2,48,31/07/2017,No,31/07/2019,01/12/2016,"œ21,198.62","œ84,794.48",Lion Safety,SME,SC498428,BS35 2NT,Stockport- Corporate & Support Services
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",Tender (OJEU),Contract,01/08/2015,2,48,31/07/2017,No,31/07/2019,01/12/2016,"œ21,198.62","œ84,794.48",J & K Ross,SME,01246794, FK3 9XB,Stockport- Corporate & Support Services
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",Tender (OJEU),Contract,01/08/2015,2,48,31/07/2017,No,31/07/2019,01/12/2016,"œ21,198.62","œ84,794.48",Ioma Clothing Company,Other, 00505191,L24 9WF,Stockport- Corporate & Support Services
3223,Stockport Council,141100-Clothing : Protective : ,"Personal Protective Equipment, Footwear, Corporate Clothing & Equipment Framework Contract",Tender (OJEU),Contract,01/08/2015,2,48,31/07/2017,No,31/07/2019,01/12/2016,"œ21,198.62","œ84,794.48",SBA Ltd,SME,00381000,LE2 7SQ ,Stockport- Corporate & Support Services
3231,Stockport Council,199999-Facilities & Management Services : Not Elsewhere Classified : ,Antiques,Exemption,Contract,20/06/2016,1,12,20/06/2017,No,20/06/2017,01/05/2017,"œ10,000.00","œ10,000.00",Imperial Antiques,Other,4718076,SK2 7NR,Stockport- Services to Place
3238,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,The Chest,Call Off (External),contract,01/08/2016,48,96,31/07/2020,No,31/07/2020,01/08/2019,"œ2,140.00","œ17,120.00",Due-North - Proactis,SME,04499220,NE23 1LZ,Stockport- Corporate & Support Services
3258,Stockport Council,151000-Consultancy : Business : ,Creative Partner,Tender,Contract,30/08/2016,5,5,16/01/2017,No,16/01/2017,30/11/2016,"œ10,000.00","œ10,000.00",Creative Concern,Other,4582786,M1 2EJ,Stockport- Services to People
3290,Stockport Council,209999-Financial Services : Not Elsewhere Classified : ,Treasury Management Services ,Call Off (External),Contract,01/10/2016,18,30,31/03/2018,No,31/03/2019,01/11/2017,"œ11,891.67","œ29,729.18",Capita Asset Services,SME,2081330,EC3A 7NH,Stockport- Corporate & Support Services
3296,Stockport Council,269999-Human Resources : Not Elsewhere Classified : ,Home Electronics Salary Sacrifice Scheme ,Call Off (External),Contract,01/10/2016,48,48,30/09/2020,No,30/09/2020,01/04/2017,"œ350,000.00","œ1,400,000.00",Northumbria Healthcare NHS Foundation Trust,NHS,Supplier does not have company number,NE27 0QJ,Stockport- Corporate & Support Services
3314,Stockport Council,271200-Information Communication Technology : Hardware : ,Provision of the Councils laptop requirements,Mini Competition (External),Contract,01/07/2016,24,48,30/06/2018,No,30/06/2020,01/01/2018,"œ30,000.00","œ120,000.00",XMA Ltd,Other,2051703,NG11 7EP,Stockport- Corporate & Support Services
3316,Stockport Council,261600-Human Resources : Travel & Subsistence : ,Travel Rail Scheme ,Exemption,Contract,10/08/2016,48,48,09/08/2020,No,09/08/2020,01/02/2017,"œ158,000.00","œ632,000.00",Northern Rail,Other,04619954,YO1 6HZ,Stockport- Corporate & Support Services
3317,Stockport Council,261600-Human Resources : Travel & Subsistence : ,Travel Bus Scheme ,Exemption,Contract,10/08/2016,48,48,09/08/2020,No,09/08/2020,01/02/2017,"œ316,800.00","œ1,267,200.00",Stagecoach,Other,03092390,M12 6JS,Stockport- Corporate & Support Services
3321,Stockport Council,201800-Financial Services : Insurance : ,Merseyway Shopping Centre Insurance,Exemption,Contract,19/07/2016,8,8,21/04/2017,No,21/04/2017,01/01/2017,"œ122,035.58","œ122,035.58",AXA Insurance UK,Other,78950,EC2N 1AD,Stockport- Corporate & Support Services
3336,Stockport Council,271440-Information Communication Technology : Software : ,ebulk solution: Hosted Electronic Solution for the Administration of Disclosure and Barring Service,Call Off (External),Contract,27/06/2014,24,48,26/06/2017,Yes,26/06/2018,01/01/2017,"œ30,000.00","œ120,000.00",Complete Background Screening Ltd,Other,05435348,CF37 3DY,Stockport- Corporate & Support Services
3359,Stockport Council,191200-Facilities & Management Services : Document Archiving & Storage : ,Document Scanning,RFQ,Contract,01/09/2016,6,6,28/02/2017,No,28/02/2017,28/02/2017,"œ23,387.00","œ23,387.00",Civica UK Ltd ,SME,1628868,WR10 1PT,Stockport- Corporate & Support Services
3377,Stockport Council,321014-Social Community Care Supplies & Services - Adult : Domiciliary Care : ,Blue Badge,Tender,Contract,01/01/2012,48,48,31/12/2016,No,31/12/2018,31/12/2017,"œ27,000.00","œ108,000.00",Northgate Public Services (UK) Ltd,Other,968498,HP2 4NN,Stockport- Corporate & Support Services
3390,Stockport Council,321014-Social Community Care Supplies & Services - Adult : Domiciliary Care : ,Independent Mobility Assessments to determine eligibility for Blue Badges,RFQ,Contract,01/12/2016,12,12,30/11/2017,No,30/11/2017,01/06/2017,"œ49,000.00","œ49,000.00",Able 2 Occupational Therapy Services,SME,6684049,WV15 5BA,Stockport- Services to People
3397,Stockport Council,191100-Facilities & Management Services : Design & Photography : ,12 x bespoke images for use on banners and in promotional campaigns related to Stopfordia exhibition,Exemption,Contract,15/09/2016,120,120,14/09/2026,No,14/09/2026,01/04/2021,"œ10,000.00","œ10,000.00",Eamonn Murphy,Sole Trader,Supplier does not have company number,SK,Stockport- Corporate & Support Services
3400,Stockport Council,371000-Utilities : Electricity : ,Electricity Contract (Non-Half Hourly Metered),Call Off (External),Contract,08/09/2016,36,36,08/09/2019,No,08/09/2019,08/09/2018,"œ816,000.00","œ2,448,000.00",Total Gas and Power,Other,2172239,E14 5BF,Stockport- Corporate & Support Services
3401,Stockport Council,371000-Utilities : Electricity : ,Electricity Contract (Half Hourly Metered),Call Off (External),Contract,08/09/2016,36,36,08/09/2019,No,08/09/2019,08/09/2018,"œ1,362,000.00","œ4,086,000.00",Npower,Other,03653277,SN5 6PB,Stockport- Corporate & Support Services
3402,Stockport Council,371100-Utilities : Gas : ,Gas,Call Off (External),Contract,06/09/2016,36,36,08/09/2019,No,08/09/2019,08/09/2018,"œ890,000.00","œ2,670,000.00",Gazprom,Other,3904624,NW1 3BF,Stockport- Corporate & Support Services
3421,Stockport Council,129999-Cemetery & Crematorium : Not Elsewhere Classified : ,Mortuary & Pathology Services (6 Month SLA),Exemption,Contract,01/10/2016,6,6,31/03/2017,No,31/03/2017,01/01/2017,"œ115,333.00","œ115,333.00",Tameside Hospital NHS Foundation Trust ,NHS,Trust - Not Required,OL6 9RW,Stockport- Services to People
3422,Stockport Council,129999-Cemetery & Crematorium : Not Elsewhere Classified : ,Mortuary & Pathology Services (6 Month SLA),Exemption,Contract,01/10/2016,6,6,31/03/2017,No,31/03/2017,01/01/2017,"œ115,333.00","œ115,333.00",Pennine Acute Hospitals Trust NHS Trust ,NHS,Trust - Not Required,M8 5RB,Stockport- Services to People
3423,Stockport Council,129999-Cemetery & Crematorium : Not Elsewhere Classified : ,Mortuary & Pathology Services (6 Month SLA),Exemption,Contract,01/10/2016,6,6,31/03/2017,No,31/03/2017,01/01/2017,"œ115,333.00","œ115,333.00",Stockport NHS Foundation Trust ,NHS,Trust - Not Required,SK2 7JE,Stockport- Services to People
3436,Stockport Council,271200-Information Communication Technology : Hardware : ,AGMA: Audio Visual and Presentation Equipment ,Call Off (External),Framework Agreement,01/08/2013,36,48,31/07/2017,No,31/07/2017,01/08/2016,"œ13,395.00","œ53,580.00",Various (see below),Various (see below),Various (see below),Various (see below),Stockport- Corporate & Support Services
3436,Stockport Council,271200-Information Communication Technology : Hardware : ,AGMA: Audio Visual and Presentation Equipment ,Call Off (External),Framework Agreement,01/08/2013,36,48,31/07/2017,Yes,31/07/2017,01/08/2016,œ865.00,"œ3,460.00",Millennium Business Systems,SME,0372213,RG12 1RP,Stockport- Corporate & Support Services
3436,Stockport Council,271200-Information Communication Technology : Hardware : ,AGMA: Audio Visual and Presentation Equipment ,Call Off (External),Framework Agreement,01/08/2013,36,48,31/07/2017,Yes,31/07/2017,01/08/2016,œ900.00,"œ3,600.00",Over Audio,SME,GBML1330047,L20 8AL,Stockport- Corporate & Support Services
3436,Stockport Council,271200-Information Communication Technology : Hardware : ,AGMA: Audio Visual and Presentation Equipment ,Call Off (External),Framework Agreement,01/08/2013,36,48,31/07/2017,Yes,31/07/2017,01/08/2016,"œ11,630.00","œ46,520.00",GV Multi Media,SME,04141235,TW3 2EB,Stockport- Corporate & Support Services
3444,Stockport Council,151515-Healthcare : Public Health : Not Elsewhere Classified,Public Health-care Establishment Management Contract - Pharmacy Methadone Supervised Consumption,Local Services,Contract,01/10/2015,60,84,30/09/2020,No,30/09/2022,06/01/2020,"œ1,125,000.00","œ7,875,000.00",Pennine Care NHS Foundation Trust,NHS,4334393,OL6 7SR,Stockport- Services to People
3450,Stockport Council,182011-Environmental Services : Waste Management : Consumables (was Equipment),Supply of Wheeled Bins,Exemption,Framework Agreement,30/09/2016,2,2,08/12/2016,No,08/12/2016,05/12/2016,"œ214,000.00","œ35,666.67",ESE World Ltd,Other,2327763,LE67 1GH,Stockport- Services to Place
3457,Stockport Council,171113-Education : Library Books : ,Supply & Servicing of materials to Public Library Authorities Lot 7,Call Off (Internal),Contract,01/04/2013,36,48,31/03/2017,Yes,31/03/2017,01/10/2016,"œ7,500.00","œ30,000.00",Dandy Booksellers,SME,4846829,NW6 7UP,Stockport- Corporate & Support Services
3493,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,Paris - Electronoc income system,Exemption,Contract,15/10/2016,36,36,14/10/2019,No,14/10/2019,01/04/2019,"œ13,018.00","œ39,054.00",Northgate Public Services (UK) Ltd,Other,968498,HP2 4NN,Stockport- Corporate & Support Services
3494,Stockport Council,271300-Information Communication Technology : Services : Maintenance & Support,ITSM Case Management System,Exemption,Contract,01/10/2016,36,36,30/09/2019,No,30/09/2019,01/04/2019,"œ16,235.00","œ48,705.00",Freshservice,Other,09338697,W1F 9PP,Stockport- Corporate & Support Services
3505,Stockport Council,171113-Education : Library Books : ,"Supply & Servicing of materials to Public Library Authorities Lots 1, 2, 4, 5,  6",Call Off (External),Contract,01/06/2015,36,48,31/05/2018,No,31/05/2019,01/10/2017,"œ241,039.00","œ964,156.00",Askews and Holts ,SME,2745298,PR1 1SY,Stockport- Corporate & Support Services
3513,Stockport Council,"391310-Works - Construction, Repair & Maintenance : Open Spaces : Construction",Play Area Improvements in Stockport (Major Projects) ,RFQ,Contract,01/12/2016,4,4,31/03/2017,No,31/03/2017,01/01/2017,159.469.80,159.469.81,Groundwork and Leisure Services Ltd ,SME,929400034,LL13 0LY,Environment Transport & Operations
3514,Stockport Council,"391310-Works - Construction, Repair & Maintenance : Open Spaces : Construction",Lumb Lane Play Improvement Project,RFQ,Contract,13/12/2016,5,5,31/03/2017,,31/03/2017,01/02/2017,"œ44,190.30","œ44,190.30",Groundwork and Leisure Services Ltd ,SME,929400034,LL13 0LY,Environment Transport & Operations
3524,Stockport Council,171113-Education : Library Books : ,Supply & Servicing of materials to Public Library Authorities Lots 3,Call Off (External),Contract,01/06/2015,36,48,31/05/2018,No,31/05/2019,01/10/2017,"œ105,809.53","œ423,238.12",Peters Bookselling Service,SME,2452340,B5 6RJ,Stockport- Corporate & Support Services
3527,Stockport Council,271440-Information Communication Technology : Software : ,Collection HQ,RFQ,Contract,01/04/2014,36,36,31/03/2017,No,31/03/2017,01/09/2016,"œ8,749.00","œ26,247.00",Bridgeall Libraries Ltd,SME,SC297736,G52 4RU,Stockport- Corporate & Support Services
3556,Stockport Council,Horticultural : Seeds & Plants : ,St Petersgate tree planting Scheme,Exemption,Contract,01/12/2016,3,3,01/02/2017,No,01/02/2017,20/01/2017,"œ29,752.09","œ29,752.09",City of trees,SME,3598556,M502GL,Stockport- Services to Place
3557,Stockport Council,"391100-Works - Construction, Repair & Maintenance : Buildings : ",Castle hill School snagging works,Exemption,Contract,01/12/2016,2,2,30/01/2017,No,30/01/2017,01/01/2017,"œ125,000.00","œ125,000.00",J Greenwood Ltd,SME,1844711,NG72SZ,Stockport- Corporate & Support Services
3573,Stockport Council,152200-Consultancy : Technical & Feasibility : ,Development Support in a Whole Systems Approach to reduce levels of obesity in Stockport,Exemption,Contract,01/12/2016,4,4,31/03/2017,No,31/03/2017,31/03/2017,"œ10,000.00","œ10,000.00",Foodsync,Other,102590509,SK4 4LY,Stockport- Services to Place
3580,Stockport Council,151515-Healthcare : Public Health : Not Elsewhere Classified,Provision of CAMHS Services,Exemption,Contract,01/04/2016,12,12,31/03/2017,No,31/03/2017,09/01/2017,"œ362,900.00","œ362,900.00",Pennine Care NHS Foundation Trust,NHS,8436885,SK2 6RA,Stockport- Corporate & Support Services
