Election year,Area Code,Constituency,Candidate name,Party,Description,Candidate Votes,Candidate rank,Percentage of vote,Total constituency votes,Winning party,Majority,Electorate,%Turnout
2005,233,Islington South and Finsbury,A.J.E. Gardner,MRLP,Monster Raving Loony Party,189,6,0.6,,,,,
2005,233,Islington South and Finsbury,C. Gidden,IND,Independent,31,7,0.1,,,,,
2005,236,Kensington and Chelsea,Rt. Hon. M.L. Rifkind,Cons,Conservative,18144,1,57.9,31336,Cons,12418,62676,50.0
2005,236,Kensington and Chelsea,Mrs. J. Kingsley,LibDem,Liberal Democrat,5726,2,18.3,,,,,
2005,236,Kensington and Chelsea,Miss C.H. Atkinson,Lab,Labour,5521,3,17.6,,,,,
2005,236,Kensington and Chelsea,Miss J.C. Stephenson,Green,Green Party,1342,4,4.3,,,,,
2005,236,Kensington and Chelsea,Miss M.J. Eiloart,UKIP,UK Independence Party,395,5,1.3,,,,,
2005,236,Kensington and Chelsea,A.J.S. Bovill,IND,Independent,107,6,0.3,,,,,
2005,236,Kensington and Chelsea,E.S. Adams,AGS,Alliance for Green Socialism,101,7,0.3,,,,,
2005,238,Kingston and Surbiton,E.J. Davey,LibDem,Liberal Democrat,25397,1,51.0,49750,LibDem,8966,72658,68.5
2005,238,Kingston and Surbiton,K.J. Davis,Cons,Conservative,16431,2,33.0,,,,,
2005,238,Kingston and Surbiton,N.J. Parrott,Lab,Labour,6553,3,13.2,,,,,
2005,238,Kingston and Surbiton,B. Thornton,UKIP,UK Independence Party,657,4,1.3,,,,,
2005,238,Kingston and Surbiton,J.D. Hayball,S Lab,Socialist Labour Party,366,5,0.7,,,,,
2005,238,Kingston and Surbiton,D.C. Henson,VP,Veritas Party,200,6,0.4,,,,,
2005,238,Kingston and Surbiton,R.G. Weiss,IND,Vote For Yourself Rainbow Dream Ticket,146,7,0.3,,,,,
2005,258,Lewisham East,Mrs. B.T. Prentice,Lab,Labour,14263,1,45.8,31127,Lab,6751,55269,56.3
2005,258,Lewisham East,J.S. Cleverly,Cons,Conservative,7512,2,24.1,,,,,
2005,258,Lewisham East,R. Thomas,LibDem,Liberal Democrat,6787,3,21.8,,,,,
2005,258,Lewisham East,Miss A.L. Baker,Green,Green Party,1243,4,4.0,,,,,
2005,258,Lewisham East,A.E. Tarling,UKIP,UK Independence Party,697,5,2.2,,,,,
2005,258,Lewisham East,B.F. Franklin,NF,National Front,625,6,2.0,,,,,
2005,259,Lewisham West,J.P. Dowd,Lab,Labour,16611,1,52.0,31923,Lab,9932,57967,55.1
2005,259,Lewisham West,A.D. Feakes,LibDem,Liberal Democrat,6679,2,20.9,,,,,
2005,259,Lewisham West,Mrs. E. McAnuff,Cons,Conservative,6396,3,20.0,,,,,
2005,259,Lewisham West,N.R. Long,Green,Green Party,1464,4,4.6,,,,,
2005,259,Lewisham West,J.G. Winton,UKIP,UK Independence Party,773,5,2.4,,,,,
2005,257,"Lewisham, Deptford",Mrs. J.M. Ruddock,Lab,Labour,16902,1,55.6,30393,Lab,11811,58390,52.1
2005,257,"Lewisham, Deptford",C. Blango,LibDem,Liberal Democrat,5091,2,16.8,,,,,
2005,257,"Lewisham, Deptford",J.R. Cartlidge,Cons,Conservative,3773,3,12.4,,,,,
2005,257,"Lewisham, Deptford",D.P. Johnson,Green,Green Party,3367,4,11.1,,,,,
2005,257,"Lewisham, Deptford",I.G. Page,SP,Socialist Party,742,5,2.4,,,,,
2005,257,"Lewisham, Deptford",D.R. Holland,UKIP,UK Independence Party,518,6,1.7,,,,,
2005,260,Leyton and Wanstead,H.M. Cohen,Lab,Labour,15234,1,45.8,33272,Lab,6857,60444,55.0
2005,260,Leyton and Wanstead,Mrs. M. Khan,LibDem,Liberal Democrat,8377,2,25.2,,,,,
2005,260,Leyton and Wanstead,J.A.S. Foster,Cons,Conservative,7393,3,22.2,,,,,
2005,260,Leyton and Wanstead,A. Gunstock,Green,Green Party,1522,4,4.6,,,,,
2005,260,Leyton and Wanstead,N.W. Jones,UKIP,UK Independence Party,591,5,1.8,,,,,
2005,260,Leyton and Wanstead,M.T. Robertson,IND,Independent,155,6,0.5,,,,,
2005,293,Mitcham and Morden,Miss S.A. McDonagh,Lab,Labour,22489,1,56.4,39868,Lab,12560,65148,61.2
2005,293,Mitcham and Morden,D.A. Shellhorn,Cons,Conservative,9929,2,24.9,,,,,
2005,293,Mitcham and Morden,Mrs. J.A.E. Christie-Smith,LibDem,Liberal Democrat,5583,3,14.0,,,,,
2005,293,Mitcham and Morden,T.J. Walsh,Green,Green Party,1395,4,3.5,,,,,
2005,293,Mitcham and Morden,A.K.J. Roberts,VP,Veritas Party,286,5,0.7,,,,,
2005,293,Mitcham and Morden,Mrs. R. Alagaratnam,IND,Independent,186,6,0.5,,,,,
2005,319,North Southwark and Bermondsey,S.H.W. Hughes,LibDem,Liberal Democrat,17874,1,47.1,37959,LibDem,5406,76931,49.3
2005,319,North Southwark and Bermondsey,Miss K. McNeill,Lab,Labour,12468,2,32.8,,,,,
2005,319,North Southwark and Bermondsey,D. Branch,Cons,Conservative,4752,3,12.5,,,,,
2005,319,North Southwark and Bermondsey,S.S. Poorun,Green,Green Party,1137,4,3.0,,,,,
2005,319,North Southwark and Bermondsey,Mrs. L.N. Robson,UKIP,UK Independence Party,791,5,2.1,,,,,
2005,319,North Southwark and Bermondsey,P. Winnett,NF,National Front,704,6,1.9,,,,,
2005,319,North Southwark and Bermondsey,Mrs. S.C. Lawanson,CPA,Christian Peoples Alliance,233,7,0.6,,,,,
2005,339,Old Bexley and Sidcup,D.L. Conway,Cons,Conservative,22191,1,49.8,44572,Cons,9920,68226,65.3
2005,339,Old Bexley and Sidcup,G.F. Moore,Lab,Labour,12271,2,27.5,,,,,
2005,339,Old Bexley and Sidcup,N. O’Hare,LibDem,Liberal Democrat,6564,3,14.7,,,,,
2005,339,Old Bexley and Sidcup,M.J. Barnbrook,UKIP,UK Independence Party,2015,4,4.5,,,,,
2005,339,Old Bexley and Sidcup,Miss C. Sayers,BNP,British National Party,1227,5,2.8,,,,,
2005,339,Old Bexley and Sidcup,G.J. Peters,IND,Independent,304,6,0.7,,,,,
2005,342,Orpington,J.R. Horam,Cons,Conservative,26718,1,48.8,54734,Cons,4947,78240,70.0
2005,342,Orpington,C.S. Maines,LibDem,Liberal Democrat,21771,2,39.8,,,,,
2005,342,Orpington,Miss E.C. Bird,Lab,Labour,4914,3,9.0,,,,,
2005,342,Orpington,J.M. Greenhough,UKIP,UK Independence Party,1331,4,2.4,,,,,
2005,352,Poplar and Canning Town,J. Fitzpatrick,Lab,Labour,15628,1,40.1,39010,Lab,7129,85136,45.8
2005,352,Poplar and Canning Town,T.J. Archer,Cons,Conservative,8499,2,21.8,,,,,
2005,352,Poplar and Canning Town,O. Rahman,Res,Respect – The Unity Coalition,6573,3,16.8,,,,,
2005,352,Poplar and Canning Town,Mrs. J.I. Ludlow,LibDem,Liberal Democrat,5420,4,13.9,,,,,
2005,352,Poplar and Canning Town,T. McGrenera,Green,Green Party,955,5,2.4,,,,,
2005,352,Poplar and Canning Town,M.A. Hoque,IND,Independent,815,6,2.1,,,,,
2005,352,Poplar and Canning Town,T. Smith,VP,Veritas Party,650,7,1.7,,,,,
2005,352,Poplar and Canning Town,S.A. Ademolake,CPA,Christian Peoples Alliance,470,8,1.2,,,,,
2005,357,Putney,Miss J. Greening,Cons,Conservative,15497,1,42.4,36574,Cons,1766,61499,59.5
2005,357,Putney,A.J. Colman,Lab,Labour,13731,2,37.5,,,,,
2005,357,Putney,J.N. Ambache,LibDem,Liberal Democrat,5965,3,16.3,,,,,
2005,357,Putney,K.O. Magnum,Green,Green Party,993,4,2.7,,,,,
2005,357,Putney,A.J. Gahan,UKIP,UK Independence Party,388,5,1.1,,,,,
2005,363,Regent's Park and Kensington North,Miss K.P. Buck,Lab,Labour,18196,1,44.7,40680,Lab,6131,75886,53.6
2005,363,Regent's Park and Kensington North,J.S. Bradshaw,Cons,Conservative,12065,2,29.7,,,,,
2005,363,Regent's Park and Kensington North,R. Martins,LibDem,Liberal Democrat,7569,3,18.6,,,,,
2005,363,Regent's Park and Kensington North,P.A. Miller,Green,Green Party,1985,4,4.9,,,,,
2005,363,Regent's Park and Kensington North,Miss P.M. Perrin,UKIP,UK Independence Party,456,5,1.1,,,,,
2005,363,Regent's Park and Kensington North,R. Boufas,IND,Independent,227,6,0.6,,,,,
2005,363,Regent's Park and Kensington North,A.J.D. Dharamsi,IND,Independent,182,7,0.4,,,,,
2005,367,Richmond Park,Mrs. S.V. Kramer,LibDem,Liberal Democrat,24011,1,46.7,51374,LibDem,3731,69992,73.4
2005,367,Richmond Park,M. Forgione,Cons,Conservative,20280,2,39.5,,,,,
2005,367,Richmond Park,J. Butler,Lab,Labour,4768,3,9.3,,,,,
2005,367,Richmond Park,J.R. Page,Green,Green Party,1379,4,2.7,,,,,
2005,367,Richmond Park,P.J. Dul,UKIP,UK Independence Party,458,5,0.9,,,,,
2005,367,Richmond Park,P.J. Flower,CPA,Christian Peoples Alliance,288,6,0.6,,,,,
2005,367,Richmond Park,Mrs. M.J. Harrison,IND,Independent,83,7,0.2,,,,,
2005,367,Richmond Park,R.G. Weiss,IND,Vote For Yourself Rainbow Dream Ticket,63,8,0.1,,,,,
2005,367,Richmond Park,R. Meacock,IND,Independent,44,9,0.1,,,,,
2005,370,Romford,A.R. Rosindell,Cons,Conservative,21560,1,59.1,36482,Cons,11589,58540,62.3
2005,370,Romford,Mrs. M. Mullane,Lab,Labour,9971,2,27.3,,,,,
2005,370,Romford,G.M. Seeff,LibDem,Liberal Democrat,3066,3,8.4,,,,,
2005,370,Romford,J. McCaffrey,BNP,British National Party,1088,4,3.0,,,,,
2005,370,Romford,T.P. Murray,UKIP,UK Independence Party,797,5,2.2,,,,,
2005,376,Ruislip-Northwood,Hon. N.R. Hurd,Cons,Conservative,18939,1,47.7,39670,Cons,8910,60718,65.3
2005,376,Ruislip-Northwood,M.F. Cox,LibDem,Liberal Democrat,10029,2,25.3,,,,,
2005,376,Ruislip-Northwood,A.D. Riley,Lab,Labour,8323,3,21.0,,,,,
2005,376,Ruislip-Northwood,G.J. Lee,Green,Green Party,892,4,2.2,,,,,
2005,376,Ruislip-Northwood,I. Edward,NF,National Front,841,5,2.1,,,,,
2005,376,Ruislip-Northwood,R.B.S. Courtenay,UKIP,UK Independence Party,646,6,1.6,,,,,
2005,444,Streatham,Rt. Hon. T.K. Hill,Lab,Labour,18950,1,46.6,40625,Lab,7456,79193,51.3
2005,444,Streatham,D. Sanders,LibDem,Liberal Democrat,11494,2,28.3,,,,,
2005,444,Streatham,J.R. Sproule,Cons,Conservative,7238,3,17.8,,,,,
2005,444,Streatham,W.S.B. Collins,Green,Green Party,2245,4,5.5,,,,,
2005,444,Streatham,T. Gittings,UKIP,UK Independence Party,396,5,1.0,,,,,
2005,444,Streatham,W. Colvill,WRP,Workers' Revolutionary Party,127,6,0.3,,,,,
2005,444,Streatham,Mrs. P.J. Stone,RA,Residents Association,100,7,0.2,,,,,
2005,444,Streatham,R.J. West,IND Lab,Independent Labour,40,8,0.1,,,,,
2005,444,Streatham,Miss S.B. Acheng,IND,Independent,35,9,0.1,,,,,
2005,451,Sutton and Cheam,P.K. Burstow,LibDem,Liberal Democrat,19768,1,47.1,41932,LibDem,2846,62885,66.7
2005,451,Sutton and Cheam,R.J. Willis,Cons,Conservative,16922,2,40.4,,,,,
2005,451,Sutton and Cheam,A. Shukla,Lab,Labour,4954,3,11.8,,,,,
2005,451,Sutton and Cheam,R.G. Weiss,IND,Vote For Yourself Rainbow Dream Ticket,288,4,0.7,,,,,
2005,463,Tooting,S.A. Khan,Lab,Labour,17914,1,43.1,41568,Lab,5381,70510,59.0
2005,463,Tooting,Hon. J.N. Bethell,Cons,Conservative,12533,2,30.2,,,,,
2005,463,Tooting,Mrs. S.M. Dearden,LibDem,Liberal Democrat,8110,3,19.5,,,,,
2005,463,Tooting,Mrs. S.M. Vitelli,Green,Green Party,1695,4,4.1,,,,,
2005,463,Tooting,A.J. Zaidi,Res,Respect – The Unity Coalition,700,5,1.7,,,,,
2005,463,Tooting,S.D. McDonald,UKIP,UK Independence Party,424,6,1.0,,,,,
2005,463,Tooting,I.K. Perkin,IND,Independent,192,7,0.5,,,,,
2005,467,Tottenham,D.L. Lammy,Lab,Labour,18343,1,57.9,31664,Lab,13034,66238,47.8
2005,467,Tottenham,W. Hoban,LibDem,Liberal Democrat,5309,2,16.8,,,,,
2005,467,Tottenham,W.F. MacDougall,Cons,Conservative,4278,3,13.5,,,,,
2005,467,Tottenham,Miss J. Alder,Res,Respect – The Unity Coalition,2014,4,6.4,,,,,
2005,467,Tottenham,P.H. McAskie,Green,Green Party,1457,5,4.6,,,,,
2005,467,Tottenham,J. Durrani,S Lab,Socialist Labour Party,263,6,0.8,,,,,
2005,470,Twickenham,J.V. Cable,LibDem,Liberal Democrat,26696,1,51.6,51687,LibDem,9965,71444,72.3
2005,470,Twickenham,P.C. Maynard,Cons,Conservative,16731,2,32.4,,,,,
2005,470,Twickenham,B. Whitington,Lab,Labour,5868,3,11.4,,,,,
2005,470,Twickenham,H.B.L. Gower,Green,Green Party,1445,4,2.8,,,,,
2005,470,Twickenham,D. Orchard,UKIP,UK Independence Party,766,5,1.5,,,,,
2005,470,Twickenham,B.P. Gilbert,IND,Independent,117,6,0.2,,,,,
2005,470,Twickenham,R.G. Weiss,IND,Vote For Yourself Rainbow Dream Ticket,64,7,0.1,,,,,
2005,473,Upminster,Mrs. A.E. Watkinson,Cons,Conservative,16820,1,48.5,34676,Cons,6042,55042,63.0
2005,473,Upminster,K.E. Darvill,Lab,Labour,10778,2,31.1,,,,,
2005,473,Upminster,P.J. Truesdale,LibDem,Liberal Democrat,3128,3,9.0,,,,,
2005,473,Upminster,R.F.C. Ower,RA,Residents Association,1455,4,4.2,,,,,
2005,473,Upminster,C. Roberts,BNP,British National Party,1173,5,3.4,,,,,
2005,473,Upminster,A.G. Hindle,UKIP,UK Independence Party,701,6,2.0,,,,,
2005,473,Upminster,Mrs. M.J. Collins,Green,Green Party,543,7,1.6,,,,,
2005,473,Upminster,D.W. Durant,TW,Third Way,78,8,0.2,,,,,
2005,474,Uxbridge,A.J. Randall,Cons,Conservative,16840,1,49.0,34378,Cons,6171,57842,59.4
2005,474,Uxbridge,R.P. Dubrow-Marshall,Lab,Labour,10669,2,31.0,,,,,
2005,474,Uxbridge,Dr. T. Mahmood,LibDem,Liberal Democrat,4544,3,13.2,,,,,
2005,474,Uxbridge,C.J. Le May,BNP,British National Party,763,4,2.2,,,,,
2005,474,Uxbridge,S. Young,Green,Green Party,725,5,2.1,,,,,
2005,474,Uxbridge,R.S. Kerby,UKIP,UK Independence Party,553,6,1.6,,,,,
2005,474,Uxbridge,P. Shaw,NF,National Front,284,7,0.8,,,,,
2005,476,Vauxhall,Miss C.L. Hoey,Lab,Labour,19744,1,52.9,37353,Lab,9977,79637,46.9
2005,476,Vauxhall,C.A. Anglin,LibDem,Liberal Democrat,9767,2,26.1,,,,,
2005,476,Vauxhall,E.G. Heckels,Cons,Conservative,5405,3,14.5,,,,,
2005,476,Vauxhall,T.J. Summers,Green,Green Party,1705,4,4.6,,,,,
2005,476,Vauxhall,R.A. McWhirter,UKIP,UK Independence Party,271,5,0.7,,,,,
2005,476,Vauxhall,D.P. Lambert,SPGB,Socialist Party of Great Britain,240,6,0.6,,,,,
2005,476,Vauxhall,J. Polenceus,ED,English Democrats Party,221,7,0.6,,,,,
2005,481,Walthamstow,N.F. Gerrard,Lab,Labour,17323,1,50.3,34444,Lab,7993,63079,54.6
2005,481,Walthamstow,F. Ahmed,LibDem,Liberal Democrat,9330,2,27.1,,,,,
2005,481,Walthamstow,Miss J.A. Wright,Cons,Conservative,6254,3,18.2,,,,,
2005,481,Walthamstow,R.J. Brock,UKIP,UK Independence Party,810,4,2.4,,,,,
2005,481,Walthamstow,Mrs. N. Taaffe,SP,Socialist Party,727,5,2.1,,,,,
2005,502,West Ham,Miss L.C. Brown,Lab,Labour,15840,1,51.2,30966,Lab,9801,61188,49.8
2005,502,West Ham,Miss L.A. German,Res,Respect – The Unity Coalition,6039,2,19.5,,,,,
2005,502,West Ham,C.L. Whitbread,Cons,Conservative,3618,3,11.7,,,,,
2005,502,West Ham,Mrs. A.E. Sugden,LibDem,Liberal Democrat,3364,4,10.9,,,,,
2005,502,West Ham,Miss J.A. Lithgow,Green,Green Party,894,5,2.9,,,,,
2005,502,West Ham,S.C. Hammond,CPA,Christian Peoples Alliance,437,6,1.4,,,,,
2005,502,West Ham,H.E.B. Mayhew,UKIP,UK Independence Party,409,7,1.3,,,,,
2005,502,West Ham,G. Alcantara,VP,Veritas Party,365,8,1.2,,,,,
2005,510,Wimbledon,S.W. Hammond,Cons,Conservative,17886,1,41.2,43404,Cons,2301,63696,68.1
2005,510,Wimbledon,R.M. Casale,Lab,Labour,15585,2,35.9,,,,,
2005,510,Wimbledon,S.M. Gee,LibDem,Liberal Democrat,7868,3,18.1,,,,,
2005,510,Wimbledon,G.T. Barrow,Green,Green Party,1374,4,3.2,,,,,
2005,510,Wimbledon,A.T. Mills,UKIP,UK Independence Party,408,5,0.9,,,,,
2005,510,Wimbledon,C.J. Coverdale,IND,Independent,211,6,0.5,,,,,
2005,510,Wimbledon,A.P. Wilson,IND,Independent,50,7,0.1,,,,,
2005,510,Wimbledon,R.G. Weiss,IND,Vote For Yourself Rainbow Dream Ticket,22,8,0.1,,,,,
