Body,Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,DISABILITIES SOCIAL WORK,"£2,357.25"
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£15,141.48"
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£3,140.27"
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,EDUCATION INFORMATION SYSTEMS TEAM,£681.29
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,EDUCATION INFORMATION SYSTEMS TEAM,"£2,117.08"
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,EMERGENCY DUTY TEAM,"£3,413.83"
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,EMERGENCY DUTY TEAM,"£7,112.32"
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,"£1,551.63"
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPLOYMENTS LINKS,£649.34
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,£592.39
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,£592.39
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,£655.63
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,FLEET MAINTENANCE,£655.63
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£3,438.46"
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,FOSTERING TEAM,"£3,431.96"
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,HEAD OF SERVICE,£850.26
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,HEAD OF SERVICE,£678.00
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,HEAD OF SERVICE,£850.26
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,HIGHWAYS CAPITAL INVESTMENT,£596.39
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,HIGHWAYS CAPITAL INVESTMENT,£571.31
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,LITIGATION SECTION,"£1,868.32"
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,LITIGATION SECTION,"£2,931.75"
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£1,083.13"
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,ECONOMY AND ENVIRONMENT,MERCURY ABATEMENT,£617.79
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£639.22
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£762.94
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,OTHER CWDC FUNDS,"£4,730.65"
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,OTHER CWDC FUNDS,"£2,190.92"
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,PR MEDIA AND MARKETING,"£4,402.64"
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,FINANCE SERVICES,PR MEDIA AND MARKETING,"£3,624.62"
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,PROJECT TEAM,"£3,157.97"
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,PROJECT TEAM,"£1,733.97"
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"£8,048.91"
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,REFRESH PROGRAMME,"£16,127.38"
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,REGISTRATIONS GENERAL,£853.97
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,REMODELLING SOCIAL WORK,"£4,470.51"
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,REMODELLING SOCIAL WORK,"£4,364.74"
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN UNIT,"£3,667.92"
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,CHILDREN’S SOCIAL CARE,SAFEGUARDING CHILDREN UNIT,"£6,894.26"
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,SCRUTINY & PERFORMANCE,"£1,557.53"
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,CUSTOMERS & CORPORATE SERVICES,SCRUTINY & PERFORMANCE,"£1,652.35"
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,SEND PATHFINDER,"£1,441.55"
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,STRONGER FAMILIES PROGRAMME DELIVERY,£633.07
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,EARLY HELP AND SCHOOLS,STRONGER FAMILIES PROGRAMME DELIVERY,£641.82
Rochdale BC,13/02/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,"£1,483.56"
Rochdale BC,19/02/2014,HAYS SOCIAL CARE,Human Resources,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,"£2,921.62"
Rochdale BC,01/02/2014,HEALEY CARE LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£4,060.00"
Rochdale BC,01/02/2014,HEALEY CARE LTD,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,LD FORUM - PERSONAL BUDGETS,"£1,507.80"
Rochdale BC,27/02/2014,HEALEY SURGERY,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"£2,221.58"
Rochdale BC,10/02/2014,HEALTH & SAFETY SOLUTIONS (NW) LTD,Health & Safety ,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,£550.20
Rochdale BC,10/02/2014,HEALTH & SAFETY SOLUTIONS (NW) LTD,Health & Safety ,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,£602.60
Rochdale BC,11/02/2014,HERITAGE ROOFING AND MAINTENANCE,Building Construction Materials,PROPERTY AND HIGHWAYS,CORPORATE LANDLORD GENERAL,"£2,010.06"
Rochdale BC,25/02/2014,HERITAGE TRUST FOR THE NORTH WEST,Consultancy,ECONOMY AND ENVIRONMENT,TONGE HALL FIRE DAMAGE - ENG HERITAGE,"£9,645.40"
Rochdale BC,26/02/2014,HEYBROOK PRIMARY SCHOOL,Financial Services,EARLY HELP AND SCHOOLS,SCHOOL DIRECT TRAINING,"£2,545.45"
Rochdale BC,17/02/2014,HEYWOOD HANDYMAN,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,DALE MILL (HMRF),£803.00
Rochdale BC,04/02/2014,HEYWOOD HANDYMAN,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,LEOPOLD COURT,£700.48
Rochdale BC,17/02/2014,HIGH RIDGE ROOFING LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"£3,922.50"
Rochdale BC,17/02/2014,HIGH RIDGE ROOFING LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,£585.00
Rochdale BC,17/02/2014,HIGH RIDGE ROOFING LIMITED,Building Construction Materials,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,£750.00
Rochdale BC,14/02/2014,HIGHWAY SURVEYORS LTD,Consultancy,PROPERTY AND HIGHWAYS,BWIDE VAR STREETS FW/CW SURVEYS,"£4,581.46"
Rochdale BC,27/02/2014,HILLSIDE PRINTING SERVICES LIMITED,Facilities & Management Services,EARLY HELP AND SCHOOLS,DEVELOPMENT SUPPORT TRAINING,"£1,650.00"
Rochdale BC,18/02/2014,HM REVENUES & CUSTOMS SHIPLEY,Public Bodies,ECONOMY AND ENVIRONMENT,TOWN CENTRE EAST FEASIBILITY 51K 07/08,"£9,000.00"
Rochdale BC,07/02/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,966.40"
Rochdale BC,14/02/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£4,982.23"
Rochdale BC,27/02/2014,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£5,327.13"
Rochdale BC,19/02/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,ECONOMY AND ENVIRONMENT,COMMUNITY CHAMPION,£620.00
Rochdale BC,25/02/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,"£1,441.00"
Rochdale BC,25/02/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,£708.50
Rochdale BC,25/02/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,£708.50
Rochdale BC,25/02/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,"£1,441.00"
Rochdale BC,25/02/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,£708.50
Rochdale BC,25/02/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,"£1,441.00"
Rochdale BC,25/02/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,"£1,441.00"
Rochdale BC,25/02/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,£708.50
Rochdale BC,25/02/2014,HOPWOOD HALL COLLEGE,Facilities & Management Services,EARLY HELP AND SCHOOLS,GENERAL SURE START TRAINING,"£1,441.00"
Rochdale BC,19/02/2014,HOURGLASS ENVIRONMENT LTD,Environmental Services,CUSTOMERS & CORPORATE SERVICES,TOWNSHIP 10/11 ALLOCATED FUNDS,"£2,000.00"
Rochdale BC,12/02/2014,IAN FARMER ASSOCIATES,Consultancy,PROPERTY AND HIGHWAYS,TOD RD RETAINING WALL NO 10,"£3,650.00"
Rochdale BC,05/02/2014,IAN FARMER ASSOCIATES,Consultancy,PROPERTY AND HIGHWAYS,TODMORDEN RD RETAINING WALL,"£2,789.00"
Rochdale BC,17/02/2014,INCLUSION HOUSING,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CLUSTER1  RMBC,£875.80
Rochdale BC,17/02/2014,INCLUSION HOUSING,Housing Management,LEARNING DIS & MENTAL HEALTH,LD SUPPORTED LIVING CLUSTER1  RMBC,£875.80
Rochdale BC,24/02/2014,INCLUSIVE TECHNOLOGY LTD,Information Communication Technology,EARLY HELP AND SCHOOLS,RCAT - SEN,£802.23
Rochdale BC,26/02/2014,INCLUSIVE TECHNOLOGY LTD,Information Communication Technology,EARLY HELP AND SCHOOLS,SEN SUPPORT MAINSTREAM  LEA,£572.75
Rochdale BC,20/02/2014,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CENTRAL FORUM PHYS DIS,"£1,203.30"
Rochdale BC,20/02/2014,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CENTRAL FORUM PHYS DIS,"£1,203.30"
Rochdale BC,26/02/2014,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CENTRAL FORUM PHYS DIS,"£1,203.30"
Rochdale BC,26/02/2014,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CENTRAL FORUM PHYS DIS,"£1,203.30"
Rochdale BC,28/02/2014,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CENTRAL FORUM PHYS DIS,"£1,203.30"
Rochdale BC,07/02/2014,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,274.21"
Rochdale BC,14/02/2014,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,194.63"
Rochdale BC,27/02/2014,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£2,049.89"
Rochdale BC,13/02/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF DEVELOPMENT (MOD0809),"£1,175.00"
Rochdale BC,12/02/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£72,732.96"
Rochdale BC,17/02/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£1,130.62"
Rochdale BC,17/02/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£9,599.75"
Rochdale BC,26/02/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£771,676.44"
Rochdale BC,26/02/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£219,294.13"
Rochdale BC,27/02/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF ICT CONTRACT,"£862,412.69"
Rochdale BC,12/02/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF OTHER CONTRIBUTIONS,"£77,622.12"
Rochdale BC,05/02/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,£970.38
Rochdale BC,12/02/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,"£21,703.34"
Rochdale BC,25/02/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,"£14,895.53"
Rochdale BC,25/02/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,£970.38
Rochdale BC,12/02/2014,INSPIREDSPACES ROCHDALE LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,ST CUTHBERTS RC SECONDARY(BSF),"£275,886.40"
Rochdale BC,26/02/2014,INSPIREDSPACES ROCHDALE PROJECT CO1 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,HOLLINGWORTH PFI,"£305,932.26"
Rochdale BC,17/02/2014,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF OTHER CONTRIBUTIONS,"£25,622.34"
Rochdale BC,17/02/2014,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,"£22,358.42"
Rochdale BC,01/02/2014,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,WARDLE AND FALINGE PFI,"£375,899.76"
Rochdale BC,20/02/2014,INSPIREDSPACES ROCHDALE PROJECTCO2 LTD,"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,WARDLE AND FALINGE PFI,"£380,865.53"
Rochdale BC,27/02/2014,INSTITUTE OF PUBLIC FINANCE LIMITED,Human Resources,FINANCE SERVICES,HEAD OF SERVICE MANAGEMENT,"£3,785.00"
Rochdale BC,24/02/2014,INTEGRATED WATER SERVICES LIMITED,Utilities,PROPERTY AND HIGHWAYS,SCHOOLS SLA 12/13,"£3,062.00"
Rochdale BC,24/02/2014,INTEGRATED WATER SERVICES LIMITED,Utilities,PROPERTY AND HIGHWAYS,TECHNICAL TEAM,"£2,675.00"
Rochdale BC,17/02/2014,INTERGRATED SKILLS  LIMITED,Consultancy,ECONOMY AND ENVIRONMENT,DOMESTIC WASTE,"£2,000.00"
Rochdale BC,27/02/2014,INTRAHEALTH LTD,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"£1,068.27"
Rochdale BC,11/02/2014,J & S TRAVEL,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£915.00
Rochdale BC,17/02/2014,J & S TRAVEL,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,£915.00
Rochdale BC,20/02/2014,J A CRYER EXCAVATION & GROUNDWORK CONTRACTORS LTD,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,COUNTRYSIDE OPERATIONS,£520.00
Rochdale BC,28/02/2014,J C MILLS & SON LIMITED,Building Construction Materials,PROPERTY AND HIGHWAYS,TOUCHSTONES BOILER REPLACEMENT,"£69,745.46"
Rochdale BC,10/02/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,AMG RETENTIONS 11/12,"£1,362.99"
Rochdale BC,28/02/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,EXT WORKS VARIOUS PATHS & RETAINING WALL,"£20,038.31"
Rochdale BC,20/02/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HEYWOOD RISING BOLLARD,£525.00
Rochdale BC,07/02/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP BOLTON ROAD,"£163,595.77"
Rochdale BC,27/02/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,HIP HALIFAX ROAD (ROYDS ST),"£77,360.04"
Rochdale BC,06/02/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,PILSWORTH RD RTA,"£48,565.85"
Rochdale BC,28/02/2014,J COONEY LIMITED,"Works - Construction, Repair & Maintenance",ECONOMY AND ENVIRONMENT,S106 BALDERSTONE PARK,"£12,000.00"
Rochdale BC,04/02/2014,J GREENWOOD (BUILDERS) LIMITED       (S),"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,TOWN HALL REROOFING WORKS- PH1 CLOCK TOW,"£66,055.11"
Rochdale BC,04/02/2014,JACKSON JACKSON & SONS LTD           (S),Building Construction Materials,EARLY HELP AND SCHOOLS,MIDDLETON PARISH - PLACE PLANNING,"£18,409.97"
Rochdale BC,25/02/2014,JACKSON JACKSON & SONS LTD           (S),Building Construction Materials,EARLY HELP AND SCHOOLS,MIDDLETON PARISH - PLACE PLANNING,"£69,109.73"
Rochdale BC,06/02/2014,JACKSON JACKSON & SONS LTD           (S),Building Construction Materials,EARLY HELP AND SCHOOLS,NEWHEY - PLACE PLANNING,"£103,733.10"
Rochdale BC,17/02/2014,JGM AGENCY,Facilities & Management Services,FINANCE SERVICES,PR MEDIA AND MARKETING,"£8,284.50"
Rochdale BC,06/02/2014,JMHA,Housing Management,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"£8,500.00"
Rochdale BC,06/02/2014,JMHA,Housing Management,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"£12,500.00"
Rochdale BC,07/02/2014,JMHA,Housing Management,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"£2,500.00"
Rochdale BC,07/02/2014,JMHA,Housing Management,ECONOMY AND ENVIRONMENT,EMPTY PROPERTY GRANT,"£1,700.00"
Rochdale BC,17/02/2014,JOANNE PLATT ASSOCIATES LTD,Consultancy,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,"£11,440.00"
Rochdale BC,05/02/2014,JOHN DAVIDSON (PIPES) LTD,Consultancy,ECONOMY AND ENVIRONMENT,LANDSCAPE SERVICES,£578.94
Rochdale BC,28/02/2014,JRB ENTERPRISE LTD,Environmental Services,ECONOMY AND ENVIRONMENT,CLEAN AND GREEN CAMPAIGNS,£679.00
Rochdale BC,13/02/2014,JUBB & JUBB LIMITED,"Works - Construction, Repair & Maintenance",CUSTOMERS & CORPORATE SERVICES,MIDDLETON LIBRARY REFURB,£792.00
Rochdale BC,27/02/2014,JULIEW CONSULTANCY LTD,Consultancy,CHILDREN’S SOCIAL CARE,MANAGEMENT STRUCTURE,£500.00
Rochdale BC,05/02/2014,JUST TEACHERS LIMITED,Human Resources,EARLY HELP AND SCHOOLS,AUTISM,"£1,037.00"
Rochdale BC,19/02/2014,JUST TEACHERS LIMITED,Human Resources,EARLY HELP AND SCHOOLS,AUTISM,"£1,037.00"
Rochdale BC,19/02/2014,JUST TEACHERS LIMITED,Human Resources,EARLY HELP AND SCHOOLS,AUTISM,"£1,037.00"
Rochdale BC,26/02/2014,JUST TEACHERS LIMITED,Human Resources,EARLY HELP AND SCHOOLS,AUTISM,"£1,037.00"
Rochdale BC,11/02/2014,KABERRY CONSTRUCTION LIMITED,"Works - Construction, Repair & Maintenance",PROPERTY AND HIGHWAYS,WINTER SERVICE DEPOT,"£202,339.12"
Rochdale BC,12/02/2014,KAP DIAGNOSTICS COM LTD,Vehicle Management,ECONOMY AND ENVIRONMENT,DEVELOPMENT MANAGEMENT - PLANNING APPS,"£2,500.00"
Rochdale BC,27/02/2014,KEY TRAFFIC SYSTEMS LTD,Street & Traffic Management,PROPERTY AND HIGHWAYS,BUSINESS SUPPORT TEAM,"£2,150.00"
Rochdale BC,19/02/2014,KEYS CHILDCARE,Social Community Care Supplies & Services,CHILDREN’S SOCIAL CARE,EXTERNAL RESIDENTIAL PLACEMENTS,"£11,071.34"
Rochdale BC,11/02/2014,KEYS CHILDCARE,Social Community Care Supplies & Services,EARLY HELP AND SCHOOLS,IND SCHOOLS  RESIDENTIAL,"£2,400.00"
Rochdale BC,13/02/2014,KILLGERM CHEMICALS LIMITED,Environmental Services,ECONOMY AND ENVIRONMENT,PEST CONTROL,"£1,196.56"
Rochdale BC,11/02/2014,KINGSWOOD LEARNING & LEISURE GROUP LTD,Education,EARLY HELP AND SCHOOLS,YOUTH EMPOWERMENT - EXT FUDNED PROJECTS,£550.00
Rochdale BC,07/02/2014,KOMPAN (UK) LIMITED,Sports & Playground Equipment & Maintenance,ECONOMY AND ENVIRONMENT,PLAYGROUND REPLACEMENT EQUIP,"£6,360.00"
Rochdale BC,26/02/2014,LANCASHIRE CARE NHS FOUNDATION TRUST,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"£1,441.56"
Rochdale BC,25/02/2014,LANCASHIRE COUNTY COUNCIL,Public Bodies,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLES AGENCY PROVISION,"£1,927.80"
Rochdale BC,21/02/2014,LANDSCAPE ENGINEERING LIMITED        (S),"Works - Construction, Repair & Maintenance",EARLY HELP AND SCHOOLS,BSF VARIATIONS/ CONTINGENCY,"£12,076.50"
Rochdale BC,24/02/2014,LIBERATOR LIMITED,Human Resources,EARLY HELP AND SCHOOLS,RCAT - SEN,"£1,807.00"
Rochdale BC,24/02/2014,LIBERATOR LIMITED,Human Resources,EARLY HELP AND SCHOOLS,RCAT - SEN,"£2,029.90"
Rochdale BC,01/02/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,FINANCE SERVICES,CONTRACT FEE LEISURE TRUST,"£297,109.77"
Rochdale BC,01/02/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£4,083.33"
Rochdale BC,01/02/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,EARLY HELP AND SCHOOLS,SHORT BREAKS REVENUE,"£4,108.33"
Rochdale BC,10/02/2014,LINK4LIFE (CHARITY),Arts & Leisure Services,CUSTOMERS & CORPORATE SERVICES,TOWNSHIP PRIORITY PROJECT FUND,"£1,025.00"
Rochdale BC,01/02/2014,LINK4LIFE (TRADING),Arts & Leisure Services,FINANCE SERVICES,CONTRACT FEE LEISURE TRUST,"£8,591.67"
Rochdale BC,10/02/2014,LITTLEBOROUGH EVENTS & ASSOCIATION FORUM,Financial Services,CUSTOMERS & CORPORATE SERVICES,WARDS FUND,£500.00
Rochdale BC,10/02/2014,LITTLEBOROUGH GROUP PRACTICE,Healthcare,CUSTOMERS & CORPORATE SERVICES,LOCAL ENHANCED SERVICES - LES,£845.25
Rochdale BC,27/02/2014,LITTLEBOROUGH GROUP PRACTICE,Healthcare,PUBLIC HEALTH,SEXUAL HEALTH SERVICES,"£1,233.68"
Rochdale BC,05/02/2014,LITTLEBOROUGH PRIVATE HIRE,Public Transport,ECONOMY AND ENVIRONMENT,EDUCATION HOME TO SCHOOL,"£3,974.00"
Rochdale BC,14/02/2014,LLOYDS & CO LETCHWORTH LTD,Horticultural,ECONOMY AND ENVIRONMENT,VEHICLE REPLACEMENT PROGRAM,"£5,000.00"
