organisation id,Effective Date,Service,Supplier Name,Date Paid,Net Amount (£),Purpose,Transaction ID
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,31/07/2015,1560,INDIVIDUAL SERVICE FUND,V000924152
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,31/07/2015,1582,SUPPORTED LIVING,V000924026
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,31/07/2015,1736,INDIVIDUAL SERVICE FUND,V000924167
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,31/07/2015,1808,PERSONAL BUDGETS - MANAGED,V000926005
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,NEWBARN LTD,31/07/2015,1932.8,SUPPORTED LIVING,V000923988
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,31/07/2015,2028,SUPPORTED LIVING,V000924076
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,31/07/2015,2204.84,SUPPORTED LIVING,V000924011
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,31/07/2015,2912,SUPPORTED LIVING,V000924172
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,31/07/2015,3378.64,SUPPORTED LIVING,V000924090
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,NEWBARN LTD,31/07/2015,3666,INDIVIDUAL SERVICE FUND,V000923856
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,NEWBRAE REST HOME,31/07/2015,983.76,RESIDENTIAL LONG TERM,V000925372
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,NEWMARK CARE LTD,31/07/2015,3348,PERSONAL BUDGETS - MANAGED,V000926637
ROCHDALE BOROUGH COUNCIL,31/07/2015,ECONOMY AND ENVIRONMENT,NO WORRIES IT LTD,31/07/2015,1500,TRAINING-QUALIFICATION,V000922218
ROCHDALE BOROUGH COUNCIL,31/07/2015,PROPERTY AND HIGHWAYS,NPOWER LIMITED,31/07/2015,63596.97,ELECTRICITY,V000920452
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,OAKLAND HOUSE CARE HOME,31/07/2015,1877.92,NURSING LONG TERM,V000925368
ROCHDALE BOROUGH COUNCIL,31/07/2015,ECONOMY AND ENVIRONMENT,ORCHARD  RECYCLING SERVICE LTD,31/07/2015,571.9,EQUIPMENT - GENERAL,V000923127
ROCHDALE BOROUGH COUNCIL,31/07/2015,ECONOMY AND ENVIRONMENT,ORCHARD  RECYCLING SERVICE LTD,31/07/2015,2205.9,EQUIPMENT - GENERAL,V000923128
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,ORCHARD CARE HOMES COM 5 LTD,31/07/2015,1018.4,RESIDENTIAL LONG TERM,V000925230
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,31/07/2015,-903.28,RESIDENTIAL LONG TERM,V000926606
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,31/07/2015,687.84,PERSONAL BUDGETS - MANAGED,V000926091
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,31/07/2015,918.2,SELF - FUNDING DEFERRED PAYMENTS,V000926274
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,31/07/2015,960.2,RESIDENTIAL LONG TERM,V000926209
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,31/07/2015,971.6,RESIDENTIAL LONG TERM,V000925753
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,31/07/2015,977.12,RESIDENTIAL LONG TERM,V000925608
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,31/07/2015,1068.88,RESIDENTIAL LONG TERM,V000926189
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,31/07/2015,1097.6,RESIDENTIAL LONG TERM,V000926260
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,31/07/2015,1099.76,RESIDENTIAL LONG TERM,V000925221
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,31/07/2015,1099.76,RESIDENTIAL LONG TERM,V000925788
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,31/07/2015,1099.76,SELF - FUNDING DEFERRED PAYMENTS,V000925983
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,31/07/2015,1099.76,RESIDENTIAL LONG TERM,V000926382
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,31/07/2015,1100.48,RESIDENTIAL LONG TERM,V000925817
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,31/07/2015,1111.76,RESIDENTIAL LONG TERM,V000925251
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,31/07/2015,1240,RESIDENTIAL LONG TERM,V000926439
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,31/07/2015,1249.24,RESIDENTIAL LONG TERM,V000926467
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,31/07/2015,1264.2,RESIDENTIAL LONG TERM,V000926254
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,31/07/2015,1283.16,RESIDENTIAL LONG TERM,V000925211
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PASSMONDS NURSING HOME,31/07/2015,1283.16,RESIDENTIAL LONG TERM,V000925293
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,PASSMONDS NURSING HOME,31/07/2015,1604.96,RESIDENTIAL LONG TERM,V000925638
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PENDLE RESIDENTIAL CARE,31/07/2015,3220,RESIDENTIAL LONG TERM,V000926061
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PENDLE RESIDENTIAL CARE,31/07/2015,3945.8,RESIDENTIAL LONG TERM,V000926305
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,31/07/2015,2758.8,INDIVIDUAL SERVICE FUND,V000923775
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,31/07/2015,3990,RESIDENTIAL LONG TERM,V000926066
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,31/07/2015,6743.8,RESIDENTIAL LONG TERM,V000925441
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,PENDLETON CARE LTD,31/07/2015,6903.6,INDIVIDUAL SERVICE FUND,V000923769
ROCHDALE BOROUGH COUNCIL,31/07/2015,CUSTOMERS & CORPORATE SERVICES,PENNINE CARE NHS,31/07/2015,154545,CONTRACTED SERVICES,V000924253
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,508,INDIVIDUAL SERVICE FUND,V000923973
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,509.52,INDIVIDUAL SERVICE FUND,V000924019
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,509.52,PERSONAL BUDGETS - MANAGED,V000925424
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,509.52,PERSONAL BUDGETS - MANAGED,V000925440
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,509.52,PERSONAL BUDGETS - MANAGED,V000925744
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,514.8,INDIVIDUAL SERVICE FUND,V000923905
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,533.4,INDIVIDUAL SERVICE FUND,V000924163
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,537.4,PERSONAL BUDGETS - MANAGED,V000925805
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,539.48,INDIVIDUAL SERVICE FUND,V000924209
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,31/07/2015,544,PERSONAL BUDGETS - MANAGED,V000925652
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,552,INDIVIDUAL SERVICE FUND,V000924054
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,558.8,INDIVIDUAL SERVICE FUND,V000923927
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,558.8,INDIVIDUAL SERVICE FUND,V000924006
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,558.8,INDIVIDUAL SERVICE FUND,V000924009
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,558.8,INDIVIDUAL SERVICE FUND,V000924134
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,558.8,INDIVIDUAL SERVICE FUND,V000924140
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,571.48,INDIVIDUAL SERVICE FUND,V000923908
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,597.04,INDIVIDUAL SERVICE FUND,V000924188
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,612,INDIVIDUAL SERVICE FUND,V000924168
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,620.4,INDIVIDUAL SERVICE FUND,V000923922
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,620.4,INDIVIDUAL SERVICE FUND,V000923924
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,674.8,INDIVIDUAL SERVICE FUND,V000924126
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,679.4,INDIVIDUAL SERVICE FUND,V000924100
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,679.4,PERSONAL BUDGETS - MANAGED,V000925443
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,679.4,PERSONAL BUDGETS - MANAGED,V000925449
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,679.4,PERSONAL BUDGETS - MANAGED,V000925453
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,679.4,PERSONAL BUDGETS - MANAGED,V000925454
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,679.4,PERSONAL BUDGETS - MANAGED,V000925457
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,679.4,PERSONAL BUDGETS - MANAGED,V000925596
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,679.4,PERSONAL BUDGETS - MANAGED,V000925723
ROCHDALE BOROUGH COUNCIL,31/07/2015,PHYSICAL DIS & OLDER PEOPLE,POSSABILITIES CIC ISF,31/07/2015,680,PERSONAL BUDGETS - MANAGED,V000925602
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,686.4,INDIVIDUAL SERVICE FUND,V000923980
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,697.08,PERSONAL BUDGETS - MANAGED,V000925448
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,711.2,INDIVIDUAL SERVICE FUND,V000923907
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,739.2,INDIVIDUAL SERVICE FUND,V000924171
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,749.32,INDIVIDUAL SERVICE FUND,V000924097
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,755.96,INDIVIDUAL SERVICE FUND,V000924142
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,762,INDIVIDUAL SERVICE FUND,V000923993
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,762,INDIVIDUAL SERVICE FUND,V000924007
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,762,INDIVIDUAL SERVICE FUND,V000924013
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,767.64,INDIVIDUAL SERVICE FUND,V000924199
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,780,INDIVIDUAL SERVICE FUND,V000924022
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,812.8,INDIVIDUAL SERVICE FUND,V000923981
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,813.68,INDIVIDUAL SERVICE FUND,V000924034
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,842.8,INDIVIDUAL SERVICE FUND,V000923968
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.2,INDIVIDUAL SERVICE FUND,V000924204
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.2,PERSONAL BUDGETS - MANAGED,V000925654
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,INDIVIDUAL SERVICE FUND,V000924038
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,INDIVIDUAL SERVICE FUND,V000924040
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,INDIVIDUAL SERVICE FUND,V000924043
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,INDIVIDUAL SERVICE FUND,V000924048
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,INDIVIDUAL SERVICE FUND,V000924049
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,INDIVIDUAL SERVICE FUND,V000924057
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,INDIVIDUAL SERVICE FUND,V000924058
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,INDIVIDUAL SERVICE FUND,V000924060
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,INDIVIDUAL SERVICE FUND,V000924061
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,INDIVIDUAL SERVICE FUND,V000924062
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,INDIVIDUAL SERVICE FUND,V000924079
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,INDIVIDUAL SERVICE FUND,V000924080
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,INDIVIDUAL SERVICE FUND,V000924191
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925180
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925323
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925370
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925435
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925436
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925437
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925459
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925465
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925518
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925549
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925622
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925704
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925709
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925711
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925713
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925722
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925755
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925767
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925790
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925798
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925801
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925807
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925839
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925845
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925889
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925890
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,849.24,PERSONAL BUDGETS - MANAGED,V000925907
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,885.08,INDIVIDUAL SERVICE FUND,V000924159
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,966.44,PERSONAL BUDGETS - MANAGED,V000925325
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,966.48,PERSONAL BUDGETS - MANAGED,V000925566
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,966.48,PERSONAL BUDGETS - MANAGED,V000925888
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,989.16,INDIVIDUAL SERVICE FUND,V000924032
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1012.2,INDIVIDUAL SERVICE FUND,V000924151
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1025.04,PERSONAL BUDGETS - MANAGED,V000925512
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1025.6,INDIVIDUAL SERVICE FUND,V000923997
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1025.6,INDIVIDUAL SERVICE FUND,V000923998
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1045.68,PERSONAL BUDGETS - MANAGED,V000925735
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1052.8,INDIVIDUAL SERVICE FUND,V000924143
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1056,INDIVIDUAL SERVICE FUND,V000924099
ROCHDALE BOROUGH COUNCIL,31/07/2015,LEARNING DIS & MENTAL HEALTH,POSSABILITIES CIC ISF,31/07/2015,1056,INDIVIDUAL SERVICE FUND,V000924208
