Invoice Date,Supplier Name,Proclass Category,Service Area,Cost Centre Name,Invoiced
20/08/2013,BARKATH LIMITED,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£2,369.40"
20/08/2013,CTRL M/C & M/C CHILDRENS UNI HOSP NHS TR,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£3,652.02"
21/08/2013,REDACTED PERSONAL DATA,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£2,108.20"
21/08/2013,THE PENNINE ACUTE HOSPITALS NHS TRUST,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£9,971.40"
21/08/2013,REDACTED PERSONAL DATA,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£3,366.00"
21/08/2013,FORENSICS LTD,Environmental Services,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£2,645.00"
29/07/2013,FORENSICS LTD,Environmental Services,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£2,375.00"
29/07/2013,FORENSICS LTD,Environmental Services,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£1,635.00"
29/07/2013,REDACTED PERSONAL DATA,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£1,828.20"
30/07/2013,REDACTED PERSONAL DATA,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£2,253.30"
30/07/2013,REDACTED PERSONAL DATA,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£2,118.60"
30/07/2013,REDACTED PERSONAL DATA,Medical,CORPORATE SERVICES,CORONERS SERVICE GENERAL,"£1,262.00"
05/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CORPORATE SERVICES,LEGAL SERVICES,£900.00
20/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CORPORATE SERVICES,LEGAL SERVICES,"£3,180.00"
20/08/2013,CENTRAL LAW TRAINING LTD,Human Resources,CORPORATE SERVICES,LEGAL SERVICES,£650.00
21/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CORPORATE SERVICES,LEGAL SERVICES,"£1,380.00"
20/08/2013,ILEX TUTORIAL COLLEGE LIMITED,Financial Services,CORPORATE SERVICES,LITIGATION SECTION,£529.17
07/08/2013,HALAROSE LIMITED,Information Communication Technology,CORPORATE SERVICES,ELECTIONS GENERAL,£590.00
05/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CORPORATE SERVICES,GENERAL COUNCIL EXPENSES,£900.00
29/07/2013,WALLACE PRINTERS LIMITED,Facilities & Management Services,CORPORATE SERVICES,GENERAL COUNCIL EXPENSES,£865.00
30/07/2013,ROCHDALE OCCUPATIONAL HEALTH SERVICE LTD,Medical,CORPORATE SERVICES,HEALTH & SAFETY SCHOOLS,£740.00
02/08/2013,EMPLOYEE ADVISORY RESOURCE LTD,Human Resources,CORPORATE SERVICES,MANAGEMENT ADMIN,"£3,250.00"
05/08/2013,READ - THE READING AGENCY,Education,CORPORATE SERVICES,BIBS UNIT,"£1,141.40"
29/07/2013,BERTRAM TRADING LIMITED,Education,CORPORATE SERVICES,BIBS UNIT,£531.23
31/07/2013,DELIB,Information Communication Technology,CORPORATE SERVICES,RESEARCH OPERATIONAL,"£2,700.00"
21/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CORPORATE SERVICES,MASKEW BEQUEST SPECIFIED,£560.00
21/08/2013,REDACTED PERSONAL DATA,Unclassifiable,CORPORATE SERVICES,MASKEW BEQUEST SPECIFIED,£500.00
01/08/2013,FAIRY DUST CONSULTING,Human Resources,CORPORATE SERVICES,PEER SUPPORT BURSARY,£750.00
02/08/2013,ROCHDALE & DIST CITIZENS ADVICE BUREAU,Social Community Care Supplies & Services,CORPORATE SERVICES,ADVICE TEAM,"£56,334.00"
31/07/2013,LITTLEBOROUGH CRICKET CLUB,Leisure Services,CORPORATE SERVICES,TOWNSHIP PRIORITY PROJECT FUND,£790.00
21/08/2013,DEEPLISH COMMUNITY CENTRE,Financial Services,CORPORATE SERVICES,TOWNSHIP ALLOCATED FUNDS,£500.00
21/08/2013,ROCHDALE PETRUS COMMUNITY,Financial Services,CORPORATE SERVICES,TOWNSHIP ALLOCATED FUNDS,£500.00
02/08/2013,IDOX SOFTWARE LTD,Information Communication Technology,CORPORATE SERVICES,ICT PURCHASES TO RECHARGE,"£1,500.00"
02/08/2013,SUPPLIES TEAM LIMITED,Stationery,CORPORATE SERVICES,ICT PRINTING SERVICES,£573.60
14/08/2013,SUPPLIES TEAM LIMITED,Stationery,CORPORATE SERVICES,ICT PRINTING SERVICES,£573.60
14/08/2013,ENCRIPTION LTD,Information Communication Technology,CORPORATE SERVICES,ICT MANAGEMENT,"£6,700.00"
07/08/2013,GRAVITAS RECRUITMENT GROUP,Human Resources,CORPORATE SERVICES,ICT OPERATIONS,"£1,875.00"
14/08/2013,GRAVITAS RECRUITMENT GROUP,Human Resources,CORPORATE SERVICES,ICT OPERATIONS,"£1,500.00"
31/07/2013,GRAVITAS RECRUITMENT GROUP,Human Resources,CORPORATE SERVICES,ICT OPERATIONS,"£1,875.00"
31/07/2013,GRAVITAS RECRUITMENT GROUP,Human Resources,CORPORATE SERVICES,ICT OPERATIONS,"£1,687.50"
02/08/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£2,385.00"
02/08/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,£980.00
02/08/2013,NETWORK TECHOLOGY SOLUTIONS UK LTD,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£2,808.00"
07/08/2013,NETWORKS FIRST LTD,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£13,062.99"
09/08/2013,PHOENIX SOFTWARE LIMITED,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£8,133.00"
14/08/2013,BLUE & RED LTD,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,£804.36
14/08/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£2,618.35"
14/08/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,£980.00
14/08/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£2,385.00"
22/08/2013,ALIGNED ASSETS LIMITED,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£1,499.00"
22/08/2013,MOBYSOFT LTD,Unclassifiable,CORPORATE SERVICES,THIRD PARTY CONTRACTS,£965.28
23/08/2013,CIVICA UK LIMITED,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£4,000.00"
27/08/2013,BRITISH TELECOMMUNICATIONS PLC,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,£650.61
27/08/2013,BRITISH TELECOMMUNICATIONS PLC,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£2,592.94"
31/07/2013,AGILISYS LIMITED,Information Communication Technology,CORPORATE SERVICES,EDIT GENERAL,"£10,725.00"
31/07/2013,AGILISYS LIMITED,Information Communication Technology,CORPORATE SERVICES,THIRD PARTY CONTRACTS,"£3,150.00"
14/08/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,EDIT GENERAL,"£1,069.07"
14/08/2013,UPDATA INFRASTRUCTURE UK LTD,Facilities & Management Services,CORPORATE SERVICES,EDIT GENERAL,"£2,820.00"
07/08/2013,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CORPORATE SERVICES,ICT OVERHEADS,"£1,080.00"
31/07/2013,MISCO,Information Communication Technology,CORPORATE SERVICES,ICT OVERHEADS,£840.64
06/08/2013,JGM AGENCY,Facilities & Management Services,CORPORATE SERVICES,MARKETING,"£3,125.00"
21/08/2013,JGM AGENCY,Facilities & Management Services,CORPORATE SERVICES,MARKETING,"£3,822.00"
29/07/2013,MICHAEL PAGE INTERNATIONAL RECRUITMENT LTD,Human Resources,CORPORATE SERVICES,MARKETING,£863.50
02/08/2013,ROCHDALE TOWN CENTRE MANAGEMENT CO,Financial Services,CORPORATE SERVICES,PIF EVENTS (25K 10/11),"£20,000.00"
27/08/2013,ROCHDALE TOWN CENTRE MANAGEMENT CO,Financial Services,CORPORATE SERVICES,PIF EVENTS (25K 10/11),"£20,000.00"
05/08/2013,R BULLOCK AND CO TRANSPORT LTD,Transport,CORPORATE SERVICES,COMMUNITY SAFETY INITIATIVE,"£1,080.00"
27/08/2013,SAFEGARD SECURITY SOLUTIONS,Facilities & Management Services,CORPORATE SERVICES,C & D COMMISSIONED,"£15,000.00"
27/08/2013,SAFEGARD SECURITY SOLUTIONS,Facilities & Management Services,CORPORATE SERVICES,C & D COMMISSIONED,"£15,000.00"
28/07/2013,EARLY BREAK,Social Community Care Supplies & Services,CORPORATE SERVICES,D&A - YP COMMISSIONED,"£106,949.25"
02/08/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CORPORATE SERVICES,D&A JOINT COMM GRP,"£99,010.42"
06/08/2013,THE PENNINE ACUTE HOSPITALS NHS TRUST,Medical,CORPORATE SERVICES,D&A JOINT COMM GRP,"£3,186.35"
13/08/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CORPORATE SERVICES,D&A JOINT COMM GRP,"£3,170.00"
13/08/2013,REDACTED PERSONAL DATA,Medical,CORPORATE SERVICES,D&A JOINT COMM GRP,"£8,250.00"
15/08/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CORPORATE SERVICES,D&A JOINT COMM GRP,"£12,000.00"
28/07/2013,HIGH LEVEL (NORTHERN) TRUST,Social Community Care Supplies & Services,CORPORATE SERVICES,D&A JOINT COMM GRP,"£50,102.00"
28/07/2013,ADDICTION DEPENDANCY SOLUTIONS,Social Community Care Supplies & Services,CORPORATE SERVICES,D&A JOINT COMM GRP,"£94,046.00"
28/07/2013,7TURNING POINT SERVICES LIMITED,Social Community Care Supplies & Services,CORPORATE SERVICES,D&A JOINT COMM GRP,"£23,191.25"
28/07/2013,ACORN TREATMENT & HOUSING,Housing Management,CORPORATE SERVICES,D&A JOINT COMM GRP,"£33,600.00"
28/07/2013,INTUITIVE RECOVERY LTD,Medical,CORPORATE SERVICES,D&A JOINT COMM GRP,"£4,125.00"
28/07/2013,CRI,Social Community Care Supplies & Services,CORPORATE SERVICES,D&A JOINT COMM GRP,"£85,945.75"
28/08/2013,PENNINE CARE NHS TRUST,Social Community Care Supplies & Services,CORPORATE SERVICES,D&A JOINT COMM GRP,"£12,000.00"
13/08/2013,REDACTED PERSONAL DATA,Medical,CORPORATE SERVICES,LOCAL ENHANCED SERVICES - LES,"£21,250.00"
07/08/2013,SOLON SECURITY LIMITED,Facilities & Management Services,CORPORATE SERVICES,ALLEYGATING (259K 08.09 COUNCIL BUD),£643.14
16/08/2013,JUBB & JUBB LIMITED,"Works - Construction, Repair & Maintenance",CORPORATE SERVICES,MIDDLETON LIBRARY REFURB,£516.00
20/08/2013,LANDSCAPE ENGINEERING LIMITED        (S),"Works - Construction, Repair & Maintenance",CORPORATE SERVICES,MIDDLETON LIBRARY REFURB,"£47,012.77"
22/08/2013,SPECIALIST COMPUTER CENTRES PLC,Information Communication Technology,CORPORATE SERVICES,REFRESH PROGRAMME,"£9,450.30"
06/08/2013,FREEDOM COMMUNICATIONS,Information Communication Technology,CORPORATE SERVICES,FOUNDATION INFRASTRUCTURE,"£8,558.67"
06/08/2013,FREEDOM COMMUNICATIONS,Information Communication Technology,CORPORATE SERVICES,FOUNDATION INFRASTRUCTURE,"£1,627.25"
07/08/2013,ARISTI LIMITED,Information Communication Technology,CORPORATE SERVICES,FOUNDATION INFRASTRUCTURE,"£3,380.00"
02/08/2013,CYGNIA TECHNOLOGIES,Information Communication Technology,CORPORATE SERVICES,PLATFORM INFRASTRUCTURE,"£41,215.00"
09/08/2013,CYGNIA TECHNOLOGIES,Information Communication Technology,CORPORATE SERVICES,PLATFORM INFRASTRUCTURE,"£37,500.00"
05/08/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"£1,809.00"
06/08/2013,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"£1,873.68"
09/08/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"£2,110.50"
30/07/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"£2,110.50"
30/07/2013,PRESTIGE NURSING & CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,£882.54
30/08/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,NHS DELAYED TRANSFER,"£1,959.75"
13/08/2013,TYNETEC LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,CARELINE,"£6,163.10"
07/08/2013,PRIESTLEYS & SMITHIES (ROCHDALE) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,HIA,"£1,102.90"
06/08/2013,TUNSTALL HEALTHCARE (UK) LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,HOUSING IMPROVEMENT GRANTS,£640.00
22/08/2013,TUNSTALL HEALTHCARE (UK) LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,HOUSING IMPROVEMENT GRANTS,"£1,075.20"
06/08/2013,DRIVE MEDICAL LTD,Medical,PHYSICAL DIS & OLDER PEOPLE,ICES,£705.00
07/08/2013,PRIESTLEYS & SMITHIES (ROCHDALE) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,ICES,"£1,066.40"
09/08/2013,JAMES HARTLEY (SCRAP METALS) LIMITED,Environmental Services,PHYSICAL DIS & OLDER PEOPLE,ICES,£870.00
12/08/2013,PRISM UK MEDICAL LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,ICES,"£2,589.99"
12/08/2013,PRISM UK MEDICAL LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,ICES,£920.00
12/08/2013,PRISM UK MEDICAL LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,ICES,"£2,673.98"
21/08/2013,AAT GB LTD,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,ICES,£520.00
31/07/2013,MOBILITY SUPPLIES LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,ICES,£599.29
31/07/2013,MANCHESTER WORKING LIMITED,"Works - Construction, Repair & Maintenance",PHYSICAL DIS & OLDER PEOPLE,ICES,"£17,915.05"
31/07/2013,MULTICARE MOBILITY SERVICES LIMITED  (S),Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,ICES,£980.00
02/08/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£9,775.87"
02/08/2013,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£10,383.65"
02/08/2013,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,976.18"
02/08/2013,BRITANNIA CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,418.93"
02/08/2013,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£5,691.71"
02/08/2013,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£4,129.75"
02/08/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£1,876.13"
02/08/2013,BRAMBLETON LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£10,578.13"
02/08/2013,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£7,980.34"
02/08/2013,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£5,936.94"
02/08/2013,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,348.69"
02/08/2013,COMFORT CALL,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£13,262.19"
02/08/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£1,545.64"
02/08/2013,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£4,428.65"
02/08/2013,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,984.30"
02/08/2013,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£5,711.41"
05/08/2013,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,£668.28
05/08/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£6,823.85"
05/08/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£7,096.88"
05/08/2013,CARERS FEDERATION,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£7,857.14"
08/08/2013,REDACTED PERSONAL DATA,Unclassifiable,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,084.00"
09/08/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£9,316.08"
09/08/2013,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£10,091.94"
09/08/2013,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£7,770.23"
09/08/2013,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£5,927.60"
09/08/2013,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,249.02"
09/08/2013,COMFORT CALL,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£12,626.60"
09/08/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£1,591.52"
09/08/2013,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£7,823.62"
09/08/2013,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,863.32"
09/08/2013,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£5,502.11"
09/08/2013,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,628.85"
09/08/2013,BRITANNIA CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,597.36"
09/08/2013,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£5,627.97"
09/08/2013,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,870.52"
09/08/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£1,827.20"
09/08/2013,BRAMBLETON LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£10,627.05"
13/08/2013,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£36,426.84"
13/08/2013,THE PENNINE ACUTE HOSPITALS NHS TRUST,Medical,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,£600.00
14/08/2013,ROYAL MAIL GROUP PLC,Mail Services ,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,£570.77
16/08/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£8,690.63"
16/08/2013,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£10,772.40"
16/08/2013,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£7,575.35"
16/08/2013,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£5,654.97"
16/08/2013,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,293.68"
16/08/2013,COMFORT CALL,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£13,086.19"
16/08/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£1,428.51"
16/08/2013,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£8,231.04"
16/08/2013,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,899.86"
16/08/2013,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£5,319.21"
16/08/2013,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,706.60"
16/08/2013,BRITANNIA CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,756.33"
16/08/2013,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£5,539.06"
16/08/2013,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,853.92"
16/08/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£1,899.88"
16/08/2013,BRAMBLETON LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£10,366.20"
19/08/2013,REDACTED PERSONAL DATA,Unclassifiable,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,431.46"
23/08/2013,ALLIED HEALTHCARE GROUP LIMITED,Medical,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£8,823.40"
23/08/2013,CARE 4 U,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£9,625.65"
23/08/2013,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£7,737.14"
23/08/2013,CASTLEROCK CARE SERVICES LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£5,461.51"
23/08/2013,COMMUNITY CARE LINE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,250.84"
23/08/2013,COMFORT CALL,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£13,161.71"
23/08/2013,CROSSROADS CARE IN GREATER MANCHESTER,Financial Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£1,486.37"
23/08/2013,DIRECT HEALTH HOMECARE LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£8,438.30"
23/08/2013,GREAT CARE UK,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,868.19"
23/08/2013,HOMECARE SUPPORT,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£6,445.86"
23/08/2013,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£2,632.50"
23/08/2013,BRITANNIA CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,442.68"
23/08/2013,PREMIER CARE,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£5,596.51"
23/08/2013,ROCHDALE COMMUNITY SUPPORT TRUST,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£3,841.84"
23/08/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£1,886.68"
23/08/2013,BRAMBLETON LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£10,768.14"
27/08/2013,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,"£1,392.09"
27/08/2013,CAREWEST (NORTHERN) LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,OLDER PEOPLE,£581.60
14/08/2013,FISHERS CLEANING SERVICES LIMITED,Cleaning & Janitorial,PHYSICAL DIS & OLDER PEOPLE,PHYSICAL DISABILITY,£895.00
21/08/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,PHYSICAL DISABILITY,"£2,504.98"
21/08/2013,RESPITE NORTH WEST LIMITED,Social Community Care Supplies & Services,LEARNING DIS & MENTAL HEALTH,MH COMMISSIONED SERVICES,"£2,504.97"
27/08/2013,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,PHYSICAL DISABILITY,"£1,422.54"
27/08/2013,INDEPENDENT HOME CARE SERVICES,Social Community Care Supplies & Services,PHYSICAL DIS & OLDER PEOPLE,PHYSICAL DISABILITY,"£1,580.88"
