Ratepayer,Liable From,Rateable Value,Mandatory Relief %,Discretionary relief %,Small Business Rate Relief %,Retail Relief,Empty Property,Exempt Empty Rates,Exemption Type,Address,Addr2,Addr3,Addr4,Postcode,Empty From,Description code,Description,Property Reference
LEEDS COMMUNITY HEALTHCARE TRUST,01/04/2011,5600,0,0,0,£0.00,N,N,,HORSFORTH CHILD WELFARE CLINIC,CHURCH LANE,HORSFORTH,LEEDS,LS18 5LA,,MH1,HEALTH CENTRE AND PREMISES,2332275335524
EE LIMITED,01/04/2005,5100,0,0,0,£0.00,Y,Y,Land,T-MOBILE TELECOMMS MAST SITE,REF: 55053,"CHURCH AVENUE, HORSFORTH",LEEDS,LS18 5LD,01/04/2010,MT1,COMMUNICATION STATION AND PREMISES,2332273435479
NORTH CITY BUSINESS CENTRE,01/04/2013,300,0,0,0,£0.00,Y,Y,Rateable Value,AVENUE MEDIA,1 WOODVILLE STREET,HORSFORTH,LEEDS,LS18 5DB,01/04/2013,CA,ADVERTISING RIGHT AND PREMISES,2332272623760
HORSFORTH (THROSTLE NEST) TENNIS CLUB,01/04/2000,2275,0,25,100,£0.00,N,N,,HORSFORTH TENNIS CLUB,NEWLAY WOOD DRIVE,HORSFORTH,LEEDS,LS18 4LL,,LX,TENNIS COURTS AND PREMISES,2332266313480
HORSFORTH RIVERSIDE LLP,01/04/2007,2125,0,0,0,£0.00,Y,Y,Rateable Value,JOHN DEE STEEL STOCKHOLDERS,"LTD 1ST FLOOR, LOW MILLS","LOW HALL ROAD, RAWDON",LEEDS,LS18 4EF,01/04/2007,CW,WAREHOUSE AND PREMISES,2332265308864
LEEDS CITY COUNCIL,01/06/2010,600,0,0,0,£0.00,N,N,,SPONSORED ROUNDABOUT AT NEW,"ROADSIDE, RAWDON ROAD","HORSFORTH, LEEDS",,LS18 4EA,,CX,Sponsored Roundabout,2332264653782
REDROW HOMES LTD,01/11/2013,3950,0,0,0,£0.00,N,N,,REDROW SITE HUTS AT HORSFORTH VALE,LOW HALL ROAD,HORSFORTH,LEEDS,LS18 4EF,,IX,Contractor Site Huts,2332264519157
CHRYSOS TRADING LTD T/A WHIRLPOOL LAUNDRY SERVICES,15/12/2013,6300,0,0,0,£0.00,N,N,,UNIT 4,LOW HALL INDUSTRIAL ESTATE,"LOW HALL ROAD, HORSFORTH",LEEDS,LS18 4EF,,IF3,Workshop and Premises,2332264518607
NEW CONCEPT SIGN LTD,01/02/2014,7400,0,0,77,£0.00,N,N,,UNIT 3,LOW HALL INDUSTRIAL ESTATE,"LOW HALL ROAD, HORSFORTH",LEEDS,LS18 4EF,,IF3,Workshop and Premises,2332264518596
CHRYSOS TRADING LTD,01/10/2013,11500,0,0,0,£0.00,N,N,,UNITS 1 & 2,LOW HALL INDUSTRIAL ESTATE,"LOW HALL ROAD, HORSFORTH",LEEDS,LS18 4EF,,IF3,WORKSHOP AND PREMISES,2332264474265
SEVEN TECHNOLOGIES LTD,01/10/2007,107000,0,0,0,£0.00,N,N,,UNIT 1 LOW HALL BUSINESS PARK,LOW HALL ROAD,HORSFORTH,LEEDS,LS18 4EF,,IF3,WORKSHOP AND PREMISES,2332264433290
RAWDON MILL L L P,01/01/2002,2100,0,0,0,£0.00,Y,Y,Rateable Value,RIVERSIDE MILL,LOW HALL ROAD,HORSFORTH,LEEDS,LS18 4EF,01/01/2002,IF,FACTORY AND PREMISES,2332264357371
HORSFORTH RIVERSIDE LLP,01/01/2002,2125,0,0,0,£0.00,Y,Y,Rateable Value,COLOURFLEX PT GND FLOOR,LOW MILLS,"LOW HALL ROAD, HORSFORTH",LEEDS,LS18 4EF,01/01/2002,CW,WAREHOUSE AND PREMISES,2332264355037
HORSFORTH RIVERSIDE LLP,01/04/2007,2450,0,0,0,£0.00,Y,Y,Rateable Value,PT GND FLOOR,LOW MILLS,"LOW HALL ROAD, HORSFORTH",LEEDS,LS18 4EF,01/04/2007,CW,WAREHOUSE AND PREMISES,2332264355036
HORSFORTH RIVERSIDE LLP,01/04/2007,2125,0,0,0,£0.00,Y,Y,Rateable Value,CONCORD CONSTRUCTION PT GND FLOOR,LOW MILLS,"LOW HALL ROAD, HORSFORTH",LEEDS,LS18 4EF,01/04/2007,CW,WAREHOUSE AND PREMISES,2332264355034
TURNER & TOWNSEND UK LIMITED,01/04/2000,151000,0,0,0,£0.00,N,N,,LOW HALL,LOW HALL ROAD,HORSFORTH,LEEDS,LS18 4EF,,CO,OFFICES AND PREMISES,2332264352036
TCLARKE LEEDS LIMITED,01/04/2000,46250,0,0,0,£0.00,N,N,,H AND C MOORE ELECTRICAL,LOW HALL INDUSTRIAL ESTATE,LOW HALL ROAD,HORSFORTH LEEDS,LS18 4EF,,IF3,WORKSHOP AND PREMISES,2332264311479
CID GROUP LLP,14/09/2011,40500,0,0,0,£0.00,N,N,,UNIT 30,LOW HALL INDUSTRIAL ESTATE,"LOW HALL ROAD, HORSFORTH",LEEDS,LS18 4EF,,CW,WAREHOUSE AND PREMISES,2332264311108
FARASON LTD,01/04/2000,58000,0,0,0,£0.00,N,N,,FARASON LTD,LOW HALL ROAD,HORSFORTH,LEEDS,LS18 4EF,,IF,FACTORY AND PREMISES,2332264307987
STAINLESS ENGINEERING LTD,15/02/2006,11250,0,0,0,£0.00,N,N,,32 LOW HALL ROAD,HORSFORTH,LEEDS,,LS18 4EF,,CG2,Garage and Premises,2332264307984
ENGLAFOT CONSTRUCTION LTD,31/07/2001,13750,0,0,0,£0.00,N,N,,UNIT 3A ASHFIELD INDUSTRIAL ESTATE,LOW HALL ROAD,HORSFORTH,LEEDS,LS18 4EG,,CW,Warehouse and Premises,2332264307982
M G ACCESS LTD,01/10/2009,6800,0,0,87,£0.00,N,N,,UNIT 2 MILL HOUSE,HAWKSWORTH ROAD,HORSFORTH,LEEDS,LS18 4JP,,IF3,WORKSHOP AND PREMISES,2332263366722
DIRECT CLEANING SERVICES (LEEDS) LTD,01/10/2009,7400,0,0,77,£0.00,N,N,,UNIT 1 MILL HOUSE,HAWKSWORTH ROAD,HORSFORTH,LEEDS,LS18 4JP,,IF3,WAREHOUSE AND PREMISES,2332263366721
Q ELECTRONICS LTD,01/06/2005,82000,0,0,0,£0.00,N,N,,ARA SERVICES PLC,HAWKSWORTH ROAD,HORSFORTH,LEEDS,LS18 4JP,,CO,OFFICES AND PREMISES,2332263353064
HYDRAULIC ANALYSIS LTD,01/04/2000,23750,0,0,0,£0.00,N,N,,HYDRAULIC ANALYSIS LTD MILL HOUSE,HAWKSWORTH ROAD,HORSFORTH,LEEDS,LS18 4JP,,CO,OFFICES AND PREMISES,2332263307329
LEEDS MIND,01/04/2011,15750,80,0,0,£0.00,N,N,,1ST & 2ND FLOORS CLARENCE HOUSE,CLARENCE ROAD,HORSFORTH,LEEDS,LS18 4LB,,CO,OFFICES AND PREMISES,2332262369993
LEEDS MIND,08/07/2003,13000,80,0,0,£0.00,N,N,,BASEMENT AND GROUND CLARENCE HOUSE,CLARENCE ROAD,HORSFORTH,LEEDS,LS18 4LB,,CO,OFFICES AND PREMISES,2332262369992
FROEBELIAN SCHOOL HORSFORTH LTD,01/04/2000,46000,80,0,0,£0.00,N,N,,THE MOUNT,5 CLARENCE ROAD,HORSFORTH,LEEDS,LS18 4LB,,EP,School and Premises,2332262359679
BARNARDO'S PROPERTY SERVICES P&FM DEPARTMENT,01/04/2000,31750,80,0,0,£0.00,N,N,,LOW WOOD,28 CLARENCE ROAD,HORSFORTH,LEEDS,LS18 4LB,,CO,OFFICES AND PREMISES,2332262328995
BARNARDO'S P&FM DEPARTMENT,01/04/2000,52000,80,0,0,£0.00,N,N,,FOUR GABLES,26 CLARENCE ROAD,HORSFORTH,LEEDS,LS18 4LB,,CO,Offices and Premises,2332262307355
WOODLANDS HOMECARE LTD,03/05/2005,236000,0,0,0,£0.00,N,N,,WOODLANDS SHEDS,CALVERLEY LANE,HORSFORTH,LEEDS,LS13 1NR,,IF3,WORKSHOP AND PREMISES,2332260427944
LEEDS CITY COUNCIL,01/04/2000,6800,0,0,0,£0.00,N,N,,CEMETERY,CALVERLEY LANE,HORSFORTH,LEEDS,LS18 4DZ,,MC,CEMETERY AND PREMISES,2332260362813
PARK LANE COLLEGE,01/04/2000,126000,80,0,0,£0.00,N,N,,PARK LANE COLLEGE,(HORSFORTH CENTRE),"CALVERLEY LANE, HORSFORTH",LEEDS,LS18 4RQ,,EL1,College and Premises,2332260331931
REDROW HOMES LTD,14/11/2013,4400,0,0,0,£0.00,N,N,,SANDOZ PRODUCTS LTD SPORTS GROUND,CALVERLEY LANE,HORSFORTH,LEEDS,LS18 4DZ,,LS,SPORTS GROUND AND PREMISES,2332260313481
LEEDS CITY COUNCIL,01/04/2000,25500,0,0,0,£0.00,N,N,,WESTBROOK LANE PRIMARY SCHOOL,WESTBROOK LANE,HORSFORTH,LEEDS,LS18 5AH,,EL,SCHOOL AND PREMISES,2332257329577
LEEDS CITY COUNCIL,01/04/2000,26000,0,0,0,£0.00,N,N,,WEST END PRIMARY SCHOOL,WEST END LANE,HORSFORTH,LEEDS,LS18 5JP,,EL,SCHOOL AND PREMISES,2332256323982
KINGSWAY MARKETING RESOURCE LTD T/A DOLPHINS DAY NURSERY,11/09/2004,14750,0,0,0,£0.00,N,N,,DAY NURSERY,WEST END PRIMARY SCHOOL,WEST END LANE,HORSFORTH,LS18 5JP,,EN1,DAY NURSERY AND PREMISES,2332256100467
BIRKITT STEVENS COLEMAN PARTNERSHIP LTD,06/01/2012,34250,0,0,0,£0.00,N,N,,SUITE D TROY MILLS,TROY ROAD,HORSFORTH,LEEDS,LS18 5GN,,CO,Offices and Premises,2332255483902
BIRKETT STEVENS COLMAN PARTNERSHIP LTD,06/01/2012,24750,0,0,0,£0.00,N,N,,SUITE C TROY MILLS,TROY ROAD,HORSFORTH,LEEDS,LS18 5GN,,CO,Offices and Premises,2332255483901
LINLEY & SIMPSON LTD,29/06/2011,12500,0,0,0,£0.00,N,N,,FIRST FLOOR HELENA HOUSE,TROY MILLS,TROY ROAD,HORSFORTH LEEDS,LS18 5GN,,CO,Offices and Premises,2332255483890
LINLEY & SIMPSON LTD,29/06/2011,12750,0,0,0,£0.00,N,N,,GROUND FLOOR HELENA HOUSE,TROY MILLS,TROY ROAD HORSFORTH,LEEDS,LS18 5GN,,CO,Offices and Premises,2332255483879
THE PHOENIX PARTNERSHIP (LEEDS) LTD,15/03/2006,35000,0,0,0,£0.00,N,N,,PART 1ST FLOOR MILL HOUSE,TROY ROAD,HORSFORTH,LEEDS,LS18 5TN,,CO,OFFICES AND PREMISES,2332255367090
THE PHOENIX PARTNERSHIP (LEEDS) LTD,28/04/2005,97500,0,0,0,£0.00,N,N,,PART 1ST FLOOR AND 2ND FLOOR,MILL HOUSE,"TROY ROAD, HORSFORTH",LEEDS,LS18 5TN,,CO,OFFICES AND PREMISES,2332255367089
THE PHOENIX PARTNERSHIP (LEEDS) LTD,20/08/2009,66000,0,0,0,£0.00,N,N,,GND FLOOR MILL HOUSE,TROY ROAD,HORSFORTH,LEEDS,LS18 5TN,,CO,OFFICES AND PREMISES,2332255367088
IVC (VAT CONSULTANTS ) LLP,09/07/2013,10000,0,0,33,£0.00,N,N,,THE STABLES,TROY ROAD,HORSFORTH,LEEDS,LS18 5SY,,CO,OFFICES AND PREMISES,2332255352468
HD CARE LTD T/A BLUEBIRD CARE (LEEDS NORTH),11/05/2011,13500,0,0,0,£0.00,N,N,,BEECH HOUSE,TROY ROAD,HORSFORTH,LEEDS,LS18 5BA,,CO,OFFICES AND PREMISES,2332255352463
ULTRA PULSE LAZERS LTD,01/04/2013,4500,0,0,100,£0.00,N,N,,UNIT 10 PARK CENTRE,STATION ROAD,HORSFORTH,LEEDS,LS18 5NX,,IF3,Workshop and Premises,2332254613263
SCANLANS CONSULTANT SURVEYORSLLP,28/02/2011,5700,0,0,0,£0.00,N,N,,ROOMS 7 & 8 PT 1ST FLOOR,13 STATION ROAD,HORSFORTH,LEEDS,LS18 5PA,,CO,Offices and Premises,2332253654893
ARTHUR BROWN (INSURANCE BROKERS) LTD,01/05/2012,3600,0,0,100,£0.00,N,N,,ROOM 6 PT 1ST FLOOR,13 STATION ROAD,HORSFORTH,LEEDS,LS18 5PA,,CO,Offices and Premises,2332253654882
LEEDS CITY COUNCIL,01/06/2010,600,0,0,0,£0.00,N,N,,SPONSORED ROUNDABOUT AT,"BROWNBERRY LANE, STATION ROAD","HORSFORTH, LEEDS",,LS18 5NR,,CX,SPONSORED ROUNDABOUT,2332253653804
BLUESKY FINANCIAL SOLUTIONS LTD,01/02/2011,6800,0,0,87,£0.00,N,N,,ROOM 5 PT 1ST FLOOR,13 STATION ROAD,HORSFORTH,LEEDS,LS18 5PA,,CO,Offices and Premises,2332253651858
SAPLING PROPERTY SERVICES LTD,01/05/2012,1650,0,0,100,£0.00,N,N,,ROOM 4 PT 1ST FLOOR,13 STATION ROAD,HORSFORTH,LEEDS,LS18 5PA,,CO,Offices and Premises,2332253651847
STRATTON LEWIS LTD,01/06/2012,3750,0,0,100,£0.00,N,N,,ROOM 3 PT 1ST FLOOR,13 STATION ROAD,HORSFORTH,LEEDS,LS18 5PA,,CO,Offices and Premises,2332253651836
J T DEVELOPMENT TRAINING LTD,01/06/2012,3250,0,0,100,£0.00,N,N,,ROOM 2 PT 1ST FLOOR,13 STATION ROAD,HORSFORTH,LEEDS,LS18 5PA,,CO,Offices and Premises,2332253651825
STEPHENSONS INVESTIGATIONS LTD,01/03/2011,2500,0,0,100,£0.00,N,N,,ROOM 1 PT 1ST FLOOR,13 STATION ROAD,HORSFORTH,LEEDS,LS18 5PA,,CO,Offices and Premises,2332253646149
MONTPELIER PROFESSIONAL (LEEDS) LTD T/A BUCKLE BARTON,25/03/2009,86500,0,0,0,£0.00,N,N,,GND FLOOR TECHNO CENTRE & GND FLOOR,SANDERSON HOUSE,"22 STATION ROAD, HORSFORTH",LEEDS,LS18 5NT,,CO,OFFICES AND PREMISES,2332253626803
ADAIR PAXTON LLP,01/06/2009,38500,0,0,0,£0.00,N,N,,1ST FLOOR & PT 2ND FLOOR,SANDERSON HOUSE,22 STATION ROAD,HORSFORTH LEEDS,LS18 5NT,,CO,OFFICES AND PREMISES,2332253626792
MOBILE BROADBAND NETWORK LTD,28/09/2009,8600,0,0,0,£0.00,N,N,,3 (SITE REF LS0095) ROOFTOP,TITAN HOUSE,"STATION ROAD, HORSFORTH",LEEDS,LS18 5PL,,MT1,COMMUNICATION STATION AND PREMISES,2332253621706
INTERNATIONAL LIGHTING LTD,01/04/2013,1425,0,0,0,£0.00,N,N,,SUITE 11B 2ND FLOOR,TITAN HOUSE,"STATION ROAD, HORSFORTH",LEEDS,LS18 5PA,,CO,OFFICES AND PREMISES,2332253621001
TRAINSAFE,01/04/2007,1500,0,0,100,£0.00,N,N,,SUITE 11A 2ND FLOOR,TITAN HOUSE,"STATION ROAD, HORSFORTH",LEEDS,LS18 5PA,,CO,OFFICES AND PREMISES,2332253620990
ZS FITNESS LTD,30/09/2013,9100,0,0,48,£0.00,N,N,,UNIT 9,PARK CENTRE,"STATION ROAD, HORSFORTH",LEEDS,LS18 5NX,,LX,Gymnasium and Premises,2332253618928
MAF FITNESS LTD,30/09/2013,17750,0,0,0,£0.00,N,N,,UNIT 8,PARK CENTRE,"STATION ROAD, HORSFORTH",LEEDS,LS18 5NX,,LX,Gymnasium and Premises,2332253618917
DOVETAIL CARE LTD T/A DOVETAIL CARE SERVICES,01/04/2010,5400,0,0,100,£0.00,N,N,,DOVETAIL CARE LTD FIRST FLOOR,11A & 11D STATION ROAD,HORSFORTH,LEEDS,LS18 5PA,,CO,Offices and Premises,2332253516396
BENSON WALKER & CO,24/11/2011,7200,0,0,80,£0.00,N,N,,VACANT PART 2ND FLOOR,SANDERSON HOUSE,"22 STATION ROAD, HORSFORTH",LEEDS,LS18 5NT,,CO,Offices and Premises,2332253502811
TRIALS UK LTD,01/07/2008,6800,0,0,87,-£427.04,N,N,,UNIT 7,PARK CENTRE,"STATION ROAD, HORSFORTH",LEEDS,LS18 5NX,,CS7,SHOWROOM AND PREMISES,2332253478379
CASU CONSULT0,01/06/2006,3400,0,0,0,£0.00,N,N,,SUITES 9 & 10 2ND FLOOR,STATION ROAD,HORSFORTH,LEEDS,LS18 5PA,,CO,OFFICES AND PREMISES,2332253449900
CASU,21/07/2008,1850,0,0,0,£0.00,N,N,,SUITE 3 2ND FLOOR,TITAN HOUSE,"STATION ROAD, HORSFORTH",LEEDS,LS18 5PA,,CO,OFFICES AND PREMISES,2332253435941
MRS JONES GRAPHIC DESIGN LTD,01/06/2012,1650,0,0,100,£0.00,N,N,,SUITE 2 2ND FLOOR,TITAN HOUSE,"STATION ROAD, HORSFORTH",LEEDS,LS18 5PA,,CO,OFFICES AND PREMISES,2332253435930
DISCREET PEST CONTROL LTD,01/04/2005,2100,0,0,100,£0.00,N,N,,SUITE 1 2ND FLOOR,TITAN HOUSE,"STATION ROAD, HORSFORTH",LEEDS,LS18 5PA,,CO,OFFICES AND PREMISES,2332253435919
INTERNATIONAL LIGHTING LTD,01/04/2005,2900,0,0,100,£0.00,N,N,,SUITES 5 & 6 2ND FLOOR,TITAN HOUSE,"STATION ROAD, HORSFORTH",LEEDS,LS18 5PA,,CO,OFFICES AND PREMISES,2332253435908
CASU CONSULTO,12/05/2010,4650,0,0,0,£0.00,N,N,,SUITES 7 & 8,TITAN HOUSE,"STATION ROAD, HORSFORTH",LEEDS,LS18 5PA,,CO,OFFICES AND PREMISES,2332253432564
LINLEY & SIMPSON LTD,01/04/2004,17000,0,0,0,£0.00,N,N,,12/ 14 STATION ROAD,HORSFORTH,LEEDS,,LS18 5NR,,CS,SHOP AND PREMISES,2332253404383
TESCO STORES LTD,04/11/2003,3750,0,0,0,£0.00,N,N,,ATM,13/15 STATION ROAD,HORSFORTH,LEEDS,LS18 5PA,,CX,SITE OF AUTOMATIC TELLER MACHINE AND PREMISES,2332253363529
TESCO STORES LTD,04/11/2003,37750,0,0,0,£0.00,N,N,,13/15 STATION ROAD,HORSFORTH,LEEDS,,LS18 5PA,,CS,SHOP AND PREMISES,2332253358422
CASU CONSULTO,12/05/2010,1800,0,0,0,£0.00,N,N,,SUITE 4 2ND FLOOR,TITAN HOUSE,"STATION ROAD, HORSFORTH",LEEDS,LS18 5PA,,CO,OFFICES AND PREMISES,2332253358048
YORKSHIRE VETS LTD T/A THORNBURY VETERINARY GROUP,01/04/2000,15750,0,0,0,£0.00,N,N,,1 STATION ROAD,HORSFORTH,LEEDS,,LS18 5PA,,CS,SHOP AND PREMISES,2332253343602
HARDAKERS (HORSFORTH) LTD,01/04/2000,5500,0,0,0,"-£1,000.00",N,N,,5 STATION ROAD,HORSFORTH,LEEDS,,LS18 5PA,,CS,SHOP AND PREMISES,2332253331066
WOODLANDS HOMECARE LTD,01/04/2000,285,0,0,0,£0.00,N,N,,ADVERT RIGHT GABLE,12/14 STATION ROAD,HORSFORTH,LEEDS,LS18 5PA,,CA,ADVERTISING RIGHT,2332253329538
HORSFORTH HAIRDRESSERS LTD,01/05/2005,8000,0,0,67,"-£1,000.00",N,N,,29 STATION ROAD,HORSFORTH,LEEDS,,LS18 5PA,,CS3,HAIRDRESSING SALON AND PREMISES,2332253312889
THE COVE FISH & CHIPS HORSFORTH LTD,23/03/2012,18500,0,0,0,"-£1,000.00",N,N,,23/25 STATION ROAD,HORSFORTH,LEEDS,,LS18 5PA,,CS,Shop and Premises,2332253312888
WOODLANDS HOMECARE LTD,01/04/2000,83000,0,0,0,£0.00,N,N,,STATION YARD,STATION ROAD,HORSFORTH,LEEDS,LS18 5PA,,CW,WAREHOUSE AND PREMISES,2332253308658
DISCOUNT OPTICAL LTD,01/04/2000,4900,0,0,100,£0.00,N,N,,UNIT 2 PARK CENTRE,STATION ROAD,HORSFORTH,LEEDS,LS18 5NX,,IF3,WORKSHOP AND PREMISES,2332253307973
GALTEC SOLUTIONS LTD,01/09/2005,22000,0,0,0,£0.00,N,N,,BRIDGE END HOUSE,LOW LANE,HORSFORTH,LEEDS,LS18 4DF,,CO,OFFICES AND PREMISES,2332246329702
LEEDS CITY COUNCIL,01/06/2010,600,0,0,0,£0.00,N,N,,SPONSORED ROUNDABOUT AT LOW LANE,BROADWAY,"HORSFORTH, LEEDS",,LS18 4DD,,CX,SPONSORED ROUNDABOUT,2332245653793
STEPHENSON GROUP LTD,25/07/2007,118000,0,0,0,£0.00,N,N,,STEPHENSON BROTHERS,BROOKFOOT MILLS,"LOW LANE, HORSFORTH",LEEDS,LS18 5PU,,IF,Factory and Premises,2332245621934
BANK MACHINE LTD,01/05/2012,8300,0,0,0,£0.00,N,N,,ATM SITE AT,SHELL HORSFORTH FILLING STATION,LOW LANE,HORSFORTH LEEDS,LS18 4DF,,CX,Site of ATM and Premises,2332245620556
SHELL UK LIMITED,01/05/2012,69500,0,0,0,£0.00,N,N,,SHELL HORSFORTH FILLING STATION,LOW LANE,HORSFORTH,LEEDS,LS18 4DF,,CG,Petrol Filling Station and Premises,2332245620545
COMBINED SELECTION LTD,09/05/2013,13500,0,0,0,£0.00,N,N,,SUITE 3 GROUND FLOOR,SPRINGWOOD HOUSE,LOW LANE,HORSFORTH,LS18 4QH,,CO,OFFICES AND PREMISES,2332245614312
COMBINED SELECTION LTD,09/05/2013,8100,0,0,0,£0.00,N,N,,SUITE 2 GROUND FLOOR,SPRINGWOOD HOUSE,LOW LANE,HORSFORTH,LS18 4QH,,CO,OFFICES AND PREMISES,2332245614301
COMBINED SELECTION LTD,09/05/2013,11250,0,0,0,£0.00,N,N,,SUITE 1 GROUND FLOOR,SPRINGWOOD HOUSE,LOW LANE,HORSFORTH,LS18 4QH,,CO,OFFICES AND PREMISES,2332245614290
SWINTON GROUP LTD,21/02/2014,43500,0,0,0,£0.00,N,N,,1ST FLOOR,WOODSIDE HOUSE,"LOW LANE, HORSFORTH",LEEDS,LS18 5QL,,CO,Offices and Premises,2332245551799
I TO I UK LIMITED,23/12/2013,43500,0,0,0,£0.00,N,N,,2ND FLOOR,WOODSIDE HOUSE,"LOW LANE, HORSFORTH",LEEDS,LS18 5QL,,CO,Offices and Premises,2332245518002
RHODES ASSET MANAGEMENT LTD,04/03/2013,98500,0,0,0,£0.00,Y,N,,HORSFORTH MILL,LOW LANE,HORSFORTH,LEEDS,LS18 4DF,04/03/2013,CW,Warehouse and Premises,2332245447744
EE LIMITED,01/04/2005,2425,0,0,0,£0.00,N,N,,TELECOMMUNICATION MAST SITE,"REF 75025, LOW LANE",HORSFORTH,LEEDS,LS18 4DF,,MT1,COMMUNICATION STATION AND PREMISES,2332245443135
PENDRAGON PLC,02/08/2007,87500,0,0,0,£0.00,N,N,,DIXONS MOTOR HOLDINGS,125 LOW LANE,HORSFORTH,LEEDS,LS18 5DE,,CG3,CAR SHOWROOM AND PREMISES,2332245435435
MARCHINGTON PROPERTIES LTD,20/12/2013,14750,0,0,0,£0.00,Y,N,,"UNIT B, GROUND FLOOR","WOODSIDE HOUSE, LOW LANE",HORSFORTH,LEEDS,LS18 5QL,20/12/2013,CO,OFFICES AND PREMISES,2332245424467
SWINTON GROUP LTD,24/01/2007,28250,0,0,0,£0.00,N,N,,"UNIT A, GROUND FLOOR","WOODSIDE HOUSE, LOW LANE",HORSFORTH,LEEDS,LS18 5QL,,CO,OFFICES AND PREMISES,2332245424456
TELEFONICA UK LTD,01/04/2005,6500,0,0,0,£0.00,N,N,,TELECOMMUNICATION MAST SITE,"REF 17652, LOW LANE",HORSFORTH,LEEDS,LS18 5PX,,MT1,COMMUNICATION STATION AND PREMISES,2332245422256
DRIVING STANDARDS AGENCY,06/06/2003,20250,0,0,0,£0.00,N,N,,BASEMENT FLOOR WOODSIDE HOUSE,LOW LANE,HORSFORTH,LEEDS,LS18 5QL,,CO,OFFICES AND PREMISES,2332245370592
SWINTON GROUP LIMITED,27/05/2003,20250,0,0,0,£0.00,N,N,,LOWER GND FLR WOODSIDE HOUSE,LOW LANE,HORSFORTH,LEEDS,LS18 5QL,,CO,OFFICES AND PREMISES,2332245370543
Z & F PROPERTIES,02/12/2002,20750,0,0,0,£0.00,N,N,,ENTERPRISE HOUSE,249 LOW LANE,HORSFORTH,LEEDS,LS18 5QL,,CR1O,"Cafe, Office and Premises",2332245370138
HILL LAWRENCE LTD,12/09/2006,12000,0,0,0,£0.00,N,N,,PT LOWER GROUND FLOOR,SPRINGWOOD HOUSE,"LOW LANE, HORSFORTH",LEEDS,LS18 4QH,,CO,OFFICES AND PREMISES,2332245366798
BANK MACHINE LTD,21/05/2012,11250,0,0,0,£0.00,N,N,,ABBEY NATIONAL,SHELL FILLING STATION,"LOW LANE, HORSFORTH",LEEDS,LS18 5PX,,CX,SITE OF AUTOMATIC TELLER MACHINE AND PREMISES,2332245365059
MONDIAL LIGHTING CO LTD,07/05/2012,14250,0,0,0,£0.00,N,N,,PT 1ST FLOOR,BRIDGE END HOUSE,"LOW LANE, HORSFORTH",LEEDS,LS18 5PX,,CO,OFFICES AND PREMISES,2332245355776
GALTEC SOLUTIONS LTD,29/09/2010,15750,0,0,0,£0.00,N,N,,PART GROUND FLOOR BRIDGE END HOUSE,LOW LANE,HORSFORTH,LEEDS,LS18 5DL,,CO,OFFICES AND PREMISES,2332245355775
WILLIAM HEPWORTH (HUDDESFIELD) LTD,08/06/2010,19250,0,0,0,"-£1,000.00",N,N,,CARNELL MOTOR GROUP,LOW LANE,HORSFORTH,LEEDS,LS18 5PX,,CG3,CAR SHOWROOM AND PREMISES,2332245331162
ORCHID PUBS & DINING LTD,13/12/2008,83000,0,0,0,£0.00,N,N,,WOODSIDE TAVERN,LOW LANE,HORSFORTH,LEEDS,LS18 5PX,,CL,PUBLIC HOUSE AND PREMISES,2332245329448
PARKER SHOP EQUIPMENT LTD,01/04/2000,6500,0,0,92,-£255.12,N,N,,322 LOW LANE,HORSFORTH,LEEDS,,LS18 5DE,,CS,"SHOP, WORKSHOP AND PREMISES",2332245326310
ANGEL BRIDES LTD,01/04/2012,7600,0,0,73,-£954.56,N,N,,ASHLEY COURT,158 LOW LANE,HORSFORTH,LEEDS,LS18 5QW,,CS,SHOP AND PREMISES,2332245320819
WARM & FRIENDLY ALE HOUSES LTD,29/05/2002,19300,0,0,0,"-£1,000.00",N,N,,BRIDGE INN,LOW LANE,HORSFORTH,LEEDS,LS18 5PX,,CL,PUBLIC HOUSE AND PREMISES,2332245316727
WOODSIDE INSURANCE SERVICES LTD,01/04/2000,4350,0,0,100,£0.00,N,N,,338 LOW LANE,HORSFORTH,LEEDS,,LS18 4DD,,CS,SHOP AND PREMISES,2332245313133
POWER ENGINEERING SERVICES LTD,23/03/2010,52500,0,0,0,£0.00,N,N,,UNIT 3B,WOODSIDE TRADING ESTATE,"LOW LANE, HORSFORTH",LEEDS,LS18 5NY,,IF,FACTORY AND PREMISES,2332245308016
MARCHINGTON PROPERTIES LTD,23/12/2013,54500,0,0,0,£0.00,Y,N,,UNIT 3A,WOODSIDE TRADING ESTATE,"LOW LANE, HORSFORTH",LEEDS,LS18 5NY,23/12/2013,CW,WAREHOUSE AND PREMISES,2332245308015
BARDSEY MILLS LTD,06/07/2007,14250,0,0,0,£0.00,N,N,,UNIT 1E,WOODSIDE TRADING ESTATE,"LOW LANE, HORSFORTH",LEEDS,LS18 5NY,,CW,WAREHOUSE AND PREMISES,2332245308014
BROWNOR LTD T/A FREIGHTAIR SER,01/04/2000,14000,0,0,0,£0.00,N,N,,UNIT 1D,WOODSIDE TRADING ESTATE,"LOW LANE, HORSFORTH",LEEDS,LS18 5NY,,CW,WAREHOUSE AND PREMISES,2332245308013
