Body name,Body,Service label,Service division label,Expenditure category,Detailed expenditure type,Detailed expenditure code,Date paid,Transaction number,Net amount,Capital or revenue,Supplier name
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Residential,580,21/12/2010,1012-07188,829.50 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People under 65 P/Dis,Transfer payments,Personalised Budgets,627,21/12/2010,1012-07189,3005.31 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Environment & Neighbourhoods,Hra,Transfer payments,Disrepair Provision,644,21/12/2010,1012-07190,800.00 ,R,REDACTED PERSONAL DATA
Leeds City Council as Accountable Body,http://statistics.data.gov.uk/doc/local-authority/00DA,Social Services Pooled Budgets,Jcs For People With Learning Disabilitie,Third party payments,Residential,580,21/12/2010,1012-07191,538.00 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07192,444.40 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07193,2159.80 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07194,702.40 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07195,798.60 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07196,1042.00 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07197,451.92 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07198,3435.76 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07199,959.10 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07200,517.12 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07201,609.04 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07202,567.48 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07203,655.26 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07204,885.80 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07205,6533.24 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07206,483.68 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07207,746.53 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07208,1007.48 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07209,1260.24 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07210,913.56 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07211,1019.84 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Direct Payments,626,22/12/2010,1012-07212,624.44 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Adults under 65 Mental/Dis,Transfer payments,Personalised Budgets,627,22/12/2010,1012-07213,1753.68 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Third party payments,Residential,580,22/12/2010,1012-07214,3305.64 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07215,1171.00 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07216,1516.80 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07217,1196.56 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07218,2916.88 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07219,797.72 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07220,2809.92 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07221,1195.64 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07222,1251.16 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07223,643.32 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07224,1541.20 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07225,930.20 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07226,734.00 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07227,781.48 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07228,560.56 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07229,752.88 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07230,523.96 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07231,435.84 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07232,729.92 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07233,699.44 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07234,1557.84 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07235,1722.96 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07236,900.92 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07237,1221.68 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07238,428.68 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07239,4578.86 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07240,743.04 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07241,856.64 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07242,1278.80 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07243,1918.20 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07244,895.40 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07245,978.12 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07246,590.56 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07247,4927.28 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07248,740.72 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07249,588.00 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07250,755.18 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07251,658.20 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07252,2201.90 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07253,1146.24 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07254,758.60 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07255,2558.32 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07256,721.16 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07257,430.36 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07258,516.56 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07259,528.96 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07260,665.76 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07261,469.84 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07262,1505.28 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07263,487.84 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07264,1019.41 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07265,519.28 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07266,1166.56 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07267,988.24 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07268,2910.52 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07269,2003.44 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07270,3078.48 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07271,655.40 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07272,497.76 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07273,541.59 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07274,568.56 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07275,427.28 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07276,582.12 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07277,641.56 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07278,1370.71 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07279,534.72 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07280,1109.96 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07281,492.08 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07282,623.00 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07283,1506.00 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07284,588.00 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07285,695.40 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07286,1454.40 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07287,637.80 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07288,761.24 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07289,633.72 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07290,510.08 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07291,457.76 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07292,915.69 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07293,729.92 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07294,1516.75 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07295,1100.48 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07296,662.16 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07297,550.77 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07298,1558.56 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07299,610.84 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07300,1656.48 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07301,778.88 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07302,938.72 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07303,1435.80 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07304,1171.60 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07305,540.72 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07306,618.12 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07307,1222.56 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07308,2018.56 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07309,2460.92 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07310,11053.38 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07311,532.88 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07312,1569.00 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07313,881.60 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07314,1820.92 ,R,REDACTED PERSONAL DATA
Leeds City Council,http://statistics.data.gov.uk/doc/local-authority/00DA,Adult Social Care,Services For Older People - 65 and over,Transfer payments,Direct Payments,626,22/12/2010,1012-07315,431.20 ,R,REDACTED PERSONAL DATA
