Ratepayer,Billing Account Balance ,Liable Unit Balance ,Year,Property Address,Billing Address,Date Start,Date End
,-281.1,-281.1,2011,"Arches At Bowling Dyke, Under North Bridge, Halifax, HX3 6TD",,05/23/10,12/23/11
,-97.71,-97.71,2011,"1 Whitwell Grove, Elland, HX5 9EJ",,10/18/10,01/31/12
,-0.01,-0.01,2014,"7 Northgate, Halifax, HX1 1UR",,03/01/11,
Blushale Ltd,-0.01,2382.95,2012,"9 Russell Street, Halifax, HX1 1RL","C/O Rushtons Insolvency Ltd, 3 Merchants Quay, Ashley Lane, Shipley, BD17 7BD",04/03/11,07/28/15
Interserve Integrated Services Ltd,-1593.74,-1593.74,2015,"Part 1ST & 2ND Floors, Westgate House, Market Street, Halifax              HX1 1PD","Ebony House, Castlegate Way, Dudley, West Midlands, DY1 4TA",11/16/11,
,-1.07,-1.07,2012,"Units 3 & 4A, Catherine Street, Elland, HX5 0EZ",,03/27/11,
,-5.6,-5.6,2012,"Storeroom 3 Market Hall, Brook Street, Todmorden, OL14 5AJ",,09/01/11,01/13/13
Halifax Opportunities Trust,-14.84,-14.84,2011,"Office 41 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER",09/20/11,07/10/12
,-65.65,-65.65,2013,"Unit 2A Crossley Works, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5HR",,12/01/12,06/30/13
Trustees Of The Oddyssey Glass Pension Scheme,-872.61,-872.61,2015,"Unit 4B, High Level Way, Queens Road, Halifax              HX1 4PS","C/O Walker Singleton, Property House, Lister Lane, Halifax, HX1 5AS",03/19/13,06/30/15
Wattlid Ltd,-1002.03,-1002.03,2014,"Units 1 & 2, Moderna Business Park, Mytholmroyd, Hebden Bridge       HX7 5QQ","Attn Mr R Hayes, Lakeside Farm , Turf Lane, Cullingworth, Bradford, BD13 5JT",03/29/14,10/31/14
Marrtree Investments Limited,-1264.55,-2093.75,2014,"Unit 22, Branxholme Industrial Est., Bradford Road, Brighouse            HD6 4EA","4a Greengate, Cadale Park, Harrogate, HG3 1GY",02/08/14,12/07/14
Marrtree Investments Limited,-829.2,-2093.75,2015,"Unit 22, Branxholme Industrial Est., Bradford Road, Brighouse            HD6 4EA","4a Greengate, Cadale Park, Harrogate, HG3 1GY",02/08/14,12/07/14
Welcome Independent Living Ltd,-600,-600,2015,"2ND Floor Unit 1, New Oxford House, Albert Street, Hebden Bridge        HX7 8AH","F.A.O Mr Mark Coup, New Oxford House, Albert Street, Hebden Bridge, HX7 8AH",04/01/15,03/31/15
K D T Accountancy & Taxation Services Ltd,-0.01,-0.01,2010,"20 Cow Green, Halifax, HX1 1HX",,08/14/10,
Marie Curie Cancer Care,-1200.08,-1200.08,2013,"1 Corn Market, Halifax, HX1 1TH","Suite One Enterprise House, Cheney Manor Industrial Estate, Swindon, Wiltshire, SN2 2YZ",03/01/14,
,-116.6,-116.6,2015,"Suite 3, Nursery Lane Health Care, Nursery Lane, Halifax              HX3 5SW",,12/10/13,
Dean Clough Ltd,-5416.5,-12118.95,2014,"Crib Lane Level 3 Bottom, Dean Clough Mils, Halifax, HX3 5AX","Office Suite E345, Dean Clough, Halifax, HX3 5AX",12/24/12,05/31/13
Daniel Thwaites Plc,-559.83,-559.83,2015,"The Winterburn, 1 Winterburn Hill, Warley, Halifax              HX2 7SQ","Star Brewery, Penny Street, Blackburn, Lancs, BB1 6HL",07/09/14,08/04/15
Halifax Opportunities Trust,-532.44,-535.29,2015,"Office 34 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER","Elsie Whiteley Innovation Cent, Hopwood Lane, Halifax, HX1 5ER",10/01/14,03/29/15
H D I Trendsure Ltd,-3081,-3081,2015,"Hdi Trendsure Ltd, Stansfield Road, Todmorden, OL14 5DL","Hdi Trendsure Ltd, Stansfield Road, Todmorden, OL14 5DL",10/01/12,03/31/15
Bizspace Ltd,-149.35,-149.35,2015,"Units 12A & 12B, Calderdale Business Park, Club Lane, Halifax              HX2 8AX","Sovereign House, Fao Mital Shah, 1 Albert Place, Finchley, London, N3 1QB",06/02/14,09/30/14
Marrtree Investments Limited,-309.09,-309.09,2015,"Unit 5 Branxholme Estate, Bradford Road, Bailiff Bridge, Brighouse            HD6 4EA","4a Greengate, Cadale Park, Harrogate, HG3 1GY",10/10/14,12/22/14
,-0.01,-0.01,2010,"Model Railway Club, Cawcliffe Road, Brighouse, HD6 2HP",,04/01/90,
Calderdale P C T,-1039.5,-5184.63,2008,"Health Centre, Chapel Croft, Brighouse, HD6 3NA","5J6 Payables 4265, Phoenix House, Topcliffe Lane, Wakefield, WF3 1WE",04/01/00,03/31/13
,-11710.5,-88446.92,2005,"24 Church Lane, Brighouse, HD6 1AT",,04/01/90,06/27/12
Adtech Studios Ltd (In Liquidation),-9.95,-9.95,2002,"Unit 2, County Workshops, Clifton Road, Brighouse           HD6 1SL","C/O Messrs Revell Ward, Horton, Norwich Union House, High StreetHuddersfield",10/14/91,11/09/92
Calderdale P C T,-7151.66,-16169.35,2012,"Clinic, Lawson Road, Brighouse, HD6 1NY","5J6 Payables 4265, Phoenix House, Topcliffe Lane, Wakefield, WF3 1WE",04/01/00,03/31/13
Dempster H Lister Ltd [In Liquidation],-543.81,-543.81,2002,"9 Commercial Street, Brighouse, HD6 1AF","C/O Cork Gully, Benson House, 33 Wellington Street, Leeds, LS1 4JP",04/01/90,12/12/98
Eccles & Scott Ltd,-214.38,-214.38,2004,"Ground Floor, Cromwell House, Elland Road, Brighouse            HD6 2RG","Cromwell House, 421 Elland Road, Brighouse, HD6 2RG",12/01/00,01/24/05
Jack Pearson (Turf Accountants) Ltd,-8.43,-8.43,2012,"16 Victoria Road, Elland, HX5 0PU","44 Wood Street, Huddersfield, HD1 1EG",04/01/90,07/17/12
,-55.88,-55.88,2002,"Albert Street, Halifax, HX1 5NW",,03/21/95,03/01/96
A H Fabrications (Halifax) Ltd (In Receivership),-224.82,-224.82,2002,"Arundel Street, Halifax, HX1 4LE","C/O Messrs Grant Thornton, St Johns Centre, 110 Albion Street, Leeds, LS2 8LA",04/01/90,04/01/91
,-1.08,-1.08,2012,"95 Ovenden Road, Ovenden, Halifax, HX3 5RQ",,11/12/01,
Whitbread Plc [Attn Alan Chapman],-85.63,-85.63,2000,"Above Bar Centro, Barum Top, Halifax, HX1 1NL","Whitbread House, Park Street West, Luton, Beds, LU1 3BG",06/12/98,05/18/00
,-0.3,-0.3,2012,"35 Borough Market, Halifax, HX1 1DY",,04/01/90,
G.J.B Upholstery Services Ltd [In Liquidation],-258.49,-258.49,2002,"51 Smithy Carr Lane, Brighouse, HD6 4BG","C/O A M Rogers, 9 South Lane, Holmfirth, HD7 1HN",04/01/90,01/27/94
,-6.58,-6.58,2002,"Unit 2, Upper Bonegate, Brighouse, HD6 1RT",,04/01/01,09/29/02
Woodvale Holdings Ltd [In Liquidation],-391.78,-391.78,2002,"Oak House, Woodvale Road, Brighouse, HD6 4AB","C/O Pannell Kerr & Forster, Ref L/73057/CVL/1304/DMH/IPS, 6 Queen Street, Leeds,, LS1 2TW",11/29/91,10/11/93
,-7104,-77567.88,2007,"The Surgery, Burley Street, Elland, HX5 0AQ",,04/01/90,
Neal Brothers (Leicester)Ltd,-34.46,-34.46,2001,"Bay 1, Rosemount Estate, Huddersfield Road, Elland               HX5 0EE","Queens Buildings, Hastings Road, LEICESTERle5 Olj",10/16/00,09/29/01
,-22.75,-22.75,2012,"Rear 59 Huddersfield Road, Elland, HX5 9AA",,01/01/97,
J W Mitchell & Sons Ltd (In Liquidation),-2.67,-2.67,2002,"Unit 11, The Ainleys, Huddersfield Road, Elland              HX5 9DW","C/O Messrs K W Howarth & Co, 36 Clare Road, Halifax, HX1 2HX",04/22/91,09/30/92
,-12.81,-12.81,2002,"Pressers Arms Inn, 2 South Lane, Elland, HX5 0HG",,10/10/96,05/21/97
Outsourced Credit Management Ltd,-287.26,-287.26,2006,"3 Carlton Place, Halifax, HX1 2SB","3 Carlton Place, Halifax, HX1 2SB",08/01/99,04/30/06
,-25.99,-25.99,2002,"Goose Inn, 24 Causeway Foot, Halifax, HX2 8YB",,11/01/94,06/23/95
,-361.78,-361.78,2002,"Part 1ST Floor, 18 Clare Road, Halifax, HX1 2HX",,09/18/00,03/31/01
,-107.95,-107.95,2012,"Coal Lane, Ogden, Halifax, HX2 9PG",,04/01/93,
Halifax Estate Agencies Ltd,-2441.61,-2441.61,2009,"15/17/19 Commercial Street, Halifax, HX1 1HJ","C/O B N P Paribas Real Estate, Rating Support Unit, 9 Colmore Row, Birmingham, B3 2BT",01/31/92,01/15/10
Joseph Walker & Son Ltd [In Liquidation],-320.26,-320.26,2002,"561 Gibbet Street, Halifax, HX2 0AL","C/O Pannell Kerr Forster, Pannell House, 6 Queen Street, Leeds, LS1 2TW",04/01/90,11/09/94
,-0.91,-0.91,2012,"10 Cow Green, Halifax, HX1 1JF",,05/04/92,
,-200,-200,2003,"6a Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",,04/08/02,07/17/03
Kelly Services (Uk) Ltd,-477,-477,2007,"25 Bull Green, Halifax, HX1 2RZ","Finance Dept, Apple Market House, 17 Union Street, Kingston Upon Thames, KT1 1RR",03/06/98,03/25/07
,-53.26,-53.26,2009,"Friendly Quarry, Burnley Road, Luddendenfoot, Halifax             HX2 6BD",,04/01/96,01/31/10
Calderdale P C T,-4884,-39280.46,2007,"St Johns Health Centre, Lightowler Road, Pellon, Halifax             HX1 5NB","5J6 Payables 4265, Phoenix House, Topcliffe Lane, Wakefield, WF3 1WE",04/01/00,03/31/13
Reichenbacher (Uk) Ltd [In Liquidation],-311.03,-311.03,2003,"Unit 8/9 Victoria Park, Lightowler Road, Pellon, Halifax             HX1 5NB","C/O Kanzlei Linse, 22 Rosenstrasse, Coburg, Germany",10/01/90,01/31/04
Treble Vision Ltd [In Administration],-386.94,-386.94,2004,"Unit A4, Lower Ladyship Mills, Old Lane, Halifax              HX3 5QN",,12/03/96,08/15/04
,-8.68,-8.68,2002,"358 Ovenden Road, Halifax, HX3 5TJ",,07/01/93,10/31/95
,-163.38,-163.38,2004,"14a Hall Street North, Boothtown, Halifax, HX3 6TS",,10/01/02,02/08/05
,-47.08,-47.08,2002,"Hansonlane Enterprise Centre, Hanson Lane, Halifax, HX1 5PG",,04/01/00,01/02/03
,-41.77,-41.77,2004,"14 Hunger Hill, Halifax, HX1 2JT",,04/01/90,08/05/04
B Rhodes & Son Ltd (In Liq.)(Moorfield Wireworkers Ltd),-387.87,-387.87,2002,"Moorfield Works, Ingram Street, Halifax, HX1 3HA","C/O Messrs. Revell Ward, Horton,, Lister House,, Lord Street,Halifax",04/01/90,01/25/91
,-68.06,-68.06,2002,"113 Keighley Road, Halifax, HX2 8JE",,04/01/90,03/02/02
,-14289,-104172.38,2006,"Beechwood Medical Centre, Keighley Road, Halifax, HX2 8AL",,09/01/98,10/13/12
,-11293.74,-114197.32,2010,"King Cross Surgery, 199 King Cross Road, Halifax, HX1 3LW",,04/01/90,
,-22.11,-22.11,2010,"201 Queens Road, Halifax, HX1 4NE",,03/01/99,09/06/10
,-33.27,-33.27,2002,"212 Queens Road, Halifax, HX1 4NE",,09/02/96,09/09/96
,-8768.25,-70621.74,2006,"252 Queens Road, Halifax, HX1 4NJ",,04/01/90,
,-9821.25,-70621.74,2009,"252 Queens Road, Halifax, HX1 4NJ",,04/01/90,
,-4321.81,-70621.74,2013,"252 Queens Road, Halifax, HX1 4NJ",,04/01/90,
Premier Accident Management Uk (Yorkshire)Ltd,-523,-523,2009,"327a Queens Road, Halifax, HX1 4PY",No Forwarding Address,04/26/02,03/31/09
Cunninghams (Halifax) Ltd [In Admin Receivership],-399.1,-399.1,2002,"Range Lane, Halifax, HX3 6DL","C/O Armitage & Co, Park House, Park Square, Leeds, LS1 2PS",04/01/90,10/13/93
Fred Wade Ltd (In Liquidation),-146.14,-146.14,2013,"14 Rawson Street, Halifax, HX1 1NH","C/O Lee & Company, Crown House, Armley Road, Leeds, LS12 2EJ",04/01/90,12/05/13
,-5275,-61278.62,2005,"Kos Clinic, 4 Roydlands Street, Hipperholme, Halifax             HX3 8AF",,04/01/90,
,-5775,-61278.62,2008,"Kos Clinic, 4 Roydlands Street, Hipperholme, Halifax             HX3 8AF",,04/01/90,
,-2469.05,-61278.62,2010,"Kos Clinic, 4 Roydlands Street, Hipperholme, Halifax             HX3 8AF",,04/01/90,
,-6255.75,-61278.62,2013,"Kos Clinic, 4 Roydlands Street, Hipperholme, Halifax             HX3 8AF",,04/01/90,
,-230.57,-230.57,2002,"1 Roydlands Terrace, Hipperholme, Halifax, HX3 8NG",,04/01/90,12/02/93
,-3.23,-3.23,2002,"76 Saddleworth Road, Greetland, Halifax, HX4 8AG",,04/09/95,12/11/99
,-12448.75,-139065.32,2011,"51 Sandbeds Road, Pellon, Halifax, HX2 0JF",,04/14/93,
,-13857.5,-139065.32,2014,"51 Sandbeds Road, Pellon, Halifax, HX2 0JF",,04/14/93,
Neaversons Of Halifax Ltd,-577.84,-577.84,2011,"12 The Old Arcade, Halifax, HX1 1TJ","5 Russell Street, Halifax, HX1 1RL",04/01/90,06/24/11
Wilko Retail Ltd,-0.01,43959.99,2013,"2 Southgate, Halifax, HX1 1DR","C/O Rate Account Management, Colliers Int Rating Uk Llp, 12th Flr Eleven Brindleyplace, 2 Brunswick Square, Brindleyplace, Birmingham, B1 2LP",12/28/98,
,-1.41,-1.41,2012,"45 Stainland Road, Greetland, Halifax, HX4 8BD",,04/01/90,
,-1.42,-1.42,2012,"59 Stainland Road, Greetland, Halifax, HX4 8BD",,04/01/90,
,-99.57,-99.57,2014,"West Vale Filling Station, Stainland Road, Greetland, Halifax             HX4 8BQ",,08/01/92,
,-17.8,-17.8,2002,"Part 3rd Floor, Mount Pleasant Mill, Mytholmroyd, Hebden Bridge       HX7 5NR",,04/01/90,06/18/91
,-11.97,-36.96,2002,"Stubbing Wharf Hotel, Hebden Bridge, HX7 6LU",,04/24/02,06/10/04
,-24.99,-36.96,2004,"Stubbing Wharf Hotel, Hebden Bridge, HX7 6LU",,04/24/02,06/10/04
,-33957,-257312.34,2008,"Valley Medical Centre, Valley Road, Hebden Bridge, HX7 7BE",,05/01/98,
,-35647.5,-257312.34,2009,"Valley Medical Centre, Valley Road, Hebden Bridge, HX7 7BE",,05/01/98,
,-26792.46,-257312.34,2011,"Valley Medical Centre, Valley Road, Hebden Bridge, HX7 7BE",,05/01/98,
,-0.3,-0.3,2013,"Gatelands Farm Caravan Site, Bowood Lane, Triangle, Sowerby Bridge      HX6 3DU",,10/31/97,
,-108.36,-108.36,2005,"Flyover Works, 30 West Parade, Halifax, HX1 2TE",,05/01/01,08/12/05
,-53.35,-53.35,2008,"1ST Floor, 4 Garden Street, Hebden Bridge, HX7 8AQ",,02/03/98,12/31/08
,-1.4,-1.4,2012,"8 West Street, Sowerby Bridge, HX6 3AN",,10/20/97,
Kasshall Ltd T/A Custom Kitchens [In Liquidation],-17.44,-17.44,2002,"R/O 88 Wharf Street, Sowerby Bridge, HX6 2AF","C/O Cork Gully, Albion Court, 5 Albion Place, Leeds, LS1 6JP",04/01/90,03/24/95
Norman Jowett Ltd,-705,-705,2004,"Opp Portsmouth Mill, Burnley Road, Todmorden, OL14 8PP","159 Knowlwood Road, Todmorden, OL14 6RD",04/01/90,03/31/04
,-76.78,-76.78,2002,"Duke Of York Inn, 20 Halifax Road, Todmorden, OL14 5AD",,10/03/97,11/09/01
,-36.43,-36.43,2012,"120 Oak Avenue, Todmorden, OL14 5PD",,05/05/92,
,-4.53,-4.53,2010,"Market Stall 89-90, Market Hall, Borough Market, Halifax             HX1 1DZ",,11/25/03,04/20/10
,-27.39,-27.39,2005,"Rooms 7 & 8, Victoria Buildings, Luddendenfoot, Halifax             HX2 6AA",,05/28/03,06/30/05
Halifax Property Restoration Ltd,-200,-200,2001,"2ND Floor, Westfield, Sowerby New Road, Sowerby Bridge, HX6 3AS","Westfield House, Sowerby New Road, Sowerby Bridge, Halifax, HX6 1AB",01/21/01,01/20/01
,-81.89,-81.89,2007,"First Floor, 14 Portland Place, Halifax, HX1 2QN",,07/10/03,01/31/08
,-75.5,-75.5,2003,"1 Elland Road, Ripponden, Sowerby Bridge, HX6 4DB",,09/01/03,02/13/04
,-189.3,-189.3,2006,"39 Horton Street, Halifax, HX1 1QE",,09/01/04,02/04/07
,-20,-20,2003,"Queen Hotel, 97 Stainland Road, Greetland, Halifax             HX4 8BD",,01/13/04,04/26/04
Blue Lagoon (Uk) Ltd [In Liquidation],-203.73,-203.73,2007,"Unit 18, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG","C/O Mazars Llp, Mazars House, Gelderd Road, Gildersome , Leeds, LS27 7JN",07/09/04,12/12/07
Repack Services Ltd,-227.07,-227.07,2005,"Unit 16, Sdh Industrial Estate, West Street, Sowerby Bridge       HX6 3BS","Unit 2 S.D.H Industrial Estate, West Street, Sowerby Bridge, HX6 3BT",04/01/04,08/31/05
,-156.37,-156.37,2004,"3 Garden Street, Hebden Bridge, HX7 8AQ",,01/02/04,10/31/04
Chief Environmental Health Officer,-299.24,-994.84,2000,"Stainland Road, Barkisland, Halifax","Fao Wendy Backhouse, Northgate House, Northgate, Halifax, HX1 1UN",04/01/90,03/31/00
Matrix Chemie Ltd,-167,-167,2004,"Mezzanine Office 6 & 7, Lumbrook Mills, Westercroft Lane, Halifax              HX3 7TY","Offices 6 & 7, Mezzanine Floor, Lumbrook Mills, Westercroft Lane, Halifax, HX3 7TY",12/06/03,12/05/03
O.F.C Technical Services Ltd,-0.85,-0.85,2012,"Office Suite D238, Dean Clough Office Park, Halifax, HX3 5AX","Office Suite D238, Dean Clough Office Park, Halifax, HX3 5AX",04/01/04,05/22/15
Rastrick Racing,-49.5,-49.5,2008,"9 Church Street, Brighouse, HD6 3NF","Fao Ben Stephens, 9 Church Street, Rastrick, Brighouse, HD6 3NF",04/01/04,09/30/08
,-99.63,-99.63,2005,"18d Lydgate, Northowram, Halifax, HX3 7EJ",,05/31/04,12/11/05
Walker Boats Ltd,-0.96,-0.96,2012,"Unit 2B Crossley Works, Cragg Road, Mytholmroyd, Hebden Bridge        HX7 5HR","F.A.O. Mr Frank Walker, 33 Half House Lane, Hove Edge, Brighouse, HD6 2PH",06/01/04,
Hemsworth And Co Ltd,-0.07,-0.07,2012,"Offices 5 & 13 The Spire, Leeds Road, Lightcliffe, Halifax              HX3 8NU",,11/01/04,
,-53.63,-53.63,2006,"Golden Lion Hotel, 523 Gibbet Street, Halifax, HX2 0AX",,09/24/04,10/29/06
,-0.96,-0.96,2012,"Unit 9A, Top Land Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU",,02/25/05,
Michael A Taylor Solicitors [ In Liquidation ],-12.88,-12.88,2010,"Fairway House, 20 Bethel Street, Brighouse, HD6 1JN","C/O P S Wallace & Co, 284 Clifton Drive South, Lytham St Annes, Lancs, FY8 1LH",04/01/05,04/30/10
Weir Valves & Controls Uk Ltd,-29580,29580,2014,"Britannia House, Huddersfield Road, Elland, HX5 9JR","Britannia House, Huddersfield Road, Elland, HX5 9JR",10/01/05,
,-64.75,-64.75,2011,"Station Road, Sowerby Bridge, HX6 3LB",,10/09/05,09/30/11
,-41.85,-41.85,2010,"Market Stall 85-86, Market Hall, Borough Market, Halifax             HX1 1DZ",,06/06/05,08/01/10
,-711.72,-1208.55,2010,"The Oddfellows Arms, 158 Haugh Shaw Road, Halifax, HX1 3BG",,06/09/05,06/12/11
,-26.08,-26.08,2007,"The Delvers, Wainstalls, Halifax, HX2 7UA",,07/18/05,01/31/08
Almado Hom Pub Ltd,-112.8,-112.8,2005,"The Crown Inn, 10 Crown Street, Hebden Bridge, HX7 8EH","Bradley Wharton House, 2 Market Street, Broadbottom, Cheshire, SK14 6AX",05/20/05,02/01/06
,-2.71,-2.71,2007,"R/O 1 Hullen Edge, Goose Nest Lane, Norland, Sowerby Bridge       HX6 3QW",,09/02/05,03/30/08
,-481,-1534.14,2009,"Old Pond Inn, 15 Spout House Lane, Brighouse, HD6 2PL",,10/18/04,10/27/10
Worthington Nicholls Ltd,-180.08,-180.08,2006,"Office Suite D140, Dean Clough Mills, Halifax, HX3 5AX","Fao Mr N Smith, Office Suite D140, Dean Clough Mills, Halifax, HX3 5AX",05/01/05,02/15/07
,-100.81,-100.81,2006,"Office No 1, Ladyship Industrial Estate, Old Lane, Halifax             HX3 5QN",,03/28/06,09/11/06
,-18.01,-11.16,2010,"27 Queens Road, Halifax, HX1 3NS",,04/01/06,05/31/10
,-77.15,-77.15,2004,"112 Gibbet Street, Halifax, HX1 5BZ",,02/22/05,04/22/06
,-426.46,-426.46,2008,"Unit 4, S D H Industrial Estate, West Street, Sowerby Bridge       HX6 3BT",,11/01/05,03/31/08
,-103.09,960.91,2010,"16 Bull Close Lane, Halifax, HX1 2EF",,05/16/05,
The Shay Stadium Trust Ltd,-198.04,-198.04,2005,"Car Park, Hunger Hill, Halifax, HX1 2JT","The Shay Stadium, Halifax, HX1 2YT",04/27/05,04/26/05
,-35,-35,2006,"Room 7, 47 Bethel Street, Brighouse, HD6 1JR",,12/05/05,08/01/06
,-17.14,-17.14,2008,"Robin Hood Inn, Cragg Road, Cragg Vale, Hebden Bridge       HX7 5SQ",,12/05/05,08/13/08
La Romantica Beds Ltd,-904,1868,2014,"Unit 8, Brunswick Industrial Estate, Brassey Street, Halifax              HX1 2EA","Unit 8, Brunswick Industrial Estate, Brassey Street, Halifax, HX1 2EA",12/22/05,
,-21534,-163184.07,2007,"Stainland Rd Medical Centre, 70 Stainland Road, Greetland, Halifax              HX4 8BD",,01/24/06,
,-0.74,-0.74,2012,"5 Borough Market, Halifax, HX1 1DY",,11/01/06,
,-19.54,-19.54,2007,"39 Horton Street, Halifax, HX1 1QE",,02/05/07,03/26/08
,-21.53,-21.53,2008,"Heart Gallery Arts Centre, 4 Market Street, Hebden Bridge, HX7 6AA",,10/01/06,06/03/08
Spot On Concrete [Hx] Ltd,-211.08,-211.08,2009,"Unit 39 Empire Works, Watkinson Road, Halifax, HX3 6SD","Fao Steven Walker, 90 Pye Nest Road, Pye Nest, Halifax, HX2 7HS",04/01/05,07/31/09
,-7.3,-7.3,2008,"37a Stainland Road, Greetland, Halifax, HX4 8AD",,04/01/07,03/17/09
Hebden Bridge Group Practice,-14813.42,-213967.48,2013,"Grange Dene Medical Centre, Grange Dene, Burnley Road, Mytholmroyd          HX7 5LF","Valley Medical Centre, Valley Road, Hebden Bridge, HX7 7BZ",04/01/05,
C & R Maintenance Services Ltd,-1.25,-1.25,2012,"Office H M 3.2, Holmfield Mills, Holdsworth Road, Halifax              HX3 6SN",,05/01/07,
,-177.57,-177.57,2012,"S/0 1 Jumples, Mixenden, Halifax, HX2 8NS",,04/01/07,
,-276.9,-276.9,2012,"6a Dodge Holme Drive, Mixenden, Halifax, HX2 8PE",,12/17/07,
Southdale Homes Ltd,-452.23,-452.23,2015,"Southdale House, Westholme Road, Halifax, HX1 4JF","Westholme Road, Halifax, HX1 4JF",11/26/05,04/29/15
Fourward Engineering Ltd In Liquidation,-51.56,-51.56,2010,"Wood Mill, Halifax Road, Todmorden, OL14 6EE","C Brooksbank, O'Hara & Co, Wesley House, Huddersfiled Road, Birstall Batley, WF17 9EJ",03/13/08,03/24/11
,-2.23,-2.23,2010,"Office 29 First Floor, The E W Innovation Centre, Hopwood Lane, Halifax              HX1 5ER",,03/10/08,08/20/10
,-53.67,-53.67,2008,"Office 24, 11 Owler Ings Road, Brighouse, HD6 1EJ",,01/01/08,09/30/08
,-0.74,-0.74,2012,"Unit 8B Woodman Works, South Lane, Elland, HX5 0PA",,03/01/08,
K Hamnett [Machinery Removers],-756.98,-756.98,2007,"Philmar House, Gibbet Street, Halifax, HX2 0AR","Philmar House, Highroad Well Works, Gibbet Street, Halifax, HX2 0AR",06/18/07,09/03/07
,-1.07,-1.07,2012,"87 Stainland Road, Greetland, Halifax, HX4 8BD",,01/18/08,
,-8,-8,2009,"17/21 The Old Arcade, Halifax, HX1 1TJ",,03/01/08,11/24/09
,-843.91,-843.91,2008,"Unit 1A, Prince Of Wales Business Pk, Birds Royd Lane, Brighouse            HD6 1LQ",,10/01/07,01/17/09
Structured Technologies Services Ltd [In Administration],-481.23,-481.23,2013,"Office Suite G 426, Dean Clough Mills, Halifax, HX3 5AX","C/O Castle Acres, Everard Way, Narborough, Leicester, LE19 1BY",04/25/08,11/28/13
Heritage Cashmere Ltd [In Administration],-231,-299.25,2008,"White Rose Mill, Holdsworth Road, Holmfield, Halifax              HX3 6SN","C/O Armstrong Watson, Central House, 47 St Pauls Street, Leeds, LS1 2TE",02/12/08,05/28/09
,-52.2,-52.2,2009,"Unit 34, Empire Works, Watkinson Road, Halifax              HX2 9AB",,12/01/07,08/01/09
,-170.25,-170.25,2012,"Workspace Unit 19, Hansonlane Enterprise Centre, Hanson Lane, Halifax             HX1 5PG",,04/01/08,08/31/12
C F S (Brighouse) Ltd,-202.35,-202.35,2012,"Atlas Mill Road, Brighouse, HD6 1ES",,04/11/08,
,-127.5,-395.9,2009,"Unit 17, Topland Country Business Pk, Cragg Road, Mytholmroyd          HX7 5RU",,05/01/08,12/31/09
Caritas Health Partnership,-5629.37,-43236.26,2011,"Mixenden Stones Surgery, Mixenden Stones, Mixenden, Halifax             HX2 8RQ","F A O David Wright, Woodside Surgery, Boothtown Medical Centre, Woodside Road, Halifax, HX3 6EL",05/01/08,
Caritas Health Partnership,-17945,-82609.04,2009,"Boothtown Medical Centre, Woodside Road, Halifax, HX3 6EL","F A O David Wright, Woodside Surgery, Boothtown Medical Centre, Woodside Road, Halifax, HX3 6EL",05/01/08,
Caritas Health Partnership,-15524.15,-82609.04,2010,"Boothtown Medical Centre, Woodside Road, Halifax, HX3 6EL","F A O David Wright, Woodside Surgery, Boothtown Medical Centre, Woodside Road, Halifax, HX3 6EL",05/01/08,
,-0.37,-0.37,2012,"8 Regent Place, Sowerby Bridge, HX6 2HG",,02/07/08,
,-2.17,-2.17,2009,"Unit 9 Sdh Industrial Estate, West Street, Sowerby Bridge, HX6 3BS",,02/01/08,07/20/09
Citexx Ltd [In Administration],-2159.37,-2159.37,2008,"Unit 1, Elland Industrial Estate, Elland Lane, Elland              HX5 9DZ","C/O Baker Tilly, 3 Hardman Street, Manchester, M3 3HF",05/28/08,06/02/08
,-1.18,-1.18,2012,"42/44 Burnley Road, Todmorden, OL14 5EZ",,06/14/08,
,-0.72,-0.72,2012,"71A Langdale Street, Elland, HX5 0JE",,07/16/08,
Eurofill Ltd,-0.15,-0.15,2012,"Unit 14, Lee Bridge Industrial Estate, Lee Bridge, Halifax             HX3 5AT","F.A.O. Mr David Laycock, Old Allen Barn, Old Allen Road, Harecroft, Bradford, BD13 3RY",09/17/05,
Chunky Chicken (Halifax) Ltd,-227.7,-227.7,2012,"112 Gibbet Street, Halifax, HX1 5BZ","116 Heights Lane, Rochdale, OL12 0QS",11/10/08,07/31/13
,-165.01,-900.19,2012,"Market Stall 5,6-8, Borough Market, Halifax, HX1 1DZ",,12/01/08,11/09/12
,-0.48,-0.48,2012,"39 Halifax Road, Todmorden, OL14 5BB",,05/12/08,
,-170.49,-170.49,2012,"Unit 1 (Ground), 38 Hangingroyd Lane, Hebden Bridge, HX7 7DD",,01/28/09,
,-10.73,-10.73,2011,"15 Ovenden Road, Halifax, HX3 5PN",,03/07/09,01/15/12
,-0.96,-0.96,2012,"Unit 16, Topland Country Busn.Pk, Cragg Road, Mytholmroyd          HX7 5RU",,04/01/09,
