Organisation Name,Organisation Code,Effective Date,Directorate,Service (Sercop),Sercop URI,Supplier Name,Supplier ID,Company Registration,Charity Registration,VCSE Grant,Payment Date,Transaction Number,Net Amount,Irrecoverable VAT,Purpose of Spend,Type,Procurement Classification,Class Code,Thomson Classification,Thomson Description,Contract
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ST JOHN FISHER CATHOLIC VOLUNTARY ACADEMY,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22484468,738.46,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ST JOSEPHS CATHOLIC PRIMARY A VOLUNTARY ACADEMY (PONTEFRACT),N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22484442,1048.61,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ST JOSEPHS CATHOLIC PRIMARY A VOLUNTARY ACADEMY (PONTEFRACT),N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22527439,811.24,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ST JOSEPHS CATHOLIC PRIMARY SCHOOL CASTLEFORD ACADEMY,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22484431,946.41,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ST JOSEPHS CATHOLIC PRIMARY SCHOOL CASTLEFORD ACADEMY,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22484432,3935.74,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ST JOSEPHS CATHOLIC PRIMARY SCHOOL CASTLEFORD ACADEMY,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22527427,789.21,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ST JOSEPHS CATHOLIC PRIMARY SCHOOL CASTLEFORD ACADEMY,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22527428,2904.96,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ST MICHAEL?S C E ACADEMY,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22527411,817.95,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ST MICHAEL?S C E ACADEMY,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22527412,3205.77,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ST MICHAEL?S C E ACADEMY,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22484414,958.97,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ST MICHAEL?S C E ACADEMY,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22484415,3979.56,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ST THOMAS A BECKET ACADEMY,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22484416,1309.33,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ST THOMAS A BECKET ACADEMY,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22527413,2152.23,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ST WILFRIDS CATHOLIC  ACADEMY,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22484450,9646.84,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,ST WILFRIDS CATHOLIC  ACADEMY,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22527446,7230.12,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,STRAWBERRY FIELDS PRIMARY,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22484463,1075.2,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,,,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,STRAWBERRY FIELDS PRIMARY,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22527462,866.13,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,,,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,SUNSHINE KIDS PRE SCHOOL,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22484434,923.08,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,59760,Playgroups & Pre-School Education,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,SUNSHINE KIDS PRE SCHOOL,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22527430,743.59,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,59760,Playgroups & Pre-School Education,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,THE MID YORKSHIRE HOSPITALS NHS TRUST,N/A,Not yet available,Not yet available,Not yet available,22/04/2014,22463763,8701.98,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,43860,Hospitals,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,THE PURSTON E-ACT ACADEMY,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22527459,594.87,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,THE ROOKERIES CARLETON J & I (ACADEMY),N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22527422,4560.2,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,THE ROOKERIES CARLETON J & I (ACADEMY),N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22484425,5116.65,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,THE VALE PRIMARY ACADEMY,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22527477,2055.87,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,THE VALE PRIMARY ACADEMY,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22484461,2645.66,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,WAKEFIELD CITY ACADEMY,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22527444,4214.44,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,WAKEFIELD CITY ACADEMY,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22484447,5196.97,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,WAKEFIELD COLLEGE,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22484481,35487.18,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67330,Schools & Colleges - Further Education,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,WAKEFIELD COLLEGE,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22484482,12094.87,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67330,Schools & Colleges - Further Education,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,WAKEFIELD COLLEGE,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22527397,25769.23,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67330,Schools & Colleges - Further Education,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,WAKEFIELD COLLEGE,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22527398,12715.38,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67330,Schools & Colleges - Further Education,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,WAKEFIELD COLLEGE,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22527399,18116.92,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67330,Schools & Colleges - Further Education,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,WELLGATE PRIMARY,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22484467,738.46,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,,,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,WELLGATE PRIMARY,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22527466,594.87,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,,,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,WEST END ACADEMY,N/A,Not yet available,Not yet available,Not yet available,24/04/2014,22484477,738.46,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,WEST END ACADEMY,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22527475,594.87,Nil,SEN Top Up Contract Payments (Other Local Auth inc police and fire),Revenue,Family Services,CAT04,67981,Schools - Local Authority,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,DUNEDIN PROPERTY,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,22526530,-8319.22,Nil,Service Charges,Revenue,Property & Asset Management,CAT01,1,Commercial Property Agents,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,DUNEDIN PROPERTY,N/A,Not yet available,Not yet available,Not yet available,04/06/2014,22517706,18671.06,Nil,Service Charges,Revenue,Property & Asset Management,CAT01,1,Commercial Property Agents,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,EDDISONS,N/A,Not yet available,Not yet available,Not yet available,03/06/2014,22515155,2125.29,Nil,Service Charges,Revenue,Property & Asset Management,CAT01,61896,Property & Estate Management,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,EDDISONS,N/A,Not yet available,Not yet available,Not yet available,03/06/2014,22515411,2125.29,Nil,Service Charges,Revenue,Property & Asset Management,CAT01,61896,Property & Estate Management,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,HEALTH & SAFETY EXECUTIVE,N/A,Not yet available,Not yet available,Not yet available,22/04/2014,22481922,582.8,Nil,Service Charges,Revenue,Professional Services,CAT08,38711,Government Agencies,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,STANDARD LIFE INVESTMENTS,N/A,Not yet available,Not yet available,Not yet available,23/05/2014,22505328,19830.32,Nil,Service Charges,Revenue,Highways,CAT07,13750,Car Parking & Garaging,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,,N/A,Not yet available,Not yet available,Not yet available,15/04/2014,,398014.6,Nil,Service pension contribution,Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,,N/A,Not yet available,Not yet available,Not yet available,15/04/2014,,500257.03,Nil,Service pension contribution,Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,,N/A,Not yet available,Not yet available,Not yet available,15/04/2014,,459698.45,Nil,Service pension contribution,Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,,N/A,Not yet available,Not yet available,Not yet available,15/04/2014,,512665.62,Nil,Service pension contribution,Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,,N/A,Not yet available,Not yet available,Not yet available,15/05/2014,,419299.46,Nil,Service pension contribution,Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,,N/A,Not yet available,Not yet available,Not yet available,15/05/2014,,499089.61,Nil,Service pension contribution,Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,,N/A,Not yet available,Not yet available,Not yet available,15/05/2014,,463089.57,Nil,Service pension contribution,Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,,N/A,Not yet available,Not yet available,Not yet available,15/05/2014,,521442.65,Nil,Service pension contribution,Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,,N/A,Not yet available,Not yet available,Not yet available,15/06/2014,,393033.36,Nil,Service pension contribution,Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2014,BUSINESS,Not yet available,Not yet available,,N/A,Not yet available,Not yet available,Not yet available,15/06/2014,,493059.77,Nil,Service pension contribution,Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,,N/A,Not yet available,Not yet available,Not yet available,15/06/2014,,449564.57,Nil,Service pension contribution,Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,,N/A,Not yet available,Not yet available,Not yet available,15/06/2014,,509590.82,Nil,Service pension contribution,Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,,N/A,Not yet available,Not yet available,Not yet available,15/04/2014,,36.96,Nil,Service pension contribution (teachers),Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,,N/A,Not yet available,Not yet available,Not yet available,15/05/2014,,921.25,Nil,Service pension contribution (teachers),Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,,N/A,Not yet available,Not yet available,Not yet available,15/06/2014,,900.02,Nil,Service pension contribution (teachers),Revenue,,,,,Not yet available
Wakefield MDC,E08000036,30/06/2014,REGENCULT,Not yet available,Not yet available,LEEDS CITY COUNCIL,N/A,Not yet available,Not yet available,Not yet available,05/06/2014,22517851,6851,Nil,Services - H E T S (Joint Authorities),Revenue,n/a,CATNA,48583,Local Government,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,AFTER ADOPTION,N/A,Not yet available,Not yet available,Not yet available,19/06/2014,22526042,2602.25,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,1880,Adoption & Fostering,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,AFTER ADOPTION,N/A,Not yet available,Not yet available,Not yet available,19/06/2014,22526043,3219.25,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,1880,Adoption & Fostering,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,AFTER ADOPTION,N/A,Not yet available,Not yet available,Not yet available,19/06/2014,22525935,2638.2,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,1880,Adoption & Fostering,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,AGE UK WAKEFIELD DISTRICT,N/A,Not yet available,Not yet available,Not yet available,15/04/2014,22480372,5000,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,17020,Charities & Voluntary Organisations,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,AGE UK WAKEFIELD DISTRICT,N/A,Not yet available,Not yet available,Not yet available,19/05/2014,22503031,15148.34,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,17020,Charities & Voluntary Organisations,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,AGE UK WAKEFIELD DISTRICT,N/A,Not yet available,Not yet available,Not yet available,23/06/2014,22527020,7574.17,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,17020,Charities & Voluntary Organisations,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,ARK HOME HEALTHCARE LTD,N/A,Not yet available,Not yet available,Not yet available,26/06/2014,22519889,32357.92,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,64710,Residential Care Homes,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,ARK HOME HEALTHCARE LTD,N/A,Not yet available,Not yet available,Not yet available,25/06/2014,22528749,27109.22,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,64710,Residential Care Homes,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,ASH GROVE MEDICAL PRACTICE,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522357,1904.56,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,26710,Doctors,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BARNARDO SERVICES LTD,N/A,Not yet available,Not yet available,Not yet available,27/06/2014,22485370,32500,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,17020,Charities & Voluntary Organisations,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BARNARDO SERVICES LTD,N/A,Not yet available,Not yet available,Not yet available,27/06/2014,22485373,17336.25,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,17020,Charities & Voluntary Organisations,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BARNARDO?S,N/A,Not yet available,Not yet available,Not yet available,16/04/2014,22480642,55091,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,17020,Charities & Voluntary Organisations,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,BARNARDO?S,N/A,Not yet available,Not yet available,Not yet available,02/05/2014,22480600,17336.25,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,17020,Charities & Voluntary Organisations,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,N/A,Not yet available,Not yet available,Not yet available,20/05/2014,22502747,3222.96,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,26710,Doctors,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,BEYOND EXISTING,N/A,Not yet available,Not yet available,Not yet available,15/04/2014,22473036,3764,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,71855,Social Services & Welfare Organisations,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,BRITISH RED CROSS SOCIETY,N/A,Not yet available,Not yet available,Not yet available,23/05/2014,22504982,1028.3,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,17020,Charities & Voluntary Organisations,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,BRITISH RED CROSS SOCIETY,N/A,Not yet available,Not yet available,Not yet available,08/05/2014,22494365,1028.3,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,17020,Charities & Voluntary Organisations,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,BRITISH RED CROSS SOCIETY,N/A,Not yet available,Not yet available,Not yet available,04/06/2014,22516485,1028.3,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,17020,Charities & Voluntary Organisations,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,CHAPELTHORPE MEDICAL CENTRE,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522332,1363.32,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,26710,Doctors,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,CHURCH STREET SURGERY,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522330,2343.69,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,26710,Doctors,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,CRI,N/A,Not yet available,Not yet available,Not yet available,20/06/2014,22504462,63546,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,28465,Drug Misuse - Advice & Counselling,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,CRI,N/A,Not yet available,Not yet available,Not yet available,26/06/2014,22536188,63546,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,28465,Drug Misuse - Advice & Counselling,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,CRI,N/A,Not yet available,Not yet available,Not yet available,17/04/2014,22481910,63546,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,28465,Drug Misuse - Advice & Counselling,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522352,1909.67,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,26710,Doctors,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522353,975.26,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,26710,Doctors,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,DETAILS REDACTED,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522333,1761.6,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,26710,Doctors,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,DIVA LTD,N/A,Not yet available,Not yet available,Not yet available,22/05/2014,22505186,7598.5,Nil,Services Contracts (Private Contractors),Revenue,"Economic Growth, Culture & Sport",CAT09,4860,Arts Centres,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,DONCASTER & BASSETLAW HOSPITALS NHS FOUND.,N/A,Not yet available,Not yet available,Not yet available,28/04/2014,22484301,1179,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,43860,Hospitals,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,EDEN FOSTER CARE,N/A,Not yet available,Not yet available,Not yet available,14/05/2014,22500514,3040,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,1880,Adoption & Fostering,Not yet available
Wakefield MDC,E08000036,30/06/2014,CHILDYOU,Not yet available,Not yet available,EDEN FOSTER CARE,N/A,Not yet available,Not yet available,Not yet available,16/06/2014,22523435,1954.29,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,1880,Adoption & Fostering,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,FAMILIES AND BABIES,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522075,87000,Nil,Services Contracts (Private Contractors),Revenue,Family Services,CAT04,17020,Charities & Voluntary Organisations,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,FERRYBRIDGE MEDICAL CENTRE,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522360,1056.96,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,26710,Doctors,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,GROVE SURGERY,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522354,2108.81,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,26710,Doctors,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,HENRY MOORE CLINIC,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522343,501.28,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,26710,Doctors,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,HENRY MOORE CLINIC,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522344,4304.4,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,26710,Doctors,Not yet available
Wakefield MDC,E08000036,30/06/2014,ADULTS,Not yet available,Not yet available,HOMESTEAD MEDICAL CENTRE,N/A,Not yet available,Not yet available,Not yet available,12/06/2014,22522339,919.36,Nil,Services Contracts (Private Contractors),Revenue,Professional Services,CAT08,26710,Doctors,Not yet available
