"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1642713","D","23427","29092","Knowledge Information Management Support Officer","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00170429","C1","35648","44268","Project support officer","15.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1591920","D","23427","29092","Transaction Processing","0.78","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","C1","35648","44268","Safety,Health,Environment&Fire","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00194018","B1","56436","72185","Senior policy adviser","7.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1642713","D","23427","29092","Project support officer","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00170429","C2","29258","36333","Project support officer","5.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1591920","Firefighter","18983","26596","Fire Service","987.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","C1","35648","44268","Environment and Sustainability","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00194018","B2","47942","59535","Senior policy adviser","18.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1642713","E1","18370","22124","Administrative Support","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00170429","D","23427","29092","Project support officer","6.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Administrative Support","324.57","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","C2","29258","36333","Administrative Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00194018","C1","35648","44268","Policy Adviser","31.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1642713","E1","18370","22124","Administrative Support","8.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00170429","E1","18370","22124","Project support officer","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Audit and Assurance","4.80","Internal Audit"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","C2","29258","36333","AeroEng (Aero/Struct) Mech)","9.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00194018","C2","29258","36333","Policy Adviser","4.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1642713","E1","18370","22124","Knowledge Information Management Support Officer","3.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00170429","OF3","47760","57200","Project support officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Business Management and Improvement","12.92","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","C2","29258","36333","Audit and Assurance","2.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137261","D","23427","29092","Executive Assistant","1.00","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1642713","E1","18370","22124","Operations Support Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00170429","OF5","81310","89408","Project support officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Civilian HR Service Provider","4.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","C2","29258","36333","Business Management and Improvement","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137262","B2","47942","59535","Press Officer","3.00","Communications"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1642713","E2","15623","18815","Administrative Support","3.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171090","B1","56436","72185","Project support officer","7.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Community Service","36.86","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","C2","29258","36333","Community Service","4.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137262","D","23427","29092","Office Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1642713","NHS Band 8A","38851","46621","Medical","2.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171090","B2","47942","59535","Project support officer","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Decision Support","8.22","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","C2","29258","36333","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137262","C1","35648","44268","Press Officer","3.00","Communications"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1642713","Retained - Civilian Consultant","61859","80186","Medical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171090","C1","35648","44268","Project support officer","16.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Defence Policy and Commitments","2.74","Policy"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","C2","29258","36333","Information Technology","1.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137262","C2","29258","36333","Press Officer","13.00","Communications"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00184002","B1","56436","72185","Business Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171090","C2","29258","36333","Project support officer","54.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Heritage","12.58","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","C2","29258","36333","Reporting and Controls","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137262","E1","18370","22124","Communications support officer","2.00","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00184002","B1","56436","72185","Senior Project Manager","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171090","D","23427","29092","Project support officer","20.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Information Exploitation Mgt","2.54","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","C2","29258","36333","Safety,Health,Environment&Fire","5.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137262","E2","15623","18815","Communications support officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00184002","B2","47942","59535","Business Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171090","E1","18370","22124","Project support officer","4.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Information Service Provision","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","C2","29258","36333","Transport/Movement","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137262","OF4","67032","77617","Press Officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00184002","C1","35648","44268","Project Manager","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171090","E2","15623","18815","Project support officer","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Information Technology","4.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","D","23427","29092","Administrative Support","8.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","00184002","C1","35648","44268","Technical Adviser","1.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","B2","47942","59535","Communications Manager","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171090","SALMO","42596","60144","Project support officer","28.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Inventory Management","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","D","23427","29092","AeroEng (Aero/Struct) Mech)","3.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1643368","B1","56436","72185","Medical","1.00","Psychology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","B2","47942","59535","Communications Manager","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171090","Skill Zone 3","18010","22150","Storekeeper","2.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Knowledge Info Management","4.81","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","D","23427","29092","Audit and Assurance","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1643368","B1","56436","72185","Senior communications manager","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","D","23427","29092","Communications support officer","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171090","OF2","37916","45090","Project support officer","14.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Museum","32.35","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","D","23427","29092","Business Management and Improvement","6.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1643368","B2","47942","59535","Business Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","C1","35648","44268","Communications Manager","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171090","OF3","47760","57200","Project support officer","13.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Photography","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","D","23427","29092","Decision Support","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1643368","B2","47942","59535","Medical","8.00","Psychology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","C1","35648","44268","Communications Manager","10.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171090","OF4","67032","77617","Project support officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Programme Management","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","D","23427","29092","Design & Imagery","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1643368","B2","47942","59535","Medical","1.00","Psychology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","C2","29258","36333","Communications Manager","3.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171090","OF5","81310","89408","Project support officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Secretarial","27.59","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","D","23427","29092","Employee Representative","1.00","Human Resources"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1643368","C1","35648","44268","Medical","4.00","Psychology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","E1","18370","22124","Communications support officer","4.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171090","OR7-8","33223","43252","Project support officer","45.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Secretariat & Private Office","19.87","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","D","23427","29092","Engineering & Technical Support","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1643368","C1","35648","44268","Medical","3.00","Psychology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","E2","15623","18815","Office Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171090","OR9","38600","46753","Project support officer","7.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Service HR Service Provider","297.67","Human Resources"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","D","23427","29092","EnvironmentalManagementAssessm","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171964","B1","56436","72185","Project support officer","4.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1643368","C1","35648","44268","Project Manager","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","OF1","24615","32703","Communications Manager","1.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Soft Facilities Management","13.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","D","23427","29092","Information Technology","2.00","Information Technology"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171964","B2","47942","59535","Project support officer","10.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1643368","C1","35648","44268","Medical","1.00","Psychology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","OF2","37916","45090","Communications Manager","5.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Storekeeping/WarehouseOps","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","D","23427","29092","Media and Press","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171964","C1","35648","44268","Project support officer","20.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1643368","C1","35648","44268","Business Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","OF3","47760","57200","Communications Manager","9.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Teaching","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","D","23427","29092","Soft Facilities Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171964","C2","29258","36333","Project support officer","17.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1643368","C1","35648","44268","Medical","2.00","Psychology"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","OF3","47760","57200","Communications Manager","8.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Training Support","31.62","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","D","23427","29092","Storekeeping/WarehouseOps","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171964","D","23427","29092","Project support officer","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1643368","C1","35648","44268","Project Manager","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","OF4","67032","77617","Communications Manager","6.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E1","18370","22124","Transaction Processing","4.65","Finance"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","D","23427","29092","Transport/Movement","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171964","E1","18370","22124","Project support officer","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1643368","C2","29258","36333","Business Manager","3.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","OF4","67032","77617","Communications Manager","2.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E2","15623","18815","Administrative Support","158.62","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","D","23427","29092","WOME Production","1.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171964","OF2","37916","45090","Project support officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1643368","C2","29258","36333","Project support officer","1.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","OF5","81310","89408","Communications Manager","4.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E2","15623","18815","Audit and Assurance","2.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","E1","18370","22124","Administrative Support","30.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171964","OF3","47760","57200","Project support officer","3.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1643368","D","23427","29092","Personal Secretary","1.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","OF5","81310","89408","Communications Manager","1.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E2","15623","18815","Community Development Work","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","E1","18370","22124","Commercial Analysis","1.00","Procurement"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171964","OF4","67032","77617","Project support officer","4.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1643368","D","23427","29092","Business Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","OR1-3","17515","28940","Communications support officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E2","15623","18815","Community Service","5.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","E1","18370","22124","Community Service","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00171964","OF5","81310","89408","Project support officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1643368","E1","18370","22124","Administrative Support","2.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","OR4","26405","33182","Communications support officer","12.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E2","15623","18815","Design & Imagery","1.00","Communications"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","E1","18370","22124","Decision Support","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172010","B2","47942","59535","Project support officer","3.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1643368","NHS Band 6","25528","34189","Medical","1.00","Medicine"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","OR5-6","30013","36929","Communications support officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E2","15623","18815","Heritage","0.54","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","E1","18370","22124","Design & Imagery","1.00","Economics"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172010","C1","35648","44268","Project support officer","12.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","OR5-6","30013","36929","Communications support officer","4.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E2","15623","18815","Museum","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1664232","B1","56436","72185","Business Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","E1","18370","22124","Secretarial","3.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172010","C2","29258","36333","Project support officer","8.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","OR7-8","33223","43252","Communications support officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E2","15623","18815","Secretarial","31.88","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1664232","C2","29258","36333","Internal Audit Support Officer","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","E1","18370","22124","Soft Facilities Management","4.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172010","D","23427","29092","Project support officer","5.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","OR7-8","33223","43252","Communications support officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E2","15623","18815","Secretariat & Private Office","18.88","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1664232","E1","18370","22124","Administrative Support","1.00","Other"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","E1","18370","22124","Technical [Trades]","2.00","Science and Engineering"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172010","E1","18370","22124","Project support officer","2.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","B2","47942","59535","Finance Officer","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","OR7-8","33223","43252","Communications support officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E2","15623","18815","Service HR Service Provider","23.61","Human Resources"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172024","B1","56436","72185","Project support officer","5.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","E1","18370","22124","Training Support","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","C1","35648","44268","Business Manager","2.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","OR9","38600","46753","Communications support officer","2.00","Military"
"Ministry of Defence","Ministry of Defence","Army","1591920","E2","15623","18815","Soft Facilities Management","13.65","Property and asset management"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172024","B2","47942","59535","Project support officer","15.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","E1","18370","22124","Transaction Processing","2.00","Finance"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","C2","29258","36333","Knowledge Information Management Support Officer","1.00","Knowledge and Information Management (KIM)"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137265","Skill Zone 3","18010","22150","Communications support officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","Nurse","21176","27625","Business Management and Improvement","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172024","C1","35648","44268","Project support officer","62.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","E1","18370","22124","Transport/Movement","2.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","C2","29258","36333","Business Manager","3.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137266","B1","56436","72185","Communications Manager","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Army","1591920","NHS Consultant (Med) 2003 Pre-Oct","74504","100446","Consultancy","4.65","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172024","C2","29258","36333","Project support officer","48.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","E2","15623","18815","Administrative Support","34.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","C2","29258","36333","Internal Audit Support Officer","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137266","B2","47942","59535","Communications Manager","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Army","1591920","Civilian Medical Practitioner","65071","77303","Gen Practice Medical","1.39","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172024","D","23427","29092","Project support officer","18.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","E2","15623","18815","Decision Support","3.00","Finance"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","C2","29258","36333","Operations Support Officer","1.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137266","D","23427","29092","Office Manager","7.00","Communications"
"Ministry of Defence","Ministry of Defence","Army","1591920","NHS Consultant (Med) 2003 Post-Oct","74504","100446","Hospital Doctor/Consultant","1.67","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172024","E1","18370","22124","Project support officer","16.00","Programme and Project Management (PPM)"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","E2","15623","18815","Design & Imagery","2.00","Communications"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","C2","29258","36333","Technical Adviser","1.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137266","D","23427","29092","Business Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","NHS Band 4","18402","21798","Medical Technical","2.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172024","OF1","24615","32703","Project support officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","E2","15623","18815","Secretarial","8.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","D","23427","29092","Administrative Support","1.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137266","C1","35648","44268","Communications Manager","9.00","Communications"
"Ministry of Defence","Ministry of Defence","Army","1591920","Nurse","21176","27625","Nursing and Midwifery","237.76","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172024","OF3","47760","57200","Project support officer","27.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","E2","15623","18815","Soft Facilities Management","1.00","Property and asset management"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","D","23427","29092","Business Manager","2.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137266","C1","35648","44268","Business Manager","1.00","Other"
"Ministry of Defence","Ministry of Defence","Army","1591920","NHS Occup Therapist Specialist","25528","34189","Occupational Therapy","2.00","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172024","OF4","67032","77617","Project support officer","10.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","E2","15623","18815","Storekeeping/WarehouseOps","1.00","Operational delivery"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","D","23427","29092","Internal Audit Support Officer","1.00","Internal Audit"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137266","C2","29258","36333","Communications Manager","13.00","Communications"
"Ministry of Defence","Ministry of Defence","Army","1591920","Pharmacy Technician","18402","21798","Pharmacy","30.96","Medicine"
"Ministry of Defence","Ministry of Defence","Defence Equipment and Support","00172024","OR5-6","30013","36929","Project support officer","1.00","Military"
"Ministry of Defence","Ministry of Defence","Royal Air Force Air Command","1072729","E2","15623","18815","Transaction Processing","1.00","Finance"
"Ministry of Defence","Ministry of Defence","Joint Forces Command","1661163","D","23427","29092","Operations Support Officer","2.00","Other"
"Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","00137266","E1","18370","22124","Communications support officer","3.00","Other"
